ID;HuishoudensKenmerken;Perioden;BrutoExploitatieoverschot_1;BrutoGemengdInkomen_2;BrutoSaldoPrimaireInkomens_3;BrutoBeschikbaarInkomen_4;BrutoAlternatiefBeschikbaarInkomen_5;Totaal_6;BeloningVanWerknemers_7;InkomenUitVermogen_8;SocialeUitkeringenInGeld_9;OverigeInkomensoverdrachten_10;SocialeOverdrachtenInNatura_11;Totaal_12;InkomenUitVermogen_13;BelastingenOpInkomenEnVermogen_14;SocialePremies_15;OverigeInkomensoverdrachten_16;CorrectieMutatiesInPensioenrechten_17;BrutoExploitatieoverschot_18;BrutoGemengdInkomen_19;BrutoSaldoPrimaireInkomens_20;BrutoBeschikbaarInkomen_21;BrutoAlternatiefBeschikbaarInkomen_22;Totaal_23;BeloningVanWerknemers_24;InkomenUitVermogen_25;SocialeUitkeringenInGeld_26;OverigeInkomensoverdrachten_27;SocialeOverdrachtenInNatura_28;Totaal_29;InkomenUitVermogen_30;BelastingenOpInkomenEnVermogen_31;SocialePremies_32;OverigeInkomensoverdrachten_33;CorrectieMutatiesInPensioenrechten_34;BrutoExploitatieoverschot_35;BrutoGemengdInkomen_36;BrutoSaldoPrimaireInkomens_37;BrutoBeschikbaarInkomen_38;BrutoAlternatiefBeschikbaarInkomen_39;Totaal_40;BeloningVanWerknemers_41;InkomenUitVermogen_42;SocialeUitkeringenInGeld_43;OverigeInkomensoverdrachten_44;SocialeOverdrachtenInNatura_45;Totaal_46;InkomenUitVermogen_47;BelastingenOpInkomenEnVermogen_48;SocialePremies_49;OverigeInkomensoverdrachten_50;CorrectieMutatiesInPensioenrechten_51;BrutoExploitatieoverschot_52;BrutoGemengdInkomen_53;BrutoSaldoPrimaireInkomens_54;BrutoBeschikbaarInkomen_55;BrutoAlternatiefBeschikbaarInkomen_56;Totaal_57;BeloningVanWerknemers_58;InkomenUitVermogen_59;SocialeUitkeringenInGeld_60;OverigeInkomensoverdrachten_61;SocialeOverdrachtenInNatura_62;Totaal_63;InkomenUitVermogen_64;BelastingenOpInkomenEnVermogen_65;SocialePremies_66;OverigeInkomensoverdrachten_67
43;Gest. besteedbaar inkomen: 4e 20%-groep;2008;4144;8546;96080;65824;87038;134285;80764;10195;19090;3020;21215;59936;7570;8064;40862;3441;6234;2.8;5.7;64.2;44.0;58.1;89.7;54.0;6.8;12.8;2.0;14.2;40.0;5.1;5.4;27.3;2.3;4.2;1.9;3.9;43.7;30.0;39.6;61.1;36.8;4.6;8.7;1.4;9.7;27.3;3.4;3.7;18.6;1.6;2.8;4.8;9.8;110.4;75.6;100;154.3;92.8;11.7;21.9;3.5;24.4;68.9;8.7;9.3;46.9;4.0
44;Gest. besteedbaar inkomen: 4e 20%-groep;2009;1263;9444;97959;67848;90643;137511;81635;9732;20364;2986;22795;57575;4114;9757;39401;4304;6598;0.8;6.2;64.8;44.9;60.0;91.0;54.0;6.4;13.5;2.0;15.1;38.1;2.7;6.5;26.1;2.8;4.4;0.6;4.3;44.1;30.6;40.8;62.0;36.8;4.4;9.2;1.3;10.3;25.9;1.9;4.4;17.8;1.9;3.0;1.4;10.4;108.1;74.9;100;151.7;90.1;10.7;22.5;3.3;25.1;63.5;4.5;10.8;43.5;4.7
45;Gest. besteedbaar inkomen: 4e 20%-groep;2010;707;9198;97263;68081;91590;138463;81749;8819;21376;3011;23509;56779;3210;9856;39691;4022;5347;0.5;6.0;63.7;44.6;60.0;90.7;53.6;5.8;14.0;2.0;15.4;37.2;2.1;6.5;26.0;2.6;3.5;0.3;4.1;43.4;30.4;40.9;61.8;36.5;3.9;9.5;1.3;10.5;25.4;1.4;4.4;17.7;1.8;2.4;0.8;10.0;106.2;74.3;100;151.2;89.3;9.6;23.3;3.3;25.7;62.0;3.5;10.8;43.3;4.4
46;Gest. besteedbaar inkomen: 4e 20%-groep;2011;1180;9655;99940;69825;93613;142562;82981;9887;22515;3393;23787;59785;3762;9434;42323;4265;5681;0.8;6.3;64.9;45.4;60.8;92.6;53.9;6.4;14.6;2.2;15.5;38.8;2.4;6.1;27.5;2.8;3.7;0.5;4.3;44.3;30.9;41.5;63.2;36.8;4.4;10.0;1.5;10.5;26.5;1.7;4.2;18.8;1.9;2.5;1.3;10.3;106.8;74.6;100;152.3;88.6;10.6;24.1;3.6;25.4;63.9;4.0;10.1;45.2;4.6
47;Gest. besteedbaar inkomen: 4e 20%-groep;2012;252;9291;101187;69202;93401;144439;84188;9574;23393;3085;24198;60582;2119;9032;45272;4158;6662;0.2;6.0;65.2;44.6;60.2;93.1;54.3;6.2;15.1;2.0;15.6;39.0;1.4;5.8;29.2;2.7;4.3;0.1;4.1;44.7;30.5;41.2;63.8;37.2;4.2;10.3;1.4;10.7;26.7;0.9;4.0;20.0;1.8;2.9;0.3;9.9;108.3;74.1;100;154.6;90.1;10.3;25.0;3.3;25.9;64.9;2.3;9.7;48.5;4.5
48;Gest. besteedbaar inkomen: 4e 20%-groep;2013;646;9614;102509;71828;95608;144970;84488;9577;24050;3075;23780;59621;1815;8922;44642;4243;7069;0.4;6.2;65.6;46.0;61.2;92.8;54.1;6.1;15.4;2.0;15.2;38.2;1.2;5.7;28.6;2.7;4.5;0.3;4.2;45.1;31.6;42.0;63.7;37.1;4.2;10.6;1.4;10.5;26.2;0.8;3.9;19.6;1.9;3.1;0.7;10.1;107.2;75.1;100;151.6;88.4;10.0;25.2;3.2;24.9;62.4;1.9;9.3;46.7;4.4
49;Gest. besteedbaar inkomen: 4e 20%-groep;2014;1215;10107;104878;74407;98334;146284;85905;9475;23559;3417;23928;59272;1825;8773;44487;4186;7079;0.8;6.4;66.6;47.2;62.4;92.9;54.5;6.0;15.0;2.2;15.2;37.6;1.2;5.6;28.2;2.7;4.5;0.5;4.4;45.7;32.4;42.9;63.8;37.5;4.1;10.3;1.5;10.4;25.8;0.8;3.8;19.4;1.8;3.1;1.2;10.3;106.7;75.7;100;148.8;87.4;9.6;24.0;3.5;24.3;60.3;1.9;8.9;45.2;4.3
50;Gest. besteedbaar inkomen: 5e 20%-groep;2005;3275;31409;164340;104518;119115;178994;109654;25547;21807;7389;14597;94563;5545;27919;50045;11054;10894;2.2;21.4;112.1;71.3;81.3;122.1;74.8;17.4;14.9;5.0;10.0;64.5;3.8;19.0;34.1;7.5;7.4;1.5;14.5;76.1;48.4;55.1;82.9;50.8;11.8;10.1;3.4;6.8;43.8;2.6;12.9;23.2;5.1;5.0;2.7;26.4;138.0;87.7;100;150.3;92.1;21.4;18.3;6.2;12.3;79.4;4.7;23.4;42.0;9.3
51;Gest. besteedbaar inkomen: 5e 20%-groep;2006;4821;32801;173817;110590;128069;187616;116076;27857;22353;3851;17480;97169;7738;29861;51699;7870;8132;3.3;22.2;117.8;75.0;86.8;127.2;78.7;18.9;15.2;2.6;11.8;65.9;5.2;20.2;35.0;5.3;5.5;2.2;15.0;79.6;50.7;58.7;86.0;53.2;12.8;10.2;1.8;8.0;44.5;3.5;13.7;23.7;3.6;3.7;3.8;25.6;135.7;86.4;100;146.5;90.6;21.8;17.5;3.0;13.6;75.9;6.0;23.3;40.4;6.1
52;Gest. besteedbaar inkomen: 5e 20%-groep;2007;6392;35184;184175;116724;135178;198496;120658;32542;22932;3911;18454;104895;10601;32752;52469;9074;8263;4.3;23.7;124.1;78.6;91.1;133.7;81.3;21.9;15.4;2.6;12.4;70.7;7.1;22.1;35.3;6.1;5.6;2.9;15.9;83.4;52.9;61.2;89.9;54.6;14.7;10.4;1.8;8.4;47.5;4.8;14.8;23.8;4.1;3.7;4.7;26.0;136.2;86.3;100;146.8;89.3;24.1;17.0;2.9;13.7;77.6;7.8;24.2;38.8;6.7
53;Gest. besteedbaar inkomen: 5e 20%-groep;2008;6595;35406;192206;121874;141880;208997;125676;35972;23400;3943;20007;109118;11443;32334;57622;7718;10761;4.4;23.7;128.4;81.4;94.8;139.6;84.0;24.0;15.6;2.6;13.4;72.9;7.6;21.6;38.5;5.2;7.2;3.0;15.9;86.5;54.8;63.8;94.0;56.5;16.2;10.5;1.8;9.0;49.1;5.1;14.5;25.9;3.5;4.8;4.6;25.0;135.5;85.9;100;147.3;88.6;25.4;16.5;2.8;14.1;76.9;8.1;22.8;40.6;5.4
54;Gest. besteedbaar inkomen: 5e 20%-groep;2009;2320;33321;189959;116209;137552;210013;131319;29164;23813;4374;21344;108102;6165;36030;57527;8380;12762;1.5;22.0;125.7;76.9;91.0;138.9;86.9;19.3;15.8;2.9;14.1;71.5;4.1;23.8;38.1;5.5;8.4;1.0;14.9;85.0;52.0;61.5;93.9;58.7;13.0;10.6;2.0;9.5;48.3;2.8;16.1;25.7;3.7;5.7;1.7;24.2;138.1;84.5;100;152.7;95.5;21.2;17.3;3.2;15.5;78.6;4.5;26.2;41.8;6.1
55;Gest. besteedbaar inkomen: 5e 20%-groep;2010;1484;32692;191183;116058;138269;213548;133280;28569;25044;4443;22211;109455;4843;37692;58113;8807;10870;1.0;21.4;125.3;76.1;90.6;140.0;87.4;18.7;16.4;2.9;14.6;71.7;3.2;24.7;38.1;5.8;7.1;0.7;14.4;84.3;51.2;61.0;94.2;58.8;12.6;11.0;2.0;9.8;48.3;2.1;16.6;25.6;3.9;4.8;1.1;23.6;138.3;83.9;100;154.4;96.4;20.7;18.1;3.2;16.1;79.2;3.5;27.3;42.0;6.4
56;Gest. besteedbaar inkomen: 5e 20%-groep;2011;2128;34609;197307;120063;142707;220226;137749;28505;26606;4722;22645;114256;5682;37511;62186;8877;11537;1.4;22.5;128.2;78.0;92.7;143.0;89.5;18.5;17.3;3.1;14.7;74.2;3.7;24.4;40.4;5.8;7.5;0.9;15.1;85.9;52.3;62.2;95.9;60.0;12.4;11.6;2.1;9.9;49.8;2.5;16.3;27.1;3.9;5.0;1.5;24.3;138.3;84.1;100;154.3;96.5;20.0;18.6;3.3;15.9;80.1;4.0;26.3;43.6;6.2
57;Gest. besteedbaar inkomen: 5e 20%-groep;2012;682;34161;200570;120910;144065;224640;140220;28671;27898;4696;23155;115418;3164;35550;67871;8833;13426;0.4;22.0;129.3;77.9;92.8;144.8;90.4;18.5;18.0;3.0;14.9;74.4;2.0;22.9;43.7;5.7;8.7;0.3;14.8;86.9;52.4;62.4;97.4;60.8;12.4;12.1;2.0;10.0;50.0;1.4;15.4;29.4;3.8;5.8;0.5;23.7;139.2;83.9;100;155.9;97.3;19.9;19.4;3.3;16.1;80.1;2.2;24.7;47.1;6.1
58;Gest. besteedbaar inkomen: 5e 20%-groep;2013;1270;34509;207651;118836;141630;230243;147051;27558;28062;4778;22794;124393;2739;35233;76507;9914;15383;0.8;22.1;132.9;76.1;90.6;147.4;94.1;17.6;18.0;3.1;14.6;79.6;1.8;22.5;49.0;6.3;9.8;0.5;14.8;89.3;51.1;60.9;99.1;63.3;11.9;12.1;2.1;9.8;53.5;1.2;15.2;32.9;4.3;6.6;0.9;24.4;146.6;83.9;100;162.6;103.8;19.5;19.8;3.4;16.1;87.8;1.9;24.9;54.0;7.0
59;Gest. besteedbaar inkomen: 5e 20%-groep;2014;2091;34962;212977;121049;143947;235744;150616;28030;29430;4769;22899;128849;2722;38279;77437;10411;14078;1.3;22.2;135.2;76.9;91.4;149.7;95.6;17.8;18.7;3.0;14.5;81.8;1.7;24.3;49.2;6.6;8.9;0.9;14.9;90.8;51.6;61.4;100.5;64.2;12.0;12.5;2.0;9.8;54.9;1.2;16.3;33.0;4.4;6.0;1.5;24.3;148.0;84.1;100;163.8;104.6;19.5;20.4;3.3;15.9;89.5;1.9;26.6;53.8;7.2
60;Eenpersoonshuishouden: man;2005;593;3760;31908;21008;25522;44223;25248;3637;9632;1192;4515;23054;1329;3622;13172;4931;2220;0.5;3.4;28.5;18.8;22.8;39.5;22.6;3.3;8.6;1.1;4.0;20.6;1.2;3.2;11.8;4.4;2.0;0.5;3.4;28.5;18.8;22.8;39.5;22.6;3.3;8.6;1.1;4.0;20.6;1.2;3.2;11.8;4.4;2.0;2.3;14.7;125.0;82.3;100;173.3;98.9;14.2;37.7;4.7;17.7;90.3;5.2;14.2;51.6;19.3
61;Eenpersoonshuishouden: man;2006;944;4150;34240;22939;28336;47206;27036;3972;10037;764;5397;23964;1861;4200;13517;4387;1698;0.8;3.6;30.1;20.1;24.9;41.4;23.7;3.5;8.8;0.7;4.7;21.0;1.6;3.7;11.9;3.9;1.5;0.8;3.6;30.1;20.1;24.9;41.4;23.7;3.5;8.8;0.7;4.7;21.0;1.6;3.7;11.9;3.9;1.5;3.3;14.6;120.8;81.0;100;166.6;95.4;14.0;35.4;2.7;19.0;84.6;6.6;14.8;47.7;15.5
62;Eenpersoonshuishouden: man;2007;1345;3889;35683;23367;29011;49566;28557;4428;10232;705;5645;25789;2536;4318;13980;4954;1807;1.2;3.4;30.7;20.1;25.0;42.7;24.6;3.8;8.8;0.6;4.9;22.2;2.2;3.7;12.0;4.3;1.6;1.2;3.4;30.7;20.1;25.0;42.7;24.6;3.8;8.8;0.6;4.9;22.2;2.2;3.7;12.0;4.3;1.6;4.6;13.4;123.0;80.5;100;170.9;98.4;15.3;35.3;2.4;19.5;88.9;8.7;14.9;48.2;17.1
63;Eenpersoonshuishouden: man;2008;1432;4227;38842;25074;31187;53543;30768;5250;10633;779;6114;28015;2835;4654;15649;4877;2251;1.2;3.5;32.6;21.0;26.2;44.9;25.8;4.4;8.9;0.7;5.1;23.5;2.4;3.9;13.1;4.1;1.9;1.2;3.5;32.6;21.0;26.2;44.9;25.8;4.4;8.9;0.7;5.1;23.5;2.4;3.9;13.1;4.1;1.9;4.6;13.6;124.5;80.4;100;171.7;98.7;16.8;34.1;2.5;19.6;89.8;9.1;14.9;50.2;15.6
64;Eenpersoonshuishouden: man;2009;374;3939;37671;25014;31673;54288;30427;4530;11867;806;6658;26929;1600;5099;15079;5150;2311;0.3;3.2;31.0;20.6;26.1;44.7;25.1;3.7;9.8;0.7;5.5;22.2;1.3;4.2;12.4;4.2;1.9;0.3;3.2;31.0;20.6;26.1;44.7;25.1;3.7;9.8;0.7;5.5;22.2;1.3;4.2;12.4;4.2;1.9;1.2;12.4;118.9;79.0;100;171.4;96.1;14.3;37.5;2.5;21.0;85.0;5.1;16.1;47.6;16.3
65;Eenpersoonshuishouden: man;2010;167;3871;37507;25324;32335;55063;30369;4300;12555;828;7011;26766;1200;5258;15224;5084;1849;0.1;3.1;30.4;20.6;26.2;44.7;24.6;3.5;10.2;0.7;5.7;21.7;1.0;4.3;12.4;4.1;1.5;0.1;3.1;30.4;20.6;26.2;44.7;24.6;3.5;10.2;0.7;5.7;21.7;1.0;4.3;12.4;4.1;1.5;0.5;12.0;116.0;78.3;100;170.3;93.9;13.3;38.8;2.6;21.7;82.8;3.7;16.3;47.1;15.7
66;Eenpersoonshuishouden: man;2011;347;3830;38304;25908;33730;57691;31036;4525;13346;962;7821;28138;1434;5150;16335;5219;1785;0.3;3.0;30.2;20.4;26.6;45.5;24.5;3.6;10.5;0.8;6.2;22.2;1.1;4.1;12.9;4.1;1.4;0.3;3.0;30.2;20.4;26.6;45.5;24.5;3.6;10.5;0.8;6.2;22.2;1.1;4.1;12.9;4.1;1.4;1.0;11.4;113.6;76.8;100;171.0;92.0;13.4;39.6;2.9;23.2;83.4;4.3;15.3;48.4;15.5
67;Eenpersoonshuishouden: man;2012;39;3894;39640;26600;34341;59088;31885;4629;13923;911;7741;28680;806;4916;17807;5151;2369;0.0;3.0;30.6;20.5;26.5;45.6;24.6;3.6;10.8;0.7;6.0;22.2;0.6;3.8;13.8;4.0;1.8;0.0;3.0;30.6;20.5;26.5;45.6;24.6;3.6;10.8;0.7;6.0;22.2;0.6;3.8;13.8;4.0;1.8;0.1;11.3;115.4;77.5;100;172.1;92.8;13.5;40.5;2.7;22.5;83.5;2.3;14.3;51.9;15.0
68;Eenpersoonshuishouden: man;2013;185;4039;39795;27576;35720;59918;31502;4751;14518;1003;8143;28422;683;5037;17545;5158;2265;0.1;3.1;30.6;21.2;27.5;46.1;24.2;3.7;11.2;0.8;6.3;21.9;0.5;3.9;13.5;4.0;1.7;0.1;3.1;30.6;21.2;27.5;46.1;24.2;3.7;11.2;0.8;6.3;21.9;0.5;3.9;13.5;4.0;1.7;0.5;11.3;111.4;77.2;100;167.7;88.2;13.3;40.6;2.8;22.8;79.6;1.9;14.1;49.1;14.4
69;Eenpersoonshuishouden: man;2014;378;4674;41332;28974;37587;61432;32029;4934;14782;1075;8613;28898;683;5298;17787;5130;2266;0.3;3.5;31.1;21.8;28.3;46.3;24.1;3.7;11.1;0.8;6.5;21.8;0.5;4.0;13.4;3.9;1.7;0.3;3.5;31.1;21.8;28.3;46.3;24.1;3.7;11.1;0.8;6.5;21.8;0.5;4.0;13.4;3.9;1.7;1.0;12.4;110.0;77.1;100;163.4;85.2;13.1;39.3;2.9;22.9;76.9;1.8;14.1;47.3;13.6
70;Eenpersoonshuishouden: vrouw;2005;691;1539;20207;27229;37623;48982;14968;3827;16320;3475;10393;13589;817;2599;8977;1195;-2374;0.5;1.1;15.0;20.2;27.9;36.4;11.1;2.8;12.1;2.6;7.7;10.1;0.6;1.9;6.7;0.9;-1.8;0.5;1.1;15.0;20.2;27.9;36.4;11.1;2.8;12.1;2.6;7.7;10.1;0.6;1.9;6.7;0.9;-1.8;1.8;4.1;53.7;72.4;100;130.2;39.8;10.2;43.4;9.2;27.6;36.1;2.2;6.9;23.9;3.2
71;Eenpersoonshuishouden: vrouw;2006;1064;1527;21833;29037;40970;52785;15744;4677;17210;3221;11934;14405;1178;2773;9423;1031;-2811;0.8;1.1;16.0;21.3;30.0;38.7;11.5;3.4;12.6;2.4;8.8;10.6;0.9;2.0;6.9;0.8;-2.1;0.8;1.1;16.0;21.3;30.0;38.7;11.5;3.4;12.6;2.4;8.8;10.6;0.9;2.0;6.9;0.8;-2.1;2.6;3.7;53.3;70.9;100;128.8;38.4;11.4;42.0;7.9;29.1;35.2;2.9;6.8;23.0;2.5
72;Eenpersoonshuishouden: vrouw;2007;1476;1593;22606;30440;42660;54912;16627;4500;18066;3498;12221;15321;1591;2870;9714;1146;-2962;1.1;1.2;16.4;22.1;31.0;39.9;12.1;3.3;13.1;2.5;8.9;11.1;1.2;2.1;7.1;0.8;-2.2;1.1;1.2;16.4;22.1;31.0;39.9;12.1;3.3;13.1;2.5;8.9;11.1;1.2;2.1;7.1;0.8;-2.2;3.5;3.7;53.0;71.4;100;128.7;39.0;10.5;42.3;8.2;28.6;35.9;3.7;6.7;22.8;2.7
73;Eenpersoonshuishouden: vrouw;2008;1542;1497;23868;31101;43785;57192;17513;5076;18468;3452;12684;16446;1760;2879;10808;999;-2644;1.1;1.1;17.2;22.4;31.5;41.2;12.6;3.7;13.3;2.5;9.1;11.8;1.3;2.1;7.8;0.7;-1.9;1.1;1.1;17.2;22.4;31.5;41.2;12.6;3.7;13.3;2.5;9.1;11.8;1.3;2.1;7.8;0.7;-1.9;3.5;3.4;54.5;71.0;100;130.6;40.0;11.6;42.2;7.9;29.0;37.6;4.0;6.6;24.7;2.3
74;Eenpersoonshuishouden: vrouw;2009;432;1585;22515;30542;44193;58179;17877;3594;19346;3710;13651;16003;974;3404;10526;1099;-2632;0.3;1.1;16.0;21.7;31.4;41.3;12.7;2.6;13.7;2.6;9.7;11.4;0.7;2.4;7.5;0.8;-1.9;0.3;1.1;16.0;21.7;31.4;41.3;12.7;2.6;13.7;2.6;9.7;11.4;0.7;2.4;7.5;0.8;-1.9;1.0;3.6;50.9;69.1;100;131.6;40.5;8.1;43.8;8.4;30.9;36.2;2.2;7.7;23.8;2.5
75;Eenpersoonshuishouden: vrouw;2010;213;1681;22803;30883;45089;59354;17941;3705;19651;3851;14206;16159;738;3571;10714;1137;-2941;0.2;1.2;16.1;21.8;31.8;41.9;12.7;2.6;13.9;2.7;10.0;11.4;0.5;2.5;7.6;0.8;-2.1;0.2;1.2;16.1;21.8;31.8;41.9;12.7;2.6;13.9;2.7;10.0;11.4;0.5;2.5;7.6;0.8;-2.1;0.5;3.7;50.6;68.5;100;131.6;39.8;8.2;43.6;8.5;31.5;35.8;1.6;7.9;23.8;2.5
76;Eenpersoonshuishouden: vrouw;2011;379;1829;23711;31431;45684;60992;18692;3680;20468;3899;14253;17516;868;3418;11978;1252;-2734;0.3;1.3;16.5;21.8;31.7;42.3;13.0;2.6;14.2;2.7;9.9;12.2;0.6;2.4;8.3;0.9;-1.9;0.3;1.3;16.5;21.8;31.7;42.3;13.0;2.6;14.2;2.7;9.9;12.2;0.6;2.4;8.3;0.9;-1.9;0.8;4.0;51.9;68.8;100;133.5;40.9;8.1;44.8;8.5;31.2;38.3;1.9;7.5;26.2;2.7
77;Eenpersoonshuishouden: vrouw;2012;40;1807;24080;31750;47201;62803;18997;3722;20935;3698;15451;17448;485;3249;12459;1255;-3066;0.0;1.2;16.5;21.8;32.4;43.1;13.0;2.6;14.4;2.5;10.6;12.0;0.3;2.2;8.6;0.9;-2.1;0.0;1.2;16.5;21.8;32.4;43.1;13.0;2.6;14.4;2.5;10.6;12.0;0.3;2.2;8.6;0.9;-2.1;0.1;3.8;51.0;67.3;100;133.1;40.2;7.9;44.4;7.8;32.7;37.0;1.0;6.9;26.4;2.7
78;Eenpersoonshuishouden: vrouw;2013;204;2082;24229;32702;49095;63650;18898;3456;21179;3725;16392;16841;411;3417;11527;1486;-3014;0.1;1.4;16.7;22.6;33.9;43.9;13.0;2.4;14.6;2.6;11.3;11.6;0.3;2.4;7.9;1.0;-2.1;0.1;1.4;16.7;22.6;33.9;43.9;13.0;2.4;14.6;2.6;11.3;11.6;0.3;2.4;7.9;1.0;-2.1;0.4;4.2;49.4;66.6;100;129.6;38.5;7.0;43.1;7.6;33.4;34.3;0.8;7.0;23.5;3.0
79;Eenpersoonshuishouden: vrouw;2014;357;1786;24589;32907;50120;65057;19391;3466;21530;3457;17213;17080;411;3468;11822;1379;-2907;0.2;1.2;16.6;22.2;33.8;43.9;13.1;2.3;14.5;2.3;11.6;11.5;0.3;2.3;8.0;0.9;-2.0;0.2;1.2;16.6;22.2;33.8;43.9;13.1;2.3;14.5;2.3;11.6;11.5;0.3;2.3;8.0;0.9;-2.0;0.7;3.6;49.1;65.7;100;129.8;38.7;6.9;43.0;6.9;34.3;34.1;0.8;6.9;23.6;2.8
80;Eenouderhuishouden;2005;299;1550;13119;13503;20562;26681;10695;1078;5250;2598;7059;7968;504;1092;4897;1476;769;0.7;3.5;29.7;30.5;46.5;60.3;24.2;2.4;11.9;5.9;16.0;18.0;1.1;2.5;11.1;3.3;1.7;0.5;2.4;20.1;20.7;31.6;40.9;16.4;1.7;8.1;4.0;10.8;12.2;0.8;1.7;7.5;2.3;1.2;1.5;7.5;63.8;65.7;100;129.8;52.0;5.2;25.5;12.6;34.3;38.8;2.5;5.3;23.8;7.2
81;Eenouderhuishouden;2006;458;1455;13894;13963;21921;28313;11430;1298;5282;2345;7958;8304;747;1151;5115;1291;693;1.0;3.2;30.9;31.0;48.7;62.9;25.4;2.9;11.7;5.2;17.7;18.5;1.7;2.6;11.4;2.9;1.5;0.7;2.2;20.9;21.1;33.0;42.7;17.2;2.0;8.0;3.5;12.0;12.5;1.1;1.7;7.7;1.9;1.0;2.1;6.6;63.4;63.7;100;129.2;52.1;5.9;24.1;10.7;36.3;37.9;3.4;5.3;23.3;5.9
82;Eenouderhuishouden;2007;617;1572;14906;14592;22983;30031;12354;1392;5284;2610;8392;9237;1028;1287;5354;1568;810;1.4;3.5;32.8;32.1;50.6;66.1;27.2;3.1;11.6;5.7;18.5;20.3;2.3;2.8;11.8;3.5;1.8;0.9;2.3;22.3;21.8;34.4;44.9;18.5;2.1;7.9;3.9;12.5;13.8;1.5;1.9;8.0;2.3;1.2;2.7;6.8;64.9;63.5;100;130.7;53.8;6.1;23.0;11.4;36.5;40.2;4.5;5.6;23.3;6.8
83;Eenouderhuishouden;2008;666;1658;16435;15561;24671;32708;13491;1795;5785;2526;9110;10361;1176;1399;6229;1558;1000;1.4;3.6;35.3;33.4;52.9;70.2;28.9;3.9;12.4;5.4;19.5;22.2;2.5;3.0;13.4;3.3;2.1;1.0;2.4;24.0;22.7;36.0;47.7;19.7;2.6;8.4;3.7;13.3;15.1;1.7;2.0;9.1;2.3;1.5;2.7;6.7;66.6;63.1;100;132.6;54.7;7.3;23.4;10.2;36.9;42.0;4.8;5.7;25.2;6.3
84;Eenouderhuishouden;2009;225;1609;17001;16528;26417;34849;14477;1375;6120;2989;9888;10266;684;1736;6426;1420;1222;0.5;3.4;35.5;34.5;55.1;72.7;30.2;2.9;12.8;6.2;20.6;21.4;1.4;3.6;13.4;3.0;2.5;0.3;2.3;24.1;23.4;37.4;49.4;20.5;1.9;8.7;4.2;14.0;14.5;1.0;2.5;9.1;2.0;1.7;0.9;6.1;64.4;62.6;100;131.9;54.8;5.2;23.2;11.3;37.4;38.9;2.6;6.6;24.3;5.4
85;Eenouderhuishouden;2010;139;1730;16825;16804;26943;35405;14245;1243;6652;3126;10139;10330;532;1775;6457;1566;1014;0.3;3.6;35.0;35.0;56.1;73.7;29.6;2.6;13.8;6.5;21.1;21.5;1.1;3.7;13.4;3.3;2.1;0.2;2.4;23.8;23.8;38.1;50.0;20.1;1.8;9.4;4.4;14.3;14.6;0.8;2.5;9.1;2.2;1.4;0.5;6.4;62.4;62.4;100;131.4;52.9;4.6;24.7;11.6;37.6;38.3;2.0;6.6;24.0;5.8
86;Eenouderhuishouden;2011;224;1983;17989;17988;28456;37553;14885;1548;7027;3624;10468;11304;651;1871;7097;1685;1068;0.4;4.0;36.0;36.0;57.0;75.2;29.8;3.1;14.1;7.3;21.0;22.7;1.3;3.7;14.2;3.4;2.1;0.3;2.7;24.5;24.5;38.8;51.2;20.3;2.1;9.6;4.9;14.3;15.4;0.9;2.6;9.7;2.3;1.5;0.8;7.0;63.2;63.2;100;132.0;52.3;5.4;24.7;12.7;36.8;39.7;2.3;6.6;24.9;5.9
87;Eenouderhuishouden;2012;63;1960;18073;17987;28697;37842;15149;1275;7282;3427;10709;11168;373;1758;7523;1514;1213;0.1;3.9;35.6;35.4;56.5;74.5;29.8;2.5;14.3;6.7;21.1;22.0;0.7;3.5;14.8;3.0;2.4;0.1;2.6;24.2;24.1;38.5;50.7;20.3;1.7;9.8;4.6;14.4;15.0;0.5;2.4;10.1;2.0;1.6;0.2;6.8;63.0;62.7;100;131.9;52.8;4.4;25.4;11.9;37.3;38.9;1.3;6.1;26.2;5.3
88;Eenouderhuishouden;2013;142;2080;19010;19142;29249;38670;15626;1494;7727;3715;10107;11643;333;1886;7468;1956;1356;0.3;4.0;36.5;36.7;56.1;74.2;30.0;2.9;14.8;7.1;19.4;22.3;0.6;3.6;14.3;3.8;2.6;0.2;2.7;24.8;25.0;38.2;50.5;20.4;2.0;10.1;4.9;13.2;15.2;0.4;2.5;9.8;2.6;1.8;0.5;7.1;65.0;65.4;100;132.2;53.4;5.1;26.4;12.7;34.6;39.8;1.1;6.4;25.5;6.7
89;Eenouderhuishouden;2014;203;2164;19408;19431;29907;39386;16040;1337;7841;3691;10476;11846;336;1941;7584;1983;1301;0.4;4.1;36.5;36.5;56.2;74.0;30.1;2.5;14.7;6.9;19.7;22.2;0.6;3.6;14.2;3.7;2.4;0.3;2.8;24.9;24.9;38.3;50.4;20.5;1.7;10.0;4.7;13.4;15.2;0.4;2.5;9.7;2.5;1.7;0.7;7.2;64.9;65.0;100;131.7;53.6;4.5;26.2;12.3;35.0;39.6;1.1;6.5;25.4;6.6
