ID;Grootteklasse;RegioS;Rechtsvorm;Perioden;Bedrijven_1;TotaalAantalWerknemers_2;AantalVasteWerknemers_3;AantalLosseWerknemers_4;TotaalArbeid_5;ArbeidOndernemers_6;ArbeidHuwelijksPartners_7;ArbeidOverigeGezinsleden_8;TotaalBedrijfsopbrengsten_9;NettoOmzet_10;OverigeBedrijfsopbrengsten_11;TotaalBedrijfslasten_12;InkoopwaardeOmzet_13;Personeelslasten_14;OverigeBedrijfslasten_15;TotaalOverigeOpbrengstenEnLasten_16;SaldoInterest_17;SaldoBuitengewoneBatenEnLasten_18;SaldoVoorzieningen_19;ResultaatVoorBelastingen_20;TotaalInvesteringen_21;TotaalInvesteringenInNieuweActiva_22;TotaalInvesteringenIn2eHandseActiva_23;TotaalNettoOmzet_24;AgrarischLoonwerk_25;OverigLoonwerk_26;TotaalOverigeBedrijfsopbrengsten_27;OpbrengstenUitContributies_28;OpbrengstenLandbouwactiviteiten_29;OpbrengstenVerhuurMachines_30;UitkeringenSchadeverzekeringen_31;OverigeBedrijfsopbrengstenNEG_32;TotaalInkoopwaardeOmzet_33;TotaalInkopenGrondEnHulpstoffen_34;Kunstmest_35;Bestrijdingsmiddelen_36;ZaaiPlantEnPootgoed_37;OverigeGrondEnHulpstoffen_38;InkopenHandelsgoederen_39;WerkDoorDerden_40;TotaalPersoneelslasten_41;BrutoLonen_42;SocialeLasten_43;OverigePersoneelslasten_44;TotaalOverigeBedrijfslasten_45;TotaleEnergiekosten_46;BrandstoffenTrekkracht_47;Aardgas_48;Elektriciteit_49;OverigeBrandstoffen_50;OverigeBetaaldeArbeid_51;TotaleAlgemeneKosten_52;HuurGebouwenEnTerreinen_53;HuurTransportmMachinesWerktuigen_54;OnderhoudGebouwen_55;OnderhTransportmMachinesEtc_56;PremiesSchadeverzekeringen_57;KostenPrivegebruikBedrijfsauto_58;KostprijsverhBelastingenEnHeffingen_59;OverigeAlgemeneKosten_60;TotaleAfschrijvingen_61;Gebouwen_62;MachinesEnWerktuigen_63;OverigeMaterieleActiva_64;TotaalInvesteringen_65;TotaalInvesteringenInNieuweActiva_66;GrondEnTerreinen_67;Woonruimten_68;Bedrijfsruimten_69;GrondWegenEnWaterbouwkWerken_70;ExterneTransportmiddelen_71;Trekkers_72;OverigeInterneTransportmiddelen_73;Kantoormachines_74;MachinesEnWerktuigen_75;Installaties_76;OverigeMaterieleActiva_77;ImmaterieleActiva_78;TotaalInvesteringenIn2eHandseActiva_79;GrondEnTerreinen_80;Woonruimten_81;Bedrijfsruimten_82;GrondWegenEnWaterbouwkWerken_83;ExterneTransportmiddelen_84;Trekkers_85;OverigeInterneTransportmiddelen_86;Kantoormachines_87;MachinesEnWerktuigen_88;Installaties_89;OverigeMaterieleActiva_90;ImmaterieleActiva_91;TotaalDesinvesteringen_92;GrondEnTerreinen_93;Woonruimten_94;Bedrijfsruimten_95;GrondWegenEnWaterbouwkWerken_96;ExterneTransportmiddelen_97;Trekkers_98;OverigeInterneTransportmiddelen_99;Kantoormachines_100;MachinesEnWerktuigen_101;Installaties_102;OverigeMaterieleActiva_103;ImmaterieleActiva_104
362;0 tot 10 werknemers;Drenthe;Totaal rechtsvormen;1998;178;0.5;0.2;0.3;195.0;180.0;13.0;2.0;44.0;34.0;10.0;38.0;12.0;9.0;16.0;-1.0;-1.0;0.0;0.0;5.0;12.0;9.0;3.0;34.0;24.0;9.0;10.0;0.0;6.0;0.0;0.0;4.0;12.0;4.0;0.0;2.0;1.0;1.0;7.0;2.0;9.0;7.0;2.0;0.0;16.0;2.0;1.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;3.0;1.0;0.0;0.0;2.0;7.0;0.0;7.0;0.0;12.0;9.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;6.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
363;0 tot 10 werknemers;Drenthe;Coöperatieve vereniging;1992;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
364;0 tot 10 werknemers;Drenthe;Coöperatieve vereniging;1995;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
365;0 tot 10 werknemers;Drenthe;Coöperatieve vereniging;1998;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
366;0 tot 10 werknemers;Drenthe;Gezinsbedrijf;1992;148;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
367;0 tot 10 werknemers;Drenthe;Gezinsbedrijf;1995;145;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
368;0 tot 10 werknemers;Drenthe;Gezinsbedrijf;1998;146;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
369;0 tot 10 werknemers;Drenthe;NV of BV;1992;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
370;0 tot 10 werknemers;Drenthe;NV of BV;1995;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
371;0 tot 10 werknemers;Drenthe;NV of BV;1998;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
372;0 tot 10 werknemers;Drenthe;Andere rechtsvormen;1992;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
373;0 tot 10 werknemers;Drenthe;Andere rechtsvormen;1995;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
374;0 tot 10 werknemers;Drenthe;Andere rechtsvormen;1998;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
375;0 tot 10 werknemers;Overijssel;Totaal rechtsvormen;1992;341;0.6;0.2;0.4;254.0;222.0;30.0;3.0;54.0;50.0;3.0;45.0;11.0;12.0;23.0;-2.0;-3.0;0.0;0.0;6.0;17.0;15.0;2.0;50.0;45.0;5.0;3.0;0.0;2.0;0.0;0.0;1.0;11.0;9.0;1.0;3.0;3.0;2.0;1.0;1.0;12.0;9.0;3.0;0.0;23.0;2.0;2.0;0.0;0.0;0.0;0.0;9.0;0.0;0.0;0.0;5.0;1.0;0.0;0.0;3.0;11.0;1.0;10.0;0.0;17.0;15.0;0.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;10.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0
376;0 tot 10 werknemers;Overijssel;Totaal rechtsvormen;1995;348;0.9;0.3;0.5;358.0;329.0;25.0;4.0;77.0;71.0;6.0;64.0;15.0;17.0;33.0;-3.0;-3.0;0.0;0.0;10.0;22.0;19.0;4.0;71.0;60.0;11.0;6.0;0.0;3.0;0.0;0.0;3.0;15.0;10.0;1.0;3.0;3.0;3.0;2.0;3.0;17.0;13.0;3.0;1.0;33.0;3.0;3.0;0.0;0.0;0.0;0.0;14.0;0.0;1.0;0.0;6.0;1.0;0.0;0.0;4.0;15.0;1.0;14.0;0.0;22.0;19.0;1.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;13.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0
377;0 tot 10 werknemers;Overijssel;Totaal rechtsvormen;1998;379;0.8;0.5;0.3;438.0;411.0;24.0;4.0;79.0;72.0;7.0;67.0;17.0;17.0;32.0;-3.0;-3.0;0.0;0.0;10.0;24.0;20.0;4.0;72.0;56.0;16.0;7.0;0.0;3.0;0.0;0.0;3.0;17.0;11.0;1.0;3.0;3.0;4.0;3.0;3.0;17.0;13.0;4.0;1.0;32.0;3.0;3.0;0.0;0.0;0.0;1.0;14.0;0.0;1.0;0.0;7.0;1.0;0.0;0.0;5.0;15.0;1.0;14.0;0.0;24.0;20.0;0.0;0.0;1.0;0.0;1.0;3.0;1.0;0.0;13.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0
378;0 tot 10 werknemers;Overijssel;Coöperatieve vereniging;1992;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
379;0 tot 10 werknemers;Overijssel;Coöperatieve vereniging;1995;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
380;0 tot 10 werknemers;Overijssel;Coöperatieve vereniging;1998;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;0.0;3.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
381;0 tot 10 werknemers;Overijssel;Gezinsbedrijf;1992;278;0.4;0.1;0.3;253.0;220.0;30.0;3.0;40.0;37.0;3.0;33.0;8.0;8.0;17.0;-2.0;-2.0;0.0;0.0;5.0;12.0;10.0;2.0;37.0;33.0;4.0;3.0;0.0;2.0;0.0;0.0;1.0;8.0;6.0;1.0;2.0;2.0;1.0;1.0;1.0;8.0;6.0;2.0;0.0;17.0;2.0;2.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;4.0;1.0;0.0;0.0;2.0;8.0;0.0;8.0;0.0;12.0;10.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;7.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
382;0 tot 10 werknemers;Overijssel;Gezinsbedrijf;1995;287;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
383;0 tot 10 werknemers;Overijssel;Gezinsbedrijf;1998;339;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
384;0 tot 10 werknemers;Overijssel;NV of BV;1992;38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
385;0 tot 10 werknemers;Overijssel;NV of BV;1995;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
386;0 tot 10 werknemers;Overijssel;NV of BV;1998;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
387;0 tot 10 werknemers;Overijssel;Andere rechtsvormen;1992;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
388;0 tot 10 werknemers;Overijssel;Andere rechtsvormen;1995;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
389;0 tot 10 werknemers;Overijssel;Andere rechtsvormen;1998;6;0.0;0.0;0.0;11.0;10.0;1.0;0.0;3.0;2.0;0.0;2.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
390;0 tot 10 werknemers;Flevoland;Totaal rechtsvormen;1992;60;0.2;0.1;0.1;34.0;29.0;4.0;0.0;13.0;12.0;1.0;11.0;2.0;3.0;6.0;-1.0;-1.0;0.0;0.0;1.0;4.0;3.0;0.0;12.0;11.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;3.0;2.0;1.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;3.0;0.0;3.0;0.0;4.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
391;0 tot 10 werknemers;Flevoland;Totaal rechtsvormen;1995;78;0.2;0.1;0.1;55.0;51.0;4.0;0.0;14.0;13.0;2.0;12.0;2.0;3.0;6.0;0.0;0.0;0.0;0.0;2.0;4.0;4.0;0.0;13.0;11.0;1.0;2.0;0.0;1.0;0.0;0.0;0.0;2.0;2.0;0.0;1.0;1.0;0.0;0.0;0.0;3.0;3.0;1.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;3.0;0.0;2.0;0.0;4.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
392;0 tot 10 werknemers;Flevoland;Totaal rechtsvormen;1998;88;0.2;0.1;0.1;83.0;78.0;5.0;0.0;20.0;16.0;4.0;18.0;5.0;5.0;8.0;-1.0;-1.0;0.0;0.0;2.0;5.0;4.0;1.0;16.0;12.0;4.0;4.0;0.0;3.0;0.0;0.0;1.0;5.0;4.0;0.0;1.0;1.0;2.0;0.0;1.0;5.0;4.0;1.0;0.0;8.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;3.0;0.0;3.0;0.0;5.0;4.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
393;0 tot 10 werknemers;Flevoland;Coöperatieve vereniging;1992;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
394;0 tot 10 werknemers;Flevoland;Coöperatieve vereniging;1995;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
395;0 tot 10 werknemers;Flevoland;Coöperatieve vereniging;1998;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
396;0 tot 10 werknemers;Flevoland;Gezinsbedrijf;1992;39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
397;0 tot 10 werknemers;Flevoland;Gezinsbedrijf;1995;59;0.1;0.0;0.1;55.0;51.0;4.0;0.0;8.0;6.0;2.0;6.0;1.0;1.0;3.0;0.0;0.0;0.0;0.0;2.0;2.0;2.0;0.0;6.0;5.0;1.0;2.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
398;0 tot 10 werknemers;Flevoland;Gezinsbedrijf;1998;64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
399;0 tot 10 werknemers;Flevoland;NV of BV;1992;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
400;0 tot 10 werknemers;Flevoland;NV of BV;1995;18;0.1;0.1;0.0;0.0;0.0;0.0;0.0;7.0;7.0;0.0;6.0;1.0;2.0;3.0;0.0;0.0;0.0;0.0;1.0;2.0;2.0;0.0;7.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
401;0 tot 10 werknemers;Flevoland;NV of BV;1998;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
402;0 tot 10 werknemers;Flevoland;Andere rechtsvormen;1992;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
403;0 tot 10 werknemers;Flevoland;Andere rechtsvormen;1995;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
404;0 tot 10 werknemers;Flevoland;Andere rechtsvormen;1998;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
405;0 tot 10 werknemers;Gelderland;Totaal rechtsvormen;1992;554;0.9;0.4;0.5;438.0;383.0;51.0;4.0;86.0;79.0;7.0;71.0;17.0;19.0;36.0;-4.0;-4.0;0.0;0.0;11.0;22.0;19.0;3.0;79.0;69.0;9.0;7.0;0.0;5.0;0.0;0.0;2.0;17.0;13.0;1.0;4.0;4.0;3.0;2.0;2.0;19.0;14.0;4.0;1.0;36.0;4.0;3.0;0.0;0.0;0.0;0.0;16.0;1.0;1.0;0.0;7.0;1.0;-1.0;0.0;5.0;16.0;1.0;15.0;1.0;22.0;19.0;0.0;0.0;1.0;0.0;0.0;3.0;1.0;0.0;12.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0
406;0 tot 10 werknemers;Gelderland;Totaal rechtsvormen;1995;543;1.2;0.6;0.6;607.0;547.0;54.0;7.0;109.0;99.0;10.0;89.0;21.0;23.0;45.0;-3.0;-4.0;1.0;0.0;16.0;28.0;23.0;5.0;99.0;83.0;16.0;10.0;0.0;6.0;0.0;0.0;3.0;21.0;15.0;1.0;4.0;5.0;5.0;3.0;4.0;23.0;18.0;4.0;1.0;45.0;4.0;4.0;0.0;0.0;0.0;1.0;20.0;1.0;1.0;1.0;10.0;2.0;-1.0;0.0;7.0;20.0;1.0;18.0;1.0;28.0;23.0;0.0;0.0;1.0;0.0;1.0;4.0;1.0;0.0;16.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0
407;0 tot 10 werknemers;Gelderland;Totaal rechtsvormen;1998;631;1.4;0.8;0.6;711.0;661.0;43.0;8.0;126.0;114.0;12.0;104.0;27.0;28.0;49.0;-4.0;-4.0;0.0;0.0;18.0;34.0;29.0;5.0;114.0;87.0;27.0;12.0;0.0;5.0;0.0;0.0;7.0;27.0;16.0;1.0;4.0;4.0;6.0;5.0;6.0;28.0;21.0;6.0;1.0;49.0;5.0;4.0;0.0;0.0;0.0;1.0;21.0;1.0;1.0;1.0;10.0;2.0;-1.0;0.0;7.0;22.0;1.0;20.0;1.0;34.0;29.0;1.0;1.0;2.0;0.0;1.0;4.0;1.0;0.0;19.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0
408;0 tot 10 werknemers;Gelderland;Coöperatieve vereniging;1992;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
409;0 tot 10 werknemers;Gelderland;Coöperatieve vereniging;1995;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
410;0 tot 10 werknemers;Gelderland;Coöperatieve vereniging;1998;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
