ID;Grootteklasse;RegioS;Rechtsvorm;Perioden;Bedrijven_1;TotaalAantalWerknemers_2;AantalVasteWerknemers_3;AantalLosseWerknemers_4;TotaalArbeid_5;ArbeidOndernemers_6;ArbeidHuwelijksPartners_7;ArbeidOverigeGezinsleden_8;TotaalBedrijfsopbrengsten_9;NettoOmzet_10;OverigeBedrijfsopbrengsten_11;TotaalBedrijfslasten_12;InkoopwaardeOmzet_13;Personeelslasten_14;OverigeBedrijfslasten_15;TotaalOverigeOpbrengstenEnLasten_16;SaldoInterest_17;SaldoBuitengewoneBatenEnLasten_18;SaldoVoorzieningen_19;ResultaatVoorBelastingen_20;TotaalInvesteringen_21;TotaalInvesteringenInNieuweActiva_22;TotaalInvesteringenIn2eHandseActiva_23;TotaalNettoOmzet_24;AgrarischLoonwerk_25;OverigLoonwerk_26;TotaalOverigeBedrijfsopbrengsten_27;OpbrengstenUitContributies_28;OpbrengstenLandbouwactiviteiten_29;OpbrengstenVerhuurMachines_30;UitkeringenSchadeverzekeringen_31;OverigeBedrijfsopbrengstenNEG_32;TotaalInkoopwaardeOmzet_33;TotaalInkopenGrondEnHulpstoffen_34;Kunstmest_35;Bestrijdingsmiddelen_36;ZaaiPlantEnPootgoed_37;OverigeGrondEnHulpstoffen_38;InkopenHandelsgoederen_39;WerkDoorDerden_40;TotaalPersoneelslasten_41;BrutoLonen_42;SocialeLasten_43;OverigePersoneelslasten_44;TotaalOverigeBedrijfslasten_45;TotaleEnergiekosten_46;BrandstoffenTrekkracht_47;Aardgas_48;Elektriciteit_49;OverigeBrandstoffen_50;OverigeBetaaldeArbeid_51;TotaleAlgemeneKosten_52;HuurGebouwenEnTerreinen_53;HuurTransportmMachinesWerktuigen_54;OnderhoudGebouwen_55;OnderhTransportmMachinesEtc_56;PremiesSchadeverzekeringen_57;KostenPrivegebruikBedrijfsauto_58;KostprijsverhBelastingenEnHeffingen_59;OverigeAlgemeneKosten_60;TotaleAfschrijvingen_61;Gebouwen_62;MachinesEnWerktuigen_63;OverigeMaterieleActiva_64;TotaalInvesteringen_65;TotaalInvesteringenInNieuweActiva_66;GrondEnTerreinen_67;Woonruimten_68;Bedrijfsruimten_69;GrondWegenEnWaterbouwkWerken_70;ExterneTransportmiddelen_71;Trekkers_72;OverigeInterneTransportmiddelen_73;Kantoormachines_74;MachinesEnWerktuigen_75;Installaties_76;OverigeMaterieleActiva_77;ImmaterieleActiva_78;TotaalInvesteringenIn2eHandseActiva_79;GrondEnTerreinen_80;Woonruimten_81;Bedrijfsruimten_82;GrondWegenEnWaterbouwkWerken_83;ExterneTransportmiddelen_84;Trekkers_85;OverigeInterneTransportmiddelen_86;Kantoormachines_87;MachinesEnWerktuigen_88;Installaties_89;OverigeMaterieleActiva_90;ImmaterieleActiva_91;TotaalDesinvesteringen_92;GrondEnTerreinen_93;Woonruimten_94;Bedrijfsruimten_95;GrondWegenEnWaterbouwkWerken_96;ExterneTransportmiddelen_97;Trekkers_98;OverigeInterneTransportmiddelen_99;Kantoormachines_100;MachinesEnWerktuigen_101;Installaties_102;OverigeMaterieleActiva_103;ImmaterieleActiva_104
112;Totaal grootteklassen;Drenthe;Gezinsbedrijf;1995;150;0.4;0.1;0.3;182.0;164.0;17.0;1.0;31.0;25.0;6.0;27.0;7.0;7.0;14.0;-1.0;-1.0;0.0;0.0;3.0;9.0;7.0;2.0;25.0;20.0;5.0;6.0;0.0;1.0;0.0;0.0;5.0;7.0;3.0;0.0;1.0;1.0;1.0;2.0;2.0;7.0;5.0;1.0;0.0;14.0;1.0;1.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;3.0;1.0;0.0;0.0;1.0;6.0;0.0;5.0;0.0;9.0;7.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;4.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
113;Totaal grootteklassen;Drenthe;Gezinsbedrijf;1998;150;0.3;0.1;0.2;193.0;176.0;15.0;2.0;28.0;24.0;4.0;23.0;6.0;5.0;12.0;-1.0;-1.0;0.0;0.0;4.0;10.0;7.0;3.0;24.0;18.0;6.0;4.0;0.0;1.0;0.0;0.0;2.0;6.0;3.0;0.0;1.0;1.0;1.0;2.0;1.0;5.0;4.0;1.0;0.0;12.0;1.0;1.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;1.0;6.0;0.0;5.0;0.0;10.0;7.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;5.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
114;Totaal grootteklassen;Drenthe;NV of BV;1992;20;0.1;0.0;0.0;0.0;0.0;0.0;0.0;6.0;6.0;1.0;6.0;2.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;6.0;5.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
115;Totaal grootteklassen;Drenthe;NV of BV;1995;23;0.2;0.1;0.1;0.0;0.0;0.0;0.0;11.0;9.0;2.0;10.0;3.0;3.0;4.0;0.0;0.0;0.0;0.0;1.0;2.0;2.0;0.0;9.0;7.0;2.0;2.0;0.0;0.0;0.0;0.0;2.0;3.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;3.0;3.0;1.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;2.0;0.0;1.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
116;Totaal grootteklassen;Drenthe;NV of BV;1998;31;0.5;0.2;0.3;2.0;2.0;0.0;0.0;34.0;21.0;13.0;32.0;9.0;12.0;11.0;-1.0;-1.0;0.0;0.0;2.0;5.0;5.0;0.0;21.0;12.0;9.0;13.0;0.0;4.0;0.0;0.0;9.0;9.0;2.0;0.0;0.0;0.0;1.0;6.0;1.0;12.0;9.0;2.0;1.0;11.0;1.0;1.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;4.0;0.0;4.0;0.0;5.0;5.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
117;Totaal grootteklassen;Drenthe;Andere rechtsvormen;1992;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
118;Totaal grootteklassen;Drenthe;Andere rechtsvormen;1995;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
119;Totaal grootteklassen;Drenthe;Andere rechtsvormen;1998;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
120;Totaal grootteklassen;Overijssel;Totaal rechtsvormen;1992;368;1.0;0.3;0.6;272.0;238.0;31.0;3.0;77.0;72.0;5.0;67.0;18.0;19.0;30.0;-3.0;-3.0;0.0;0.0;7.0;22.0;20.0;2.0;72.0;62.0;10.0;5.0;0.0;3.0;0.0;0.0;2.0;18.0;13.0;2.0;3.0;4.0;3.0;3.0;2.0;19.0;14.0;4.0;1.0;30.0;3.0;3.0;0.0;0.0;0.0;0.0;12.0;0.0;0.0;0.0;6.0;1.0;0.0;0.0;4.0;15.0;1.0;14.0;0.0;22.0;20.0;1.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;13.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0
121;Totaal grootteklassen;Overijssel;Totaal rechtsvormen;1995;374;1.6;0.9;0.7;377.0;345.0;27.0;5.0;120.0;107.0;12.0;104.0;26.0;34.0;45.0;-3.0;-3.0;0.0;0.0;12.0;28.0;24.0;4.0;107.0;85.0;22.0;12.0;0.0;4.0;0.0;0.0;8.0;26.0;14.0;2.0;4.0;5.0;4.0;6.0;5.0;34.0;25.0;7.0;2.0;45.0;4.0;4.0;0.0;0.0;0.0;1.0;20.0;1.0;2.0;0.0;9.0;2.0;0.0;0.0;8.0;20.0;1.0;17.0;1.0;28.0;24.0;1.0;0.0;1.0;0.0;1.0;3.0;1.0;0.0;17.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;4.0;0.0;0.0;0.0
122;Totaal grootteklassen;Overijssel;Totaal rechtsvormen;1998;411;1.5;1.0;0.5;470.0;440.0;27.0;4.0;128.0;115.0;13.0;111.0;29.0;34.0;48.0;-3.0;-4.0;0.0;0.0;14.0;32.0;28.0;4.0;115.0;87.0;28.0;13.0;0.0;4.0;0.0;0.0;8.0;29.0;17.0;1.0;4.0;4.0;8.0;6.0;6.0;34.0;25.0;7.0;2.0;48.0;4.0;4.0;0.0;0.0;0.0;1.0;21.0;1.0;1.0;1.0;9.0;2.0;0.0;0.0;8.0;21.0;1.0;19.0;1.0;32.0;28.0;0.0;0.0;1.0;1.0;1.0;4.0;1.0;0.0;19.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;4.0;0.0;0.0;0.0
123;Totaal grootteklassen;Overijssel;Coöperatieve vereniging;1992;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
124;Totaal grootteklassen;Overijssel;Coöperatieve vereniging;1995;25;0.5;0.4;0.1;0.0;0.0;0.0;0.0;22.0;20.0;2.0;22.0;5.0;10.0;6.0;0.0;0.0;0.0;0.0;0.0;3.0;2.0;1.0;20.0;16.0;4.0;2.0;0.0;0.0;0.0;0.0;2.0;5.0;2.0;1.0;0.0;0.0;1.0;3.0;0.0;10.0;8.0;2.0;1.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;2.0;0.0;2.0;0.0;3.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
125;Totaal grootteklassen;Overijssel;Coöperatieve vereniging;1998;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
126;Totaal grootteklassen;Overijssel;Gezinsbedrijf;1992;289;0.6;0.2;0.4;270.0;236.0;31.0;3.0;49.0;46.0;3.0;41.0;10.0;11.0;20.0;-2.0;-2.0;0.0;0.0;6.0;14.0;13.0;2.0;46.0;40.0;5.0;3.0;0.0;2.0;0.0;0.0;1.0;10.0;7.0;1.0;2.0;3.0;2.0;2.0;1.0;11.0;8.0;3.0;0.0;20.0;2.0;2.0;0.0;0.0;0.0;0.0;8.0;0.0;0.0;0.0;4.0;1.0;0.0;0.0;3.0;10.0;1.0;9.0;0.0;14.0;13.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;9.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
127;Totaal grootteklassen;Overijssel;Gezinsbedrijf;1995;296;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
128;Totaal grootteklassen;Overijssel;Gezinsbedrijf;1998;353;0.8;0.5;0.4;458.0;429.0;26.0;4.0;77.0;70.0;7.0;65.0;16.0;17.0;31.0;-3.0;-3.0;0.0;0.0;10.0;21.0;17.0;4.0;70.0;55.0;16.0;7.0;0.0;3.0;0.0;0.0;4.0;16.0;10.0;1.0;2.0;3.0;4.0;3.0;4.0;17.0;13.0;4.0;1.0;31.0;3.0;3.0;0.0;0.0;0.0;0.0;14.0;0.0;1.0;0.0;6.0;1.0;0.0;0.0;5.0;14.0;1.0;13.0;0.0;21.0;17.0;0.0;0.0;1.0;0.0;1.0;3.0;1.0;0.0;12.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0
129;Totaal grootteklassen;Overijssel;NV of BV;1992;50;0.3;0.1;0.2;0.0;0.0;0.0;0.0;21.0;20.0;1.0;19.0;5.0;6.0;8.0;-1.0;-1.0;0.0;0.0;1.0;4.0;4.0;0.0;20.0;17.0;3.0;1.0;0.0;1.0;0.0;0.0;1.0;5.0;4.0;1.0;1.0;1.0;1.0;0.0;1.0;6.0;5.0;1.0;0.0;8.0;1.0;1.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;4.0;0.0;3.0;0.0;4.0;4.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
130;Totaal grootteklassen;Overijssel;NV of BV;1995;48;0.4;0.2;0.2;2.0;2.0;0.0;0.0;30.0;27.0;3.0;27.0;7.0;9.0;11.0;-1.0;-1.0;0.0;0.0;2.0;7.0;6.0;0.0;27.0;19.0;8.0;3.0;0.0;1.0;0.0;0.0;3.0;7.0;4.0;0.0;1.0;1.0;1.0;1.0;2.0;9.0;7.0;2.0;1.0;11.0;1.0;1.0;0.0;0.0;0.0;0.0;5.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;2.0;4.0;0.0;4.0;0.0;7.0;6.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
131;Totaal grootteklassen;Overijssel;NV of BV;1998;41;0.5;0.3;0.1;1.0;1.0;0.0;0.0;35.0;31.0;4.0;32.0;10.0;11.0;11.0;-1.0;-1.0;0.0;0.0;2.0;8.0;8.0;0.0;31.0;19.0;12.0;4.0;0.0;1.0;0.0;0.0;3.0;10.0;5.0;0.0;1.0;1.0;3.0;3.0;2.0;11.0;9.0;2.0;1.0;11.0;1.0;1.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;3.0;5.0;0.0;4.0;0.0;8.0;8.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
132;Totaal grootteklassen;Overijssel;Andere rechtsvormen;1992;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
133;Totaal grootteklassen;Overijssel;Andere rechtsvormen;1995;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
134;Totaal grootteklassen;Overijssel;Andere rechtsvormen;1998;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
135;Totaal grootteklassen;Flevoland;Totaal rechtsvormen;1992;70;0.4;0.2;0.1;42.0;36.0;5.0;0.0;25.0;24.0;2.0;23.0;4.0;8.0;11.0;-1.0;-1.0;0.0;0.0;1.0;6.0;6.0;1.0;24.0;22.0;1.0;2.0;0.0;1.0;0.0;0.0;1.0;4.0;2.0;0.0;1.0;0.0;0.0;1.0;1.0;8.0;6.0;2.0;0.0;11.0;1.0;1.0;0.0;0.0;0.0;0.0;5.0;0.0;1.0;0.0;3.0;0.0;0.0;0.0;1.0;5.0;0.0;4.0;0.0;6.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
136;Totaal grootteklassen;Flevoland;Totaal rechtsvormen;1995;92;0.4;0.2;0.2;62.0;57.0;5.0;0.0;32.0;29.0;3.0;28.0;6.0;9.0;13.0;-1.0;-1.0;0.0;0.0;4.0;8.0;7.0;1.0;29.0;24.0;5.0;3.0;0.0;2.0;0.0;0.0;1.0;6.0;3.0;0.0;1.0;1.0;1.0;1.0;1.0;9.0;7.0;2.0;0.0;13.0;1.0;1.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;3.0;1.0;0.0;0.0;1.0;6.0;0.0;5.0;0.0;8.0;7.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;5.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
137;Totaal grootteklassen;Flevoland;Totaal rechtsvormen;1998;104;0.8;0.5;0.3;86.0;80.0;5.0;0.0;47.0;43.0;4.0;44.0;8.0;17.0;18.0;-1.0;-1.0;1.0;0.0;3.0;10.0;9.0;1.0;43.0;34.0;9.0;4.0;0.0;3.0;0.0;0.0;1.0;8.0;5.0;0.0;2.0;1.0;2.0;1.0;3.0;17.0;14.0;3.0;1.0;18.0;2.0;2.0;0.0;0.0;0.0;0.0;9.0;1.0;1.0;0.0;4.0;1.0;0.0;0.0;2.0;7.0;0.0;6.0;0.0;10.0;9.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;5.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0
138;Totaal grootteklassen;Flevoland;Coöperatieve vereniging;1992;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
139;Totaal grootteklassen;Flevoland;Coöperatieve vereniging;1995;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
140;Totaal grootteklassen;Flevoland;Coöperatieve vereniging;1998;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
141;Totaal grootteklassen;Flevoland;Gezinsbedrijf;1992;43;0.2;0.1;0.1;42.0;36.0;5.0;0.0;12.0;11.0;1.0;10.0;1.0;4.0;5.0;-1.0;-1.0;0.0;0.0;1.0;3.0;3.0;0.0;11.0;11.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;3.0;1.0;0.0;5.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;3.0;0.0;2.0;0.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
142;Totaal grootteklassen;Flevoland;Gezinsbedrijf;1995;61;0.1;0.0;0.1;60.0;55.0;5.0;0.0;10.0;8.0;2.0;8.0;2.0;2.0;4.0;0.0;0.0;0.0;0.0;2.0;3.0;3.0;0.0;8.0;7.0;2.0;2.0;0.0;1.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;2.0;0.0;2.0;0.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
143;Totaal grootteklassen;Flevoland;Gezinsbedrijf;1998;65;0.1;0.1;0.1;82.0;77.0;5.0;0.0;12.0;10.0;2.0;10.0;3.0;2.0;5.0;0.0;-1.0;0.0;0.0;2.0;4.0;3.0;0.0;10.0;7.0;2.0;2.0;0.0;1.0;0.0;0.0;0.0;3.0;2.0;0.0;0.0;1.0;0.0;0.0;1.0;2.0;2.0;1.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;2.0;0.0;2.0;0.0;4.0;3.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
144;Totaal grootteklassen;Flevoland;NV of BV;1992;24;0.2;0.1;0.1;0.0;0.0;0.0;0.0;13.0;12.0;1.0;12.0;2.0;4.0;6.0;-1.0;-1.0;0.0;0.0;0.0;3.0;2.0;0.0;12.0;11.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;4.0;3.0;1.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;2.0;0.0;2.0;0.0;3.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
145;Totaal grootteklassen;Flevoland;NV of BV;1995;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
146;Totaal grootteklassen;Flevoland;NV of BV;1998;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
147;Totaal grootteklassen;Flevoland;Andere rechtsvormen;1992;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
148;Totaal grootteklassen;Flevoland;Andere rechtsvormen;1995;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
149;Totaal grootteklassen;Flevoland;Andere rechtsvormen;1998;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
