ID;BedrijfstakkenBranchesSBI2008;Perioden;BeloningVanWerknemers_1;Lonen_2;SocialePremiesTLVWerkgevers_3;Loonkosten_4;BeloningVanWerknemers_5;Lonen_6;Loonkosten_7;BeloningPerArbeidsjaar_8;LonenPerArbeidsjaar_9;LoonkostenPerArbeidsjaar_10;BeloningPerGewerktUur_11;LonenPerGewerktUur_12;LoonkostenPerGewerktUur_13;BeloningPerArbeidsjaar_14;LonenPerArbeidsjaar_15;LoonkostenPerArbeidsjaar_16;BeloningPerGewerktUur_17;LonenPerGewerktUur_18;LoonkostenPerGewerktUur_19;Arbeidsjaren_20;GewerkteUren_21;BetaaldeUren_22;OvereengekomenUren_23;BetaaldeOverwerkuren_24;Arbeidsjaren_25;GewerkteUren_26;Totaal_27;Mannen_28;Vrouwen_29;Totaal_30;Mannen_31;Vrouwen_32;Totaal_33;Mannen_34;Vrouwen_35;Totaal_36
4378;90-92 Kunst, cultuur en kansspelen;1979;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4379;90-92 Kunst, cultuur en kansspelen;1980;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4380;90-92 Kunst, cultuur en kansspelen;1981;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4381;90-92 Kunst, cultuur en kansspelen;1982;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4382;90-92 Kunst, cultuur en kansspelen;1983;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4383;90-92 Kunst, cultuur en kansspelen;1984;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4384;90-92 Kunst, cultuur en kansspelen;1985;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4385;90-92 Kunst, cultuur en kansspelen;1986;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4386;90-92 Kunst, cultuur en kansspelen;1987;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4387;90-92 Kunst, cultuur en kansspelen;1988;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4388;90-92 Kunst, cultuur en kansspelen;1989;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4389;90-92 Kunst, cultuur en kansspelen;1990;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4390;90-92 Kunst, cultuur en kansspelen;1991;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4391;90-92 Kunst, cultuur en kansspelen;1992;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4392;90-92 Kunst, cultuur en kansspelen;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4393;90-92 Kunst, cultuur en kansspelen;1994;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4394;90-92 Kunst, cultuur en kansspelen;1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4395;90-92 Kunst, cultuur en kansspelen;1996;1055.0;881.0;174.0;1051.0;3.0;4.9;2.6;35.2;29.4;35.1;19.8;16.6;19.8;-3.5;-1.7;-3.9;-4.2;-2.5;-4.6;30.0;53.0;;;;6.8;7.6;45.0;23.0;22.0;;;;;;;5.3
4396;90-92 Kunst, cultuur en kansspelen;1997;1105.0;935.0;170.0;1098.0;4.6;6.0;4.3;34.6;29.3;34.4;19.4;16.4;19.3;-1.9;-0.6;-2.1;-2.1;-0.8;-2.4;32.0;57.0;;;;6.6;6.9;46.0;24.0;23.0;;;;;;;2.3
4397;90-92 Kunst, cultuur en kansspelen;1998;1193.0;942.0;251.0;1184.0;8.0;0.7;7.9;35.1;27.7;34.8;19.7;15.5;19.5;1.5;-5.4;1.3;1.3;-5.5;1.2;34.0;61.0;;;;6.4;6.6;49.0;25.0;24.0;;;;;;;5.5
4398;90-92 Kunst, cultuur en kansspelen;1999;1291.0;1013.0;278.0;1284.0;8.1;7.6;8.4;37.5;29.4;37.3;21.0;16.5;20.9;6.8;6.3;7.1;6.9;6.4;7.2;34.0;61.0;;;;1.2;1.1;49.0;24.0;25.0;;;;;;;0.2
4399;90-92 Kunst, cultuur en kansspelen;2000;1412.0;1099.0;313.0;1404.0;9.5;8.5;9.4;40.0;31.1;39.8;22.5;17.5;22.4;6.7;5.7;6.6;7.1;6.2;7.1;35.0;63.0;;;;2.6;2.2;50.0;25.0;25.0;;;;;;;3.7
4400;90-92 Kunst, cultuur en kansspelen;2001;1538.0;1230.0;308.0;1531.0;8.8;11.9;9.0;40.3;32.3;40.1;24.0;19.2;23.9;0.8;3.6;0.9;6.5;9.5;6.7;38.0;64.0;;;;7.9;2.1;51.0;25.0;26.0;;;;;;;1.9
4401;90-92 Kunst, cultuur en kansspelen;2002;1636.0;1301.0;335.0;1625.0;6.5;5.9;6.2;42.7;34.0;42.5;25.4;20.2;25.2;6.0;5.4;5.8;5.8;5.2;5.6;38.0;64.0;;;;0.4;0.6;54.0;27.0;27.0;;;;;;;5.4
4402;90-92 Kunst, cultuur en kansspelen;2003;1688.0;1339.0;349.0;1678.0;3.1;2.9;3.2;44.5;35.3;44.2;26.5;21.0;26.4;4.1;3.8;4.2;4.4;4.1;4.5;38.0;64.0;;;;-0.9;-1.2;54.0;26.0;28.0;;;;;;;-0.1
4403;90-92 Kunst, cultuur en kansspelen;2004;1710.0;1351.0;359.0;1693.0;1.4;0.9;0.9;45.3;35.8;44.8;26.9;21.3;26.7;1.7;1.3;1.3;1.6;1.2;1.2;38.0;63.0;;;;-0.3;-0.3;54.0;26.0;28.0;;;;;;;0.0
4404;90-92 Kunst, cultuur en kansspelen;2005;1719.0;1371.0;348.0;1709.0;0.5;1.5;0.9;45.6;36.4;45.4;27.5;21.9;27.3;0.9;1.8;1.3;2.1;3.1;2.5;38.0;63.0;;;;-0.3;-1.6;55.0;26.0;29.0;;;;;;;0.8
4405;90-92 Kunst, cultuur en kansspelen;2006;1766.0;1420.0;346.0;1758.0;2.7;3.5;2.8;46.0;37.0;45.8;27.9;22.4;27.8;0.9;1.7;1.0;1.3;2.2;1.5;38.0;63.0;;;;1.8;1.3;55.0;27.0;28.0;;;;;;;1.2
4406;90-92 Kunst, cultuur en kansspelen;2007;1872.0;1503.0;369.0;1864.0;6.0;5.8;6.1;47.4;38.0;47.2;28.7;23.0;28.6;2.9;2.7;2.9;2.9;2.7;2.9;40.0;65.0;;;;3.0;3.0;57.0;28.0;29.0;;;;;;;3.3
4407;90-92 Kunst, cultuur en kansspelen;2008;1944.0;1547.0;397.0;1936.0;3.8;2.9;3.9;48.4;38.5;48.2;29.3;23.3;29.2;2.2;1.3;2.2;2.0;1.1;2.1;40.0;66.0;;;;1.6;1.8;58.0;28.0;30.0;;;;;;;2.2
4408;90-92 Kunst, cultuur en kansspelen;2009;1996.0;1592.0;404.0;1986.0;2.8;3.0;2.7;49.0;39.1;48.8;29.8;23.8;29.7;1.3;1.5;1.2;1.9;2.1;1.8;41.0;67.0;;;;1.5;0.9;59.0;28.0;31.0;;;;;;;0.9
4409;90-92 Kunst, cultuur en kansspelen;2010;1996.0;1582.0;414.0;1987.0;-0.1;-0.7;-0.1;50.5;40.0;50.3;30.7;24.4;30.6;3.0;2.4;3.0;3.0;2.4;3.1;39.0;65.0;77.0;77.0;0.0;-3.0;-3.0;57.0;26.0;30.0;23.0;15.0;8.0;33.0;11.0;22.0;-4.1
4410;90-92 Kunst, cultuur en kansspelen;2011;2004.0;1585.0;419.0;1995.0;0.4;0.2;0.4;51.3;40.5;51.0;31.0;24.5;30.9;1.5;1.2;1.5;0.9;0.7;0.9;39.0;65.0;76.0;76.0;0.0;-1.1;-0.5;56.0;26.0;30.0;23.0;14.0;8.0;33.0;11.0;22.0;-1.4
4411;90-92 Kunst, cultuur en kansspelen;2012;2013.0;1580.0;433.0;2004.0;0.4;-0.3;0.4;52.9;41.5;52.7;32.1;25.2;32.0;3.2;2.5;3.2;3.5;2.7;3.5;38.0;63.0;74.0;74.0;0.0;-2.7;-3.0;55.0;25.0;29.0;21.0;14.0;7.0;33.0;11.0;22.0;-2.1
4412;90-92 Kunst, cultuur en kansspelen;2013;1940.0;1522.0;418.0;1940.0;-3.6;-3.7;-3.2;53.5;41.9;53.5;32.3;25.3;32.3;1.0;0.9;1.4;0.5;0.4;1.0;36.0;60.0;71.0;71.0;0.0;-4.6;-4.1;52.0;24.0;28.0;20.0;13.0;7.0;32.0;10.0;21.0;-5.3
4413;90-92 Kunst, cultuur en kansspelen;2014;1969.0;1529.0;440.0;1967.0;1.6;0.5;1.5;54.9;42.7;54.9;33.0;25.6;33.0;2.8;1.7;2.7;2.3;1.2;2.2;36.0;60.0;71.0;70.0;0.0;-1.2;-0.7;51.0;24.0;28.0;19.0;13.0;6.0;32.0;11.0;21.0;-1.0
4414;90-92 Kunst, cultuur en kansspelen;2015;1935.0;1526.0;409.0;1933.0;-1.8;-0.2;-1.8;54.3;42.8;54.3;32.7;25.8;32.7;-1.2;0.4;-1.2;-0.9;0.7;-0.9;36.0;59.0;70.0;70.0;0.0;-0.6;-0.9;51.0;23.0;27.0;19.0;13.0;6.0;32.0;11.0;21.0;-1.1
4415;90-92 Kunst, cultuur en kansspelen;2016;1985.0;1569.0;416.0;1982.0;2.6;2.8;2.5;54.7;43.3;54.6;32.8;25.9;32.7;0.8;1.0;0.7;0.2;0.4;0.1;36.0;61.0;72.0;71.0;0.0;1.8;2.4;51.0;23.0;28.0;19.0;13.0;6.0;32.0;11.0;21.0;1.3
4416;93 Sport en recreatie;1969;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4417;93 Sport en recreatie;1970;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4418;93 Sport en recreatie;1971;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4419;93 Sport en recreatie;1972;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4420;93 Sport en recreatie;1973;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4421;93 Sport en recreatie;1974;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4422;93 Sport en recreatie;1975;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4423;93 Sport en recreatie;1976;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4424;93 Sport en recreatie;1977;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4425;93 Sport en recreatie;1978;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4426;93 Sport en recreatie;1979;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4427;93 Sport en recreatie;1980;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4428;93 Sport en recreatie;1981;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4429;93 Sport en recreatie;1982;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4430;93 Sport en recreatie;1983;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4431;93 Sport en recreatie;1984;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4432;93 Sport en recreatie;1985;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4433;93 Sport en recreatie;1986;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4434;93 Sport en recreatie;1987;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4435;93 Sport en recreatie;1988;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4436;93 Sport en recreatie;1989;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4437;93 Sport en recreatie;1990;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4438;93 Sport en recreatie;1991;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4439;93 Sport en recreatie;1992;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4440;93 Sport en recreatie;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4441;93 Sport en recreatie;1994;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4442;93 Sport en recreatie;1995;814.0;686.0;128.0;814.0;;;;29.6;25.0;29.6;21.4;18.1;21.4;;;;;;;27.0;38.0;;;;;;46.0;23.0;23.0;;;;;;;
4443;93 Sport en recreatie;1996;833.0;714.0;119.0;829.0;2.3;4.0;1.8;29.0;24.8;28.9;20.9;17.9;20.8;-2.1;-0.5;-2.6;-2.6;-1.0;-3.1;29.0;40.0;;;;4.5;5.0;47.0;24.0;23.0;;;;;;;3.6
4444;93 Sport en recreatie;1997;881.0;764.0;117.0;875.0;5.7;7.0;5.5;30.0;26.0;29.8;21.6;18.7;21.5;3.6;4.8;3.4;3.5;4.7;3.3;29.0;41.0;;;;2.0;2.2;47.0;24.0;23.0;;;;;;;-1.8
4445;93 Sport en recreatie;1998;961.0;784.0;177.0;951.0;9.1;2.7;8.7;31.4;25.6;31.1;22.6;18.4;22.3;4.4;-1.7;4.0;4.4;-1.8;4.0;31.0;43.0;;;;4.5;4.6;48.0;25.0;23.0;;;;;;;3.6
4446;93 Sport en recreatie;1999;1018.0;829.0;189.0;1007.0;5.9;5.7;5.8;32.9;26.8;32.5;23.6;19.2;23.3;4.8;4.7;4.8;4.7;4.5;4.6;31.0;43.0;;;;1.0;1.2;48.0;24.0;24.0;;;;;;;0.3
4447;93 Sport en recreatie;2000;1108.0;899.0;209.0;1097.0;9.0;8.5;9.1;34.9;28.3;34.6;25.2;20.4;24.9;6.1;5.7;6.2;6.6;6.1;6.7;32.0;44.0;;;;2.7;2.2;50.0;25.0;25.0;;;;;;;4.0
4448;93 Sport en recreatie;2001;1170.0;966.0;204.0;1159.0;5.5;7.3;5.5;36.2;29.9;35.8;22.3;18.4;22.1;3.6;5.5;3.6;-11.2;-9.6;-11.2;32.0;52.0;;;;1.8;18.8;60.0;30.0;30.0;;;;;;;18.6
4449;93 Sport en recreatie;2002;1216.0;999.0;217.0;1206.0;4.0;3.5;4.1;36.7;30.1;36.4;23.0;18.9;22.8;1.4;1.0;1.5;2.8;2.3;2.9;33.0;53.0;;;;2.5;1.1;63.0;31.0;32.0;;;;;;;5.0
4450;93 Sport en recreatie;2003;1298.0;1062.0;236.0;1291.0;6.8;6.3;7.1;38.3;31.4;38.1;23.9;19.5;23.7;4.5;4.0;4.8;3.9;3.4;4.2;34.0;54.0;;;;2.2;2.8;64.0;32.0;32.0;;;;;;;2.2
4451;93 Sport en recreatie;2004;1301.0;1063.0;238.0;1291.0;0.2;0.1;-0.1;38.7;31.6;38.4;23.5;19.2;23.3;0.8;0.7;0.6;-1.5;-1.6;-1.7;34.0;55.0;;;;-0.6;1.7;64.0;31.0;33.0;;;;;;;-0.4
4452;93 Sport en recreatie;2005;1339.0;1101.0;238.0;1332.0;3.0;3.7;3.3;39.0;32.1;38.8;23.3;19.2;23.2;1.0;1.6;1.3;-0.7;-0.1;-0.5;34.0;57.0;;;;2.0;3.8;66.0;32.0;34.0;;;;;;;3.7
4453;93 Sport en recreatie;2006;1373.0;1140.0;233.0;1367.0;2.5;3.5;2.6;39.6;32.9;39.5;23.8;19.8;23.7;1.5;2.5;1.6;2.0;3.0;2.1;35.0;58.0;;;;0.9;0.5;66.0;33.0;33.0;;;;;;;0.2
4454;93 Sport en recreatie;2007;1437.0;1192.0;245.0;1431.0;4.7;4.6;4.7;40.6;33.7;40.4;24.4;20.2;24.3;2.4;2.4;2.5;2.5;2.5;2.5;35.0;59.0;;;;2.2;2.1;68.0;34.0;34.0;;;;;;;2.6
4455;93 Sport en recreatie;2008;1538.0;1270.0;268.0;1532.0;7.0;6.5;7.0;42.0;34.7;41.9;25.1;20.7;25.0;3.5;3.0;3.5;2.7;2.2;2.7;37.0;61.0;;;;3.4;4.2;72.0;36.0;36.0;;;;;;;5.3
4456;93 Sport en recreatie;2009;1574.0;1309.0;265.0;1567.0;2.4;3.1;2.3;42.8;35.6;42.6;25.7;21.4;25.6;1.9;2.6;1.8;2.6;3.4;2.6;37.0;61.0;;;;0.5;-0.2;72.0;36.0;36.0;;;;;;;0.5
4457;93 Sport en recreatie;2010;1625.0;1343.0;282.0;1618.0;3.2;2.6;3.2;42.8;35.4;42.6;25.7;21.2;25.6;-0.1;-0.7;0.0;-0.1;-0.7;-0.1;38.0;63.0;75.0;75.0;0.0;3.2;3.2;74.0;37.0;38.0;19.0;13.0;6.0;55.0;23.0;32.0;3.1
4458;93 Sport en recreatie;2011;1643.0;1354.0;289.0;1637.0;1.2;0.9;1.2;43.2;35.6;43.0;25.7;21.2;25.6;0.9;0.6;1.0;0.1;-0.2;0.2;38.0;64.0;75.0;75.0;0.0;0.2;1.1;76.0;37.0;39.0;18.0;13.0;5.0;58.0;24.0;33.0;2.2
4459;93 Sport en recreatie;2012;1639.0;1343.0;296.0;1632.0;-0.3;-0.9;-0.4;43.9;36.0;43.7;26.3;21.5;26.2;1.6;1.1;1.6;2.1;1.5;2.0;37.0;62.0;74.0;74.0;0.0;-1.9;-2.4;75.0;37.0;38.0;18.0;12.0;5.0;57.0;24.0;33.0;-1.4
4460;93 Sport en recreatie;2013;1652.0;1347.0;305.0;1660.0;0.9;0.4;1.8;44.1;36.0;44.3;26.3;21.5;26.5;0.5;0.0;1.4;0.2;-0.3;1.1;37.0;63.0;75.0;74.0;0.0;0.4;0.6;75.0;37.0;38.0;17.0;12.0;5.0;57.0;24.0;33.0;-0.4
4461;93 Sport en recreatie;2014;1692.0;1369.0;323.0;1703.0;2.4;1.6;2.5;44.9;36.3;45.2;26.6;21.5;26.8;1.8;1.0;2.0;1.0;0.2;1.1;38.0;64.0;75.0;75.0;0.0;0.6;1.4;76.0;37.0;39.0;17.0;12.0;5.0;59.0;25.0;34.0;1.5
4462;93 Sport en recreatie;2015;1669.0;1368.0;301.0;1665.0;-1.4;-0.1;-2.2;44.3;36.3;44.1;26.3;21.6;26.3;-1.5;-0.2;-2.3;-1.0;0.3;-1.9;38.0;63.0;75.0;75.0;0.0;0.1;-0.3;76.0;37.0;39.0;17.0;12.0;5.0;59.0;25.0;34.0;0.1
4463;93 Sport en recreatie;2016;1714.0;1401.0;313.0;1713.0;2.7;2.4;2.9;44.8;36.7;44.8;26.5;21.7;26.5;1.3;1.1;1.5;0.7;0.4;0.9;38.0;65.0;76.0;76.0;0.0;1.4;2.0;76.0;37.0;39.0;17.0;12.0;5.0;59.0;25.0;34.0;0.6
4464;S Overige dienstverlening;1969;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4465;S Overige dienstverlening;1970;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4466;S Overige dienstverlening;1971;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4467;S Overige dienstverlening;1972;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4468;S Overige dienstverlening;1973;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4469;S Overige dienstverlening;1974;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4470;S Overige dienstverlening;1975;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4471;S Overige dienstverlening;1976;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4472;S Overige dienstverlening;1977;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4473;S Overige dienstverlening;1978;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4474;S Overige dienstverlening;1979;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4475;S Overige dienstverlening;1980;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4476;S Overige dienstverlening;1981;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4477;S Overige dienstverlening;1982;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4478;S Overige dienstverlening;1983;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4479;S Overige dienstverlening;1984;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4480;S Overige dienstverlening;1985;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4481;S Overige dienstverlening;1986;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4482;S Overige dienstverlening;1987;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4483;S Overige dienstverlening;1988;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4484;S Overige dienstverlening;1989;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4485;S Overige dienstverlening;1990;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4486;S Overige dienstverlening;1991;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4487;S Overige dienstverlening;1992;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4488;S Overige dienstverlening;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4489;S Overige dienstverlening;1994;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4490;S Overige dienstverlening;1995;2422.0;2013.0;409.0;2414.0;;;;30.0;24.9;29.9;16.9;14.1;16.9;;;;;;;81.0;143.0;;;;;;113.0;48.0;65.0;;;;;;;
4491;S Overige dienstverlening;1996;2532.0;2135.0;397.0;2490.0;4.6;6.1;3.2;30.9;26.0;30.3;17.4;14.7;17.1;2.8;4.3;1.4;2.8;4.3;1.4;82.0;146.0;;;;1.8;1.8;116.0;49.0;67.0;;;;;;;3.2
4492;S Overige dienstverlening;1997;2686.0;2300.0;386.0;2617.0;6.1;7.7;5.1;30.7;26.3;30.0;17.4;14.9;17.0;-0.4;1.2;-1.3;0.1;1.6;-0.9;87.0;154.0;;;;6.5;6.0;120.0;51.0;69.0;;;;;;;3.2
4493;S Overige dienstverlening;1998;2867.0;2285.0;582.0;2773.0;6.7;-0.7;5.9;31.6;25.2;30.6;17.9;14.2;17.3;2.8;-4.3;2.0;2.7;-4.4;1.9;91.0;160.0;;;;3.8;3.9;123.0;53.0;70.0;;;;;;;2.4
4494;S Overige dienstverlening;1999;3023.0;2413.0;610.0;2912.0;5.4;5.6;5.0;32.3;25.8;31.1;18.3;14.6;17.6;2.3;2.5;1.9;2.4;2.6;2.0;93.0;165.0;;;;3.0;2.9;127.0;54.0;72.0;;;;;;;3.1
4495;S Overige dienstverlening;2000;3286.0;2566.0;720.0;3171.0;8.8;6.4;9.0;34.8;27.2;33.6;19.9;15.5;19.2;7.6;5.2;7.8;8.6;6.2;8.8;95.0;165.0;;;;1.1;0.2;129.0;53.0;75.0;;;;;;;1.5
4496;S Overige dienstverlening;2001;3405.0;2707.0;698.0;3281.0;3.6;5.5;3.4;34.7;27.6;33.5;20.1;16.0;19.3;-0.1;1.7;-0.3;1.0;2.8;0.8;98.0;170.0;;;;3.7;2.6;131.0;54.0;77.0;;;;;;;2.0
4497;S Overige dienstverlening;2002;3496.0;2769.0;727.0;3362.0;2.6;2.3;2.4;36.4;28.8;35.0;21.3;16.9;20.5;4.7;4.3;4.5;6.4;6.0;6.1;96.0;164.0;;;;-2.0;-3.5;131.0;54.0;78.0;;;;;;;0.0
4498;S Overige dienstverlening;2003;3532.0;2780.0;752.0;3425.0;1.0;0.4;1.9;37.6;29.6;36.4;22.6;17.7;21.9;3.3;2.6;4.2;5.7;5.0;6.5;94.0;157.0;;;;-2.2;-4.4;129.0;52.0;78.0;;;;;;;-1.5
4499;S Overige dienstverlening;2004;3602.0;2841.0;761.0;3492.0;1.9;2.2;1.9;38.3;30.2;37.1;23.2;18.3;22.5;2.0;2.2;2.0;2.8;3.0;2.8;94.0;155.0;;;;-0.1;-0.8;129.0;51.0;78.0;;;;;;;0.2
4500;S Overige dienstverlening;2005;3602.0;2872.0;730.0;3513.0;0.1;1.1;0.7;38.5;30.7;37.6;23.6;18.8;23.0;0.5;1.6;1.1;1.8;2.8;2.4;94.0;153.0;;;;-0.4;-1.7;131.0;51.0;80.0;;;;;;;1.2
4501;S Overige dienstverlening;2006;3677.0;2927.0;750.0;3601.0;2.1;1.9;2.5;39.2;31.2;38.4;24.1;19.2;23.6;1.9;1.7;2.3;2.3;2.2;2.8;94.0;152.0;;;;0.2;-0.3;130.0;52.0;78.0;;;;;;;-0.5
4502;S Overige dienstverlening;2007;3858.0;3095.0;763.0;3775.0;4.9;5.7;4.8;39.9;32.0;39.0;24.5;19.7;24.0;1.7;2.5;1.6;1.5;2.3;1.4;97.0;157.0;;;;3.2;3.3;134.0;53.0;81.0;;;;;;;2.9
4503;S Overige dienstverlening;2008;4036.0;3225.0;811.0;3948.0;4.6;4.2;4.5;40.8;32.6;39.9;25.0;20.0;24.5;2.3;2.0;2.3;2.1;1.8;2.1;99.0;161.0;;;;2.2;2.4;137.0;54.0;83.0;;;;;;;2.0
4504;S Overige dienstverlening;2009;4228.0;3386.0;842.0;4136.0;4.8;5.0;4.8;42.3;33.9;41.4;26.0;20.8;25.4;3.7;3.9;3.7;3.9;4.1;3.9;100.0;163.0;;;;1.0;0.9;138.0;54.0;84.0;;;;;;;1.1
4505;S Overige dienstverlening;2010;4370.0;3517.0;853.0;4279.0;3.3;3.9;3.4;43.4;35.0;42.5;26.7;21.5;26.1;2.6;3.1;2.7;2.5;3.0;2.6;101.0;164.0;194.0;193.0;1.0;0.8;0.8;141.0;51.0;90.0;57.0;31.0;26.0;84.0;19.0;65.0;1.8
4506;S Overige dienstverlening;2011;4524.0;3620.0;904.0;4450.0;3.5;2.9;4.0;45.1;36.1;44.4;27.6;22.1;27.1;3.9;3.3;4.4;3.5;2.9;3.9;100.0;164.0;193.0;192.0;1.0;-0.4;0.1;141.0;50.0;91.0;55.0;31.0;24.0;86.0;19.0;66.0;0.2
4507;S Overige dienstverlening;2012;4422.0;3512.0;910.0;4360.0;-2.2;-3.0;-2.0;46.2;36.7;45.5;28.5;22.6;28.1;2.3;1.6;2.6;3.3;2.5;3.5;96.0;155.0;185.0;184.0;1.0;-4.5;-5.3;135.0;48.0;88.0;51.0;29.0;23.0;84.0;19.0;65.0;-4.1
4508;S Overige dienstverlening;2013;4363.0;3461.0;902.0;4324.0;-1.4;-1.5;-0.9;47.5;37.7;47.1;29.1;23.1;28.9;2.9;2.8;3.5;2.2;2.1;2.7;92.0;150.0;178.0;177.0;1.0;-4.2;-3.5;131.0;45.0;85.0;47.0;26.0;21.0;83.0;19.0;64.0;-3.5
4509;S Overige dienstverlening;2014;4406.0;3459.0;947.0;4389.0;1.0;-0.1;1.5;49.1;38.6;48.9;29.7;23.3;29.6;3.3;2.2;3.8;2.1;1.1;2.7;90.0;148.0;175.0;174.0;1.0;-2.2;-1.1;128.0;44.0;84.0;45.0;25.0;20.0;82.0;19.0;64.0;-2.2
4510;S Overige dienstverlening;2015;4333.0;3446.0;887.0;4317.0;-1.6;-0.4;-1.6;49.7;39.5;49.5;30.0;23.8;29.8;1.2;2.5;1.2;0.7;2.0;0.8;87.0;145.0;171.0;170.0;1.0;-2.8;-2.4;124.0;43.0;81.0;43.0;24.0;19.0;81.0;19.0;62.0;-2.6
4511;S Overige dienstverlening;2016;4458.0;3539.0;919.0;4443.0;2.9;2.7;2.9;50.7;40.2;50.5;30.5;24.2;30.4;2.1;1.9;2.1;1.7;1.6;1.8;88.0;146.0;173.0;172.0;1.0;0.8;1.1;125.0;43.0;82.0;42.0;24.0;18.0;83.0;20.0;63.0;0.7
