ID;BedrijfstakkenBranchesSBI2008;Perioden;BeloningVanWerknemers_1;Lonen_2;SocialePremiesTLVWerkgevers_3;Loonkosten_4;BeloningVanWerknemers_5;Lonen_6;Loonkosten_7;BeloningPerArbeidsjaar_8;LonenPerArbeidsjaar_9;LoonkostenPerArbeidsjaar_10;BeloningPerGewerktUur_11;LonenPerGewerktUur_12;LoonkostenPerGewerktUur_13;BeloningPerArbeidsjaar_14;LonenPerArbeidsjaar_15;LoonkostenPerArbeidsjaar_16;BeloningPerGewerktUur_17;LonenPerGewerktUur_18;LoonkostenPerGewerktUur_19;Arbeidsjaren_20;GewerkteUren_21;BetaaldeUren_22;OvereengekomenUren_23;BetaaldeOverwerkuren_24;Arbeidsjaren_25;GewerkteUren_26;Totaal_27;Mannen_28;Vrouwen_29;Totaal_30;Mannen_31;Vrouwen_32;Totaal_33;Mannen_34;Vrouwen_35;Totaal_36
1291;27 Elektrische apparatenindustrie;2012;1188.0;976.0;212.0;1169.0;3.3;2.4;3.9;59.7;49.0;58.7;33.9;27.9;33.4;2.3;1.4;2.8;1.2;0.3;1.7;20.0;35.0;41.0;41.0;1.0;1.0;2.1;22.0;18.0;4.0;17.0;15.0;2.0;5.0;2.0;2.0;1.0
1292;27 Elektrische apparatenindustrie;2013;1169.0;969.0;200.0;1155.0;-1.7;-0.8;-1.3;60.6;50.3;59.9;34.3;28.5;33.9;1.7;2.6;2.1;1.2;2.1;1.6;19.0;34.0;40.0;40.0;1.0;-3.3;-2.8;21.0;17.0;4.0;16.0;15.0;2.0;4.0;2.0;2.0;-3.8
1293;27 Elektrische apparatenindustrie;2014;1458.0;989.0;469.0;1448.0;24.8;2.1;25.4;79.0;53.6;78.5;44.3;30.0;44.0;30.3;6.6;31.0;29.0;5.5;29.6;18.0;33.0;39.0;38.0;1.0;-4.2;-3.2;20.0;16.0;4.0;16.0;14.0;2.0;4.0;2.0;2.0;-4.4
1294;27 Elektrische apparatenindustrie;2015;1250.0;975.0;275.0;1238.0;-14.2;-1.4;-14.5;68.4;53.3;67.8;38.8;30.3;38.5;-13.4;-0.5;-13.7;-12.3;0.8;-12.6;18.0;32.0;38.0;38.0;0.0;-0.9;-2.2;20.0;16.0;4.0;15.0;14.0;2.0;4.0;2.0;2.0;-0.4
1295;27 Elektrische apparatenindustrie;2016;1422.0;1105.0;317.0;1392.0;13.7;13.3;12.4;72.7;56.5;71.2;41.3;32.1;40.4;6.3;5.9;5.1;6.2;5.8;5.0;20.0;34.0;41.0;40.0;0.0;7.0;7.1;21.0;17.0;4.0;16.0;15.0;2.0;5.0;2.0;2.0;6.9
1296;28 Machine-industrie;1969;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1297;28 Machine-industrie;1970;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1298;28 Machine-industrie;1971;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1299;28 Machine-industrie;1972;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1300;28 Machine-industrie;1973;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1301;28 Machine-industrie;1974;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1302;28 Machine-industrie;1975;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1303;28 Machine-industrie;1976;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1304;28 Machine-industrie;1977;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1305;28 Machine-industrie;1978;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1306;28 Machine-industrie;1979;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1307;28 Machine-industrie;1980;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1308;28 Machine-industrie;1981;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1309;28 Machine-industrie;1982;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1310;28 Machine-industrie;1983;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1311;28 Machine-industrie;1984;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1312;28 Machine-industrie;1985;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1313;28 Machine-industrie;1986;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1314;28 Machine-industrie;1987;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1315;28 Machine-industrie;1988;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1316;28 Machine-industrie;1989;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1317;28 Machine-industrie;1990;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1318;28 Machine-industrie;1991;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1319;28 Machine-industrie;1992;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1320;28 Machine-industrie;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1321;28 Machine-industrie;1994;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1322;28 Machine-industrie;1995;2548.0;2157.0;391.0;2535.0;;;;37.6;31.8;37.4;20.6;17.5;20.5;;;;;;;68.0;123.0;;;;;;71.0;63.0;7.0;;;;;;;
1323;28 Machine-industrie;1996;2655.0;2233.0;422.0;2628.0;4.2;3.5;3.7;38.4;32.3;38.0;21.0;17.7;20.8;2.1;1.4;1.6;1.9;1.3;1.4;69.0;126.0;;;;2.1;2.2;72.0;65.0;7.0;;;;;;;2.2
1324;28 Machine-industrie;1997;2733.0;2333.0;400.0;2701.0;2.9;4.5;2.8;38.2;32.6;37.8;21.2;18.1;20.9;-0.4;1.1;-0.6;0.6;2.1;0.4;71.0;129.0;;;;3.4;2.3;74.0;66.0;8.0;;;;;;;3.2
1325;28 Machine-industrie;1998;2955.0;2348.0;607.0;2911.0;8.1;0.7;7.8;39.8;31.7;39.2;22.0;17.5;21.6;4.2;-3.0;3.9;3.9;-3.3;3.5;74.0;134.0;;;;3.8;4.1;78.0;69.0;9.0;;;;;;;4.8
1326;28 Machine-industrie;1999;3123.0;2463.0;660.0;3083.0;5.7;4.9;5.9;41.6;32.8;41.1;22.9;18.1;22.6;4.5;3.7;4.7;4.2;3.4;4.4;75.0;136.0;;;;1.1;1.4;79.0;69.0;10.0;;;;;;;1.3
1327;28 Machine-industrie;2000;3306.0;2572.0;734.0;3267.0;5.8;4.4;6.0;44.3;34.5;43.8;24.6;19.1;24.3;6.5;5.1;6.6;7.5;6.0;7.6;75.0;134.0;;;;-0.6;-1.5;80.0;71.0;10.0;;;;;;;1.6
1328;28 Machine-industrie;2001;3418.0;2721.0;697.0;3375.0;3.4;5.8;3.3;44.9;35.7;44.3;24.9;19.8;24.6;1.2;3.6;1.2;1.1;3.5;1.0;76.0;137.0;;;;2.2;2.3;82.0;71.0;10.0;;;;;;;1.8
1329;28 Machine-industrie;2002;3353.0;2661.0;692.0;3306.0;-1.9;-2.2;-2.0;46.4;36.9;45.8;25.8;20.5;25.4;3.5;3.1;3.3;3.6;3.3;3.5;72.0;130.0;;;;-5.2;-5.3;78.0;68.0;10.0;;;;;;;-5.1
1330;28 Machine-industrie;2003;3375.0;2692.0;683.0;3336.0;0.6;1.1;0.9;48.2;38.4;47.6;26.5;21.1;26.2;3.8;4.3;4.1;2.8;3.3;3.0;70.0;127.0;;;;-3.0;-2.1;75.0;66.0;9.0;;;;;;;-3.3
1331;28 Machine-industrie;2004;3432.0;2723.0;709.0;3385.0;1.7;1.1;1.5;49.6;39.4;48.9;27.1;21.5;26.7;2.9;2.4;2.7;2.3;1.8;2.1;69.0;127.0;;;;-1.2;-0.6;74.0;65.0;9.0;;;;;;;-1.1
1332;28 Machine-industrie;2005;3432.0;2750.0;682.0;3391.0;0.0;1.0;0.2;50.1;40.1;49.5;27.6;22.1;27.3;0.9;1.9;1.1;2.0;3.0;2.1;69.0;124.0;;;;-0.9;-1.9;73.0;65.0;9.0;;;;;;;-0.9
1333;28 Machine-industrie;2006;3557.0;2854.0;703.0;3512.0;3.6;3.8;3.6;51.5;41.3;50.8;28.5;22.9;28.1;2.8;2.9;2.7;3.2;3.3;3.1;69.0;125.0;;;;0.9;0.5;74.0;65.0;9.0;;;;;;;1.0
1334;28 Machine-industrie;2007;3813.0;3049.0;764.0;3763.0;7.2;6.8;7.1;53.6;42.9;52.9;29.6;23.7;29.2;4.2;3.8;4.1;3.9;3.6;3.9;71.0;129.0;;;;2.9;3.1;77.0;67.0;10.0;;;;;;;3.3
1335;28 Machine-industrie;2008;4097.0;3271.0;826.0;4040.0;7.5;7.3;7.4;56.1;44.8;55.3;31.0;24.8;30.6;4.7;4.5;4.6;4.7;4.5;4.6;73.0;132.0;;;;2.7;2.6;79.0;69.0;10.0;;;;;;;2.7
1336;28 Machine-industrie;2009;4140.0;3355.0;785.0;4019.0;1.0;2.5;-0.5;57.0;46.2;55.3;32.2;26.1;31.2;1.6;3.1;0.0;3.7;5.2;2.1;73.0;129.0;;;;-0.6;-2.6;78.0;68.0;10.0;;;;;;;-0.7
1337;28 Machine-industrie;2010;4046.0;3261.0;785.0;3947.0;-2.2;-2.8;-1.8;59.4;47.9;58.0;33.0;26.6;32.2;4.2;3.7;4.8;2.6;2.0;3.1;68.0;123.0;143.0;140.0;4.0;-6.2;-4.7;73.0;64.0;9.0;60.0;57.0;3.0;13.0;7.0;6.0;-6.2
1338;28 Machine-industrie;2011;4378.0;3530.0;848.0;4284.0;8.2;8.2;8.5;62.7;50.6;61.4;34.5;27.8;33.8;5.5;5.6;5.9;4.6;4.7;4.9;70.0;127.0;146.0;142.0;4.0;2.5;3.4;75.0;66.0;9.0;60.0;57.0;3.0;15.0;9.0;6.0;3.0
1339;28 Machine-industrie;2012;4597.0;3670.0;927.0;4538.0;5.0;4.0;5.9;64.4;51.4;63.6;35.6;28.5;35.2;2.7;1.7;3.6;3.3;2.3;4.2;71.0;129.0;150.0;147.0;4.0;2.2;1.6;77.0;67.0;10.0;62.0;59.0;3.0;15.0;9.0;6.0;1.8
1340;28 Machine-industrie;2013;4909.0;3827.0;1082.0;4843.0;6.8;4.3;6.7;67.3;52.4;66.3;36.9;28.7;36.4;4.4;1.9;4.3;3.4;1.0;3.4;73.0;133.0;155.0;151.0;4.0;2.3;3.3;78.0;68.0;10.0;64.0;60.0;3.0;14.0;8.0;6.0;1.8
1341;28 Machine-industrie;2014;5037.0;3982.0;1055.0;4977.0;2.6;4.1;2.8;67.8;53.6;67.0;36.8;29.1;36.3;0.8;2.2;1.0;-0.3;1.1;-0.1;74.0;137.0;158.0;154.0;4.0;1.8;2.9;80.0;70.0;10.0;64.0;61.0;4.0;15.0;9.0;7.0;1.9
1342;28 Machine-industrie;2015;5109.0;4086.0;1023.0;5039.0;1.4;2.6;1.2;68.3;54.6;67.3;37.5;30.0;37.0;0.7;1.8;0.5;2.1;3.3;1.9;75.0;136.0;158.0;154.0;4.0;0.7;-0.7;80.0;70.0;10.0;64.0;61.0;4.0;16.0;9.0;7.0;0.7
1343;28 Machine-industrie;2016;5258.0;4197.0;1061.0;5111.0;2.9;2.7;1.4;69.5;55.5;67.5;38.1;30.4;37.0;1.8;1.6;0.3;1.4;1.2;-0.1;76.0;138.0;160.0;156.0;4.0;1.1;1.5;81.0;71.0;10.0;65.0;61.0;4.0;16.0;10.0;7.0;1.1
1344;29 Auto- en aanhangwagenindustrie;1969;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1345;29 Auto- en aanhangwagenindustrie;1970;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1346;29 Auto- en aanhangwagenindustrie;1971;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1347;29 Auto- en aanhangwagenindustrie;1972;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1348;29 Auto- en aanhangwagenindustrie;1973;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1349;29 Auto- en aanhangwagenindustrie;1974;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1350;29 Auto- en aanhangwagenindustrie;1975;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1351;29 Auto- en aanhangwagenindustrie;1976;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1352;29 Auto- en aanhangwagenindustrie;1977;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1353;29 Auto- en aanhangwagenindustrie;1978;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1354;29 Auto- en aanhangwagenindustrie;1979;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1355;29 Auto- en aanhangwagenindustrie;1980;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1356;29 Auto- en aanhangwagenindustrie;1981;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1357;29 Auto- en aanhangwagenindustrie;1982;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1358;29 Auto- en aanhangwagenindustrie;1983;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1359;29 Auto- en aanhangwagenindustrie;1984;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1360;29 Auto- en aanhangwagenindustrie;1985;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1361;29 Auto- en aanhangwagenindustrie;1986;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1362;29 Auto- en aanhangwagenindustrie;1987;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1363;29 Auto- en aanhangwagenindustrie;1988;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1364;29 Auto- en aanhangwagenindustrie;1989;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1365;29 Auto- en aanhangwagenindustrie;1990;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1366;29 Auto- en aanhangwagenindustrie;1991;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1367;29 Auto- en aanhangwagenindustrie;1992;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1368;29 Auto- en aanhangwagenindustrie;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1369;29 Auto- en aanhangwagenindustrie;1994;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1370;29 Auto- en aanhangwagenindustrie;1995;772.0;654.0;118.0;770.0;;;;29.7;25.2;29.6;16.7;14.1;16.7;;;;;;;26.0;46.0;;;;;;27.0;25.0;3.0;;;;;;;
1371;29 Auto- en aanhangwagenindustrie;1996;831.0;701.0;130.0;829.0;7.6;7.2;7.6;34.0;28.7;33.9;19.0;16.0;19.0;14.4;14.0;14.4;13.8;13.4;13.8;24.0;44.0;;;;-5.9;-5.4;26.0;23.0;2.0;;;;;;;-5.6
1372;29 Auto- en aanhangwagenindustrie;1997;895.0;766.0;129.0;891.0;7.7;9.3;7.5;36.2;31.0;36.1;20.5;17.5;20.4;6.6;8.1;6.3;7.7;9.2;7.4;25.0;44.0;;;;1.1;0.1;26.0;23.0;2.0;;;;;;;0.1
1373;29 Auto- en aanhangwagenindustrie;1998;960.0;765.0;195.0;955.0;7.2;-0.1;7.2;37.4;29.8;37.2;21.0;16.7;20.9;3.1;-4.0;3.0;2.5;-4.5;2.4;26.0;46.0;;;;4.0;4.6;27.0;24.0;3.0;;;;;;;4.2
1374;29 Auto- en aanhangwagenindustrie;1999;1037.0;813.0;224.0;1033.0;8.0;6.3;8.1;39.6;31.1;39.5;22.2;17.4;22.1;6.1;4.4;6.2;5.8;4.2;6.0;26.0;47.0;;;;1.7;2.0;27.0;25.0;3.0;;;;;;;2.3
1375;29 Auto- en aanhangwagenindustrie;2000;1080.0;836.0;244.0;1076.0;4.2;2.8;4.2;41.4;32.0;41.2;23.4;18.1;23.3;4.5;3.1;4.5;5.4;4.0;5.4;26.0;46.0;;;;-0.3;-1.1;28.0;25.0;3.0;;;;;;;1.1
1376;29 Auto- en aanhangwagenindustrie;2001;1080.0;851.0;229.0;1075.0;0.0;1.8;-0.1;41.7;32.9;41.5;23.6;18.6;23.5;0.7;2.5;0.6;1.0;2.8;0.9;26.0;46.0;;;;-0.7;-1.0;27.0;24.0;3.0;;;;;;;-1.4
1377;29 Auto- en aanhangwagenindustrie;2002;1070.0;838.0;232.0;1066.0;-0.9;-1.6;-0.9;43.0;33.6;42.8;24.5;19.2;24.4;3.0;2.4;3.1;3.8;3.1;3.9;25.0;44.0;;;;-3.9;-4.6;26.0;23.0;3.0;;;;;;;-3.9
1378;29 Auto- en aanhangwagenindustrie;2003;1083.0;853.0;230.0;1078.0;1.2;1.8;1.2;44.5;35.1;44.3;25.5;20.1;25.4;3.6;4.2;3.6;3.9;4.4;3.8;24.0;43.0;;;;-2.3;-2.5;26.0;23.0;3.0;;;;;;;-2.0
1379;29 Auto- en aanhangwagenindustrie;2004;1061.0;838.0;223.0;1054.0;-2.1;-1.8;-2.3;46.4;36.6;46.1;26.2;20.7;26.1;4.2;4.5;4.0;3.0;3.3;2.8;23.0;40.0;;;;-6.0;-4.9;24.0;22.0;2.0;;;;;;;-5.7
1380;29 Auto- en aanhangwagenindustrie;2005;1030.0;822.0;208.0;1025.0;-2.9;-1.8;-2.7;46.6;37.2;46.4;26.6;21.2;26.4;0.4;1.5;0.6;1.2;2.3;1.4;22.0;39.0;;;;-3.3;-4.0;23.0;21.0;2.0;;;;;;;-3.8
1381;29 Auto- en aanhangwagenindustrie;2006;1049.0;834.0;215.0;1043.0;1.7;1.4;1.6;48.1;38.3;47.8;27.5;21.9;27.4;3.2;2.9;3.1;3.7;3.3;3.6;22.0;38.0;;;;-1.5;-1.9;23.0;21.0;2.0;;;;;;;-1.2
1382;29 Auto- en aanhangwagenindustrie;2007;1039.0;823.0;216.0;1032.0;-0.8;-1.3;-0.9;48.6;38.5;48.3;28.0;22.1;27.8;1.1;0.7;1.0;1.5;1.1;1.4;21.0;37.0;;;;-1.9;-2.3;23.0;20.0;2.0;;;;;;;-1.3
1383;29 Auto- en aanhangwagenindustrie;2008;1107.0;875.0;232.0;1098.0;6.5;6.3;6.3;50.4;39.9;50.0;29.4;23.3;29.2;3.7;3.5;3.5;5.2;5.1;5.1;22.0;38.0;;;;2.7;1.2;23.0;21.0;2.0;;;;;;;3.2
1384;29 Auto- en aanhangwagenindustrie;2009;1039.0;834.0;205.0;962.0;-6.1;-4.7;-12.4;51.0;40.9;47.2;33.7;27.0;31.2;1.1;2.6;-5.6;14.6;16.3;6.9;20.0;31.0;;;;-7.1;-18.1;22.0;19.0;2.0;;;;;;;-7.8
1385;29 Auto- en aanhangwagenindustrie;2010;965.0;770.0;195.0;936.0;-7.1;-7.6;-2.7;52.0;41.5;50.4;31.6;25.2;30.6;2.0;1.4;6.8;-6.3;-6.8;-1.8;19.0;31.0;38.0;37.0;0.0;-8.9;-0.9;20.0;18.0;2.0;17.0;16.0;1.0;3.0;2.0;1.0;-9.2
1386;29 Auto- en aanhangwagenindustrie;2011;1004.0;799.0;205.0;987.0;4.1;3.8;5.5;54.6;43.5;53.7;31.7;25.2;31.2;5.0;4.7;6.5;0.4;0.1;1.8;18.0;32.0;37.0;37.0;1.0;-0.9;3.7;20.0;18.0;2.0;16.0;15.0;1.0;3.0;2.0;1.0;-0.6
1387;29 Auto- en aanhangwagenindustrie;2012;1032.0;818.0;214.0;1018.0;2.8;2.4;3.1;56.9;45.1;56.1;33.2;26.3;32.8;4.1;3.7;4.5;4.7;4.3;5.1;18.0;31.0;37.0;37.0;0.0;-1.3;-1.8;19.0;17.0;2.0;16.0;15.0;1.0;3.0;2.0;1.0;-1.7
1388;29 Auto- en aanhangwagenindustrie;2013;1004.0;797.0;207.0;992.0;-2.7;-2.6;-2.6;57.5;45.7;56.9;32.7;26.0;32.3;1.2;1.4;1.4;-1.4;-1.2;-1.3;17.0;31.0;36.0;35.0;1.0;-3.9;-1.3;18.0;17.0;2.0;16.0;15.0;1.0;2.0;1.0;1.0;-4.4
1389;29 Auto- en aanhangwagenindustrie;2014;1047.0;819.0;228.0;1031.0;4.2;2.7;3.9;59.9;46.9;59.0;34.0;26.6;33.5;4.2;2.6;3.8;3.9;2.4;3.6;17.0;31.0;36.0;35.0;1.0;0.1;0.3;18.0;17.0;2.0;16.0;15.0;1.0;3.0;2.0;1.0;0.2
1390;29 Auto- en aanhangwagenindustrie;2015;1131.0;893.0;238.0;1116.0;8.1;9.0;8.3;59.8;47.2;59.0;34.1;26.9;33.7;-0.3;0.6;-0.1;0.3;1.2;0.5;19.0;33.0;39.0;38.0;1.0;8.4;7.7;20.0;18.0;2.0;17.0;16.0;1.0;3.0;2.0;1.0;8.5
1391;29 Auto- en aanhangwagenindustrie;2016;1220.0;965.0;255.0;1199.0;7.9;8.1;7.4;61.8;48.8;60.7;35.0;27.7;34.4;3.4;3.6;3.0;2.6;2.8;2.2;20.0;35.0;41.0;40.0;1.0;4.4;5.1;21.0;19.0;2.0;18.0;17.0;1.0;3.0;2.0;1.0;4.2
1392;29-30 Transportmiddelenindustrie;1969;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1393;29-30 Transportmiddelenindustrie;1970;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1394;29-30 Transportmiddelenindustrie;1971;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1395;29-30 Transportmiddelenindustrie;1972;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1396;29-30 Transportmiddelenindustrie;1973;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1397;29-30 Transportmiddelenindustrie;1974;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1398;29-30 Transportmiddelenindustrie;1975;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1399;29-30 Transportmiddelenindustrie;1976;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400;29-30 Transportmiddelenindustrie;1977;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1401;29-30 Transportmiddelenindustrie;1978;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1402;29-30 Transportmiddelenindustrie;1979;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1403;29-30 Transportmiddelenindustrie;1980;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1404;29-30 Transportmiddelenindustrie;1981;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1405;29-30 Transportmiddelenindustrie;1982;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1406;29-30 Transportmiddelenindustrie;1983;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1407;29-30 Transportmiddelenindustrie;1984;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1408;29-30 Transportmiddelenindustrie;1985;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1409;29-30 Transportmiddelenindustrie;1986;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1410;29-30 Transportmiddelenindustrie;1987;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1411;29-30 Transportmiddelenindustrie;1988;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1412;29-30 Transportmiddelenindustrie;1989;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1413;29-30 Transportmiddelenindustrie;1990;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1414;29-30 Transportmiddelenindustrie;1991;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1415;29-30 Transportmiddelenindustrie;1992;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1416;29-30 Transportmiddelenindustrie;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1417;29-30 Transportmiddelenindustrie;1994;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1418;29-30 Transportmiddelenindustrie;1995;1336.0;1138.0;198.0;1321.0;;;;31.1;26.4;30.7;17.3;14.7;17.1;;;;;;;43.0;77.0;;;;;;45.0;40.0;4.0;;;;;;;
1419;29-30 Transportmiddelenindustrie;1996;1360.0;1155.0;205.0;1351.0;1.8;1.5;2.3;33.6;28.5;33.4;18.6;15.8;18.5;8.3;8.0;8.8;7.7;7.4;8.2;40.0;73.0;;;;-6.0;-5.5;42.0;38.0;4.0;;;;;;;-5.6
1420;29-30 Transportmiddelenindustrie;1997;1412.0;1214.0;198.0;1396.0;3.7;5.1;3.2;34.5;29.7;34.1;19.3;16.6;19.1;2.6;3.9;2.1;3.7;5.0;3.2;41.0;73.0;;;;1.1;0.0;42.0;39.0;4.0;;;;;;;0.1
1421;29-30 Transportmiddelenindustrie;1998;1536.0;1230.0;306.0;1515.0;8.7;1.3;8.4;36.0;28.9;35.5;20.1;16.1;19.8;4.4;-2.7;4.2;3.8;-3.3;3.6;43.0;77.0;;;;4.1;4.7;44.0;39.0;5.0;;;;;;;4.3
1422;29-30 Transportmiddelenindustrie;1999;1646.0;1299.0;347.0;1627.0;7.1;5.6;7.3;37.9;29.9;37.5;21.0;16.6;20.8;5.2;3.7;5.5;5.0;3.5;5.2;43.0;78.0;;;;1.8;2.0;45.0;40.0;5.0;;;;;;;2.3
1423;29-30 Transportmiddelenindustrie;2000;1721.0;1339.0;382.0;1702.0;4.7;3.2;4.7;39.8;31.0;39.4;22.3;17.3;22.0;4.9;3.5;5.0;5.9;4.4;5.9;43.0;77.0;;;;-0.3;-1.1;46.0;41.0;5.0;;;;;;;1.1
1424;29-30 Transportmiddelenindustrie;2001;1758.0;1396.0;362.0;1736.0;2.2;4.2;2.0;41.0;32.6;40.5;22.9;18.2;22.7;3.1;5.1;2.9;3.0;5.1;2.9;43.0;77.0;;;;-0.9;-0.8;45.0;40.0;5.0;;;;;;;-1.1
1425;29-30 Transportmiddelenindustrie;2002;1775.0;1405.0;370.0;1750.0;0.9;0.6;0.8;42.5;33.6;41.9;23.9;18.9;23.6;3.6;3.3;3.4;4.3;4.0;4.1;42.0;74.0;;;;-2.6;-3.2;44.0;39.0;5.0;;;;;;;-2.6
1426;29-30 Transportmiddelenindustrie;2003;1775.0;1409.0;366.0;1757.0;0.1;0.4;0.5;44.1;35.0;43.7;24.9;19.7;24.6;3.8;4.1;4.2;3.9;4.2;4.3;40.0;71.0;;;;-3.6;-3.7;42.0;38.0;4.0;;;;;;;-3.2
1427;29-30 Transportmiddelenindustrie;2004;1738.0;1383.0;355.0;1717.0;-2.1;-1.9;-2.3;45.8;36.5;45.3;25.6;20.4;25.3;3.8;4.1;3.6;3.0;3.2;2.7;38.0;68.0;;;;-5.7;-5.0;40.0;36.0;4.0;;;;;;;-5.5
1428;29-30 Transportmiddelenindustrie;2005;1669.0;1342.0;327.0;1650.0;-3.9;-3.0;-3.8;46.3;37.2;45.7;26.1;21.0;25.8;1.0;2.0;1.1;2.0;3.0;2.1;36.0;64.0;;;;-4.9;-5.8;38.0;34.0;4.0;;;;;;;-5.1
