ID;GeslachtVanBetrokkenPartners;Perioden;Totaal_1;Huwelijkssluitingen_2;SluitingenVanGeregistreerdePartner_3;Totaal_4;ScheidingNaHuwelijk_5;ScheidingNaGeregistreerdPartnerschap_6;OverlijdenNaHuwelijk_7;OverlijdenNaGeregistreerdPartnerschap_8
428;Man - vrouw;2012 september;9441;8855;586;7092;2576;124;4368;24
429;Man - vrouw;2012 oktober;5801;4919;882;7595;2798;129;4632;36
430;Man - vrouw;2012 november;4316;3521;795;7818;2938;104;4748;28
431;Man - vrouw;2012 december;6113;5285;828;7728;2531;107;5048;42
432;Man - vrouw;2012;77819;69030;8789;91187;32939;1290;56574;384
433;Man - vrouw;2013 januari;3245;2480;765;8270;2852;138;5237;43
434;Man - vrouw;2013 februari;3256;2535;721;7824;2826;94;4864;40
435;Man - vrouw;2013 maart;4217;3535;682;8408;2896;93;5384;35
436;Man - vrouw;2013 april;5366;4672;694;7598;2538;111;4903;46
437;Man - vrouw;2013 mei;8880;8184;696;7483;2682;115;4645;41
438;Man - vrouw;2013 juni;9457;8724;733;6934;2459;108;4333;34
439;Man - vrouw;2013 juli;6586;5802;784;7806;3080;162;4520;44
440;Man - vrouw;2013 augustus;8317;7618;699;7607;3036;137;4399;35
441;Man - vrouw;2013 september;9328;8498;830;7080;2682;113;4255;30
442;Man - vrouw;2013 oktober;5229;4417;812;7864;2972;117;4736;39
443;Man - vrouw;2013 november;3766;2998;768;7285;2519;110;4627;29
444;Man - vrouw;2013 december;4718;3864;854;7629;2728;117;4751;33
445;Man - vrouw;2013;72365;63327;9038;91788;33270;1415;56654;449
446;Man - vrouw;2014 januari;3070;2385;685;8096;3067;121;4870;38
447;Man - vrouw;2014 februari;3668;2970;698;7350;2742;122;4449;37
448;Man - vrouw;2014 maart;3706;2952;754;7987;3042;132;4772;41
449;Man - vrouw;2014 april;5779;5043;736;7609;2876;146;4552;35
450;Man - vrouw;2014 mei;8721;8070;651;7429;2634;109;4648;38
451;Man - vrouw;2014 juni;9250;8506;744;7329;2938;147;4198;46
452;Man - vrouw;2014 juli;7598;6752;846;8083;3169;156;4711;47
453;Man - vrouw;2014 augustus;8716;7886;830;7546;2823;151;4527;45
454;Man - vrouw;2014 september;9198;8250;948;7599;2962;133;4472;32
455;Man - vrouw;2014 oktober;5760;4759;1001;7907;3019;151;4698;39
456;Man - vrouw;2014 november;3966;3018;948;7609;2719;161;4697;32
457;Man - vrouw;2014 december;4604;3483;1121;8519;3045;141;5284;49
458;Man - vrouw;2014;74036;64074;9962;93063;35036;1670;55878;479
459;Man - vrouw;2015 januari;3135;2303;832;8624;2793;118;5659;54
460;Man - vrouw;2015 februari;3358;2518;840;7918;2767;121;4986;44
461;Man - vrouw;2015 maart;4191;3160;1031;8604;3119;184;5258;43
462;Man - vrouw;2015 april;4866;4020;846;7767;2823;141;4759;44
463;Man - vrouw;2015 mei;9930;9123;807;7305;2424;120;4730;31
464;Man - vrouw;2015 juni;9621;8451;1170;7705;2958;158;4554;35
465;Man - vrouw;2015 juli;7531;6450;1081;8183;3298;188;4660;37
466;Man - vrouw;2015 augustus;8352;7290;1062;7564;2863;123;4533;45
467;Man - vrouw;2015 september;9665;8609;1056;7456;2724;144;4545;43
468;Man - vrouw;2015 oktober;5960;4866;1094;7725;2691;141;4858;35
469;Man - vrouw;2015 november;4155;2946;1209;7553;2639;134;4742;38
470;Man - vrouw;2015 december;4479;3176;1303;7873;2743;195;4901;34
471;Man - vrouw;2015;75243;62912;12331;94277;33842;1767;58185;483
472;Man - vrouw;2016 januari;3332;2306;1026;8537;2907;140;5450;40
473;Man - vrouw;2016 februari;3967;2785;1182;8027;2768;135;5071;53
474;Man - vrouw;2016 maart;4105;2990;1115;8414;2911;146;5305;52
475;Man - vrouw;2016 april;6145;4971;1174;7720;2759;148;4770;43
476;Man - vrouw;2016 mei;8115;6848;1267;7690;2707;137;4800;46
477;Man - vrouw;2016 juni;10842;9583;1259;7564;2894;145;4472;53
478;Man - vrouw;2016 juli;8676;7395;1281;7642;2770;173;4656;43
479;Man - vrouw;2016 augustus;8488;7077;1411;7523;2745;149;4591;38
480;Man - vrouw;2016 september;10286;9068;1218;7445;2685;144;4563;53
481;Man - vrouw;2016 oktober;6094;4642;1452;7371;2336;138;4853;44
482;Man - vrouw;2016 november;4405;3013;1392;7778;2710;166;4851;51
483;Man - vrouw;2016 december;4448;3135;1313;8295;2771;185;5279;60
484;Man - vrouw;2016;78903;63813;15090;94006;32963;1806;58661;576
485;Man - vrouw;2017 januari;4078;2670;1408;9019;2945;148;5879;47
486;Man - vrouw;2017 februari;3990;2671;1319;8132;2677;169;5235;51
487;Man - vrouw;2017 maart;4604;3190;1414;8286;3002;185;5059;40
488;Man - vrouw;2017 april;5433;4204;1229;7143;2295;146;4660;42
489;Man - vrouw;2017 mei;8279;6745;1534;7682;2728;181;4733;40
490;Man - vrouw;2017 juni;9190;7961;1229;7533;2793;184;4518;38
491;Man - vrouw;2017 juli;10181;8704;1477;7714;2868;168;4629;49
492;Man - vrouw;2017 augustus;8075;6539;1536;7678;2875;193;4562;48
493;Man - vrouw;2017 september;10937;9603;1334;7201;2340;167;4641;53
494;Man - vrouw;2017 oktober;6243;4592;1651;7606;2606;174;4774;52
495;Man - vrouw;2017 november;4496;3001;1495;7917;2828;198;4843;48
496;Man - vrouw;2017 december;4715;3147;1568;7875;2385;166;5268;56
497;Man - vrouw;2017;80221;63027;17194;93786;32342;2079;58801;564
498;Man - vrouw;2018 januari;4326;2697;1629;8698;2860;154;5610;74
499;Man - vrouw;2018 februari;4129;2651;1478;8233;2571;161;5445;56
500;Man - vrouw;2018 maart;4522;3027;1495;9143;2716;197;6170;60
501;Man - vrouw;2018 april;5903;4354;1549;7633;2522;198;4855;58
502;Man - vrouw;2018 mei;8290;6753;1537;7614;2658;189;4712;55
503;Man - vrouw;2018 juni;10416;8822;1594;7100;2409;198;4448;45
504;Man - vrouw;2018 juli;8243;6479;1764;7618;2627;216;4719;56
505;Man - vrouw;2018 augustus;10434;8853;1581;7412;2465;185;4703;59
506;Man - vrouw;2018 september;9982;8491;1491;7082;2306;150;4585;41
507;Man - vrouw;2018 oktober;6683;4761;1922;7630;2409;210;4953;58
508;Man - vrouw;2018 november;4570;2948;1622;7704;2592;198;4858;56
509;Man - vrouw;2018 december;4496;2977;1519;7596;2199;210;5134;53
510;Man - vrouw;2018;81994;62813;19181;93463;30334;2266;60192;671
511;Man - vrouw;2019 januari;4385;2715;1670;8518;2798;209;5453;58
512;Man - vrouw;2019 februari;4365;2729;1636;7632;2414;196;4977;45
513;Man - vrouw;2019 maart;4725;3146;1579;8343;2581;211;5492;59
514;Man - vrouw;2019 april;6184;4334;1850;7699;2515;204;4912;68
515;Man - vrouw;2019 mei;9268;7466;1802;7705;2609;211;4830;55
516;Man - vrouw;2019 juni;9736;8178;1558;7238;2282;242;4655;59
517;Man - vrouw;2019 juli;8592;6601;1991;7907;2754;237;4858;58
518;Man - vrouw;2019 augustus;8801;7059;1742;7345;2369;193;4730;53
519;Man - vrouw;2019 september;10534;8795;1739;6896;2106;197;4560;33
520;Man - vrouw;2019 oktober;6717;4747;1970;7854;2462;253;5082;57
521;Man - vrouw;2019 november;4873;3100;1773;7767;2366;183;5157;61
522;Man - vrouw;2019 december;5142;3276;1866;7985;2348;237;5336;64
523;Man - vrouw;2019;83322;62146;21176;92889;29604;2573;60042;670
524;Man - vrouw;2020 januari;4356;2687;1669;8445;2650;215;5515;65
525;Man - vrouw;2020 februari;5444;3685;1759;7541;2349;197;4924;71
526;Man - vrouw;2020 maart;4621;2717;1904;9206;2372;244;6519;71
527;Man - vrouw;2020 april;3627;2244;1383;9688;2091;217;7299;81
528;Man - vrouw;2020 mei;4399;2875;1524;7636;2310;237;5027;62
529;Man - vrouw;2020 juni;6468;4421;2047;7543;2611;249;4613;70
530;Man - vrouw;2020 juli;7625;5390;2235;7682;2739;278;4598;67
531;Man - vrouw;2020 augustus;8764;6523;2241;7473;2351;209;4845;68
532;Man - vrouw;2020 september;9446;7332;2114;7189;2223;212;4686;68
533;Man - vrouw;2020 oktober;7117;5024;2093;8234;2113;201;5840;80
534;Man - vrouw;2020 november;5134;2976;2158;8502;2269;193;5981;59
535;Man - vrouw;2020 december;5484;3245;2239;9311;2408;234;6590;79
536;Man - vrouw;2020;72485;49119;23366;98450;28486;2686;66437;841
537;Man - vrouw;2021 januari;4254;2306;1948;9365;2380;223;6672;90
538;Man - vrouw;2021 februari;4659;2712;1947;7943;2217;206;5451;69
539;Man - vrouw;2021 maart;5444;3104;2340;8453;2605;247;5526;75
540;Man - vrouw;2021 april;5028;3150;1878;7985;2166;224;5521;74
541;Man - vrouw;2021 mei;7002;4875;2127;7579;2030;196;5292;61
542;Man - vrouw;2021 juni;8442;6090;2352;7299;2197;191;4834;77
543;Man - vrouw;2021 juli;8727;6474;2253;7476;2243;229;4920;84
544;Man - vrouw;2021 augustus;9311;7115;2196;7358;1988;218;5062;90
545;Man - vrouw;2021 september;10125;8041;2084;7180;1939;184;4983;74
546;Man - vrouw;2021 oktober;6743;4699;2044;7734;1839;173;5648;74
547;Man - vrouw;2021 november;5575;3420;2155;8759;1898;215;6575;71
548;Man - vrouw;2021 december;5238;3241;1997;9368;2063;243;6966;96
549;Man - vrouw;2021;80548;55227;25321;96499;25565;2549;67450;935
550;Man - vrouw;2022 januari;4036;2253;1783;7829;2022;181;5547;79
551;Man - vrouw;2022 februari;6117;4156;1961;7378;1895;251;5157;75
552;Man - vrouw;2022 maart;5518;3488;2030;8401;2204;256;5859;82
553;Man - vrouw;2022 april;6767;4936;1831;7613;1859;216;5480;58
554;Man - vrouw;2022 mei;10298;8196;2102;7515;1964;271;5221;59
555;Man - vrouw;2022 juni;11213;9301;1912;7217;1821;230;5083;83
556;Man - vrouw;2022 juli;10245;8289;1956;7460;1973;226;5188;73
557;Man - vrouw;2022 augustus;9657;7594;2063;7393;1973;251;5078;91
558;Man - vrouw;2022 september;10906;8997;1909;7091;1764;231;4995;101
559;Man - vrouw;2022 oktober;6689;4694;1995;7679;1713;262;5614;90
560;Man - vrouw;2022 november;5676;3666;2010;7863;2096;313;5384;70
561;Man - vrouw;2022 december;5096;3324;1772;8860;1939;291;6531;99
562;Man - vrouw;2022;92218;68894;23324;92299;23223;2979;65137;960
563;Man - vrouw;2023 januari;4864;2997;1867;8725;2212;258;6153;102
564;Man - vrouw;2023 februari;4740;2989;1751;7348;1828;236;5200;84
565;Man - vrouw;2023 maart;5899;3996;1903;8563;2242;293;5917;111
566;Man - vrouw;2023 april;5772;4113;1659;7189;1704;233;5174;78
567;Man - vrouw;2023 mei;9491;7595;1896;7460;1988;304;5082;86
568;Man - vrouw;2023 juni;11839;9973;1866;7459;2077;271;5047;64
569;Man - vrouw;2023 juli;9176;7268;1908;7299;2104;282;4825;88
570;Man - vrouw;2023 augustus;8793;6903;1890;7402;2055;327;4925;95
571;Man - vrouw;2023 september;10798;8978;1820;7115;1813;245;4973;84
572;Man - vrouw;2023 oktober;7055;4968;2087;7756;1915;286;5468;87
573;Man - vrouw;2023 november;5197;3308;1889;7977;2062;297;5525;93
574;Man - vrouw;2023 december;4926;3245;1681;8455;1897;323;6144;91
575;Man - vrouw;2023;88550;66333;22217;92748;23897;3355;64433;1063
576;Man - vrouw;2024 januari;4681;2808;1873;9036;2245;358;6341;92
577;Man - vrouw;2024 februari;4861;3023;1838;8257;2050;337;5775;95
578;Man - vrouw;2024 maart;4992;3171;1821;8269;2005;326;5836;102
579;Man - vrouw;2024 april;7397;5350;2047;7875;1918;306;5550;101
580;Man - vrouw;2024 mei;9624;7820;1804;7581;1867;330;5281;103
581;Man - vrouw;2024 juni;10703;8949;1754;7438;2029;287;5033;89
582;Man - vrouw;2024 juli;9160;6869;2291;7689;2193;344;5060;92
583;Man - vrouw;2024 augustus;9500;7550;1950;7617;2042;324;5150;101
584;Man - vrouw;2024 september;10298;8372;1926;7393;1836;282;5171;104
585;Man - vrouw;2024 oktober;7243;5002;2241;8050;2078;303;5562;107
586;Man - vrouw;2024 november;5535;3469;2066;7849;1965;346;5436;102
587;Man - vrouw;2024 december;6016;3759;2257;8107;2005;309;5701;92
588;Man - vrouw;2024;90010;66142;23868;95161;24233;3852;65896;1180
589;Man - vrouw;2025 januari;5001;3038;1963;9008;2139;361;6399;109
590;Man - vrouw;2025 februari;5283;3286;1997;8451;2122;305;5922;102
591;Vrouw - vrouw;2010 januari;31;20;11;29;17;6;4;2
592;Vrouw - vrouw;2010 februari;40;27;13;15;9;1;4;1
593;Vrouw - vrouw;2010 maart;58;38;20;23;15;7;0;1
594;Vrouw - vrouw;2010 april;81;54;27;23;14;1;3;5
595;Vrouw - vrouw;2010 mei;92;77;15;24;14;2;5;3
596;Vrouw - vrouw;2010 juni;125;93;32;30;23;3;0;4
597;Vrouw - vrouw;2010 juli;92;67;25;31;20;8;2;1
598;Vrouw - vrouw;2010 augustus;85;65;20;28;8;13;5;2
599;Vrouw - vrouw;2010 september;127;104;23;29;16;8;4;1
600;Vrouw - vrouw;2010 oktober;107;79;28;30;16;3;6;5
601;Vrouw - vrouw;2010 november;58;36;22;21;11;7;1;2
602;Vrouw - vrouw;2010 december;51;34;17;34;16;11;5;2
603;Vrouw - vrouw;2010;947;694;253;317;179;70;39;29
604;Vrouw - vrouw;2011 januari;41;29;12;31;21;5;1;4
605;Vrouw - vrouw;2011 februari;46;24;22;34;21;8;2;3
606;Vrouw - vrouw;2011 maart;69;42;27;31;20;6;1;4
607;Vrouw - vrouw;2011 april;68;50;18;27;13;6;6;2
608;Vrouw - vrouw;2011 mei;93;70;23;32;14;9;5;4
609;Vrouw - vrouw;2011 juni;115;99;16;25;9;6;5;5
610;Vrouw - vrouw;2011 juli;102;81;21;30;16;9;2;3
611;Vrouw - vrouw;2011 augustus;107;83;24;35;26;8;0;1
612;Vrouw - vrouw;2011 september;138;118;20;32;17;6;4;5
613;Vrouw - vrouw;2011 oktober;76;56;20;27;17;5;1;4
614;Vrouw - vrouw;2011 november;79;57;22;40;22;9;6;3
615;Vrouw - vrouw;2011 december;66;45;21;32;19;5;4;4
616;Vrouw - vrouw;2011;1000;754;246;376;215;82;37;42
617;Vrouw - vrouw;2012 januari;40;20;20;39;20;8;4;7
618;Vrouw - vrouw;2012 februari;42;28;14;35;20;9;5;1
619;Vrouw - vrouw;2012 maart;41;28;13;22;7;10;2;3
620;Vrouw - vrouw;2012 april;66;49;17;23;13;6;1;3
621;Vrouw - vrouw;2012 mei;135;104;31;29;16;9;3;1
622;Vrouw - vrouw;2012 juni;138;124;14;41;23;12;4;2
623;Vrouw - vrouw;2012 juli;89;68;21;31;22;7;1;1
624;Vrouw - vrouw;2012 augustus;96;79;17;29;18;6;2;3
625;Vrouw - vrouw;2012 september;105;93;12;37;23;7;4;3
626;Vrouw - vrouw;2012 oktober;68;45;23;33;21;6;4;2
627;Vrouw - vrouw;2012 november;49;32;17;33;22;4;5;2
628;Vrouw - vrouw;2012 december;90;71;19;35;18;11;4;2
629;Vrouw - vrouw;2012;959;741;218;387;223;95;39;30
630;Vrouw - vrouw;2013 januari;33;20;13;37;14;13;6;4
631;Vrouw - vrouw;2013 februari;45;28;17;30;15;6;4;5
632;Vrouw - vrouw;2013 maart;45;31;14;42;21;10;3;8
633;Vrouw - vrouw;2013 april;78;54;24;39;24;12;2;1
634;Vrouw - vrouw;2013 mei;104;93;11;41;30;5;4;2
635;Vrouw - vrouw;2013 juni;115;95;20;36;16;6;8;6
636;Vrouw - vrouw;2013 juli;82;64;18;41;21;9;6;5
637;Vrouw - vrouw;2013 augustus;117;98;19;30;20;7;1;2
638;Vrouw - vrouw;2013 september;100;86;14;40;25;5;5;5
639;Vrouw - vrouw;2013 oktober;55;35;20;38;23;8;5;2
640;Vrouw - vrouw;2013 november;46;30;16;36;20;10;5;1
641;Vrouw - vrouw;2013 december;79;66;13;28;15;5;2;6
642;Vrouw - vrouw;2013;899;700;199;438;244;96;51;47
643;Vrouw - vrouw;2014 januari;44;28;16;39;26;3;4;6
644;Vrouw - vrouw;2014 februari;43;26;17;27;12;8;2;5
645;Vrouw - vrouw;2014 maart;60;34;26;27;12;9;1;5
646;Vrouw - vrouw;2014 april;84;71;13;31;22;2;4;3
647;Vrouw - vrouw;2014 mei;112;100;12;28;21;3;2;2
648;Vrouw - vrouw;2014 juni;125;104;21;40;22;11;5;2
649;Vrouw - vrouw;2014 juli;81;68;13;28;17;6;2;3
650;Vrouw - vrouw;2014 augustus;94;81;13;39;22;11;2;4
651;Vrouw - vrouw;2014 september;118;97;21;45;30;10;2;3
652;Vrouw - vrouw;2014 oktober;73;55;18;30;14;9;4;3
653;Vrouw - vrouw;2014 november;37;25;12;31;18;9;3;1
654;Vrouw - vrouw;2014 december;56;38;18;44;24;9;8;3
655;Vrouw - vrouw;2014;927;727;200;409;240;90;39;40
656;Vrouw - vrouw;2015 januari;38;24;14;36;17;12;2;5
657;Vrouw - vrouw;2015 februari;43;27;16;30;18;5;6;1
658;Vrouw - vrouw;2015 maart;70;49;21;24;16;5;1;2
659;Vrouw - vrouw;2015 april;64;45;19;31;15;9;4;3
660;Vrouw - vrouw;2015 mei;126;107;19;41;24;10;2;5
661;Vrouw - vrouw;2015 juni;130;110;20;39;27;4;4;4
662;Vrouw - vrouw;2015 juli;92;67;25;41;31;5;2;3
663;Vrouw - vrouw;2015 augustus;106;84;22;45;25;12;5;3
664;Vrouw - vrouw;2015 september;130;99;31;35;16;8;5;6
665;Vrouw - vrouw;2015 oktober;87;68;19;39;18;10;6;5
666;Vrouw - vrouw;2015 november;44;35;9;39;24;8;6;1
667;Vrouw - vrouw;2015 december;58;34;24;49;22;12;6;9
668;Vrouw - vrouw;2015;988;749;239;449;253;100;49;47
669;Vrouw - vrouw;2016 januari;50;27;23;42;22;9;8;3
670;Vrouw - vrouw;2016 februari;58;29;29;35;17;7;4;7
671;Vrouw - vrouw;2016 maart;61;38;23;38;27;7;3;1
672;Vrouw - vrouw;2016 april;74;58;16;44;31;8;4;1
673;Vrouw - vrouw;2016 mei;90;70;20;41;24;9;6;2
674;Vrouw - vrouw;2016 juni;174;142;32;41;20;10;10;1
675;Vrouw - vrouw;2016 juli;129;91;38;44;29;6;5;4
676;Vrouw - vrouw;2016 augustus;115;81;34;47;30;9;3;5
677;Vrouw - vrouw;2016 september;144;120;24;39;25;5;2;7
678;Vrouw - vrouw;2016 oktober;74;51;23;40;25;6;6;3
679;Vrouw - vrouw;2016 november;57;28;29;37;23;6;5;3
680;Vrouw - vrouw;2016 december;75;36;39;34;18;7;5;4
681;Vrouw - vrouw;2016;1101;771;330;482;291;89;61;41
682;Vrouw - vrouw;2017 januari;57;30;27;45;24;8;9;4
683;Vrouw - vrouw;2017 februari;49;19;30;41;26;7;3;5
684;Vrouw - vrouw;2017 maart;62;31;31;46;27;11;5;3
685;Vrouw - vrouw;2017 april;75;52;23;34;19;9;3;3
686;Vrouw - vrouw;2017 mei;114;85;29;39;22;8;4;5
687;Vrouw - vrouw;2017 juni;139;107;32;44;22;13;6;3
688;Vrouw - vrouw;2017 juli;132;113;19;37;17;9;8;3
689;Vrouw - vrouw;2017 augustus;101;75;26;50;31;9;7;3
690;Vrouw - vrouw;2017 september;150;121;29;42;19;15;6;2
691;Vrouw - vrouw;2017 oktober;88;45;43;37;25;7;3;2
692;Vrouw - vrouw;2017 november;71;37;34;48;22;11;8;7
693;Vrouw - vrouw;2017 december;73;40;33;32;13;8;7;4
694;Vrouw - vrouw;2017;1111;755;356;495;267;115;69;44
695;Vrouw - vrouw;2018 januari;48;25;23;49;23;12;7;7
696;Vrouw - vrouw;2018 februari;52;21;31;42;28;9;3;2
697;Vrouw - vrouw;2018 maart;70;41;29;48;27;11;7;3
698;Vrouw - vrouw;2018 april;88;59;29;41;28;6;5;2
699;Vrouw - vrouw;2018 mei;133;103;30;40;25;9;4;2
700;Vrouw - vrouw;2018 juni;132;113;19;42;22;7;7;6
701;Vrouw - vrouw;2018 juli;87;65;22;34;19;8;3;4
702;Vrouw - vrouw;2018 augustus;176;151;25;36;18;8;6;4
703;Vrouw - vrouw;2018 september;140;107;33;35;21;10;2;2
704;Vrouw - vrouw;2018 oktober;100;62;38;49;25;10;7;7
705;Vrouw - vrouw;2018 november;66;35;31;46;30;8;4;4
706;Vrouw - vrouw;2018 december;66;38;28;43;20;12;7;4
707;Vrouw - vrouw;2018;1158;820;338;505;286;110;62;47
708;Vrouw - vrouw;2019 januari;54;29;25;59;36;12;6;5
709;Vrouw - vrouw;2019 februari;51;27;24;48;21;11;10;6
710;Vrouw - vrouw;2019 maart;75;36;39;34;20;5;6;3
711;Vrouw - vrouw;2019 april;67;41;26;43;19;14;4;6
712;Vrouw - vrouw;2019 mei;127;88;39;43;34;4;2;3
713;Vrouw - vrouw;2019 juni;138;103;35;43;25;9;6;3
714;Vrouw - vrouw;2019 juli;109;76;33;40;23;5;7;5
715;Vrouw - vrouw;2019 augustus;125;94;31;38;26;6;3;3
716;Vrouw - vrouw;2019 september;149;121;28;39;23;8;5;3
717;Vrouw - vrouw;2019 oktober;84;55;29;41;27;9;1;4
718;Vrouw - vrouw;2019 november;63;30;33;39;20;10;6;3
719;Vrouw - vrouw;2019 december;63;44;19;52;29;10;7;6
720;Vrouw - vrouw;2019;1105;744;361;519;303;103;63;50
721;Vrouw - vrouw;2020 januari;68;39;29;50;28;10;8;4
722;Vrouw - vrouw;2020 februari;79;48;31;40;24;6;7;3
723;Vrouw - vrouw;2020 maart;61;33;28;45;26;4;8;7
724;Vrouw - vrouw;2020 april;54;31;23;45;31;2;6;6
725;Vrouw - vrouw;2020 mei;92;53;39;39;30;5;2;2
726;Vrouw - vrouw;2020 juni;111;74;37;54;31;13;6;4
727;Vrouw - vrouw;2020 juli;108;64;44;50;31;8;8;3
728;Vrouw - vrouw;2020 augustus;113;76;37;46;23;10;7;6
729;Vrouw - vrouw;2020 september;127;90;37;44;28;3;5;8
730;Vrouw - vrouw;2020 oktober;100;73;27;45;22;12;6;5
731;Vrouw - vrouw;2020 november;79;36;43;48;27;6;6;9
732;Vrouw - vrouw;2020 december;97;49;48;43;27;9;4;3
733;Vrouw - vrouw;2020;1089;666;423;549;328;88;73;60
734;Vrouw - vrouw;2021 januari;47;26;21;45;33;7;3;2
735;Vrouw - vrouw;2021 februari;70;32;38;37;21;9;4;3
736;Vrouw - vrouw;2021 maart;80;33;47;50;30;7;11;2
737;Vrouw - vrouw;2021 april;79;40;39;28;11;6;6;5
738;Vrouw - vrouw;2021 mei;96;62;34;47;34;6;6;1
739;Vrouw - vrouw;2021 juni;92;47;45;36;21;6;6;3
740;Vrouw - vrouw;2021 juli;121;85;36;45;27;9;5;4
741;Vrouw - vrouw;2021 augustus;159;104;55;39;22;6;7;4
742;Vrouw - vrouw;2021 september;131;95;36;33;17;5;7;4
743;Vrouw - vrouw;2021 oktober;97;60;37;32;16;6;5;5
744;Vrouw - vrouw;2021 november;68;39;29;49;21;8;10;10
745;Vrouw - vrouw;2021 december;90;42;48;47;23;8;13;3
746;Vrouw - vrouw;2021;1130;665;465;488;276;83;83;46
747;Vrouw - vrouw;2022 januari;52;27;25;42;19;8;9;6
748;Vrouw - vrouw;2022 februari;80;43;37;39;22;8;3;6
749;Vrouw - vrouw;2022 maart;72;29;43;40;22;9;8;1
750;Vrouw - vrouw;2022 april;124;93;31;32;12;5;7;8
751;Vrouw - vrouw;2022 mei;153;105;48;57;30;12;7;8
752;Vrouw - vrouw;2022 juni;188;151;37;44;19;8;10;7
753;Vrouw - vrouw;2022 juli;153;112;41;56;33;12;4;7
754;Vrouw - vrouw;2022 augustus;147;109;38;45;22;11;4;8
755;Vrouw - vrouw;2022 september;176;144;32;37;17;5;8;7
756;Vrouw - vrouw;2022 oktober;87;59;28;37;21;8;7;1
757;Vrouw - vrouw;2022 november;76;40;36;51;25;6;10;10
758;Vrouw - vrouw;2022 december;65;37;28;43;20;8;8;7
759;Vrouw - vrouw;2022;1373;949;424;523;262;100;85;76
760;Vrouw - vrouw;2023 januari;64;33;31;44;19;12;9;4
761;Vrouw - vrouw;2023 februari;64;33;31;37;17;11;6;3
762;Vrouw - vrouw;2023 maart;90;54;36;56;27;9;9;11
763;Vrouw - vrouw;2023 april;87;53;34;45;21;12;9;3
764;Vrouw - vrouw;2023 mei;145;95;50;53;27;14;7;5
765;Vrouw - vrouw;2023 juni;165;130;35;49;22;17;5;5
766;Vrouw - vrouw;2023 juli;116;87;29;44;30;6;4;4
767;Vrouw - vrouw;2023 augustus;151;102;49;54;32;10;11;1
768;Vrouw - vrouw;2023 september;140;107;33;44;23;9;10;2
769;Vrouw - vrouw;2023 oktober;90;59;31;53;21;14;9;9
770;Vrouw - vrouw;2023 november;71;35;36;53;27;10;9;7
771;Vrouw - vrouw;2023 december;67;39;28;46;28;5;3;10
772;Vrouw - vrouw;2023;1250;827;423;578;294;129;91;64
773;Vrouw - vrouw;2024 januari;86;39;47;59;32;13;11;3
774;Vrouw - vrouw;2024 februari;68;42;26;56;32;11;8;5
775;Vrouw - vrouw;2024 maart;84;46;38;50;27;10;9;4
776;Vrouw - vrouw;2024 april;117;79;38;52;26;7;15;4
777;Vrouw - vrouw;2024 mei;146;113;33;48;21;11;6;10
778;Vrouw - vrouw;2024 juni;201;162;39;42;19;10;8;5
779;Vrouw - vrouw;2024 juli;140;97;43;58;26;9;10;13
780;Vrouw - vrouw;2024 augustus;130;87;43;62;38;7;14;3
781;Vrouw - vrouw;2024 september;149;107;42;42;24;7;10;1
782;Vrouw - vrouw;2024 oktober;127;80;47;57;30;15;6;6
783;Vrouw - vrouw;2024 november;81;38;43;45;25;10;5;5
784;Vrouw - vrouw;2024 december;79;48;31;44;26;4;4;10
785;Vrouw - vrouw;2024;1408;938;470;615;326;114;106;69
786;Vrouw - vrouw;2025 januari;91;46;45;43;22;9;7;5
787;Vrouw - vrouw;2025 februari;73;43;30;54;25;12;8;9
