ID;WijkenEnBuurten;Gemeentenaam_1;SoortRegio_2;Codering_3;IndelingswijzigingWijkenEnBuurten_4;AantalInstallatiesBijWoningen_5;OpgesteldVermogenVanZonnepanelen_6
2417;Kern Heeswijk-Dinther;Bernheze                                ;Wijk      ;WK172102  ;1;415.0;1659.0
2418;St. Servatius - Schoonstr - Den Dolvert;Bernheze                                ;Buurt     ;BU17210201;1;38.0;204.0
2419;Hoofdstraat;Bernheze                                ;Buurt     ;BU17210202;1;24.0;121.0
2420;Heilige Stok - Kerkstraat;Bernheze                                ;Buurt     ;BU17210203;1;27.0;104.0
2421;De abdij;Bernheze                                ;Buurt     ;BU17210204;1;44.0;121.0
2422;Graaf Wernerstraat;Bernheze                                ;Buurt     ;BU17210205;1;26.0;93.0
2423;Oranjewijk;Bernheze                                ;Buurt     ;BU17210206;1;30.0;103.0
2424;Balledonk;Bernheze                                ;Buurt     ;BU17210207;1;19.0;87.0
2425;Hopveld - Muggenhoek;Bernheze                                ;Buurt     ;BU17210208;1;44.0;172.0
2426;Eikenhoek;Bernheze                                ;Buurt     ;BU17210209;1;32.0;162.0
2427;Heilaren;Bernheze                                ;Buurt     ;BU17210210;1;58.0;248.0
2428;Rodenburg;Bernheze                                ;Buurt     ;BU17210211;1;73.0;243.0
2429;Kern Nistelrode;Bernheze                                ;Wijk      ;WK172103  ;1;298.0;1299.0
2430;Laar;Bernheze                                ;Buurt     ;BU17210301;1;38.0;163.0
2431;De Hoef;Bernheze                                ;Buurt     ;BU17210302;1;19.0;77.0
2432;Kerkveld;Bernheze                                ;Buurt     ;BU17210303;1;26.0;117.0
2433;Donzel;Bernheze                                ;Buurt     ;BU17210304;1;33.0;181.0
2434;Maxend;Bernheze                                ;Buurt     ;BU17210305;1;39.0;134.0
2435;Weijen West;Bernheze                                ;Buurt     ;BU17210306;1;25.0;104.0
2436;Hoge Akkers;Bernheze                                ;Buurt     ;BU17210307;1;41.0;170.0
2437;Van 't Rijk;Bernheze                                ;Buurt     ;BU17210308;1;13.0;25.0
2438;Kleinwijk;Bernheze                                ;Buurt     ;BU17210309;1;32.0;159.0
2439;Zwarte Molen;Bernheze                                ;Buurt     ;BU17210310;1;32.0;170.0
2440;Buitengebied Heesch;Bernheze                                ;Wijk      ;WK172104  ;1;78.0;520.0
2441;De Bleeken - 't Grolder;Bernheze                                ;Buurt     ;BU17210401;1;9.0;86.0
2442;Zoggel - Berkt;Bernheze                                ;Buurt     ;BU17210402;1;39.0;233.0
2443;Hooge Wijst - De Vorssel;Bernheze                                ;Buurt     ;BU17210403;1;30.0;202.0
2444;Buitengebied Heeswijk-Dinther;Bernheze                                ;Wijk      ;WK172105  ;1;168.0;937.0
2445;Beugt;Bernheze                                ;Buurt     ;BU17210501;1;18.0;155.0
2446;Fokkershoek;Bernheze                                ;Buurt     ;BU17210502;1;16.0;78.0
2447;Heeswijkse Bosschen;Bernheze                                ;Buurt     ;BU17210503;1;20.0;113.0
2448;Hazelberg;Bernheze                                ;Buurt     ;BU17210504;1;20.0;132.0
2449;Heische Wal - DintherseHoek;Bernheze                                ;Buurt     ;BU17210505;1;21.0;136.0
2450;Loosbroek;Bernheze                                ;Buurt     ;BU17210506;1;73.0;323.0
2451;Buitengebied Nistelrode;Bernheze                                ;Wijk      ;WK172106  ;1;156.0;804.0
2452;Groote Heide;Bernheze                                ;Buurt     ;BU17210601;1;26.0;217.0
2453;Vorstenbosch;Bernheze                                ;Buurt     ;BU17210602;1;105.0;394.0
2454;Menzel;Bernheze                                ;Buurt     ;BU17210603;1;25.0;193.0
2455;Best;Best                                    ;Gemeente  ;GM0753    ;.;2444.0;9138.0
2456;Wijk 00 Best;Best                                    ;Wijk      ;WK075300  ;1;2444.0;9138.0
2457;Centrum;Best                                    ;Buurt     ;BU07530001;1;54.0;253.0
2458;Hoge Akker;Best                                    ;Buurt     ;BU07530002;1;73.0;225.0
2459;Speelheide;Best                                    ;Buurt     ;BU07530003;1;97.0;391.0
2460;De Leeuwerik;Best                                    ;Buurt     ;BU07530004;1;139.0;425.0
2461;Villawijk;Best                                    ;Buurt     ;BU07530005;1;;
2462;Batadorp;Best                                    ;Buurt     ;BU07530006;1;63.0;226.0
2463;Salderes;Best                                    ;Buurt     ;BU07530007;1;228.0;867.0
2464;Wilhelminadorp;Best                                    ;Buurt     ;BU07530008;1;218.0;855.0
2465;Naastenbest;Best                                    ;Buurt     ;BU07530009;1;444.0;1414.0
2466;'t Zand;Best                                    ;Buurt     ;BU07530010;1;;
2467;Breeven;Best                                    ;Buurt     ;BU07530011;1;;
2468;Heide;Best                                    ;Buurt     ;BU07530012;1;;
2469;Heuveleind;Best                                    ;Buurt     ;BU07530013;1;345.0;1255.0
2470;Heivelden;Best                                    ;Buurt     ;BU07530014;1;259.0;1075.0
2471;Buitengebied;Best                                    ;Buurt     ;BU07530015;1;170.0;801.0
2472;Dijkstraten;Best                                    ;Buurt     ;BU07530016;1;190.0;792.0
2473;Kantonnier;Best                                    ;Buurt     ;BU07530017;1;155.0;492.0
2474;Beuningen;Beuningen                               ;Gemeente  ;GM0209    ;.;1598.0;5941.0
2475;Beuningen;Beuningen                               ;Wijk      ;WK020901  ;1;1107.0;4021.0
2476;Beuningen-Buitengebied Noord;Beuningen                               ;Buurt     ;BU02090100;1;43.0;252.0
2477;Beuningen-Buitengebied Zuid;Beuningen                               ;Buurt     ;BU02090101;1;;
2478;Beuningen-Beuningse Plas Plas;Beuningen                               ;Buurt     ;BU02090110;1;;
2479;Beuningen-Centrum;Beuningen                               ;Buurt     ;BU02090111;1;19.0;64.0
2480;Beuningen-Centrum Oost;Beuningen                               ;Buurt     ;BU02090112;1;79.0;333.0
2481;Beuningen-De Haaghe;Beuningen                               ;Buurt     ;BU02090113;1;47.0;219.0
2482;Beuningen-De Notenhof;Beuningen                               ;Buurt     ;BU02090114;1;9.0;27.0
2483;Beuningen-Duivenkamp;Beuningen                               ;Buurt     ;BU02090121;1;46.0;155.0
2484;Beuningen-De Linde;Beuningen                               ;Buurt     ;BU02090122;1;;
2485;Beuningen-Hoeve-1;Beuningen                               ;Buurt     ;BU02090123;1;25.0;81.0
2486;Beuningen-Hoeve-2;Beuningen                               ;Buurt     ;BU02090124;1;29.0;102.0
2487;Beuningen-Hoeve-3;Beuningen                               ;Buurt     ;BU02090125;1;16.0;56.0
2488;Beuningen-De Hutgraaf;Beuningen                               ;Buurt     ;BU02090126;1;128.0;183.0
2489;Beuningen-Schoenaker;Beuningen                               ;Buurt     ;BU02090131;1;;
2490;Beuningen-Aalsterveld;Beuningen                               ;Buurt     ;BU02090141;1;15.0;46.0
2491;Beuningen-Olden Tempel;Beuningen                               ;Buurt     ;BU02090142;1;31.0;122.0
2492;Beuningen-Blanckenburgh;Beuningen                               ;Buurt     ;BU02090143;1;28.0;82.0
2493;Beuningen-Viermorgen;Beuningen                               ;Buurt     ;BU02090144;1;76.0;266.0
2494;Beuningen-Tinnegieter;Beuningen                               ;Buurt     ;BU02090145;1;79.0;268.0
2495;Beuningen-Den Balmerd;Beuningen                               ;Buurt     ;BU02090146;1;77.0;339.0
2496;Beuningen-Sportpark De Ooigraaf;Beuningen                               ;Buurt     ;BU02090147;1;;
2497;Beuningen-Heuve-1;Beuningen                               ;Buurt     ;BU02090151;1;45.0;197.0
2498;Beuningen-Heuve-2;Beuningen                               ;Buurt     ;BU02090152;1;34.0;123.0
2499;Beuningen-Heuve-3;Beuningen                               ;Buurt     ;BU02090153;1;50.0;177.0
2500;Beuningen-Heuve-4;Beuningen                               ;Buurt     ;BU02090154;1;41.0;181.0
2501;Beuningen-Beuningse Plas;Beuningen                               ;Buurt     ;BU02090161;1;182.0;705.0
2502;Ewijk;Beuningen                               ;Wijk      ;WK020902  ;1;232.0;919.0
2503;Ewijk-Buitengebied Noord-1;Beuningen                               ;Buurt     ;BU02090202;1;;
2504;Ewijk-Buitengebied Zuid-1;Beuningen                               ;Buurt     ;BU02090203;1;14.0;76.0
2505;Ewijk-Buitengebied Zuid-2;Beuningen                               ;Buurt     ;BU02090204;1;;
2506;Ewijk-Centrum;Beuningen                               ;Buurt     ;BU02090271;1;32.0;147.0
2507;Ewijk-Vording-2;Beuningen                               ;Buurt     ;BU02090272;1;38.0;129.0
2508;Ewijk-Vording-3;Beuningen                               ;Buurt     ;BU02090273;1;46.0;196.0
2509;Ewijk-Veluwstraat;Beuningen                               ;Buurt     ;BU02090274;1;11.0;40.0
2510;Ewijk-Keizershoeve;Beuningen                               ;Buurt     ;BU02090275;1;71.0;228.0
2511;Ewijk-Den Elt;Beuningen                               ;Buurt     ;BU02090276;1;12.0;58.0
2512;Weurt;Beuningen                               ;Wijk      ;WK020903  ;1;143.0;500.0
2513;Weurt-Buitengebied Noord;Beuningen                               ;Buurt     ;BU02090305;1;;
2514;Weurt-Buitengebied Zuid;Beuningen                               ;Buurt     ;BU02090306;1;5.0;18.0
2515;Weurt-Noord;Beuningen                               ;Buurt     ;BU02090381;1;35.0;119.0
2516;Weurt-Zuid;Beuningen                               ;Buurt     ;BU02090382;1;98.0;349.0
2517;Weurt-De Sluis;Beuningen                               ;Buurt     ;BU02090383;1;;
2518;Winssen;Beuningen                               ;Wijk      ;WK020904  ;1;116.0;501.0
2519;Winssen-Buitengebied Noord;Beuningen                               ;Buurt     ;BU02090407;1;21.0;114.0
2520;Winssen-Buitengebied Zuid-1;Beuningen                               ;Buurt     ;BU02090408;1;27.0;150.0
2521;Winssen-Buitengebied Zuid-2;Beuningen                               ;Buurt     ;BU02090409;1;;
2522;Winssen-Centrum;Beuningen                               ;Buurt     ;BU02090491;1;68.0;237.0
2523;Beverwijk;Beverwijk                               ;Gemeente  ;GM0375    ;.;2050.0;6279.0
2524;Centrum;Beverwijk                               ;Wijk      ;WK037500  ;1;149.0;429.0
2525;Wijkertoren;Beverwijk                               ;Buurt     ;BU03750000;1;20.0;52.0
2526;Meerplein;Beverwijk                               ;Buurt     ;BU03750001;1;21.0;71.0
2527;Koningstraat;Beverwijk                               ;Buurt     ;BU03750002;1;25.0;79.0
2528;Burgerhartstraat;Beverwijk                               ;Buurt     ;BU03750003;1;34.0;111.0
2529;Sint Aagtendorp;Beverwijk                               ;Buurt     ;BU03750004;1;13.0;19.0
2530;Reguliersstraat;Beverwijk                               ;Buurt     ;BU03750005;1;36.0;97.0
2531;Vondelkwartier;Beverwijk                               ;Wijk      ;WK037501  ;1;182.0;532.0
2532;Vondellaan;Beverwijk                               ;Buurt     ;BU03750100;1;69.0;228.0
2533;Ronde Boogaard;Beverwijk                               ;Buurt     ;BU03750101;1;113.0;304.0
2534;Westerhout;Beverwijk                               ;Buurt     ;BU03750102;1;;
2535;Oranjebuurt;Beverwijk                               ;Wijk      ;WK037502  ;1;87.0;274.0
2536;Oranjebuurt;Beverwijk                               ;Buurt     ;BU03750200;1;12.0;43.0
2537;Oud Sportpark;Beverwijk                               ;Buurt     ;BU03750201;1;15.0;44.0
2538;Beijnes;Beverwijk                               ;Buurt     ;BU03750202;1;60.0;187.0
2539;Kuenenkwartier;Beverwijk                               ;Wijk      ;WK037503  ;1;188.0;645.0
2540;Plantage;Beverwijk                               ;Buurt     ;BU03750300;1;80.0;269.0
2541;Oostertuinen;Beverwijk                               ;Buurt     ;BU03750301;1;57.0;215.0
2542;Kuenenplein;Beverwijk                               ;Buurt     ;BU03750302;1;22.0;77.0
2543;De Naald;Beverwijk                               ;Buurt     ;BU03750303;1;29.0;84.0
2544;Warande;Beverwijk                               ;Wijk      ;WK037504  ;1;89.0;322.0
2545;Warande;Beverwijk                               ;Buurt     ;BU03750400;1;42.0;162.0
2546;De Horn;Beverwijk                               ;Buurt     ;BU03750401;1;47.0;161.0
2547;Noordwestelijk tuinbouwgebied;Beverwijk                               ;Wijk      ;WK037505  ;1;290.0;820.0
2548;Westertuinen;Beverwijk                               ;Buurt     ;BU03750500;1;211.0;628.0
2549;Creutzberglaan;Beverwijk                               ;Buurt     ;BU03750501;1;46.0;138.0
2550;Binnenduin;Beverwijk                               ;Buurt     ;BU03750502;1;33.0;55.0
2551;Oosterwijk en Zwaansmeer;Beverwijk                               ;Wijk      ;WK037506  ;1;283.0;867.0
2552;Oosterwijk;Beverwijk                               ;Buurt     ;BU03750600;1;133.0;351.0
2553;Zwaansmeer;Beverwijk                               ;Buurt     ;BU03750601;1;150.0;516.0
2554;Meerestein;Beverwijk                               ;Wijk      ;WK037507  ;1;202.0;633.0
2555;Bleriotlaan;Beverwijk                               ;Buurt     ;BU03750700;1;52.0;143.0
2556;Fokkerlaan;Beverwijk                               ;Buurt     ;BU03750701;1;23.0;81.0
2557;Wijkerbaan;Beverwijk                               ;Buurt     ;BU03750702;1;94.0;313.0
2558;Overbos;Beverwijk                               ;Buurt     ;BU03750703;1;33.0;95.0
2559;Wijk aan Zee;Beverwijk                               ;Wijk      ;WK037508  ;1;143.0;417.0
2560;Wijk aan Zee;Beverwijk                               ;Buurt     ;BU03750800;1;143.0;417.0
2561;Industriegebied Hoogovens;Beverwijk                               ;Buurt     ;BU03750801;1;;
2562;de Pijp en Wijkerbroek;Beverwijk                               ;Wijk      ;WK037509  ;1;6.0;28.0
2563;De Pijp;Beverwijk                               ;Buurt     ;BU03750900;1;3.0;13.0
2564;Kagerweg;Beverwijk                               ;Buurt     ;BU03750901;1;;
2565;Wijkerbroek;Beverwijk                               ;Buurt     ;BU03750902;1;3.0;15.0
2566;Broekpolder;Beverwijk                               ;Wijk      ;WK037510  ;1;431.0;1312.0
2567;Lanen;Beverwijk                               ;Buurt     ;BU03751000;1;180.0;608.0
2568;De Ladder Noord;Beverwijk                               ;Buurt     ;BU03751001;1;95.0;254.0
2569;De Ladder Zuid;Beverwijk                               ;Buurt     ;BU03751002;1;38.0;72.0
2570;Waterwijk;Beverwijk                               ;Buurt     ;BU03751003;1;118.0;378.0
2571;De Bilt;De Bilt                                 ;Gemeente  ;GM0310    ;.;1600.0;5297.0
2572;Westbroek;De Bilt                                 ;Wijk      ;WK031001  ;1;61.0;328.0
2573;Westbroek Kern;De Bilt                                 ;Buurt     ;BU03100101;3;54.0;299.0
2574;Westbroek Buitengebied;De Bilt                                 ;Buurt     ;BU03100102;3;7.0;29.0
2575;Hollandsche Rading;De Bilt                                 ;Wijk      ;WK031002  ;1;70.0;241.0
2576;Hollandsche Rading Kern;De Bilt                                 ;Buurt     ;BU03100201;3;58.0;184.0
2577;Hollandsche Rading Buitengebied;De Bilt                                 ;Buurt     ;BU03100202;3;12.0;58.0
2578;Maartensdijk;De Bilt                                 ;Wijk      ;WK031003  ;1;223.0;721.0
2579;Maartensdijk Kern;De Bilt                                 ;Buurt     ;BU03100301;3;209.0;662.0
2580;Industrieweg-Tolakkerweg;De Bilt                                 ;Buurt     ;BU03100302;3;6.0;18.0
2581;Maartensdijk Buitengebied;De Bilt                                 ;Buurt     ;BU03100303;3;8.0;42.0
2582;Groenekan;De Bilt                                 ;Wijk      ;WK031004  ;1;105.0;416.0
2583;Groenekan Kern;De Bilt                                 ;Buurt     ;BU03100401;3;63.0;186.0
2584;Groenekan Buitengebied;De Bilt                                 ;Buurt     ;BU03100402;3;42.0;230.0
2585;De Leijen;De Bilt                                 ;Wijk      ;WK031005  ;1;218.0;585.0
2586;De Leijen;De Bilt                                 ;Buurt     ;BU03100505;1;218.0;585.0
2587;Bilthoven Noord;De Bilt                                 ;Wijk      ;WK031006  ;1;159.0;638.0
2588;Bilthoven Noord I;De Bilt                                 ;Buurt     ;BU03100601;3;86.0;357.0
2589;Bilthoven Noord II;De Bilt                                 ;Buurt     ;BU03100602;3;;
2590;Ridderoordsche Bossen;De Bilt                                 ;Buurt     ;BU03100603;3;;
2591;Bilthoven Zuid Oost;De Bilt                                 ;Wijk      ;WK031007  ;1;149.0;518.0
2592;Bilthoven Centrum;De Bilt                                 ;Buurt     ;BU03100701;3;117.0;412.0
2593;Overbosch;De Bilt                                 ;Buurt     ;BU03100702;3;32.0;106.0
2594;Noord Houdringe;De Bilt                                 ;Buurt     ;BU03100703;3;;
2595;Bilthoven Zuid West;De Bilt                                 ;Wijk      ;WK031008  ;1;241.0;678.0
2596;Tuindorp;De Bilt                                 ;Buurt     ;BU03100801;3;107.0;328.0
2597;Brandenburg;De Bilt                                 ;Buurt     ;BU03100802;3;134.0;350.0
2598;Larenstein;De Bilt                                 ;Buurt     ;BU03100803;3;;
2599;De Bilt West;De Bilt                                 ;Wijk      ;WK031009  ;1;230.0;669.0
2600;De Bilt West;De Bilt                                 ;Buurt     ;BU03100901;3;166.0;478.0
2601;Weltevreden;De Bilt                                 ;Buurt     ;BU03100902;3;;
2602;De Bilt Zuid;De Bilt                                 ;Buurt     ;BU03100903;3;;
2603;De Bilt Oost;De Bilt                                 ;Wijk      ;WK031010  ;1;144.0;501.0
2604;De Bilt Oost;De Bilt                                 ;Buurt     ;BU03101001;3;120.0;418.0
2605;Beerschoten-Oostbroek;De Bilt                                 ;Buurt     ;BU03101002;3;24.0;83.0
2606;Bladel;Bladel                                  ;Gemeente  ;GM1728    ;.;1190.0;5149.0
2607;Wijk 00 Bladel;Bladel                                  ;Wijk      ;WK172800  ;1;525.0;2286.0
2608;Bladel;Bladel                                  ;Buurt     ;BU17280000;1;501.0;2093.0
2609;Industrieterrein Bladel;Bladel                                  ;Buurt     ;BU17280001;1;3.0;37.0
2610;Verspreide huizen ten noorden van Bladel;Bladel                                  ;Buurt     ;BU17280008;1;13.0;100.0
2611;Verspreide huizen ten zuiden van Bladel;Bladel                                  ;Buurt     ;BU17280009;1;8.0;56.0
2612;Wijk 01 Netersel;Bladel                                  ;Wijk      ;WK172801  ;1;67.0;307.0
2613;Netersel;Bladel                                  ;Buurt     ;BU17280100;1;58.0;276.0
2614;Verspreide huizen Netersel;Bladel                                  ;Buurt     ;BU17280109;1;9.0;31.0
2615;Wijk 02 Hapert;Bladel                                  ;Wijk      ;WK172802  ;1;403.0;1549.0
2616;Hapert;Bladel                                  ;Buurt     ;BU17280200;1;375.0;1346.0
2617;Industrieterrein Hapert;Bladel                                  ;Buurt     ;BU17280201;1;;
2618;Dalem;Bladel                                  ;Buurt     ;BU17280202;1;;
2619;Verspreide huizen Hapert;Bladel                                  ;Buurt     ;BU17280209;1;18.0;150.0
2620;Wijk 03 Hoogeloon;Bladel                                  ;Wijk      ;WK172803  ;1;117.0;662.0
2621;Hoogeloon;Bladel                                  ;Buurt     ;BU17280300;1;95.0;513.0
2622;Hoogcasteren en omgeving;Bladel                                  ;Buurt     ;BU17280301;1;17.0;113.0
2623;Verspreide huizen Hoogeloon;Bladel                                  ;Buurt     ;BU17280309;1;5.0;37.0
2624;Wijk 04 Casteren;Bladel                                  ;Wijk      ;WK172804  ;1;78.0;346.0
2625;Casteren;Bladel                                  ;Buurt     ;BU17280400;1;;
2626;Verspreide huizen Casteren;Bladel                                  ;Buurt     ;BU17280409;1;;
2627;Blaricum;Blaricum                                ;Gemeente  ;GM0376    ;.;423.0;1533.0
2628;Blaricum;Blaricum                                ;Wijk      ;WK037601  ;1;423.0;1533.0
2629;Bijvanck;Blaricum                                ;Buurt     ;BU03760101;1;154.0;555.0
2630;Blaricum-Dorp;Blaricum                                ;Buurt     ;BU03760102;1;104.0;399.0
2631;Blaricummer Heide;Blaricum                                ;Buurt     ;BU03760103;1;;
2632;Blaricummermeent;Blaricum                                ;Buurt     ;BU03760104;1;159.0;550.0
2633;Crailo;Blaricum                                ;Buurt     ;BU03760105;1;6.0;29.0
2634;De Kampen;Blaricum                                ;Buurt     ;BU03760106;1;;
2635;Eemmeer-Blaricum;Blaricum                                ;Buurt     ;BU03760107;1;;
2636;Stichtsebrug;Blaricum                                ;Buurt     ;BU03760108;1;;
2637;Warandepark-De Eng;Blaricum                                ;Buurt     ;BU03760109;1;;
2638;Bloemendaal;Bloemendaal                             ;Gemeente  ;GM0377    ;.;794.0;2501.0
2639;Wijk 00 Bloemendaal;Bloemendaal                             ;Wijk      ;WK037700  ;1;160.0;509.0
2640;Bloemendaal;Bloemendaal                             ;Buurt     ;BU03770000;1;108.0;344.0
2641;Veen en Duin;Bloemendaal                             ;Buurt     ;BU03770001;1;11.0;27.0
2642;Wildhoef;Bloemendaal                             ;Buurt     ;BU03770002;1;;
2643;Duinlustpark;Bloemendaal                             ;Buurt     ;BU03770003;1;16.0;44.0
2644;Provinciaal Ziekenhuis;Bloemendaal                             ;Buurt     ;BU03770004;1;20.0;71.0
2645;De Rijp;Bloemendaal                             ;Buurt     ;BU03770005;1;;
2646;Verspreide huizen Bloemendaal;Bloemendaal                             ;Buurt     ;BU03770009;1;;
2647;Wijk 01 Overveen;Bloemendaal                             ;Wijk      ;WK037701  ;1;168.0;448.0
2648;Overveen;Bloemendaal                             ;Buurt     ;BU03770100;1;160.0;420.0
2649;Oldenhove;Bloemendaal                             ;Buurt     ;BU03770101;1;4.0;9.0
2650;Overveen-West;Bloemendaal                             ;Buurt     ;BU03770109;1;4.0;19.0
2651;Wijk 02 Aerdenhout;Bloemendaal                             ;Wijk      ;WK037702  ;1;174.0;561.0
2652;Aerdenhout-Centrum;Bloemendaal                             ;Buurt     ;BU03770200;1;97.0;348.0
2653;Aerdenhout-West;Bloemendaal                             ;Buurt     ;BU03770201;1;28.0;100.0
2654;Aerdenhout-Noord;Bloemendaal                             ;Buurt     ;BU03770202;1;20.0;63.0
2655;Aerdenhout-Zuid;Bloemendaal                             ;Buurt     ;BU03770209;1;29.0;49.0
2656;Wijk 03 Vogelenzang;Bloemendaal                             ;Wijk      ;WK037703  ;1;96.0;369.0
2657;Vogelenzang;Bloemendaal                             ;Buurt     ;BU03770300;1;87.0;313.0
2658;Verspreide huizen Vogelenzang;Bloemendaal                             ;Buurt     ;BU03770309;1;9.0;57.0
2659;Wijk 04 Bennebroek;Bloemendaal                             ;Wijk      ;WK037704  ;1;196.0;614.0
2660;Oude Kern Bennebroek;Bloemendaal                             ;Buurt     ;BU03770400;1;47.0;150.0
2661;Villawijk Het Duin;Bloemendaal                             ;Buurt     ;BU03770401;1;32.0;103.0
2662;Leidsevaart- Bloemhof;Bloemendaal                             ;Buurt     ;BU03770402;1;41.0;115.0
2663;Villawijk Bijweg;Bloemendaal                             ;Buurt     ;BU03770403;1;;
2664;Meerwijk;Bloemendaal                             ;Buurt     ;BU03770404;1;64.0;197.0
2665;Vogelenzang Psychiatrisch Ziekenhuis;Bloemendaal                             ;Buurt     ;BU03770409;1;;
2666;Bodegraven-Reeuwijk;Bodegraven-Reeuwijk                     ;Gemeente  ;GM1901    ;.;2110.0;7069.0
2667;Wijk 01 Bodegraven Noord;Bodegraven-Reeuwijk                     ;Wijk      ;WK190101  ;1;394.0;1187.0
2668;Meije;Bodegraven-Reeuwijk                     ;Buurt     ;BU19010101;1;24.0;74.0
2669;Buitenkerk;Bodegraven-Reeuwijk                     ;Buurt     ;BU19010102;1;;
2670;Burgemeester Kremerweg;Bodegraven-Reeuwijk                     ;Buurt     ;BU19010103;1;351.0;1028.0
2671;Noordzijde;Bodegraven-Reeuwijk                     ;Buurt     ;BU19010104;1;;
2672;Wijk 02 Bodegraven Centrum;Bodegraven-Reeuwijk                     ;Wijk      ;WK190102  ;1;137.0;435.0
2673;Centrum;Bodegraven-Reeuwijk                     ;Buurt     ;BU19010205;1;137.0;435.0
2674;Wijk 03 Bodegraven Zuid;Bodegraven-Reeuwijk                     ;Wijk      ;WK190103  ;1;676.0;2061.0
2675;Dammekant;Bodegraven-Reeuwijk                     ;Buurt     ;BU19010306;1;;
2676;J.C. Hoogendoornlaan;Bodegraven-Reeuwijk                     ;Buurt     ;BU19010307;1;;
2677;Oud-Bodegraafseweg;Bodegraven-Reeuwijk                     ;Buurt     ;BU19010308;1;;
2678;Dronenwijk;Bodegraven-Reeuwijk                     ;Buurt     ;BU19010309;1;101.0;302.0
2679;Broekvelden;Bodegraven-Reeuwijk                     ;Buurt     ;BU19010310;1;356.0;983.0
2680;Groote Wetering;Bodegraven-Reeuwijk                     ;Buurt     ;BU19010311;1;;
2681;Zuidzijde;Bodegraven-Reeuwijk                     ;Buurt     ;BU19010312;1;198.0;662.0
2682;Wijk 04 Nieuwerbrug Noord;Bodegraven-Reeuwijk                     ;Wijk      ;WK190104  ;1;23.0;131.0
2683;Weijland;Bodegraven-Reeuwijk                     ;Buurt     ;BU19010413;1;23.0;131.0
2684;Wijk 05 Nieuwerbrug Zuid;Bodegraven-Reeuwijk                     ;Wijk      ;WK190105  ;1;108.0;324.0
2685;Weijpoort;Bodegraven-Reeuwijk                     ;Buurt     ;BU19010514;1;108.0;324.0
2686;Wijk 06 Reeuwijk Dorp;Bodegraven-Reeuwijk                     ;Wijk      ;WK190106  ;1;98.0;362.0
2687;Oud-Reeuwijk;Bodegraven-Reeuwijk                     ;Buurt     ;BU19010615;1;4.0;21.0
2688;Tempel;Bodegraven-Reeuwijk                     ;Buurt     ;BU19010616;1;9.0;35.0
2689;Middelburg;Bodegraven-Reeuwijk                     ;Buurt     ;BU19010617;1;9.0;54.0
2690;Randenburg;Bodegraven-Reeuwijk                     ;Buurt     ;BU19010618;1;4.0;12.0
2691;Verspreide huizen polder Middelburg;Bodegraven-Reeuwijk                     ;Buurt     ;BU19010619;1;3.0;13.0
2692;Verspreide huizen polder Reeuwijk;Bodegraven-Reeuwijk                     ;Buurt     ;BU19010620;1;13.0;50.0
2693;Reeuwijk Dorp;Bodegraven-Reeuwijk                     ;Buurt     ;BU19010621;1;56.0;176.0
2694;Wijk 07 Reeuwijk Brug;Bodegraven-Reeuwijk                     ;Wijk      ;WK190107  ;1;468.0;1758.0
2695;Reeuwijk Brug;Bodegraven-Reeuwijk                     ;Buurt     ;BU19010722;1;106.0;328.0
2696;Zoutman;Bodegraven-Reeuwijk                     ;Buurt     ;BU19010723;1;34.0;148.0
2697;Ravensberg;Bodegraven-Reeuwijk                     ;Buurt     ;BU19010724;1;260.0;947.0
2698;Sluipwijk;Bodegraven-Reeuwijk                     ;Buurt     ;BU19010725;1;20.0;73.0
2699;Platteweg;Bodegraven-Reeuwijk                     ;Buurt     ;BU19010726;1;15.0;48.0
2700;Gravekoop;Bodegraven-Reeuwijk                     ;Buurt     ;BU19010727;1;10.0;77.0
2701;Twaalfmorgen;Bodegraven-Reeuwijk                     ;Buurt     ;BU19010728;1;7.0;21.0
2702;Oukoop;Bodegraven-Reeuwijk                     ;Buurt     ;BU19010729;1;11.0;64.0
2703;Abessinië;Bodegraven-Reeuwijk                     ;Buurt     ;BU19010730;1;5.0;51.0
2704;Wijk 08 Driebruggen;Bodegraven-Reeuwijk                     ;Wijk      ;WK190108  ;1;102.0;356.0
2705;Driebruggen;Bodegraven-Reeuwijk                     ;Buurt     ;BU19010831;1;80.0;244.0
2706;Hogebrug;Bodegraven-Reeuwijk                     ;Buurt     ;BU19010832;1;8.0;49.0
2707;Hoogeind;Bodegraven-Reeuwijk                     ;Buurt     ;BU19010833;1;7.0;30.0
2708;Laageind;Bodegraven-Reeuwijk                     ;Buurt     ;BU19010834;1;7.0;33.0
2709;Wijk 09 Waarder;Bodegraven-Reeuwijk                     ;Wijk      ;WK190109  ;1;104.0;456.0
2710;Waarder;Bodegraven-Reeuwijk                     ;Buurt     ;BU19010935;1;82.0;304.0
2711;Westeinde;Bodegraven-Reeuwijk                     ;Buurt     ;BU19010936;1;17.0;118.0
2712;Oosteinde;Bodegraven-Reeuwijk                     ;Buurt     ;BU19010937;1;5.0;34.0
2713;Boekel;Boekel                                  ;Gemeente  ;GM0755    ;.;658.0;3326.0
2714;Wijk 00 Boekel;Boekel                                  ;Wijk      ;WK075500  ;1;564.0;2662.0
2715;Boekel;Boekel                                  ;Buurt     ;BU07550000;1;335.0;1476.0
