ID;Vormen;Wijken;Perioden;TotaalJongerenMetJeugdzorgInNatura_1;k_0Tot4Jaar_2;k_4Tot12Jaar_3;k_12Tot18Jaar_4;k_18Tot23Jaar_5;ThuiswonendKindInEenouderhuishouden_6;ThuiswonendKindBijEenPaar_7;AnderHuishouden_8;TotaalTrajectenInNatura_9;GemeentelijkeToegang_10;Huisarts_11;Jeugdarts_12;GecertificeerdeInstelling_13;MedischSpecialist_14;RechterOfficierVanJustitie_15;GeenVerwijzer_16;VerwijzerOnbekend_17;Gemeentenaam_18;SoortRegio_19;Codering_20;IndelingswijzigingWijken_21
1267;Totaal alle jeugdzorg in natura;Wijk 42 Ypenburg;1e halfjaar 2024;675.0;50.0;270.0;335.0;20.0;195.0;430.0;50.0;1065.0;285.0;255.0;35.0;60.0;30.0;;370.0;;'s-Gravenhage                           ;Wijk     ;WK051842  ;1.0
1268;Totaal alle jeugdzorg in natura;Wijk 43 Forepark;1e halfjaar 2024;;;;;;;;;;;;;;;;;;'s-Gravenhage                           ;Wijk     ;WK051843  ;1.0
1269;Totaal alle jeugdzorg in natura;Wijk 44 Leidschenveen;1e halfjaar 2024;470.0;30.0;205.0;220.0;15.0;105.0;350.0;15.0;695.0;165.0;190.0;20.0;30.0;30.0;;240.0;;'s-Gravenhage                           ;Wijk     ;WK051844  ;1.0
1270;Totaal alle jeugdzorg in natura;Groningen;1e halfjaar 2024;4905.0;295.0;2130.0;2195.0;285.0;1655.0;2800.0;450.0;6615.0;1340.0;2680.0;170.0;535.0;320.0;10.0;945.0;55.0;Groningen                               ;Gemeente ;GM0014    ;1.0
1271;Totaal alle jeugdzorg in natura;Centrum;1e halfjaar 2024;90.0;;35.0;40.0;10.0;35.0;40.0;15.0;115.0;30.0;50.0;;10.0;;;10.0;;Groningen                               ;Wijk     ;WK001400  ;1.0
1272;Totaal alle jeugdzorg in natura;Oud-Zuid;1e halfjaar 2024;180.0;20.0;70.0;75.0;15.0;75.0;95.0;15.0;230.0;35.0;115.0;10.0;20.0;10.0;;30.0;;Groningen                               ;Wijk     ;WK001401  ;1.0
1273;Totaal alle jeugdzorg in natura;Oud-West;1e halfjaar 2024;155.0;;65.0;75.0;10.0;55.0;90.0;10.0;195.0;40.0;100.0;;10.0;10.0;;30.0;;Groningen                               ;Wijk     ;WK001402  ;1.0
1274;Totaal alle jeugdzorg in natura;Oud-Noord;1e halfjaar 2024;290.0;25.0;140.0;105.0;20.0;160.0;105.0;25.0;390.0;85.0;135.0;15.0;25.0;20.0;;75.0;;Groningen                               ;Wijk     ;WK001403  ;1.0
1275;Totaal alle jeugdzorg in natura;Oosterparkwijk;1e halfjaar 2024;270.0;35.0;130.0;100.0;;130.0;110.0;30.0;380.0;75.0;160.0;;30.0;15.0;;50.0;;Groningen                               ;Wijk     ;WK001404  ;1.0
1276;Totaal alle jeugdzorg in natura;Zuidoost;1e halfjaar 2024;45.0;;20.0;20.0;;10.0;35.0;;55.0;10.0;25.0;;;;;;;Groningen                               ;Wijk     ;WK001405  ;1.0
1277;Totaal alle jeugdzorg in natura;Helpman e.o.;1e halfjaar 2024;355.0;20.0;150.0;165.0;15.0;90.0;240.0;25.0;475.0;70.0;230.0;10.0;30.0;30.0;;70.0;;Groningen                               ;Wijk     ;WK001406  ;1.0
1278;Totaal alle jeugdzorg in natura;Zuidwest;1e halfjaar 2024;230.0;15.0;75.0;115.0;30.0;75.0;120.0;35.0;305.0;70.0;125.0;15.0;30.0;15.0;;25.0;;Groningen                               ;Wijk     ;WK001407  ;1.0
1279;Totaal alle jeugdzorg in natura;Hoogkerk e.o.;1e halfjaar 2024;315.0;15.0;140.0;150.0;;90.0;210.0;15.0;435.0;120.0;175.0;10.0;30.0;25.0;;50.0;;Groningen                               ;Wijk     ;WK001408  ;1.0
1280;Totaal alle jeugdzorg in natura;Nieuw-West;1e halfjaar 2024;435.0;15.0;190.0;215.0;15.0;150.0;250.0;35.0;595.0;130.0;245.0;15.0;40.0;35.0;;90.0;;Groningen                               ;Wijk     ;WK001409  ;1.0
1281;Totaal alle jeugdzorg in natura;Noordwest;1e halfjaar 2024;380.0;30.0;180.0;145.0;20.0;165.0;185.0;30.0;540.0;130.0;180.0;20.0;30.0;30.0;;100.0;;Groningen                               ;Wijk     ;WK001410  ;1.0
1282;Totaal alle jeugdzorg in natura;Noordoost;1e halfjaar 2024;555.0;30.0;240.0;245.0;35.0;220.0;300.0;35.0;730.0;165.0;310.0;20.0;40.0;35.0;;100.0;10.0;Groningen                               ;Wijk     ;WK001411  ;1.0
1283;Totaal alle jeugdzorg in natura;Noorddijk e.o.;1e halfjaar 2024;500.0;35.0;200.0;245.0;25.0;160.0;300.0;40.0;660.0;130.0;300.0;15.0;45.0;30.0;;90.0;10.0;Groningen                               ;Wijk     ;WK001412  ;1.0
1284;Totaal alle jeugdzorg in natura;Meerdorpen;1e halfjaar 2024;35.0;;15.0;15.0;;;30.0;;40.0;;25.0;;;;;;;Groningen                               ;Wijk     ;WK001413  ;1.0
1285;Totaal alle jeugdzorg in natura;Meerstad e.o.;1e halfjaar 2024;95.0;;45.0;45.0;;;85.0;;115.0;20.0;65.0;;;;;10.0;;Groningen                               ;Wijk     ;WK001414  ;1.0
1286;Totaal alle jeugdzorg in natura;Ten Boer e.o.;1e halfjaar 2024;130.0;;65.0;45.0;10.0;30.0;95.0;;160.0;40.0;55.0;;15.0;10.0;;35.0;;Groningen                               ;Wijk     ;WK001415  ;1.0
1287;Totaal alle jeugdzorg in natura;Ten Post e.o.;1e halfjaar 2024;35.0;;15.0;20.0;;10.0;25.0;;45.0;;20.0;;;;;15.0;;Groningen                               ;Wijk     ;WK001416  ;1.0
1288;Totaal alle jeugdzorg in natura;Haren-West e.o.;1e halfjaar 2024;300.0;;135.0;145.0;15.0;60.0;230.0;;370.0;70.0;215.0;;;15.0;;50.0;;Groningen                               ;Wijk     ;WK001417  ;1.0
1289;Totaal alle jeugdzorg in natura;Haren-Oost e.o.;1e halfjaar 2024;145.0;;55.0;75.0;10.0;45.0;100.0;;175.0;20.0;95.0;;;10.0;;30.0;;Groningen                               ;Wijk     ;WK001418  ;1.0
1290;Totaal alle jeugdzorg in natura;Glimmen-Onnen-Noordlaren;1e halfjaar 2024;50.0;;20.0;25.0;;10.0;40.0;;50.0;;30.0;;;;;15.0;;Groningen                               ;Wijk     ;WK001419  ;1.0
1291;Totaal alle jeugdzorg in natura;Gulpen-Wittem;1e halfjaar 2024;230.0;10.0;120.0;95.0;;50.0;160.0;25.0;310.0;140.0;100.0;;25.0;;;10.0;;Gulpen-Wittem                           ;Gemeente ;GM1729    ;1.0
1292;Totaal alle jeugdzorg in natura;Wijk 00 Gulpen;1e halfjaar 2024;60.0;;25.0;30.0;;10.0;40.0;10.0;80.0;40.0;25.0;;;;;;;Gulpen-Wittem                           ;Wijk     ;WK172900  ;1.0
1293;Totaal alle jeugdzorg in natura;Wijk 01 Wijlre;1e halfjaar 2024;50.0;;30.0;20.0;;15.0;35.0;;60.0;35.0;15.0;;;;;;;Gulpen-Wittem                           ;Wijk     ;WK172901  ;1.0
1294;Totaal alle jeugdzorg in natura;Wijk 02 Eys;1e halfjaar 2024;20.0;;10.0;10.0;;;15.0;;20.0;15.0;;;;;;;;Gulpen-Wittem                           ;Wijk     ;WK172902  ;1.0
1295;Totaal alle jeugdzorg in natura;Wijk 03 Wittem;1e halfjaar 2024;40.0;;20.0;10.0;;;30.0;;45.0;15.0;25.0;;;;;;;Gulpen-Wittem                           ;Wijk     ;WK172903  ;1.0
1296;Totaal alle jeugdzorg in natura;Wijk 04 Mechelen;1e halfjaar 2024;20.0;;10.0;;;;15.0;;25.0;10.0;10.0;;;;;;;Gulpen-Wittem                           ;Wijk     ;WK172904  ;1.0
1297;Totaal alle jeugdzorg in natura;Wijk 05 Epen;1e halfjaar 2024;15.0;;;;;;10.0;;20.0;10.0;;;;;;;;Gulpen-Wittem                           ;Wijk     ;WK172905  ;1.0
1298;Totaal alle jeugdzorg in natura;Wijk 06 Slenaken;1e halfjaar 2024;10.0;;;;;;;;10.0;;;;;;;;;Gulpen-Wittem                           ;Wijk     ;WK172906  ;1.0
1299;Totaal alle jeugdzorg in natura;Haaksbergen;1e halfjaar 2024;425.0;15.0;205.0;185.0;25.0;90.0;305.0;30.0;625.0;275.0;220.0;15.0;45.0;25.0;;10.0;;Haaksbergen                             ;Gemeente ;GM0158    ;1.0
1300;Totaal alle jeugdzorg in natura;Wijk 00 Haaksbergen (dorp);1e halfjaar 2024;285.0;15.0;135.0;125.0;15.0;75.0;205.0;10.0;425.0;200.0;150.0;10.0;20.0;20.0;;;;Haaksbergen                             ;Wijk     ;WK015800  ;1.0
1301;Totaal alle jeugdzorg in natura;Wijk 01 Haaksbergen (buitengebied);1e halfjaar 2024;35.0;;10.0;25.0;;;30.0;;45.0;20.0;20.0;;;;;;;Haaksbergen                             ;Wijk     ;WK015801  ;1.0
1302;Totaal alle jeugdzorg in natura;Wijk 02 Sint Isidorushoeve;1e halfjaar 2024;20.0;;15.0;;;;15.0;;25.0;10.0;10.0;;;;;;;Haaksbergen                             ;Wijk     ;WK015802  ;1.0
1303;Totaal alle jeugdzorg in natura;Wijk 03 Buurse;1e halfjaar 2024;20.0;;10.0;;;;15.0;;25.0;10.0;10.0;;;;;;;Haaksbergen                             ;Wijk     ;WK015803  ;1.0
1304;Totaal alle jeugdzorg in natura;Wijk 04 Rietmolen;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Haaksbergen                             ;Wijk     ;WK015804  ;1.0
1305;Totaal alle jeugdzorg in natura;Wijk 05 Hengevelde;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Haaksbergen                             ;Wijk     ;WK015805  ;1.0
1306;Totaal alle jeugdzorg in natura;Wijk 06 Beckum;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Haaksbergen                             ;Wijk     ;WK015806  ;1.0
1307;Totaal alle jeugdzorg in natura;Wijk 09 Haaksbergen-kern;1e halfjaar 2024;15.0;;10.0;;;;10.0;;30.0;10.0;10.0;;;;;;;Haaksbergen                             ;Wijk     ;WK015809  ;1.0
1308;Totaal alle jeugdzorg in natura;Haarlem;1e halfjaar 2024;3160.0;165.0;1460.0;1395.0;140.0;920.0;2040.0;200.0;4545.0;925.0;2305.0;180.0;525.0;110.0;;220.0;15.0;Haarlem                                 ;Gemeente ;GM0392    ;1.0
1309;Totaal alle jeugdzorg in natura;Oude Stad;1e halfjaar 2024;140.0;15.0;45.0;70.0;10.0;40.0;75.0;20.0;195.0;35.0;105.0;10.0;20.0;;;;;Haarlem                                 ;Wijk     ;WK039201  ;1.0
1310;Totaal alle jeugdzorg in natura;Haarlemmerhoutkwartier;1e halfjaar 2024;205.0;10.0;70.0;110.0;15.0;40.0;155.0;10.0;270.0;35.0;200.0;;15.0;;;10.0;;Haarlem                                 ;Wijk     ;WK039202  ;1.0
1311;Totaal alle jeugdzorg in natura;Zijlwegkwartier;1e halfjaar 2024;130.0;;55.0;60.0;;40.0;75.0;15.0;180.0;40.0;100.0;10.0;10.0;;;;;Haarlem                                 ;Wijk     ;WK039203  ;1.0
1312;Totaal alle jeugdzorg in natura;Houtvaartkwartier;1e halfjaar 2024;140.0;;65.0;70.0;;35.0;105.0;;195.0;30.0;140.0;;;;;;;Haarlem                                 ;Wijk     ;WK039204  ;1.0
1313;Totaal alle jeugdzorg in natura;Duinwijk;1e halfjaar 2024;80.0;;35.0;45.0;;10.0;65.0;;110.0;10.0;85.0;;;;;10.0;;Haarlem                                 ;Wijk     ;WK039205  ;1.0
1314;Totaal alle jeugdzorg in natura;Waarder- en Veerpolder;1e halfjaar 2024;20.0;;10.0;10.0;;;15.0;;30.0;;20.0;;;;;;;Haarlem                                 ;Wijk     ;WK039206  ;1.0
1315;Totaal alle jeugdzorg in natura;Amsterdamsewijk;1e halfjaar 2024;100.0;10.0;45.0;45.0;;45.0;55.0;;140.0;25.0;60.0;15.0;15.0;;;10.0;;Haarlem                                 ;Wijk     ;WK039207  ;1.0
1316;Totaal alle jeugdzorg in natura;Slachthuiswijk;1e halfjaar 2024;100.0;10.0;50.0;35.0;;55.0;40.0;;165.0;35.0;70.0;10.0;20.0;;;;;Haarlem                                 ;Wijk     ;WK039208  ;1.0
1317;Totaal alle jeugdzorg in natura;Parkwijk;1e halfjaar 2024;90.0;10.0;40.0;35.0;;30.0;55.0;;130.0;35.0;55.0;10.0;10.0;;;10.0;;Haarlem                                 ;Wijk     ;WK039209  ;1.0
1318;Totaal alle jeugdzorg in natura;Transvaalwijk;1e halfjaar 2024;115.0;;50.0;55.0;;30.0;75.0;10.0;165.0;30.0;85.0;;15.0;10.0;;;;Haarlem                                 ;Wijk     ;WK039210  ;1.0
1319;Totaal alle jeugdzorg in natura;Indischewijk;1e halfjaar 2024;205.0;10.0;95.0;85.0;15.0;45.0;145.0;15.0;275.0;50.0;160.0;10.0;25.0;;;;;Haarlem                                 ;Wijk     ;WK039211  ;1.0
1320;Totaal alle jeugdzorg in natura;Ter Kleefkwartier;1e halfjaar 2024;265.0;10.0;135.0;115.0;;50.0;210.0;;360.0;55.0;245.0;10.0;15.0;10.0;;15.0;;Haarlem                                 ;Wijk     ;WK039212  ;1.0
1321;Totaal alle jeugdzorg in natura;Te Zaanenkwartier;1e halfjaar 2024;170.0;10.0;65.0;95.0;;45.0;125.0;;220.0;35.0;155.0;;10.0;10.0;;10.0;;Haarlem                                 ;Wijk     ;WK039213  ;1.0
1322;Totaal alle jeugdzorg in natura;Vogelenwijk;1e halfjaar 2024;105.0;10.0;30.0;60.0;;35.0;65.0;;145.0;15.0;85.0;10.0;;;;10.0;;Haarlem                                 ;Wijk     ;WK039214  ;1.0
1323;Totaal alle jeugdzorg in natura;Delftwijk;1e halfjaar 2024;95.0;;45.0;35.0;;30.0;55.0;10.0;145.0;45.0;70.0;10.0;10.0;;;;;Haarlem                                 ;Wijk     ;WK039215  ;1.0
1324;Totaal alle jeugdzorg in natura;Vondelkwartier;1e halfjaar 2024;115.0;;55.0;55.0;;40.0;70.0;;180.0;40.0;100.0;;10.0;;;;;Haarlem                                 ;Wijk     ;WK039216  ;1.0
1325;Totaal alle jeugdzorg in natura;Spaarndam;1e halfjaar 2024;10.0;;;10.0;;;10.0;;10.0;;;;;;;;;Haarlem                                 ;Wijk     ;WK039217  ;1.0
1326;Totaal alle jeugdzorg in natura;Europawijk;1e halfjaar 2024;160.0;10.0;75.0;65.0;;75.0;70.0;15.0;260.0;70.0;105.0;10.0;20.0;10.0;;15.0;;Haarlem                                 ;Wijk     ;WK039218  ;1.0
1327;Totaal alle jeugdzorg in natura;Boerhaavewijk;1e halfjaar 2024;150.0;15.0;70.0;55.0;10.0;45.0;95.0;10.0;215.0;50.0;90.0;25.0;20.0;;;;;Haarlem                                 ;Wijk     ;WK039219  ;1.0
1328;Totaal alle jeugdzorg in natura;Molenwijk;1e halfjaar 2024;120.0;;50.0;55.0;10.0;50.0;60.0;10.0;180.0;45.0;80.0;;25.0;;;;;Haarlem                                 ;Wijk     ;WK039220  ;1.0
1329;Totaal alle jeugdzorg in natura;Meerwijk;1e halfjaar 2024;155.0;10.0;75.0;65.0;;70.0;70.0;10.0;240.0;60.0;110.0;15.0;20.0;;;10.0;;Haarlem                                 ;Wijk     ;WK039221  ;1.0
1330;Totaal alle jeugdzorg in natura;Haarlemmermeer;1e halfjaar 2024;3805.0;210.0;1795.0;1690.0;115.0;905.0;2695.0;205.0;5150.0;1045.0;2730.0;200.0;440.0;215.0;;270.0;25.0;Haarlemmermeer                          ;Gemeente ;GM0394    ;1.0
1331;Totaal alle jeugdzorg in natura;Hoofddorp;1e halfjaar 2024;1865.0;110.0;835.0;860.0;65.0;470.0;1290.0;105.0;2540.0;500.0;1325.0;120.0;240.0;100.0;;140.0;20.0;Haarlemmermeer                          ;Wijk     ;WK039401  ;3.0
1332;Totaal alle jeugdzorg in natura;Nieuw-Vennep;1e halfjaar 2024;810.0;30.0;380.0;390.0;15.0;170.0;620.0;20.0;1080.0;225.0;630.0;25.0;70.0;40.0;;45.0;;Haarlemmermeer                          ;Wijk     ;WK039402  ;3.0
1333;Totaal alle jeugdzorg in natura;Zwanenburg;1e halfjaar 2024;175.0;10.0;110.0;55.0;;40.0;130.0;;235.0;70.0;110.0;;20.0;15.0;;10.0;;Haarlemmermeer                          ;Wijk     ;WK039403  ;1.0
1334;Totaal alle jeugdzorg in natura;Lijnden / Boesingheliede;1e halfjaar 2024;10.0;;;;;;10.0;;15.0;;10.0;;;;;;;Haarlemmermeer                          ;Wijk     ;WK039404  ;1.0
1335;Totaal alle jeugdzorg in natura;Badhoevedorp;1e halfjaar 2024;250.0;15.0;120.0;110.0;10.0;55.0;185.0;15.0;315.0;65.0;190.0;;10.0;10.0;;25.0;;Haarlemmermeer                          ;Wijk     ;WK039405  ;1.0
1336;Totaal alle jeugdzorg in natura;Aalsmeerderbrug/ Oude Meer/ Rozenburg / ;1e halfjaar 2024;;;;;;;;;10.0;;;;;;;;;Haarlemmermeer                          ;Wijk     ;WK039406  ;1.0
1337;Totaal alle jeugdzorg in natura;Rijsenhout;1e halfjaar 2024;110.0;10.0;50.0;50.0;;30.0;75.0;;150.0;40.0;65.0;10.0;10.0;10.0;;10.0;;Haarlemmermeer                          ;Wijk     ;WK039407  ;1.0
1338;Totaal alle jeugdzorg in natura;Burgerveen / Leimuiderbrug / Weteringbru;1e halfjaar 2024;15.0;;;10.0;;;10.0;;15.0;;10.0;;;;;;;Haarlemmermeer                          ;Wijk     ;WK039408  ;1.0
1339;Totaal alle jeugdzorg in natura;Abbenes / Buitenkaag;1e halfjaar 2024;40.0;;25.0;15.0;;;25.0;;55.0;10.0;25.0;;;10.0;;;;Haarlemmermeer                          ;Wijk     ;WK039409  ;1.0
1340;Totaal alle jeugdzorg in natura;Lisserbroek;1e halfjaar 2024;65.0;;35.0;20.0;;20.0;40.0;;90.0;10.0;50.0;;10.0;;;;;Haarlemmermeer                          ;Wijk     ;WK039410  ;1.0
1341;Totaal alle jeugdzorg in natura;Beinsdorp;1e halfjaar 2024;20.0;;;10.0;;;15.0;;25.0;;15.0;;;;;;;Haarlemmermeer                          ;Wijk     ;WK039411  ;1.0
1342;Totaal alle jeugdzorg in natura;Zwaanshoek;1e halfjaar 2024;40.0;;15.0;25.0;;10.0;30.0;;45.0;10.0;30.0;;;;;;;Haarlemmermeer                          ;Wijk     ;WK039412  ;1.0
1343;Totaal alle jeugdzorg in natura;Cruquius;1e halfjaar 2024;35.0;;15.0;15.0;;15.0;20.0;;50.0;10.0;20.0;;;;;;;Haarlemmermeer                          ;Wijk     ;WK039413  ;1.0
1344;Totaal alle jeugdzorg in natura;Vijfhuizen;1e halfjaar 2024;110.0;10.0;50.0;45.0;;25.0;80.0;10.0;145.0;30.0;80.0;10.0;15.0;;;;;Haarlemmermeer                          ;Wijk     ;WK039415  ;1.0
1345;Totaal alle jeugdzorg in natura;Schiphol;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Haarlemmermeer                          ;Wijk     ;WK039416  ;1.0
1346;Totaal alle jeugdzorg in natura;Spaarndam;1e halfjaar 2024;90.0;;55.0;25.0;;25.0;65.0;;140.0;25.0;75.0;;10.0;10.0;;;;Haarlemmermeer                          ;Wijk     ;WK039420  ;1.0
1347;Totaal alle jeugdzorg in natura;Haarlemmerliede;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Haarlemmermeer                          ;Wijk     ;WK039421  ;1.0
1348;Totaal alle jeugdzorg in natura;Halfweg;1e halfjaar 2024;55.0;;35.0;20.0;;10.0;45.0;;75.0;10.0;50.0;;;;;;;Haarlemmermeer                          ;Wijk     ;WK039422  ;1.0
1349;Totaal alle jeugdzorg in natura;Halderberge;1e halfjaar 2024;710.0;30.0;345.0;315.0;15.0;180.0;480.0;50.0;905.0;365.0;290.0;35.0;50.0;40.0;;45.0;15.0;Halderberge                             ;Gemeente ;GM1655    ;1.0
1350;Totaal alle jeugdzorg in natura;Wijk 01 Oud Gastel;1e halfjaar 2024;145.0;10.0;75.0;55.0;;25.0;105.0;10.0;195.0;75.0;70.0;;10.0;;;;;Halderberge                             ;Wijk     ;WK165501  ;1.0
1351;Totaal alle jeugdzorg in natura;Wijk 02 Stampersgat;1e halfjaar 2024;30.0;;10.0;20.0;;10.0;20.0;;35.0;10.0;20.0;;;;;;;Halderberge                             ;Wijk     ;WK165502  ;1.0
1352;Totaal alle jeugdzorg in natura;Wijk 03 Oudenbosch;1e halfjaar 2024;295.0;15.0;140.0;140.0;;100.0;175.0;20.0;370.0;145.0;105.0;20.0;15.0;25.0;;20.0;;Halderberge                             ;Wijk     ;WK165503  ;1.0
1353;Totaal alle jeugdzorg in natura;Wijk 04 Hoeven;1e halfjaar 2024;115.0;;55.0;50.0;;20.0;85.0;10.0;145.0;60.0;60.0;;10.0;;;;;Halderberge                             ;Wijk     ;WK165504  ;1.0
1354;Totaal alle jeugdzorg in natura;Wijk 05 Bosschenhoofd;1e halfjaar 2024;70.0;;35.0;30.0;;10.0;50.0;;85.0;40.0;25.0;;;;;;;Halderberge                             ;Wijk     ;WK165505  ;1.0
1355;Totaal alle jeugdzorg in natura;Hardenberg;1e halfjaar 2024;1380.0;75.0;625.0;630.0;50.0;250.0;990.0;135.0;1990.0;805.0;670.0;50.0;155.0;65.0;;85.0;;Hardenberg                              ;Gemeente ;GM0160    ;1.0
1356;Totaal alle jeugdzorg in natura;Ane;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Hardenberg                              ;Wijk     ;WK016001  ;3.0
1357;Totaal alle jeugdzorg in natura;Anerveen;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Hardenberg                              ;Wijk     ;WK016002  ;3.0
1358;Totaal alle jeugdzorg in natura;Anevelde;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Hardenberg                              ;Wijk     ;WK016003  ;3.0
1359;Totaal alle jeugdzorg in natura;Balkbrug;1e halfjaar 2024;60.0;;25.0;25.0;;10.0;40.0;;85.0;55.0;15.0;;;;;;;Hardenberg                              ;Wijk     ;WK016004  ;3.0
1360;Totaal alle jeugdzorg in natura;Bergentheim;1e halfjaar 2024;65.0;;25.0;35.0;;;50.0;10.0;95.0;40.0;35.0;;;;;;;Hardenberg                              ;Wijk     ;WK016005  ;3.0
1361;Totaal alle jeugdzorg in natura;Brucht;1e halfjaar 2024;10.0;;;;;;;;15.0;;;;;;;;;Hardenberg                              ;Wijk     ;WK016006  ;3.0
1362;Totaal alle jeugdzorg in natura;Collendoorn;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Hardenberg                              ;Wijk     ;WK016007  ;3.0
1363;Totaal alle jeugdzorg in natura;De Krim;1e halfjaar 2024;50.0;;30.0;15.0;;20.0;30.0;;70.0;40.0;15.0;;;;;;;Hardenberg                              ;Wijk     ;WK016008  ;3.0
1364;Totaal alle jeugdzorg in natura;Dedemsvaart;1e halfjaar 2024;230.0;10.0;95.0;110.0;10.0;55.0;160.0;15.0;330.0;185.0;90.0;;15.0;15.0;;;;Hardenberg                              ;Wijk     ;WK016009  ;3.0
1365;Totaal alle jeugdzorg in natura;Den Velde;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Hardenberg                              ;Wijk     ;WK016010  ;3.0
1366;Totaal alle jeugdzorg in natura;Diffelen;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Hardenberg                              ;Wijk     ;WK016011  ;3.0
1367;Totaal alle jeugdzorg in natura;Gramsbergen;1e halfjaar 2024;60.0;;30.0;30.0;;15.0;45.0;;75.0;30.0;30.0;;;;;;;Hardenberg                              ;Wijk     ;WK016012  ;3.0
1368;Totaal alle jeugdzorg in natura;Heemserveen;1e halfjaar 2024;10.0;;;;;;;10.0;10.0;;;;;;;;;Hardenberg                              ;Wijk     ;WK016013  ;3.0
1369;Totaal alle jeugdzorg in natura;Holtheme;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Hardenberg                              ;Wijk     ;WK016014  ;3.0
1370;Totaal alle jeugdzorg in natura;Holthone;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Hardenberg                              ;Wijk     ;WK016015  ;3.0
1371;Totaal alle jeugdzorg in natura;Hoogenweg;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Hardenberg                              ;Wijk     ;WK016016  ;3.0
1372;Totaal alle jeugdzorg in natura;Kloosterhaar;1e halfjaar 2024;25.0;;10.0;10.0;;;20.0;;30.0;25.0;;;;;;;;Hardenberg                              ;Wijk     ;WK016017  ;3.0
1373;Totaal alle jeugdzorg in natura;Loozen;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Hardenberg                              ;Wijk     ;WK016018  ;3.0
1374;Totaal alle jeugdzorg in natura;Lutten;1e halfjaar 2024;30.0;;15.0;15.0;;;25.0;;50.0;15.0;15.0;;10.0;;;;;Hardenberg                              ;Wijk     ;WK016019  ;3.0
1375;Totaal alle jeugdzorg in natura;Marienberg;1e halfjaar 2024;15.0;;;10.0;;;10.0;;30.0;15.0;10.0;;;;;;;Hardenberg                              ;Wijk     ;WK016020  ;3.0
1376;Totaal alle jeugdzorg in natura;Radewijk;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Hardenberg                              ;Wijk     ;WK016021  ;3.0
1377;Totaal alle jeugdzorg in natura;Rheeze;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Hardenberg                              ;Wijk     ;WK016022  ;3.0
1378;Totaal alle jeugdzorg in natura;Rheezerveen;1e halfjaar 2024;;;;;;;;;10.0;;;;;;;;;Hardenberg                              ;Wijk     ;WK016023  ;3.0
1379;Totaal alle jeugdzorg in natura;Schuinesloot;1e halfjaar 2024;15.0;;;10.0;;;10.0;;20.0;;10.0;;;;;;;Hardenberg                              ;Wijk     ;WK016024  ;3.0
1380;Totaal alle jeugdzorg in natura;Sibculo;1e halfjaar 2024;30.0;;15.0;10.0;;;20.0;10.0;45.0;20.0;10.0;;10.0;;;;;Hardenberg                              ;Wijk     ;WK016025  ;3.0
1381;Totaal alle jeugdzorg in natura;Slagharen;1e halfjaar 2024;50.0;;25.0;20.0;;10.0;35.0;;85.0;45.0;10.0;;10.0;;;;;Hardenberg                              ;Wijk     ;WK016026  ;3.0
1382;Totaal alle jeugdzorg in natura;Venebrugge;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Hardenberg                              ;Wijk     ;WK016027  ;3.0
1383;Totaal alle jeugdzorg in natura;Hardenberg;1e halfjaar 2024;410.0;25.0;175.0;195.0;15.0;70.0;310.0;35.0;600.0;275.0;180.0;25.0;45.0;20.0;;;;Hardenberg                              ;Wijk     ;WK016028  ;3.0
1384;Totaal alle jeugdzorg in natura;Bruchterveld;1e halfjaar 2024;20.0;;10.0;10.0;;;15.0;;25.0;10.0;10.0;;;;;;;Hardenberg                              ;Wijk     ;WK016029  ;3.0
1385;Totaal alle jeugdzorg in natura;Harderwijk;1e halfjaar 2024;1315.0;75.0;585.0;625.0;25.0;355.0;870.0;90.0;1935.0;985.0;540.0;25.0;120.0;75.0;;70.0;;Harderwijk                              ;Gemeente ;GM0243    ;1.0
1386;Totaal alle jeugdzorg in natura;Binnenstad;1e halfjaar 2024;20.0;;;15.0;;10.0;;;25.0;15.0;10.0;;;;;;;Harderwijk                              ;Wijk     ;WK024301  ;1.0
1387;Totaal alle jeugdzorg in natura;Waterfront;1e halfjaar 2024;30.0;;15.0;15.0;;10.0;20.0;;40.0;20.0;10.0;;;;;;;Harderwijk                              ;Wijk     ;WK024302  ;1.0
1388;Totaal alle jeugdzorg in natura;Zeebuurt;1e halfjaar 2024;45.0;;20.0;20.0;;20.0;25.0;;70.0;40.0;10.0;;10.0;;;;;Harderwijk                              ;Wijk     ;WK024303  ;1.0
