ID;Vormen;Wijken;Perioden;TotaalJongerenMetJeugdzorgInNatura_1;k_0Tot4Jaar_2;k_4Tot12Jaar_3;k_12Tot18Jaar_4;k_18Tot23Jaar_5;ThuiswonendKindInEenouderhuishouden_6;ThuiswonendKindBijEenPaar_7;AnderHuishouden_8;TotaalTrajectenInNatura_9;GemeentelijkeToegang_10;Huisarts_11;Jeugdarts_12;GecertificeerdeInstelling_13;MedischSpecialist_14;RechterOfficierVanJustitie_15;GeenVerwijzer_16;VerwijzerOnbekend_17;Gemeentenaam_18;SoortRegio_19;Codering_20;IndelingswijzigingWijken_21
120;Totaal alle jeugdzorg in natura;Faunabuurt;1e halfjaar 2024;105.0;;60.0;35.0;;30.0;70.0;;145.0;25.0;55.0;15.0;15.0;15.0;;;;Almere                                  ;Wijk     ;WK003447  ;1.0
121;Totaal alle jeugdzorg in natura;Bloemenbuurt;1e halfjaar 2024;115.0;;60.0;45.0;;40.0;70.0;10.0;160.0;20.0;70.0;15.0;15.0;25.0;;;;Almere                                  ;Wijk     ;WK003448  ;1.0
122;Totaal alle jeugdzorg in natura;Regenboogbuurt;1e halfjaar 2024;130.0;10.0;50.0;70.0;;50.0;70.0;;155.0;35.0;70.0;15.0;10.0;15.0;;;;Almere                                  ;Wijk     ;WK003449  ;1.0
123;Totaal alle jeugdzorg in natura;Indischebuurt;1e halfjaar 2024;50.0;;25.0;15.0;;25.0;20.0;;65.0;20.0;25.0;;;;;;;Almere                                  ;Wijk     ;WK003450  ;1.0
124;Totaal alle jeugdzorg in natura;Eilandenbuurt;1e halfjaar 2024;145.0;;65.0;65.0;;45.0;80.0;20.0;180.0;45.0;65.0;10.0;20.0;15.0;;;;Almere                                  ;Wijk     ;WK003451  ;1.0
125;Totaal alle jeugdzorg in natura;Stripheldenbuurt;1e halfjaar 2024;210.0;;105.0;100.0;;50.0;145.0;15.0;280.0;60.0;125.0;15.0;30.0;20.0;;;;Almere                                  ;Wijk     ;WK003452  ;1.0
126;Totaal alle jeugdzorg in natura;Sieradenbuurt;1e halfjaar 2024;25.0;;10.0;15.0;;;20.0;;35.0;;20.0;;;;;;;Almere                                  ;Wijk     ;WK003453  ;1.0
127;Totaal alle jeugdzorg in natura;Poldervlak;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Almere                                  ;Wijk     ;WK003456  ;1.0
128;Totaal alle jeugdzorg in natura;De Vaart;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Almere                                  ;Wijk     ;WK003457  ;1.0
129;Totaal alle jeugdzorg in natura;Buitenvaart;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Almere                                  ;Wijk     ;WK003458  ;1.0
130;Totaal alle jeugdzorg in natura;Overig Almere Buiten;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Almere                                  ;Wijk     ;WK003459  ;1.0
131;Totaal alle jeugdzorg in natura;Europakwartier Oost;1e halfjaar 2024;30.0;;15.0;10.0;;20.0;10.0;;45.0;10.0;15.0;;;;;;;Almere                                  ;Wijk     ;WK003460  ;1.0
132;Totaal alle jeugdzorg in natura;Europakwartier West;1e halfjaar 2024;95.0;10.0;55.0;30.0;;45.0;45.0;;140.0;30.0;40.0;15.0;10.0;15.0;;10.0;;Almere                                  ;Wijk     ;WK003461  ;1.0
133;Totaal alle jeugdzorg in natura;Columbuskwartier;1e halfjaar 2024;85.0;10.0;45.0;30.0;;30.0;50.0;;110.0;30.0;40.0;10.0;;15.0;;;;Almere                                  ;Wijk     ;WK003462  ;1.0
134;Totaal alle jeugdzorg in natura;Homeruskwartier;1e halfjaar 2024;185.0;10.0;115.0;55.0;;65.0;115.0;;230.0;60.0;90.0;25.0;20.0;25.0;;;;Almere                                  ;Wijk     ;WK003463  ;1.0
135;Totaal alle jeugdzorg in natura;Olympiakwartier Oost;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Almere                                  ;Wijk     ;WK003464  ;1.0
136;Totaal alle jeugdzorg in natura;Olympiakwartier West;1e halfjaar 2024;45.0;;25.0;10.0;;25.0;15.0;;55.0;10.0;15.0;10.0;;;;;;Almere                                  ;Wijk     ;WK003465  ;1.0
137;Totaal alle jeugdzorg in natura;Duin;1e halfjaar 2024;60.0;;35.0;25.0;;15.0;40.0;;80.0;20.0;25.0;;10.0;;;;;Almere                                  ;Wijk     ;WK003466  ;1.0
138;Totaal alle jeugdzorg in natura;Hogekant;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Almere                                  ;Wijk     ;WK003471  ;1.0
139;Totaal alle jeugdzorg in natura;Middenkant;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Almere                                  ;Wijk     ;WK003472  ;1.0
140;Totaal alle jeugdzorg in natura;Lagekant;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Almere                                  ;Wijk     ;WK003473  ;1.0
141;Totaal alle jeugdzorg in natura;Overig Almere Poort;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Almere                                  ;Wijk     ;WK003474  ;1.0
142;Totaal alle jeugdzorg in natura;Vogelhorst;1e halfjaar 2024;30.0;;10.0;20.0;;;25.0;;30.0;;20.0;;;;;;;Almere                                  ;Wijk     ;WK003475  ;1.0
143;Totaal alle jeugdzorg in natura;Nobelhorst;1e halfjaar 2024;135.0;10.0;85.0;45.0;;30.0;100.0;;165.0;35.0;75.0;15.0;10.0;25.0;;;;Almere                                  ;Wijk     ;WK003476  ;1.0
144;Totaal alle jeugdzorg in natura;Oosterwold;1e halfjaar 2024;105.0;10.0;50.0;45.0;;20.0;75.0;10.0;125.0;30.0;55.0;10.0;;20.0;;;;Almere                                  ;Wijk     ;WK003477  ;1.0
145;Totaal alle jeugdzorg in natura;Twentsekant;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Almere                                  ;Wijk     ;WK003479  ;1.0
146;Totaal alle jeugdzorg in natura;Overig Almere Hout;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Almere                                  ;Wijk     ;WK003485  ;1.0
147;Totaal alle jeugdzorg in natura;Overig Almere Pampus;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Almere                                  ;Wijk     ;WK003496  ;1.0
148;Totaal alle jeugdzorg in natura;Alphen aan den Rijn;1e halfjaar 2024;1625.0;80.0;800.0;695.0;45.0;415.0;1060.0;145.0;2175.0;1245.0;265.0;15.0;200.0;105.0;30.0;100.0;15.0;Alphen aan den Rijn                     ;Gemeente ;GM0484    ;1.0
149;Totaal alle jeugdzorg in natura;Oudshoorn;1e halfjaar 2024;150.0;;85.0;55.0;;40.0;105.0;10.0;185.0;115.0;25.0;;10.0;;;;;Alphen aan den Rijn                     ;Wijk     ;WK048401  ;1.0
150;Totaal alle jeugdzorg in natura;Ridderveld;1e halfjaar 2024;195.0;20.0;110.0;60.0;;75.0;115.0;;275.0;175.0;20.0;;15.0;15.0;10.0;;;Alphen aan den Rijn                     ;Wijk     ;WK048402  ;1.0
151;Totaal alle jeugdzorg in natura;Zegersloot;1e halfjaar 2024;170.0;10.0;90.0;65.0;;55.0;105.0;10.0;220.0;130.0;20.0;;20.0;10.0;;;;Alphen aan den Rijn                     ;Wijk     ;WK048403  ;1.0
152;Totaal alle jeugdzorg in natura;Hoorn;1e halfjaar 2024;60.0;;25.0;25.0;;25.0;30.0;;85.0;55.0;;;;;;;;Alphen aan den Rijn                     ;Wijk     ;WK048404  ;1.0
153;Totaal alle jeugdzorg in natura;Hoge Zijde;1e halfjaar 2024;115.0;;50.0;60.0;;35.0;70.0;15.0;175.0;105.0;10.0;;15.0;10.0;;;;Alphen aan den Rijn                     ;Wijk     ;WK048405  ;1.0
154;Totaal alle jeugdzorg in natura;Lage Zijde;1e halfjaar 2024;150.0;;60.0;75.0;;40.0;85.0;25.0;215.0;130.0;20.0;;25.0;10.0;;10.0;;Alphen aan den Rijn                     ;Wijk     ;WK048406  ;1.0
155;Totaal alle jeugdzorg in natura;Steekterpolder;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Alphen aan den Rijn                     ;Wijk     ;WK048407  ;1.0
156;Totaal alle jeugdzorg in natura;Kerk en Zanen;1e halfjaar 2024;270.0;10.0;120.0;130.0;;40.0;210.0;15.0;325.0;210.0;35.0;;30.0;15.0;;15.0;;Alphen aan den Rijn                     ;Wijk     ;WK048408  ;1.0
157;Totaal alle jeugdzorg in natura;Rietveld;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Alphen aan den Rijn                     ;Wijk     ;WK048409  ;1.0
158;Totaal alle jeugdzorg in natura;Benthuizen;1e halfjaar 2024;55.0;;30.0;20.0;;10.0;35.0;;70.0;35.0;20.0;;;;;;;Alphen aan den Rijn                     ;Wijk     ;WK048431  ;1.0
159;Totaal alle jeugdzorg in natura;Aarlanderveen;1e halfjaar 2024;15.0;;10.0;;;;10.0;;15.0;15.0;;;;;;;;Alphen aan den Rijn                     ;Wijk     ;WK048445  ;1.0
160;Totaal alle jeugdzorg in natura;Boskoop;1e halfjaar 2024;180.0;;95.0;80.0;;25.0;140.0;15.0;240.0;130.0;60.0;;15.0;15.0;;10.0;;Alphen aan den Rijn                     ;Wijk     ;WK048470  ;1.0
161;Totaal alle jeugdzorg in natura;Zwammerdam;1e halfjaar 2024;20.0;;;10.0;;;10.0;;20.0;10.0;;;;;;;;Alphen aan den Rijn                     ;Wijk     ;WK048471  ;1.0
162;Totaal alle jeugdzorg in natura;Hazerswoude-Dorp;1e halfjaar 2024;65.0;;35.0;25.0;;10.0;50.0;;85.0;40.0;20.0;;15.0;;;;;Alphen aan den Rijn                     ;Wijk     ;WK048491  ;1.0
163;Totaal alle jeugdzorg in natura;Hazerswoude-Rijndijk;1e halfjaar 2024;75.0;;30.0;40.0;;20.0;45.0;;95.0;55.0;15.0;;;;;;;Alphen aan den Rijn                     ;Wijk     ;WK048494  ;1.0
164;Totaal alle jeugdzorg in natura;Koudekerk aan den Rijn;1e halfjaar 2024;40.0;;25.0;15.0;;10.0;25.0;;50.0;25.0;10.0;;;;;;;Alphen aan den Rijn                     ;Wijk     ;WK048496  ;1.0
165;Totaal alle jeugdzorg in natura;Alphen-Chaam;1e halfjaar 2024;180.0;;75.0;105.0;;35.0;140.0;;220.0;60.0;105.0;;10.0;25.0;;;;Alphen-Chaam                            ;Gemeente ;GM1723    ;1.0
166;Totaal alle jeugdzorg in natura;Alphen;1e halfjaar 2024;85.0;;35.0;45.0;;15.0;70.0;;100.0;25.0;40.0;;;20.0;;;;Alphen-Chaam                            ;Wijk     ;WK172301  ;1.0
167;Totaal alle jeugdzorg in natura;Chaam;1e halfjaar 2024;65.0;;25.0;40.0;;15.0;50.0;;85.0;20.0;50.0;;;;;;;Alphen-Chaam                            ;Wijk     ;WK172302  ;1.0
168;Totaal alle jeugdzorg in natura;Strijbeek;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Alphen-Chaam                            ;Wijk     ;WK172303  ;1.0
169;Totaal alle jeugdzorg in natura;Galder;1e halfjaar 2024;10.0;;;;;;10.0;;15.0;;10.0;;;;;;;Alphen-Chaam                            ;Wijk     ;WK172304  ;1.0
170;Totaal alle jeugdzorg in natura;Ulvenhout AC;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Alphen-Chaam                            ;Wijk     ;WK172305  ;1.0
171;Totaal alle jeugdzorg in natura;Bavel AC;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Alphen-Chaam                            ;Wijk     ;WK172306  ;1.0
172;Totaal alle jeugdzorg in natura;Altena;1e halfjaar 2024;1210.0;55.0;625.0;505.0;25.0;195.0;905.0;110.0;1615.0;670.0;505.0;55.0;85.0;70.0;;110.0;50.0;Altena                                  ;Gemeente ;GM1959    ;1.0
173;Totaal alle jeugdzorg in natura;Werkendam;1e halfjaar 2024;200.0;;115.0;75.0;;35.0;145.0;20.0;260.0;130.0;70.0;;15.0;10.0;;15.0;;Altena                                  ;Wijk     ;WK195901  ;1.0
174;Totaal alle jeugdzorg in natura;Sleeuwijk;1e halfjaar 2024;95.0;;45.0;40.0;;10.0;80.0;;130.0;55.0;45.0;;;;;;;Altena                                  ;Wijk     ;WK195902  ;1.0
175;Totaal alle jeugdzorg in natura;Nieuwendijk;1e halfjaar 2024;60.0;;25.0;30.0;;10.0;40.0;;80.0;35.0;20.0;;;;;;;Altena                                  ;Wijk     ;WK195903  ;1.0
176;Totaal alle jeugdzorg in natura;Hank;1e halfjaar 2024;75.0;;40.0;30.0;;10.0;65.0;;95.0;40.0;30.0;;;;;;;Altena                                  ;Wijk     ;WK195904  ;1.0
177;Totaal alle jeugdzorg in natura;Dussen;1e halfjaar 2024;65.0;;25.0;30.0;;;55.0;;80.0;25.0;35.0;;;10.0;;;;Altena                                  ;Wijk     ;WK195905  ;1.0
178;Totaal alle jeugdzorg in natura;Woudrichem;1e halfjaar 2024;85.0;;35.0;40.0;;20.0;55.0;;115.0;65.0;30.0;;;;;;;Altena                                  ;Wijk     ;WK195906  ;1.0
179;Totaal alle jeugdzorg in natura;Rijswijk (NB);1e halfjaar 2024;40.0;;20.0;15.0;;;30.0;;55.0;10.0;20.0;;;;;;;Altena                                  ;Wijk     ;WK195907  ;1.0
180;Totaal alle jeugdzorg in natura;Uitwijk;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Altena                                  ;Wijk     ;WK195908  ;1.0
181;Totaal alle jeugdzorg in natura;Waardhuizen;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Altena                                  ;Wijk     ;WK195909  ;1.0
182;Totaal alle jeugdzorg in natura;Giessen;1e halfjaar 2024;35.0;;20.0;10.0;;10.0;20.0;;45.0;25.0;10.0;;;;;;;Altena                                  ;Wijk     ;WK195910  ;1.0
183;Totaal alle jeugdzorg in natura;Andel;1e halfjaar 2024;35.0;;20.0;20.0;;;25.0;;60.0;20.0;20.0;;10.0;;;;;Altena                                  ;Wijk     ;WK195911  ;1.0
184;Totaal alle jeugdzorg in natura;Almkerk;1e halfjaar 2024;75.0;10.0;30.0;40.0;;20.0;50.0;;115.0;50.0;35.0;;10.0;;;;10.0;Altena                                  ;Wijk     ;WK195912  ;1.0
185;Totaal alle jeugdzorg in natura;Veen;1e halfjaar 2024;70.0;;35.0;30.0;;15.0;55.0;;95.0;30.0;30.0;10.0;;;;;;Altena                                  ;Wijk     ;WK195913  ;1.0
186;Totaal alle jeugdzorg in natura;Wijk en Aalburg;1e halfjaar 2024;105.0;;50.0;45.0;;;80.0;25.0;145.0;55.0;30.0;15.0;15.0;10.0;;10.0;;Altena                                  ;Wijk     ;WK195914  ;1.0
187;Totaal alle jeugdzorg in natura;Babyloniënbroek;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Altena                                  ;Wijk     ;WK195915  ;1.0
188;Totaal alle jeugdzorg in natura;Meeuwen;1e halfjaar 2024;10.0;;;;;;10.0;;15.0;;;;;;;;;Altena                                  ;Wijk     ;WK195916  ;1.0
189;Totaal alle jeugdzorg in natura;Eethen;1e halfjaar 2024;20.0;;10.0;10.0;;;15.0;;30.0;15.0;;;;;;;;Altena                                  ;Wijk     ;WK195917  ;1.0
190;Totaal alle jeugdzorg in natura;Drongelen;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Altena                                  ;Wijk     ;WK195918  ;1.0
191;Totaal alle jeugdzorg in natura;Genderen;1e halfjaar 2024;35.0;;15.0;20.0;;;35.0;;45.0;20.0;15.0;;;;;;;Altena                                  ;Wijk     ;WK195919  ;1.0
192;Totaal alle jeugdzorg in natura;Ameland;1e halfjaar 2024;30.0;;10.0;15.0;;10.0;20.0;;40.0;10.0;15.0;;;;;;;Ameland                                 ;Gemeente ;GM0060    ;1.0
193;Totaal alle jeugdzorg in natura;Wijk 00;1e halfjaar 2024;30.0;;10.0;15.0;;10.0;20.0;;35.0;10.0;15.0;;;;;;;Ameland                                 ;Wijk     ;WK006000  ;1.0
194;Totaal alle jeugdzorg in natura;Amersfoort;1e halfjaar 2024;4465.0;195.0;1965.0;1960.0;345.0;1240.0;2905.0;315.0;6130.0;1435.0;2420.0;155.0;255.0;195.0;15.0;1330.0;;Amersfoort                              ;Gemeente ;GM0307    ;1.0
195;Totaal alle jeugdzorg in natura;Stadskern;1e halfjaar 2024;65.0;;25.0;25.0;10.0;20.0;35.0;10.0;80.0;20.0;30.0;;;;;10.0;;Amersfoort                              ;Wijk     ;WK030701  ;1.0
196;Totaal alle jeugdzorg in natura;Nederberg;1e halfjaar 2024;20.0;;;;;;10.0;;30.0;10.0;10.0;;;;;;;Amersfoort                              ;Wijk     ;WK030702  ;1.0
197;Totaal alle jeugdzorg in natura;Soesterkwartier;1e halfjaar 2024;395.0;30.0;185.0;145.0;35.0;155.0;200.0;40.0;570.0;160.0;170.0;20.0;30.0;15.0;;130.0;;Amersfoort                              ;Wijk     ;WK030703  ;1.0
198;Totaal alle jeugdzorg in natura;Eemkwartier;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Amersfoort                              ;Wijk     ;WK030704  ;1.0
199;Totaal alle jeugdzorg in natura;Isselt;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Amersfoort                              ;Wijk     ;WK030705  ;1.0
200;Totaal alle jeugdzorg in natura;De Koppel;1e halfjaar 2024;90.0;10.0;35.0;35.0;10.0;45.0;40.0;;135.0;30.0;20.0;;;;;55.0;;Amersfoort                              ;Wijk     ;WK030706  ;1.0
201;Totaal alle jeugdzorg in natura;Kruiskamp;1e halfjaar 2024;200.0;15.0;85.0;80.0;25.0;65.0;120.0;10.0;280.0;70.0;60.0;;10.0;;;105.0;;Amersfoort                              ;Wijk     ;WK030707  ;1.0
202;Totaal alle jeugdzorg in natura;Schothorst-Zuid;1e halfjaar 2024;120.0;;60.0;45.0;10.0;40.0;75.0;;165.0;35.0;55.0;;;;;55.0;;Amersfoort                              ;Wijk     ;WK030708  ;1.0
203;Totaal alle jeugdzorg in natura;Schothorst-Noord;1e halfjaar 2024;180.0;10.0;75.0;70.0;20.0;35.0;135.0;10.0;240.0;65.0;90.0;;;;;55.0;;Amersfoort                              ;Wijk     ;WK030709  ;1.0
204;Totaal alle jeugdzorg in natura;Liendert;1e halfjaar 2024;195.0;10.0;100.0;70.0;20.0;90.0;85.0;20.0;270.0;70.0;50.0;;15.0;15.0;;95.0;;Amersfoort                              ;Wijk     ;WK030710  ;1.0
205;Totaal alle jeugdzorg in natura;Rustenburg;1e halfjaar 2024;105.0;;50.0;45.0;;15.0;85.0;;130.0;25.0;55.0;;;;;35.0;;Amersfoort                              ;Wijk     ;WK030711  ;1.0
206;Totaal alle jeugdzorg in natura;Buitengebied-Oost;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Amersfoort                              ;Wijk     ;WK030712  ;1.0
207;Totaal alle jeugdzorg in natura;Schuilenburg;1e halfjaar 2024;115.0;;45.0;50.0;10.0;30.0;75.0;10.0;170.0;50.0;45.0;;;;;50.0;;Amersfoort                              ;Wijk     ;WK030713  ;1.0
208;Totaal alle jeugdzorg in natura;Randenbroek;1e halfjaar 2024;160.0;15.0;65.0;65.0;15.0;65.0;80.0;15.0;225.0;55.0;75.0;;15.0;;;60.0;;Amersfoort                              ;Wijk     ;WK030714  ;1.0
209;Totaal alle jeugdzorg in natura;Vermeerkwartier;1e halfjaar 2024;115.0;;45.0;55.0;10.0;35.0;70.0;10.0;150.0;30.0;70.0;;;10.0;;30.0;;Amersfoort                              ;Wijk     ;WK030715  ;1.0
210;Totaal alle jeugdzorg in natura;Leusderkwartier;1e halfjaar 2024;165.0;;65.0;80.0;10.0;55.0;100.0;;215.0;40.0;115.0;;10.0;;;40.0;;Amersfoort                              ;Wijk     ;WK030716  ;1.0
211;Totaal alle jeugdzorg in natura;De Berg-Zuid;1e halfjaar 2024;140.0;10.0;60.0;60.0;15.0;45.0;90.0;;185.0;40.0;85.0;;10.0;;;40.0;;Amersfoort                              ;Wijk     ;WK030717  ;1.0
212;Totaal alle jeugdzorg in natura;De Berg-Noord;1e halfjaar 2024;70.0;;20.0;45.0;;;55.0;10.0;90.0;15.0;60.0;;;;;10.0;;Amersfoort                              ;Wijk     ;WK030718  ;1.0
213;Totaal alle jeugdzorg in natura;Hoogland;1e halfjaar 2024;240.0;10.0;95.0;125.0;10.0;45.0;175.0;15.0;310.0;70.0;145.0;10.0;20.0;10.0;;55.0;;Amersfoort                              ;Wijk     ;WK030719  ;1.0
214;Totaal alle jeugdzorg in natura;Zielhorst;1e halfjaar 2024;190.0;10.0;80.0;80.0;25.0;45.0;130.0;15.0;250.0;50.0;100.0;;10.0;15.0;;60.0;;Amersfoort                              ;Wijk     ;WK030720  ;1.0
215;Totaal alle jeugdzorg in natura;Kattenbroek;1e halfjaar 2024;280.0;10.0;115.0;140.0;15.0;90.0;175.0;15.0;380.0;90.0;165.0;10.0;10.0;10.0;;75.0;;Amersfoort                              ;Wijk     ;WK030721  ;1.0
216;Totaal alle jeugdzorg in natura;Calveen;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Amersfoort                              ;Wijk     ;WK030722  ;1.0
217;Totaal alle jeugdzorg in natura;Nieuwland;1e halfjaar 2024;440.0;10.0;185.0;215.0;30.0;95.0;325.0;20.0;595.0;130.0;290.0;20.0;10.0;20.0;;90.0;;Amersfoort                              ;Wijk     ;WK030724  ;1.0
218;Totaal alle jeugdzorg in natura;De Hoef;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Amersfoort                              ;Wijk     ;WK030725  ;1.0
219;Totaal alle jeugdzorg in natura;Hooglanderveen;1e halfjaar 2024;140.0;;75.0;60.0;;20.0;115.0;10.0;205.0;45.0;90.0;;10.0;10.0;;35.0;;Amersfoort                              ;Wijk     ;WK030726  ;1.0
220;Totaal alle jeugdzorg in natura;Hoogland-West;1e halfjaar 2024;20.0;;;10.0;;;15.0;;30.0;10.0;10.0;;;;;;;Amersfoort                              ;Wijk     ;WK030727  ;1.0
221;Totaal alle jeugdzorg in natura;Vathorst-De Velden;1e halfjaar 2024;220.0;;100.0;100.0;15.0;50.0;160.0;15.0;290.0;80.0;135.0;;;10.0;;40.0;;Amersfoort                              ;Wijk     ;WK030728  ;1.0
222;Totaal alle jeugdzorg in natura;Vathorst-Centrum;1e halfjaar 2024;120.0;;55.0;60.0;10.0;35.0;90.0;;165.0;40.0;75.0;;;;;30.0;;Amersfoort                              ;Wijk     ;WK030729  ;1.0
223;Totaal alle jeugdzorg in natura;Vathorst-De Bron;1e halfjaar 2024;155.0;;95.0;50.0;;25.0;125.0;;210.0;45.0;110.0;;;10.0;;35.0;;Amersfoort                              ;Wijk     ;WK030730  ;1.0
224;Totaal alle jeugdzorg in natura;Vathorst-De Laak;1e halfjaar 2024;300.0;15.0;135.0;140.0;15.0;85.0;210.0;;415.0;90.0;180.0;10.0;15.0;20.0;;90.0;;Amersfoort                              ;Wijk     ;WK030731  ;1.0
225;Totaal alle jeugdzorg in natura;Vathorst-Bovenduist;1e halfjaar 2024;;;;;;;;;;;;;;;;;;                                        ;         ;          ;
226;Totaal alle jeugdzorg in natura;Bedrijventerrein Vathorst;1e halfjaar 2024;;;;;;;;;;;;;;;;;;Amersfoort                              ;Wijk     ;WK030733  ;1.0
227;Totaal alle jeugdzorg in natura;Bosgebied;1e halfjaar 2024;45.0;;20.0;25.0;;10.0;15.0;20.0;60.0;;20.0;;;;;25.0;;Amersfoort                              ;Wijk     ;WK030734  ;1.0
228;Totaal alle jeugdzorg in natura;Amstelveen;1e halfjaar 2024;2030.0;100.0;975.0;880.0;80.0;480.0;1480.0;70.0;2490.0;550.0;1375.0;65.0;175.0;80.0;;115.0;20.0;Amstelveen                              ;Gemeente ;GM0362    ;1.0
229;Totaal alle jeugdzorg in natura;Randwijck;1e halfjaar 2024;145.0;;65.0;75.0;;25.0;115.0;;180.0;40.0;115.0;;;10.0;;;;Amstelveen                              ;Wijk     ;WK036201  ;1.0
230;Totaal alle jeugdzorg in natura;Patrimonium;1e halfjaar 2024;65.0;;30.0;30.0;;15.0;50.0;;80.0;15.0;45.0;;;;;;;Amstelveen                              ;Wijk     ;WK036202  ;1.0
231;Totaal alle jeugdzorg in natura;Elsrijk;1e halfjaar 2024;300.0;10.0;145.0;135.0;;55.0;240.0;;350.0;70.0;225.0;;15.0;10.0;;15.0;;Amstelveen                              ;Wijk     ;WK036203  ;1.0
232;Totaal alle jeugdzorg in natura;Stadshart;1e halfjaar 2024;35.0;;20.0;15.0;;;30.0;;45.0;15.0;20.0;;;;;;;Amstelveen                              ;Wijk     ;WK036204  ;1.0
233;Totaal alle jeugdzorg in natura;Uilenstede, Kronenburg;1e halfjaar 2024;;;;;;;;;10.0;;;;;;;;;Amstelveen                              ;Wijk     ;WK036205  ;1.0
234;Totaal alle jeugdzorg in natura;Bankras, Kostverloren;1e halfjaar 2024;215.0;10.0;110.0;80.0;10.0;60.0;145.0;;260.0;45.0;150.0;;20.0;;;20.0;;Amstelveen                              ;Wijk     ;WK036206  ;1.0
235;Totaal alle jeugdzorg in natura;Buitengebied Noord;1e halfjaar 2024;15.0;;;10.0;;;10.0;;15.0;;10.0;;;;;;;Amstelveen                              ;Wijk     ;WK036207  ;1.0
236;Totaal alle jeugdzorg in natura;Keizer Karelpark;1e halfjaar 2024;285.0;20.0;125.0;120.0;15.0;75.0;200.0;10.0;355.0;90.0;170.0;10.0;35.0;15.0;;15.0;;Amstelveen                              ;Wijk     ;WK036208  ;1.0
237;Totaal alle jeugdzorg in natura;Groenelaan;1e halfjaar 2024;185.0;10.0;100.0;70.0;10.0;65.0;110.0;10.0;225.0;60.0;110.0;;15.0;;;10.0;;Amstelveen                              ;Wijk     ;WK036209  ;1.0
238;Totaal alle jeugdzorg in natura;Waardhuizen, Middenhoven;1e halfjaar 2024;305.0;15.0;130.0;145.0;10.0;85.0;210.0;15.0;375.0;80.0;210.0;15.0;30.0;10.0;;10.0;;Amstelveen                              ;Wijk     ;WK036210  ;1.0
239;Totaal alle jeugdzorg in natura;Bovenkerk - Westwijk Noord;1e halfjaar 2024;175.0;10.0;90.0;70.0;;45.0;125.0;;225.0;35.0;125.0;10.0;15.0;10.0;;15.0;;Amstelveen                              ;Wijk     ;WK036211  ;1.0
240;Totaal alle jeugdzorg in natura;Westwijk Zuid;1e halfjaar 2024;215.0;;110.0;95.0;;35.0;180.0;;260.0;55.0;155.0;10.0;15.0;;;10.0;;Amstelveen                              ;Wijk     ;WK036212  ;1.0
