ID;Bronnen;Perioden;CO2_1;CH4_2;N2O_3
470;Diensten, afval en water;2012;11400;167.41;3.38
471;Diensten, afval en water;2013;11700;159.27;3.36
472;Diensten, afval en water;2014;9900;149.53;3.37
473;Diensten, afval en water;2015;10400;139.12;3.41
474;Diensten, afval en water;2016;10600;133.52;3.55
475;Diensten, afval en water;2017;10600;125.25;3.51
476;Diensten, afval en water;2018;10200;121.42;3.53
477;Diensten, afval en water;2019;9600;116.8;3.52
478;Diensten, afval en water;2020;8800;110.32;3.52
479;Diensten, afval en water;2021;9300;106.33;3.51
480;"Mobiele bronnen; totaal";1990;32900;8.53;0.45
481;"Mobiele bronnen; totaal";1991 ;33400;7.46;0.56
482;"Mobiele bronnen; totaal";1992;34800;7.05;0.67
483;"Mobiele bronnen; totaal";1993 ;35700;6.75;0.78
484;"Mobiele bronnen; totaal";1994 ;35200;6.32;0.86
485;"Mobiele bronnen; totaal";1995;35900;6.2;0.96
486;"Mobiele bronnen; totaal";1996 ;37100;6.06;1.01
487;"Mobiele bronnen; totaal";1997 ;37000;5.6;1.01
488;"Mobiele bronnen; totaal";1998 ;37700;5.29;1.01
489;"Mobiele bronnen; totaal";1999 ;38600;4.97;1.01
490;"Mobiele bronnen; totaal";2000;38500;4.49;1.02
491;"Mobiele bronnen; totaal";2001;38700;4.37;1.01
492;"Mobiele bronnen; totaal";2002;39100;4.24;1.0
493;"Mobiele bronnen; totaal";2003;39400;4.1;0.97
494;"Mobiele bronnen; totaal";2004;39800;3.88;0.94
495;"Mobiele bronnen; totaal";2005;40200;3.79;0.91
496;"Mobiele bronnen; totaal";2006;40900;3.75;0.9
497;"Mobiele bronnen; totaal";2007;39900;3.71;0.92
498;"Mobiele bronnen; totaal";2008;40000;3.68;0.96
499;"Mobiele bronnen; totaal";2009;38400;3.51;0.96
500;"Mobiele bronnen; totaal";2010;39100;3.42;0.99
501;"Mobiele bronnen; totaal";2011;39000;3.34;1.03
502;"Mobiele bronnen; totaal";2012;37100;3.13;1.0
503;"Mobiele bronnen; totaal";2013;35700;3.03;0.99
504;"Mobiele bronnen; totaal";2014;33300;2.89;0.9
505;"Mobiele bronnen; totaal";2015;33400;2.84;0.91
506;"Mobiele bronnen; totaal";2016;33600;2.8;0.88
507;"Mobiele bronnen; totaal";2017;34100;2.91;0.92
508;"Mobiele bronnen; totaal";2018;34300;2.83;0.92
509;"Mobiele bronnen; totaal";2019;33600;2.87;0.9
510;"Mobiele bronnen; totaal";2020;29300;2.54;0.78
511;"Mobiele bronnen; totaal";2021;29300;2.63;0.78
512;Vervoer;1990;27300;7.74;0.36
513;Vervoer;1991 ;27800;6.68;0.47
514;Vervoer;1992;29300;6.3;0.58
515;Vervoer;1993 ;30200;6.03;0.69
516;Vervoer;1994 ;29600;5.61;0.77
517;Vervoer;1995;30000;5.48;0.86
518;Vervoer;1996 ;31200;5.36;0.91
519;Vervoer;1997 ;31200;4.91;0.91
520;Vervoer;1998 ;31900;4.61;0.92
521;Vervoer;1999 ;32500;4.27;0.91
522;Vervoer;2000;32500;3.82;0.93
523;Vervoer;2001;32800;3.73;0.92
524;Vervoer;2002;33500;3.65;0.91
525;Vervoer;2003;34000;3.57;0.89
526;Vervoer;2004;34600;3.39;0.86
527;Vervoer;2005;34800;3.3;0.83
528;Vervoer;2006;35700;3.3;0.82
529;Vervoer;2007;34800;3.29;0.85
530;Vervoer;2008;35000;3.28;0.89
531;Vervoer;2009;33500;3.14;0.89
532;Vervoer;2010;34300;3.06;0.92
533;Vervoer;2011;34200;3.0;0.96
534;Vervoer;2012;32700;2.82;0.94
535;Vervoer;2013;31200;2.71;0.93
536;Vervoer;2014;28700;2.59;0.84
537;Vervoer;2015;28900;2.54;0.85
538;Vervoer;2016;29000;2.52;0.82
539;Vervoer;2017;29800;2.66;0.86
540;Vervoer;2018;30000;2.59;0.86
541;Vervoer;2019;29500;2.64;0.85
542;Vervoer;2020;25100;2.32;0.72
543;Vervoer;2021;25200;2.41;0.72
544;Railverkeer;1990;100;0.01;0.0
545;Railverkeer;1991 ;100;0.01;0.0
546;Railverkeer;1992;100;0.01;0.0
547;Railverkeer;1993 ;100;0.01;0.0
548;Railverkeer;1994 ;100;0.01;0.0
549;Railverkeer;1995;100;0.01;0.0
550;Railverkeer;1996 ;100;0.01;0.0
551;Railverkeer;1997 ;100;0.01;0.0
552;Railverkeer;1998 ;100;0.01;0.0
553;Railverkeer;1999 ;100;0.01;0.0
554;Railverkeer;2000;100;0.01;0.0
555;Railverkeer;2001;100;0.01;0.0
556;Railverkeer;2002;100;0.01;0.0
557;Railverkeer;2003;100;0.01;0.0
558;Railverkeer;2004;100;0.01;0.0
559;Railverkeer;2005;100;0.01;0.0
560;Railverkeer;2006;100;0.01;0.0
561;Railverkeer;2007;100;0.01;0.0
562;Railverkeer;2008;100;0.01;0.0
563;Railverkeer;2009;100;0.01;0.0
564;Railverkeer;2010;100;0.01;0.0
565;Railverkeer;2011;100;0.01;0.0
566;Railverkeer;2012;100;0.0;0.0
567;Railverkeer;2013;100;0.01;0.0
568;Railverkeer;2014;100;0.01;0.0
569;Railverkeer;2015;100;0.01;0.0
570;Railverkeer;2016;100;0.01;0.0
571;Railverkeer;2017;100;0.0;0.0
572;Railverkeer;2018;100;0.0;0.0
573;Railverkeer;2019;100;0.0;0.0
574;Railverkeer;2020;100;0.0;0.0
575;Railverkeer;2021;100;0.0;0.0
576;Wegverkeer;1990;26400;7.64;0.34
577;Wegverkeer;1991 ;26800;6.57;0.44
578;Wegverkeer;1992;28400;6.2;0.56
579;Wegverkeer;1993 ;29200;5.92;0.67
580;Wegverkeer;1994 ;28700;5.51;0.75
581;Wegverkeer;1995;29000;5.37;0.84
582;Wegverkeer;1996 ;30200;5.25;0.89
583;Wegverkeer;1997 ;30300;4.8;0.89
584;Wegverkeer;1998 ;31000;4.5;0.89
585;Wegverkeer;1999 ;31500;4.15;0.89
586;Wegverkeer;2000;31500;3.71;0.9
587;Wegverkeer;2001;31700;3.61;0.9
588;Wegverkeer;2002;32500;3.52;0.89
589;Wegverkeer;2003;33100;3.45;0.87
590;Wegverkeer;2004;33600;3.26;0.84
591;Wegverkeer;2005;33800;3.17;0.81
592;Wegverkeer;2006;34600;3.16;0.8
593;Wegverkeer;2007;33700;3.15;0.82
594;Wegverkeer;2008;33800;3.14;0.86
595;Wegverkeer;2009;32300;2.99;0.86
596;Wegverkeer;2010;32900;2.9;0.89
597;Wegverkeer;2011;32900;2.84;0.93
598;Wegverkeer;2012;31500;2.67;0.91
599;Wegverkeer;2013;29900;2.56;0.9
600;Wegverkeer;2014;27600;2.45;0.81
601;Wegverkeer;2015;27700;2.4;0.82
602;Wegverkeer;2016;27900;2.38;0.79
603;Wegverkeer;2017;28700;2.52;0.84
604;Wegverkeer;2018;28900;2.45;0.83
605;Wegverkeer;2019;28500;2.51;0.82
606;Wegverkeer;2020;24300;2.21;0.7
607;Wegverkeer;2021;24400;2.3;0.7
608;Scheepvaart;1990;700;0.09;0.02
609;Scheepvaart;1991 ;800;0.1;0.02
610;Scheepvaart;1992;800;0.09;0.02
611;Scheepvaart;1993 ;800;0.1;0.02
612;Scheepvaart;1994 ;800;0.09;0.02
613;Scheepvaart;1995;800;0.1;0.02
614;Scheepvaart;1996 ;800;0.11;0.02
615;Scheepvaart;1997 ;800;0.1;0.02
616;Scheepvaart;1998 ;800;0.1;0.02
617;Scheepvaart;1999 ;800;0.11;0.02
618;Scheepvaart;2000;800;0.11;0.02
619;Scheepvaart;2001;800;0.11;0.02
620;Scheepvaart;2002;900;0.12;0.02
621;Scheepvaart;2003;800;0.12;0.02
622;Scheepvaart;2004;800;0.12;0.02
623;Scheepvaart;2005;900;0.13;0.02
624;Scheepvaart;2006;1000;0.13;0.02
625;Scheepvaart;2007;1000;0.14;0.03
626;Scheepvaart;2008;1000;0.14;0.03
627;Scheepvaart;2009;1000;0.14;0.03
628;Scheepvaart;2010;1200;0.15;0.03
629;Scheepvaart;2011;1200;0.15;0.03
630;Scheepvaart;2012;1100;0.14;0.03
631;Scheepvaart;2013;1100;0.15;0.03
632;Scheepvaart;2014;1000;0.13;0.03
633;Scheepvaart;2015;1100;0.14;0.03
634;Scheepvaart;2016;1000;0.14;0.03
635;Scheepvaart;2017;1000;0.13;0.03
636;Scheepvaart;2018;1000;0.13;0.03
637;Scheepvaart;2019;900;0.13;0.02
638;Scheepvaart;2020;700;0.1;0.02
639;Scheepvaart;2021;800;0.11;0.02
640;Luchtvaart;1990;100;0.0;0.0
641;Luchtvaart;1991 ;100;0.0;0.0
642;Luchtvaart;1992;100;0.0;0.0
643;Luchtvaart;1993 ;100;0.0;0.0
644;Luchtvaart;1994 ;100;0.0;0.0
645;Luchtvaart;1995;100;0.0;0.0
646;Luchtvaart;1996 ;100;0.0;0.0
647;Luchtvaart;1997 ;100;0.0;0.0
648;Luchtvaart;1998 ;100;0.0;0.0
649;Luchtvaart;1999 ;100;0.0;0.0
650;Luchtvaart;2000;100;0.0;0.0
651;Luchtvaart;2001;100;0.0;0.0
652;Luchtvaart;2002;0;0.0;0.0
653;Luchtvaart;2003;100;0.0;0.0
654;Luchtvaart;2004;0;0.0;0.0
655;Luchtvaart;2005;0;0.0;0.0
656;Luchtvaart;2006;0;0.0;0.0
657;Luchtvaart;2007;0;0.0;0.0
658;Luchtvaart;2008;0;0.0;0.0
659;Luchtvaart;2009;0;0.0;0.0
660;Luchtvaart;2010;0;0.0;0.0
661;Luchtvaart;2011;0;0.0;0.0
662;Luchtvaart;2012;0;0.0;0.0
663;Luchtvaart;2013;0;0.0;0.0
664;Luchtvaart;2014;0;0.0;0.0
665;Luchtvaart;2015;0;0.0;0.0
666;Luchtvaart;2016;0;0.0;0.0
667;Luchtvaart;2017;0;0.0;0.0
668;Luchtvaart;2018;0;0.0;0.0
669;Luchtvaart;2019;0;0.0;0.0
670;Luchtvaart;2020;0;0.0;0.0
671;Luchtvaart;2021;0;0.0;0.0
672;Overige mobiele bronnen, totaal;1990;5600;0.78;0.09
673;Overige mobiele bronnen, totaal;1991 ;5600;0.78;0.09
674;Overige mobiele bronnen, totaal;1992;5600;0.74;0.09
675;Overige mobiele bronnen, totaal;1993 ;5500;0.72;0.09
676;Overige mobiele bronnen, totaal;1994 ;5600;0.71;0.09
677;Overige mobiele bronnen, totaal;1995;5900;0.72;0.1
678;Overige mobiele bronnen, totaal;1996 ;5900;0.7;0.09
679;Overige mobiele bronnen, totaal;1997 ;5800;0.69;0.09
680;Overige mobiele bronnen, totaal;1998 ;5800;0.68;0.09
681;Overige mobiele bronnen, totaal;1999 ;6100;0.7;0.1
682;Overige mobiele bronnen, totaal;2000;6000;0.67;0.1
683;Overige mobiele bronnen, totaal;2001;6000;0.64;0.09
684;Overige mobiele bronnen, totaal;2002;5500;0.6;0.09
685;Overige mobiele bronnen, totaal;2003;5400;0.53;0.08
686;Overige mobiele bronnen, totaal;2004;5200;0.5;0.08
687;Overige mobiele bronnen, totaal;2005;5400;0.48;0.08
688;Overige mobiele bronnen, totaal;2006;5200;0.45;0.07
689;Overige mobiele bronnen, totaal;2007;5100;0.42;0.07
690;Overige mobiele bronnen, totaal;2008;5000;0.4;0.07
691;Overige mobiele bronnen, totaal;2009;4900;0.38;0.07
692;Overige mobiele bronnen, totaal;2010;4800;0.37;0.07
693;Overige mobiele bronnen, totaal;2011;4800;0.34;0.06
694;Overige mobiele bronnen, totaal;2012;4400;0.31;0.06
695;Overige mobiele bronnen, totaal;2013;4500;0.31;0.06
696;Overige mobiele bronnen, totaal;2014;4600;0.31;0.06
697;Overige mobiele bronnen, totaal;2015;4500;0.29;0.06
698;Overige mobiele bronnen, totaal;2016;4500;0.28;0.06
699;Overige mobiele bronnen, totaal;2017;4200;0.25;0.05
700;Overige mobiele bronnen, totaal;2018;4300;0.24;0.06
701;Overige mobiele bronnen, totaal;2019;4100;0.23;0.05
702;Overige mobiele bronnen, totaal;2020;4200;0.23;0.06
703;Overige mobiele bronnen, totaal;2021;4100;0.22;0.05
704;Landbouw (mobiele bronnen);1990;1100;0.2;0.01
705;Landbouw (mobiele bronnen);1991 ;1100;0.19;0.01
706;Landbouw (mobiele bronnen);1992;1100;0.18;0.01
707;Landbouw (mobiele bronnen);1993 ;1100;0.18;0.01
708;Landbouw (mobiele bronnen);1994 ;1100;0.17;0.01
709;Landbouw (mobiele bronnen);1995;1100;0.18;0.01
710;Landbouw (mobiele bronnen);1996 ;1000;0.17;0.01
711;Landbouw (mobiele bronnen);1997 ;1000;0.17;0.01
712;Landbouw (mobiele bronnen);1998 ;1000;0.16;0.01
713;Landbouw (mobiele bronnen);1999 ;1100;0.17;0.01
714;Landbouw (mobiele bronnen);2000;1100;0.17;0.01
715;Landbouw (mobiele bronnen);2001;1100;0.17;0.01
716;Landbouw (mobiele bronnen);2002;1100;0.16;0.01
717;Landbouw (mobiele bronnen);2003;1100;0.12;0.01
718;Landbouw (mobiele bronnen);2004;1000;0.11;0.01
719;Landbouw (mobiele bronnen);2005;1100;0.11;0.01
720;Landbouw (mobiele bronnen);2006;1100;0.1;0.01
721;Landbouw (mobiele bronnen);2007;1100;0.1;0.01
722;Landbouw (mobiele bronnen);2008;1100;0.09;0.01
723;Landbouw (mobiele bronnen);2009;1000;0.09;0.01
724;Landbouw (mobiele bronnen);2010;1100;0.09;0.01
725;Landbouw (mobiele bronnen);2011;1100;0.09;0.01
726;Landbouw (mobiele bronnen);2012;1100;0.08;0.01
727;Landbouw (mobiele bronnen);2013;1200;0.08;0.01
728;Landbouw (mobiele bronnen);2014;1300;0.08;0.01
729;Landbouw (mobiele bronnen);2015;1300;0.08;0.01
730;Landbouw (mobiele bronnen);2016;1200;0.07;0.01
731;Landbouw (mobiele bronnen);2017;1200;0.07;0.01
732;Landbouw (mobiele bronnen);2018;1300;0.07;0.01
733;Landbouw (mobiele bronnen);2019;1200;0.06;0.01
734;Landbouw (mobiele bronnen);2020;1300;0.06;0.01
735;Landbouw (mobiele bronnen);2021;1300;0.06;0.01
736;Visserij;1990;1200;0.11;0.03
737;Visserij;1991 ;1200;0.11;0.03
738;Visserij;1992;1100;0.1;0.03
739;Visserij;1993 ;1100;0.11;0.03
740;Visserij;1994 ;1200;0.11;0.03
741;Visserij;1995;1300;0.12;0.04
742;Visserij;1996 ;1300;0.12;0.03
743;Visserij;1997 ;1300;0.12;0.04
744;Visserij;1998 ;1300;0.12;0.04
745;Visserij;1999 ;1300;0.13;0.04
746;Visserij;2000;1300;0.12;0.04
747;Visserij;2001;1300;0.12;0.03
748;Visserij;2002;1100;0.1;0.03
749;Visserij;2003;1000;0.09;0.03
750;Visserij;2004;900;0.09;0.03
751;Visserij;2005;900;0.09;0.02
752;Visserij;2006;900;0.08;0.02
753;Visserij;2007;700;0.07;0.02
754;Visserij;2008;700;0.06;0.02
755;Visserij;2009;600;0.06;0.02
756;Visserij;2010;700;0.06;0.02
757;Visserij;2011;500;0.05;0.02
758;Visserij;2012;400;0.04;0.01
759;Visserij;2013;500;0.05;0.01
760;Visserij;2014;500;0.05;0.01
761;Visserij;2015;600;0.05;0.02
762;Visserij;2016;600;0.05;0.02
763;Visserij;2017;500;0.05;0.01
764;Visserij;2018;500;0.04;0.01
765;Visserij;2019;500;0.05;0.01
766;Visserij;2020;500;0.05;0.01
767;Visserij;2021;400;0.04;0.01
768;Defensie-activiteiten;1990;300;0.03;0.02
769;Defensie-activiteiten;1991 ;300;0.03;0.02
770;Defensie-activiteiten;1992;300;0.03;0.02
771;Defensie-activiteiten;1993 ;300;0.03;0.02
772;Defensie-activiteiten;1994 ;300;0.03;0.02
773;Defensie-activiteiten;1995;300;0.03;0.02
774;Defensie-activiteiten;1996 ;300;0.03;0.02
775;Defensie-activiteiten;1997 ;200;0.03;0.02
776;Defensie-activiteiten;1998 ;200;0.03;0.02
777;Defensie-activiteiten;1999 ;300;0.04;0.02
778;Defensie-activiteiten;2000;300;0.03;0.02
779;Defensie-activiteiten;2001;200;0.02;0.01
780;Defensie-activiteiten;2002;200;0.03;0.02
781;Defensie-activiteiten;2003;200;0.02;0.01
782;Defensie-activiteiten;2004;200;0.02;0.01
783;Defensie-activiteiten;2005;200;0.02;0.01
784;Defensie-activiteiten;2006;200;0.02;0.01
785;Defensie-activiteiten;2007;200;0.02;0.01
786;Defensie-activiteiten;2008;200;0.02;0.01
787;Defensie-activiteiten;2009;200;0.02;0.01
788;Defensie-activiteiten;2010;300;0.02;0.01
789;Defensie-activiteiten;2011;200;0.02;0.01
790;Defensie-activiteiten;2012;200;0.01;0.01
791;Defensie-activiteiten;2013;200;0.02;0.01
792;Defensie-activiteiten;2014;200;0.02;0.01
793;Defensie-activiteiten;2015;200;0.01;0.01
794;Defensie-activiteiten;2016;200;0.01;0.01
795;Defensie-activiteiten;2017;100;0.01;0.01
796;Defensie-activiteiten;2018;200;0.01;0.01
797;Defensie-activiteiten;2019;200;0.01;0.01
798;Defensie-activiteiten;2020;200;0.01;0.01
799;Defensie-activiteiten;2021;200;0.01;0.01
800;Overige sectoren (mobiele bronnen);1990;3000;0.44;0.03
801;Overige sectoren (mobiele bronnen);1991 ;3100;0.45;0.03
802;Overige sectoren (mobiele bronnen);1992;3100;0.43;0.03
803;Overige sectoren (mobiele bronnen);1993 ;3000;0.41;0.03
804;Overige sectoren (mobiele bronnen);1994 ;3100;0.4;0.03
805;Overige sectoren (mobiele bronnen);1995;3100;0.39;0.03
806;Overige sectoren (mobiele bronnen);1996 ;3300;0.39;0.03
807;Overige sectoren (mobiele bronnen);1997 ;3200;0.37;0.03
808;Overige sectoren (mobiele bronnen);1998 ;3200;0.36;0.03
809;Overige sectoren (mobiele bronnen);1999 ;3400;0.37;0.03
810;Overige sectoren (mobiele bronnen);2000;3300;0.35;0.03
811;Overige sectoren (mobiele bronnen);2001;3300;0.33;0.03
812;Overige sectoren (mobiele bronnen);2002;3200;0.31;0.03
813;Overige sectoren (mobiele bronnen);2003;3100;0.29;0.03
814;Overige sectoren (mobiele bronnen);2004;3100;0.28;0.03
815;Overige sectoren (mobiele bronnen);2005;3200;0.27;0.03
816;Overige sectoren (mobiele bronnen);2006;3100;0.25;0.03
817;Overige sectoren (mobiele bronnen);2007;3100;0.23;0.03
818;Overige sectoren (mobiele bronnen);2008;3100;0.22;0.03
819;Overige sectoren (mobiele bronnen);2009;3000;0.21;0.03
820;Overige sectoren (mobiele bronnen);2010;2800;0.19;0.03
821;Overige sectoren (mobiele bronnen);2011;2900;0.19;0.03
822;Overige sectoren (mobiele bronnen);2012;2600;0.18;0.03
823;Overige sectoren (mobiele bronnen);2013;2600;0.17;0.03
824;Overige sectoren (mobiele bronnen);2014;2600;0.16;0.03
825;Overige sectoren (mobiele bronnen);2015;2500;0.15;0.02
826;Overige sectoren (mobiele bronnen);2016;2600;0.14;0.03
827;Overige sectoren (mobiele bronnen);2017;2400;0.13;0.02
828;Overige sectoren (mobiele bronnen);2018;2400;0.12;0.02
829;Overige sectoren (mobiele bronnen);2019;2200;0.11;0.02
830;Overige sectoren (mobiele bronnen);2020;2300;0.11;0.02
831;Overige sectoren (mobiele bronnen);2021;2200;0.1;0.02
