ID;ArbeidsmarktpositieBijUitstroom;PeilmomentenArbeidsmarktpositie;Regiokenmerken;Perioden;InstromersTotaal_1;InstromersVolgtRegulierOnderwijs_2;InstromersGeenRegulierOnderwijs_3
1969;Totaal;2 maanden na instroom;Groot-Rijnmond (CR);Jaar van instroom: 2007;115.0;43.0;72.0
1970;Totaal;2 maanden na instroom;Groot-Rijnmond (CR);Jaar van instroom: 2008;111.0;42.0;69.0
1971;Totaal;2 maanden na instroom;Groot-Rijnmond (CR);Jaar van instroom: 2009;97.0;37.0;60.0
1972;Totaal;2 maanden na instroom;Groot-Rijnmond (CR);Jaar van instroom: 2010;104.0;39.0;65.0
1973;Totaal;2 maanden na instroom;Groot-Rijnmond (CR);Jaar van instroom: 2011;105.0;39.0;65.0
1974;Totaal;2 maanden na instroom;Groot-Rijnmond (CR);Jaar van instroom: 2012;97.0;37.0;60.0
1975;Totaal;2 maanden na instroom;Groot-Rijnmond (CR);Jaar van instroom: 2013;98.0;36.0;62.0
1976;Totaal;2 maanden na instroom;Groot-Rijnmond (CR);Jaar van instroom: 2014;103.0;38.0;65.0
1977;Totaal;2 maanden na instroom;Groot-Rijnmond (CR);Jaar van instroom: 2015;103.0;40.0;63.0
1978;Totaal;2 maanden na instroom;Groot-Rijnmond (CR);Jaar van instroom: 2016;108.0;40.0;68.0
1979;Totaal;2 maanden na instroom;Groot-Rijnmond (CR);Jaar van instroom: 2017;;;
1980;Totaal;2 maanden na instroom;Zuidoost-Zuid-Holland (CR);Jaar van instroom: 2007;29.0;11.0;18.0
1981;Totaal;2 maanden na instroom;Zuidoost-Zuid-Holland (CR);Jaar van instroom: 2008;28.0;11.0;17.0
1982;Totaal;2 maanden na instroom;Zuidoost-Zuid-Holland (CR);Jaar van instroom: 2009;26.0;10.0;17.0
1983;Totaal;2 maanden na instroom;Zuidoost-Zuid-Holland (CR);Jaar van instroom: 2010;26.0;10.0;16.0
1984;Totaal;2 maanden na instroom;Zuidoost-Zuid-Holland (CR);Jaar van instroom: 2011;26.0;10.0;16.0
1985;Totaal;2 maanden na instroom;Zuidoost-Zuid-Holland (CR);Jaar van instroom: 2012;24.0;9.0;15.0
1986;Totaal;2 maanden na instroom;Zuidoost-Zuid-Holland (CR);Jaar van instroom: 2013;25.0;9.0;16.0
1987;Totaal;2 maanden na instroom;Zuidoost-Zuid-Holland (CR);Jaar van instroom: 2014;26.0;10.0;16.0
1988;Totaal;2 maanden na instroom;Zuidoost-Zuid-Holland (CR);Jaar van instroom: 2015;27.0;10.0;16.0
1989;Totaal;2 maanden na instroom;Zuidoost-Zuid-Holland (CR);Jaar van instroom: 2016;27.0;10.0;17.0
1990;Totaal;2 maanden na instroom;Zuidoost-Zuid-Holland (CR);Jaar van instroom: 2017;;;
1991;Totaal;2 maanden na instroom;Zeeuwsch-Vlaanderen (CR);Jaar van instroom: 2007;7.0;2.0;5.0
1992;Totaal;2 maanden na instroom;Zeeuwsch-Vlaanderen (CR);Jaar van instroom: 2008;7.0;2.0;4.0
1993;Totaal;2 maanden na instroom;Zeeuwsch-Vlaanderen (CR);Jaar van instroom: 2009;6.0;2.0;4.0
1994;Totaal;2 maanden na instroom;Zeeuwsch-Vlaanderen (CR);Jaar van instroom: 2010;6.0;2.0;4.0
1995;Totaal;2 maanden na instroom;Zeeuwsch-Vlaanderen (CR);Jaar van instroom: 2011;6.0;2.0;4.0
1996;Totaal;2 maanden na instroom;Zeeuwsch-Vlaanderen (CR);Jaar van instroom: 2012;6.0;2.0;4.0
1997;Totaal;2 maanden na instroom;Zeeuwsch-Vlaanderen (CR);Jaar van instroom: 2013;6.0;2.0;4.0
1998;Totaal;2 maanden na instroom;Zeeuwsch-Vlaanderen (CR);Jaar van instroom: 2014;6.0;2.0;4.0
1999;Totaal;2 maanden na instroom;Zeeuwsch-Vlaanderen (CR);Jaar van instroom: 2015;6.0;2.0;4.0
2000;Totaal;2 maanden na instroom;Zeeuwsch-Vlaanderen (CR);Jaar van instroom: 2016;6.0;2.0;4.0
2001;Totaal;2 maanden na instroom;Zeeuwsch-Vlaanderen (CR);Jaar van instroom: 2017;;;
2002;Totaal;2 maanden na instroom;Overig Zeeland (CR);Jaar van instroom: 2007;20.0;7.0;13.0
2003;Totaal;2 maanden na instroom;Overig Zeeland (CR);Jaar van instroom: 2008;19.0;7.0;12.0
2004;Totaal;2 maanden na instroom;Overig Zeeland (CR);Jaar van instroom: 2009;17.0;7.0;11.0
2005;Totaal;2 maanden na instroom;Overig Zeeland (CR);Jaar van instroom: 2010;18.0;7.0;11.0
2006;Totaal;2 maanden na instroom;Overig Zeeland (CR);Jaar van instroom: 2011;18.0;7.0;11.0
2007;Totaal;2 maanden na instroom;Overig Zeeland (CR);Jaar van instroom: 2012;18.0;7.0;11.0
2008;Totaal;2 maanden na instroom;Overig Zeeland (CR);Jaar van instroom: 2013;18.0;7.0;12.0
2009;Totaal;2 maanden na instroom;Overig Zeeland (CR);Jaar van instroom: 2014;18.0;7.0;12.0
2010;Totaal;2 maanden na instroom;Overig Zeeland (CR);Jaar van instroom: 2015;18.0;7.0;12.0
2011;Totaal;2 maanden na instroom;Overig Zeeland (CR);Jaar van instroom: 2016;18.0;7.0;11.0
2012;Totaal;2 maanden na instroom;Overig Zeeland (CR);Jaar van instroom: 2017;;;
2013;Totaal;2 maanden na instroom;West-Noord-Brabant (CR);Jaar van instroom: 2007;46.0;17.0;29.0
2014;Totaal;2 maanden na instroom;West-Noord-Brabant (CR);Jaar van instroom: 2008;44.0;17.0;28.0
2015;Totaal;2 maanden na instroom;West-Noord-Brabant (CR);Jaar van instroom: 2009;39.0;15.0;24.0
2016;Totaal;2 maanden na instroom;West-Noord-Brabant (CR);Jaar van instroom: 2010;42.0;16.0;26.0
2017;Totaal;2 maanden na instroom;West-Noord-Brabant (CR);Jaar van instroom: 2011;42.0;16.0;26.0
2018;Totaal;2 maanden na instroom;West-Noord-Brabant (CR);Jaar van instroom: 2012;40.0;15.0;25.0
2019;Totaal;2 maanden na instroom;West-Noord-Brabant (CR);Jaar van instroom: 2013;41.0;15.0;26.0
2020;Totaal;2 maanden na instroom;West-Noord-Brabant (CR);Jaar van instroom: 2014;43.0;15.0;28.0
2021;Totaal;2 maanden na instroom;West-Noord-Brabant (CR);Jaar van instroom: 2015;45.0;17.0;28.0
2022;Totaal;2 maanden na instroom;West-Noord-Brabant (CR);Jaar van instroom: 2016;44.0;16.0;28.0
2023;Totaal;2 maanden na instroom;West-Noord-Brabant (CR);Jaar van instroom: 2017;;;
2024;Totaal;2 maanden na instroom;Midden-Noord-Brabant (CR);Jaar van instroom: 2007;37.0;15.0;22.0
2025;Totaal;2 maanden na instroom;Midden-Noord-Brabant (CR);Jaar van instroom: 2008;35.0;15.0;20.0
2026;Totaal;2 maanden na instroom;Midden-Noord-Brabant (CR);Jaar van instroom: 2009;31.0;13.0;18.0
2027;Totaal;2 maanden na instroom;Midden-Noord-Brabant (CR);Jaar van instroom: 2010;33.0;14.0;19.0
2028;Totaal;2 maanden na instroom;Midden-Noord-Brabant (CR);Jaar van instroom: 2011;33.0;14.0;19.0
2029;Totaal;2 maanden na instroom;Midden-Noord-Brabant (CR);Jaar van instroom: 2012;32.0;13.0;19.0
2030;Totaal;2 maanden na instroom;Midden-Noord-Brabant (CR);Jaar van instroom: 2013;32.0;13.0;20.0
2031;Totaal;2 maanden na instroom;Midden-Noord-Brabant (CR);Jaar van instroom: 2014;34.0;14.0;21.0
2032;Totaal;2 maanden na instroom;Midden-Noord-Brabant (CR);Jaar van instroom: 2015;36.0;14.0;21.0
2033;Totaal;2 maanden na instroom;Midden-Noord-Brabant (CR);Jaar van instroom: 2016;36.0;14.0;22.0
2034;Totaal;2 maanden na instroom;Midden-Noord-Brabant (CR);Jaar van instroom: 2017;;;
2035;Totaal;2 maanden na instroom;Noordoost-Noord-Brabant (CR);Jaar van instroom: 2007;46.0;18.0;29.0
2036;Totaal;2 maanden na instroom;Noordoost-Noord-Brabant (CR);Jaar van instroom: 2008;44.0;17.0;27.0
2037;Totaal;2 maanden na instroom;Noordoost-Noord-Brabant (CR);Jaar van instroom: 2009;39.0;16.0;24.0
2038;Totaal;2 maanden na instroom;Noordoost-Noord-Brabant (CR);Jaar van instroom: 2010;42.0;17.0;25.0
2039;Totaal;2 maanden na instroom;Noordoost-Noord-Brabant (CR);Jaar van instroom: 2011;42.0;16.0;25.0
2040;Totaal;2 maanden na instroom;Noordoost-Noord-Brabant (CR);Jaar van instroom: 2012;40.0;16.0;25.0
2041;Totaal;2 maanden na instroom;Noordoost-Noord-Brabant (CR);Jaar van instroom: 2013;42.0;15.0;27.0
2042;Totaal;2 maanden na instroom;Noordoost-Noord-Brabant (CR);Jaar van instroom: 2014;42.0;16.0;26.0
2043;Totaal;2 maanden na instroom;Noordoost-Noord-Brabant (CR);Jaar van instroom: 2015;45.0;18.0;28.0
2044;Totaal;2 maanden na instroom;Noordoost-Noord-Brabant (CR);Jaar van instroom: 2016;44.0;16.0;28.0
2045;Totaal;2 maanden na instroom;Noordoost-Noord-Brabant (CR);Jaar van instroom: 2017;;;
2046;Totaal;2 maanden na instroom;Zuidoost-Noord-Brabant (CR);Jaar van instroom: 2007;54.0;21.0;33.0
2047;Totaal;2 maanden na instroom;Zuidoost-Noord-Brabant (CR);Jaar van instroom: 2008;52.0;20.0;32.0
2048;Totaal;2 maanden na instroom;Zuidoost-Noord-Brabant (CR);Jaar van instroom: 2009;46.0;19.0;28.0
2049;Totaal;2 maanden na instroom;Zuidoost-Noord-Brabant (CR);Jaar van instroom: 2010;51.0;20.0;31.0
2050;Totaal;2 maanden na instroom;Zuidoost-Noord-Brabant (CR);Jaar van instroom: 2011;50.0;20.0;30.0
2051;Totaal;2 maanden na instroom;Zuidoost-Noord-Brabant (CR);Jaar van instroom: 2012;47.0;19.0;29.0
2052;Totaal;2 maanden na instroom;Zuidoost-Noord-Brabant (CR);Jaar van instroom: 2013;49.0;18.0;31.0
2053;Totaal;2 maanden na instroom;Zuidoost-Noord-Brabant (CR);Jaar van instroom: 2014;51.0;19.0;32.0
2054;Totaal;2 maanden na instroom;Zuidoost-Noord-Brabant (CR);Jaar van instroom: 2015;54.0;21.0;33.0
2055;Totaal;2 maanden na instroom;Zuidoost-Noord-Brabant (CR);Jaar van instroom: 2016;54.0;20.0;33.0
2056;Totaal;2 maanden na instroom;Zuidoost-Noord-Brabant (CR);Jaar van instroom: 2017;;;
2057;Totaal;2 maanden na instroom;Noord-Limburg (CR);Jaar van instroom: 2007;20.0;7.0;13.0
2058;Totaal;2 maanden na instroom;Noord-Limburg (CR);Jaar van instroom: 2008;19.0;7.0;12.0
2059;Totaal;2 maanden na instroom;Noord-Limburg (CR);Jaar van instroom: 2009;18.0;7.0;11.0
2060;Totaal;2 maanden na instroom;Noord-Limburg (CR);Jaar van instroom: 2010;19.0;7.0;12.0
2061;Totaal;2 maanden na instroom;Noord-Limburg (CR);Jaar van instroom: 2011;19.0;7.0;12.0
2062;Totaal;2 maanden na instroom;Noord-Limburg (CR);Jaar van instroom: 2012;19.0;7.0;12.0
2063;Totaal;2 maanden na instroom;Noord-Limburg (CR);Jaar van instroom: 2013;19.0;7.0;12.0
2064;Totaal;2 maanden na instroom;Noord-Limburg (CR);Jaar van instroom: 2014;19.0;6.0;13.0
2065;Totaal;2 maanden na instroom;Noord-Limburg (CR);Jaar van instroom: 2015;19.0;7.0;13.0
2066;Totaal;2 maanden na instroom;Noord-Limburg (CR);Jaar van instroom: 2016;20.0;7.0;14.0
2067;Totaal;2 maanden na instroom;Noord-Limburg (CR);Jaar van instroom: 2017;;;
2068;Totaal;2 maanden na instroom;Midden-Limburg (CR);Jaar van instroom: 2007;16.0;6.0;10.0
2069;Totaal;2 maanden na instroom;Midden-Limburg (CR);Jaar van instroom: 2008;16.0;6.0;10.0
2070;Totaal;2 maanden na instroom;Midden-Limburg (CR);Jaar van instroom: 2009;14.0;5.0;8.0
2071;Totaal;2 maanden na instroom;Midden-Limburg (CR);Jaar van instroom: 2010;15.0;6.0;9.0
2072;Totaal;2 maanden na instroom;Midden-Limburg (CR);Jaar van instroom: 2011;15.0;5.0;9.0
2073;Totaal;2 maanden na instroom;Midden-Limburg (CR);Jaar van instroom: 2012;15.0;5.0;9.0
2074;Totaal;2 maanden na instroom;Midden-Limburg (CR);Jaar van instroom: 2013;15.0;5.0;10.0
2075;Totaal;2 maanden na instroom;Midden-Limburg (CR);Jaar van instroom: 2014;15.0;5.0;10.0
2076;Totaal;2 maanden na instroom;Midden-Limburg (CR);Jaar van instroom: 2015;15.0;5.0;10.0
2077;Totaal;2 maanden na instroom;Midden-Limburg (CR);Jaar van instroom: 2016;16.0;5.0;10.0
2078;Totaal;2 maanden na instroom;Midden-Limburg (CR);Jaar van instroom: 2017;;;
2079;Totaal;2 maanden na instroom;Zuid-Limburg (CR);Jaar van instroom: 2007;47.0;18.0;29.0
2080;Totaal;2 maanden na instroom;Zuid-Limburg (CR);Jaar van instroom: 2008;44.0;18.0;25.0
2081;Totaal;2 maanden na instroom;Zuid-Limburg (CR);Jaar van instroom: 2009;38.0;16.0;22.0
2082;Totaal;2 maanden na instroom;Zuid-Limburg (CR);Jaar van instroom: 2010;41.0;17.0;24.0
2083;Totaal;2 maanden na instroom;Zuid-Limburg (CR);Jaar van instroom: 2011;41.0;17.0;24.0
2084;Totaal;2 maanden na instroom;Zuid-Limburg (CR);Jaar van instroom: 2012;40.0;16.0;24.0
2085;Totaal;2 maanden na instroom;Zuid-Limburg (CR);Jaar van instroom: 2013;40.0;15.0;25.0
2086;Totaal;2 maanden na instroom;Zuid-Limburg (CR);Jaar van instroom: 2014;41.0;15.0;25.0
2087;Totaal;2 maanden na instroom;Zuid-Limburg (CR);Jaar van instroom: 2015;41.0;16.0;25.0
2088;Totaal;2 maanden na instroom;Zuid-Limburg (CR);Jaar van instroom: 2016;40.0;15.0;25.0
2089;Totaal;2 maanden na instroom;Zuid-Limburg (CR);Jaar van instroom: 2017;;;
2090;Totaal;2 maanden na instroom;Flevoland (CR);Jaar van instroom: 2007;36.0;13.0;22.0
2091;Totaal;2 maanden na instroom;Flevoland (CR);Jaar van instroom: 2008;35.0;13.0;21.0
2092;Totaal;2 maanden na instroom;Flevoland (CR);Jaar van instroom: 2009;31.0;12.0;19.0
2093;Totaal;2 maanden na instroom;Flevoland (CR);Jaar van instroom: 2010;31.0;12.0;19.0
2094;Totaal;2 maanden na instroom;Flevoland (CR);Jaar van instroom: 2011;32.0;12.0;19.0
2095;Totaal;2 maanden na instroom;Flevoland (CR);Jaar van instroom: 2012;31.0;12.0;19.0
2096;Totaal;2 maanden na instroom;Flevoland (CR);Jaar van instroom: 2013;30.0;12.0;19.0
2097;Totaal;2 maanden na instroom;Flevoland (CR);Jaar van instroom: 2014;32.0;12.0;20.0
2098;Totaal;2 maanden na instroom;Flevoland (CR);Jaar van instroom: 2015;34.0;13.0;21.0
2099;Totaal;2 maanden na instroom;Flevoland (CR);Jaar van instroom: 2016;34.0;13.0;22.0
2100;Totaal;2 maanden na instroom;Flevoland (CR);Jaar van instroom: 2017;;;
2101;Totaal;2 maanden na instroom;Niet in te delen (CR);Jaar van instroom: 2007;0.0;0.0;0.0
2102;Totaal;2 maanden na instroom;Niet in te delen (CR);Jaar van instroom: 2008;0.0;0.0;0.0
2103;Totaal;2 maanden na instroom;Niet in te delen (CR);Jaar van instroom: 2009;0.0;0.0;0.0
2104;Totaal;2 maanden na instroom;Niet in te delen (CR);Jaar van instroom: 2010;0.0;0.0;0.0
2105;Totaal;2 maanden na instroom;Niet in te delen (CR);Jaar van instroom: 2011;0.0;0.0;0.0
2106;Totaal;2 maanden na instroom;Niet in te delen (CR);Jaar van instroom: 2012;3.0;1.0;2.0
2107;Totaal;2 maanden na instroom;Niet in te delen (CR);Jaar van instroom: 2013;0.0;0.0;0.0
2108;Totaal;2 maanden na instroom;Niet in te delen (CR);Jaar van instroom: 2014;7.0;3.0;4.0
2109;Totaal;2 maanden na instroom;Niet in te delen (CR);Jaar van instroom: 2015;0.0;0.0;0.0
2110;Totaal;2 maanden na instroom;Niet in te delen (CR);Jaar van instroom: 2016;0.0;0.0;0.0
2111;Totaal;2 maanden na instroom;Niet in te delen (CR);Jaar van instroom: 2017;;;
2112;Totaal;2 maanden na instroom;Zeer sterk stedelijk;Jaar van instroom: 2007;284.0;110.0;174.0
2113;Totaal;2 maanden na instroom;Zeer sterk stedelijk;Jaar van instroom: 2008;272.0;108.0;164.0
2114;Totaal;2 maanden na instroom;Zeer sterk stedelijk;Jaar van instroom: 2009;265.0;108.0;158.0
2115;Totaal;2 maanden na instroom;Zeer sterk stedelijk;Jaar van instroom: 2010;278.0;114.0;164.0
2116;Totaal;2 maanden na instroom;Zeer sterk stedelijk;Jaar van instroom: 2011;280.0;114.0;166.0
2117;Totaal;2 maanden na instroom;Zeer sterk stedelijk;Jaar van instroom: 2012;268.0;108.0;160.0
2118;Totaal;2 maanden na instroom;Zeer sterk stedelijk;Jaar van instroom: 2013;270.0;108.0;162.0
2119;Totaal;2 maanden na instroom;Zeer sterk stedelijk;Jaar van instroom: 2014;295.0;116.0;179.0
2120;Totaal;2 maanden na instroom;Zeer sterk stedelijk;Jaar van instroom: 2015;316.0;126.0;190.0
2121;Totaal;2 maanden na instroom;Zeer sterk stedelijk;Jaar van instroom: 2016;349.0;135.0;213.0
2122;Totaal;2 maanden na instroom;Zeer sterk stedelijk;Jaar van instroom: 2017;;;
2123;Totaal;2 maanden na instroom;Sterk stedelijk;Jaar van instroom: 2007;391.0;150.0;242.0
2124;Totaal;2 maanden na instroom;Sterk stedelijk;Jaar van instroom: 2008;380.0;149.0;231.0
2125;Totaal;2 maanden na instroom;Sterk stedelijk;Jaar van instroom: 2009;327.0;129.0;198.0
2126;Totaal;2 maanden na instroom;Sterk stedelijk;Jaar van instroom: 2010;341.0;135.0;205.0
2127;Totaal;2 maanden na instroom;Sterk stedelijk;Jaar van instroom: 2011;339.0;135.0;204.0
2128;Totaal;2 maanden na instroom;Sterk stedelijk;Jaar van instroom: 2012;323.0;127.0;196.0
2129;Totaal;2 maanden na instroom;Sterk stedelijk;Jaar van instroom: 2013;324.0;124.0;200.0
2130;Totaal;2 maanden na instroom;Sterk stedelijk;Jaar van instroom: 2014;329.0;125.0;204.0
2131;Totaal;2 maanden na instroom;Sterk stedelijk;Jaar van instroom: 2015;387.0;150.0;237.0
2132;Totaal;2 maanden na instroom;Sterk stedelijk;Jaar van instroom: 2016;381.0;144.0;236.0
2133;Totaal;2 maanden na instroom;Sterk stedelijk;Jaar van instroom: 2017;;;
2134;Totaal;2 maanden na instroom;Matig stedelijk;Jaar van instroom: 2007;242.0;91.0;152.0
2135;Totaal;2 maanden na instroom;Matig stedelijk;Jaar van instroom: 2008;226.0;87.0;139.0
2136;Totaal;2 maanden na instroom;Matig stedelijk;Jaar van instroom: 2009;198.0;77.0;121.0
2137;Totaal;2 maanden na instroom;Matig stedelijk;Jaar van instroom: 2010;215.0;83.0;132.0
2138;Totaal;2 maanden na instroom;Matig stedelijk;Jaar van instroom: 2011;212.0;82.0;130.0
2139;Totaal;2 maanden na instroom;Matig stedelijk;Jaar van instroom: 2012;214.0;81.0;133.0
2140;Totaal;2 maanden na instroom;Matig stedelijk;Jaar van instroom: 2013;211.0;78.0;133.0
2141;Totaal;2 maanden na instroom;Matig stedelijk;Jaar van instroom: 2014;228.0;84.0;144.0
2142;Totaal;2 maanden na instroom;Matig stedelijk;Jaar van instroom: 2015;197.0;75.0;122.0
2143;Totaal;2 maanden na instroom;Matig stedelijk;Jaar van instroom: 2016;198.0;74.0;124.0
2144;Totaal;2 maanden na instroom;Matig stedelijk;Jaar van instroom: 2017;;;
2145;Totaal;2 maanden na instroom;Weinig stedelijk;Jaar van instroom: 2007;246.0;97.0;149.0
2146;Totaal;2 maanden na instroom;Weinig stedelijk;Jaar van instroom: 2008;242.0;97.0;145.0
2147;Totaal;2 maanden na instroom;Weinig stedelijk;Jaar van instroom: 2009;211.0;85.0;126.0
2148;Totaal;2 maanden na instroom;Weinig stedelijk;Jaar van instroom: 2010;228.0;90.0;137.0
2149;Totaal;2 maanden na instroom;Weinig stedelijk;Jaar van instroom: 2011;233.0;93.0;139.0
2150;Totaal;2 maanden na instroom;Weinig stedelijk;Jaar van instroom: 2012;215.0;85.0;130.0
2151;Totaal;2 maanden na instroom;Weinig stedelijk;Jaar van instroom: 2013;229.0;87.0;141.0
2152;Totaal;2 maanden na instroom;Weinig stedelijk;Jaar van instroom: 2014;230.0;87.0;143.0
2153;Totaal;2 maanden na instroom;Weinig stedelijk;Jaar van instroom: 2015;231.0;90.0;141.0
2154;Totaal;2 maanden na instroom;Weinig stedelijk;Jaar van instroom: 2016;228.0;87.0;141.0
2155;Totaal;2 maanden na instroom;Weinig stedelijk;Jaar van instroom: 2017;;;
2156;Totaal;2 maanden na instroom;Niet stedelijk;Jaar van instroom: 2007;138.0;55.0;83.0
2157;Totaal;2 maanden na instroom;Niet stedelijk;Jaar van instroom: 2008;131.0;53.0;77.0
2158;Totaal;2 maanden na instroom;Niet stedelijk;Jaar van instroom: 2009;118.0;48.0;69.0
2159;Totaal;2 maanden na instroom;Niet stedelijk;Jaar van instroom: 2010;122.0;49.0;72.0
2160;Totaal;2 maanden na instroom;Niet stedelijk;Jaar van instroom: 2011;113.0;46.0;67.0
2161;Totaal;2 maanden na instroom;Niet stedelijk;Jaar van instroom: 2012;107.0;42.0;64.0
2162;Totaal;2 maanden na instroom;Niet stedelijk;Jaar van instroom: 2013;109.0;42.0;67.0
2163;Totaal;2 maanden na instroom;Niet stedelijk;Jaar van instroom: 2014;110.0;43.0;68.0
2164;Totaal;2 maanden na instroom;Niet stedelijk;Jaar van instroom: 2015;96.0;38.0;58.0
2165;Totaal;2 maanden na instroom;Niet stedelijk;Jaar van instroom: 2016;94.0;37.0;57.0
2166;Totaal;2 maanden na instroom;Niet stedelijk;Jaar van instroom: 2017;;;
2167;Totaal;2 maanden na instroom;Stedelijkheid onbekend;Jaar van instroom: 2007;0.0;0.0;0.0
2168;Totaal;2 maanden na instroom;Stedelijkheid onbekend;Jaar van instroom: 2008;0.0;0.0;0.0
2169;Totaal;2 maanden na instroom;Stedelijkheid onbekend;Jaar van instroom: 2009;0.0;0.0;0.0
2170;Totaal;2 maanden na instroom;Stedelijkheid onbekend;Jaar van instroom: 2010;0.0;0.0;0.0
2171;Totaal;2 maanden na instroom;Stedelijkheid onbekend;Jaar van instroom: 2011;0.0;0.0;0.0
2172;Totaal;2 maanden na instroom;Stedelijkheid onbekend;Jaar van instroom: 2012;3.0;1.0;2.0
2173;Totaal;2 maanden na instroom;Stedelijkheid onbekend;Jaar van instroom: 2013;0.0;0.0;0.0
2174;Totaal;2 maanden na instroom;Stedelijkheid onbekend;Jaar van instroom: 2014;7.0;3.0;4.0
2175;Totaal;2 maanden na instroom;Stedelijkheid onbekend;Jaar van instroom: 2015;0.0;0.0;0.0
2176;Totaal;2 maanden na instroom;Stedelijkheid onbekend;Jaar van instroom: 2016;0.0;0.0;0.0
2177;Totaal;2 maanden na instroom;Stedelijkheid onbekend;Jaar van instroom: 2017;;;
2178;Totaal;3 maanden na instroom;Nederland;Jaar van instroom: 2007;1301.0;502.0;799.0
2179;Totaal;3 maanden na instroom;Nederland;Jaar van instroom: 2008;1251.0;495.0;756.0
2180;Totaal;3 maanden na instroom;Nederland;Jaar van instroom: 2009;1120.0;448.0;672.0
2181;Totaal;3 maanden na instroom;Nederland;Jaar van instroom: 2010;1183.0;473.0;711.0
2182;Totaal;3 maanden na instroom;Nederland;Jaar van instroom: 2011;1177.0;471.0;706.0
2183;Totaal;3 maanden na instroom;Nederland;Jaar van instroom: 2012;1131.0;444.0;686.0
2184;Totaal;3 maanden na instroom;Nederland;Jaar van instroom: 2013;1143.0;439.0;704.0
2185;Totaal;3 maanden na instroom;Nederland;Jaar van instroom: 2014;1199.0;458.0;742.0
2186;Totaal;3 maanden na instroom;Nederland;Jaar van instroom: 2015;1227.0;479.0;748.0
2187;Totaal;3 maanden na instroom;Nederland;Jaar van instroom: 2016;1249.0;478.0;771.0
2188;Totaal;3 maanden na instroom;Nederland;Jaar van instroom: 2017;;;
2189;Totaal;3 maanden na instroom;Noord-Nederland (LD);Jaar van instroom: 2007;133.0;57.0;76.0
2190;Totaal;3 maanden na instroom;Noord-Nederland (LD);Jaar van instroom: 2008;130.0;57.0;73.0
2191;Totaal;3 maanden na instroom;Noord-Nederland (LD);Jaar van instroom: 2009;115.0;50.0;65.0
2192;Totaal;3 maanden na instroom;Noord-Nederland (LD);Jaar van instroom: 2010;125.0;54.0;71.0
2193;Totaal;3 maanden na instroom;Noord-Nederland (LD);Jaar van instroom: 2011;121.0;53.0;68.0
2194;Totaal;3 maanden na instroom;Noord-Nederland (LD);Jaar van instroom: 2012;118.0;50.0;68.0
2195;Totaal;3 maanden na instroom;Noord-Nederland (LD);Jaar van instroom: 2013;120.0;50.0;70.0
2196;Totaal;3 maanden na instroom;Noord-Nederland (LD);Jaar van instroom: 2014;122.0;51.0;71.0
2197;Totaal;3 maanden na instroom;Noord-Nederland (LD);Jaar van instroom: 2015;126.0;54.0;71.0
2198;Totaal;3 maanden na instroom;Noord-Nederland (LD);Jaar van instroom: 2016;126.0;54.0;71.0
2199;Totaal;3 maanden na instroom;Noord-Nederland (LD);Jaar van instroom: 2017;;;
2200;Totaal;3 maanden na instroom;Oost-Nederland (LD);Jaar van instroom: 2007;274.0;110.0;164.0
2201;Totaal;3 maanden na instroom;Oost-Nederland (LD);Jaar van instroom: 2008;263.0;108.0;154.0
2202;Totaal;3 maanden na instroom;Oost-Nederland (LD);Jaar van instroom: 2009;235.0;97.0;138.0
2203;Totaal;3 maanden na instroom;Oost-Nederland (LD);Jaar van instroom: 2010;249.0;102.0;147.0
2204;Totaal;3 maanden na instroom;Oost-Nederland (LD);Jaar van instroom: 2011;248.0;103.0;145.0
2205;Totaal;3 maanden na instroom;Oost-Nederland (LD);Jaar van instroom: 2012;237.0;96.0;141.0
2206;Totaal;3 maanden na instroom;Oost-Nederland (LD);Jaar van instroom: 2013;238.0;95.0;143.0
2207;Totaal;3 maanden na instroom;Oost-Nederland (LD);Jaar van instroom: 2014;255.0;100.0;155.0
2208;Totaal;3 maanden na instroom;Oost-Nederland (LD);Jaar van instroom: 2015;260.0;104.0;156.0
2209;Totaal;3 maanden na instroom;Oost-Nederland (LD);Jaar van instroom: 2016;262.0;105.0;157.0
2210;Totaal;3 maanden na instroom;Oost-Nederland (LD);Jaar van instroom: 2017;;;
2211;Totaal;3 maanden na instroom;West-Nederland (LD);Jaar van instroom: 2007;628.0;235.0;393.0
2212;Totaal;3 maanden na instroom;West-Nederland (LD);Jaar van instroom: 2008;605.0;230.0;375.0
2213;Totaal;3 maanden na instroom;West-Nederland (LD);Jaar van instroom: 2009;544.0;210.0;335.0
2214;Totaal;3 maanden na instroom;West-Nederland (LD);Jaar van instroom: 2010;565.0;220.0;344.0
2215;Totaal;3 maanden na instroom;West-Nederland (LD);Jaar van instroom: 2011;567.0;219.0;348.0
2216;Totaal;3 maanden na instroom;West-Nederland (LD);Jaar van instroom: 2012;539.0;207.0;332.0
2217;Totaal;3 maanden na instroom;West-Nederland (LD);Jaar van instroom: 2013;547.0;206.0;341.0
2218;Totaal;3 maanden na instroom;West-Nederland (LD);Jaar van instroom: 2014;570.0;213.0;357.0
2219;Totaal;3 maanden na instroom;West-Nederland (LD);Jaar van instroom: 2015;587.0;223.0;364.0
2220;Totaal;3 maanden na instroom;West-Nederland (LD);Jaar van instroom: 2016;607.0;225.0;382.0
