ID;ArbeidsmarktpositieBijUitstroom;PeilmomentenArbeidsmarktpositie;Regiokenmerken;Perioden;InstromersTotaal_1;InstromersVolgtRegulierOnderwijs_2;InstromersGeenRegulierOnderwijs_3
7774;Totaal;10 maanden na instroom;Oost-Zuid-Holland (CR);Jaar van instroom: 2015;21.0;8.0;13.0
7775;Totaal;10 maanden na instroom;Oost-Zuid-Holland (CR);Jaar van instroom: 2016;22.0;8.0;13.0
7776;Totaal;10 maanden na instroom;Oost-Zuid-Holland (CR);Jaar van instroom: 2017;;;
7777;Totaal;10 maanden na instroom;Groot-Rijnmond (CR);Jaar van instroom: 2007;115.0;43.0;72.0
7778;Totaal;10 maanden na instroom;Groot-Rijnmond (CR);Jaar van instroom: 2008;111.0;42.0;69.0
7779;Totaal;10 maanden na instroom;Groot-Rijnmond (CR);Jaar van instroom: 2009;97.0;37.0;60.0
7780;Totaal;10 maanden na instroom;Groot-Rijnmond (CR);Jaar van instroom: 2010;104.0;39.0;65.0
7781;Totaal;10 maanden na instroom;Groot-Rijnmond (CR);Jaar van instroom: 2011;105.0;39.0;65.0
7782;Totaal;10 maanden na instroom;Groot-Rijnmond (CR);Jaar van instroom: 2012;97.0;37.0;60.0
7783;Totaal;10 maanden na instroom;Groot-Rijnmond (CR);Jaar van instroom: 2013;98.0;36.0;62.0
7784;Totaal;10 maanden na instroom;Groot-Rijnmond (CR);Jaar van instroom: 2014;103.0;38.0;65.0
7785;Totaal;10 maanden na instroom;Groot-Rijnmond (CR);Jaar van instroom: 2015;103.0;40.0;63.0
7786;Totaal;10 maanden na instroom;Groot-Rijnmond (CR);Jaar van instroom: 2016;108.0;40.0;68.0
7787;Totaal;10 maanden na instroom;Groot-Rijnmond (CR);Jaar van instroom: 2017;;;
7788;Totaal;10 maanden na instroom;Zuidoost-Zuid-Holland (CR);Jaar van instroom: 2007;29.0;11.0;18.0
7789;Totaal;10 maanden na instroom;Zuidoost-Zuid-Holland (CR);Jaar van instroom: 2008;28.0;11.0;17.0
7790;Totaal;10 maanden na instroom;Zuidoost-Zuid-Holland (CR);Jaar van instroom: 2009;26.0;10.0;17.0
7791;Totaal;10 maanden na instroom;Zuidoost-Zuid-Holland (CR);Jaar van instroom: 2010;26.0;10.0;16.0
7792;Totaal;10 maanden na instroom;Zuidoost-Zuid-Holland (CR);Jaar van instroom: 2011;26.0;10.0;16.0
7793;Totaal;10 maanden na instroom;Zuidoost-Zuid-Holland (CR);Jaar van instroom: 2012;24.0;9.0;15.0
7794;Totaal;10 maanden na instroom;Zuidoost-Zuid-Holland (CR);Jaar van instroom: 2013;25.0;9.0;16.0
7795;Totaal;10 maanden na instroom;Zuidoost-Zuid-Holland (CR);Jaar van instroom: 2014;26.0;10.0;16.0
7796;Totaal;10 maanden na instroom;Zuidoost-Zuid-Holland (CR);Jaar van instroom: 2015;27.0;10.0;16.0
7797;Totaal;10 maanden na instroom;Zuidoost-Zuid-Holland (CR);Jaar van instroom: 2016;27.0;10.0;17.0
7798;Totaal;10 maanden na instroom;Zuidoost-Zuid-Holland (CR);Jaar van instroom: 2017;;;
7799;Totaal;10 maanden na instroom;Zeeuwsch-Vlaanderen (CR);Jaar van instroom: 2007;7.0;2.0;5.0
7800;Totaal;10 maanden na instroom;Zeeuwsch-Vlaanderen (CR);Jaar van instroom: 2008;7.0;2.0;4.0
7801;Totaal;10 maanden na instroom;Zeeuwsch-Vlaanderen (CR);Jaar van instroom: 2009;6.0;2.0;4.0
7802;Totaal;10 maanden na instroom;Zeeuwsch-Vlaanderen (CR);Jaar van instroom: 2010;6.0;2.0;4.0
7803;Totaal;10 maanden na instroom;Zeeuwsch-Vlaanderen (CR);Jaar van instroom: 2011;6.0;2.0;4.0
7804;Totaal;10 maanden na instroom;Zeeuwsch-Vlaanderen (CR);Jaar van instroom: 2012;6.0;2.0;4.0
7805;Totaal;10 maanden na instroom;Zeeuwsch-Vlaanderen (CR);Jaar van instroom: 2013;6.0;2.0;4.0
7806;Totaal;10 maanden na instroom;Zeeuwsch-Vlaanderen (CR);Jaar van instroom: 2014;6.0;2.0;4.0
7807;Totaal;10 maanden na instroom;Zeeuwsch-Vlaanderen (CR);Jaar van instroom: 2015;6.0;2.0;4.0
7808;Totaal;10 maanden na instroom;Zeeuwsch-Vlaanderen (CR);Jaar van instroom: 2016;6.0;2.0;4.0
7809;Totaal;10 maanden na instroom;Zeeuwsch-Vlaanderen (CR);Jaar van instroom: 2017;;;
7810;Totaal;10 maanden na instroom;Overig Zeeland (CR);Jaar van instroom: 2007;20.0;7.0;13.0
7811;Totaal;10 maanden na instroom;Overig Zeeland (CR);Jaar van instroom: 2008;19.0;7.0;12.0
7812;Totaal;10 maanden na instroom;Overig Zeeland (CR);Jaar van instroom: 2009;17.0;7.0;11.0
7813;Totaal;10 maanden na instroom;Overig Zeeland (CR);Jaar van instroom: 2010;18.0;7.0;11.0
7814;Totaal;10 maanden na instroom;Overig Zeeland (CR);Jaar van instroom: 2011;18.0;7.0;11.0
7815;Totaal;10 maanden na instroom;Overig Zeeland (CR);Jaar van instroom: 2012;18.0;7.0;11.0
7816;Totaal;10 maanden na instroom;Overig Zeeland (CR);Jaar van instroom: 2013;18.0;7.0;12.0
7817;Totaal;10 maanden na instroom;Overig Zeeland (CR);Jaar van instroom: 2014;18.0;7.0;12.0
7818;Totaal;10 maanden na instroom;Overig Zeeland (CR);Jaar van instroom: 2015;18.0;7.0;12.0
7819;Totaal;10 maanden na instroom;Overig Zeeland (CR);Jaar van instroom: 2016;18.0;7.0;11.0
7820;Totaal;10 maanden na instroom;Overig Zeeland (CR);Jaar van instroom: 2017;;;
7821;Totaal;10 maanden na instroom;West-Noord-Brabant (CR);Jaar van instroom: 2007;46.0;17.0;29.0
7822;Totaal;10 maanden na instroom;West-Noord-Brabant (CR);Jaar van instroom: 2008;44.0;17.0;28.0
7823;Totaal;10 maanden na instroom;West-Noord-Brabant (CR);Jaar van instroom: 2009;39.0;15.0;24.0
7824;Totaal;10 maanden na instroom;West-Noord-Brabant (CR);Jaar van instroom: 2010;42.0;16.0;26.0
7825;Totaal;10 maanden na instroom;West-Noord-Brabant (CR);Jaar van instroom: 2011;42.0;16.0;26.0
7826;Totaal;10 maanden na instroom;West-Noord-Brabant (CR);Jaar van instroom: 2012;40.0;15.0;25.0
7827;Totaal;10 maanden na instroom;West-Noord-Brabant (CR);Jaar van instroom: 2013;41.0;15.0;26.0
7828;Totaal;10 maanden na instroom;West-Noord-Brabant (CR);Jaar van instroom: 2014;43.0;15.0;28.0
7829;Totaal;10 maanden na instroom;West-Noord-Brabant (CR);Jaar van instroom: 2015;45.0;17.0;28.0
7830;Totaal;10 maanden na instroom;West-Noord-Brabant (CR);Jaar van instroom: 2016;44.0;16.0;28.0
7831;Totaal;10 maanden na instroom;West-Noord-Brabant (CR);Jaar van instroom: 2017;;;
7832;Totaal;10 maanden na instroom;Midden-Noord-Brabant (CR);Jaar van instroom: 2007;37.0;15.0;22.0
7833;Totaal;10 maanden na instroom;Midden-Noord-Brabant (CR);Jaar van instroom: 2008;35.0;15.0;20.0
7834;Totaal;10 maanden na instroom;Midden-Noord-Brabant (CR);Jaar van instroom: 2009;31.0;13.0;18.0
7835;Totaal;10 maanden na instroom;Midden-Noord-Brabant (CR);Jaar van instroom: 2010;33.0;14.0;19.0
7836;Totaal;10 maanden na instroom;Midden-Noord-Brabant (CR);Jaar van instroom: 2011;33.0;14.0;19.0
7837;Totaal;10 maanden na instroom;Midden-Noord-Brabant (CR);Jaar van instroom: 2012;32.0;13.0;19.0
7838;Totaal;10 maanden na instroom;Midden-Noord-Brabant (CR);Jaar van instroom: 2013;32.0;13.0;20.0
7839;Totaal;10 maanden na instroom;Midden-Noord-Brabant (CR);Jaar van instroom: 2014;34.0;14.0;21.0
7840;Totaal;10 maanden na instroom;Midden-Noord-Brabant (CR);Jaar van instroom: 2015;36.0;14.0;21.0
7841;Totaal;10 maanden na instroom;Midden-Noord-Brabant (CR);Jaar van instroom: 2016;36.0;14.0;22.0
7842;Totaal;10 maanden na instroom;Midden-Noord-Brabant (CR);Jaar van instroom: 2017;;;
7843;Totaal;10 maanden na instroom;Noordoost-Noord-Brabant (CR);Jaar van instroom: 2007;46.0;18.0;29.0
7844;Totaal;10 maanden na instroom;Noordoost-Noord-Brabant (CR);Jaar van instroom: 2008;44.0;17.0;27.0
7845;Totaal;10 maanden na instroom;Noordoost-Noord-Brabant (CR);Jaar van instroom: 2009;39.0;16.0;24.0
7846;Totaal;10 maanden na instroom;Noordoost-Noord-Brabant (CR);Jaar van instroom: 2010;42.0;17.0;25.0
7847;Totaal;10 maanden na instroom;Noordoost-Noord-Brabant (CR);Jaar van instroom: 2011;42.0;16.0;25.0
7848;Totaal;10 maanden na instroom;Noordoost-Noord-Brabant (CR);Jaar van instroom: 2012;40.0;16.0;25.0
7849;Totaal;10 maanden na instroom;Noordoost-Noord-Brabant (CR);Jaar van instroom: 2013;42.0;15.0;27.0
7850;Totaal;10 maanden na instroom;Noordoost-Noord-Brabant (CR);Jaar van instroom: 2014;42.0;16.0;26.0
7851;Totaal;10 maanden na instroom;Noordoost-Noord-Brabant (CR);Jaar van instroom: 2015;45.0;18.0;28.0
7852;Totaal;10 maanden na instroom;Noordoost-Noord-Brabant (CR);Jaar van instroom: 2016;44.0;16.0;28.0
7853;Totaal;10 maanden na instroom;Noordoost-Noord-Brabant (CR);Jaar van instroom: 2017;;;
7854;Totaal;10 maanden na instroom;Zuidoost-Noord-Brabant (CR);Jaar van instroom: 2007;54.0;21.0;33.0
7855;Totaal;10 maanden na instroom;Zuidoost-Noord-Brabant (CR);Jaar van instroom: 2008;52.0;20.0;32.0
7856;Totaal;10 maanden na instroom;Zuidoost-Noord-Brabant (CR);Jaar van instroom: 2009;46.0;19.0;28.0
7857;Totaal;10 maanden na instroom;Zuidoost-Noord-Brabant (CR);Jaar van instroom: 2010;51.0;20.0;31.0
7858;Totaal;10 maanden na instroom;Zuidoost-Noord-Brabant (CR);Jaar van instroom: 2011;50.0;20.0;30.0
7859;Totaal;10 maanden na instroom;Zuidoost-Noord-Brabant (CR);Jaar van instroom: 2012;47.0;19.0;29.0
7860;Totaal;10 maanden na instroom;Zuidoost-Noord-Brabant (CR);Jaar van instroom: 2013;49.0;18.0;31.0
7861;Totaal;10 maanden na instroom;Zuidoost-Noord-Brabant (CR);Jaar van instroom: 2014;51.0;19.0;32.0
7862;Totaal;10 maanden na instroom;Zuidoost-Noord-Brabant (CR);Jaar van instroom: 2015;54.0;21.0;33.0
7863;Totaal;10 maanden na instroom;Zuidoost-Noord-Brabant (CR);Jaar van instroom: 2016;54.0;20.0;33.0
7864;Totaal;10 maanden na instroom;Zuidoost-Noord-Brabant (CR);Jaar van instroom: 2017;;;
7865;Totaal;10 maanden na instroom;Noord-Limburg (CR);Jaar van instroom: 2007;20.0;7.0;13.0
7866;Totaal;10 maanden na instroom;Noord-Limburg (CR);Jaar van instroom: 2008;19.0;7.0;12.0
7867;Totaal;10 maanden na instroom;Noord-Limburg (CR);Jaar van instroom: 2009;18.0;7.0;11.0
7868;Totaal;10 maanden na instroom;Noord-Limburg (CR);Jaar van instroom: 2010;19.0;7.0;12.0
7869;Totaal;10 maanden na instroom;Noord-Limburg (CR);Jaar van instroom: 2011;19.0;7.0;12.0
7870;Totaal;10 maanden na instroom;Noord-Limburg (CR);Jaar van instroom: 2012;19.0;7.0;12.0
7871;Totaal;10 maanden na instroom;Noord-Limburg (CR);Jaar van instroom: 2013;19.0;7.0;12.0
7872;Totaal;10 maanden na instroom;Noord-Limburg (CR);Jaar van instroom: 2014;19.0;6.0;13.0
7873;Totaal;10 maanden na instroom;Noord-Limburg (CR);Jaar van instroom: 2015;19.0;7.0;13.0
7874;Totaal;10 maanden na instroom;Noord-Limburg (CR);Jaar van instroom: 2016;20.0;7.0;14.0
7875;Totaal;10 maanden na instroom;Noord-Limburg (CR);Jaar van instroom: 2017;;;
7876;Totaal;10 maanden na instroom;Midden-Limburg (CR);Jaar van instroom: 2007;16.0;6.0;10.0
7877;Totaal;10 maanden na instroom;Midden-Limburg (CR);Jaar van instroom: 2008;16.0;6.0;10.0
7878;Totaal;10 maanden na instroom;Midden-Limburg (CR);Jaar van instroom: 2009;14.0;5.0;8.0
7879;Totaal;10 maanden na instroom;Midden-Limburg (CR);Jaar van instroom: 2010;15.0;6.0;9.0
7880;Totaal;10 maanden na instroom;Midden-Limburg (CR);Jaar van instroom: 2011;15.0;5.0;9.0
7881;Totaal;10 maanden na instroom;Midden-Limburg (CR);Jaar van instroom: 2012;15.0;5.0;9.0
7882;Totaal;10 maanden na instroom;Midden-Limburg (CR);Jaar van instroom: 2013;15.0;5.0;10.0
7883;Totaal;10 maanden na instroom;Midden-Limburg (CR);Jaar van instroom: 2014;15.0;5.0;10.0
7884;Totaal;10 maanden na instroom;Midden-Limburg (CR);Jaar van instroom: 2015;15.0;5.0;10.0
7885;Totaal;10 maanden na instroom;Midden-Limburg (CR);Jaar van instroom: 2016;16.0;5.0;10.0
7886;Totaal;10 maanden na instroom;Midden-Limburg (CR);Jaar van instroom: 2017;;;
7887;Totaal;10 maanden na instroom;Zuid-Limburg (CR);Jaar van instroom: 2007;47.0;18.0;29.0
7888;Totaal;10 maanden na instroom;Zuid-Limburg (CR);Jaar van instroom: 2008;44.0;18.0;25.0
7889;Totaal;10 maanden na instroom;Zuid-Limburg (CR);Jaar van instroom: 2009;38.0;16.0;22.0
7890;Totaal;10 maanden na instroom;Zuid-Limburg (CR);Jaar van instroom: 2010;41.0;17.0;24.0
7891;Totaal;10 maanden na instroom;Zuid-Limburg (CR);Jaar van instroom: 2011;41.0;17.0;24.0
7892;Totaal;10 maanden na instroom;Zuid-Limburg (CR);Jaar van instroom: 2012;40.0;16.0;24.0
7893;Totaal;10 maanden na instroom;Zuid-Limburg (CR);Jaar van instroom: 2013;40.0;15.0;25.0
7894;Totaal;10 maanden na instroom;Zuid-Limburg (CR);Jaar van instroom: 2014;41.0;15.0;25.0
7895;Totaal;10 maanden na instroom;Zuid-Limburg (CR);Jaar van instroom: 2015;41.0;16.0;25.0
7896;Totaal;10 maanden na instroom;Zuid-Limburg (CR);Jaar van instroom: 2016;40.0;15.0;25.0
7897;Totaal;10 maanden na instroom;Zuid-Limburg (CR);Jaar van instroom: 2017;;;
7898;Totaal;10 maanden na instroom;Flevoland (CR);Jaar van instroom: 2007;36.0;13.0;22.0
7899;Totaal;10 maanden na instroom;Flevoland (CR);Jaar van instroom: 2008;35.0;13.0;21.0
7900;Totaal;10 maanden na instroom;Flevoland (CR);Jaar van instroom: 2009;31.0;12.0;19.0
7901;Totaal;10 maanden na instroom;Flevoland (CR);Jaar van instroom: 2010;31.0;12.0;19.0
7902;Totaal;10 maanden na instroom;Flevoland (CR);Jaar van instroom: 2011;32.0;12.0;19.0
7903;Totaal;10 maanden na instroom;Flevoland (CR);Jaar van instroom: 2012;31.0;12.0;19.0
7904;Totaal;10 maanden na instroom;Flevoland (CR);Jaar van instroom: 2013;30.0;12.0;19.0
7905;Totaal;10 maanden na instroom;Flevoland (CR);Jaar van instroom: 2014;32.0;12.0;20.0
7906;Totaal;10 maanden na instroom;Flevoland (CR);Jaar van instroom: 2015;34.0;13.0;21.0
7907;Totaal;10 maanden na instroom;Flevoland (CR);Jaar van instroom: 2016;34.0;13.0;22.0
7908;Totaal;10 maanden na instroom;Flevoland (CR);Jaar van instroom: 2017;;;
7909;Totaal;10 maanden na instroom;Niet in te delen (CR);Jaar van instroom: 2007;0.0;0.0;0.0
7910;Totaal;10 maanden na instroom;Niet in te delen (CR);Jaar van instroom: 2008;0.0;0.0;0.0
7911;Totaal;10 maanden na instroom;Niet in te delen (CR);Jaar van instroom: 2009;0.0;0.0;0.0
7912;Totaal;10 maanden na instroom;Niet in te delen (CR);Jaar van instroom: 2010;0.0;0.0;0.0
7913;Totaal;10 maanden na instroom;Niet in te delen (CR);Jaar van instroom: 2011;0.0;0.0;0.0
7914;Totaal;10 maanden na instroom;Niet in te delen (CR);Jaar van instroom: 2012;3.0;1.0;2.0
7915;Totaal;10 maanden na instroom;Niet in te delen (CR);Jaar van instroom: 2013;0.0;0.0;0.0
7916;Totaal;10 maanden na instroom;Niet in te delen (CR);Jaar van instroom: 2014;7.0;3.0;4.0
7917;Totaal;10 maanden na instroom;Niet in te delen (CR);Jaar van instroom: 2015;0.0;0.0;0.0
7918;Totaal;10 maanden na instroom;Niet in te delen (CR);Jaar van instroom: 2016;0.0;0.0;0.0
7919;Totaal;10 maanden na instroom;Niet in te delen (CR);Jaar van instroom: 2017;;;
7920;Totaal;10 maanden na instroom;Zeer sterk stedelijk;Jaar van instroom: 2007;284.0;110.0;174.0
7921;Totaal;10 maanden na instroom;Zeer sterk stedelijk;Jaar van instroom: 2008;272.0;108.0;164.0
7922;Totaal;10 maanden na instroom;Zeer sterk stedelijk;Jaar van instroom: 2009;265.0;108.0;158.0
7923;Totaal;10 maanden na instroom;Zeer sterk stedelijk;Jaar van instroom: 2010;278.0;114.0;164.0
7924;Totaal;10 maanden na instroom;Zeer sterk stedelijk;Jaar van instroom: 2011;280.0;114.0;166.0
7925;Totaal;10 maanden na instroom;Zeer sterk stedelijk;Jaar van instroom: 2012;268.0;108.0;160.0
7926;Totaal;10 maanden na instroom;Zeer sterk stedelijk;Jaar van instroom: 2013;270.0;108.0;162.0
7927;Totaal;10 maanden na instroom;Zeer sterk stedelijk;Jaar van instroom: 2014;295.0;116.0;179.0
7928;Totaal;10 maanden na instroom;Zeer sterk stedelijk;Jaar van instroom: 2015;316.0;126.0;190.0
7929;Totaal;10 maanden na instroom;Zeer sterk stedelijk;Jaar van instroom: 2016;349.0;135.0;213.0
7930;Totaal;10 maanden na instroom;Zeer sterk stedelijk;Jaar van instroom: 2017;;;
7931;Totaal;10 maanden na instroom;Sterk stedelijk;Jaar van instroom: 2007;391.0;150.0;242.0
7932;Totaal;10 maanden na instroom;Sterk stedelijk;Jaar van instroom: 2008;380.0;149.0;231.0
7933;Totaal;10 maanden na instroom;Sterk stedelijk;Jaar van instroom: 2009;327.0;129.0;198.0
7934;Totaal;10 maanden na instroom;Sterk stedelijk;Jaar van instroom: 2010;341.0;135.0;205.0
7935;Totaal;10 maanden na instroom;Sterk stedelijk;Jaar van instroom: 2011;339.0;135.0;204.0
7936;Totaal;10 maanden na instroom;Sterk stedelijk;Jaar van instroom: 2012;323.0;127.0;196.0
7937;Totaal;10 maanden na instroom;Sterk stedelijk;Jaar van instroom: 2013;324.0;124.0;200.0
7938;Totaal;10 maanden na instroom;Sterk stedelijk;Jaar van instroom: 2014;329.0;125.0;204.0
7939;Totaal;10 maanden na instroom;Sterk stedelijk;Jaar van instroom: 2015;387.0;150.0;237.0
7940;Totaal;10 maanden na instroom;Sterk stedelijk;Jaar van instroom: 2016;381.0;144.0;236.0
7941;Totaal;10 maanden na instroom;Sterk stedelijk;Jaar van instroom: 2017;;;
7942;Totaal;10 maanden na instroom;Matig stedelijk;Jaar van instroom: 2007;242.0;91.0;152.0
7943;Totaal;10 maanden na instroom;Matig stedelijk;Jaar van instroom: 2008;226.0;87.0;139.0
7944;Totaal;10 maanden na instroom;Matig stedelijk;Jaar van instroom: 2009;198.0;77.0;121.0
7945;Totaal;10 maanden na instroom;Matig stedelijk;Jaar van instroom: 2010;215.0;83.0;132.0
7946;Totaal;10 maanden na instroom;Matig stedelijk;Jaar van instroom: 2011;212.0;82.0;130.0
7947;Totaal;10 maanden na instroom;Matig stedelijk;Jaar van instroom: 2012;214.0;81.0;133.0
7948;Totaal;10 maanden na instroom;Matig stedelijk;Jaar van instroom: 2013;211.0;78.0;133.0
7949;Totaal;10 maanden na instroom;Matig stedelijk;Jaar van instroom: 2014;228.0;84.0;144.0
7950;Totaal;10 maanden na instroom;Matig stedelijk;Jaar van instroom: 2015;197.0;75.0;122.0
7951;Totaal;10 maanden na instroom;Matig stedelijk;Jaar van instroom: 2016;198.0;74.0;124.0
7952;Totaal;10 maanden na instroom;Matig stedelijk;Jaar van instroom: 2017;;;
7953;Totaal;10 maanden na instroom;Weinig stedelijk;Jaar van instroom: 2007;246.0;97.0;149.0
7954;Totaal;10 maanden na instroom;Weinig stedelijk;Jaar van instroom: 2008;242.0;97.0;145.0
7955;Totaal;10 maanden na instroom;Weinig stedelijk;Jaar van instroom: 2009;211.0;85.0;126.0
7956;Totaal;10 maanden na instroom;Weinig stedelijk;Jaar van instroom: 2010;228.0;90.0;137.0
7957;Totaal;10 maanden na instroom;Weinig stedelijk;Jaar van instroom: 2011;233.0;93.0;139.0
7958;Totaal;10 maanden na instroom;Weinig stedelijk;Jaar van instroom: 2012;215.0;85.0;130.0
7959;Totaal;10 maanden na instroom;Weinig stedelijk;Jaar van instroom: 2013;229.0;87.0;141.0
7960;Totaal;10 maanden na instroom;Weinig stedelijk;Jaar van instroom: 2014;230.0;87.0;143.0
7961;Totaal;10 maanden na instroom;Weinig stedelijk;Jaar van instroom: 2015;231.0;90.0;141.0
7962;Totaal;10 maanden na instroom;Weinig stedelijk;Jaar van instroom: 2016;228.0;87.0;141.0
7963;Totaal;10 maanden na instroom;Weinig stedelijk;Jaar van instroom: 2017;;;
7964;Totaal;10 maanden na instroom;Niet stedelijk;Jaar van instroom: 2007;138.0;55.0;83.0
7965;Totaal;10 maanden na instroom;Niet stedelijk;Jaar van instroom: 2008;131.0;53.0;77.0
7966;Totaal;10 maanden na instroom;Niet stedelijk;Jaar van instroom: 2009;118.0;48.0;69.0
7967;Totaal;10 maanden na instroom;Niet stedelijk;Jaar van instroom: 2010;122.0;49.0;72.0
7968;Totaal;10 maanden na instroom;Niet stedelijk;Jaar van instroom: 2011;113.0;46.0;67.0
7969;Totaal;10 maanden na instroom;Niet stedelijk;Jaar van instroom: 2012;107.0;42.0;64.0
7970;Totaal;10 maanden na instroom;Niet stedelijk;Jaar van instroom: 2013;109.0;42.0;67.0
7971;Totaal;10 maanden na instroom;Niet stedelijk;Jaar van instroom: 2014;110.0;43.0;68.0
7972;Totaal;10 maanden na instroom;Niet stedelijk;Jaar van instroom: 2015;96.0;38.0;58.0
7973;Totaal;10 maanden na instroom;Niet stedelijk;Jaar van instroom: 2016;94.0;37.0;57.0
7974;Totaal;10 maanden na instroom;Niet stedelijk;Jaar van instroom: 2017;;;
7975;Totaal;10 maanden na instroom;Stedelijkheid onbekend;Jaar van instroom: 2007;0.0;0.0;0.0
7976;Totaal;10 maanden na instroom;Stedelijkheid onbekend;Jaar van instroom: 2008;0.0;0.0;0.0
7977;Totaal;10 maanden na instroom;Stedelijkheid onbekend;Jaar van instroom: 2009;0.0;0.0;0.0
7978;Totaal;10 maanden na instroom;Stedelijkheid onbekend;Jaar van instroom: 2010;0.0;0.0;0.0
7979;Totaal;10 maanden na instroom;Stedelijkheid onbekend;Jaar van instroom: 2011;0.0;0.0;0.0
7980;Totaal;10 maanden na instroom;Stedelijkheid onbekend;Jaar van instroom: 2012;3.0;1.0;2.0
7981;Totaal;10 maanden na instroom;Stedelijkheid onbekend;Jaar van instroom: 2013;0.0;0.0;0.0
7982;Totaal;10 maanden na instroom;Stedelijkheid onbekend;Jaar van instroom: 2014;7.0;3.0;4.0
7983;Totaal;10 maanden na instroom;Stedelijkheid onbekend;Jaar van instroom: 2015;0.0;0.0;0.0
7984;Totaal;10 maanden na instroom;Stedelijkheid onbekend;Jaar van instroom: 2016;0.0;0.0;0.0
7985;Totaal;10 maanden na instroom;Stedelijkheid onbekend;Jaar van instroom: 2017;;;
7986;Totaal;11 maanden na instroom;Nederland;Jaar van instroom: 2007;1301.0;502.0;799.0
7987;Totaal;11 maanden na instroom;Nederland;Jaar van instroom: 2008;1251.0;495.0;756.0
7988;Totaal;11 maanden na instroom;Nederland;Jaar van instroom: 2009;1120.0;448.0;672.0
7989;Totaal;11 maanden na instroom;Nederland;Jaar van instroom: 2010;1183.0;473.0;711.0
7990;Totaal;11 maanden na instroom;Nederland;Jaar van instroom: 2011;1177.0;471.0;706.0
7991;Totaal;11 maanden na instroom;Nederland;Jaar van instroom: 2012;1131.0;444.0;686.0
7992;Totaal;11 maanden na instroom;Nederland;Jaar van instroom: 2013;1143.0;439.0;704.0
7993;Totaal;11 maanden na instroom;Nederland;Jaar van instroom: 2014;1199.0;458.0;742.0
7994;Totaal;11 maanden na instroom;Nederland;Jaar van instroom: 2015;1227.0;479.0;748.0
7995;Totaal;11 maanden na instroom;Nederland;Jaar van instroom: 2016;1249.0;478.0;771.0
7996;Totaal;11 maanden na instroom;Nederland;Jaar van instroom: 2017;;;
7997;Totaal;11 maanden na instroom;Noord-Nederland (LD);Jaar van instroom: 2007;133.0;57.0;76.0
7998;Totaal;11 maanden na instroom;Noord-Nederland (LD);Jaar van instroom: 2008;130.0;57.0;73.0
7999;Totaal;11 maanden na instroom;Noord-Nederland (LD);Jaar van instroom: 2009;115.0;50.0;65.0
8000;Totaal;11 maanden na instroom;Noord-Nederland (LD);Jaar van instroom: 2010;125.0;54.0;71.0
8001;Totaal;11 maanden na instroom;Noord-Nederland (LD);Jaar van instroom: 2011;121.0;53.0;68.0
8002;Totaal;11 maanden na instroom;Noord-Nederland (LD);Jaar van instroom: 2012;118.0;50.0;68.0
8003;Totaal;11 maanden na instroom;Noord-Nederland (LD);Jaar van instroom: 2013;120.0;50.0;70.0
8004;Totaal;11 maanden na instroom;Noord-Nederland (LD);Jaar van instroom: 2014;122.0;51.0;71.0
8005;Totaal;11 maanden na instroom;Noord-Nederland (LD);Jaar van instroom: 2015;126.0;54.0;71.0
8006;Totaal;11 maanden na instroom;Noord-Nederland (LD);Jaar van instroom: 2016;126.0;54.0;71.0
8007;Totaal;11 maanden na instroom;Noord-Nederland (LD);Jaar van instroom: 2017;;;
8008;Totaal;11 maanden na instroom;Oost-Nederland (LD);Jaar van instroom: 2007;274.0;110.0;164.0
8009;Totaal;11 maanden na instroom;Oost-Nederland (LD);Jaar van instroom: 2008;263.0;108.0;154.0
8010;Totaal;11 maanden na instroom;Oost-Nederland (LD);Jaar van instroom: 2009;235.0;97.0;138.0
8011;Totaal;11 maanden na instroom;Oost-Nederland (LD);Jaar van instroom: 2010;249.0;102.0;147.0
8012;Totaal;11 maanden na instroom;Oost-Nederland (LD);Jaar van instroom: 2011;248.0;103.0;145.0
8013;Totaal;11 maanden na instroom;Oost-Nederland (LD);Jaar van instroom: 2012;237.0;96.0;141.0
8014;Totaal;11 maanden na instroom;Oost-Nederland (LD);Jaar van instroom: 2013;238.0;95.0;143.0
8015;Totaal;11 maanden na instroom;Oost-Nederland (LD);Jaar van instroom: 2014;255.0;100.0;155.0
8016;Totaal;11 maanden na instroom;Oost-Nederland (LD);Jaar van instroom: 2015;260.0;104.0;156.0
8017;Totaal;11 maanden na instroom;Oost-Nederland (LD);Jaar van instroom: 2016;262.0;105.0;157.0
8018;Totaal;11 maanden na instroom;Oost-Nederland (LD);Jaar van instroom: 2017;;;
8019;Totaal;11 maanden na instroom;West-Nederland (LD);Jaar van instroom: 2007;628.0;235.0;393.0
8020;Totaal;11 maanden na instroom;West-Nederland (LD);Jaar van instroom: 2008;605.0;230.0;375.0
8021;Totaal;11 maanden na instroom;West-Nederland (LD);Jaar van instroom: 2009;544.0;210.0;335.0
8022;Totaal;11 maanden na instroom;West-Nederland (LD);Jaar van instroom: 2010;565.0;220.0;344.0
8023;Totaal;11 maanden na instroom;West-Nederland (LD);Jaar van instroom: 2011;567.0;219.0;348.0
8024;Totaal;11 maanden na instroom;West-Nederland (LD);Jaar van instroom: 2012;539.0;207.0;332.0
8025;Totaal;11 maanden na instroom;West-Nederland (LD);Jaar van instroom: 2013;547.0;206.0;341.0
