ID;BurgerlijkeStaat;Geslacht;GrootteklasseNagelatenVermogen;Perioden;NagelatenVermogenAantal_1;NagelatenVermogenTotaalBedrag_2;NagelatenVermogenGemiddeldBedrag_3;NagelatenVermogenMediaanBedrag_4
266;Ongehuwd;Mannen;10 000 tot 25 000 euro;2007;540;9.0;17.0;17.0
267;Ongehuwd;Mannen;10 000 tot 25 000 euro;2008;520;9.0;18.0;18.0
268;Ongehuwd;Mannen;10 000 tot 25 000 euro;2009;490;9.0;18.0;18.0
269;Ongehuwd;Mannen;10 000 tot 25 000 euro;2010;440;8.0;18.0;18.0
270;Ongehuwd;Mannen;25 000 tot 50 000 euro;2005;490;17.0;36.0;34.0
271;Ongehuwd;Mannen;25 000 tot 50 000 euro;2006;530;19.0;36.0;35.0
272;Ongehuwd;Mannen;25 000 tot 50 000 euro;2007;580;20.0;35.0;34.0
273;Ongehuwd;Mannen;25 000 tot 50 000 euro;2008;600;22.0;36.0;35.0
274;Ongehuwd;Mannen;25 000 tot 50 000 euro;2009;640;23.0;36.0;36.0
275;Ongehuwd;Mannen;25 000 tot 50 000 euro;2010;650;23.0;36.0;35.0
276;Ongehuwd;Mannen;50 000 tot 100 000 euro;2005;450;33.0;73.0;71.0
277;Ongehuwd;Mannen;50 000 tot 100 000 euro;2006;460;33.0;72.0;70.0
278;Ongehuwd;Mannen;50 000 tot 100 000 euro;2007;500;36.0;72.0;71.0
279;Ongehuwd;Mannen;50 000 tot 100 000 euro;2008;550;40.0;72.0;71.0
280;Ongehuwd;Mannen;50 000 tot 100 000 euro;2009;550;40.0;72.0;71.0
281;Ongehuwd;Mannen;50 000 tot 100 000 euro;2010;580;41.0;71.0;69.0
282;Ongehuwd;Mannen;100 000 tot 200 000 euro;2005;540;79.0;146.0;144.0
283;Ongehuwd;Mannen;100 000 tot 200 000 euro;2006;560;81.0;145.0;144.0
284;Ongehuwd;Mannen;100 000 tot 200 000 euro;2007;520;76.0;146.0;145.0
285;Ongehuwd;Mannen;100 000 tot 200 000 euro;2008;580;85.0;147.0;148.0
286;Ongehuwd;Mannen;100 000 tot 200 000 euro;2009;570;82.0;145.0;139.0
287;Ongehuwd;Mannen;100 000 tot 200 000 euro;2010;660;97.0;147.0;147.0
288;Ongehuwd;Mannen;200 000 tot 500 000 euro;2005;630;195.0;310.0;289.0
289;Ongehuwd;Mannen;200 000 tot 500 000 euro;2006;630;194.0;311.0;296.0
290;Ongehuwd;Mannen;200 000 tot 500 000 euro;2007;710;224.0;317.0;301.0
291;Ongehuwd;Mannen;200 000 tot 500 000 euro;2008;680;212.0;313.0;295.0
292;Ongehuwd;Mannen;200 000 tot 500 000 euro;2009;690;218.0;317.0;305.0
293;Ongehuwd;Mannen;200 000 tot 500 000 euro;2010;800;249.0;313.0;292.0
294;Ongehuwd;Mannen;500 000 euro en meer;2005;260;305.0;1185.0;696.0
295;Ongehuwd;Mannen;500 000 euro en meer;2006;280;273.0;992.0;710.0
296;Ongehuwd;Mannen;500 000 euro en meer;2007;320;322.0;1015.0;743.0
297;Ongehuwd;Mannen;500 000 euro en meer;2008;310;322.0;1037.0;729.0
298;Ongehuwd;Mannen;500 000 euro en meer;2009;300;316.0;1060.0;697.0
299;Ongehuwd;Mannen;500 000 euro en meer;2010;340;366.0;1063.0;697.0
300;Ongehuwd;Vrouwen;Totaal;2005;3490;617.0;177.0;64.0
301;Ongehuwd;Vrouwen;Totaal;2006;3540;628.0;177.0;66.0
302;Ongehuwd;Vrouwen;Totaal;2007;3560;629.0;177.0;68.0
303;Ongehuwd;Vrouwen;Totaal;2008;3650;594.0;163.0;68.0
304;Ongehuwd;Vrouwen;Totaal;2009;3610;623.0;173.0;74.0
305;Ongehuwd;Vrouwen;Totaal;2010;3570;663.0;186.0;86.0
306;Ongehuwd;Vrouwen;Negatief of nul euro;2005;20;;;
307;Ongehuwd;Vrouwen;Negatief of nul euro;2006;20;;;
308;Ongehuwd;Vrouwen;Negatief of nul euro;2007;40;;;
309;Ongehuwd;Vrouwen;Negatief of nul euro;2008;20;;;
310;Ongehuwd;Vrouwen;Negatief of nul euro;2009;30;;;
311;Ongehuwd;Vrouwen;Negatief of nul euro;2010;20;;;
312;Ongehuwd;Vrouwen;> 0 tot 5 000 euro;2005;150;0.0;2.0;2.0
313;Ongehuwd;Vrouwen;> 0 tot 5 000 euro;2006;120;0.0;2.0;2.0
314;Ongehuwd;Vrouwen;> 0 tot 5 000 euro;2007;120;0.0;2.0;2.0
315;Ongehuwd;Vrouwen;> 0 tot 5 000 euro;2008;120;0.0;2.0;2.0
316;Ongehuwd;Vrouwen;> 0 tot 5 000 euro;2009;90;0.0;3.0;3.0
317;Ongehuwd;Vrouwen;> 0 tot 5 000 euro;2010;50;;;
318;Ongehuwd;Vrouwen;5 000 tot 10 000 euro;2005;170;1.0;8.0;8.0
319;Ongehuwd;Vrouwen;5 000 tot 10 000 euro;2006;130;1.0;8.0;8.0
320;Ongehuwd;Vrouwen;5 000 tot 10 000 euro;2007;110;1.0;7.0;7.0
321;Ongehuwd;Vrouwen;5 000 tot 10 000 euro;2008;120;1.0;8.0;8.0
322;Ongehuwd;Vrouwen;5 000 tot 10 000 euro;2009;110;1.0;8.0;8.0
323;Ongehuwd;Vrouwen;5 000 tot 10 000 euro;2010;70;1.0;7.0;7.0
324;Ongehuwd;Vrouwen;10 000 tot 25 000 euro;2005;650;11.0;17.0;17.0
325;Ongehuwd;Vrouwen;10 000 tot 25 000 euro;2006;610;11.0;17.0;17.0
326;Ongehuwd;Vrouwen;10 000 tot 25 000 euro;2007;630;11.0;18.0;18.0
327;Ongehuwd;Vrouwen;10 000 tot 25 000 euro;2008;610;11.0;18.0;18.0
328;Ongehuwd;Vrouwen;10 000 tot 25 000 euro;2009;540;9.0;18.0;18.0
329;Ongehuwd;Vrouwen;10 000 tot 25 000 euro;2010;450;8.0;19.0;19.0
330;Ongehuwd;Vrouwen;25 000 tot 50 000 euro;2005;570;20.0;36.0;35.0
331;Ongehuwd;Vrouwen;25 000 tot 50 000 euro;2006;680;25.0;37.0;36.0
332;Ongehuwd;Vrouwen;25 000 tot 50 000 euro;2007;630;23.0;36.0;36.0
333;Ongehuwd;Vrouwen;25 000 tot 50 000 euro;2008;680;25.0;36.0;35.0
334;Ongehuwd;Vrouwen;25 000 tot 50 000 euro;2009;700;25.0;36.0;35.0
335;Ongehuwd;Vrouwen;25 000 tot 50 000 euro;2010;730;27.0;37.0;36.0
336;Ongehuwd;Vrouwen;50 000 tot 100 000 euro;2005;510;37.0;72.0;70.0
337;Ongehuwd;Vrouwen;50 000 tot 100 000 euro;2006;540;39.0;72.0;70.0
338;Ongehuwd;Vrouwen;50 000 tot 100 000 euro;2007;530;38.0;72.0;69.0
339;Ongehuwd;Vrouwen;50 000 tot 100 000 euro;2008;590;42.0;72.0;70.0
340;Ongehuwd;Vrouwen;50 000 tot 100 000 euro;2009;610;43.0;72.0;70.0
341;Ongehuwd;Vrouwen;50 000 tot 100 000 euro;2010;590;42.0;71.0;71.0
342;Ongehuwd;Vrouwen;100 000 tot 200 000 euro;2005;560;81.0;147.0;145.0
343;Ongehuwd;Vrouwen;100 000 tot 200 000 euro;2006;600;88.0;147.0;147.0
344;Ongehuwd;Vrouwen;100 000 tot 200 000 euro;2007;610;90.0;147.0;145.0
345;Ongehuwd;Vrouwen;100 000 tot 200 000 euro;2008;610;89.0;145.0;143.0
346;Ongehuwd;Vrouwen;100 000 tot 200 000 euro;2009;600;86.0;144.0;142.0
347;Ongehuwd;Vrouwen;100 000 tot 200 000 euro;2010;630;91.0;145.0;144.0
348;Ongehuwd;Vrouwen;200 000 tot 500 000 euro;2005;650;200.0;309.0;290.0
349;Ongehuwd;Vrouwen;200 000 tot 500 000 euro;2006;620;190.0;305.0;286.0
350;Ongehuwd;Vrouwen;200 000 tot 500 000 euro;2007;640;197.0;307.0;288.0
351;Ongehuwd;Vrouwen;200 000 tot 500 000 euro;2008;670;207.0;309.0;294.0
352;Ongehuwd;Vrouwen;200 000 tot 500 000 euro;2009;710;217.0;306.0;287.0
353;Ongehuwd;Vrouwen;200 000 tot 500 000 euro;2010;750;234.0;312.0;287.0
354;Ongehuwd;Vrouwen;500 000 euro en meer;2005;220;266.0;1199.0;742.0
355;Ongehuwd;Vrouwen;500 000 euro en meer;2006;220;274.0;1224.0;777.0
356;Ongehuwd;Vrouwen;500 000 euro en meer;2007;250;271.0;1071.0;697.0
357;Ongehuwd;Vrouwen;500 000 euro en meer;2008;220;221.0;989.0;713.0
358;Ongehuwd;Vrouwen;500 000 euro en meer;2009;240;243.0;1015.0;721.0
359;Ongehuwd;Vrouwen;500 000 euro en meer;2010;290;261.0;900.0;704.0
360;Wettig gehuwd;Mannen en vrouwen;Totaal;2005;22880;4232.0;185.0;113.0
361;Wettig gehuwd;Mannen en vrouwen;Totaal;2006;24780;4507.0;182.0;115.0
362;Wettig gehuwd;Mannen en vrouwen;Totaal;2007;24050;4822.0;201.0;124.0
363;Wettig gehuwd;Mannen en vrouwen;Totaal;2008;24610;5122.0;208.0;127.0
364;Wettig gehuwd;Mannen en vrouwen;Totaal;2009;24980;4658.0;186.0;126.0
365;Wettig gehuwd;Mannen en vrouwen;Totaal;2010;22540;5243.0;233.0;153.0
366;Wettig gehuwd;Mannen en vrouwen;Negatief of nul euro;2005;390;-19.0;-49.0;-16.0
367;Wettig gehuwd;Mannen en vrouwen;Negatief of nul euro;2006;400;-22.0;-54.0;-17.0
368;Wettig gehuwd;Mannen en vrouwen;Negatief of nul euro;2007;410;-23.0;-56.0;-22.0
369;Wettig gehuwd;Mannen en vrouwen;Negatief of nul euro;2008;410;-26.0;-63.0;-21.0
370;Wettig gehuwd;Mannen en vrouwen;Negatief of nul euro;2009;490;-32.0;-65.0;-19.0
371;Wettig gehuwd;Mannen en vrouwen;Negatief of nul euro;2010;310;-25.0;-81.0;-26.0
372;Wettig gehuwd;Mannen en vrouwen;> 0 tot 5 000 euro;2005;540;1.0;2.0;2.0
373;Wettig gehuwd;Mannen en vrouwen;> 0 tot 5 000 euro;2006;700;1.0;2.0;2.0
374;Wettig gehuwd;Mannen en vrouwen;> 0 tot 5 000 euro;2007;540;1.0;2.0;2.0
375;Wettig gehuwd;Mannen en vrouwen;> 0 tot 5 000 euro;2008;440;1.0;2.0;2.0
376;Wettig gehuwd;Mannen en vrouwen;> 0 tot 5 000 euro;2009;480;1.0;2.0;2.0
377;Wettig gehuwd;Mannen en vrouwen;> 0 tot 5 000 euro;2010;300;1.0;2.0;2.0
378;Wettig gehuwd;Mannen en vrouwen;5 000 tot 10 000 euro;2005;350;3.0;7.0;8.0
379;Wettig gehuwd;Mannen en vrouwen;5 000 tot 10 000 euro;2006;440;3.0;8.0;8.0
380;Wettig gehuwd;Mannen en vrouwen;5 000 tot 10 000 euro;2007;350;3.0;7.0;7.0
381;Wettig gehuwd;Mannen en vrouwen;5 000 tot 10 000 euro;2008;300;2.0;7.0;8.0
382;Wettig gehuwd;Mannen en vrouwen;5 000 tot 10 000 euro;2009;340;3.0;7.0;7.0
383;Wettig gehuwd;Mannen en vrouwen;5 000 tot 10 000 euro;2010;180;1.0;7.0;7.0
384;Wettig gehuwd;Mannen en vrouwen;10 000 tot 25 000 euro;2005;1100;19.0;17.0;17.0
385;Wettig gehuwd;Mannen en vrouwen;10 000 tot 25 000 euro;2006;1250;22.0;18.0;17.0
386;Wettig gehuwd;Mannen en vrouwen;10 000 tot 25 000 euro;2007;970;17.0;18.0;17.0
387;Wettig gehuwd;Mannen en vrouwen;10 000 tot 25 000 euro;2008;850;15.0;17.0;18.0
388;Wettig gehuwd;Mannen en vrouwen;10 000 tot 25 000 euro;2009;880;16.0;18.0;18.0
389;Wettig gehuwd;Mannen en vrouwen;10 000 tot 25 000 euro;2010;600;10.0;17.0;17.0
390;Wettig gehuwd;Mannen en vrouwen;25 000 tot 50 000 euro;2005;2140;81.0;38.0;38.0
391;Wettig gehuwd;Mannen en vrouwen;25 000 tot 50 000 euro;2006;2150;81.0;38.0;38.0
392;Wettig gehuwd;Mannen en vrouwen;25 000 tot 50 000 euro;2007;1870;71.0;38.0;38.0
393;Wettig gehuwd;Mannen en vrouwen;25 000 tot 50 000 euro;2008;1730;66.0;38.0;39.0
394;Wettig gehuwd;Mannen en vrouwen;25 000 tot 50 000 euro;2009;1740;66.0;38.0;39.0
395;Wettig gehuwd;Mannen en vrouwen;25 000 tot 50 000 euro;2010;930;35.0;38.0;38.0
396;Wettig gehuwd;Mannen en vrouwen;50 000 tot 100 000 euro;2005;5500;416.0;76.0;76.0
397;Wettig gehuwd;Mannen en vrouwen;50 000 tot 100 000 euro;2006;5610;425.0;76.0;76.0
398;Wettig gehuwd;Mannen en vrouwen;50 000 tot 100 000 euro;2007;5140;393.0;77.0;77.0
399;Wettig gehuwd;Mannen en vrouwen;50 000 tot 100 000 euro;2008;5490;419.0;76.0;77.0
400;Wettig gehuwd;Mannen en vrouwen;50 000 tot 100 000 euro;2009;5510;421.0;76.0;77.0
401;Wettig gehuwd;Mannen en vrouwen;50 000 tot 100 000 euro;2010;3410;268.0;79.0;81.0
402;Wettig gehuwd;Mannen en vrouwen;100 000 tot 200 000 euro;2005;7540;1071.0;142.0;138.0
403;Wettig gehuwd;Mannen en vrouwen;100 000 tot 200 000 euro;2006;8380;1192.0;142.0;139.0
404;Wettig gehuwd;Mannen en vrouwen;100 000 tot 200 000 euro;2007;8510;1216.0;143.0;139.0
405;Wettig gehuwd;Mannen en vrouwen;100 000 tot 200 000 euro;2008;8860;1266.0;143.0;140.0
406;Wettig gehuwd;Mannen en vrouwen;100 000 tot 200 000 euro;2009;9040;1293.0;143.0;140.0
407;Wettig gehuwd;Mannen en vrouwen;100 000 tot 200 000 euro;2010;9190;1334.0;145.0;143.0
408;Wettig gehuwd;Mannen en vrouwen;200 000 tot 500 000 euro;2005;4200;1222.0;291.0;266.0
409;Wettig gehuwd;Mannen en vrouwen;200 000 tot 500 000 euro;2006;4620;1341.0;290.0;267.0
410;Wettig gehuwd;Mannen en vrouwen;200 000 tot 500 000 euro;2007;4960;1451.0;293.0;269.0
411;Wettig gehuwd;Mannen en vrouwen;200 000 tot 500 000 euro;2008;5190;1508.0;291.0;269.0
412;Wettig gehuwd;Mannen en vrouwen;200 000 tot 500 000 euro;2009;5290;1530.0;289.0;266.0
413;Wettig gehuwd;Mannen en vrouwen;200 000 tot 500 000 euro;2010;6160;1788.0;290.0;267.0
414;Wettig gehuwd;Mannen en vrouwen;500 000 euro en meer;2005;1120;1438.0;1281.0;756.0
415;Wettig gehuwd;Mannen en vrouwen;500 000 euro en meer;2006;1230;1463.0;1185.0;755.0
416;Wettig gehuwd;Mannen en vrouwen;500 000 euro en meer;2007;1300;1694.0;1308.0;800.0
417;Wettig gehuwd;Mannen en vrouwen;500 000 euro en meer;2008;1330;1872.0;1404.0;762.0
418;Wettig gehuwd;Mannen en vrouwen;500 000 euro en meer;2009;1220;1360.0;1112.0;732.0
419;Wettig gehuwd;Mannen en vrouwen;500 000 euro en meer;2010;1470;1831.0;1242.0;744.0
420;Wettig gehuwd;Mannen;Totaal;2005;15940;3069.0;193.0;115.0
421;Wettig gehuwd;Mannen;Totaal;2006;17230;3235.0;188.0;117.0
422;Wettig gehuwd;Mannen;Totaal;2007;16860;3440.0;204.0;125.0
423;Wettig gehuwd;Mannen;Totaal;2008;16920;3647.0;216.0;128.0
424;Wettig gehuwd;Mannen;Totaal;2009;17350;3320.0;191.0;128.0
425;Wettig gehuwd;Mannen;Totaal;2010;15510;3700.0;239.0;154.0
426;Wettig gehuwd;Mannen;Negatief of nul euro;2005;270;-12.0;-46.0;-15.0
427;Wettig gehuwd;Mannen;Negatief of nul euro;2006;270;-16.0;-60.0;-18.0
428;Wettig gehuwd;Mannen;Negatief of nul euro;2007;280;-17.0;-61.0;-21.0
429;Wettig gehuwd;Mannen;Negatief of nul euro;2008;270;-20.0;-76.0;-21.0
430;Wettig gehuwd;Mannen;Negatief of nul euro;2009;330;-20.0;-61.0;-17.0
431;Wettig gehuwd;Mannen;Negatief of nul euro;2010;210;-18.0;-87.0;-29.0
432;Wettig gehuwd;Mannen;> 0 tot 5 000 euro;2005;360;1.0;2.0;2.0
433;Wettig gehuwd;Mannen;> 0 tot 5 000 euro;2006;490;1.0;2.0;2.0
434;Wettig gehuwd;Mannen;> 0 tot 5 000 euro;2007;380;1.0;2.0;2.0
435;Wettig gehuwd;Mannen;> 0 tot 5 000 euro;2008;300;1.0;2.0;2.0
436;Wettig gehuwd;Mannen;> 0 tot 5 000 euro;2009;320;1.0;2.0;2.0
437;Wettig gehuwd;Mannen;> 0 tot 5 000 euro;2010;200;0.0;2.0;2.0
438;Wettig gehuwd;Mannen;5 000 tot 10 000 euro;2005;250;2.0;7.0;7.0
439;Wettig gehuwd;Mannen;5 000 tot 10 000 euro;2006;320;2.0;8.0;8.0
440;Wettig gehuwd;Mannen;5 000 tot 10 000 euro;2007;250;2.0;7.0;7.0
441;Wettig gehuwd;Mannen;5 000 tot 10 000 euro;2008;200;1.0;7.0;7.0
442;Wettig gehuwd;Mannen;5 000 tot 10 000 euro;2009;230;2.0;7.0;8.0
443;Wettig gehuwd;Mannen;5 000 tot 10 000 euro;2010;130;1.0;7.0;7.0
444;Wettig gehuwd;Mannen;10 000 tot 25 000 euro;2005;720;13.0;18.0;17.0
445;Wettig gehuwd;Mannen;10 000 tot 25 000 euro;2006;860;15.0;18.0;18.0
446;Wettig gehuwd;Mannen;10 000 tot 25 000 euro;2007;670;12.0;17.0;17.0
447;Wettig gehuwd;Mannen;10 000 tot 25 000 euro;2008;560;10.0;17.0;17.0
448;Wettig gehuwd;Mannen;10 000 tot 25 000 euro;2009;590;10.0;17.0;17.0
449;Wettig gehuwd;Mannen;10 000 tot 25 000 euro;2010;390;7.0;17.0;17.0
450;Wettig gehuwd;Mannen;25 000 tot 50 000 euro;2005;1480;56.0;38.0;38.0
451;Wettig gehuwd;Mannen;25 000 tot 50 000 euro;2006;1470;55.0;38.0;38.0
452;Wettig gehuwd;Mannen;25 000 tot 50 000 euro;2007;1290;49.0;38.0;38.0
453;Wettig gehuwd;Mannen;25 000 tot 50 000 euro;2008;1140;43.0;38.0;38.0
454;Wettig gehuwd;Mannen;25 000 tot 50 000 euro;2009;1190;45.0;38.0;38.0
455;Wettig gehuwd;Mannen;25 000 tot 50 000 euro;2010;630;24.0;38.0;38.0
456;Wettig gehuwd;Mannen;50 000 tot 100 000 euro;2005;3790;287.0;76.0;76.0
457;Wettig gehuwd;Mannen;50 000 tot 100 000 euro;2006;3830;290.0;76.0;76.0
458;Wettig gehuwd;Mannen;50 000 tot 100 000 euro;2007;3560;273.0;77.0;77.0
459;Wettig gehuwd;Mannen;50 000 tot 100 000 euro;2008;3800;291.0;77.0;77.0
460;Wettig gehuwd;Mannen;50 000 tot 100 000 euro;2009;3750;288.0;77.0;78.0
461;Wettig gehuwd;Mannen;50 000 tot 100 000 euro;2010;2320;183.0;79.0;81.0
462;Wettig gehuwd;Mannen;100 000 tot 200 000 euro;2005;5250;745.0;142.0;138.0
463;Wettig gehuwd;Mannen;100 000 tot 200 000 euro;2006;5790;822.0;142.0;139.0
464;Wettig gehuwd;Mannen;100 000 tot 200 000 euro;2007;6000;859.0;143.0;139.0
465;Wettig gehuwd;Mannen;100 000 tot 200 000 euro;2008;6140;876.0;143.0;140.0
466;Wettig gehuwd;Mannen;100 000 tot 200 000 euro;2009;6330;905.0;143.0;140.0
467;Wettig gehuwd;Mannen;100 000 tot 200 000 euro;2010;6330;918.0;145.0;143.0
468;Wettig gehuwd;Mannen;200 000 tot 500 000 euro;2005;3000;869.0;290.0;265.0
469;Wettig gehuwd;Mannen;200 000 tot 500 000 euro;2006;3330;968.0;291.0;268.0
470;Wettig gehuwd;Mannen;200 000 tot 500 000 euro;2007;3510;1031.0;294.0;272.0
471;Wettig gehuwd;Mannen;200 000 tot 500 000 euro;2008;3590;1045.0;291.0;269.0
472;Wettig gehuwd;Mannen;200 000 tot 500 000 euro;2009;3760;1093.0;290.0;268.0
473;Wettig gehuwd;Mannen;200 000 tot 500 000 euro;2010;4270;1244.0;292.0;269.0
474;Wettig gehuwd;Mannen;500 000 euro en meer;2005;830;1109.0;1334.0;765.0
475;Wettig gehuwd;Mannen;500 000 euro en meer;2006;870;1097.0;1256.0;775.0
476;Wettig gehuwd;Mannen;500 000 euro en meer;2007;930;1231.0;1325.0;813.0
477;Wettig gehuwd;Mannen;500 000 euro en meer;2008;940;1401.0;1492.0;762.0
478;Wettig gehuwd;Mannen;500 000 euro en meer;2009;870;997.0;1151.0;735.0
479;Wettig gehuwd;Mannen;500 000 euro en meer;2010;1050;1341.0;1276.0;754.0
480;Wettig gehuwd;Vrouwen;Totaal;2005;6930;1163.0;168.0;110.0
481;Wettig gehuwd;Vrouwen;Totaal;2006;7550;1271.0;168.0;113.0
482;Wettig gehuwd;Vrouwen;Totaal;2007;7190;1382.0;192.0;121.0
483;Wettig gehuwd;Vrouwen;Totaal;2008;7690;1475.0;192.0;125.0
484;Wettig gehuwd;Vrouwen;Totaal;2009;7630;1338.0;175.0;123.0
485;Wettig gehuwd;Vrouwen;Totaal;2010;7030;1543.0;219.0;151.0
486;Wettig gehuwd;Vrouwen;Negatief of nul euro;2005;120;-7.0;-56.0;-19.0
487;Wettig gehuwd;Vrouwen;Negatief of nul euro;2006;130;-5.0;-43.0;-15.0
488;Wettig gehuwd;Vrouwen;Negatief of nul euro;2007;140;-6.0;-46.0;-22.0
489;Wettig gehuwd;Vrouwen;Negatief of nul euro;2008;150;-6.0;-38.0;-21.0
490;Wettig gehuwd;Vrouwen;Negatief of nul euro;2009;160;-12.0;-73.0;-21.0
491;Wettig gehuwd;Vrouwen;Negatief of nul euro;2010;100;-7.0;-69.0;-23.0
492;Wettig gehuwd;Vrouwen;> 0 tot 5 000 euro;2005;190;0.0;2.0;2.0
493;Wettig gehuwd;Vrouwen;> 0 tot 5 000 euro;2006;200;0.0;2.0;2.0
494;Wettig gehuwd;Vrouwen;> 0 tot 5 000 euro;2007;160;0.0;2.0;2.0
495;Wettig gehuwd;Vrouwen;> 0 tot 5 000 euro;2008;140;0.0;2.0;2.0
496;Wettig gehuwd;Vrouwen;> 0 tot 5 000 euro;2009;160;0.0;2.0;2.0
497;Wettig gehuwd;Vrouwen;> 0 tot 5 000 euro;2010;110;0.0;2.0;2.0
498;Wettig gehuwd;Vrouwen;5 000 tot 10 000 euro;2005;100;1.0;8.0;8.0
499;Wettig gehuwd;Vrouwen;5 000 tot 10 000 euro;2006;120;1.0;7.0;7.0
500;Wettig gehuwd;Vrouwen;5 000 tot 10 000 euro;2007;110;1.0;7.0;7.0
501;Wettig gehuwd;Vrouwen;5 000 tot 10 000 euro;2008;110;1.0;8.0;8.0
502;Wettig gehuwd;Vrouwen;5 000 tot 10 000 euro;2009;110;1.0;7.0;7.0
503;Wettig gehuwd;Vrouwen;5 000 tot 10 000 euro;2010;60;0.0;7.0;7.0
504;Wettig gehuwd;Vrouwen;10 000 tot 25 000 euro;2005;370;6.0;17.0;17.0
505;Wettig gehuwd;Vrouwen;10 000 tot 25 000 euro;2006;390;7.0;17.0;17.0
506;Wettig gehuwd;Vrouwen;10 000 tot 25 000 euro;2007;300;5.0;18.0;18.0
507;Wettig gehuwd;Vrouwen;10 000 tot 25 000 euro;2008;290;5.0;18.0;18.0
508;Wettig gehuwd;Vrouwen;10 000 tot 25 000 euro;2009;290;5.0;18.0;18.0
509;Wettig gehuwd;Vrouwen;10 000 tot 25 000 euro;2010;210;4.0;17.0;17.0
510;Wettig gehuwd;Vrouwen;25 000 tot 50 000 euro;2005;660;25.0;38.0;38.0
511;Wettig gehuwd;Vrouwen;25 000 tot 50 000 euro;2006;680;26.0;38.0;38.0
512;Wettig gehuwd;Vrouwen;25 000 tot 50 000 euro;2007;580;22.0;38.0;37.0
513;Wettig gehuwd;Vrouwen;25 000 tot 50 000 euro;2008;580;23.0;39.0;39.0
514;Wettig gehuwd;Vrouwen;25 000 tot 50 000 euro;2009;560;22.0;39.0;39.0
515;Wettig gehuwd;Vrouwen;25 000 tot 50 000 euro;2010;300;11.0;38.0;38.0
516;Wettig gehuwd;Vrouwen;50 000 tot 100 000 euro;2005;1710;129.0;76.0;76.0
517;Wettig gehuwd;Vrouwen;50 000 tot 100 000 euro;2006;1780;134.0;75.0;75.0
518;Wettig gehuwd;Vrouwen;50 000 tot 100 000 euro;2007;1580;120.0;76.0;77.0
519;Wettig gehuwd;Vrouwen;50 000 tot 100 000 euro;2008;1700;128.0;76.0;76.0
520;Wettig gehuwd;Vrouwen;50 000 tot 100 000 euro;2009;1760;133.0;76.0;76.0
521;Wettig gehuwd;Vrouwen;50 000 tot 100 000 euro;2010;1090;85.0;78.0;79.0
522;Wettig gehuwd;Vrouwen;100 000 tot 200 000 euro;2005;2290;327.0;142.0;139.0
523;Wettig gehuwd;Vrouwen;100 000 tot 200 000 euro;2006;2590;370.0;143.0;141.0
524;Wettig gehuwd;Vrouwen;100 000 tot 200 000 euro;2007;2510;357.0;142.0;138.0
525;Wettig gehuwd;Vrouwen;100 000 tot 200 000 euro;2008;2720;390.0;143.0;140.0
526;Wettig gehuwd;Vrouwen;100 000 tot 200 000 euro;2009;2710;387.0;143.0;140.0
527;Wettig gehuwd;Vrouwen;100 000 tot 200 000 euro;2010;2860;415.0;145.0;143.0
528;Wettig gehuwd;Vrouwen;200 000 tot 500 000 euro;2005;1210;353.0;292.0;268.0
529;Wettig gehuwd;Vrouwen;200 000 tot 500 000 euro;2006;1300;373.0;288.0;265.0
530;Wettig gehuwd;Vrouwen;200 000 tot 500 000 euro;2007;1450;419.0;289.0;265.0
531;Wettig gehuwd;Vrouwen;200 000 tot 500 000 euro;2008;1600;463.0;289.0;269.0
532;Wettig gehuwd;Vrouwen;200 000 tot 500 000 euro;2009;1530;437.0;286.0;263.0
533;Wettig gehuwd;Vrouwen;200 000 tot 500 000 euro;2010;1900;544.0;287.0;264.0
534;Wettig gehuwd;Vrouwen;500 000 euro en meer;2005;290;329.0;1130.0;738.0
535;Wettig gehuwd;Vrouwen;500 000 euro en meer;2006;360;366.0;1013.0;722.0
536;Wettig gehuwd;Vrouwen;500 000 euro en meer;2007;370;463.0;1265.0;775.0
537;Wettig gehuwd;Vrouwen;500 000 euro en meer;2008;390;471.0;1195.0;767.0
538;Wettig gehuwd;Vrouwen;500 000 euro en meer;2009;360;363.0;1018.0;717.0
539;Wettig gehuwd;Vrouwen;500 000 euro en meer;2010;420;490.0;1159.0;734.0
540;Verweduwd;Mannen en vrouwen;Totaal;2005;19590;3519.0;180.0;79.0
541;Verweduwd;Mannen en vrouwen;Totaal;2006;21500;4185.0;195.0;82.0
542;Verweduwd;Mannen en vrouwen;Totaal;2007;21060;4201.0;200.0;92.0
543;Verweduwd;Mannen en vrouwen;Totaal;2008;21590;4436.0;205.0;100.0
544;Verweduwd;Mannen en vrouwen;Totaal;2009;20960;4253.0;203.0;107.0
545;Verweduwd;Mannen en vrouwen;Totaal;2010;19640;4982.0;254.0;152.0
546;Verweduwd;Mannen en vrouwen;Negatief of nul euro;2005;100;-5.0;-48.0;-25.0
547;Verweduwd;Mannen en vrouwen;Negatief of nul euro;2006;100;-5.0;-49.0;-13.0
548;Verweduwd;Mannen en vrouwen;Negatief of nul euro;2007;100;-6.0;-65.0;-26.0
549;Verweduwd;Mannen en vrouwen;Negatief of nul euro;2008;100;-6.0;-62.0;-20.0
550;Verweduwd;Mannen en vrouwen;Negatief of nul euro;2009;100;-6.0;-66.0;-22.0
551;Verweduwd;Mannen en vrouwen;Negatief of nul euro;2010;110;-14.0;-121.0;-37.0
