ID;RegioS;Perioden;JongerenMetJeugdhulpInNatura_1;JongerenMetJeugdhMetVerblInNat_2;JongerenMetJeugdbescherming_3;JeugdbeschEnJeugdhMetVerblInNat_4;JongerenMetJeugdreclassering_5
3371;Waterland;2e halfjaar 2021;9.8;8.6;0.5;62.5;
3372;Waterland;2021;11.8;7.9;0.6;57.9;
3373;Waterland;1e halfjaar 2022;10.6;5.9;0.4;;
3374;Waterland;2e halfjaar 2022;9.9;7.6;0.4;66.7;
3375;Waterland;2022;13.0;6.3;0.5;47.1;
3376;Waterland;1e halfjaar 2023;9.7;8.3;0.4;66.7;
3377;Waterland;2e halfjaar 2023;9.8;11.1;0.3;72.7;
3378;Waterland;2023;11.5;8.9;0.4;75.0;
3379;Waterland;1e half jaar 2024;10.2;12.0;0.4;84.6;
3380;Weert;1e halfjaar 2021;12.2;5.7;0.8;39.7;
3381;Weert;2e halfjaar 2021;12.6;6.1;0.9;38.7;0.1
3382;Weert;2021;14.8;5.7;0.9;38.2;0.2
3383;Weert;1e halfjaar 2022;12.6;7.7;1.0;43.4;0.2
3384;Weert;2e halfjaar 2022;12.6;7.3;1.2;37.8;0.2
3385;Weert;2022;14.9;6.9;1.2;36.9;0.2
3386;Weert;1e halfjaar 2023;12.0;7.6;1.2;38.2;
3387;Weert;2e halfjaar 2023;12.2;7.6;1.2;36.4;0.2
3388;Weert;2023;14.2;7.1;1.4;36.8;0.2
3389;Weert;1e half jaar 2024;12.0;6.7;1.2;35.4;0.2
3390;Weesp;1e halfjaar 2021;7.8;7.9;0.7;63.3;
3391;Weesp;2e halfjaar 2021;7.4;7.7;0.7;56.7;
3392;Weesp;2021;9.0;7.4;0.8;65.6;
3393;Weesp;1e halfjaar 2022;7.5;11.3;0.6;38.5;
3394;Weesp;2e halfjaar 2022;7.7;11.9;0.3;;
3395;Weesp;2022;9.1;10.4;0.5;34.8;
3396;Weesp;1e halfjaar 2023;;;;;
3397;Weesp;2e halfjaar 2023;;;;;
3398;Weesp;2023;;;;;
3399;Weesp;1e half jaar 2024;;;;;
3400;West Betuwe;1e halfjaar 2021;11.2;6.9;0.9;38.0;
3401;West Betuwe;2e halfjaar 2021;11.4;6.4;0.7;36.3;0.1
3402;West Betuwe;2021;13.5;6.0;0.9;36.8;0.1
3403;West Betuwe;1e halfjaar 2022;11.3;6.1;0.8;37.0;0.2
3404;West Betuwe;2e halfjaar 2022;11.8;6.3;0.7;40.0;0.2
3405;West Betuwe;2022;13.9;5.8;0.8;36.7;0.2
3406;West Betuwe;1e halfjaar 2023;11.9;5.1;0.6;44.4;0.2
3407;West Betuwe;2e halfjaar 2023;12.2;4.7;0.6;41.0;0.2
3408;West Betuwe;2023;14.3;4.4;0.7;37.5;0.3
3409;West Betuwe;1e half jaar 2024;12.3;4.6;0.6;41.3;0.3
3410;West Maas en Waal;1e halfjaar 2021;10.9;6.4;0.9;43.3;
3411;West Maas en Waal;2e halfjaar 2021;11.2;6.7;0.8;51.9;
3412;West Maas en Waal;2021;13.1;6.2;1.0;45.5;
3413;West Maas en Waal;1e halfjaar 2022;11.1;6.9;0.9;50.0;
3414;West Maas en Waal;2e halfjaar 2022;12.1;7.7;0.8;55.6;
3415;West Maas en Waal;2022;14.3;6.7;1.0;51.4;
3416;West Maas en Waal;1e halfjaar 2023;13.0;7.7;0.9;60.0;
3417;West Maas en Waal;2e halfjaar 2023;12.7;8.1;0.8;55.2;
3418;West Maas en Waal;2023;15.1;7.4;0.9;54.8;
3419;West Maas en Waal;1e half jaar 2024;12.8;7.2;0.8;48.1;
3420;Westerkwartier;1e halfjaar 2021;11.8;12.0;0.8;63.6;0.1
3421;Westerkwartier;2e halfjaar 2021;12.0;12.7;0.8;70.5;0.1
3422;Westerkwartier;2021;14.0;12.1;0.9;68.9;0.2
3423;Westerkwartier;1e halfjaar 2022;12.1;11.6;0.7;61.3;0.2
3424;Westerkwartier;2e halfjaar 2022;12.3;11.6;0.7;58.9;0.2
3425;Westerkwartier;2022;14.2;10.9;0.8;57.4;0.2
3426;Westerkwartier;1e halfjaar 2023;12.5;9.8;0.7;52.2;0.2
3427;Westerkwartier;2e halfjaar 2023;12.4;9.7;0.6;54.3;0.3
3428;Westerkwartier;2023;14.6;9.3;0.7;53.8;0.3
3429;Westerkwartier;1e half jaar 2024;12.3;8.9;0.6;52.5;0.3
3430;Westerveld;1e halfjaar 2021;11.7;11.5;0.8;48.0;
3431;Westerveld;2e halfjaar 2021;11.2;11.8;1.0;43.8;
3432;Westerveld;2021;13.9;10.6;1.0;46.9;0.4
3433;Westerveld;1e halfjaar 2022;10.8;7.8;0.8;38.5;
3434;Westerveld;2e halfjaar 2022;10.8;8.4;0.7;54.5;
3435;Westerveld;2022;12.7;8.2;0.9;42.9;
3436;Westerveld;1e halfjaar 2023;10.7;8.7;0.5;87.5;
3437;Westerveld;2e halfjaar 2023;10.4;8.3;0.7;65.0;
3438;Westerveld;2023;12.6;7.6;0.7;65.0;
3439;Westerveld;1e half jaar 2024;10.5;6.9;0.7;55.0;
3440;Westervoort;1e halfjaar 2021;15.3;9.8;1.7;37.0;
3441;Westervoort;2e halfjaar 2021;14.6;10.2;1.7;34.0;
3442;Westervoort;2021;17.2;9.5;1.8;36.0;
3443;Westervoort;1e halfjaar 2022;13.7;10.0;1.5;35.7;
3444;Westervoort;2e halfjaar 2022;13.5;8.7;1.5;26.8;
3445;Westervoort;2022;15.9;9.5;1.5;35.7;
3446;Westervoort;1e halfjaar 2023;15.1;8.0;1.4;39.5;
3447;Westervoort;2e halfjaar 2023;15.1;7.2;1.1;30.0;
3448;Westervoort;2023;17.5;6.7;1.3;35.1;0.5
3449;Westervoort;1e half jaar 2024;13.8;7.3;0.8;36.4;
3450;Westerwolde;1e halfjaar 2021;10.7;16.7;1.3;61.3;
3451;Westerwolde;2e halfjaar 2021;11.1;16.0;1.3;60.3;0.3
3452;Westerwolde;2021;12.8;16.6;1.4;64.6;0.3
3453;Westerwolde;1e halfjaar 2022;10.5;18.7;1.3;66.7;0.4
3454;Westerwolde;2e halfjaar 2022;10.3;18.2;1.3;65.6;0.6
3455;Westerwolde;2022;11.9;18.3;1.5;68.6;0.6
3456;Westerwolde;1e halfjaar 2023;10.5;17.4;1.3;58.1;0.6
3457;Westerwolde;2e halfjaar 2023;11.0;15.6;1.2;59.6;0.4
3458;Westerwolde;2023;12.3;16.6;1.4;61.5;0.7
3459;Westerwolde;1e half jaar 2024;10.5;15.9;1.3;71.2;0.5
3460;Westland;1e halfjaar 2021;9.8;7.5;0.8;47.4;0.2
3461;Westland;2e halfjaar 2021;9.6;7.6;0.7;48.7;0.2
3462;Westland;2021;11.6;6.8;0.8;44.3;0.3
3463;Westland;1e halfjaar 2022;9.6;6.6;0.6;48.8;0.2
3464;Westland;2e halfjaar 2022;10.1;6.1;0.5;49.6;0.2
3465;Westland;2022;11.8;6.1;0.6;48.2;0.2
3466;Westland;1e halfjaar 2023;10.6;5.4;0.5;50.9;0.2
3467;Westland;2e halfjaar 2023;10.7;5.5;0.4;53.1;0.1
3468;Westland;2023;12.5;5.4;0.5;51.2;0.2
3469;Westland;1e half jaar 2024;10.3;5.7;0.5;45.7;0.1
3470;Weststellingwerf;1e halfjaar 2021;10.0;14.4;1.5;44.6;
3471;Weststellingwerf;2e halfjaar 2021;9.4;13.5;1.4;49.2;
3472;Weststellingwerf;2021;11.9;13.8;1.7;47.0;
3473;Weststellingwerf;1e halfjaar 2022;9.6;12.4;1.4;51.5;
3474;Weststellingwerf;2e halfjaar 2022;9.4;11.4;1.3;46.0;
3475;Weststellingwerf;2022;11.2;10.3;1.4;44.9;
3476;Weststellingwerf;1e halfjaar 2023;9.3;11.1;1.3;40.6;
3477;Weststellingwerf;2e halfjaar 2023;9.0;11.2;1.3;38.7;
3478;Weststellingwerf;2023;11.0;10.2;1.4;42.0;
3479;Weststellingwerf;1e half jaar 2024;9.0;10.6;1.3;41.9;
3480;Westvoorne;1e halfjaar 2021;5.6;13.4;0.9;66.7;
3481;Westvoorne;2e halfjaar 2021;5.7;12.3;0.8;68.4;
3482;Westvoorne;2021;7.1;10.0;0.9;59.1;
3483;Westvoorne;1e halfjaar 2022;6.3;10.6;0.6;66.7;
3484;Westvoorne;2e halfjaar 2022;5.9;10.6;0.5;;
3485;Westvoorne;2022;7.1;9.9;0.6;66.7;
3486;Westvoorne;1e halfjaar 2023;;;;;
3487;Westvoorne;2e halfjaar 2023;;;;;
3488;Westvoorne;2023;;;;;
3489;Westvoorne;1e half jaar 2024;;;;;
3490;Wierden;1e halfjaar 2021;7.9;13.4;1.2;60.3;
3491;Wierden;2e halfjaar 2021;8.1;12.9;1.1;63.2;
3492;Wierden;2021;9.6;11.5;1.3;56.7;
3493;Wierden;1e halfjaar 2022;8.5;9.0;0.9;54.2;
3494;Wierden;2e halfjaar 2022;8.4;8.4;0.9;57.8;
3495;Wierden;2022;9.9;8.3;1.0;51.9;
3496;Wierden;1e halfjaar 2023;8.5;8.8;0.8;58.5;
3497;Wierden;2e halfjaar 2023;8.5;8.3;0.7;58.8;
3498;Wierden;2023;9.8;8.2;0.8;57.1;
3499;Wierden;1e half jaar 2024;8.4;7.8;0.6;63.3;
3500;Wijchen;1e halfjaar 2021;11.7;10.8;1.3;37.3;0.2
3501;Wijchen;2e halfjaar 2021;11.4;10.4;1.2;37.8;0.2
3502;Wijchen;2021;13.7;9.5;1.3;35.6;0.2
3503;Wijchen;1e halfjaar 2022;11.4;10.2;1.2;40.7;
3504;Wijchen;2e halfjaar 2022;12.0;9.8;1.2;42.4;0.2
3505;Wijchen;2022;14.0;9.8;1.3;44.6;0.2
3506;Wijchen;1e halfjaar 2023;12.3;10.6;1.1;50.0;0.3
3507;Wijchen;2e halfjaar 2023;13.1;10.4;1.0;52.8;0.3
3508;Wijchen;2023;15.2;10.0;1.1;50.0;0.3
3509;Wijchen;1e half jaar 2024;14.2;9.6;1.0;56.0;0.3
3510;Wijdemeren;1e halfjaar 2021;10.1;6.6;0.7;33.3;
3511;Wijdemeren;2e halfjaar 2021;10.5;6.9;0.8;30.6;
3512;Wijdemeren;2021;12.3;6.6;0.8;33.3;
3513;Wijdemeren;1e halfjaar 2022;10.5;6.0;0.7;25.8;
3514;Wijdemeren;2e halfjaar 2022;10.9;6.2;0.5;45.8;
3515;Wijdemeren;2022;12.4;6.3;0.7;35.5;
3516;Wijdemeren;1e halfjaar 2023;11.1;5.3;0.5;45.5;
3517;Wijdemeren;2e halfjaar 2023;11.9;6.3;0.4;47.4;
3518;Wijdemeren;2023;13.3;5.9;0.5;33.3;
3519;Wijdemeren;1e half jaar 2024;12.8;8.3;0.4;84.2;
3520;Wijk bij Duurstede;1e halfjaar 2021;12.3;7.9;1.2;47.3;
3521;Wijk bij Duurstede;2e halfjaar 2021;13.3;5.9;1.0;47.8;
3522;Wijk bij Duurstede;2021;14.8;6.6;1.3;42.4;
3523;Wijk bij Duurstede;1e halfjaar 2022;14.2;5.9;1.0;45.5;
3524;Wijk bij Duurstede;2e halfjaar 2022;13.8;6.9;1.1;40.0;
3525;Wijk bij Duurstede;2022;15.9;6.5;1.2;42.1;
3526;Wijk bij Duurstede;1e halfjaar 2023;13.5;6.7;1.0;44.7;
3527;Wijk bij Duurstede;2e halfjaar 2023;13.6;6.5;1.0;42.2;
3528;Wijk bij Duurstede;2023;15.7;6.2;1.1;42.3;
3529;Wijk bij Duurstede;1e half jaar 2024;13.6;5.8;1.0;43.8;
3530;Winterswijk;1e halfjaar 2021;12.4;10.7;1.1;48.3;0.3
3531;Winterswijk;2e halfjaar 2021;12.5;10.5;1.3;42.0;0.3
3532;Winterswijk;2021;14.6;10.5;1.4;46.1;0.3
3533;Winterswijk;1e halfjaar 2022;13.2;10.3;1.1;44.1;
3534;Winterswijk;2e halfjaar 2022;13.1;7.4;1.0;36.0;0.2
3535;Winterswijk;2022;15.4;8.9;1.2;41.0;0.2
3536;Winterswijk;1e halfjaar 2023;14.1;8.2;0.9;43.2;
3537;Winterswijk;2e halfjaar 2023;14.2;8.4;0.8;42.9;
3538;Winterswijk;2023;16.4;7.7;1.0;38.8;
3539;Winterswijk;1e half jaar 2024;12.6;10.6;0.7;50.0;
3540;Woensdrecht;1e halfjaar 2021;11.9;9.3;1.0;45.9;0.5
3541;Woensdrecht;2e halfjaar 2021;12.5;9.0;1.0;55.6;0.5
3542;Woensdrecht;2021;14.6;8.9;1.1;48.8;0.7
3543;Woensdrecht;1e halfjaar 2022;13.4;8.5;1.1;52.5;0.4
3544;Woensdrecht;2e halfjaar 2022;13.1;10.7;1.0;52.8;0.4
3545;Woensdrecht;2022;15.5;9.6;1.1;53.7;0.5
3546;Woensdrecht;1e halfjaar 2023;12.7;9.2;0.9;40.6;0.4
3547;Woensdrecht;2e halfjaar 2023;12.8;9.0;0.9;54.5;
3548;Woensdrecht;2023;15.2;8.8;0.9;50.0;0.4
3549;Woensdrecht;1e half jaar 2024;11.9;4.6;0.8;28.6;
3550;Woerden;1e halfjaar 2021;9.1;6.4;0.9;36.7;0.2
3551;Woerden;2e halfjaar 2021;9.7;8.3;1.0;41.2;0.1
3552;Woerden;2021;11.2;7.5;1.1;42.1;0.2
3553;Woerden;1e halfjaar 2022;9.5;6.4;1.0;40.2;
3554;Woerden;2e halfjaar 2022;10.1;6.7;1.0;45.0;
3555;Woerden;2022;11.9;6.3;1.1;43.4;0.1
3556;Woerden;1e halfjaar 2023;10.5;5.3;0.8;35.6;0.1
3557;Woerden;2e halfjaar 2023;10.7;6.1;0.9;34.6;
3558;Woerden;2023;12.8;5.5;1.1;34.7;0.1
3559;Woerden;1e half jaar 2024;10.3;6.0;0.9;38.3;
3560;De Wolden;1e halfjaar 2021;10.5;11.5;0.7;68.8;
3561;De Wolden;2e halfjaar 2021;9.5;13.1;0.7;67.7;
3562;De Wolden;2021;12.2;11.9;0.8;69.4;
3563;De Wolden;1e halfjaar 2022;9.7;13.5;0.9;64.1;
3564;De Wolden;2e halfjaar 2022;9.7;14.4;0.8;68.4;
3565;De Wolden;2022;11.7;13.2;0.9;66.7;
3566;De Wolden;1e halfjaar 2023;10.0;11.1;0.7;54.8;
3567;De Wolden;2e halfjaar 2023;10.1;11.9;0.7;54.8;
3568;De Wolden;2023;11.8;10.9;0.8;52.9;
3569;De Wolden;1e half jaar 2024;9.2;13.5;0.8;54.5;
3570;Wormerland;1e halfjaar 2021;7.0;10.2;1.1;51.6;
3571;Wormerland;2e halfjaar 2021;7.5;9.6;0.9;52.0;
3572;Wormerland;2021;8.9;9.2;1.1;51.5;
3573;Wormerland;1e halfjaar 2022;11.6;5.9;0.6;58.8;
3574;Wormerland;2e halfjaar 2022;11.9;6.6;0.6;70.6;
3575;Wormerland;2022;13.2;6.3;0.7;63.2;
3576;Wormerland;1e halfjaar 2023;7.2;9.9;0.4;75.0;
3577;Wormerland;2e halfjaar 2023;7.7;11.1;0.3;80.0;
3578;Wormerland;2023;9.0;9.5;0.5;64.3;
3579;Wormerland;1e half jaar 2024;7.8;11.1;0.5;78.6;
3580;Woudenberg;1e halfjaar 2021;9.0;13.7;1.1;55.6;
3581;Woudenberg;2e halfjaar 2021;8.4;14.7;1.1;51.4;
3582;Woudenberg;2021;10.6;13.7;1.2;52.5;
3583;Woudenberg;1e halfjaar 2022;9.3;13.9;1.2;55.3;
3584;Woudenberg;2e halfjaar 2022;10.0;10.7;1.1;45.9;
3585;Woudenberg;2022;11.3;11.4;1.3;53.7;
3586;Woudenberg;1e halfjaar 2023;10.2;9.9;0.8;53.6;
3587;Woudenberg;2e halfjaar 2023;10.4;10.0;0.9;56.7;
3588;Woudenberg;2023;12.5;9.3;1.0;53.1;
3589;Woudenberg;1e half jaar 2024;9.4;7.5;0.6;50.0;
3590;Zaanstad;1e halfjaar 2021;8.5;11.3;1.0;41.4;0.3
3591;Zaanstad;2e halfjaar 2021;8.7;11.6;1.0;43.2;0.3
3592;Zaanstad;2021;10.5;10.4;1.2;40.8;0.4
3593;Zaanstad;1e halfjaar 2022;12.4;7.2;0.9;42.4;0.3
3594;Zaanstad;2e halfjaar 2022;13.7;6.9;0.8;44.1;0.3
3595;Zaanstad;2022;15.0;6.9;0.9;44.3;0.4
3596;Zaanstad;1e halfjaar 2023;13.9;7.5;0.8;48.1;0.3
3597;Zaanstad;2e halfjaar 2023;14.1;8.8;0.7;47.6;0.3
3598;Zaanstad;2023;16.2;8.2;0.8;49.8;0.3
3599;Zaanstad;1e half jaar 2024;14.0;8.1;0.7;48.7;0.3
3600;Zaltbommel;1e halfjaar 2021;12.6;6.9;0.9;43.9;
3601;Zaltbommel;2e halfjaar 2021;11.7;8.0;1.0;41.8;
3602;Zaltbommel;2021;14.5;7.3;1.1;44.9;
3603;Zaltbommel;1e halfjaar 2022;11.0;6.5;0.8;47.3;
3604;Zaltbommel;2e halfjaar 2022;10.8;6.4;0.8;48.0;
3605;Zaltbommel;2022;13.3;5.4;0.9;44.6;
3606;Zaltbommel;1e halfjaar 2023;10.8;5.2;0.6;48.7;
3607;Zaltbommel;2e halfjaar 2023;11.2;5.8;0.6;52.5;
3608;Zaltbommel;2023;13.0;5.8;0.7;53.1;
3609;Zaltbommel;1e half jaar 2024;11.1;5.0;0.6;46.2;
3610;Zandvoort;1e halfjaar 2021;9.1;8.8;0.9;40.0;
3611;Zandvoort;2e halfjaar 2021;9.8;7.1;0.9;37.5;
3612;Zandvoort;2021;11.6;7.9;0.9;42.3;
3613;Zandvoort;1e halfjaar 2022;9.7;6.5;0.9;;
3614;Zandvoort;2e halfjaar 2022;9.4;5.9;1.0;;
3615;Zandvoort;2022;11.3;6.6;1.0;33.3;
3616;Zandvoort;1e halfjaar 2023;9.9;5.9;0.8;38.1;
3617;Zandvoort;2e halfjaar 2023;9.1;6.0;0.5;;
3618;Zandvoort;2023;11.3;5.8;0.7;;
3619;Zandvoort;1e half jaar 2024;8.9;5.8;0.6;;
3620;Zeewolde;1e halfjaar 2021;13.3;12.3;1.4;66.7;0.3
3621;Zeewolde;2e halfjaar 2021;14.6;13.0;1.6;64.1;0.3
3622;Zeewolde;2021;16.3;12.3;1.7;66.7;0.4
3623;Zeewolde;1e halfjaar 2022;14.2;11.2;1.4;54.3;0.4
3624;Zeewolde;2e halfjaar 2022;14.5;11.5;1.7;50.6;0.3
3625;Zeewolde;2022;17.0;10.5;1.8;52.3;0.4
3626;Zeewolde;1e halfjaar 2023;13.9;10.7;1.6;48.1;0.4
3627;Zeewolde;2e halfjaar 2023;14.1;11.0;1.6;49.4;0.4
3628;Zeewolde;2023;16.6;10.3;1.8;48.8;0.4
3629;Zeewolde;1e half jaar 2024;14.1;10.7;1.4;50.0;0.3
3630;Zeist;1e halfjaar 2021;13.4;7.3;1.1;43.5;0.2
3631;Zeist;2e halfjaar 2021;13.5;6.7;1.1;43.8;0.2
3632;Zeist;2021;15.9;7.1;1.2;46.2;0.2
3633;Zeist;1e halfjaar 2022;13.8;6.8;1.1;39.5;0.2
3634;Zeist;2e halfjaar 2022;14.3;6.3;1.0;42.2;0.3
3635;Zeist;2022;16.5;6.5;1.2;42.5;0.4
3636;Zeist;1e halfjaar 2023;14.6;5.7;0.9;50.0;0.2
3637;Zeist;2e halfjaar 2023;14.1;5.2;0.7;50.0;0.2
3638;Zeist;2023;16.8;5.0;0.9;46.1;0.2
3639;Zeist;1e half jaar 2024;13.8;4.7;0.7;50.5;0.1
3640;Zevenaar;1e halfjaar 2021;13.6;10.6;1.3;35.0;0.2
3641;Zevenaar;2e halfjaar 2021;13.7;12.0;1.3;41.2;
3642;Zevenaar;2021;15.9;11.1;1.5;39.1;0.2
3643;Zevenaar;1e halfjaar 2022;14.0;11.4;1.3;47.6;0.2
3644;Zevenaar;2e halfjaar 2022;14.0;11.4;1.3;50.0;0.2
3645;Zevenaar;2022;16.0;10.9;1.4;47.7;0.2
3646;Zevenaar;1e halfjaar 2023;14.0;11.5;1.3;51.0;0.2
3647;Zevenaar;2e halfjaar 2023;13.9;12.2;1.1;55.7;0.2
3648;Zevenaar;2023;16.2;11.1;1.3;51.0;0.2
3649;Zevenaar;1e half jaar 2024;12.8;12.5;1.1;59.3;0.2
3650;Zoetermeer;1e halfjaar 2021;12.7;10.0;1.3;49.4;0.6
3651;Zoetermeer;2e halfjaar 2021;13.1;10.1;1.3;49.4;0.5
3652;Zoetermeer;2021;15.5;9.3;1.5;49.2;0.7
3653;Zoetermeer;1e halfjaar 2022;15.1;7.9;1.1;50.7;0.5
3654;Zoetermeer;2e halfjaar 2022;15.5;7.1;1.1;50.0;0.5
3655;Zoetermeer;2022;17.8;7.5;1.3;50.9;0.6
3656;Zoetermeer;1e halfjaar 2023;15.6;7.0;1.0;54.6;0.5
3657;Zoetermeer;2e halfjaar 2023;15.5;7.6;0.9;58.5;0.6
3658;Zoetermeer;2023;18.1;7.1;1.1;52.2;0.6
3659;Zoetermeer;1e half jaar 2024;15.3;7.2;0.9;54.4;0.5
3660;Zoeterwoude;1e halfjaar 2021;12.7;4.7;;;
3661;Zoeterwoude;2e halfjaar 2021;13.8;3.9;;;
3662;Zoeterwoude;2021;15.4;4.6;;;
3663;Zoeterwoude;1e halfjaar 2022;12.5;3.6;0.5;;
3664;Zoeterwoude;2e halfjaar 2022;13.1;;0.6;;
3665;Zoeterwoude;2022;15.6;2.9;0.6;;
3666;Zoeterwoude;1e halfjaar 2023;13.5;;;;
3667;Zoeterwoude;2e halfjaar 2023;13.0;;0.4;;
3668;Zoeterwoude;2023;16.3;3.1;0.5;;
3669;Zoeterwoude;1e half jaar 2024;13.0;;0.5;;
3670;Zuidplas;1e halfjaar 2021;10.5;9.8;1.3;44.2;0.2
3671;Zuidplas;2e halfjaar 2021;10.3;10.6;1.4;47.8;0.2
3672;Zuidplas;2021;12.6;9.7;1.5;49.0;0.2
3673;Zuidplas;1e halfjaar 2022;10.9;8.4;1.4;44.0;0.2
3674;Zuidplas;2e halfjaar 2022;11.2;8.9;1.2;46.4;0.2
3675;Zuidplas;2022;13.0;8.2;1.4;46.5;0.2
3676;Zuidplas;1e halfjaar 2023;11.2;7.7;1.1;48.6;0.1
3677;Zuidplas;2e halfjaar 2023;11.0;8.0;0.8;56.0;0.2
3678;Zuidplas;2023;13.4;7.0;1.0;50.0;0.2
3679;Zuidplas;1e half jaar 2024;11.0;6.3;0.6;56.3;0.2
3680;Zundert;1e halfjaar 2021;9.4;6.3;0.7;34.6;
3681;Zundert;2e halfjaar 2021;8.8;6.5;0.6;;
3682;Zundert;2021;10.9;5.2;0.7;38.5;
3683;Zundert;1e halfjaar 2022;9.0;8.0;0.9;58.1;
3684;Zundert;2e halfjaar 2022;9.3;6.6;0.8;50.0;
3685;Zundert;2022;10.9;6.7;0.9;54.8;
3686;Zundert;1e halfjaar 2023;10.0;6.0;0.9;40.6;
3687;Zundert;2e halfjaar 2023;10.2;6.5;0.8;41.4;
3688;Zundert;2023;12.0;5.5;0.9;43.8;
3689;Zundert;1e half jaar 2024;9.2;2.9;0.7;;
3690;Zutphen;1e halfjaar 2021;14.8;9.1;1.5;46.6;0.4
3691;Zutphen;2e halfjaar 2021;14.7;9.9;1.6;48.6;0.4
3692;Zutphen;2021;17.2;9.1;1.7;51.0;0.5
3693;Zutphen;1e halfjaar 2022;14.9;9.3;1.6;46.1;0.3
3694;Zutphen;2e halfjaar 2022;14.7;9.7;1.5;43.3;0.3
3695;Zutphen;2022;17.6;9.0;1.7;46.2;0.4
3696;Zutphen;1e halfjaar 2023;14.9;9.3;1.4;52.2;0.3
3697;Zutphen;2e halfjaar 2023;14.9;10.0;1.5;46.0;0.2
3698;Zutphen;2023;17.4;9.2;1.7;47.2;0.3
3699;Zutphen;1e half jaar 2024;13.2;9.6;1.2;49.0;0.2
3700;Zwartewaterland;1e halfjaar 2021;8.3;14.6;1.0;56.9;
3701;Zwartewaterland;2e halfjaar 2021;8.1;15.6;0.9;64.7;
3702;Zwartewaterland;2021;9.5;13.7;1.1;58.3;
3703;Zwartewaterland;1e halfjaar 2022;7.5;14.0;1.0;50.0;
3704;Zwartewaterland;2e halfjaar 2022;7.3;16.1;0.9;64.0;
3705;Zwartewaterland;2022;8.9;13.9;1.0;57.9;
3706;Zwartewaterland;1e halfjaar 2023;7.3;15.0;1.0;55.4;
3707;Zwartewaterland;2e halfjaar 2023;7.7;15.9;1.1;58.7;
3708;Zwartewaterland;2023;9.0;15.0;1.2;61.2;
3709;Zwartewaterland;1e half jaar 2024;7.1;15.6;1.0;59.3;
3710;Zwijndrecht;1e halfjaar 2021;14.0;9.2;1.4;48.3;0.4
3711;Zwijndrecht;2e halfjaar 2021;14.2;8.8;1.4;41.8;0.3
3712;Zwijndrecht;2021;16.8;8.7;1.5;46.3;0.4
3713;Zwijndrecht;1e halfjaar 2022;14.8;6.5;1.2;37.4;0.3
3714;Zwijndrecht;2e halfjaar 2022;15.3;6.6;1.3;36.0;0.2
3715;Zwijndrecht;2022;17.9;6.1;1.5;36.7;0.3
3716;Zwijndrecht;1e halfjaar 2023;14.8;7.1;1.2;35.8;0.2
3717;Zwijndrecht;2e halfjaar 2023;14.5;6.7;1.3;33.9;
3718;Zwijndrecht;2023;17.2;6.4;1.4;36.1;0.2
3719;Zwijndrecht;1e half jaar 2024;14.0;7.3;1.3;33.3;0.2
3720;Zwolle;1e halfjaar 2021;10.6;14.2;1.3;49.0;0.4
3721;Zwolle;2e halfjaar 2021;10.5;14.6;1.4;47.7;0.4
3722;Zwolle;2021;12.4;13.4;1.5;48.8;0.5
3723;Zwolle;1e halfjaar 2022;11.0;14.2;1.5;50.1;0.4
3724;Zwolle;2e halfjaar 2022;10.9;13.7;1.4;47.5;0.4
3725;Zwolle;2022;12.8;13.1;1.6;47.2;0.5
3726;Zwolle;1e halfjaar 2023;10.3;15.4;1.4;54.2;0.4
3727;Zwolle;2e halfjaar 2023;10.1;15.0;1.3;52.9;0.4
3728;Zwolle;2023;12.0;14.4;1.5;54.1;0.5
3729;Zwolle;1e half jaar 2024;9.5;15.0;1.2;52.1;0.4
3730;Achterhoek (JZ);1e halfjaar 2021;12.3;12.4;1.5;49.4;0.2
3731;Achterhoek (JZ);2e halfjaar 2021;12.2;12.4;1.4;47.9;0.2
3732;Achterhoek (JZ);2021;14.5;11.6;1.6;49.2;0.2
3733;Achterhoek (JZ);1e halfjaar 2022;12.1;11.6;1.3;47.5;0.2
3734;Achterhoek (JZ);2e halfjaar 2022;11.9;11.4;1.3;49.9;0.2
3735;Achterhoek (JZ);2022;14.1;11.3;1.4;50.1;0.2
3736;Achterhoek (JZ);1e halfjaar 2023;12.3;11.2;1.2;51.0;0.2
3737;Achterhoek (JZ);2e halfjaar 2023;12.6;11.2;1.1;52.5;0.2
3738;Achterhoek (JZ);2023;14.3;10.5;1.3;50.4;0.2
3739;Achterhoek (JZ);1e half jaar 2024;11.8;11.2;1.0;55.0;0.2
3740;Alkmaar (Noord-Kennemerland) (JZ);1e halfjaar 2021;11.5;8.8;1.2;43.6;0.2
3741;Alkmaar (Noord-Kennemerland) (JZ);2e halfjaar 2021;11.6;8.8;1.1;42.4;0.2
3742;Alkmaar (Noord-Kennemerland) (JZ);2021;13.6;8.3;1.3;42.3;0.2
3743;Alkmaar (Noord-Kennemerland) (JZ);1e halfjaar 2022;12.4;7.4;1.1;40.4;0.2
3744;Alkmaar (Noord-Kennemerland) (JZ);2e halfjaar 2022;12.5;7.4;1.1;39.8;0.2
3745;Alkmaar (Noord-Kennemerland) (JZ);2022;14.5;7.0;1.2;39.7;0.2
3746;Alkmaar (Noord-Kennemerland) (JZ);1e halfjaar 2023;12.7;6.7;1.0;42.4;0.2
3747;Alkmaar (Noord-Kennemerland) (JZ);2e halfjaar 2023;12.9;6.6;1.0;41.3;0.2
