ID;Geslacht;Leeftijd;Perioden;TotaalBevolking_1;TotaalWerkzamePersonen_2;WerkzamePersonen12UurPerWeek_3;WerkzamePersonen12PerWeek_4;NettoArbeidsparticipatie_5;Werknemers_6;Zelfstandigen_7;OnderwijsniveauLaag_8;OnderwijsniveauMiddelbaar_9;OnderwijsniveauHoog_10;OnderwijsniveauOnbekend_11;Arbeidsduur12Tot20UurPerWeek_12;Arbeidsduur20Tot35UurPerWeek_13;Arbeidsduur35UurOfMeerPerWeek_14
500;Mannen;25 tot 50 jaar;1997;3125;2816.0;30.0;2786.0;89.2;2445.0;342.0;740.0;1261.0;774.0;11.0;19.0;202.0;2565.0
501;Mannen;25 tot 50 jaar;1998;3116;2854.0;26.0;2829.0;90.8;2490.0;339.0;739.0;1255.0;823.0;11.0;24.0;208.0;2597.0
502;Mannen;25 tot 50 jaar;1999;3106;2846.0;23.0;2823.0;90.9;2496.0;328.0;739.0;1234.0;837.0;12.0;23.0;219.0;2581.0
503;Mannen;25 tot 50 jaar;2000;3098;2863.0;23.0;2841.0;91.7;2485.0;356.0;743.0;1231.0;852.0;15.0;23.0;226.0;2591.0
504;Mannen;25 tot 50 jaar;2001;3091;2847.0;26.0;2820.0;91.3;2477.0;344.0;740.0;1251.0;812.0;18.0;21.0;217.0;2583.0
505;Mannen;25 tot 50 jaar;2002;3074;2798.0;28.0;2770.0;90.1;2417.0;353.0;702.0;1220.0;837.0;11.0;24.0;251.0;2496.0
506;Mannen;25 tot 50 jaar;2003;3050;2735.0;28.0;2706.0;88.7;2349.0;357.0;643.0;1197.0;854.0;13.0;20.0;250.0;2436.0
507;Mannen;25 tot 50 jaar;2004;3023;2686.0;34.0;2652.0;87.7;2296.0;356.0;593.0;1150.0;890.0;19.0;24.0;242.0;2387.0
508;Mannen;25 tot 50 jaar;2005;2994;2642.0;33.0;2609.0;87.1;2243.0;366.0;565.0;1163.0;864.0;17.0;30.0;247.0;2333.0
509;Mannen;25 tot 50 jaar;2006;2964;2645.0;30.0;2615.0;88.2;2222.0;393.0;575.0;1163.0;857.0;20.0;24.0;241.0;2350.0
510;Mannen;50 tot 65 jaar;1992;1095;622.0;22.0;600.0;54.8;470.0;130.0;229.0;234.0;135.0;;14.0;48.0;538.0
511;Mannen;50 tot 65 jaar;1993;1133;632.0;19.0;613.0;54.1;479.0;134.0;213.0;246.0;153.0;;14.0;52.0;546.0
512;Mannen;50 tot 65 jaar;1994;1148;646.0;22.0;624.0;54.4;485.0;139.0;217.0;252.0;155.0;;13.0;58.0;553.0
513;Mannen;50 tot 65 jaar;1995;1169;666.0;21.0;645.0;55.2;502.0;143.0;210.0;264.0;168.0;3.0;16.0;66.0;564.0
514;Mannen;50 tot 65 jaar;1996;1219;711.0;23.0;688.0;56.5;536.0;152.0;227.0;276.0;182.0;3.0;11.0;68.0;609.0
515;Mannen;50 tot 65 jaar;1997;1258;756.0;22.0;734.0;58.3;570.0;163.0;231.0;300.0;199.0;3.0;16.0;74.0;643.0
516;Mannen;50 tot 65 jaar;1998;1308;825.0;23.0;802.0;61.3;643.0;159.0;245.0;319.0;233.0;5.0;15.0;87.0;701.0
517;Mannen;50 tot 65 jaar;1999;1350;868.0;23.0;845.0;62.6;691.0;154.0;252.0;352.0;234.0;7.0;15.0;89.0;742.0
518;Mannen;50 tot 65 jaar;2000;1385;902.0;25.0;877.0;63.4;702.0;175.0;278.0;346.0;248.0;6.0;18.0;115.0;744.0
519;Mannen;50 tot 65 jaar;2001;1420;940.0;28.0;912.0;64.3;749.0;163.0;282.0;364.0;260.0;6.0;21.0;120.0;771.0
520;Mannen;50 tot 65 jaar;2002;1454;982.0;34.0;949.0;65.3;773.0;175.0;284.0;370.0;291.0;4.0;25.0;118.0;806.0
521;Mannen;50 tot 65 jaar;2003;1485;992.0;32.0;959.0;64.6;785.0;175.0;278.0;375.0;302.0;4.0;23.0;138.0;799.0
522;Mannen;50 tot 65 jaar;2004;1514;997.0;33.0;965.0;63.7;783.0;182.0;273.0;361.0;324.0;7.0;28.0;129.0;808.0
523;Mannen;50 tot 65 jaar;2005;1540;1015.0;34.0;980.0;63.7;790.0;190.0;261.0;381.0;332.0;6.0;24.0;139.0;818.0
524;Mannen;50 tot 65 jaar;2006;1568;1055.0;36.0;1019.0;65.0;824.0;194.0;276.0;399.0;337.0;6.0;29.0;148.0;842.0
525;Mannen;65 jaar of ouder;1992;736;46.0;17.0;28.0;3.9;7.0;22.0;11.0;11.0;7.0;;5.0;10.0;14.0
526;Mannen;65 jaar of ouder;1993;758;44.0;15.0;29.0;3.8;7.0;22.0;12.0;10.0;6.0;;4.0;12.0;13.0
527;Mannen;65 jaar of ouder;1994;768;43.0;15.0;28.0;3.7;6.0;22.0;9.0;12.0;7.0;;5.0;10.0;13.0
528;Mannen;65 jaar of ouder;1995;781;42.0;17.0;25.0;3.2;7.0;19.0;8.0;11.0;6.0;;5.0;10.0;10.0
529;Mannen;65 jaar of ouder;1996;801;46.0;19.0;27.0;3.4;6.0;21.0;9.0;11.0;7.0;;6.0;10.0;11.0
530;Mannen;65 jaar of ouder;1997;812;44.0;17.0;27.0;3.4;5.0;22.0;9.0;13.0;5.0;;6.0;11.0;10.0
531;Mannen;65 jaar of ouder;1998;826;51.0;20.0;31.0;3.8;10.0;21.0;9.0;15.0;7.0;;8.0;13.0;10.0
532;Mannen;65 jaar of ouder;1999;839;45.0;17.0;28.0;3.3;8.0;20.0;10.0;11.0;7.0;;4.0;12.0;12.0
533;Mannen;65 jaar of ouder;2000;854;47.0;20.0;27.0;3.2;8.0;20.0;11.0;11.0;5.0;;4.0;10.0;13.0
534;Mannen;65 jaar of ouder;2001;869;47.0;18.0;29.0;3.3;10.0;19.0;10.0;11.0;7.0;;6.0;12.0;11.0
535;Mannen;65 jaar of ouder;2002;884;53.0;24.0;29.0;3.3;8.0;21.0;9.0;14.0;6.0;;7.0;10.0;12.0
536;Mannen;65 jaar of ouder;2003;901;57.0;21.0;36.0;4.0;15.0;21.0;12.0;15.0;9.0;;9.0;14.0;13.0
537;Mannen;65 jaar of ouder;2004;922;60.0;24.0;36.0;3.9;14.0;23.0;11.0;13.0;11.0;;9.0;12.0;15.0
538;Mannen;65 jaar of ouder;2005;942;68.0;25.0;44.0;4.6;16.0;28.0;16.0;16.0;12.0;;12.0;14.0;18.0
539;Mannen;65 jaar of ouder;2006;960;74.0;27.0;47.0;4.9;19.0;29.0;15.0;18.0;14.0;;12.0;18.0;18.0
540;Vrouwen;Totaal leeftijd vanaf 15 jaar;1992;6142;2610.0;499.0;2111.0;34.4;1926.0;185.0;669.0;929.0;511.0;2.0;310.0;816.0;984.0
541;Vrouwen;Totaal leeftijd vanaf 15 jaar;1993;6192;2681.0;520.0;2161.0;34.9;1963.0;198.0;652.0;954.0;553.0;;318.0;853.0;990.0
542;Vrouwen;Totaal leeftijd vanaf 15 jaar;1994;6236;2725.0;548.0;2178.0;34.9;1964.0;214.0;627.0;998.0;551.0;3.0;323.0;897.0;958.0
543;Vrouwen;Totaal leeftijd vanaf 15 jaar;1995;6263;2798.0;545.0;2253.0;36.0;2037.0;217.0;634.0;1023.0;595.0;2.0;353.0;952.0;948.0
544;Vrouwen;Totaal leeftijd vanaf 15 jaar;1996;6308;2863.0;543.0;2319.0;36.8;2094.0;225.0;619.0;1102.0;593.0;6.0;349.0;995.0;976.0
545;Vrouwen;Totaal leeftijd vanaf 15 jaar;1997;6338;3003.0;554.0;2449.0;38.6;2213.0;236.0;647.0;1161.0;634.0;7.0;381.0;1048.0;1020.0
546;Vrouwen;Totaal leeftijd vanaf 15 jaar;1998;6381;3110.0;554.0;2556.0;40.1;2325.0;231.0;652.0;1193.0;705.0;6.0;434.0;1102.0;1020.0
547;Vrouwen;Totaal leeftijd vanaf 15 jaar;1999;6419;3231.0;563.0;2668.0;41.6;2431.0;237.0;679.0;1235.0;746.0;8.0;450.0;1157.0;1061.0
548;Vrouwen;Totaal leeftijd vanaf 15 jaar;2000;6461;3339.0;577.0;2762.0;42.7;2500.0;261.0;702.0;1285.0;765.0;9.0;480.0;1241.0;1041.0
549;Vrouwen;Totaal leeftijd vanaf 15 jaar;2001;6510;3411.0;566.0;2845.0;43.7;2595.0;250.0;732.0;1323.0;778.0;12.0;507.0;1285.0;1053.0
550;Vrouwen;Totaal leeftijd vanaf 15 jaar;2002;6555;3456.0;568.0;2888.0;44.1;2643.0;245.0;718.0;1333.0;828.0;9.0;532.0;1358.0;997.0
551;Vrouwen;Totaal leeftijd vanaf 15 jaar;2003;6591;3485.0;569.0;2917.0;44.2;2668.0;249.0;697.0;1322.0;889.0;9.0;538.0;1390.0;989.0
552;Vrouwen;Totaal leeftijd vanaf 15 jaar;2004;6624;3499.0;587.0;2912.0;44.0;2658.0;254.0;649.0;1275.0;974.0;15.0;539.0;1406.0;967.0
553;Vrouwen;Totaal leeftijd vanaf 15 jaar;2005;6653;3538.0;593.0;2945.0;44.3;2695.0;250.0;623.0;1332.0;979.0;11.0;554.0;1444.0;947.0
554;Vrouwen;Totaal leeftijd vanaf 15 jaar;2006;6681;3618.0;574.0;3044.0;45.6;2766.0;278.0;619.0;1387.0;1026.0;11.0;570.0;1484.0;990.0
555;Vrouwen;2;1992;470;181.0;103.0;78.0;16.6;;;;;;;;;
556;Vrouwen;2;1993;450;165.0;103.0;62.0;13.8;;;;;;;;;
557;Vrouwen;2;1994;447;165.0;105.0;60.0;13.4;;;;;;;;;
558;Vrouwen;2;1995;442;160.0;105.0;56.0;12.6;;;;;;;;;
559;Vrouwen;2;1996;447;176.0;111.0;65.0;14.5;;;;;;;;;
560;Vrouwen;2;1997;449;197.0;118.0;79.0;17.5;;;;;;;;;
561;Vrouwen;2;1998;451;219.0;138.0;81.0;17.9;;;;;;;;;
562;Vrouwen;2;1999;448;237.0;142.0;95.0;21.2;;;;;;;;;
563;Vrouwen;2;2000;450;244.0;151.0;93.0;20.7;;;;;;;;;
564;Vrouwen;2;2001;453;255.0;153.0;101.0;22.4;;;;;;;;;
565;Vrouwen;2;2002;460;250.0;150.0;100.0;21.7;;;;;;;;;
566;Vrouwen;2;2003;467;242.0;152.0;90.0;19.2;;;;;;;;;
567;Vrouwen;2;2004;473;243.0;164.0;79.0;16.6;;;;;;;;;
568;Vrouwen;2;2005;479;236.0;156.0;80.0;16.6;;;;;;;;;
569;Vrouwen;2;2006;484;247.0;165.0;82.0;16.9;;;;;;;;;
570;Vrouwen;3;1992;615;430.0;59.0;371.0;60.3;;;;;;;;;
571;Vrouwen;3;1993;605;416.0;63.0;353.0;58.4;;;;;;;;;
572;Vrouwen;3;1994;584;402.0;65.0;337.0;57.6;;;;;;;;;
573;Vrouwen;3;1995;548;383.0;71.0;312.0;57.0;;;;;;;;;
574;Vrouwen;3;1996;512;369.0;72.0;297.0;58.1;;;;;;;;;
575;Vrouwen;3;1997;496;363.0;65.0;298.0;60.0;;;;;;;;;
576;Vrouwen;3;1998;479;352.0;67.0;285.0;59.5;;;;;;;;;
577;Vrouwen;3;1999;472;359.0;67.0;292.0;61.9;;;;;;;;;
578;Vrouwen;3;2000;472;356.0;67.0;289.0;61.2;;;;;;;;;
579;Vrouwen;3;2001;475;359.0;61.0;298.0;62.8;;;;;;;;;
580;Vrouwen;3;2002;478;370.0;73.0;298.0;62.3;;;;;;;;;
581;Vrouwen;3;2003;477;361.0;76.0;285.0;59.6;;;;;;;;;
582;Vrouwen;3;2004;476;354.0;76.0;277.0;58.2;;;;;;;;;
583;Vrouwen;3;2005;475;351.0;80.0;271.0;57.1;;;;;;;;;
584;Vrouwen;3;2006;474;354.0;84.0;270.0;57.0;;;;;;;;;
585;Vrouwen;4;1992;628;442.0;32.0;409.0;65.2;;;;;;;;;
586;Vrouwen;4;1993;639;464.0;40.0;423.0;66.3;;;;;;;;;
587;Vrouwen;4;1994;636;458.0;39.0;419.0;65.9;;;;;;;;;
588;Vrouwen;4;1995;636;460.0;38.0;423.0;66.4;;;;;;;;;
589;Vrouwen;4;1996;631;466.0;34.0;432.0;68.4;;;;;;;;;
590;Vrouwen;4;1997;625;479.0;31.0;449.0;71.8;;;;;;;;;
591;Vrouwen;4;1998;618;487.0;31.0;457.0;73.8;;;;;;;;;
592;Vrouwen;4;1999;598;471.0;26.0;445.0;74.5;;;;;;;;;
593;Vrouwen;4;2000;566;452.0;28.0;424.0;74.9;;;;;;;;;
594;Vrouwen;4;2001;541;433.0;25.0;407.0;75.3;;;;;;;;;
595;Vrouwen;4;2002;520;405.0;25.0;380.0;73.1;;;;;;;;;
596;Vrouwen;4;2003;505;404.0;22.0;382.0;75.7;;;;;;;;;
597;Vrouwen;4;2004;496;395.0;24.0;371.0;74.7;;;;;;;;;
598;Vrouwen;4;2005;493;391.0;20.0;371.0;75.3;;;;;;;;;
599;Vrouwen;4;2006;493;403.0;19.0;384.0;77.8;;;;;;;;;
600;Vrouwen;5;1992;623;364.0;60.0;304.0;48.8;;;;;;;;;
601;Vrouwen;5;1993;620;379.0;54.0;325.0;52.4;;;;;;;;;
602;Vrouwen;5;1994;631;386.0;61.0;326.0;51.6;;;;;;;;;
603;Vrouwen;5;1995;638;413.0;61.0;351.0;55.1;;;;;;;;;
604;Vrouwen;5;1996;641;427.0;54.0;373.0;58.2;;;;;;;;;
605;Vrouwen;5;1997;640;438.0;54.0;384.0;60.0;;;;;;;;;
606;Vrouwen;5;1998;638;455.0;52.0;404.0;63.3;;;;;;;;;
607;Vrouwen;5;1999;637;466.0;46.0;420.0;65.9;;;;;;;;;
608;Vrouwen;5;2000;642;482.0;46.0;437.0;68.1;;;;;;;;;
609;Vrouwen;5;2001;643;484.0;46.0;438.0;68.2;;;;;;;;;
610;Vrouwen;5;2002;639;485.0;45.0;439.0;68.7;;;;;;;;;
611;Vrouwen;5;2003;627;479.0;42.0;437.0;69.6;;;;;;;;;
612;Vrouwen;5;2004;604;458.0;39.0;420.0;69.5;;;;;;;;;
613;Vrouwen;5;2005;575;447.0;35.0;412.0;71.6;;;;;;;;;
614;Vrouwen;5;2006;548;428.0;29.0;399.0;73.0;;;;;;;;;
615;Vrouwen;6;1992;574;332.0;63.0;269.0;46.9;;;;;;;;;
616;Vrouwen;6;1993;584;342.0;66.0;277.0;47.4;;;;;;;;;
617;Vrouwen;6;1994;596;361.0;70.0;291.0;48.8;;;;;;;;;
618;Vrouwen;6;1995;601;369.0;70.0;299.0;49.8;;;;;;;;;
619;Vrouwen;6;1996;612;380.0;66.0;314.0;51.3;;;;;;;;;
620;Vrouwen;6;1997;620;402.0;72.0;330.0;53.2;;;;;;;;;
621;Vrouwen;6;1998;629;419.0;61.0;358.0;57.0;;;;;;;;;
622;Vrouwen;6;1999;638;442.0;67.0;376.0;58.8;;;;;;;;;
623;Vrouwen;6;2000;645;461.0;66.0;395.0;61.3;;;;;;;;;
624;Vrouwen;6;2001;648;473.0;66.0;407.0;62.8;;;;;;;;;
625;Vrouwen;6;2002;647;483.0;58.0;425.0;65.6;;;;;;;;;
626;Vrouwen;6;2003;645;471.0;55.0;416.0;64.5;;;;;;;;;
627;Vrouwen;6;2004;644;475.0;55.0;420.0;65.3;;;;;;;;;
628;Vrouwen;6;2005;644;484.0;55.0;429.0;66.6;;;;;;;;;
629;Vrouwen;6;2006;643;485.0;49.0;437.0;67.9;;;;;;;;;
630;Vrouwen;7;1992;568;325.0;59.0;265.0;46.7;;;;;;;;;
631;Vrouwen;7;1993;554;327.0;62.0;266.0;48.0;;;;;;;;;
632;Vrouwen;7;1994;552;329.0;65.0;264.0;47.8;;;;;;;;;
633;Vrouwen;7;1995;560;344.0;61.0;283.0;50.4;;;;;;;;;
634;Vrouwen;7;1996;570;354.0;60.0;294.0;51.6;;;;;;;;;
635;Vrouwen;7;1997;574;375.0;63.0;312.0;54.3;;;;;;;;;
636;Vrouwen;7;1998;580;391.0;61.0;330.0;56.9;;;;;;;;;
637;Vrouwen;7;1999;590;408.0;59.0;349.0;59.2;;;;;;;;;
638;Vrouwen;7;2000;602;430.0;58.0;372.0;61.9;;;;;;;;;
639;Vrouwen;7;2001;612;452.0;58.0;394.0;64.4;;;;;;;;;
640;Vrouwen;7;2002;622;445.0;49.0;396.0;63.7;;;;;;;;;
641;Vrouwen;7;2003;631;462.0;54.0;408.0;64.7;;;;;;;;;
642;Vrouwen;7;2004;638;467.0;57.0;410.0;64.2;;;;;;;;;
643;Vrouwen;7;2005;644;475.0;58.0;417.0;64.7;;;;;;;;;
644;Vrouwen;7;2006;645;487.0;52.0;435.0;67.4;;;;;;;;;
645;Vrouwen;8;1992;505;254.0;47.0;207.0;41.1;;;;;;;;;
646;Vrouwen;8;1993;546;294.0;55.0;240.0;43.9;;;;;;;;;
647;Vrouwen;8;1994;559;307.0;60.0;248.0;44.2;;;;;;;;;
648;Vrouwen;8;1995;578;327.0;57.0;270.0;46.8;;;;;;;;;
649;Vrouwen;8;1996;571;324.0;55.0;269.0;47.1;;;;;;;;;
650;Vrouwen;8;1997;563;345.0;56.0;288.0;51.2;;;;;;;;;
651;Vrouwen;8;1998;552;343.0;52.0;291.0;52.7;;;;;;;;;
652;Vrouwen;8;1999;552;362.0;51.0;311.0;56.4;;;;;;;;;
653;Vrouwen;8;2000;558;374.0;53.0;321.0;57.5;;;;;;;;;
654;Vrouwen;8;2001;565;390.0;47.0;343.0;60.8;;;;;;;;;
655;Vrouwen;8;2002;572;409.0;47.0;362.0;63.4;;;;;;;;;
656;Vrouwen;8;2003;579;426.0;44.0;382.0;65.9;;;;;;;;;
657;Vrouwen;8;2004;588;431.0;47.0;383.0;65.2;;;;;;;;;
658;Vrouwen;8;2005;597;438.0;49.0;389.0;65.2;;;;;;;;;
659;Vrouwen;8;2006;606;452.0;46.0;406.0;67.0;;;;;;;;;
660;Vrouwen;9;1992;401;162.0;39.0;123.0;30.7;;;;;;;;;
661;Vrouwen;9;1993;409;164.0;35.0;130.0;31.7;;;;;;;;;
662;Vrouwen;9;1994;426;179.0;42.0;138.0;32.2;;;;;;;;;
663;Vrouwen;9;1995;435;201.0;41.0;160.0;36.8;;;;;;;;;
664;Vrouwen;9;1996;471;215.0;45.0;170.0;36.1;;;;;;;;;
665;Vrouwen;9;1997;501;242.0;46.0;195.0;39.0;;;;;;;;;
666;Vrouwen;9;1998;539;280.0;50.0;230.0;42.7;;;;;;;;;
667;Vrouwen;9;1999;556;296.0;55.0;240.0;43.2;;;;;;;;;
668;Vrouwen;9;2000;569;320.0;51.0;269.0;47.2;;;;;;;;;
669;Vrouwen;9;2001;569;328.0;50.0;278.0;48.8;;;;;;;;;
670;Vrouwen;9;2002;556;330.0;48.0;282.0;50.7;;;;;;;;;
671;Vrouwen;9;2003;549;339.0;48.0;291.0;53.0;;;;;;;;;
672;Vrouwen;9;2004;547;346.0;46.0;299.0;54.7;;;;;;;;;
673;Vrouwen;9;2005;550;358.0;50.0;308.0;56.0;;;;;;;;;
674;Vrouwen;9;2006;556;368.0;40.0;328.0;59.0;;;;;;;;;
675;Vrouwen;55 tot 60 jaar;1992;363;87.0;22.0;64.0;17.7;;;;;;;;;
676;Vrouwen;55 tot 60 jaar;1993;362;88.0;24.0;65.0;17.8;;;;;;;;;
677;Vrouwen;55 tot 60 jaar;1994;371;102.0;26.0;75.0;20.3;;;;;;;;;
678;Vrouwen;55 tot 60 jaar;1995;378;102.0;25.0;77.0;20.3;;;;;;;;;
679;Vrouwen;55 tot 60 jaar;1996;385;113.0;30.0;83.0;21.6;;;;;;;;;
680;Vrouwen;55 tot 60 jaar;1997;392;122.0;29.0;93.0;23.9;;;;;;;;;
681;Vrouwen;55 tot 60 jaar;1998;400;122.0;27.0;95.0;23.8;;;;;;;;;
682;Vrouwen;55 tot 60 jaar;1999;413;141.0;29.0;112.0;27.1;;;;;;;;;
683;Vrouwen;55 tot 60 jaar;2000;425;161.0;32.0;130.0;30.5;;;;;;;;;
684;Vrouwen;55 tot 60 jaar;2001;451;174.0;34.0;140.0;31.0;;;;;;;;;
685;Vrouwen;55 tot 60 jaar;2002;491;208.0;41.0;167.0;34.0;;;;;;;;;
686;Vrouwen;55 tot 60 jaar;2003;521;220.0;44.0;176.0;33.7;;;;;;;;;
687;Vrouwen;55 tot 60 jaar;2004;540;244.0;47.0;197.0;36.5;;;;;;;;;
688;Vrouwen;55 tot 60 jaar;2005;556;263.0;50.0;213.0;38.3;;;;;;;;;
689;Vrouwen;55 tot 60 jaar;2006;556;282.0;45.0;237.0;42.7;;;;;;;;;
690;Vrouwen;60 tot 65 jaar;1992;352;21.0;8.0;13.0;3.7;;;;;;;;;
691;Vrouwen;60 tot 65 jaar;1993;356;28.0;14.0;14.0;4.0;;;;;;;;;
692;Vrouwen;60 tot 65 jaar;1994;353;24.0;8.0;16.0;4.6;;;;;;;;;
693;Vrouwen;60 tot 65 jaar;1995;353;28.0;10.0;18.0;5.1;;;;;;;;;
694;Vrouwen;60 tot 65 jaar;1996;351;28.0;10.0;18.0;5.1;;;;;;;;;
695;Vrouwen;60 tot 65 jaar;1997;351;28.0;12.0;17.0;4.7;;;;;;;;;
696;Vrouwen;60 tot 65 jaar;1998;350;29.0;9.0;20.0;5.6;;;;;;;;;
697;Vrouwen;60 tot 65 jaar;1999;359;34.0;12.0;21.0;6.0;;;;;;;;;
698;Vrouwen;60 tot 65 jaar;2000;367;41.0;14.0;27.0;7.3;;;;;;;;;
699;Vrouwen;60 tot 65 jaar;2001;374;47.0;18.0;29.0;7.7;;;;;;;;;
700;Vrouwen;60 tot 65 jaar;2002;380;50.0;22.0;28.0;7.4;;;;;;;;;
701;Vrouwen;60 tot 65 jaar;2003;390;57.0;17.0;40.0;10.2;;;;;;;;;
702;Vrouwen;60 tot 65 jaar;2004;402;65.0;22.0;43.0;10.7;;;;;;;;;
703;Vrouwen;60 tot 65 jaar;2005;411;71.0;24.0;47.0;11.5;;;;;;;;;
704;Vrouwen;60 tot 65 jaar;2006;436;86.0;30.0;56.0;12.8;;;;;;;;;
705;Vrouwen;65 tot 70 jaar;1992;330;7.0;4.0;3.0;1.0;;;;;;;;;
706;Vrouwen;65 tot 70 jaar;1993;325;7.0;4.0;3.0;1.0;;;;;;;;;
707;Vrouwen;65 tot 70 jaar;1994;328;7.0;4.0;3.0;1.0;;;;;;;;;
708;Vrouwen;65 tot 70 jaar;1995;336;7.0;4.0;3.0;0.9;;;;;;;;;
709;Vrouwen;65 tot 70 jaar;1996;335;8.0;4.0;3.0;1.0;;;;;;;;;
710;Vrouwen;65 tot 70 jaar;1997;334;9.0;5.0;4.0;1.2;;;;;;;;;
711;Vrouwen;65 tot 70 jaar;1998;341;8.0;4.0;4.0;1.1;;;;;;;;;
712;Vrouwen;65 tot 70 jaar;1999;337;9.0;6.0;3.0;0.9;;;;;;;;;
713;Vrouwen;65 tot 70 jaar;2000;323;9.0;6.0;3.0;1.0;;;;;;;;;
714;Vrouwen;65 tot 70 jaar;2001;330;10.0;5.0;6.0;1.7;;;;;;;;;
715;Vrouwen;65 tot 70 jaar;2002;335;13.0;7.0;6.0;1.7;;;;;;;;;
716;Vrouwen;65 tot 70 jaar;2003;336;16.0;8.0;7.0;2.2;;;;;;;;;
717;Vrouwen;65 tot 70 jaar;2004;355;15.0;5.0;9.0;2.7;;;;;;;;;
718;Vrouwen;65 tot 70 jaar;2005;343;17.0;12.0;6.0;1.7;;;;;;;;;
719;Vrouwen;65 tot 70 jaar;2006;373;18.0;12.0;6.0;1.6;;;;;;;;;
720;Vrouwen;70 tot 75 jaar;1992;283;4.0;2.0;2.0;0.7;;;;;;;;;
721;Vrouwen;70 tot 75 jaar;1993;300;3.0;2.0;2.0;0.5;;;;;;;;;
722;Vrouwen;70 tot 75 jaar;1994;307;4.0;2.0;2.0;0.6;;;;;;;;;
723;Vrouwen;70 tot 75 jaar;1995;306;2.0;;;;;;;;;;;;
724;Vrouwen;70 tot 75 jaar;1996;302;2.0;;;;;;;;;;;;
725;Vrouwen;70 tot 75 jaar;1997;304;3.0;3.0;;;;;;;;;;;
726;Vrouwen;70 tot 75 jaar;1998;299;4.0;2.0;;;;;;;;;;;
727;Vrouwen;70 tot 75 jaar;1999;299;4.0;3.0;;;;;;;;;;;
728;Vrouwen;70 tot 75 jaar;2000;314;6.0;4.0;2.0;0.7;;;;;;;;;
729;Vrouwen;70 tot 75 jaar;2001;309;4.0;2.0;2.0;0.5;;;;;;;;;
730;Vrouwen;70 tot 75 jaar;2002;306;5.0;3.0;3.0;0.9;;;;;;;;;
731;Vrouwen;70 tot 75 jaar;2003;309;6.0;3.0;3.0;1.0;;;;;;;;;
732;Vrouwen;70 tot 75 jaar;2004;296;5.0;2.0;2.0;0.8;;;;;;;;;
733;Vrouwen;70 tot 75 jaar;2005;313;4.0;3.0;2.0;0.5;;;;;;;;;
734;Vrouwen;70 tot 75 jaar;2006;289;4.0;2.0;2.0;0.8;;;;;;;;;
735;Vrouwen;75 jaar of ouder;1992;430;2.0;;;;;;;;;;;;
736;Vrouwen;75 jaar of ouder;1993;442;3.0;;2.0;0.4;;;;;;;;;
737;Vrouwen;75 jaar of ouder;1994;444;2.0;;;;;;;;;;;;
738;Vrouwen;75 jaar of ouder;1995;452;;;;;;;;;;;;;
739;Vrouwen;75 jaar of ouder;1996;480;2.0;;;;;;;;;;;;
740;Vrouwen;75 jaar of ouder;1997;490;;;;;;;;;;;;;
741;Vrouwen;75 jaar of ouder;1998;504;2.0;;;;;;;;;;;;
742;Vrouwen;75 jaar of ouder;1999;519;;;;;;;;;;;;;
743;Vrouwen;75 jaar of ouder;2000;530;2.0;;;;;;;;;;;;
744;Vrouwen;75 jaar of ouder;2001;540;2.0;;2.0;0.3;;;;;;;;;
745;Vrouwen;75 jaar of ouder;2002;548;4.0;2.0;2.0;0.3;;;;;;;;;
746;Vrouwen;75 jaar of ouder;2003;555;3.0;2.0;;;;;;;;;;;
747;Vrouwen;75 jaar of ouder;2004;564;3.0;2.0;;;;;;;;;;;
748;Vrouwen;75 jaar of ouder;2005;572;2.0;2.0;;;;;;;;;;;
749;Vrouwen;75 jaar of ouder;2006;579;3.0;2.0;;;;;;;;;;;
750;Vrouwen;15 tot 25 jaar;1992;1085;611.0;161.0;449.0;41.4;443.0;6.0;163.0;243.0;43.0;;32.0;113.0;304.0
751;Vrouwen;15 tot 25 jaar;1993;1055;581.0;166.0;415.0;39.4;409.0;6.0;141.0;234.0;40.0;;24.0;106.0;285.0
752;Vrouwen;15 tot 25 jaar;1994;1031;567.0;170.0;396.0;38.4;390.0;6.0;130.0;227.0;39.0;;33.0;113.0;251.0
753;Vrouwen;15 tot 25 jaar;1995;990;543.0;175.0;368.0;37.2;362.0;6.0;118.0;209.0;41.0;;36.0;113.0;219.0
754;Vrouwen;15 tot 25 jaar;1996;959;545.0;183.0;362.0;37.8;354.0;8.0;116.0;210.0;36.0;;38.0;112.0;213.0
755;Vrouwen;15 tot 25 jaar;1997;945;560.0;183.0;377.0;39.9;369.0;7.0;117.0;213.0;46.0;;47.0;119.0;211.0
756;Vrouwen;15 tot 25 jaar;1998;931;571.0;205.0;366.0;39.3;362.0;5.0;110.0;203.0;52.0;;56.0;118.0;191.0
757;Vrouwen;15 tot 25 jaar;1999;920;596.0;209.0;387.0;42.1;381.0;6.0;127.0;204.0;57.0;;61.0;120.0;207.0
758;Vrouwen;15 tot 25 jaar;2000;921;600.0;218.0;382.0;41.4;376.0;6.0;124.0;211.0;46.0;;58.0;122.0;202.0
759;Vrouwen;15 tot 25 jaar;2001;929;614.0;214.0;400.0;43.1;393.0;7.0;130.0;216.0;53.0;;68.0;131.0;201.0
760;Vrouwen;15 tot 25 jaar;2002;938;620.0;223.0;398.0;42.4;391.0;7.0;134.0;213.0;49.0;;70.0;140.0;188.0
