ID;SectorBranchesSIC2008;Periods;ConsolidatedProduction_1;ContributionOfLabour_2;ContributionOfHoursWorked_3;ContributionOfLabourComposition_4;ContributionOfCapital_5;ContributionOfICTCapital_6;ContributionOfNonICTCapital_7;ContributionOfIntermediateConsumption_8;ContributionOfEnergy_9;ContributionOfMaterials_10;ContributionOfServices_11;ContributionOfMfp_12;ValueAdded_13;ContributionOfLabour_14;ContributionOfHoursWorked_15;ContributionOfLabourComposition_16;ContributionOfCapital_17;ContributionOfICTCapital_18;ContributionOfNonICTCapital_19;ContributionOfMfp_20;LabourProductivityChange_21;LabourProductivity2015100_22;LabourProductivityChange_23;LabourProductivity2015100_24;CapitalProductivityChange_25;CapitalProductivity2015100_26;CapitalProductivityChange_27;CapitalProductivity2015100_28;ConsolidatedProductionInMlnEuros_29;ConsolidatedProduction2015100_30;Total_31;ConsumptionOfEnergy_32;ConsumptionOfMaterials_33;ConsumptionOfServices_34;Total_35;ConsumptionOfEnergy_36;ConsumptionOfMaterials_37;ConsumptionOfServices_38;ValueAddedMlnEuros_39;ValueAdded2015100_40;HoursWorked_41;CompensationOfLabourMlnEuros_42;CompensationOfLabour2015100_43;CapitalServicesMlnEuros_44;CapitalServicesHoursWorkedEuros_45;ICTCapitalServicesMlnEuros_46;NonICTCaptalServicesMlnEuros_47;CapitalServicesNeoclassMlnEuros_48;CapitalServices2015100_49;CapitalServicesHoursWorked2015100_50;ICTCapitalServices2015100_51;NonICTCaptalServices2015100_52;CapitalServicesNeoclassical2015100_53;TotalInputKLEMS_54;TotalInputCapitalAndLabour_55;TotalInputKLEMS_56;TotalInputCapitalAndLabour_57
920;72 Research and development;2019;-0.4;1.5;1.9;-0.4;-0.3;0.6;-0.9;-2.0;0.0;1.7;-3.7;0.5;4.1;3.3;4.2;-0.8;-0.7;1.3;-2.0;1.5;-3.8;100.6;0.5;100.6;-4.2;101.8;0.1;101.8;5047.0;115.0;2770.0;46.0;767.0;1957.0;115.0;95.5;195.5;98.9;2277.0;115.0;65.0;2833.0;113.7;-470.0;-7.2;295.0;-765.0;;113.0;98.8;145.0;123.9;;5133.0;2363.0;114.5;114.0
921;72 Research and development;2020;6.4;4.0;4.2;-0.2;-0.3;0.5;-0.8;4.7;0.1;3.9;0.8;-2.0;3.6;8.7;9.1;-0.4;-0.6;1.1;-1.6;-4.5;-1.1;99.5;-3.7;96.9;3.4;105.3;0.7;102.5;5476.0;122.4;2986.0;48.0;907.0;2031.0;125.1;103.8;245.9;101.0;2490.0;119.2;70.0;3015.0;122.0;-484.0;-6.9;316.0;-801.0;;116.3;94.5;157.2;130.2;;5516.0;2530.0;124.2;123.2
922;72 Research and development;2021;12.2;2.7;2.7;0.0;-0.3;0.4;-0.7;5.5;0.3;-1.1;6.3;4.3;14.6;5.9;5.9;0.0;-0.6;0.8;-1.5;9.4;7.0;106.4;9.3;105.8;8.6;114.3;10.9;113.7;6359.0;137.4;3568.0;81.0;1035.0;2452.0;137.9;136.3;230.2;118.3;2791.0;136.6;74.0;3291.0;128.0;-402.0;-5.5;363.0;-765.0;;120.2;93.1;167.7;136.2;;6456.0;2889.0;134.0;129.7
923;72 Research and development;2022;7.7;2.7;2.6;0.1;-0.3;0.3;-0.6;3.9;0.1;0.4;3.4;1.3;8.4;6.1;5.9;0.2;-0.6;0.7;-1.4;2.9;2.4;109.0;3.1;109.1;3.1;117.9;3.9;118.1;7050.0;147.9;4255.0;127.0;1363.0;2765.0;147.7;146.4;236.7;128.8;2795.0;148.1;77.0;3629.0;134.9;-338.0;-4.4;414.0;-752.0;;125.4;92.4;177.6;143.2;;7546.0;3291.0;142.6;136.8
924;73-75 Advertising, design and other;1995;;;;;;;;;;;;;;;;;;;;;;;;108.9;;;;140.2;;;;;;;;;;;2997.0;71.7;153.0;2202.0;55.7;443.0;2.9;126.0;317.0;;51.2;77.7;14.2;112.2;;;2645.0;;54.9
925;73-75 Advertising, design and other;1996;;;;;;;;;;;;;7.2;9.3;2.8;6.3;0.5;0.4;0.1;-2.6;;;3.7;113.0;;;4.1;145.8;;;;;;;;;;;3260.0;76.9;159.0;2394.0;61.9;419.0;2.6;117.0;303.0;;52.7;77.5;15.4;113.3;;;2814.0;;60.3
926;73-75 Advertising, design and other;1997;;;;;;;;;;;;;-1.4;-0.4;1.6;-2.0;0.8;0.6;0.3;-1.9;;;-3.2;109.3;;;-6.7;136.1;;;;;;;;;;;3335.0;75.8;162.0;2562.0;61.6;444.0;2.7;129.0;314.0;;55.7;80.3;17.5;116.1;;;3006.0;;60.5
927;73-75 Advertising, design and other;1998;;;;;;;;;;;;;3.5;7.1;3.6;3.3;1.5;1.0;0.5;-5.0;;;-0.7;108.6;;;-5.9;128.1;;;;;;;;;;;3598.0;78.5;169.0;2792.0;66.7;455.0;2.7;148.0;307.0;;61.3;84.8;21.6;121.2;;;3247.0;;65.7
928;73-75 Advertising, design and other;1999;;;;;;;;;;;;;5.1;0.8;1.5;-0.7;1.5;1.2;0.3;2.8;;;3.3;112.2;;;-5.3;121.2;;;;;;;;;;;3807.0;82.5;171.0;3022.0;67.3;471.0;2.7;160.0;310.0;;68.1;92.5;27.3;125.6;;;3493.0;;67.2
929;73-75 Advertising, design and other;2000;;;;;;;;;;;;;5.9;2.6;1.8;0.8;1.2;1.0;0.2;2.2;;;3.8;116.4;;;-2.4;118.3;;;;;;;;;;;4110.0;87.4;175.0;3406.0;69.3;494.0;2.8;184.0;311.0;;73.9;98.4;33.2;127.8;;;3901.0;;69.8
930;73-75 Advertising, design and other;2001;;;;;;;;;;;;;1.6;1.3;-0.8;2.2;0.8;0.7;0.1;-0.5;;;2.5;119.4;;;-4.6;112.9;;;;;;;;;;;4420.0;88.8;173.0;3547.0;70.4;543.0;3.1;203.0;340.0;;78.6;105.7;38.0;130.2;;;4090.0;;71.3
931;73-75 Advertising, design and other;2002;;;;;;;;;;;;;0.5;0.2;-0.4;0.6;0.6;0.4;0.2;-0.3;;;0.9;120.5;;;-3.7;108.7;;;;;;;;;;;4572.0;89.2;173.0;3702.0;70.6;600.0;3.5;208.0;392.0;;82.1;110.8;41.2;132.7;;;4302.0;;71.9
932;73-75 Advertising, design and other;2003;;;;;;;;;;;;;-7.9;-2.4;-2.8;0.5;0.3;0.2;0.1;-5.9;;;-4.8;114.6;;;-9.8;98.0;;;;;;;;;;;4327.0;82.2;167.0;3638.0;68.6;592.0;3.5;199.0;393.0;;83.8;116.9;43.1;133.7;;;4230.0;;70.4
933;73-75 Advertising, design and other;2004;;;;;;;;;;;;;5.1;7.1;5.7;1.4;0.1;0.1;0.0;-2.1;;;-1.4;113.1;;;4.3;102.3;;;;;;;;;;;4704.0;86.4;178.0;3814.0;74.3;590.0;3.3;197.0;393.0;;84.4;110.5;44.2;133.3;;;4404.0;;75.5
934;73-75 Advertising, design and other;2005;;;;;;;;;;;;;4.3;-0.6;-1.0;0.5;0.2;0.2;-0.1;4.6;;;5.5;119.3;;;2.9;105.2;;;;;;;;;;;4901.0;90.0;176.0;3909.0;73.8;573.0;3.3;200.0;373.0;;85.6;113.4;46.7;132.3;;;4481.0;;75.2
935;73-75 Advertising, design and other;2006;;;;;;;;;;;;;2.2;8.8;3.6;5.0;0.4;0.4;-0.1;-7.0;;;-1.9;117.1;;;-0.6;104.6;;;;;;;;;;;5133.0;92.0;183.0;4036.0;81.3;617.0;3.4;208.0;408.0;;88.0;112.0;51.1;131.5;;;4653.0;;82.1
936;73-75 Advertising, design and other;2007;;;;;;;;;;;;;5.8;5.3;6.1;-0.7;0.7;0.6;0.1;-0.2;;;-1.1;115.7;;;0.8;105.4;;;;;;;;;;;5562.0;97.3;196.0;4272.0;86.3;639.0;3.3;234.0;404.0;;92.4;109.8;57.7;132.6;;;4910.0;;87.0
937;73-75 Advertising, design and other;2008;;;;;;;;;;;;;5.4;2.0;2.4;-0.4;0.8;0.7;0.2;2.6;;;2.6;118.7;;;-1.0;104.3;;;;;;;;;;;6015.0;102.6;201.0;4607.0;88.2;671.0;3.3;262.0;409.0;;98.4;113.8;65.8;135.5;;;5278.0;;89.4
938;73-75 Advertising, design and other;2009;;;;;;;;;;;;;-6.8;0.1;0.1;0.0;0.5;0.5;0.0;-7.4;;;-6.8;110.6;;;-10.4;93.5;;;;;;;;;;;5710.0;95.7;202.0;4562.0;88.3;703.0;3.5;276.0;427.0;;102.4;118.3;72.6;135.5;;;5265.0;;90.0
939;73-75 Advertising, design and other;2010;;;;;;;;;;;;;4.5;4.9;4.2;0.6;0.0;0.4;-0.4;-0.4;;;-0.4;110.2;;;4.5;97.7;;;;;;;;;;;6011.0;100.0;211.0;4765.0;93.3;718.0;3.4;295.0;423.0;;102.3;112.8;78.0;128.9;;;5483.0;;94.4
940;73-75 Advertising, design and other;2011;;;;;;;;;;;;;4.2;1.0;1.5;-0.5;0.1;0.4;-0.3;3.0;;;2.3;112.8;;;3.5;101.1;;;;;;;;;;;6153.0;104.1;215.0;4862.0;94.4;735.0;3.4;315.0;419.0;;103.0;111.6;83.9;123.6;;;5597.0;;95.4
941;73-75 Advertising, design and other;2012;;;;;;;;;;;;;1.6;1.5;1.9;-0.4;0.1;0.4;-0.3;0.0;;;-0.6;112.1;;;1.0;102.1;;;;;;;;;;;6132.0;105.7;220.0;4963.0;96.0;690.0;3.1;316.0;375.0;;103.6;109.9;89.8;118.3;;;5654.0;;96.9
942;73-75 Advertising, design and other;2013;;;;;;;;;;;;;-0.6;-1.2;-1.7;0.5;-0.1;0.3;-0.4;0.7;;;1.4;113.7;;;0.2;102.3;;;;;;;;;;;6003.0;105.1;215.0;4865.0;94.7;681.0;3.2;326.0;355.0;;102.8;111.2;94.6;111.2;;;5546.0;;95.6
943;73-75 Advertising, design and other;2014;;;;;;;;;;;;;-3.3;1.0;2.0;-1.0;-0.2;0.2;-0.3;-4.1;;;-5.4;107.5;;;-2.0;100.2;;;;;;;;;;;5933.0;101.7;220.0;5012.0;95.8;701.0;3.2;333.0;368.0;;101.5;107.3;97.6;105.2;;;5713.0;;96.4
944;73-75 Advertising, design and other;2015;;;;;;;;;;;;;-1.6;3.9;5.1;-1.1;-0.2;0.1;-0.3;-5.3;;100.0;-7.0;100.0;;100.0;-0.2;100.0;12881.0;100.0;6882.0;107.0;418.0;6357.0;100.0;100.0;100.0;100.0;5999.0;100.0;233.0;5264.0;100.0;692.0;3.0;344.0;348.0;;100.0;100.0;100.0;100.0;;12838.0;5956.0;100.0;100.0
945;73-75 Advertising, design and other;2016;8.1;1.3;0.7;0.7;0.0;0.1;-0.1;4.0;0.1;0.1;3.8;2.8;8.9;2.9;1.4;1.4;-0.1;0.2;-0.3;6.1;6.4;106.4;7.2;107.2;8.9;108.9;9.8;109.8;14025.0;108.1;7409.0;101.0;425.0;6883.0;107.4;107.5;101.9;107.7;6616.0;108.9;237.0;5507.0;103.3;662.0;2.8;353.0;309.0;;99.2;97.6;103.0;95.5;;13578.0;6169.0;105.3;102.8
946;73-75 Advertising, design and other;2017;-0.4;0.9;1.0;-0.1;0.0;0.1;-0.1;-0.6;-0.1;0.1;-0.7;-0.7;0.4;1.9;2.3;-0.3;0.0;0.1;-0.1;-1.5;-2.9;103.3;-2.1;105.0;-0.4;108.5;0.5;110.3;14197.0;107.6;7360.0;98.0;432.0;6830.0;106.1;97.9;106.2;106.3;6837.0;109.4;243.0;5747.0;105.5;656.0;2.7;357.0;299.0;;99.2;95.2;105.5;92.7;;13762.0;6403.0;105.5;104.8
947;73-75 Advertising, design and other;2018;1.9;1.2;1.1;0.2;0.0;0.0;0.0;0.9;0.0;0.1;0.8;-0.3;2.1;2.6;2.3;0.4;0.1;0.1;0.0;-0.6;-0.6;102.7;-0.4;104.5;1.1;109.7;1.3;111.7;14637.0;109.7;7604.0;108.0;436.0;7060.0;108.0;100.9;109.7;108.0;7033.0;111.7;249.0;6181.0;108.6;673.0;2.7;360.0;313.0;;100.0;93.6;106.8;93.0;;14458.0;6855.0;107.9;107.6
948;73-75 Advertising, design and other;2019;4.9;1.7;1.5;0.2;0.0;0.0;0.0;2.4;0.0;0.2;2.2;0.8;5.3;3.6;3.1;0.5;0.1;0.1;0.0;1.6;1.4;104.2;1.8;106.4;4.0;114.2;4.4;116.6;15514.0;115.1;8102.0;115.0;471.0;7516.0;112.9;105.6;116.7;112.8;7412.0;117.5;257.0;6522.0;113.0;685.0;2.7;382.0;303.0;;100.8;91.2;108.3;93.2;;15309.0;7207.0;112.3;111.6
949;73-75 Advertising, design and other;2020;-4.3;-2.0;-2.2;0.3;0.0;0.0;0.0;-5.3;0.0;-0.1;-5.1;2.9;1.8;-4.2;-4.7;0.6;0.0;0.0;0.0;6.0;1.0;105.1;7.4;114.3;-4.3;109.3;1.8;118.7;14599.0;110.1;7380.0;108.0;455.0;6817.0;101.7;106.5;111.3;101.0;7219.0;119.6;244.0;6189.0;107.7;410.0;1.7;380.0;31.0;;100.8;96.2;109.0;92.3;;13979.0;6599.0;104.2;106.9
950;73-75 Advertising, design and other;2021;10.4;1.7;1.1;0.7;0.0;0.0;0.0;5.1;0.0;0.3;4.8;3.5;11.1;3.7;2.3;1.4;0.1;0.1;0.0;7.4;7.8;113.4;8.5;124.0;9.5;119.6;10.2;130.8;16430.0;121.6;8289.0;147.0;510.0;7632.0;111.6;110.4;121.5;111.0;8141.0;132.9;250.0;7081.0;111.9;525.0;2.1;407.0;118.0;;101.6;94.8;110.2;91.0;;15895.0;7606.0;111.4;110.9
951;73-75 Advertising, design and other;2022;10.9;2.7;2.5;0.2;0.1;0.1;0.0;6.0;0.1;0.4;5.5;2.1;10.3;5.7;5.3;0.4;0.2;0.2;0.0;4.5;4.9;118.9;4.4;129.4;7.5;128.6;7.0;139.9;18834.0;134.8;9735.0;250.0;627.0;8858.0;124.3;121.7;135.1;123.7;9099.0;146.7;264.0;8200.0;118.7;802.0;3.0;450.0;352.0;;104.8;92.5;113.7;93.5;;18737.0;9003.0;121.1;117.4
952;N Renting and other business support;1995;;;;;;;;;;;;;;;;;;;;;;;;84.9;;;;184.3;;;;;;;;;;;12197.0;51.7;817.0;9438.0;49.3;2726.0;3.3;326.0;2401.0;;28.0;46.0;14.2;30.9;;;12164.0;;43.8
953;N Renting and other business support;1996;;;;;;;;;;;;;14.8;12.5;9.8;2.3;1.2;0.0;1.2;1.1;;;1.9;86.4;;;9.1;201.1;;;;;;;;;;;14343.0;59.3;921.0;10878.0;57.2;2749.0;3.0;297.0;2452.0;;29.5;43.0;14.2;32.7;;;13627.0;;49.8
954;N Renting and other business support;1997;;;;;;;;;;;;;6.7;7.1;5.2;1.8;1.5;0.1;1.4;-1.9;;;0.2;86.6;;;-0.8;199.4;;;;;;;;;;;15780.0;63.3;980.0;12370.0;62.3;2878.0;2.9;313.0;2566.0;;31.7;43.4;15.1;35.2;;;15248.0;;54.1
955;N Renting and other business support;1998;;;;;;;;;;;;;11.7;9.3;3.9;5.2;1.8;0.3;1.5;0.6;;;6.6;92.3;;;2.2;203.8;;;;;;;;;;;18219.0;70.7;1027.0;14090.0;69.5;3087.0;3.0;339.0;2748.0;;34.7;45.3;17.3;38.3;;;17177.0;;60.0
956;N Renting and other business support;1999;;;;;;;;;;;;;7.3;3.1;3.6;-0.5;1.9;0.4;1.6;2.2;;;2.7;94.9;;;-3.2;197.3;;;;;;;;;;;19952.0;75.9;1073.0;15420.0;72.1;3242.0;3.0;358.0;2884.0;;38.5;48.1;20.4;42.1;;;18662.0;;63.1
957;N Renting and other business support;2000;;;;;;;;;;;;;3.1;0.3;-0.3;0.6;1.8;0.3;1.5;1.0;;;3.5;98.1;;;-6.7;184.1;;;;;;;;;;;21580.0;78.2;1068.0;16687.0;72.4;3600.0;3.4;400.0;3200.0;;42.5;53.3;23.8;46.2;;;20286.0;;64.4
958;N Renting and other business support;2001;;;;;;;;;;;;;4.3;-0.1;-1.7;1.6;1.8;0.3;1.5;2.6;;;6.6;104.6;;;-5.4;174.2;;;;;;;;;;;23672.0;81.6;1046.0;17252.0;72.2;4110.0;3.9;452.0;3658.0;;46.8;60.1;27.2;50.7;;;21362.0;;65.5
959;N Renting and other business support;2002;;;;;;;;;;;;;-5.3;-1.3;-2.0;0.7;1.5;0.3;1.2;-5.5;;;-2.9;101.6;;;-12.1;153.1;;;;;;;;;;;23042.0;77.2;1020.0;17069.0;71.0;4537.0;4.4;499.0;4039.0;;50.4;66.4;30.9;54.2;;;21607.0;;65.6
960;N Renting and other business support;2003;;;;;;;;;;;;;-3.2;-1.9;-1.7;-0.1;0.9;0.3;0.7;-2.3;;;-1.1;100.5;;;-7.4;141.7;;;;;;;;;;;22729.0;74.7;997.0;16921.0;69.4;4594.0;4.6;527.0;4067.0;;52.7;70.9;34.5;56.2;;;21515.0;;65.0
961;N Renting and other business support;2004;;;;;;;;;;;;;-0.2;1.5;0.9;0.6;0.9;0.2;0.6;-2.6;;;-1.4;99.1;;;-4.0;136.1;;;;;;;;;;;23150.0;74.6;1009.0;17339.0;70.7;4770.0;4.7;564.0;4205.0;;54.8;72.9;37.7;58.1;;;22108.0;;66.6
962;N Renting and other business support;2005;;;;;;;;;;;;;5.6;4.1;3.5;0.5;1.0;0.2;0.7;0.5;;;1.0;100.2;;;1.1;137.5;;;;;;;;;;;24615.0;78.7;1054.0;18347.0;74.4;4976.0;4.7;602.0;4373.0;;57.3;72.8;41.4;60.2;;;23323.0;;69.9
963;N Renting and other business support;2006;;;;;;;;;;;;;7.9;6.9;6.1;0.8;1.2;0.3;1.0;-0.3;;;0.1;100.2;;;1.9;140.2;;;;;;;;;;;27223.0;84.9;1137.0;20223.0;81.0;5420.0;4.8;653.0;4768.0;;60.6;71.5;45.8;63.4;;;25644.0;;75.6
964;N Renting and other business support;2007;;;;;;;;;;;;;8.8;6.8;6.1;0.7;4.5;1.2;3.4;-2.6;;;1.0;101.2;;;-10.4;125.5;;;;;;;;;;;30759.0;92.4;1225.0;22919.0;88.0;6778.0;5.5;1004.0;5774.0;;73.6;80.6;66.9;74.8;;;29698.0;;84.2
965;N Renting and other business support;2008;;;;;;;;;;;;;7.8;3.6;2.9;0.7;4.0;1.2;2.8;0.2;;;3.9;105.2;;;-8.2;115.2;;;;;;;;;;;33864.0;99.6;1271.0;24581.0;92.1;8315.0;6.5;1393.0;6922.0;;86.5;91.3;90.0;85.7;;;32896.0;;90.6
966;N Renting and other business support;2009;;;;;;;;;;;;;-6.9;-5.6;-6.3;0.8;0.6;0.4;0.2;-1.9;;;1.7;107.0;;;-9.1;104.7;;;;;;;;;;;32769.0;92.8;1164.0;22999.0;85.2;8442.0;7.3;1482.0;6961.0;;88.6;102.1;98.1;86.7;;;31441.0;;86.1
967;N Renting and other business support;2010;;;;;;;;;;;;;-3.9;0.7;0.5;0.3;0.2;-0.3;0.5;-4.9;;;-4.6;102.1;;;-4.7;99.8;;;;;;;;;;;31777.0;89.2;1171.0;23033.0;86.1;8116.0;6.9;1382.0;6733.0;;89.3;102.3;91.3;88.8;;;31149.0;;86.9
968;N Renting and other business support;2011;;;;;;;;;;;;;2.4;2.9;2.7;0.2;-1.0;0.1;-1.0;0.5;;;-1.2;100.9;;;6.4;106.2;;;;;;;;;;;33097.0;91.3;1214.0;24541.0;89.5;7804.0;6.4;1416.0;6389.0;;86.0;95.0;93.0;84.5;;;32345.0;;88.6
969;N Renting and other business support;2012;;;;;;;;;;;;;0.6;-0.6;-1.1;0.5;0.3;0.1;0.1;1.0;;;2.0;103.0;;;-0.5;105.7;;;;;;;;;;;33848.0;91.9;1197.0;24723.0;88.8;7379.0;6.2;1369.0;6010.0;;86.9;97.4;95.9;85.0;;;32101.0;;88.3
970;N Renting and other business support;2013;;;;;;;;;;;;;-0.2;1.0;0.7;0.2;1.5;0.9;0.7;-2.6;;;-1.1;101.9;;;-6.4;98.9;;;;;;;;;;;34592.0;91.7;1208.0;24936.0;89.9;7947.0;6.6;1682.0;6264.0;;92.7;103.0;115.1;88.1;;;32882.0;;90.5
971;N Renting and other business support;2014;;;;;;;;;;;;;3.3;3.2;3.2;0.0;0.2;0.9;-0.7;-0.1;;;-0.9;100.9;;;2.6;101.5;;;;;;;;;;;36266.0;94.7;1259.0;26242.0;93.7;8216.0;6.5;2040.0;6176.0;;93.3;99.4;135.3;84.7;;;34458.0;;93.6
972;N Renting and other business support;2015;;;;;;;;;;;;;5.5;5.1;5.0;0.2;1.7;-1.5;3.2;-1.3;;100.0;-0.9;100.0;;100.0;-1.5;100.0;57503.0;100.0;18866.0;552.0;2025.0;16289.0;100.0;100.0;100.0;100.0;38637.0;100.0;1341.0;28244.0;100.0;8499.0;6.3;1531.0;6968.0;;100.0;100.0;100.0;100.0;;55608.0;36743.0;100.0;100.0
973;N Renting and other business support;2016;5.5;3.2;3.3;-0.1;3.6;1.4;2.2;1.8;0.1;0.0;1.7;-3.2;5.5;4.8;5.0;-0.1;5.5;2.1;3.4;-4.8;-0.9;99.1;-0.9;99.1;-14.8;85.2;-14.8;85.2;61204.0;105.5;19850.0;565.0;2024.0;17261.0;105.4;115.0;100.0;105.7;41354.0;105.5;1428.0;30355.0;106.3;10142.0;7.1;2304.0;7838.0;;123.8;116.3;151.4;117.7;;60347.0;40497.0;108.6;110.3
974;N Renting and other business support;2017;7.2;3.8;3.8;0.0;1.2;0.7;0.6;2.2;0.0;0.2;1.9;0.0;7.5;5.7;5.7;0.0;1.8;1.0;0.9;-0.1;-0.4;98.6;-0.1;99.0;-0.1;85.1;0.2;85.4;66834.0;113.0;21395.0;634.0;2153.0;18608.0;112.3;121.1;106.2;112.7;45439.0;113.4;1537.0;32788.0;114.4;11166.0;7.3;2682.0;8484.0;;132.8;115.9;177.3;122.9;;65349.0;43954.0;116.5;118.7
975;N Renting and other business support;2018;7.4;2.4;2.4;0.0;1.6;0.6;0.9;3.6;0.1;0.2;3.4;-0.2;5.8;3.6;3.6;0.0;2.3;1.0;1.4;-0.2;2.5;101.1;0.9;99.8;-1.6;83.8;-3.1;82.7;73846.0;121.4;24076.0;712.0;2271.0;21093.0;124.6;127.4;111.3;126.1;49770.0;119.9;1611.0;35666.0;120.0;12203.0;7.6;3104.0;9099.0;;144.9;120.7;205.3;131.6;;71945.0;47869.0;125.3;125.7
976;N Renting and other business support;2019;1.9;0.6;0.3;0.3;1.5;0.6;0.9;1.6;0.1;0.3;1.2;-1.8;0.5;0.9;0.5;0.4;2.3;0.9;1.4;-2.7;1.2;102.3;-0.2;99.6;-6.5;78.3;-7.8;76.3;77588.0;123.7;25705.0;779.0;2536.0;22390.0;130.6;140.7;122.4;131.2;51883.0;120.5;1622.0;36985.0;121.4;13899.0;8.6;3679.0;10220.0;;157.9;130.6;233.9;141.1;;76590.0;50885.0;130.0;129.7
977;N Renting and other business support;2020;-17.3;-4.8;-4.9;0.2;1.2;0.5;0.6;-3.8;-0.1;0.1;-3.9;-9.9;-20.3;-7.2;-7.4;0.3;1.8;0.8;1.0;-14.9;-8.0;94.1;-11.3;88.4;-22.4;60.8;-25.1;57.1;66194.0;102.3;22822.0;672.0;2638.0;19512.0;115.7;131.7;127.8;113.7;43372.0;96.1;1457.0;33433.0;109.5;13909.0;9.5;4094.0;9815.0;;168.2;154.8;259.5;148.0;;70164.0;47342.0;120.4;122.8
978;N Renting and other business support;2021;15.1;2.2;2.4;-0.1;0.8;0.5;0.3;6.9;0.1;0.1;6.7;5.2;11.9;3.3;3.5;-0.2;1.1;0.7;0.4;7.4;9.6;103.2;6.5;94.2;10.8;67.4;7.7;61.5;77893.0;117.7;28683.0;913.0;2925.0;24845.0;140.2;139.5;132.4;141.1;49210.0;107.5;1530.0;36227.0;114.6;15386.0;10.1;4665.0;10721.0;;174.6;153.1;280.8;151.0;;80296.0;51613.0;132.3;128.2
979;N Renting and other business support;2022;12.3;2.3;1.9;0.3;0.4;0.3;0.1;5.4;0.1;0.2;5.2;4.2;10.6;3.5;3.0;0.5;0.6;0.5;0.1;6.5;7.7;111.1;6.0;99.9;10.0;74.1;8.3;66.7;92649.0;132.2;35079.0;1450.0;3435.0;30194.0;161.5;148.5;138.2;164.8;57570.0;118.9;1596.0;41051.0;120.4;18248.0;11.4;5264.0;12984.0;;178.3;149.9;297.4;151.7;;94378.0;59299.0;143.0;133.5
980;O Public administration and services;1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
981;O Public administration and services;1996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
982;O Public administration and services;1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
983;O Public administration and services;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
984;O Public administration and services;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
985;O Public administration and services;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
986;O Public administration and services;2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
987;O Public administration and services;2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
988;O Public administration and services;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
989;O Public administration and services;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
990;O Public administration and services;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
991;O Public administration and services;2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
992;O Public administration and services;2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
993;O Public administration and services;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
994;O Public administration and services;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
995;O Public administration and services;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
996;O Public administration and services;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
997;O Public administration and services;2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
998;O Public administration and services;2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
999;O Public administration and services;2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1000;O Public administration and services;2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1001;O Public administration and services;2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1002;O Public administration and services;2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1003;O Public administration and services;2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1004;O Public administration and services;2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
