ID;SectorBranchesSIC2008;Periods;ConsolidatedProduction_1;ContributionOfLabour_2;ContributionOfHoursWorked_3;ContributionOfLabourComposition_4;ContributionOfCapital_5;ContributionOfICTCapital_6;ContributionOfNonICTCapital_7;ContributionOfIntermediateConsumption_8;ContributionOfEnergy_9;ContributionOfMaterials_10;ContributionOfServices_11;ContributionOfMfp_12;ValueAdded_13;ContributionOfLabour_14;ContributionOfHoursWorked_15;ContributionOfLabourComposition_16;ContributionOfCapital_17;ContributionOfICTCapital_18;ContributionOfNonICTCapital_19;ContributionOfMfp_20;LabourProductivityChange_21;LabourProductivity2015100_22;LabourProductivityChange_23;LabourProductivity2015100_24;CapitalProductivityChange_25;CapitalProductivity2015100_26;CapitalProductivityChange_27;CapitalProductivity2015100_28;ConsolidatedProductionInMlnEuros_29;ConsolidatedProduction2015100_30;Total_31;ConsumptionOfEnergy_32;ConsumptionOfMaterials_33;ConsumptionOfServices_34;Total_35;ConsumptionOfEnergy_36;ConsumptionOfMaterials_37;ConsumptionOfServices_38;ValueAddedMlnEuros_39;ValueAdded2015100_40;HoursWorked_41;CompensationOfLabourMlnEuros_42;CompensationOfLabour2015100_43;CapitalServicesMlnEuros_44;CapitalServicesHoursWorkedEuros_45;ICTCapitalServicesMlnEuros_46;NonICTCaptalServicesMlnEuros_47;CapitalServicesNeoclassMlnEuros_48;CapitalServices2015100_49;CapitalServicesHoursWorked2015100_50;ICTCapitalServices2015100_51;NonICTCaptalServices2015100_52;CapitalServicesNeoclassical2015100_53;TotalInputKLEMS_54;TotalInputCapitalAndLabour_55;TotalInputKLEMS_56;TotalInputCapitalAndLabour_57
202;19 Manufacture of coke and petroleum;2001;;;;;;;;;;;;;14.4;0.3;0.1;0.2;-3.8;-1.2;-2.5;17.8;;;14.1;56.6;;;21.1;53.1;;;;;;;;;;;1428.0;58.6;9.0;405.0;101.2;808.0;89.4;57.0;752.0;;110.3;106.5;124.1;109.2;;;1213.0;;109.9
203;19 Manufacture of coke and petroleum;2002;;;;;;;;;;;;;-8.1;1.1;0.9;0.1;-1.6;-0.8;-0.8;-7.6;;;-10.6;50.6;;;-5.8;50.0;;;;;;;;;;;1019.0;53.8;9.0;432.0;104.4;868.0;93.4;46.0;822.0;;107.7;101.1;102.0;107.8;;;1301.0;;109.3
204;19 Manufacture of coke and petroleum;2003;;;;;;;;;;;;;-0.4;0.4;0.5;-0.1;-1.9;-0.5;-1.4;1.1;;;-1.9;49.6;;;2.5;51.2;;;;;;;;;;;1238.0;53.6;9.0;460.0;105.7;873.0;92.5;37.0;836.0;;104.6;96.8;86.6;105.5;;;1333.0;;107.7
205;19 Manufacture of coke and petroleum;2004;;;;;;;;;;;;;0.6;0.7;0.3;0.4;-1.1;-0.3;-0.8;1.1;;;-0.2;49.5;;;2.4;52.5;;;;;;;;;;;1548.0;54.0;10.0;475.0;107.8;861.0;90.4;32.0;829.0;;102.8;94.3;76.5;104.1;;;1336.0;;107.2
206;19 Manufacture of coke and petroleum;2005;;;;;;;;;;;;;-1.6;-0.9;-1.0;0.2;-1.7;0.0;-1.7;1.0;;;1.3;50.1;;;1.1;53.1;;;;;;;;;;;2165.0;53.1;9.0;478.0;105.2;823.0;88.9;31.0;792.0;;100.0;94.4;75.2;101.3;;;1301.0;;104.4
207;19 Manufacture of coke and petroleum;2006;;;;;;;;;;;;;-3.4;-0.6;-0.8;0.2;-1.0;0.1;-1.0;-1.8;;;-1.2;49.5;;;-1.9;52.1;;;;;;;;;;;1838.0;51.3;9.0;475.0;103.5;861.0;95.1;31.0;829.0;;98.5;95.1;77.0;99.5;;;1335.0;;102.8
208;19 Manufacture of coke and petroleum;2007;;;;;;;;;;;;;2.0;0.5;0.6;-0.1;-0.2;0.0;-0.2;1.7;;;0.4;49.7;;;2.3;53.3;;;;;;;;;;;1913.0;52.3;9.0;496.0;104.8;832.0;90.5;33.0;800.0;;98.2;93.3;78.5;99.2;;;1328.0;;103.1
209;19 Manufacture of coke and petroleum;2008;;;;;;;;;;;;;-0.5;2.2;2.2;-0.1;0.1;0.0;0.0;-2.7;;;-6.0;46.7;;;-0.6;53.0;;;;;;;;;;;2301.0;52.1;10.0;1040.0;110.9;886.0;90.9;34.0;851.0;;98.3;88.2;79.6;99.2;;;1925.0;;105.4
210;19 Manufacture of coke and petroleum;2009;;;;;;;;;;;;;4.5;-2.3;-2.0;-0.3;-2.3;0.1;-2.4;9.2;;;8.6;50.7;;;10.1;58.3;;;;;;;;;;;1387.0;54.4;9.0;2325.0;106.2;894.0;95.4;35.0;859.0;;93.3;87.0;84.5;93.7;;;3219.0;;100.5
211;19 Manufacture of coke and petroleum;2010;;;;;;;;;;;;;4.5;-2.2;-2.2;0.0;0.9;0.1;0.9;5.8;;;7.8;54.7;;;1.1;59.0;;;;;;;;;;;624.0;56.9;9.0;551.0;102.9;873.0;96.1;36.0;837.0;;96.5;92.7;90.4;96.8;;;1424.0;;99.2
212;19 Manufacture of coke and petroleum;2011;;;;;;;;;;;;;47.6;-1.5;-1.7;0.1;0.1;0.2;-0.1;49.1;;;54.3;84.4;;;47.4;86.9;;;;;;;;;;;835.0;84.0;9.0;684.0;98.8;929.0;106.9;39.0;890.0;;96.6;97.1;95.9;96.7;;;1612.0;;97.8
213;19 Manufacture of coke and petroleum;2012;;;;;;;;;;;;;-5.5;0.2;0.1;0.1;-0.9;0.1;-1.0;-4.8;;;-5.7;79.6;;;-4.1;83.4;;;;;;;;;;;930.0;79.4;9.0;585.0;99.2;856.0;98.3;37.0;818.0;;95.2;95.5;100.6;94.9;;;1440.0;;97.1
214;19 Manufacture of coke and petroleum;2013;;;;;;;;;;;;;4.9;-0.7;-1.0;0.3;0.9;0.0;0.8;4.7;;;7.6;85.6;;;3.5;86.3;;;;;;;;;;;533.0;83.3;8.0;480.0;97.6;881.0;103.8;36.0;845.0;;96.5;99.3;100.8;96.4;;;1361.0;;97.3
215;19 Manufacture of coke and petroleum;2014;;;;;;;;;;;;;27.6;1.5;1.5;0.0;-0.5;0.0;-0.5;26.6;;;22.5;104.9;;;28.5;110.9;;;;;;;;;;;-339.0;106.3;9.0;645.0;101.8;868.0;98.1;35.0;832.0;;95.8;94.6;100.1;95.6;;;1513.0;;98.3
216;19 Manufacture of coke and petroleum;2015;;;;;;;;;;;;;-5.9;-0.7;-0.6;-0.2;2.5;0.0;2.5;-7.7;;100.0;-4.7;100.0;;100.0;-9.8;100.0;24218.0;100.0;22714.0;19706.0;744.0;2264.0;100.0;100.0;100.0;100.0;1504.0;100.0;9.0;606.0;100.0;874.0;100.1;35.0;839.0;;100.0;100.0;100.0;100.0;;24195.0;1481.0;100.0;100.0
217;19 Manufacture of coke and petroleum;2016;-2.4;0.1;0.1;0.0;0.1;0.0;0.0;-2.4;-1.0;-0.4;-1.0;-0.1;0.7;0.9;1.0;-0.1;0.8;0.1;0.7;-1.0;-4.6;95.4;-1.6;98.4;-3.7;96.3;-0.7;99.3;19891.0;97.6;18436.0;15836.0;605.0;1995.0;97.4;98.8;86.8;89.3;1455.0;100.7;9.0;581.0;102.2;888.0;99.4;36.0;852.0;;101.4;99.1;103.1;101.3;;19905.0;1469.0;97.7;101.7
218;19 Manufacture of coke and petroleum;2017;-2.9;0.0;0.0;0.0;0.1;0.0;0.1;-2.4;-2.3;0.1;-0.2;-0.5;-6.6;-0.5;-0.3;-0.2;1.2;0.2;1.1;-7.3;-2.2;93.4;-5.9;92.6;-4.8;91.7;-8.4;91.0;23267.0;94.9;21726.0;19082.0;675.0;1969.0;94.9;95.9;89.0;87.7;1541.0;94.1;9.0;559.0;100.9;919.0;103.6;45.0;874.0;;103.4;101.8;109.5;103.2;;23204.0;1478.0;95.4;102.5
219;19 Manufacture of coke and petroleum;2018;5.7;0.0;0.0;0.0;0.0;0.0;0.0;4.4;3.7;0.1;0.6;1.2;19.6;0.5;0.7;-0.2;0.3;-0.3;0.6;18.7;3.7;96.8;17.4;108.7;5.1;96.4;18.9;108.2;28589.0;100.2;27388.0;24578.0;698.0;2112.0;99.4;100.3;91.8;93.7;1201.0;112.5;9.0;592.0;102.3;939.0;103.9;51.0;888.0;;104.0;100.5;99.3;104.3;;28920.0;1532.0;99.7;103.4
220;19 Manufacture of coke and petroleum;2019;2.7;0.0;0.0;0.0;0.1;0.0;0.1;2.4;2.3;0.1;0.0;0.2;7.2;0.6;0.9;-0.3;1.4;-0.5;1.8;5.2;0.4;97.2;4.7;113.8;0.5;96.9;4.8;113.4;28574.0;103.0;26971.0;24164.0;677.0;2130.0;101.9;103.0;95.6;93.3;1603.0;120.6;9.0;579.0;103.9;1064.0;115.0;54.0;1010.0;;106.3;100.4;85.7;107.5;;28613.0;1642.0;102.2;105.4
221;19 Manufacture of coke and petroleum;2020;-4.1;-0.2;-0.2;0.0;0.1;0.0;0.1;-3.8;-3.5;0.1;-0.4;-0.2;-5.6;-3.0;-3.0;-0.1;1.1;-0.2;1.3;-3.7;4.7;101.8;3.1;117.3;-5.7;91.3;-7.2;105.2;19036.0;98.7;18751.0;15996.0;684.0;2071.0;97.8;98.8;98.2;88.7;285.0;113.8;8.0;592.0;95.0;982.0;115.9;55.0;927.0;;108.1;111.5;81.8;109.8;;20325.0;1574.0;98.2;103.4
222;19 Manufacture of coke and petroleum;2021;6.0;0.0;0.0;0.0;0.1;0.0;0.1;5.5;2.3;0.9;2.4;0.4;7.4;0.3;0.2;0.1;1.2;0.0;1.2;5.9;5.3;107.2;6.7;125.2;4.1;95.0;5.4;110.9;31381.0;104.7;30090.0;26342.0;1132.0;2616.0;103.7;101.6;123.8;109.7;1291.0;122.2;9.0;551.0;95.8;1112.0;130.4;60.0;1052.0;;110.2;112.9;80.6;112.0;;31753.0;1662.0;103.8;104.9
223;19 Manufacture of coke and petroleum;2022;-1.2;-0.1;-0.1;0.0;-0.2;0.0;-0.2;-1.2;-1.4;0.1;0.1;0.3;-0.5;-1.1;-1.0;0.0;-4.4;0.0;-4.5;5.0;1.9;109.3;2.7;128.5;5.8;100.6;6.6;118.2;54063.0;103.4;47026.0;42736.0;1449.0;2841.0;102.4;100.0;125.8;111.5;7037.0;121.6;8.0;655.0;92.7;1071.0;129.6;65.0;1006.0;;102.9;108.7;81.2;104.1;;48752.0;1726.0;102.2;99.1
224;20 Manufacture of chemicals;1995;;;;;;;;;;;;;;;;;;;;;;;;46.0;;;;72.4;;;;;;;;;;;6699.0;59.9;94.0;2613.0;114.0;3651.0;38.8;253.0;3398.0;;82.8;63.5;61.8;84.2;;;6264.0;;96.2
225;20 Manufacture of chemicals;1996;;;;;;;;;;;;;1.6;0.5;-0.2;0.7;0.4;0.1;0.4;0.6;;;2.0;46.9;;;0.8;73.0;;;;;;;;;;;6184.0;60.9;94.0;2637.0;115.4;3281.0;35.1;236.0;3045.0;;83.4;64.2;63.2;84.8;;;5918.0;;97.2
226;20 Manufacture of chemicals;1997;;;;;;;;;;;;;1.0;-0.8;-0.7;0.0;0.3;-0.3;0.5;1.5;;;2.7;48.2;;;0.5;73.4;;;;;;;;;;;6446.0;61.5;92.0;2683.0;113.4;3238.0;35.2;217.0;3022.0;;83.9;65.6;59.2;85.6;;;5921.0;;96.7
227;20 Manufacture of chemicals;1998;;;;;;;;;;;;;1.4;-0.3;-0.4;0.0;0.5;-0.3;0.8;1.2;;;2.2;49.2;;;0.5;73.7;;;;;;;;;;;6465.0;62.4;91.0;2669.0;112.6;3267.0;35.8;189.0;3078.0;;84.6;66.8;54.7;86.9;;;5935.0;;96.8
228;20 Manufacture of chemicals;1999;;;;;;;;;;;;;6.7;-1.2;-1.4;0.2;0.6;-0.1;0.7;7.3;;;10.2;54.2;;;5.5;77.7;;;;;;;;;;;6192.0;66.5;88.0;2618.0;109.5;3028.0;34.2;166.0;2862.0;;85.6;69.8;53.3;88.1;;;5646.0;;96.3
229;20 Manufacture of chemicals;2000;;;;;;;;;;;;;6.2;-0.1;-0.7;0.6;0.4;0.0;0.4;5.8;;;7.8;58.4;;;5.3;81.8;;;;;;;;;;;6445.0;70.6;87.0;2693.0;109.3;2953.0;33.9;164.0;2789.0;;86.3;71.4;54.0;88.8;;;5647.0;;96.6
230;20 Manufacture of chemicals;2001;;;;;;;;;;;;;13.8;0.2;0.3;0.0;0.0;0.1;-0.2;13.6;;;13.2;66.1;;;13.9;93.2;;;;;;;;;;;7203.0;80.4;88.0;2876.0;109.9;2976.0;34.0;172.0;2804.0;;86.2;70.9;56.0;88.6;;;5852.0;;96.8
231;20 Manufacture of chemicals;2002;;;;;;;;;;;;;10.6;0.4;0.0;0.4;0.3;0.1;0.2;9.9;;;10.7;73.2;;;9.9;102.4;;;;;;;;;;;7864.0;88.9;88.0;3128.0;110.7;3307.0;37.8;174.0;3133.0;;86.8;71.5;58.2;89.0;;;6435.0;;97.5
232;20 Manufacture of chemicals;2003;;;;;;;;;;;;;0.1;-0.8;-1.2;0.4;1.0;0.1;0.8;0.0;;;2.7;75.2;;;-1.7;100.7;;;;;;;;;;;7900.0;89.0;85.0;3078.0;108.9;3390.0;39.8;169.0;3221.0;;88.4;74.7;60.7;90.5;;;6468.0;;97.6
233;20 Manufacture of chemicals;2004;;;;;;;;;;;;;8.8;-0.7;-1.2;0.4;0.6;0.1;0.4;9.0;;;11.6;83.9;;;7.7;108.4;;;;;;;;;;;8548.0;96.9;83.0;3090.0;107.2;3356.0;40.3;175.0;3181.0;;89.4;77.4;64.0;91.3;;;6446.0;;97.5
234;20 Manufacture of chemicals;2005;;;;;;;;;;;;;4.5;-1.6;-2.1;0.4;0.2;0.1;0.0;6.0;;;9.2;91.6;;;4.2;112.9;;;;;;;;;;;8849.0;101.3;80.0;3191.0;103.5;3271.0;41.1;180.0;3091.0;;89.7;81.1;67.1;91.4;;;6462.0;;96.0
235;20 Manufacture of chemicals;2006;;;;;;;;;;;;;10.8;0.0;-0.3;0.3;0.5;0.1;0.3;10.4;;;11.5;102.2;;;9.8;124.0;;;;;;;;;;;9890.0;112.2;79.0;3072.0;103.5;3522.0;44.5;185.0;3337.0;;90.5;82.4;70.5;92.0;;;6594.0;;96.5
236;20 Manufacture of chemicals;2007;;;;;;;;;;;;;4.1;-0.6;-0.8;0.2;0.8;0.2;0.6;3.9;;;5.9;108.2;;;2.6;127.3;;;;;;;;;;;10385.0;116.9;78.0;3122.0;102.2;3367.0;43.3;200.0;3168.0;;91.8;85.1;74.9;93.1;;;6490.0;;96.7
237;20 Manufacture of chemicals;2008;;;;;;;;;;;;;-6.1;-0.9;-1.1;0.2;1.0;0.2;0.8;-6.2;;;-3.9;104.0;;;-7.8;117.3;;;;;;;;;;;9870.0;109.7;76.0;3198.0;100.2;3500.0;46.0;218.0;3282.0;;93.5;88.6;79.9;94.6;;;6698.0;;96.7
238;20 Manufacture of chemicals;2009;;;;;;;;;;;;;-6.4;-2.5;-3.1;0.6;0.9;0.2;0.7;-4.7;;;0.1;104.0;;;-8.0;107.9;;;;;;;;;;;7406.0;102.7;71.0;3048.0;94.8;3788.0;53.2;223.0;3565.0;;95.2;96.4;83.7;96.0;;;6835.0;;95.1
239;20 Manufacture of chemicals;2010;;;;;;;;;;;;;5.4;1.7;1.2;0.5;0.1;0.1;0.1;3.6;;;2.6;106.8;;;5.2;113.5;;;;;;;;;;;8151.0;108.3;73.0;3116.0;98.4;3651.0;50.0;230.0;3421.0;;95.4;94.1;86.1;96.1;;;6767.0;;96.8
240;20 Manufacture of chemicals;2011;;;;;;;;;;;;;0.6;0.4;0.3;0.1;0.7;0.1;0.6;-0.5;;;-0.1;106.7;;;-0.7;112.7;;;;;;;;;;;8902.0;108.9;74.0;3253.0;99.3;3786.0;51.5;239.0;3547.0;;96.7;94.7;89.4;97.2;;;7039.0;;97.9
241;20 Manufacture of chemicals;2012;;;;;;;;;;;;;4.1;0.3;0.0;0.2;0.5;0.2;0.3;3.4;;;4.1;111.1;;;3.3;116.4;;;;;;;;;;;8711.0;113.5;74.0;3321.0;99.9;3522.0;47.9;234.0;3289.0;;97.5;95.5;94.8;97.7;;;6843.0;;98.6
242;20 Manufacture of chemicals;2013;;;;;;;;;;;;;-7.8;0.5;0.0;0.5;0.6;0.2;0.4;-8.9;;;-7.8;102.5;;;-8.9;106.1;;;;;;;;;;;8121.0;104.6;74.0;3414.0;100.8;3656.0;49.7;240.0;3416.0;;98.6;96.6;100.1;98.5;;;7070.0;;99.7
243;20 Manufacture of chemicals;2014;;;;;;;;;;;;;-3.7;-0.3;-0.6;0.3;0.7;0.1;0.6;-4.0;;;-2.4;100.0;;;-4.9;100.9;;;;;;;;;;;8159.0;100.8;73.0;3483.0;100.1;3381.0;46.6;240.0;3142.0;;99.9;99.1;101.7;99.8;;;6864.0;;100.0
244;20 Manufacture of chemicals;2015;;;;;;;;;;;;;-0.8;-0.1;-0.4;0.3;0.0;-0.1;0.1;-0.7;;100.0;0.0;100.0;;100.0;-0.9;100.0;34022.0;100.0;24525.0;5565.0;11490.0;7470.0;100.0;100.0;100.0;100.0;9497.0;100.0;72.0;3455.0;100.0;3283.0;45.6;236.0;3047.0;;100.0;100.0;100.0;100.0;;31262.0;6737.0;100.0;100.0
245;20 Manufacture of chemicals;2016;3.2;0.1;0.1;0.0;-0.1;0.0;-0.1;0.4;0.3;-0.4;0.5;2.8;10.2;0.6;0.5;0.1;-0.3;-0.1;-0.2;10.0;2.3;102.3;9.3;109.3;3.8;103.8;10.9;110.9;33155.0;103.2;22876.0;4732.0;10540.0;7604.0;100.5;101.5;98.8;102.2;10279.0;110.2;73.0;3500.0;101.1;3424.0;47.1;232.0;3192.0;;99.4;98.5;98.1;99.5;;29800.0;6924.0;100.4;100.3
246;20 Manufacture of chemicals;2017;9.0;0.2;0.1;0.1;0.1;0.0;0.1;7.0;0.6;4.2;2.2;1.8;8.8;0.8;0.5;0.3;0.4;-0.1;0.4;7.6;7.8;110.3;7.6;117.6;8.2;112.4;8.0;119.8;38595.0;112.5;27322.0;5828.0;13111.0;8383.0;109.6;105.0;110.6;111.0;11273.0;119.9;73.0;3668.0;102.7;3615.0;49.2;226.0;3390.0;;100.1;98.1;96.5;100.3;;34605.0;7283.0;107.7;101.4
247;20 Manufacture of chemicals;2018;4.1;0.1;0.1;0.0;-0.1;0.0;0.0;2.7;-1.4;3.2;0.9;1.3;5.6;0.5;0.6;-0.1;-0.3;0.0;-0.2;5.3;2.9;113.5;4.4;122.7;4.6;117.6;6.1;127.2;41712.0;117.1;29697.0;6151.0;14748.0;8798.0;113.4;96.6;119.8;115.4;12015.0;126.6;74.0;3806.0;103.7;3623.0;48.8;221.0;3402.0;;99.5;96.5;95.0;99.9;;37126.0;7429.0;110.7;101.6
248;20 Manufacture of chemicals;2019;-2.5;0.2;0.2;0.0;0.0;0.0;0.0;-0.1;-0.9;1.0;-0.2;-2.6;-8.5;1.0;1.0;0.0;-0.1;0.0;-0.1;-9.4;-4.3;108.6;-10.2;110.3;-2.3;114.9;-8.3;116.6;39643.0;114.1;28783.0;5471.0;14459.0;8853.0;113.3;91.1;122.9;114.5;10860.0;115.8;76.0;3962.0;105.7;3596.0;47.5;232.0;3364.0;;99.3;94.6;94.7;99.7;;36341.0;7558.0;110.8;102.5
249;20 Manufacture of chemicals;2020;-2.3;-0.2;-0.2;0.0;0.0;0.0;0.0;-1.8;-1.8;1.1;-1.1;-0.4;-2.5;-0.9;-1.1;0.2;0.2;0.0;0.1;-1.7;-0.2;108.4;-0.4;109.8;-2.6;111.9;-2.8;113.4;35542.0;111.5;25747.0;3852.0;13388.0;8507.0;110.7;80.0;126.4;109.6;9795.0;113.0;74.0;4100.0;103.9;3503.0;47.3;232.0;3271.0;;99.6;96.9;95.4;100.0;;33349.0;7602.0;108.7;101.8
250;20 Manufacture of chemicals;2021;10.8;0.0;-0.1;0.0;-0.2;0.0;-0.2;7.2;0.4;3.3;3.4;3.9;14.7;-0.2;-0.4;0.2;-0.9;0.0;-1.0;15.8;11.5;120.9;15.5;126.8;13.0;126.4;17.0;132.7;49021.0;123.5;35587.0;6594.0;18898.0;10095.0;121.0;82.8;136.8;124.3;13434.0;129.6;74.0;3961.0;103.5;3947.0;53.6;250.0;3697.0;;97.7;95.6;96.9;97.7;;43495.0;7907.0;116.2;100.6
251;20 Manufacture of chemicals;2022;-3.8;0.1;0.1;0.0;-0.1;0.0;-0.1;-2.8;-1.0;-1.9;0.1;-1.0;-4.8;0.5;0.7;-0.2;-0.4;0.1;-0.5;-4.9;-5.1;114.7;-6.1;119.1;-3.0;122.7;-4.0;127.3;59959.0;118.8;45482.0;11228.0;23616.0;10638.0;116.9;77.5;130.8;125.0;14477.0;123.3;75.0;4256.0;104.5;4208.0;56.4;275.0;3933.0;;96.8;93.5;100.0;96.6;;53946.0;8464.0;113.0;100.7
252;21 Manufacture of pharmaceuticals;1995;;;;;;;;;;;;;;;;;;;;;;;;31.8;;;;39.4;;;;;;;;;;;1705.0;38.1;26.0;807.0;83.9;1045.0;39.8;129.0;916.0;;96.5;80.6;67.9;97.2;;;1852.0;;89.8
253;21 Manufacture of pharmaceuticals;1996;;;;;;;;;;;;;6.1;0.9;0.3;0.5;0.7;0.1;0.5;4.5;;;5.3;33.5;;;4.9;41.4;;;;;;;;;;;1785.0;40.4;26.0;797.0;85.6;972.0;36.8;122.0;851.0;;97.6;80.9;69.2;98.3;;;1770.0;;91.2
254;21 Manufacture of pharmaceuticals;1997;;;;;;;;;;;;;11.6;7.2;0.7;6.4;0.2;-0.6;0.7;4.3;;;10.0;36.8;;;11.3;46.0;;;;;;;;;;;2012.0;45.1;27.0;822.0;99.2;969.0;36.1;108.0;861.0;;97.9;80.0;63.3;99.8;;;1791.0;;97.9
255;21 Manufacture of pharmaceuticals;1998;;;;;;;;;;;;;3.8;8.3;2.6;5.4;0.1;-0.7;0.8;-4.6;;;-1.8;36.2;;;3.7;47.7;;;;;;;;;;;2114.0;46.8;28.0;846.0;117.2;965.0;34.1;91.0;875.0;;98.0;75.8;55.8;101.4;;;1812.0;;106.1
256;21 Manufacture of pharmaceuticals;1999;;;;;;;;;;;;;11.1;2.3;1.9;0.4;0.6;-0.3;1.0;8.1;;;6.7;38.6;;;9.7;52.4;;;;;;;;;;;2291.0;51.9;30.0;911.0;123.0;906.0;30.7;75.0;831.0;;99.2;73.7;52.4;103.4;;;1817.0;;109.2
257;21 Manufacture of pharmaceuticals;2000;;;;;;;;;;;;;7.4;3.4;1.2;2.1;0.9;-0.1;1.0;3.2;;;4.9;40.5;;;5.5;55.2;;;;;;;;;;;2442.0;55.8;30.0;989.0;131.3;884.0;29.3;69.0;815.0;;101.0;73.3;50.8;105.7;;;1873.0;;113.9
258;21 Manufacture of pharmaceuticals;2001;;;;;;;;;;;;;12.9;3.1;1.7;1.4;0.8;0.0;0.8;9.0;;;9.3;44.3;;;11.0;61.3;;;;;;;;;;;2768.0;63.0;31.0;1050.0;139.1;925.0;29.7;68.0;857.0;;102.7;72.2;50.9;107.6;;;1975.0;;118.4
259;21 Manufacture of pharmaceuticals;2002;;;;;;;;;;;;;15.6;1.3;2.4;-1.0;0.6;0.1;0.6;13.7;;;10.7;49.0;;;14.1;70.0;;;;;;;;;;;3193.0;72.8;33.0;1144.0;142.6;1059.0;32.5;66.0;993.0;;104.0;70.0;51.9;109.0;;;2203.0;;120.7
260;21 Manufacture of pharmaceuticals;2003;;;;;;;;;;;;;-4.7;-1.2;-0.9;-0.3;0.6;0.0;0.5;-4.1;;;-3.0;47.5;;;-5.8;66.0;;;;;;;;;;;2904.0;69.4;32.0;1197.0;139.4;1114.0;34.8;61.0;1054.0;;105.2;72.1;52.2;110.3;;;2311.0;;119.9
261;21 Manufacture of pharmaceuticals;2004;;;;;;;;;;;;;-4.2;-1.1;-2.1;1.0;0.4;0.0;0.4;-3.5;;;-0.2;47.5;;;-5.0;62.6;;;;;;;;;;;2734.0;66.5;31.0;1210.0;136.3;1140.0;37.1;60.0;1081.0;;106.2;75.7;53.0;111.2;;;2350.0;;119.1
262;21 Manufacture of pharmaceuticals;2005;;;;;;;;;;;;;-2.1;0.1;-0.3;0.4;-0.1;0.0;-0.1;-2.2;;;-1.6;46.7;;;-2.0;61.4;;;;;;;;;;;2502.0;65.1;31.0;1208.0;136.7;1082.0;35.4;59.0;1023.0;;106.0;76.1;53.7;111.0;;;2290.0;;119.2
263;21 Manufacture of pharmaceuticals;2006;;;;;;;;;;;;;3.1;-1.9;-1.6;-0.4;0.3;0.0;0.2;4.8;;;6.3;49.7;;;2.6;63.0;;;;;;;;;;;2432.0;67.1;30.0;1111.0;131.6;1169.0;39.4;58.0;1111.0;;106.6;78.9;54.6;111.5;;;2279.0;;117.2
264;21 Manufacture of pharmaceuticals;2007;;;;;;;;;;;;;14.5;-0.2;-0.9;0.7;0.3;0.1;0.2;14.4;;;16.6;57.9;;;13.9;71.7;;;;;;;;;;;2696.0;76.9;29.0;1137.0;131.0;1143.0;39.3;61.0;1083.0;;107.2;80.8;56.1;112.0;;;2281.0;;117.2
265;21 Manufacture of pharmaceuticals;2008;;;;;;;;;;;;;-12.0;-1.9;-1.9;0.0;0.2;0.1;0.1;-10.3;;;-8.5;53.0;;;-12.4;62.8;;;;;;;;;;;2762.0;67.6;28.0;1137.0;126.1;1155.0;41.3;64.0;1091.0;;107.6;84.3;58.8;112.2;;;2292.0;;115.3
266;21 Manufacture of pharmaceuticals;2009;;;;;;;;;;;;;3.0;0.5;0.1;0.4;0.5;0.2;0.3;2.0;;;2.8;54.5;;;2.1;64.2;;;;;;;;;;;2883.0;69.7;28.0;1118.0;127.5;1266.0;45.1;63.0;1202.0;;108.6;84.9;62.3;112.9;;;2384.0;;116.4
267;21 Manufacture of pharmaceuticals;2010;;;;;;;;;;;;;2.8;-0.2;-0.5;0.3;0.5;0.1;0.4;2.5;;;4.0;56.7;;;1.8;65.3;;;;;;;;;;;2861.0;71.7;28.0;1101.0;127.0;1256.0;45.3;66.0;1190.0;;109.8;86.8;65.7;113.8;;;2357.0;;116.9
268;21 Manufacture of pharmaceuticals;2011;;;;;;;;;;;;;-0.3;-4.2;-4.4;0.2;0.5;0.2;0.3;3.4;;;10.1;62.4;;;-1.3;64.5;;;;;;;;;;;2871.0;71.4;25.0;1088.0;115.5;1293.0;51.5;70.0;1223.0;;110.8;96.7;70.1;114.5;;;2381.0;;112.5
269;21 Manufacture of pharmaceuticals;2012;;;;;;;;;;;;;14.1;-5.8;-5.7;-0.1;0.2;0.3;-0.1;19.7;;;30.4;81.4;;;13.7;73.3;;;;;;;;;;;3241.0;81.5;22.0;977.0;100.8;1194.0;54.4;71.0;1123.0;;111.1;111.0;77.1;114.3;;;2171.0;;106.2
270;21 Manufacture of pharmaceuticals;2013;;;;;;;;;;;;;4.0;-0.5;-0.2;-0.3;-1.2;0.3;-1.6;5.7;;;4.5;85.0;;;6.4;78.0;;;;;;;;;;;2028.0;84.8;22.0;990.0;99.7;1167.0;53.4;75.0;1092.0;;108.7;109.0;84.8;110.8;;;2157.0;;104.4
271;21 Manufacture of pharmaceuticals;2014;;;;;;;;;;;;;1.9;-0.7;-0.7;0.0;-2.2;0.3;-2.6;4.8;;;3.5;88.0;;;6.3;82.9;;;;;;;;;;;2024.0;86.4;22.0;965.0;98.2;1100.0;51.1;82.0;1019.0;;104.2;106.1;93.1;105.2;;;2065.0;;101.3
272;21 Manufacture of pharmaceuticals;2015;;;;;;;;;;;;;15.8;0.8;0.9;0.0;-2.1;0.3;-2.4;17.1;;100.0;13.6;100.0;;100.0;20.6;100.0;5557.0;100.0;3134.0;60.0;1681.0;1393.0;100.0;100.0;100.0;100.0;2423.0;100.0;22.0;1015.0;100.0;1016.0;46.3;88.0;928.0;;100.0;100.0;100.0;100.0;;5165.0;2031.0;100.0;100.0
