ID;BedrijfstakkenBranchesSBI2008;Perioden;Productie_1;GemiddeldeDagproductie_2;Productie_3;GemiddeldeDagproductie_4
1104;B Delfstoffenwinning;1975;;95.9;;3.4
1105;B Delfstoffenwinning;1976 januari;;124.4;;8.7
1106;B Delfstoffenwinning;1976 februari;;126.0;;4.3
1107;B Delfstoffenwinning;1976 maart;;124.1;;6.5
1108;B Delfstoffenwinning;1976 april;;105.4;;0.1
1109;B Delfstoffenwinning;1976 mei;;86.6;;4.9
1110;B Delfstoffenwinning;1976 juni;;78.9;;2.6
1111;B Delfstoffenwinning;1976 juli;;68.0;;6.4
1112;B Delfstoffenwinning;1976 augustus;;72.2;;17.4
1113;B Delfstoffenwinning;1976 september;;90.4;;21.0
1114;B Delfstoffenwinning;1976 oktober;;99.9;;1.4
1115;B Delfstoffenwinning;1976 november;;121.1;;5.4
1116;B Delfstoffenwinning;1976 december;;146.8;;21.8
1117;B Delfstoffenwinning;1976;;103.6;;8.1
1118;B Delfstoffenwinning;1977 januari;;144.7;;16.3
1119;B Delfstoffenwinning;1977 februari;;139.0;;10.3
1120;B Delfstoffenwinning;1977 maart;;122.4;;-1.3
1121;B Delfstoffenwinning;1977 april;;125.5;;19.1
1122;B Delfstoffenwinning;1977 mei;;99.0;;14.2
1123;B Delfstoffenwinning;1977 juni;;92.4;;17.0
1124;B Delfstoffenwinning;1977 juli;;72.2;;6.2
1125;B Delfstoffenwinning;1977 augustus;;77.8;;7.8
1126;B Delfstoffenwinning;1977 september;;95.3;;5.4
1127;B Delfstoffenwinning;1977 oktober;;100.8;;1.0
1128;B Delfstoffenwinning;1977 november;;127.6;;5.3
1129;B Delfstoffenwinning;1977 december;;134.4;;-8.4
1130;B Delfstoffenwinning;1977;;110.9;;7.0
1131;B Delfstoffenwinning;1978 januari;;145.1;;0.2
1132;B Delfstoffenwinning;1978 februari;;142.3;;2.4
1133;B Delfstoffenwinning;1978 maart;;119.7;;-2.2
1134;B Delfstoffenwinning;1978 april;;99.8;;-20.5
1135;B Delfstoffenwinning;1978 mei;;84.7;;-14.4
1136;B Delfstoffenwinning;1978 juni;;71.5;;-22.6
1137;B Delfstoffenwinning;1978 juli;;60.6;;-16.1
1138;B Delfstoffenwinning;1978 augustus;;59.0;;-24.1
1139;B Delfstoffenwinning;1978 september;;74.0;;-22.3
1140;B Delfstoffenwinning;1978 oktober;;93.0;;-7.8
1141;B Delfstoffenwinning;1978 november;;120.1;;-5.8
1142;B Delfstoffenwinning;1978 december;;133.2;;-0.9
1143;B Delfstoffenwinning;1978;;100.2;;-9.6
1144;B Delfstoffenwinning;1979 januari;;156.7;;8.0
1145;B Delfstoffenwinning;1979 februari;;145.8;;2.5
1146;B Delfstoffenwinning;1979 maart;;125.6;;4.9
1147;B Delfstoffenwinning;1979 april;;103.1;;3.2
1148;B Delfstoffenwinning;1979 mei;;89.3;;5.5
1149;B Delfstoffenwinning;1979 juni;;72.5;;1.4
1150;B Delfstoffenwinning;1979 juli;;62.8;;3.6
1151;B Delfstoffenwinning;1979 augustus;;60.7;;2.8
1152;B Delfstoffenwinning;1979 september;;78.8;;6.5
1153;B Delfstoffenwinning;1979 oktober;;103.0;;10.7
1154;B Delfstoffenwinning;1979 november;;132.5;;10.3
1155;B Delfstoffenwinning;1979 december;;131.5;;-1.3
1156;B Delfstoffenwinning;1979;;105.2;;4.9
1157;B Delfstoffenwinning;1980 januari;;156.8;;0.0
1158;B Delfstoffenwinning;1980 februari;;133.1;;-8.7
1159;B Delfstoffenwinning;1980 maart;;136.0;;8.2
1160;B Delfstoffenwinning;1980 april;;106.2;;3.1
1161;B Delfstoffenwinning;1980 mei;;83.5;;-6.5
1162;B Delfstoffenwinning;1980 juni;;73.5;;1.4
1163;B Delfstoffenwinning;1980 juli;;69.7;;11.1
1164;B Delfstoffenwinning;1980 augustus;;54.1;;-10.9
1165;B Delfstoffenwinning;1980 september;;67.3;;-14.6
1166;B Delfstoffenwinning;1980 oktober;;102.0;;-1.0
1167;B Delfstoffenwinning;1980 november;;140.5;;6.0
1168;B Delfstoffenwinning;1980 december;;151.2;;15.0
1169;B Delfstoffenwinning;1980;;106.2;;0.9
1170;B Delfstoffenwinning;1981 januari;;155.3;;-0.9
1171;B Delfstoffenwinning;1981 februari;;163.2;;22.6
1172;B Delfstoffenwinning;1981 maart;;121.0;;-11.0
1173;B Delfstoffenwinning;1981 april;;102.6;;-3.4
1174;B Delfstoffenwinning;1981 mei;;87.0;;4.2
1175;B Delfstoffenwinning;1981 juni;;66.0;;-10.1
1176;B Delfstoffenwinning;1981 juli;;55.5;;-20.3
1177;B Delfstoffenwinning;1981 augustus;;54.9;;1.5
1178;B Delfstoffenwinning;1981 september;;67.6;;0.4
1179;B Delfstoffenwinning;1981 oktober;;99.9;;-2.0
1180;B Delfstoffenwinning;1981 november;;121.6;;-13.5
1181;B Delfstoffenwinning;1981 december;;151.4;;0.1
1182;B Delfstoffenwinning;1981;;103.8;;-2.2
1183;B Delfstoffenwinning;1982 januari;;149.9;;-3.5
1184;B Delfstoffenwinning;1982 februari;;147.1;;-9.9
1185;B Delfstoffenwinning;1982 maart;;130.2;;7.6
1186;B Delfstoffenwinning;1982 april;;101.2;;-1.4
1187;B Delfstoffenwinning;1982 mei;;61.9;;-28.8
1188;B Delfstoffenwinning;1982 juni;;62.6;;-5.2
1189;B Delfstoffenwinning;1982 juli;;49.3;;-11.2
1190;B Delfstoffenwinning;1982 augustus;;48.8;;-11.0
1191;B Delfstoffenwinning;1982 september;;66.8;;-1.2
1192;B Delfstoffenwinning;1982 oktober;;79.6;;-20.3
1193;B Delfstoffenwinning;1982 november;;106.0;;-12.8
1194;B Delfstoffenwinning;1982 december;;139.5;;-7.9
1195;B Delfstoffenwinning;1982;;95.2;;-8.3
1196;B Delfstoffenwinning;1983 januari;;130.2;;-13.2
1197;B Delfstoffenwinning;1983 februari;;157.3;;6.9
1198;B Delfstoffenwinning;1983 maart;;132.1;;1.5
1199;B Delfstoffenwinning;1983 april;;109.1;;7.8
1200;B Delfstoffenwinning;1983 mei;;82.1;;32.5
1201;B Delfstoffenwinning;1983 juni;;70.3;;12.4
1202;B Delfstoffenwinning;1983 juli;;53.2;;7.8
1203;B Delfstoffenwinning;1983 augustus;;55.7;;14.1
1204;B Delfstoffenwinning;1983 september;;78.9;;18.2
1205;B Delfstoffenwinning;1983 oktober;;86.0;;8.1
1206;B Delfstoffenwinning;1983 november;;117.9;;11.2
1207;B Delfstoffenwinning;1983 december;;142.3;;2.0
1208;B Delfstoffenwinning;1983;;101.3;;6.3
1209;B Delfstoffenwinning;1984 januari;;168.5;;29.4
1210;B Delfstoffenwinning;1984 februari;;168.1;;6.9
1211;B Delfstoffenwinning;1984 maart;;153.3;;16.1
1212;B Delfstoffenwinning;1984 april;;108.5;;-0.6
1213;B Delfstoffenwinning;1984 mei;;83.2;;1.3
1214;B Delfstoffenwinning;1984 juni;;75.6;;7.5
1215;B Delfstoffenwinning;1984 juli;;58.3;;9.6
1216;B Delfstoffenwinning;1984 augustus;;62.0;;11.3
1217;B Delfstoffenwinning;1984 september;;76.4;;-3.2
1218;B Delfstoffenwinning;1984 oktober;;88.8;;3.3
1219;B Delfstoffenwinning;1984 november;;115.0;;-2.5
1220;B Delfstoffenwinning;1984 december;;129.6;;-8.9
1221;B Delfstoffenwinning;1984;;107.3;;5.9
1222;B Delfstoffenwinning;1985 januari;;200.8;;19.1
1223;B Delfstoffenwinning;1985 februari;;184.0;;9.4
1224;B Delfstoffenwinning;1985 maart;;157.3;;2.7
1225;B Delfstoffenwinning;1985 april;;109.0;;0.5
1226;B Delfstoffenwinning;1985 mei;;86.8;;4.4
1227;B Delfstoffenwinning;1985 juni;;71.9;;-4.9
1228;B Delfstoffenwinning;1985 juli;;50.2;;-13.8
1229;B Delfstoffenwinning;1985 augustus;;52.8;;-14.8
1230;B Delfstoffenwinning;1985 september;;67.8;;-11.3
1231;B Delfstoffenwinning;1985 oktober;;87.6;;-1.3
1232;B Delfstoffenwinning;1985 november;;148.4;;29.0
1233;B Delfstoffenwinning;1985 december;;130.5;;0.7
1234;B Delfstoffenwinning;1985;;112.3;;4.7
1235;B Delfstoffenwinning;1986 januari;;151.3;;-24.7
1236;B Delfstoffenwinning;1986 februari;;180.3;;-2.0
1237;B Delfstoffenwinning;1986 maart;;122.0;;-22.4
1238;B Delfstoffenwinning;1986 april;;118.8;;9.0
1239;B Delfstoffenwinning;1986 mei;;60.0;;-30.8
1240;B Delfstoffenwinning;1986 juni;;61.8;;-14.0
1241;B Delfstoffenwinning;1986 juli;;52.4;;4.3
1242;B Delfstoffenwinning;1986 augustus;;51.3;;-2.8
1243;B Delfstoffenwinning;1986 september;;77.2;;13.9
1244;B Delfstoffenwinning;1986 oktober;;76.9;;-12.2
1245;B Delfstoffenwinning;1986 november;;105.7;;-28.8
1246;B Delfstoffenwinning;1986 december;;124.6;;-4.5
1247;B Delfstoffenwinning;1986;;98.5;;-12.2
1248;B Delfstoffenwinning;1987 januari;;156.1;;3.2
1249;B Delfstoffenwinning;1987 februari;;133.8;;-25.8
1250;B Delfstoffenwinning;1987 maart;;134.9;;10.5
1251;B Delfstoffenwinning;1987 april;;74.2;;-37.6
1252;B Delfstoffenwinning;1987 mei;;66.5;;10.7
1253;B Delfstoffenwinning;1987 juni;;55.2;;-10.8
1254;B Delfstoffenwinning;1987 juli;;46.7;;-10.8
1255;B Delfstoffenwinning;1987 augustus;;47.3;;-7.9
1256;B Delfstoffenwinning;1987 september;;55.8;;-27.7
1257;B Delfstoffenwinning;1987 oktober;;80.0;;4.0
1258;B Delfstoffenwinning;1987 november;;117.0;;10.7
1259;B Delfstoffenwinning;1987 december;;124.6;;0.1
1260;B Delfstoffenwinning;1987;;91.0;;-7.6
1261;B Delfstoffenwinning;1988 januari;;117.6;;-24.7
1262;B Delfstoffenwinning;1988 februari;;123.9;;-7.4
1263;B Delfstoffenwinning;1988 maart;;110.9;;-17.8
1264;B Delfstoffenwinning;1988 april;;79.8;;7.6
1265;B Delfstoffenwinning;1988 mei;;62.8;;-5.6
1266;B Delfstoffenwinning;1988 juni;;60.8;;10.3
1267;B Delfstoffenwinning;1988 juli;;53.2;;14.0
1268;B Delfstoffenwinning;1988 augustus;;52.2;;10.5
1269;B Delfstoffenwinning;1988 september;;70.2;;25.7
1270;B Delfstoffenwinning;1988 oktober;;91.8;;14.8
1271;B Delfstoffenwinning;1988 november;;126.3;;8.0
1272;B Delfstoffenwinning;1988 december;;122.5;;-1.7
1273;B Delfstoffenwinning;1988;;89.3;;-1.8
1274;B Delfstoffenwinning;1989 januari;;132.2;;12.4
1275;B Delfstoffenwinning;1989 februari;;123.4;;-0.4
1276;B Delfstoffenwinning;1989 maart;;110.8;;0.0
1277;B Delfstoffenwinning;1989 april;;103.9;;30.2
1278;B Delfstoffenwinning;1989 mei;;65.6;;4.5
1279;B Delfstoffenwinning;1989 juni;;53.6;;-11.9
1280;B Delfstoffenwinning;1989 juli;;49.0;;-8.0
1281;B Delfstoffenwinning;1989 augustus;;50.2;;-3.9
1282;B Delfstoffenwinning;1989 september;;62.7;;-10.7
1283;B Delfstoffenwinning;1989 oktober;;87.3;;-4.9
1284;B Delfstoffenwinning;1989 november;;125.3;;-0.8
1285;B Delfstoffenwinning;1989 december;;140.1;;14.4
1286;B Delfstoffenwinning;1989;;92.0;;3.0
1287;B Delfstoffenwinning;1990 januari;151.3;149.0;;12.8
1288;B Delfstoffenwinning;1990 februari;111.5;111.5;;-9.6
1289;B Delfstoffenwinning;1990 maart;107.0;107.3;;-3.2
1290;B Delfstoffenwinning;1990 april;87.3;88.0;;-15.4
1291;B Delfstoffenwinning;1990 mei;60.0;59.1;;-9.9
1292;B Delfstoffenwinning;1990 juni;58.6;59.0;;10.1
1293;B Delfstoffenwinning;1990 juli;53.7;53.8;;9.9
1294;B Delfstoffenwinning;1990 augustus;53.7;52.9;;5.3
1295;B Delfstoffenwinning;1990 september;81.2;83.3;;32.9
1296;B Delfstoffenwinning;1990 oktober;98.9;97.4;;11.5
1297;B Delfstoffenwinning;1990 november;137.5;136.1;;8.6
1298;B Delfstoffenwinning;1990 december;159.6;162.9;;16.3
1299;B Delfstoffenwinning;1990;96.7;96.7;;5.1
1300;B Delfstoffenwinning;1991 januari;161.1;158.8;6.5;6.6
1301;B Delfstoffenwinning;1991 februari;162.7;162.8;45.9;46.0
1302;B Delfstoffenwinning;1991 maart;107.0;109.3;0.0;1.9
1303;B Delfstoffenwinning;1991 april;94.3;93.4;8.0;6.2
1304;B Delfstoffenwinning;1991 mei;85.1;83.8;41.8;41.9
1305;B Delfstoffenwinning;1991 juni;71.1;72.9;21.3;23.6
1306;B Delfstoffenwinning;1991 juli;60.3;59.5;12.4;10.5
1307;B Delfstoffenwinning;1991 augustus;57.7;57.9;7.4;9.4
1308;B Delfstoffenwinning;1991 september;59.8;60.4;-26.3;-27.6
1309;B Delfstoffenwinning;1991 oktober;108.7;107.2;9.9;10.0
1310;B Delfstoffenwinning;1991 november;149.7;151.0;8.9;10.9
1311;B Delfstoffenwinning;1991 december;162.2;162.7;1.6;-0.1
1312;B Delfstoffenwinning;1991;106.6;106.6;10.3;10.3
1313;B Delfstoffenwinning;1992 januari;167.3;165.0;3.8;3.9
1314;B Delfstoffenwinning;1992 februari;139.3;141.3;-14.4;-13.2
1315;B Delfstoffenwinning;1992 maart;126.5;127.0;18.2;16.2
1316;B Delfstoffenwinning;1992 april;100.9;100.0;7.0;7.0
1317;B Delfstoffenwinning;1992 mei;75.6;77.3;-11.1;-7.8
1318;B Delfstoffenwinning;1992 juni;61.3;60.7;-13.8;-16.7
1319;B Delfstoffenwinning;1992 juli;54.6;53.9;-9.5;-9.4
1320;B Delfstoffenwinning;1992 augustus;50.6;51.8;-12.2;-10.6
1321;B Delfstoffenwinning;1992 september;64.3;63.7;7.4;5.5
1322;B Delfstoffenwinning;1992 oktober;120.2;120.7;10.6;12.7
1323;B Delfstoffenwinning;1992 november;132.2;133.4;-11.7;-11.6
1324;B Delfstoffenwinning;1992 december;147.0;145.0;-9.3;-10.9
1325;B Delfstoffenwinning;1992;103.3;103.3;-3.1;-3.1
1326;B Delfstoffenwinning;1993 januari;149.4;152.6;-10.7;-7.5
1327;B Delfstoffenwinning;1993 februari;144.2;144.4;3.5;2.2
1328;B Delfstoffenwinning;1993 maart;123.4;121.7;-2.4;-4.2
1329;B Delfstoffenwinning;1993 april;93.1;92.3;-7.7;-7.7
1330;B Delfstoffenwinning;1993 mei;67.6;69.0;-10.6;-10.7
1331;B Delfstoffenwinning;1993 juni;60.2;59.6;-1.8;-1.8
1332;B Delfstoffenwinning;1993 juli;53.3;53.5;-2.4;-0.7
1333;B Delfstoffenwinning;1993 augustus;54.1;54.3;6.8;4.9
1334;B Delfstoffenwinning;1993 september;83.4;82.6;29.8;29.7
1335;B Delfstoffenwinning;1993 oktober;113.6;116.0;-5.5;-3.9
1336;B Delfstoffenwinning;1993 november;165.7;164.2;25.3;23.0
1337;B Delfstoffenwinning;1993 december;163.9;161.6;11.5;11.4
1338;B Delfstoffenwinning;1993;106.0;106.0;2.6;2.6
1339;B Delfstoffenwinning;1994 januari;159.0;161.8;6.4;6.0
1340;B Delfstoffenwinning;1994 februari;156.0;155.6;8.2;7.8
1341;B Delfstoffenwinning;1994 maart;128.2;125.9;3.8;3.5
1342;B Delfstoffenwinning;1994 april;109.9;110.5;18.0;19.7
1343;B Delfstoffenwinning;1994 mei;71.4;71.4;5.7;3.4
1344;B Delfstoffenwinning;1994 juni;65.2;64.4;8.3;7.9
1345;B Delfstoffenwinning;1994 juli;54.3;55.3;2.0;3.5
1346;B Delfstoffenwinning;1994 augustus;58.9;57.9;8.8;6.5
1347;B Delfstoffenwinning;1994 september;81.0;80.0;-2.8;-3.1
1348;B Delfstoffenwinning;1994 oktober;129.5;131.9;14.1;13.7
1349;B Delfstoffenwinning;1994 november;114.3;112.9;-31.0;-31.2
1350;B Delfstoffenwinning;1994 december;157.2;157.2;-4.1;-2.7
1351;B Delfstoffenwinning;1994;107.1;107.1;1.0;1.0
1352;B Delfstoffenwinning;1995 januari;176.3;176.5;10.9;9.0
1353;B Delfstoffenwinning;1995 februari;126.7;126.4;-18.8;-18.8
1354;B Delfstoffenwinning;1995 maart;144.8;142.4;13.0;13.0
1355;B Delfstoffenwinning;1995 april;95.7;97.9;-13.0;-11.4
1356;B Delfstoffenwinning;1995 mei;74.2;73.0;4.0;2.2
1357;B Delfstoffenwinning;1995 juni;69.7;68.9;7.0;7.0
1358;B Delfstoffenwinning;1995 juli;48.9;49.8;-10.0;-9.9
1359;B Delfstoffenwinning;1995 augustus;52.0;51.1;-11.7;-11.7
1360;B Delfstoffenwinning;1995 september;71.9;72.4;-11.2;-9.6
1361;B Delfstoffenwinning;1995 oktober;91.8;91.9;-29.2;-30.4
1362;B Delfstoffenwinning;1995 november;135.1;133.5;18.2;18.2
1363;B Delfstoffenwinning;1995 december;180.0;183.3;14.5;16.6
1364;B Delfstoffenwinning;1995;105.6;105.6;-1.4;-1.4
1365;B Delfstoffenwinning;1996 januari;180.0;177.5;2.1;0.6
1366;B Delfstoffenwinning;1996 februari;172.1;171.4;35.9;35.6
1367;B Delfstoffenwinning;1996 maart;162.4;165.9;12.2;16.5
1368;B Delfstoffenwinning;1996 april;101.6;100.7;6.3;2.8
1369;B Delfstoffenwinning;1996 mei;86.9;85.7;17.1;17.4
1370;B Delfstoffenwinning;1996 juni;64.1;65.8;-8.1;-4.5
1371;B Delfstoffenwinning;1996 juli;61.3;60.4;25.3;21.3
1372;B Delfstoffenwinning;1996 augustus;57.2;57.4;10.0;12.3
1373;B Delfstoffenwinning;1996 september;72.2;72.8;0.3;0.6
1374;B Delfstoffenwinning;1996 oktober;97.8;96.4;6.5;4.9
1375;B Delfstoffenwinning;1996 november;126.6;127.7;-6.3;-4.3
1376;B Delfstoffenwinning;1996 december;173.8;174.4;-3.5;-4.9
1377;B Delfstoffenwinning;1996;113.0;113.0;7.0;7.0
1378;B Delfstoffenwinning;1997 januari;191.7;189.1;6.5;6.5
1379;B Delfstoffenwinning;1997 februari;131.4;131.5;-23.7;-23.3
1380;B Delfstoffenwinning;1997 maart;113.5;116.0;-30.1;-30.1
1381;B Delfstoffenwinning;1997 april;109.4;108.4;7.6;7.6
1382;B Delfstoffenwinning;1997 mei;75.2;75.5;-13.5;-11.9
1383;B Delfstoffenwinning;1997 juni;65.7;66.3;2.6;0.9
1384;B Delfstoffenwinning;1997 juli;62.1;61.2;1.3;1.3
1385;B Delfstoffenwinning;1997 augustus;58.9;60.1;2.9;4.8
1386;B Delfstoffenwinning;1997 september;70.5;69.8;-2.4;-4.0
1387;B Delfstoffenwinning;1997 oktober;100.1;98.7;2.4;2.4
1388;B Delfstoffenwinning;1997 november;136.6;140.3;7.9;9.9
1389;B Delfstoffenwinning;1997 december;151.3;149.2;-12.9;-14.4
1390;B Delfstoffenwinning;1997;105.5;105.5;-6.6;-6.6
1391;B Delfstoffenwinning;1998 januari;149.3;149.8;-22.1;-20.8
1392;B Delfstoffenwinning;1998 februari;117.4;117.4;-10.7;-10.7
1393;B Delfstoffenwinning;1998 maart;113.9;114.3;0.4;-1.5
1394;B Delfstoffenwinning;1998 april;87.3;86.5;-20.2;-20.2
1395;B Delfstoffenwinning;1998 mei;65.8;67.2;-12.5;-11.0
1396;B Delfstoffenwinning;1998 juni;56.5;56.0;-14.0;-15.6
1397;B Delfstoffenwinning;1998 juli;57.0;56.2;-8.2;-8.3
1398;B Delfstoffenwinning;1998 augustus;59.0;60.3;0.3;0.2
1399;B Delfstoffenwinning;1998 september;67.4;66.8;-4.3;-4.4
1400;B Delfstoffenwinning;1998 oktober;105.9;106.2;5.8;7.6
1401;B Delfstoffenwinning;1998 november;155.0;156.3;13.5;11.4
1402;B Delfstoffenwinning;1998 december;159.4;157.1;5.4;5.3
1403;B Delfstoffenwinning;1998;99.5;99.5;-5.7;-5.7
1404;B Delfstoffenwinning;1999 januari;146.1;149.3;-2.1;-0.3
1405;B Delfstoffenwinning;1999 februari;144.9;145.0;23.4;23.5
1406;B Delfstoffenwinning;1999 maart;129.9;128.1;14.0;12.1
1407;B Delfstoffenwinning;1999 april;97.1;96.3;11.2;11.3
1408;B Delfstoffenwinning;1999 mei;66.5;67.9;1.1;1.1
1409;B Delfstoffenwinning;1999 juni;66.6;66.0;17.9;18.0
1410;B Delfstoffenwinning;1999 juli;58.1;58.4;2.0;3.9
1411;B Delfstoffenwinning;1999 augustus;59.7;60.0;1.2;-0.5
1412;B Delfstoffenwinning;1999 september;61.8;61.2;-8.4;-8.3
1413;B Delfstoffenwinning;1999 oktober;90.6;92.6;-14.4;-12.8
1414;B Delfstoffenwinning;1999 november;129.7;128.6;-16.3;-17.7
1415;B Delfstoffenwinning;1999 december;162.5;160.3;1.9;2.0
1416;B Delfstoffenwinning;1999;101.1;101.1;1.6;1.6
1417;B Delfstoffenwinning;2000 januari;167.1;167.6;14.4;12.2
1418;B Delfstoffenwinning;2000 februari;140.4;140.2;-3.1;-3.3
1419;B Delfstoffenwinning;2000 maart;139.3;139.2;7.2;8.7
1420;B Delfstoffenwinning;2000 april;91.7;91.9;-5.5;-4.5
1421;B Delfstoffenwinning;2000 mei;81.3;81.3;22.3;19.7
1422;B Delfstoffenwinning;2000 juni;58.5;58.4;-12.2;-11.6
1423;B Delfstoffenwinning;2000 juli;62.9;63.4;8.2;8.6
1424;B Delfstoffenwinning;2000 augustus;49.3;49.1;-17.5;-18.1
1425;B Delfstoffenwinning;2000 september;51.1;51.1;-17.4;-16.6
1426;B Delfstoffenwinning;2000 oktober;77.5;77.6;-14.4;-16.2
1427;B Delfstoffenwinning;2000 november;110.6;110.2;-14.8;-14.3
1428;B Delfstoffenwinning;2000 december;127.0;126.8;-21.9;-20.9
1429;B Delfstoffenwinning;2000;96.4;96.4;-4.7;-4.7
1430;B Delfstoffenwinning;2001 januari;174.3;174.6;4.3;4.2
1431;B Delfstoffenwinning;2001 februari;132.8;132.4;-5.5;-5.5
1432;B Delfstoffenwinning;2001 maart;139.6;139.6;0.3;0.3
1433;B Delfstoffenwinning;2001 april;111.6;111.9;21.7;21.7
1434;B Delfstoffenwinning;2001 mei;89.2;89.4;9.8;9.9
1435;B Delfstoffenwinning;2001 juni;54.6;54.3;-6.6;-7.0
1436;B Delfstoffenwinning;2001 juli;56.5;56.5;-10.2;-10.9
1437;B Delfstoffenwinning;2001 augustus;60.1;60.1;22.0;22.5
1438;B Delfstoffenwinning;2001 september;70.8;71.4;38.6;39.8
1439;B Delfstoffenwinning;2001 oktober;73.9;73.6;-4.7;-5.2
1440;B Delfstoffenwinning;2001 november;124.8;124.5;12.8;12.9
1441;B Delfstoffenwinning;2001 december;151.2;151.2;19.1;19.2
1442;B Delfstoffenwinning;2001;103.3;103.3;7.2;7.2
1443;B Delfstoffenwinning;2002 januari;174.0;174.3;-0.1;-0.2
1444;B Delfstoffenwinning;2002 februari;127.2;126.8;-4.2;-4.3
1445;B Delfstoffenwinning;2002 maart;126.6;126.3;-9.4;-9.5
1446;B Delfstoffenwinning;2002 april;94.7;94.6;-15.2;-15.5
1447;B Delfstoffenwinning;2002 mei;86.5;86.6;-3.0;-3.1
1448;B Delfstoffenwinning;2002 juni;62.2;62.0;13.8;14.2
1449;B Delfstoffenwinning;2002 juli;68.8;69.0;21.7;22.1
1450;B Delfstoffenwinning;2002 augustus;54.5;54.4;-9.3;-9.6
1451;B Delfstoffenwinning;2002 september;76.8;77.5;8.4;8.5
1452;B Delfstoffenwinning;2002 oktober;104.1;104.4;40.9;41.9
1453;B Delfstoffenwinning;2002 november;113.9;113.5;-8.7;-8.8
1454;B Delfstoffenwinning;2002 december;154.5;154.4;2.2;2.1
1455;B Delfstoffenwinning;2002;103.6;103.6;0.3;0.3
1456;B Delfstoffenwinning;2003 januari;187.1;187.8;7.5;7.7
1457;B Delfstoffenwinning;2003 februari;167.2;167.6;31.4;32.2
1458;B Delfstoffenwinning;2003 maart;125.6;125.7;-0.7;-0.5
1459;B Delfstoffenwinning;2003 april;82.9;82.5;-12.5;-12.7
1460;B Delfstoffenwinning;2003 mei;65.1;64.7;-24.8;-25.3
1461;B Delfstoffenwinning;2003 juni;45.6;44.9;-26.7;-27.5
1462;B Delfstoffenwinning;2003 juli;50.0;49.4;-27.4;-28.5
1463;B Delfstoffenwinning;2003 augustus;48.8;49.0;-10.5;-9.9
1464;B Delfstoffenwinning;2003 september;60.8;60.8;-20.8;-21.5
1465;B Delfstoffenwinning;2003 oktober;108.7;109.5;4.5;4.9
1466;B Delfstoffenwinning;2003 november;119.1;119.1;4.6;4.9
1467;B Delfstoffenwinning;2003 december;145.8;145.6;-5.7;-5.7
1468;B Delfstoffenwinning;2003;100.5;100.5;-3.0;-3.0
1469;B Delfstoffenwinning;2004 januari;185.1;185.6;-1.1;-1.2
1470;B Delfstoffenwinning;2004 februari;162.5;162.5;-2.8;-3.1
1471;B Delfstoffenwinning;2004 maart;149.9;149.6;19.3;19.1
1472;B Delfstoffenwinning;2004 april;93.0;92.7;12.2;12.4
1473;B Delfstoffenwinning;2004 mei;78.7;78.6;20.9;21.5
1474;B Delfstoffenwinning;2004 juni;63.0;62.5;38.3;39.1
1475;B Delfstoffenwinning;2004 juli;62.9;62.6;25.9;26.8
1476;B Delfstoffenwinning;2004 augustus;67.4;67.9;38.2;38.7
1477;B Delfstoffenwinning;2004 september;79.7;80.4;31.2;32.2
1478;B Delfstoffenwinning;2004 oktober;100.0;100.4;-8.0;-8.3
1479;B Delfstoffenwinning;2004 november;130.5;130.2;9.6;9.3
1480;B Delfstoffenwinning;2004 december;166.1;166.0;14.0;14.0
1481;B Delfstoffenwinning;2004;111.6;111.6;11.0;11.0
1482;B Delfstoffenwinning;2005 januari;144.0;144.4;-22.2;-22.2
1483;B Delfstoffenwinning;2005 februari;142.1;142.3;-12.5;-12.4
1484;B Delfstoffenwinning;2005 maart;125.8;125.7;-16.1;-16.0
1485;B Delfstoffenwinning;2005 april;84.1;83.9;-9.7;-9.5
1486;B Delfstoffenwinning;2005 mei;67.9;67.8;-13.8;-13.8
1487;B Delfstoffenwinning;2005 juni;61.0;61.0;-3.1;-2.5
1488;B Delfstoffenwinning;2005 juli;54.1;54.1;-14.0;-13.6
1489;B Delfstoffenwinning;2005 augustus;47.6;47.7;-29.4;-29.8
1490;B Delfstoffenwinning;2005 september;48.2;48.0;-39.5;-40.3
1491;B Delfstoffenwinning;2005 oktober;69.1;69.1;-30.9;-31.1
1492;B Delfstoffenwinning;2005 november;115.0;114.9;-11.9;-11.7
1493;B Delfstoffenwinning;2005 december;142.4;142.4;-14.3;-14.2
1494;B Delfstoffenwinning;2005;91.8;91.8;-17.7;-17.7
1495;B Delfstoffenwinning;2006 januari;156.6;157.2;8.7;8.9
1496;B Delfstoffenwinning;2006 februari;142.3;142.6;0.1;0.2
1497;B Delfstoffenwinning;2006 maart;143.2;143.5;13.9;14.1
1498;B Delfstoffenwinning;2006 april;88.6;88.8;5.4;5.9
1499;B Delfstoffenwinning;2006 mei;61.7;61.4;-9.0;-9.4
1500;B Delfstoffenwinning;2006 juni;58.2;58.0;-4.7;-4.8
1501;B Delfstoffenwinning;2006 juli;45.8;45.8;-15.4;-15.3
1502;B Delfstoffenwinning;2006 augustus;44.9;44.7;-5.7;-6.2
1503;B Delfstoffenwinning;2006 september;41.9;41.6;-13.2;-13.3
1504;B Delfstoffenwinning;2006 oktober;61.4;61.1;-11.1;-11.6
1505;B Delfstoffenwinning;2006 november;101.8;101.6;-11.4;-11.6
1506;B Delfstoffenwinning;2006 december;126.5;126.4;-11.1;-11.2
