ID;Voertuigsoort;BedrijfstakkenBranchesSBI2008;KenmerkenVrachtautoSEnTrekkers;Perioden;VoertuigenInGebruik_1
7827;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Leeftijd: 20 jaar of ouder;2021;907
7828;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Leeftijd: 20 jaar of ouder;2022;924
7829;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Leeftijd: 20 jaar of ouder;2023;937
7830;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Milieuklasse: euro 0;2018;403
7831;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Milieuklasse: euro 0;2019;362
7832;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Milieuklasse: euro 0;2020;336
7833;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Milieuklasse: euro 0;2021;307
7834;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Milieuklasse: euro 0;2022;301
7835;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Milieuklasse: euro 0;2023;286
7836;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Milieuklasse: euro 1;2018;199
7837;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Milieuklasse: euro 1;2019;161
7838;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Milieuklasse: euro 1;2020;126
7839;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Milieuklasse: euro 1;2021;106
7840;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Milieuklasse: euro 1;2022;93
7841;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Milieuklasse: euro 1;2023;73
7842;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Milieuklasse: euro 2;2018;670
7843;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Milieuklasse: euro 2;2019;561
7844;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Milieuklasse: euro 2;2020;472
7845;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Milieuklasse: euro 2;2021;384
7846;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Milieuklasse: euro 2;2022;310
7847;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Milieuklasse: euro 2;2023;274
7848;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Milieuklasse: euro 3;2018;1081
7849;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Milieuklasse: euro 3;2019;1016
7850;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Milieuklasse: euro 3;2020;933
7851;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Milieuklasse: euro 3;2021;825
7852;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Milieuklasse: euro 3;2022;719
7853;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Milieuklasse: euro 3;2023;662
7854;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Milieuklasse: euro 4;2018;564
7855;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Milieuklasse: euro 4;2019;538
7856;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Milieuklasse: euro 4;2020;505
7857;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Milieuklasse: euro 4;2021;465
7858;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Milieuklasse: euro 4;2022;425
7859;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Milieuklasse: euro 4;2023;377
7860;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Milieuklasse: euro 5 en EEV;2018;2147
7861;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Milieuklasse: euro 5 en EEV;2019;2127
7862;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Milieuklasse: euro 5 en EEV;2020;2090
7863;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Milieuklasse: euro 5 en EEV;2021;2030
7864;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Milieuklasse: euro 5 en EEV;2022;1933
7865;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Milieuklasse: euro 5 en EEV;2023;1809
7866;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Milieuklasse: euro 6;2018;1290
7867;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Milieuklasse: euro 6;2019;1679
7868;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Milieuklasse: euro 6;2020;2063
7869;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Milieuklasse: euro 6;2021;2461
7870;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Milieuklasse: euro 6;2022;2824
7871;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Milieuklasse: euro 6;2023;3292
7872;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Milieuklasse: onbekend;2018;0
7873;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Milieuklasse: onbekend;2019;0
7874;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Milieuklasse: onbekend;2020;0
7875;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Milieuklasse: onbekend;2021;0
7876;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Milieuklasse: onbekend;2022;0
7877;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Milieuklasse: onbekend;2023;0
7878;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Laadvermogen: tot 7 000 kg;2018;1862
7879;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Laadvermogen: tot 7 000 kg;2019;1863
7880;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Laadvermogen: tot 7 000 kg;2020;1857
7881;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Laadvermogen: tot 7 000 kg;2021;1853
7882;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Laadvermogen: tot 7 000 kg;2022;1850
7883;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Laadvermogen: tot 7 000 kg;2023;1861
7884;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Laadvermogen: 7 000 tot 12 000 kg;2018;1575
7885;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Laadvermogen: 7 000 tot 12 000 kg;2019;1545
7886;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Laadvermogen: 7 000 tot 12 000 kg;2020;1517
7887;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Laadvermogen: 7 000 tot 12 000 kg;2021;1548
7888;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Laadvermogen: 7 000 tot 12 000 kg;2022;1514
7889;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Laadvermogen: 7 000 tot 12 000 kg;2023;1488
7890;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Laadvermogen: 12 000 tot 18 000 kg;2018;1402
7891;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Laadvermogen: 12 000 tot 18 000 kg;2019;1448
7892;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Laadvermogen: 12 000 tot 18 000 kg;2020;1506
7893;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Laadvermogen: 12 000 tot 18 000 kg;2021;1509
7894;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Laadvermogen: 12 000 tot 18 000 kg;2022;1541
7895;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Laadvermogen: 12 000 tot 18 000 kg;2023;1601
7896;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Laadvermogen: 18 000 tot 40 000 kg;2018;1501
7897;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Laadvermogen: 18 000 tot 40 000 kg;2019;1576
7898;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Laadvermogen: 18 000 tot 40 000 kg;2020;1633
7899;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Laadvermogen: 18 000 tot 40 000 kg;2021;1656
7900;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Laadvermogen: 18 000 tot 40 000 kg;2022;1686
7901;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Laadvermogen: 18 000 tot 40 000 kg;2023;1809
7902;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Laadvermogen: 40 000 kg of meer;2018;13
7903;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Laadvermogen: 40 000 kg of meer;2019;10
7904;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Laadvermogen: 40 000 kg of meer;2020;10
7905;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Laadvermogen: 40 000 kg of meer;2021;10
7906;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Laadvermogen: 40 000 kg of meer;2022;10
7907;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Laadvermogen: 40 000 kg of meer;2023;10
7908;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Laadvermogen: onbekend;2018;1
7909;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Laadvermogen: onbekend;2019;2
7910;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Laadvermogen: onbekend;2020;2
7911;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Laadvermogen: onbekend;2021;2
7912;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Laadvermogen: onbekend;2022;4
7913;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Laadvermogen: onbekend;2023;4
7914;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Gewicht volle wagen: tot 10000 kg;2018;957
7915;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Gewicht volle wagen: tot 10000 kg;2019;936
7916;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Gewicht volle wagen: tot 10000 kg;2020;944
7917;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Gewicht volle wagen: tot 10000 kg;2021;947
7918;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Gewicht volle wagen: tot 10000 kg;2022;960
7919;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Gewicht volle wagen: tot 10000 kg;2023;962
7920;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Gewicht volle wagen: 10000 tot 20000 kg;2018;1773
7921;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Gewicht volle wagen: 10000 tot 20000 kg;2019;1730
7922;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Gewicht volle wagen: 10000 tot 20000 kg;2020;1664
7923;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Gewicht volle wagen: 10000 tot 20000 kg;2021;1656
7924;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Gewicht volle wagen: 10000 tot 20000 kg;2022;1590
7925;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Gewicht volle wagen: 10000 tot 20000 kg;2023;1536
7926;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Gewicht volle wagen: 20000 kg of meer;2018;3624
7927;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Gewicht volle wagen: 20000 kg of meer;2019;3777
7928;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Gewicht volle wagen: 20000 kg of meer;2020;3916
7929;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Gewicht volle wagen: 20000 kg of meer;2021;3974
7930;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Gewicht volle wagen: 20000 kg of meer;2022;4052
7931;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Gewicht volle wagen: 20000 kg of meer;2023;4272
7932;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Gewicht volle wagen: onbekend;2018;0
7933;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Gewicht volle wagen: onbekend;2019;1
7934;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Gewicht volle wagen: onbekend;2020;1
7935;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Gewicht volle wagen: onbekend;2021;1
7936;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Gewicht volle wagen: onbekend;2022;3
7937;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Gewicht volle wagen: onbekend;2023;3
7938;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Voertuigbreedte: 0 tot 210 cm;2018;193
7939;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Voertuigbreedte: 0 tot 210 cm;2019;189
7940;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Voertuigbreedte: 0 tot 210 cm;2020;211
7941;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Voertuigbreedte: 0 tot 210 cm;2021;227
7942;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Voertuigbreedte: 0 tot 210 cm;2022;244
7943;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Voertuigbreedte: 0 tot 210 cm;2023;245
7944;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Voertuigbreedte: 210 tot 240 cm;2018;708
7945;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Voertuigbreedte: 210 tot 240 cm;2019;693
7946;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Voertuigbreedte: 210 tot 240 cm;2020;674
7947;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Voertuigbreedte: 210 tot 240 cm;2021;664
7948;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Voertuigbreedte: 210 tot 240 cm;2022;638
7949;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Voertuigbreedte: 210 tot 240 cm;2023;653
7950;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Voertuigbreedte: 240 tot 250 cm;2018;495
7951;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Voertuigbreedte: 240 tot 250 cm;2019;455
7952;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Voertuigbreedte: 240 tot 250 cm;2020;438
7953;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Voertuigbreedte: 240 tot 250 cm;2021;406
7954;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Voertuigbreedte: 240 tot 250 cm;2022;385
7955;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Voertuigbreedte: 240 tot 250 cm;2023;367
7956;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Voertuigbreedte: 250 tot 255 cm;2018;2045
7957;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Voertuigbreedte: 250 tot 255 cm;2019;1976
7958;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Voertuigbreedte: 250 tot 255 cm;2020;1870
7959;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Voertuigbreedte: 250 tot 255 cm;2021;1761
7960;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Voertuigbreedte: 250 tot 255 cm;2022;1663
7961;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Voertuigbreedte: 250 tot 255 cm;2023;1571
7962;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Voertuigbreedte: 255 tot 260 cm;2018;2836
7963;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Voertuigbreedte: 255 tot 260 cm;2019;3052
7964;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Voertuigbreedte: 255 tot 260 cm;2020;3253
7965;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Voertuigbreedte: 255 tot 260 cm;2021;3427
7966;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Voertuigbreedte: 255 tot 260 cm;2022;3572
7967;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Voertuigbreedte: 255 tot 260 cm;2023;3854
7968;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Voertuigbreedte: 260 cm of meer;2018;77
7969;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Voertuigbreedte: 260 cm of meer;2019;79
7970;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Voertuigbreedte: 260 cm of meer;2020;79
7971;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Voertuigbreedte: 260 cm of meer;2021;93
7972;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Voertuigbreedte: 260 cm of meer;2022;103
7973;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Voertuigbreedte: 260 cm of meer;2023;83
7974;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Voertuigbreedte: onbekend;2018;0
7975;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Voertuigbreedte: onbekend;2019;0
7976;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Voertuigbreedte: onbekend;2020;0
7977;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Voertuigbreedte: onbekend;2021;0
7978;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Voertuigbreedte: onbekend;2022;0
7979;Vrachtauto (excl. trekker voor oplegger);F Bouwnijverheid;Voertuigbreedte: onbekend;2023;0
7980;Vrachtauto (excl. trekker voor oplegger);G Handel;Totaal;2018;16531
7981;Vrachtauto (excl. trekker voor oplegger);G Handel;Totaal;2019;16443
7982;Vrachtauto (excl. trekker voor oplegger);G Handel;Totaal;2020;15989
7983;Vrachtauto (excl. trekker voor oplegger);G Handel;Totaal;2021;15613
7984;Vrachtauto (excl. trekker voor oplegger);G Handel;Totaal;2022;15390
7985;Vrachtauto (excl. trekker voor oplegger);G Handel;Totaal;2023;16013
7986;Vrachtauto (excl. trekker voor oplegger);G Handel;leeftijd: jonger dan 1 jaar;2018;1308
7987;Vrachtauto (excl. trekker voor oplegger);G Handel;leeftijd: jonger dan 1 jaar;2019;1184
7988;Vrachtauto (excl. trekker voor oplegger);G Handel;leeftijd: jonger dan 1 jaar;2020;854
7989;Vrachtauto (excl. trekker voor oplegger);G Handel;leeftijd: jonger dan 1 jaar;2021;822
7990;Vrachtauto (excl. trekker voor oplegger);G Handel;leeftijd: jonger dan 1 jaar;2022;808
7991;Vrachtauto (excl. trekker voor oplegger);G Handel;leeftijd: jonger dan 1 jaar;2023;1200
7992;Vrachtauto (excl. trekker voor oplegger);G Handel;Leeftijd: 1 of 2 jaar;2018;1769
7993;Vrachtauto (excl. trekker voor oplegger);G Handel;Leeftijd: 1 of 2 jaar;2019;1903
7994;Vrachtauto (excl. trekker voor oplegger);G Handel;Leeftijd: 1 of 2 jaar;2020;2155
7995;Vrachtauto (excl. trekker voor oplegger);G Handel;Leeftijd: 1 of 2 jaar;2021;1832
7996;Vrachtauto (excl. trekker voor oplegger);G Handel;Leeftijd: 1 of 2 jaar;2022;1504
7997;Vrachtauto (excl. trekker voor oplegger);G Handel;Leeftijd: 1 of 2 jaar;2023;1510
7998;Vrachtauto (excl. trekker voor oplegger);G Handel;Leeftijd: 3 of 4 jaar;2018;1422
7999;Vrachtauto (excl. trekker voor oplegger);G Handel;Leeftijd: 3 of 4 jaar;2019;1733
8000;Vrachtauto (excl. trekker voor oplegger);G Handel;Leeftijd: 3 of 4 jaar;2020;1750
8001;Vrachtauto (excl. trekker voor oplegger);G Handel;Leeftijd: 3 of 4 jaar;2021;1929
8002;Vrachtauto (excl. trekker voor oplegger);G Handel;Leeftijd: 3 of 4 jaar;2022;2121
8003;Vrachtauto (excl. trekker voor oplegger);G Handel;Leeftijd: 3 of 4 jaar;2023;1991
8004;Vrachtauto (excl. trekker voor oplegger);G Handel;Leeftijd: 5 of 6 jaar;2018;1695
8005;Vrachtauto (excl. trekker voor oplegger);G Handel;Leeftijd: 5 of 6 jaar;2019;1480
8006;Vrachtauto (excl. trekker voor oplegger);G Handel;Leeftijd: 5 of 6 jaar;2020;1483
8007;Vrachtauto (excl. trekker voor oplegger);G Handel;Leeftijd: 5 of 6 jaar;2021;1755
8008;Vrachtauto (excl. trekker voor oplegger);G Handel;Leeftijd: 5 of 6 jaar;2022;1825
8009;Vrachtauto (excl. trekker voor oplegger);G Handel;Leeftijd: 5 of 6 jaar;2023;2017
8010;Vrachtauto (excl. trekker voor oplegger);G Handel;Leeftijd: 7 of 8 jaar;2018;1819
8011;Vrachtauto (excl. trekker voor oplegger);G Handel;Leeftijd: 7 of 8 jaar;2019;1755
8012;Vrachtauto (excl. trekker voor oplegger);G Handel;Leeftijd: 7 of 8 jaar;2020;1600
8013;Vrachtauto (excl. trekker voor oplegger);G Handel;Leeftijd: 7 of 8 jaar;2021;1378
8014;Vrachtauto (excl. trekker voor oplegger);G Handel;Leeftijd: 7 of 8 jaar;2022;1389
8015;Vrachtauto (excl. trekker voor oplegger);G Handel;Leeftijd: 7 of 8 jaar;2023;1790
8016;Vrachtauto (excl. trekker voor oplegger);G Handel;Leeftijd: 9 tot 12 jaar;2018;3096
8017;Vrachtauto (excl. trekker voor oplegger);G Handel;Leeftijd: 9 tot 12 jaar;2019;2950
8018;Vrachtauto (excl. trekker voor oplegger);G Handel;Leeftijd: 9 tot 12 jaar;2020;2487
8019;Vrachtauto (excl. trekker voor oplegger);G Handel;Leeftijd: 9 tot 12 jaar;2021;2258
8020;Vrachtauto (excl. trekker voor oplegger);G Handel;Leeftijd: 9 tot 12 jaar;2022;2130
8021;Vrachtauto (excl. trekker voor oplegger);G Handel;Leeftijd: 9 tot 12 jaar;2023;1935
8022;Vrachtauto (excl. trekker voor oplegger);G Handel;Leeftijd: 12 tot 15 jaar;2018;1751
8023;Vrachtauto (excl. trekker voor oplegger);G Handel;Leeftijd: 12 tot 15 jaar;2019;1918
8024;Vrachtauto (excl. trekker voor oplegger);G Handel;Leeftijd: 12 tot 15 jaar;2020;2294
8025;Vrachtauto (excl. trekker voor oplegger);G Handel;Leeftijd: 12 tot 15 jaar;2021;2192
8026;Vrachtauto (excl. trekker voor oplegger);G Handel;Leeftijd: 12 tot 15 jaar;2022;2086
8027;Vrachtauto (excl. trekker voor oplegger);G Handel;Leeftijd: 12 tot 15 jaar;2023;1829
8028;Vrachtauto (excl. trekker voor oplegger);G Handel;Leeftijd: 15 tot 20 jaar;2018;1875
8029;Vrachtauto (excl. trekker voor oplegger);G Handel;Leeftijd: 15 tot 20 jaar;2019;1708
8030;Vrachtauto (excl. trekker voor oplegger);G Handel;Leeftijd: 15 tot 20 jaar;2020;1588
8031;Vrachtauto (excl. trekker voor oplegger);G Handel;Leeftijd: 15 tot 20 jaar;2021;1607
8032;Vrachtauto (excl. trekker voor oplegger);G Handel;Leeftijd: 15 tot 20 jaar;2022;1689
8033;Vrachtauto (excl. trekker voor oplegger);G Handel;Leeftijd: 15 tot 20 jaar;2023;1946
8034;Vrachtauto (excl. trekker voor oplegger);G Handel;Leeftijd: 20 jaar of ouder;2018;1796
8035;Vrachtauto (excl. trekker voor oplegger);G Handel;Leeftijd: 20 jaar of ouder;2019;1812
8036;Vrachtauto (excl. trekker voor oplegger);G Handel;Leeftijd: 20 jaar of ouder;2020;1778
8037;Vrachtauto (excl. trekker voor oplegger);G Handel;Leeftijd: 20 jaar of ouder;2021;1840
8038;Vrachtauto (excl. trekker voor oplegger);G Handel;Leeftijd: 20 jaar of ouder;2022;1838
8039;Vrachtauto (excl. trekker voor oplegger);G Handel;Leeftijd: 20 jaar of ouder;2023;1795
8040;Vrachtauto (excl. trekker voor oplegger);G Handel;Milieuklasse: euro 0;2018;870
8041;Vrachtauto (excl. trekker voor oplegger);G Handel;Milieuklasse: euro 0;2019;789
8042;Vrachtauto (excl. trekker voor oplegger);G Handel;Milieuklasse: euro 0;2020;686
8043;Vrachtauto (excl. trekker voor oplegger);G Handel;Milieuklasse: euro 0;2021;676
8044;Vrachtauto (excl. trekker voor oplegger);G Handel;Milieuklasse: euro 0;2022;604
8045;Vrachtauto (excl. trekker voor oplegger);G Handel;Milieuklasse: euro 0;2023;594
8046;Vrachtauto (excl. trekker voor oplegger);G Handel;Milieuklasse: euro 1;2018;360
8047;Vrachtauto (excl. trekker voor oplegger);G Handel;Milieuklasse: euro 1;2019;278
8048;Vrachtauto (excl. trekker voor oplegger);G Handel;Milieuklasse: euro 1;2020;245
8049;Vrachtauto (excl. trekker voor oplegger);G Handel;Milieuklasse: euro 1;2021;223
8050;Vrachtauto (excl. trekker voor oplegger);G Handel;Milieuklasse: euro 1;2022;184
8051;Vrachtauto (excl. trekker voor oplegger);G Handel;Milieuklasse: euro 1;2023;151
8052;Vrachtauto (excl. trekker voor oplegger);G Handel;Milieuklasse: euro 2;2018;1297
8053;Vrachtauto (excl. trekker voor oplegger);G Handel;Milieuklasse: euro 2;2019;1099
8054;Vrachtauto (excl. trekker voor oplegger);G Handel;Milieuklasse: euro 2;2020;902
8055;Vrachtauto (excl. trekker voor oplegger);G Handel;Milieuklasse: euro 2;2021;757
8056;Vrachtauto (excl. trekker voor oplegger);G Handel;Milieuklasse: euro 2;2022;659
8057;Vrachtauto (excl. trekker voor oplegger);G Handel;Milieuklasse: euro 2;2023;551
8058;Vrachtauto (excl. trekker voor oplegger);G Handel;Milieuklasse: euro 3;2018;2609
8059;Vrachtauto (excl. trekker voor oplegger);G Handel;Milieuklasse: euro 3;2019;2241
8060;Vrachtauto (excl. trekker voor oplegger);G Handel;Milieuklasse: euro 3;2020;1922
8061;Vrachtauto (excl. trekker voor oplegger);G Handel;Milieuklasse: euro 3;2021;1598
8062;Vrachtauto (excl. trekker voor oplegger);G Handel;Milieuklasse: euro 3;2022;1392
8063;Vrachtauto (excl. trekker voor oplegger);G Handel;Milieuklasse: euro 3;2023;1202
8064;Vrachtauto (excl. trekker voor oplegger);G Handel;Milieuklasse: euro 4;2018;1271
8065;Vrachtauto (excl. trekker voor oplegger);G Handel;Milieuklasse: euro 4;2019;1172
8066;Vrachtauto (excl. trekker voor oplegger);G Handel;Milieuklasse: euro 4;2020;1007
8067;Vrachtauto (excl. trekker voor oplegger);G Handel;Milieuklasse: euro 4;2021;865
8068;Vrachtauto (excl. trekker voor oplegger);G Handel;Milieuklasse: euro 4;2022;750
8069;Vrachtauto (excl. trekker voor oplegger);G Handel;Milieuklasse: euro 4;2023;659
8070;Vrachtauto (excl. trekker voor oplegger);G Handel;Milieuklasse: euro 5 en EEV;2018;5455
8071;Vrachtauto (excl. trekker voor oplegger);G Handel;Milieuklasse: euro 5 en EEV;2019;5202
8072;Vrachtauto (excl. trekker voor oplegger);G Handel;Milieuklasse: euro 5 en EEV;2020;4815
8073;Vrachtauto (excl. trekker voor oplegger);G Handel;Milieuklasse: euro 5 en EEV;2021;4356
8074;Vrachtauto (excl. trekker voor oplegger);G Handel;Milieuklasse: euro 5 en EEV;2022;3975
8075;Vrachtauto (excl. trekker voor oplegger);G Handel;Milieuklasse: euro 5 en EEV;2023;3558
8076;Vrachtauto (excl. trekker voor oplegger);G Handel;Milieuklasse: euro 6;2018;4669
8077;Vrachtauto (excl. trekker voor oplegger);G Handel;Milieuklasse: euro 6;2019;5662
8078;Vrachtauto (excl. trekker voor oplegger);G Handel;Milieuklasse: euro 6;2020;6412
