ID;TypeOfNonFinancialAsset;Sector;Year;OpeningBalanceSheet_1;Revaluation_2;CapitalFormation_3;OtherChangesInVolume_4;StatisticalDiscrepancy_5;ClosingBalanceSheet_6;VolumeIndices2015100_7
4172;AN211 Total land;Financial corporations;1995;10969.0;186.0;-335.0;387.0;0.0;11207;154.8
4173;AN211 Total land;Financial corporations;1996;11207.0;2034.0;-451.0;459.0;0.0;13249;154.9
4174;AN211 Total land;Financial corporations;1997;13249.0;2997.0;-626.0;420.0;0.0;16040;152.9
4175;AN211 Total land;Financial corporations;1998;16040.0;2846.0;-524.0;964.0;0.0;19326;156.5
4176;AN211 Total land;Financial corporations;1999;19326.0;5193.0;-1014.0;697.0;0.0;24201;154.4
4177;AN211 Total land;Financial corporations;2000;24201.0;6094.0;-1646.0;2142.0;0.0;30791;157.0
4178;AN211 Total land;Financial corporations;2001;30791.0;3518.0;-1359.0;1582.0;0.0;34531;158.0
4179;AN211 Total land;Financial corporations;2002;34531.0;1742.0;-1622.0;1277.0;0.0;35928;156.5
4180;AN211 Total land;Financial corporations;2003;35928.0;450.0;-999.0;-80.0;0.0;35300;151.8
4181;AN211 Total land;Financial corporations;2004;35300.0;1333.0;-1729.0;216.0;0.0;35119;145.6
4182;AN211 Total land;Financial corporations;2005;35119.0;1673.0;-1944.0;42.0;0.0;34891;138.0
4183;AN211 Total land;Financial corporations;2006;34891.0;1290.0;-1315.0;49.0;0.0;34915;133.2
4184;AN211 Total land;Financial corporations;2007;34915.0;2649.0;-1916.0;-371.0;0.0;35276;125.1
4185;AN211 Total land;Financial corporations;2008;35276.0;709.0;-694.0;-603.0;0.0;34686;120.6
4186;AN211 Total land;Financial corporations;2009;34686.0;-2597.0;-645.0;-184.0;0.0;31259;117.5
4187;AN211 Total land;Financial corporations;2010;31259.0;-1745.0;-1896.0;242.0;0.0;27862;110.9
4188;AN211 Total land;Financial corporations;2011;27862.0;-1025.0;-741.0;206.0;0.0;26301;108.7
4189;AN211 Total land;Financial corporations;2012;26301.0;-2943.0;-435.0;50.0;0.0;22971;106.9
4190;AN211 Total land;Financial corporations;2013;22971.0;-2606.0;-306.0;223.0;0.0;20282;106.4
4191;AN211 Total land;Financial corporations;2014;20282.0;963.0;-784.0;75.0;0.0;20537;102.9
4192;AN211 Total land;Financial corporations;2015;20537.0;1738.0;-307.0;-318.0;0.0;21649;100.0
4193;AN211 Total land;Financial corporations;2016;21649.0;2269.0;-327.0;301.0;-1.0;23891;99.9
4194;AN211 Total land;Financial corporations;2017;23891.0;3227.0;-393.0;708.0;0.0;27433;101.0
4195;AN211 Total land;Financial corporations;2018;27433.0;3094.0;-1385.0;1263.0;-1.0;30404;100.6
4196;AN211 Total land;Financial corporations;2019;30404.0;2064.0;-1677.0;1416.0;-1.0;32206;99.8
4197;AN211 Total land;Financial corporations;2020;32206.0;2547.0;-1184.0;1085.0;1.0;34655;99.5
4198;AN211 Total land;Financial corporations;2021;34655.0;7230.0;-530.0;369.0;1.0;41725;99.2
4199;AN211 Total land;Financial corporations;2022;41725.0;7390.0;-239.0;-163.0;-1.0;48712;98.4
4200;AN211 Total land;General government;1995;25892.0;366.0;-67.0;353.0;0.0;26544;92.9
4201;AN211 Total land;General government;1996;26544.0;1331.0;-113.0;223.0;0.0;27986;93.3
4202;AN211 Total land;General government;1997;27986.0;2332.0;-147.0;106.0;0.0;30276;93.2
4203;AN211 Total land;General government;1998;30276.0;1797.0;-196.0;92.0;0.0;31969;92.9
4204;AN211 Total land;General government;1999;31969.0;4061.0;-266.0;-16.0;0.0;35749;92.1
4205;AN211 Total land;General government;2000;35749.0;3263.0;-159.0;55.0;0.0;38908;91.9
4206;AN211 Total land;General government;2001;38908.0;399.0;-143.0;101.0;0.0;39265;91.8
4207;AN211 Total land;General government;2002;39265.0;199.0;94.0;157.0;0.0;39714;92.4
4208;AN211 Total land;General government;2003;39714.0;-1008.0;-141.0;554.0;0.0;39120;93.4
4209;AN211 Total land;General government;2004;39120.0;-572.0;-296.0;346.0;0.0;38599;93.5
4210;AN211 Total land;General government;2005;38599.0;1374.0;-136.0;189.0;0.0;40027;93.6
4211;AN211 Total land;General government;2006;40027.0;-1017.0;-166.0;588.0;0.0;39433;94.6
4212;AN211 Total land;General government;2007;39433.0;4674.0;-452.0;734.0;0.0;44387;95.2
4213;AN211 Total land;General government;2008;44387.0;-1518.0;-225.0;583.0;0.0;43229;96.0
4214;AN211 Total land;General government;2009;43229.0;-2072.0;113.0;514.0;0.0;41783;97.5
4215;AN211 Total land;General government;2010;41783.0;-2782.0;-36.0;469.0;0.0;39434;98.6
4216;AN211 Total land;General government;2011;39434.0;-2998.0;-144.0;414.0;0.0;36705;99.3
4217;AN211 Total land;General government;2012;36705.0;-3797.0;-77.0;315.0;0.0;33146;100.0
4218;AN211 Total land;General government;2013;33146.0;-2998.0;-157.0;231.0;0.0;30220;100.3
4219;AN211 Total land;General government;2014;30220.0;89.0;-91.0;128.0;0.0;30348;100.4
4220;AN211 Total land;General government;2015;30348.0;849.0;-162.0;41.0;0.0;31078;100.0
4221;AN211 Total land;General government;2016;31078.0;2422.0;-157.0;109.0;0.0;33452;99.9
4222;AN211 Total land;General government;2017;33452.0;2511.0;-240.0;-131.0;0.0;35592;98.8
4223;AN211 Total land;General government;2018;35592.0;1999.0;-175.0;-248.0;0.0;37168;97.7
4224;AN211 Total land;General government;2019;37168.0;71.0;-78.0;-237.0;-1.0;36923;96.9
4225;AN211 Total land;General government;2020;36923.0;633.0;22.0;-152.0;1.0;37427;96.6
4226;AN211 Total land;General government;2021;37427.0;2796.0;-286.0;-1.0;0.0;39936;95.9
4227;AN211 Total land;General government;2022;39936.0;3274.0;20.0;-323.0;0.0;42907;95.2
4228;AN211 Total land;Households including NPISHs;1995;123660.0;3472.0;268.0;1561.0;0.0;128961;75.9
4229;AN211 Total land;Households including NPISHs;1996;128961.0;35167.0;537.0;2436.0;0.0;167101;77.2
4230;AN211 Total land;Households including NPISHs;1997;167101.0;48530.0;761.0;2959.0;0.0;219351;78.6
4231;AN211 Total land;Households including NPISHs;1998;219351.0;50113.0;1030.0;5600.0;0.0;276097;80.5
4232;AN211 Total land;Households including NPISHs;1999;276097.0;89692.0;1366.0;6622.0;0.0;373778;82.3
4233;AN211 Total land;Households including NPISHs;2000;373778.0;112885.0;2107.0;5173.0;0.0;493942;83.5
4234;AN211 Total land;Households including NPISHs;2001;493942.0;66945.0;1706.0;5248.0;0.0;567841;84.5
4235;AN211 Total land;Households including NPISHs;2002;567841.0;30015.0;1931.0;6170.0;0.0;605958;85.7
4236;AN211 Total land;Households including NPISHs;2003;605958.0;7986.0;1033.0;9333.0;0.0;624311;87.1
4237;AN211 Total land;Households including NPISHs;2004;624311.0;25479.0;2052.0;7720.0;0.0;659562;88.4
4238;AN211 Total land;Households including NPISHs;2005;659562.0;30811.0;2531.0;7067.0;0.0;699971;89.6
4239;AN211 Total land;Households including NPISHs;2006;699971.0;34779.0;1947.0;8127.0;0.0;744824;90.9
4240;AN211 Total land;Households including NPISHs;2007;744824.0;51848.0;2420.0;10360.0;0.0;809452;92.3
4241;AN211 Total land;Households including NPISHs;2008;809452.0;31358.0;789.0;7652.0;0.0;849251;93.3
4242;AN211 Total land;Households including NPISHs;2009;849251.0;-61759.0;646.0;6566.0;0.0;794704;94.1
4243;AN211 Total land;Households including NPISHs;2010;794704.0;-39924.0;2348.0;2924.0;0.0;760052;94.8
4244;AN211 Total land;Households including NPISHs;2011;760052.0;-20582.0;1428.0;5651.0;0.0;746548;95.7
4245;AN211 Total land;Households including NPISHs;2012;746548.0;-77185.0;983.0;4881.0;0.0;675228;96.5
4246;AN211 Total land;Households including NPISHs;2013;675228.0;-73154.0;974.0;6794.0;0.0;609842;97.8
4247;AN211 Total land;Households including NPISHs;2014;609842.0;32530.0;1507.0;8128.0;0.0;652008;99.2
4248;AN211 Total land;Households including NPISHs;2015;652008.0;58782.0;2306.0;3201.0;0.0;716297;100.0
4249;AN211 Total land;Households including NPISHs;2016;716297.0;74450.0;1689.0;5913.0;0.0;798349;101.0
4250;AN211 Total land;Households including NPISHs;2017;798349.0;108830.0;2527.0;5642.0;1.0;915349;101.9
4251;AN211 Total land;Households including NPISHs;2018;915349.0;104156.0;2721.0;7508.0;0.0;1029734;102.9
4252;AN211 Total land;Households including NPISHs;2019;1029734.0;73416.0;1255.0;9995.0;1.0;1114401;103.9
4253;AN211 Total land;Households including NPISHs;2020;1114401.0;89150.0;2676.0;13039.0;0.0;1219266;105.3
4254;AN211 Total land;Households including NPISHs;2021;1219266.0;264042.0;1780.0;10382.0;-1.0;1495469;106.2
4255;AN211 Total land;Households including NPISHs;2022;1495469.0;269091.0;1860.0;15933.0;-2.0;1782351;107.2
4256;AN211 Total land;Households;1995;123365.0;3469.0;268.0;1558.0;0.0;128660;75.8
4257;AN211 Total land;Households;1996;128660.0;35156.0;537.0;2442.0;0.0;166794;77.2
4258;AN211 Total land;Households;1997;166794.0;48507.0;761.0;2966.0;0.0;219028;78.5
4259;AN211 Total land;Households;1998;219028.0;50098.0;1030.0;5607.0;0.0;275766;80.5
4260;AN211 Total land;Households;1999;275766.0;89656.0;1366.0;6622.0;0.0;373410;82.2
4261;AN211 Total land;Households;2000;373410.0;112859.0;2107.0;5185.0;0.0;493560;83.5
4262;AN211 Total land;Households;2001;493560.0;66945.0;1706.0;5259.0;0.0;567470;84.5
4263;AN211 Total land;Households;2002;567470.0;30013.0;1931.0;6182.0;0.0;605596;85.6
4264;AN211 Total land;Households;2003;605596.0;7994.0;1033.0;9345.0;0.0;623970;87.1
4265;AN211 Total land;Households;2004;623970.0;25484.0;2052.0;7732.0;0.0;659238;88.4
4266;AN211 Total land;Households;2005;659238.0;30799.0;2531.0;7079.0;0.0;699647;89.6
4267;AN211 Total land;Households;2006;699647.0;34790.0;1947.0;8139.0;0.0;744523;90.9
4268;AN211 Total land;Households;2007;744523.0;51811.0;2420.0;10373.0;0.0;809126;92.3
4269;AN211 Total land;Households;2008;809126.0;31376.0;789.0;7665.0;0.0;848956;93.3
4270;AN211 Total land;Households;2009;848956.0;-61743.0;646.0;6577.0;0.0;794435;94.1
4271;AN211 Total land;Households;2010;794435.0;-39904.0;2348.0;2934.0;0.0;759813;94.8
4272;AN211 Total land;Households;2011;759813.0;-20561.0;1428.0;5657.0;0.0;746336;95.7
4273;AN211 Total land;Households;2012;746336.0;-77160.0;983.0;4887.0;0.0;675047;96.5
4274;AN211 Total land;Households;2013;675047.0;-73136.0;974.0;6798.0;0.0;609683;97.8
4275;AN211 Total land;Households;2014;609683.0;32531.0;1507.0;8133.0;0.0;651855;99.2
4276;AN211 Total land;Households;2015;651855.0;58780.0;2306.0;3205.0;0.0;716146;100.0
4277;AN211 Total land;Households;2016;716146.0;74438.0;1689.0;5917.0;0.0;798190;101.0
4278;AN211 Total land;Households;2017;798190.0;108819.0;2527.0;5643.0;1.0;915180;101.9
4279;AN211 Total land;Households;2018;915180.0;104147.0;2721.0;7493.0;0.0;1029541;102.9
4280;AN211 Total land;Households;2019;1029541.0;73418.0;1255.0;9997.0;1.0;1114212;103.9
4281;AN211 Total land;Households;2020;1114212.0;89148.0;2676.0;13041.0;0.0;1219077;105.3
4282;AN211 Total land;Households;2021;1219077.0;264035.0;1780.0;10382.0;-1.0;1495273;106.2
4283;AN211 Total land;Households;2022;1495273.0;269079.0;1860.0;15935.0;-2.0;1782145;107.2
4284;AN211 Total land;Non-profit institutions serv. households;1995;295.0;3.0;0.0;3.0;0.0;301;181.4
4285;AN211 Total land;Non-profit institutions serv. households;1996;301.0;11.0;0.0;-6.0;0.0;307;178.5
4286;AN211 Total land;Non-profit institutions serv. households;1997;307.0;23.0;0.0;-7.0;0.0;323;174.7
4287;AN211 Total land;Non-profit institutions serv. households;1998;323.0;15.0;0.0;-7.0;0.0;331;171.1
4288;AN211 Total land;Non-profit institutions serv. households;1999;331.0;36.0;0.0;0.0;0.0;368;171.6
4289;AN211 Total land;Non-profit institutions serv. households;2000;368.0;26.0;0.0;-12.0;0.0;382;166.3
4290;AN211 Total land;Non-profit institutions serv. households;2001;382.0;0.0;0.0;-11.0;0.0;371;161.5
4291;AN211 Total land;Non-profit institutions serv. households;2002;371.0;2.0;0.0;-12.0;0.0;362;156.8
4292;AN211 Total land;Non-profit institutions serv. households;2003;362.0;-8.0;0.0;-12.0;0.0;341;151.0
4293;AN211 Total land;Non-profit institutions serv. households;2004;341.0;-5.0;0.0;-12.0;0.0;324;145.6
4294;AN211 Total land;Non-profit institutions serv. households;2005;324.0;12.0;0.0;-12.0;0.0;324;140.4
4295;AN211 Total land;Non-profit institutions serv. households;2006;324.0;-11.0;0.0;-12.0;0.0;301;135.0
4296;AN211 Total land;Non-profit institutions serv. households;2007;301.0;37.0;0.0;-13.0;0.0;326;130.2
4297;AN211 Total land;Non-profit institutions serv. households;2008;326.0;-18.0;0.0;-13.0;0.0;295;124.8
4298;AN211 Total land;Non-profit institutions serv. households;2009;295.0;-16.0;0.0;-11.0;0.0;269;120.3
4299;AN211 Total land;Non-profit institutions serv. households;2010;269.0;-20.0;0.0;-10.0;0.0;239;115.5
4300;AN211 Total land;Non-profit institutions serv. households;2011;239.0;-21.0;0.0;-6.0;0.0;212;112.3
4301;AN211 Total land;Non-profit institutions serv. households;2012;212.0;-25.0;0.0;-6.0;0.0;181;108.7
4302;AN211 Total land;Non-profit institutions serv. households;2013;181.0;-18.0;0.0;-4.0;0.0;159;106.0
4303;AN211 Total land;Non-profit institutions serv. households;2014;159.0;-1.0;0.0;-5.0;0.0;153;102.6
4304;AN211 Total land;Non-profit institutions serv. households;2015;153.0;2.0;0.0;-4.0;0.0;151;100.0
4305;AN211 Total land;Non-profit institutions serv. households;2016;151.0;12.0;0.0;-4.0;0.0;159;97.5
4306;AN211 Total land;Non-profit institutions serv. households;2017;159.0;11.0;0.0;-1.0;0.0;169;97.0
4307;AN211 Total land;Non-profit institutions serv. households;2018;169.0;9.0;0.0;15.0;0.0;193;105.1
4308;AN211 Total land;Non-profit institutions serv. households;2019;193.0;-2.0;0.0;-2.0;0.0;189;104.0
4309;AN211 Total land;Non-profit institutions serv. households;2020;189.0;2.0;0.0;-2.0;0.0;189;103.0
4310;AN211 Total land;Non-profit institutions serv. households;2021;189.0;7.0;0.0;0.0;0.0;196;103.0
4311;AN211 Total land;Non-profit institutions serv. households;2022;196.0;12.0;0.0;-2.0;0.0;206;102.0
4312;AN2111A Land beneath dwellings;Total all sectors;1995;117326.0;2347.0;0.0;1329.0;0.0;121001;79.8
4313;AN2111A Land beneath dwellings;Total all sectors;1996;121001.0;42841.0;0.0;2815.0;0.0;166658;81.2
4314;AN2111A Land beneath dwellings;Total all sectors;1997;166658.0;61200.0;0.0;2974.0;0.0;230832;82.2
4315;AN2111A Land beneath dwellings;Total all sectors;1998;230832.0;61604.0;-1.0;6898.0;0.0;299333;84.2
4316;AN2111A Land beneath dwellings;Total all sectors;1999;299333.0;107137.0;0.0;6957.0;0.0;413427;85.6
4317;AN2111A Land beneath dwellings;Total all sectors;2000;413427.0;137990.0;-1.0;6868.0;0.0;558284;86.7
4318;AN2111A Land beneath dwellings;Total all sectors;2001;558284.0;86796.0;0.0;5374.0;0.0;650454;87.4
4319;AN2111A Land beneath dwellings;Total all sectors;2002;650454.0;43975.0;0.0;7682.0;0.0;702110;88.4
4320;AN2111A Land beneath dwellings;Total all sectors;2003;702110.0;18069.0;0.0;7805.0;0.0;727986;89.3
4321;AN2111A Land beneath dwellings;Total all sectors;2004;727986.0;39650.0;0.0;7065.0;0.0;774701;90.1
4322;AN2111A Land beneath dwellings;Total all sectors;2005;774701.0;40023.0;0.0;5973.0;0.0;820696;90.8
4323;AN2111A Land beneath dwellings;Total all sectors;2006;820696.0;44441.0;0.0;7446.0;0.0;872582;91.6
4324;AN2111A Land beneath dwellings;Total all sectors;2007;872582.0;55778.0;0.0;8500.0;0.0;936858;92.4
4325;AN2111A Land beneath dwellings;Total all sectors;2008;936858.0;28491.0;0.0;4714.0;0.0;970063;92.9
4326;AN2111A Land beneath dwellings;Total all sectors;2009;970063.0;-84138.0;-1.0;7733.0;0.0;893656;93.7
4327;AN2111A Land beneath dwellings;Total all sectors;2010;893656.0;-49731.0;0.0;6202.0;0.0;850129;94.4
4328;AN2111A Land beneath dwellings;Total all sectors;2011;850129.0;-24021.0;1.0;8761.0;0.0;834869;95.4
4329;AN2111A Land beneath dwellings;Total all sectors;2012;834869.0;-100215.0;1.0;6914.0;0.0;741566;96.3
4330;AN2111A Land beneath dwellings;Total all sectors;2013;741566.0;-92671.0;0.0;9910.0;0.0;658804;97.7
4331;AN2111A Land beneath dwellings;Total all sectors;2014;658804.0;38327.0;0.0;9365.0;0.0;706497;99.1
4332;AN2111A Land beneath dwellings;Total all sectors;2015;706497.0;68836.0;-1.0;7386.0;0.0;782720;100.0
4333;AN2111A Land beneath dwellings;Total all sectors;2016;782720.0;89062.0;0.0;6455.0;-1.0;878236;100.7
4334;AN2111A Land beneath dwellings;Total all sectors;2017;878236.0;131318.0;0.0;7274.0;0.0;1016828;101.5
4335;AN2111A Land beneath dwellings;Total all sectors;2018;1016828.0;127431.0;0.0;9260.0;0.0;1153519;102.3
4336;AN2111A Land beneath dwellings;Total all sectors;2019;1153519.0;90213.0;0.0;11081.0;0.0;1254813;103.2
4337;AN2111A Land beneath dwellings;Total all sectors;2020;1254813.0;114646.0;0.0;12192.0;2.0;1381652;104.1
4338;AN2111A Land beneath dwellings;Total all sectors;2021;1381652.0;312685.0;0.0;11841.0;1.0;1706180;104.8
4339;AN2111A Land beneath dwellings;Total all sectors;2022;1706180.0;325035.0;0.0;13426.0;-2.0;2044640;105.5
4340;AN2111A Land beneath dwellings;The non-financial corporations sector;1995;27839.0;557.0;-129.0;-11.0;0.0;28256;99.9
4341;AN2111A Land beneath dwellings;The non-financial corporations sector;1996;28256.0;10004.0;-276.0;226.0;0.0;38209;99.8
4342;AN2111A Land beneath dwellings;The non-financial corporations sector;1997;38209.0;14031.0;-466.0;56.0;0.0;51830;99.0
4343;AN2111A Land beneath dwellings;The non-financial corporations sector;1998;51830.0;13832.0;-644.0;714.0;0.0;65732;99.1
4344;AN2111A Land beneath dwellings;The non-financial corporations sector;1999;65732.0;23527.0;-580.0;-172.0;0.0;88506;98.3
4345;AN2111A Land beneath dwellings;The non-financial corporations sector;2000;88506.0;29541.0;-1035.0;-448.0;0.0;116564;97.1
4346;AN2111A Land beneath dwellings;The non-financial corporations sector;2001;116564.0;18122.0;-619.0;295.0;0.0;134362;96.8
4347;AN2111A Land beneath dwellings;The non-financial corporations sector;2002;134362.0;9084.0;-883.0;888.0;0.0;143451;96.8
4348;AN2111A Land beneath dwellings;The non-financial corporations sector;2003;143451.0;3692.0;-618.0;-174.0;0.0;146351;96.3
4349;AN2111A Land beneath dwellings;The non-financial corporations sector;2004;146351.0;7971.0;-715.0;-232.0;0.0;153375;95.7
4350;AN2111A Land beneath dwellings;The non-financial corporations sector;2005;153375.0;7924.0;-1024.0;-274.0;0.0;160000;94.9
4351;AN2111A Land beneath dwellings;The non-financial corporations sector;2006;160000.0;8664.0;-991.0;-279.0;0.0;167394;94.2
4352;AN2111A Land beneath dwellings;The non-financial corporations sector;2007;167394.0;10700.0;-1024.0;-357.0;0.0;176713;93.5
4353;AN2111A Land beneath dwellings;The non-financial corporations sector;2008;176713.0;5374.0;-461.0;-603.0;0.0;181023;92.9
4354;AN2111A Land beneath dwellings;The non-financial corporations sector;2009;181023.0;-15701.0;-349.0;1516.0;0.0;166490;93.6
4355;AN2111A Land beneath dwellings;The non-financial corporations sector;2010;166490.0;-9265.0;-454.0;1866.0;0.0;158637;94.4
4356;AN2111A Land beneath dwellings;The non-financial corporations sector;2011;158637.0;-4482.0;-1073.0;3380.0;0.0;156461;95.9
4357;AN2111A Land beneath dwellings;The non-financial corporations sector;2012;156461.0;-18781.0;-865.0;2850.0;0.0;139664;97.2
4358;AN2111A Land beneath dwellings;The non-financial corporations sector;2013;139664.0;-17453.0;-1005.0;3311.0;0.0;124516;99.1
4359;AN2111A Land beneath dwellings;The non-financial corporations sector;2014;124516.0;7244.0;-1368.0;2562.0;0.0;132954;100.0
4360;AN2111A Land beneath dwellings;The non-financial corporations sector;2015;132954.0;12954.0;-1700.0;1744.0;0.0;145953;100.0
4361;AN2111A Land beneath dwellings;The non-financial corporations sector;2016;145953.0;16607.0;-2467.0;505.0;0.0;160598;98.8
4362;AN2111A Land beneath dwellings;The non-financial corporations sector;2017;160598.0;24013.0;-1517.0;482.0;0.0;183576;98.2
4363;AN2111A Land beneath dwellings;The non-financial corporations sector;2018;183576.0;23006.0;-1845.0;856.0;1.0;205594;97.8
4364;AN2111A Land beneath dwellings;The non-financial corporations sector;2019;205594.0;16079.0;-1545.0;194.0;0.0;220322;97.2
4365;AN2111A Land beneath dwellings;The non-financial corporations sector;2020;220322.0;20130.0;-2047.0;1034.0;0.0;239439;96.8
4366;AN2111A Land beneath dwellings;The non-financial corporations sector;2021;239439.0;54188.0;-1757.0;1521.0;0.0;293391;96.7
4367;AN2111A Land beneath dwellings;The non-financial corporations sector;2022;293391.0;55892.0;-1715.0;1186.0;-1.0;348753;96.5
4368;AN2111A Land beneath dwellings;Financial corporations;1995;4951.0;99.0;-99.0;-11.0;0.0;4940;143.3
4369;AN2111A Land beneath dwellings;Financial corporations;1996;4940.0;1749.0;-157.0;280.0;0.0;6813;146.0
4370;AN2111A Land beneath dwellings;Financial corporations;1997;6813.0;2502.0;-118.0;79.0;0.0;9276;145.4
4371;AN2111A Land beneath dwellings;Financial corporations;1998;9276.0;2476.0;-148.0;442.0;0.0;12046;149.0
4372;AN2111A Land beneath dwellings;Financial corporations;1999;12046.0;4312.0;-432.0;346.0;0.0;16272;148.2
4373;AN2111A Land beneath dwellings;Financial corporations;2000;16272.0;5431.0;-614.0;1343.0;0.0;22432;153.2
4374;AN2111A Land beneath dwellings;Financial corporations;2001;22432.0;3487.0;-871.0;833.0;0.0;25881;153.0
4375;AN2111A Land beneath dwellings;Financial corporations;2002;25881.0;1750.0;-910.0;964.0;0.0;27684;153.3
4376;AN2111A Land beneath dwellings;Financial corporations;2003;27684.0;712.0;-351.0;-399.0;0.0;27647;149.2
4377;AN2111A Land beneath dwellings;Financial corporations;2004;27647.0;1506.0;-1109.0;-162.0;0.0;27882;142.7
4378;AN2111A Land beneath dwellings;Financial corporations;2005;27882.0;1440.0;-1441.0;-327.0;0.0;27554;134.1
4379;AN2111A Land beneath dwellings;Financial corporations;2006;27554.0;1492.0;-808.0;-268.0;0.0;27970;129.2
4380;AN2111A Land beneath dwellings;Financial corporations;2007;27970.0;1788.0;-1191.0;-659.0;0.0;27908;121.1
4381;AN2111A Land beneath dwellings;Financial corporations;2008;27908.0;849.0;-426.0;-643.0;0.0;27687;116.6
4382;AN2111A Land beneath dwellings;Financial corporations;2009;27687.0;-2401.0;-342.0;-327.0;0.0;24616;113.5
4383;AN2111A Land beneath dwellings;Financial corporations;2010;24616.0;-1370.0;-1437.0;275.0;0.0;22085;107.9
4384;AN2111A Land beneath dwellings;Financial corporations;2011;22085.0;-624.0;-353.0;-178.0;0.0;20930;105.2
4385;AN2111A Land beneath dwellings;Financial corporations;2012;20930.0;-2512.0;-218.0;34.0;0.0;18233;104.1
4386;AN2111A Land beneath dwellings;Financial corporations;2013;18233.0;-2279.0;-17.0;213.0;0.0;16151;105.4
4387;AN2111A Land beneath dwellings;Financial corporations;2014;16151.0;940.0;-380.0;-48.0;0.0;16663;102.8
4388;AN2111A Land beneath dwellings;Financial corporations;2015;16663.0;1624.0;-72.0;-422.0;0.0;17793;100.0
4389;AN2111A Land beneath dwellings;Financial corporations;2016;17793.0;2025.0;28.0;210.0;-1.0;20055;101.2
4390;AN2111A Land beneath dwellings;Financial corporations;2017;20055.0;2999.0;-148.0;474.0;0.0;23380;102.6
4391;AN2111A Land beneath dwellings;Financial corporations;2018;23380.0;2930.0;-1104.0;1144.0;0.0;26350;102.8
4392;AN2111A Land beneath dwellings;Financial corporations;2019;26350.0;2061.0;-1478.0;1158.0;-1.0;28090;101.6
4393;AN2111A Land beneath dwellings;Financial corporations;2020;28090.0;2566.0;-742.0;628.0;1.0;30543;101.2
4394;AN2111A Land beneath dwellings;Financial corporations;2021;30543.0;6912.0;-293.0;194.0;1.0;37357;101.0
4395;AN2111A Land beneath dwellings;Financial corporations;2022;37357.0;7117.0;-111.0;-249.0;-1.0;44113;100.2
4396;AN2111A Land beneath dwellings;General government;1995;452.0;9.0;0.0;9.0;0.0;470;79.2
4397;AN2111A Land beneath dwellings;General government;1996;470.0;166.0;0.0;2.0;0.0;639;79.5
4398;AN2111A Land beneath dwellings;General government;1997;639.0;235.0;0.0;-17.0;0.0;857;78.0
4399;AN2111A Land beneath dwellings;General government;1998;857.0;229.0;0.0;6.0;0.0;1091;78.4
4400;AN2111A Land beneath dwellings;General government;1999;1091.0;391.0;0.0;-1.0;0.0;1482;78.4
4401;AN2111A Land beneath dwellings;General government;2000;1482.0;495.0;0.0;-25.0;0.0;1951;77.3
4402;AN2111A Land beneath dwellings;General government;2001;1951.0;303.0;0.0;4.0;0.0;2259;77.5
4403;AN2111A Land beneath dwellings;General government;2002;2259.0;153.0;0.0;28.0;0.0;2440;78.4
4404;AN2111A Land beneath dwellings;General government;2003;2440.0;63.0;0.0;0.0;0.0;2503;78.4
4405;AN2111A Land beneath dwellings;General government;2004;2503.0;136.0;0.0;-5.0;0.0;2634;78.2
4406;AN2111A Land beneath dwellings;General government;2005;2634.0;136.0;0.0;-3.0;0.0;2767;78.2
4407;AN2111A Land beneath dwellings;General government;2006;2767.0;150.0;0.0;40.0;0.0;2957;79.2
4408;AN2111A Land beneath dwellings;General government;2007;2957.0;189.0;0.0;144.0;0.0;3289;82.8
4409;AN2111A Land beneath dwellings;General government;2008;3289.0;100.0;0.0;88.0;0.0;3478;85.0
4410;AN2111A Land beneath dwellings;General government;2009;3478.0;-302.0;0.0;93.0;0.0;3268;87.5
4411;AN2111A Land beneath dwellings;General government;2010;3268.0;-182.0;0.0;69.0;0.0;3156;89.5
4412;AN2111A Land beneath dwellings;General government;2011;3156.0;-89.0;0.0;78.0;0.0;3145;91.7
4413;AN2111A Land beneath dwellings;General government;2012;3145.0;-377.0;0.0;85.0;0.0;2852;94.5
4414;AN2111A Land beneath dwellings;General government;2013;2852.0;-356.0;0.0;75.0;0.0;2570;97.3
4415;AN2111A Land beneath dwellings;General government;2014;2570.0;150.0;0.0;55.0;0.0;2775;99.3
4416;AN2111A Land beneath dwellings;General government;2015;2775.0;270.0;0.0;21.0;0.0;3067;100.0
4417;AN2111A Land beneath dwellings;General government;2016;3067.0;349.0;0.0;21.0;0.0;3437;100.6
4418;AN2111A Land beneath dwellings;General government;2017;3437.0;514.0;0.0;16.0;-1.0;3966;101.0
4419;AN2111A Land beneath dwellings;General government;2018;3966.0;497.0;0.0;2.0;0.0;4465;101.0
4420;AN2111A Land beneath dwellings;General government;2019;4465.0;349.0;0.0;-12.0;0.0;4802;100.8
4421;AN2111A Land beneath dwellings;General government;2020;4802.0;439.0;-1.0;0.0;1.0;5241;100.8
4422;AN2111A Land beneath dwellings;General government;2021;5241.0;1186.0;-2.0;-41.0;0.0;6384;100.1
4423;AN2111A Land beneath dwellings;General government;2022;6384.0;1216.0;0.0;-59.0;0.0;7541;99.3
4424;AN2111A Land beneath dwellings;Households including NPISHs;1995;84084.0;1682.0;228.0;1342.0;0.0;87335;73.2
4425;AN2111A Land beneath dwellings;Households including NPISHs;1996;87335.0;30922.0;433.0;2307.0;0.0;120997;74.9
4426;AN2111A Land beneath dwellings;Households including NPISHs;1997;120997.0;44432.0;584.0;2856.0;0.0;168869;76.4
