ID;BedrijfstakkenBranchesSBI2008;Perioden;PrijsindexArbeid_1;JaarmutatiePrijsVanArbeid_2
839;M-U Zakelijke en persoonlijke diensten;2013 januari - 2013 december;114.7;1.4
840;M-N Zakelijke dienstverlening;2001;89.6;
841;M-N Zakelijke dienstverlening;2002;92.7;3.5
842;M-N Zakelijke dienstverlening;2003;95.3;2.8
843;M-N Zakelijke dienstverlening;2004;96.4;1.2
844;M-N Zakelijke dienstverlening;2005;98.4;2.1
845;M-N Zakelijke dienstverlening;2006;100.0;1.6
846;M-N Zakelijke dienstverlening;2007;103.2;3.2
847;M-N Zakelijke dienstverlening;2008;106.0;2.7
848;M-N Zakelijke dienstverlening;2009;106.5;0.5
849;M-N Zakelijke dienstverlening;2010;105.9;-0.6
850;M-N Zakelijke dienstverlening;2011;108.6;2.5
851;M-N Zakelijke dienstverlening;2012;110.0;1.3
852;M-N Zakelijke dienstverlening;2013;112.6;2.4
853;M-N Zakelijke dienstverlening;2006 januari - 2006 december;100.0;1.6
854;M-N Zakelijke dienstverlening;2006 april - 2007 maart;101.0;
855;M-N Zakelijke dienstverlening;2006 juli - 2007 juni;101.7;
856;M-N Zakelijke dienstverlening;2006 oktober - 2007 september;102.5;
857;M-N Zakelijke dienstverlening;2007 januari - 2007 december;103.2;3.2
858;M-N Zakelijke dienstverlening;2007 april - 2008 maart;104.1;3.1
859;M-N Zakelijke dienstverlening;2007 juli - 2008 juni;105.1;3.3
860;M-N Zakelijke dienstverlening;2007 oktober - 2008 september;106.1;3.5
861;M-N Zakelijke dienstverlening;2008 januari - 2008 december;106.0;2.7
862;M-N Zakelijke dienstverlening;2008 april - 2009 maart;107.0;2.8
863;M-N Zakelijke dienstverlening;2008 juli - 2009 juni;107.7;2.5
864;M-N Zakelijke dienstverlening;2008 oktober - 2009 september;107.2;1.0
865;M-N Zakelijke dienstverlening;2009 januari - 2009 december;106.5;0.5
866;M-N Zakelijke dienstverlening;2009 april - 2010 maart;105.6;-1.3
867;M-N Zakelijke dienstverlening;2009 juli - 2010 juni;105.6;-1.9
868;M-N Zakelijke dienstverlening;2009 oktober - 2010 september;105.7;-1.4
869;M-N Zakelijke dienstverlening;2010 januari - 2010 december;105.9;-0.6
870;M-N Zakelijke dienstverlening;2010 april - 2011 maart;106.5;0.9
871;M-N Zakelijke dienstverlening;2010 juli - 2011 juni;106.9;1.2
872;M-N Zakelijke dienstverlening;2010 oktober - 2011 september;107.3;1.5
873;M-N Zakelijke dienstverlening;2011 januari - 2011 december;108.6;2.5
874;M-N Zakelijke dienstverlening;2011 april - 2012 maart;108.3;1.7
875;M-N Zakelijke dienstverlening;2011 juli - 2012 juni;108.7;1.7
876;M-N Zakelijke dienstverlening;2011 oktober - 2012 september;109.7;2.2
877;M-N Zakelijke dienstverlening;2012 januari - 2012 december;110.0;1.3
878;M-N Zakelijke dienstverlening;2012 april - 2013 maart;111.3;2.8
879;M-N Zakelijke dienstverlening;2012 juli - 2013 juni;112.1;3.1
880;M-N Zakelijke dienstverlening;2012 oktober - 2013 september;112.3;2.4
881;M-N Zakelijke dienstverlening;2013 januari - 2013 december;112.6;2.4
882;M Specialistische zakelijke diensten;2001;89.8;
883;M Specialistische zakelijke diensten;2002;93.6;4.2
884;M Specialistische zakelijke diensten;2003;96.6;3.2
885;M Specialistische zakelijke diensten;2004;97.0;0.4
886;M Specialistische zakelijke diensten;2005;99.3;2.4
887;M Specialistische zakelijke diensten;2006;100.0;0.7
888;M Specialistische zakelijke diensten;2007;102.5;2.5
889;M Specialistische zakelijke diensten;2008;106.0;3.4
890;M Specialistische zakelijke diensten;2009;105.8;-0.2
891;M Specialistische zakelijke diensten;2010;106.5;0.7
892;M Specialistische zakelijke diensten;2011;108.9;2.3
893;M Specialistische zakelijke diensten;2012;110.3;1.3
894;M Specialistische zakelijke diensten;2013;113.2;2.6
895;M Specialistische zakelijke diensten;2006 januari - 2006 december;100.0;0.7
896;M Specialistische zakelijke diensten;2006 april - 2007 maart;100.7;
897;M Specialistische zakelijke diensten;2006 juli - 2007 juni;101.2;
898;M Specialistische zakelijke diensten;2006 oktober - 2007 september;101.6;
899;M Specialistische zakelijke diensten;2007 januari - 2007 december;102.5;2.5
900;M Specialistische zakelijke diensten;2007 april - 2008 maart;103.8;3.1
901;M Specialistische zakelijke diensten;2007 juli - 2008 juni;105.0;3.8
902;M Specialistische zakelijke diensten;2007 oktober - 2008 september;105.7;4.0
903;M Specialistische zakelijke diensten;2008 januari - 2008 december;106.0;3.4
904;M Specialistische zakelijke diensten;2008 april - 2009 maart;106.7;2.8
905;M Specialistische zakelijke diensten;2008 juli - 2009 juni;107.4;2.3
906;M Specialistische zakelijke diensten;2008 oktober - 2009 september;107.1;1.3
907;M Specialistische zakelijke diensten;2009 januari - 2009 december;105.8;-0.2
908;M Specialistische zakelijke diensten;2009 april - 2010 maart;106.0;-0.7
909;M Specialistische zakelijke diensten;2009 juli - 2010 juni;106.3;-1.0
910;M Specialistische zakelijke diensten;2009 oktober - 2010 september;106.4;-0.7
911;M Specialistische zakelijke diensten;2010 januari - 2010 december;106.5;0.7
912;M Specialistische zakelijke diensten;2010 april - 2011 maart;106.7;0.7
913;M Specialistische zakelijke diensten;2010 juli - 2011 juni;106.9;0.6
914;M Specialistische zakelijke diensten;2010 oktober - 2011 september;107.3;0.8
915;M Specialistische zakelijke diensten;2011 januari - 2011 december;108.9;2.3
916;M Specialistische zakelijke diensten;2011 april - 2012 maart;108.5;1.7
917;M Specialistische zakelijke diensten;2011 juli - 2012 juni;108.6;1.6
918;M Specialistische zakelijke diensten;2011 oktober - 2012 september;109.8;2.3
919;M Specialistische zakelijke diensten;2012 januari - 2012 december;110.3;1.3
920;M Specialistische zakelijke diensten;2012 april - 2013 maart;111.8;3.0
921;M Specialistische zakelijke diensten;2012 juli - 2013 juni;112.7;3.8
922;M Specialistische zakelijke diensten;2012 oktober - 2013 september;112.8;2.7
923;M Specialistische zakelijke diensten;2013 januari - 2013 december;113.2;2.6
924;N Verhuur en overige zakelijke diensten;2001;89.5;
925;N Verhuur en overige zakelijke diensten;2002;91.5;2.2
926;N Verhuur en overige zakelijke diensten;2003;93.5;2.2
927;N Verhuur en overige zakelijke diensten;2004;95.6;2.2
928;N Verhuur en overige zakelijke diensten;2005;97.2;1.7
929;N Verhuur en overige zakelijke diensten;2006;100.0;2.9
930;N Verhuur en overige zakelijke diensten;2007;103.9;3.9
931;N Verhuur en overige zakelijke diensten;2008;106.0;2.0
932;N Verhuur en overige zakelijke diensten;2009;107.3;1.2
933;N Verhuur en overige zakelijke diensten;2010;104.9;-2.2
934;N Verhuur en overige zakelijke diensten;2011;108.1;3.1
935;N Verhuur en overige zakelijke diensten;2012;109.5;1.3
936;N Verhuur en overige zakelijke diensten;2013;111.9;2.2
937;N Verhuur en overige zakelijke diensten;2006 januari - 2006 december;100.0;2.9
938;N Verhuur en overige zakelijke diensten;2006 april - 2007 maart;101.4;
939;N Verhuur en overige zakelijke diensten;2006 juli - 2007 juni;102.3;
940;N Verhuur en overige zakelijke diensten;2006 oktober - 2007 september;103.5;
941;N Verhuur en overige zakelijke diensten;2007 januari - 2007 december;103.9;3.9
942;N Verhuur en overige zakelijke diensten;2007 april - 2008 maart;104.3;2.9
943;N Verhuur en overige zakelijke diensten;2007 juli - 2008 juni;105.3;2.9
944;N Verhuur en overige zakelijke diensten;2007 oktober - 2008 september;106.6;3.0
945;N Verhuur en overige zakelijke diensten;2008 januari - 2008 december;106.0;2.0
946;N Verhuur en overige zakelijke diensten;2008 april - 2009 maart;107.4;3.0
947;N Verhuur en overige zakelijke diensten;2008 juli - 2009 juni;108.1;2.7
948;N Verhuur en overige zakelijke diensten;2008 oktober - 2009 september;107.4;0.8
949;N Verhuur en overige zakelijke diensten;2009 januari - 2009 december;107.3;1.2
950;N Verhuur en overige zakelijke diensten;2009 april - 2010 maart;105.0;-2.2
951;N Verhuur en overige zakelijke diensten;2009 juli - 2010 juni;104.6;-3.2
952;N Verhuur en overige zakelijke diensten;2009 oktober - 2010 september;104.8;-2.4
953;N Verhuur en overige zakelijke diensten;2010 januari - 2010 december;104.9;-2.2
954;N Verhuur en overige zakelijke diensten;2010 april - 2011 maart;106.2;1.1
955;N Verhuur en overige zakelijke diensten;2010 juli - 2011 juni;106.8;2.1
956;N Verhuur en overige zakelijke diensten;2010 oktober - 2011 september;107.1;2.2
957;N Verhuur en overige zakelijke diensten;2011 januari - 2011 december;108.1;3.1
958;N Verhuur en overige zakelijke diensten;2011 april - 2012 maart;107.9;1.6
959;N Verhuur en overige zakelijke diensten;2011 juli - 2012 juni;108.6;1.7
960;N Verhuur en overige zakelijke diensten;2011 oktober - 2012 september;109.6;2.3
961;N Verhuur en overige zakelijke diensten;2012 januari - 2012 december;109.5;1.3
962;N Verhuur en overige zakelijke diensten;2012 april - 2013 maart;110.6;2.5
963;N Verhuur en overige zakelijke diensten;2012 juli - 2013 juni;111.4;2.6
964;N Verhuur en overige zakelijke diensten;2012 oktober - 2013 september;111.6;1.8
965;N Verhuur en overige zakelijke diensten;2013 januari - 2013 december;111.9;2.2
966;O-U Niet-commerciële dienstverlening;2001;85.7;
967;O-U Niet-commerciële dienstverlening;2002;89.4;4.3
968;O-U Niet-commerciële dienstverlening;2003;92.1;3.0
969;O-U Niet-commerciële dienstverlening;2004;94.7;2.8
970;O-U Niet-commerciële dienstverlening;2005;97.6;3.1
971;O-U Niet-commerciële dienstverlening;2006;100.0;2.5
972;O-U Niet-commerciële dienstverlening;2007;103.7;3.7
973;O-U Niet-commerciële dienstverlening;2008;107.0;3.2
974;O-U Niet-commerciële dienstverlening;2009;109.9;2.7
975;O-U Niet-commerciële dienstverlening;2010;111.7;1.6
976;O-U Niet-commerciële dienstverlening;2011;112.6;0.8
977;O-U Niet-commerciële dienstverlening;2012;114.7;1.9
978;O-U Niet-commerciële dienstverlening;2013;115.8;1.0
979;O-U Niet-commerciële dienstverlening;2006 januari - 2006 december;100.0;2.5
980;O-U Niet-commerciële dienstverlening;2006 april - 2007 maart;101.2;
981;O-U Niet-commerciële dienstverlening;2006 juli - 2007 juni;102.0;
982;O-U Niet-commerciële dienstverlening;2006 oktober - 2007 september;102.6;
983;O-U Niet-commerciële dienstverlening;2007 januari - 2007 december;103.7;3.7
984;O-U Niet-commerciële dienstverlening;2007 april - 2008 maart;104.6;3.4
985;O-U Niet-commerciële dienstverlening;2007 juli - 2008 juni;105.3;3.2
986;O-U Niet-commerciële dienstverlening;2007 oktober - 2008 september;105.6;2.9
987;O-U Niet-commerciële dienstverlening;2008 januari - 2008 december;107.0;3.2
988;O-U Niet-commerciële dienstverlening;2008 april - 2009 maart;107.4;2.7
989;O-U Niet-commerciële dienstverlening;2008 juli - 2009 juni;108.7;3.2
990;O-U Niet-commerciële dienstverlening;2008 oktober - 2009 september;109.2;3.4
991;O-U Niet-commerciële dienstverlening;2009 januari - 2009 december;109.9;2.7
992;O-U Niet-commerciële dienstverlening;2009 april - 2010 maart;110.3;2.7
993;O-U Niet-commerciële dienstverlening;2009 juli - 2010 juni;111.5;2.6
994;O-U Niet-commerciële dienstverlening;2009 oktober - 2010 september;111.6;2.2
995;O-U Niet-commerciële dienstverlening;2010 januari - 2010 december;111.7;1.6
996;O-U Niet-commerciële dienstverlening;2010 april - 2011 maart;111.6;1.2
997;O-U Niet-commerciële dienstverlening;2010 juli - 2011 juni;111.5;0.0
998;O-U Niet-commerciële dienstverlening;2010 oktober - 2011 september;111.6;0.0
999;O-U Niet-commerciële dienstverlening;2011 januari - 2011 december;112.6;0.8
1000;O-U Niet-commerciële dienstverlening;2011 april - 2012 maart;112.7;1.0
1001;O-U Niet-commerciële dienstverlening;2011 juli - 2012 juni;113.2;1.5
1002;O-U Niet-commerciële dienstverlening;2011 oktober - 2012 september;114.1;2.2
1003;O-U Niet-commerciële dienstverlening;2012 januari - 2012 december;114.7;1.9
1004;O-U Niet-commerciële dienstverlening;2012 april - 2013 maart;115.8;2.8
1005;O-U Niet-commerciële dienstverlening;2012 juli - 2013 juni;116.1;2.6
1006;O-U Niet-commerciële dienstverlening;2012 oktober - 2013 september;115.9;1.6
1007;O-U Niet-commerciële dienstverlening;2013 januari - 2013 december;115.8;1.0
1008;O-Q Overheid en zorg;2001;85.9;
1009;O-Q Overheid en zorg;2002;89.3;4.0
1010;O-Q Overheid en zorg;2003;91.9;2.9
1011;O-Q Overheid en zorg;2004;94.5;2.8
1012;O-Q Overheid en zorg;2005;97.5;3.2
1013;O-Q Overheid en zorg;2006;100.0;2.6
1014;O-Q Overheid en zorg;2007;103.8;3.8
1015;O-Q Overheid en zorg;2008;107.2;3.3
1016;O-Q Overheid en zorg;2009;110.2;2.8
1017;O-Q Overheid en zorg;2010;112.0;1.6
1018;O-Q Overheid en zorg;2011;112.9;0.8
1019;O-Q Overheid en zorg;2012;115.0;1.9
1020;O-Q Overheid en zorg;2013;116.1;1.0
1021;O-Q Overheid en zorg;2006 januari - 2006 december;100.0;2.6
1022;O-Q Overheid en zorg;2006 april - 2007 maart;101.2;
1023;O-Q Overheid en zorg;2006 juli - 2007 juni;102.0;
1024;O-Q Overheid en zorg;2006 oktober - 2007 september;102.6;
1025;O-Q Overheid en zorg;2007 januari - 2007 december;103.8;3.8
1026;O-Q Overheid en zorg;2007 april - 2008 maart;104.8;3.6
1027;O-Q Overheid en zorg;2007 juli - 2008 juni;105.5;3.4
1028;O-Q Overheid en zorg;2007 oktober - 2008 september;105.8;3.1
1029;O-Q Overheid en zorg;2008 januari - 2008 december;107.2;3.3
1030;O-Q Overheid en zorg;2008 april - 2009 maart;107.6;2.7
1031;O-Q Overheid en zorg;2008 juli - 2009 juni;108.9;3.2
1032;O-Q Overheid en zorg;2008 oktober - 2009 september;109.4;3.4
1033;O-Q Overheid en zorg;2009 januari - 2009 december;110.2;2.8
1034;O-Q Overheid en zorg;2009 april - 2010 maart;110.6;2.8
1035;O-Q Overheid en zorg;2009 juli - 2010 juni;111.8;2.7
1036;O-Q Overheid en zorg;2009 oktober - 2010 september;111.9;2.3
1037;O-Q Overheid en zorg;2010 januari - 2010 december;112.0;1.6
1038;O-Q Overheid en zorg;2010 april - 2011 maart;111.9;1.2
1039;O-Q Overheid en zorg;2010 juli - 2011 juni;111.7;-0.1
1040;O-Q Overheid en zorg;2010 oktober - 2011 september;111.9;0.0
1041;O-Q Overheid en zorg;2011 januari - 2011 december;112.9;0.8
1042;O-Q Overheid en zorg;2011 april - 2012 maart;113.0;1.0
1043;O-Q Overheid en zorg;2011 juli - 2012 juni;113.5;1.6
1044;O-Q Overheid en zorg;2011 oktober - 2012 september;114.4;2.2
1045;O-Q Overheid en zorg;2012 januari - 2012 december;115.0;1.9
1046;O-Q Overheid en zorg;2012 april - 2013 maart;116.1;2.7
1047;O-Q Overheid en zorg;2012 juli - 2013 juni;116.3;2.5
1048;O-Q Overheid en zorg;2012 oktober - 2013 september;116.2;1.6
1049;O-Q Overheid en zorg;2013 januari - 2013 december;116.1;1.0
1050;O Openbaar bestuur en overheidsdiensten;2001;86.1;
1051;O Openbaar bestuur en overheidsdiensten;2002;89.3;3.7
1052;O Openbaar bestuur en overheidsdiensten;2003;90.8;1.7
1053;O Openbaar bestuur en overheidsdiensten;2004;94.5;4.1
1054;O Openbaar bestuur en overheidsdiensten;2005;96.8;2.4
1055;O Openbaar bestuur en overheidsdiensten;2006;100.0;3.3
1056;O Openbaar bestuur en overheidsdiensten;2007;103.7;3.7
1057;O Openbaar bestuur en overheidsdiensten;2008;107.5;3.7
1058;O Openbaar bestuur en overheidsdiensten;2009;109.6;2.0
1059;O Openbaar bestuur en overheidsdiensten;2010;109.2;-0.4
1060;O Openbaar bestuur en overheidsdiensten;2011;108.5;-0.6
1061;O Openbaar bestuur en overheidsdiensten;2012;111.3;2.6
1062;O Openbaar bestuur en overheidsdiensten;2013;110.2;-1.0
1063;O Openbaar bestuur en overheidsdiensten;2006 januari - 2006 december;100.0;3.3
1064;O Openbaar bestuur en overheidsdiensten;2006 april - 2007 maart;101.2;
1065;O Openbaar bestuur en overheidsdiensten;2006 juli - 2007 juni;102.0;
1066;O Openbaar bestuur en overheidsdiensten;2006 oktober - 2007 september;102.5;
1067;O Openbaar bestuur en overheidsdiensten;2007 januari - 2007 december;103.7;3.7
1068;O Openbaar bestuur en overheidsdiensten;2007 april - 2008 maart;104.9;3.7
1069;O Openbaar bestuur en overheidsdiensten;2007 juli - 2008 juni;105.5;3.4
1070;O Openbaar bestuur en overheidsdiensten;2007 oktober - 2008 september;105.6;3.0
1071;O Openbaar bestuur en overheidsdiensten;2008 januari - 2008 december;107.5;3.7
1072;O Openbaar bestuur en overheidsdiensten;2008 april - 2009 maart;107.6;2.6
1073;O Openbaar bestuur en overheidsdiensten;2008 juli - 2009 juni;108.9;3.2
1074;O Openbaar bestuur en overheidsdiensten;2008 oktober - 2009 september;109.1;3.3
1075;O Openbaar bestuur en overheidsdiensten;2009 januari - 2009 december;109.6;2.0
1076;O Openbaar bestuur en overheidsdiensten;2009 april - 2010 maart;109.5;1.8
1077;O Openbaar bestuur en overheidsdiensten;2009 juli - 2010 juni;110.1;1.1
1078;O Openbaar bestuur en overheidsdiensten;2009 oktober - 2010 september;109.4;0.3
1079;O Openbaar bestuur en overheidsdiensten;2010 januari - 2010 december;109.2;-0.4
1080;O Openbaar bestuur en overheidsdiensten;2010 april - 2011 maart;109.1;-0.4
1081;O Openbaar bestuur en overheidsdiensten;2010 juli - 2011 juni;108.3;-1.6
1082;O Openbaar bestuur en overheidsdiensten;2010 oktober - 2011 september;107.9;-1.4
1083;O Openbaar bestuur en overheidsdiensten;2011 januari - 2011 december;108.5;-0.6
1084;O Openbaar bestuur en overheidsdiensten;2011 april - 2012 maart;108.6;-0.5
1085;O Openbaar bestuur en overheidsdiensten;2011 juli - 2012 juni;109.2;0.8
1086;O Openbaar bestuur en overheidsdiensten;2011 oktober - 2012 september;110.2;2.1
1087;O Openbaar bestuur en overheidsdiensten;2012 januari - 2012 december;111.3;2.6
1088;O Openbaar bestuur en overheidsdiensten;2012 april - 2013 maart;111.8;2.9
1089;O Openbaar bestuur en overheidsdiensten;2012 juli - 2013 juni;111.5;2.1
1090;O Openbaar bestuur en overheidsdiensten;2012 oktober - 2013 september;110.8;0.5
1091;O Openbaar bestuur en overheidsdiensten;2013 januari - 2013 december;110.2;-1.0
1092;P Onderwijs;2001;84.9;
1093;P Onderwijs;2002;88.1;3.8
1094;P Onderwijs;2003;90.5;2.7
1095;P Onderwijs;2004;94.3;4.2
1096;P Onderwijs;2005;98.1;4.0
1097;P Onderwijs;2006;100.0;1.9
1098;P Onderwijs;2007;104.1;4.1
1099;P Onderwijs;2008;105.7;1.5
1100;P Onderwijs;2009;111.4;5.4
1101;P Onderwijs;2010;115.1;3.3
1102;P Onderwijs;2011;116.2;1.0
1103;P Onderwijs;2012;116.8;0.5
1104;P Onderwijs;2013;116.2;-0.5
1105;P Onderwijs;2006 januari - 2006 december;100.0;1.9
1106;P Onderwijs;2006 april - 2007 maart;100.9;
1107;P Onderwijs;2006 juli - 2007 juni;101.6;
1108;P Onderwijs;2006 oktober - 2007 september;102.4;
1109;P Onderwijs;2007 januari - 2007 december;104.1;4.1
1110;P Onderwijs;2007 april - 2008 maart;104.8;3.9
1111;P Onderwijs;2007 juli - 2008 juni;105.2;3.5
1112;P Onderwijs;2007 oktober - 2008 september;104.5;2.1
1113;P Onderwijs;2008 januari - 2008 december;105.7;1.5
1114;P Onderwijs;2008 april - 2009 maart;107.1;2.2
1115;P Onderwijs;2008 juli - 2009 juni;109.1;3.7
1116;P Onderwijs;2008 oktober - 2009 september;110.3;5.6
1117;P Onderwijs;2009 januari - 2009 december;111.4;5.4
1118;P Onderwijs;2009 april - 2010 maart;112.0;4.6
1119;P Onderwijs;2009 juli - 2010 juni;113.7;4.2
1120;P Onderwijs;2009 oktober - 2010 september;114.8;4.1
1121;P Onderwijs;2010 januari - 2010 december;115.1;3.3
1122;P Onderwijs;2010 april - 2011 maart;115.1;2.8
1123;P Onderwijs;2010 juli - 2011 juni;115.1;1.2
1124;P Onderwijs;2010 oktober - 2011 september;115.4;0.5
1125;P Onderwijs;2011 januari - 2011 december;116.2;1.0
1126;P Onderwijs;2011 april - 2012 maart;116.2;1.0
1127;P Onderwijs;2011 juli - 2012 juni;116.4;1.1
1128;P Onderwijs;2011 oktober - 2012 september;116.9;1.3
1129;P Onderwijs;2012 januari - 2012 december;116.8;0.5
1130;P Onderwijs;2012 april - 2013 maart;117.5;1.1
1131;P Onderwijs;2012 juli - 2013 juni;117.4;0.9
1132;P Onderwijs;2012 oktober - 2013 september;117.0;0.1
1133;P Onderwijs;2013 januari - 2013 december;116.2;-0.5
1134;Q Gezondheids- en welzijnszorg;2001;86.3;
1135;Q Gezondheids- en welzijnszorg;2002;90.1;4.4
1136;Q Gezondheids- en welzijnszorg;2003;93.7;4.0
1137;Q Gezondheids- en welzijnszorg;2004;94.6;1.0
1138;Q Gezondheids- en welzijnszorg;2005;97.8;3.4
1139;Q Gezondheids- en welzijnszorg;2006;100.0;2.2
1140;Q Gezondheids- en welzijnszorg;2007;103.7;3.7
1141;Q Gezondheids- en welzijnszorg;2008;107.9;4.1
1142;Q Gezondheids- en welzijnszorg;2009;109.8;1.8
1143;Q Gezondheids- en welzijnszorg;2010;112.2;2.2
1144;Q Gezondheids- en welzijnszorg;2011;114.0;1.6
1145;Q Gezondheids- en welzijnszorg;2012;116.6;2.3
1146;Q Gezondheids- en welzijnszorg;2013;120.0;2.9
1147;Q Gezondheids- en welzijnszorg;2006 januari - 2006 december;100.0;2.2
1148;Q Gezondheids- en welzijnszorg;2006 april - 2007 maart;101.4;
1149;Q Gezondheids- en welzijnszorg;2006 juli - 2007 juni;102.3;
1150;Q Gezondheids- en welzijnszorg;2006 oktober - 2007 september;102.8;
1151;Q Gezondheids- en welzijnszorg;2007 januari - 2007 december;103.7;3.7
1152;Q Gezondheids- en welzijnszorg;2007 april - 2008 maart;104.7;3.3
1153;Q Gezondheids- en welzijnszorg;2007 juli - 2008 juni;105.6;3.2
1154;Q Gezondheids- en welzijnszorg;2007 oktober - 2008 september;106.6;3.7
1155;Q Gezondheids- en welzijnszorg;2008 januari - 2008 december;107.9;4.1
1156;Q Gezondheids- en welzijnszorg;2008 april - 2009 maart;107.8;3.0
1157;Q Gezondheids- en welzijnszorg;2008 juli - 2009 juni;108.8;3.0
1158;Q Gezondheids- en welzijnszorg;2008 oktober - 2009 september;109.2;2.4
1159;Q Gezondheids- en welzijnszorg;2009 januari - 2009 december;109.8;1.8
1160;Q Gezondheids- en welzijnszorg;2009 april - 2010 maart;110.4;2.4
1161;Q Gezondheids- en welzijnszorg;2009 juli - 2010 juni;111.8;2.8
1162;Q Gezondheids- en welzijnszorg;2009 oktober - 2010 september;111.9;2.5
1163;Q Gezondheids- en welzijnszorg;2010 januari - 2010 december;112.2;2.2
1164;Q Gezondheids- en welzijnszorg;2010 april - 2011 maart;112.0;1.4
1165;Q Gezondheids- en welzijnszorg;2010 juli - 2011 juni;112.2;0.4
1166;Q Gezondheids- en welzijnszorg;2010 oktober - 2011 september;112.6;0.6
1167;Q Gezondheids- en welzijnszorg;2011 januari - 2011 december;114.0;1.6
1168;Q Gezondheids- en welzijnszorg;2011 april - 2012 maart;114.2;2.0
1169;Q Gezondheids- en welzijnszorg;2011 juli - 2012 juni;114.9;2.4
1170;Q Gezondheids- en welzijnszorg;2011 oktober - 2012 september;116.0;3.0
1171;Q Gezondheids- en welzijnszorg;2012 januari - 2012 december;116.6;2.3
1172;Q Gezondheids- en welzijnszorg;2012 april - 2013 maart;118.3;3.6
1173;Q Gezondheids- en welzijnszorg;2012 juli - 2013 juni;119.1;3.7
1174;Q Gezondheids- en welzijnszorg;2012 oktober - 2013 september;119.5;3.0
1175;Q Gezondheids- en welzijnszorg;2013 januari - 2013 december;120.0;2.9
1176;R-U Cultuur, recreatie, overige diensten;2001;84.5;
1177;R-U Cultuur, recreatie, overige diensten;2002;89.8;6.3
1178;R-U Cultuur, recreatie, overige diensten;2003;94.4;5.1
1179;R-U Cultuur, recreatie, overige diensten;2004;96.9;2.6
1180;R-U Cultuur, recreatie, overige diensten;2005;98.1;1.2
1181;R-U Cultuur, recreatie, overige diensten;2006;100.0;1.9
1182;R-U Cultuur, recreatie, overige diensten;2007;102.3;2.3
1183;R-U Cultuur, recreatie, overige diensten;2008;104.5;2.2
1184;R-U Cultuur, recreatie, overige diensten;2009;107.2;2.6
1185;R-U Cultuur, recreatie, overige diensten;2010;108.2;0.9
1186;R-U Cultuur, recreatie, overige diensten;2011;109.8;1.5
1187;R-U Cultuur, recreatie, overige diensten;2012;111.0;1.1
1188;R-U Cultuur, recreatie, overige diensten;2013;113.0;1.8
1189;R-U Cultuur, recreatie, overige diensten;2006 januari - 2006 december;100.0;1.9
1190;R-U Cultuur, recreatie, overige diensten;2006 april - 2007 maart;100.9;
1191;R-U Cultuur, recreatie, overige diensten;2006 juli - 2007 juni;101.4;
1192;R-U Cultuur, recreatie, overige diensten;2006 oktober - 2007 september;102.0;
1193;R-U Cultuur, recreatie, overige diensten;2007 januari - 2007 december;102.3;2.3
1194;R-U Cultuur, recreatie, overige diensten;2007 april - 2008 maart;102.8;1.9
1195;R-U Cultuur, recreatie, overige diensten;2007 juli - 2008 juni;103.3;1.9
1196;R-U Cultuur, recreatie, overige diensten;2007 oktober - 2008 september;103.5;1.5
1197;R-U Cultuur, recreatie, overige diensten;2008 januari - 2008 december;104.5;2.2
1198;R-U Cultuur, recreatie, overige diensten;2008 april - 2009 maart;105.4;2.5
1199;R-U Cultuur, recreatie, overige diensten;2008 juli - 2009 juni;106.5;3.1
1200;R-U Cultuur, recreatie, overige diensten;2008 oktober - 2009 september;106.9;3.3
1201;R-U Cultuur, recreatie, overige diensten;2009 januari - 2009 december;107.2;2.6
1202;R-U Cultuur, recreatie, overige diensten;2009 april - 2010 maart;107.4;1.9
1203;R-U Cultuur, recreatie, overige diensten;2009 juli - 2010 juni;108.2;1.6
1204;R-U Cultuur, recreatie, overige diensten;2009 oktober - 2010 september;108.2;1.2
1205;R-U Cultuur, recreatie, overige diensten;2010 januari - 2010 december;108.2;0.9
1206;R-U Cultuur, recreatie, overige diensten;2010 april - 2011 maart;108.3;0.8
1207;R-U Cultuur, recreatie, overige diensten;2010 juli - 2011 juni;108.5;0.3
1208;R-U Cultuur, recreatie, overige diensten;2010 oktober - 2011 september;108.9;0.6
1209;R-U Cultuur, recreatie, overige diensten;2011 januari - 2011 december;109.8;1.5
1210;R-U Cultuur, recreatie, overige diensten;2011 april - 2012 maart;109.8;1.4
1211;R-U Cultuur, recreatie, overige diensten;2011 juli - 2012 juni;110.1;1.5
1212;R-U Cultuur, recreatie, overige diensten;2011 oktober - 2012 september;110.8;1.7
1213;R-U Cultuur, recreatie, overige diensten;2012 januari - 2012 december;111.0;1.1
1214;R-U Cultuur, recreatie, overige diensten;2012 april - 2013 maart;112.6;2.6
1215;R-U Cultuur, recreatie, overige diensten;2012 juli - 2013 juni;112.9;2.5
1216;R-U Cultuur, recreatie, overige diensten;2012 oktober - 2013 september;112.9;1.9
1217;R-U Cultuur, recreatie, overige diensten;2013 januari - 2013 december;113.0;1.8
