ID;Instellingen;Bedrijfsomvang;Perioden;TotaalUitgavenEigenRD_1;Totaal_2;BrutoLoonkosten_3;OverigeExploitatiekosten_4;Totaal_5;Gebouwen_6;OverigeInvesteringen_7;Totaal_8;Onderzoekers_9;Assistenten_10;OverigPersoneel_11;TotaalVrouwen_12;Onderzoekers_13;Assistenten_14;OverigPersoneel_15;ArbeidsjarenTotaal_16;Onderzoekers_17;Assistenten_18;OverigPersoneel_19;InstellingenMetEigenRD_20
135;Instellingen voor zorg en welzijn;Totaal (10 en meer) werkzame personen;2005;94.0;89.0;60.0;29.0;5.0;0.0;5.0;1469.0;822.0;440.0;207.0;688.0;371.0;193.0;124.0;1197.0;691.0;359.0;147.0;24.0
136;Instellingen voor zorg en welzijn;Totaal (10 en meer) werkzame personen;2006;104.0;;;;;;;1835.0;1008.0;542.0;285.0;1089.0;548.0;385.0;156.0;1461.0;802.0;416.0;242.0;32.0
137;Instellingen voor zorg en welzijn;Totaal (10 en meer) werkzame personen;2007;116.0;106.0;77.0;28.0;10.0;4.0;6.0;1501.0;794.0;452.0;255.0;835.0;417.0;258.0;160.0;1216.0;671.0;334.0;209.0;31.0
138;Instellingen voor zorg en welzijn;Totaal (10 en meer) werkzame personen;2008;111.0;;;;;;;1454.0;694.0;473.0;287.0;;;;;1147.0;586.0;337.0;223.0;25.0
139;Instellingen voor zorg en welzijn;Totaal (10 en meer) werkzame personen;2009;109.0;98.0;67.0;31.0;11.0;6.0;5.0;1207.0;699.0;335.0;173.0;699.0;367.0;222.0;110.0;1002.0;604.0;262.0;136.0;16.0
140;Instellingen voor zorg en welzijn;Totaal (10 en meer) werkzame personen;2010;125.0;;;;;;;1407.0;770.0;;;815.0;408.0;283.0;124.0;1123.0;679.0;;;15.0
141;Instellingen voor zorg en welzijn;Totaal (10 en meer) werkzame personen;2011;142.0;134.0;98.0;36.0;7.0;7.0;0.0;2143.0;1215.0;713.0;215.0;1261.0;644.0;472.0;145.0;1340.0;746.0;428.0;166.0;24.0
142;Instellingen voor zorg en welzijn;Totaal (10 en meer) werkzame personen;2012;206.0;198.0;151.0;47.0;8.0;6.0;2.0;2404.0;1543.0;;861.0;1496.0;910.0;;587.0;1870.0;1212.0;;658.0;27.0
143;Instellingen voor zorg en welzijn;10 tot 50 werkzame personen;2002;4.0;4.0;3.0;1.0;0.0;0.0;0.0;85.0;53.0;16.0;16.0;;;;;53.0;36.0;7.0;10.0;5.0
144;Instellingen voor zorg en welzijn;10 tot 50 werkzame personen;2003;6.0;6.0;5.0;1.0;0.0;0.0;0.0;106.0;60.0;39.0;7.0;35.0;22.0;9.0;4.0;91.0;50.0;35.0;5.0;7.0
145;Instellingen voor zorg en welzijn;10 tot 50 werkzame personen;2004;14.0;13.0;9.0;4.0;1.0;0.0;0.0;;;;;;;;;;;;;11.0
146;Instellingen voor zorg en welzijn;10 tot 50 werkzame personen;2005;15.0;14.0;10.0;4.0;0.0;0.0;0.0;285.0;169.0;74.0;42.0;;;;;212.0;125.0;58.0;29.0;12.0
147;Instellingen voor zorg en welzijn;10 tot 50 werkzame personen;2006;10.0;;;;;;;206.0;124.0;50.0;32.0;127.0;68.0;37.0;22.0;136.0;81.0;32.0;22.0;11.0
148;Instellingen voor zorg en welzijn;10 tot 50 werkzame personen;2007;6.0;6.0;4.0;2.0;0.0;;;134.0;93.0;19.0;22.0;91.0;57.0;13.0;21.0;93.0;68.0;11.0;13.0;10.0
149;Instellingen voor zorg en welzijn;10 tot 50 werkzame personen;2008;7.0;;;;;;;129.0;73.0;;;;;;;;52.0;;;7.0
150;Instellingen voor zorg en welzijn;10 tot 50 werkzame personen;2009;0.0;;0.0;;;;;;;;;;;;;8.0;7.0;;;4.0
151;Instellingen voor zorg en welzijn;10 tot 50 werkzame personen;2010;;;;;;;;;;;0.0;;;;0.0;;;;0.0;2.0
152;Instellingen voor zorg en welzijn;10 tot 50 werkzame personen;2011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;;1.0;2.0;1.0;0.0;1.0;2.0;1.0;0.0;1.0;1.0
153;Instellingen voor zorg en welzijn;10 tot 50 werkzame personen;2012;;;;;;;;;;;;;;;;;;;;
154;Instellingen voor zorg en welzijn;50 tot 250 werkzame personen;2002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0
155;Instellingen voor zorg en welzijn;50 tot 250 werkzame personen;2003;14.0;14.0;11.0;4.0;0.0;0.0;0.0;217.0;116.0;12.0;89.0;142.0;74.0;9.0;59.0;170.0;105.0;11.0;53.0;4.0
156;Instellingen voor zorg en welzijn;50 tot 250 werkzame personen;2004;5.0;5.0;5.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;4.0
157;Instellingen voor zorg en welzijn;50 tot 250 werkzame personen;2005;23.0;22.0;16.0;6.0;1.0;0.0;1.0;440.0;255.0;69.0;116.0;;;;;342.0;203.0;56.0;83.0;8.0
158;Instellingen voor zorg en welzijn;50 tot 250 werkzame personen;2006;27.0;;;;;;;615.0;330.0;167.0;118.0;385.0;198.0;125.0;62.0;464.0;255.0;103.0;106.0;11.0
159;Instellingen voor zorg en welzijn;50 tot 250 werkzame personen;2007;22.0;20.0;16.0;4.0;1.0;;;360.0;214.0;63.0;83.0;249.0;139.0;56.0;54.0;287.0;172.0;48.0;67.0;9.0
160;Instellingen voor zorg en welzijn;50 tot 250 werkzame personen;2008;10.0;;;;;;;136.0;69.0;;;;;;;;54.0;;;8.0
161;Instellingen voor zorg en welzijn;50 tot 250 werkzame personen;2009;20.0;18.0;13.0;5.0;1.0;;;;;;;;;;;216.0;154.0;;;5.0
162;Instellingen voor zorg en welzijn;50 tot 250 werkzame personen;2010;;;;;;;;347.0;;;;;;;33.0;233.0;;;;5.0
163;Instellingen voor zorg en welzijn;50 tot 250 werkzame personen;2011;25.0;25.0;19.0;5.0;1.0;1.0;0.0;418.0;240.0;143.0;35.0;273.0;139.0;102.0;32.0;254.0;153.0;79.0;23.0;4.0
164;Instellingen voor zorg en welzijn;50 tot 250 werkzame personen;2012;78.0;75.0;58.0;17.0;4.0;2.0;2.0;1017.0;762.0;;255.0;725.0;510.0;;215.0;704.0;564.0;;140.0;8.0
165;Instellingen voor zorg en welzijn;250 en meer werkzame personen;2002;57.0;56.0;37.0;19.0;1.0;0.0;1.0;891.0;418.0;378.0;95.0;;;;;841.0;398.0;352.0;91.0;3.0
166;Instellingen voor zorg en welzijn;250 en meer werkzame personen;2003;74.0;70.0;49.0;21.0;4.0;0.0;4.0;1616.0;918.0;440.0;258.0;623.0;404.0;139.0;80.0;1073.0;559.0;362.0;152.0;8.0
167;Instellingen voor zorg en welzijn;250 en meer werkzame personen;2004;69.0;60.0;42.0;18.0;9.0;4.0;5.0;1215.0;680.0;347.0;188.0;483.0;270.0;108.0;105.0;883.0;498.0;286.0;99.0;10.0
168;Instellingen voor zorg en welzijn;250 en meer werkzame personen;2005;56.0;52.0;33.0;19.0;4.0;0.0;4.0;744.0;398.0;297.0;49.0;;;;;643.0;363.0;245.0;35.0;4.0
169;Instellingen voor zorg en welzijn;250 en meer werkzame personen;2006;66.0;;;;;;;1014.0;554.0;325.0;135.0;577.0;282.0;223.0;72.0;861.0;467.0;281.0;114.0;10.0
170;Instellingen voor zorg en welzijn;250 en meer werkzame personen;2007;88.0;79.0;57.0;22.0;9.0;3.0;5.0;1007.0;487.0;370.0;150.0;495.0;221.0;189.0;85.0;836.0;432.0;276.0;128.0;12.0
171;Instellingen voor zorg en welzijn;250 en meer werkzame personen;2008;95.0;;;;;;;1189.0;552.0;;;;;;;;481.0;;;10.0
172;Instellingen voor zorg en welzijn;250 en meer werkzame personen;2009;89.0;;54.0;;;;;;;;;;;;;779.0;443.0;;;7.0
173;Instellingen voor zorg en welzijn;250 en meer werkzame personen;2010;;;;;;;;;;;159.0;553.0;;;91.0;;;;;8.0
174;Instellingen voor zorg en welzijn;250 en meer werkzame personen;2011;116.0;110.0;79.0;31.0;7.0;7.0;0.0;1723.0;974.0;570.0;178.0;986.0;504.0;370.0;112.0;1084.0;593.0;349.0;142.0;19.0
175;Instellingen voor zorg en welzijn;250 en meer werkzame personen;2012;128.0;124.0;93.0;30.0;5.0;5.0;0.0;1387.0;781.0;;606.0;771.0;400.0;;371.0;1166.0;649.0;;517.0;19.0
176;Overige instellingen;Totaal (10 en meer) werkzame personen;2002;20.0;19.0;13.0;7.0;0.0;0.0;0.0;287.0;170.0;38.0;79.0;;;;;229.0;141.0;27.0;61.0;13.0
177;Overige instellingen;Totaal (10 en meer) werkzame personen;2003;33.0;32.0;25.0;7.0;1.0;0.0;1.0;583.0;436.0;56.0;91.0;166.0;101.0;17.0;48.0;387.0;289.0;42.0;60.0;29.0
178;Overige instellingen;Totaal (10 en meer) werkzame personen;2004;29.0;28.0;21.0;7.0;1.0;0.0;1.0;476.0;352.0;48.0;76.0;178.0;110.0;22.0;46.0;325.0;230.0;36.0;59.0;44.0
179;Overige instellingen;Totaal (10 en meer) werkzame personen;2005;30.0;28.0;19.0;9.0;2.0;0.0;2.0;517.0;350.0;88.0;79.0;234.0;142.0;47.0;45.0;315.0;201.0;49.0;66.0;36.0
180;Overige instellingen;Totaal (10 en meer) werkzame personen;2006;36.0;;;;;;;451.0;309.0;49.0;93.0;194.0;123.0;20.0;51.0;300.0;196.0;33.0;70.0;24.0
181;Overige instellingen;Totaal (10 en meer) werkzame personen;2007;27.0;24.0;18.0;5.0;3.0;2.0;1.0;482.0;333.0;50.0;99.0;213.0;137.0;22.0;54.0;304.0;190.0;36.0;79.0;22.0
182;Overige instellingen;Totaal (10 en meer) werkzame personen;2008;20.0;;;;;;;336.0;188.0;81.0;67.0;;;;;229.0;128.0;54.0;47.0;20.0
183;Overige instellingen;Totaal (10 en meer) werkzame personen;2009;15.0;15.0;11.0;4.0;0.0;0.0;0.0;382.0;234.0;64.0;84.0;156.0;95.0;13.0;48.0;197.0;117.0;41.0;38.0;14.0
184;Overige instellingen;Totaal (10 en meer) werkzame personen;2010;14.0;;;;;;;303.0;227.0;;;142.0;94.0;;;159.0;123.0;;;8.0
185;Overige instellingen;Totaal (10 en meer) werkzame personen;2011;11.0;11.0;10.0;2.0;0.0;0.0;0.0;229.0;163.0;34.0;32.0;113.0;71.0;20.0;22.0;164.0;119.0;20.0;26.0;11.0
186;Overige instellingen;Totaal (10 en meer) werkzame personen;2012;9.0;9.0;6.0;2.0;0.0;0.0;0.0;209.0;153.0;;56.0;92.0;53.0;;39.0;112.0;86.0;;25.0;14.0
187;Overige instellingen;10 tot 50 werkzame personen;2002;;;;;;;;;;;;;;;;;;;;
188;Overige instellingen;10 tot 50 werkzame personen;2003;3.0;3.0;3.0;0.0;0.0;0.0;0.0;60.0;46.0;0.0;14.0;8.0;3.0;0.0;5.0;39.0;39.0;0.0;0.0;5.0
189;Overige instellingen;10 tot 50 werkzame personen;2004;3.0;3.0;2.0;1.0;0.0;0.0;0.0;;;;;;;;;;;;;12.0
190;Overige instellingen;10 tot 50 werkzame personen;2005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
191;Overige instellingen;10 tot 50 werkzame personen;2006;14.0;;;;;;;82.0;59.0;7.0;16.0;23.0;13.0;1.0;9.0;58.0;42.0;5.0;10.0;12.0
192;Overige instellingen;10 tot 50 werkzame personen;2007;4.0;;3.0;;;;;73.0;44.0;5.0;24.0;26.0;13.0;;;54.0;35.0;;;8.0
193;Overige instellingen;10 tot 50 werkzame personen;2008;5.0;;;;;;;99.0;56.0;;;;;;;;32.0;;;8.0
194;Overige instellingen;10 tot 50 werkzame personen;2009;1.0;;1.0;;;;;;;;;;;;;14.0;10.0;;;4.0
195;Overige instellingen;10 tot 50 werkzame personen;2010;0.0;;;;;;;;;;0.0;;;0.0;0.0;;;;0.0;1.0
196;Overige instellingen;10 tot 50 werkzame personen;2011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14.0;10.0;4.0;;4.0;3.0;1.0;0.0;13.0;9.0;4.0;;3.0
197;Overige instellingen;10 tot 50 werkzame personen;2012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;0.0;0.0;0.0;;0.0;0.0
198;Overige instellingen;50 tot 250 werkzame personen;2002;;;;;;;;;;;;;;;;;;;;
199;Overige instellingen;50 tot 250 werkzame personen;2003;20.0;19.0;14.0;5.0;1.0;0.0;1.0;367.0;274.0;30.0;63.0;132.0;84.0;12.0;36.0;230.0;162.0;21.0;51.0;13.0
200;Overige instellingen;50 tot 250 werkzame personen;2004;14.0;14.0;10.0;4.0;1.0;0.0;1.0;;;;;;;;;;;;;13.0
201;Overige instellingen;50 tot 250 werkzame personen;2005;;;;;;0.0;;;;;;;;;;;;;;
202;Overige instellingen;50 tot 250 werkzame personen;2006;14.0;;;;;;;210.0;130.0;24.0;56.0;106.0;61.0;13.0;32.0;151.0;91.0;15.0;44.0;7.0
203;Overige instellingen;50 tot 250 werkzame personen;2007;14.0;14.0;10.0;4.0;0.0;;;229.0;153.0;;;122.0;77.0;;;146.0;84.0;;;9.0
204;Overige instellingen;50 tot 250 werkzame personen;2008;11.0;;;;;;;140.0;81.0;;;;;;;;61.0;;;8.0
205;Overige instellingen;50 tot 250 werkzame personen;2009;9.0;9.0;7.0;2.0;0.0;;;;;;;;;;;97.0;63.0;;;7.0
206;Overige instellingen;50 tot 250 werkzame personen;2010;;;;;;;;204.0;;;;;;;;82.0;;;;5.0
207;Overige instellingen;50 tot 250 werkzame personen;2011;6.0;6.0;5.0;1.0;0.0;0.0;0.0;108.0;73.0;6.0;29.0;60.0;37.0;4.0;19.0;83.0;56.0;5.0;23.0;6.0
208;Overige instellingen;50 tot 250 werkzame personen;2012;8.0;8.0;5.0;2.0;0.0;0.0;0.0;129.0;104.0;;25.0;57.0;41.0;;17.0;98.0;78.0;;20.0;12.0
209;Overige instellingen;250 en meer werkzame personen;2002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0
210;Overige instellingen;250 en meer werkzame personen;2003;10.0;10.0;8.0;1.0;0.0;0.0;0.0;156.0;116.0;26.0;14.0;26.0;14.0;5.0;7.0;118.0;88.0;21.0;9.0;11.0
211;Overige instellingen;250 en meer werkzame personen;2004;12.0;11.0;9.0;2.0;1.0;0.0;0.0;250.0;202.0;40.0;8.0;69.0;49.0;16.0;4.0;138.0;103.0;28.0;7.0;19.0
212;Overige instellingen;250 en meer werkzame personen;2005;;;;;;0.0;;;;;;;;;;;;;;
213;Overige instellingen;250 en meer werkzame personen;2006;8.0;;;;;;;159.0;120.0;18.0;21.0;65.0;49.0;6.0;10.0;92.0;63.0;13.0;16.0;5.0
214;Overige instellingen;250 en meer werkzame personen;2007;9.0;;6.0;;;2.0;;180.0;136.0;;;65.0;47.0;4.0;14.0;105.0;72.0;;;5.0
215;Overige instellingen;250 en meer werkzame personen;2008;5.0;;;;;;;97.0;51.0;;;;;;;;35.0;;;4.0
216;Overige instellingen;250 en meer werkzame personen;2009;5.0;;3.0;;;;;;;;;;;;;85.0;44.0;;;3.0
217;Overige instellingen;250 en meer werkzame personen;2010;;;;;;;;;;;;40.0;;;;;;;;2.0
218;Overige instellingen;250 en meer werkzame personen;2011;5.0;5.0;4.0;1.0;0.0;0.0;0.0;107.0;80.0;24.0;3.0;49.0;31.0;15.0;3.0;69.0;55.0;11.0;3.0;2.0
219;Overige instellingen;250 en meer werkzame personen;2012;1.0;1.0;1.0;0.0;0.0;0.0;0.0;81.0;49.0;;31.0;35.0;13.0;;22.0;14.0;9.0;;5.0;2.0
