ID;BedrijfstakkenBranchesSBI2008;Marges;Seizoencorrectie;Perioden;Personeelsindicator_1;OntwikkelingPersoneelssterkte_2;VerwachtingPersoneelssterkte_3
8750;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2012 juni;;;
8751;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2012 juli;;;
8752;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2012 augustus;;;
8753;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2012 september;;;
8754;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2012 oktober;;;
8755;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2012 november;;;
8756;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2012 december;;;
8757;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2013 januari;;;
8758;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2013 februari;;;
8759;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2013 maart;;;
8760;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2013 april;;;
8761;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2013 mei;;;
8762;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2013 juni;;;
8763;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2013 juli;;;
8764;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2013 augustus;;;
8765;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2013 september;;;
8766;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2013 oktober;;;
8767;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2013 november;;;
8768;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2013 december;;;
8769;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2014 januari;-31.0;-33.1;-32.1
8770;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2014 februari;-28.6;-33.6;-27.5
8771;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2014 maart;-22.4;-27.0;-20.8
8772;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2014 april;-24.8;-27.6;-25.1
8773;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2014 mei;-19.7;-20.1;-22.4
8774;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2014 juni;-23.3;-22.5;-25.9
8775;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2014 juli;-23.0;-20.0;-28.3
8776;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2014 augustus;-20.6;-22.4;-21.3
8777;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2014 september;-24.3;-24.2;-28.4
8778;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2014 oktober;-24.4;-23.2;-29.1
8779;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2014 november;-24.0;-26.4;-24.9
8780;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2014 december;-22.5;-23.1;-25.0
8781;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2015 januari;-19.7;-28.2;-15.3
8782;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2015 februari;-10.3;-21.2;-4.7
8783;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2015 maart;-14.5;-24.3;-11.0
8784;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2015 april;-11.1;-20.8;-5.9
8785;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2015 mei;-12.1;-21.7;-6.9
8786;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2015 juni;-5.8;-8.6;-4.8
8787;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2015 juli;-6.2;-11.4;-3.3
8788;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2015 augustus;-7.7;-12.5;-5.9
8789;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2015 september;-2.4;-5.3;-4.8
8790;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2015 oktober;-1.1;-3.5;-4.0
8791;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2015 november;2.4;4.5;-3.1
8792;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2015 december;-2.8;-7.2;0.1
8793;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2016 januari;-1.4;-2.2;-3.3
8794;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2016 februari;-2.0;-3.2;-4.0
8795;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2016 maart;-7.8;-2.0;-15.8
8796;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2016 april;2.2;-0.5;2.2
8797;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2016 mei;1.0;-2.0;1.2
8798;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2016 juni;1.7;0.7;-0.4
8799;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2016 juli;2.3;3.6;-1.6
8800;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2016 augustus;2.4;0.8;1.0
8801;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2016 september;3.1;4.2;-0.8
8802;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2016 oktober;3.6;4.8;-0.1
8803;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2016 november;6.9;4.9;6.5
8804;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2016 december;0.9;-2.9;2.6
8805;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2017 januari;4.2;6.8;-0.3
8806;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2017 februari;7.6;6.1;7.1
8807;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2017 maart;5.6;3.5;4.6
8808;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2017 april;3.0;-0.1;3.1
8809;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2017 mei;7.5;7.3;4.6
8810;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2017 juni;2.3;3.0;-0.8
8811;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2017 juli;7.7;1.1;12.0
8812;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2017 augustus;8.3;7.0;6.2
8813;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2017 september;5.6;2.3;6.7
8814;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2017 oktober;5.1;1.9;5.9
8815;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2017 november;4.8;3.2;3.2
8816;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2017 december;9.8;4.2;13.0
8817;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2018 januari;12.7;11.4;11.9
8818;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2018 februari;3.4;2.8;2.2
8819;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2018 maart;3.5;1.6;4.0
8820;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2018 april;2.5;0.8;1.3
8821;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2018 mei;3.0;-0.3;3.5
8822;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2018 juni;3.3;3.3;1.2
8823;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2018 juli;8.4;12.2;2.7
8824;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2018 augustus;3.5;0.0;4.4
8825;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2018 september;0.9;-2.8;2.0
8826;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2018 oktober;6.8;2.6;7.5
8827;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2018 november;9.8;3.9;12.8
8828;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2018 december;6.4;5.5;5.2
8829;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2019 januari;8.3;5.6;7.9
8830;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2019 februari;11.8;13.5;6.5
8831;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2019 maart;7.7;6.9;6.3
8832;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2019 april;9.0;10.2;3.9
8833;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2019 mei;7.0;7.2;4.7
8834;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2019 juni;6.1;4.9;5.7
8835;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2019 juli;0.6;-2.8;1.7
8836;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2019 augustus;2.7;-4.3;6.5
8837;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2019 september;4.6;-3.7;9.6
8838;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2019 oktober;2.9;-8.3;10.6
8839;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2019 november;1.3;-11.5;10.5
8840;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2019 december;6.6;-0.1;11.4
8841;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2020 januari;11.4;7.3;12.4
8842;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2020 februari;7.2;0.0;9.8
8843;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2020 maart;4.2;4.8;0.5
8844;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2020 april;-29.8;-7.7;-54.0
8845;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2020 mei;-31.2;-19.4;-45.6
8846;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2020 juni;-37.1;-40.1;-36.1
8847;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2020 juli;-26.5;-44.1;-12.0
8848;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2020 augustus;-27.1;-39.4;-19.4
8849;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2020 september;-21.8;-28.5;-20.3
8850;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2020 oktober;-32.5;-40.0;-28.3
8851;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2020 november;-35.4;-42.4;-31.0
8852;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2020 december;-38.3;-50.2;-27.6
8853;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2021 januari;-35.0;-44.9;-27.2
8854;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2021 februari;-26.8;-38.3;-17.9
8855;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2021 maart;-26.8;-45.5;-12.2
8856;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2021 april;-18.9;-40.7;-1.4
8857;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2021 mei;-9.6;-34.6;10.8
8858;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2021 juni;3.5;-25.2;28.0
8859;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2021 juli;8.5;-7.9;22.0
8860;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2021 augustus;10.8;-5.1;23.0
8861;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2021 september;11.0;-2.0;21.2
8862;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2021 oktober;25.9;22.5;27.3
8863;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2021 november;19.1;9.2;25.6
8864;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2021 december;-0.1;1.8;-5.8
8865;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2022 januari;-1.8;-7.1;0.0
8866;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2022 februari;10.8;-3.5;19.5
8867;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2022 maart;10.4;-1.2;17.2
8868;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2022 april;9.8;2.9;14.3
8869;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2022 mei;11.5;3.9;15.8
8870;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2022 juni;9.1;0.2;14.0
8871;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2022 juli;11.0;5.0;12.9
8872;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2022 augustus;13.4;10.9;12.8
8873;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2022 september;18.7;15.9;16.7
8874;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2022 oktober;8.9;5.8;10.1
8875;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2022 november;12.8;5.4;14.7
8876;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2022 december;9.3;3.0;11.3
8877;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2023 januari;8.7;0.9;12.7
8878;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2023 februari;9.1;2.4;11.7
8879;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2023 maart;10.9;6.0;11.8
8880;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2023 april;6.8;1.5;8.1
8881;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2023 mei;3.6;1.9;2.5
8882;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2023 juni;3.5;1.6;1.7
8883;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2023 juli;1.2;-1.5;0.2
8884;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2023 augustus;3.2;-5.5;6.5
8885;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2023 september;0.1;-9.4;4.3
8886;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2023 oktober;2.9;-1.0;3.3
8887;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2023 november;4.1;-1.7;7.1
8888;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2023 december;6.9;-1.3;12.4
8889;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2024 januari;11.2;6.9;12.2
8890;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2024 februari;7.8;5.2;7.0
8891;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2024 maart;7.8;-0.3;13.4
8892;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2024 april;1.2;-11.0;10.0
8893;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2024 mei;-0.9;-7.8;3.2
8894;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2024 juni;1.5;-0.7;1.1
8895;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2024 juli;1.6;-3.1;3.1
8896;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2024 augustus;-1.9;-1.9;-4.3
8897;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2024 september;1.7;-6.0;6.0
8898;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2024 oktober;10.3;-4.8;20.4
8899;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2024 november;0.2;-8.1;5.6
8900;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2024 december;-7.9;-13.7;-6.7
8901;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2025 januari;-0.2;-7.2;2.8
8902;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2025 februari;-3.9;-4.1;-7.5
8903;R Cultuur, sport en recreatie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2025 maart;-0.8;-4.9;-1.2
8904;R Cultuur, sport en recreatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2012 januari;;;
8905;R Cultuur, sport en recreatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2012 februari;;;
8906;R Cultuur, sport en recreatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2012 maart;;;
8907;R Cultuur, sport en recreatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2012 april;;;
8908;R Cultuur, sport en recreatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2012 mei;;;
8909;R Cultuur, sport en recreatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2012 juni;;;
8910;R Cultuur, sport en recreatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2012 juli;;;
8911;R Cultuur, sport en recreatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2012 augustus;;;
8912;R Cultuur, sport en recreatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2012 september;;;
8913;R Cultuur, sport en recreatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2012 oktober;;;
8914;R Cultuur, sport en recreatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2012 november;;;
8915;R Cultuur, sport en recreatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2012 december;;;
8916;R Cultuur, sport en recreatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2013 januari;;;
8917;R Cultuur, sport en recreatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2013 februari;;;
8918;R Cultuur, sport en recreatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2013 maart;;;
8919;R Cultuur, sport en recreatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2013 april;;;
8920;R Cultuur, sport en recreatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2013 mei;;;
8921;R Cultuur, sport en recreatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2013 juni;;;
8922;R Cultuur, sport en recreatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2013 juli;;;
8923;R Cultuur, sport en recreatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2013 augustus;;;
8924;R Cultuur, sport en recreatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2013 september;;;
8925;R Cultuur, sport en recreatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2013 oktober;;;
8926;R Cultuur, sport en recreatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2013 november;;;
8927;R Cultuur, sport en recreatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2013 december;;;
8928;R Cultuur, sport en recreatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2014 januari;-14.6;-13.1;-12.9
8929;R Cultuur, sport en recreatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2014 februari;-13.0;-14.4;-7.9
8930;R Cultuur, sport en recreatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2014 maart;-7.6;-9.8;-2.4
8931;R Cultuur, sport en recreatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2014 april;-10.2;-10.0;-7.1
8932;R Cultuur, sport en recreatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2014 mei;-4.9;-0.5;-6.0
8933;R Cultuur, sport en recreatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2014 juni;-9.1;-6.1;-10.3
8934;R Cultuur, sport en recreatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2014 juli;-8.2;-2.8;-11.1
8935;R Cultuur, sport en recreatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2014 augustus;-5.4;-4.4;-4.1
8936;R Cultuur, sport en recreatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2014 september;-10.5;-5.8;-11.2
8937;R Cultuur, sport en recreatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2014 oktober;-11.4;-7.6;-11.5
8938;R Cultuur, sport en recreatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2014 november;-10.2;-8.4;-8.9
8939;R Cultuur, sport en recreatie;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2014 december;-9.1;-8.9;-6.2
