ID;BedrijfstakkenBranchesSBI2008;Marges;Seizoencorrectie;Perioden;Personeelsindicator_1;OntwikkelingPersoneelssterkte_2;VerwachtingPersoneelssterkte_3
5896;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2013 februari;;;
5897;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2013 maart;;;
5898;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2013 april;;;
5899;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2013 mei;;;
5900;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2013 juni;;;
5901;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2013 juli;;;
5902;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2013 augustus;;;
5903;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2013 september;;;
5904;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2013 oktober;;;
5905;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2013 november;;;
5906;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2013 december;;;
5907;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2014 januari;-18.8;-18.0;-21.3
5908;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2014 februari;-16.6;-19.5;-16.7
5909;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2014 maart;-11.6;-15.6;-11.2
5910;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2014 april;-11.9;-14.5;-12.1
5911;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2014 mei;-10.8;-13.2;-10.1
5912;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2014 juni;-10.4;-14.2;-9.0
5913;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2014 juli;-9.6;-12.5;-9.0
5914;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2014 augustus;-10.5;-16.5;-8.8
5915;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2014 september;-8.9;-12.8;-10.2
5916;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2014 oktober;-6.5;-8.1;-8.0
5917;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2014 november;-5.4;-5.2;-9.6
5918;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2014 december;-9.2;-8.4;-12.3
5919;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2015 januari;-8.3;-12.3;-6.5
5920;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2015 februari;-9.4;-15.4;-6.5
5921;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2015 maart;-10.5;-14.5;-9.8
5922;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2015 april;-8.1;-10.1;-9.0
5923;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2015 mei;-9.0;-14.1;-6.3
5924;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2015 juni;-3.4;-7.6;-1.5
5925;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2015 juli;-3.6;-6.7;-2.2
5926;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2015 augustus;-1.6;-7.6;1.0
5927;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2015 september;-3.9;-10.4;-1.4
5928;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2015 oktober;-6.0;-11.7;-4.4
5929;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2015 november;-4.5;-9.4;-2.2
5930;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2015 december;-0.8;-8.9;4.9
5931;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2016 januari;-5.6;-9.8;-3.3
5932;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2016 februari;-1.5;-2.6;-3.6
5933;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2016 maart;-0.4;2.0;-5.7
5934;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2016 april;-3.4;-7.2;-2.2
5935;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2016 mei;-0.2;-3.9;1.1
5936;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2016 juni;1.2;-4.9;5.3
5937;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2016 juli;-5.6;-8.4;-5.7
5938;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2016 augustus;-0.1;-1.0;-2.3
5939;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2016 september;2.0;-1.3;1.4
5940;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2016 oktober;-0.7;-2.5;-2.1
5941;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2016 november;0.0;-5.7;2.8
5942;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2016 december;-1.8;-8.7;2.2
5943;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2017 januari;3.5;-2.1;6.0
5944;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2017 februari;2.1;-1.7;2.2
5945;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2017 maart;2.3;-0.7;1.5
5946;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2017 april;2.8;-0.7;3.6
5947;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2017 mei;5.9;-0.4;9.6
5948;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2017 juni;2.5;4.3;-1.0
5949;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2017 juli;6.5;3.4;6.6
5950;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2017 augustus;3.3;-0.5;3.1
5951;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2017 september;5.6;0.8;6.7
5952;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2017 oktober;6.6;2.0;7.1
5953;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2017 november;5.6;2.8;6.2
5954;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2017 december;4.0;-4.5;10.0
5955;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2018 januari;9.5;3.9;11.9
5956;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2018 februari;7.6;1.7;8.1
5957;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2018 maart;6.1;0.6;7.8
5958;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2018 april;5.5;3.9;4.7
5959;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2018 mei;3.4;2.9;0.9
5960;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2018 juni;-0.7;-1.9;-1.9
5961;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2018 juli;-0.4;-5.4;0.2
5962;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2018 augustus;1.4;-2.9;1.9
5963;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2018 september;7.1;-1.7;10.8
5964;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2018 oktober;2.8;-4.5;4.6
5965;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2018 november;1.5;-4.2;3.5
5966;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2018 december;4.9;3.7;3.1
5967;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2019 januari;-0.7;-5.3;-0.5
5968;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2019 februari;1.6;-2.2;1.6
5969;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2019 maart;5.1;-3.4;9.3
5970;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2019 april;1.4;-3.9;4.0
5971;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2019 mei;-1.3;-5.3;0.9
5972;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2019 juni;-7.7;-8.8;-9.7
5973;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2019 juli;-3.3;-1.0;-8.4
5974;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2019 augustus;2.6;-8.3;9.0
5975;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2019 september;-4.6;-14.0;-0.9
5976;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2019 oktober;-2.6;-8.3;-0.1
5977;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2019 november;1.1;-1.7;0.6
5978;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2019 december;1.4;-3.3;3.1
5979;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2020 januari;-5.6;-6.3;-7.7
5980;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2020 februari;-3.8;-6.9;-4.7
5981;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2020 maart;-8.6;-5.1;-15.1
5982;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2020 april;-60.7;-42.0;-82.5
5983;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2020 mei;-67.0;-64.9;-71.5
5984;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2020 juni;-56.1;-67.5;-47.9
5985;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2020 juli;-42.9;-62.6;-27.3
5986;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2020 augustus;-33.2;-47.0;-23.2
5987;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2020 september;-31.7;-38.4;-28.8
5988;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2020 oktober;-43.2;-42.0;-48.6
5989;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2020 november;-50.3;-49.3;-54.2
5990;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2020 december;-49.6;-58.8;-42.6
5991;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2021 januari;-44.6;-54.1;-37.5
5992;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2021 februari;-41.1;-54.0;-31.2
5993;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2021 maart;-31.7;-47.5;-20.3
5994;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2021 april;-28.2;-40.6;-19.2
5995;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2021 mei;-14.5;-43.6;9.8
5996;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2021 juni;7.8;-16.8;29.2
5997;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2021 juli;12.2;-6.0;26.5
5998;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2021 augustus;12.8;0.9;21.0
5999;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2021 september;8.0;-2.6;14.0
6000;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2021 oktober;11.9;-0.7;21.2
6001;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2021 november;8.6;-0.1;14.7
6002;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2021 december;-8.2;-5.4;-13.7
6003;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2022 januari;-4.0;-13.1;1.8
6004;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2022 februari;0.1;-22.7;18.4
6005;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2022 maart;7.0;-9.1;19.2
6006;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2022 april;1.4;-5.6;5.2
6007;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2022 mei;7.1;-1.8;13.7
6008;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2022 juni;9.1;3.6;11.3
6009;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2022 juli;6.1;2.4;6.7
6010;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2022 augustus;0.1;-4.9;1.7
6011;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2022 september;0.2;-7.6;3.5
6012;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2022 oktober;-1.5;-0.4;-6.4
6013;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2022 november;0.8;2.5;-3.6
6014;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2022 december;5.3;3.1;4.2
6015;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2023 januari;6.4;1.6;7.4
6016;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2023 februari;6.6;5.2;4.8
6017;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2023 maart;10.4;9.3;7.8
6018;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2023 april;6.4;3.5;5.8
6019;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2023 mei;-1.7;-3.0;-4.0
6020;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2023 juni;-1.6;-5.1;-1.2
6021;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2023 juli;-6.3;-8.6;-6.9
6022;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2023 augustus;-3.7;-8.4;-2.3
6023;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2023 september;-4.6;-9.3;-4.2
6024;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2023 oktober;-4.0;-10.8;-2.3
6025;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2023 november;-5.0;-13.6;1.3
6026;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2023 december;-8.4;-13.4;-5.5
6027;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2024 januari;2.3;1.6;-0.9
6028;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2024 februari;-5.3;-12.9;-2.9
6029;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2024 maart;-3.2;-2.0;-7.9
6030;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2024 april;-5.3;-7.0;-8.2
6031;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2024 mei;-11.3;-18.7;-7.0
6032;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2024 juni;-15.4;-16.9;-16.5
6033;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2024 juli;-15.9;-24.1;-11.6
6034;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2024 augustus;-8.9;-18.2;-5.6
6035;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2024 september;-2.9;-14.2;4.2
6036;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2024 oktober;-7.8;-13.4;-5.6
6037;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2024 november;-7.3;-13.8;-3.6
6038;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2024 december;-5.4;-7.1;-6.3
6039;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2025 januari;-2.8;-8.4;-0.3
6040;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2025 februari;-7.0;-2.8;-13.8
6041;I Horeca;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2025 maart;-11.9;-8.2;-18.4
6042;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2012 januari;;;
6043;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2012 februari;;;
6044;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2012 maart;;;
6045;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2012 april;;;
6046;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2012 mei;;;
6047;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2012 juni;;;
6048;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2012 juli;;;
6049;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2012 augustus;;;
6050;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2012 september;;;
6051;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2012 oktober;;;
6052;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2012 november;;;
6053;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2012 december;;;
6054;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2013 januari;;;
6055;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2013 februari;;;
6056;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2013 maart;;;
6057;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2013 april;;;
6058;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2013 mei;;;
6059;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2013 juni;;;
6060;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2013 juli;;;
6061;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2013 augustus;;;
6062;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2013 september;;;
6063;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2013 oktober;;;
6064;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2013 november;;;
6065;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2013 december;;;
6066;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2014 januari;-5.0;-1.6;-6.5
6067;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2014 februari;-2.8;-1.9;-0.7
6068;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2014 maart;0.2;-0.8;4.8
6069;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2014 april;0.3;0.3;3.1
6070;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2014 mei;2.6;2.0;5.1
6071;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2014 juni;3.4;1.4;7.8
6072;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2014 juli;2.6;3.5;4.0
6073;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2014 augustus;1.7;-0.1;7.6
6074;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2014 september;2.1;3.6;5.8
6075;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2014 oktober;5.3;6.7;6.8
6076;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2014 november;4.8;9.0;4.6
6077;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2014 december;3.4;6.8;2.5
6078;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2015 januari;4.7;3.7;8.1
6079;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2015 februari;1.6;-0.6;6.9
6080;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2015 maart;2.5;0.7;7.4
6081;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2015 april;3.7;4.1;6.2
6082;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2015 mei;4.0;0.5;9.7
6083;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2015 juni;7.6;5.4;11.9
6084;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2015 juli;10.2;8.9;13.0
6085;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2015 augustus;9.4;6.6;15.6
6086;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2015 september;6.7;4.2;13.2
6087;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2015 oktober;5.4;3.1;11.6
6088;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2015 november;8.1;5.4;13.4
6089;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2015 december;11.0;7.1;17.5
6090;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2016 januari;3.8;2.0;7.7
6091;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2016 februari;7.1;9.2;8.2
6092;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2016 maart;9.8;14.6;7.7
6093;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2016 april;5.6;3.8;10.0
6094;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2016 mei;9.2;8.7;12.1
6095;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2016 juni;11.0;6.9;17.1
6096;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2016 juli;3.0;4.2;4.9
6097;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2016 augustus;8.5;10.8;9.1
6098;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2016 september;11.8;12.1;15.2
6099;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2016 oktober;9.5;10.9;11.3
6100;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2016 november;11.0;8.5;16.2
6101;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2016 december;8.0;4.7;14.0
6102;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2017 januari;13.7;12.1;18.2
6103;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2017 februari;11.1;10.9;14.8
6104;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2017 maart;10.9;10.3;15.3
6105;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2017 april;13.4;12.3;17.0
6106;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2017 mei;17.3;14.2;23.0
6107;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2017 juni;13.9;17.7;11.6
6108;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2017 juli;17.5;18.2;19.6
6109;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2017 augustus;13.9;14.7;16.9
6110;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2017 september;15.8;14.2;21.3
6111;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2017 oktober;16.8;16.8;20.9
6112;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2017 november;17.4;17.4;19.6
6113;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2017 december;14.6;10.1;21.4
6114;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2018 januari;19.7;18.5;24.1
6115;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2018 februari;16.2;16.3;21.5
6116;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2018 maart;16.3;15.2;21.2
6117;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2018 april;16.5;17.3;18.1
6118;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2018 mei;13.2;16.7;12.7
6119;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2018 juni;9.9;12.3;9.9
6120;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2018 juli;9.8;9.2;15.0
6121;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2018 augustus;12.0;12.3;15.3
6122;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2018 september;16.5;12.9;25.0
6123;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2018 oktober;12.2;10.1;19.8
6124;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2018 november;12.1;10.4;17.3
6125;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2018 december;14.3;16.7;14.9
6126;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2019 januari;9.5;9.9;13.3
6127;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2019 februari;12.2;12.0;16.4
6128;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2019 maart;15.7;11.8;23.9
6129;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2019 april;12.8;10.3;18.2
6130;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2019 mei;10.5;7.7;15.1
6131;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2019 juni;3.3;5.0;4.9
6132;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2019 juli;8.9;14.2;6.2
6133;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2019 augustus;13.2;6.9;24.2
6134;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2019 september;4.4;0.8;13.9
6135;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2019 oktober;8.8;6.3;14.5
6136;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2019 november;10.9;12.5;12.8
6137;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2019 december;11.6;10.9;15.3
6138;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2020 januari;4.2;7.1;4.1
6139;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2020 februari;6.4;7.3;9.5
6140;I Horeca;Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2020 maart;2.0;7.9;-0.9
