ID;GewassenEnSectoren;MechanischeBestrijding;Perioden;AantalBedrijvenMetToepassing_1;PercentageBedrijvenMetGebruik_2;GrootteOppervlakteMetToepassing_3;PercentageOppervlakteMetToepassing_4;OppervlakteMetToepassing_5;PercentageOppervlakteMetToepassing_6;Januari_7;Februari_8;Maart_9;April_10;Mei_11;Juni_12;Juli_13;Augustus_14;September_15;Oktober_16;November_17;December_18
596;Cichorei;Ov.niet-chem.plaagbestrijding;1995;;;;;;;;;;;;;;;;;;
597;Cichorei;Ov.niet-chem.plaagbestrijding;1998;;;;;;;;;;;;;;;;;;
598;Cichorei;Ov.niet-chem.plaagbestrijding;2000;22.0;2.4;82.0;1.7;0.0;0.0;0.0;;;0.0;1.0;1.7;0.0;0.0;0.0;0.0;;
599;Cichorei;Ov.niet-chem.plaagbestrijding;2004;227.0;24.3;914.0;18.6;1014.5;993.3;0.0;0.0;0.0;6.1;11.4;1.6;0.8;0.0;0.0;0.0;0.0;0.0
600;Aardbeien open grond (productie);Machinale onkruidbestrijding;1995;526.0;35.3;369.0;21.0;-27.4;-27.5;2.1;;;6.3;12.1;11.9;0.8;6.3;5.1;2.0;;
601;Aardbeien open grond (productie);Machinale onkruidbestrijding;1998;573.0;43.8;1273.0;64.7;245.0;208.0;50.9;0.0;0.0;8.0;19.0;9.1;6.2;6.2;6.8;0.6;0.0;0.0
602;Aardbeien open grond (productie);Machinale onkruidbestrijding;2000;377.0;37.5;492.0;28.2;-61.4;-56.4;2.1;;;4.0;21.5;5.9;3.9;2.4;3.8;0.9;;
603;Aardbeien open grond (productie);Machinale onkruidbestrijding;2004;303.0;40.4;1220.0;57.3;148.0;103.3;1.7;0.0;0.0;36.9;37.0;37.2;30.7;8.1;1.0;1.2;0.0;0.0
604;Aardbeien open grond (productie);Handmatige onkruidbestrijding;1995;368.0;24.7;224.0;12.7;279.7;285.0;2.9;;;5.8;4.7;0.9;2.7;0.0;0.7;0.7;;
605;Aardbeien open grond (productie);Handmatige onkruidbestrijding;1998;491.0;37.5;353.0;18.0;57.7;41.4;5.6;0.0;0.0;5.3;3.0;3.9;0.9;7.1;2.4;3.0;0.0;0.0
606;Aardbeien open grond (productie);Handmatige onkruidbestrijding;2000;427.0;42.5;589.0;33.7;66.7;87.7;0.0;;;9.8;7.7;24.0;11.0;9.8;6.3;1.7;;
607;Aardbeien open grond (productie);Handmatige onkruidbestrijding;2004;250.0;33.3;920.0;43.2;56.2;28.3;17.9;0.0;0.0;21.3;17.3;27.6;6.6;5.3;6.6;5.9;0.0;0.0
608;Aardbeien open grond (productie);Ov.niet-chem. onkruidbestrijding;1995;88.0;5.9;73.0;4.2;;;0.0;;;2.9;0.1;1.1;0.2;0.0;0.0;0.0;;
609;Aardbeien open grond (productie);Ov.niet-chem. onkruidbestrijding;1998;;;;;;;;;;;;;;;;;;
610;Aardbeien open grond (productie);Ov.niet-chem. onkruidbestrijding;2000;75.0;7.5;60.0;3.4;0.0;0.0;0.0;;;0.0;0.7;2.4;0.0;2.4;0.3;0.3;;
611;Aardbeien open grond (productie);Ov.niet-chem. onkruidbestrijding;2004;13.0;1.8;11.0;0.5;-81.6;-84.7;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0
612;Aardbeien open grond (productie);Mechanische loofdoding;1995;;;;;;;;;;;;;;;;;;
613;Aardbeien open grond (productie);Mechanische loofdoding;1998;;;;;;;;;;;;;;;;;;
614;Aardbeien open grond (productie);Mechanische loofdoding;2000;;;;;;;;;;;;;;;;;;
615;Aardbeien open grond (productie);Mechanische loofdoding;2004;;;;;;;;;;;;;;;;;;
616;Aardbeien open grond (productie);Grondontsmetting door stomen;1995;;;;;;;;;;;;;;;;;;
617;Aardbeien open grond (productie);Grondontsmetting door stomen;1998;;;;;;;;;;;;;;;;;;
618;Aardbeien open grond (productie);Grondontsmetting door stomen;2000;;;;;;;;;;;;;;;;;;
619;Aardbeien open grond (productie);Grondontsmetting door stomen;2004;;;;;;;;;;;;;;;;;;
620;Aardbeien open grond (productie);Ov.niet-chem.plaagbestrijding;1995;;;;;;;;;;;;;;;;;;
621;Aardbeien open grond (productie);Ov.niet-chem.plaagbestrijding;1998;41.0;3.1;584.0;29.7;2680.8;2372.8;0.0;0.0;0.0;0.0;29.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0
622;Aardbeien open grond (productie);Ov.niet-chem.plaagbestrijding;2000;50.0;5.0;43.0;2.4;-92.6;-91.9;0.0;;;0.0;0.0;0.0;0.4;2.4;0.4;0.0;;
623;Aardbeien open grond (productie);Ov.niet-chem.plaagbestrijding;2004;53.0;7.0;383.0;18.0;789.7;649.1;0.0;0.0;0.0;17.3;17.3;0.2;0.2;0.3;0.0;0.0;0.0;0.0
624;Asperges;Machinale onkruidbestrijding;1995;836.0;46.7;963.0;41.4;-0.6;17.7;10.1;;;19.0;17.6;12.6;7.2;8.5;6.6;9.4;;
625;Asperges;Machinale onkruidbestrijding;1998;593.0;37.3;875.0;38.0;-9.1;-8.2;8.5;0.0;0.0;13.6;11.0;8.3;14.4;3.7;2.7;3.1;0.0;0.0
626;Asperges;Machinale onkruidbestrijding;2000;457.0;33.3;635.0;30.5;-27.4;-19.7;18.9;;;2.9;4.9;5.2;5.0;12.0;1.4;4.9;;
627;Asperges;Machinale onkruidbestrijding;2004;350.0;34.0;678.0;28.7;6.7;-5.9;5.1;0.0;0.0;11.4;11.3;12.2;16.3;5.5;5.5;1.8;0.0;0.0
628;Asperges;Handmatige onkruidbestrijding;1995;167.0;9.3;231.0;9.9;50.9;77.4;0.2;;;1.1;0.3;0.2;3.9;4.7;0.2;4.0;;
629;Asperges;Handmatige onkruidbestrijding;1998;135.0;8.5;307.0;13.3;32.8;34.5;0.0;0.0;0.0;0.0;0.0;1.7;7.8;11.7;0.0;0.0;0.0;0.0
630;Asperges;Handmatige onkruidbestrijding;2000;228.0;16.7;232.0;11.1;-24.4;-16.6;0.0;;;0.0;1.8;6.8;2.4;4.7;7.3;1.8;;
631;Asperges;Handmatige onkruidbestrijding;2004;156.0;15.1;225.0;9.5;-3.0;-14.1;0.0;0.0;0.0;0.0;0.7;3.4;3.2;4.5;0.0;0.0;0.0;0.0
632;Asperges;Ov.niet-chem. onkruidbestrijding;1995;268.0;15.0;328.0;14.1;-25.0;-11.1;1.2;;;3.4;4.9;1.7;3.6;0.0;2.3;0.2;;
633;Asperges;Ov.niet-chem. onkruidbestrijding;1998;243.0;15.3;430.0;18.7;31.0;32.3;0.0;0.0;0.0;0.0;14.2;8.9;7.0;4.3;2.7;3.1;0.0;0.0
634;Asperges;Ov.niet-chem. onkruidbestrijding;2000;152.0;11.1;196.0;9.4;-54.4;-49.6;2.9;;;3.7;0.7;5.0;0.0;0.0;0.0;0.0;;
635;Asperges;Ov.niet-chem. onkruidbestrijding;2004;175.0;17.0;692.0;29.3;253.0;211.8;0.9;0.0;0.0;7.2;11.8;0.9;0.8;12.5;0.8;1.4;0.0;0.0
636;Asperges;Mechanische loofdoding;1995;;;;;;;;;;;;;;;;;;
637;Asperges;Mechanische loofdoding;1998;;;;;;;;;;;;;;;;;;
638;Asperges;Mechanische loofdoding;2000;;;;;;;;;;;;;;;;;;
639;Asperges;Mechanische loofdoding;2004;;;;;;;;;;;;;;;;;;
640;Asperges;Grondontsmetting door stomen;1995;;;;;;;;;;;;;;;;;;
641;Asperges;Grondontsmetting door stomen;1998;;;;;;;;;;;;;;;;;;
642;Asperges;Grondontsmetting door stomen;2000;;;;;;;;;;;;;;;;;;
643;Asperges;Grondontsmetting door stomen;2004;;;;;;;;;;;;;;;;;;
644;Asperges;Ov.niet-chem.plaagbestrijding;1995;;;;;;;;;;;;;;;;;;
645;Asperges;Ov.niet-chem.plaagbestrijding;1998;54.0;3.4;141.0;6.1;;;0.0;0.0;0.0;0.0;3.7;0.0;0.0;2.5;2.5;0.0;0.0;0.0
646;Asperges;Ov.niet-chem.plaagbestrijding;2000;;;;;0.0;0.0;;;;;;;;;;;;
647;Asperges;Ov.niet-chem.plaagbestrijding;2004;273.0;26.4;430.0;18.2;0.0;0.0;0.0;0.0;0.0;0.4;0.8;5.9;8.9;4.0;0.5;0.0;0.0;0.0
648;Bloemkool;Machinale onkruidbestrijding;1995;;;;;;;;;;;;;;;;;;
649;Bloemkool;Machinale onkruidbestrijding;1998;;;;;;;;;;;;;;;;;;
650;Bloemkool;Machinale onkruidbestrijding;2000;;;;;;;;;;;;;;;;;;
651;Bloemkool;Machinale onkruidbestrijding;2004;381.0;85.7;2245.0;96.8;0.0;0.0;2.2;0.0;0.0;38.3;82.5;73.7;75.6;44.7;42.9;0.0;0.0;0.0
652;Bloemkool;Handmatige onkruidbestrijding;1995;;;;;;;;;;;;;;;;;;
653;Bloemkool;Handmatige onkruidbestrijding;1998;;;;;;;;;;;;;;;;;;
654;Bloemkool;Handmatige onkruidbestrijding;2000;;;;;;;;;;;;;;;;;;
655;Bloemkool;Handmatige onkruidbestrijding;2004;120.0;27.0;367.0;15.8;0.0;0.0;0.6;0.0;0.0;1.6;1.9;11.9;13.0;0.4;0.1;1.2;0.0;0.0
656;Bloemkool;Ov.niet-chem. onkruidbestrijding;1995;;;;;;;;;;;;;;;;;;
657;Bloemkool;Ov.niet-chem. onkruidbestrijding;1998;;;;;;;;;;;;;;;;;;
658;Bloemkool;Ov.niet-chem. onkruidbestrijding;2000;;;;;;;;;;;;;;;;;;
659;Bloemkool;Ov.niet-chem. onkruidbestrijding;2004;42.0;9.5;70.0;3.0;0.0;0.0;0.0;0.0;0.0;1.8;1.9;1.6;0.0;0.1;0.1;0.0;0.0;0.0
660;Bloemkool;Mechanische loofdoding;1995;;;;;;;;;;;;;;;;;;
661;Bloemkool;Mechanische loofdoding;1998;;;;;;;;;;;;;;;;;;
662;Bloemkool;Mechanische loofdoding;2000;;;;;;;;;;;;;;;;;;
663;Bloemkool;Mechanische loofdoding;2004;;;;;;;;;;;;;;;;;;
664;Bloemkool;Grondontsmetting door stomen;1995;;;;;;;;;;;;;;;;;;
665;Bloemkool;Grondontsmetting door stomen;1998;;;;;;;;;;;;;;;;;;
666;Bloemkool;Grondontsmetting door stomen;2000;;;;;;;;;;;;;;;;;;
667;Bloemkool;Grondontsmetting door stomen;2004;;;;;;;;;;;;;;;;;;
668;Bloemkool;Ov.niet-chem.plaagbestrijding;1995;;;;;;;;;;;;;;;;;;
669;Bloemkool;Ov.niet-chem.plaagbestrijding;1998;;;;;;;;;;;;;;;;;;
670;Bloemkool;Ov.niet-chem.plaagbestrijding;2000;;;;;;;;;;;;;;;;;;
671;Bloemkool;Ov.niet-chem.plaagbestrijding;2004;49.0;11.1;489.0;21.1;0.0;0.0;11.8;0.0;0.0;9.0;11.1;10.8;7.3;0.0;0.0;0.0;0.0;0.0
672;Prei;Machinale onkruidbestrijding;1995;594.0;35.7;1751.0;45.4;75.8;87.7;1.4;;;4.8;3.8;18.4;10.0;15.8;3.4;9.6;;
673;Prei;Machinale onkruidbestrijding;1998;710.0;52.2;2646.0;72.7;51.1;60.1;0.0;0.0;0.0;0.0;30.1;42.3;32.3;27.1;5.4;0.0;0.0;0.0
674;Prei;Machinale onkruidbestrijding;2000;625.0;60.4;1694.0;53.2;-36.0;-26.8;1.9;;;3.6;14.6;21.2;25.4;25.1;4.9;0.0;;
675;Prei;Machinale onkruidbestrijding;2004;361.0;49.1;1395.0;45.9;-17.6;-13.7;0.0;0.0;0.0;0.0;17.4;18.8;30.8;33.7;18.7;1.4;0.0;0.0
676;Prei;Handmatige onkruidbestrijding;1995;158.0;9.5;304.0;7.9;11.5;19.7;0.0;;;1.0;0.0;5.6;1.4;0.0;0.0;0.0;;
677;Prei;Handmatige onkruidbestrijding;1998;237.0;17.4;323.0;8.9;6.2;12.2;1.6;0.0;0.0;0.0;5.4;0.0;0.3;1.9;0.0;0.0;0.0;0.0
678;Prei;Handmatige onkruidbestrijding;2000;293.0;28.3;443.0;13.9;37.2;56.8;0.8;;;3.4;1.5;4.2;0.8;7.1;1.2;0.0;;
679;Prei;Handmatige onkruidbestrijding;2004;166.0;22.6;588.0;19.4;32.7;39.3;0.0;0.0;0.0;0.2;0.0;8.7;4.3;8.3;0.8;0.2;0.0;0.0
680;Prei;Ov.niet-chem. onkruidbestrijding;1995;139.0;8.3;298.0;7.7;-34.2;-29.7;0.0;;;0.0;1.4;2.7;1.6;6.1;0.3;1.6;;
681;Prei;Ov.niet-chem. onkruidbestrijding;1998;177.0;13.0;1371.0;37.7;360.1;389.1;0.0;0.0;0.0;0.0;0.0;26.9;32.3;26.9;37.7;0.0;0.0;0.0
682;Prei;Ov.niet-chem. onkruidbestrijding;2000;117.0;11.3;236.0;7.4;-82.8;-80.3;0.0;;;1.4;0.0;0.0;4.2;4.2;5.3;0.0;;
683;Prei;Ov.niet-chem. onkruidbestrijding;2004;111.0;15.1;523.0;17.2;121.6;132.6;0.0;0.0;0.0;0.0;0.0;0.0;8.0;12.9;10.0;5.9;0.0;0.0
684;Prei;Mechanische loofdoding;1995;;;;;;;;;;;;;;;;;;
685;Prei;Mechanische loofdoding;1998;;;;;;;;;;;;;;;;;;
686;Prei;Mechanische loofdoding;2000;;;;;;;;;;;;;;;;;;
687;Prei;Mechanische loofdoding;2004;;;;;;;;;;;;;;;;;;
688;Prei;Grondontsmetting door stomen;1995;;;;;;;;;;;;;;;;;;
689;Prei;Grondontsmetting door stomen;1998;;;;;;;;;;;;;;;;;;
690;Prei;Grondontsmetting door stomen;2000;;;;;;;;;;;;;;;;;;
691;Prei;Grondontsmetting door stomen;2004;;;;;;;;;;;;;;;;;;
692;Prei;Ov.niet-chem.plaagbestrijding;1995;;;;;;;;;;;;;;;;;;
693;Prei;Ov.niet-chem.plaagbestrijding;1998;;;;;;;;;;;;;;;;;;
694;Prei;Ov.niet-chem.plaagbestrijding;2000;;;;;;;;;;;;;;;;;;
695;Prei;Ov.niet-chem.plaagbestrijding;2004;111.0;15.1;481.0;15.8;0.0;0.0;0.0;0.0;0.0;1.8;13.4;5.1;6.5;1.6;8.3;0.0;0.0;0.0
696;Schorseneren;Machinale onkruidbestrijding;1995;209.0;45.7;734.0;49.6;22.6;37.4;3.6;;;8.5;8.2;39.7;20.9;9.1;0.0;0.0;;
697;Schorseneren;Machinale onkruidbestrijding;1998;204.0;42.9;781.0;42.5;6.4;-14.4;0.0;0.0;0.0;0.0;6.2;27.9;13.0;13.7;2.7;0.0;0.0;0.0
698;Schorseneren;Machinale onkruidbestrijding;2000;;;;;;;;;;;;;;;;;;
699;Schorseneren;Machinale onkruidbestrijding;2004;108.0;46.2;495.0;48.5;0.0;0.0;0.0;0.0;0.0;8.7;21.5;31.7;26.0;4.0;0.0;0.0;0.0;0.0
700;Schorseneren;Handmatige onkruidbestrijding;1995;144.0;31.4;442.0;29.8;-10.8;0.1;0.0;;;0.0;10.8;12.1;8.7;8.8;4.1;0.0;;
701;Schorseneren;Handmatige onkruidbestrijding;1998;204.0;42.9;618.0;33.6;39.8;12.8;0.0;0.0;0.0;0.0;5.5;20.6;20.4;24.0;7.5;0.0;0.0;0.0
702;Schorseneren;Handmatige onkruidbestrijding;2000;;;;;;;;;;;;;;;;;;
703;Schorseneren;Handmatige onkruidbestrijding;2004;117.0;50.0;588.0;57.6;0.0;0.0;0.0;0.0;0.0;0.0;9.4;30.6;34.2;33.8;5.2;0.0;0.0;0.0
704;Schorseneren;Ov.niet-chem. onkruidbestrijding;1995;;;;;;;;;;;;;;;;;;
705;Schorseneren;Ov.niet-chem. onkruidbestrijding;1998;23.0;4.8;76.0;4.1;;;0.0;0.0;0.0;0.0;0.0;0.0;4.1;0.0;0.0;0.0;0.0;0.0
706;Schorseneren;Ov.niet-chem. onkruidbestrijding;2000;;;;;;;;;;;;;;;;;;
707;Schorseneren;Ov.niet-chem. onkruidbestrijding;2004;;;;;;;;;;;;;;;;;;
708;Schorseneren;Mechanische loofdoding;1995;;;;;;;;;;;;;;;;;;
709;Schorseneren;Mechanische loofdoding;1998;;;;;;;;;;;;;;;;;;
710;Schorseneren;Mechanische loofdoding;2000;;;;;;;;;;;;;;;;;;
711;Schorseneren;Mechanische loofdoding;2004;;;;;;;;;;;;;;;;;;
712;Schorseneren;Grondontsmetting door stomen;1995;;;;;;;;;;;;;;;;;;
713;Schorseneren;Grondontsmetting door stomen;1998;;;;;;;;;;;;;;;;;;
714;Schorseneren;Grondontsmetting door stomen;2000;;;;;;;;;;;;;;;;;;
715;Schorseneren;Grondontsmetting door stomen;2004;;;;;;;;;;;;;;;;;;
716;Schorseneren;Ov.niet-chem.plaagbestrijding;1995;;;;;;;;;;;;;;;;;;
717;Schorseneren;Ov.niet-chem.plaagbestrijding;1998;;;;;;;;;;;;;;;;;;
718;Schorseneren;Ov.niet-chem.plaagbestrijding;2000;;;;;;;;;;;;;;;;;;
719;Schorseneren;Ov.niet-chem.plaagbestrijding;2004;54.0;23.1;255.0;25.0;0.0;0.0;0.0;0.0;0.0;0.0;14.7;17.9;0.0;7.6;0.0;0.0;0.0;0.0
720;Sla;Machinale onkruidbestrijding;1995;373.0;63.6;661.0;63.4;-10.9;-14.6;0.6;;;21.2;27.0;52.3;41.0;41.7;22.3;3.0;;
721;Sla;Machinale onkruidbestrijding;1998;;;;;;;;;;;;;;;;;;
722;Sla;Machinale onkruidbestrijding;2000;;;;;;;;;;;;;;;;;;
723;Sla;Machinale onkruidbestrijding;2004;;;;;;;;;;;;;;;;;;
724;Sla;Handmatige onkruidbestrijding;1995;107.0;18.2;76.0;7.3;48.4;42.4;0.0;;;0.7;5.1;1.6;0.1;0.1;0.0;0.0;;
725;Sla;Handmatige onkruidbestrijding;1998;;;;;;;;;;;;;;;;;;
726;Sla;Handmatige onkruidbestrijding;2000;;;;;;;;;;;;;;;;;;
727;Sla;Handmatige onkruidbestrijding;2004;;;;;;;;;;;;;;;;;;
728;Sla;Ov.niet-chem. onkruidbestrijding;1995;;;;;;;;;;;;;;;;;;
729;Sla;Ov.niet-chem. onkruidbestrijding;1998;;;;;;;;;;;;;;;;;;
730;Sla;Ov.niet-chem. onkruidbestrijding;2000;;;;;;;;;;;;;;;;;;
731;Sla;Ov.niet-chem. onkruidbestrijding;2004;;;;;;;;;;;;;;;;;;
732;Sla;Mechanische loofdoding;1995;;;;;;;;;;;;;;;;;;
733;Sla;Mechanische loofdoding;1998;;;;;;;;;;;;;;;;;;
734;Sla;Mechanische loofdoding;2000;;;;;;;;;;;;;;;;;;
735;Sla;Mechanische loofdoding;2004;;;;;;;;;;;;;;;;;;
736;Sla;Grondontsmetting door stomen;1995;;;;;;;;;;;;;;;;;;
737;Sla;Grondontsmetting door stomen;1998;;;;;;;;;;;;;;;;;;
738;Sla;Grondontsmetting door stomen;2000;;;;;;;;;;;;;;;;;;
739;Sla;Grondontsmetting door stomen;2004;;;;;;;;;;;;;;;;;;
740;Sla;Ov.niet-chem.plaagbestrijding;1995;;;;;;;;;;;;;;;;;;
741;Sla;Ov.niet-chem.plaagbestrijding;1998;;;;;;;;;;;;;;;;;;
742;Sla;Ov.niet-chem.plaagbestrijding;2000;;;;;;;;;;;;;;;;;;
743;Sla;Ov.niet-chem.plaagbestrijding;2004;;;;;;;;;;;;;;;;;;
744;Sluitkool;Machinale onkruidbestrijding;1995;863.0;53.8;1796.0;61.5;-23.0;-19.6;0.3;;;1.3;21.5;55.5;16.8;1.1;0.0;0.0;;
745;Sluitkool;Machinale onkruidbestrijding;1998;577.0;50.8;1596.0;54.3;-11.2;-11.8;0.0;0.0;0.0;0.4;13.7;35.7;30.6;2.9;0.0;0.0;0.0;0.0
746;Sluitkool;Machinale onkruidbestrijding;2000;686.0;61.9;1614.0;63.4;1.2;16.9;0.0;;;2.6;26.0;48.7;20.4;7.6;1.7;0.0;;
747;Sluitkool;Machinale onkruidbestrijding;2004;537.0;77.0;2221.0;86.3;37.6;36.2;0.0;0.0;0.0;4.2;42.6;52.8;6.9;3.2;1.2;0.0;0.0;0.0
748;Sluitkool;Handmatige onkruidbestrijding;1995;370.0;23.1;682.0;23.3;71.9;79.6;0.0;;;0.0;0.0;6.4;21.5;0.4;0.0;0.0;;
749;Sluitkool;Handmatige onkruidbestrijding;1998;167.0;14.8;434.0;14.8;-36.4;-36.7;0.0;0.0;0.0;0.0;0.0;3.8;14.3;1.5;0.0;0.0;0.0;0.0
750;Sluitkool;Handmatige onkruidbestrijding;2000;660.0;59.5;964.0;37.9;122.1;156.8;0.0;;;0.1;0.5;13.8;16.4;15.7;1.3;0.0;;
751;Sluitkool;Handmatige onkruidbestrijding;2004;183.0;26.2;409.0;15.9;-57.5;-58.0;0.0;0.0;0.0;0.0;0.0;6.3;12.2;3.1;1.2;0.0;0.0;0.0
752;Sluitkool;Ov.niet-chem. onkruidbestrijding;1995;41.0;2.6;58.0;2.0;;;0.0;;;0.0;0.0;0.0;2.0;0.0;0.0;0.0;;
753;Sluitkool;Ov.niet-chem. onkruidbestrijding;1998;19.0;1.6;12.0;0.4;-78.9;-79.2;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.4;0.0;0.0;0.0;0.0
754;Sluitkool;Ov.niet-chem. onkruidbestrijding;2000;53.0;4.8;59.0;2.3;381.3;451.8;0.0;;;0.0;0.0;2.3;0.0;0.0;0.0;0.0;;
755;Sluitkool;Ov.niet-chem. onkruidbestrijding;2004;114.0;16.4;666.0;25.9;1028.1;1025.2;0.0;0.0;0.0;0.0;3.5;22.1;1.4;0.0;0.0;0.0;0.0;0.0
756;Sluitkool;Mechanische loofdoding;1995;;;;;;;;;;;;;;;;;;
757;Sluitkool;Mechanische loofdoding;1998;;;;;;;;;;;;;;;;;;
758;Sluitkool;Mechanische loofdoding;2000;;;;;;;;;;;;;;;;;;
759;Sluitkool;Mechanische loofdoding;2004;;;;;;;;;;;;;;;;;;
760;Sluitkool;Grondontsmetting door stomen;1995;;;;;;;;;;;;;;;;;;
761;Sluitkool;Grondontsmetting door stomen;1998;;;;;;;;;;;;;;;;;;
762;Sluitkool;Grondontsmetting door stomen;2000;;;;;;;;;;;;;;;;;;
763;Sluitkool;Grondontsmetting door stomen;2004;;;;;;;;;;;;;;;;;;
764;Sluitkool;Ov.niet-chem.plaagbestrijding;1995;41.0;2.6;216.0;7.4;;;;;;;;;;;;;;
765;Sluitkool;Ov.niet-chem.plaagbestrijding;1998;;;;;;;;;;;;;;;;;;
766;Sluitkool;Ov.niet-chem.plaagbestrijding;2000;26.0;2.4;79.0;3.1;0.0;0.0;0.0;;;0.0;3.1;3.1;0.0;0.0;0.0;0.0;;
767;Sluitkool;Ov.niet-chem.plaagbestrijding;2004;57.0;8.2;203.0;7.9;156.9;154.6;0.0;0.0;0.0;1.7;0.3;0.0;5.2;5.2;0.0;0.0;0.0;0.0
768;Spruitkool;Machinale onkruidbestrijding;1995;528.0;60.6;2911.0;66.3;-27.0;-3.2;0.0;;;8.7;44.6;57.3;15.6;0.6;0.0;0.0;;
769;Spruitkool;Machinale onkruidbestrijding;1998;644.0;82.8;4143.0;89.6;42.3;35.2;0.0;0.0;0.0;0.0;39.9;75.2;32.3;2.6;0.0;0.0;0.0;0.0
770;Spruitkool;Machinale onkruidbestrijding;2000;372.0;56.7;2483.0;51.4;-40.1;-42.7;0.0;;;15.8;34.7;21.3;6.3;0.3;0.0;0.0;;
771;Spruitkool;Machinale onkruidbestrijding;2004;353.0;92.1;3328.0;96.0;34.0;86.9;0.0;0.0;0.0;30.8;80.2;76.0;13.1;1.3;0.0;0.0;0.0;0.0
772;Spruitkool;Handmatige onkruidbestrijding;1995;172.0;19.7;690.0;15.7;-27.8;-4.1;0.0;;;0.0;0.0;4.5;14.3;1.5;0.3;0.0;;
773;Spruitkool;Handmatige onkruidbestrijding;1998;107.0;13.8;580.0;12.5;-16.0;-20.1;0.0;0.0;0.0;0.0;0.0;1.2;11.8;0.4;0.0;0.0;0.0;0.0
774;Spruitkool;Handmatige onkruidbestrijding;2000;328.0;50.0;1865.0;38.6;221.7;207.7;0.0;;;0.0;5.0;31.0;29.5;12.9;1.6;0.0;;
775;Spruitkool;Handmatige onkruidbestrijding;2004;50.0;13.2;333.0;9.6;-82.2;-75.1;0.0;0.0;0.0;0.0;0.1;0.7;8.9;9.5;0.0;0.0;0.0;0.0
776;Spruitkool;Ov.niet-chem. onkruidbestrijding;1995;79.0;9.1;635.0;14.5;;;0.0;;;0.0;4.2;10.3;0.0;0.0;0.0;;;
777;Spruitkool;Ov.niet-chem. onkruidbestrijding;1998;134.0;17.2;510.0;11.0;-19.6;-23.8;0.0;0.0;0.0;0.0;0.0;8.8;2.2;0.0;0.0;0.0;0.0;0.0
778;Spruitkool;Ov.niet-chem. onkruidbestrijding;2000;;;;;0.0;0.0;;;;;;;;;;;;
779;Spruitkool;Ov.niet-chem. onkruidbestrijding;2004;71.0;18.4;656.0;18.9;0.0;0.0;0.0;0.0;0.0;0.0;13.2;17.6;0.0;0.0;0.0;0.0;0.0;0.0
780;Spruitkool;Mechanische loofdoding;1995;;;;;;;;;;;;;;;;;;
781;Spruitkool;Mechanische loofdoding;1998;;;;;;;;;;;;;;;;;;
782;Spruitkool;Mechanische loofdoding;2000;;;;;;;;;;;;;;;;;;
783;Spruitkool;Mechanische loofdoding;2004;;;;;;;;;;;;;;;;;;
784;Spruitkool;Grondontsmetting door stomen;1995;;;;;;;;;;;;;;;;;;
785;Spruitkool;Grondontsmetting door stomen;1998;;;;;;;;;;;;;;;;;;
786;Spruitkool;Grondontsmetting door stomen;2000;;;;;;;;;;;;;;;;;;
787;Spruitkool;Grondontsmetting door stomen;2004;;;;;;;;;;;;;;;;;;
788;Spruitkool;Ov.niet-chem.plaagbestrijding;1995;;;;;;;;;;;;;;;;;;
789;Spruitkool;Ov.niet-chem.plaagbestrijding;1998;27.0;3.4;22.0;0.5;98.9;57.8;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0
790;Spruitkool;Ov.niet-chem.plaagbestrijding;2000;;;;;0.0;0.0;;;;;;;;;;;;
791;Spruitkool;Ov.niet-chem.plaagbestrijding;2004;91.0;23.7;924.0;26.7;0.0;0.0;0.0;0.0;0.0;3.8;3.3;0.0;17.2;6.1;10.5;11.4;0.0;0.0
792;Stamslabonen;Machinale onkruidbestrijding;1995;440.0;38.1;1598.0;34.2;-18.0;-13.5;0.0;;;2.7;7.7;21.8;19.2;1.1;0.0;0.0;;
793;Stamslabonen;Machinale onkruidbestrijding;1998;521.0;52.6;2552.0;52.6;59.7;53.8;0.0;0.0;0.0;0.0;7.3;4.1;33.1;8.2;0.0;0.0;0.0;0.0
794;Stamslabonen;Machinale onkruidbestrijding;2000;336.0;47.2;2038.0;56.2;-20.1;6.9;0.0;;;6.3;11.1;24.8;37.6;20.2;0.7;0.0;;
795;Stamslabonen;Machinale onkruidbestrijding;2004;275.0;45.0;1865.0;42.4;-8.5;-24.6;0.0;0.0;0.0;6.3;4.4;7.6;26.2;7.0;0.0;0.0;0.0;0.0
796;Stamslabonen;Handmatige onkruidbestrijding;1995;143.0;12.4;565.0;12.1;73.2;82.9;0.0;;;0.0;0.2;2.3;6.8;6.4;0.1;0.0;;
797;Stamslabonen;Handmatige onkruidbestrijding;1998;208.0;21.1;207.0;4.3;-63.4;-64.8;0.0;0.0;0.0;0.0;0.0;0.4;4.3;4.0;3.9;0.0;0.0;0.0
798;Stamslabonen;Handmatige onkruidbestrijding;2000;148.0;20.8;751.0;20.7;263.4;386.0;0.0;;;0.0;0.0;5.4;13.5;12.7;0.1;0.0;;
799;Stamslabonen;Handmatige onkruidbestrijding;2004;61.0;10.0;337.0;7.6;-55.2;-63.1;0.0;0.0;0.0;0.0;0.0;1.2;6.6;1.6;0.0;0.0;0.0;0.0
