ID;Kwartielen;SBI93;Perioden;AantalOndernemingen_1;ToegevoegdeWaardeInNettoOmzet_2;LonenSalarissenInVanNettoOmzet_3;BrutoBedrijfsresultaatInNettoOmzet_4;NettoBedrijfsresultaatInNettoOmzet_5;FinancieelResultaatInNettoOmzet_6;VoorradenInNettoOmzet_7;RenteLastenInNettoOmzet_8;AantalOndernemingen_9;ResVoorBelastingInEigenVermogen_10;NettoresultaatInEigenVermogen_11;AantalOndernemingen_12;NettoResultaatInTotaalVermogen_13;FinanVasteActivaInTotaalVermogen_14;MaterVasteActivaInTotaalVermogen_15;VlottendeMiddelenInTotaalVermogen_16;NettoOmzetInTotaalVermogen_17;EigenVermogenInTotaalVermogen_18;VoorzieningenInTotaalVermogen_19;SchuldenLangInTotaalVermogen_20;SchuldenKortInTotaalVermogen_21;AantalOndernemingen_22;FinResultaatInBrutoBedrijfsresult_23;AantalOndernemingen_24;RenteLastenInBrutoBedrijfsresult_25
103;Kwartiel 2;B0 Visserij;2002;142;57.16;26.78;14.59;3.72;-0.85;0.0;2.35;106;3.25;2.92;143;1.15;7.13;20.72;18.26;37.7;32.86;2.16;0.0;14.72;101;-7.97;102;10.23
104;Kwartiel 2;CA Energiehoudende delfstoffenwinning;1999;22;35.89;8.36;12.79;11.9;-0.71;0.0;0.71;19;42.86;36.95;24;15.71;0.0;8.7;76.98;94.87;20.49;0.0;0.0;42.42;20;-4.83;20;3.86
105;Kwartiel 2;CA Energiehoudende delfstoffenwinning;2000;59;40.97;4.25;9.88;4.04;0.0;0.36;0.1;45;28.38;21.4;60;4.43;0.0;14.5;68.89;73.97;21.18;0.0;0.18;37.14;45;0.0;45;0.09
106;Kwartiel 2;CA Energiehoudende delfstoffenwinning;2001;59;48.08;0.0;25.59;11.55;0.0;0.0;0.0;60;26.7;21.11;73;0.9;0.0;3.43;69.52;29.9;31.05;0.0;0.0;46.55;45;0.0;45;0.03
107;Kwartiel 2;CA Energiehoudende delfstoffenwinning;2002;25;41.55;22.51;1.96;0.35;-0.42;0.0;0.46;20;19.64;13.53;26;1.55;0.0;3.02;85.99;109.73;17.58;0.0;0.0;43.83;16;-4.04;16;4.4
108;Kwartiel 2;CB Zand-, grind-, klei-, zoutwinning;1999;58;48.64;17.95;21.52;12.34;-0.22;0.1;1.17;51;23.49;20.0;59;6.19;0.0;33.3;50.23;62.85;29.86;1.6;10.85;26.16;50;-3.96;50;6.43
109;Kwartiel 2;CB Zand-, grind-, klei-, zoutwinning;2000;104;38.42;12.94;15.74;7.73;0.0;0.25;0.64;95;11.11;9.5;104;4.59;0.07;28.21;48.35;59.83;40.38;1.91;0.0;24.8;86;-2.08;86;4.11
110;Kwartiel 2;CB Zand-, grind-, klei-, zoutwinning;2001;82;47.57;17.08;20.81;11.18;0.0;0.07;1.07;104;7.38;8.24;118;1.02;0.0;20.54;50.24;32.89;42.07;0.0;0.0;20.14;69;-1.56;69;6.09
111;Kwartiel 2;CB Zand-, grind-, klei-, zoutwinning;2002;65;31.28;14.47;12.71;5.5;-0.32;0.0;0.71;59;6.53;8.42;66;2.35;0.1;27.31;53.7;63.19;39.93;1.58;0.0;21.11;49;-3.79;49;4.44
112;Kwartiel 2;DA Voedings- en genotmiddelenindustrie;1999;1077;38.87;25.0;8.22;3.65;-0.76;2.25;1.11;860;16.13;13.75;1084;5.15;0.0;31.76;52.84;151.78;26.32;3.66;11.71;28.18;879;-9.58;882;11.4
113;Kwartiel 2;DA Voedings- en genotmiddelenindustrie;2000;1459;35.67;23.85;6.97;2.42;-0.65;2.47;0.94;1158;12.34;11.45;1466;3.58;0.05;31.27;54.46;154.04;25.47;2.96;9.89;33.46;1164;-9.42;1164;11.95
114;Kwartiel 2;DA Voedings- en genotmiddelenindustrie;2001;1204;38.29;23.52;8.09;3.53;-0.69;2.34;1.01;1083;12.77;11.57;1354;3.65;0.07;25.98;54.33;134.0;28.82;1.92;4.02;26.63;995;-8.31;998;10.71
115;Kwartiel 2;DA Voedings- en genotmiddelenindustrie;2002;818;39.37;24.79;7.65;2.93;-0.82;2.62;0.99;660;14.51;11.34;825;4.63;0.0;32.99;53.45;156.59;26.08;2.99;13.39;27.6;660;-9.68;668;10.77
116;Kwartiel 2;DB Textiel- en textielproductenind.;1999;491;38.08;26.1;6.72;3.46;-0.75;7.74;1.05;378;12.68;10.39;495;3.87;0.0;16.49;72.7;132.34;25.68;2.42;9.19;28.61;371;-8.43;375;12.59
117;Kwartiel 2;DB Textiel- en textielproductenind.;2000;673;36.73;25.94;6.84;3.09;-0.77;8.17;1.05;521;13.09;11.2;675;3.69;0.0;18.51;71.01;136.81;25.74;2.73;2.4;35.46;505;-8.6;505;11.63
118;Kwartiel 2;DB Textiel- en textielproductenind.;2001;511;37.3;25.51;6.83;3.5;-0.72;8.07;1.05;437;9.96;8.22;566;2.66;0.0;13.78;72.04;120.18;30.15;1.78;4.08;26.66;389;-8.43;393;12.75
119;Kwartiel 2;DB Textiel- en textielproductenind.;2002;357;35.23;25.74;7.1;3.09;-0.7;8.26;1.03;274;8.82;9.25;360;3.24;0.0;16.31;73.41;132.02;25.41;2.55;8.83;25.85;267;-7.69;267;9.98
120;Kwartiel 2;DC Leer-, lederwaren- en schoenindustrie;1999;116;31.47;22.51;6.3;3.73;-1.26;12.19;1.58;87;8.35;5.8;117;3.77;0.0;10.84;75.41;129.07;23.23;1.99;5.58;27.87;85;-15.87;86;18.54
121;Kwartiel 2;DC Leer-, lederwaren- en schoenindustrie;2000;155;31.69;23.98;7.1;4.08;-1.06;13.1;1.35;113;16.83;12.57;155;3.79;0.0;10.6;76.07;123.57;25.75;3.36;3.07;37.73;118;-12.92;118;15.08
122;Kwartiel 2;DC Leer-, lederwaren- en schoenindustrie;2001;119;31.11;23.12;6.07;3.59;-1.14;12.09;1.59;100;6.76;4.59;132;2.26;0.0;9.75;76.88;105.02;29.02;1.45;1.02;23.58;87;-15.87;88;18.54
123;Kwartiel 2;DC Leer-, lederwaren- en schoenindustrie;2002;66;35.7;25.36;6.48;2.13;-1.45;11.41;1.49;47;7.3;4.36;67;1.57;0.0;12.02;72.38;107.31;23.95;6.1;17.99;21.1;46;-13.65;46;14.35
124;Kwartiel 2;DD Hout, kurk, riet (excl. meubels);1999;610;42.08;29.95;9.09;4.69;-0.8;6.19;1.08;514;17.13;14.21;609;4.91;0.0;26.44;64.18;136.97;28.24;4.16;11.48;28.47;498;-8.3;503;11.19
125;Kwartiel 2;DD Hout, kurk, riet (excl. meubels);2000;775;41.38;28.11;9.74;5.29;-0.73;6.51;1.05;667;21.93;17.02;777;6.63;0.0;24.76;63.68;130.3;25.48;5.2;9.36;32.99;660;-7.9;660;10.54
126;Kwartiel 2;DD Hout, kurk, riet (excl. meubels);2001;616;42.17;29.89;9.01;4.76;-0.79;6.19;1.07;558;15.81;12.97;667;4.08;0.0;23.33;64.49;124.76;28.99;3.83;7.74;26.66;506;-8.16;511;10.73
127;Kwartiel 2;DD Hout, kurk, riet (excl. meubels);2002;441;43.25;31.38;8.33;4.13;-0.88;6.56;1.11;379;12.56;9.69;442;4.73;0.0;26.67;61.58;128.52;28.27;4.23;12.85;24.21;356;-9.02;359;11.84
128;Kwartiel 2;DE Papier, karton, uitgeverijen;1999;2287;44.86;33.06;9.32;3.12;-0.69;1.37;1.02;1707;12.31;10.3;2307;3.17;0.0;21.26;64.64;125.91;23.1;0.02;5.52;36.48;1722;-7.02;1730;9.31
129;Kwartiel 2;DE Papier, karton, uitgeverijen;2000;2991;44.53;32.25;9.5;3.35;-0.65;1.6;0.9;2273;15.09;12.73;3010;3.56;0.0;20.38;64.15;121.58;23.73;0.72;2.87;40.0;2280;-6.14;2280;8.0
130;Kwartiel 2;DE Papier, karton, uitgeverijen;2001;2380;44.65;32.74;9.42;3.16;-0.68;1.41;0.98;1969;10.05;8.62;2633;1.88;0.0;17.13;65.34;115.33;24.93;0.0;1.6;33.2;1798;-6.61;1808;8.91
131;Kwartiel 2;DE Papier, karton, uitgeverijen;2002;1681;45.13;33.16;8.83;3.02;-0.69;1.67;0.95;1263;13.37;10.74;1695;3.35;0.0;20.7;66.41;133.48;22.97;0.0;6.62;35.81;1270;-7.41;1278;9.35
132;Kwartiel 2;DF Aardolie, splijt- en kweekstoffen;1999;12;26.99;14.43;9.64;6.35;-1.3;7.82;1.59;10;37.0;24.78;12;8.95;0.0;21.12;66.45;162.41;22.19;0.17;25.36;32.74;12;-12.27;12;17.69
133;Kwartiel 2;DF Aardolie, splijt- en kweekstoffen;2000;18;28.27;13.07;5.0;1.7;-0.13;10.59;0.37;13;22.52;15.52;18;3.94;0.0;18.89;75.75;138.07;21.51;4.04;4.57;37.9;12;-3.8;12;4.06
134;Kwartiel 2;DF Aardolie, splijt- en kweekstoffen;2001;16;27.34;14.43;9.64;6.35;-1.01;7.82;1.59;15;34.59;21.05;18;4.66;0.0;2.78;66.45;138.87;19.96;0.0;15.26;32.74;16;-8.78;16;17.69
135;Kwartiel 2;DF Aardolie, splijt- en kweekstoffen;2002;16;25.78;14.96;6.78;5.22;-0.69;6.91;2.0;12;5.65;10.54;16;1.22;7.4;11.09;53.01;126.89;23.01;0.17;3.12;44.9;13;-12.27;13;13.43
136;Kwartiel 2;DG Chemische producten;1999;323;32.86;22.51;8.78;4.06;-0.46;8.0;0.89;267;15.29;10.59;328;3.95;0.0;16.34;67.64;111.06;34.3;0.48;0.59;28.28;231;-5.8;233;7.81
137;Kwartiel 2;DG Chemische producten;2000;480;32.85;20.54;9.12;5.09;-0.4;7.75;0.64;396;18.36;13.45;483;5.1;0.0;18.13;64.47;111.08;31.97;0.7;1.16;36.31;385;-3.62;385;5.88
138;Kwartiel 2;DG Chemische producten;2001;376;31.78;20.18;8.83;4.56;-0.44;8.04;0.81;348;11.59;7.92;427;2.46;0.0;14.16;65.76;98.91;37.66;0.0;0.0;29.32;278;-4.15;280;6.9
139;Kwartiel 2;DG Chemische producten;2002;277;32.85;23.1;10.64;5.2;-0.38;9.87;0.59;222;17.37;12.4;279;5.7;0.0;22.14;67.25;111.18;31.02;0.64;2.71;31.67;215;-3.17;216;6.42
140;Kwartiel 2;DH Rubber en kunststof;1999;511;41.32;27.53;10.33;5.07;-1.05;7.69;1.26;409;17.45;13.3;513;5.46;0.0;27.33;58.84;122.1;28.36;1.99;12.05;30.19;416;-8.05;418;10.66
141;Kwartiel 2;DH Rubber en kunststof;2000;665;38.31;25.46;10.31;5.05;-0.86;8.32;1.1;531;16.98;13.38;667;5.4;0.0;27.43;60.53;123.61;25.84;2.8;12.29;35.92;555;-7.95;555;10.19
142;Kwartiel 2;DH Rubber en kunststof;2001;534;40.75;27.4;10.3;5.21;-1.03;7.74;1.25;466;14.97;12.11;581;4.42;0.0;25.04;58.18;115.06;29.77;1.5;7.34;28.85;435;-8.06;437;10.57
143;Kwartiel 2;DH Rubber en kunststof;2002;396;39.99;27.16;9.91;4.81;-0.83;8.43;1.11;314;18.72;13.3;401;6.18;0.0;29.43;58.99;126.49;29.17;2.04;14.17;31.87;328;-8.67;329;11.16
144;Kwartiel 2;DI Glas, aardewerk, cement, kalk, gips;1999;368;40.41;28.56;10.02;4.51;-0.7;6.89;0.95;306;21.42;15.21;369;5.75;0.0;31.52;60.89;126.0;26.01;2.45;8.76;31.79;301;-7.57;304;9.18
145;Kwartiel 2;DI Glas, aardewerk, cement, kalk, gips;2000;566;39.56;24.85;11.06;5.6;-0.65;7.11;0.9;469;20.25;15.27;571;6.28;0.0;31.8;58.17;128.25;29.21;2.87;8.92;34.62;485;-5.36;485;6.74
146;Kwartiel 2;DI Glas, aardewerk, cement, kalk, gips;2001;432;38.78;24.89;10.22;4.76;-0.61;6.98;0.91;405;16.72;12.44;482;4.49;0.0;28.93;57.41;115.95;30.56;1.86;4.25;30.58;363;-7.03;366;7.92
147;Kwartiel 2;DI Glas, aardewerk, cement, kalk, gips;2002;354;38.08;25.69;9.5;4.52;-0.6;6.73;0.86;297;16.85;12.91;354;5.26;0.0;33.85;55.64;134.1;29.41;2.13;9.71;29.81;285;-5.44;286;8.06
148;Kwartiel 2;DJ Metalen en metaalproducten;1999;2485;49.94;35.15;10.83;5.73;-0.76;3.64;1.08;2096;19.39;14.71;2492;6.3;0.0;29.28;60.09;124.98;28.0;3.96;11.6;27.39;2080;-7.32;2094;9.59
149;Kwartiel 2;DJ Metalen en metaalproducten;2000;3066;48.44;33.98;10.7;5.63;-0.75;4.05;0.98;2604;20.38;15.75;3075;6.15;0.0;27.49;60.16;127.23;28.75;4.24;7.21;33.86;2611;-6.67;2611;8.39
150;Kwartiel 2;DJ Metalen en metaalproducten;2001;2566;49.56;34.75;10.64;5.65;-0.75;3.74;1.08;2337;17.31;13.06;2789;5.21;0.0;25.89;60.38;115.16;29.94;3.2;8.59;26.25;2150;-7.28;2164;9.65
151;Kwartiel 2;DJ Metalen en metaalproducten;2002;1921;49.73;37.41;8.52;3.43;-0.88;4.24;1.13;1591;11.48;9.62;1932;4.04;0.0;30.69;59.88;124.72;27.61;3.13;14.2;27.23;1531;-9.3;1547;11.53
152;Kwartiel 2;DK Machines en apparaten;1999;1600;42.47;31.46;8.77;4.73;-0.57;6.22;0.89;1314;18.02;14.45;1610;5.34;0.0;18.42;72.14;133.56;26.81;3.04;6.48;33.41;1287;-6.49;1293;9.09
153;Kwartiel 2;DK Machines en apparaten;2000;2094;42.23;30.03;8.91;4.84;-0.57;6.59;0.86;1744;19.84;15.46;2098;5.31;0.0;17.85;70.73;131.17;27.39;2.97;4.23;40.24;1705;-5.65;1705;8.33
154;Kwartiel 2;DK Machines en apparaten;2001;1675;42.04;31.08;8.8;4.87;-0.55;6.35;0.89;1492;15.64;12.46;1822;4.44;0.0;15.69;72.37;124.27;29.5;2.41;3.45;32.21;1351;-5.91;1359;9.09
155;Kwartiel 2;DK Machines en apparaten;2002;1203;42.61;32.69;7.57;3.63;-0.78;6.98;1.04;971;13.85;10.64;1210;4.41;0.0;19.35;69.5;135.61;23.32;3.06;10.89;33.19;917;-9.65;924;11.72
156;Kwartiel 2;DM Transportmiddelen;1999;663;37.77;27.0;6.64;3.49;-0.57;7.3;0.97;532;14.53;11.88;664;4.42;0.0;21.94;65.41;127.01;25.76;2.83;6.18;34.95;505;-7.98;511;12.33
157;Kwartiel 2;DM Transportmiddelen;2000;825;36.91;25.96;7.61;4.06;-0.6;7.43;0.89;668;17.59;13.82;827;4.74;0.0;20.77;65.5;129.39;22.9;2.89;5.93;39.62;646;-8.06;646;10.85
158;Kwartiel 2;DM Transportmiddelen;2001;697;37.57;26.57;6.55;3.44;-0.56;7.51;0.93;615;11.9;10.08;768;2.94;0.0;18.75;65.35;112.11;27.13;2.04;1.82;32.99;528;-7.86;534;12.28
159;Kwartiel 2;DM Transportmiddelen;2002;518;38.41;29.29;6.4;3.37;-0.59;6.72;0.89;414;12.68;11.18;522;4.05;0.0;20.05;66.67;130.25;23.73;1.88;6.03;34.71;390;-9.06;392;12.21
160;Kwartiel 2;DL Elektrische en optische apparaten;1999;1160;46.52;33.73;8.21;4.54;-0.49;4.68;0.78;950;21.3;16.63;1162;5.68;0.0;14.94;75.23;141.17;26.94;1.92;2.53;32.33;930;-4.81;937;7.96
161;Kwartiel 2;DL Elektrische en optische apparaten;2000;1444;44.87;33.3;8.67;4.47;-0.5;4.79;0.79;1162;20.74;17.04;1450;5.35;0.0;14.45;72.41;130.44;26.57;1.69;2.55;38.45;1129;-4.76;1129;7.42
162;Kwartiel 2;DL Elektrische en optische apparaten;2001;1205;45.87;32.91;8.16;4.45;-0.46;4.68;0.77;1060;17.81;14.86;1315;4.35;0.0;12.55;74.56;128.8;27.62;0.89;0.0;32.41;960;-4.51;967;7.78
163;Kwartiel 2;DL Elektrische en optische apparaten;2002;875;46.68;35.71;8.03;4.51;-0.43;4.88;0.69;714;18.6;13.79;883;5.21;0.0;14.22;73.07;134.77;28.49;0.95;3.27;30.72;654;-5.26;659;7.79
164;Kwartiel 2;DN Meubels, overige goederen n.e.g.;1999;1003;41.73;31.38;7.64;3.63;-0.77;5.72;0.99;782;14.66;12.07;1009;4.21;0.0;21.95;66.59;143.54;22.2;2.47;8.17;34.91;786;-9.25;794;11.92
165;Kwartiel 2;DN Meubels, overige goederen n.e.g.;2000;1226;40.02;30.41;7.75;4.07;-0.74;6.64;0.97;936;17.33;15.07;1230;5.0;0.0;22.06;66.84;142.3;21.86;3.04;5.54;41.54;962;-8.19;962;10.19
166;Kwartiel 2;DN Meubels, overige goederen n.e.g.;2001;1013;41.57;31.38;7.63;3.63;-0.77;5.7;0.98;835;12.89;10.58;1083;3.51;0.0;19.2;67.31;132.5;22.99;2.19;5.86;34.33;793;-9.15;801;11.78
167;Kwartiel 2;DN Meubels, overige goederen n.e.g.;2002;705;41.52;33.01;6.9;2.92;-0.76;6.54;0.95;537;12.99;10.71;710;4.06;0.0;23.94;65.91;143.07;23.61;3.74;9.39;31.59;526;-10.29;529;11.73
168;Kwartiel 2;E0 Elektriciteit, aardgas en water;1999;56;63.19;0.0;57.49;15.96;-7.59;0.0;8.55;41;10.49;11.11;58;4.74;0.0;49.27;42.97;28.73;8.99;0.0;35.88;22.6;49;-16.01;49;18.47
169;Kwartiel 2;E0 Elektriciteit, aardgas en water;2000;93;50.72;0.0;22.27;8.06;-1.42;0.0;1.06;73;12.68;14.19;93;4.34;0.0;49.48;41.25;35.26;20.74;0.0;21.99;26.79;70;-12.07;70;14.74
170;Kwartiel 2;E0 Elektriciteit, aardgas en water;2001;84;53.94;0.0;35.08;10.76;-5.82;0.0;5.82;74;2.35;3.91;106;2.03;0.0;38.8;41.2;28.73;14.0;0.0;0.0;38.2;70;-12.9;71;15.9
171;Kwartiel 2;E0 Elektriciteit, aardgas en water;2002;71;57.21;0.71;27.48;10.02;-3.12;0.0;2.71;55;18.65;16.67;73;4.52;0.0;41.74;42.99;39.13;16.86;0.0;30.08;36.6;58;-10.98;58;12.18
172;Kwartiel 2;F0 Bouwnijverheid;1999;11319;44.54;34.22;7.01;3.92;-0.28;1.11;0.52;9578;21.11;16.74;11382;5.45;0.0;16.7;73.48;166.6;27.84;5.05;0.71;34.69;8995;-3.59;9087;6.29
173;Kwartiel 2;F0 Bouwnijverheid;2000;13777;44.3;32.87;7.55;4.44;-0.27;1.16;0.48;11568;25.45;19.96;13821;6.42;0.0;16.16;74.58;167.36;26.19;5.01;0.0;40.64;11385;-3.5;11385;5.49
174;Kwartiel 2;F0 Bouwnijverheid;2001;11557;44.45;33.98;7.02;3.93;-0.27;1.1;0.52;10577;18.92;14.98;12571;4.37;0.0;14.68;74.19;151.95;29.1;4.11;0.0;33.08;9207;-3.5;9300;6.25
175;Kwartiel 2;F0 Bouwnijverheid;2002;8583;45.57;34.96;6.84;3.76;-0.31;1.17;0.51;7229;19.14;15.08;8654;5.13;0.0;16.73;73.92;169.78;27.86;4.12;1.83;33.37;6792;-4.0;6853;6.54
176;Kwartiel 2;G0 Handel;1999;34109;23.67;15.33;5.62;3.22;-0.47;5.28;0.71;27171;17.73;13.93;34348;5.08;0.0;11.14;77.93;159.36;24.84;1.55;1.68;34.0;26277;-7.69;26510;10.68
177;Kwartiel 2;G0 Handel;2000;43201;23.0;14.85;5.49;3.14;-0.47;5.62;0.69;34189;18.3;14.89;43410;4.8;0.0;11.06;77.93;156.65;23.78;1.55;0.0;39.34;33271;-7.14;33271;9.79
178;Kwartiel 2;G0 Handel;2001;34890;23.64;15.2;5.64;3.24;-0.47;5.27;0.71;30599;14.85;12.04;38756;3.79;0.0;8.95;78.22;139.63;26.16;0.84;0.0;32.22;27004;-7.63;27244;10.64
179;Kwartiel 2;G0 Handel;2002;25002;24.0;15.8;5.24;2.95;-0.46;5.66;0.67;20006;16.43;12.77;25236;4.85;0.0;11.07;78.38;165.41;25.21;1.17;2.71;32.37;19129;-8.11;19263;10.53
180;Kwartiel 2;H0 Horeca;1999;3364;47.45;32.92;11.74;4.54;-1.36;1.05;1.65;2427;15.29;14.44;3379;4.58;0.0;39.57;40.69;106.64;19.49;0.0;11.7;26.54;2709;-12.07;2721;14.11
181;Kwartiel 2;H0 Horeca;2000;4465;46.72;33.15;10.84;4.25;-1.24;1.17;1.53;3168;15.79;15.57;4487;4.08;0.0;39.9;40.42;108.59;18.91;0.0;15.12;28.5;3533;-11.11;3533;12.64
182;Kwartiel 2;H0 Horeca;2001;3428;47.56;32.92;11.74;4.56;-1.35;1.05;1.65;2759;11.82;11.72;3842;3.06;0.0;34.05;41.92;88.84;20.93;0.0;6.32;24.8;2767;-12.07;2781;14.15
183;Kwartiel 2;H0 Horeca;2002;2333;48.03;34.38;10.81;3.86;-1.44;1.1;1.67;1667;12.96;12.2;2351;3.82;0.0;41.78;38.73;104.65;17.23;0.0;14.6;25.11;1862;-13.64;1873;15.63
184;Kwartiel 2;I0 Vervoer, opslag en communicatie;1999;5497;51.89;34.29;10.72;3.76;-0.67;0.0;0.99;4520;15.38;12.95;5547;4.63;0.0;28.68;55.32;121.0;24.47;0.0;5.58;33.48;4457;-7.69;4491;9.76
185;Kwartiel 2;I0 Vervoer, opslag en communicatie;2000;6986;50.77;32.89;10.5;3.75;-0.62;0.0;0.94;5690;15.53;13.0;7041;4.24;0.0;27.75;56.63;117.74;22.84;0.0;6.25;38.38;5683;-7.12;5683;9.3
186;Kwartiel 2;I0 Vervoer, opslag en communicatie;2001;5739;51.99;33.53;10.83;3.86;-0.62;0.0;0.95;5339;11.74;10.4;6519;3.3;0.0;19.58;57.61;100.26;26.74;0.0;0.21;30.72;4658;-7.44;4696;9.49
187;Kwartiel 2;I0 Vervoer, opslag en communicatie;2002;4328;51.3;34.11;9.25;3.17;-0.57;0.0;0.87;3575;13.56;11.22;4366;4.19;0.0;28.21;56.13;124.03;25.02;0.0;5.49;32.73;3459;-7.69;3471;9.64
188;Kwartiel 2;K0 Onroerend goed;1999;38263;69.33;48.75;10.91;6.2;0.0;0.0;0.35;31940;21.96;17.27;38724;4.42;0.0;5.45;76.39;80.88;35.48;0.0;0.0;27.68;27488;0.0;27778;2.21
189;Kwartiel 2;K0 Onroerend goed;2000;45727;68.16;46.43;11.39;6.67;0.0;0.0;0.37;37915;24.84;19.74;46050;4.66;0.0;5.68;75.18;78.13;33.66;0.2;0.0;29.3;33329;0.0;33329;2.1
190;Kwartiel 2;K0 Onroerend goed;2001;38660;69.19;48.58;10.86;6.17;0.0;0.0;0.35;36573;16.67;13.37;44585;2.21;0.0;3.81;77.17;62.9;36.94;0.0;0.0;25.32;27855;0.0;28151;2.19
191;Kwartiel 2;K0 Onroerend goed;2002;27323;67.74;50.0;9.09;4.66;0.0;0.0;0.15;22627;17.71;13.84;27807;3.43;0.0;5.25;78.48;84.54;35.32;0.0;0.0;26.73;18705;0.0;18849;1.54
192;Kwartiel 3;A0 Landbouw, jacht en bosbouw;1999;3581;67.93;39.57;30.65;17.5;0.0;10.98;8.11;2787;31.27;27.35;3705;10.12;24.99;61.61;70.94;119.56;54.79;27.67;41.56;46.08;2808;0.0;2827;38.98
193;Kwartiel 3;A0 Landbouw, jacht en bosbouw;2000;4604;64.61;39.58;29.78;17.25;0.0;11.89;7.2;3542;35.67;31.67;4701;10.73;21.79;61.14;71.66;116.63;55.13;25.37;37.93;50.56;3623;0.0;3623;33.78
194;Kwartiel 3;A0 Landbouw, jacht en bosbouw;2001;3605;67.39;39.4;30.48;17.35;0.0;10.98;8.09;3115;28.59;25.84;4156;8.91;31.79;58.97;74.19;111.02;58.51;30.84;37.26;45.05;2826;0.0;2845;39.0
195;Kwartiel 3;A0 Landbouw, jacht en bosbouw;2002;2510;67.31;40.85;29.36;16.62;0.0;10.47;7.55;1947;29.63;26.52;2644;9.05;21.86;62.59;70.36;124.08;54.09;27.49;45.08;43.91;1950;-0.3;1960;38.17
196;Kwartiel 3;B0 Visserij;1999;224;91.93;45.0;44.38;29.86;0.36;0.41;7.76;165;31.92;23.98;226;9.65;36.72;64.35;61.56;86.92;72.08;18.44;58.47;47.2;171;0.0;171;37.28
197;Kwartiel 3;B0 Visserij;2000;270;93.33;69.63;35.75;24.0;0.0;0.13;8.05;193;26.65;24.44;268;7.18;37.45;64.82;64.68;78.87;71.33;17.6;45.49;50.07;199;0.0;199;38.46
198;Kwartiel 3;B0 Visserij;2001;225;91.67;44.61;44.3;29.55;0.45;0.46;7.74;192;24.97;23.56;259;8.04;38.71;59.09;70.21;82.04;74.81;19.07;50.75;46.53;175;0.0;175;37.28
199;Kwartiel 3;B0 Visserij;2002;142;95.24;75.0;38.1;22.78;0.49;0.0;7.47;106;24.23;17.93;143;8.7;81.92;55.65;61.91;81.62;78.34;14.2;60.52;43.36;101;0.85;102;38.53
200;Kwartiel 3;CA Energiehoudende delfstoffenwinning;1999;22;78.85;21.09;38.64;25.63;-0.12;5.22;1.27;19;78.95;59.65;24;39.84;9.24;24.78;97.43;295.95;56.52;7.75;19.88;68.51;20;0.31;20;8.73
201;Kwartiel 3;CA Energiehoudende delfstoffenwinning;2000;59;69.01;32.42;52.24;31.23;0.03;3.88;1.52;45;75.27;63.89;60;22.18;11.43;52.16;97.89;206.63;47.46;7.59;54.9;74.95;45;0.11;45;15.38
202;Kwartiel 3;CA Energiehoudende delfstoffenwinning;2001;59;80.88;9.44;74.21;50.86;0.35;3.75;0.68;60;57.25;49.82;73;23.33;8.7;48.24;96.64;74.45;65.52;1.17;0.0;74.55;45;0.24;45;6.47
203;Kwartiel 3;CA Energiehoudende delfstoffenwinning;2002;25;80.02;51.46;24.21;9.09;0.0;3.08;2.17;20;54.94;44.61;26;5.65;0.0;32.24;100.0;178.95;46.88;8.28;27.73;99.79;16;0.0;16;19.92
204;Kwartiel 3;CB Zand-, grind-, klei-, zoutwinning;1999;58;63.79;32.14;34.32;23.57;0.45;5.59;4.04;51;61.06;43.56;59;13.49;13.68;75.09;70.69;117.71;60.75;13.19;44.4;43.02;50;0.14;50;18.75
205;Kwartiel 3;CB Zand-, grind-, klei-, zoutwinning;2000;104;73.15;32.42;33.78;23.85;0.16;8.05;3.08;95;39.1;23.16;104;9.4;15.73;57.75;68.3;128.45;77.58;10.99;28.74;48.82;86;0.0;86;15.61
206;Kwartiel 3;CB Zand-, grind-, klei-, zoutwinning;2001;82;64.28;32.14;34.32;21.43;1.25;5.59;3.75;104;37.74;28.87;118;9.09;17.24;52.85;91.08;84.61;93.93;4.35;22.78;49.46;69;4.13;69;18.75
207;Kwartiel 3;CB Zand-, grind-, klei-, zoutwinning;2002;65;56.21;25.58;25.03;14.52;0.38;5.51;5.0;59;37.65;26.44;66;8.26;10.97;46.32;79.89;148.95;77.17;9.4;43.53;46.85;49;2.8;49;23.76
208;Kwartiel 3;DA Voedings- en genotmiddelenindustrie;1999;1077;55.5;42.65;15.2;8.99;0.0;6.57;2.73;860;41.82;34.97;1084;12.79;7.97;56.86;75.88;247.22;51.14;20.33;39.38;51.87;879;0.0;882;25.0
209;Kwartiel 3;DA Voedings- en genotmiddelenindustrie;2000;1459;53.83;42.3;14.09;8.0;0.0;7.04;2.4;1158;36.02;30.19;1466;11.08;7.16;54.13;76.0;255.61;52.49;17.43;33.99;57.99;1164;0.0;1164;27.0
210;Kwartiel 3;DA Voedings- en genotmiddelenindustrie;2001;1204;55.22;41.71;15.42;9.0;0.0;7.01;2.62;1083;39.03;32.11;1354;11.51;11.86;51.97;80.42;236.74;60.14;17.37;35.36;52.93;995;0.0;998;24.62
211;Kwartiel 3;DA Voedings- en genotmiddelenindustrie;2002;818;55.17;43.32;15.93;9.52;0.0;7.28;2.4;660;41.12;31.44;825;12.63;6.47;56.82;74.59;253.66;51.74;17.73;39.7;51.46;660;-0.21;668;25.8
