ID;Energieverbruikers;Perioden;Energie_1;SteenkoolEnBruinkool_2;Steenkoolcokes_3;Cokesovengas_4;Hoogovengas_5;OverigeSteenkoolderivaten_6;RuweAardolie_7;Aardgascondensaat_8;OverigeAardoliegrondstoffen_9;Lpg_10;Nafta_11;Benzine_12;Kerosine_13;GasolieEnLichteStookolie_14;Autodiesel_15;Stookolie_16;Restgas_17;Smeermiddelen_18;Bitumen_19;OverigeOlieproducten_20;Aardgas_21;HernieuwbareEnergie_22;Elektriciteit_23;StoomEnOfWarmWater_24;AnderePrimaireEnergiebronnen_25;OmzettingVerliezen_26
305;20-21 Chemie en farmaceutische industrie;2009;745.0;;1.0;;;3.0;;100.0;;59.0;190.0;0.0;4.0;0.0;1.0;;93.0;0.0;;16.0;136.0;0.0;44.0;85.0;1.0;10.0
306;20-21 Chemie en farmaceutische industrie;2010;833.0;;1.0;;;3.0;;101.0;8.0;57.0;220.0;0.0;3.0;;1.0;6.0;99.0;0.0;;25.0;157.0;0.0;47.0;90.0;1.0;12.0
307;20-21 Chemie en farmaceutische industrie;2011;757.0;;1.0;;;3.0;;104.0;10.0;67.0;162.0;0.0;2.0;;1.0;0.0;89.0;0.0;;21.0;155.0;0.0;45.0;84.0;1.0;12.0
308;22-23 Kunststof- en bouwmateriaalindustr;1990;51.0;2.0;1.0;;;;;;;0.0;;0.0;;0.0;1.0;4.0;;;;2.0;30.0;0.0;9.0;1.0;;0.0
309;22-23 Kunststof- en bouwmateriaalindustr;1991;51.0;2.0;1.0;;;;;;;0.0;;0.0;;0.0;1.0;4.0;;;;2.0;29.0;0.0;10.0;1.0;;0.0
310;22-23 Kunststof- en bouwmateriaalindustr;1992;54.0;1.0;1.0;;;;;;;0.0;;0.0;;1.0;1.0;4.0;;;;2.0;31.0;0.0;11.0;1.0;;0.0
311;22-23 Kunststof- en bouwmateriaalindustr;1993;50.0;1.0;1.0;;;;;;;0.0;;0.0;;1.0;1.0;4.0;;;;2.0;29.0;;9.0;2.0;;0.0
312;22-23 Kunststof- en bouwmateriaalindustr;1994;50.0;1.0;1.0;;;;;;;0.0;;0.0;;0.0;1.0;3.0;;;;2.0;30.0;;9.0;2.0;;0.0
313;22-23 Kunststof- en bouwmateriaalindustr;1995;44.0;1.0;1.0;;;;;;;0.0;;0.0;;0.0;1.0;3.0;;;;2.0;25.0;;9.0;1.0;;0.0
314;22-23 Kunststof- en bouwmateriaalindustr;1996;46.0;1.0;1.0;;;;;;;0.0;;0.0;;0.0;1.0;3.0;;;;1.0;28.0;0.0;10.0;1.0;;0.0
315;22-23 Kunststof- en bouwmateriaalindustr;1997;47.0;1.0;1.0;;;;;;;;;0.0;;0.0;1.0;2.0;;;;1.0;29.0;0.0;10.0;1.0;;0.0
316;22-23 Kunststof- en bouwmateriaalindustr;1998;44.0;1.0;1.0;;;;;;;0.0;;0.0;;0.0;1.0;2.0;;;;1.0;27.0;0.0;10.0;1.0;;0.0
317;22-23 Kunststof- en bouwmateriaalindustr;1999;45.0;1.0;1.0;;;;;;;0.0;;0.0;;0.0;1.0;1.0;;;;1.0;27.0;0.0;10.0;1.0;;0.0
318;22-23 Kunststof- en bouwmateriaalindustr;2000;46.0;1.0;1.0;;;;;;;0.0;;0.0;;0.0;1.0;1.0;;;;1.0;28.0;0.0;11.0;1.0;;0.0
319;22-23 Kunststof- en bouwmateriaalindustr;2001;46.0;1.0;1.0;;;;;;;0.0;;0.0;;0.0;1.0;1.0;;;;1.0;28.0;0.0;11.0;1.0;;0.0
320;22-23 Kunststof- en bouwmateriaalindustr;2002;43.0;1.0;1.0;;;;;;;0.0;;0.0;;0.0;1.0;0.0;;;;1.0;25.0;1.0;11.0;2.0;;0.0
321;22-23 Kunststof- en bouwmateriaalindustr;2003;42.0;1.0;1.0;;;;;;;0.0;;0.0;;0.0;1.0;1.0;;;;0.0;24.0;1.0;11.0;2.0;;0.0
322;22-23 Kunststof- en bouwmateriaalindustr;2004;42.0;1.0;1.0;;;;;;;0.0;;0.0;;0.0;1.0;0.0;;;;1.0;25.0;1.0;11.0;1.0;;0.0
323;22-23 Kunststof- en bouwmateriaalindustr;2005;42.0;1.0;1.0;;;;;;;0.0;;0.0;;0.0;1.0;1.0;;;;0.0;25.0;1.0;11.0;1.0;;0.0
324;22-23 Kunststof- en bouwmateriaalindustr;2006;42.0;0.0;1.0;;;;;;;0.0;;0.0;;0.0;1.0;1.0;;;;0.0;25.0;1.0;11.0;1.0;;0.0
325;22-23 Kunststof- en bouwmateriaalindustr;2007;43.0;1.0;1.0;;;;;;;0.0;;0.0;;0.0;1.0;1.0;;;;;25.0;1.0;11.0;1.0;;0.0
326;22-23 Kunststof- en bouwmateriaalindustr;2008;43.0;0.0;2.0;;;;;;;0.0;;0.0;;0.0;1.0;1.0;;;;;25.0;1.0;11.0;1.0;;0.0
327;22-23 Kunststof- en bouwmateriaalindustr;2009;38.0;0.0;1.0;;;;;;;0.0;;0.0;;0.0;1.0;1.0;;;;;22.0;1.0;10.0;1.0;;0.0
328;22-23 Kunststof- en bouwmateriaalindustr;2010;38.0;1.0;1.0;;;;;;;0.0;;0.0;;0.0;1.0;1.0;;;;;24.0;1.0;10.0;;;0.0
329;22-23 Kunststof- en bouwmateriaalindustr;2011;36.0;0.0;1.0;;;;;;;0.0;;0.0;;0.0;1.0;1.0;;;;;22.0;1.0;9.0;;;0.0
330;22 Rubber- en kunststofproductindustrie;1990;10.0;;;;;;;;;;;0.0;;;1.0;;;;;;5.0;;4.0;0.0;;
331;22 Rubber- en kunststofproductindustrie;1991;8.0;;;;;;;;;;;0.0;;;1.0;1.0;;;;;2.0;;4.0;0.0;;
332;22 Rubber- en kunststofproductindustrie;1992;9.0;;;;;;;;;;;0.0;;;1.0;0.0;;;;;3.0;;5.0;0.0;;
333;22 Rubber- en kunststofproductindustrie;1993;8.0;;;;;;;;;0.0;;0.0;;;1.0;0.0;;;;;3.0;;4.0;1.0;;
334;22 Rubber- en kunststofproductindustrie;1994;9.0;;;;;;;;;0.0;;0.0;;;1.0;;;;;;3.0;;4.0;1.0;;
335;22 Rubber- en kunststofproductindustrie;1995;8.0;;;;;;;;;0.0;;0.0;;;1.0;;;;;;3.0;;4.0;0.0;;
336;22 Rubber- en kunststofproductindustrie;1996;8.0;;;;;;;;;;;0.0;;;0.0;;;;;;3.0;;4.0;0.0;;
337;22 Rubber- en kunststofproductindustrie;1997;8.0;;;;;;;;;;;0.0;;;1.0;;;;;;2.0;;5.0;0.0;;
338;22 Rubber- en kunststofproductindustrie;1998;8.0;;;;;;;;;;;0.0;;;1.0;;;;;;2.0;;4.0;0.0;;
339;22 Rubber- en kunststofproductindustrie;1999;8.0;;;;;;;;;;;0.0;;;0.0;;;;;;2.0;;5.0;0.0;;
340;22 Rubber- en kunststofproductindustrie;2000;8.0;;;;;;;;;;;0.0;;;0.0;;;;;;2.0;;5.0;;;
341;22 Rubber- en kunststofproductindustrie;2001;9.0;;;;;;;;;;;0.0;;;0.0;;;;;;3.0;;6.0;;;
342;22 Rubber- en kunststofproductindustrie;2002;10.0;;;;;;;;;;;0.0;;;0.0;;;;;;2.0;;6.0;1.0;;
343;22 Rubber- en kunststofproductindustrie;2003;9.0;;;;;;;;;;;0.0;;;0.0;;;;;;2.0;;5.0;1.0;;
344;22 Rubber- en kunststofproductindustrie;2004;9.0;;;;;;;;;;;0.0;;;0.0;;;;;;3.0;;6.0;;;
345;22 Rubber- en kunststofproductindustrie;2005;9.0;;;;;;;;;0.0;;0.0;;;0.0;;;;;;2.0;;5.0;0.0;;
346;22 Rubber- en kunststofproductindustrie;2006;9.0;;;;;;;;;0.0;;0.0;;;0.0;;;;;;2.0;;5.0;0.0;;
347;22 Rubber- en kunststofproductindustrie;2007;8.0;;;;;;;;;0.0;;0.0;;;0.0;;;;;;2.0;;5.0;0.0;;
348;22 Rubber- en kunststofproductindustrie;2008;8.0;;;;;;;;;0.0;;0.0;;;0.0;;;;;;2.0;;5.0;0.0;;
349;22 Rubber- en kunststofproductindustrie;2009;7.0;;;;;;;;;0.0;;0.0;;;0.0;;;;;;2.0;;4.0;0.0;;
350;22 Rubber- en kunststofproductindustrie;2010;7.0;;;;;;;;;0.0;;0.0;;;0.0;;;;;;2.0;;4.0;;;
351;22 Rubber- en kunststofproductindustrie;2011;7.0;;;;;;;;;0.0;;0.0;;;0.0;;;;;;2.0;;4.0;;;
352;23 Bouwmaterialenindustrie;1990;41.0;2.0;1.0;;;;;;;0.0;;0.0;;0.0;0.0;4.0;;;;2.0;25.0;0.0;5.0;1.0;;0.0
353;23 Bouwmaterialenindustrie;1991;43.0;2.0;1.0;;;;;;;0.0;;0.0;;0.0;0.0;4.0;;;;2.0;27.0;0.0;6.0;1.0;;0.0
354;23 Bouwmaterialenindustrie;1992;45.0;1.0;1.0;;;;;;;0.0;;0.0;;1.0;0.0;4.0;;;;2.0;28.0;0.0;6.0;1.0;;0.0
355;23 Bouwmaterialenindustrie;1993;42.0;1.0;1.0;;;;;;;0.0;;0.0;;1.0;1.0;4.0;;;;2.0;26.0;;5.0;1.0;;0.0
356;23 Bouwmaterialenindustrie;1994;42.0;1.0;1.0;;;;;;;0.0;;0.0;;0.0;1.0;3.0;;;;2.0;27.0;;5.0;1.0;;0.0
357;23 Bouwmaterialenindustrie;1995;37.0;1.0;1.0;;;;;;;0.0;;0.0;;0.0;1.0;3.0;;;;2.0;23.0;;5.0;1.0;;0.0
358;23 Bouwmaterialenindustrie;1996;38.0;1.0;1.0;;;;;;;0.0;;0.0;;0.0;1.0;3.0;;;;1.0;25.0;0.0;5.0;0.0;;0.0
359;23 Bouwmaterialenindustrie;1997;39.0;1.0;1.0;;;;;;;;;0.0;;0.0;1.0;2.0;;;;1.0;26.0;0.0;6.0;1.0;;0.0
360;23 Bouwmaterialenindustrie;1998;36.0;1.0;1.0;;;;;;;0.0;;0.0;;0.0;1.0;2.0;;;;1.0;24.0;0.0;5.0;1.0;;0.0
361;23 Bouwmaterialenindustrie;1999;37.0;1.0;1.0;;;;;;;0.0;;0.0;;0.0;1.0;1.0;;;;1.0;25.0;0.0;6.0;1.0;;0.0
362;23 Bouwmaterialenindustrie;2000;38.0;1.0;1.0;;;;;;;0.0;;0.0;;0.0;1.0;1.0;;;;1.0;25.0;0.0;6.0;1.0;;0.0
363;23 Bouwmaterialenindustrie;2001;38.0;1.0;1.0;;;;;;;0.0;;0.0;;0.0;1.0;1.0;;;;1.0;25.0;0.0;6.0;1.0;;0.0
364;23 Bouwmaterialenindustrie;2002;33.0;1.0;1.0;;;;;;;0.0;;0.0;;0.0;1.0;0.0;;;;1.0;22.0;1.0;6.0;1.0;;0.0
365;23 Bouwmaterialenindustrie;2003;34.0;1.0;1.0;;;;;;;0.0;;0.0;;0.0;1.0;1.0;;;;0.0;22.0;1.0;5.0;1.0;;0.0
366;23 Bouwmaterialenindustrie;2004;34.0;1.0;1.0;;;;;;;0.0;;0.0;;0.0;0.0;0.0;;;;1.0;22.0;1.0;5.0;1.0;;0.0
367;23 Bouwmaterialenindustrie;2005;33.0;1.0;1.0;;;;;;;0.0;;0.0;;0.0;1.0;1.0;;;;0.0;23.0;1.0;5.0;1.0;;0.0
368;23 Bouwmaterialenindustrie;2006;33.0;0.0;1.0;;;;;;;0.0;;0.0;;0.0;1.0;1.0;;;;0.0;22.0;1.0;5.0;1.0;;0.0
369;23 Bouwmaterialenindustrie;2007;35.0;1.0;1.0;;;;;;;0.0;;0.0;;0.0;1.0;1.0;;;;;23.0;1.0;5.0;1.0;;0.0
370;23 Bouwmaterialenindustrie;2008;34.0;0.0;2.0;;;;;;;0.0;;0.0;;0.0;1.0;1.0;;;;;23.0;1.0;6.0;1.0;;0.0
371;23 Bouwmaterialenindustrie;2009;31.0;0.0;1.0;;;;;;;0.0;;0.0;;0.0;0.0;1.0;;;;;21.0;1.0;5.0;0.0;;0.0
372;23 Bouwmaterialenindustrie;2010;32.0;1.0;1.0;;;;;;;0.0;;0.0;;0.0;0.0;1.0;;;;;22.0;1.0;5.0;;;0.0
373;23 Bouwmaterialenindustrie;2011;29.0;0.0;1.0;;;;;;;0.0;;0.0;;0.0;0.0;1.0;;;;;20.0;1.0;5.0;;;0.0
374;24-25 Basismetaal, metaalprod.-industrie;1990;148.0;20.0;32.0;8.0;8.0;;;;;1.0;;0.0;;0.0;2.0;0.0;;;;5.0;20.0;;32.0;3.0;1.0;16.0
375;24-25 Basismetaal, metaalprod.-industrie;1991;146.0;17.0;30.0;8.0;6.0;;;;;0.0;;0.0;;0.0;2.0;0.0;;;;5.0;24.0;0.0;30.0;3.0;1.0;17.0
376;24-25 Basismetaal, metaalprod.-industrie;1992;146.0;22.0;25.0;8.0;8.0;;;;;0.0;;0.0;;0.0;2.0;0.0;;;;4.0;24.0;;30.0;3.0;1.0;17.0
377;24-25 Basismetaal, metaalprod.-industrie;1993;150.0;24.0;28.0;10.0;10.0;;;;;0.0;;0.0;;0.0;2.0;0.0;;;;4.0;23.0;0.0;29.0;3.0;1.0;16.0
378;24-25 Basismetaal, metaalprod.-industrie;1994;157.0;18.0;37.0;11.0;9.0;;;;;0.0;;0.0;;0.0;2.0;0.0;;;;5.0;22.0;0.0;29.0;4.0;1.0;18.0
379;24-25 Basismetaal, metaalprod.-industrie;1995;160.0;16.0;41.0;11.0;10.0;;;;;0.0;;0.0;;0.0;2.0;;;0.0;;5.0;23.0;;31.0;4.0;1.0;17.0
380;24-25 Basismetaal, metaalprod.-industrie;1996;162.0;18.0;38.0;10.0;10.0;;;;;0.0;;;;0.0;1.0;;;0.0;;6.0;24.0;;31.0;4.0;1.0;19.0
381;24-25 Basismetaal, metaalprod.-industrie;1997;166.0;22.0;38.0;11.0;9.0;;;;;0.0;;;;0.0;1.0;;;0.0;;5.0;24.0;;32.0;3.0;1.0;18.0
382;24-25 Basismetaal, metaalprod.-industrie;1998;163.0;22.0;36.0;9.0;9.0;;;;;0.0;;;;0.0;1.0;;;0.0;;6.0;24.0;;34.0;3.0;1.0;18.0
383;24-25 Basismetaal, metaalprod.-industrie;1999;158.0;21.0;34.0;7.0;8.0;;;;;0.0;;;;0.0;1.0;;;0.0;;6.0;24.0;;36.0;3.0;1.0;15.0
384;24-25 Basismetaal, metaalprod.-industrie;2000;154.0;19.0;32.0;6.0;9.0;;;;;0.0;;0.0;;0.0;2.0;;;0.0;;7.0;24.0;;37.0;2.0;1.0;14.0
385;24-25 Basismetaal, metaalprod.-industrie;2001;157.0;22.0;33.0;6.0;9.0;;;;;0.0;;0.0;;0.0;2.0;;;0.0;;5.0;23.0;;37.0;3.0;1.0;14.0
386;24-25 Basismetaal, metaalprod.-industrie;2002;158.0;22.0;33.0;6.0;10.0;;;;;0.0;;0.0;;0.0;2.0;;;0.0;;5.0;23.0;;37.0;3.0;1.0;14.0
387;24-25 Basismetaal, metaalprod.-industrie;2003;161.0;24.0;36.0;6.0;10.0;;;;;0.0;;0.0;;0.0;2.0;;;0.0;;5.0;22.0;;37.0;3.0;1.0;14.0
388;24-25 Basismetaal, metaalprod.-industrie;2004;167.0;26.0;34.0;8.0;11.0;;;;;0.0;;0.0;;0.0;1.0;;;0.0;;5.0;22.0;;39.0;3.0;1.0;15.0
389;24-25 Basismetaal, metaalprod.-industrie;2005;167.0;27.0;33.0;8.0;11.0;;;;;0.0;;0.0;;0.0;1.0;;;1.0;;6.0;22.0;;39.0;3.0;2.0;15.0
390;24-25 Basismetaal, metaalprod.-industrie;2006;156.0;23.0;30.0;8.0;11.0;;;;;0.0;;0.0;;0.0;1.0;;;1.0;;7.0;21.0;;37.0;3.0;1.0;14.0
391;24-25 Basismetaal, metaalprod.-industrie;2007;166.0;28.0;34.0;8.0;11.0;;;;;0.0;;0.0;;0.0;1.0;;;0.0;;6.0;21.0;;38.0;2.0;1.0;15.0
392;24-25 Basismetaal, metaalprod.-industrie;2008;162.0;23.0;32.0;8.0;12.0;;;;;0.0;;0.0;;0.0;1.0;;;0.0;;6.0;20.0;;39.0;2.0;1.0;16.0
393;24-25 Basismetaal, metaalprod.-industrie;2009;132.0;17.0;28.0;6.0;9.0;;;;;0.0;;0.0;;0.0;1.0;;;0.0;;4.0;19.0;;29.0;3.0;1.0;14.0
394;24-25 Basismetaal, metaalprod.-industrie;2010;149.0;17.0;33.0;7.0;10.0;;;;;0.0;;0.0;;0.0;1.0;;;0.0;;6.0;22.0;;33.0;3.0;1.0;14.0
395;24-25 Basismetaal, metaalprod.-industrie;2011;154.0;22.0;35.0;7.0;10.0;;;;;0.0;;0.0;;0.0;1.0;;;0.0;;5.0;19.0;;33.0;3.0;1.0;15.0
396;24 Basismetaalindustrie;1990;132.0;20.0;32.0;8.0;8.0;;;;;0.0;;0.0;;0.0;0.0;0.0;;;;3.0;15.0;;27.0;3.0;1.0;16.0
397;24 Basismetaalindustrie;1991;128.0;17.0;30.0;8.0;6.0;;;;;0.0;;0.0;;0.0;0.0;0.0;;;;3.0;16.0;0.0;25.0;3.0;1.0;17.0
398;24 Basismetaalindustrie;1992;128.0;22.0;25.0;8.0;8.0;;;;;0.0;;0.0;;0.0;0.0;0.0;;;;2.0;16.0;;25.0;3.0;1.0;17.0
399;24 Basismetaalindustrie;1993;134.0;24.0;28.0;10.0;10.0;;;;;0.0;;0.0;;0.0;0.0;;;;;2.0;15.0;0.0;25.0;3.0;1.0;16.0
400;24 Basismetaalindustrie;1994;141.0;18.0;37.0;11.0;9.0;;;;;0.0;;0.0;;0.0;0.0;0.0;;;;3.0;16.0;0.0;24.0;4.0;1.0;18.0
401;24 Basismetaalindustrie;1995;143.0;15.0;41.0;11.0;10.0;;;;;;;0.0;;0.0;0.0;;;;;3.0;15.0;;25.0;4.0;1.0;17.0
402;24 Basismetaalindustrie;1996;143.0;18.0;38.0;10.0;10.0;;;;;;;;;0.0;0.0;;;;;2.0;16.0;;25.0;4.0;1.0;19.0
403;24 Basismetaalindustrie;1997;147.0;22.0;38.0;11.0;9.0;;;;;0.0;;;;0.0;0.0;;;;;2.0;16.0;;26.0;3.0;1.0;18.0
404;24 Basismetaalindustrie;1998;144.0;22.0;36.0;9.0;9.0;;;;;0.0;;;;0.0;0.0;;;;;3.0;16.0;;28.0;3.0;1.0;18.0
405;24 Basismetaalindustrie;1999;138.0;21.0;34.0;7.0;8.0;;;;;0.0;;;;0.0;0.0;;;;;3.0;16.0;;29.0;3.0;1.0;15.0
406;24 Basismetaalindustrie;2000;134.0;19.0;32.0;6.0;9.0;;;;;0.0;;;;0.0;0.0;;;;;3.0;16.0;;31.0;2.0;1.0;14.0
407;24 Basismetaalindustrie;2001;138.0;22.0;33.0;6.0;9.0;;;;;0.0;;;;0.0;0.0;;;;;4.0;16.0;;30.0;3.0;1.0;14.0
408;24 Basismetaalindustrie;2002;140.0;22.0;33.0;6.0;10.0;;;;;0.0;;;;0.0;0.0;;;;;4.0;16.0;;30.0;3.0;1.0;14.0
409;24 Basismetaalindustrie;2003;144.0;24.0;36.0;6.0;10.0;;;;;0.0;;;;0.0;0.0;;;;;3.0;15.0;;31.0;3.0;1.0;14.0
410;24 Basismetaalindustrie;2004;149.0;26.0;34.0;8.0;11.0;;;;;0.0;;0.0;;0.0;0.0;;;;;3.0;15.0;;33.0;3.0;1.0;15.0
411;24 Basismetaalindustrie;2005;148.0;27.0;33.0;8.0;11.0;;;;;0.0;;0.0;;0.0;0.0;;;;;3.0;15.0;;33.0;3.0;2.0;15.0
412;24 Basismetaalindustrie;2006;138.0;23.0;30.0;8.0;11.0;;;;;;;0.0;;0.0;0.0;;;;;3.0;15.0;;30.0;3.0;1.0;14.0
413;24 Basismetaalindustrie;2007;149.0;28.0;34.0;8.0;11.0;;;;;0.0;;0.0;;0.0;0.0;;;;;4.0;15.0;;32.0;2.0;1.0;15.0
414;24 Basismetaalindustrie;2008;144.0;23.0;32.0;8.0;12.0;;;;;0.0;;0.0;;0.0;0.0;;;;;4.0;15.0;;33.0;2.0;1.0;16.0
415;24 Basismetaalindustrie;2009;114.0;17.0;28.0;6.0;9.0;;;;;0.0;;0.0;;0.0;0.0;;;;;2.0;12.0;;22.0;3.0;1.0;14.0
416;24 Basismetaalindustrie;2010;130.0;17.0;33.0;7.0;10.0;;;;;;;;;0.0;0.0;;;;;3.0;15.0;;27.0;3.0;1.0;14.0
417;24 Basismetaalindustrie;2011;136.0;22.0;35.0;7.0;10.0;;;;;;;;;0.0;0.0;;;;;2.0;14.0;;26.0;3.0;1.0;15.0
418;25 Metaalproductenindustrie;1990;16.0;;0.0;;;;;;;1.0;;0.0;;0.0;2.0;0.0;;;;2.0;6.0;;5.0;0.0;;0.0
419;25 Metaalproductenindustrie;1991;17.0;0.0;0.0;;;;;;;0.0;;0.0;;0.0;2.0;0.0;;;;2.0;8.0;;5.0;0.0;;0.0
420;25 Metaalproductenindustrie;1992;17.0;0.0;0.0;;;;;;;0.0;;0.0;;0.0;2.0;0.0;;;;2.0;8.0;;4.0;0.0;;0.0
421;25 Metaalproductenindustrie;1993;16.0;0.0;;;;;;;;0.0;;0.0;;0.0;1.0;0.0;;;;2.0;7.0;;5.0;0.0;;
422;25 Metaalproductenindustrie;1994;16.0;;;;;;;;;0.0;;0.0;;0.0;2.0;0.0;;;;2.0;7.0;;5.0;0.0;;0.0
423;25 Metaalproductenindustrie;1995;18.0;0.0;;;;;;;;0.0;;0.0;;0.0;1.0;;;0.0;;2.0;8.0;;6.0;;;
424;25 Metaalproductenindustrie;1996;19.0;0.0;;;;;;;;0.0;;;;0.0;1.0;;;0.0;;3.0;8.0;;6.0;;;
425;25 Metaalproductenindustrie;1997;19.0;0.0;;;;;;;;0.0;;;;0.0;1.0;;;0.0;;3.0;8.0;;6.0;;;
426;25 Metaalproductenindustrie;1998;19.0;0.0;;;;;;;;0.0;;;;0.0;1.0;;;0.0;;3.0;8.0;;6.0;;;
427;25 Metaalproductenindustrie;1999;20.0;0.0;;;;;;;;0.0;;;;0.0;1.0;;;0.0;;3.0;8.0;;7.0;;;
428;25 Metaalproductenindustrie;2000;20.0;0.0;;;;;;;;0.0;;0.0;;0.0;2.0;;;0.0;;3.0;8.0;;7.0;;;
429;25 Metaalproductenindustrie;2001;18.0;0.0;;;;;;;;0.0;;0.0;;0.0;1.0;;;0.0;;2.0;8.0;;7.0;;;
430;25 Metaalproductenindustrie;2002;18.0;0.0;;;;;;;;0.0;;0.0;;0.0;2.0;;;0.0;;1.0;7.0;;7.0;;;
431;25 Metaalproductenindustrie;2003;17.0;0.0;;;;;;;;0.0;;0.0;;0.0;2.0;;;0.0;;2.0;7.0;;6.0;;;
432;25 Metaalproductenindustrie;2004;18.0;;;;;;;;;0.0;;0.0;;0.0;1.0;;;0.0;;2.0;7.0;;6.0;;;
433;25 Metaalproductenindustrie;2005;18.0;;;;;;;;;0.0;;0.0;;0.0;1.0;;;1.0;;3.0;7.0;;7.0;;;
434;25 Metaalproductenindustrie;2006;19.0;;;;;;;;;0.0;;0.0;;0.0;1.0;;;1.0;;4.0;6.0;;7.0;;;
435;25 Metaalproductenindustrie;2007;16.0;;;;;;;;;0.0;;0.0;;0.0;1.0;;;0.0;;2.0;6.0;;6.0;;;
436;25 Metaalproductenindustrie;2008;17.0;;;;;;;;;0.0;;0.0;;0.0;1.0;;;0.0;;3.0;6.0;;7.0;;;
437;25 Metaalproductenindustrie;2009;17.0;;;;;;;;;0.0;;0.0;;0.0;1.0;;;0.0;;2.0;7.0;;6.0;;;
438;25 Metaalproductenindustrie;2010;18.0;;;;;;;;;0.0;;0.0;;0.0;1.0;;;0.0;;3.0;7.0;;6.0;;;
439;25 Metaalproductenindustrie;2011;18.0;;;;;;;;;0.0;;0.0;;0.0;1.0;;;0.0;;3.0;6.0;;7.0;;;
440;26-27 Elektrische en elektron. Industrie;1990;8.0;;;;;;;;;0.0;;0.0;;;1.0;;;0.0;;2.0;2.0;;2.0;1.0;;
441;26-27 Elektrische en elektron. Industrie;1991;9.0;;;;;;;;;0.0;;0.0;;;1.0;;;0.0;;2.0;3.0;;2.0;1.0;;
442;26-27 Elektrische en elektron. Industrie;1992;9.0;;;;;;;;;0.0;;0.0;;;0.0;;;0.0;;2.0;3.0;;2.0;1.0;;
443;26-27 Elektrische en elektron. Industrie;1993;9.0;;;;;;;;;0.0;;0.0;;;1.0;;;0.0;;2.0;3.0;;2.0;1.0;;
444;26-27 Elektrische en elektron. Industrie;1994;9.0;;;;;;;;;0.0;;0.0;;;1.0;;;0.0;;2.0;3.0;;2.0;1.0;;
445;26-27 Elektrische en elektron. Industrie;1995;7.0;;;;;;;;;;;0.0;;;0.0;;;0.0;;;3.0;;3.0;0.0;;
446;26-27 Elektrische en elektron. Industrie;1996;7.0;;;;;;;;;;;0.0;;;0.0;;;0.0;;;3.0;;3.0;0.0;;
447;26-27 Elektrische en elektron. Industrie;1997;7.0;;;;;;;;;0.0;;0.0;;;0.0;;;0.0;;;3.0;;3.0;0.0;;
448;26-27 Elektrische en elektron. Industrie;1998;7.0;;;;;;;;;;;0.0;;;1.0;;;0.0;;;3.0;;3.0;0.0;;
449;26-27 Elektrische en elektron. Industrie;1999;8.0;;;;;;;;;0.0;;0.0;;;1.0;;;0.0;;;3.0;;4.0;0.0;;
450;26-27 Elektrische en elektron. Industrie;2000;7.0;;;;;;;;;;;0.0;;;1.0;;;0.0;;;3.0;;3.0;;;
451;26-27 Elektrische en elektron. Industrie;2001;7.0;;;;;;;;;;;0.0;;;1.0;;;0.0;;;3.0;;3.0;0.0;;
452;26-27 Elektrische en elektron. Industrie;2002;8.0;;;;;;;;;;;0.0;;;1.0;;;0.0;;;3.0;;3.0;0.0;;
453;26-27 Elektrische en elektron. Industrie;2003;7.0;;;;;;;;;;;0.0;;;1.0;;;0.0;;;3.0;;3.0;0.0;;
454;26-27 Elektrische en elektron. Industrie;2004;7.0;;;;;;;;;;;0.0;;;1.0;;;0.0;;;3.0;;3.0;0.0;;
455;26-27 Elektrische en elektron. Industrie;2005;7.0;;;;;;;;;;;0.0;;;1.0;;;0.0;;;3.0;;3.0;0.0;;
456;26-27 Elektrische en elektron. Industrie;2006;7.0;;;;;;;;;;;0.0;;;0.0;;;0.0;;;2.0;;3.0;0.0;;
457;26-27 Elektrische en elektron. Industrie;2007;6.0;;;;;;;;;;;0.0;;;0.0;;;0.0;;;2.0;;3.0;0.0;;
458;26-27 Elektrische en elektron. Industrie;2008;6.0;;;;;;;;;;;0.0;;;0.0;;;0.0;;;2.0;;3.0;0.0;;
459;26-27 Elektrische en elektron. Industrie;2009;7.0;;;;;;;;;;;0.0;;;0.0;;;0.0;;;3.0;;3.0;0.0;;
460;26-27 Elektrische en elektron. Industrie;2010;6.0;;;;;;;;;;;0.0;;;0.0;;;0.0;;;3.0;;3.0;;;
461;26-27 Elektrische en elektron. Industrie;2011;6.0;;;;;;;;;;;0.0;;;0.0;;;0.0;;;2.0;;3.0;;;
462;26 Elektrotechnische industrie;1990;4.0;;;;;;;;;;;0.0;;;0.0;;;0.0;;1.0;1.0;;1.0;0.0;;
463;26 Elektrotechnische industrie;1991;4.0;;;;;;;;;;;0.0;;;0.0;;;0.0;;1.0;1.0;;1.0;0.0;;
464;26 Elektrotechnische industrie;1992;4.0;;;;;;;;;;;0.0;;;0.0;;;0.0;;1.0;1.0;;1.0;0.0;;
465;26 Elektrotechnische industrie;1993;4.0;;;;;;;;;;;0.0;;;0.0;;;0.0;;1.0;1.0;;1.0;1.0;;
466;26 Elektrotechnische industrie;1994;4.0;;;;;;;;;;;0.0;;;0.0;;;0.0;;1.0;1.0;;1.0;1.0;;
467;26 Elektrotechnische industrie;1995;3.0;;;;;;;;;;;0.0;;;0.0;;;;;;1.0;;2.0;0.0;;
