ID;WaterBoardLevies;WaterBoards;Periods;Budget_1;Actual_2
1377;Water system charge total;Wetterskip Fryslân (WS);2017;84.0;84.0
1378;Water system charge total;Wetterskip Fryslân (WS);2018;85.0;84.0
1379;Water system charge total;Wetterskip Fryslân (WS);2019;88.0;88.0
1380;Water system charge total;Wetterskip Fryslân (WS);2020;99.0;101.0
1381;Water system charge total;Wetterskip Fryslân (WS);2021;101.0;105.0
1382;Water system charge total;Wetterskip Fryslân (WS);2022;105.0;107.0
1383;Water system charge total;Wetterskip Fryslân (WS);2023;112.0;117.0
1384;Water system charge total;Wetterskip Fryslân (WS);2024;134.0;
1385;Water system charge total;Wetterskip Fryslân (WS);2025;141.0;
1386;Water system charge total;Waterschap Aa en Maas (WS);2015;57.0;58.0
1387;Water system charge total;Waterschap Aa en Maas (WS);2016;57.0;58.0
1388;Water system charge total;Waterschap Aa en Maas (WS);2017;59.0;59.0
1389;Water system charge total;Waterschap Aa en Maas (WS);2018;61.0;64.0
1390;Water system charge total;Waterschap Aa en Maas (WS);2019;63.0;65.0
1391;Water system charge total;Waterschap Aa en Maas (WS);2020;67.0;68.0
1392;Water system charge total;Waterschap Aa en Maas (WS);2021;69.0;71.0
1393;Water system charge total;Waterschap Aa en Maas (WS);2022;74.0;74.0
1394;Water system charge total;Waterschap Aa en Maas (WS);2023;77.0;80.0
1395;Water system charge total;Waterschap Aa en Maas (WS);2024;81.0;
1396;Water system charge total;Waterschap Aa en Maas (WS);2025;91.0;
1397;Water system charge total;Waterschap Hollandse Delta (WS);2015;86.0;89.0
1398;Water system charge total;Waterschap Hollandse Delta (WS);2016;87.0;85.0
1399;Water system charge total;Waterschap Hollandse Delta (WS);2017;89.0;90.0
1400;Water system charge total;Waterschap Hollandse Delta (WS);2018;91.0;93.0
1401;Water system charge total;Waterschap Hollandse Delta (WS);2019;94.0;94.0
1402;Water system charge total;Waterschap Hollandse Delta (WS);2020;96.0;96.0
1403;Water system charge total;Waterschap Hollandse Delta (WS);2021;101.0;102.0
1404;Water system charge total;Waterschap Hollandse Delta (WS);2022;99.0;99.0
1405;Water system charge total;Waterschap Hollandse Delta (WS);2023;108.0;111.0
1406;Water system charge total;Waterschap Hollandse Delta (WS);2024;117.0;
1407;Water system charge total;Waterschap Hollandse Delta (WS);2025;128.0;
1408;Water system charge total;Hhs van Schieland en Krimpenerwaard (WS);2015;47.0;48.0
1409;Water system charge total;Hhs van Schieland en Krimpenerwaard (WS);2016;49.0;50.0
1410;Water system charge total;Hhs van Schieland en Krimpenerwaard (WS);2017;50.0;53.0
1411;Water system charge total;Hhs van Schieland en Krimpenerwaard (WS);2018;52.0;53.0
1412;Water system charge total;Hhs van Schieland en Krimpenerwaard (WS);2019;54.0;55.0
1413;Water system charge total;Hhs van Schieland en Krimpenerwaard (WS);2020;56.0;59.0
1414;Water system charge total;Hhs van Schieland en Krimpenerwaard (WS);2021;57.0;59.0
1415;Water system charge total;Hhs van Schieland en Krimpenerwaard (WS);2022;59.0;60.0
1416;Water system charge total;Hhs van Schieland en Krimpenerwaard (WS);2023;66.0;68.0
1417;Water system charge total;Hhs van Schieland en Krimpenerwaard (WS);2024;72.0;
1418;Water system charge total;Hhs van Schieland en Krimpenerwaard (WS);2025;84.0;
1419;Water system charge total;Waterschap Scheldestromen (WS);2015;51.0;52.0
1420;Water system charge total;Waterschap Scheldestromen (WS);2016;54.0;54.0
1421;Water system charge total;Waterschap Scheldestromen (WS);2017;55.0;56.0
1422;Water system charge total;Waterschap Scheldestromen (WS);2018;57.0;58.0
1423;Water system charge total;Waterschap Scheldestromen (WS);2019;59.0;59.0
1424;Water system charge total;Waterschap Scheldestromen (WS);2020;61.0;62.0
1425;Water system charge total;Waterschap Scheldestromen (WS);2021;63.0;64.0
1426;Water system charge total;Waterschap Scheldestromen (WS);2022;67.0;69.0
1427;Water system charge total;Waterschap Scheldestromen (WS);2023;75.0;75.0
1428;Water system charge total;Waterschap Scheldestromen (WS);2024;78.0;
1429;Water system charge total;Waterschap Scheldestromen (WS);2025;82.0;
1430;Water system charge total;Waterschap Vallei en Veluwe (WS);2015;53.0;53.0
1431;Water system charge total;Waterschap Vallei en Veluwe (WS);2016;56.0;55.0
1432;Water system charge total;Waterschap Vallei en Veluwe (WS);2017;58.0;57.0
1433;Water system charge total;Waterschap Vallei en Veluwe (WS);2018;60.0;60.0
1434;Water system charge total;Waterschap Vallei en Veluwe (WS);2019;62.0;64.0
1435;Water system charge total;Waterschap Vallei en Veluwe (WS);2020;65.0;66.0
1436;Water system charge total;Waterschap Vallei en Veluwe (WS);2021;65.0;66.0
1437;Water system charge total;Waterschap Vallei en Veluwe (WS);2022;68.0;70.0
1438;Water system charge total;Waterschap Vallei en Veluwe (WS);2023;71.0;75.0
1439;Water system charge total;Waterschap Vallei en Veluwe (WS);2024;81.0;
1440;Water system charge total;Waterschap Vallei en Veluwe (WS);2025;90.0;
1441;Water system charge total;Waterschap Vechtstromen (WS);2015;57.0;58.0
1442;Water system charge total;Waterschap Vechtstromen (WS);2016;58.0;59.0
1443;Water system charge total;Waterschap Vechtstromen (WS);2017;63.0;63.0
1444;Water system charge total;Waterschap Vechtstromen (WS);2018;66.0;67.0
1445;Water system charge total;Waterschap Vechtstromen (WS);2019;69.0;70.0
1446;Water system charge total;Waterschap Vechtstromen (WS);2020;72.0;72.0
1447;Water system charge total;Waterschap Vechtstromen (WS);2021;73.0;74.0
1448;Water system charge total;Waterschap Vechtstromen (WS);2022;75.0;77.0
1449;Water system charge total;Waterschap Vechtstromen (WS);2023;77.0;79.0
1450;Water system charge total;Waterschap Vechtstromen (WS);2024;84.0;
1451;Water system charge total;Waterschap Vechtstromen (WS);2025;94.0;
1452;Water system charge total;WS Drents Overijsselse Delta (WS);2015;;
1453;Water system charge total;WS Drents Overijsselse Delta (WS);2016;70.0;72.0
1454;Water system charge total;WS Drents Overijsselse Delta (WS);2017;70.0;72.0
1455;Water system charge total;WS Drents Overijsselse Delta (WS);2018;68.0;69.0
1456;Water system charge total;WS Drents Overijsselse Delta (WS);2019;70.0;71.0
1457;Water system charge total;WS Drents Overijsselse Delta (WS);2020;73.0;73.0
1458;Water system charge total;WS Drents Overijsselse Delta (WS);2021;77.0;78.0
1459;Water system charge total;WS Drents Overijsselse Delta (WS);2022;80.0;82.0
1460;Water system charge total;WS Drents Overijsselse Delta (WS);2023;86.0;88.0
1461;Water system charge total;WS Drents Overijsselse Delta (WS);2024;96.0;
1462;Water system charge total;WS Drents Overijsselse Delta (WS);2025;99.0;
1463;Water system charge total;Waterschap Limburg (WS);2015;;
1464;Water system charge total;Waterschap Limburg (WS);2016;;
1465;Water system charge total;Waterschap Limburg (WS);2017;58.0;58.0
1466;Water system charge total;Waterschap Limburg (WS);2018;63.0;64.0
1467;Water system charge total;Waterschap Limburg (WS);2019;66.0;67.0
1468;Water system charge total;Waterschap Limburg (WS);2020;76.0;77.0
1469;Water system charge total;Waterschap Limburg (WS);2021;81.0;81.0
1470;Water system charge total;Waterschap Limburg (WS);2022;83.0;83.0
1471;Water system charge total;Waterschap Limburg (WS);2023;87.0;87.0
1472;Water system charge total;Waterschap Limburg (WS);2024;102.0;
1473;Water system charge total;Waterschap Limburg (WS);2025;108.0;
1474;Water system charge total;Waterschap Amstel, Gooi en Vecht (WS);2015;;
1475;Water system charge total;Waterschap Amstel, Gooi en Vecht (WS);2016;;
1476;Water system charge total;Waterschap Amstel, Gooi en Vecht (WS);2017;102.0;104.0
1477;Water system charge total;Waterschap Amstel, Gooi en Vecht (WS);2018;105.0;110.0
1478;Water system charge total;Waterschap Amstel, Gooi en Vecht (WS);2019;109.0;112.0
1479;Water system charge total;Waterschap Amstel, Gooi en Vecht (WS);2020;114.0;113.0
1480;Water system charge total;Waterschap Amstel, Gooi en Vecht (WS);2021;118.0;119.0
1481;Water system charge total;Waterschap Amstel, Gooi en Vecht (WS);2022;126.0;124.0
1482;Water system charge total;Waterschap Amstel, Gooi en Vecht (WS);2023;141.0;139.0
1483;Water system charge total;Waterschap Amstel, Gooi en Vecht (WS);2024;177.0;
1484;Water system charge total;Waterschap Amstel, Gooi en Vecht (WS);2025;213.0;
1485;Water system levy for residents;The Netherlands;2015;549.0;554.0
1486;Water system levy for residents;The Netherlands;2016;565.0;569.0
1487;Water system levy for residents;The Netherlands;2017;593.0;600.0
1488;Water system levy for residents;The Netherlands;2018;616.0;622.0
1489;Water system levy for residents;The Netherlands;2019;646.0;649.0
1490;Water system levy for residents;The Netherlands;2020;680.0;682.0
1491;Water system levy for residents;The Netherlands;2021;704.0;711.0
1492;Water system levy for residents;The Netherlands;2022;725.0;730.0
1493;Water system levy for residents;The Netherlands;2023;772.0;775.0
1494;Water system levy for residents;The Netherlands;2024;849.0;
1495;Water system levy for residents;The Netherlands;2025;926.0;
1496;Water system levy for residents;Waterschap Groot Salland (WS);2015;14.0;14.0
1497;Water system levy for residents;Waterschap Groot Salland (WS);2016;;
1498;Water system levy for residents;Waterschap Groot Salland (WS);2017;;
1499;Water system levy for residents;Waterschap Groot Salland (WS);2018;;
1500;Water system levy for residents;Waterschap Groot Salland (WS);2019;;
1501;Water system levy for residents;Waterschap Groot Salland (WS);2020;;
1502;Water system levy for residents;Waterschap Groot Salland (WS);2021;;
1503;Water system levy for residents;Waterschap Groot Salland (WS);2022;;
1504;Water system levy for residents;Waterschap Groot Salland (WS);2023;;
1505;Water system levy for residents;Waterschap Groot Salland (WS);2024;;
1506;Water system levy for residents;Waterschap Groot Salland (WS);2025;;
1507;Water system levy for residents;Waterschap Rijn en IJssel (WS);2015;12.0;12.0
1508;Water system levy for residents;Waterschap Rijn en IJssel (WS);2016;12.0;13.0
1509;Water system levy for residents;Waterschap Rijn en IJssel (WS);2017;15.0;15.0
1510;Water system levy for residents;Waterschap Rijn en IJssel (WS);2018;16.0;16.0
1511;Water system levy for residents;Waterschap Rijn en IJssel (WS);2019;16.0;16.0
1512;Water system levy for residents;Waterschap Rijn en IJssel (WS);2020;17.0;17.0
1513;Water system levy for residents;Waterschap Rijn en IJssel (WS);2021;18.0;18.0
1514;Water system levy for residents;Waterschap Rijn en IJssel (WS);2022;21.0;21.0
1515;Water system levy for residents;Waterschap Rijn en IJssel (WS);2023;22.0;22.0
1516;Water system levy for residents;Waterschap Rijn en IJssel (WS);2024;23.0;
1517;Water system levy for residents;Waterschap Rijn en IJssel (WS);2025;24.0;
1518;Water system levy for residents;Hhs Amstel, Gooi en Vecht (WS);2015;58.0;58.0
1519;Water system levy for residents;Hhs Amstel, Gooi en Vecht (WS);2016;60.0;61.0
1520;Water system levy for residents;Hhs Amstel, Gooi en Vecht (WS);2017;;
1521;Water system levy for residents;Hhs Amstel, Gooi en Vecht (WS);2018;;
1522;Water system levy for residents;Hhs Amstel, Gooi en Vecht (WS);2019;;
1523;Water system levy for residents;Hhs Amstel, Gooi en Vecht (WS);2020;;
1524;Water system levy for residents;Hhs Amstel, Gooi en Vecht (WS);2021;;
1525;Water system levy for residents;Hhs Amstel, Gooi en Vecht (WS);2022;;
1526;Water system levy for residents;Hhs Amstel, Gooi en Vecht (WS);2023;;
1527;Water system levy for residents;Hhs Amstel, Gooi en Vecht (WS);2024;;
1528;Water system levy for residents;Hhs Amstel, Gooi en Vecht (WS);2025;;
1529;Water system levy for residents;Hoogheemraadschap van Delfland (WS);2015;56.0;58.0
1530;Water system levy for residents;Hoogheemraadschap van Delfland (WS);2016;58.0;59.0
1531;Water system levy for residents;Hoogheemraadschap van Delfland (WS);2017;60.0;61.0
1532;Water system levy for residents;Hoogheemraadschap van Delfland (WS);2018;62.0;62.0
1533;Water system levy for residents;Hoogheemraadschap van Delfland (WS);2019;63.0;64.0
1534;Water system levy for residents;Hoogheemraadschap van Delfland (WS);2020;64.0;64.0
1535;Water system levy for residents;Hoogheemraadschap van Delfland (WS);2021;65.0;65.0
1536;Water system levy for residents;Hoogheemraadschap van Delfland (WS);2022;63.0;63.0
1537;Water system levy for residents;Hoogheemraadschap van Delfland (WS);2023;65.0;66.0
1538;Water system levy for residents;Hoogheemraadschap van Delfland (WS);2024;73.0;
1539;Water system levy for residents;Hoogheemraadschap van Delfland (WS);2025;74.0;
1540;Water system levy for residents;Waterschap De Dommel (WS);2015;14.0;14.0
1541;Water system levy for residents;Waterschap De Dommel (WS);2016;14.0;14.0
1542;Water system levy for residents;Waterschap De Dommel (WS);2017;15.0;15.0
1543;Water system levy for residents;Waterschap De Dommel (WS);2018;16.0;17.0
1544;Water system levy for residents;Waterschap De Dommel (WS);2019;17.0;17.0
1545;Water system levy for residents;Waterschap De Dommel (WS);2020;18.0;18.0
1546;Water system levy for residents;Waterschap De Dommel (WS);2021;18.0;18.0
1547;Water system levy for residents;Waterschap De Dommel (WS);2022;20.0;20.0
1548;Water system levy for residents;Waterschap De Dommel (WS);2023;21.0;21.0
1549;Water system levy for residents;Waterschap De Dommel (WS);2024;23.0;
1550;Water system levy for residents;Waterschap De Dommel (WS);2025;23.0;
1551;Water system levy for residents;Waterschap Roer en Overmaas (WS);2015;12.0;12.0
1552;Water system levy for residents;Waterschap Roer en Overmaas (WS);2016;13.0;13.0
1553;Water system levy for residents;Waterschap Roer en Overmaas (WS);2017;;
1554;Water system levy for residents;Waterschap Roer en Overmaas (WS);2018;;
1555;Water system levy for residents;Waterschap Roer en Overmaas (WS);2019;;
1556;Water system levy for residents;Waterschap Roer en Overmaas (WS);2020;;
1557;Water system levy for residents;Waterschap Roer en Overmaas (WS);2021;;
1558;Water system levy for residents;Waterschap Roer en Overmaas (WS);2022;;
1559;Water system levy for residents;Waterschap Roer en Overmaas (WS);2023;;
1560;Water system levy for residents;Waterschap Roer en Overmaas (WS);2024;;
1561;Water system levy for residents;Waterschap Roer en Overmaas (WS);2025;;
1562;Water system levy for residents;Hoogheemraadschap van Rijnland (WS);2015;53.0;54.0
1563;Water system levy for residents;Hoogheemraadschap van Rijnland (WS);2016;54.0;54.0
1564;Water system levy for residents;Hoogheemraadschap van Rijnland (WS);2017;55.0;56.0
1565;Water system levy for residents;Hoogheemraadschap van Rijnland (WS);2018;56.0;57.0
1566;Water system levy for residents;Hoogheemraadschap van Rijnland (WS);2019;57.0;57.0
1567;Water system levy for residents;Hoogheemraadschap van Rijnland (WS);2020;58.0;58.0
1568;Water system levy for residents;Hoogheemraadschap van Rijnland (WS);2021;60.0;60.0
1569;Water system levy for residents;Hoogheemraadschap van Rijnland (WS);2022;62.0;61.0
1570;Water system levy for residents;Hoogheemraadschap van Rijnland (WS);2023;64.0;64.0
1571;Water system levy for residents;Hoogheemraadschap van Rijnland (WS);2024;72.0;
1572;Water system levy for residents;Hoogheemraadschap van Rijnland (WS);2025;76.0;
1573;Water system levy for residents;Waterschap Rivierenland (WS);2015;34.0;34.0
1574;Water system levy for residents;Waterschap Rivierenland (WS);2016;36.0;36.0
1575;Water system levy for residents;Waterschap Rivierenland (WS);2017;37.0;37.0
1576;Water system levy for residents;Waterschap Rivierenland (WS);2018;39.0;39.0
1577;Water system levy for residents;Waterschap Rivierenland (WS);2019;45.0;45.0
1578;Water system levy for residents;Waterschap Rivierenland (WS);2020;50.0;50.0
1579;Water system levy for residents;Waterschap Rivierenland (WS);2021;52.0;52.0
1580;Water system levy for residents;Waterschap Rivierenland (WS);2022;54.0;55.0
1581;Water system levy for residents;Waterschap Rivierenland (WS);2023;57.0;58.0
1582;Water system levy for residents;Waterschap Rivierenland (WS);2024;63.0;
1583;Water system levy for residents;Waterschap Rivierenland (WS);2025;67.0;
1584;Water system levy for residents;Hhs De Stichtse Rijnlanden (WS);2015;21.0;21.0
1585;Water system levy for residents;Hhs De Stichtse Rijnlanden (WS);2016;22.0;22.0
1586;Water system levy for residents;Hhs De Stichtse Rijnlanden (WS);2017;23.0;23.0
1587;Water system levy for residents;Hhs De Stichtse Rijnlanden (WS);2018;24.0;24.0
1588;Water system levy for residents;Hhs De Stichtse Rijnlanden (WS);2019;25.0;26.0
1589;Water system levy for residents;Hhs De Stichtse Rijnlanden (WS);2020;29.0;29.0
1590;Water system levy for residents;Hhs De Stichtse Rijnlanden (WS);2021;31.0;31.0
1591;Water system levy for residents;Hhs De Stichtse Rijnlanden (WS);2022;33.0;32.0
1592;Water system levy for residents;Hhs De Stichtse Rijnlanden (WS);2023;35.0;35.0
1593;Water system levy for residents;Hhs De Stichtse Rijnlanden (WS);2024;40.0;
1594;Water system levy for residents;Hhs De Stichtse Rijnlanden (WS);2025;43.0;
