ID;WaterBoardLevies;WaterBoards;Periods;Budget_1;Actual_2
1001;Net water board levies;Waterschap Peel en Maasvallei (WS);2015;53.0;53.0
1002;Net water board levies;Waterschap Peel en Maasvallei (WS);2016;52.0;52.0
1003;Net water board levies;Waterschap Peel en Maasvallei (WS);2017;;
1004;Net water board levies;Waterschap Peel en Maasvallei (WS);2018;;
1005;Net water board levies;Waterschap Peel en Maasvallei (WS);2019;;
1006;Net water board levies;Waterschap Peel en Maasvallei (WS);2020;;
1007;Net water board levies;Waterschap Peel en Maasvallei (WS);2021;;
1008;Net water board levies;Waterschap Peel en Maasvallei (WS);2022;;
1009;Net water board levies;Waterschap Peel en Maasvallei (WS);2023;;
1010;Net water board levies;Waterschap Peel en Maasvallei (WS);2024;;
1011;Net water board levies;Waterschap Peel en Maasvallei (WS);2025;;
1012;Net water board levies;Waterschap Hunze en Aa's (WS);2015;80.0;82.0
1013;Net water board levies;Waterschap Hunze en Aa's (WS);2016;81.0;82.0
1014;Net water board levies;Waterschap Hunze en Aa's (WS);2017;81.0;82.0
1015;Net water board levies;Waterschap Hunze en Aa's (WS);2018;80.0;81.0
1016;Net water board levies;Waterschap Hunze en Aa's (WS);2019;82.0;82.0
1017;Net water board levies;Waterschap Hunze en Aa's (WS);2020;83.0;85.0
1018;Net water board levies;Waterschap Hunze en Aa's (WS);2021;85.0;89.0
1019;Net water board levies;Waterschap Hunze en Aa's (WS);2022;86.0;89.0
1020;Net water board levies;Waterschap Hunze en Aa's (WS);2023;89.0;95.0
1021;Net water board levies;Waterschap Hunze en Aa's (WS);2024;95.0;
1022;Net water board levies;Waterschap Hunze en Aa's (WS);2025;99.0;
1023;Net water board levies;Waterschap Noorderzijlvest (WS);2015;57.0;57.0
1024;Net water board levies;Waterschap Noorderzijlvest (WS);2016;58.0;59.0
1025;Net water board levies;Waterschap Noorderzijlvest (WS);2017;59.0;59.0
1026;Net water board levies;Waterschap Noorderzijlvest (WS);2018;61.0;62.0
1027;Net water board levies;Waterschap Noorderzijlvest (WS);2019;65.0;65.0
1028;Net water board levies;Waterschap Noorderzijlvest (WS);2020;70.0;70.0
1029;Net water board levies;Waterschap Noorderzijlvest (WS);2021;71.0;73.0
1030;Net water board levies;Waterschap Noorderzijlvest (WS);2022;73.0;78.0
1031;Net water board levies;Waterschap Noorderzijlvest (WS);2023;82.0;85.0
1032;Net water board levies;Waterschap Noorderzijlvest (WS);2024;92.0;
1033;Net water board levies;Waterschap Noorderzijlvest (WS);2025;100.0;
1034;Net water board levies;Waterschap Reest en Wieden (WS);2015;45.0;45.0
1035;Net water board levies;Waterschap Reest en Wieden (WS);2016;;
1036;Net water board levies;Waterschap Reest en Wieden (WS);2017;;
1037;Net water board levies;Waterschap Reest en Wieden (WS);2018;;
1038;Net water board levies;Waterschap Reest en Wieden (WS);2019;;
1039;Net water board levies;Waterschap Reest en Wieden (WS);2020;;
1040;Net water board levies;Waterschap Reest en Wieden (WS);2021;;
1041;Net water board levies;Waterschap Reest en Wieden (WS);2022;;
1042;Net water board levies;Waterschap Reest en Wieden (WS);2023;;
1043;Net water board levies;Waterschap Reest en Wieden (WS);2024;;
1044;Net water board levies;Waterschap Reest en Wieden (WS);2025;;
1045;Net water board levies;Waterschap Zuiderzeeland (WS);2015;68.0;69.0
1046;Net water board levies;Waterschap Zuiderzeeland (WS);2016;69.0;69.0
1047;Net water board levies;Waterschap Zuiderzeeland (WS);2017;71.0;67.0
1048;Net water board levies;Waterschap Zuiderzeeland (WS);2018;72.0;74.0
1049;Net water board levies;Waterschap Zuiderzeeland (WS);2019;74.0;76.0
1050;Net water board levies;Waterschap Zuiderzeeland (WS);2020;77.0;79.0
1051;Net water board levies;Waterschap Zuiderzeeland (WS);2021;81.0;84.0
1052;Net water board levies;Waterschap Zuiderzeeland (WS);2022;84.0;86.0
1053;Net water board levies;Waterschap Zuiderzeeland (WS);2023;90.0;94.0
1054;Net water board levies;Waterschap Zuiderzeeland (WS);2024;100.0;
1055;Net water board levies;Waterschap Zuiderzeeland (WS);2025;111.0;
1056;Net water board levies;Hhs Hollands Noorderkwartier (WS);2015;213.0;216.0
1057;Net water board levies;Hhs Hollands Noorderkwartier (WS);2016;217.0;218.0
1058;Net water board levies;Hhs Hollands Noorderkwartier (WS);2017;217.0;218.0
1059;Net water board levies;Hhs Hollands Noorderkwartier (WS);2018;219.0;220.0
1060;Net water board levies;Hhs Hollands Noorderkwartier (WS);2019;223.0;227.0
1061;Net water board levies;Hhs Hollands Noorderkwartier (WS);2020;230.0;231.0
1062;Net water board levies;Hhs Hollands Noorderkwartier (WS);2021;233.0;234.0
1063;Net water board levies;Hhs Hollands Noorderkwartier (WS);2022;238.0;241.0
1064;Net water board levies;Hhs Hollands Noorderkwartier (WS);2023;248.0;249.0
1065;Net water board levies;Hhs Hollands Noorderkwartier (WS);2024;274.0;
1066;Net water board levies;Hhs Hollands Noorderkwartier (WS);2025;292.0;
1067;Net water board levies;Waterschap Brabantse Delta (WS);2015;114.0;115.0
1068;Net water board levies;Waterschap Brabantse Delta (WS);2016;116.0;119.0
1069;Net water board levies;Waterschap Brabantse Delta (WS);2017;118.0;124.0
1070;Net water board levies;Waterschap Brabantse Delta (WS);2018;125.0;126.0
1071;Net water board levies;Waterschap Brabantse Delta (WS);2019;129.0;131.0
1072;Net water board levies;Waterschap Brabantse Delta (WS);2020;134.0;136.0
1073;Net water board levies;Waterschap Brabantse Delta (WS);2021;140.0;142.0
1074;Net water board levies;Waterschap Brabantse Delta (WS);2022;148.0;151.0
1075;Net water board levies;Waterschap Brabantse Delta (WS);2023;161.0;161.0
1076;Net water board levies;Waterschap Brabantse Delta (WS);2024;175.0;
1077;Net water board levies;Waterschap Brabantse Delta (WS);2025;189.0;
1078;Net water board levies;Wetterskip Fryslân (WS);2015;128.0;128.0
1079;Net water board levies;Wetterskip Fryslân (WS);2016;133.0;134.0
1080;Net water board levies;Wetterskip Fryslân (WS);2017;134.0;135.0
1081;Net water board levies;Wetterskip Fryslân (WS);2018;135.0;134.0
1082;Net water board levies;Wetterskip Fryslân (WS);2019;138.0;139.0
1083;Net water board levies;Wetterskip Fryslân (WS);2020;151.0;151.0
1084;Net water board levies;Wetterskip Fryslân (WS);2021;154.0;160.0
1085;Net water board levies;Wetterskip Fryslân (WS);2022;160.0;163.0
1086;Net water board levies;Wetterskip Fryslân (WS);2023;166.0;172.0
1087;Net water board levies;Wetterskip Fryslân (WS);2024;198.0;
1088;Net water board levies;Wetterskip Fryslân (WS);2025;207.0;
1089;Net water board levies;Waterschap Aa en Maas (WS);2015;109.0;109.0
1090;Net water board levies;Waterschap Aa en Maas (WS);2016;108.0;110.0
1091;Net water board levies;Waterschap Aa en Maas (WS);2017;111.0;113.0
1092;Net water board levies;Waterschap Aa en Maas (WS);2018;115.0;121.0
1093;Net water board levies;Waterschap Aa en Maas (WS);2019;120.0;123.0
1094;Net water board levies;Waterschap Aa en Maas (WS);2020;124.0;126.0
1095;Net water board levies;Waterschap Aa en Maas (WS);2021;129.0;128.0
1096;Net water board levies;Waterschap Aa en Maas (WS);2022;134.0;134.0
1097;Net water board levies;Waterschap Aa en Maas (WS);2023;141.0;142.0
1098;Net water board levies;Waterschap Aa en Maas (WS);2024;146.0;
1099;Net water board levies;Waterschap Aa en Maas (WS);2025;163.0;
1100;Net water board levies;Waterschap Hollandse Delta (WS);2015;146.0;145.0
1101;Net water board levies;Waterschap Hollandse Delta (WS);2016;146.0;146.0
1102;Net water board levies;Waterschap Hollandse Delta (WS);2017;146.0;149.0
1103;Net water board levies;Waterschap Hollandse Delta (WS);2018;151.0;155.0
1104;Net water board levies;Waterschap Hollandse Delta (WS);2019;157.0;159.0
1105;Net water board levies;Waterschap Hollandse Delta (WS);2020;167.0;170.0
1106;Net water board levies;Waterschap Hollandse Delta (WS);2021;177.0;181.0
1107;Net water board levies;Waterschap Hollandse Delta (WS);2022;181.0;181.0
1108;Net water board levies;Waterschap Hollandse Delta (WS);2023;197.0;200.0
1109;Net water board levies;Waterschap Hollandse Delta (WS);2024;211.0;
1110;Net water board levies;Waterschap Hollandse Delta (WS);2025;229.0;
1111;Net water board levies;Hhs van Schieland en Krimpenerwaard (WS);2015;83.0;84.0
1112;Net water board levies;Hhs van Schieland en Krimpenerwaard (WS);2016;84.0;86.0
1113;Net water board levies;Hhs van Schieland en Krimpenerwaard (WS);2017;85.0;90.0
1114;Net water board levies;Hhs van Schieland en Krimpenerwaard (WS);2018;89.0;91.0
1115;Net water board levies;Hhs van Schieland en Krimpenerwaard (WS);2019;89.0;89.0
1116;Net water board levies;Hhs van Schieland en Krimpenerwaard (WS);2020;92.0;97.0
1117;Net water board levies;Hhs van Schieland en Krimpenerwaard (WS);2021;94.0;96.0
1118;Net water board levies;Hhs van Schieland en Krimpenerwaard (WS);2022;97.0;100.0
1119;Net water board levies;Hhs van Schieland en Krimpenerwaard (WS);2023;116.0;119.0
1120;Net water board levies;Hhs van Schieland en Krimpenerwaard (WS);2024;127.0;
1121;Net water board levies;Hhs van Schieland en Krimpenerwaard (WS);2025;140.0;
1122;Net water board levies;Waterschap Scheldestromen (WS);2015;82.0;82.0
1123;Net water board levies;Waterschap Scheldestromen (WS);2016;84.0;83.0
1124;Net water board levies;Waterschap Scheldestromen (WS);2017;86.0;86.0
1125;Net water board levies;Waterschap Scheldestromen (WS);2018;88.0;89.0
1126;Net water board levies;Waterschap Scheldestromen (WS);2019;90.0;92.0
1127;Net water board levies;Waterschap Scheldestromen (WS);2020;94.0;94.0
1128;Net water board levies;Waterschap Scheldestromen (WS);2021;97.0;99.0
1129;Net water board levies;Waterschap Scheldestromen (WS);2022;103.0;107.0
1130;Net water board levies;Waterschap Scheldestromen (WS);2023;114.0;116.0
1131;Net water board levies;Waterschap Scheldestromen (WS);2024;121.0;
1132;Net water board levies;Waterschap Scheldestromen (WS);2025;131.0;
1133;Net water board levies;Waterschap Vallei en Veluwe (WS);2015;126.0;124.0
1134;Net water board levies;Waterschap Vallei en Veluwe (WS);2016;127.0;128.0
1135;Net water board levies;Waterschap Vallei en Veluwe (WS);2017;130.0;132.0
1136;Net water board levies;Waterschap Vallei en Veluwe (WS);2018;135.0;135.0
1137;Net water board levies;Waterschap Vallei en Veluwe (WS);2019;141.0;145.0
1138;Net water board levies;Waterschap Vallei en Veluwe (WS);2020;146.0;146.0
1139;Net water board levies;Waterschap Vallei en Veluwe (WS);2021;149.0;156.0
1140;Net water board levies;Waterschap Vallei en Veluwe (WS);2022;158.0;161.0
1141;Net water board levies;Waterschap Vallei en Veluwe (WS);2023;173.0;177.0
1142;Net water board levies;Waterschap Vallei en Veluwe (WS);2024;195.0;
1143;Net water board levies;Waterschap Vallei en Veluwe (WS);2025;210.0;
1144;Net water board levies;Waterschap Vechtstromen (WS);2015;108.0;109.0
1145;Net water board levies;Waterschap Vechtstromen (WS);2016;109.0;110.0
1146;Net water board levies;Waterschap Vechtstromen (WS);2017;113.0;113.0
1147;Net water board levies;Waterschap Vechtstromen (WS);2018;117.0;120.0
1148;Net water board levies;Waterschap Vechtstromen (WS);2019;121.0;124.0
1149;Net water board levies;Waterschap Vechtstromen (WS);2020;126.0;126.0
1150;Net water board levies;Waterschap Vechtstromen (WS);2021;128.0;132.0
1151;Net water board levies;Waterschap Vechtstromen (WS);2022;133.0;139.0
1152;Net water board levies;Waterschap Vechtstromen (WS);2023;143.0;148.0
1153;Net water board levies;Waterschap Vechtstromen (WS);2024;159.0;
1154;Net water board levies;Waterschap Vechtstromen (WS);2025;176.0;
1155;Net water board levies;WS Drents Overijsselse Delta (WS);2015;;
1156;Net water board levies;WS Drents Overijsselse Delta (WS);2016;112.0;113.0
1157;Net water board levies;WS Drents Overijsselse Delta (WS);2017;112.0;113.0
1158;Net water board levies;WS Drents Overijsselse Delta (WS);2018;109.0;109.0
1159;Net water board levies;WS Drents Overijsselse Delta (WS);2019;115.0;117.0
1160;Net water board levies;WS Drents Overijsselse Delta (WS);2020;117.0;118.0
1161;Net water board levies;WS Drents Overijsselse Delta (WS);2021;122.0;126.0
1162;Net water board levies;WS Drents Overijsselse Delta (WS);2022;128.0;131.0
1163;Net water board levies;WS Drents Overijsselse Delta (WS);2023;140.0;144.0
1164;Net water board levies;WS Drents Overijsselse Delta (WS);2024;158.0;
1165;Net water board levies;WS Drents Overijsselse Delta (WS);2025;165.0;
1166;Net water board levies;Waterschap Limburg (WS);2015;;
1167;Net water board levies;Waterschap Limburg (WS);2016;;
1168;Net water board levies;Waterschap Limburg (WS);2017;128.0;130.0
1169;Net water board levies;Waterschap Limburg (WS);2018;134.0;137.0
1170;Net water board levies;Waterschap Limburg (WS);2019;138.0;140.0
1171;Net water board levies;Waterschap Limburg (WS);2020;154.0;156.0
1172;Net water board levies;Waterschap Limburg (WS);2021;160.0;160.0
1173;Net water board levies;Waterschap Limburg (WS);2022;166.0;168.0
1174;Net water board levies;Waterschap Limburg (WS);2023;189.0;191.0
1175;Net water board levies;Waterschap Limburg (WS);2024;234.0;
1176;Net water board levies;Waterschap Limburg (WS);2025;250.0;
1177;Net water board levies;Waterschap Amstel, Gooi en Vecht (WS);2015;;
1178;Net water board levies;Waterschap Amstel, Gooi en Vecht (WS);2016;;
1179;Net water board levies;Waterschap Amstel, Gooi en Vecht (WS);2017;173.0;177.0
1180;Net water board levies;Waterschap Amstel, Gooi en Vecht (WS);2018;177.0;187.0
1181;Net water board levies;Waterschap Amstel, Gooi en Vecht (WS);2019;183.0;200.0
1182;Net water board levies;Waterschap Amstel, Gooi en Vecht (WS);2020;192.0;198.0
1183;Net water board levies;Waterschap Amstel, Gooi en Vecht (WS);2021;200.0;199.0
1184;Net water board levies;Waterschap Amstel, Gooi en Vecht (WS);2022;212.0;204.0
1185;Net water board levies;Waterschap Amstel, Gooi en Vecht (WS);2023;234.0;226.0
1186;Net water board levies;Waterschap Amstel, Gooi en Vecht (WS);2024;311.0;
1187;Net water board levies;Waterschap Amstel, Gooi en Vecht (WS);2025;349.0;
1188;Water system charge total;The Netherlands;2015;1379.0;1392.0
1189;Water system charge total;The Netherlands;2016;1415.0;1424.0
1190;Water system charge total;The Netherlands;2017;1459.0;1473.0
1191;Water system charge total;The Netherlands;2018;1513.0;1534.0
1192;Water system charge total;The Netherlands;2019;1567.0;1580.0
1193;Water system charge total;The Netherlands;2020;1648.0;1670.0
1194;Water system charge total;The Netherlands;2021;1703.0;1726.0
1195;Water system charge total;The Netherlands;2022;1779.0;1811.0
1196;Water system charge total;The Netherlands;2023;1895.0;1937.0
1197;Water system charge total;The Netherlands;2024;2115.0;
1198;Water system charge total;The Netherlands;2025;2308.0;
1199;Water system charge total;Waterschap Groot Salland (WS);2015;41.0;41.0
1200;Water system charge total;Waterschap Groot Salland (WS);2016;;
1201;Water system charge total;Waterschap Groot Salland (WS);2017;;
1202;Water system charge total;Waterschap Groot Salland (WS);2018;;
1203;Water system charge total;Waterschap Groot Salland (WS);2019;;
1204;Water system charge total;Waterschap Groot Salland (WS);2020;;
1205;Water system charge total;Waterschap Groot Salland (WS);2021;;
1206;Water system charge total;Waterschap Groot Salland (WS);2022;;
1207;Water system charge total;Waterschap Groot Salland (WS);2023;;
1208;Water system charge total;Waterschap Groot Salland (WS);2024;;
1209;Water system charge total;Waterschap Groot Salland (WS);2025;;
1210;Water system charge total;Waterschap Rijn en IJssel (WS);2015;40.0;39.0
1211;Water system charge total;Waterschap Rijn en IJssel (WS);2016;40.0;40.0
1212;Water system charge total;Waterschap Rijn en IJssel (WS);2017;41.0;41.0
1213;Water system charge total;Waterschap Rijn en IJssel (WS);2018;44.0;43.0
1214;Water system charge total;Waterschap Rijn en IJssel (WS);2019;46.0;46.0
1215;Water system charge total;Waterschap Rijn en IJssel (WS);2020;48.0;49.0
1216;Water system charge total;Waterschap Rijn en IJssel (WS);2021;51.0;52.0
1217;Water system charge total;Waterschap Rijn en IJssel (WS);2022;56.0;58.0
1218;Water system charge total;Waterschap Rijn en IJssel (WS);2023;64.0;66.0
1219;Water system charge total;Waterschap Rijn en IJssel (WS);2024;71.0;
1220;Water system charge total;Waterschap Rijn en IJssel (WS);2025;75.0;
1221;Water system charge total;Hhs Amstel, Gooi en Vecht (WS);2015;96.0;95.0
1222;Water system charge total;Hhs Amstel, Gooi en Vecht (WS);2016;98.0;99.0
1223;Water system charge total;Hhs Amstel, Gooi en Vecht (WS);2017;;
1224;Water system charge total;Hhs Amstel, Gooi en Vecht (WS);2018;;
1225;Water system charge total;Hhs Amstel, Gooi en Vecht (WS);2019;;
1226;Water system charge total;Hhs Amstel, Gooi en Vecht (WS);2020;;
1227;Water system charge total;Hhs Amstel, Gooi en Vecht (WS);2021;;
1228;Water system charge total;Hhs Amstel, Gooi en Vecht (WS);2022;;
1229;Water system charge total;Hhs Amstel, Gooi en Vecht (WS);2023;;
1230;Water system charge total;Hhs Amstel, Gooi en Vecht (WS);2024;;
1231;Water system charge total;Hhs Amstel, Gooi en Vecht (WS);2025;;
1232;Water system charge total;Hoogheemraadschap van Delfland (WS);2015;94.0;97.0
1233;Water system charge total;Hoogheemraadschap van Delfland (WS);2016;97.0;98.0
1234;Water system charge total;Hoogheemraadschap van Delfland (WS);2017;100.0;101.0
1235;Water system charge total;Hoogheemraadschap van Delfland (WS);2018;102.0;103.0
1236;Water system charge total;Hoogheemraadschap van Delfland (WS);2019;105.0;107.0
1237;Water system charge total;Hoogheemraadschap van Delfland (WS);2020;106.0;109.0
1238;Water system charge total;Hoogheemraadschap van Delfland (WS);2021;106.0;107.0
1239;Water system charge total;Hoogheemraadschap van Delfland (WS);2022;123.0;125.0
1240;Water system charge total;Hoogheemraadschap van Delfland (WS);2023;124.0;129.0
1241;Water system charge total;Hoogheemraadschap van Delfland (WS);2024;135.0;
1242;Water system charge total;Hoogheemraadschap van Delfland (WS);2025;146.0;
1243;Water system charge total;Waterschap De Dommel (WS);2015;39.0;39.0
1244;Water system charge total;Waterschap De Dommel (WS);2016;41.0;41.0
1245;Water system charge total;Waterschap De Dommel (WS);2017;42.0;43.0
1246;Water system charge total;Waterschap De Dommel (WS);2018;45.0;46.0
1247;Water system charge total;Waterschap De Dommel (WS);2019;48.0;49.0
1248;Water system charge total;Waterschap De Dommel (WS);2020;50.0;51.0
1249;Water system charge total;Waterschap De Dommel (WS);2021;51.0;52.0
1250;Water system charge total;Waterschap De Dommel (WS);2022;56.0;57.0
1251;Water system charge total;Waterschap De Dommel (WS);2023;60.0;62.0
1252;Water system charge total;Waterschap De Dommel (WS);2024;66.0;
1253;Water system charge total;Waterschap De Dommel (WS);2025;68.0;
1254;Water system charge total;Waterschap Roer en Overmaas (WS);2015;30.0;30.0
1255;Water system charge total;Waterschap Roer en Overmaas (WS);2016;30.0;31.0
1256;Water system charge total;Waterschap Roer en Overmaas (WS);2017;;
1257;Water system charge total;Waterschap Roer en Overmaas (WS);2018;;
1258;Water system charge total;Waterschap Roer en Overmaas (WS);2019;;
1259;Water system charge total;Waterschap Roer en Overmaas (WS);2020;;
1260;Water system charge total;Waterschap Roer en Overmaas (WS);2021;;
1261;Water system charge total;Waterschap Roer en Overmaas (WS);2022;;
1262;Water system charge total;Waterschap Roer en Overmaas (WS);2023;;
1263;Water system charge total;Waterschap Roer en Overmaas (WS);2024;;
1264;Water system charge total;Waterschap Roer en Overmaas (WS);2025;;
1265;Water system charge total;Hoogheemraadschap van Rijnland (WS);2015;105.0;106.0
1266;Water system charge total;Hoogheemraadschap van Rijnland (WS);2016;105.0;107.0
1267;Water system charge total;Hoogheemraadschap van Rijnland (WS);2017;109.0;111.0
1268;Water system charge total;Hoogheemraadschap van Rijnland (WS);2018;111.0;113.0
1269;Water system charge total;Hoogheemraadschap van Rijnland (WS);2019;112.0;113.0
1270;Water system charge total;Hoogheemraadschap van Rijnland (WS);2020;115.0;116.0
1271;Water system charge total;Hoogheemraadschap van Rijnland (WS);2021;120.0;120.0
1272;Water system charge total;Hoogheemraadschap van Rijnland (WS);2022;121.0;124.0
1273;Water system charge total;Hoogheemraadschap van Rijnland (WS);2023;127.0;130.0
1274;Water system charge total;Hoogheemraadschap van Rijnland (WS);2024;145.0;
1275;Water system charge total;Hoogheemraadschap van Rijnland (WS);2025;163.0;
1276;Water system charge total;Waterschap Rivierenland (WS);2015;94.0;95.0
1277;Water system charge total;Waterschap Rivierenland (WS);2016;99.0;100.0
1278;Water system charge total;Waterschap Rivierenland (WS);2017;103.0;103.0
1279;Water system charge total;Waterschap Rivierenland (WS);2018;108.0;108.0
1280;Water system charge total;Waterschap Rivierenland (WS);2019;115.0;112.0
1281;Water system charge total;Waterschap Rivierenland (WS);2020;123.0;125.0
1282;Water system charge total;Waterschap Rivierenland (WS);2021;128.0;130.0
1283;Water system charge total;Waterschap Rivierenland (WS);2022;134.0;137.0
1284;Water system charge total;Waterschap Rivierenland (WS);2023;141.0;145.0
1285;Water system charge total;Waterschap Rivierenland (WS);2024;153.0;
1286;Water system charge total;Waterschap Rivierenland (WS);2025;162.0;
1287;Water system charge total;Hhs De Stichtse Rijnlanden (WS);2015;51.0;53.0
1288;Water system charge total;Hhs De Stichtse Rijnlanden (WS);2016;53.0;53.0
1289;Water system charge total;Hhs De Stichtse Rijnlanden (WS);2017;54.0;56.0
1290;Water system charge total;Hhs De Stichtse Rijnlanden (WS);2018;58.0;60.0
1291;Water system charge total;Hhs De Stichtse Rijnlanden (WS);2019;62.0;62.0
1292;Water system charge total;Hhs De Stichtse Rijnlanden (WS);2020;67.0;68.0
1293;Water system charge total;Hhs De Stichtse Rijnlanden (WS);2021;72.0;73.0
1294;Water system charge total;Hhs De Stichtse Rijnlanden (WS);2022;76.0;77.0
1295;Water system charge total;Hhs De Stichtse Rijnlanden (WS);2023;82.0;83.0
1296;Water system charge total;Hhs De Stichtse Rijnlanden (WS);2024;92.0;
1297;Water system charge total;Hhs De Stichtse Rijnlanden (WS);2025;98.0;
1298;Water system charge total;Waterschap Peel en Maasvallei (WS);2015;27.0;27.0
1299;Water system charge total;Waterschap Peel en Maasvallei (WS);2016;26.0;26.0
1300;Water system charge total;Waterschap Peel en Maasvallei (WS);2017;;
1301;Water system charge total;Waterschap Peel en Maasvallei (WS);2018;;
1302;Water system charge total;Waterschap Peel en Maasvallei (WS);2019;;
1303;Water system charge total;Waterschap Peel en Maasvallei (WS);2020;;
1304;Water system charge total;Waterschap Peel en Maasvallei (WS);2021;;
1305;Water system charge total;Waterschap Peel en Maasvallei (WS);2022;;
1306;Water system charge total;Waterschap Peel en Maasvallei (WS);2023;;
1307;Water system charge total;Waterschap Peel en Maasvallei (WS);2024;;
1308;Water system charge total;Waterschap Peel en Maasvallei (WS);2025;;
1309;Water system charge total;Waterschap Hunze en Aa's (WS);2015;41.0;42.0
1310;Water system charge total;Waterschap Hunze en Aa's (WS);2016;42.0;42.0
1311;Water system charge total;Waterschap Hunze en Aa's (WS);2017;42.0;43.0
1312;Water system charge total;Waterschap Hunze en Aa's (WS);2018;43.0;43.0
1313;Water system charge total;Waterschap Hunze en Aa's (WS);2019;44.0;44.0
1314;Water system charge total;Waterschap Hunze en Aa's (WS);2020;46.0;46.0
1315;Water system charge total;Waterschap Hunze en Aa's (WS);2021;47.0;49.0
1316;Water system charge total;Waterschap Hunze en Aa's (WS);2022;48.0;50.0
1317;Water system charge total;Waterschap Hunze en Aa's (WS);2023;50.0;51.0
1318;Water system charge total;Waterschap Hunze en Aa's (WS);2024;52.0;
1319;Water system charge total;Waterschap Hunze en Aa's (WS);2025;54.0;
1320;Water system charge total;Waterschap Noorderzijlvest (WS);2015;33.0;33.0
1321;Water system charge total;Waterschap Noorderzijlvest (WS);2016;34.0;34.0
1322;Water system charge total;Waterschap Noorderzijlvest (WS);2017;35.0;35.0
1323;Water system charge total;Waterschap Noorderzijlvest (WS);2018;37.0;38.0
1324;Water system charge total;Waterschap Noorderzijlvest (WS);2019;40.0;41.0
1325;Water system charge total;Waterschap Noorderzijlvest (WS);2020;44.0;46.0
1326;Water system charge total;Waterschap Noorderzijlvest (WS);2021;46.0;47.0
1327;Water system charge total;Waterschap Noorderzijlvest (WS);2022;48.0;50.0
1328;Water system charge total;Waterschap Noorderzijlvest (WS);2023;53.0;55.0
1329;Water system charge total;Waterschap Noorderzijlvest (WS);2024;59.0;
1330;Water system charge total;Waterschap Noorderzijlvest (WS);2025;65.0;
1331;Water system charge total;Waterschap Reest en Wieden (WS);2015;27.0;26.0
1332;Water system charge total;Waterschap Reest en Wieden (WS);2016;;
1333;Water system charge total;Waterschap Reest en Wieden (WS);2017;;
1334;Water system charge total;Waterschap Reest en Wieden (WS);2018;;
1335;Water system charge total;Waterschap Reest en Wieden (WS);2019;;
1336;Water system charge total;Waterschap Reest en Wieden (WS);2020;;
1337;Water system charge total;Waterschap Reest en Wieden (WS);2021;;
1338;Water system charge total;Waterschap Reest en Wieden (WS);2022;;
1339;Water system charge total;Waterschap Reest en Wieden (WS);2023;;
1340;Water system charge total;Waterschap Reest en Wieden (WS);2024;;
1341;Water system charge total;Waterschap Reest en Wieden (WS);2025;;
1342;Water system charge total;Waterschap Zuiderzeeland (WS);2015;41.0;41.0
1343;Water system charge total;Waterschap Zuiderzeeland (WS);2016;42.0;41.0
1344;Water system charge total;Waterschap Zuiderzeeland (WS);2017;43.0;41.0
1345;Water system charge total;Waterschap Zuiderzeeland (WS);2018;44.0;44.0
1346;Water system charge total;Waterschap Zuiderzeeland (WS);2019;45.0;46.0
1347;Water system charge total;Waterschap Zuiderzeeland (WS);2020;47.0;48.0
1348;Water system charge total;Waterschap Zuiderzeeland (WS);2021;49.0;50.0
1349;Water system charge total;Waterschap Zuiderzeeland (WS);2022;50.0;52.0
1350;Water system charge total;Waterschap Zuiderzeeland (WS);2023;55.0;56.0
1351;Water system charge total;Waterschap Zuiderzeeland (WS);2024;61.0;
1352;Water system charge total;Waterschap Zuiderzeeland (WS);2025;67.0;
1353;Water system charge total;Hhs Hollands Noorderkwartier (WS);2015;138.0;138.0
1354;Water system charge total;Hhs Hollands Noorderkwartier (WS);2016;138.0;138.0
1355;Water system charge total;Hhs Hollands Noorderkwartier (WS);2017;141.0;141.0
1356;Water system charge total;Hhs Hollands Noorderkwartier (WS);2018;146.0;146.0
1357;Water system charge total;Hhs Hollands Noorderkwartier (WS);2019;148.0;150.0
1358;Water system charge total;Hhs Hollands Noorderkwartier (WS);2020;153.0;153.0
1359;Water system charge total;Hhs Hollands Noorderkwartier (WS);2021;155.0;155.0
1360;Water system charge total;Hhs Hollands Noorderkwartier (WS);2022;155.0;159.0
1361;Water system charge total;Hhs Hollands Noorderkwartier (WS);2023;158.0;158.0
1362;Water system charge total;Hhs Hollands Noorderkwartier (WS);2024;171.0;
1363;Water system charge total;Hhs Hollands Noorderkwartier (WS);2025;183.0;
1364;Water system charge total;Waterschap Brabantse Delta (WS);2015;54.0;54.0
1365;Water system charge total;Waterschap Brabantse Delta (WS);2016;59.0;57.0
1366;Water system charge total;Waterschap Brabantse Delta (WS);2017;60.0;61.0
1367;Water system charge total;Waterschap Brabantse Delta (WS);2018;64.0;66.0
1368;Water system charge total;Waterschap Brabantse Delta (WS);2019;66.0;66.0
1369;Water system charge total;Waterschap Brabantse Delta (WS);2020;69.0;70.0
1370;Water system charge total;Waterschap Brabantse Delta (WS);2021;72.0;73.0
1371;Water system charge total;Waterschap Brabantse Delta (WS);2022;76.0;78.0
1372;Water system charge total;Waterschap Brabantse Delta (WS);2023;79.0;81.0
1373;Water system charge total;Waterschap Brabantse Delta (WS);2024;88.0;
1374;Water system charge total;Waterschap Brabantse Delta (WS);2025;97.0;
1375;Water system charge total;Wetterskip Fryslân (WS);2015;79.0;79.0
1376;Water system charge total;Wetterskip Fryslân (WS);2016;82.0;82.0
