ID;TypeGefailleerde;Leeftijden;Perioden;UitgesprokenFaillissementen_1
2184;Natuurlijke personen;65 jaar of ouder;2019 maart;5
2185;Natuurlijke personen;65 jaar of ouder;2019 1e kwartaal;13
2186;Natuurlijke personen;65 jaar of ouder;2019 april;6
2187;Natuurlijke personen;65 jaar of ouder;2019 mei;2
2188;Natuurlijke personen;65 jaar of ouder;2019 juni;8
2189;Natuurlijke personen;65 jaar of ouder;2019 2e kwartaal;16
2190;Natuurlijke personen;65 jaar of ouder;2019 juli;3
2191;Natuurlijke personen;65 jaar of ouder;2019 augustus;3
2192;Natuurlijke personen;65 jaar of ouder;2019 september;2
2193;Natuurlijke personen;65 jaar of ouder;2019 3e kwartaal;8
2194;Natuurlijke personen;65 jaar of ouder;2019 oktober;4
2195;Natuurlijke personen;65 jaar of ouder;2019 november;3
2196;Natuurlijke personen;65 jaar of ouder;2019 december;8
2197;Natuurlijke personen;65 jaar of ouder;2019 4e kwartaal;15
2198;Natuurlijke personen;65 jaar of ouder;2019;52
2199;Natuurlijke personen;65 jaar of ouder;2020 januari;5
2200;Natuurlijke personen;65 jaar of ouder;2020 februari;4
2201;Natuurlijke personen;65 jaar of ouder;2020 maart;3
2202;Natuurlijke personen;65 jaar of ouder;2020 1e kwartaal;12
2203;Natuurlijke personen;65 jaar of ouder;2020 april;1
2204;Natuurlijke personen;65 jaar of ouder;2020 mei;6
2205;Natuurlijke personen;65 jaar of ouder;2020 juni;3
2206;Natuurlijke personen;65 jaar of ouder;2020 2e kwartaal;10
2207;Natuurlijke personen;65 jaar of ouder;2020 juli;6
2208;Natuurlijke personen;65 jaar of ouder;2020 augustus;0
2209;Natuurlijke personen;65 jaar of ouder;2020 september;5
2210;Natuurlijke personen;65 jaar of ouder;2020 3e kwartaal;11
2211;Natuurlijke personen;65 jaar of ouder;2020 oktober;4
2212;Natuurlijke personen;65 jaar of ouder;2020 november;3
2213;Natuurlijke personen;65 jaar of ouder;2020 december;2
2214;Natuurlijke personen;65 jaar of ouder;2020 4e kwartaal;9
2215;Natuurlijke personen;65 jaar of ouder;2020;42
2216;Natuurlijke personen;65 jaar of ouder;2021 januari;3
2217;Natuurlijke personen;65 jaar of ouder;2021 februari;1
2218;Natuurlijke personen;65 jaar of ouder;2021 maart;1
2219;Natuurlijke personen;65 jaar of ouder;2021 1e kwartaal;5
2220;Natuurlijke personen;65 jaar of ouder;2021 april;2
2221;Natuurlijke personen;65 jaar of ouder;2021 mei;1
2222;Natuurlijke personen;65 jaar of ouder;2021 juni;0
2223;Natuurlijke personen;65 jaar of ouder;2021 2e kwartaal;3
2224;Natuurlijke personen;65 jaar of ouder;2021 juli;3
2225;Natuurlijke personen;65 jaar of ouder;2021 augustus;0
2226;Natuurlijke personen;65 jaar of ouder;2021 september;3
2227;Natuurlijke personen;65 jaar of ouder;2021 3e kwartaal;6
2228;Natuurlijke personen;65 jaar of ouder;2021 oktober;5
2229;Natuurlijke personen;65 jaar of ouder;2021 november;2
2230;Natuurlijke personen;65 jaar of ouder;2021 december;0
2231;Natuurlijke personen;65 jaar of ouder;2021 4e kwartaal;7
2232;Natuurlijke personen;65 jaar of ouder;2021;21
2233;Natuurlijke personen;65 jaar of ouder;2022 januari;0
2234;Natuurlijke personen;65 jaar of ouder;2022 februari;1
2235;Natuurlijke personen;65 jaar of ouder;2022 maart;2
2236;Natuurlijke personen;65 jaar of ouder;2022 1e kwartaal;3
2237;Natuurlijke personen;65 jaar of ouder;2022 april;4
2238;Natuurlijke personen;65 jaar of ouder;2022 mei;3
2239;Natuurlijke personen;65 jaar of ouder;2022 juni;0
2240;Natuurlijke personen;65 jaar of ouder;2022 2e kwartaal;7
2241;Natuurlijke personen;65 jaar of ouder;2022 juli;3
2242;Natuurlijke personen;65 jaar of ouder;2022 augustus;1
2243;Natuurlijke personen;65 jaar of ouder;2022 september;1
2244;Natuurlijke personen;65 jaar of ouder;2022 3e kwartaal;5
2245;Natuurlijke personen;65 jaar of ouder;2022 oktober;2
2246;Natuurlijke personen;65 jaar of ouder;2022 november;2
2247;Natuurlijke personen;65 jaar of ouder;2022 december;3
2248;Natuurlijke personen;65 jaar of ouder;2022 4e kwartaal;7
2249;Natuurlijke personen;65 jaar of ouder;2022;22
2250;Natuurlijke personen;65 jaar of ouder;2023 januari;2
2251;Natuurlijke personen;65 jaar of ouder;2023 februari;1
2252;Natuurlijke personen;65 jaar of ouder;2023 maart;2
2253;Natuurlijke personen;65 jaar of ouder;2023 1e kwartaal;5
2254;Natuurlijke personen;65 jaar of ouder;2023 april;0
2255;Natuurlijke personen;65 jaar of ouder;2023 mei;1
2256;Natuurlijke personen;65 jaar of ouder;2023 juni;2
2257;Natuurlijke personen;65 jaar of ouder;2023 2e kwartaal;3
2258;Natuurlijke personen;65 jaar of ouder;2023 juli;4
2259;Natuurlijke personen;65 jaar of ouder;2023 augustus;0
2260;Natuurlijke personen;65 jaar of ouder;2023 september;0
2261;Natuurlijke personen;65 jaar of ouder;2023 3e kwartaal;4
2262;Natuurlijke personen;65 jaar of ouder;2023 oktober;5
2263;Natuurlijke personen;65 jaar of ouder;2023 november;1
2264;Natuurlijke personen;65 jaar of ouder;2023 december;2
2265;Natuurlijke personen;65 jaar of ouder;2023 4e kwartaal;8
2266;Natuurlijke personen;65 jaar of ouder;2023;20
2267;Natuurlijke personen;65 jaar of ouder;2024 januari;5
2268;Natuurlijke personen;65 jaar of ouder;2024 februari;5
2269;Natuurlijke personen;65 jaar of ouder;2024 maart;1
2270;Natuurlijke personen;65 jaar of ouder;2024 1e kwartaal;11
2271;Natuurlijke personen;65 jaar of ouder;2024 april;6
2272;Natuurlijke personen;65 jaar of ouder;2024 mei;2
2273;Natuurlijke personen;65 jaar of ouder;2024 juni;3
2274;Natuurlijke personen;65 jaar of ouder;2024 2e kwartaal;11
2275;Natuurlijke personen;65 jaar of ouder;2024 juli;4
2276;Natuurlijke personen;65 jaar of ouder;2024 augustus;4
2277;Natuurlijke personen;65 jaar of ouder;2024 september;3
2278;Natuurlijke personen;65 jaar of ouder;2024 3e kwartaal;11
2279;Natuurlijke personen;65 jaar of ouder;2024 oktober;3
2280;Natuurlijke personen;65 jaar of ouder;2024 november;2
2281;Natuurlijke personen;65 jaar of ouder;2024 december;2
2282;Natuurlijke personen;65 jaar of ouder;2024 4e kwartaal;7
2283;Natuurlijke personen;65 jaar of ouder;2024;40
2284;Natuurlijke personen;65 jaar of ouder;2025 januari;4
2285;Natuurlijke personen;65 jaar of ouder;2025 februari;0
2286;Natuurlijke personen;65 jaar of ouder;2025 maart;6
2287;Natuurlijke personen;65 jaar of ouder;2025 1e kwartaal;10
2288;Natuurlijke personen;Leeftijd onbekend;2013 januari;3
2289;Natuurlijke personen;Leeftijd onbekend;2013 februari;2
2290;Natuurlijke personen;Leeftijd onbekend;2013 maart;0
2291;Natuurlijke personen;Leeftijd onbekend;2013 1e kwartaal;5
2292;Natuurlijke personen;Leeftijd onbekend;2013 april;2
2293;Natuurlijke personen;Leeftijd onbekend;2013 mei;6
2294;Natuurlijke personen;Leeftijd onbekend;2013 juni;1
2295;Natuurlijke personen;Leeftijd onbekend;2013 2e kwartaal;9
2296;Natuurlijke personen;Leeftijd onbekend;2013 juli;2
2297;Natuurlijke personen;Leeftijd onbekend;2013 augustus;0
2298;Natuurlijke personen;Leeftijd onbekend;2013 september;0
2299;Natuurlijke personen;Leeftijd onbekend;2013 3e kwartaal;2
2300;Natuurlijke personen;Leeftijd onbekend;2013 oktober;1
2301;Natuurlijke personen;Leeftijd onbekend;2013 november;0
2302;Natuurlijke personen;Leeftijd onbekend;2013 december;2
2303;Natuurlijke personen;Leeftijd onbekend;2013 4e kwartaal;3
2304;Natuurlijke personen;Leeftijd onbekend;2013;19
2305;Natuurlijke personen;Leeftijd onbekend;2014 januari;1
2306;Natuurlijke personen;Leeftijd onbekend;2014 februari;2
2307;Natuurlijke personen;Leeftijd onbekend;2014 maart;1
2308;Natuurlijke personen;Leeftijd onbekend;2014 1e kwartaal;4
2309;Natuurlijke personen;Leeftijd onbekend;2014 april;2
2310;Natuurlijke personen;Leeftijd onbekend;2014 mei;1
2311;Natuurlijke personen;Leeftijd onbekend;2014 juni;1
2312;Natuurlijke personen;Leeftijd onbekend;2014 2e kwartaal;4
2313;Natuurlijke personen;Leeftijd onbekend;2014 juli;1
2314;Natuurlijke personen;Leeftijd onbekend;2014 augustus;1
2315;Natuurlijke personen;Leeftijd onbekend;2014 september;1
2316;Natuurlijke personen;Leeftijd onbekend;2014 3e kwartaal;3
2317;Natuurlijke personen;Leeftijd onbekend;2014 oktober;1
2318;Natuurlijke personen;Leeftijd onbekend;2014 november;0
2319;Natuurlijke personen;Leeftijd onbekend;2014 december;0
2320;Natuurlijke personen;Leeftijd onbekend;2014 4e kwartaal;1
2321;Natuurlijke personen;Leeftijd onbekend;2014;12
2322;Natuurlijke personen;Leeftijd onbekend;2015 januari;0
2323;Natuurlijke personen;Leeftijd onbekend;2015 februari;0
2324;Natuurlijke personen;Leeftijd onbekend;2015 maart;0
2325;Natuurlijke personen;Leeftijd onbekend;2015 1e kwartaal;0
2326;Natuurlijke personen;Leeftijd onbekend;2015 april;2
2327;Natuurlijke personen;Leeftijd onbekend;2015 mei;1
2328;Natuurlijke personen;Leeftijd onbekend;2015 juni;3
2329;Natuurlijke personen;Leeftijd onbekend;2015 2e kwartaal;6
2330;Natuurlijke personen;Leeftijd onbekend;2015 juli;2
2331;Natuurlijke personen;Leeftijd onbekend;2015 augustus;1
2332;Natuurlijke personen;Leeftijd onbekend;2015 september;1
2333;Natuurlijke personen;Leeftijd onbekend;2015 3e kwartaal;4
2334;Natuurlijke personen;Leeftijd onbekend;2015 oktober;0
2335;Natuurlijke personen;Leeftijd onbekend;2015 november;0
2336;Natuurlijke personen;Leeftijd onbekend;2015 december;4
2337;Natuurlijke personen;Leeftijd onbekend;2015 4e kwartaal;4
2338;Natuurlijke personen;Leeftijd onbekend;2015;14
2339;Natuurlijke personen;Leeftijd onbekend;2016 januari;0
2340;Natuurlijke personen;Leeftijd onbekend;2016 februari;0
2341;Natuurlijke personen;Leeftijd onbekend;2016 maart;0
2342;Natuurlijke personen;Leeftijd onbekend;2016 1e kwartaal;0
2343;Natuurlijke personen;Leeftijd onbekend;2016 april;1
2344;Natuurlijke personen;Leeftijd onbekend;2016 mei;1
2345;Natuurlijke personen;Leeftijd onbekend;2016 juni;1
2346;Natuurlijke personen;Leeftijd onbekend;2016 2e kwartaal;3
2347;Natuurlijke personen;Leeftijd onbekend;2016 juli;0
2348;Natuurlijke personen;Leeftijd onbekend;2016 augustus;0
2349;Natuurlijke personen;Leeftijd onbekend;2016 september;3
2350;Natuurlijke personen;Leeftijd onbekend;2016 3e kwartaal;3
2351;Natuurlijke personen;Leeftijd onbekend;2016 oktober;4
2352;Natuurlijke personen;Leeftijd onbekend;2016 november;0
2353;Natuurlijke personen;Leeftijd onbekend;2016 december;0
2354;Natuurlijke personen;Leeftijd onbekend;2016 4e kwartaal;4
2355;Natuurlijke personen;Leeftijd onbekend;2016;10
2356;Natuurlijke personen;Leeftijd onbekend;2017 januari;0
2357;Natuurlijke personen;Leeftijd onbekend;2017 februari;2
2358;Natuurlijke personen;Leeftijd onbekend;2017 maart;1
2359;Natuurlijke personen;Leeftijd onbekend;2017 1e kwartaal;3
2360;Natuurlijke personen;Leeftijd onbekend;2017 april;0
2361;Natuurlijke personen;Leeftijd onbekend;2017 mei;0
2362;Natuurlijke personen;Leeftijd onbekend;2017 juni;1
2363;Natuurlijke personen;Leeftijd onbekend;2017 2e kwartaal;1
2364;Natuurlijke personen;Leeftijd onbekend;2017 juli;0
2365;Natuurlijke personen;Leeftijd onbekend;2017 augustus;0
2366;Natuurlijke personen;Leeftijd onbekend;2017 september;0
2367;Natuurlijke personen;Leeftijd onbekend;2017 3e kwartaal;0
2368;Natuurlijke personen;Leeftijd onbekend;2017 oktober;0
2369;Natuurlijke personen;Leeftijd onbekend;2017 november;0
2370;Natuurlijke personen;Leeftijd onbekend;2017 december;0
2371;Natuurlijke personen;Leeftijd onbekend;2017 4e kwartaal;0
2372;Natuurlijke personen;Leeftijd onbekend;2017;4
2373;Natuurlijke personen;Leeftijd onbekend;2018 januari;0
2374;Natuurlijke personen;Leeftijd onbekend;2018 februari;0
2375;Natuurlijke personen;Leeftijd onbekend;2018 maart;0
2376;Natuurlijke personen;Leeftijd onbekend;2018 1e kwartaal;0
2377;Natuurlijke personen;Leeftijd onbekend;2018 april;0
2378;Natuurlijke personen;Leeftijd onbekend;2018 mei;1
2379;Natuurlijke personen;Leeftijd onbekend;2018 juni;0
2380;Natuurlijke personen;Leeftijd onbekend;2018 2e kwartaal;1
2381;Natuurlijke personen;Leeftijd onbekend;2018 juli;0
2382;Natuurlijke personen;Leeftijd onbekend;2018 augustus;0
2383;Natuurlijke personen;Leeftijd onbekend;2018 september;0
2384;Natuurlijke personen;Leeftijd onbekend;2018 3e kwartaal;0
2385;Natuurlijke personen;Leeftijd onbekend;2018 oktober;0
2386;Natuurlijke personen;Leeftijd onbekend;2018 november;0
2387;Natuurlijke personen;Leeftijd onbekend;2018 december;0
2388;Natuurlijke personen;Leeftijd onbekend;2018 4e kwartaal;0
2389;Natuurlijke personen;Leeftijd onbekend;2018;1
2390;Natuurlijke personen;Leeftijd onbekend;2019 januari;0
2391;Natuurlijke personen;Leeftijd onbekend;2019 februari;0
2392;Natuurlijke personen;Leeftijd onbekend;2019 maart;0
2393;Natuurlijke personen;Leeftijd onbekend;2019 1e kwartaal;0
2394;Natuurlijke personen;Leeftijd onbekend;2019 april;0
2395;Natuurlijke personen;Leeftijd onbekend;2019 mei;0
2396;Natuurlijke personen;Leeftijd onbekend;2019 juni;0
2397;Natuurlijke personen;Leeftijd onbekend;2019 2e kwartaal;0
2398;Natuurlijke personen;Leeftijd onbekend;2019 juli;0
2399;Natuurlijke personen;Leeftijd onbekend;2019 augustus;0
2400;Natuurlijke personen;Leeftijd onbekend;2019 september;0
2401;Natuurlijke personen;Leeftijd onbekend;2019 3e kwartaal;0
2402;Natuurlijke personen;Leeftijd onbekend;2019 oktober;0
2403;Natuurlijke personen;Leeftijd onbekend;2019 november;0
2404;Natuurlijke personen;Leeftijd onbekend;2019 december;0
2405;Natuurlijke personen;Leeftijd onbekend;2019 4e kwartaal;0
2406;Natuurlijke personen;Leeftijd onbekend;2019;0
2407;Natuurlijke personen;Leeftijd onbekend;2020 januari;0
2408;Natuurlijke personen;Leeftijd onbekend;2020 februari;0
2409;Natuurlijke personen;Leeftijd onbekend;2020 maart;0
2410;Natuurlijke personen;Leeftijd onbekend;2020 1e kwartaal;0
2411;Natuurlijke personen;Leeftijd onbekend;2020 april;0
2412;Natuurlijke personen;Leeftijd onbekend;2020 mei;0
2413;Natuurlijke personen;Leeftijd onbekend;2020 juni;0
2414;Natuurlijke personen;Leeftijd onbekend;2020 2e kwartaal;0
2415;Natuurlijke personen;Leeftijd onbekend;2020 juli;0
2416;Natuurlijke personen;Leeftijd onbekend;2020 augustus;0
2417;Natuurlijke personen;Leeftijd onbekend;2020 september;0
2418;Natuurlijke personen;Leeftijd onbekend;2020 3e kwartaal;0
2419;Natuurlijke personen;Leeftijd onbekend;2020 oktober;0
2420;Natuurlijke personen;Leeftijd onbekend;2020 november;0
2421;Natuurlijke personen;Leeftijd onbekend;2020 december;0
2422;Natuurlijke personen;Leeftijd onbekend;2020 4e kwartaal;0
2423;Natuurlijke personen;Leeftijd onbekend;2020;0
2424;Natuurlijke personen;Leeftijd onbekend;2021 januari;0
2425;Natuurlijke personen;Leeftijd onbekend;2021 februari;0
2426;Natuurlijke personen;Leeftijd onbekend;2021 maart;0
2427;Natuurlijke personen;Leeftijd onbekend;2021 1e kwartaal;0
2428;Natuurlijke personen;Leeftijd onbekend;2021 april;0
2429;Natuurlijke personen;Leeftijd onbekend;2021 mei;0
2430;Natuurlijke personen;Leeftijd onbekend;2021 juni;0
2431;Natuurlijke personen;Leeftijd onbekend;2021 2e kwartaal;0
2432;Natuurlijke personen;Leeftijd onbekend;2021 juli;0
2433;Natuurlijke personen;Leeftijd onbekend;2021 augustus;0
2434;Natuurlijke personen;Leeftijd onbekend;2021 september;0
2435;Natuurlijke personen;Leeftijd onbekend;2021 3e kwartaal;0
2436;Natuurlijke personen;Leeftijd onbekend;2021 oktober;0
2437;Natuurlijke personen;Leeftijd onbekend;2021 november;0
2438;Natuurlijke personen;Leeftijd onbekend;2021 december;0
2439;Natuurlijke personen;Leeftijd onbekend;2021 4e kwartaal;0
2440;Natuurlijke personen;Leeftijd onbekend;2021;0
2441;Natuurlijke personen;Leeftijd onbekend;2022 januari;0
2442;Natuurlijke personen;Leeftijd onbekend;2022 februari;0
2443;Natuurlijke personen;Leeftijd onbekend;2022 maart;0
2444;Natuurlijke personen;Leeftijd onbekend;2022 1e kwartaal;0
2445;Natuurlijke personen;Leeftijd onbekend;2022 april;0
2446;Natuurlijke personen;Leeftijd onbekend;2022 mei;0
2447;Natuurlijke personen;Leeftijd onbekend;2022 juni;0
2448;Natuurlijke personen;Leeftijd onbekend;2022 2e kwartaal;0
2449;Natuurlijke personen;Leeftijd onbekend;2022 juli;0
2450;Natuurlijke personen;Leeftijd onbekend;2022 augustus;0
2451;Natuurlijke personen;Leeftijd onbekend;2022 september;0
2452;Natuurlijke personen;Leeftijd onbekend;2022 3e kwartaal;0
2453;Natuurlijke personen;Leeftijd onbekend;2022 oktober;0
2454;Natuurlijke personen;Leeftijd onbekend;2022 november;0
2455;Natuurlijke personen;Leeftijd onbekend;2022 december;0
2456;Natuurlijke personen;Leeftijd onbekend;2022 4e kwartaal;0
2457;Natuurlijke personen;Leeftijd onbekend;2022;0
2458;Natuurlijke personen;Leeftijd onbekend;2023 januari;0
2459;Natuurlijke personen;Leeftijd onbekend;2023 februari;0
2460;Natuurlijke personen;Leeftijd onbekend;2023 maart;0
2461;Natuurlijke personen;Leeftijd onbekend;2023 1e kwartaal;0
2462;Natuurlijke personen;Leeftijd onbekend;2023 april;0
2463;Natuurlijke personen;Leeftijd onbekend;2023 mei;0
2464;Natuurlijke personen;Leeftijd onbekend;2023 juni;0
2465;Natuurlijke personen;Leeftijd onbekend;2023 2e kwartaal;0
2466;Natuurlijke personen;Leeftijd onbekend;2023 juli;0
2467;Natuurlijke personen;Leeftijd onbekend;2023 augustus;0
2468;Natuurlijke personen;Leeftijd onbekend;2023 september;0
2469;Natuurlijke personen;Leeftijd onbekend;2023 3e kwartaal;0
2470;Natuurlijke personen;Leeftijd onbekend;2023 oktober;0
2471;Natuurlijke personen;Leeftijd onbekend;2023 november;0
2472;Natuurlijke personen;Leeftijd onbekend;2023 december;0
2473;Natuurlijke personen;Leeftijd onbekend;2023 4e kwartaal;0
2474;Natuurlijke personen;Leeftijd onbekend;2023;0
2475;Natuurlijke personen;Leeftijd onbekend;2024 januari;0
2476;Natuurlijke personen;Leeftijd onbekend;2024 februari;0
2477;Natuurlijke personen;Leeftijd onbekend;2024 maart;1
2478;Natuurlijke personen;Leeftijd onbekend;2024 1e kwartaal;1
2479;Natuurlijke personen;Leeftijd onbekend;2024 april;1
2480;Natuurlijke personen;Leeftijd onbekend;2024 mei;0
2481;Natuurlijke personen;Leeftijd onbekend;2024 juni;0
2482;Natuurlijke personen;Leeftijd onbekend;2024 2e kwartaal;1
2483;Natuurlijke personen;Leeftijd onbekend;2024 juli;0
2484;Natuurlijke personen;Leeftijd onbekend;2024 augustus;0
2485;Natuurlijke personen;Leeftijd onbekend;2024 september;0
2486;Natuurlijke personen;Leeftijd onbekend;2024 3e kwartaal;0
2487;Natuurlijke personen;Leeftijd onbekend;2024 oktober;1
2488;Natuurlijke personen;Leeftijd onbekend;2024 november;0
2489;Natuurlijke personen;Leeftijd onbekend;2024 december;0
2490;Natuurlijke personen;Leeftijd onbekend;2024 4e kwartaal;1
2491;Natuurlijke personen;Leeftijd onbekend;2024;3
2492;Natuurlijke personen;Leeftijd onbekend;2025 januari;0
2493;Natuurlijke personen;Leeftijd onbekend;2025 februari;0
2494;Natuurlijke personen;Leeftijd onbekend;2025 maart;0
2495;Natuurlijke personen;Leeftijd onbekend;2025 1e kwartaal;0
2496;Natuurlijk persoon zonder eenmanszaak;Totaal;2013 januari;269
2497;Natuurlijk persoon zonder eenmanszaak;Totaal;2013 februari;231
2498;Natuurlijk persoon zonder eenmanszaak;Totaal;2013 maart;290
2499;Natuurlijk persoon zonder eenmanszaak;Totaal;2013 1e kwartaal;790
2500;Natuurlijk persoon zonder eenmanszaak;Totaal;2013 april;248
2501;Natuurlijk persoon zonder eenmanszaak;Totaal;2013 mei;294
2502;Natuurlijk persoon zonder eenmanszaak;Totaal;2013 juni;250
2503;Natuurlijk persoon zonder eenmanszaak;Totaal;2013 2e kwartaal;792
2504;Natuurlijk persoon zonder eenmanszaak;Totaal;2013 juli;272
2505;Natuurlijk persoon zonder eenmanszaak;Totaal;2013 augustus;196
2506;Natuurlijk persoon zonder eenmanszaak;Totaal;2013 september;204
2507;Natuurlijk persoon zonder eenmanszaak;Totaal;2013 3e kwartaal;672
2508;Natuurlijk persoon zonder eenmanszaak;Totaal;2013 oktober;293
2509;Natuurlijk persoon zonder eenmanszaak;Totaal;2013 november;243
2510;Natuurlijk persoon zonder eenmanszaak;Totaal;2013 december;228
2511;Natuurlijk persoon zonder eenmanszaak;Totaal;2013 4e kwartaal;764
2512;Natuurlijk persoon zonder eenmanszaak;Totaal;2013;3018
2513;Natuurlijk persoon zonder eenmanszaak;Totaal;2014 januari;238
2514;Natuurlijk persoon zonder eenmanszaak;Totaal;2014 februari;219
2515;Natuurlijk persoon zonder eenmanszaak;Totaal;2014 maart;185
2516;Natuurlijk persoon zonder eenmanszaak;Totaal;2014 1e kwartaal;642
2517;Natuurlijk persoon zonder eenmanszaak;Totaal;2014 april;211
2518;Natuurlijk persoon zonder eenmanszaak;Totaal;2014 mei;171
2519;Natuurlijk persoon zonder eenmanszaak;Totaal;2014 juni;129
2520;Natuurlijk persoon zonder eenmanszaak;Totaal;2014 2e kwartaal;511
2521;Natuurlijk persoon zonder eenmanszaak;Totaal;2014 juli;145
2522;Natuurlijk persoon zonder eenmanszaak;Totaal;2014 augustus;142
2523;Natuurlijk persoon zonder eenmanszaak;Totaal;2014 september;169
2524;Natuurlijk persoon zonder eenmanszaak;Totaal;2014 3e kwartaal;456
2525;Natuurlijk persoon zonder eenmanszaak;Totaal;2014 oktober;152
2526;Natuurlijk persoon zonder eenmanszaak;Totaal;2014 november;141
2527;Natuurlijk persoon zonder eenmanszaak;Totaal;2014 december;146
2528;Natuurlijk persoon zonder eenmanszaak;Totaal;2014 4e kwartaal;439
2529;Natuurlijk persoon zonder eenmanszaak;Totaal;2014;2048
2530;Natuurlijk persoon zonder eenmanszaak;Totaal;2015 januari;119
