ID;TypeGefailleerde;Leeftijden;Perioden;UitgesprokenFaillissementen_1
1757;Natuurlijke personen;55 tot 60 jaar;2018 juli;8
1758;Natuurlijke personen;55 tot 60 jaar;2018 augustus;5
1759;Natuurlijke personen;55 tot 60 jaar;2018 september;5
1760;Natuurlijke personen;55 tot 60 jaar;2018 3e kwartaal;18
1761;Natuurlijke personen;55 tot 60 jaar;2018 oktober;8
1762;Natuurlijke personen;55 tot 60 jaar;2018 november;12
1763;Natuurlijke personen;55 tot 60 jaar;2018 december;2
1764;Natuurlijke personen;55 tot 60 jaar;2018 4e kwartaal;22
1765;Natuurlijke personen;55 tot 60 jaar;2018;96
1766;Natuurlijke personen;55 tot 60 jaar;2019 januari;13
1767;Natuurlijke personen;55 tot 60 jaar;2019 februari;15
1768;Natuurlijke personen;55 tot 60 jaar;2019 maart;12
1769;Natuurlijke personen;55 tot 60 jaar;2019 1e kwartaal;40
1770;Natuurlijke personen;55 tot 60 jaar;2019 april;12
1771;Natuurlijke personen;55 tot 60 jaar;2019 mei;5
1772;Natuurlijke personen;55 tot 60 jaar;2019 juni;8
1773;Natuurlijke personen;55 tot 60 jaar;2019 2e kwartaal;25
1774;Natuurlijke personen;55 tot 60 jaar;2019 juli;5
1775;Natuurlijke personen;55 tot 60 jaar;2019 augustus;4
1776;Natuurlijke personen;55 tot 60 jaar;2019 september;9
1777;Natuurlijke personen;55 tot 60 jaar;2019 3e kwartaal;18
1778;Natuurlijke personen;55 tot 60 jaar;2019 oktober;6
1779;Natuurlijke personen;55 tot 60 jaar;2019 november;11
1780;Natuurlijke personen;55 tot 60 jaar;2019 december;11
1781;Natuurlijke personen;55 tot 60 jaar;2019 4e kwartaal;28
1782;Natuurlijke personen;55 tot 60 jaar;2019;111
1783;Natuurlijke personen;55 tot 60 jaar;2020 januari;11
1784;Natuurlijke personen;55 tot 60 jaar;2020 februari;10
1785;Natuurlijke personen;55 tot 60 jaar;2020 maart;6
1786;Natuurlijke personen;55 tot 60 jaar;2020 1e kwartaal;27
1787;Natuurlijke personen;55 tot 60 jaar;2020 april;8
1788;Natuurlijke personen;55 tot 60 jaar;2020 mei;15
1789;Natuurlijke personen;55 tot 60 jaar;2020 juni;10
1790;Natuurlijke personen;55 tot 60 jaar;2020 2e kwartaal;33
1791;Natuurlijke personen;55 tot 60 jaar;2020 juli;5
1792;Natuurlijke personen;55 tot 60 jaar;2020 augustus;2
1793;Natuurlijke personen;55 tot 60 jaar;2020 september;5
1794;Natuurlijke personen;55 tot 60 jaar;2020 3e kwartaal;12
1795;Natuurlijke personen;55 tot 60 jaar;2020 oktober;6
1796;Natuurlijke personen;55 tot 60 jaar;2020 november;2
1797;Natuurlijke personen;55 tot 60 jaar;2020 december;2
1798;Natuurlijke personen;55 tot 60 jaar;2020 4e kwartaal;10
1799;Natuurlijke personen;55 tot 60 jaar;2020;82
1800;Natuurlijke personen;55 tot 60 jaar;2021 januari;5
1801;Natuurlijke personen;55 tot 60 jaar;2021 februari;6
1802;Natuurlijke personen;55 tot 60 jaar;2021 maart;3
1803;Natuurlijke personen;55 tot 60 jaar;2021 1e kwartaal;14
1804;Natuurlijke personen;55 tot 60 jaar;2021 april;5
1805;Natuurlijke personen;55 tot 60 jaar;2021 mei;5
1806;Natuurlijke personen;55 tot 60 jaar;2021 juni;7
1807;Natuurlijke personen;55 tot 60 jaar;2021 2e kwartaal;17
1808;Natuurlijke personen;55 tot 60 jaar;2021 juli;3
1809;Natuurlijke personen;55 tot 60 jaar;2021 augustus;2
1810;Natuurlijke personen;55 tot 60 jaar;2021 september;5
1811;Natuurlijke personen;55 tot 60 jaar;2021 3e kwartaal;10
1812;Natuurlijke personen;55 tot 60 jaar;2021 oktober;1
1813;Natuurlijke personen;55 tot 60 jaar;2021 november;3
1814;Natuurlijke personen;55 tot 60 jaar;2021 december;1
1815;Natuurlijke personen;55 tot 60 jaar;2021 4e kwartaal;5
1816;Natuurlijke personen;55 tot 60 jaar;2021;46
1817;Natuurlijke personen;55 tot 60 jaar;2022 januari;1
1818;Natuurlijke personen;55 tot 60 jaar;2022 februari;7
1819;Natuurlijke personen;55 tot 60 jaar;2022 maart;2
1820;Natuurlijke personen;55 tot 60 jaar;2022 1e kwartaal;10
1821;Natuurlijke personen;55 tot 60 jaar;2022 april;3
1822;Natuurlijke personen;55 tot 60 jaar;2022 mei;3
1823;Natuurlijke personen;55 tot 60 jaar;2022 juni;1
1824;Natuurlijke personen;55 tot 60 jaar;2022 2e kwartaal;7
1825;Natuurlijke personen;55 tot 60 jaar;2022 juli;2
1826;Natuurlijke personen;55 tot 60 jaar;2022 augustus;5
1827;Natuurlijke personen;55 tot 60 jaar;2022 september;5
1828;Natuurlijke personen;55 tot 60 jaar;2022 3e kwartaal;12
1829;Natuurlijke personen;55 tot 60 jaar;2022 oktober;7
1830;Natuurlijke personen;55 tot 60 jaar;2022 november;7
1831;Natuurlijke personen;55 tot 60 jaar;2022 december;3
1832;Natuurlijke personen;55 tot 60 jaar;2022 4e kwartaal;17
1833;Natuurlijke personen;55 tot 60 jaar;2022;46
1834;Natuurlijke personen;55 tot 60 jaar;2023 januari;4
1835;Natuurlijke personen;55 tot 60 jaar;2023 februari;8
1836;Natuurlijke personen;55 tot 60 jaar;2023 maart;3
1837;Natuurlijke personen;55 tot 60 jaar;2023 1e kwartaal;15
1838;Natuurlijke personen;55 tot 60 jaar;2023 april;4
1839;Natuurlijke personen;55 tot 60 jaar;2023 mei;6
1840;Natuurlijke personen;55 tot 60 jaar;2023 juni;7
1841;Natuurlijke personen;55 tot 60 jaar;2023 2e kwartaal;17
1842;Natuurlijke personen;55 tot 60 jaar;2023 juli;2
1843;Natuurlijke personen;55 tot 60 jaar;2023 augustus;5
1844;Natuurlijke personen;55 tot 60 jaar;2023 september;5
1845;Natuurlijke personen;55 tot 60 jaar;2023 3e kwartaal;12
1846;Natuurlijke personen;55 tot 60 jaar;2023 oktober;12
1847;Natuurlijke personen;55 tot 60 jaar;2023 november;4
1848;Natuurlijke personen;55 tot 60 jaar;2023 december;8
1849;Natuurlijke personen;55 tot 60 jaar;2023 4e kwartaal;24
1850;Natuurlijke personen;55 tot 60 jaar;2023;68
1851;Natuurlijke personen;55 tot 60 jaar;2024 januari;4
1852;Natuurlijke personen;55 tot 60 jaar;2024 februari;7
1853;Natuurlijke personen;55 tot 60 jaar;2024 maart;9
1854;Natuurlijke personen;55 tot 60 jaar;2024 1e kwartaal;20
1855;Natuurlijke personen;55 tot 60 jaar;2024 april;6
1856;Natuurlijke personen;55 tot 60 jaar;2024 mei;1
1857;Natuurlijke personen;55 tot 60 jaar;2024 juni;4
1858;Natuurlijke personen;55 tot 60 jaar;2024 2e kwartaal;11
1859;Natuurlijke personen;55 tot 60 jaar;2024 juli;10
1860;Natuurlijke personen;55 tot 60 jaar;2024 augustus;6
1861;Natuurlijke personen;55 tot 60 jaar;2024 september;7
1862;Natuurlijke personen;55 tot 60 jaar;2024 3e kwartaal;23
1863;Natuurlijke personen;55 tot 60 jaar;2024 oktober;10
1864;Natuurlijke personen;55 tot 60 jaar;2024 november;5
1865;Natuurlijke personen;55 tot 60 jaar;2024 december;11
1866;Natuurlijke personen;55 tot 60 jaar;2024 4e kwartaal;26
1867;Natuurlijke personen;55 tot 60 jaar;2024;80
1868;Natuurlijke personen;55 tot 60 jaar;2025 januari;10
1869;Natuurlijke personen;55 tot 60 jaar;2025 februari;7
1870;Natuurlijke personen;55 tot 60 jaar;2025 maart;5
1871;Natuurlijke personen;55 tot 60 jaar;2025 1e kwartaal;22
1872;Natuurlijke personen;60 tot 65 jaar;2013 januari;16
1873;Natuurlijke personen;60 tot 65 jaar;2013 februari;17
1874;Natuurlijke personen;60 tot 65 jaar;2013 maart;22
1875;Natuurlijke personen;60 tot 65 jaar;2013 1e kwartaal;55
1876;Natuurlijke personen;60 tot 65 jaar;2013 april;22
1877;Natuurlijke personen;60 tot 65 jaar;2013 mei;20
1878;Natuurlijke personen;60 tot 65 jaar;2013 juni;14
1879;Natuurlijke personen;60 tot 65 jaar;2013 2e kwartaal;56
1880;Natuurlijke personen;60 tot 65 jaar;2013 juli;26
1881;Natuurlijke personen;60 tot 65 jaar;2013 augustus;17
1882;Natuurlijke personen;60 tot 65 jaar;2013 september;17
1883;Natuurlijke personen;60 tot 65 jaar;2013 3e kwartaal;60
1884;Natuurlijke personen;60 tot 65 jaar;2013 oktober;22
1885;Natuurlijke personen;60 tot 65 jaar;2013 november;27
1886;Natuurlijke personen;60 tot 65 jaar;2013 december;14
1887;Natuurlijke personen;60 tot 65 jaar;2013 4e kwartaal;63
1888;Natuurlijke personen;60 tot 65 jaar;2013;234
1889;Natuurlijke personen;60 tot 65 jaar;2014 januari;22
1890;Natuurlijke personen;60 tot 65 jaar;2014 februari;14
1891;Natuurlijke personen;60 tot 65 jaar;2014 maart;13
1892;Natuurlijke personen;60 tot 65 jaar;2014 1e kwartaal;49
1893;Natuurlijke personen;60 tot 65 jaar;2014 april;20
1894;Natuurlijke personen;60 tot 65 jaar;2014 mei;15
1895;Natuurlijke personen;60 tot 65 jaar;2014 juni;18
1896;Natuurlijke personen;60 tot 65 jaar;2014 2e kwartaal;53
1897;Natuurlijke personen;60 tot 65 jaar;2014 juli;21
1898;Natuurlijke personen;60 tot 65 jaar;2014 augustus;7
1899;Natuurlijke personen;60 tot 65 jaar;2014 september;10
1900;Natuurlijke personen;60 tot 65 jaar;2014 3e kwartaal;38
1901;Natuurlijke personen;60 tot 65 jaar;2014 oktober;18
1902;Natuurlijke personen;60 tot 65 jaar;2014 november;10
1903;Natuurlijke personen;60 tot 65 jaar;2014 december;23
1904;Natuurlijke personen;60 tot 65 jaar;2014 4e kwartaal;51
1905;Natuurlijke personen;60 tot 65 jaar;2014;191
1906;Natuurlijke personen;60 tot 65 jaar;2015 januari;10
1907;Natuurlijke personen;60 tot 65 jaar;2015 februari;10
1908;Natuurlijke personen;60 tot 65 jaar;2015 maart;15
1909;Natuurlijke personen;60 tot 65 jaar;2015 1e kwartaal;35
1910;Natuurlijke personen;60 tot 65 jaar;2015 april;10
1911;Natuurlijke personen;60 tot 65 jaar;2015 mei;9
1912;Natuurlijke personen;60 tot 65 jaar;2015 juni;15
1913;Natuurlijke personen;60 tot 65 jaar;2015 2e kwartaal;34
1914;Natuurlijke personen;60 tot 65 jaar;2015 juli;10
1915;Natuurlijke personen;60 tot 65 jaar;2015 augustus;8
1916;Natuurlijke personen;60 tot 65 jaar;2015 september;10
1917;Natuurlijke personen;60 tot 65 jaar;2015 3e kwartaal;28
1918;Natuurlijke personen;60 tot 65 jaar;2015 oktober;9
1919;Natuurlijke personen;60 tot 65 jaar;2015 november;2
1920;Natuurlijke personen;60 tot 65 jaar;2015 december;14
1921;Natuurlijke personen;60 tot 65 jaar;2015 4e kwartaal;25
1922;Natuurlijke personen;60 tot 65 jaar;2015;122
1923;Natuurlijke personen;60 tot 65 jaar;2016 januari;6
1924;Natuurlijke personen;60 tot 65 jaar;2016 februari;7
1925;Natuurlijke personen;60 tot 65 jaar;2016 maart;11
1926;Natuurlijke personen;60 tot 65 jaar;2016 1e kwartaal;24
1927;Natuurlijke personen;60 tot 65 jaar;2016 april;8
1928;Natuurlijke personen;60 tot 65 jaar;2016 mei;7
1929;Natuurlijke personen;60 tot 65 jaar;2016 juni;8
1930;Natuurlijke personen;60 tot 65 jaar;2016 2e kwartaal;23
1931;Natuurlijke personen;60 tot 65 jaar;2016 juli;8
1932;Natuurlijke personen;60 tot 65 jaar;2016 augustus;4
1933;Natuurlijke personen;60 tot 65 jaar;2016 september;8
1934;Natuurlijke personen;60 tot 65 jaar;2016 3e kwartaal;20
1935;Natuurlijke personen;60 tot 65 jaar;2016 oktober;9
1936;Natuurlijke personen;60 tot 65 jaar;2016 november;7
1937;Natuurlijke personen;60 tot 65 jaar;2016 december;4
1938;Natuurlijke personen;60 tot 65 jaar;2016 4e kwartaal;20
1939;Natuurlijke personen;60 tot 65 jaar;2016;87
1940;Natuurlijke personen;60 tot 65 jaar;2017 januari;8
1941;Natuurlijke personen;60 tot 65 jaar;2017 februari;13
1942;Natuurlijke personen;60 tot 65 jaar;2017 maart;11
1943;Natuurlijke personen;60 tot 65 jaar;2017 1e kwartaal;32
1944;Natuurlijke personen;60 tot 65 jaar;2017 april;11
1945;Natuurlijke personen;60 tot 65 jaar;2017 mei;14
1946;Natuurlijke personen;60 tot 65 jaar;2017 juni;4
1947;Natuurlijke personen;60 tot 65 jaar;2017 2e kwartaal;29
1948;Natuurlijke personen;60 tot 65 jaar;2017 juli;12
1949;Natuurlijke personen;60 tot 65 jaar;2017 augustus;4
1950;Natuurlijke personen;60 tot 65 jaar;2017 september;3
1951;Natuurlijke personen;60 tot 65 jaar;2017 3e kwartaal;19
1952;Natuurlijke personen;60 tot 65 jaar;2017 oktober;8
1953;Natuurlijke personen;60 tot 65 jaar;2017 november;10
1954;Natuurlijke personen;60 tot 65 jaar;2017 december;3
1955;Natuurlijke personen;60 tot 65 jaar;2017 4e kwartaal;21
1956;Natuurlijke personen;60 tot 65 jaar;2017;101
1957;Natuurlijke personen;60 tot 65 jaar;2018 januari;11
1958;Natuurlijke personen;60 tot 65 jaar;2018 februari;4
1959;Natuurlijke personen;60 tot 65 jaar;2018 maart;4
1960;Natuurlijke personen;60 tot 65 jaar;2018 1e kwartaal;19
1961;Natuurlijke personen;60 tot 65 jaar;2018 april;4
1962;Natuurlijke personen;60 tot 65 jaar;2018 mei;5
1963;Natuurlijke personen;60 tot 65 jaar;2018 juni;10
1964;Natuurlijke personen;60 tot 65 jaar;2018 2e kwartaal;19
1965;Natuurlijke personen;60 tot 65 jaar;2018 juli;7
1966;Natuurlijke personen;60 tot 65 jaar;2018 augustus;4
1967;Natuurlijke personen;60 tot 65 jaar;2018 september;5
1968;Natuurlijke personen;60 tot 65 jaar;2018 3e kwartaal;16
1969;Natuurlijke personen;60 tot 65 jaar;2018 oktober;5
1970;Natuurlijke personen;60 tot 65 jaar;2018 november;2
1971;Natuurlijke personen;60 tot 65 jaar;2018 december;6
1972;Natuurlijke personen;60 tot 65 jaar;2018 4e kwartaal;13
1973;Natuurlijke personen;60 tot 65 jaar;2018;67
1974;Natuurlijke personen;60 tot 65 jaar;2019 januari;4
1975;Natuurlijke personen;60 tot 65 jaar;2019 februari;8
1976;Natuurlijke personen;60 tot 65 jaar;2019 maart;4
1977;Natuurlijke personen;60 tot 65 jaar;2019 1e kwartaal;16
1978;Natuurlijke personen;60 tot 65 jaar;2019 april;5
1979;Natuurlijke personen;60 tot 65 jaar;2019 mei;5
1980;Natuurlijke personen;60 tot 65 jaar;2019 juni;8
1981;Natuurlijke personen;60 tot 65 jaar;2019 2e kwartaal;18
1982;Natuurlijke personen;60 tot 65 jaar;2019 juli;3
1983;Natuurlijke personen;60 tot 65 jaar;2019 augustus;8
1984;Natuurlijke personen;60 tot 65 jaar;2019 september;6
1985;Natuurlijke personen;60 tot 65 jaar;2019 3e kwartaal;17
1986;Natuurlijke personen;60 tot 65 jaar;2019 oktober;5
1987;Natuurlijke personen;60 tot 65 jaar;2019 november;5
1988;Natuurlijke personen;60 tot 65 jaar;2019 december;3
1989;Natuurlijke personen;60 tot 65 jaar;2019 4e kwartaal;13
1990;Natuurlijke personen;60 tot 65 jaar;2019;64
1991;Natuurlijke personen;60 tot 65 jaar;2020 januari;1
1992;Natuurlijke personen;60 tot 65 jaar;2020 februari;6
1993;Natuurlijke personen;60 tot 65 jaar;2020 maart;6
1994;Natuurlijke personen;60 tot 65 jaar;2020 1e kwartaal;13
1995;Natuurlijke personen;60 tot 65 jaar;2020 april;7
1996;Natuurlijke personen;60 tot 65 jaar;2020 mei;5
1997;Natuurlijke personen;60 tot 65 jaar;2020 juni;9
1998;Natuurlijke personen;60 tot 65 jaar;2020 2e kwartaal;21
1999;Natuurlijke personen;60 tot 65 jaar;2020 juli;5
2000;Natuurlijke personen;60 tot 65 jaar;2020 augustus;7
2001;Natuurlijke personen;60 tot 65 jaar;2020 september;2
2002;Natuurlijke personen;60 tot 65 jaar;2020 3e kwartaal;14
2003;Natuurlijke personen;60 tot 65 jaar;2020 oktober;7
2004;Natuurlijke personen;60 tot 65 jaar;2020 november;2
2005;Natuurlijke personen;60 tot 65 jaar;2020 december;7
2006;Natuurlijke personen;60 tot 65 jaar;2020 4e kwartaal;16
2007;Natuurlijke personen;60 tot 65 jaar;2020;64
2008;Natuurlijke personen;60 tot 65 jaar;2021 januari;4
2009;Natuurlijke personen;60 tot 65 jaar;2021 februari;5
2010;Natuurlijke personen;60 tot 65 jaar;2021 maart;1
2011;Natuurlijke personen;60 tot 65 jaar;2021 1e kwartaal;10
2012;Natuurlijke personen;60 tot 65 jaar;2021 april;4
2013;Natuurlijke personen;60 tot 65 jaar;2021 mei;5
2014;Natuurlijke personen;60 tot 65 jaar;2021 juni;4
2015;Natuurlijke personen;60 tot 65 jaar;2021 2e kwartaal;13
2016;Natuurlijke personen;60 tot 65 jaar;2021 juli;3
2017;Natuurlijke personen;60 tot 65 jaar;2021 augustus;3
2018;Natuurlijke personen;60 tot 65 jaar;2021 september;3
2019;Natuurlijke personen;60 tot 65 jaar;2021 3e kwartaal;9
2020;Natuurlijke personen;60 tot 65 jaar;2021 oktober;6
2021;Natuurlijke personen;60 tot 65 jaar;2021 november;1
2022;Natuurlijke personen;60 tot 65 jaar;2021 december;1
2023;Natuurlijke personen;60 tot 65 jaar;2021 4e kwartaal;8
2024;Natuurlijke personen;60 tot 65 jaar;2021;40
2025;Natuurlijke personen;60 tot 65 jaar;2022 januari;1
2026;Natuurlijke personen;60 tot 65 jaar;2022 februari;2
2027;Natuurlijke personen;60 tot 65 jaar;2022 maart;0
2028;Natuurlijke personen;60 tot 65 jaar;2022 1e kwartaal;3
2029;Natuurlijke personen;60 tot 65 jaar;2022 april;0
2030;Natuurlijke personen;60 tot 65 jaar;2022 mei;1
2031;Natuurlijke personen;60 tot 65 jaar;2022 juni;1
2032;Natuurlijke personen;60 tot 65 jaar;2022 2e kwartaal;2
2033;Natuurlijke personen;60 tot 65 jaar;2022 juli;1
2034;Natuurlijke personen;60 tot 65 jaar;2022 augustus;3
2035;Natuurlijke personen;60 tot 65 jaar;2022 september;1
2036;Natuurlijke personen;60 tot 65 jaar;2022 3e kwartaal;5
2037;Natuurlijke personen;60 tot 65 jaar;2022 oktober;2
2038;Natuurlijke personen;60 tot 65 jaar;2022 november;5
2039;Natuurlijke personen;60 tot 65 jaar;2022 december;1
2040;Natuurlijke personen;60 tot 65 jaar;2022 4e kwartaal;8
2041;Natuurlijke personen;60 tot 65 jaar;2022;18
2042;Natuurlijke personen;60 tot 65 jaar;2023 januari;1
2043;Natuurlijke personen;60 tot 65 jaar;2023 februari;2
2044;Natuurlijke personen;60 tot 65 jaar;2023 maart;3
2045;Natuurlijke personen;60 tot 65 jaar;2023 1e kwartaal;6
2046;Natuurlijke personen;60 tot 65 jaar;2023 april;2
2047;Natuurlijke personen;60 tot 65 jaar;2023 mei;2
2048;Natuurlijke personen;60 tot 65 jaar;2023 juni;6
2049;Natuurlijke personen;60 tot 65 jaar;2023 2e kwartaal;10
2050;Natuurlijke personen;60 tot 65 jaar;2023 juli;3
2051;Natuurlijke personen;60 tot 65 jaar;2023 augustus;1
2052;Natuurlijke personen;60 tot 65 jaar;2023 september;4
2053;Natuurlijke personen;60 tot 65 jaar;2023 3e kwartaal;8
2054;Natuurlijke personen;60 tot 65 jaar;2023 oktober;2
2055;Natuurlijke personen;60 tot 65 jaar;2023 november;1
2056;Natuurlijke personen;60 tot 65 jaar;2023 december;4
2057;Natuurlijke personen;60 tot 65 jaar;2023 4e kwartaal;7
2058;Natuurlijke personen;60 tot 65 jaar;2023;31
2059;Natuurlijke personen;60 tot 65 jaar;2024 januari;6
2060;Natuurlijke personen;60 tot 65 jaar;2024 februari;1
2061;Natuurlijke personen;60 tot 65 jaar;2024 maart;3
2062;Natuurlijke personen;60 tot 65 jaar;2024 1e kwartaal;10
2063;Natuurlijke personen;60 tot 65 jaar;2024 april;3
2064;Natuurlijke personen;60 tot 65 jaar;2024 mei;1
2065;Natuurlijke personen;60 tot 65 jaar;2024 juni;4
2066;Natuurlijke personen;60 tot 65 jaar;2024 2e kwartaal;8
2067;Natuurlijke personen;60 tot 65 jaar;2024 juli;7
2068;Natuurlijke personen;60 tot 65 jaar;2024 augustus;0
2069;Natuurlijke personen;60 tot 65 jaar;2024 september;3
2070;Natuurlijke personen;60 tot 65 jaar;2024 3e kwartaal;10
2071;Natuurlijke personen;60 tot 65 jaar;2024 oktober;2
2072;Natuurlijke personen;60 tot 65 jaar;2024 november;1
2073;Natuurlijke personen;60 tot 65 jaar;2024 december;3
2074;Natuurlijke personen;60 tot 65 jaar;2024 4e kwartaal;6
2075;Natuurlijke personen;60 tot 65 jaar;2024;34
2076;Natuurlijke personen;60 tot 65 jaar;2025 januari;7
2077;Natuurlijke personen;60 tot 65 jaar;2025 februari;3
2078;Natuurlijke personen;60 tot 65 jaar;2025 maart;4
2079;Natuurlijke personen;60 tot 65 jaar;2025 1e kwartaal;14
2080;Natuurlijke personen;65 jaar of ouder;2013 januari;8
2081;Natuurlijke personen;65 jaar of ouder;2013 februari;12
2082;Natuurlijke personen;65 jaar of ouder;2013 maart;19
2083;Natuurlijke personen;65 jaar of ouder;2013 1e kwartaal;39
2084;Natuurlijke personen;65 jaar of ouder;2013 april;8
2085;Natuurlijke personen;65 jaar of ouder;2013 mei;15
2086;Natuurlijke personen;65 jaar of ouder;2013 juni;13
2087;Natuurlijke personen;65 jaar of ouder;2013 2e kwartaal;36
2088;Natuurlijke personen;65 jaar of ouder;2013 juli;8
2089;Natuurlijke personen;65 jaar of ouder;2013 augustus;6
2090;Natuurlijke personen;65 jaar of ouder;2013 september;8
2091;Natuurlijke personen;65 jaar of ouder;2013 3e kwartaal;22
2092;Natuurlijke personen;65 jaar of ouder;2013 oktober;12
2093;Natuurlijke personen;65 jaar of ouder;2013 november;10
2094;Natuurlijke personen;65 jaar of ouder;2013 december;12
2095;Natuurlijke personen;65 jaar of ouder;2013 4e kwartaal;34
2096;Natuurlijke personen;65 jaar of ouder;2013;131
2097;Natuurlijke personen;65 jaar of ouder;2014 januari;17
2098;Natuurlijke personen;65 jaar of ouder;2014 februari;10
2099;Natuurlijke personen;65 jaar of ouder;2014 maart;9
2100;Natuurlijke personen;65 jaar of ouder;2014 1e kwartaal;36
2101;Natuurlijke personen;65 jaar of ouder;2014 april;10
2102;Natuurlijke personen;65 jaar of ouder;2014 mei;9
2103;Natuurlijke personen;65 jaar of ouder;2014 juni;6
2104;Natuurlijke personen;65 jaar of ouder;2014 2e kwartaal;25
2105;Natuurlijke personen;65 jaar of ouder;2014 juli;13
2106;Natuurlijke personen;65 jaar of ouder;2014 augustus;12
2107;Natuurlijke personen;65 jaar of ouder;2014 september;13
2108;Natuurlijke personen;65 jaar of ouder;2014 3e kwartaal;38
2109;Natuurlijke personen;65 jaar of ouder;2014 oktober;10
2110;Natuurlijke personen;65 jaar of ouder;2014 november;6
2111;Natuurlijke personen;65 jaar of ouder;2014 december;9
2112;Natuurlijke personen;65 jaar of ouder;2014 4e kwartaal;25
2113;Natuurlijke personen;65 jaar of ouder;2014;124
2114;Natuurlijke personen;65 jaar of ouder;2015 januari;12
2115;Natuurlijke personen;65 jaar of ouder;2015 februari;7
2116;Natuurlijke personen;65 jaar of ouder;2015 maart;8
2117;Natuurlijke personen;65 jaar of ouder;2015 1e kwartaal;27
2118;Natuurlijke personen;65 jaar of ouder;2015 april;8
2119;Natuurlijke personen;65 jaar of ouder;2015 mei;4
2120;Natuurlijke personen;65 jaar of ouder;2015 juni;11
2121;Natuurlijke personen;65 jaar of ouder;2015 2e kwartaal;23
2122;Natuurlijke personen;65 jaar of ouder;2015 juli;4
2123;Natuurlijke personen;65 jaar of ouder;2015 augustus;8
2124;Natuurlijke personen;65 jaar of ouder;2015 september;10
2125;Natuurlijke personen;65 jaar of ouder;2015 3e kwartaal;22
2126;Natuurlijke personen;65 jaar of ouder;2015 oktober;14
2127;Natuurlijke personen;65 jaar of ouder;2015 november;5
2128;Natuurlijke personen;65 jaar of ouder;2015 december;14
2129;Natuurlijke personen;65 jaar of ouder;2015 4e kwartaal;33
2130;Natuurlijke personen;65 jaar of ouder;2015;105
2131;Natuurlijke personen;65 jaar of ouder;2016 januari;3
2132;Natuurlijke personen;65 jaar of ouder;2016 februari;5
2133;Natuurlijke personen;65 jaar of ouder;2016 maart;7
2134;Natuurlijke personen;65 jaar of ouder;2016 1e kwartaal;15
2135;Natuurlijke personen;65 jaar of ouder;2016 april;8
2136;Natuurlijke personen;65 jaar of ouder;2016 mei;11
2137;Natuurlijke personen;65 jaar of ouder;2016 juni;9
2138;Natuurlijke personen;65 jaar of ouder;2016 2e kwartaal;28
2139;Natuurlijke personen;65 jaar of ouder;2016 juli;3
2140;Natuurlijke personen;65 jaar of ouder;2016 augustus;7
2141;Natuurlijke personen;65 jaar of ouder;2016 september;4
2142;Natuurlijke personen;65 jaar of ouder;2016 3e kwartaal;14
2143;Natuurlijke personen;65 jaar of ouder;2016 oktober;5
2144;Natuurlijke personen;65 jaar of ouder;2016 november;10
2145;Natuurlijke personen;65 jaar of ouder;2016 december;12
2146;Natuurlijke personen;65 jaar of ouder;2016 4e kwartaal;27
2147;Natuurlijke personen;65 jaar of ouder;2016;84
2148;Natuurlijke personen;65 jaar of ouder;2017 januari;9
2149;Natuurlijke personen;65 jaar of ouder;2017 februari;2
2150;Natuurlijke personen;65 jaar of ouder;2017 maart;4
2151;Natuurlijke personen;65 jaar of ouder;2017 1e kwartaal;15
2152;Natuurlijke personen;65 jaar of ouder;2017 april;3
2153;Natuurlijke personen;65 jaar of ouder;2017 mei;10
2154;Natuurlijke personen;65 jaar of ouder;2017 juni;7
2155;Natuurlijke personen;65 jaar of ouder;2017 2e kwartaal;20
2156;Natuurlijke personen;65 jaar of ouder;2017 juli;9
2157;Natuurlijke personen;65 jaar of ouder;2017 augustus;7
2158;Natuurlijke personen;65 jaar of ouder;2017 september;13
2159;Natuurlijke personen;65 jaar of ouder;2017 3e kwartaal;29
2160;Natuurlijke personen;65 jaar of ouder;2017 oktober;9
2161;Natuurlijke personen;65 jaar of ouder;2017 november;4
2162;Natuurlijke personen;65 jaar of ouder;2017 december;6
2163;Natuurlijke personen;65 jaar of ouder;2017 4e kwartaal;19
2164;Natuurlijke personen;65 jaar of ouder;2017;83
2165;Natuurlijke personen;65 jaar of ouder;2018 januari;3
2166;Natuurlijke personen;65 jaar of ouder;2018 februari;6
2167;Natuurlijke personen;65 jaar of ouder;2018 maart;4
2168;Natuurlijke personen;65 jaar of ouder;2018 1e kwartaal;13
2169;Natuurlijke personen;65 jaar of ouder;2018 april;4
2170;Natuurlijke personen;65 jaar of ouder;2018 mei;7
2171;Natuurlijke personen;65 jaar of ouder;2018 juni;2
2172;Natuurlijke personen;65 jaar of ouder;2018 2e kwartaal;13
2173;Natuurlijke personen;65 jaar of ouder;2018 juli;7
2174;Natuurlijke personen;65 jaar of ouder;2018 augustus;3
2175;Natuurlijke personen;65 jaar of ouder;2018 september;5
2176;Natuurlijke personen;65 jaar of ouder;2018 3e kwartaal;15
2177;Natuurlijke personen;65 jaar of ouder;2018 oktober;3
2178;Natuurlijke personen;65 jaar of ouder;2018 november;8
2179;Natuurlijke personen;65 jaar of ouder;2018 december;4
2180;Natuurlijke personen;65 jaar of ouder;2018 4e kwartaal;15
2181;Natuurlijke personen;65 jaar of ouder;2018;56
2182;Natuurlijke personen;65 jaar of ouder;2019 januari;4
2183;Natuurlijke personen;65 jaar of ouder;2019 februari;4
