ID;RegioS;Perioden;OntvangenMeldingenTotaal_1;k_1eMeldingGeenBetrokkenenBekendVT_2;Totaal_3;MeerdereBetrokkenenAlBekendBijVT_4;EenBetrokkeneAlBekendBijVT_5;Totaal_6;TijdensVeiligheidsbeoordeling_7;NaVeiligheidsbeoordeling_8;TijdensMonitoringDoorVT_9;MeldingNietIngedeeld_10;OntvangenMeldingenTotaal_11;k_1eMeldingGeenBetrokkenenBekendVT_12;Totaal_13;MeerdereBetrokkenenAlBekendBijVT_14;EenBetrokkeneAlBekendBijVT_15;Totaal_16;TijdensVeiligheidsbeoordeling_17;NaVeiligheidsbeoordeling_18;TijdensMonitoring_19;MeldingNietIngedeeld_20
476;Brunssum;1e halfjaar 2022;115.0;25.0;60.0;45.0;15.0;25.0;;10.0;;;100.0;21.7;52.2;39.1;13.0;21.7;;8.7;;
477;Brunssum;2e halfjaar 2022;125.0;35.0;55.0;45.0;;35.0;10.0;10.0;10.0;;100.0;28.5;43.1;37.4;;26.8;8.9;8.9;8.9;
478;Brunssum;2022;235.0;60.0;115.0;90.0;25.0;60.0;20.0;25.0;20.0;;100.0;25.4;48.7;38.6;10.2;25.0;7.6;9.7;7.6;
479;Brunssum;1e halfjaar 2023;120.0;35.0;55.0;50.0;;25.0;15.0;10.0;;;100.0;29.2;45.8;41.7;;20.8;12.5;8.3;;
480;Brunssum;2e halfjaar 2023;135.0;40.0;65.0;50.0;10.0;30.0;10.0;10.0;10.0;;100.0;29.6;48.1;37.0;7.4;22.2;7.4;7.4;7.4;
481;Brunssum;2023;250.0;75.0;120.0;100.0;20.0;55.0;25.0;20.0;15.0;;100.0;30.0;48.0;40.0;8.0;22.0;10.0;8.0;6.0;
482;Brunssum;1e halfjaar 2024;140.0;35.0;65.0;60.0;10.0;40.0;15.0;15.0;10.0;;100.0;25.0;46.4;42.9;7.1;28.6;10.7;10.7;7.1;
483;Bunnik;1e halfjaar 2022;15.0;10.0;;;;;;;;;100.0;66.7;;;;;;;;
484;Bunnik;2e halfjaar 2022;35.0;20.0;;;;10.0;;;;;100.0;54.3;;;;31.4;;;;
485;Bunnik;2022;50.0;30.0;10.0;10.0;;10.0;;;;;100.0;57.7;19.2;19.2;;23.1;;;;
486;Bunnik;1e halfjaar 2023;35.0;15.0;15.0;15.0;;10.0;;;;;100.0;42.9;42.9;42.9;;28.6;;;;
487;Bunnik;2e halfjaar 2023;25.0;;15.0;10.0;;;;;;;100.0;;60.0;40.0;;;;;;
488;Bunnik;2023;65.0;20.0;25.0;25.0;;15.0;;;;;100.0;30.8;38.5;38.5;;23.1;;;;
489;Bunnik;1e halfjaar 2024;20.0;10.0;10.0;;;;;;;;100.0;50.0;50.0;;;;;;;
490;Bunschoten;1e halfjaar 2022;60.0;25.0;25.0;20.0;;10.0;;;;;100.0;41.7;41.7;33.3;;16.7;;;;
491;Bunschoten;2e halfjaar 2022;65.0;25.0;20.0;20.0;;20.0;10.0;;;;100.0;36.5;33.3;28.6;;30.2;17.5;;;
492;Bunschoten;2022;120.0;50.0;45.0;40.0;;30.0;15.0;10.0;;;100.0;39.3;36.9;32.0;;23.8;12.3;6.6;;
493;Bunschoten;1e halfjaar 2023;85.0;25.0;40.0;40.0;;20.0;10.0;10.0;;;100.0;29.4;47.1;47.1;;23.5;11.8;11.8;;
494;Bunschoten;2e halfjaar 2023;75.0;20.0;40.0;30.0;;20.0;10.0;;;;100.0;26.7;53.3;40.0;;26.7;13.3;;;
495;Bunschoten;2023;160.0;45.0;80.0;70.0;10.0;40.0;20.0;15.0;;;100.0;28.1;50.0;43.8;6.3;25.0;12.5;9.4;;
496;Bunschoten;1e halfjaar 2024;60.0;15.0;35.0;30.0;;15.0;;;;;100.0;25.0;58.3;50.0;;25.0;;;;
497;Buren;1e halfjaar 2022;65.0;25.0;15.0;10.0;;25.0;10.0;10.0;;;100.0;38.5;23.1;15.4;;38.5;15.4;15.4;;
498;Buren;2e halfjaar 2022;55.0;25.0;15.0;10.0;;15.0;10.0;;;;100.0;46.4;23.2;21.4;;30.4;17.9;;;
499;Buren;2022;120.0;50.0;25.0;25.0;;40.0;20.0;15.0;;;100.0;42.5;22.5;20.0;;33.3;16.7;11.7;;
500;Buren;1e halfjaar 2023;50.0;20.0;15.0;15.0;;15.0;10.0;;;;100.0;40.0;30.0;30.0;;30.0;20.0;;;
501;Buren;2e halfjaar 2023;60.0;25.0;15.0;15.0;;20.0;15.0;;;;100.0;41.7;25.0;25.0;;33.3;25.0;;;
502;Buren;2023;115.0;45.0;30.0;25.0;;35.0;25.0;;;;100.0;39.1;26.1;21.7;;30.4;21.7;;;
503;Buren;1e halfjaar 2024;60.0;20.0;20.0;15.0;;20.0;10.0;;;;100.0;33.3;33.3;25.0;;33.3;16.7;;;
504;Capelle aan den IJssel;1e halfjaar 2022;305.0;90.0;125.0;115.0;10.0;85.0;45.0;25.0;15.0;;100.0;29.5;41.0;37.7;3.3;27.9;14.8;8.2;4.9;
505;Capelle aan den IJssel;2e halfjaar 2022;305.0;85.0;115.0;110.0;10.0;100.0;60.0;35.0;10.0;;100.0;28.4;38.2;35.6;2.6;33.0;19.0;11.1;2.9;
506;Capelle aan den IJssel;2022;610.0;180.0;240.0;225.0;20.0;185.0;100.0;60.0;25.0;;100.0;29.2;39.7;36.8;3.0;30.5;16.7;10.0;3.8;
507;Capelle aan den IJssel;1e halfjaar 2023;335.0;125.0;120.0;105.0;15.0;90.0;50.0;25.0;15.0;;100.0;37.3;35.8;31.3;4.5;26.9;14.9;7.5;4.5;
508;Capelle aan den IJssel;2e halfjaar 2023;335.0;100.0;135.0;120.0;15.0;100.0;50.0;45.0;;;100.0;29.9;40.3;35.8;4.5;29.9;14.9;13.4;;
509;Capelle aan den IJssel;2023;670.0;225.0;255.0;225.0;30.0;190.0;100.0;70.0;20.0;;100.0;33.6;38.1;33.6;4.5;28.4;14.9;10.4;3.0;
510;Capelle aan den IJssel;1e halfjaar 2024;350.0;95.0;135.0;120.0;15.0;115.0;65.0;35.0;15.0;;100.0;27.1;38.6;34.3;4.3;32.9;18.6;10.0;4.3;
511;Castricum;1e halfjaar 2022;75.0;30.0;20.0;20.0;;20.0;10.0;;;;100.0;40.0;26.7;26.7;;26.7;13.3;;;
512;Castricum;2e halfjaar 2022;55.0;25.0;10.0;10.0;;15.0;;;;;100.0;47.2;22.6;18.9;;30.2;;;;
513;Castricum;2022;125.0;55.0;35.0;30.0;;35.0;20.0;10.0;10.0;;100.0;45.2;27.0;25.4;;27.8;14.3;7.1;6.3;
514;Castricum;1e halfjaar 2023;80.0;30.0;20.0;20.0;;30.0;15.0;10.0;;;100.0;37.5;25.0;25.0;;37.5;18.8;12.5;;
515;Castricum;2e halfjaar 2023;70.0;20.0;20.0;20.0;;30.0;15.0;;10.0;;100.0;28.6;28.6;28.6;;42.9;21.4;;14.3;
516;Castricum;2023;150.0;50.0;40.0;40.0;;60.0;30.0;15.0;15.0;;100.0;33.3;26.7;26.7;;40.0;20.0;10.0;10.0;
517;Castricum;1e halfjaar 2024;85.0;25.0;25.0;25.0;;35.0;15.0;10.0;10.0;;100.0;29.4;29.4;29.4;;41.2;17.6;11.8;11.8;
518;Coevorden;1e halfjaar 2022;75.0;25.0;25.0;20.0;;25.0;;10.0;;;100.0;33.3;33.3;26.7;;33.3;;13.3;;
519;Coevorden;2e halfjaar 2022;45.0;10.0;25.0;15.0;;10.0;;;;;100.0;27.3;52.3;36.4;;20.5;;;;
520;Coevorden;2022;120.0;40.0;45.0;35.0;10.0;30.0;10.0;10.0;10.0;;100.0;31.9;39.5;31.1;8.4;26.9;9.2;8.4;9.2;
521;Coevorden;1e halfjaar 2023;80.0;30.0;25.0;25.0;;25.0;10.0;;;;100.0;37.5;31.3;31.3;;31.3;12.5;;;
522;Coevorden;2e halfjaar 2023;55.0;25.0;20.0;15.0;;10.0;;;;;100.0;45.5;36.4;27.3;;18.2;;;;
523;Coevorden;2023;135.0;55.0;45.0;40.0;;35.0;20.0;;10.0;;100.0;40.7;33.3;29.6;;25.9;14.8;;7.4;
524;Coevorden;1e halfjaar 2024;60.0;20.0;25.0;20.0;;15.0;10.0;;;;100.0;33.3;41.7;33.3;;25.0;16.7;;;
525;Cranendonck;1e halfjaar 2022;55.0;20.0;25.0;20.0;;10.0;;;;;100.0;36.4;45.5;36.4;;18.2;;;;
526;Cranendonck;2e halfjaar 2022;85.0;35.0;25.0;25.0;;25.0;10.0;10.0;10.0;;100.0;40.0;28.2;27.1;;31.8;10.6;9.4;11.8;
527;Cranendonck;2022;140.0;50.0;50.0;45.0;;40.0;15.0;10.0;15.0;;100.0;37.4;34.5;32.4;;28.1;10.1;7.9;10.1;
528;Cranendonck;1e halfjaar 2023;85.0;30.0;35.0;30.0;;20.0;10.0;10.0;;;100.0;35.3;41.2;35.3;;23.5;11.8;11.8;;
529;Cranendonck;2e halfjaar 2023;70.0;25.0;25.0;25.0;;15.0;10.0;10.0;;;100.0;35.7;35.7;35.7;;21.4;14.3;14.3;;
530;Cranendonck;2023;155.0;55.0;60.0;55.0;;35.0;15.0;15.0;;;100.0;35.5;38.7;35.5;;22.6;9.7;9.7;;
531;Cranendonck;1e halfjaar 2024;80.0;20.0;25.0;25.0;;30.0;15.0;;;;100.0;25.0;31.3;31.3;;37.5;18.8;;;
532;Culemborg;1e halfjaar 2022;75.0;30.0;20.0;20.0;;25.0;;;10.0;;100.0;40.0;26.7;26.7;;33.3;;;13.3;
533;Culemborg;2e halfjaar 2022;55.0;25.0;15.0;10.0;;15.0;;;10.0;;100.0;47.3;23.6;20.0;;27.3;;;14.5;
534;Culemborg;2022;130.0;55.0;35.0;30.0;;40.0;15.0;;20.0;;100.0;42.2;27.3;23.4;;29.7;10.2;;14.1;
535;Culemborg;1e halfjaar 2023;70.0;35.0;15.0;15.0;;20.0;10.0;;;;100.0;50.0;21.4;21.4;;28.6;14.3;;;
536;Culemborg;2e halfjaar 2023;55.0;25.0;15.0;15.0;;15.0;10.0;;;;100.0;45.5;27.3;27.3;;27.3;18.2;;;
537;Culemborg;2023;125.0;60.0;30.0;25.0;;35.0;20.0;;;;100.0;48.0;24.0;20.0;;28.0;16.0;;;
538;Culemborg;1e halfjaar 2024;75.0;30.0;25.0;20.0;;20.0;15.0;;;;100.0;40.0;33.3;26.7;;26.7;20.0;;;
539;Dalfsen;1e halfjaar 2022;50.0;25.0;15.0;15.0;;10.0;;;;;100.0;50.0;30.0;30.0;;20.0;;;;
540;Dalfsen;2e halfjaar 2022;45.0;10.0;15.0;15.0;;15.0;;;;;100.0;23.3;39.5;37.2;;37.2;;;;
541;Dalfsen;2022;90.0;35.0;30.0;30.0;;30.0;10.0;10.0;;;100.0;35.9;33.7;31.5;;30.4;10.9;12.0;;
542;Dalfsen;1e halfjaar 2023;35.0;15.0;10.0;10.0;;10.0;;;;;100.0;42.9;28.6;28.6;;28.6;;;;
543;Dalfsen;2e halfjaar 2023;40.0;10.0;10.0;10.0;;20.0;10.0;;;;100.0;25.0;25.0;25.0;;50.0;25.0;;;
544;Dalfsen;2023;80.0;25.0;20.0;20.0;;30.0;15.0;10.0;;;100.0;31.3;25.0;25.0;;37.5;18.8;12.5;;
545;Dalfsen;1e halfjaar 2024;50.0;20.0;10.0;10.0;;20.0;10.0;;;;100.0;40.0;20.0;20.0;;40.0;20.0;;;
546;Dantumadiel;1e halfjaar 2022;35.0;15.0;10.0;;;10.0;;;;;100.0;42.9;28.6;;;28.6;;;;
547;Dantumadiel;2e halfjaar 2022;60.0;15.0;20.0;20.0;;15.0;;;;;100.0;25.9;37.9;32.8;;25.9;;;;
548;Dantumadiel;2022;95.0;30.0;30.0;25.0;;25.0;10.0;10.0;;;100.0;33.3;33.3;28.0;;25.8;8.6;9.7;;
549;Dantumadiel;1e halfjaar 2023;30.0;15.0;10.0;10.0;;;;;;;100.0;50.0;33.3;33.3;;;;;;
550;Dantumadiel;2e halfjaar 2023;55.0;15.0;15.0;15.0;;20.0;10.0;10.0;;;100.0;27.3;27.3;27.3;;36.4;18.2;18.2;;
551;Dantumadiel;2023;85.0;25.0;25.0;20.0;;30.0;10.0;10.0;10.0;;100.0;29.4;29.4;23.5;;35.3;11.8;11.8;11.8;
552;Dantumadiel;1e halfjaar 2024;30.0;15.0;10.0;10.0;;10.0;;;;;100.0;50.0;33.3;33.3;;33.3;;;;
553;Delft;1e halfjaar 2022;410.0;120.0;170.0;155.0;15.0;115.0;50.0;45.0;20.0;;100.0;29.3;41.5;37.8;3.7;28.0;12.2;11.0;4.9;
554;Delft;2e halfjaar 2022;385.0;125.0;150.0;135.0;15.0;105.0;50.0;35.0;20.0;;100.0;33.2;39.2;35.5;3.7;27.2;13.1;8.9;5.2;
555;Delft;2022;790.0;250.0;320.0;290.0;30.0;215.0;100.0;75.0;40.0;;100.0;31.3;40.4;36.6;3.8;27.4;12.9;9.7;4.8;
556;Delft;1e halfjaar 2023;385.0;105.0;165.0;150.0;15.0;115.0;65.0;30.0;20.0;;100.0;27.3;42.9;39.0;3.9;29.9;16.9;7.8;5.2;
557;Delft;2e halfjaar 2023;390.0;100.0;150.0;140.0;10.0;100.0;55.0;40.0;10.0;40.0;100.0;25.6;38.5;35.9;2.6;25.6;14.1;10.3;2.6;10.3
558;Delft;2023;775.0;205.0;315.0;290.0;20.0;210.0;115.0;70.0;25.0;45.0;100.0;26.5;40.6;37.4;2.6;27.1;14.8;9.0;3.2;5.8
559;Delft;1e halfjaar 2024;420.0;105.0;145.0;130.0;10.0;125.0;70.0;45.0;10.0;40.0;100.0;25.0;34.5;31.0;2.4;29.8;16.7;10.7;2.4;9.5
560;Deurne;1e halfjaar 2022;55.0;25.0;15.0;10.0;;20.0;;10.0;;;100.0;45.5;27.3;18.2;;36.4;;18.2;;
561;Deurne;2e halfjaar 2022;100.0;30.0;35.0;35.0;;30.0;15.0;10.0;;;100.0;31.6;37.8;34.7;;30.6;16.3;11.2;;
562;Deurne;2022;155.0;55.0;50.0;45.0;;50.0;20.0;20.0;;;100.0;35.5;32.9;29.0;;31.6;14.2;12.9;;
563;Deurne;1e halfjaar 2023;70.0;35.0;20.0;15.0;;15.0;10.0;;;;100.0;50.0;28.6;21.4;;21.4;14.3;;;
564;Deurne;2e halfjaar 2023;75.0;25.0;30.0;25.0;;15.0;;10.0;;;100.0;33.3;40.0;33.3;;20.0;;13.3;;
565;Deurne;2023;145.0;65.0;50.0;40.0;10.0;35.0;20.0;10.0;;;100.0;44.8;34.5;27.6;6.9;24.1;13.8;6.9;;
566;Deurne;1e halfjaar 2024;90.0;40.0;25.0;25.0;;25.0;10.0;10.0;;;100.0;44.4;27.8;27.8;;27.8;11.1;11.1;;
567;Deventer;1e halfjaar 2022;230.0;100.0;70.0;65.0;;55.0;30.0;15.0;10.0;;100.0;43.5;30.4;28.3;;23.9;13.0;6.5;4.3;
568;Deventer;2e halfjaar 2022;240.0;95.0;80.0;75.0;10.0;65.0;25.0;20.0;15.0;;100.0;39.6;33.8;30.4;3.3;26.7;11.3;8.3;7.1;
569;Deventer;2022;470.0;195.0;150.0;135.0;15.0;120.0;55.0;35.0;30.0;;100.0;42.1;32.3;29.3;3.0;25.6;11.8;7.9;6.0;
570;Deventer;1e halfjaar 2023;300.0;120.0;95.0;90.0;10.0;80.0;40.0;25.0;15.0;;100.0;40.0;31.7;30.0;3.3;26.7;13.3;8.3;5.0;
571;Deventer;2e halfjaar 2023;265.0;90.0;100.0;95.0;;75.0;45.0;20.0;10.0;;100.0;34.0;37.7;35.8;;28.3;17.0;7.5;3.8;
572;Deventer;2023;565.0;210.0;200.0;185.0;15.0;155.0;85.0;45.0;25.0;;100.0;37.2;35.4;32.7;2.7;27.4;15.0;8.0;4.4;
573;Deventer;1e halfjaar 2024;270.0;110.0;105.0;95.0;10.0;55.0;20.0;15.0;15.0;;100.0;40.7;38.9;35.2;3.7;20.4;7.4;5.6;5.6;
574;Diemen;1e halfjaar 2022;165.0;55.0;60.0;50.0;;55.0;15.0;25.0;15.0;;100.0;33.3;36.4;30.3;;33.3;9.1;15.2;9.1;
575;Diemen;2e halfjaar 2022;180.0;45.0;55.0;50.0;;80.0;25.0;40.0;15.0;;100.0;25.3;30.8;27.5;;43.4;14.8;21.4;7.1;
576;Diemen;2022;345.0;100.0;115.0;100.0;15.0;130.0;45.0;65.0;25.0;;100.0;28.8;32.9;29.1;3.7;38.0;12.4;18.2;7.5;
577;Diemen;1e halfjaar 2023;180.0;45.0;70.0;55.0;15.0;60.0;25.0;30.0;10.0;;100.0;25.0;38.9;30.6;8.3;33.3;13.9;16.7;5.6;
578;Diemen;2e halfjaar 2023;145.0;40.0;50.0;45.0;;55.0;25.0;15.0;15.0;;100.0;27.6;34.5;31.0;;37.9;17.2;10.3;10.3;
579;Diemen;2023;325.0;85.0;120.0;105.0;15.0;115.0;50.0;45.0;20.0;;100.0;26.2;36.9;32.3;4.6;35.4;15.4;13.8;6.2;
580;Diemen;1e halfjaar 2024;115.0;40.0;25.0;25.0;;50.0;25.0;15.0;10.0;;100.0;34.8;21.7;21.7;;43.5;21.7;13.0;8.7;
581;Dijk en Waard;1e halfjaar 2022;295.0;105.0;95.0;85.0;10.0;95.0;35.0;40.0;20.0;;100.0;35.6;32.2;28.8;3.4;32.2;11.9;13.6;6.8;
582;Dijk en Waard;2e halfjaar 2022;320.0;110.0;105.0;95.0;10.0;105.0;45.0;30.0;30.0;;100.0;34.7;33.1;29.4;3.8;32.2;13.4;10.0;8.8;
583;Dijk en Waard;2022;615.0;215.0;200.0;180.0;20.0;195.0;75.0;75.0;45.0;;100.0;35.2;32.7;29.3;3.4;32.1;12.4;12.1;7.7;
584;Dijk en Waard;1e halfjaar 2023;265.0;80.0;75.0;65.0;10.0;105.0;40.0;35.0;30.0;;100.0;30.2;28.3;24.5;3.8;39.6;15.1;13.2;11.3;
585;Dijk en Waard;2e halfjaar 2023;295.0;90.0;90.0;85.0;;115.0;45.0;45.0;20.0;;100.0;30.5;30.5;28.8;;39.0;15.3;15.3;6.8;
586;Dijk en Waard;2023;560.0;170.0;170.0;150.0;20.0;220.0;85.0;85.0;50.0;;100.0;30.4;30.4;26.8;3.6;39.3;15.2;15.2;8.9;
587;Dijk en Waard;1e halfjaar 2024;240.0;95.0;65.0;55.0;10.0;80.0;35.0;30.0;15.0;;100.0;39.6;27.1;22.9;4.2;33.3;14.6;12.5;6.3;
588;Dinkelland;1e halfjaar 2022;30.0;10.0;15.0;15.0;;;;;;;100.0;33.3;50.0;50.0;;;;;;
589;Dinkelland;2e halfjaar 2022;55.0;20.0;20.0;15.0;;10.0;;;;;100.0;33.9;35.7;28.6;;21.4;;;;
590;Dinkelland;2022;85.0;30.0;35.0;30.0;;15.0;10.0;;;10.0;100.0;32.6;40.7;34.9;;17.4;10.5;;;9.3
591;Dinkelland;1e halfjaar 2023;50.0;15.0;25.0;20.0;;10.0;;;;;100.0;30.0;50.0;40.0;;20.0;;;;
592;Dinkelland;2e halfjaar 2023;50.0;15.0;20.0;20.0;;15.0;10.0;;;;100.0;30.0;40.0;40.0;;30.0;20.0;;;
593;Dinkelland;2023;105.0;30.0;45.0;40.0;;25.0;15.0;;;;100.0;28.6;42.9;38.1;;23.8;14.3;;;
594;Dinkelland;1e halfjaar 2024;45.0;15.0;10.0;10.0;;20.0;10.0;;;;100.0;33.3;22.2;22.2;;44.4;22.2;;;
595;Doesburg;1e halfjaar 2022;20.0;10.0;10.0;10.0;;;;;;;100.0;50.0;50.0;50.0;;;;;;
596;Doesburg;2e halfjaar 2022;25.0;15.0;10.0;;;;;;;;100.0;56.0;32.0;;;;;;;
597;Doesburg;2022;45.0;25.0;20.0;15.0;;;;;;;100.0;55.3;38.3;31.9;;;;;;
598;Doesburg;1e halfjaar 2023;25.0;;15.0;15.0;;;;;;;100.0;;60.0;60.0;;;;;;
599;Doesburg;2e halfjaar 2023;25.0;20.0;;;;;;;;;100.0;80.0;;;;;;;;
600;Doesburg;2023;50.0;25.0;20.0;15.0;;;;;;;100.0;50.0;40.0;30.0;;;;;;
601;Doesburg;1e halfjaar 2024;15.0;10.0;;;;;;;;;100.0;66.7;;;;;;;;
602;Doetinchem;1e halfjaar 2022;140.0;50.0;50.0;40.0;10.0;40.0;10.0;20.0;15.0;;100.0;35.7;35.7;28.6;7.1;28.6;7.1;14.3;10.7;
603;Doetinchem;2e halfjaar 2022;145.0;60.0;50.0;40.0;10.0;35.0;;20.0;10.0;;100.0;40.6;33.6;26.6;7.0;25.9;;14.0;8.4;
604;Doetinchem;2022;280.0;105.0;95.0;80.0;20.0;80.0;15.0;40.0;25.0;;100.0;37.6;34.4;28.0;6.4;28.0;4.6;14.2;9.2;
605;Doetinchem;1e halfjaar 2023;120.0;50.0;30.0;25.0;;40.0;;20.0;15.0;;100.0;41.7;25.0;20.8;;33.3;;16.7;12.5;
606;Doetinchem;2e halfjaar 2023;140.0;55.0;45.0;35.0;10.0;45.0;;20.0;15.0;;100.0;39.3;32.1;25.0;7.1;32.1;;14.3;10.7;
607;Doetinchem;2023;260.0;100.0;75.0;60.0;10.0;85.0;10.0;45.0;30.0;;100.0;38.5;28.8;23.1;3.8;32.7;3.8;17.3;11.5;
608;Doetinchem;1e halfjaar 2024;110.0;50.0;35.0;25.0;;30.0;;15.0;;;100.0;45.5;31.8;22.7;;27.3;;13.6;;
609;Dongen;1e halfjaar 2022;95.0;30.0;40.0;35.0;;25.0;20.0;;;;100.0;31.6;42.1;36.8;;26.3;21.1;;;
610;Dongen;2e halfjaar 2022;95.0;30.0;40.0;40.0;;25.0;10.0;10.0;;;100.0;33.7;41.1;41.1;;25.3;8.4;12.6;;
611;Dongen;2022;190.0;60.0;80.0;75.0;;50.0;25.0;15.0;10.0;;100.0;31.6;41.6;40.0;;26.8;13.7;8.4;4.7;
612;Dongen;1e halfjaar 2023;75.0;20.0;40.0;35.0;;15.0;;;;;100.0;26.7;53.3;46.7;;20.0;;;;
613;Dongen;2e halfjaar 2023;120.0;30.0;45.0;40.0;;45.0;25.0;15.0;10.0;;100.0;25.0;37.5;33.3;;37.5;20.8;12.5;8.3;
614;Dongen;2023;200.0;50.0;85.0;80.0;;60.0;30.0;20.0;15.0;;100.0;25.0;42.5;40.0;;30.0;15.0;10.0;7.5;
615;Dongen;1e halfjaar 2024;105.0;25.0;45.0;40.0;;35.0;15.0;10.0;10.0;;100.0;23.8;42.9;38.1;;33.3;14.3;9.5;9.5;
616;Dordrecht;1e halfjaar 2022;805.0;255.0;280.0;255.0;25.0;250.0;100.0;130.0;20.0;15.0;100.0;31.7;34.8;31.7;3.1;31.1;12.4;16.1;2.5;1.9
617;Dordrecht;2e halfjaar 2022;850.0;275.0;335.0;300.0;40.0;230.0;60.0;135.0;35.0;;100.0;32.5;39.6;35.2;4.5;27.2;7.3;15.8;4.1;
618;Dordrecht;2022;1655.0;530.0;620.0;555.0;65.0;485.0;165.0;265.0;55.0;20.0;100.0;32.2;37.5;33.6;3.9;29.2;9.9;16.2;3.2;1.1
619;Dordrecht;1e halfjaar 2023;930.0;285.0;345.0;325.0;20.0;295.0;135.0;135.0;25.0;;100.0;30.6;37.1;34.9;2.2;31.7;14.5;14.5;2.7;
620;Dordrecht;2e halfjaar 2023;880.0;235.0;350.0;315.0;40.0;290.0;125.0;150.0;15.0;;100.0;26.7;39.8;35.8;4.5;33.0;14.2;17.0;1.7;
621;Dordrecht;2023;1810.0;520.0;700.0;640.0;60.0;585.0;260.0;285.0;40.0;;100.0;28.7;38.7;35.4;3.3;32.3;14.4;15.7;2.2;
622;Dordrecht;1e halfjaar 2024;965.0;235.0;405.0;365.0;40.0;320.0;145.0;145.0;30.0;;100.0;24.4;42.0;37.8;4.1;33.2;15.0;15.0;3.1;
623;Drechterland;1e halfjaar 2022;40.0;15.0;15.0;10.0;;;;;;;100.0;37.5;37.5;25.0;;;;;;
624;Drechterland;2e halfjaar 2022;50.0;15.0;20.0;20.0;;15.0;10.0;;;;100.0;32.7;36.5;34.6;;30.8;19.2;;;
625;Drechterland;2022;90.0;35.0;35.0;30.0;;25.0;15.0;;;;100.0;37.8;36.7;33.3;;25.6;14.4;;;
626;Drechterland;1e halfjaar 2023;45.0;15.0;15.0;15.0;;15.0;;;;;100.0;33.3;33.3;33.3;;33.3;;;;
627;Drechterland;2e halfjaar 2023;50.0;15.0;15.0;15.0;;20.0;;;10.0;;100.0;30.0;30.0;30.0;;40.0;;;20.0;
628;Drechterland;2023;95.0;30.0;30.0;30.0;;35.0;15.0;10.0;10.0;;100.0;31.6;31.6;31.6;;36.8;15.8;10.5;10.5;
629;Drechterland;1e halfjaar 2024;50.0;10.0;10.0;10.0;;25.0;10.0;10.0;;;100.0;20.0;20.0;20.0;;50.0;20.0;20.0;;
630;Drimmelen;1e halfjaar 2022;90.0;35.0;20.0;15.0;;35.0;25.0;;;;100.0;38.9;22.2;16.7;;38.9;27.8;;;
631;Drimmelen;2e halfjaar 2022;70.0;20.0;25.0;20.0;;20.0;10.0;10.0;;;100.0;29.2;37.5;30.6;;27.8;12.5;12.5;;
632;Drimmelen;2022;165.0;55.0;45.0;40.0;10.0;55.0;35.0;15.0;;;100.0;34.4;28.2;23.3;4.9;33.1;20.2;9.8;;
633;Drimmelen;1e halfjaar 2023;75.0;30.0;20.0;20.0;;25.0;20.0;;;;100.0;40.0;26.7;26.7;;33.3;26.7;;;
634;Drimmelen;2e halfjaar 2023;75.0;20.0;35.0;30.0;;15.0;15.0;;;;100.0;26.7;46.7;40.0;;20.0;20.0;;;
635;Drimmelen;2023;155.0;50.0;55.0;50.0;;40.0;30.0;;;;100.0;32.3;35.5;32.3;;25.8;19.4;;;
636;Drimmelen;1e halfjaar 2024;75.0;25.0;25.0;20.0;;20.0;10.0;;;;100.0;33.3;33.3;26.7;;26.7;13.3;;;
637;Dronten;1e halfjaar 2022;145.0;50.0;45.0;40.0;;50.0;20.0;15.0;15.0;;100.0;34.5;31.0;27.6;;34.5;13.8;10.3;10.3;
638;Dronten;2e halfjaar 2022;165.0;65.0;60.0;55.0;;40.0;15.0;20.0;;;100.0;39.2;35.5;33.7;;25.3;10.2;10.8;;
639;Dronten;2022;310.0;115.0;105.0;95.0;10.0;90.0;35.0;35.0;20.0;;100.0;36.9;33.7;30.8;2.9;29.5;11.9;10.9;6.7;
640;Dronten;1e halfjaar 2023;135.0;60.0;55.0;50.0;;25.0;10.0;;;;100.0;44.4;40.7;37.0;;18.5;7.4;;;
641;Dronten;2e halfjaar 2023;160.0;60.0;60.0;60.0;;40.0;20.0;10.0;15.0;;100.0;37.5;37.5;37.5;;25.0;12.5;6.3;9.4;
642;Dronten;2023;295.0;120.0;115.0;105.0;;65.0;30.0;15.0;20.0;;100.0;40.7;39.0;35.6;;22.0;10.2;5.1;6.8;
643;Dronten;1e halfjaar 2024;160.0;40.0;65.0;60.0;;55.0;20.0;20.0;15.0;;100.0;25.0;40.6;37.5;;34.4;12.5;12.5;9.4;
644;Druten;1e halfjaar 2022;50.0;25.0;15.0;10.0;;15.0;;;;;100.0;50.0;30.0;20.0;;30.0;;;;
645;Druten;2e halfjaar 2022;50.0;20.0;15.0;15.0;;15.0;10.0;;;;100.0;34.6;32.7;25.0;;28.8;17.3;;;
646;Druten;2022;105.0;40.0;30.0;25.0;;30.0;15.0;10.0;;;100.0;40.4;29.8;23.1;;27.9;13.5;7.7;;
647;Druten;1e halfjaar 2023;50.0;20.0;15.0;15.0;;10.0;10.0;;;;100.0;40.0;30.0;30.0;;20.0;20.0;;;
648;Druten;2e halfjaar 2023;35.0;10.0;15.0;10.0;;10.0;;;;;100.0;28.6;42.9;28.6;;28.6;;;;
649;Druten;2023;85.0;35.0;30.0;25.0;;25.0;15.0;;;;100.0;41.2;35.3;29.4;;29.4;17.6;;;
