ID;RegioS;Perioden;OntvangenMeldingenTotaal_1;k_1eMeldingGeenBetrokkenenBekendVT_2;Totaal_3;MeerdereBetrokkenenAlBekendBijVT_4;EenBetrokkeneAlBekendBijVT_5;Totaal_6;TijdensVeiligheidsbeoordeling_7;NaVeiligheidsbeoordeling_8;TijdensMonitoringDoorVT_9;MeldingNietIngedeeld_10;OntvangenMeldingenTotaal_11;k_1eMeldingGeenBetrokkenenBekendVT_12;Totaal_13;MeerdereBetrokkenenAlBekendBijVT_14;EenBetrokkeneAlBekendBijVT_15;Totaal_16;TijdensVeiligheidsbeoordeling_17;NaVeiligheidsbeoordeling_18;TijdensMonitoring_19;MeldingNietIngedeeld_20
2259;Waalre;2023;80.0;30.0;30.0;25.0;;15.0;;;;;100.0;37.5;37.5;31.3;;18.8;;;;
2260;Waalre;1e halfjaar 2024;40.0;15.0;15.0;10.0;;15.0;;;;;100.0;37.5;37.5;25.0;;37.5;;;;
2261;Waalwijk;1e halfjaar 2022;190.0;55.0;70.0;65.0;;60.0;40.0;20.0;;;100.0;28.9;36.8;34.2;;31.6;21.1;10.5;;
2262;Waalwijk;2e halfjaar 2022;210.0;65.0;85.0;80.0;;60.0;30.0;20.0;10.0;;100.0;31.6;39.7;37.8;;28.7;15.3;8.6;4.8;
2263;Waalwijk;2022;400.0;120.0;155.0;145.0;10.0;120.0;70.0;35.0;15.0;;100.0;30.7;38.7;36.4;2.3;30.7;17.8;9.3;3.5;
2264;Waalwijk;1e halfjaar 2023;235.0;60.0;90.0;80.0;10.0;85.0;40.0;30.0;20.0;;100.0;25.5;38.3;34.0;4.3;36.2;17.0;12.8;8.5;
2265;Waalwijk;2e halfjaar 2023;205.0;65.0;70.0;65.0;;70.0;40.0;15.0;15.0;;100.0;31.7;34.1;31.7;;34.1;19.5;7.3;7.3;
2266;Waalwijk;2023;440.0;125.0;160.0;145.0;15.0;155.0;80.0;45.0;30.0;;100.0;28.4;36.4;33.0;3.4;35.2;18.2;10.2;6.8;
2267;Waalwijk;1e halfjaar 2024;190.0;50.0;80.0;75.0;;65.0;35.0;20.0;10.0;;100.0;26.3;42.1;39.5;;34.2;18.4;10.5;5.3;
2268;Waddinxveen;1e halfjaar 2022;120.0;35.0;50.0;45.0;;35.0;15.0;20.0;;;100.0;29.2;41.7;37.5;;29.2;12.5;16.7;;
2269;Waddinxveen;2e halfjaar 2022;110.0;35.0;55.0;50.0;;20.0;10.0;10.0;;;100.0;32.7;48.2;46.4;;19.1;7.3;10.0;;
2270;Waddinxveen;2022;230.0;75.0;100.0;100.0;;55.0;20.0;30.0;;;100.0;31.7;43.9;42.6;;23.9;9.1;12.6;;
2271;Waddinxveen;1e halfjaar 2023;125.0;35.0;60.0;60.0;;25.0;10.0;10.0;;;100.0;28.0;48.0;48.0;;20.0;8.0;8.0;;
2272;Waddinxveen;2e halfjaar 2023;150.0;60.0;55.0;55.0;;30.0;10.0;20.0;;;100.0;40.0;36.7;36.7;;20.0;6.7;13.3;;
2273;Waddinxveen;2023;270.0;95.0;120.0;115.0;;55.0;20.0;30.0;10.0;;100.0;35.2;44.4;42.6;;20.4;7.4;11.1;3.7;
2274;Waddinxveen;1e halfjaar 2024;110.0;45.0;40.0;40.0;;25.0;10.0;10.0;;;100.0;40.9;36.4;36.4;;22.7;9.1;9.1;;
2275;Wageningen;1e halfjaar 2022;55.0;20.0;20.0;20.0;;10.0;;;;;100.0;36.4;36.4;36.4;;18.2;;;;
2276;Wageningen;2e halfjaar 2022;55.0;15.0;25.0;20.0;;10.0;;;;;100.0;32.1;49.1;39.6;;15.1;;;;
2277;Wageningen;2022;105.0;35.0;50.0;45.0;;15.0;10.0;;;;100.0;34.9;45.3;40.6;;16.0;9.4;;;
2278;Wageningen;1e halfjaar 2023;65.0;30.0;20.0;20.0;;15.0;10.0;;;;100.0;46.2;30.8;30.8;;23.1;15.4;;;
2279;Wageningen;2e halfjaar 2023;70.0;25.0;30.0;30.0;;15.0;10.0;;;;100.0;35.7;42.9;42.9;;21.4;14.3;;;
2280;Wageningen;2023;140.0;60.0;50.0;50.0;;30.0;15.0;;;;100.0;42.9;35.7;35.7;;21.4;10.7;;;
2281;Wageningen;1e halfjaar 2024;55.0;25.0;20.0;20.0;;10.0;;;;;100.0;45.5;36.4;36.4;;18.2;;;;
2282;Wassenaar;1e halfjaar 2022;75.0;25.0;30.0;30.0;;15.0;;10.0;;;100.0;33.3;40.0;40.0;;20.0;;13.3;;
2283;Wassenaar;2e halfjaar 2022;70.0;20.0;35.0;30.0;;15.0;;;;;100.0;31.4;50.0;45.7;;18.6;;;;
2284;Wassenaar;2022;145.0;50.0;70.0;65.0;;25.0;10.0;10.0;;;100.0;33.6;46.6;43.8;;18.5;6.2;8.2;;
2285;Wassenaar;1e halfjaar 2023;80.0;25.0;25.0;20.0;;30.0;20.0;10.0;;;100.0;31.3;31.3;25.0;;37.5;25.0;12.5;;
2286;Wassenaar;2e halfjaar 2023;60.0;15.0;25.0;25.0;;15.0;;;;10.0;100.0;25.0;41.7;41.7;;25.0;;;;16.7
2287;Wassenaar;2023;140.0;40.0;45.0;45.0;;45.0;25.0;20.0;;10.0;100.0;28.6;32.1;32.1;;32.1;17.9;14.3;;7.1
2288;Wassenaar;1e halfjaar 2024;40.0;20.0;15.0;15.0;;;;;;;100.0;50.0;37.5;37.5;;;;;;
2289;Waterland;1e halfjaar 2022;20.0;10.0;;;;10.0;;;;;100.0;50.0;;;;50.0;;;;
2290;Waterland;2e halfjaar 2022;20.0;;10.0;10.0;;;;;;;100.0;;40.9;36.4;;;;;;
2291;Waterland;2022;45.0;15.0;10.0;10.0;;15.0;;;;;100.0;39.5;27.9;25.6;;30.2;;;;
2292;Waterland;1e halfjaar 2023;40.0;15.0;10.0;10.0;;15.0;;;;;100.0;37.5;25.0;25.0;;37.5;;;;
2293;Waterland;2e halfjaar 2023;25.0;10.0;;;;10.0;;;;;100.0;40.0;;;;40.0;;;;
2294;Waterland;2023;65.0;25.0;15.0;15.0;;25.0;10.0;10.0;;;100.0;38.5;23.1;23.1;;38.5;15.4;15.4;;
2295;Waterland;1e halfjaar 2024;45.0;15.0;15.0;15.0;;15.0;;;;;100.0;33.3;33.3;33.3;;33.3;;;;
2296;Weert;1e halfjaar 2022;200.0;65.0;80.0;75.0;10.0;55.0;30.0;20.0;;;100.0;32.5;40.0;37.5;5.0;27.5;15.0;10.0;;
2297;Weert;2e halfjaar 2022;200.0;55.0;90.0;80.0;10.0;50.0;20.0;20.0;10.0;;100.0;28.8;46.0;41.4;4.5;25.3;10.1;11.1;4.0;
2298;Weert;2022;400.0;125.0;175.0;155.0;15.0;105.0;50.0;40.0;15.0;;100.0;30.8;43.5;39.3;4.3;25.8;12.0;10.3;3.5;
2299;Weert;1e halfjaar 2023;175.0;60.0;75.0;60.0;15.0;35.0;15.0;15.0;;;100.0;34.3;42.9;34.3;8.6;20.0;8.6;8.6;;
2300;Weert;2e halfjaar 2023;175.0;55.0;90.0;85.0;;25.0;15.0;10.0;;;100.0;31.4;51.4;48.6;;14.3;8.6;5.7;;
2301;Weert;2023;350.0;120.0;165.0;150.0;20.0;60.0;30.0;25.0;10.0;;100.0;34.3;47.1;42.9;5.7;17.1;8.6;7.1;2.9;
2302;Weert;1e halfjaar 2024;165.0;50.0;85.0;80.0;;30.0;20.0;10.0;;;100.0;30.3;51.5;48.5;;18.2;12.1;6.1;;
2303;Weesp;1e halfjaar 2022;;;;;;;;;;;;;;;;;;;;
2304;Weesp;2e halfjaar 2022;;;;;;;;;;;;;;;;;;;;
2305;Weesp;2022;;;;;;;;;;;;;;;;;;;;
2306;Weesp;1e halfjaar 2023;;;;;;;;;;;;;;;;;;;;
2307;Weesp;2e halfjaar 2023;;;;;;;;;;;;;;;;;;;;
2308;Weesp;2023;;;;;;;;;;;;;;;;;;;;
2309;Weesp;1e halfjaar 2024;;;;;;;;;;;;;;;;;;;;
2310;West Betuwe;1e halfjaar 2022;115.0;50.0;35.0;35.0;;30.0;10.0;10.0;;;100.0;43.5;30.4;30.4;;26.1;8.7;8.7;;
2311;West Betuwe;2e halfjaar 2022;105.0;45.0;35.0;25.0;10.0;25.0;10.0;;;;100.0;41.7;33.0;24.3;8.7;22.3;11.7;;;
2312;West Betuwe;2022;215.0;90.0;70.0;60.0;10.0;50.0;25.0;20.0;10.0;;100.0;41.9;32.3;26.7;5.5;23.5;10.6;8.3;4.6;
2313;West Betuwe;1e halfjaar 2023;110.0;45.0;35.0;30.0;;25.0;15.0;10.0;;;100.0;40.9;31.8;27.3;;22.7;13.6;9.1;;
2314;West Betuwe;2e halfjaar 2023;85.0;30.0;25.0;20.0;;30.0;15.0;;;;100.0;35.3;29.4;23.5;;35.3;17.6;;;
2315;West Betuwe;2023;200.0;75.0;60.0;50.0;10.0;55.0;30.0;20.0;;;100.0;37.5;30.0;25.0;5.0;27.5;15.0;10.0;;
2316;West Betuwe;1e halfjaar 2024;105.0;35.0;25.0;25.0;;35.0;20.0;10.0;;;100.0;33.3;23.8;23.8;;33.3;19.0;9.5;;
2317;West Maas en Waal;1e halfjaar 2022;30.0;10.0;15.0;10.0;;;;;;;100.0;33.3;50.0;33.3;;;;;;
2318;West Maas en Waal;2e halfjaar 2022;35.0;15.0;10.0;10.0;;;;;;;100.0;42.4;36.4;24.2;;;;;;
2319;West Maas en Waal;2022;65.0;25.0;25.0;20.0;;15.0;;;;;100.0;40.6;39.1;29.7;;20.3;;;;
2320;West Maas en Waal;1e halfjaar 2023;35.0;15.0;10.0;10.0;;;;;;;100.0;42.9;28.6;28.6;;;;;;
2321;West Maas en Waal;2e halfjaar 2023;30.0;10.0;10.0;10.0;;;;;;;100.0;33.3;33.3;33.3;;;;;;
2322;West Maas en Waal;2023;60.0;25.0;25.0;20.0;;10.0;10.0;;;;100.0;41.7;41.7;33.3;;16.7;16.7;;;
2323;West Maas en Waal;1e halfjaar 2024;45.0;20.0;10.0;10.0;;10.0;;;;;100.0;44.4;22.2;22.2;;22.2;;;;
2324;Westerkwartier;1e halfjaar 2022;135.0;55.0;60.0;55.0;;15.0;15.0;;;;100.0;40.7;44.4;40.7;;11.1;11.1;;;
2325;Westerkwartier;2e halfjaar 2022;135.0;45.0;70.0;55.0;15.0;15.0;10.0;;;10.0;100.0;33.3;50.4;40.7;9.6;9.6;8.9;;;6.7
2326;Westerkwartier;2022;270.0;100.0;125.0;110.0;20.0;30.0;25.0;;;15.0;100.0;36.9;46.9;39.9;7.0;10.3;9.2;;;5.9
2327;Westerkwartier;1e halfjaar 2023;165.0;55.0;65.0;55.0;10.0;35.0;20.0;10.0;;15.0;100.0;33.3;39.4;33.3;6.1;21.2;12.1;6.1;;9.1
2328;Westerkwartier;2e halfjaar 2023;140.0;40.0;55.0;45.0;10.0;25.0;20.0;;;15.0;100.0;28.6;39.3;32.1;7.1;17.9;14.3;;;10.7
2329;Westerkwartier;2023;305.0;95.0;120.0;95.0;20.0;60.0;40.0;15.0;;30.0;100.0;31.1;39.3;31.1;6.6;19.7;13.1;4.9;;9.8
2330;Westerkwartier;1e halfjaar 2024;135.0;55.0;50.0;35.0;15.0;25.0;20.0;;;10.0;100.0;40.7;37.0;25.9;11.1;18.5;14.8;;;7.4
2331;Westerveld;1e halfjaar 2022;10.0;;;;;;;;;;100.0;;;;;;;;;
2332;Westerveld;2e halfjaar 2022;20.0;10.0;;;;;;;;;100.0;42.9;;;;;;;;
2333;Westerveld;2022;30.0;15.0;;;;;;;;;100.0;51.7;;;;;;;;
2334;Westerveld;1e halfjaar 2023;20.0;10.0;;;;;;;;;100.0;50.0;;;;;;;;
2335;Westerveld;2e halfjaar 2023;30.0;10.0;10.0;;;10.0;;;;;100.0;33.3;33.3;;;33.3;;;;
2336;Westerveld;2023;45.0;20.0;10.0;10.0;;15.0;;;;;100.0;44.4;22.2;22.2;;33.3;;;;
2337;Westerveld;1e halfjaar 2024;15.0;;;;;;;;;;100.0;;;;;;;;;
2338;Westervoort;1e halfjaar 2022;35.0;10.0;15.0;15.0;;;;;;;100.0;28.6;42.9;42.9;;;;;;
2339;Westervoort;2e halfjaar 2022;35.0;10.0;15.0;10.0;;10.0;;;;;100.0;28.6;48.6;34.3;;22.9;;;;
2340;Westervoort;2022;70.0;20.0;30.0;25.0;;15.0;10.0;;;;100.0;32.4;47.1;39.7;;20.6;11.8;;;
2341;Westervoort;1e halfjaar 2023;45.0;25.0;15.0;10.0;;10.0;;;;;100.0;55.6;33.3;22.2;;22.2;;;;
2342;Westervoort;2e halfjaar 2023;45.0;15.0;20.0;15.0;;10.0;;;;;100.0;33.3;44.4;33.3;;22.2;;;;
2343;Westervoort;2023;90.0;35.0;35.0;30.0;;20.0;;;;;100.0;38.9;38.9;33.3;;22.2;;;;
2344;Westervoort;1e halfjaar 2024;45.0;15.0;20.0;15.0;;10.0;;;;;100.0;33.3;44.4;33.3;;22.2;;;;
2345;Westerwolde;1e halfjaar 2022;85.0;35.0;30.0;30.0;;20.0;10.0;;;;100.0;41.2;35.3;35.3;;23.5;11.8;;;
2346;Westerwolde;2e halfjaar 2022;70.0;30.0;30.0;25.0;;;;;;;100.0;42.6;44.1;36.8;;;;;;
2347;Westerwolde;2022;155.0;65.0;60.0;55.0;;25.0;15.0;10.0;;;100.0;41.3;38.7;34.2;;15.5;9.7;5.2;;
2348;Westerwolde;1e halfjaar 2023;60.0;20.0;20.0;20.0;;15.0;10.0;;;;100.0;33.3;33.3;33.3;;25.0;16.7;;;
2349;Westerwolde;2e halfjaar 2023;70.0;30.0;20.0;15.0;;10.0;;;;10.0;100.0;42.9;28.6;21.4;;14.3;;;;14.3
2350;Westerwolde;2023;125.0;50.0;40.0;35.0;;20.0;15.0;;;10.0;100.0;40.0;32.0;28.0;;16.0;12.0;;;8.0
2351;Westerwolde;1e halfjaar 2024;65.0;25.0;25.0;20.0;;10.0;;;;10.0;100.0;38.5;38.5;30.8;;15.4;;;;15.4
2352;Westland;1e halfjaar 2022;285.0;95.0;100.0;95.0;;85.0;45.0;20.0;20.0;;100.0;33.3;35.1;33.3;;29.8;15.8;7.0;7.0;
2353;Westland;2e halfjaar 2022;310.0;105.0;105.0;100.0;;95.0;45.0;40.0;10.0;;100.0;34.0;33.7;32.4;;31.4;14.9;12.6;3.9;
2354;Westland;2022;595.0;200.0;205.0;195.0;;185.0;90.0;60.0;30.0;;100.0;33.9;34.2;33.1;;30.9;15.5;10.1;5.2;
2355;Westland;1e halfjaar 2023;315.0;110.0;105.0;95.0;;100.0;50.0;35.0;15.0;;100.0;34.9;33.3;30.2;;31.7;15.9;11.1;4.8;
2356;Westland;2e halfjaar 2023;270.0;85.0;90.0;80.0;;70.0;45.0;15.0;10.0;25.0;100.0;31.5;33.3;29.6;;25.9;16.7;5.6;3.7;9.3
2357;Westland;2023;585.0;190.0;190.0;180.0;15.0;170.0;95.0;50.0;25.0;30.0;100.0;32.5;32.5;30.8;2.6;29.1;16.2;8.5;4.3;5.1
2358;Westland;1e halfjaar 2024;275.0;85.0;75.0;70.0;10.0;65.0;40.0;15.0;10.0;45.0;100.0;30.9;27.3;25.5;3.6;23.6;14.5;5.5;3.6;16.4
2359;Weststellingwerf;1e halfjaar 2022;100.0;30.0;40.0;30.0;;30.0;15.0;10.0;;;100.0;30.0;40.0;30.0;;30.0;15.0;10.0;;
2360;Weststellingwerf;2e halfjaar 2022;90.0;30.0;25.0;25.0;;30.0;10.0;10.0;10.0;;100.0;34.8;30.3;25.8;;32.6;11.2;10.1;11.2;
2361;Weststellingwerf;2022;185.0;60.0;65.0;55.0;10.0;60.0;25.0;20.0;15.0;;100.0;31.6;35.8;29.9;5.9;31.6;12.3;10.2;9.1;
2362;Weststellingwerf;1e halfjaar 2023;90.0;35.0;30.0;30.0;;25.0;;;10.0;;100.0;38.9;33.3;33.3;;27.8;;;11.1;
2363;Weststellingwerf;2e halfjaar 2023;85.0;30.0;25.0;20.0;;30.0;;10.0;15.0;;100.0;35.3;29.4;23.5;;35.3;;11.8;17.6;
2364;Weststellingwerf;2023;175.0;60.0;55.0;50.0;;55.0;15.0;15.0;25.0;;100.0;34.3;31.4;28.6;;31.4;8.6;8.6;14.3;
2365;Weststellingwerf;1e halfjaar 2024;45.0;20.0;20.0;15.0;;10.0;;;;;100.0;44.4;44.4;33.3;;22.2;;;;
2366;Westvoorne;1e halfjaar 2022;35.0;10.0;10.0;10.0;;10.0;;;;;100.0;28.6;28.6;28.6;;28.6;;;;
2367;Westvoorne;2e halfjaar 2022;35.0;10.0;10.0;10.0;;15.0;10.0;;;;100.0;29.7;29.7;27.0;;40.5;24.3;;;
2368;Westvoorne;2022;70.0;20.0;25.0;20.0;;25.0;15.0;10.0;;;100.0;31.0;32.4;26.8;;36.6;19.7;11.3;;
2369;Westvoorne;1e halfjaar 2023;;;;;;;;;;;;;;;;;;;;
2370;Westvoorne;2e halfjaar 2023;;;;;;;;;;;;;;;;;;;;
2371;Westvoorne;2023;;;;;;;;;;;;;;;;;;;;
2372;Westvoorne;1e halfjaar 2024;;;;;;;;;;;;;;;;;;;;
2373;Wierden;1e halfjaar 2022;35.0;10.0;15.0;15.0;;;;;;;100.0;28.6;42.9;42.9;;;;;;
2374;Wierden;2e halfjaar 2022;30.0;10.0;10.0;10.0;;;;;;;100.0;37.5;34.4;31.3;;;;;;
2375;Wierden;2022;65.0;25.0;30.0;25.0;;;;;;10.0;100.0;36.9;43.1;40.0;;;;;;12.3
2376;Wierden;1e halfjaar 2023;55.0;20.0;20.0;15.0;;15.0;10.0;;;;100.0;36.4;36.4;27.3;;27.3;18.2;;;
2377;Wierden;2e halfjaar 2023;45.0;15.0;10.0;10.0;;15.0;;;;;100.0;33.3;22.2;22.2;;33.3;;;;
2378;Wierden;2023;100.0;30.0;30.0;25.0;;25.0;15.0;;;10.0;100.0;30.0;30.0;25.0;;25.0;15.0;;;10.0
2379;Wierden;1e halfjaar 2024;45.0;15.0;20.0;20.0;;10.0;;;;;100.0;33.3;44.4;44.4;;22.2;;;;
2380;Wijchen;1e halfjaar 2022;110.0;45.0;35.0;35.0;;25.0;10.0;10.0;;;100.0;40.9;31.8;31.8;;22.7;9.1;9.1;;
2381;Wijchen;2e halfjaar 2022;110.0;40.0;40.0;35.0;;30.0;15.0;;10.0;;100.0;35.8;35.8;33.9;;27.5;12.8;;9.2;
2382;Wijchen;2022;220.0;85.0;75.0;70.0;;55.0;25.0;20.0;15.0;;100.0;38.0;34.8;32.1;;25.8;10.4;8.1;7.2;
2383;Wijchen;1e halfjaar 2023;80.0;35.0;30.0;25.0;;15.0;10.0;;;;100.0;43.8;37.5;31.3;;18.8;12.5;;;
2384;Wijchen;2e halfjaar 2023;65.0;20.0;20.0;20.0;;25.0;10.0;10.0;;;100.0;30.8;30.8;30.8;;38.5;15.4;15.4;;
2385;Wijchen;2023;145.0;55.0;50.0;45.0;;40.0;20.0;10.0;10.0;;100.0;37.9;34.5;31.0;;27.6;13.8;6.9;6.9;
2386;Wijchen;1e halfjaar 2024;80.0;30.0;30.0;25.0;;20.0;10.0;10.0;;;100.0;37.5;37.5;31.3;;25.0;12.5;12.5;;
2387;Wijdemeren;1e halfjaar 2022;30.0;15.0;10.0;;;;;;;;100.0;50.0;33.3;;;;;;;
2388;Wijdemeren;2e halfjaar 2022;55.0;25.0;20.0;20.0;;15.0;;;;;100.0;41.8;32.7;32.7;;25.5;;;;
2389;Wijdemeren;2022;85.0;40.0;25.0;25.0;;20.0;;;10.0;;100.0;46.0;29.9;27.6;;24.1;;;9.2;
2390;Wijdemeren;1e halfjaar 2023;45.0;20.0;15.0;15.0;;10.0;;;;;100.0;44.4;33.3;33.3;;22.2;;;;
2391;Wijdemeren;2e halfjaar 2023;55.0;20.0;20.0;20.0;;15.0;;10.0;;;100.0;36.4;36.4;36.4;;27.3;;18.2;;
2392;Wijdemeren;2023;100.0;40.0;35.0;30.0;;30.0;10.0;15.0;;;100.0;40.0;35.0;30.0;;30.0;10.0;15.0;;
2393;Wijdemeren;1e halfjaar 2024;55.0;20.0;15.0;15.0;;15.0;10.0;;;;100.0;36.4;27.3;27.3;;27.3;18.2;;;
2394;Wijk bij Duurstede;1e halfjaar 2022;50.0;20.0;25.0;25.0;;;;;;;100.0;40.0;50.0;50.0;;;;;;
2395;Wijk bij Duurstede;2e halfjaar 2022;45.0;15.0;25.0;20.0;;;;;;;100.0;34.8;50.0;43.5;;;;;;
2396;Wijk bij Duurstede;2022;95.0;35.0;50.0;45.0;;10.0;;;;;100.0;38.5;51.0;47.9;;10.4;;;;
2397;Wijk bij Duurstede;1e halfjaar 2023;55.0;20.0;25.0;20.0;;10.0;;;;;100.0;36.4;45.5;36.4;;18.2;;;;
2398;Wijk bij Duurstede;2e halfjaar 2023;65.0;25.0;35.0;25.0;10.0;10.0;;;;;100.0;38.5;53.8;38.5;15.4;15.4;;;;
2399;Wijk bij Duurstede;2023;125.0;45.0;55.0;45.0;10.0;20.0;15.0;;;;100.0;36.0;44.0;36.0;8.0;16.0;12.0;;;
2400;Wijk bij Duurstede;1e halfjaar 2024;100.0;35.0;35.0;35.0;;25.0;15.0;10.0;;;100.0;35.0;35.0;35.0;;25.0;15.0;10.0;;
2401;Winterswijk;1e halfjaar 2022;65.0;25.0;20.0;20.0;;20.0;;15.0;;;100.0;38.5;30.8;30.8;;30.8;;23.1;;
2402;Winterswijk;2e halfjaar 2022;70.0;20.0;15.0;15.0;;35.0;;20.0;10.0;;100.0;30.6;20.8;19.4;;48.6;;27.8;11.1;
2403;Winterswijk;2022;140.0;50.0;35.0;30.0;;55.0;10.0;35.0;10.0;;100.0;35.5;25.4;23.2;;39.1;7.2;23.9;8.0;
2404;Winterswijk;1e halfjaar 2023;70.0;25.0;15.0;10.0;;25.0;;10.0;10.0;;100.0;35.7;21.4;14.3;;35.7;;14.3;14.3;
2405;Winterswijk;2e halfjaar 2023;60.0;20.0;20.0;15.0;;20.0;;10.0;;;100.0;33.3;33.3;25.0;;33.3;;16.7;;
2406;Winterswijk;2023;125.0;45.0;35.0;25.0;10.0;45.0;10.0;25.0;10.0;;100.0;36.0;28.0;20.0;8.0;36.0;8.0;20.0;8.0;
2407;Winterswijk;1e halfjaar 2024;50.0;20.0;15.0;15.0;;15.0;;10.0;;;100.0;40.0;30.0;30.0;;30.0;;20.0;;
2408;Woensdrecht;1e halfjaar 2022;55.0;15.0;20.0;20.0;;20.0;10.0;;;;100.0;27.3;36.4;36.4;;36.4;18.2;;;
2409;Woensdrecht;2e halfjaar 2022;65.0;15.0;25.0;20.0;;15.0;10.0;;;10.0;100.0;24.6;36.9;33.8;;26.2;16.9;;;12.3
2410;Woensdrecht;2022;120.0;35.0;45.0;40.0;;35.0;20.0;10.0;;10.0;100.0;27.3;35.5;33.1;;29.8;16.5;8.3;;7.4
2411;Woensdrecht;1e halfjaar 2023;90.0;20.0;25.0;25.0;;35.0;20.0;10.0;;10.0;100.0;22.2;27.8;27.8;;38.9;22.2;11.1;;11.1
2412;Woensdrecht;2e halfjaar 2023;75.0;25.0;25.0;25.0;;25.0;20.0;;;;100.0;33.3;33.3;33.3;;33.3;26.7;;;
2413;Woensdrecht;2023;170.0;45.0;55.0;50.0;;60.0;40.0;10.0;10.0;15.0;100.0;26.5;32.4;29.4;;35.3;23.5;5.9;5.9;8.8
2414;Woensdrecht;1e halfjaar 2024;70.0;20.0;25.0;20.0;;20.0;10.0;;;;100.0;28.6;35.7;28.6;;28.6;14.3;;;
2415;Woerden;1e halfjaar 2022;165.0;65.0;85.0;80.0;;20.0;10.0;;;;100.0;39.4;51.5;48.5;;12.1;6.1;;;
2416;Woerden;2e halfjaar 2022;175.0;60.0;80.0;65.0;15.0;35.0;15.0;15.0;;;100.0;34.5;46.0;38.5;7.5;19.5;8.6;9.2;;
2417;Woerden;2022;340.0;125.0;165.0;145.0;15.0;50.0;25.0;20.0;;;100.0;36.2;48.2;43.2;5.0;15.3;7.4;6.2;;
2418;Woerden;1e halfjaar 2023;195.0;65.0;95.0;80.0;10.0;35.0;20.0;15.0;;;100.0;33.3;48.7;41.0;5.1;17.9;10.3;7.7;;
2419;Woerden;2e halfjaar 2023;205.0;65.0;95.0;85.0;10.0;45.0;20.0;15.0;;;100.0;31.7;46.3;41.5;4.9;22.0;9.8;7.3;;
2420;Woerden;2023;400.0;130.0;195.0;170.0;25.0;75.0;40.0;30.0;;;100.0;32.5;48.8;42.5;6.3;18.8;10.0;7.5;;
2421;Woerden;1e halfjaar 2024;175.0;55.0;80.0;65.0;15.0;45.0;30.0;10.0;;;100.0;31.4;45.7;37.1;8.6;25.7;17.1;5.7;;
2422;De Wolden;1e halfjaar 2022;15.0;;;;;;;;;;100.0;;;;;;;;;
2423;De Wolden;2e halfjaar 2022;20.0;10.0;;;;;;;;;100.0;57.1;;;;;;;;
2424;De Wolden;2022;35.0;20.0;15.0;10.0;;;;;;;100.0;54.3;37.1;34.3;;;;;;
2425;De Wolden;1e halfjaar 2023;30.0;15.0;10.0;10.0;;;;;;;100.0;50.0;33.3;33.3;;;;;;
2426;De Wolden;2e halfjaar 2023;25.0;10.0;10.0;10.0;;;;;;;100.0;40.0;40.0;40.0;;;;;;
2427;De Wolden;2023;55.0;25.0;20.0;20.0;;10.0;;;;;100.0;45.5;36.4;36.4;;18.2;;;;
2428;De Wolden;1e halfjaar 2024;25.0;10.0;;;;;;;;;100.0;40.0;;;;;;;;
2429;Wormerland;1e halfjaar 2022;25.0;10.0;10.0;10.0;;;;;;;100.0;40.0;40.0;40.0;;;;;;
2430;Wormerland;2e halfjaar 2022;35.0;15.0;10.0;10.0;;10.0;;;;;100.0;39.4;36.4;30.3;;24.2;;;;
2431;Wormerland;2022;55.0;20.0;20.0;20.0;;15.0;;10.0;;;100.0;36.8;36.8;31.6;;26.3;;14.0;;
2432;Wormerland;1e halfjaar 2023;30.0;15.0;10.0;10.0;;;;;;;100.0;50.0;33.3;33.3;;;;;;
2433;Wormerland;2e halfjaar 2023;45.0;20.0;15.0;15.0;;15.0;;10.0;;;100.0;44.4;33.3;33.3;;33.3;;22.2;;
2434;Wormerland;2023;75.0;30.0;25.0;25.0;;20.0;;10.0;;;100.0;40.0;33.3;33.3;;26.7;;13.3;;
2435;Wormerland;1e halfjaar 2024;30.0;10.0;;;;10.0;;;;;100.0;33.3;;;;33.3;;;;
2436;Woudenberg;1e halfjaar 2022;20.0;10.0;;;;;;;;;100.0;50.0;;;;;;;;
2437;Woudenberg;2e halfjaar 2022;30.0;20.0;10.0;10.0;;;;;;;100.0;61.3;29.0;29.0;;;;;;
2438;Woudenberg;2022;50.0;30.0;15.0;15.0;;;;;;;100.0;57.1;32.7;32.7;;;;;;
2439;Woudenberg;1e halfjaar 2023;35.0;10.0;20.0;15.0;;;;;;;100.0;28.6;57.1;42.9;;;;;;
2440;Woudenberg;2e halfjaar 2023;35.0;20.0;10.0;10.0;;;;;;;100.0;57.1;28.6;28.6;;;;;;
2441;Woudenberg;2023;70.0;30.0;30.0;25.0;;10.0;;;;;100.0;42.9;42.9;35.7;;14.3;;;;
2442;Woudenberg;1e halfjaar 2024;40.0;15.0;15.0;15.0;;10.0;10.0;;;;100.0;37.5;37.5;37.5;;25.0;25.0;;;
2443;Zaanstad;1e halfjaar 2022;585.0;240.0;180.0;165.0;15.0;165.0;50.0;90.0;25.0;;100.0;41.0;30.8;28.2;2.6;28.2;8.5;15.4;4.3;
2444;Zaanstad;2e halfjaar 2022;575.0;190.0;210.0;185.0;20.0;175.0;55.0;95.0;30.0;;100.0;32.8;36.2;32.4;3.8;30.8;9.2;16.4;5.2;
2445;Zaanstad;2022;1155.0;425.0;385.0;350.0;35.0;340.0;100.0;185.0;55.0;;100.0;36.9;33.4;30.2;3.2;29.4;8.7;15.8;4.8;
