ID;CompositionOfTheHousehold;OtherHouseholdCharacteristics;Periods;NumberOfHouseholds_1;PersonsPerHousehold_2;PersonsWithAnIncomePerHousehold_3;GrossIncome_4;SpendableIncome_5;StandardisedIncome_6
1266;Three or more adults without children;7;1991;8;3.3;2.8;46.9;28.2;15.5
1267;Three or more adults without children;7;1992;7;3.3;3.0;51.6;30.6;16.8
1268;Three or more adults without children;7;1993;7;3.3;2.9;52.6;31.2;17.2
1269;Three or more adults without children;7;1994;7;3.3;2.8;48.6;29.9;16.6
1270;Three or more adults without children;7;1995;7;3.3;3.0;55.7;34.6;18.9
1271;Three or more adults without children;7;1996;6;3.3;3.0;52.9;32.8;18.0
1272;Three or more adults without children;7;1997;6;3.3;3.0;49.7;32.2;17.6
1273;Three or more adults without children;7;1998;5;3.3;3.0;55.0;35.6;19.5
1274;Three or more adults without children;7;1999;4;3.3;3.0;53.4;34.8;19.1
1275;Three or more adults without children;7;2000;4;3.4;2.9;52.1;33.9;18.3
1276;Three or more adults without children;8;1990;45;3.4;3.0;45.0;26.8;14.6
1277;Three or more adults without children;8;1991;43;3.4;3.0;47.2;28.0;15.3
1278;Three or more adults without children;8;1992;37;3.4;3.0;48.3;28.1;15.3
1279;Three or more adults without children;8;1993;33;3.3;3.0;47.8;28.1;15.4
1280;Three or more adults without children;8;1994;32;3.3;3.0;47.2;28.5;15.7
1281;Three or more adults without children;8;1995;28;3.3;3.0;47.4;29.5;16.1
1282;Three or more adults without children;8;1996;26;3.3;3.1;48.2;30.2;16.6
1283;Three or more adults without children;8;1997;21;3.4;3.1;48.9;31.1;17.0
1284;Three or more adults without children;8;1998;21;3.3;3.0;49.1;31.3;17.3
1285;Three or more adults without children;8;1999;20;3.3;3.0;54.3;34.1;18.9
1286;Three or more adults without children;8;2000;21;3.3;3.1;56.2;36.1;19.9
1287;Three or more adults without children;9;1990;282;3.5;3.0;51.4;30.1;16.2
1288;Three or more adults without children;9;1991;286;3.5;3.0;52.7;30.6;16.5
1289;Three or more adults without children;9;1992;297;3.4;3.0;55.9;31.9;17.2
1290;Three or more adults without children;9;1993;298;3.4;3.0;56.2;32.4;17.5
1291;Three or more adults without children;9;1994;293;3.4;3.0;55.3;32.9;17.9
1292;Three or more adults without children;9;1995;290;3.4;3.0;56.0;33.9;18.5
1293;Three or more adults without children;9;1996;283;3.4;3.0;57.3;34.9;19.0
1294;Three or more adults without children;9;1997;278;3.4;3.0;59.1;36.6;20.0
1295;Three or more adults without children;9;1998;271;3.4;3.0;60.8;37.7;20.5
1296;Three or more adults without children;9;1999;272;3.4;3.0;63.4;39.2;21.3
1297;Three or more adults without children;9;2000;269;3.4;3.1;67.4;41.9;22.7
1298;Three or more adults without children;Age head household 55-65 yrs;1990;189;3.4;2.7;49.5;29.5;16.0
1299;Three or more adults without children;Age head household 55-65 yrs;1991;183;3.4;2.7;51.0;30.1;16.4
1300;Three or more adults without children;Age head household 55-65 yrs;1992;177;3.3;2.7;53.3;31.0;16.9
1301;Three or more adults without children;Age head household 55-65 yrs;1993;168;3.3;2.7;53.0;31.1;17.0
1302;Three or more adults without children;Age head household 55-65 yrs;1994;164;3.3;2.7;53.7;32.3;17.8
1303;Three or more adults without children;Age head household 55-65 yrs;1995;155;3.3;2.7;54.8;33.5;18.5
1304;Three or more adults without children;Age head household 55-65 yrs;1996;145;3.3;2.7;56.2;34.4;19.0
1305;Three or more adults without children;Age head household 55-65 yrs;1997;140;3.2;2.7;57.2;35.5;19.7
1306;Three or more adults without children;Age head household 55-65 yrs;1998;134;3.2;2.7;58.9;36.7;20.4
1307;Three or more adults without children;Age head household 55-65 yrs;1999;134;3.2;2.7;61.3;37.8;21.0
1308;Three or more adults without children;Age head household 55-65 yrs;2000;131;3.2;2.8;64.9;40.2;22.3
1309;Three or more adults without children;Age head household >= 65 yrs;1990;78;3.2;2.9;42.2;28.2;15.6
1310;Three or more adults without children;Age head household >= 65 yrs;1991;73;3.2;2.9;44.4;29.4;16.3
1311;Three or more adults without children;Age head household >= 65 yrs;1992;71;3.2;2.9;47.5;31.0;17.2
1312;Three or more adults without children;Age head household >= 65 yrs;1993;66;3.2;2.8;47.0;31.0;17.3
1313;Three or more adults without children;Age head household >= 65 yrs;1994;64;3.2;2.8;46.8;31.4;17.5
1314;Three or more adults without children;Age head household >= 65 yrs;1995;60;3.2;2.9;47.0;32.2;18.0
1315;Three or more adults without children;Age head household >= 65 yrs;1996;56;3.2;2.9;47.7;32.6;18.2
1316;Three or more adults without children;Age head household >= 65 yrs;1997;51;3.2;2.9;49.5;34.4;19.2
1317;Three or more adults without children;Age head household >= 65 yrs;1998;51;3.2;2.9;50.5;35.0;19.5
1318;Three or more adults without children;Age head household >= 65 yrs;1999;47;3.2;2.9;52.7;35.7;20.0
1319;Three or more adults without children;Age head household >= 65 yrs;2000;46;3.2;2.9;55.0;38.0;21.3
