ID;SectorBranchesSIC2008;Periods;TurnoverIndices_1;TurnoverYearOnYearChange_2
416;4631 Wholesale of vegetables, potatoes;2010 2nd quarter;119.3;8.9
417;4631 Wholesale of vegetables, potatoes;2010 3rd quarter;95.1;14.4
418;4631 Wholesale of vegetables, potatoes;2010 4th quarter;92.3;15.7
419;4631 Wholesale of vegetables, potatoes;2010;100.0;8.8
420;4631 Wholesale of vegetables, potatoes;2011 1st quarter;92.4;-1.0
421;4631 Wholesale of vegetables, potatoes;2011 2nd quarter;105.1;-11.9
422;4631 Wholesale of vegetables, potatoes;2011 3rd quarter;85.9;-9.7
423;4631 Wholesale of vegetables, potatoes;2011 4th quarter;78.5;-14.9
424;4631 Wholesale of vegetables, potatoes;2011;90.5;-9.5
425;4631 Wholesale of vegetables, potatoes;2012 1st quarter;87.0;-5.9
426;4631 Wholesale of vegetables, potatoes;2012 2nd quarter;108.8;3.5
427;4631 Wholesale of vegetables, potatoes;2012 3rd quarter;96.4;12.3
428;4631 Wholesale of vegetables, potatoes;2012 4th quarter;91.5;16.5
429;4631 Wholesale of vegetables, potatoes;2012;95.9;6.0
430;4631 Wholesale of vegetables, potatoes;2013 1st quarter;89.6;3.0
431;4631 Wholesale of vegetables, potatoes;2013 2nd quarter;120.9;11.2
432;4631 Wholesale of vegetables, potatoes;2013 3rd quarter;100.5;4.2
433;4631 Wholesale of vegetables, potatoes;2013 4th quarter;94.6;3.4
434;4631 Wholesale of vegetables, potatoes;2013;101.4;5.7
435;4631 Wholesale of vegetables, potatoes;2014 1st quarter;94.4;5.4
436;4631 Wholesale of vegetables, potatoes;2014 2nd quarter;118.8;-1.7
437;4631 Wholesale of vegetables, potatoes;2014 3rd quarter;98.2;-2.3
438;4631 Wholesale of vegetables, potatoes;2014 4th quarter;93.6;-1.1
439;4631 Wholesale of vegetables, potatoes;2014;101.2;-0.1
440;4631 Wholesale of vegetables, potatoes;2015 1st quarter;94.1;-0.3
441;4631 Wholesale of vegetables, potatoes;2015 2nd quarter;126.4;6.4
442;4631 Wholesale of vegetables, potatoes;2015 3rd quarter;115.1;17.2
443;4631 Wholesale of vegetables, potatoes;2015 4th quarter;104.0;11.2
444;4631 Wholesale of vegetables, potatoes;2015;109.9;8.6
445;4631 Wholesale of vegetables, potatoes;2016 1st quarter;102.3;8.7
446;4631 Wholesale of vegetables, potatoes;2016 2nd quarter;137.0;8.4
447;4631 Wholesale of vegetables, potatoes;2016 3rd quarter;125.6;9.2
448;4631 Wholesale of vegetables, potatoes;2016 4th quarter;106.3;2.2
449;4631 Wholesale of vegetables, potatoes;2016;117.8;7.2
450;4631 Wholesale of vegetables, potatoes;2017 1st quarter;113.1;10.6
451;4631 Wholesale of vegetables, potatoes;2017 2nd quarter;137.5;0.4
452;4631 Wholesale of vegetables, potatoes;2017 3rd quarter;117.0;-6.9
453;4631 Wholesale of vegetables, potatoes;2017 4th quarter;109.4;2.9
454;4631 Wholesale of vegetables, potatoes;2017;119.2;1.2
455;4633 Wholesale dairy products, fats etc;2005 1st quarter;;
456;4633 Wholesale dairy products, fats etc;2005 2nd quarter;;
457;4633 Wholesale dairy products, fats etc;2005 3rd quarter;;
458;4633 Wholesale dairy products, fats etc;2005 4th quarter;;
459;4633 Wholesale dairy products, fats etc;2005;;
460;4633 Wholesale dairy products, fats etc;2006 1st quarter;;
461;4633 Wholesale dairy products, fats etc;2006 2nd quarter;;
462;4633 Wholesale dairy products, fats etc;2006 3rd quarter;;
463;4633 Wholesale dairy products, fats etc;2006 4th quarter;;
464;4633 Wholesale dairy products, fats etc;2006;;
465;4633 Wholesale dairy products, fats etc;2007 1st quarter;;
466;4633 Wholesale dairy products, fats etc;2007 2nd quarter;;
467;4633 Wholesale dairy products, fats etc;2007 3rd quarter;;
468;4633 Wholesale dairy products, fats etc;2007 4th quarter;;
469;4633 Wholesale dairy products, fats etc;2007;;
470;4633 Wholesale dairy products, fats etc;2008 1st quarter;;
471;4633 Wholesale dairy products, fats etc;2008 2nd quarter;;
472;4633 Wholesale dairy products, fats etc;2008 3rd quarter;;
473;4633 Wholesale dairy products, fats etc;2008 4th quarter;;
474;4633 Wholesale dairy products, fats etc;2008;;
475;4633 Wholesale dairy products, fats etc;2009 1st quarter;;
476;4633 Wholesale dairy products, fats etc;2009 2nd quarter;;
477;4633 Wholesale dairy products, fats etc;2009 3rd quarter;;
478;4633 Wholesale dairy products, fats etc;2009 4th quarter;;
479;4633 Wholesale dairy products, fats etc;2009;;
480;4633 Wholesale dairy products, fats etc;2010 1st quarter;;
481;4633 Wholesale dairy products, fats etc;2010 2nd quarter;;
482;4633 Wholesale dairy products, fats etc;2010 3rd quarter;;
483;4633 Wholesale dairy products, fats etc;2010 4th quarter;;
484;4633 Wholesale dairy products, fats etc;2010;;
485;4633 Wholesale dairy products, fats etc;2011 1st quarter;103.3;
486;4633 Wholesale dairy products, fats etc;2011 2nd quarter;103.6;
487;4633 Wholesale dairy products, fats etc;2011 3rd quarter;99.3;
488;4633 Wholesale dairy products, fats etc;2011 4th quarter;103.5;
489;4633 Wholesale dairy products, fats etc;2011;102.5;
490;4633 Wholesale dairy products, fats etc;2012 1st quarter;105.2;1.8
491;4633 Wholesale dairy products, fats etc;2012 2nd quarter;107.0;3.2
492;4633 Wholesale dairy products, fats etc;2012 3rd quarter;103.5;4.2
493;4633 Wholesale dairy products, fats etc;2012 4th quarter;108.2;4.6
494;4633 Wholesale dairy products, fats etc;2012;106.0;3.4
495;4633 Wholesale dairy products, fats etc;2013 1st quarter;108.6;3.2
496;4633 Wholesale dairy products, fats etc;2013 2nd quarter;114.6;7.1
497;4633 Wholesale dairy products, fats etc;2013 3rd quarter;117.6;13.5
498;4633 Wholesale dairy products, fats etc;2013 4th quarter;119.5;10.4
499;4633 Wholesale dairy products, fats etc;2013;115.1;8.5
500;4633 Wholesale dairy products, fats etc;2014 1st quarter;123.1;13.4
501;4633 Wholesale dairy products, fats etc;2014 2nd quarter;128.7;12.3
502;4633 Wholesale dairy products, fats etc;2014 3rd quarter;122.0;3.8
503;4633 Wholesale dairy products, fats etc;2014 4th quarter;126.3;5.7
504;4633 Wholesale dairy products, fats etc;2014;125.0;8.7
505;4633 Wholesale dairy products, fats etc;2015 1st quarter;111.9;-9.1
506;4633 Wholesale dairy products, fats etc;2015 2nd quarter;117.5;-8.7
507;4633 Wholesale dairy products, fats etc;2015 3rd quarter;104.5;-14.3
508;4633 Wholesale dairy products, fats etc;2015 4th quarter;114.3;-9.5
509;4633 Wholesale dairy products, fats etc;2015;112.0;-10.4
510;4633 Wholesale dairy products, fats etc;2016 1st quarter;107.8;-3.7
511;4633 Wholesale dairy products, fats etc;2016 2nd quarter;103.6;-11.9
512;4633 Wholesale dairy products, fats etc;2016 3rd quarter;100.3;-4.0
513;4633 Wholesale dairy products, fats etc;2016 4th quarter;113.4;-0.7
514;4633 Wholesale dairy products, fats etc;2016;106.3;-5.1
515;4633 Wholesale dairy products, fats etc;2017 1st quarter;113.5;5.3
516;4633 Wholesale dairy products, fats etc;2017 2nd quarter;122.8;18.5
517;4633 Wholesale dairy products, fats etc;2017 3rd quarter;124.4;24.0
518;4633 Wholesale dairy products, fats etc;2017 4th quarter;125.6;10.7
519;4633 Wholesale dairy products, fats etc;2017;121.6;14.4
520;4634 Wholesale of beverages;2005 1st quarter;;
521;4634 Wholesale of beverages;2005 2nd quarter;;
522;4634 Wholesale of beverages;2005 3rd quarter;;
523;4634 Wholesale of beverages;2005 4th quarter;;
524;4634 Wholesale of beverages;2005;;
525;4634 Wholesale of beverages;2006 1st quarter;;
526;4634 Wholesale of beverages;2006 2nd quarter;;
527;4634 Wholesale of beverages;2006 3rd quarter;;
528;4634 Wholesale of beverages;2006 4th quarter;;
529;4634 Wholesale of beverages;2006;;
530;4634 Wholesale of beverages;2007 1st quarter;88.9;
531;4634 Wholesale of beverages;2007 2nd quarter;107.0;
532;4634 Wholesale of beverages;2007 3rd quarter;107.0;
533;4634 Wholesale of beverages;2007 4th quarter;131.8;
534;4634 Wholesale of beverages;2007;108.7;
535;4634 Wholesale of beverages;2008 1st quarter;89.8;1.0
536;4634 Wholesale of beverages;2008 2nd quarter;102.0;-4.6
537;4634 Wholesale of beverages;2008 3rd quarter;114.7;7.2
538;4634 Wholesale of beverages;2008 4th quarter;124.2;-5.8
539;4634 Wholesale of beverages;2008;107.7;-0.9
540;4634 Wholesale of beverages;2009 1st quarter;79.4;-11.5
541;4634 Wholesale of beverages;2009 2nd quarter;101.4;-0.7
542;4634 Wholesale of beverages;2009 3rd quarter;99.1;-13.6
543;4634 Wholesale of beverages;2009 4th quarter;118.1;-4.9
544;4634 Wholesale of beverages;2009;99.5;-7.6
545;4634 Wholesale of beverages;2010 1st quarter;82.1;3.4
546;4634 Wholesale of beverages;2010 2nd quarter;104.5;3.1
547;4634 Wholesale of beverages;2010 3rd quarter;96.4;-2.8
548;4634 Wholesale of beverages;2010 4th quarter;117.0;-0.9
549;4634 Wholesale of beverages;2010;100.0;0.5
550;4634 Wholesale of beverages;2011 1st quarter;85.2;3.8
551;4634 Wholesale of beverages;2011 2nd quarter;104.0;-0.5
552;4634 Wholesale of beverages;2011 3rd quarter;107.2;11.2
553;4634 Wholesale of beverages;2011 4th quarter;121.8;4.1
554;4634 Wholesale of beverages;2011;104.5;4.5
555;4634 Wholesale of beverages;2012 1st quarter;90.2;5.8
556;4634 Wholesale of beverages;2012 2nd quarter;107.8;3.7
557;4634 Wholesale of beverages;2012 3rd quarter;109.2;1.9
558;4634 Wholesale of beverages;2012 4th quarter;124.8;2.4
559;4634 Wholesale of beverages;2012;108.0;3.3
560;4634 Wholesale of beverages;2013 1st quarter;89.6;-0.6
561;4634 Wholesale of beverages;2013 2nd quarter;108.0;0.2
562;4634 Wholesale of beverages;2013 3rd quarter;105.2;-3.7
563;4634 Wholesale of beverages;2013 4th quarter;120.0;-3.8
564;4634 Wholesale of beverages;2013;105.7;-2.1
565;4634 Wholesale of beverages;2014 1st quarter;90.2;0.6
566;4634 Wholesale of beverages;2014 2nd quarter;114.8;6.4
567;4634 Wholesale of beverages;2014 3rd quarter;104.8;-0.4
568;4634 Wholesale of beverages;2014 4th quarter;126.6;5.5
569;4634 Wholesale of beverages;2014;109.1;3.2
570;4634 Wholesale of beverages;2015 1st quarter;93.1;3.3
571;4634 Wholesale of beverages;2015 2nd quarter;117.5;2.3
572;4634 Wholesale of beverages;2015 3rd quarter;117.6;12.2
573;4634 Wholesale of beverages;2015 4th quarter;132.9;4.9
574;4634 Wholesale of beverages;2015;115.3;5.6
575;4634 Wholesale of beverages;2016 1st quarter;95.8;2.9
576;4634 Wholesale of beverages;2016 2nd quarter;113.8;-3.2
577;4634 Wholesale of beverages;2016 3rd quarter;118.2;0.5
578;4634 Wholesale of beverages;2016 4th quarter;134.1;1.0
579;4634 Wholesale of beverages;2016;115.5;0.2
580;4634 Wholesale of beverages;2017 1st quarter;101.5;5.9
581;4634 Wholesale of beverages;2017 2nd quarter;115.3;1.3
582;4634 Wholesale of beverages;2017 3rd quarter;115.9;-2.0
583;4634 Wholesale of beverages;2017 4th quarter;130.3;-2.9
584;4634 Wholesale of beverages;2017;115.7;0.2
585;4639 Non-specialised wholesale of food;2005 1st quarter;;
586;4639 Non-specialised wholesale of food;2005 2nd quarter;;
587;4639 Non-specialised wholesale of food;2005 3rd quarter;;
588;4639 Non-specialised wholesale of food;2005 4th quarter;;
589;4639 Non-specialised wholesale of food;2005;;
590;4639 Non-specialised wholesale of food;2006 1st quarter;;
591;4639 Non-specialised wholesale of food;2006 2nd quarter;;
592;4639 Non-specialised wholesale of food;2006 3rd quarter;;
593;4639 Non-specialised wholesale of food;2006 4th quarter;;
594;4639 Non-specialised wholesale of food;2006;;
595;4639 Non-specialised wholesale of food;2007 1st quarter;101.7;
596;4639 Non-specialised wholesale of food;2007 2nd quarter;105.9;
597;4639 Non-specialised wholesale of food;2007 3rd quarter;92.2;
598;4639 Non-specialised wholesale of food;2007 4th quarter;110.1;
599;4639 Non-specialised wholesale of food;2007;102.5;
600;4639 Non-specialised wholesale of food;2008 1st quarter;108.8;7.0
601;4639 Non-specialised wholesale of food;2008 2nd quarter;109.2;3.1
602;4639 Non-specialised wholesale of food;2008 3rd quarter;94.2;2.2
603;4639 Non-specialised wholesale of food;2008 4th quarter;108.0;-2.0
604;4639 Non-specialised wholesale of food;2008;105.0;2.5
605;4639 Non-specialised wholesale of food;2009 1st quarter;96.7;-11.1
606;4639 Non-specialised wholesale of food;2009 2nd quarter;94.5;-13.5
607;4639 Non-specialised wholesale of food;2009 3rd quarter;85.9;-8.8
608;4639 Non-specialised wholesale of food;2009 4th quarter;109.5;1.5
609;4639 Non-specialised wholesale of food;2009;96.7;-8.0
610;4639 Non-specialised wholesale of food;2010 1st quarter;99.4;2.7
611;4639 Non-specialised wholesale of food;2010 2nd quarter;103.1;9.1
612;4639 Non-specialised wholesale of food;2010 3rd quarter;90.5;5.4
613;4639 Non-specialised wholesale of food;2010 4th quarter;107.0;-2.3
614;4639 Non-specialised wholesale of food;2010;100.0;3.4
615;4639 Non-specialised wholesale of food;2011 1st quarter;104.6;5.3
616;4639 Non-specialised wholesale of food;2011 2nd quarter;100.9;-2.1
617;4639 Non-specialised wholesale of food;2011 3rd quarter;96.0;6.0
618;4639 Non-specialised wholesale of food;2011 4th quarter;105.4;-1.5
619;4639 Non-specialised wholesale of food;2011;101.7;1.7
620;4639 Non-specialised wholesale of food;2012 1st quarter;102.3;-2.2
621;4639 Non-specialised wholesale of food;2012 2nd quarter;103.7;2.8
622;4639 Non-specialised wholesale of food;2012 3rd quarter;94.6;-1.4
623;4639 Non-specialised wholesale of food;2012 4th quarter;106.2;0.8
624;4639 Non-specialised wholesale of food;2012;101.7;0.0
625;4639 Non-specialised wholesale of food;2013 1st quarter;93.3;-8.8
626;4639 Non-specialised wholesale of food;2013 2nd quarter;99.4;-4.2
627;4639 Non-specialised wholesale of food;2013 3rd quarter;98.6;4.2
628;4639 Non-specialised wholesale of food;2013 4th quarter;99.2;-6.6
629;4639 Non-specialised wholesale of food;2013;97.6;-4.0
630;4639 Non-specialised wholesale of food;2014 1st quarter;93.9;0.7
631;4639 Non-specialised wholesale of food;2014 2nd quarter;91.3;-8.1
632;4639 Non-specialised wholesale of food;2014 3rd quarter;89.0;-9.8
633;4639 Non-specialised wholesale of food;2014 4th quarter;97.1;-2.0
634;4639 Non-specialised wholesale of food;2014;92.8;-4.9
635;4639 Non-specialised wholesale of food;2015 1st quarter;89.6;-4.5
636;4639 Non-specialised wholesale of food;2015 2nd quarter;93.2;2.1
637;4639 Non-specialised wholesale of food;2015 3rd quarter;91.0;2.2
638;4639 Non-specialised wholesale of food;2015 4th quarter;101.7;4.7
639;4639 Non-specialised wholesale of food;2015;93.9;1.1
640;4639 Non-specialised wholesale of food;2016 1st quarter;94.7;5.6
641;4639 Non-specialised wholesale of food;2016 2nd quarter;92.2;-1.0
642;4639 Non-specialised wholesale of food;2016 3rd quarter;90.9;-0.1
643;4639 Non-specialised wholesale of food;2016 4th quarter;101.8;0.1
644;4639 Non-specialised wholesale of food;2016;94.9;1.1
645;4639 Non-specialised wholesale of food;2017 1st quarter;93.8;-0.9
646;4639 Non-specialised wholesale of food;2017 2nd quarter;101.3;9.8
647;4639 Non-specialised wholesale of food;2017 3rd quarter;96.4;6.1
648;4639 Non-specialised wholesale of food;2017 4th quarter;110.2;8.3
649;4639 Non-specialised wholesale of food;2017;100.4;5.8
650;464 Wholesale of consumergoods;2005 1st quarter;89.4;
651;464 Wholesale of consumergoods;2005 2nd quarter;77.2;
652;464 Wholesale of consumergoods;2005 3rd quarter;82.7;
653;464 Wholesale of consumergoods;2005 4th quarter;87.7;
654;464 Wholesale of consumergoods;2005;84.3;
655;464 Wholesale of consumergoods;2006 1st quarter;85.8;-4.1
656;464 Wholesale of consumergoods;2006 2nd quarter;81.0;4.8
657;464 Wholesale of consumergoods;2006 3rd quarter;84.5;2.1
658;464 Wholesale of consumergoods;2006 4th quarter;90.0;2.6
659;464 Wholesale of consumergoods;2006;85.3;1.2
660;464 Wholesale of consumergoods;2007 1st quarter;91.3;6.5
661;464 Wholesale of consumergoods;2007 2nd quarter;87.9;8.6
662;464 Wholesale of consumergoods;2007 3rd quarter;92.6;9.6
663;464 Wholesale of consumergoods;2007 4th quarter;102.4;13.7
664;464 Wholesale of consumergoods;2007;93.5;9.7
665;464 Wholesale of consumergoods;2008 1st quarter;99.8;9.3
666;464 Wholesale of consumergoods;2008 2nd quarter;92.3;5.0
667;464 Wholesale of consumergoods;2008 3rd quarter;96.9;4.7
668;464 Wholesale of consumergoods;2008 4th quarter;103.1;0.7
669;464 Wholesale of consumergoods;2008;98.0;4.8
670;464 Wholesale of consumergoods;2009 1st quarter;95.5;-4.3
671;464 Wholesale of consumergoods;2009 2nd quarter;88.2;-4.5
672;464 Wholesale of consumergoods;2009 3rd quarter;95.1;-1.9
673;464 Wholesale of consumergoods;2009 4th quarter;100.4;-2.6
674;464 Wholesale of consumergoods;2009;94.8;-3.3
675;464 Wholesale of consumergoods;2010 1st quarter;96.2;0.6
676;464 Wholesale of consumergoods;2010 2nd quarter;91.4;3.6
677;464 Wholesale of consumergoods;2010 3rd quarter;102.8;8.1
678;464 Wholesale of consumergoods;2010 4th quarter;109.7;9.2
679;464 Wholesale of consumergoods;2010;100.0;5.5
680;464 Wholesale of consumergoods;2011 1st quarter;106.3;10.6
681;464 Wholesale of consumergoods;2011 2nd quarter;99.5;8.9
682;464 Wholesale of consumergoods;2011 3rd quarter;107.9;5.0
683;464 Wholesale of consumergoods;2011 4th quarter;104.0;-5.2
684;464 Wholesale of consumergoods;2011;104.4;4.4
685;464 Wholesale of consumergoods;2012 1st quarter;103.2;-3.0
686;464 Wholesale of consumergoods;2012 2nd quarter;95.0;-4.5
687;464 Wholesale of consumergoods;2012 3rd quarter;104.3;-3.4
688;464 Wholesale of consumergoods;2012 4th quarter;101.9;-2.0
689;464 Wholesale of consumergoods;2012;101.1;-3.2
690;464 Wholesale of consumergoods;2013 1st quarter;103.2;0.0
691;464 Wholesale of consumergoods;2013 2nd quarter;98.4;3.6
692;464 Wholesale of consumergoods;2013 3rd quarter;106.0;1.7
693;464 Wholesale of consumergoods;2013 4th quarter;103.4;1.5
694;464 Wholesale of consumergoods;2013;102.8;1.6
695;464 Wholesale of consumergoods;2014 1st quarter;107.6;4.3
696;464 Wholesale of consumergoods;2014 2nd quarter;102.0;3.6
697;464 Wholesale of consumergoods;2014 3rd quarter;109.9;3.7
698;464 Wholesale of consumergoods;2014 4th quarter;107.7;4.1
699;464 Wholesale of consumergoods;2014;106.8;3.9
700;464 Wholesale of consumergoods;2015 1st quarter;112.8;4.9
701;464 Wholesale of consumergoods;2015 2nd quarter;109.9;7.7
702;464 Wholesale of consumergoods;2015 3rd quarter;121.7;10.7
703;464 Wholesale of consumergoods;2015 4th quarter;115.9;7.7
704;464 Wholesale of consumergoods;2015;115.1;7.7
705;464 Wholesale of consumergoods;2016 1st quarter;118.6;5.1
706;464 Wholesale of consumergoods;2016 2nd quarter;117.9;7.3
707;464 Wholesale of consumergoods;2016 3rd quarter;129.4;6.3
708;464 Wholesale of consumergoods;2016 4th quarter;131.4;13.4
709;464 Wholesale of consumergoods;2016;124.3;8.0
710;464 Wholesale of consumergoods;2017 1st quarter;129.1;8.9
711;464 Wholesale of consumergoods;2017 2nd quarter;127.0;7.8
712;464 Wholesale of consumergoods;2017 3rd quarter;135.2;4.5
713;464 Wholesale of consumergoods;2017 4th quarter;140.0;6.5
714;464 Wholesale of consumergoods;2017;132.8;6.8
715;4642 Wholesale of clothes, shoes etc;2005 1st quarter;;
716;4642 Wholesale of clothes, shoes etc;2005 2nd quarter;;
717;4642 Wholesale of clothes, shoes etc;2005 3rd quarter;;
718;4642 Wholesale of clothes, shoes etc;2005 4th quarter;;
719;4642 Wholesale of clothes, shoes etc;2005;;
720;4642 Wholesale of clothes, shoes etc;2006 1st quarter;;
721;4642 Wholesale of clothes, shoes etc;2006 2nd quarter;;
722;4642 Wholesale of clothes, shoes etc;2006 3rd quarter;;
723;4642 Wholesale of clothes, shoes etc;2006 4th quarter;;
724;4642 Wholesale of clothes, shoes etc;2006;;
725;4642 Wholesale of clothes, shoes etc;2007 1st quarter;127.1;
726;4642 Wholesale of clothes, shoes etc;2007 2nd quarter;92.7;
727;4642 Wholesale of clothes, shoes etc;2007 3rd quarter;133.1;
728;4642 Wholesale of clothes, shoes etc;2007 4th quarter;100.1;
729;4642 Wholesale of clothes, shoes etc;2007;113.3;
730;4642 Wholesale of clothes, shoes etc;2008 1st quarter;124.7;-1.9
731;4642 Wholesale of clothes, shoes etc;2008 2nd quarter;93.8;1.2
732;4642 Wholesale of clothes, shoes etc;2008 3rd quarter;135.0;1.4
733;4642 Wholesale of clothes, shoes etc;2008 4th quarter;93.7;-6.4
734;4642 Wholesale of clothes, shoes etc;2008;111.8;-1.3
735;4642 Wholesale of clothes, shoes etc;2009 1st quarter;119.9;-3.8
736;4642 Wholesale of clothes, shoes etc;2009 2nd quarter;89.8;-4.3
737;4642 Wholesale of clothes, shoes etc;2009 3rd quarter;121.8;-9.7
738;4642 Wholesale of clothes, shoes etc;2009 4th quarter;85.5;-8.8
739;4642 Wholesale of clothes, shoes etc;2009;104.3;-6.7
740;4642 Wholesale of clothes, shoes etc;2010 1st quarter;110.5;-7.9
741;4642 Wholesale of clothes, shoes etc;2010 2nd quarter;71.0;-20.9
742;4642 Wholesale of clothes, shoes etc;2010 3rd quarter;121.7;-0.1
743;4642 Wholesale of clothes, shoes etc;2010 4th quarter;96.8;13.2
744;4642 Wholesale of clothes, shoes etc;2010;100.0;-4.1
745;4642 Wholesale of clothes, shoes etc;2011 1st quarter;116.8;5.7
746;4642 Wholesale of clothes, shoes etc;2011 2nd quarter;77.3;8.8
747;4642 Wholesale of clothes, shoes etc;2011 3rd quarter;133.1;9.3
748;4642 Wholesale of clothes, shoes etc;2011 4th quarter;86.3;-10.8
749;4642 Wholesale of clothes, shoes etc;2011;103.4;3.4
750;4642 Wholesale of clothes, shoes etc;2012 1st quarter;117.3;0.5
751;4642 Wholesale of clothes, shoes etc;2012 2nd quarter;73.6;-4.8
752;4642 Wholesale of clothes, shoes etc;2012 3rd quarter;125.6;-5.6
753;4642 Wholesale of clothes, shoes etc;2012 4th quarter;81.6;-5.5
754;4642 Wholesale of clothes, shoes etc;2012;99.5;-3.7
755;4642 Wholesale of clothes, shoes etc;2013 1st quarter;111.1;-5.3
756;4642 Wholesale of clothes, shoes etc;2013 2nd quarter;73.6;0.0
757;4642 Wholesale of clothes, shoes etc;2013 3rd quarter;122.7;-2.3
758;4642 Wholesale of clothes, shoes etc;2013 4th quarter;83.8;2.8
759;4642 Wholesale of clothes, shoes etc;2013;97.8;-1.7
760;4642 Wholesale of clothes, shoes etc;2014 1st quarter;114.3;2.8
761;4642 Wholesale of clothes, shoes etc;2014 2nd quarter;76.7;4.3
762;4642 Wholesale of clothes, shoes etc;2014 3rd quarter;124.3;1.3
763;4642 Wholesale of clothes, shoes etc;2014 4th quarter;86.7;3.4
764;4642 Wholesale of clothes, shoes etc;2014;100.5;2.7
765;4642 Wholesale of clothes, shoes etc;2015 1st quarter;109.0;-4.6
766;4642 Wholesale of clothes, shoes etc;2015 2nd quarter;80.3;4.8
767;4642 Wholesale of clothes, shoes etc;2015 3rd quarter;113.4;-8.7
768;4642 Wholesale of clothes, shoes etc;2015 4th quarter;91.6;5.7
769;4642 Wholesale of clothes, shoes etc;2015;98.6;-1.9
770;4642 Wholesale of clothes, shoes etc;2016 1st quarter;112.2;3.0
771;4642 Wholesale of clothes, shoes etc;2016 2nd quarter;83.8;4.3
772;4642 Wholesale of clothes, shoes etc;2016 3rd quarter;122.6;8.1
773;4642 Wholesale of clothes, shoes etc;2016 4th quarter;94.1;2.7
774;4642 Wholesale of clothes, shoes etc;2016;103.2;4.7
775;4642 Wholesale of clothes, shoes etc;2017 1st quarter;111.8;-0.4
776;4642 Wholesale of clothes, shoes etc;2017 2nd quarter;;
777;4642 Wholesale of clothes, shoes etc;2017 3rd quarter;;
778;4642 Wholesale of clothes, shoes etc;2017 4th quarter;;
779;4642 Wholesale of clothes, shoes etc;2017;;
780;4643 Wholesale consumer electronics etc;2005 1st quarter;;
781;4643 Wholesale consumer electronics etc;2005 2nd quarter;;
782;4643 Wholesale consumer electronics etc;2005 3rd quarter;;
783;4643 Wholesale consumer electronics etc;2005 4th quarter;;
784;4643 Wholesale consumer electronics etc;2005;;
785;4643 Wholesale consumer electronics etc;2006 1st quarter;;
786;4643 Wholesale consumer electronics etc;2006 2nd quarter;;
787;4643 Wholesale consumer electronics etc;2006 3rd quarter;;
788;4643 Wholesale consumer electronics etc;2006 4th quarter;;
789;4643 Wholesale consumer electronics etc;2006;;
790;4643 Wholesale consumer electronics etc;2007 1st quarter;96.0;
791;4643 Wholesale consumer electronics etc;2007 2nd quarter;91.5;
792;4643 Wholesale consumer electronics etc;2007 3rd quarter;103.1;
793;4643 Wholesale consumer electronics etc;2007 4th quarter;144.0;
794;4643 Wholesale consumer electronics etc;2007;108.6;
795;4643 Wholesale consumer electronics etc;2008 1st quarter;102.8;7.1
796;4643 Wholesale consumer electronics etc;2008 2nd quarter;97.9;6.9
797;4643 Wholesale consumer electronics etc;2008 3rd quarter;98.6;-4.3
798;4643 Wholesale consumer electronics etc;2008 4th quarter;118.6;-17.7
799;4643 Wholesale consumer electronics etc;2008;104.5;-3.8
800;4643 Wholesale consumer electronics etc;2009 1st quarter;84.0;-18.3
801;4643 Wholesale consumer electronics etc;2009 2nd quarter;77.7;-20.6
802;4643 Wholesale consumer electronics etc;2009 3rd quarter;89.7;-9.0
803;4643 Wholesale consumer electronics etc;2009 4th quarter;115.2;-2.8
804;4643 Wholesale consumer electronics etc;2009;91.7;-12.3
805;4643 Wholesale consumer electronics etc;2010 1st quarter;89.5;6.6
806;4643 Wholesale consumer electronics etc;2010 2nd quarter;89.0;14.6
807;4643 Wholesale consumer electronics etc;2010 3rd quarter;96.6;7.6
808;4643 Wholesale consumer electronics etc;2010 4th quarter;124.9;8.4
809;4643 Wholesale consumer electronics etc;2010;100.0;9.1
810;4643 Wholesale consumer electronics etc;2011 1st quarter;101.9;13.8
811;4643 Wholesale consumer electronics etc;2011 2nd quarter;97.6;9.5
812;4643 Wholesale consumer electronics etc;2011 3rd quarter;98.3;1.8
813;4643 Wholesale consumer electronics etc;2011 4th quarter;113.5;-9.1
814;4643 Wholesale consumer electronics etc;2011;102.8;2.8
815;4643 Wholesale consumer electronics etc;2012 1st quarter;92.6;-9.1
816;4643 Wholesale consumer electronics etc;2012 2nd quarter;88.2;-9.6
817;4643 Wholesale consumer electronics etc;2012 3rd quarter;93.3;-5.1
818;4643 Wholesale consumer electronics etc;2012 4th quarter;105.9;-6.7
819;4643 Wholesale consumer electronics etc;2012;95.0;-7.6
820;4643 Wholesale consumer electronics etc;2013 1st quarter;84.3;-8.9
821;4643 Wholesale consumer electronics etc;2013 2nd quarter;90.1;2.2
822;4643 Wholesale consumer electronics etc;2013 3rd quarter;86.6;-7.1
823;4643 Wholesale consumer electronics etc;2013 4th quarter;97.1;-8.3
824;4643 Wholesale consumer electronics etc;2013;89.5;-5.7
825;4643 Wholesale consumer electronics etc;2014 1st quarter;76.6;-9.2
826;4643 Wholesale consumer electronics etc;2014 2nd quarter;80.5;-10.7
827;4643 Wholesale consumer electronics etc;2014 3rd quarter;79.5;-8.2
828;4643 Wholesale consumer electronics etc;2014 4th quarter;95.8;-1.4
829;4643 Wholesale consumer electronics etc;2014;83.1;-7.2
830;4643 Wholesale consumer electronics etc;2015 1st quarter;83.8;9.4
