ID;Opdrachtgever;Functies;Perioden;TotaalGemaakteKostenGWW_1;KleinOnderhoud_2;Kapitaalswerken_3;TotaalInEigenBeheer_4;KleinOnderhoud_5;Kapitaalswerken_6;TotaalUitbesteed_7;KleinOnderhoud_8;Kapitaalswerken_9
712;Totaal opdrachtgevers;Groenvoorziening;1996 3e kwartaal;144;120;24;70;66;4;74;54;20
713;Totaal opdrachtgevers;Groenvoorziening;1996 4e kwartaal;159;133;26;81;76;5;79;57;21
714;Totaal opdrachtgevers;Groenvoorziening;1996;546;457;89;273;260;13;272;196;76
715;Totaal opdrachtgevers;Groenvoorziening;1997 1e kwartaal;104;75;29;53;48;4;51;27;25
716;Totaal opdrachtgevers;Groenvoorziening;1997 2e kwartaal;161;120;40;72;66;6;89;54;35
717;Totaal opdrachtgevers;Groenvoorziening;1997 3e kwartaal;180;133;46;83;73;10;97;61;36
718;Totaal opdrachtgevers;Groenvoorziening;1997 4e kwartaal;168;129;39;78;70;8;90;59;31
719;Totaal opdrachtgevers;Groenvoorziening;1997;612;458;154;285;257;28;327;201;127
720;Totaal opdrachtgevers;Groenvoorziening;1998 1e kwartaal;97;73;24;49;44;5;48;29;19
721;Totaal opdrachtgevers;Groenvoorziening;1998 2e kwartaal;153;107;46;64;56;8;89;50;39
722;Totaal opdrachtgevers;Groenvoorziening;1998 3e kwartaal;167;118;49;68;59;8;99;58;41
723;Totaal opdrachtgevers;Groenvoorziening;1998 4e kwartaal;162;124;38;77;68;9;86;56;29
724;Totaal opdrachtgevers;Groenvoorziening;1998;579;422;157;257;228;29;322;194;128
725;Totaal opdrachtgevers;Groenvoorziening;1999 1e kwartaal;95;75;20;48;44;4;48;32;16
726;Totaal opdrachtgevers;Groenvoorziening;1999 2e kwartaal;161;113;48;65;57;9;96;56;39
727;Totaal opdrachtgevers;Groenvoorziening;1999 3e kwartaal;168;116;52;71;57;14;97;59;38
728;Totaal opdrachtgevers;Groenvoorziening;1999 4e kwartaal;182;119;63;83;64;19;99;54;44
729;Totaal opdrachtgevers;Groenvoorziening;1999;606;424;183;268;222;45;339;201;137
730;Totaal opdrachtgevers;Groenvoorziening;2000 1e kwartaal;98;73;25;49;43;6;49;30;19
731;Totaal opdrachtgevers;Groenvoorziening;2000 2e kwartaal;152;102;50;63;53;10;89;49;40
732;Totaal opdrachtgevers;Groenvoorziening;2000 3e kwartaal;170;107;63;61;49;12;108;58;51
733;Totaal opdrachtgevers;Groenvoorziening;2000 4e kwartaal;191;137;55;87;73;14;105;64;41
734;Totaal opdrachtgevers;Groenvoorziening;2000;611;418;194;260;218;42;351;200;152
735;Totaal opdrachtgevers;Groenvoorziening;2001 1e kwartaal;50;33;17;23;19;4;27;14;12
736;Totaal opdrachtgevers;Groenvoorziening;2001 2e kwartaal;99;79;20;59;56;3;41;23;18
737;Totaal opdrachtgevers;Groenvoorziening;2001 3e kwartaal;88;68;20;36;34;3;51;34;17
738;Totaal opdrachtgevers;Groenvoorziening;2001 4e kwartaal;122;95;27;50;48;2;72;46;25
739;Totaal opdrachtgevers;Groenvoorziening;2001;359;275;84;169;157;12;190;118;72
740;Totaal opdrachtgevers;Groenvoorziening;2002 1e kwartaal;62;30;32;19;16;3;43;14;29
741;Totaal opdrachtgevers;Groenvoorziening;2002 2e kwartaal;90;62;28;34;31;3;56;31;25
742;Totaal opdrachtgevers;Groenvoorziening;2002 3e kwartaal;141;97;45;54;51;3;87;46;42
743;Totaal opdrachtgevers;Groenvoorziening;2002 4e kwartaal;154;108;46;59;56;3;95;52;43
744;Totaal opdrachtgevers;Groenvoorziening;2002;448;297;150;167;154;12;281;143;138
745;Totaal opdrachtgevers;Groenvoorziening;2003 1e kwartaal;46;34;12;22;17;4;25;17;8
746;Totaal opdrachtgevers;Groenvoorziening;2003 2e kwartaal;95;68;27;30;27;3;65;41;24
747;Totaal opdrachtgevers;Groenvoorziening;2003 3e kwartaal;114;89;25;47;43;4;67;46;21
748;Totaal opdrachtgevers;Groenvoorziening;2003 4e kwartaal;172;129;43;66;61;4;107;68;38
749;Totaal opdrachtgevers;Groenvoorziening;2003;427;320;107;165;148;16;263;172;91
750;Totaal opdrachtgevers;Bestemmingsplannen;1989 1e kwartaal;104;0;104;16;0;16;88;0;88
751;Totaal opdrachtgevers;Bestemmingsplannen;1989 2e kwartaal;133;0;133;18;0;18;115;0;115
752;Totaal opdrachtgevers;Bestemmingsplannen;1989 3e kwartaal;139;0;139;20;0;20;119;0;119
753;Totaal opdrachtgevers;Bestemmingsplannen;1989 4e kwartaal;154;0;154;24;0;24;130;0;130
754;Totaal opdrachtgevers;Bestemmingsplannen;1989;530;0;530;79;0;79;451;0;451
755;Totaal opdrachtgevers;Bestemmingsplannen;1990 1e kwartaal;110;0;110;16;0;16;94;0;94
756;Totaal opdrachtgevers;Bestemmingsplannen;1990 2e kwartaal;130;0;130;18;0;18;113;0;113
757;Totaal opdrachtgevers;Bestemmingsplannen;1990 3e kwartaal;133;0;133;23;0;23;110;0;110
758;Totaal opdrachtgevers;Bestemmingsplannen;1990 4e kwartaal;176;0;176;41;0;41;135;0;135
759;Totaal opdrachtgevers;Bestemmingsplannen;1990;548;0;548;97;0;97;451;0;451
760;Totaal opdrachtgevers;Bestemmingsplannen;1991 1e kwartaal;88;0;88;19;0;19;69;0;69
761;Totaal opdrachtgevers;Bestemmingsplannen;1991 2e kwartaal;120;0;120;21;0;21;99;0;99
762;Totaal opdrachtgevers;Bestemmingsplannen;1991 3e kwartaal;124;0;124;20;0;20;103;0;103
763;Totaal opdrachtgevers;Bestemmingsplannen;1991 4e kwartaal;134;0;134;24;0;24;110;0;110
764;Totaal opdrachtgevers;Bestemmingsplannen;1991;466;0;466;84;0;84;382;0;382
765;Totaal opdrachtgevers;Bestemmingsplannen;1992 1e kwartaal;110;0;110;26;0;26;84;0;84
766;Totaal opdrachtgevers;Bestemmingsplannen;1992 2e kwartaal;131;0;131;19;0;19;113;0;113
767;Totaal opdrachtgevers;Bestemmingsplannen;1992 3e kwartaal;138;0;138;23;0;23;115;0;115
768;Totaal opdrachtgevers;Bestemmingsplannen;1992 4e kwartaal;146;0;146;24;0;24;122;0;122
769;Totaal opdrachtgevers;Bestemmingsplannen;1992;525;0;525;92;0;92;434;0;434
770;Totaal opdrachtgevers;Bestemmingsplannen;1993 1e kwartaal;83;0;83;9;0;9;74;0;74
771;Totaal opdrachtgevers;Bestemmingsplannen;1993 2e kwartaal;132;0;132;22;0;22;110;0;110
772;Totaal opdrachtgevers;Bestemmingsplannen;1993 3e kwartaal;151;0;151;25;0;25;126;0;126
773;Totaal opdrachtgevers;Bestemmingsplannen;1993 4e kwartaal;166;0;166;33;0;33;133;0;133
774;Totaal opdrachtgevers;Bestemmingsplannen;1993;532;0;532;88;0;88;443;0;443
775;Totaal opdrachtgevers;Bestemmingsplannen;1994 1e kwartaal;88;0;88;10;0;10;77;0;77
776;Totaal opdrachtgevers;Bestemmingsplannen;1994 2e kwartaal;139;0;139;21;0;21;118;0;118
777;Totaal opdrachtgevers;Bestemmingsplannen;1994 3e kwartaal;152;0;152;30;0;30;122;0;122
778;Totaal opdrachtgevers;Bestemmingsplannen;1994 4e kwartaal;162;0;162;34;0;34;128;0;128
779;Totaal opdrachtgevers;Bestemmingsplannen;1994;541;0;541;96;0;96;445;0;445
780;Totaal opdrachtgevers;Bestemmingsplannen;1995 1e kwartaal;113;0;113;18;0;18;96;0;96
781;Totaal opdrachtgevers;Bestemmingsplannen;1995 2e kwartaal;154;0;154;24;0;24;131;0;131
782;Totaal opdrachtgevers;Bestemmingsplannen;1995 3e kwartaal;156;0;156;27;0;27;129;0;129
783;Totaal opdrachtgevers;Bestemmingsplannen;1995 4e kwartaal;176;0;176;44;0;44;132;0;132
784;Totaal opdrachtgevers;Bestemmingsplannen;1995;600;0;600;113;0;113;487;0;487
785;Totaal opdrachtgevers;Bestemmingsplannen;1996 1e kwartaal;103;0;103;13;0;13;90;0;90
786;Totaal opdrachtgevers;Bestemmingsplannen;1996 2e kwartaal;180;0;180;36;0;36;144;0;144
787;Totaal opdrachtgevers;Bestemmingsplannen;1996 3e kwartaal;157;0;157;30;0;30;128;0;128
788;Totaal opdrachtgevers;Bestemmingsplannen;1996 4e kwartaal;173;0;173;26;0;26;146;0;146
789;Totaal opdrachtgevers;Bestemmingsplannen;1996;613;0;613;105;0;105;508;0;508
790;Totaal opdrachtgevers;Bestemmingsplannen;1997 1e kwartaal;81;0;81;13;0;13;69;0;69
791;Totaal opdrachtgevers;Bestemmingsplannen;1997 2e kwartaal;150;0;150;22;0;22;128;0;128
792;Totaal opdrachtgevers;Bestemmingsplannen;1997 3e kwartaal;153;0;153;22;0;22;131;0;131
793;Totaal opdrachtgevers;Bestemmingsplannen;1997 4e kwartaal;182;0;182;20;0;20;161;0;161
794;Totaal opdrachtgevers;Bestemmingsplannen;1997;565;0;565;77;0;77;488;0;488
795;Totaal opdrachtgevers;Bestemmingsplannen;1998 1e kwartaal;94;0;94;11;0;11;83;0;83
796;Totaal opdrachtgevers;Bestemmingsplannen;1998 2e kwartaal;131;0;131;15;0;15;115;0;115
797;Totaal opdrachtgevers;Bestemmingsplannen;1998 3e kwartaal;140;0;140;20;0;20;120;0;120
798;Totaal opdrachtgevers;Bestemmingsplannen;1998 4e kwartaal;141;0;141;28;0;28;113;0;113
799;Totaal opdrachtgevers;Bestemmingsplannen;1998;506;0;506;75;0;75;431;0;431
800;Totaal opdrachtgevers;Bestemmingsplannen;1999 1e kwartaal;103;0;103;20;0;20;83;0;83
801;Totaal opdrachtgevers;Bestemmingsplannen;1999 2e kwartaal;126;0;126;22;0;22;104;0;104
802;Totaal opdrachtgevers;Bestemmingsplannen;1999 3e kwartaal;170;0;170;25;0;25;145;0;145
803;Totaal opdrachtgevers;Bestemmingsplannen;1999 4e kwartaal;159;0;159;29;0;29;130;0;130
804;Totaal opdrachtgevers;Bestemmingsplannen;1999;557;0;557;96;0;96;461;0;461
805;Totaal opdrachtgevers;Bestemmingsplannen;2000 1e kwartaal;103;0;103;12;0;12;91;0;91
806;Totaal opdrachtgevers;Bestemmingsplannen;2000 2e kwartaal;155;0;155;18;0;18;137;0;137
807;Totaal opdrachtgevers;Bestemmingsplannen;2000 3e kwartaal;147;0;147;26;0;26;120;0;120
808;Totaal opdrachtgevers;Bestemmingsplannen;2000 4e kwartaal;172;0;172;38;0;38;135;0;135
809;Totaal opdrachtgevers;Bestemmingsplannen;2000;576;0;576;94;0;94;482;0;482
810;Totaal opdrachtgevers;Bestemmingsplannen;2001 1e kwartaal;129;0;129;12;0;12;117;0;117
811;Totaal opdrachtgevers;Bestemmingsplannen;2001 2e kwartaal;253;0;253;127;0;127;126;0;126
812;Totaal opdrachtgevers;Bestemmingsplannen;2001 3e kwartaal;294;0;294;24;0;24;270;0;270
813;Totaal opdrachtgevers;Bestemmingsplannen;2001 4e kwartaal;517;0;517;50;0;50;467;0;467
814;Totaal opdrachtgevers;Bestemmingsplannen;2001;1193;0;1193;213;0;213;980;0;980
815;Totaal opdrachtgevers;Bestemmingsplannen;2002 1e kwartaal;185;0;185;24;0;24;161;0;161
816;Totaal opdrachtgevers;Bestemmingsplannen;2002 2e kwartaal;438;0;438;25;0;25;413;0;413
817;Totaal opdrachtgevers;Bestemmingsplannen;2002 3e kwartaal;626;0;626;78;0;78;549;0;549
818;Totaal opdrachtgevers;Bestemmingsplannen;2002 4e kwartaal;454;0;454;72;0;72;382;0;382
819;Totaal opdrachtgevers;Bestemmingsplannen;2002;1703;0;1703;198;0;198;1505;0;1505
820;Totaal opdrachtgevers;Bestemmingsplannen;2003 1e kwartaal;170;0;170;6;0;6;164;0;164
821;Totaal opdrachtgevers;Bestemmingsplannen;2003 2e kwartaal;171;0;171;14;0;14;157;0;157
822;Totaal opdrachtgevers;Bestemmingsplannen;2003 3e kwartaal;174;0;174;21;0;21;153;0;153
823;Totaal opdrachtgevers;Bestemmingsplannen;2003 4e kwartaal;180;0;180;24;0;24;156;0;156
824;Totaal opdrachtgevers;Bestemmingsplannen;2003;694;0;694;65;0;65;629;0;629
825;Totaal opdrachtgevers;Bodemsanering;1989 1e kwartaal;21;0;21;2;0;2;19;0;19
826;Totaal opdrachtgevers;Bodemsanering;1989 2e kwartaal;20;0;20;3;0;3;17;0;17
827;Totaal opdrachtgevers;Bodemsanering;1989 3e kwartaal;18;0;18;4;0;4;14;0;14
828;Totaal opdrachtgevers;Bodemsanering;1989 4e kwartaal;35;0;35;3;0;3;32;0;32
829;Totaal opdrachtgevers;Bodemsanering;1989;93;0;93;11;0;11;82;0;82
830;Totaal opdrachtgevers;Bodemsanering;1990 1e kwartaal;25;0;25;2;0;2;23;0;23
831;Totaal opdrachtgevers;Bodemsanering;1990 2e kwartaal;22;0;22;2;0;2;20;0;20
832;Totaal opdrachtgevers;Bodemsanering;1990 3e kwartaal;19;0;19;2;0;2;16;0;16
833;Totaal opdrachtgevers;Bodemsanering;1990 4e kwartaal;39;0;39;6;0;6;32;0;32
834;Totaal opdrachtgevers;Bodemsanering;1990;104;0;104;12;0;12;92;0;92
835;Totaal opdrachtgevers;Bodemsanering;1991 1e kwartaal;17;0;17;2;0;2;14;0;14
836;Totaal opdrachtgevers;Bodemsanering;1991 2e kwartaal;18;0;18;2;0;2;16;0;16
837;Totaal opdrachtgevers;Bodemsanering;1991 3e kwartaal;26;0;26;3;0;3;23;0;23
838;Totaal opdrachtgevers;Bodemsanering;1991 4e kwartaal;34;0;34;3;0;3;30;0;30
839;Totaal opdrachtgevers;Bodemsanering;1991;95;0;95;11;0;11;83;0;83
840;Totaal opdrachtgevers;Bodemsanering;1992 1e kwartaal;25;0;25;3;0;3;21;0;21
841;Totaal opdrachtgevers;Bodemsanering;1992 2e kwartaal;25;0;25;4;0;4;21;0;21
842;Totaal opdrachtgevers;Bodemsanering;1992 3e kwartaal;17;0;17;4;0;4;14;0;14
843;Totaal opdrachtgevers;Bodemsanering;1992 4e kwartaal;54;0;54;8;0;8;46;0;46
844;Totaal opdrachtgevers;Bodemsanering;1992;121;0;121;18;0;18;103;0;103
845;Totaal opdrachtgevers;Bodemsanering;1993 1e kwartaal;14;0;14;2;0;2;12;0;12
846;Totaal opdrachtgevers;Bodemsanering;1993 2e kwartaal;22;0;22;3;0;3;19;0;19
847;Totaal opdrachtgevers;Bodemsanering;1993 3e kwartaal;19;0;19;3;0;3;15;0;15
848;Totaal opdrachtgevers;Bodemsanering;1993 4e kwartaal;40;0;40;6;0;6;34;0;34
849;Totaal opdrachtgevers;Bodemsanering;1993;96;0;96;15;0;15;81;0;81
850;Totaal opdrachtgevers;Bodemsanering;1994 1e kwartaal;10;0;10;1;0;1;9;0;9
851;Totaal opdrachtgevers;Bodemsanering;1994 2e kwartaal;26;0;26;4;0;4;22;0;22
852;Totaal opdrachtgevers;Bodemsanering;1994 3e kwartaal;27;0;27;4;0;4;23;0;23
853;Totaal opdrachtgevers;Bodemsanering;1994 4e kwartaal;28;0;28;5;0;5;23;0;23
854;Totaal opdrachtgevers;Bodemsanering;1994;91;0;91;14;0;14;77;0;77
855;Totaal opdrachtgevers;Bodemsanering;1995 1e kwartaal;20;0;20;3;0;3;18;0;18
856;Totaal opdrachtgevers;Bodemsanering;1995 2e kwartaal;22;0;22;4;0;4;19;0;19
857;Totaal opdrachtgevers;Bodemsanering;1995 3e kwartaal;31;0;31;6;0;6;25;0;25
858;Totaal opdrachtgevers;Bodemsanering;1995 4e kwartaal;29;0;29;3;0;3;25;0;25
859;Totaal opdrachtgevers;Bodemsanering;1995;103;0;103;15;0;15;87;0;87
860;Totaal opdrachtgevers;Bodemsanering;1996 1e kwartaal;17;0;17;2;0;2;15;0;15
861;Totaal opdrachtgevers;Bodemsanering;1996 2e kwartaal;24;0;24;4;0;4;20;0;20
862;Totaal opdrachtgevers;Bodemsanering;1996 3e kwartaal;17;0;17;2;0;2;15;0;15
863;Totaal opdrachtgevers;Bodemsanering;1996 4e kwartaal;23;0;23;3;0;3;20;0;20
864;Totaal opdrachtgevers;Bodemsanering;1996;81;0;81;11;0;11;69;0;69
865;Totaal opdrachtgevers;Bodemsanering;1997 1e kwartaal;15;0;15;2;0;2;14;0;14
866;Totaal opdrachtgevers;Bodemsanering;1997 2e kwartaal;27;0;27;2;0;2;25;0;25
867;Totaal opdrachtgevers;Bodemsanering;1997 3e kwartaal;28;0;28;2;0;2;25;0;25
868;Totaal opdrachtgevers;Bodemsanering;1997 4e kwartaal;32;0;32;4;0;4;28;0;28
869;Totaal opdrachtgevers;Bodemsanering;1997;103;0;103;10;0;10;93;0;93
870;Totaal opdrachtgevers;Bodemsanering;1998 1e kwartaal;17;0;17;2;0;2;15;0;15
871;Totaal opdrachtgevers;Bodemsanering;1998 2e kwartaal;24;0;24;1;0;1;23;0;23
872;Totaal opdrachtgevers;Bodemsanering;1998 3e kwartaal;24;0;24;4;0;4;20;0;20
873;Totaal opdrachtgevers;Bodemsanering;1998 4e kwartaal;41;0;41;3;0;3;38;0;38
874;Totaal opdrachtgevers;Bodemsanering;1998;106;0;106;10;0;10;96;0;96
875;Totaal opdrachtgevers;Bodemsanering;1999 1e kwartaal;15;0;15;1;0;1;14;0;14
876;Totaal opdrachtgevers;Bodemsanering;1999 2e kwartaal;27;0;27;2;0;2;25;0;25
877;Totaal opdrachtgevers;Bodemsanering;1999 3e kwartaal;26;0;26;4;0;4;22;0;22
878;Totaal opdrachtgevers;Bodemsanering;1999 4e kwartaal;40;0;40;3;0;3;37;0;37
879;Totaal opdrachtgevers;Bodemsanering;1999;107;0;107;10;0;10;98;0;98
880;Totaal opdrachtgevers;Bodemsanering;2000 1e kwartaal;14;0;14;0;0;0;13;0;13
881;Totaal opdrachtgevers;Bodemsanering;2000 2e kwartaal;25;0;25;1;0;1;23;0;23
882;Totaal opdrachtgevers;Bodemsanering;2000 3e kwartaal;17;0;17;2;0;2;15;0;15
883;Totaal opdrachtgevers;Bodemsanering;2000 4e kwartaal;33;0;33;4;0;4;29;0;29
884;Totaal opdrachtgevers;Bodemsanering;2000;88;0;88;8;0;8;80;0;80
885;Totaal opdrachtgevers;Bodemsanering;2001 1e kwartaal;17;0;17;6;0;6;11;0;11
886;Totaal opdrachtgevers;Bodemsanering;2001 2e kwartaal;38;0;38;11;0;11;27;0;27
887;Totaal opdrachtgevers;Bodemsanering;2001 3e kwartaal;34;0;34;10;0;10;24;0;24
888;Totaal opdrachtgevers;Bodemsanering;2001 4e kwartaal;65;0;65;13;0;13;52;0;52
889;Totaal opdrachtgevers;Bodemsanering;2001;168;0;168;40;0;40;129;0;129
890;Totaal opdrachtgevers;Bodemsanering;2002 1e kwartaal;22;0;22;7;0;7;15;0;15
891;Totaal opdrachtgevers;Bodemsanering;2002 2e kwartaal;25;0;25;6;0;6;19;0;19
892;Totaal opdrachtgevers;Bodemsanering;2002 3e kwartaal;38;0;38;3;0;3;35;0;35
893;Totaal opdrachtgevers;Bodemsanering;2002 4e kwartaal;45;0;45;7;0;7;38;0;38
894;Totaal opdrachtgevers;Bodemsanering;2002;130;0;130;24;0;24;107;0;107
895;Totaal opdrachtgevers;Bodemsanering;2003 1e kwartaal;19;0;19;2;0;2;18;0;18
896;Totaal opdrachtgevers;Bodemsanering;2003 2e kwartaal;21;0;21;4;0;4;17;0;17
897;Totaal opdrachtgevers;Bodemsanering;2003 3e kwartaal;48;0;48;5;0;5;42;0;42
898;Totaal opdrachtgevers;Bodemsanering;2003 4e kwartaal;42;0;42;13;0;13;29;0;29
899;Totaal opdrachtgevers;Bodemsanering;2003;131;0;131;24;0;24;106;0;106
900;Totaal opdrachtgevers;Overige;1989 1e kwartaal;5;0;5;0;0;0;5;0;5
901;Totaal opdrachtgevers;Overige;1989 2e kwartaal;7;0;6;0;0;0;6;0;6
902;Totaal opdrachtgevers;Overige;1989 3e kwartaal;6;0;6;0;0;0;6;0;6
903;Totaal opdrachtgevers;Overige;1989 4e kwartaal;14;0;14;0;0;0;14;0;14
904;Totaal opdrachtgevers;Overige;1989;32;1;31;1;0;1;31;1;30
905;Totaal opdrachtgevers;Overige;1990 1e kwartaal;8;0;8;0;0;0;8;0;8
906;Totaal opdrachtgevers;Overige;1990 2e kwartaal;10;0;10;0;0;0;10;0;10
907;Totaal opdrachtgevers;Overige;1990 3e kwartaal;9;0;8;0;0;0;8;0;8
908;Totaal opdrachtgevers;Overige;1990 4e kwartaal;15;0;15;0;0;0;15;0;15
909;Totaal opdrachtgevers;Overige;1990;42;1;41;1;0;1;40;1;40
910;Totaal opdrachtgevers;Overige;1991 1e kwartaal;4;0;3;0;0;0;4;0;3
911;Totaal opdrachtgevers;Overige;1991 2e kwartaal;8;0;8;0;0;0;8;0;8
912;Totaal opdrachtgevers;Overige;1991 3e kwartaal;9;0;8;0;0;0;8;0;8
913;Totaal opdrachtgevers;Overige;1991 4e kwartaal;8;0;8;0;0;0;8;0;8
914;Totaal opdrachtgevers;Overige;1991;28;1;27;0;0;0;27;0;27
915;Totaal opdrachtgevers;Overige;1992 1e kwartaal;15;0;15;0;0;0;15;0;15
916;Totaal opdrachtgevers;Overige;1992 2e kwartaal;10;0;10;0;0;0;10;0;10
917;Totaal opdrachtgevers;Overige;1992 3e kwartaal;11;0;11;0;0;0;11;0;11
918;Totaal opdrachtgevers;Overige;1992 4e kwartaal;18;0;17;0;0;0;17;0;17
919;Totaal opdrachtgevers;Overige;1992;55;1;54;0;0;0;54;1;54
920;Totaal opdrachtgevers;Overige;1993 1e kwartaal;5;0;5;0;0;0;5;0;5
921;Totaal opdrachtgevers;Overige;1993 2e kwartaal;10;0;10;1;0;0;10;0;9
922;Totaal opdrachtgevers;Overige;1993 3e kwartaal;12;0;12;0;0;0;12;0;12
923;Totaal opdrachtgevers;Overige;1993 4e kwartaal;13;0;13;0;0;0;13;0;13
924;Totaal opdrachtgevers;Overige;1993;40;1;39;1;0;1;39;1;39
925;Totaal opdrachtgevers;Overige;1994 1e kwartaal;7;0;7;0;0;0;7;0;7
926;Totaal opdrachtgevers;Overige;1994 2e kwartaal;11;0;11;0;0;0;11;0;11
927;Totaal opdrachtgevers;Overige;1994 3e kwartaal;10;0;10;0;0;0;10;0;10
928;Totaal opdrachtgevers;Overige;1994 4e kwartaal;8;0;8;0;0;0;8;0;8
929;Totaal opdrachtgevers;Overige;1994;38;0;37;0;0;0;38;0;37
930;Totaal opdrachtgevers;Overige;1995 1e kwartaal;3;0;3;0;0;0;3;0;3
931;Totaal opdrachtgevers;Overige;1995 2e kwartaal;2;0;2;0;0;0;2;0;2
932;Totaal opdrachtgevers;Overige;1995 3e kwartaal;2;0;2;0;0;0;2;0;2
933;Totaal opdrachtgevers;Overige;1995 4e kwartaal;6;0;6;0;0;0;6;0;6
934;Totaal opdrachtgevers;Overige;1995;14;0;13;0;0;0;13;0;13
935;Totaal opdrachtgevers;Overige;1996 1e kwartaal;3;0;2;0;0;0;2;0;2
936;Totaal opdrachtgevers;Overige;1996 2e kwartaal;5;1;4;0;0;0;5;0;4
937;Totaal opdrachtgevers;Overige;1996 3e kwartaal;5;1;4;0;0;0;5;0;4
938;Totaal opdrachtgevers;Overige;1996 4e kwartaal;7;0;6;0;0;0;7;0;6
939;Totaal opdrachtgevers;Overige;1996;19;3;16;1;1;0;18;2;16
940;Totaal opdrachtgevers;Overige;1997 1e kwartaal;4;0;4;0;0;0;4;0;3
941;Totaal opdrachtgevers;Overige;1997 2e kwartaal;4;0;4;0;0;0;4;0;4
942;Totaal opdrachtgevers;Overige;1997 3e kwartaal;4;0;4;0;0;0;4;0;4
943;Totaal opdrachtgevers;Overige;1997 4e kwartaal;4;0;3;0;0;0;4;0;3
944;Totaal opdrachtgevers;Overige;1997;15;0;14;0;0;0;15;0;14
945;Totaal opdrachtgevers;Overige;1998 1e kwartaal;3;0;3;0;0;0;3;0;3
946;Totaal opdrachtgevers;Overige;1998 2e kwartaal;3;0;2;0;0;0;3;0;2
947;Totaal opdrachtgevers;Overige;1998 3e kwartaal;3;0;3;0;0;0;3;0;3
948;Totaal opdrachtgevers;Overige;1998 4e kwartaal;4;0;4;0;0;0;4;0;4
949;Totaal opdrachtgevers;Overige;1998;13;1;12;0;0;0;13;1;12
950;Totaal opdrachtgevers;Overige;1999 1e kwartaal;1;0;1;0;0;0;1;0;1
951;Totaal opdrachtgevers;Overige;1999 2e kwartaal;3;0;2;0;0;0;3;0;2
952;Totaal opdrachtgevers;Overige;1999 3e kwartaal;4;0;4;0;0;0;4;0;4
953;Totaal opdrachtgevers;Overige;1999 4e kwartaal;2;0;2;0;0;0;2;0;2
954;Totaal opdrachtgevers;Overige;1999;10;1;9;0;0;0;10;1;9
955;Totaal opdrachtgevers;Overige;2000 1e kwartaal;12;0;12;0;0;0;12;0;12
956;Totaal opdrachtgevers;Overige;2000 2e kwartaal;2;0;2;0;0;0;2;0;2
957;Totaal opdrachtgevers;Overige;2000 3e kwartaal;36;0;36;0;0;0;36;0;36
958;Totaal opdrachtgevers;Overige;2000 4e kwartaal;22;2;20;0;0;0;22;2;20
959;Totaal opdrachtgevers;Overige;2000;73;3;70;0;0;0;72;2;70
960;Totaal opdrachtgevers;Overige;2001 1e kwartaal;28;5;23;3;1;2;25;4;21
961;Totaal opdrachtgevers;Overige;2001 2e kwartaal;15;4;11;3;0;2;12;4;9
962;Totaal opdrachtgevers;Overige;2001 3e kwartaal;5;5;0;2;2;0;3;3;0
963;Totaal opdrachtgevers;Overige;2001 4e kwartaal;4;3;1;1;1;0;3;2;1
964;Totaal opdrachtgevers;Overige;2001;37;17;21;8;4;4;29;13;17
965;Totaal opdrachtgevers;Overige;2002 1e kwartaal;7;2;5;1;1;0;6;1;5
966;Totaal opdrachtgevers;Overige;2002 2e kwartaal;6;5;1;1;1;0;5;4;1
967;Totaal opdrachtgevers;Overige;2002 3e kwartaal;2;1;1;1;1;0;1;0;0
968;Totaal opdrachtgevers;Overige;2002 4e kwartaal;23;19;4;18;17;1;5;2;3
969;Totaal opdrachtgevers;Overige;2002;38;27;11;20;19;2;17;8;10
970;Totaal opdrachtgevers;Overige;2003 1e kwartaal;21;16;4;13;12;1;8;4;4
971;Totaal opdrachtgevers;Overige;2003 2e kwartaal;31;20;11;20;19;1;11;1;10
972;Totaal opdrachtgevers;Overige;2003 3e kwartaal;33;29;4;28;28;0;4;1;4
973;Totaal opdrachtgevers;Overige;2003 4e kwartaal;58;47;11;42;40;3;16;7;9
974;Totaal opdrachtgevers;Overige;2003;143;112;30;104;99;5;39;13;26
975;Rijk;Totaal functies;1989 1e kwartaal;117;30;86;1;1;0;115;29;86
976;Rijk;Totaal functies;1989 2e kwartaal;172;44;128;1;1;0;171;43;128
977;Rijk;Totaal functies;1989 3e kwartaal;224;52;172;1;1;0;223;52;171
978;Rijk;Totaal functies;1989 4e kwartaal;400;96;304;2;1;0;398;95;303
979;Rijk;Totaal functies;1989;913;222;690;5;4;2;907;219;688
980;Rijk;Totaal functies;1990 1e kwartaal;140;34;106;1;0;0;139;34;105
981;Rijk;Totaal functies;1990 2e kwartaal;193;51;142;1;1;0;191;50;141
982;Rijk;Totaal functies;1990 3e kwartaal;237;65;172;1;1;0;236;65;172
983;Rijk;Totaal functies;1990 4e kwartaal;353;111;243;2;1;0;352;109;242
984;Rijk;Totaal functies;1990;923;261;662;5;4;2;918;258;660
985;Rijk;Totaal functies;1991 1e kwartaal;157;49;107;1;0;0;155;49;107
986;Rijk;Totaal functies;1991 2e kwartaal;204;70;134;1;1;0;202;69;133
987;Rijk;Totaal functies;1991 3e kwartaal;238;94;144;1;1;0;236;93;143
988;Rijk;Totaal functies;1991 4e kwartaal;359;142;218;2;1;0;358;141;217
989;Rijk;Totaal functies;1991;957;355;602;6;4;2;952;352;600
