ID;Opdrachtgever;Functies;Perioden;TotaalGemaakteKostenGWW_1;KleinOnderhoud_2;Kapitaalswerken_3;TotaalInEigenBeheer_4;KleinOnderhoud_5;Kapitaalswerken_6;TotaalUitbesteed_7;KleinOnderhoud_8;Kapitaalswerken_9
257;Totaal opdrachtgevers;Luchtverkeer;1995 3e kwartaal;10;0;10;0;0;0;10;0;10
258;Totaal opdrachtgevers;Luchtverkeer;1995 4e kwartaal;5;0;5;0;0;0;5;0;5
259;Totaal opdrachtgevers;Luchtverkeer;1995;39;0;39;0;0;0;39;0;39
260;Totaal opdrachtgevers;Luchtverkeer;1996 1e kwartaal;8;0;8;0;0;0;8;0;8
261;Totaal opdrachtgevers;Luchtverkeer;1996 2e kwartaal;12;0;12;0;0;0;12;0;12
262;Totaal opdrachtgevers;Luchtverkeer;1996 3e kwartaal;5;0;5;0;0;0;5;0;5
263;Totaal opdrachtgevers;Luchtverkeer;1996 4e kwartaal;6;0;6;0;0;0;6;0;6
264;Totaal opdrachtgevers;Luchtverkeer;1996;31;0;31;0;0;0;31;0;31
265;Totaal opdrachtgevers;Luchtverkeer;1997 1e kwartaal;9;0;8;0;0;0;9;0;8
266;Totaal opdrachtgevers;Luchtverkeer;1997 2e kwartaal;21;0;21;0;0;0;21;0;21
267;Totaal opdrachtgevers;Luchtverkeer;1997 3e kwartaal;21;0;21;0;0;0;21;0;21
268;Totaal opdrachtgevers;Luchtverkeer;1997 4e kwartaal;21;0;21;0;0;0;21;0;21
269;Totaal opdrachtgevers;Luchtverkeer;1997;72;1;71;0;0;0;72;1;71
270;Totaal opdrachtgevers;Luchtverkeer;1998 1e kwartaal;27;0;27;0;0;0;27;0;27
271;Totaal opdrachtgevers;Luchtverkeer;1998 2e kwartaal;27;0;26;0;0;0;27;0;26
272;Totaal opdrachtgevers;Luchtverkeer;1998 3e kwartaal;27;0;27;0;0;0;27;0;27
273;Totaal opdrachtgevers;Luchtverkeer;1998 4e kwartaal;25;0;25;0;0;0;25;0;25
274;Totaal opdrachtgevers;Luchtverkeer;1998;106;0;105;0;0;0;106;0;105
275;Totaal opdrachtgevers;Luchtverkeer;1999 1e kwartaal;32;0;32;0;0;0;32;0;32
276;Totaal opdrachtgevers;Luchtverkeer;1999 2e kwartaal;33;0;33;0;0;0;33;0;33
277;Totaal opdrachtgevers;Luchtverkeer;1999 3e kwartaal;31;0;31;0;0;0;31;0;31
278;Totaal opdrachtgevers;Luchtverkeer;1999 4e kwartaal;32;0;32;0;0;0;32;0;32
279;Totaal opdrachtgevers;Luchtverkeer;1999;128;0;127;0;0;0;128;0;127
280;Totaal opdrachtgevers;Luchtverkeer;2000 1e kwartaal;36;0;36;0;0;0;36;0;36
281;Totaal opdrachtgevers;Luchtverkeer;2000 2e kwartaal;24;0;24;0;0;0;24;0;24
282;Totaal opdrachtgevers;Luchtverkeer;2000 3e kwartaal;15;0;15;0;0;0;15;0;15
283;Totaal opdrachtgevers;Luchtverkeer;2000 4e kwartaal;10;0;10;0;0;0;10;0;10
284;Totaal opdrachtgevers;Luchtverkeer;2000;85;0;85;0;0;0;85;0;85
285;Totaal opdrachtgevers;Luchtverkeer;2001 1e kwartaal;19;0;19;0;0;0;19;0;19
286;Totaal opdrachtgevers;Luchtverkeer;2001 2e kwartaal;5;0;5;0;0;0;5;0;5
287;Totaal opdrachtgevers;Luchtverkeer;2001 3e kwartaal;15;0;15;0;0;0;15;0;15
288;Totaal opdrachtgevers;Luchtverkeer;2001 4e kwartaal;76;0;76;0;0;0;76;0;76
289;Totaal opdrachtgevers;Luchtverkeer;2001;115;0;114;0;0;0;115;0;114
290;Totaal opdrachtgevers;Luchtverkeer;2002 1e kwartaal;17;0;17;1;0;1;16;0;16
291;Totaal opdrachtgevers;Luchtverkeer;2002 2e kwartaal;5;0;5;0;0;0;5;0;5
292;Totaal opdrachtgevers;Luchtverkeer;2002 3e kwartaal;76;0;76;0;0;0;76;0;76
293;Totaal opdrachtgevers;Luchtverkeer;2002 4e kwartaal;85;0;85;0;0;0;85;0;85
294;Totaal opdrachtgevers;Luchtverkeer;2002;184;1;183;1;0;1;183;1;183
295;Totaal opdrachtgevers;Luchtverkeer;2003 1e kwartaal;16;0;16;0;0;0;16;0;16
296;Totaal opdrachtgevers;Luchtverkeer;2003 2e kwartaal;38;0;38;0;0;0;38;0;38
297;Totaal opdrachtgevers;Luchtverkeer;2003 3e kwartaal;82;1;81;1;1;0;82;0;81
298;Totaal opdrachtgevers;Luchtverkeer;2003 4e kwartaal;14;0;14;0;0;0;14;0;14
299;Totaal opdrachtgevers;Luchtverkeer;2003;150;1;149;1;1;0;149;0;149
300;Totaal opdrachtgevers;Railvervoer;1989 1e kwartaal;99;17;82;39;13;26;61;5;56
301;Totaal opdrachtgevers;Railvervoer;1989 2e kwartaal;105;13;92;38;10;28;67;3;64
302;Totaal opdrachtgevers;Railvervoer;1989 3e kwartaal;115;20;95;44;15;28;72;5;67
303;Totaal opdrachtgevers;Railvervoer;1989 4e kwartaal;149;20;129;42;15;27;108;5;102
304;Totaal opdrachtgevers;Railvervoer;1989;469;71;398;162;53;109;307;18;289
305;Totaal opdrachtgevers;Railvervoer;1990 1e kwartaal;120;20;99;47;17;30;73;4;69
306;Totaal opdrachtgevers;Railvervoer;1990 2e kwartaal;131;20;112;51;16;35;80;4;77
307;Totaal opdrachtgevers;Railvervoer;1990 3e kwartaal;148;19;129;57;15;42;91;5;86
308;Totaal opdrachtgevers;Railvervoer;1990 4e kwartaal;191;21;170;65;15;50;126;5;120
309;Totaal opdrachtgevers;Railvervoer;1990;590;80;510;220;63;157;370;17;352
310;Totaal opdrachtgevers;Railvervoer;1991 1e kwartaal;127;10;117;46;7;39;81;3;78
311;Totaal opdrachtgevers;Railvervoer;1991 2e kwartaal;143;4;140;61;2;58;83;1;82
312;Totaal opdrachtgevers;Railvervoer;1991 3e kwartaal;153;4;149;54;2;52;99;2;97
313;Totaal opdrachtgevers;Railvervoer;1991 4e kwartaal;212;5;208;64;3;61;148;2;147
314;Totaal opdrachtgevers;Railvervoer;1991;636;22;614;225;14;211;412;9;403
315;Totaal opdrachtgevers;Railvervoer;1992 1e kwartaal;137;10;127;49;7;42;88;3;85
316;Totaal opdrachtgevers;Railvervoer;1992 2e kwartaal;142;10;133;50;6;44;92;3;89
317;Totaal opdrachtgevers;Railvervoer;1992 3e kwartaal;164;9;155;53;6;47;112;3;108
318;Totaal opdrachtgevers;Railvervoer;1992 4e kwartaal;281;11;270;77;7;69;204;4;200
319;Totaal opdrachtgevers;Railvervoer;1992;724;40;684;229;27;202;496;13;482
320;Totaal opdrachtgevers;Railvervoer;1993 1e kwartaal;159;11;148;54;7;47;105;4;101
321;Totaal opdrachtgevers;Railvervoer;1993 2e kwartaal;187;19;168;64;13;52;122;6;116
322;Totaal opdrachtgevers;Railvervoer;1993 3e kwartaal;275;20;255;89;15;75;186;6;180
323;Totaal opdrachtgevers;Railvervoer;1993 4e kwartaal;253;6;247;73;4;69;181;2;178
324;Totaal opdrachtgevers;Railvervoer;1993;874;57;817;280;39;242;594;18;575
325;Totaal opdrachtgevers;Railvervoer;1994 1e kwartaal;161;10;152;56;7;49;105;3;103
326;Totaal opdrachtgevers;Railvervoer;1994 2e kwartaal;236;18;219;74;13;61;162;5;157
327;Totaal opdrachtgevers;Railvervoer;1994 3e kwartaal;218;20;198;72;14;58;146;6;140
328;Totaal opdrachtgevers;Railvervoer;1994 4e kwartaal;281;25;256;84;17;68;196;8;189
329;Totaal opdrachtgevers;Railvervoer;1994;897;72;825;286;50;236;611;21;589
330;Totaal opdrachtgevers;Railvervoer;1995 1e kwartaal;222;29;192;45;5;40;177;25;152
331;Totaal opdrachtgevers;Railvervoer;1995 2e kwartaal;199;19;180;41;3;38;158;16;142
332;Totaal opdrachtgevers;Railvervoer;1995 3e kwartaal;214;35;179;41;1;39;173;34;140
333;Totaal opdrachtgevers;Railvervoer;1995 4e kwartaal;323;55;267;50;1;49;272;54;218
334;Totaal opdrachtgevers;Railvervoer;1995;958;139;819;177;10;167;781;129;652
335;Totaal opdrachtgevers;Railvervoer;1996 1e kwartaal;196;46;151;27;7;20;170;38;132
336;Totaal opdrachtgevers;Railvervoer;1996 2e kwartaal;195;64;130;7;1;5;187;63;125
337;Totaal opdrachtgevers;Railvervoer;1996 3e kwartaal;236;47;189;7;1;6;230;46;183
338;Totaal opdrachtgevers;Railvervoer;1996 4e kwartaal;286;81;206;9;1;7;278;79;198
339;Totaal opdrachtgevers;Railvervoer;1996;913;238;676;49;11;38;864;226;638
340;Totaal opdrachtgevers;Railvervoer;1997 1e kwartaal;236;95;140;5;2;2;231;93;137
341;Totaal opdrachtgevers;Railvervoer;1997 2e kwartaal;248;115;133;5;2;3;243;113;130
342;Totaal opdrachtgevers;Railvervoer;1997 3e kwartaal;257;131;126;4;1;2;253;130;123
343;Totaal opdrachtgevers;Railvervoer;1997 4e kwartaal;246;88;158;5;3;3;241;85;156
344;Totaal opdrachtgevers;Railvervoer;1997;987;430;557;19;8;10;969;422;547
345;Totaal opdrachtgevers;Railvervoer;1998 1e kwartaal;222;69;153;5;2;4;217;67;150
346;Totaal opdrachtgevers;Railvervoer;1998 2e kwartaal;216;88;129;6;4;3;210;83;126
347;Totaal opdrachtgevers;Railvervoer;1998 3e kwartaal;304;131;173;7;3;4;298;128;170
348;Totaal opdrachtgevers;Railvervoer;1998 4e kwartaal;342;165;177;6;3;3;336;162;174
349;Totaal opdrachtgevers;Railvervoer;1998;1085;452;633;25;12;13;1060;440;620
350;Totaal opdrachtgevers;Railvervoer;1999 1e kwartaal;229;64;165;5;2;3;224;63;162
351;Totaal opdrachtgevers;Railvervoer;1999 2e kwartaal;236;94;142;8;3;5;228;91;137
352;Totaal opdrachtgevers;Railvervoer;1999 3e kwartaal;255;88;167;7;4;4;247;84;163
353;Totaal opdrachtgevers;Railvervoer;1999 4e kwartaal;410;138;272;8;4;4;403;134;268
354;Totaal opdrachtgevers;Railvervoer;1999;1130;384;746;29;12;16;1102;372;730
355;Totaal opdrachtgevers;Railvervoer;2000 1e kwartaal;220;66;154;8;3;5;212;64;149
356;Totaal opdrachtgevers;Railvervoer;2000 2e kwartaal;338;88;250;9;3;6;329;84;244
357;Totaal opdrachtgevers;Railvervoer;2000 3e kwartaal;452;100;351;11;3;8;441;97;344
358;Totaal opdrachtgevers;Railvervoer;2000 4e kwartaal;442;149;293;69;3;65;373;146;228
359;Totaal opdrachtgevers;Railvervoer;2000;1451;403;1049;96;12;84;1355;391;965
360;Totaal opdrachtgevers;Railvervoer;2001 1e kwartaal;442;81;361;34;4;30;408;77;331
361;Totaal opdrachtgevers;Railvervoer;2001 2e kwartaal;412;99;312;12;4;8;400;95;305
362;Totaal opdrachtgevers;Railvervoer;2001 3e kwartaal;533;107;426;12;4;8;521;102;419
363;Totaal opdrachtgevers;Railvervoer;2001 4e kwartaal;676;197;479;5;2;3;671;195;477
364;Totaal opdrachtgevers;Railvervoer;2001;2063;484;1579;63;15;48;2000;469;1531
365;Totaal opdrachtgevers;Railvervoer;2002 1e kwartaal;453;86;367;14;6;7;439;79;360
366;Totaal opdrachtgevers;Railvervoer;2002 2e kwartaal;700;134;566;13;6;7;687;127;560
367;Totaal opdrachtgevers;Railvervoer;2002 3e kwartaal;592;126;466;9;5;3;583;121;462
368;Totaal opdrachtgevers;Railvervoer;2002 4e kwartaal;742;207;535;10;5;5;732;202;530
369;Totaal opdrachtgevers;Railvervoer;2002;2487;553;1934;46;24;22;2441;530;1912
370;Totaal opdrachtgevers;Railvervoer;2003 1e kwartaal;488;76;412;2;2;0;486;74;412
371;Totaal opdrachtgevers;Railvervoer;2003 2e kwartaal;553;123;430;9;5;4;544;118;426
372;Totaal opdrachtgevers;Railvervoer;2003 3e kwartaal;478;95;384;10;6;3;468;88;380
373;Totaal opdrachtgevers;Railvervoer;2003 4e kwartaal;904;219;685;11;8;3;893;211;681
374;Totaal opdrachtgevers;Railvervoer;2003;2423;513;1910;32;21;11;2391;492;1899
375;Totaal opdrachtgevers;Riolering;1989 1e kwartaal;30;11;19;11;7;4;20;5;15
376;Totaal opdrachtgevers;Riolering;1989 2e kwartaal;49;15;34;15;8;7;34;6;28
377;Totaal opdrachtgevers;Riolering;1989 3e kwartaal;54;18;35;17;10;7;36;8;29
378;Totaal opdrachtgevers;Riolering;1989 4e kwartaal;52;15;37;14;8;6;39;7;31
379;Totaal opdrachtgevers;Riolering;1989;185;59;126;57;34;23;128;26;103
380;Totaal opdrachtgevers;Riolering;1990 1e kwartaal;35;15;20;12;8;4;23;6;16
381;Totaal opdrachtgevers;Riolering;1990 2e kwartaal;52;19;34;17;10;8;34;9;26
382;Totaal opdrachtgevers;Riolering;1990 3e kwartaal;55;19;37;19;10;8;37;8;29
383;Totaal opdrachtgevers;Riolering;1990 4e kwartaal;59;22;37;19;12;7;40;11;29
384;Totaal opdrachtgevers;Riolering;1990;201;74;127;66;40;26;135;34;101
385;Totaal opdrachtgevers;Riolering;1991 1e kwartaal;35;13;21;10;8;3;25;5;19
386;Totaal opdrachtgevers;Riolering;1991 2e kwartaal;52;16;35;14;9;5;38;7;30
387;Totaal opdrachtgevers;Riolering;1991 3e kwartaal;54;20;34;15;11;5;39;10;29
388;Totaal opdrachtgevers;Riolering;1991 4e kwartaal;54;20;34;15;10;5;39;10;29
389;Totaal opdrachtgevers;Riolering;1991;194;69;125;54;37;17;140;32;108
390;Totaal opdrachtgevers;Riolering;1992 1e kwartaal;36;15;21;13;8;5;24;7;16
391;Totaal opdrachtgevers;Riolering;1992 2e kwartaal;56;18;38;14;9;5;42;10;33
392;Totaal opdrachtgevers;Riolering;1992 3e kwartaal;63;19;44;16;9;7;47;10;37
393;Totaal opdrachtgevers;Riolering;1992 4e kwartaal;75;27;49;19;14;5;57;13;44
394;Totaal opdrachtgevers;Riolering;1992;230;79;151;61;39;21;169;39;130
395;Totaal opdrachtgevers;Riolering;1993 1e kwartaal;45;17;28;13;9;4;32;8;25
396;Totaal opdrachtgevers;Riolering;1993 2e kwartaal;56;20;36;15;10;5;42;10;31
397;Totaal opdrachtgevers;Riolering;1993 3e kwartaal;68;24;44;17;11;5;51;12;39
398;Totaal opdrachtgevers;Riolering;1993 4e kwartaal;73;25;48;20;12;7;53;13;41
399;Totaal opdrachtgevers;Riolering;1993;241;84;157;63;41;22;177;43;135
400;Totaal opdrachtgevers;Riolering;1994 1e kwartaal;46;18;28;12;8;4;34;10;25
401;Totaal opdrachtgevers;Riolering;1994 2e kwartaal;69;23;46;15;11;4;54;12;42
402;Totaal opdrachtgevers;Riolering;1994 3e kwartaal;73;24;49;16;10;6;57;14;43
403;Totaal opdrachtgevers;Riolering;1994 4e kwartaal;81;26;55;17;12;5;64;15;50
404;Totaal opdrachtgevers;Riolering;1994;269;91;178;59;41;19;210;50;160
405;Totaal opdrachtgevers;Riolering;1995 1e kwartaal;58;23;35;15;12;3;43;10;33
406;Totaal opdrachtgevers;Riolering;1995 2e kwartaal;79;25;54;18;12;6;60;13;48
407;Totaal opdrachtgevers;Riolering;1995 3e kwartaal;74;23;50;17;11;5;57;12;45
408;Totaal opdrachtgevers;Riolering;1995 4e kwartaal;75;27;48;20;11;9;55;16;39
409;Totaal opdrachtgevers;Riolering;1995;285;98;187;69;47;23;215;51;164
410;Totaal opdrachtgevers;Riolering;1996 1e kwartaal;53;17;36;13;9;4;40;8;32
411;Totaal opdrachtgevers;Riolering;1996 2e kwartaal;77;25;53;16;11;5;61;14;48
412;Totaal opdrachtgevers;Riolering;1996 3e kwartaal;82;29;53;17;11;6;64;17;47
413;Totaal opdrachtgevers;Riolering;1996 4e kwartaal;91;26;65;19;10;9;73;17;56
414;Totaal opdrachtgevers;Riolering;1996;303;96;207;64;41;23;239;55;183
415;Totaal opdrachtgevers;Riolering;1997 1e kwartaal;49;15;34;12;8;4;37;7;30
416;Totaal opdrachtgevers;Riolering;1997 2e kwartaal;78;22;55;15;10;5;64;12;51
417;Totaal opdrachtgevers;Riolering;1997 3e kwartaal;110;32;79;23;14;9;88;18;70
418;Totaal opdrachtgevers;Riolering;1997 4e kwartaal;113;34;79;29;12;17;83;21;62
419;Totaal opdrachtgevers;Riolering;1997;350;102;248;78;44;34;272;59;213
420;Totaal opdrachtgevers;Riolering;1998 1e kwartaal;57;15;41;7;6;1;49;10;40
421;Totaal opdrachtgevers;Riolering;1998 2e kwartaal;111;29;81;16;12;4;94;17;77
422;Totaal opdrachtgevers;Riolering;1998 3e kwartaal;108;29;78;18;12;6;90;18;72
423;Totaal opdrachtgevers;Riolering;1998 4e kwartaal;130;38;92;26;13;14;104;25;79
424;Totaal opdrachtgevers;Riolering;1998;406;113;293;68;43;25;338;70;268
425;Totaal opdrachtgevers;Riolering;1999 1e kwartaal;76;21;54;8;6;2;68;15;52
426;Totaal opdrachtgevers;Riolering;1999 2e kwartaal;113;29;84;15;9;7;98;20;78
427;Totaal opdrachtgevers;Riolering;1999 3e kwartaal;141;29;112;22;10;13;119;20;99
428;Totaal opdrachtgevers;Riolering;1999 4e kwartaal;137;33;103;23;11;11;114;22;92
429;Totaal opdrachtgevers;Riolering;1999;466;112;354;68;35;33;398;77;322
430;Totaal opdrachtgevers;Riolering;2000 1e kwartaal;78;25;53;13;9;4;65;15;49
431;Totaal opdrachtgevers;Riolering;2000 2e kwartaal;121;32;89;20;14;5;102;18;84
432;Totaal opdrachtgevers;Riolering;2000 3e kwartaal;129;29;99;17;9;8;113;20;92
433;Totaal opdrachtgevers;Riolering;2000 4e kwartaal;168;42;126;22;12;10;146;31;115
434;Totaal opdrachtgevers;Riolering;2000;496;128;368;71;44;27;425;84;341
435;Totaal opdrachtgevers;Riolering;2001 1e kwartaal;99;28;71;32;14;19;66;14;52
436;Totaal opdrachtgevers;Riolering;2001 2e kwartaal;155;45;110;38;24;13;118;21;96
437;Totaal opdrachtgevers;Riolering;2001 3e kwartaal;201;57;144;51;35;16;151;22;128
438;Totaal opdrachtgevers;Riolering;2001 4e kwartaal;254;97;157;57;55;1;197;42;156
439;Totaal opdrachtgevers;Riolering;2001;709;228;482;177;128;49;532;100;432
440;Totaal opdrachtgevers;Riolering;2002 1e kwartaal;84;29;55;17;13;4;68;16;51
441;Totaal opdrachtgevers;Riolering;2002 2e kwartaal;208;57;152;43;31;12;166;26;140
442;Totaal opdrachtgevers;Riolering;2002 3e kwartaal;276;78;198;56;43;13;220;35;185
443;Totaal opdrachtgevers;Riolering;2002 4e kwartaal;230;48;182;10;6;4;220;42;178
444;Totaal opdrachtgevers;Riolering;2002;799;212;587;125;92;33;673;120;554
445;Totaal opdrachtgevers;Riolering;2003 1e kwartaal;76;20;57;11;8;3;65;12;53
446;Totaal opdrachtgevers;Riolering;2003 2e kwartaal;133;27;106;46;13;33;87;14;73
447;Totaal opdrachtgevers;Riolering;2003 3e kwartaal;213;45;168;20;14;6;193;31;162
448;Totaal opdrachtgevers;Riolering;2003 4e kwartaal;234;35;199;20;14;6;214;21;193
449;Totaal opdrachtgevers;Riolering;2003;656;127;529;96;48;48;560;79;481
450;Totaal opdrachtgevers;Nutsvoorziening etc.;1989 1e kwartaal;354;85;269;203;63;140;152;23;129
451;Totaal opdrachtgevers;Nutsvoorziening etc.;1989 2e kwartaal;454;114;340;257;78;179;196;36;161
452;Totaal opdrachtgevers;Nutsvoorziening etc.;1989 3e kwartaal;456;116;340;241;84;157;215;32;183
453;Totaal opdrachtgevers;Nutsvoorziening etc.;1989 4e kwartaal;476;118;359;262;81;182;215;37;177
454;Totaal opdrachtgevers;Nutsvoorziening etc.;1989;1741;433;1308;964;306;658;777;127;650
455;Totaal opdrachtgevers;Nutsvoorziening etc.;1990 1e kwartaal;385;100;285;223;71;152;162;29;133
456;Totaal opdrachtgevers;Nutsvoorziening etc.;1990 2e kwartaal;442;123;319;239;87;152;203;37;166
457;Totaal opdrachtgevers;Nutsvoorziening etc.;1990 3e kwartaal;482;116;366;239;78;162;243;39;205
458;Totaal opdrachtgevers;Nutsvoorziening etc.;1990 4e kwartaal;573;144;428;279;100;179;294;44;250
459;Totaal opdrachtgevers;Nutsvoorziening etc.;1990;1882;484;1398;981;336;644;901;148;753
460;Totaal opdrachtgevers;Nutsvoorziening etc.;1991 1e kwartaal;375;117;258;215;87;128;160;30;129
461;Totaal opdrachtgevers;Nutsvoorziening etc.;1991 2e kwartaal;701;141;560;319;95;224;381;46;336
462;Totaal opdrachtgevers;Nutsvoorziening etc.;1991 3e kwartaal;564;133;431;300;90;211;263;43;220
463;Totaal opdrachtgevers;Nutsvoorziening etc.;1991 4e kwartaal;578;146;432;280;96;184;297;50;248
464;Totaal opdrachtgevers;Nutsvoorziening etc.;1991;2217;537;1679;1115;368;747;1102;169;933
465;Totaal opdrachtgevers;Nutsvoorziening etc.;1992 1e kwartaal;433;123;309;249;90;159;184;33;151
466;Totaal opdrachtgevers;Nutsvoorziening etc.;1992 2e kwartaal;550;136;414;305;96;209;245;40;205
467;Totaal opdrachtgevers;Nutsvoorziening etc.;1992 3e kwartaal;525;138;388;285;93;193;241;46;195
468;Totaal opdrachtgevers;Nutsvoorziening etc.;1992 4e kwartaal;620;174;446;319;112;207;301;62;239
469;Totaal opdrachtgevers;Nutsvoorziening etc.;1992;2129;572;1557;1158;390;767;972;182;790
470;Totaal opdrachtgevers;Nutsvoorziening etc.;1993 1e kwartaal;494;146;348;268;105;163;226;41;185
471;Totaal opdrachtgevers;Nutsvoorziening etc.;1993 2e kwartaal;640;154;486;316;106;210;324;48;276
472;Totaal opdrachtgevers;Nutsvoorziening etc.;1993 3e kwartaal;603;157;446;311;103;208;292;54;238
473;Totaal opdrachtgevers;Nutsvoorziening etc.;1993 4e kwartaal;623;192;430;331;128;203;292;65;227
474;Totaal opdrachtgevers;Nutsvoorziening etc.;1993;2360;649;1710;1226;442;784;1134;208;926
475;Totaal opdrachtgevers;Nutsvoorziening etc.;1994 1e kwartaal;505;150;355;278;106;172;227;44;183
476;Totaal opdrachtgevers;Nutsvoorziening etc.;1994 2e kwartaal;558;155;403;289;97;191;270;58;212
477;Totaal opdrachtgevers;Nutsvoorziening etc.;1994 3e kwartaal;570;146;425;285;88;197;285;58;227
478;Totaal opdrachtgevers;Nutsvoorziening etc.;1994 4e kwartaal;601;195;407;308;124;184;294;70;223
479;Totaal opdrachtgevers;Nutsvoorziening etc.;1994;2235;645;1590;1160;415;745;1075;230;845
480;Totaal opdrachtgevers;Nutsvoorziening etc.;1995 1e kwartaal;412;126;285;225;79;146;187;47;140
481;Totaal opdrachtgevers;Nutsvoorziening etc.;1995 2e kwartaal;479;157;322;268;104;164;211;53;158
482;Totaal opdrachtgevers;Nutsvoorziening etc.;1995 3e kwartaal;551;169;383;301;108;194;250;61;189
483;Totaal opdrachtgevers;Nutsvoorziening etc.;1995 4e kwartaal;642;189;453;359;123;236;283;66;217
484;Totaal opdrachtgevers;Nutsvoorziening etc.;1995;2083;640;1443;1154;414;740;930;227;703
485;Totaal opdrachtgevers;Nutsvoorziening etc.;1996 1e kwartaal;402;131;271;234;83;150;168;47;121
486;Totaal opdrachtgevers;Nutsvoorziening etc.;1996 2e kwartaal;530;139;391;289;96;192;241;42;199
487;Totaal opdrachtgevers;Nutsvoorziening etc.;1996 3e kwartaal;539;128;411;285;82;203;254;46;208
488;Totaal opdrachtgevers;Nutsvoorziening etc.;1996 4e kwartaal;695;176;519;362;120;241;333;56;278
489;Totaal opdrachtgevers;Nutsvoorziening etc.;1996;2166;573;1593;1169;382;787;997;191;805
490;Totaal opdrachtgevers;Nutsvoorziening etc.;1997 1e kwartaal;359;105;255;190;68;123;169;37;133
491;Totaal opdrachtgevers;Nutsvoorziening etc.;1997 2e kwartaal;584;162;421;314;97;217;270;65;205
492;Totaal opdrachtgevers;Nutsvoorziening etc.;1997 3e kwartaal;521;164;357;279;102;177;242;63;180
493;Totaal opdrachtgevers;Nutsvoorziening etc.;1997 4e kwartaal;657;154;503;370;96;274;287;58;229
494;Totaal opdrachtgevers;Nutsvoorziening etc.;1997;2121;586;1535;1153;363;790;968;223;746
495;Totaal opdrachtgevers;Nutsvoorziening etc.;1998 1e kwartaal;336;89;247;172;59;113;164;29;135
496;Totaal opdrachtgevers;Nutsvoorziening etc.;1998 2e kwartaal;525;151;374;289;93;196;236;58;177
497;Totaal opdrachtgevers;Nutsvoorziening etc.;1998 3e kwartaal;484;142;342;255;93;162;228;49;180
498;Totaal opdrachtgevers;Nutsvoorziening etc.;1998 4e kwartaal;591;144;447;318;84;234;273;60;214
499;Totaal opdrachtgevers;Nutsvoorziening etc.;1998;1935;525;1410;1034;330;704;902;196;706
500;Totaal opdrachtgevers;Nutsvoorziening etc.;1999 1e kwartaal;377;88;289;205;61;143;172;26;146
501;Totaal opdrachtgevers;Nutsvoorziening etc.;1999 2e kwartaal;507;124;383;266;80;187;241;44;197
502;Totaal opdrachtgevers;Nutsvoorziening etc.;1999 3e kwartaal;588;133;455;310;90;220;278;42;236
503;Totaal opdrachtgevers;Nutsvoorziening etc.;1999 4e kwartaal;722;176;546;403;115;288;319;61;258
504;Totaal opdrachtgevers;Nutsvoorziening etc.;1999;2194;521;1674;1184;347;838;1010;174;836
505;Totaal opdrachtgevers;Nutsvoorziening etc.;2000 1e kwartaal;417;112;305;230;84;146;187;28;159
506;Totaal opdrachtgevers;Nutsvoorziening etc.;2000 2e kwartaal;609;190;418;317;133;185;291;58;234
507;Totaal opdrachtgevers;Nutsvoorziening etc.;2000 3e kwartaal;538;162;376;276;110;167;261;52;210
508;Totaal opdrachtgevers;Nutsvoorziening etc.;2000 4e kwartaal;643;205;439;388;150;238;256;55;201
509;Totaal opdrachtgevers;Nutsvoorziening etc.;2000;2207;668;1539;1211;476;735;996;192;804
510;Totaal opdrachtgevers;Nutsvoorziening etc.;2001 1e kwartaal;354;108;246;187;70;117;167;38;128
511;Totaal opdrachtgevers;Nutsvoorziening etc.;2001 2e kwartaal;376;132;244;209;89;120;166;43;124
512;Totaal opdrachtgevers;Nutsvoorziening etc.;2001 3e kwartaal;375;124;251;209;86;123;166;38;128
513;Totaal opdrachtgevers;Nutsvoorziening etc.;2001 4e kwartaal;485;142;343;282;95;187;203;47;155
514;Totaal opdrachtgevers;Nutsvoorziening etc.;2001;1590;507;1083;887;340;547;702;167;536
515;Totaal opdrachtgevers;Nutsvoorziening etc.;2002 1e kwartaal;298;78;220;142;50;92;156;28;128
516;Totaal opdrachtgevers;Nutsvoorziening etc.;2002 2e kwartaal;496;167;328;253;109;144;242;58;184
