ID;Geslacht;Persoonskenmerken;Perioden;WerkzameBeroepsbevolking_1;TotaalWerkzaamOpWoonadres_2;Thuiswerkers_3;WerkzaamInEigenWoning_4;WerkzaamMetThuisAlsUitvalsbasis_5;WerkzaamInAparteRuimteOfGrondstuk_6;VastWerkadres_7;GeenVastWerkadres_8;LiggingWerkadresOnbekend_9;k_0Tot8Kilometer_10;k_8Tot18Kilometer_11;k_18Tot32Kilometer_12;k_32KilometerEnMeer_13;ReisafstandOnbekend_14;Auto_15;Fiets_16;BusTramMetro_17;Trein_18;TeVoet_19;OverigVervoermiddel_20;OnbekendVervoermiddel_21
465;Mannen;53800;2004;996.0;79.0;;;;;769.0;126.0;21.0;296.0;186.0;133.0;120.0;261.0;441.0;195.0;23.0;40.0;20.0;55.0;222.0
466;Mannen;53800;2005;1014.0;84.0;;;;;780.0;127.0;23.0;286.0;188.0;139.0;128.0;273.0;455.0;196.0;20.0;37.0;19.0;58.0;230.0
467;Mannen;53800;2006;1026.0;84.0;;;;;781.0;138.0;23.0;276.0;191.0;136.0;134.0;290.0;455.0;187.0;21.0;41.0;20.0;58.0;244.0
468;Mannen;53800;2007;1047.0;81.0;;;;;810.0;133.0;23.0;289.0;198.0;151.0;135.0;274.0;470.0;194.0;20.0;43.0;23.0;65.0;232.0
469;Mannen;53800;2008;1079.0;188.0;151.0;27.0;123.0;37.0;785.0;106.0;;276.0;189.0;139.0;121.0;353.0;447.0;192.0;20.0;35.0;18.0;58.0;309.0
470;Mannen;53800;2009;1091.0;189.0;149.0;23.0;126.0;40.0;799.0;103.0;;263.0;194.0;134.0;141.0;359.0;444.0;184.0;20.0;49.0;15.0;70.0;309.0
471;Mannen;53800;2010;1088.0;203.0;162.0;32.0;130.0;41.0;795.0;89.0;;;;;;;;;;;;;
472;Mannen;53800;2011;1098.0;203.0;169.0;37.0;132.0;33.0;800.0;93.0;2.0;;;;;;;;;;;;
473;Mannen;53800;2012;1095.0;208.0;173.0;36.0;137.0;34.0;794.0;92.0;;;;;;;;;;;;;
474;Mannen;53800;2013;1084.0;208.0;175.0;42.0;134.0;33.0;774.0;101.0;;;;;;;;;;;;;
475;Mannen;53900;1996;285.0;53.0;;;;;189.0;37.0;6.0;89.0;41.0;32.0;23.0;100.0;112.0;49.0;5.0;8.0;6.0;10.0;95.0
476;Mannen;53900;1997;298.0;50.0;;;;;205.0;36.0;7.0;90.0;50.0;33.0;26.0;99.0;121.0;52.0;6.0;8.0;8.0;11.0;91.0
477;Mannen;53900;1998;324.0;46.0;;;;;237.0;33.0;8.0;107.0;57.0;36.0;28.0;95.0;139.0;63.0;5.0;7.0;12.0;11.0;87.0
478;Mannen;53900;1999;348.0;45.0;;;;;251.0;41.0;12.0;107.0;62.0;38.0;34.0;107.0;151.0;60.0;6.0;12.0;8.0;15.0;96.0
479;Mannen;53900;2000;378.0;51.0;;;;;274.0;45.0;8.0;121.0;64.0;44.0;39.0;110.0;170.0;63.0;5.0;10.0;12.0;15.0;103.0
480;Mannen;53900;2001 voor revisie;406.0;51.0;;;;;297.0;49.0;9.0;126.0;72.0;49.0;41.0;119.0;179.0;75.0;8.0;11.0;11.0;14.0;108.0
481;Mannen;53900;2001 na revisie;386.0;54.0;;;;;275.0;49.0;9.0;117.0;68.0;45.0;37.0;119.0;165.0;69.0;7.0;11.0;10.0;15.0;110.0
482;Mannen;53900;2002;449.0;62.0;;;;;322.0;56.0;9.0;136.0;74.0;57.0;40.0;142.0;188.0;80.0;7.0;14.0;11.0;21.0;128.0
483;Mannen;53900;2003;480.0;58.0;;;;;348.0;59.0;16.0;151.0;83.0;57.0;47.0;143.0;210.0;87.0;13.0;15.0;12.0;17.0;128.0
484;Mannen;53900;2004;505.0;72.0;;;;;356.0;63.0;14.0;148.0;86.0;59.0;49.0;162.0;213.0;85.0;12.0;17.0;10.0;23.0;145.0
485;Mannen;53900;2005;524.0;67.0;;;;;375.0;69.0;12.0;152.0;92.0;60.0;55.0;164.0;218.0;93.0;11.0;17.0;12.0;26.0;146.0
486;Mannen;53900;2006;542.0;65.0;;;;;390.0;72.0;16.0;165.0;90.0;65.0;55.0;168.0;229.0;100.0;10.0;16.0;15.0;25.0;148.0
487;Mannen;53900;2007;593.0;70.0;;;;;420.0;85.0;17.0;170.0;97.0;73.0;65.0;188.0;242.0;106.0;10.0;19.0;17.0;29.0;168.0
488;Mannen;53900;2008;632.0;134.0;95.0;22.0;73.0;39.0;439.0;59.0;;166.0;112.0;74.0;59.0;220.0;243.0;113.0;12.0;24.0;10.0;31.0;199.0
489;Mannen;53900;2009;652.0;127.0;91.0;20.0;71.0;36.0;465.0;59.0;;185.0;117.0;68.0;62.0;221.0;256.0;124.0;12.0;21.0;14.0;31.0;194.0
490;Mannen;53900;2010;664.0;130.0;95.0;25.0;70.0;35.0;472.0;62.0;;;;;;;;;;;;;
491;Mannen;53900;2011;681.0;129.0;90.0;29.0;61.0;39.0;495.0;56.0;;;;;;;;;;;;;
492;Mannen;53900;2012;699.0;132.0;97.0;26.0;71.0;35.0;505.0;62.0;;;;;;;;;;;;;
493;Mannen;53900;2013;720.0;148.0;120.0;43.0;76.0;29.0;509.0;62.0;;;;;;;;;;;;;
494;Mannen;7;1996;1177.0;78.0;;;;;858.0;171.0;69.0;412.0;229.0;126.0;91.0;318.0;490.0;234.0;31.0;20.0;29.0;98.0;275.0
495;Mannen;7;1997;1166.0;71.0;;;;;850.0;173.0;72.0;402.0;228.0;130.0;91.0;315.0;469.0;243.0;31.0;19.0;25.0;109.0;271.0
496;Mannen;7;1998;1180.0;59.0;;;;;884.0;168.0;69.0;425.0;221.0;143.0;93.0;298.0;483.0;244.0;35.0;19.0;31.0;116.0;252.0
497;Mannen;7;1999;1214.0;60.0;;;;;918.0;164.0;72.0;437.0;240.0;133.0;99.0;305.0;520.0;230.0;43.0;19.0;29.0;118.0;256.0
498;Mannen;7;2000;1221.0;63.0;;;;;921.0;170.0;67.0;450.0;244.0;135.0;82.0;309.0;525.0;234.0;41.0;20.0;26.0;114.0;261.0
499;Mannen;7;2001 voor revisie;1242.0;57.0;;;;;933.0;185.0;67.0;460.0;234.0;131.0;92.0;325.0;513.0;235.0;42.0;27.0;32.0;124.0;270.0
500;Mannen;7;2001 na revisie;1263.0;63.0;;;;;937.0;193.0;69.0;467.0;235.0;131.0;90.0;339.0;515.0;238.0;41.0;25.0;32.0;127.0;284.0
501;Mannen;7;2002;1207.0;64.0;;;;;890.0;189.0;65.0;423.0;235.0;127.0;86.0;336.0;506.0;220.0;37.0;22.0;24.0;118.0;279.0
502;Mannen;7;2003;1138.0;61.0;;;;;838.0;170.0;69.0;401.0;218.0;121.0;75.0;322.0;482.0;199.0;34.0;20.0;29.0;112.0;262.0
503;Mannen;7;2004;1081.0;60.0;;;;;792.0;171.0;58.0;377.0;201.0;113.0;75.0;314.0;446.0;199.0;32.0;17.0;22.0;105.0;261.0
504;Mannen;7;2005;1046.0;57.0;;;;;762.0;164.0;62.0;343.0;208.0;109.0;76.0;311.0;439.0;186.0;29.0;17.0;21.0;102.0;251.0
505;Mannen;7;2006;1060.0;57.0;;;;;759.0;172.0;70.0;352.0;194.0;109.0;77.0;327.0;435.0;195.0;32.0;17.0;21.0;98.0;262.0
506;Mannen;7;2007;1026.0;52.0;;;;;741.0;167.0;67.0;348.0;187.0;103.0;77.0;311.0;415.0;193.0;27.0;16.0;22.0;105.0;248.0
507;Mannen;7;2008;1113.0;102.0;74.0;8.0;66.0;28.0;830.0;181.0;;353.0;211.0;108.0;75.0;366.0;431.0;204.0;30.0;21.0;21.0;105.0;301.0
508;Mannen;7;2009;1073.0;96.0;72.0;5.0;67.0;24.0;811.0;165.0;;347.0;194.0;112.0;65.0;355.0;425.0;190.0;31.0;16.0;22.0;107.0;282.0
509;Mannen;7;2010;990.0;103.0;78.0;11.0;66.0;26.0;742.0;143.0;;;;;;;;;;;;;
510;Mannen;7;2011;998.0;102.0;74.0;13.0;61.0;27.0;752.0;143.0;;;;;;;;;;;;;
511;Mannen;7;2012;955.0;90.0;71.0;11.0;60.0;19.0;722.0;141.0;2.0;;;;;;;;;;;;
512;Mannen;7;2013;816.0;86.0;66.0;10.0;55.0;20.0;599.0;130.0;;;;;;;;;;;;;
513;Mannen;8;1996;1721.0;131.0;;;;;1324.0;213.0;53.0;522.0;344.0;244.0;182.0;429.0;789.0;332.0;43.0;49.0;36.0;88.0;384.0
514;Mannen;8;1997;1771.0;130.0;;;;;1366.0;221.0;53.0;539.0;348.0;246.0;200.0;438.0;810.0;334.0;41.0;53.0;40.0;100.0;392.0
515;Mannen;8;1998;1775.0;124.0;;;;;1373.0;227.0;52.0;544.0;353.0;254.0;194.0;429.0;806.0;331.0;53.0;56.0;45.0;96.0;389.0
516;Mannen;8;1999;1785.0;121.0;;;;;1396.0;223.0;45.0;545.0;352.0;255.0;202.0;430.0;821.0;328.0;47.0;58.0;43.0;105.0;383.0
517;Mannen;8;2000;1791.0;121.0;;;;;1391.0;226.0;53.0;550.0;357.0;257.0;197.0;430.0;832.0;308.0;56.0;62.0;43.0;108.0;382.0
518;Mannen;8;2001 voor revisie;1820.0;117.0;;;;;1425.0;233.0;45.0;557.0;362.0;256.0;212.0;433.0;858.0;318.0;48.0;65.0;43.0;102.0;386.0
519;Mannen;8;2001 na revisie;1831.0;126.0;;;;;1423.0;236.0;46.0;563.0;364.0;251.0;209.0;444.0;854.0;320.0;47.0;64.0;44.0;103.0;400.0
520;Mannen;8;2002;1832.0;137.0;;;;;1389.0;251.0;54.0;553.0;352.0;243.0;202.0;483.0;841.0;314.0;52.0;50.0;35.0;112.0;429.0
521;Mannen;8;2003;1801.0;130.0;;;;;1371.0;250.0;51.0;544.0;348.0;241.0;189.0;480.0;817.0;320.0;47.0;49.0;37.0;109.0;422.0
522;Mannen;8;2004;1727.0;132.0;;;;;1308.0;233.0;53.0;519.0;325.0;228.0;187.0;468.0;794.0;288.0;43.0;47.0;36.0;115.0;403.0
523;Mannen;8;2005;1774.0;129.0;;;;;1340.0;248.0;58.0;509.0;330.0;244.0;205.0;487.0;799.0;300.0;46.0;53.0;40.0;117.0;419.0
524;Mannen;8;2006;1794.0;132.0;;;;;1352.0;258.0;53.0;507.0;346.0;233.0;207.0;501.0;816.0;299.0;44.0;55.0;36.0;116.0;429.0
525;Mannen;8;2007;1819.0;125.0;;;;;1381.0;252.0;61.0;507.0;344.0;253.0;214.0;501.0;838.0;303.0;41.0;55.0;36.0;123.0;422.0
526;Mannen;8;2008;1789.0;252.0;189.0;29.0;160.0;62.0;1336.0;201.0;;502.0;316.0;235.0;186.0;550.0;766.0;294.0;41.0;55.0;36.0;113.0;484.0
527;Mannen;8;2009;1753.0;268.0;204.0;25.0;178.0;64.0;1291.0;194.0;;467.0;316.0;218.0;188.0;564.0;734.0;286.0;40.0;57.0;29.0;119.0;488.0
528;Mannen;8;2010;1701.0;256.0;196.0;33.0;163.0;60.0;1266.0;179.0;;;;;;;;;;;;;
529;Mannen;8;2011;1702.0;250.0;202.0;39.0;163.0;47.0;1277.0;174.0;2.0;;;;;;;;;;;;
530;Mannen;8;2012;1708.0;246.0;192.0;36.0;157.0;54.0;1288.0;172.0;;;;;;;;;;;;;
531;Mannen;8;2013;1735.0;275.0;227.0;54.0;173.0;49.0;1276.0;181.0;2.0;;;;;;;;;;;;
532;Mannen;9;1996;959.0;54.0;;;;;789.0;94.0;22.0;278.0;169.0;153.0;161.0;197.0;460.0;199.0;26.0;63.0;21.0;16.0;174.0
533;Mannen;9;1997;987.0;56.0;;;;;820.0;93.0;18.0;277.0;175.0;150.0;179.0;207.0;461.0;211.0;26.0;72.0;24.0;17.0;177.0
534;Mannen;9;1998;1065.0;60.0;;;;;882.0;107.0;17.0;301.0;185.0;154.0;200.0;226.0;505.0;218.0;28.0;73.0;25.0;17.0;199.0
535;Mannen;9;1999;1087.0;57.0;;;;;904.0;105.0;21.0;300.0;190.0;172.0;208.0;219.0;526.0;218.0;29.0;83.0;22.0;17.0;191.0
536;Mannen;9;2000;1127.0;72.0;;;;;923.0;115.0;17.0;310.0;192.0;172.0;215.0;239.0;536.0;220.0;32.0;86.0;24.0;18.0;212.0
537;Mannen;9;2001 voor revisie;1098.0;67.0;;;;;909.0;108.0;14.0;291.0;193.0;172.0;212.0;229.0;540.0;204.0;30.0;82.0;24.0;17.0;201.0
538;Mannen;9;2001 na revisie;1059.0;68.0;;;;;872.0;105.0;14.0;280.0;185.0;166.0;203.0;225.0;512.0;198.0;27.0;84.0;24.0;17.0;197.0
539;Mannen;9;2002;1121.0;72.0;;;;;924.0;109.0;16.0;298.0;193.0;174.0;214.0;242.0;540.0;213.0;39.0;76.0;23.0;24.0;205.0
540;Mannen;9;2003;1154.0;85.0;;;;;934.0;113.0;22.0;310.0;197.0;179.0;204.0;263.0;533.0;241.0;29.0;74.0;27.0;25.0;225.0
541;Mannen;9;2004;1232.0;99.0;;;;;993.0;121.0;20.0;323.0;203.0;188.0;227.0;290.0;574.0;241.0;34.0;88.0;21.0;25.0;249.0
542;Mannen;9;2005;1226.0;91.0;;;;;992.0;121.0;21.0;306.0;206.0;187.0;240.0;287.0;576.0;244.0;29.0;86.0;21.0;27.0;242.0
543;Mannen;9;2006;1219.0;86.0;;;;;984.0;130.0;19.0;308.0;206.0;182.0;236.0;287.0;576.0;234.0;31.0;87.0;27.0;26.0;239.0
544;Mannen;9;2007;1313.0;89.0;;;;;1070.0;135.0;20.0;328.0;224.0;203.0;255.0;304.0;610.0;257.0;34.0;107.0;26.0;29.0;251.0
545;Mannen;9;2008;1351.0;284.0;257.0;54.0;203.0;27.0;995.0;72.0;;312.0;208.0;188.0;213.0;431.0;557.0;242.0;33.0;96.0;20.0;26.0;377.0
546;Mannen;9;2009;1359.0;279.0;249.0;54.0;195.0;31.0;1013.0;66.0;;306.0;208.0;179.0;239.0;428.0;550.0;244.0;37.0;102.0;23.0;31.0;372.0
547;Mannen;9;2010;1404.0;300.0;267.0;62.0;206.0;32.0;1036.0;68.0;;;;;;;;;;;;;
548;Mannen;9;2011;1362.0;296.0;265.0;72.0;193.0;31.0;1005.0;59.0;;;;;;;;;;;;;
549;Mannen;9;2012;1378.0;305.0;277.0;76.0;201.0;28.0;1013.0;58.0;2.0;;;;;;;;;;;;
550;Mannen;9;2013;1392.0;324.0;303.0;85.0;217.0;22.0;1013.0;54.0;;;;;;;;;;;;;
551;Mannen;10;1996;;;;;;;;;;;;;;;;;;;;;
552;Mannen;10;1997;15.0;;;;;;13.0;;;6.0;3.0;;;5.0;8.0;2.0;;;;;3.0
553;Mannen;10;1998;17.0;;;;;;12.0;2.0;;3.0;3.0;2.0;;8.0;8.0;2.0;;;;;5.0
554;Mannen;10;1999;19.0;;;;;;14.0;4.0;;4.0;2.0;2.0;3.0;9.0;10.0;2.0;;;;;5.0
555;Mannen;10;2000;23.0;;;;;;18.0;3.0;;6.0;5.0;3.0;;8.0;12.0;3.0;;;;;5.0
556;Mannen;10;2001 voor revisie;25.0;;;;;;19.0;4.0;;5.0;5.0;2.0;2.0;10.0;13.0;3.0;;;;2.0;6.0
557;Mannen;10;2001 na revisie;23.0;;;;;;18.0;4.0;;5.0;5.0;2.0;2.0;10.0;12.0;3.0;;;;2.0;5.0
558;Mannen;10;2002;16.0;;;;;;13.0;3.0;;4.0;4.0;;;7.0;8.0;;;;;2.0;4.0
559;Mannen;10;2003;18.0;;;;;;14.0;2.0;;7.0;2.0;2.0;;6.0;11.0;2.0;;;;;3.0
560;Mannen;10;2004;28.0;2.0;;;;;20.0;3.0;3.0;8.0;6.0;3.0;2.0;10.0;11.0;4.0;2.0;;;2.0;6.0
561;Mannen;10;2005;23.0;;;;;;17.0;4.0;2.0;4.0;4.0;3.0;;11.0;10.0;2.0;;;;3.0;6.0
562;Mannen;10;2006;28.0;;;;;;22.0;3.0;2.0;6.0;4.0;4.0;3.0;11.0;14.0;3.0;;;;2.0;5.0
563;Mannen;10;2007;28.0;;;;;;21.0;4.0;;8.0;3.0;3.0;3.0;11.0;12.0;5.0;;2.0;;2.0;6.0
564;Mannen;10;2008;;;;;;;;;;;;;;;;;;;;;
565;Mannen;10;2009;15.0;2.0;2.0;;2.0;;11.0;2.0;;2.0;2.0;;;10.0;7.0;;;;;2.0;4.0
566;Mannen;10;2010;24.0;2.0;2.0;;;;19.0;3.0;;;;;;;;;;;;;
567;Mannen;10;2011;33.0;4.0;4.0;;3.0;;25.0;4.0;;;;;;;;;;;;;
568;Mannen;10;2012;28.0;3.0;3.0;;2.0;;22.0;3.0;;;;;;;;;;;;;
569;Mannen;10;2013;56.0;5.0;5.0;2.0;4.0;;44.0;6.0;;;;;;;;;;;;;
570;Mannen;Herkomst: autochtoon;1996;3364.0;244.0;;;;;2565.0;436.0;119.0;1056.0;641.0;454.0;368.0;845.0;1495.0;681.0;69.0;110.0;71.0;177.0;761.0
571;Mannen;Herkomst: autochtoon;1997;3422.0;237.0;;;;;2626.0;441.0;118.0;1057.0;654.0;451.0;406.0;854.0;1504.0;694.0;69.0;121.0;77.0;197.0;760.0
572;Mannen;Herkomst: autochtoon;1998;3479.0;224.0;;;;;2702.0;443.0;110.0;1091.0;654.0;472.0;423.0;838.0;1547.0;694.0;82.0;125.0;84.0;199.0;748.0
573;Mannen;Herkomst: autochtoon;1999;3522.0;218.0;;;;;2758.0;437.0;109.0;1104.0;662.0;475.0;437.0;844.0;1605.0;677.0;76.0;135.0;80.0;207.0;741.0
574;Mannen;Herkomst: autochtoon;2000;3511.0;229.0;;;;;2730.0;452.0;101.0;1102.0;667.0;476.0;420.0;845.0;1600.0;663.0;75.0;135.0;76.0;208.0;753.0
575;Mannen;Herkomst: autochtoon;2001 voor revisie;3521.0;217.0;;;;;2744.0;465.0;95.0;1092.0;664.0;472.0;439.0;854.0;1614.0;653.0;77.0;137.0;78.0;207.0;756.0
576;Mannen;Herkomst: autochtoon;2001 na revisie;3515.0;232.0;;;;;2713.0;472.0;98.0;1092.0;660.0;465.0;427.0;872.0;1589.0;652.0;75.0;136.0;78.0;208.0;776.0
577;Mannen;Herkomst: autochtoon;2002;3488.0;244.0;;;;;2671.0;473.0;100.0;1062.0;647.0;464.0;416.0;899.0;1583.0;639.0;74.0;120.0;63.0;218.0;790.0
578;Mannen;Herkomst: autochtoon;2003;3436.0;245.0;;;;;2617.0;467.0;108.0;1056.0;624.0;457.0;390.0;910.0;1523.0;653.0;68.0;110.0;73.0;214.0;795.0
579;Mannen;Herkomst: autochtoon;2004;3397.0;263.0;;;;;2575.0;460.0;98.0;1009.0;610.0;442.0;413.0;923.0;1512.0;625.0;63.0;124.0;62.0;208.0;802.0
580;Mannen;Herkomst: autochtoon;2005;3392.0;244.0;;;;;2576.0;464.0;107.0;971.0;623.0;441.0;437.0;921.0;1512.0;631.0;63.0;122.0;66.0;208.0;790.0
581;Mannen;Herkomst: autochtoon;2006;3415.0;245.0;;;;;2578.0;485.0;107.0;973.0;621.0;437.0;441.0;941.0;1520.0;625.0;69.0;127.0;67.0;202.0;805.0
582;Mannen;Herkomst: autochtoon;2007;3457.0;232.0;;;;;2638.0;478.0;109.0;977.0;617.0;463.0;459.0;940.0;1544.0;632.0;64.0;141.0;67.0;217.0;793.0
583;Mannen;Herkomst: autochtoon;2008;3501.0;552.0;443.0;74.0;368.0;109.0;2572.0;376.0;;950.0;596.0;442.0;393.0;1120.0;1440.0;621.0;61.0;133.0;57.0;204.0;985.0
584;Mannen;Herkomst: autochtoon;2009;3452.0;563.0;451.0;70.0;381.0;112.0;2534.0;354.0;;910.0;596.0;418.0;403.0;1125.0;1398.0;609.0;61.0;134.0;57.0;221.0;972.0
585;Mannen;Herkomst: autochtoon;2010;3378.0;571.0;463.0;85.0;377.0;108.0;2480.0;325.0;2.0;;;;;;;;;;;;
586;Mannen;Herkomst: autochtoon;2011;3337.0;557.0;461.0;100.0;361.0;96.0;2462.0;314.0;3.0;;;;;;;;;;;;
587;Mannen;Herkomst: autochtoon;2012;3306.0;553.0;459.0;98.0;360.0;94.0;2440.0;309.0;4.0;;;;;;;;;;;;
588;Mannen;Herkomst: autochtoon;2013;3254.0;584.0;501.0;121.0;380.0;83.0;2360.0;305.0;4.0;;;;;;;;;;;;
589;Mannen;Herkomst: allochtoon;1996;505.0;20.0;;;;;415.0;44.0;27.0;160.0;103.0;71.0;67.0;103.0;252.0;84.0;32.0;22.0;14.0;25.0;76.0
590;Mannen;Herkomst: allochtoon;1997;517.0;21.0;;;;;423.0;47.0;27.0;167.0;100.0;76.0;65.0;110.0;244.0;96.0;29.0;23.0;13.0;29.0;83.0
591;Mannen;Herkomst: allochtoon;1998;558.0;19.0;;;;;449.0;61.0;28.0;181.0;107.0;80.0;66.0;123.0;255.0;101.0;34.0;23.0;17.0;31.0;96.0
592;Mannen;Herkomst: allochtoon;1999;582.0;21.0;;;;;473.0;59.0;30.0;182.0;121.0;87.0;74.0;117.0;272.0;101.0;42.0;25.0;15.0;34.0;92.0
593;Mannen;Herkomst: allochtoon;2000;650.0;29.0;;;;;522.0;62.0;37.0;214.0;130.0;91.0;75.0;141.0;305.0;101.0;54.0;34.0;17.0;32.0;108.0
594;Mannen;Herkomst: allochtoon;2001 voor revisie;663.0;25.0;;;;;543.0;64.0;31.0;222.0;130.0;89.0;78.0;143.0;310.0;106.0;43.0;38.0;22.0;38.0;105.0
595;Mannen;Herkomst: allochtoon;2001 na revisie;661.0;26.0;;;;;537.0;67.0;31.0;224.0;128.0;86.0;77.0;146.0;303.0;107.0;41.0;37.0;22.0;41.0;110.0
596;Mannen;Herkomst: allochtoon;2002;688.0;29.0;;;;;543.0;79.0;36.0;216.0;137.0;81.0;86.0;168.0;312.0;109.0;55.0;29.0;19.0;37.0;127.0
597;Mannen;Herkomst: allochtoon;2003;675.0;32.0;;;;;540.0;68.0;35.0;206.0;141.0;86.0;79.0;162.0;321.0;108.0;42.0;34.0;21.0;32.0;117.0
598;Mannen;Herkomst: allochtoon;2004;671.0;30.0;;;;;537.0;68.0;36.0;219.0;125.0;91.0;78.0;159.0;313.0;107.0;48.0;29.0;18.0;39.0;117.0
599;Mannen;Herkomst: allochtoon;2005;677.0;34.0;;;;;535.0;73.0;35.0;191.0;126.0;101.0;84.0;174.0;312.0;101.0;43.0;33.0;17.0;41.0;129.0
600;Mannen;Herkomst: allochtoon;2006;685.0;31.0;;;;;539.0;78.0;37.0;200.0;128.0;91.0;82.0;185.0;321.0;106.0;39.0;33.0;17.0;39.0;131.0
601;Mannen;Herkomst: allochtoon;2007;728.0;34.0;;;;;574.0;80.0;40.0;214.0;141.0;98.0;89.0;186.0;332.0;125.0;39.0;38.0;18.0;42.0;135.0
602;Mannen;Herkomst: allochtoon;2008;765.0;86.0;78.0;17.0;62.0;7.0;600.0;80.0;;219.0;141.0;91.0;82.0;231.0;321.0;121.0;42.0;40.0;20.0;42.0;179.0
603;Mannen;Herkomst: allochtoon;2009;749.0;83.0;76.0;14.0;62.0;7.0;592.0;73.0;;211.0;125.0;92.0;89.0;232.0;318.0;111.0;48.0;42.0;18.0;37.0;175.0
604;Mannen;Herkomst: allochtoon;2010;739.0;89.0;80.0;22.0;58.0;10.0;580.0;68.0;;;;;;;;;;;;;
605;Mannen;Herkomst: allochtoon;2011;753.0;93.0;83.0;24.0;58.0;10.0;593.0;66.0;;;;;;;;;;;;;
606;Mannen;Herkomst: allochtoon;2012;759.0;92.0;83.0;25.0;59.0;8.0;602.0;64.0;2.0;;;;;;;;;;;;
607;Mannen;Herkomst: allochtoon;2013;741.0;106.0;99.0;31.0;69.0;7.0;569.0;65.0;;;;;;;;;;;;;
608;Mannen;Herkomst: westerse allochtoon;1996;305.0;16.0;;;;;248.0;31.0;10.0;89.0;61.0;46.0;41.0;67.0;151.0;50.0;11.0;15.0;8.0;16.0;54.0
609;Mannen;Herkomst: westerse allochtoon;1997;311.0;16.0;;;;;252.0;31.0;13.0;95.0;59.0;48.0;43.0;66.0;146.0;60.0;11.0;13.0;7.0;16.0;58.0
610;Mannen;Herkomst: westerse allochtoon;1998;324.0;16.0;;;;;255.0;42.0;12.0;99.0;58.0;43.0;45.0;80.0;146.0;61.0;11.0;15.0;7.0;17.0;68.0
611;Mannen;Herkomst: westerse allochtoon;1999;324.0;14.0;;;;;261.0;39.0;10.0;94.0;63.0;52.0;46.0;69.0;155.0;58.0;13.0;16.0;5.0;18.0;59.0
612;Mannen;Herkomst: westerse allochtoon;2000;365.0;20.0;;;;;286.0;44.0;15.0;113.0;67.0;53.0;49.0;83.0;163.0;60.0;20.0;22.0;10.0;18.0;74.0
613;Mannen;Herkomst: westerse allochtoon;2001 voor revisie;361.0;17.0;;;;;296.0;34.0;13.0;110.0;74.0;51.0;47.0;78.0;172.0;64.0;14.0;21.0;10.0;19.0;61.0
614;Mannen;Herkomst: westerse allochtoon;2001 na revisie;360.0;18.0;;;;;293.0;35.0;14.0;116.0;72.0;49.0;45.0;78.0;166.0;66.0;14.0;20.0;10.0;21.0;62.0
615;Mannen;Herkomst: westerse allochtoon;2002;370.0;19.0;;;;;290.0;48.0;14.0;112.0;70.0;46.0;51.0;91.0;168.0;63.0;20.0;15.0;9.0;19.0;76.0
616;Mannen;Herkomst: westerse allochtoon;2003;362.0;20.0;;;;;292.0;37.0;13.0;110.0;73.0;52.0;47.0;80.0;170.0;66.0;14.0;19.0;11.0;17.0;65.0
617;Mannen;Herkomst: westerse allochtoon;2004;353.0;22.0;;;;;279.0;41.0;12.0;102.0;65.0;52.0;47.0;87.0;161.0;59.0;15.0;19.0;9.0;19.0;70.0
618;Mannen;Herkomst: westerse allochtoon;2005;340.0;24.0;;;;;269.0;35.0;13.0;93.0;63.0;52.0;49.0;84.0;154.0;60.0;12.0;19.0;8.0;20.0;69.0
619;Mannen;Herkomst: westerse allochtoon;2006;349.0;21.0;;;;;271.0;44.0;12.0;97.0;63.0;51.0;46.0;92.0;159.0;61.0;8.0;18.0;8.0;19.0;75.0
620;Mannen;Herkomst: westerse allochtoon;2007;360.0;25.0;;;;;278.0;45.0;13.0;102.0;64.0;51.0;49.0;94.0;158.0;64.0;12.0;20.0;8.0;19.0;79.0
621;Mannen;Herkomst: westerse allochtoon;2008;366.0;55.0;51.0;10.0;40.0;5.0;273.0;37.0;;99.0;60.0;46.0;45.0;115.0;145.0;63.0;14.0;20.0;8.0;18.0;99.0
622;Mannen;Herkomst: westerse allochtoon;2009;362.0;51.0;46.0;10.0;37.0;4.0;280.0;31.0;;93.0;60.0;44.0;53.0;111.0;151.0;59.0;14.0;23.0;7.0;18.0;91.0
623;Mannen;Herkomst: westerse allochtoon;2010;360.0;61.0;53.0;17.0;37.0;7.0;265.0;34.0;;;;;;;;;;;;;
624;Mannen;Herkomst: westerse allochtoon;2011;358.0;56.0;49.0;16.0;33.0;7.0;271.0;31.0;;;;;;;;;;;;;
625;Mannen;Herkomst: westerse allochtoon;2012;365.0;53.0;47.0;14.0;33.0;6.0;280.0;30.0;;;;;;;;;;;;;
626;Mannen;Herkomst: westerse allochtoon;2013;372.0;70.0;65.0;20.0;44.0;5.0;274.0;28.0;;;;;;;;;;;;;
627;Mannen;Herkomst: niet-westerse allochtoon;1996;200.0;3.0;;;;;167.0;13.0;17.0;71.0;42.0;25.0;26.0;36.0;101.0;34.0;20.0;8.0;6.0;10.0;21.0
628;Mannen;Herkomst: niet-westerse allochtoon;1997;206.0;5.0;;;;;171.0;16.0;14.0;72.0;40.0;27.0;22.0;44.0;98.0;36.0;18.0;10.0;6.0;13.0;25.0
629;Mannen;Herkomst: niet-westerse allochtoon;1998;233.0;3.0;;;;;194.0;19.0;17.0;82.0;49.0;37.0;21.0;43.0;109.0;40.0;24.0;8.0;10.0;14.0;29.0
