ID;Geslacht;Persoonskenmerken;Perioden;WerkzameBeroepsbevolking_1;TotaalWerkzaamOpWoonadres_2;Thuiswerkers_3;WerkzaamInEigenWoning_4;WerkzaamMetThuisAlsUitvalsbasis_5;WerkzaamInAparteRuimteOfGrondstuk_6;VastWerkadres_7;GeenVastWerkadres_8;LiggingWerkadresOnbekend_9;k_0Tot8Kilometer_10;k_8Tot18Kilometer_11;k_18Tot32Kilometer_12;k_32KilometerEnMeer_13;ReisafstandOnbekend_14;Auto_15;Fiets_16;BusTramMetro_17;Trein_18;TeVoet_19;OverigVervoermiddel_20;OnbekendVervoermiddel_21
149;Mannen en vrouwen;8;2011;3137.0;382.0;297.0;82.0;216.0;85.0;2489.0;264.0;3.0;;;;;;;;;;;;
150;Mannen en vrouwen;8;2012;3164.0;384.0;297.0;84.0;213.0;87.0;2511.0;266.0;3.0;;;;;;;;;;;;
151;Mannen en vrouwen;8;2013;3177.0;413.0;332.0;107.0;225.0;81.0;2473.0;288.0;3.0;;;;;;;;;;;;
152;Mannen en vrouwen;9;1996;1539.0;84.0;;;;;1282.0;129.0;45.0;486.0;281.0;235.0;251.0;286.0;724.0;347.0;53.0;108.0;35.0;20.0;252.0
153;Mannen en vrouwen;9;1997;1607.0;89.0;;;;;1340.0;135.0;43.0;497.0;297.0;239.0;268.0;307.0;734.0;370.0;58.0;118.0;40.0;22.0;265.0
154;Mannen en vrouwen;9;1998;1755.0;97.0;;;;;1470.0;147.0;41.0;542.0;323.0;256.0;299.0;335.0;814.0;392.0;61.0;129.0;40.0;23.0;295.0
155;Mannen en vrouwen;9;1999;1814.0;96.0;;;;;1523.0;150.0;45.0;564.0;330.0;275.0;311.0;333.0;857.0;400.0;65.0;137.0;41.0;21.0;294.0
156;Mannen en vrouwen;9;2000;1890.0;118.0;;;;;1572.0;157.0;43.0;591.0;347.0;282.0;316.0;354.0;871.0;413.0;70.0;152.0;45.0;25.0;315.0
157;Mannen en vrouwen;9;2001 voor revisie;1874.0;107.0;;;;;1578.0;156.0;33.0;559.0;352.0;299.0;315.0;349.0;901.0;395.0;71.0;137.0;43.0;21.0;306.0
158;Mannen en vrouwen;9;2001 na revisie;1784.0;109.0;;;;;1491.0;151.0;33.0;529.0;335.0;281.0;297.0;343.0;845.0;377.0;65.0;135.0;41.0;21.0;301.0
159;Mannen en vrouwen;9;2002;1906.0;119.0;;;;;1587.0;163.0;38.0;587.0;347.0;291.0;305.0;376.0;892.0;414.0;76.0;131.0;41.0;30.0;323.0
160;Mannen en vrouwen;9;2003;1993.0;136.0;;;;;1646.0;166.0;45.0;620.0;358.0;300.0;311.0;404.0;904.0;459.0;69.0;133.0;49.0;29.0;349.0
161;Mannen en vrouwen;9;2004;2168.0;160.0;;;;;1779.0;178.0;50.0;666.0;387.0;325.0;339.0;450.0;999.0;478.0;75.0;150.0;45.0;32.0;389.0
162;Mannen en vrouwen;9;2005;2159.0;150.0;;;;;1776.0;184.0;49.0;621.0;388.0;340.0;358.0;452.0;1001.0;476.0;64.0;155.0;42.0;33.0;387.0
163;Mannen en vrouwen;9;2006;2195.0;147.0;;;;;1810.0;196.0;43.0;644.0;393.0;327.0;365.0;465.0;1008.0;489.0;66.0;164.0;47.0;32.0;389.0
164;Mannen en vrouwen;9;2007;2349.0;149.0;;;;;1947.0;203.0;50.0;677.0;426.0;358.0;401.0;486.0;1073.0;531.0;72.0;181.0;48.0;35.0;408.0
165;Mannen en vrouwen;9;2008;2444.0;447.0;399.0;96.0;303.0;48.0;1870.0;126.0;;648.0;414.0;346.0;337.0;700.0;1015.0;493.0;75.0;174.0;42.0;31.0;615.0
166;Mannen en vrouwen;9;2009;2494.0;441.0;389.0;95.0;294.0;52.0;1942.0;111.0;;663.0;423.0;343.0;371.0;694.0;1021.0;516.0;78.0;185.0;51.0;39.0;605.0
167;Mannen en vrouwen;9;2010;2582.0;486.0;430.0;108.0;321.0;56.0;1971.0;125.0;;;;;;;;;;;;;
168;Mannen en vrouwen;9;2011;2548.0;479.0;426.0;129.0;297.0;54.0;1958.0;109.0;3.0;;;;;;;;;;;;
169;Mannen en vrouwen;9;2012;2604.0;513.0;463.0;145.0;318.0;50.0;1981.0;107.0;2.0;;;;;;;;;;;;
170;Mannen en vrouwen;9;2013;2655.0;529.0;495.0;148.0;347.0;35.0;2021.0;102.0;3.0;;;;;;;;;;;;
171;Mannen en vrouwen;10;1996;19.0;;;;;;15.0;2.0;;6.0;3.0;2.0;2.0;6.0;11.0;3.0;;;;;4.0
172;Mannen en vrouwen;10;1997;21.0;;;;;;18.0;;;8.0;5.0;;;7.0;11.0;3.0;;;;;3.0
173;Mannen en vrouwen;10;1998;22.0;2.0;;;;;17.0;2.0;;5.0;5.0;3.0;;8.0;10.0;4.0;;;;;5.0
174;Mannen en vrouwen;10;1999;27.0;;;;;;20.0;4.0;2.0;7.0;4.0;3.0;3.0;10.0;13.0;3.0;;;;3.0;5.0
175;Mannen en vrouwen;10;2000;32.0;;;;;;26.0;3.0;2.0;9.0;7.0;4.0;2.0;9.0;16.0;5.0;;;;2.0;6.0
176;Mannen en vrouwen;10;2001 voor revisie;37.0;;;;;;30.0;4.0;2.0;10.0;7.0;3.0;3.0;13.0;19.0;5.0;;;;3.0;7.0
177;Mannen en vrouwen;10;2001 na revisie;33.0;;;;;;27.0;4.0;;10.0;6.0;3.0;2.0;12.0;17.0;5.0;;;;3.0;6.0
178;Mannen en vrouwen;10;2002;25.0;;;;;;20.0;3.0;;6.0;6.0;2.0;2.0;9.0;12.0;3.0;2.0;;;3.0;5.0
179;Mannen en vrouwen;10;2003;26.0;;;;;;22.0;3.0;2.0;11.0;3.0;3.0;;8.0;14.0;4.0;2.0;;;;4.0
180;Mannen en vrouwen;10;2004;41.0;3.0;;;;;31.0;4.0;3.0;15.0;8.0;4.0;2.0;13.0;16.0;8.0;4.0;;;3.0;9.0
181;Mannen en vrouwen;10;2005;34.0;2.0;;;;;24.0;5.0;3.0;8.0;6.0;4.0;2.0;14.0;14.0;4.0;2.0;;;4.0;8.0
182;Mannen en vrouwen;10;2006;39.0;;;;;;30.0;4.0;3.0;10.0;5.0;5.0;4.0;15.0;17.0;4.0;2.0;3.0;2.0;3.0;8.0
183;Mannen en vrouwen;10;2007;39.0;;;;;;30.0;6.0;2.0;12.0;5.0;4.0;4.0;14.0;16.0;6.0;3.0;2.0;2.0;2.0;8.0
184;Mannen en vrouwen;10;2008;18.0;;;;;;14.0;2.0;;6.0;2.0;2.0;;7.0;7.0;3.0;;;;;3.0
185;Mannen en vrouwen;10;2009;25.0;2.0;2.0;;2.0;;20.0;2.0;;5.0;3.0;2.0;;13.0;11.0;3.0;2.0;;;2.0;6.0
186;Mannen en vrouwen;10;2010;39.0;3.0;3.0;;2.0;;31.0;4.0;;;;;;;;;;;;;
187;Mannen en vrouwen;10;2011;56.0;7.0;6.0;2.0;5.0;;44.0;5.0;;;;;;;;;;;;;
188;Mannen en vrouwen;10;2012;50.0;4.0;3.0;;2.0;;41.0;5.0;;;;;;;;;;;;;
189;Mannen en vrouwen;10;2013;96.0;9.0;9.0;3.0;6.0;;77.0;10.0;;;;;;;;;;;;;
190;Mannen en vrouwen;Herkomst: autochtoon;1996;5360.0;371.0;;;;;4223.0;553.0;213.0;1912.0;1071.0;692.0;532.0;1153.0;2375.0;1230.0;167.0;190.0;140.0;223.0;1034.0
191;Mannen en vrouwen;Herkomst: autochtoon;1997;5522.0;372.0;;;;;4364.0;568.0;219.0;1953.0;1091.0;705.0;583.0;1189.0;2403.0;1281.0;177.0;209.0;148.0;247.0;1058.0
192;Mannen en vrouwen;Herkomst: autochtoon;1998;5665.0;354.0;;;;;4539.0;567.0;206.0;2024.0;1110.0;751.0;608.0;1172.0;2533.0;1277.0;192.0;215.0;151.0;252.0;1045.0
193;Mannen en vrouwen;Herkomst: autochtoon;1999;5791.0;349.0;;;;;4667.0;560.0;215.0;2092.0;1141.0;753.0;626.0;1178.0;2625.0;1288.0;200.0;224.0;159.0;259.0;1038.0
194;Mannen en vrouwen;Herkomst: autochtoon;2000;5843.0;374.0;;;;;4681.0;578.0;210.0;2146.0;1164.0;757.0;589.0;1188.0;2659.0;1280.0;187.0;233.0;163.0;257.0;1064.0
195;Mannen en vrouwen;Herkomst: autochtoon;2001 voor revisie;5892.0;351.0;;;;;4747.0;604.0;189.0;2116.0;1179.0;776.0;612.0;1209.0;2715.0;1272.0;188.0;224.0;158.0;261.0;1073.0
196;Mannen en vrouwen;Herkomst: autochtoon;2001 na revisie;5821.0;375.0;;;;;4646.0;607.0;193.0;2096.0;1156.0;753.0;586.0;1229.0;2647.0;1257.0;182.0;219.0;156.0;262.0;1097.0
197;Mannen en vrouwen;Herkomst: autochtoon;2002;5861.0;396.0;;;;;4646.0;624.0;195.0;2101.0;1143.0;752.0;571.0;1294.0;2665.0;1270.0;182.0;205.0;132.0;269.0;1138.0
198;Mannen en vrouwen;Herkomst: autochtoon;2003;5817.0;395.0;;;;;4609.0;615.0;198.0;2097.0;1123.0;741.0;557.0;1298.0;2594.0;1298.0;168.0;202.0;151.0;258.0;1146.0
199;Mannen en vrouwen;Herkomst: autochtoon;2004;5788.0;418.0;;;;;4576.0;609.0;185.0;2020.0;1118.0;740.0;587.0;1323.0;2612.0;1257.0;157.0;216.0;135.0;258.0;1153.0
200;Mannen en vrouwen;Herkomst: autochtoon;2005;5793.0;399.0;;;;;4571.0;621.0;201.0;1936.0;1142.0;749.0;620.0;1346.0;2619.0;1259.0;146.0;223.0;137.0;246.0;1163.0
201;Mannen en vrouwen;Herkomst: autochtoon;2006;5899.0;400.0;;;;;4634.0;660.0;205.0;1979.0;1139.0;750.0;639.0;1392.0;2663.0;1273.0;154.0;236.0;135.0;245.0;1193.0
202;Mannen en vrouwen;Herkomst: autochtoon;2007;6027.0;384.0;;;;;4774.0;655.0;215.0;1996.0;1153.0;794.0;672.0;1412.0;2721.0;1307.0;157.0;244.0;139.0;262.0;1196.0
203;Mannen en vrouwen;Herkomst: autochtoon;2008;6134.0;849.0;664.0;161.0;503.0;185.0;4732.0;551.0;3.0;1955.0;1119.0;774.0;580.0;1706.0;2601.0;1269.0;144.0;236.0;128.0;251.0;1505.0
204;Mannen en vrouwen;Herkomst: autochtoon;2009;6124.0;866.0;682.0;157.0;525.0;184.0;4735.0;523.0;;1898.0;1122.0;768.0;609.0;1728.0;2572.0;1261.0;149.0;246.0;127.0;270.0;1499.0
205;Mannen en vrouwen;Herkomst: autochtoon;2010;6045.0;882.0;700.0;171.0;529.0;181.0;4665.0;496.0;3.0;;;;;;;;;;;;
206;Mannen en vrouwen;Herkomst: autochtoon;2011;6017.0;867.0;702.0;199.0;503.0;165.0;4671.0;474.0;5.0;;;;;;;;;;;;
207;Mannen en vrouwen;Herkomst: autochtoon;2012;5975.0;873.0;718.0;203.0;515.0;155.0;4621.0;475.0;6.0;;;;;;;;;;;;
208;Mannen en vrouwen;Herkomst: autochtoon;2013;5909.0;909.0;774.0;229.0;546.0;134.0;4521.0;474.0;6.0;;;;;;;;;;;;
209;Mannen en vrouwen;Herkomst: allochtoon;1996;823.0;36.0;;;;;682.0;61.0;44.0;292.0;165.0;110.0;93.0;163.0;377.0;150.0;76.0;41.0;30.0;31.0;116.0
210;Mannen en vrouwen;Herkomst: allochtoon;1997;862.0;38.0;;;;;705.0;68.0;50.0;304.0;177.0;114.0;94.0;173.0;376.0;172.0;77.0;43.0;29.0;36.0;129.0
211;Mannen en vrouwen;Herkomst: allochtoon;1998;922.0;37.0;;;;;752.0;82.0;50.0;332.0;188.0;124.0;96.0;182.0;397.0;179.0;87.0;45.0;30.0;40.0;144.0
212;Mannen en vrouwen;Herkomst: allochtoon;1999;975.0;40.0;;;;;802.0;80.0;54.0;356.0;200.0;133.0;104.0;182.0;426.0;183.0;99.0;47.0;31.0;45.0;144.0
213;Mannen en vrouwen;Herkomst: allochtoon;2000;1074.0;51.0;;;;;868.0;84.0;71.0;393.0;217.0;140.0;108.0;216.0;459.0;191.0;121.0;63.0;35.0;41.0;163.0
214;Mannen en vrouwen;Herkomst: allochtoon;2001 voor revisie;1129.0;45.0;;;;;930.0;92.0;62.0;430.0;219.0;146.0;109.0;226.0;487.0;205.0;118.0;64.0;42.0;50.0;163.0
215;Mannen en vrouwen;Herkomst: allochtoon;2001 na revisie;1114.0;48.0;;;;;912.0;94.0;61.0;427.0;214.0;139.0;106.0;229.0;471.0;202.0;112.0;64.0;43.0;53.0;169.0
216;Mannen en vrouwen;Herkomst: allochtoon;2002;1149.0;50.0;;;;;929.0;108.0;62.0;418.0;222.0;129.0;119.0;261.0;484.0;205.0;133.0;51.0;41.0;49.0;187.0
217;Mannen en vrouwen;Herkomst: allochtoon;2003;1151.0;52.0;;;;;941.0;99.0;60.0;417.0;238.0;134.0;115.0;247.0;507.0;211.0;109.0;62.0;42.0;39.0;180.0
218;Mannen en vrouwen;Herkomst: allochtoon;2004;1153.0;52.0;;;;;942.0;97.0;62.0;424.0;224.0;143.0;112.0;250.0;503.0;201.0;122.0;57.0;41.0;48.0;183.0
219;Mannen en vrouwen;Herkomst: allochtoon;2005;1180.0;57.0;;;;;959.0;103.0;61.0;396.0;232.0;159.0;121.0;271.0;509.0;202.0;115.0;63.0;39.0;55.0;197.0
220;Mannen en vrouwen;Herkomst: allochtoon;2006;1199.0;51.0;;;;;967.0;110.0;71.0;400.0;229.0;157.0;122.0;290.0;523.0;211.0;108.0;71.0;36.0;50.0;199.0
221;Mannen en vrouwen;Herkomst: allochtoon;2007;1282.0;61.0;;;;;1034.0;112.0;75.0;431.0;251.0;166.0;134.0;300.0;545.0;243.0;112.0;73.0;46.0;53.0;211.0
222;Mannen en vrouwen;Herkomst: allochtoon;2008;1367.0;142.0;125.0;34.0;91.0;16.0;1107.0;118.0;;448.0;257.0;158.0;119.0;385.0;548.0;237.0;122.0;75.0;45.0;53.0;288.0
223;Mannen en vrouwen;Herkomst: allochtoon;2009;1345.0;136.0;119.0;31.0;88.0;17.0;1093.0;116.0;;436.0;241.0;154.0;127.0;387.0;526.0;236.0;129.0;77.0;44.0;49.0;285.0
224;Mannen en vrouwen;Herkomst: allochtoon;2010;1341.0;144.0;128.0;42.0;86.0;17.0;1083.0;113.0;;;;;;;;;;;;;
225;Mannen en vrouwen;Herkomst: allochtoon;2011;1368.0;153.0;133.0;47.0;87.0;20.0;1108.0;105.0;2.0;;;;;;;;;;;;
226;Mannen en vrouwen;Herkomst: allochtoon;2012;1405.0;163.0;147.0;55.0;92.0;16.0;1135.0;105.0;2.0;;;;;;;;;;;;
227;Mannen en vrouwen;Herkomst: allochtoon;2013;1365.0;168.0;156.0;54.0;101.0;12.0;1083.0;113.0;;;;;;;;;;;;;
228;Mannen en vrouwen;Herkomst: westerse allochtoon;1996;515.0;31.0;;;;;424.0;43.0;18.0;176.0;101.0;74.0;59.0;104.0;243.0;94.0;30.0;26.0;16.0;19.0;86.0
229;Mannen en vrouwen;Herkomst: westerse allochtoon;1997;533.0;31.0;;;;;434.0;44.0;24.0;182.0;111.0;73.0;61.0;106.0;239.0;113.0;30.0;25.0;15.0;20.0;91.0
230;Mannen en vrouwen;Herkomst: westerse allochtoon;1998;552.0;30.0;;;;;443.0;57.0;22.0;191.0;105.0;74.0;65.0;118.0;242.0;111.0;32.0;28.0;13.0;23.0;102.0
231;Mannen en vrouwen;Herkomst: westerse allochtoon;1999;568.0;27.0;;;;;467.0;53.0;21.0;204.0;113.0;79.0;65.0;107.0;259.0;116.0;32.0;30.0;15.0;24.0;93.0
232;Mannen en vrouwen;Herkomst: westerse allochtoon;2000;625.0;38.0;;;;;500.0;57.0;30.0;225.0;116.0;86.0;72.0;126.0;265.0;121.0;45.0;42.0;19.0;23.0;110.0
233;Mannen en vrouwen;Herkomst: westerse allochtoon;2001 voor revisie;635.0;32.0;;;;;525.0;50.0;28.0;230.0;129.0;88.0;68.0;119.0;290.0;131.0;38.0;39.0;18.0;24.0;95.0
234;Mannen en vrouwen;Herkomst: westerse allochtoon;2001 na revisie;622.0;33.0;;;;;511.0;51.0;27.0;230.0;123.0;83.0;66.0;120.0;278.0;130.0;33.0;37.0;19.0;27.0;98.0
235;Mannen en vrouwen;Herkomst: westerse allochtoon;2002;633.0;35.0;;;;;509.0;64.0;25.0;223.0;123.0;77.0;72.0;139.0;276.0;128.0;42.0;28.0;18.0;26.0;115.0
236;Mannen en vrouwen;Herkomst: westerse allochtoon;2003;634.0;36.0;;;;;520.0;54.0;24.0;231.0;125.0;81.0;69.0;127.0;287.0;133.0;35.0;34.0;20.0;20.0;105.0
237;Mannen en vrouwen;Herkomst: westerse allochtoon;2004;626.0;40.0;;;;;505.0;58.0;24.0;219.0;119.0;83.0;67.0;138.0;280.0;122.0;37.0;30.0;19.0;24.0;114.0
238;Mannen en vrouwen;Herkomst: westerse allochtoon;2005;628.0;39.0;;;;;511.0;54.0;24.0;206.0;125.0;90.0;73.0;135.0;277.0;127.0;34.0;35.0;18.0;25.0;111.0
239;Mannen en vrouwen;Herkomst: westerse allochtoon;2006;641.0;36.0;;;;;512.0;65.0;28.0;213.0;121.0;90.0;73.0;145.0;285.0;130.0;31.0;35.0;17.0;25.0;118.0
240;Mannen en vrouwen;Herkomst: westerse allochtoon;2007;659.0;44.0;;;;;526.0;63.0;25.0;216.0;126.0;90.0;77.0;149.0;288.0;135.0;31.0;37.0;19.0;23.0;125.0
241;Mannen en vrouwen;Herkomst: westerse allochtoon;2008;687.0;94.0;82.0;22.0;59.0;13.0;534.0;58.0;;215.0;123.0;85.0;68.0;195.0;279.0;134.0;33.0;37.0;16.0;23.0;165.0
242;Mannen en vrouwen;Herkomst: westerse allochtoon;2009;677.0;86.0;75.0;21.0;54.0;11.0;540.0;52.0;;209.0;121.0;82.0;76.0;189.0;270.0;136.0;36.0;41.0;16.0;25.0;154.0
243;Mannen en vrouwen;Herkomst: westerse allochtoon;2010;678.0;98.0;86.0;31.0;55.0;12.0;524.0;55.0;;;;;;;;;;;;;
244;Mannen en vrouwen;Herkomst: westerse allochtoon;2011;673.0;94.0;81.0;31.0;49.0;14.0;530.0;48.0;;;;;;;;;;;;;
245;Mannen en vrouwen;Herkomst: westerse allochtoon;2012;702.0;99.0;87.0;32.0;56.0;12.0;551.0;50.0;;;;;;;;;;;;;
246;Mannen en vrouwen;Herkomst: westerse allochtoon;2013;695.0;112.0;104.0;37.0;67.0;8.0;534.0;48.0;;;;;;;;;;;;;
247;Mannen en vrouwen;Herkomst: niet-westerse allochtoon;1996;308.0;5.0;;;;;258.0;18.0;27.0;116.0;64.0;35.0;34.0;59.0;134.0;56.0;46.0;15.0;14.0;12.0;30.0
248;Mannen en vrouwen;Herkomst: niet-westerse allochtoon;1997;328.0;7.0;;;;;272.0;25.0;25.0;122.0;66.0;41.0;33.0;67.0;136.0;60.0;47.0;18.0;14.0;16.0;38.0
249;Mannen en vrouwen;Herkomst: niet-westerse allochtoon;1998;370.0;7.0;;;;;309.0;25.0;28.0;141.0;83.0;51.0;31.0;64.0;155.0;68.0;55.0;17.0;17.0;17.0;41.0
250;Mannen en vrouwen;Herkomst: niet-westerse allochtoon;1999;408.0;13.0;;;;;335.0;28.0;32.0;152.0;87.0;55.0;38.0;76.0;167.0;68.0;67.0;17.0;16.0;21.0;52.0
251;Mannen en vrouwen;Herkomst: niet-westerse allochtoon;2000;449.0;13.0;;;;;368.0;27.0;41.0;167.0;101.0;54.0;36.0;90.0;194.0;70.0;76.0;21.0;16.0;18.0;53.0
252;Mannen en vrouwen;Herkomst: niet-westerse allochtoon;2001 voor revisie;494.0;14.0;;;;;405.0;42.0;34.0;200.0;90.0;57.0;41.0;107.0;197.0;74.0;80.0;26.0;24.0;26.0;68.0
253;Mannen en vrouwen;Herkomst: niet-westerse allochtoon;2001 na revisie;493.0;15.0;;;;;401.0;44.0;34.0;197.0;91.0;56.0;40.0;109.0;193.0;72.0;79.0;27.0;24.0;26.0;72.0
254;Mannen en vrouwen;Herkomst: niet-westerse allochtoon;2002;516.0;15.0;;;;;420.0;44.0;37.0;195.0;99.0;52.0;48.0;122.0;208.0;77.0;90.0;23.0;23.0;23.0;73.0
255;Mannen en vrouwen;Herkomst: niet-westerse allochtoon;2003;517.0;16.0;;;;;421.0;44.0;36.0;185.0;113.0;53.0;47.0;120.0;220.0;78.0;74.0;29.0;22.0;19.0;75.0
256;Mannen en vrouwen;Herkomst: niet-westerse allochtoon;2004;527.0;13.0;;;;;438.0;39.0;38.0;205.0;104.0;61.0;45.0;112.0;223.0;78.0;85.0;26.0;22.0;24.0;68.0
257;Mannen en vrouwen;Herkomst: niet-westerse allochtoon;2005;552.0;17.0;;;;;449.0;49.0;37.0;189.0;108.0;70.0;49.0;136.0;231.0;75.0;81.0;27.0;21.0;30.0;86.0
258;Mannen en vrouwen;Herkomst: niet-westerse allochtoon;2006;558.0;15.0;;;;;455.0;45.0;42.0;187.0;109.0;67.0;50.0;145.0;238.0;81.0;77.0;36.0;20.0;25.0;81.0
259;Mannen en vrouwen;Herkomst: niet-westerse allochtoon;2007;624.0;17.0;;;;;508.0;49.0;50.0;215.0;125.0;76.0;57.0;151.0;257.0;107.0;82.0;35.0;27.0;29.0;86.0
260;Mannen en vrouwen;Herkomst: niet-westerse allochtoon;2008;680.0;48.0;44.0;12.0;32.0;4.0;572.0;60.0;;233.0;134.0;72.0;51.0;190.0;269.0;103.0;89.0;38.0;28.0;30.0;123.0
261;Mannen en vrouwen;Herkomst: niet-westerse allochtoon;2009;668.0;50.0;44.0;10.0;34.0;6.0;553.0;64.0;;227.0;119.0;71.0;52.0;199.0;257.0;99.0;93.0;36.0;28.0;23.0;131.0
262;Mannen en vrouwen;Herkomst: niet-westerse allochtoon;2010;663.0;46.0;42.0;11.0;31.0;4.0;558.0;58.0;;;;;;;;;;;;;
263;Mannen en vrouwen;Herkomst: niet-westerse allochtoon;2011;695.0;59.0;52.0;15.0;37.0;6.0;578.0;57.0;2.0;;;;;;;;;;;;
264;Mannen en vrouwen;Herkomst: niet-westerse allochtoon;2012;702.0;64.0;60.0;24.0;36.0;4.0;584.0;54.0;;;;;;;;;;;;;
265;Mannen en vrouwen;Herkomst: niet-westerse allochtoon;2013;670.0;56.0;52.0;17.0;35.0;4.0;549.0;65.0;;;;;;;;;;;;;
266;Mannen en vrouwen;Herkomst: onbekend;1996;;;;;;;;;;;;;;;;;;;;;
267;Mannen en vrouwen;Herkomst: onbekend;1997;;;;;;;;;;;;;;;;;;;;;
268;Mannen en vrouwen;Herkomst: onbekend;1998;;;;;;;;;;;;;;;;;;;;;
269;Mannen en vrouwen;Herkomst: onbekend;1999;;;;;;;;;;;;;;;;;;;;;
270;Mannen en vrouwen;Herkomst: onbekend;2000;;;;;;;;;;;;;;;;;;;;;
271;Mannen en vrouwen;Herkomst: onbekend;2001 voor revisie;;;;;;;;;;;;;;;;;;;;;
272;Mannen en vrouwen;Herkomst: onbekend;2001 na revisie;;;;;;;;;;;;;;;;;;;;;
273;Mannen en vrouwen;Herkomst: onbekend;2002;;;;;;;;;;;;;;;;;;;;;
274;Mannen en vrouwen;Herkomst: onbekend;2003;;;;;;;;;;;;;;;;;;;;;
275;Mannen en vrouwen;Herkomst: onbekend;2004;;;;;;;;;;;;;;;;;;;;;
276;Mannen en vrouwen;Herkomst: onbekend;2005;;;;;;;;;;;;;;;;;;;;;
277;Mannen en vrouwen;Herkomst: onbekend;2006;;;;;;;;;;;;;;;;;;;;;
278;Mannen en vrouwen;Herkomst: onbekend;2007;;;;;;;;;;;;;;;;;;;;;
279;Mannen en vrouwen;Herkomst: onbekend;2008;;;;;;;;;;;;;;;;;;;;;
280;Mannen en vrouwen;Herkomst: onbekend;2009;;;;;;;;;;;;;;;;;;;;;
281;Mannen en vrouwen;Herkomst: onbekend;2010;;;;;;;;;;;;;;;;;;;;;
282;Mannen en vrouwen;Herkomst: onbekend;2011;;;;;;;;;;;;;;;;;;;;;
283;Mannen en vrouwen;Herkomst: onbekend;2012;;;;;;;;;;;;;;;;;;;;;
284;Mannen en vrouwen;Herkomst: onbekend;2013;;;;;;;;;;;;;;;;;;;;;
285;Mannen en vrouwen;4010;1996;817.0;44.0;;;;;651.0;70.0;53.0;329.0;152.0;96.0;83.0;158.0;324.0;206.0;52.0;42.0;34.0;25.0;136.0
286;Mannen en vrouwen;4010;1997;858.0;40.0;;;;;687.0;70.0;61.0;335.0;165.0;107.0;99.0;151.0;338.0;233.0;50.0;48.0;28.0;28.0;132.0
287;Mannen en vrouwen;4010;1998;887.0;41.0;;;;;712.0;80.0;54.0;345.0;165.0;108.0;107.0;162.0;343.0;220.0;63.0;51.0;39.0;27.0;144.0
288;Mannen en vrouwen;4010;1999;959.0;44.0;;;;;775.0;77.0;63.0;383.0;191.0;112.0;102.0;171.0;372.0;244.0;67.0;52.0;36.0;37.0;151.0
289;Mannen en vrouwen;4010;2000;972.0;49.0;;;;;779.0;84.0;60.0;393.0;179.0;123.0;96.0;181.0;382.0;232.0;76.0;57.0;39.0;30.0;156.0
290;Mannen en vrouwen;4010;2001 voor revisie;1002.0;44.0;;;;;816.0;95.0;48.0;390.0;188.0;126.0;108.0;190.0;402.0;239.0;64.0;61.0;40.0;31.0;164.0
291;Mannen en vrouwen;4010;2001 na revisie;996.0;50.0;;;;;798.0;96.0;52.0;392.0;185.0;121.0;105.0;194.0;388.0;244.0;63.0;61.0;39.0;31.0;170.0
292;Mannen en vrouwen;4010;2002;1012.0;49.0;;;;;805.0;105.0;53.0;388.0;193.0;122.0;104.0;205.0;407.0;233.0;70.0;55.0;34.0;33.0;181.0
293;Mannen en vrouwen;4010;2003;997.0;63.0;;;;;783.0;94.0;56.0;391.0;178.0;121.0;101.0;205.0;383.0;245.0;58.0;58.0;39.0;31.0;183.0
294;Mannen en vrouwen;4010;2004;1009.0;66.0;;;;;793.0;95.0;54.0;385.0;176.0;122.0;116.0;209.0;400.0;240.0;55.0;58.0;39.0;32.0;184.0
295;Mannen en vrouwen;4010;2005;994.0;60.0;;;;;773.0;108.0;54.0;350.0;186.0;123.0;114.0;222.0;398.0;226.0;48.0;56.0;38.0;34.0;194.0
296;Mannen en vrouwen;4010;2006;1027.0;57.0;;;;;804.0;107.0;58.0;369.0;186.0;127.0;116.0;228.0;413.0;240.0;50.0;63.0;34.0;36.0;191.0
297;Mannen en vrouwen;4010;2007;1097.0;57.0;;;;;865.0;110.0;66.0;386.0;205.0;133.0;133.0;240.0;422.0;269.0;52.0;69.0;43.0;41.0;200.0
298;Mannen en vrouwen;4010;2008;1104.0;142.0;125.0;32.0;93.0;17.0;867.0;95.0;;381.0;189.0;128.0;112.0;294.0;417.0;241.0;51.0;62.0;36.0;41.0;257.0
299;Mannen en vrouwen;4010;2009;1093.0;141.0;122.0;29.0;92.0;19.0;857.0;96.0;;362.0;188.0;128.0;113.0;302.0;400.0;245.0;55.0;57.0;36.0;41.0;260.0
300;Mannen en vrouwen;4010;2010;1097.0;150.0;131.0;35.0;96.0;19.0;859.0;87.0;;;;;;;;;;;;;
301;Mannen en vrouwen;4010;2011;1095.0;158.0;135.0;44.0;91.0;23.0;846.0;90.0;;;;;;;;;;;;;
302;Mannen en vrouwen;4010;2012;1090.0;164.0;145.0;45.0;100.0;19.0;838.0;87.0;;;;;;;;;;;;;
303;Mannen en vrouwen;4010;2013;1139.0;163.0;150.0;45.0;106.0;13.0;884.0;90.0;2.0;;;;;;;;;;;;
304;Mannen en vrouwen;4060;1996;125.0;7.0;;;;;103.0;11.0;5.0;56.0;23.0;13.0;7.0;26.0;51.0;34.0;11.0;3.0;4.0;2.0;20.0
