ID;RegioS;Code_1;Naam_2;SorteringNaam_3;Code_4;Naam_5;Code_6;Naam_7;Code_8;Naam_9;Code_10;Naam_11;Code_12;Naam_13;Code_14;Naam_15;Code_16;Naam_17;Code_18;Naam_19;Code_20;Naam_21;Code_22;Naam_23;Code_24;Naam_25;Code_26;Naam_27;Code_28;Naam_29;Code_30;Naam_31;Code_32;Naam_33;Code_34;Naam_35;Code_36;Naam_37;Code_38;Naam_39;Code_40;Naam_41;Code_42;Naam_43;Code_44;Naam_45;Code_46;Omschrijving_47;Code_48;Naam_49;Inwonertal_50;Omgevingsadressendichtheid_51
248;559;559;Middelharnis                           ;Middelharnis               ;10;Rotterdam       ;20;Rotterdam-Rijnmond        ;29;Groot-Rijnmond                     ;292;Overig Groot-Rijnmond              ;2920;Overig Groot-Rijnmond                      ;92;Goeree en Overflakkee                   ;49;GGD Zuid-Hollandse Eilanden       ;2803;Goeree-Overflakkee                      ;11;Zuidwestelijk akkerbouwgebied;3;West-Nederland ; NL3;West-Nederland ; NL33;Zuid-Holland ; NL335;Groot-Rijnmond                     ;17;Rotterdam-Rijnmond       ;28;Zuid-Holland ;3;'s-Gravenhage   ;23;Rijnmond               ;4;Deltagebied                             ;29;Rijnmond                       ;0;                ;0;                ;3;10 000 - < 20 000 inwoners  ;4;Weinig stedelijk    ;17681;825
249;Midden-Delfland;1842;Midden-Delfland                        ;Midden+Delfland            ;9;'s-Gravenhage   ;46;Haaglanden                ;27;Delft en Westland                  ;270;Delft en Westland                  ;2700;Delft en Westland                          ;81;Westland                                ;44;GGD Delfland                      ;2809;Westland en Zuidhollandse Droogmakerijen;7;Westelijk Holland            ;3;West-Nederland ; NL3;West-Nederland ; NL33;Zuid-Holland ; NL333;Delft en Westland                  ;15;Haaglanden               ;28;Zuid-Holland ;3;'s-Gravenhage   ;22;Haaglanden             ;17;Overig Nederland                        ;28;Haaglanden                     ;0;                ;13;'s-Gravenhage   ;3;10 000 - < 20 000 inwoners  ;3;Matig stedelijk     ;17435;1076
250;Midden-Drenthe;1731;Midden-Drenthe                         ;Midden+Drenthe             ;19;Assen           ;71;Drenthe                   ;7;Noord-Drenthe                      ;70;Noord-Drenthe                      ;700;Noord-Drenthe                              ;17;Drentse Zandgronden                     ;7;GGD Drenthe                       ;2202;Smilde en Centraal zandgebied in Drenthe;2;Veenkoloniën en Oldambt      ;1;Noord-Nederland; NL1;Noord-Nederland; NL13;Drenthe      ; NL131;Noord-Drenthe                      ;3;Drenthe                  ;22;Drenthe      ;5;Leeuwarden      ;5;Zuid en Midden Drenthe ;12;Groningse, Friese en Drentse zandgronden;7;Noord- en midden-Drenthe       ;0;                ;0;                ;4;20 000 - < 50 000 inwoners  ;5;Niet stedelijk      ;33282;364
251;815;815;Mill en Sint Hubert                    ;Mill en Sint Hubert        ;1;'s-Hertogenbosch;72;Brabant-Noord             ;35;Noordoost-Noord-Brabant            ;352;Overig Noordoost-Noord-Brabant     ;3520;Overig Noordoost-Noord-brabant             ;119;Land van Cuijk                          ;54;GGD Hart voor Brabant             ;3009;Maaskant en Land van Cuijk              ;13;Zuidelijk veehouderijgebied  ;4;Zuid-Nederland ; NL4;Zuid-Nederland ; NL41;Noord-Brabant; NL413;Noordoost-Noord-Brabant            ;21;Brabant-Noord            ;30;Noord-Brabant;1;'s-Hertogenbosch;27;Noordoost Brabant      ;14;O.-Brabant, N.- en M.-Limburg, Nijmegen ;36;Noordoost-Brabant              ;0;                ;0;                ;3;10 000 - < 20 000 inwoners  ;5;Niet stedelijk      ;11057;277
252;265;265;Millingen aan de Rijn                  ;Millingen aan de Rijn      ;5;Arnhem          ;48;Gelderland-Zuid           ;15;Arnhem/Nijmegen                    ;150;Arnhem/Nijmegen                    ;1500;Arnhem/Nijmegen                            ;40;Gebied om Nijmegen                      ;21;GGD Regio Nijmegen                ;2503;Zuidelijk Gelderland                    ;4;Oostelijk Veehouderijgebied  ;2;Oost-Nederland ; NL2;Oost-Nederland ; NL22;Gelderland   ; NL223;Arnhem/Nijmegen                    ;8;Gelderland-Zuid          ;25;Gelderland   ;2;Arnhem          ;13;Nijmegen               ;14;O.-Brabant, N.- en M.-Limburg, Nijmegen ;14;Arnhem/Nijmegen                ;0;                ;0;                ;2;5 000 - < 10 000 inwoners   ;4;Weinig stedelijk    ;5848;568
253;Moerdijk;1709;Moerdijk                               ;Moerdijk                   ;2;Breda           ;1;Midden- en West-Brabant   ;33;West-Noord-Brabant                 ;330;West-Noord-Brabant                 ;3300;West-Noord-Brabant                         ;101;Zeekleigebied in Noord-Brabant          ;52;GGD West-Brabant                  ;3001;Noordwesthoek                           ;11;Zuidwestelijk akkerbouwgebied;4;Zuid-Nederland ; NL4;Zuid-Nederland ; NL41;Noord-Brabant; NL411;West-Noord-Brabant                 ;20;Midden- en West-Brabant  ;30;Noord-Brabant;1;'s-Hertogenbosch;25;West Brabant           ;4;Deltagebied                             ;34;West-Brabant                   ;0;                ;0;                ;4;20 000 - < 50 000 inwoners  ;4;Weinig stedelijk    ;36676;638
254;Montferland;1955;Montferland                            ;Montferland                ;6;Zutphen         ;31;Noord- en Oost-Gelderland ;14;Achterhoek                         ;140;Achterhoek                         ;1400;Achterhoek                                 ;27;Oude-IJsselgebied (westelijk deel)      ;14;GGD Gelre-IJssel                  ;2508;Achterhoek                              ;4;Oostelijk Veehouderijgebied  ;2;Oost-Nederland ; NL2;Oost-Nederland ; NL22;Gelderland   ;      ;                                   ;6;Noord- en Oost-Gelderland;25;Gelderland   ;2;Arnhem          ;12;Achterhoek             ;10;Achterhoek                              ;13;Oost-Gelderland                ;0;                ;0;                ;4;20 000 - < 50 000 inwoners  ;4;Weinig stedelijk    ;35190;656
255;335;335;Montfoort                              ;Montfoort                  ;16;Utrecht         ;50;Utrechtsland              ;17;Utrecht                            ;170;Utrecht                            ;1701;Utrecht-West                               ;49;Utrechts Weidegebied                    ;25;GGD Midden-Nederland-1            ;2602;Westelijk weidegebied in Utrecht        ;9;Hollands/Utrechts weidegebied;3;West-Nederland ; NL3;West-Nederland ; NL31;Utrecht      ; NL310;Utrecht                            ;9;Utrecht                  ;26;Utrecht      ;4;Amsterdam       ;18;Utrecht - Midden       ;17;Overig Nederland                        ;19;Utrecht                        ;0;                ;0;                ;3;10 000 - < 20 000 inwoners  ;4;Weinig stedelijk    ;13506;643
256;944;944;Mook en Middelaar                      ;Mook en Middelaar          ;4;Roermond        ;48;Gelderland-Zuid           ;37;Noord-Limburg                      ;370;Noord-Limburg                      ;3700;Noord-Limburg                              ;120;Noord-Limburg                           ;21;GGD Regio Nijmegen                ;3101;Noord-Limburg                           ;13;Zuidelijk veehouderijgebied  ;4;Zuid-Nederland ; NL4;Zuid-Nederland ; NL42;Limburg      ; NL421;Noord-Limburg                      ;23;Limburg-Noord            ;31;Limburg      ;1;'s-Hertogenbosch;13;Nijmegen               ;14;O.-Brabant, N.- en M.-Limburg, Nijmegen ;14;Arnhem/Nijmegen                ;0;                ;7;Nijmegen        ;2;5 000 - < 10 000 inwoners   ;5;Niet stedelijk      ;8016;379
257;563;563;Moordrecht                             ;Moordrecht                 ;9;'s-Gravenhage   ;16;Hollands-Midden           ;28;Oost-Zuid-Holland                  ;280;Oost-Zuid-Holland                  ;2800;Oost-Zuid-Holland                          ;74;Gouda en omstreken                      ;45;GGD Midden-Holland                ;2806;Krimpenerwaard en Oostelijk Rijnland    ;9;Hollands/Utrechts weidegebied;3;West-Nederland ; NL3;West-Nederland ; NL33;Zuid-Holland ; NL334;Oost-Zuid-Holland                  ;16;Hollands Midden          ;28;Zuid-Holland ;3;'s-Gravenhage   ;21;Rijn-Gouwe             ;17;Overig Nederland                        ;27;Zuid-Holland-Oost              ;0;                ;0;                ;2;5 000 - < 10 000 inwoners   ;4;Weinig stedelijk    ;8095;946
258;424;424;Muiden                                 ;Muiden                     ;13;Amsterdam       ;4;Gooi en Vechtstreek       ;24;Het Gooi en Vechtstreek            ;240;Het Gooi en Vechtstreek            ;2400;Het Gooi en Vechtstreek                    ;65;Vechtstreek in Noord-Holland            ;36;GGD Het Gooi en Vechtstreek       ;2707;'t Gein en Gooiland                     ;9;Hollands/Utrechts weidegebied;3;West-Nederland ; NL3;West-Nederland ; NL32;Noord-Holland; NL327;Het Gooi en Vechtstreek            ;14;Gooi en Vechtstreek      ;27;Noord-Holland;4;Amsterdam       ;16;Gooi & Vechtstreek     ;3;IJsselmeerkust                          ;20;Gooi en Vechtstreek            ;0;                ;10;Amsterdam       ;2;5 000 - < 10 000 inwoners   ;5;Niet stedelijk      ;6645;398
259;425;425;Naarden                                ;Naarden                    ;13;Amsterdam       ;4;Gooi en Vechtstreek       ;24;Het Gooi en Vechtstreek            ;240;Het Gooi en Vechtstreek            ;2400;Het Gooi en Vechtstreek                    ;67;Overige gemeenten in het Gooi           ;36;GGD Het Gooi en Vechtstreek       ;2707;'t Gein en Gooiland                     ;9;Hollands/Utrechts weidegebied;3;West-Nederland ; NL3;West-Nederland ; NL32;Noord-Holland; NL327;Het Gooi en Vechtstreek            ;14;Gooi en Vechtstreek      ;27;Noord-Holland;4;Amsterdam       ;16;Gooi & Vechtstreek     ;7;Utrechtse Heuvelrug en 't Gooi          ;20;Gooi en Vechtstreek            ;0;                ;0;                ;3;10 000 - < 20 000 inwoners  ;3;Matig stedelijk     ;17104;1038
260;Neder-Betuwe;1740;Neder-Betuwe                           ;Neder+Betuwe               ;5;Arnhem          ;48;Gelderland-Zuid           ;16;Zuidwest-Gelderland                ;160;Zuidwest-Gelderland                ;1600;Zuidwest-Gelderland                        ;37;Oostelijke Betuwe                       ;20;GGD Rivierenland                  ;2505;Veluwezoom en Betuwe                    ;10;Rivierengebied               ;2;Oost-Nederland ; NL2;Oost-Nederland ; NL22;Gelderland   ; NL224;Zuidwest-Gelderland                ;8;Gelderland-Zuid          ;25;Gelderland   ;2;Arnhem          ;14;Rivierenland           ;9;Gelders Rivierengebied                  ;15;Rivierenland                   ;0;                ;0;                ;4;20 000 - < 50 000 inwoners  ;5;Niet stedelijk      ;22378;345
261;643;643;Nederlek                               ;Nederlek                   ;9;'s-Gravenhage   ;16;Hollands-Midden           ;29;Groot-Rijnmond                     ;292;Overig Groot-Rijnmond              ;2920;Overig Groot-Rijnmond                      ;75;Krimpenerwaard                          ;45;GGD Midden-Holland                ;2806;Krimpenerwaard en Oostelijk Rijnland    ;9;Hollands/Utrechts weidegebied;3;West-Nederland ; NL3;West-Nederland ; NL33;Zuid-Holland ; NL335;Groot-Rijnmond                     ;16;Hollands Midden          ;28;Zuid-Holland ;3;'s-Gravenhage   ;21;Rijn-Gouwe             ;17;Overig Nederland                        ;27;Zuid-Holland-Oost              ;0;                ;14;Rotterdam       ;3;10 000 - < 20 000 inwoners  ;4;Weinig stedelijk    ;14690;849
262;946;946;Nederweert                             ;Nederweert                 ;4;Roermond        ;42;Noord- en Midden-Limburg  ;38;Midden-Limburg                     ;380;Midden-Limburg                     ;3800;Midden-Limburg                             ;123;Midden-Limburg ten westen van de Maas   ;59;GGD Noord- en Midden-Limburg      ;3101;Noord-Limburg                           ;13;Zuidelijk veehouderijgebied  ;4;Zuid-Nederland ; NL4;Zuid-Nederland ; NL42;Limburg      ; NL422;Midden-Limburg                     ;23;Limburg-Noord            ;31;Limburg      ;1;'s-Hertogenbosch;30;Weert                  ;14;O.-Brabant, N.- en M.-Limburg, Nijmegen ;39;Midden-Limburg                 ;0;                ;0;                ;3;10 000 - < 20 000 inwoners  ;4;Weinig stedelijk    ;16446;505
263;304;304;Neerijnen                              ;Neerijnen                  ;5;Arnhem          ;48;Gelderland-Zuid           ;16;Zuidwest-Gelderland                ;160;Zuidwest-Gelderland                ;1600;Zuidwest-Gelderland                        ;38;Westelijke Betuwe                       ;20;GGD Rivierenland                  ;2505;Veluwezoom en Betuwe                    ;10;Rivierengebied               ;2;Oost-Nederland ; NL2;Oost-Nederland ; NL22;Gelderland   ; NL224;Zuidwest-Gelderland                ;8;Gelderland-Zuid          ;25;Gelderland   ;2;Arnhem          ;14;Rivierenland           ;9;Gelders Rivierengebied                  ;15;Rivierenland                   ;0;                ;0;                ;3;10 000 - < 20 000 inwoners  ;5;Niet stedelijk      ;11775;172
264;412;412;Niedorp                                ;Niedorp                    ;14;Alkmaar         ;6;Noord-Holland-Noord       ;18;Kop van Noord-Holland              ;180;Kop van Noord-Holland              ;1800;Kop van Noord-Holland                      ;53;Westelijk West-Friesland                ;27;GGD Kop van Noord-Holland         ;2705;West-Friesland en omgeving              ;7;Westelijk Holland            ;3;West-Nederland ; NL3;West-Nederland ; NL32;Noord-Holland; NL321;Kop van Noord-Holland              ;10;Noord-Holland-Noord      ;27;Noord-Holland;4;Amsterdam       ;19;Noord-Holland Noord    ;17;Overig Nederland                        ;23;Kop van Noord-Holland          ;0;                ;0;                ;3;10 000 - < 20 000 inwoners  ;5;Niet stedelijk      ;11793;228
265;571;571;Nieuw-Lekkerland                       ;Nieuw+Lekkerland           ;11;Dordrecht       ;10;Zuid-Holland-Zuid         ;30;Zuidoost-Zuid-Holland              ;300;Zuidoost Zuid-Holland              ;3002;Overig Zuidoost-Zuid-Holland               ;76;Industriegebied Alblasserwaard          ;48;GGD Regio Zuid-Holland-Zuid       ;2807;Alblasserwaard en Vijfherenlanden       ;9;Hollands/Utrechts weidegebied;3;West-Nederland ; NL3;West-Nederland ; NL33;Zuid-Holland ; NL336;Zuidoost-Zuid-Holland              ;18;Zuid-Holland-Zuid        ;28;Zuid-Holland ;3;'s-Gravenhage   ;23;Rijnmond               ;17;Overig Nederland                        ;30;Zuid-Holland-Zuid              ;0;                ;0;                ;2;5 000 - < 10 000 inwoners   ;4;Weinig stedelijk    ;9457;716
266;356;356;Nieuwegein                             ;Nieuwegein                 ;16;Utrecht         ;50;Utrechtsland              ;17;Utrecht                            ;170;Utrecht                            ;1703;Stadsgewest Utrecht                        ;46;Nieuwegein en IJsselstein               ;25;GGD Midden-Nederland-1            ;2602;Westelijk weidegebied in Utrecht        ;9;Hollands/Utrechts weidegebied;3;West-Nederland ; NL3;West-Nederland ; NL31;Utrecht      ; NL310;Utrecht                            ;9;Utrecht                  ;26;Utrecht      ;4;Amsterdam       ;18;Utrecht - Midden       ;17;Overig Nederland                        ;19;Utrecht                        ;9;Utrecht         ;9;Utrecht         ;5;50 000 - < 100 000 inwoners ;2;Sterk stedelijk     ;61605;1762
267;567;567;Nieuwerkerk aan den IJssel             ;Nieuwerkerk aan den IJssel ;9;'s-Gravenhage   ;16;Hollands-Midden           ;29;Groot-Rijnmond                     ;292;Overig Groot-Rijnmond              ;2920;Overig Groot-Rijnmond                      ;88;Oostelijk Randgebied Rotterdam          ;45;GGD Midden-Holland                ;2809;Westland en Zuidhollandse Droogmakerijen;7;Westelijk Holland            ;3;West-Nederland ; NL3;West-Nederland ; NL33;Zuid-Holland ; NL335;Groot-Rijnmond                     ;16;Hollands Midden          ;28;Zuid-Holland ;3;'s-Gravenhage   ;21;Rijn-Gouwe             ;17;Overig Nederland                        ;27;Zuid-Holland-Oost              ;0;                ;14;Rotterdam       ;4;20 000 - < 50 000 inwoners  ;3;Matig stedelijk     ;22140;1429
268;569;569;Nieuwkoop                              ;Nieuwkoop                  ;9;'s-Gravenhage   ;16;Hollands-Midden           ;28;Oost-Zuid-Holland                  ;280;Oost-Zuid-Holland                  ;2800;Oost-Zuid-Holland                          ;72;Noordelijke Veenstreek in Zuid-Holland  ;37;GGD Zuid-Holland-Noord            ;2806;Krimpenerwaard en Oostelijk Rijnland    ;9;Hollands/Utrechts weidegebied;3;West-Nederland ; NL3;West-Nederland ; NL33;Zuid-Holland ; NL334;Oost-Zuid-Holland                  ;16;Hollands Midden          ;28;Zuid-Holland ;3;'s-Gravenhage   ;21;Rijn-Gouwe             ;6;Hollands-Utrechtse meren                ;27;Zuid-Holland-Oost              ;0;                ;0;                ;3;10 000 - < 20 000 inwoners  ;4;Weinig stedelijk    ;11122;540
269;104;104;Nijefurd                               ;Nijefurd                   ;17;Leeuwarden      ;23;Fryslân                   ;5;Zuidwest-Friesland                 ;50;Zuidwest-Friesland                 ;500;Zuidwest-Friesland                         ;10;Fries Weidegebied                       ;72;GGD Fryslân                       ;2102;Weidestreek in Friesland                ;3;Noordelijk Weidegebied       ;1;Noord-Nederland; NL1;Noord-Nederland; NL12;Friesland    ; NL122;Zuidwest-Friesland                 ;2;Friesland                ;21;Friesland    ;5;Leeuwarden      ;4;Fryslân                ;3;IJsselmeerkust                          ;5;Zuidwest-Friesland             ;0;                ;0;                ;3;10 000 - < 20 000 inwoners  ;5;Niet stedelijk      ;10868;301
270;267;267;Nijkerk                                ;Nijkerk                    ;5;Arnhem          ;45;Gelderland-Midden         ;13;Veluwe                             ;130;Veluwe                             ;1300;Veluwe                                     ;31;Gelderse Vallei                         ;23;GGD Eemland                       ;2507;Westelijke Veluwe                       ;5;Centraal Veehouderijgebied   ;2;Oost-Nederland ; NL2;Oost-Nederland ; NL22;Gelderland   ; NL221;Veluwe                             ;7;Gelderland-Midden        ;25;Gelderland   ;2;Arnhem          ;10;De Vallei              ;8;Veluwe en Veluwerand                    ;16;Eem en Vallei                  ;0;                ;8;Amersfoort      ;4;20 000 - < 50 000 inwoners  ;4;Weinig stedelijk    ;38695;948
271;268;268;Nijmegen                               ;Nijmegen                   ;5;Arnhem          ;48;Gelderland-Zuid           ;15;Arnhem/Nijmegen                    ;150;Arnhem/Nijmegen                    ;1500;Arnhem/Nijmegen                            ;39;Nijmegen                                ;21;GGD Regio Nijmegen                ;2504;Oostelijke Betuwe en Nijmegen           ;10;Rivierengebied               ;2;Oost-Nederland ; NL2;Oost-Nederland ; NL22;Gelderland   ; NL223;Arnhem/Nijmegen                    ;8;Gelderland-Zuid          ;25;Gelderland   ;2;Arnhem          ;13;Nijmegen               ;14;O.-Brabant, N.- en M.-Limburg, Nijmegen ;14;Arnhem/Nijmegen                ;7;Nijmegen        ;7;Nijmegen        ;7;150 000 - < 250 000 inwoners;2;Sterk stedelijk     ;159522;2220
272;Noord-Beveland;1695;Noord-Beveland                         ;Noord+Beveland             ;12;Middelburg      ;5;Zeeland                   ;32;Overig Zeeland                     ;320;Overig Zeeland                     ;3200;Overig Zeeland                             ;97;Noord- en Zuid-Beveland                 ;50;GGD Zeeland                       ;2901;Noordelijk Zeeland                      ;11;Zuidwestelijk akkerbouwgebied;3;West-Nederland ; NL3;West-Nederland ; NL34;Zeeland      ; NL342;Overig Zeeland                     ;19;Zeeland                  ;29;Zeeland      ;3;'s-Gravenhage   ;24;Zeeland                ;4;Deltagebied                             ;31;Oosterschelde regio            ;0;                ;0;                ;2;5 000 - < 10 000 inwoners   ;5;Niet stedelijk      ;7200;195
273;Noordenveld;1699;Noordenveld                            ;Noordenveld                ;19;Assen           ;71;Drenthe                   ;7;Noord-Drenthe                      ;70;Noord-Drenthe                      ;700;Noord-Drenthe                              ;14;Noord-Drents Randgebied                 ;7;GGD Drenthe                       ;2201;Weidegebied van het Noorderveld         ;3;Noordelijk Weidegebied       ;1;Noord-Nederland; NL1;Noord-Nederland; NL13;Drenthe      ; NL131;Noord-Drenthe                      ;3;Drenthe                  ;22;Drenthe      ;5;Leeuwarden      ;3;Centraal Groningen     ;12;Groningse, Friese en Drentse zandgronden;7;Noord- en midden-Drenthe       ;0;                ;1;Groningen       ;4;20 000 - < 50 000 inwoners  ;4;Weinig stedelijk    ;31573;601
274;529;529;Noorder-Koggenland                     ;Noorder+Koggenland         ;14;Alkmaar         ;6;Noord-Holland-Noord       ;18;Kop van Noord-Holland              ;180;Kop van Noord-Holland              ;1800;Kop van Noord-Holland                      ;54;Midden- en oostelijk West-Friesland     ;28;GGD Westfriesland                 ;2705;West-Friesland en omgeving              ;7;Westelijk Holland            ;3;West-Nederland ; NL3;West-Nederland ; NL32;Noord-Holland; NL321;Kop van Noord-Holland              ;10;Noord-Holland-Noord      ;27;Noord-Holland;4;Amsterdam       ;19;Noord-Holland Noord    ;17;Overig Nederland                        ;22;Westfriesland                  ;0;                ;0;                ;3;10 000 - < 20 000 inwoners  ;5;Niet stedelijk      ;10553;188
275;171;171;Noordoostpolder                        ;Noordoostpolder            ;7;Zwolle/Lelystad ;65;Flevoland                 ;40;Flevoland                          ;400;Flevoland                          ;4003;Noordoostpolder en Urk                     ;128;Noordoostpolder                         ;22;GGD Flevoland                     ;2401;Noordoostelijke Polder                  ;6;IJsselmeerpolders            ;2;Oost-Nederland ; NL2;Oost-Nederland ; NL23;Flevoland    ; NL230;Flevoland                          ;25;Flevoland                ;24;Flevoland    ;2;Arnhem          ;15;Flevoland              ;3;IJsselmeerkust                          ;18;Flevoland                      ;0;                ;0;                ;4;20 000 - < 50 000 inwoners  ;4;Weinig stedelijk    ;45739;707
276;575;575;Noordwijk                              ;Noordwijk                  ;9;'s-Gravenhage   ;16;Hollands-Midden           ;25;Agglomeratie Leiden en Bollenstreek;250;Agglomeratie Leiden en Bollenstreek;2500;Agglomeratie Leiden en Bollenstreek        ;68;Zuidhollandse Bollenstreek              ;37;GGD Zuid-Holland-Noord            ;2808;Bollenstreek                            ;7;Westelijk Holland            ;3;West-Nederland ; NL3;West-Nederland ; NL33;Zuid-Holland ; NL331;Agglomeratie Leiden en Bollenstreek;16;Hollands Midden          ;28;Zuid-Holland ;3;'s-Gravenhage   ;21;Rijn-Gouwe             ;2;Noordzeebadplaatsen                     ;26;Zuid-Holland-Noord             ;0;                ;12;Leiden          ;4;20 000 - < 50 000 inwoners  ;3;Matig stedelijk     ;24673;1342
277;576;576;Noordwijkerhout                        ;Noordwijkerhout            ;9;'s-Gravenhage   ;16;Hollands-Midden           ;25;Agglomeratie Leiden en Bollenstreek;250;Agglomeratie Leiden en Bollenstreek;2500;Agglomeratie Leiden en Bollenstreek        ;68;Zuidhollandse Bollenstreek              ;37;GGD Zuid-Holland-Noord            ;2808;Bollenstreek                            ;7;Westelijk Holland            ;3;West-Nederland ; NL3;West-Nederland ; NL33;Zuid-Holland ; NL331;Agglomeratie Leiden en Bollenstreek;16;Hollands Midden          ;28;Zuid-Holland ;3;'s-Gravenhage   ;21;Rijn-Gouwe             ;2;Noordzeebadplaatsen                     ;26;Zuid-Holland-Noord             ;0;                ;12;Leiden          ;3;10 000 - < 20 000 inwoners  ;4;Weinig stedelijk    ;15166;858
278;820;820;Nuenen, Gerwen en Nederwetten          ;Nuenen c.a.                ;1;'s-Hertogenbosch;11;Zuidoost-Brabant          ;36;Zuidoost-Noord-Brabant             ;360;Zuidoost-Noord-Brabant             ;3600;Zuidoost-Noord-Brabant                     ;114;Randgebied Eindhoven                    ;56;GGD Zuidoost-Brabant              ;3010;Westelijk Peelgebied                    ;13;Zuidelijk veehouderijgebied  ;4;Zuid-Nederland ; NL4;Zuid-Nederland ; NL41;Noord-Brabant; NL414;Zuidoost-Noord-Brabant             ;22;Brabant-Zuidoost         ;30;Noord-Brabant;1;'s-Hertogenbosch;28;Zuidoost Brabant       ;13;West- en Midden-Brabant                 ;37;Zuidoost-Brabant               ;0;                ;19;Eindhoven       ;4;20 000 - < 50 000 inwoners  ;4;Weinig stedelijk    ;22873;981
279;302;302;Nunspeet                               ;Nunspeet                   ;6;Zutphen         ;31;Noord- en Oost-Gelderland ;13;Veluwe                             ;130;Veluwe                             ;1300;Veluwe                                     ;32;IJsselmeerkust                          ;16;GGD Regio Noord-Veluwe            ;2507;Westelijke Veluwe                       ;5;Centraal Veehouderijgebied   ;2;Oost-Nederland ; NL2;Oost-Nederland ; NL22;Gelderland   ; NL221;Veluwe                             ;6;Noord- en Oost-Gelderland;25;Gelderland   ;2;Arnhem          ;8;Noordwest Veluwe       ;8;Veluwe en Veluwerand                    ;17;Noordwest-Veluwe               ;0;                ;0;                ;4;20 000 - < 50 000 inwoners  ;4;Weinig stedelijk    ;26583;721
280;951;951;Nuth                                   ;Nuth                       ;3;Maastricht      ;67;Zuid-Limburg              ;39;Zuid-Limburg                       ;390;Zuid-Limburg                       ;3900;Zuid-Limburg                               ;125;Oostelijke Mijnstreek                   ;61;GGD Zuid-Limburg                  ;3102;Zuid-Limburg                            ;14;Zuid-Limburg                 ;4;Zuid-Nederland ; NL4;Zuid-Nederland ; NL42;Limburg      ; NL423;Zuid-Limburg                       ;24;Limburg-Zuid             ;31;Limburg      ;1;'s-Hertogenbosch;33;Parkstad Limburg       ;15;Zuid-Limburg                            ;41;Oostelijk Zuid-Limburg         ;0;                ;21;Heerlen         ;3;10 000 - < 20 000 inwoners  ;5;Niet stedelijk      ;15920;467
281;429;429;Obdam                                  ;Obdam                      ;14;Alkmaar         ;6;Noord-Holland-Noord       ;18;Kop van Noord-Holland              ;180;Kop van Noord-Holland              ;1800;Kop van Noord-Holland                      ;54;Midden- en oostelijk West-Friesland     ;28;GGD Westfriesland                 ;2705;West-Friesland en omgeving              ;7;Westelijk Holland            ;3;West-Nederland ; NL3;West-Nederland ; NL32;Noord-Holland; NL321;Kop van Noord-Holland              ;10;Noord-Holland-Noord      ;27;Noord-Holland;4;Amsterdam       ;19;Noord-Holland Noord    ;17;Overig Nederland                        ;22;Westfriesland                  ;0;                ;0;                ;2;5 000 - < 10 000 inwoners   ;5;Niet stedelijk      ;6770;394
282;579;579;Oegstgeest                             ;Oegstgeest                 ;9;'s-Gravenhage   ;16;Hollands-Midden           ;25;Agglomeratie Leiden en Bollenstreek;250;Agglomeratie Leiden en Bollenstreek;2500;Agglomeratie Leiden en Bollenstreek        ;71;Randgebied Leiden                       ;37;GGD Zuid-Holland-Noord            ;2808;Bollenstreek                            ;7;Westelijk Holland            ;3;West-Nederland ; NL3;West-Nederland ; NL33;Zuid-Holland ; NL331;Agglomeratie Leiden en Bollenstreek;16;Hollands Midden          ;28;Zuid-Holland ;3;'s-Gravenhage   ;21;Rijn-Gouwe             ;17;Overig Nederland                        ;26;Zuid-Holland-Noord             ;12;Leiden          ;12;Leiden          ;4;20 000 - < 50 000 inwoners  ;2;Sterk stedelijk     ;21891;1527
283;823;823;Oirschot                               ;Oirschot                   ;1;'s-Hertogenbosch;11;Zuidoost-Brabant          ;36;Zuidoost-Noord-Brabant             ;360;Zuidoost-Noord-Brabant             ;3600;Zuidoost-Noord-Brabant                     ;114;Randgebied Eindhoven                    ;56;GGD Zuidoost-Brabant              ;3008;Midden Noord-Brabant                    ;13;Zuidelijk veehouderijgebied  ;4;Zuid-Nederland ; NL4;Zuid-Nederland ; NL41;Noord-Brabant; NL414;Zuidoost-Noord-Brabant             ;22;Brabant-Zuidoost         ;30;Noord-Brabant;1;'s-Hertogenbosch;28;Zuidoost Brabant       ;13;West- en Midden-Brabant                 ;37;Zuidoost-Brabant               ;0;                ;0;                ;3;10 000 - < 20 000 inwoners  ;4;Weinig stedelijk    ;17812;550
284;824;824;Oisterwijk                             ;Oisterwijk                 ;2;Breda           ;1;Midden- en West-Brabant   ;34;Midden-Noord-Brabant               ;340;Midden-Noord-Brabant               ;3400;Midden-Noord-Brabant                       ;108;Gebied om Tilburg                       ;54;GGD Hart voor Brabant             ;3008;Midden Noord-Brabant                    ;13;Zuidelijk veehouderijgebied  ;4;Zuid-Nederland ; NL4;Zuid-Nederland ; NL41;Noord-Brabant; NL412;Midden-Noord-Brabant               ;20;Midden- en West-Brabant  ;30;Noord-Brabant;1;'s-Hertogenbosch;26;Midden Brabant         ;13;West- en Midden-Brabant                 ;35;Midden-Brabant                 ;0;                ;17;Tilburg         ;4;20 000 - < 50 000 inwoners  ;4;Weinig stedelijk    ;25908;877
