ID;BedrijfstakkenBranchesSBI2008;Perioden;VacatureIndicator_1
631;F Bouwnijverheid;1999 augustus;0.54
632;F Bouwnijverheid;1999 september;0.54
633;F Bouwnijverheid;1999 oktober;0.53
634;F Bouwnijverheid;1999 november;0.53
635;F Bouwnijverheid;1999 december;0.53
636;F Bouwnijverheid;2000 januari;0.52
637;F Bouwnijverheid;2000 februari;0.51
638;F Bouwnijverheid;2000 maart;0.5
639;F Bouwnijverheid;2000 april;0.48
640;F Bouwnijverheid;2000 mei;0.45
641;F Bouwnijverheid;2000 juni;0.42
642;F Bouwnijverheid;2000 juli;0.39
643;F Bouwnijverheid;2000 augustus;0.36
644;F Bouwnijverheid;2000 september;0.33
645;F Bouwnijverheid;2000 oktober;0.29
646;F Bouwnijverheid;2000 november;0.24
647;F Bouwnijverheid;2000 december;0.17
648;F Bouwnijverheid;2001 januari;0.1
649;F Bouwnijverheid;2001 februari;0.02
650;F Bouwnijverheid;2001 maart;-0.06
651;F Bouwnijverheid;2001 april;-0.13
652;F Bouwnijverheid;2001 mei;-0.2
653;F Bouwnijverheid;2001 juni;-0.25
654;F Bouwnijverheid;2001 juli;-0.3
655;F Bouwnijverheid;2001 augustus;-0.34
656;F Bouwnijverheid;2001 september;-0.37
657;F Bouwnijverheid;2001 oktober;-0.4
658;F Bouwnijverheid;2001 november;-0.43
659;F Bouwnijverheid;2001 december;-0.48
660;F Bouwnijverheid;2002 januari;-0.54
661;F Bouwnijverheid;2002 februari;-0.61
662;F Bouwnijverheid;2002 maart;-0.69
663;F Bouwnijverheid;2002 april;-0.78
664;F Bouwnijverheid;2002 mei;-0.86
665;F Bouwnijverheid;2002 juni;-0.93
666;F Bouwnijverheid;2002 juli;-1.0
667;F Bouwnijverheid;2002 augustus;-1.06
668;F Bouwnijverheid;2002 september;-1.1
669;F Bouwnijverheid;2002 oktober;-1.13
670;F Bouwnijverheid;2002 november;-1.15
671;F Bouwnijverheid;2002 december;-1.18
672;F Bouwnijverheid;2003 januari;-1.21
673;F Bouwnijverheid;2003 februari;-1.24
674;F Bouwnijverheid;2003 maart;-1.25
675;F Bouwnijverheid;2003 april;-1.24
676;F Bouwnijverheid;2003 mei;-1.22
677;F Bouwnijverheid;2003 juni;-1.2
678;F Bouwnijverheid;2003 juli;-1.17
679;F Bouwnijverheid;2003 augustus;-1.14
680;F Bouwnijverheid;2003 september;-1.1
681;F Bouwnijverheid;2003 oktober;-1.05
682;F Bouwnijverheid;2003 november;-0.98
683;F Bouwnijverheid;2003 december;-0.89
684;F Bouwnijverheid;2004 januari;-0.78
685;F Bouwnijverheid;2004 februari;-0.68
686;F Bouwnijverheid;2004 maart;-0.57
687;F Bouwnijverheid;2004 april;-0.48
688;F Bouwnijverheid;2004 mei;-0.39
689;F Bouwnijverheid;2004 juni;-0.32
690;F Bouwnijverheid;2004 juli;-0.26
691;F Bouwnijverheid;2004 augustus;-0.2
692;F Bouwnijverheid;2004 september;-0.15
693;F Bouwnijverheid;2004 oktober;-0.11
694;F Bouwnijverheid;2004 november;-0.08
695;F Bouwnijverheid;2004 december;-0.04
696;F Bouwnijverheid;2005 januari;0.01
697;F Bouwnijverheid;2005 februari;0.06
698;F Bouwnijverheid;2005 maart;0.11
699;F Bouwnijverheid;2005 april;0.18
700;F Bouwnijverheid;2005 mei;0.29
701;F Bouwnijverheid;2005 juni;0.42
702;F Bouwnijverheid;2005 juli;0.56
703;F Bouwnijverheid;2005 augustus;0.68
704;F Bouwnijverheid;2005 september;0.78
705;F Bouwnijverheid;2005 oktober;0.85
706;F Bouwnijverheid;2005 november;0.88
707;F Bouwnijverheid;2005 december;0.88
708;F Bouwnijverheid;2006 januari;0.85
709;F Bouwnijverheid;2006 februari;0.81
710;F Bouwnijverheid;2006 maart;0.77
711;F Bouwnijverheid;2006 april;0.74
712;F Bouwnijverheid;2006 mei;0.72
713;F Bouwnijverheid;2006 juni;0.71
714;F Bouwnijverheid;2006 juli;0.7
715;F Bouwnijverheid;2006 augustus;0.71
716;F Bouwnijverheid;2006 september;0.73
717;F Bouwnijverheid;2006 oktober;0.76
718;F Bouwnijverheid;2006 november;0.78
719;F Bouwnijverheid;2006 december;0.8
720;F Bouwnijverheid;2007 januari;0.83
721;F Bouwnijverheid;2007 februari;0.86
722;F Bouwnijverheid;2007 maart;0.88
723;F Bouwnijverheid;2007 april;0.88
724;F Bouwnijverheid;2007 mei;0.87
725;F Bouwnijverheid;2007 juni;0.84
726;F Bouwnijverheid;2007 juli;0.8
727;F Bouwnijverheid;2007 augustus;0.76
728;F Bouwnijverheid;2007 september;0.72
729;F Bouwnijverheid;2007 oktober;0.7
730;F Bouwnijverheid;2007 november;0.7
731;F Bouwnijverheid;2007 december;0.7
732;F Bouwnijverheid;2008 januari;0.69
733;F Bouwnijverheid;2008 februari;0.66
734;F Bouwnijverheid;2008 maart;0.62
735;F Bouwnijverheid;2008 april;0.55
736;F Bouwnijverheid;2008 mei;0.45
737;F Bouwnijverheid;2008 juni;0.31
738;F Bouwnijverheid;2008 juli;0.13
739;F Bouwnijverheid;2008 augustus;-0.09
740;F Bouwnijverheid;2008 september;-0.35
741;F Bouwnijverheid;2008 oktober;-0.62
742;F Bouwnijverheid;2008 november;-0.9
743;F Bouwnijverheid;2008 december;-1.18
744;F Bouwnijverheid;2009 januari;-1.46
745;F Bouwnijverheid;2009 februari;-1.72
746;F Bouwnijverheid;2009 maart;-1.96
747;F Bouwnijverheid;2009 april;-2.15
748;F Bouwnijverheid;2009 mei;-2.26
749;F Bouwnijverheid;2009 juni;-2.3
750;F Bouwnijverheid;2009 juli;-2.27
751;F Bouwnijverheid;2009 augustus;-2.17
752;F Bouwnijverheid;2009 september;-2.01
753;F Bouwnijverheid;2009 oktober;-1.8
754;F Bouwnijverheid;2009 november;-1.55
755;F Bouwnijverheid;2009 december;-1.27
756;F Bouwnijverheid;2010 januari;-1.0
757;F Bouwnijverheid;2010 februari;-0.78
758;F Bouwnijverheid;2010 maart;-0.59
759;F Bouwnijverheid;2010 april;-0.45
760;F Bouwnijverheid;2010 mei;-0.33
761;F Bouwnijverheid;2010 juni;-0.23
762;F Bouwnijverheid;2010 juli;-0.13
763;F Bouwnijverheid;2010 augustus;-0.02
764;F Bouwnijverheid;2010 september;0.07
765;F Bouwnijverheid;2010 oktober;0.15
766;F Bouwnijverheid;2010 november;0.2
767;F Bouwnijverheid;2010 december;0.2
768;F Bouwnijverheid;2011 januari;0.17
769;F Bouwnijverheid;2011 februari;0.14
770;F Bouwnijverheid;2011 maart;0.1
771;F Bouwnijverheid;2011 april;0.06
772;F Bouwnijverheid;2011 mei;0.01
773;F Bouwnijverheid;2011 juni;-0.04
774;F Bouwnijverheid;2011 juli;-0.11
775;F Bouwnijverheid;2011 augustus;-0.19
776;F Bouwnijverheid;2011 september;-0.28
777;F Bouwnijverheid;2011 oktober;-0.38
778;F Bouwnijverheid;2011 november;-0.47
779;F Bouwnijverheid;2011 december;-0.58
780;F Bouwnijverheid;2012 januari;-0.7
781;F Bouwnijverheid;2012 februari;-0.84
782;F Bouwnijverheid;2012 maart;-0.99
783;F Bouwnijverheid;2012 april;-1.14
784;F Bouwnijverheid;2012 mei;-1.27
785;F Bouwnijverheid;2012 juni;-1.38
786;F Bouwnijverheid;2012 juli;-1.47
787;F Bouwnijverheid;2012 augustus;-1.55
788;F Bouwnijverheid;2012 september;-1.6
789;F Bouwnijverheid;2012 oktober;-1.63
790;F Bouwnijverheid;2012 november;-1.64
791;F Bouwnijverheid;2012 december;-1.65
792;F Bouwnijverheid;2013 januari;-1.63
793;F Bouwnijverheid;2013 februari;-1.6
794;F Bouwnijverheid;2013 maart;-1.54
795;F Bouwnijverheid;2013 april;-1.44
796;F Bouwnijverheid;2013 mei;-1.3
797;F Bouwnijverheid;2013 juni;-1.15
798;F Bouwnijverheid;2013 juli;-0.97
799;F Bouwnijverheid;2013 augustus;-0.79
800;F Bouwnijverheid;2013 september;-0.61
801;F Bouwnijverheid;2013 oktober;-0.43
802;F Bouwnijverheid;2013 november;-0.25
803;F Bouwnijverheid;2013 december;-0.07
804;F Bouwnijverheid;2014 januari;0.1
805;F Bouwnijverheid;2014 februari;0.25
806;F Bouwnijverheid;2014 maart;0.39
807;F Bouwnijverheid;2014 april;0.5
808;F Bouwnijverheid;2014 mei;0.58
809;F Bouwnijverheid;2014 juni;0.66
810;F Bouwnijverheid;2014 juli;0.73
811;F Bouwnijverheid;2014 augustus;0.81
812;F Bouwnijverheid;2014 september;0.9
813;F Bouwnijverheid;2014 oktober;1.0
814;F Bouwnijverheid;2014 november;1.1
815;F Bouwnijverheid;2014 december;1.18
816;F Bouwnijverheid;2015 januari;1.24
817;F Bouwnijverheid;2015 februari;1.27
818;F Bouwnijverheid;2015 maart;1.27
819;F Bouwnijverheid;2015 april;1.24
820;F Bouwnijverheid;2015 mei;1.2
821;F Bouwnijverheid;2015 juni;1.15
822;F Bouwnijverheid;2015 juli;1.1
823;F Bouwnijverheid;2015 augustus;1.05
824;F Bouwnijverheid;2015 september;1.02
825;F Bouwnijverheid;2015 oktober;1.0
826;F Bouwnijverheid;2015 november;1.01
827;F Bouwnijverheid;2015 december;1.05
828;F Bouwnijverheid;2016 januari;1.11
829;F Bouwnijverheid;2016 februari;1.17
830;F Bouwnijverheid;2016 maart;1.24
831;F Bouwnijverheid;2016 april;1.3
832;F Bouwnijverheid;2016 mei;1.35
833;F Bouwnijverheid;2016 juni;1.39
834;F Bouwnijverheid;2016 juli;1.41
835;F Bouwnijverheid;2016 augustus;1.42
836;F Bouwnijverheid;2016 september;1.43
837;F Bouwnijverheid;2016 oktober;1.43
838;F Bouwnijverheid;2016 november;1.41
839;F Bouwnijverheid;2016 december;1.39
840;F Bouwnijverheid;2017 januari;1.36
841;F Bouwnijverheid;2017 februari;1.32
842;F Bouwnijverheid;2017 maart;1.29
843;F Bouwnijverheid;2017 april;1.26
844;F Bouwnijverheid;2017 mei;1.25
845;F Bouwnijverheid;2017 juni;1.24
846;F Bouwnijverheid;2017 juli;1.23
847;F Bouwnijverheid;2017 augustus;1.21
848;F Bouwnijverheid;2017 september;1.17
849;F Bouwnijverheid;2017 oktober;1.12
850;F Bouwnijverheid;2017 november;1.5
851;F Bouwnijverheid;2017 december;1.57
852;F Bouwnijverheid;2018 januari;1.61
853;F Bouwnijverheid;2018 februari;1.63
854;F Bouwnijverheid;2018 maart;1.62
855;F Bouwnijverheid;2018 april;1.61
856;F Bouwnijverheid;2018 mei;1.59
857;F Bouwnijverheid;2018 juni;1.58
858;F Bouwnijverheid;2018 juli;1.53
859;F Bouwnijverheid;2018 augustus;1.46
860;F Bouwnijverheid;2018 september;1.38
861;F Bouwnijverheid;2018 oktober;1.31
862;F Bouwnijverheid;2018 november;1.25
863;F Bouwnijverheid;2018 december;1.2
864;F Bouwnijverheid;2019 januari;1.17
865;F Bouwnijverheid;2019 februari;1.14
866;F Bouwnijverheid;2019 maart;1.08
867;F Bouwnijverheid;2019 april;1.01
868;F Bouwnijverheid;2019 mei;0.93
869;F Bouwnijverheid;2019 juni;0.81
870;F Bouwnijverheid;2019 juli;0.68
871;F Bouwnijverheid;2019 augustus;0.56
872;F Bouwnijverheid;2019 september;0.46
873;F Bouwnijverheid;2019 oktober;0.37
874;F Bouwnijverheid;2019 november;0.27
875;F Bouwnijverheid;2019 december;0.15
876;F Bouwnijverheid;2020 januari;0.02
877;F Bouwnijverheid;2020 februari;-0.14
878;F Bouwnijverheid;2020 maart;-0.31
879;F Bouwnijverheid;2020 april;-0.47
880;F Bouwnijverheid;2020 mei;-0.59
881;F Bouwnijverheid;2020 juni;-0.68
882;F Bouwnijverheid;2020 juli;-0.71
883;F Bouwnijverheid;2020 augustus;-0.68
884;F Bouwnijverheid;2020 september;-0.63
885;F Bouwnijverheid;2020 oktober;-0.55
886;F Bouwnijverheid;2020 november;-0.46
887;F Bouwnijverheid;2020 december;-0.35
888;F Bouwnijverheid;2021 januari;-0.23
889;F Bouwnijverheid;2021 februari;-0.1
890;F Bouwnijverheid;2021 maart;0.05
891;F Bouwnijverheid;2021 april;0.19
892;F Bouwnijverheid;2021 mei;0.33
893;F Bouwnijverheid;2021 juni;0.43
894;F Bouwnijverheid;2021 juli;0.5
895;F Bouwnijverheid;2021 augustus;0.57
896;F Bouwnijverheid;2021 september;0.62
897;F Bouwnijverheid;2021 oktober;0.65
898;F Bouwnijverheid;2021 november;0.68
899;F Bouwnijverheid;2021 december;0.69
900;F Bouwnijverheid;2022 januari;0.68
901;F Bouwnijverheid;2022 februari;0.66
902;F Bouwnijverheid;2022 maart;0.63
903;F Bouwnijverheid;2022 april;0.58
904;F Bouwnijverheid;2022 mei;0.52
905;F Bouwnijverheid;2022 juni;0.46
906;F Bouwnijverheid;2022 juli;0.38
907;F Bouwnijverheid;2022 augustus;0.29
908;F Bouwnijverheid;2022 september;0.18
909;F Bouwnijverheid;2022 oktober;0.08
910;F Bouwnijverheid;2022 november;-0.01
911;F Bouwnijverheid;2022 december;-0.09
912;F Bouwnijverheid;2023 januari;-0.15
913;F Bouwnijverheid;2023 februari;-0.19
914;F Bouwnijverheid;2023 maart;-0.23
915;F Bouwnijverheid;2023 april;-0.26
916;F Bouwnijverheid;2023 mei;-0.29
917;F Bouwnijverheid;2023 juni;-0.32
918;G-N Commerciële dienstverlening;1998 januari;
919;G-N Commerciële dienstverlening;1998 februari;
920;G-N Commerciële dienstverlening;1998 maart;
921;G-N Commerciële dienstverlening;1998 april;
922;G-N Commerciële dienstverlening;1998 mei;
923;G-N Commerciële dienstverlening;1998 juni;
924;G-N Commerciële dienstverlening;1998 juli;
925;G-N Commerciële dienstverlening;1998 augustus;
926;G-N Commerciële dienstverlening;1998 september;
927;G-N Commerciële dienstverlening;1998 oktober;
928;G-N Commerciële dienstverlening;1998 november;
929;G-N Commerciële dienstverlening;1998 december;
930;G-N Commerciële dienstverlening;1999 januari;0.79
931;G-N Commerciële dienstverlening;1999 februari;0.67
932;G-N Commerciële dienstverlening;1999 maart;0.56
933;G-N Commerciële dienstverlening;1999 april;0.47
934;G-N Commerciële dienstverlening;1999 mei;0.46
935;G-N Commerciële dienstverlening;1999 juni;0.54
936;G-N Commerciële dienstverlening;1999 juli;0.67
937;G-N Commerciële dienstverlening;1999 augustus;0.8
938;G-N Commerciële dienstverlening;1999 september;0.87
939;G-N Commerciële dienstverlening;1999 oktober;0.88
940;G-N Commerciële dienstverlening;1999 november;0.84
941;G-N Commerciële dienstverlening;1999 december;0.76
942;G-N Commerciële dienstverlening;2000 januari;0.67
943;G-N Commerciële dienstverlening;2000 februari;0.6
944;G-N Commerciële dienstverlening;2000 maart;0.55
945;G-N Commerciële dienstverlening;2000 april;0.52
946;G-N Commerciële dienstverlening;2000 mei;0.49
947;G-N Commerciële dienstverlening;2000 juni;0.48
948;G-N Commerciële dienstverlening;2000 juli;0.47
949;G-N Commerciële dienstverlening;2000 augustus;0.5
950;G-N Commerciële dienstverlening;2000 september;0.54
951;G-N Commerciële dienstverlening;2000 oktober;0.59
952;G-N Commerciële dienstverlening;2000 november;0.61
953;G-N Commerciële dienstverlening;2000 december;0.6
954;G-N Commerciële dienstverlening;2001 januari;0.56
955;G-N Commerciële dienstverlening;2001 februari;0.48
956;G-N Commerciële dienstverlening;2001 maart;0.34
957;G-N Commerciële dienstverlening;2001 april;0.16
958;G-N Commerciële dienstverlening;2001 mei;0.01
959;G-N Commerciële dienstverlening;2001 juni;-0.11
960;G-N Commerciële dienstverlening;2001 juli;-0.21
961;G-N Commerciële dienstverlening;2001 augustus;-0.27
962;G-N Commerciële dienstverlening;2001 september;-0.3
963;G-N Commerciële dienstverlening;2001 oktober;-0.32
964;G-N Commerciële dienstverlening;2001 november;-0.33
965;G-N Commerciële dienstverlening;2001 december;-0.36
966;G-N Commerciële dienstverlening;2002 januari;-0.38
967;G-N Commerciële dienstverlening;2002 februari;-0.39
968;G-N Commerciële dienstverlening;2002 maart;-0.39
969;G-N Commerciële dienstverlening;2002 april;-0.38
970;G-N Commerciële dienstverlening;2002 mei;-0.4
971;G-N Commerciële dienstverlening;2002 juni;-0.46
972;G-N Commerciële dienstverlening;2002 juli;-0.56
973;G-N Commerciële dienstverlening;2002 augustus;-0.67
974;G-N Commerciële dienstverlening;2002 september;-0.79
975;G-N Commerciële dienstverlening;2002 oktober;-0.89
976;G-N Commerciële dienstverlening;2002 november;-0.96
977;G-N Commerciële dienstverlening;2002 december;-1.01
978;G-N Commerciële dienstverlening;2003 januari;-1.05
979;G-N Commerciële dienstverlening;2003 februari;-1.11
980;G-N Commerciële dienstverlening;2003 maart;-1.2
981;G-N Commerciële dienstverlening;2003 april;-1.32
982;G-N Commerciële dienstverlening;2003 mei;-1.39
983;G-N Commerciële dienstverlening;2003 juni;-1.42
984;G-N Commerciële dienstverlening;2003 juli;-1.42
985;G-N Commerciële dienstverlening;2003 augustus;-1.4
986;G-N Commerciële dienstverlening;2003 september;-1.38
987;G-N Commerciële dienstverlening;2003 oktober;-1.36
988;G-N Commerciële dienstverlening;2003 november;-1.32
989;G-N Commerciële dienstverlening;2003 december;-1.27
990;G-N Commerciële dienstverlening;2004 januari;-1.19
991;G-N Commerciële dienstverlening;2004 februari;-1.09
992;G-N Commerciële dienstverlening;2004 maart;-0.97
993;G-N Commerciële dienstverlening;2004 april;-0.82
994;G-N Commerciële dienstverlening;2004 mei;-0.67
995;G-N Commerciële dienstverlening;2004 juni;-0.5
996;G-N Commerciële dienstverlening;2004 juli;-0.33
997;G-N Commerciële dienstverlening;2004 augustus;-0.2
998;G-N Commerciële dienstverlening;2004 september;-0.12
999;G-N Commerciële dienstverlening;2004 oktober;-0.06
1000;G-N Commerciële dienstverlening;2004 november;-0.01
1001;G-N Commerciële dienstverlening;2004 december;0.04
1002;G-N Commerciële dienstverlening;2005 januari;0.09
1003;G-N Commerciële dienstverlening;2005 februari;0.16
1004;G-N Commerciële dienstverlening;2005 maart;0.26
1005;G-N Commerciële dienstverlening;2005 april;0.37
1006;G-N Commerciële dienstverlening;2005 mei;0.47
1007;G-N Commerciële dienstverlening;2005 juni;0.55
1008;G-N Commerciële dienstverlening;2005 juli;0.61
1009;G-N Commerciële dienstverlening;2005 augustus;0.66
1010;G-N Commerciële dienstverlening;2005 september;0.73
1011;G-N Commerciële dienstverlening;2005 oktober;0.82
1012;G-N Commerciële dienstverlening;2005 november;0.9
1013;G-N Commerciële dienstverlening;2005 december;0.97
1014;G-N Commerciële dienstverlening;2006 januari;1.04
1015;G-N Commerciële dienstverlening;2006 februari;1.11
1016;G-N Commerciële dienstverlening;2006 maart;1.17
1017;G-N Commerciële dienstverlening;2006 april;1.2
1018;G-N Commerciële dienstverlening;2006 mei;1.17
1019;G-N Commerciële dienstverlening;2006 juni;1.11
1020;G-N Commerciële dienstverlening;2006 juli;1.02
1021;G-N Commerciële dienstverlening;2006 augustus;0.96
1022;G-N Commerciële dienstverlening;2006 september;0.98
1023;G-N Commerciële dienstverlening;2006 oktober;1.06
1024;G-N Commerciële dienstverlening;2006 november;1.15
1025;G-N Commerciële dienstverlening;2006 december;1.22
1026;G-N Commerciële dienstverlening;2007 januari;1.26
1027;G-N Commerciële dienstverlening;2007 februari;1.28
1028;G-N Commerciële dienstverlening;2007 maart;1.27
1029;G-N Commerciële dienstverlening;2007 april;1.22
1030;G-N Commerciële dienstverlening;2007 mei;1.14
1031;G-N Commerciële dienstverlening;2007 juni;1.07
1032;G-N Commerciële dienstverlening;2007 juli;1.02
1033;G-N Commerciële dienstverlening;2007 augustus;0.96
1034;G-N Commerciële dienstverlening;2007 september;0.89
1035;G-N Commerciële dienstverlening;2007 oktober;0.83
1036;G-N Commerciële dienstverlening;2007 november;0.8
1037;G-N Commerciële dienstverlening;2007 december;0.79
1038;G-N Commerciële dienstverlening;2008 januari;0.79
1039;G-N Commerciële dienstverlening;2008 februari;0.75
1040;G-N Commerciële dienstverlening;2008 maart;0.64
1041;G-N Commerciële dienstverlening;2008 april;0.5
1042;G-N Commerciële dienstverlening;2008 mei;0.37
1043;G-N Commerciële dienstverlening;2008 juni;0.23
1044;G-N Commerciële dienstverlening;2008 juli;0.07
1045;G-N Commerciële dienstverlening;2008 augustus;-0.14
1046;G-N Commerciële dienstverlening;2008 september;-0.4
1047;G-N Commerciële dienstverlening;2008 oktober;-0.72
1048;G-N Commerciële dienstverlening;2008 november;-1.1
1049;G-N Commerciële dienstverlening;2008 december;-1.48
1050;G-N Commerciële dienstverlening;2009 januari;-1.82
1051;G-N Commerciële dienstverlening;2009 februari;-2.09
1052;G-N Commerciële dienstverlening;2009 maart;-2.26
1053;G-N Commerciële dienstverlening;2009 april;-2.33
1054;G-N Commerciële dienstverlening;2009 mei;-2.29
1055;G-N Commerciële dienstverlening;2009 juni;-2.16
1056;G-N Commerciële dienstverlening;2009 juli;-1.96
1057;G-N Commerciële dienstverlening;2009 augustus;-1.74
1058;G-N Commerciële dienstverlening;2009 september;-1.52
1059;G-N Commerciële dienstverlening;2009 oktober;-1.34
1060;G-N Commerciële dienstverlening;2009 november;-1.19
1061;G-N Commerciële dienstverlening;2009 december;-1.03
1062;G-N Commerciële dienstverlening;2010 januari;-0.84
1063;G-N Commerciële dienstverlening;2010 februari;-0.65
1064;G-N Commerciële dienstverlening;2010 maart;-0.48
1065;G-N Commerciële dienstverlening;2010 april;-0.32
1066;G-N Commerciële dienstverlening;2010 mei;-0.21
1067;G-N Commerciële dienstverlening;2010 juni;-0.15
1068;G-N Commerciële dienstverlening;2010 juli;-0.12
1069;G-N Commerciële dienstverlening;2010 augustus;-0.07
1070;G-N Commerciële dienstverlening;2010 september;-0.01
1071;G-N Commerciële dienstverlening;2010 oktober;0.06
1072;G-N Commerciële dienstverlening;2010 november;0.12
1073;G-N Commerciële dienstverlening;2010 december;0.15
1074;G-N Commerciële dienstverlening;2011 januari;0.17
1075;G-N Commerciële dienstverlening;2011 februari;0.15
1076;G-N Commerciële dienstverlening;2011 maart;0.1
1077;G-N Commerciële dienstverlening;2011 april;0.0
1078;G-N Commerciële dienstverlening;2011 mei;-0.12
1079;G-N Commerciële dienstverlening;2011 juni;-0.24
1080;G-N Commerciële dienstverlening;2011 juli;-0.33
1081;G-N Commerciële dienstverlening;2011 augustus;-0.41
1082;G-N Commerciële dienstverlening;2011 september;-0.47
1083;G-N Commerciële dienstverlening;2011 oktober;-0.5
1084;G-N Commerciële dienstverlening;2011 november;-0.5
1085;G-N Commerciële dienstverlening;2011 december;-0.52
1086;G-N Commerciële dienstverlening;2012 januari;-0.53
1087;G-N Commerciële dienstverlening;2012 februari;-0.56
1088;G-N Commerciële dienstverlening;2012 maart;-0.58
1089;G-N Commerciële dienstverlening;2012 april;-0.61
1090;G-N Commerciële dienstverlening;2012 mei;-0.65
1091;G-N Commerciële dienstverlening;2012 juni;-0.71
1092;G-N Commerciële dienstverlening;2012 juli;-0.8
1093;G-N Commerciële dienstverlening;2012 augustus;-0.89
1094;G-N Commerciële dienstverlening;2012 september;-0.96
1095;G-N Commerciële dienstverlening;2012 oktober;-1.01
1096;G-N Commerciële dienstverlening;2012 november;-1.03
1097;G-N Commerciële dienstverlening;2012 december;-1.04
1098;G-N Commerciële dienstverlening;2013 januari;-1.05
1099;G-N Commerciële dienstverlening;2013 februari;-1.05
1100;G-N Commerciële dienstverlening;2013 maart;-1.03
1101;G-N Commerciële dienstverlening;2013 april;-0.99
1102;G-N Commerciële dienstverlening;2013 mei;-0.92
1103;G-N Commerciële dienstverlening;2013 juni;-0.84
1104;G-N Commerciële dienstverlening;2013 juli;-0.76
1105;G-N Commerciële dienstverlening;2013 augustus;-0.68
1106;G-N Commerciële dienstverlening;2013 september;-0.6
1107;G-N Commerciële dienstverlening;2013 oktober;-0.54
1108;G-N Commerciële dienstverlening;2013 november;-0.48
1109;G-N Commerciële dienstverlening;2013 december;-0.42
1110;G-N Commerciële dienstverlening;2014 januari;-0.35
1111;G-N Commerciële dienstverlening;2014 februari;-0.26
1112;G-N Commerciële dienstverlening;2014 maart;-0.18
1113;G-N Commerciële dienstverlening;2014 april;-0.1
1114;G-N Commerciële dienstverlening;2014 mei;-0.05
1115;G-N Commerciële dienstverlening;2014 juni;-0.04
1116;G-N Commerciële dienstverlening;2014 juli;-0.05
1117;G-N Commerciële dienstverlening;2014 augustus;-0.05
1118;G-N Commerciële dienstverlening;2014 september;-0.04
1119;G-N Commerciële dienstverlening;2014 oktober;0.0
1120;G-N Commerciële dienstverlening;2014 november;0.05
1121;G-N Commerciële dienstverlening;2014 december;0.12
1122;G-N Commerciële dienstverlening;2015 januari;0.17
1123;G-N Commerciële dienstverlening;2015 februari;0.18
1124;G-N Commerciële dienstverlening;2015 maart;0.17
1125;G-N Commerciële dienstverlening;2015 april;0.14
1126;G-N Commerciële dienstverlening;2015 mei;0.15
1127;G-N Commerciële dienstverlening;2015 juni;0.17
1128;G-N Commerciële dienstverlening;2015 juli;0.21
1129;G-N Commerciële dienstverlening;2015 augustus;0.26
1130;G-N Commerciële dienstverlening;2015 september;0.3
1131;G-N Commerciële dienstverlening;2015 oktober;0.32
1132;G-N Commerciële dienstverlening;2015 november;0.32
1133;G-N Commerciële dienstverlening;2015 december;0.31
1134;G-N Commerciële dienstverlening;2016 januari;0.33
1135;G-N Commerciële dienstverlening;2016 februari;0.35
1136;G-N Commerciële dienstverlening;2016 maart;0.37
1137;G-N Commerciële dienstverlening;2016 april;0.39
1138;G-N Commerciële dienstverlening;2016 mei;0.4
1139;G-N Commerciële dienstverlening;2016 juni;0.41
1140;G-N Commerciële dienstverlening;2016 juli;0.41
1141;G-N Commerciële dienstverlening;2016 augustus;0.39
1142;G-N Commerciële dienstverlening;2016 september;0.38
1143;G-N Commerciële dienstverlening;2016 oktober;0.36
1144;G-N Commerciële dienstverlening;2016 november;0.35
1145;G-N Commerciële dienstverlening;2016 december;0.36
1146;G-N Commerciële dienstverlening;2017 januari;0.39
1147;G-N Commerciële dienstverlening;2017 februari;0.42
1148;G-N Commerciële dienstverlening;2017 maart;0.45
1149;G-N Commerciële dienstverlening;2017 april;0.48
1150;G-N Commerciële dienstverlening;2017 mei;0.5
1151;G-N Commerciële dienstverlening;2017 juni;0.53
1152;G-N Commerciële dienstverlening;2017 juli;0.57
1153;G-N Commerciële dienstverlening;2017 augustus;0.6
1154;G-N Commerciële dienstverlening;2017 september;0.63
1155;G-N Commerciële dienstverlening;2017 oktober;0.66
1156;G-N Commerciële dienstverlening;2017 november;0.68
1157;G-N Commerciële dienstverlening;2017 december;0.71
1158;G-N Commerciële dienstverlening;2018 januari;0.73
1159;G-N Commerciële dienstverlening;2018 februari;0.72
1160;G-N Commerciële dienstverlening;2018 maart;0.72
1161;G-N Commerciële dienstverlening;2018 april;0.72
1162;G-N Commerciële dienstverlening;2018 mei;0.72
1163;G-N Commerciële dienstverlening;2018 juni;0.71
1164;G-N Commerciële dienstverlening;2018 juli;0.7
1165;G-N Commerciële dienstverlening;2018 augustus;0.66
1166;G-N Commerciële dienstverlening;2018 september;0.62
1167;G-N Commerciële dienstverlening;2018 oktober;0.59
1168;G-N Commerciële dienstverlening;2018 november;0.56
1169;G-N Commerciële dienstverlening;2018 december;0.54
1170;G-N Commerciële dienstverlening;2019 januari;0.53
1171;G-N Commerciële dienstverlening;2019 februari;0.51
1172;G-N Commerciële dienstverlening;2019 maart;0.48
1173;G-N Commerciële dienstverlening;2019 april;0.45
1174;G-N Commerciële dienstverlening;2019 mei;0.42
1175;G-N Commerciële dienstverlening;2019 juni;0.38
1176;G-N Commerciële dienstverlening;2019 juli;0.34
1177;G-N Commerciële dienstverlening;2019 augustus;0.31
1178;G-N Commerciële dienstverlening;2019 september;0.28
1179;G-N Commerciële dienstverlening;2019 oktober;0.25
