ID;Werkzaamheden;Opdrachtgever;Perioden;TotaleWaardeVerleendeBouwvergunningen_1;TotaalAantalVerleendeBouwvergunningen_2;WaardeBouwvergunningenWoningbouw_3;AantalBouwvergunningenWoningbouw_4;WaardeBouwvergunningenUtiliteitsbouw_5;AantalBouwvergunningenUtiliteitsbouw_6;WaardeBouwvergunnAgrarischeSector_7;AantalBouwvergunnAgrarischeSector_8;WaardeBwvergunnIndustrieNijverheid_9;AantalBwvergunnIndustrieNijverheid_10;WaardeBwvergunnHandelHoreca_11;AantalBwvergunnHandelHoreca_12;WaardeVergunnVervoerEnCommunicatie_13;AantalVergunningenVervoerCommnicatie_14;WaardeBwvergunZakelijkeDienstverl_15;AantalBwvergunZakelijkeDienstverl_16;WaardeBouwvergunningenOpenbaarBestuur_17;AantalBouwvergunningenOpenbaarBestuur_18;WaardeBouwvergunningenOnderwijs_19;AantalBouwvergunningenOnderwijs_20;WaardeBouwvergunningenGezondheidszorg_21;AantalBouwvergunningenGezondheidszorg_22;WaardeBouwvergunnOverigeDienstverl_23;AantalBouwvergunnOverigeDienstverl_24
149;Totaal werkzaamheden;Totaal opdrachtgevers;1998 november;1355;2886;727;1590;628;1296;48;236;122;249;141;303;40;59;111;176;44;27;28;55;42;79;52;112
150;Totaal werkzaamheden;Totaal opdrachtgevers;1998 december;1726;3426;890;2009;836;1417;57;294;138;253;171;381;72;56;185;163;42;31;62;67;64;87;46;85
151;Totaal werkzaamheden;Totaal opdrachtgevers;1998 4e kwartaal;4458;9228;2360;5252;2098;3976;146;759;334;714;431;994;171;172;509;517;99;90;127;201;152;245;130;284
152;Totaal werkzaamheden;Totaal opdrachtgevers;1998;15029;36370;7520;20973;7509;15397;637;3467;1247;2762;1360;3589;609;621;1636;1824;337;299;508;878;591;873;585;1084
153;Totaal werkzaamheden;Totaal opdrachtgevers;1999 januari;1151;2497;523;1403;628;1094;43;204;78;194;117;276;67;49;196;150;30;23;32;61;39;56;27;81
154;Totaal werkzaamheden;Totaal opdrachtgevers;1999 februari;971;2572;468;1497;502;1075;47;204;87;203;82;252;34;49;108;125;8;14;48;69;47;61;41;98
155;Totaal werkzaamheden;Totaal opdrachtgevers;1999 maart;1386;3215;646;1873;740;1342;59;297;76;218;104;324;65;60;248;190;16;21;26;69;70;74;77;89
156;Totaal werkzaamheden;Totaal opdrachtgevers;1999 1e kwartaal;3507;8284;1638;4773;1870;3511;149;705;240;615;303;852;166;158;553;465;54;58;106;199;155;191;145;268
157;Totaal werkzaamheden;Totaal opdrachtgevers;1999 april;1221;2941;642;1726;579;1215;60;328;71;211;105;249;44;57;123;148;46;16;33;66;55;60;43;80
158;Totaal werkzaamheden;Totaal opdrachtgevers;1999 mei;1427;3023;699;1673;728;1350;77;382;140;216;102;279;118;44;141;169;16;16;40;73;62;83;32;88
159;Totaal werkzaamheden;Totaal opdrachtgevers;1999 juni;1438;3318;700;1924;738;1394;62;353;104;223;102;326;51;52;200;176;56;21;25;81;77;66;60;96
160;Totaal werkzaamheden;Totaal opdrachtgevers;1999 2e kwartaal;4086;9282;2041;5323;2045;3959;199;1063;316;650;309;854;214;153;464;493;118;53;97;220;193;209;135;264
161;Totaal werkzaamheden;Totaal opdrachtgevers;1999 juli;1523;3082;812;1766;711;1316;50;302;57;182;118;294;43;46;264;203;18;16;34;84;71;76;57;113
162;Totaal werkzaamheden;Totaal opdrachtgevers;1999 augustus;1236;3058;648;1803;587;1255;64;312;78;197;81;272;33;41;156;167;60;29;20;62;56;67;39;108
163;Totaal werkzaamheden;Totaal opdrachtgevers;1999 september;1282;3130;672;1797;610;1333;49;299;85;226;136;317;65;67;145;158;37;29;35;73;39;70;18;94
164;Totaal werkzaamheden;Totaal opdrachtgevers;1999 3e kwartaal;4041;9270;2133;5366;1908;3904;163;913;220;605;335;883;141;154;566;528;115;74;90;219;165;213;114;315
165;Totaal werkzaamheden;Totaal opdrachtgevers;1999 oktober;1372;2896;656;1666;716;1230;48;277;72;187;128;304;96;47;187;161;25;24;50;73;38;54;72;103
166;Totaal werkzaamheden;Totaal opdrachtgevers;1999 november;1498;3344;799;1969;698;1375;54;293;83;215;138;350;65;54;197;196;35;33;41;68;56;71;30;95
167;Totaal werkzaamheden;Totaal opdrachtgevers;1999 december;1540;3492;854;2132;686;1360;60;255;88;213;132;373;45;49;207;192;20;34;39;77;60;69;36;98
168;Totaal werkzaamheden;Totaal opdrachtgevers;1999 4e kwartaal;4409;9732;2309;5767;2100;3965;161;825;243;615;399;1027;205;150;591;549;80;91;130;218;153;194;138;296
169;Totaal werkzaamheden;Totaal opdrachtgevers;1999;16044;36568;8121;21229;7923;15339;672;3506;1018;2485;1346;3616;726;615;2173;2035;367;276;422;856;667;807;531;1143
170;Totaal werkzaamheden;Totaal opdrachtgevers;2000 januari;1147;2622;543;1586;604;1036;49;217;91;174;78;251;38;53;227;151;14;16;17;52;66;67;24;55
171;Totaal werkzaamheden;Totaal opdrachtgevers;2000 februari;1511;2996;712;1731;799;1265;48;261;87;199;129;326;41;57;326;179;9;19;54;72;40;62;64;90
172;Totaal werkzaamheden;Totaal opdrachtgevers;2000 maart;1450;3330;789;2069;661;1261;54;242;93;193;120;371;44;39;135;143;70;17;32;70;69;80;43;106
173;Totaal werkzaamheden;Totaal opdrachtgevers;2000 1e kwartaal;4108;8948;2044;5386;2064;3562;151;720;271;566;326;948;123;149;688;473;94;52;103;194;175;209;132;251
174;Totaal werkzaamheden;Totaal opdrachtgevers;2000 april;1257;2842;674;1684;583;1158;60;262;114;216;96;248;36;38;162;150;9;22;27;73;40;58;39;91
175;Totaal werkzaamheden;Totaal opdrachtgevers;2000 mei;1543;3190;785;1872;757;1318;46;275;108;232;151;285;94;53;201;178;21;21;49;96;49;71;38;107
176;Totaal werkzaamheden;Totaal opdrachtgevers;2000 juni;1437;3167;647;1840;791;1327;55;317;112;238;117;306;40;45;314;157;6;13;42;84;68;79;38;88
177;Totaal werkzaamheden;Totaal opdrachtgevers;2000 2e kwartaal;4237;9199;2106;5396;2131;3803;160;854;334;686;364;839;170;136;676;485;36;56;118;253;157;208;115;286
178;Totaal werkzaamheden;Totaal opdrachtgevers;2000 juli;1206;2944;601;1684;605;1260;62;308;77;202;103;285;32;46;144;137;64;23;45;101;53;71;26;87
179;Totaal werkzaamheden;Totaal opdrachtgevers;2000 augustus;1458;3142;625;1777;833;1365;41;237;93;222;175;327;68;67;259;181;17;27;68;114;69;77;42;113
180;Totaal werkzaamheden;Totaal opdrachtgevers;2000 september;1256;2909;634;1658;622;1251;49;281;79;204;118;305;60;57;177;156;12;16;56;80;50;75;21;77
181;Totaal werkzaamheden;Totaal opdrachtgevers;2000 3e kwartaal;3920;8995;1860;5119;2060;3876;151;826;249;628;395;917;161;170;580;474;93;66;168;295;172;223;90;277
182;Totaal werkzaamheden;Totaal opdrachtgevers;2000 oktober;1383;2836;673;1597;710;1239;54;259;102;194;103;292;64;50;229;157;21;40;37;87;43;63;57;97
183;Totaal werkzaamheden;Totaal opdrachtgevers;2000 november;1377;2742;615;1538;761;1204;49;224;78;215;146;283;68;63;222;160;8;23;90;78;44;62;57;96
184;Totaal werkzaamheden;Totaal opdrachtgevers;2000 december;1354;2690;729;1588;624;1102;46;239;110;209;84;232;50;67;168;124;32;20;37;62;50;68;48;81
185;Totaal werkzaamheden;Totaal opdrachtgevers;2000 4e kwartaal;4113;8268;2017;4723;2096;3545;149;722;289;618;333;807;182;180;619;441;60;83;165;227;137;193;162;274
186;Totaal werkzaamheden;Totaal opdrachtgevers;2000;16379;35410;8028;20624;8351;14786;611;3122;1145;2498;1419;3511;636;635;2564;1873;283;257;554;969;641;833;498;1088
187;Totaal werkzaamheden;Totaal opdrachtgevers;2001 januari;1427;3285;639;1993;789;1292;52;251;110;259;120;279;61;56;192;164;33;22;33;67;75;84;113;110
188;Totaal werkzaamheden;Totaal opdrachtgevers;2001 februari;1369;3118;605;1760;764;1358;61;287;125;219;132;334;94;76;193;177;39;25;50;81;41;71;28;88
189;Totaal werkzaamheden;Totaal opdrachtgevers;2001 maart;1391;3172;661;1871;730;1301;67;330;107;210;108;279;49;61;200;138;19;18;49;84;79;84;52;97
190;Totaal werkzaamheden;Totaal opdrachtgevers;2001 1e kwartaal;4187;9575;1905;5624;2282;3951;180;868;341;688;360;892;204;193;585;479;92;65;132;232;195;239;193;295
191;Totaal werkzaamheden;Totaal opdrachtgevers;2001 april;1065;2700;451;1574;614;1126;58;272;107;206;72;194;44;45;175;133;27;22;36;82;47;70;47;102
192;Totaal werkzaamheden;Totaal opdrachtgevers;2001 mei;1554;3211;636;1886;918;1325;73;305;117;244;123;296;204;53;119;114;55;29;45;82;122;96;60;106
193;Totaal werkzaamheden;Totaal opdrachtgevers;2001 juni;1474;3057;657;1816;817;1241;46;249;98;223;219;276;44;52;226;141;30;28;31;99;75;90;47;83
194;Totaal werkzaamheden;Totaal opdrachtgevers;2001 2e kwartaal;4093;8968;1745;5276;2349;3692;177;826;322;673;415;766;293;150;519;388;112;79;113;263;244;256;154;291
195;Totaal werkzaamheden;Totaal opdrachtgevers;2001 juli;1588;3253;719;1833;869;1420;62;326;84;227;164;322;37;45;341;157;28;22;62;120;49;104;43;97
196;Totaal werkzaamheden;Totaal opdrachtgevers;2001 augustus;1182;2581;541;1467;641;1114;45;256;82;201;81;193;106;52;180;132;25;25;28;93;40;75;54;87
197;Totaal werkzaamheden;Totaal opdrachtgevers;2001 september;1465;2832;767;1570;698;1262;51;259;104;209;97;253;36;64;240;170;23;18;34;105;70;91;43;93
198;Totaal werkzaamheden;Totaal opdrachtgevers;2001 3e kwartaal;4235;8666;2027;4870;2208;3796;158;841;269;637;342;768;179;161;761;459;76;65;124;318;159;270;141;277
199;Totaal werkzaamheden;Totaal opdrachtgevers;2001 oktober;1656;3164;868;1795;788;1369;59;306;115;238;135;264;44;56;232;173;31;20;47;86;73;117;50;109
200;Totaal werkzaamheden;Totaal opdrachtgevers;2001 november;1233;2471;620;1425;613;1046;47;246;94;199;136;196;42;49;130;129;41;22;45;68;45;70;32;67
201;Totaal werkzaamheden;Totaal opdrachtgevers;2001 december;1133;2216;574;1284;559;932;48;252;77;150;78;185;17;30;136;96;17;22;36;61;84;58;67;78
202;Totaal werkzaamheden;Totaal opdrachtgevers;2001 4e kwartaal;4021;7851;2061;4504;1960;3347;155;804;286;587;349;645;103;135;498;398;89;64;129;215;202;245;149;254
203;Totaal werkzaamheden;Totaal opdrachtgevers;2001;16537;35060;7738;20274;8799;14786;671;3339;1218;2585;1466;3071;779;639;2363;1724;369;273;497;1028;800;1010;636;1117
204;Totaal werkzaamheden;Totaal opdrachtgevers;2002 januari;1060;1977;539;1129;521;848;43;200;85;151;113;176;31;35;99;87;27;11;30;52;50;70;43;66
205;Totaal werkzaamheden;Totaal opdrachtgevers;2002 februari;1045;2043;537;1201;507;842;39;202;63;134;74;176;43;38;110;91;51;23;47;52;49;52;33;74
206;Totaal werkzaamheden;Totaal opdrachtgevers;2002 maart;1166;2219;570;1319;596;900;50;228;81;150;95;159;47;26;146;89;30;22;69;80;62;73;15;73
207;Totaal werkzaamheden;Totaal opdrachtgevers;2002 1e kwartaal;3270;6239;1646;3649;1624;2590;132;630;229;435;282;511;121;99;354;267;107;56;146;184;161;195;92;213
208;Totaal werkzaamheden;Totaal opdrachtgevers;2002 april;1258;2364;606;1353;651;1011;49;223;116;157;90;206;42;27;119;117;72;31;71;86;49;78;44;86
209;Totaal werkzaamheden;Totaal opdrachtgevers;2002 mei;1121;2400;641;1436;480;964;48;228;67;158;89;192;44;35;107;109;16;13;34;82;50;69;25;78
210;Totaal werkzaamheden;Totaal opdrachtgevers;2002 juni;1272;2624;727;1579;544;1045;51;265;100;176;76;196;31;45;102;91;25;21;47;84;72;80;41;87
211;Totaal werkzaamheden;Totaal opdrachtgevers;2002 2e kwartaal;3651;7388;1975;4368;1676;3020;147;716;283;491;256;594;117;107;327;317;113;65;151;252;172;227;110;251
212;Totaal werkzaamheden;Totaal opdrachtgevers;2002 juli;1519;2404;675;1403;844;1001;52;251;59;142;144;195;191;40;218;102;33;31;52;86;67;74;29;80
213;Totaal werkzaamheden;Totaal opdrachtgevers;2002 augustus;1213;2344;656;1475;557;869;45;226;38;127;56;153;44;31;151;97;16;15;87;96;62;64;57;60
214;Totaal werkzaamheden;Totaal opdrachtgevers;2002 september;1138;2320;655;1368;483;952;42;213;95;167;67;180;22;43;68;86;46;19;62;90;30;70;50;84
215;Totaal werkzaamheden;Totaal opdrachtgevers;2002 3e kwartaal;3869;7068;1986;4246;1883;2822;139;690;192;436;267;528;256;114;436;285;96;65;202;272;159;208;136;224
216;Totaal werkzaamheden;Totaal opdrachtgevers;2002 oktober;1890;2889;1111;1674;780;1215;34;199;108;191;115;258;96;60;158;163;32;37;61;105;112;99;64;103
217;Totaal werkzaamheden;Totaal opdrachtgevers;2002 november;1663;2722;943;1673;720;1049;57;224;107;207;154;204;29;46;134;100;44;22;73;77;74;83;47;86
218;Totaal werkzaamheden;Totaal opdrachtgevers;2002 december;1737;2984;1118;1947;619;1037;50;220;82;175;131;184;20;44;128;118;49;32;44;89;67;88;47;87
219;Totaal werkzaamheden;Totaal opdrachtgevers;2002 4e kwartaal;5290;8595;3172;5294;2119;3301;141;643;298;573;400;646;145;150;419;381;125;91;178;271;254;270;158;276
220;Totaal werkzaamheden;Totaal opdrachtgevers;2002;16081;29290;8779;17557;7302;11733;559;2679;1002;1935;1204;2279;639;470;1538;1250;441;277;677;979;746;900;496;964
221;Totaal werkzaamheden;Totaal opdrachtgevers;2003 januari;1006;1953;530;1228;475;725;39;154;75;137;104;134;14;32;54;76;26;14;80;57;47;67;37;54
222;Totaal werkzaamheden;Totaal opdrachtgevers;2003 februari;1141;2065;629;1285;512;780;33;156;77;121;100;182;28;33;79;76;9;9;47;65;57;65;81;73
223;Totaal werkzaamheden;Totaal opdrachtgevers;2003 maart;1812;2899;1204;1884;608;1015;56;225;77;150;108;193;60;44;89;94;20;25;52;84;100;93;46;107
224;Totaal werkzaamheden;Totaal opdrachtgevers;2003 1e kwartaal;3958;6917;2363;4397;1595;2520;127;535;229;408;312;509;102;109;221;246;55;48;179;206;205;225;164;234
225;Totaal werkzaamheden;Totaal opdrachtgevers;2003 april;1273;2217;718;1393;556;824;45;201;83;154;105;155;39;22;117;76;11;14;32;50;79;70;45;82
226;Totaal werkzaamheden;Totaal opdrachtgevers;2003 mei;1065;1827;736;1100;329;727;31;192;41;112;31;117;44;34;43;67;11;11;37;57;53;60;37;77
227;Totaal werkzaamheden;Totaal opdrachtgevers;2003 juni;1412;2588;862;1487;550;1101;58;296;80;179;117;221;20;28;79;97;19;27;57;89;73;79;47;85
228;Totaal werkzaamheden;Totaal opdrachtgevers;2003 2e kwartaal;3750;6632;2315;3980;1435;2652;134;689;204;445;253;493;102;84;238;240;42;52;126;196;205;209;129;244
229;Totaal werkzaamheden;Totaal opdrachtgevers;2003 juli;1131;2166;643;1267;488;899;55;251;54;111;99;172;43;22;71;89;18;16;48;91;66;66;34;81
230;Totaal werkzaamheden;Totaal opdrachtgevers;2003 augustus;1149;2027;695;1156;455;871;53;223;55;141;54;148;25;24;59;75;23;16;49;85;93;73;44;86
231;Totaal werkzaamheden;Totaal opdrachtgevers;2003 september;1310;2471;753;1443;557;1028;58;244;75;161;68;199;40;43;89;88;51;30;43;98;77;85;55;80
232;Totaal werkzaamheden;Totaal opdrachtgevers;2003 3e kwartaal;3590;6664;2091;3866;1499;2798;166;718;184;413;222;519;108;89;219;252;92;62;140;274;236;224;133;247
233;Totaal werkzaamheden;Totaal opdrachtgevers;2003 oktober;1626;2401;871;1391;754;1010;46;205;117;162;163;207;28;33;103;107;44;25;70;89;136;81;48;101
234;Totaal werkzaamheden;Totaal opdrachtgevers;2003 november;1349;2184;867;1353;481;831;63;193;61;146;67;150;23;28;83;69;19;14;51;82;50;69;64;80
235;Totaal werkzaamheden;Totaal opdrachtgevers;2003 december;2390;3377;1487;2140;903;1237;57;235;135;218;131;255;55;45;140;96;37;36;137;106;151;117;59;129
236;Totaal werkzaamheden;Totaal opdrachtgevers;2003 4e kwartaal;5365;7962;3226;4884;2139;3078;166;633;314;526;361;612;107;106;325;272;100;75;258;277;337;267;171;310
237;Totaal werkzaamheden;Totaal opdrachtgevers;2003;16663;28175;9995;17127;6668;11048;592;2575;930;1792;1148;2133;419;388;1004;1010;289;237;704;953;983;925;598;1035
238;Totaal werkzaamheden;Totaal opdrachtgevers;2004 januari;1014;1920;574;1175;441;745;36;169;51;122;53;154;22;27;73;74;13;16;63;72;83;59;46;52
239;Totaal werkzaamheden;Totaal opdrachtgevers;2004 februari;1179;1957;548;1141;631;816;46;164;48;124;142;175;48;36;80;70;24;24;82;77;48;59;112;87
240;Totaal werkzaamheden;Totaal opdrachtgevers;2004 maart;1506;2506;802;1505;704;1001;61;261;68;116;131;203;22;35;84;98;120;36;38;71;154;99;27;82
241;Totaal werkzaamheden;Totaal opdrachtgevers;2004 1e kwartaal;3699;6383;1923;3821;1776;2562;143;594;167;362;326;532;93;98;237;242;157;76;183;220;285;217;186;221
242;Totaal werkzaamheden;Totaal opdrachtgevers;2004 april;1481;2072;861;1234;620;838;55;213;65;123;63;142;19;32;50;85;195;23;42;65;92;72;38;83
243;Totaal werkzaamheden;Totaal opdrachtgevers;2004 mei;1157;2092;688;1284;469;808;44;210;51;131;74;142;33;32;49;52;22;14;78;79;62;66;55;82
244;Totaal werkzaamheden;Totaal opdrachtgevers;2004 juni;1590;2883;805;1760;785;1123;65;286;87;178;140;211;44;45;105;83;26;28;95;100;158;85;64;107
245;Totaal werkzaamheden;Totaal opdrachtgevers;2004 2e kwartaal;4227;7047;2353;4278;1874;2769;165;709;203;432;278;495;96;109;204;220;244;65;216;244;312;223;157;272
246;Totaal werkzaamheden;Totaal opdrachtgevers;2004 juli;1301;2725;737;1703;564;1022;75;279;57;163;88;176;19;40;73;85;25;20;48;80;118;79;62;100
247;Totaal werkzaamheden;Totaal opdrachtgevers;2004 augustus;1508;2945;774;1779;734;1166;66;325;78;159;87;216;19;39;151;84;33;27;67;128;143;85;89;103
248;Totaal werkzaamheden;Totaal opdrachtgevers;2004 september;1307;2516;666;1531;641;985;49;218;75;137;124;210;36;38;83;103;33;21;70;94;74;73;97;91
249;Totaal werkzaamheden;Totaal opdrachtgevers;2004 3e kwartaal;4116;8186;2178;5013;1939;3173;191;822;210;459;299;602;73;117;307;272;91;68;185;302;334;237;248;294
250;Totaal werkzaamheden;Totaal opdrachtgevers;2004 oktober;1612;2472;981;1530;631;942;48;191;94;148;53;172;31;37;94;81;34;25;83;92;155;91;39;105
251;Totaal werkzaamheden;Totaal opdrachtgevers;2004 november;1877;3023;1182;1932;695;1091;52;224;62;158;110;233;29;39;94;111;37;27;128;103;88;96;95;100
252;Totaal werkzaamheden;Totaal opdrachtgevers;2004 december;2968;4350;1935;2749;1033;1601;92;398;170;261;169;294;40;53;105;132;101;39;104;133;152;131;100;160
253;Totaal werkzaamheden;Totaal opdrachtgevers;2004 4e kwartaal;6457;9845;4097;6211;2360;3634;192;813;327;567;332;699;100;129;293;324;172;91;315;328;396;318;234;365
254;Totaal werkzaamheden;Totaal opdrachtgevers;2004;18500;31461;10551;19323;7948;12138;690;2938;907;1820;1234;2328;362;453;1041;1058;664;300;898;1094;1326;995;826;1152
255;Totaal werkzaamheden;Totaal opdrachtgevers;2005 januari;1053;2048;637;1293;416;755;47;177;55;123;45;147;15;25;39;67;21;9;64;66;90;71;40;70
256;Totaal werkzaamheden;Totaal opdrachtgevers;2005 februari;1325;1927;783;1204;543;723;42;167;50;103;140;148;51;29;68;63;36;17;61;54;33;59;62;83
257;Totaal werkzaamheden;Totaal opdrachtgevers;2005 maart;1383;2369;820;1469;563;900;46;200;93;155;101;160;25;30;45;75;32;26;83;68;80;90;59;96
258;Totaal werkzaamheden;Totaal opdrachtgevers;2005 1e kwartaal;3761;6344;2239;3966;1522;2378;135;544;199;381;286;455;90;84;153;205;89;52;208;188;203;220;161;249
259;Totaal werkzaamheden;Totaal opdrachtgevers;2005 april;1295;2295;858;1447;437;848;54;234;47;126;56;141;42;26;71;70;21;18;56;90;63;56;28;87
260;Totaal werkzaamheden;Totaal opdrachtgevers;2005 mei;1399;2535;773;1557;626;978;81;255;62;154;89;189;32;34;85;85;44;26;77;74;107;71;48;90
261;Totaal werkzaamheden;Totaal opdrachtgevers;2005 juni;1830;3003;1083;1853;747;1150;76;297;92;185;72;188;35;24;153;125;91;24;58;115;138;89;33;103
262;Totaal werkzaamheden;Totaal opdrachtgevers;2005 2e kwartaal;4523;7833;2714;4857;1809;2976;211;786;201;465;218;518;108;84;308;280;156;68;191;279;307;216;109;280
263;Totaal werkzaamheden;Totaal opdrachtgevers;2005 juli;1441;2489;844;1546;597;943;50;226;70;152;101;191;56;45;88;87;41;20;39;81;86;59;66;82
264;Totaal werkzaamheden;Totaal opdrachtgevers;2005 augustus;1366;2436;872;1565;495;871;36;200;67;146;88;145;37;27;52;87;43;26;29;66;64;77;77;97
265;Totaal werkzaamheden;Totaal opdrachtgevers;2005 september;1474;2536;851;1579;623;957;52;232;76;156;111;165;73;50;94;90;20;22;60;80;70;65;66;97
266;Totaal werkzaamheden;Totaal opdrachtgevers;2005 3e kwartaal;4282;7461;2567;4690;1715;2771;138;658;213;454;301;501;166;122;235;264;105;68;128;227;220;201;208;276
267;Totaal werkzaamheden;Totaal opdrachtgevers;2005 oktober;1973;3124;1093;1975;880;1149;83;345;99;165;80;200;71;44;97;85;134;32;142;86;106;94;67;98
268;Totaal werkzaamheden;Totaal opdrachtgevers;2005 november;2366;3266;1430;2030;936;1236;75;238;64;175;185;267;47;53;151;129;47;37;142;103;153;115;72;119
269;Totaal werkzaamheden;Totaal opdrachtgevers;2005 december;2164;3168;1427;2014;737;1154;80;296;90;175;145;226;35;37;121;106;24;16;89;95;95;95;58;108
270;Totaal werkzaamheden;Totaal opdrachtgevers;2005 4e kwartaal;6503;9558;3950;6019;2553;3539;238;879;253;515;410;693;153;134;369;320;206;85;372;284;354;304;197;325
271;Totaal werkzaamheden;Totaal opdrachtgevers;2005;19069;31196;11470;19532;7599;11664;722;2867;866;1815;1215;2167;518;424;1065;1069;555;273;900;978;1084;941;675;1130
272;Totaal werkzaamheden;Totaal opdrachtgevers;2006 januari;1463;2205;864;1439;599;766;36;181;91;127;160;163;14;23;69;72;32;15;57;51;78;53;61;81
273;Totaal werkzaamheden;Totaal opdrachtgevers;2006 februari;1675;2335;1087;1488;587;847;45;199;82;162;77;147;49;33;90;88;45;24;92;66;78;67;28;61
274;Totaal werkzaamheden;Totaal opdrachtgevers;2006 maart;1951;3158;1259;2112;692;1046;94;292;66;170;102;168;33;37;73;104;65;25;106;88;104;73;50;89
275;Totaal werkzaamheden;Totaal opdrachtgevers;2006 1e kwartaal;5089;7698;3210;5039;1878;2659;176;672;239;459;338;478;96;93;232;264;143;64;255;205;260;193;140;231
276;Totaal werkzaamheden;Totaal opdrachtgevers;2006 april;2007;2534;1249;1631;758;903;60;223;89;163;90;170;82;25;94;86;24;23;63;64;190;65;67;84
277;Totaal werkzaamheden;Totaal opdrachtgevers;2006 mei;1633;2459;1092;1589;542;870;54;272;70;136;87;151;12;23;112;75;37;23;36;55;98;58;35;77
278;Totaal werkzaamheden;Totaal opdrachtgevers;2006 juni;1869;3131;1178;1959;691;1172;103;325;101;189;92;227;16;29;78;97;28;32;56;72;129;72;87;129
279;Totaal werkzaamheden;Totaal opdrachtgevers;2006 2e kwartaal;5509;8124;3519;5179;1990;2945;218;820;261;488;269;548;109;77;284;258;89;78;155;191;417;195;188;290
280;Totaal werkzaamheden;Totaal opdrachtgevers;2006 juli;1667;2575;941;1582;726;993;70;283;91;160;111;172;20;39;237;107;35;15;65;70;73;73;24;74
281;Totaal werkzaamheden;Totaal opdrachtgevers;2006 augustus;1578;2671;876;1662;702;1009;59;264;90;176;83;161;38;24;96;103;10;13;130;91;70;77;125;100
282;Totaal werkzaamheden;Totaal opdrachtgevers;2006 september;2180;3398;1257;2071;922;1327;92;376;126;207;122;226;83;62;109;141;51;29;93;103;198;80;49;103
283;Totaal werkzaamheden;Totaal opdrachtgevers;2006 3e kwartaal;5425;8644;3074;5315;2351;3329;220;923;307;543;316;559;142;125;443;351;96;57;288;264;341;230;198;277
284;Totaal werkzaamheden;Totaal opdrachtgevers;2006 oktober;1724;2320;973;1398;751;922;69;250;108;147;77;172;47;34;91;93;11;13;58;56;244;78;44;79
285;Totaal werkzaamheden;Totaal opdrachtgevers;2006 november;2030;2889;1240;1835;790;1054;74;280;216;172;96;184;35;40;67;117;17;22;114;60;71;84;99;95
286;Totaal werkzaamheden;Totaal opdrachtgevers;2006 december;2470;3830;1392;2414;1078;1416;96;363;105;227;110;248;28;36;201;154;170;42;90;91;202;116;76;139
287;Totaal werkzaamheden;Totaal opdrachtgevers;2006 4e kwartaal;6224;9039;3606;5647;2618;3392;239;893;430;546;283;604;110;110;359;364;199;77;261;207;517;278;220;313
288;Totaal werkzaamheden;Totaal opdrachtgevers;2006;22246;33505;13409;21180;8837;12325;853;3308;1237;2036;1207;2189;457;405;1318;1237;527;276;959;867;1534;896;745;1111
289;Totaal werkzaamheden;Totaal opdrachtgevers;2007 januari;1525;2311;864;1402;661;909;64;225;101;159;66;170;34;35;107;88;10;14;115;70;130;61;34;87
290;Totaal werkzaamheden;Totaal opdrachtgevers;2007 februari;1290;2037;760;1273;530;764;59;207;64;133;71;128;27;25;116;87;21;15;23;45;68;51;83;73
291;Totaal werkzaamheden;Totaal opdrachtgevers;2007 maart;1835;3020;1038;1862;797;1158;76;301;109;203;131;200;28;35;207;114;47;31;73;82;69;86;56;106
