ID;Werkzaamheden;Opdrachtgever;Perioden;TotaleWaardeVerleendeBouwvergunningen_1;TotaalAantalVerleendeBouwvergunningen_2;WaardeBouwvergunningenWoningbouw_3;AantalBouwvergunningenWoningbouw_4;WaardeBouwvergunningenUtiliteitsbouw_5;AantalBouwvergunningenUtiliteitsbouw_6;WaardeBouwvergunnAgrarischeSector_7;AantalBouwvergunnAgrarischeSector_8;WaardeBwvergunnIndustrieNijverheid_9;AantalBwvergunnIndustrieNijverheid_10;WaardeBwvergunnHandelHoreca_11;AantalBwvergunnHandelHoreca_12;WaardeVergunnVervoerEnCommunicatie_13;AantalVergunningenVervoerCommnicatie_14;WaardeBwvergunZakelijkeDienstverl_15;AantalBwvergunZakelijkeDienstverl_16;WaardeBouwvergunningenOpenbaarBestuur_17;AantalBouwvergunningenOpenbaarBestuur_18;WaardeBouwvergunningenOnderwijs_19;AantalBouwvergunningenOnderwijs_20;WaardeBouwvergunningenGezondheidszorg_21;AantalBouwvergunningenGezondheidszorg_22;WaardeBouwvergunnOverigeDienstverl_23;AantalBouwvergunnOverigeDienstverl_24
1554;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2000 2e kwartaal;2127;7732;598;4391;1529;3341;160;854;317;645;297;805;155;130;284;312;0;0;89;164;134;173;92;258
1555;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2000 juli;643;2498;214;1384;429;1114;62;308;75;197;81;271;23;44;92;100;0;0;31;62;47;62;19;70
1556;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2000 augustus;805;2696;230;1507;575;1189;41;237;91;213;138;307;66;62;95;129;0;0;46;73;66;68;33;100
1557;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2000 september;670;2511;199;1422;471;1089;48;277;74;189;111;293;58;55;94;96;0;0;41;47;30;62;17;70
1558;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2000 3e kwartaal;2118;7705;643;4313;1475;3392;151;822;239;599;329;871;146;161;281;325;0;0;117;182;142;192;69;240
1559;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2000 oktober;682;2377;200;1321;481;1056;54;257;99;192;93;284;55;48;75;90;0;0;23;54;34;48;48;83
1560;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2000 november;725;2307;170;1226;555;1081;49;224;75;204;118;276;68;59;106;118;0;1;47;56;43;58;49;85
1561;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2000 december;668;2298;190;1286;479;1012;46;239;110;209;69;227;48;60;94;103;0;0;34;44;40;58;38;72
1562;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2000 4e kwartaal;2075;6982;561;3833;1515;3149;149;720;284;605;280;787;171;167;275;311;0;1;104;154;116;164;135;240
1563;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2000;8359;29917;2396;16921;5964;12996;610;3114;1099;2379;1193;3369;580;594;1163;1254;0;1;386;613;537;714;396;958
1564;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2001 januari;966;2979;291;1747;674;1232;52;251;110;259;112;277;61;55;152;147;0;0;24;60;60;80;103;103
1565;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2001 februari;793;2711;217;1471;576;1240;61;287;125;219;123;332;92;72;83;132;0;0;40;58;29;61;24;79
1566;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2001 maart;810;2750;213;1567;596;1183;67;329;107;210;95;272;48;56;129;111;0;1;39;50;74;69;37;85
1567;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2001 1e kwartaal;2568;8440;721;4785;1847;3655;180;867;341;688;330;881;201;183;364;390;0;1;103;168;163;210;165;267
1568;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2001 april;601;2303;191;1321;411;982;58;272;106;204;59;187;44;45;67;89;0;0;18;41;18;51;42;93
1569;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2001 mei;978;2785;240;1603;738;1182;73;305;117;244;115;290;203;51;30;58;0;0;31;51;121;89;50;94
1570;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2001 juni;721;2578;209;1496;513;1082;46;249;98;223;150;271;33;48;59;93;0;0;16;52;70;79;40;67
1571;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2001 2e kwartaal;2301;7666;639;4420;1662;3246;177;826;321;671;324;748;280;144;155;240;0;0;65;144;208;219;131;254
1572;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2001 juli;705;2782;221;1527;484;1255;62;326;84;227;123;311;37;45;76;95;0;0;35;72;41;90;26;89
1573;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2001 augustus;654;2189;167;1224;488;965;45;256;82;199;76;187;103;50;93;88;0;0;14;48;37;67;37;70
1574;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2001 september;627;2364;179;1273;447;1091;51;259;104;209;93;249;36;62;69;98;3;2;19;59;44;78;28;75
1575;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2001 3e kwartaal;1986;7335;567;4024;1419;3311;158;841;269;635;293;747;176;157;238;281;3;2;69;179;122;235;91;234
1576;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2001 oktober;750;2663;216;1456;533;1207;59;306;110;234;105;254;44;52;82;115;0;0;42;57;58;97;34;92
1577;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2001 november;620;2094;174;1162;446;932;47;246;94;197;97;189;42;47;64;85;0;0;34;45;44;67;24;56
1578;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2001 december;541;1840;142;1009;399;831;48;252;77;149;74;177;16;27;76;71;0;0;25;39;23;46;61;70
1579;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2001 4e kwartaal;1911;6597;532;3627;1378;2970;155;804;280;580;275;620;102;126;222;271;0;0;100;141;126;210;119;218
1580;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2001;8766;30038;2460;16856;6306;13182;671;3338;1211;2574;1222;2996;758;610;979;1182;4;3;337;632;619;874;506;973
1581;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2002 januari;598;1715;183;953;415;762;43;200;78;140;110;167;31;35;57;67;0;0;25;40;36;58;36;55
1582;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2002 februari;554;1748;163;994;391;754;39;202;61;131;54;165;42;36;77;69;0;0;41;38;48;49;30;64
1583;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2002 maart;554;1891;173;1097;381;794;50;228;81;149;57;152;29;23;37;63;0;0;58;48;55;63;14;68
1584;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2002 1e kwartaal;1706;5354;519;3044;1187;2310;132;630;220;420;221;484;101;94;172;199;0;0;123;126;138;170;80;187
1585;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2002 april;673;2042;187;1155;486;887;49;223;116;157;71;191;42;27;83;90;0;0;53;60;40;69;32;70
1586;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2002 mei;544;2041;178;1182;366;859;48;228;67;157;84;183;44;35;47;80;0;0;17;51;40;58;20;67
1587;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2002 juni;641;2238;202;1301;439;937;51;265;100;176;73;192;30;44;59;66;0;0;35;52;64;65;27;77
1588;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2002 2e kwartaal;1858;6321;568;3638;1290;2683;147;716;283;490;228;566;116;106;188;236;0;0;106;163;143;192;79;214
1589;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2002 juli;753;2035;178;1140;575;895;52;251;59;142;84;184;191;40;62;78;0;0;42;56;64;70;19;74
1590;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2002 augustus;642;1996;194;1227;447;769;45;226;38;127;45;144;44;31;88;68;0;0;80;64;52;55;56;54
1591;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2002 september;544;1971;168;1113;375;858;42;213;95;167;66;178;22;43;53;68;0;0;38;56;24;62;38;71
1592;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2002 3e kwartaal;1938;6002;541;3480;1397;2522;139;690;192;436;194;506;256;114;203;214;0;0;160;176;140;187;113;199
1593;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2002 oktober;802;2294;207;1241;595;1053;34;198;108;190;105;252;95;59;84;126;0;0;32;53;92;84;46;91
1594;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2002 november;740;2281;217;1337;523;944;57;224;107;207;108;202;29;42;65;74;0;0;62;49;51;71;44;75
1595;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2002 december;648;2460;237;1547;411;913;50;220;82;175;60;179;18;40;84;85;0;0;29;58;57;76;31;80
1596;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2002 4e kwartaal;2190;7035;661;4125;1528;2910;141;642;297;572;274;633;141;141;232;285;0;0;123;160;199;231;121;246
1597;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2002;7691;24712;2288;14287;5402;10425;559;2678;992;1918;917;2189;615;455;795;934;0;0;512;625;620;780;393;846
1598;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2003 januari;558;1654;157;996;401;658;39;154;75;137;79;130;14;32;48;66;0;0;68;31;44;59;34;49
1599;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2003 februari;616;1762;166;1056;449;706;33;156;77;121;99;179;28;32;52;57;0;0;39;47;50;53;72;61
1600;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2003 maart;706;2338;233;1424;473;914;56;225;77;150;104;189;51;42;50;80;0;0;30;55;69;73;36;100
1601;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2003 1e kwartaal;1880;5754;556;3476;1324;2278;127;535;229;408;282;498;93;106;150;203;0;0;137;133;163;185;142;210
1602;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2003 april;608;1872;179;1121;430;751;45;201;83;154;98;154;39;22;68;55;0;0;25;37;47;58;25;70
1603;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2003 mei;420;1537;132;860;288;677;31;192;41;112;31;117;42;31;40;58;0;0;21;42;46;54;36;71
1604;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2003 juni;614;2135;195;1180;419;955;58;296;80;179;95;205;15;25;33;59;0;0;38;55;64;65;34;71
1605;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2003 2e kwartaal;1642;5544;506;3161;1136;2383;134;689;204;445;225;476;95;78;141;172;0;0;84;134;157;177;95;212
1606;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2003 juli;548;1838;167;1038;382;800;55;251;54;111;56;161;43;20;53;76;0;0;28;56;65;60;29;65
1607;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2003 augustus;516;1694;177;907;339;787;53;223;55;141;53;147;20;23;19;56;0;0;39;62;76;62;24;73
1608;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2003 september;623;2052;183;1124;440;928;58;244;75;161;60;194;40;41;65;74;0;0;32;69;71;77;38;68
1609;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2003 3e kwartaal;1687;5584;526;3069;1161;2515;166;718;184;413;169;502;102;84;137;206;0;0;98;187;212;199;91;206
1610;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2003 oktober;763;1966;174;1063;589;903;46;205;117;162;139;200;26;31;63;88;0;0;40;61;124;70;33;86
1611;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2003 november;564;1794;190;1048;374;746;63;193;61;146;62;144;13;26;36;53;0;0;42;63;39;50;57;71
1612;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2003 december;1008;2734;266;1631;742;1103;57;235;135;218;120;248;43;43;115;79;0;0;106;71;113;95;53;114
1613;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2003 4e kwartaal;2336;6494;630;3742;1706;2752;166;633;314;526;322;592;83;100;214;220;0;0;189;195;276;215;143;271
1614;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2003;7544;23376;2218;13448;5326;9928;592;2575;930;1792;998;2068;374;368;643;801;0;0;508;649;809;776;472;899
1615;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2004 januari;502;1593;142;913;359;680;36;168;51;122;44;149;22;26;59;64;0;0;52;61;73;52;23;38
1616;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2004 februari;674;1644;149;918;525;726;46;164;48;124;137;172;48;36;52;61;0;0;55;54;44;49;94;66
1617;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2004 maart;652;2066;189;1165;463;901;61;261;68;116;91;197;22;35;39;78;0;0;29;56;127;85;25;73
1618;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2004 1e kwartaal;1827;5303;480;2996;1347;2307;142;593;167;362;273;518;93;97;150;203;0;0;137;171;243;186;142;177
1619;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2004 april;539;1722;170;963;369;759;55;213;65;123;57;137;19;30;45;74;0;0;28;49;71;60;29;73
1620;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2004 mei;521;1760;165;1036;356;724;44;208;51;131;67;140;24;27;29;35;0;0;32;57;58;56;51;70
1621;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2004 juni;875;2440;235;1441;639;999;65;286;87;177;81;205;43;43;72;51;0;0;82;74;152;73;57;90
1622;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2004 2e kwartaal;1934;5922;570;3440;1364;2482;164;707;203;431;205;482;86;100;146;160;0;0;142;180;282;189;137;233
1623;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2004 juli;657;2263;231;1341;427;922;75;279;57;163;73;168;18;36;37;69;0;0;23;52;87;68;58;87
1624;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2004 augustus;790;2473;250;1400;541;1073;66;324;78;159;83;211;19;38;47;74;0;0;52;108;115;73;80;86
1625;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2004 september;731;2058;191;1169;541;889;49;218;75;137;112;203;34;35;55;87;0;0;61;71;65;65;89;73
1626;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2004 3e kwartaal;2179;6794;671;3910;1508;2884;191;821;210;459;268;582;71;109;138;230;0;0;136;231;268;206;227;246
1627;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2004 oktober;621;1990;198;1155;423;835;48;191;93;145;48;170;28;33;53;67;0;0;66;63;62;78;25;88
1628;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2004 november;729;2443;238;1477;491;966;52;224;62;158;83;227;27;37;73;91;0;0;78;75;75;76;41;78
1629;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2004 december;1178;3536;388;2089;790;1447;92;398;170;261;137;288;40;50;73;110;0;0;73;103;124;104;82;133
1630;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2004 4e kwartaal;2528;7969;824;4721;1704;3248;192;813;325;564;269;685;94;120;199;268;0;0;216;241;260;258;149;299
1631;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2004;8469;25988;2545;15067;5924;10921;689;2934;906;1816;1015;2267;344;426;633;861;0;0;630;823;1054;839;654;955
1632;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2005 januari;493;1696;168;1007;324;689;47;175;55;123;43;145;15;24;26;54;0;0;38;44;75;63;25;61
1633;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2005 februari;472;1507;157;869;315;638;42;167;50;103;84;139;50;27;22;49;0;0;21;39;22;46;25;68
1634;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2005 maart;599;1902;187;1102;412;800;46;200;93;155;61;154;22;28;28;59;0;0;75;52;60;74;28;78
1635;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2005 1e kwartaal;1564;5105;512;2978;1052;2127;134;542;199;381;189;438;87;79;76;162;0;0;134;135;156;183;78;207
1636;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2005 april;523;1883;189;1122;334;761;54;234;47;126;53;137;41;25;22;47;0;0;41;69;53;44;24;79
1637;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2005 mei;670;2093;194;1207;476;886;81;255;62;154;70;182;29;31;54;60;0;0;73;65;80;57;25;82
1638;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2005 juni;772;2452;270;1417;502;1035;76;297;92;185;72;188;34;23;39;96;0;0;44;83;121;74;24;89
1639;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2005 2e kwartaal;1965;6428;654;3746;1312;2682;211;786;201;465;195;507;105;79;114;203;0;0;158;217;255;175;73;250
1640;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2005 juli;675;2034;233;1181;442;853;50;226;70;152;74;182;56;44;51;70;0;0;28;59;78;55;35;65
1641;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2005 augustus;554;1954;199;1184;355;770;36;200;66;145;50;140;32;21;36;75;0;0;24;54;45;61;65;74
1642;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2005 september;657;2083;214;1221;443;862;52;232;76;156;110;163;62;48;38;72;0;0;21;59;51;50;32;82
1643;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2005 3e kwartaal;1886;6071;646;3586;1240;2485;138;658;212;453;234;485;151;113;124;217;0;0;74;172;174;166;132;221
1644;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2005 oktober;928;2576;278;1525;650;1051;82;344;99;165;75;197;69;40;52;74;3;1;124;72;84;74;61;84
1645;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2005 november;952;2573;262;1475;690;1098;75;238;64;175;159;257;47;50;75;101;0;0;89;79;132;96;48;102
1646;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2005 december;819;2529;268;1472;551;1057;80;295;90;175;117;223;29;34;34;75;0;0;73;79;87;87;41;89
1647;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2005 4e kwartaal;2699;7678;808;4472;1891;3206;237;877;253;515;351;677;145;124;162;250;3;1;286;230;304;257;150;275
1648;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2005;8114;25282;2620;14782;5494;10500;721;2863;865;1814;969;2107;487;395;477;832;3;1;651;754;889;781;433;953
1649;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2006 januari;629;1781;205;1086;424;695;36;181;91;127;79;159;12;22;55;57;0;0;46;35;64;45;41;69
1650;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2006 februari;723;1861;222;1079;501;782;45;199;82;162;68;143;45;30;83;80;0;0;84;52;67;60;26;56
1651;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2006 maart;851;2544;315;1588;536;956;94;292;66;170;96;165;28;35;56;86;0;0;79;69;88;65;29;74
1652;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2006 1e kwartaal;2203;6186;742;3753;1461;2433;176;672;239;459;244;467;85;87;194;223;0;0;209;156;218;170;95;199
1653;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2006 april;796;2027;222;1204;574;823;60;223;89;163;80;166;81;23;38;71;0;0;33;52;134;50;59;75
1654;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2006 mei;596;2028;210;1224;387;804;54;271;70;136;56;149;11;20;57;60;0;0;14;44;96;54;28;70
1655;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2006 juni;868;2608;289;1550;579;1058;103;325;101;189;90;223;14;28;45;71;0;0;38;52;116;61;71;109
1656;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2006 2e kwartaal;2260;6663;721;3978;1539;2685;217;819;261;488;226;538;106;71;139;202;0;0;85;148;346;165;158;254
1657;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2006 juli;840;2167;226;1248;614;919;70;283;91;160;111;171;19;37;199;80;0;0;57;60;46;63;21;65
1658;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2006 augustus;804;2232;227;1311;577;921;59;264;90;176;68;155;38;24;84;84;0;0;122;67;35;66;80;85
1659;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2006 september;1065;2824;308;1612;757;1212;92;375;126;207;109;222;75;59;67;112;0;0;78;81;168;69;43;87
1660;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2006 3e kwartaal;2709;7223;762;4171;1948;3052;220;922;307;543;288;548;132;120;350;276;0;0;258;208;249;198;144;237
1661;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2006 oktober;816;1901;196;1045;619;856;69;250;108;146;67;169;47;33;57;79;0;0;35;45;207;66;30;68
1662;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2006 november;967;2435;290;1465;677;970;74;279;216;171;91;182;35;40;47;90;0;0;99;52;50;66;65;90
1663;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2006 december;1088;3113;349;1830;739;1283;96;363;105;226;83;242;28;34;168;125;0;0;59;69;137;100;64;124
1664;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2006 4e kwartaal;2871;7449;835;4340;2036;3109;239;892;429;543;241;593;110;107;271;294;0;0;193;166;394;232;159;282
1665;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2006;10043;27521;3059;16242;6984;11279;852;3305;1236;2033;999;2146;433;385;955;995;0;0;744;678;1208;765;557;972
1666;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2007 januari;825;1956;212;1111;613;845;64;225;101;159;66;170;34;33;97;73;0;0;102;59;125;56;24;70
1667;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2007 februari;496;1708;189;1015;308;693;59;207;64;133;44;122;26;19;33;63;0;0;18;39;44;44;20;66
1668;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2007 maart;905;2499;254;1428;651;1071;76;301;109;203;118;196;27;31;149;96;0;0;66;70;54;77;51;97
1669;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2007 1e kwartaal;2226;6163;654;3554;1572;2609;199;733;274;495;229;488;86;83;279;232;0;0;186;168;223;177;95;233
1670;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2007 april;810;2108;213;1236;597;872;85;283;133;161;62;151;117;31;74;73;0;0;33;45;51;53;42;75
1671;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2007 mei;779;2058;209;1150;570;908;98;312;80;155;81;169;16;31;45;64;0;0;86;61;96;46;68;70
1672;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2007 juni;1080;2723;288;1556;792;1167;110;356;119;211;124;212;68;41;92;95;0;0;64;76;173;85;43;91
1673;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2007 2e kwartaal;2669;6889;710;3942;1959;2947;293;951;332;527;267;532;200;103;210;232;0;0;183;182;321;184;152;236
1674;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2007 juli;937;2704;274;1547;663;1157;69;348;143;226;116;225;48;35;84;88;0;0;32;66;146;94;24;75
1675;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2007 augustus;873;2578;270;1493;604;1085;89;333;90;181;129;220;39;30;64;93;0;0;68;70;71;69;53;89
1676;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2007 september;1191;3068;340;1749;851;1319;150;391;160;246;129;286;64;35;97;101;0;0;76;83;125;78;49;99
1677;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2007 3e kwartaal;3002;8350;884;4789;2118;3561;309;1072;393;653;375;731;151;100;246;282;0;0;176;219;342;241;126;263
1678;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2007 oktober;816;2377;266;1373;550;1004;99;315;102;164;98;204;57;37;81;86;0;0;26;47;48;64;41;87
1679;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2007 november;907;2534;321;1501;587;1033;120;319;116;197;97;204;21;34;72;93;0;1;83;58;54;61;23;66
1680;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2007 december;1041;2733;311;1584;730;1149;131;392;101;192;103;220;94;42;81;108;0;0;55;58;128;68;38;69
1681;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2007 4e kwartaal;2765;7644;897;4458;1868;3186;350;1026;318;553;298;628;172;113;234;287;0;1;164;163;230;193;102;222
1682;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2007;10662;29046;3145;16743;7517;12303;1151;3782;1317;2228;1169;2379;610;399;970;1033;0;1;710;732;1116;795;475;954
1683;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2008 januari;754;2056;216;1160;539;896;77;260;134;180;97;186;19;31;57;74;0;0;69;41;49;51;37;73
1684;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2008 februari;711;1866;193;1016;518;850;84;252;113;158;78;167;52;30;85;92;0;0;31;54;52;40;22;57
1685;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2008 maart;1145;2351;234;1287;911;1064;88;333;450;215;97;183;44;30;75;102;0;0;44;52;71;78;42;71
1686;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2008 1e kwartaal;2611;6273;643;3463;1968;2810;248;845;697;553;273;536;116;91;217;268;0;0;144;147;172;169;101;201
1687;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2008 april;884;2432;249;1389;635;1043;83;341;150;200;102;196;47;34;83;107;0;0;13;38;132;68;24;59
1688;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2008 mei;938;2408;282;1387;656;1021;94;355;133;192;156;172;51;25;63;87;0;0;32;52;93;67;35;71
1689;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2008 juni;942;2334;250;1281;692;1053;98;347;111;195;90;209;86;27;169;104;0;0;64;48;47;62;27;61
1690;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2008 2e kwartaal;2765;7174;781;4057;1983;3117;274;1043;394;587;348;577;183;86;316;298;0;0;109;138;272;197;86;191
1691;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2008 juli;1224;2493;252;1324;972;1169;130;409;128;218;89;226;343;39;72;96;0;0;70;45;94;68;45;68
1692;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2008 augustus;1018;2681;324;1590;694;1091;98;352;192;198;116;200;63;28;58;91;0;0;42;55;72;72;53;95
1693;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2008 september;1051;2836;315;1622;737;1214;117;401;146;201;135;228;49;34;87;97;0;0;62;73;68;78;74;102
1694;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2008 3e kwartaal;3294;8010;891;4536;2403;3474;345;1162;466;617;339;654;455;101;217;284;0;0;174;173;234;218;172;265
1695;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2008 oktober;1123;2408;304;1414;819;994;102;315;179;176;125;192;64;41;85;82;0;0;26;50;178;75;60;63
1696;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2008 november;1146;2682;297;1498;849;1184;97;372;183;220;179;251;87;44;82;92;0;0;57;51;122;72;41;82
1697;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2008 december;1085;2523;283;1420;802;1103;87;307;107;188;96;206;67;38;184;126;0;0;96;60;72;91;93;87
1698;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2008 4e kwartaal;3354;7613;884;4332;2470;3281;286;994;469;584;400;649;218;123;351;300;0;0;178;161;373;238;194;232
1699;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2008;12023;29070;3199;16388;8824;12682;1155;4044;2027;2341;1360;2416;972;401;1101;1150;0;0;605;619;1051;822;553;889
1700;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2009 januari;669;1718;195;983;474;735;61;208;82;141;86;129;67;37;68;57;0;0;26;44;64;51;19;68
1701;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2009 februari;639;1617;167;868;472;749;59;218;72;120;66;170;18;19;53;56;0;0;64;33;100;60;40;73
1702;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2009 maart;958;1950;194;1026;765;924;90;285;113;143;153;186;76;34;133;85;0;0;32;45;121;68;46;78
1703;Totaal werkzaamheden;Andere particuliere opdrachtgevers;2009 1e kwartaal;2266;5285;555;2877;1711;2408;211;711;267;404;306;485;162;90;254;198;0;0;122;122;285;179;104;219
