ID;BedrijfstakkenBranchesSBI2008;Perioden;Indexcijfers_1;OntwikkelingTOVEenJaarEerder_2;Indexcijfers_3;OntwikkelingTOVEenKwartaalEerder_4;Indexcijfers_5;OntwikkelingTOVEenJaarEerder_6
282;45111 Import van nieuwe personenauto's;2023 3e kwartaal;113.1;13.2;130.3;-4.0;112.4;12.2
283;45111 Import van nieuwe personenauto's;2023 4e kwartaal;139.3;-6.2;118.1;-9.4;137.5;-7.3
284;45111 Import van nieuwe personenauto's;2023;129.0;16.5;131.0;19.2;128.7;16.2
285;45112 Handel en reparatie personenauto's;2005 1e kwartaal;122.7;-3.3;;;122.7;-3.3
286;45112 Handel en reparatie personenauto's;2005 2e kwartaal;116.7;-1.5;;;116.7;-1.5
287;45112 Handel en reparatie personenauto's;2005 3e kwartaal;107.3;-0.6;;;107.3;-0.6
288;45112 Handel en reparatie personenauto's;2005 4e kwartaal;103.9;-1.2;;;103.9;-1.2
289;45112 Handel en reparatie personenauto's;2005;112.7;-1.7;;;112.7;-1.7
290;45112 Handel en reparatie personenauto's;2006 1e kwartaal;129.9;5.8;;;129.9;5.8
291;45112 Handel en reparatie personenauto's;2006 2e kwartaal;118.8;1.8;;;118.8;1.8
292;45112 Handel en reparatie personenauto's;2006 3e kwartaal;110.0;2.5;;;110.0;2.5
293;45112 Handel en reparatie personenauto's;2006 4e kwartaal;107.1;3.1;;;107.1;3.1
294;45112 Handel en reparatie personenauto's;2006;116.4;3.4;;;116.4;3.4
295;45112 Handel en reparatie personenauto's;2007 1e kwartaal;132.6;2.1;;;132.6;2.1
296;45112 Handel en reparatie personenauto's;2007 2e kwartaal;123.1;3.6;;;123.1;3.6
297;45112 Handel en reparatie personenauto's;2007 3e kwartaal;116.3;5.7;;;116.3;5.7
298;45112 Handel en reparatie personenauto's;2007 4e kwartaal;109.4;2.1;;;109.4;2.1
299;45112 Handel en reparatie personenauto's;2007;120.3;3.3;;;120.3;3.3
300;45112 Handel en reparatie personenauto's;2008 1e kwartaal;131.6;-0.7;;;131.6;-0.7
301;45112 Handel en reparatie personenauto's;2008 2e kwartaal;119.1;-3.3;;;119.1;-3.3
302;45112 Handel en reparatie personenauto's;2008 3e kwartaal;110.0;-5.4;;;110.0;-5.4
303;45112 Handel en reparatie personenauto's;2008 4e kwartaal;97.7;-10.7;;;97.7;-10.7
304;45112 Handel en reparatie personenauto's;2008;114.6;-4.8;;;114.6;-4.8
305;45112 Handel en reparatie personenauto's;2009 1e kwartaal;113.0;-14.1;;;113.0;-14.1
306;45112 Handel en reparatie personenauto's;2009 2e kwartaal;101.5;-14.8;;;101.5;-14.8
307;45112 Handel en reparatie personenauto's;2009 3e kwartaal;93.3;-15.2;;;93.3;-15.2
308;45112 Handel en reparatie personenauto's;2009 4e kwartaal;90.2;-7.7;;;90.2;-7.7
309;45112 Handel en reparatie personenauto's;2009;99.5;-13.2;;;99.5;-13.2
310;45112 Handel en reparatie personenauto's;2010 1e kwartaal;112.5;-0.5;;;112.5;-0.5
311;45112 Handel en reparatie personenauto's;2010 2e kwartaal;107.2;5.6;;;107.2;5.6
312;45112 Handel en reparatie personenauto's;2010 3e kwartaal;101.3;8.6;;;101.3;8.6
313;45112 Handel en reparatie personenauto's;2010 4e kwartaal;101.1;12.1;;;101.1;12.1
314;45112 Handel en reparatie personenauto's;2010;105.5;6.0;;;105.5;6.0
315;45112 Handel en reparatie personenauto's;2011 1e kwartaal;121.6;8.1;;;121.6;8.1
316;45112 Handel en reparatie personenauto's;2011 2e kwartaal;113.1;5.5;;;113.1;5.5
317;45112 Handel en reparatie personenauto's;2011 3e kwartaal;102.0;0.7;;;102.0;0.7
318;45112 Handel en reparatie personenauto's;2011 4e kwartaal;97.5;-3.5;;;97.5;-3.5
319;45112 Handel en reparatie personenauto's;2011;108.6;2.9;;;108.6;2.9
320;45112 Handel en reparatie personenauto's;2012 1e kwartaal;114.0;-6.3;;;114.0;-6.3
321;45112 Handel en reparatie personenauto's;2012 2e kwartaal;113.7;0.5;;;113.7;0.5
322;45112 Handel en reparatie personenauto's;2012 3e kwartaal;92.5;-9.3;;;92.5;-9.3
323;45112 Handel en reparatie personenauto's;2012 4e kwartaal;87.2;-10.6;;;87.2;-10.6
324;45112 Handel en reparatie personenauto's;2012;101.8;-6.2;;;101.8;-6.2
325;45112 Handel en reparatie personenauto's;2013 1e kwartaal;95.1;-16.6;89.6;-1.3;95.1;-16.6
326;45112 Handel en reparatie personenauto's;2013 2e kwartaal;94.7;-16.7;92.3;3.0;94.7;-16.7
327;45112 Handel en reparatie personenauto's;2013 3e kwartaal;88.9;-3.9;94.0;1.9;88.9;-3.9
328;45112 Handel en reparatie personenauto's;2013 4e kwartaal ;100.5;15.3;102.3;8.7;100.5;15.3
329;45112 Handel en reparatie personenauto's;2013;94.8;-6.9;94.6;-6.5;94.8;-6.9
330;45112 Handel en reparatie personenauto's;2014 1e kwartaal;94.3;-0.8;90.1;-11.9;94.3;-0.8
331;45112 Handel en reparatie personenauto's;2014 2e kwartaal;91.8;-3.1;90.2;0.2;91.8;-3.1
332;45112 Handel en reparatie personenauto's;2014 3e kwartaal;86.9;-2.2;91.7;1.6;86.9;-2.2
333;45112 Handel en reparatie personenauto's;2014 4e kwartaal;93.9;-6.6;94.1;2.7;93.9;-6.6
334;45112 Handel en reparatie personenauto's;2014;91.7;-3.3;91.5;-3.2;91.7;-3.3
335;45112 Handel en reparatie personenauto's;2015 1e kwartaal;94.7;0.5;91.2;-3.1;94.7;0.5
336;45112 Handel en reparatie personenauto's;2015 2e kwartaal;94.5;3.0;93.5;2.6;94.5;3.0
337;45112 Handel en reparatie personenauto's;2015 3e kwartaal;94.7;8.9;99.3;6.2;94.7;8.9
338;45112 Handel en reparatie personenauto's;2015 4e kwartaal;116.1;23.7;116.4;17.2;116.1;23.7
339;45112 Handel en reparatie personenauto's;2015;100.0;9.0;100.1;9.4;100.0;9.0
340;45112 Handel en reparatie personenauto's;2016 1e kwartaal;101.0;6.6;97.1;-16.6;101.0;6.6
341;45112 Handel en reparatie personenauto's;2016 2e kwartaal;102.4;8.4;101.4;4.4;102.4;8.4
342;45112 Handel en reparatie personenauto's;2016 3e kwartaal;97.0;2.5;101.4;0.0;97.0;2.5
343;45112 Handel en reparatie personenauto's;2016 4e kwartaal;103.8;-10.6;105.0;3.5;103.8;-10.6
344;45112 Handel en reparatie personenauto's;2016;101.1;1.1;101.2;1.1;101.1;1.1
345;45112 Handel en reparatie personenauto's;2017 1e kwartaal;112.5;11.4;107.9;2.7;112.5;11.4
346;45112 Handel en reparatie personenauto's;2017 2e kwartaal;109.4;6.8;107.9;0.1;109.4;6.8
347;45112 Handel en reparatie personenauto's;2017 3e kwartaal;103.2;6.4;107.6;-0.3;103.2;6.4
348;45112 Handel en reparatie personenauto's;2017 4e kwartaal;106.8;2.8;108.8;1.1;106.8;2.8
349;45112 Handel en reparatie personenauto's;2017;108.0;6.8;108.0;6.7;108.0;6.8
350;45112 Handel en reparatie personenauto's;2018 1e kwartaal;120.1;6.7;115.2;6.0;120.1;6.7
351;45112 Handel en reparatie personenauto's;2018 2e kwartaal;118.3;8.2;116.3;1.0;118.3;8.2
352;45112 Handel en reparatie personenauto's;2018 3e kwartaal;111.5;8.1;116.0;-0.3;111.5;8.1
353;45112 Handel en reparatie personenauto's;2018 4e kwartaal;109.8;2.9;111.7;-3.7;109.8;2.9
354;45112 Handel en reparatie personenauto's;2018;115.0;6.5;114.8;6.3;115.0;6.5
355;45112 Handel en reparatie personenauto's;2019 1e kwartaal;119.1;-0.8;115.4;3.3;119.1;-0.8
356;45112 Handel en reparatie personenauto's;2019 2e kwartaal;121.3;2.5;118.8;3.0;121.3;2.5
357;45112 Handel en reparatie personenauto's;2019 3e kwartaal;115.4;3.4;119.7;0.8;115.4;3.4
358;45112 Handel en reparatie personenauto's;2019 4e kwartaal;121.8;10.9;122.7;2.5;121.8;10.9
359;45112 Handel en reparatie personenauto's;2019;119.4;3.9;119.2;3.8;119.4;3.9
360;45112 Handel en reparatie personenauto's;2020 1e kwartaal;123.2;3.4;121.2;-1.3;123.2;3.4
361;45112 Handel en reparatie personenauto's;2020 2e kwartaal;95.6;-21.2;93.4;-22.9;95.6;-21.2
362;45112 Handel en reparatie personenauto's;2020 3e kwartaal;117.5;1.9;121.5;30.1;117.5;1.9
363;45112 Handel en reparatie personenauto's;2020 4e kwartaal;123.6;1.5;123.4;1.6;123.6;1.5
364;45112 Handel en reparatie personenauto's;2020;115.0;-3.7;114.9;-3.6;115.0;-3.7
365;45112 Handel en reparatie personenauto's;2021 1e kwartaal;121.0;-1.8;122.6;-0.6;121.0;-1.8
366;45112 Handel en reparatie personenauto's;2021 2e kwartaal;137.7;44.1;132.0;7.6;137.7;44.1
367;45112 Handel en reparatie personenauto's;2021 3e kwartaal;133.2;13.3;139.2;5.5;133.2;13.3
368;45112 Handel en reparatie personenauto's;2021 4e kwartaal;148.2;19.9;145.4;4.4;148.2;19.9
369;45112 Handel en reparatie personenauto's;2021;135.0;17.4;134.8;17.4;135.0;17.4
370;45112 Handel en reparatie personenauto's;2022 1e kwartaal;157.4;30.1;156.7;7.8;157.4;30.1
371;45112 Handel en reparatie personenauto's;2022 2e kwartaal;140.4;1.9;133.8;-14.6;140.4;1.9
372;45112 Handel en reparatie personenauto's;2022 3e kwartaal;164.9;23.8;176.2;31.7;164.9;23.8
373;45112 Handel en reparatie personenauto's;2022 4e kwartaal;188.5;27.1;186.5;5.9;188.5;27.1
374;45112 Handel en reparatie personenauto's;2022;162.8;20.5;163.3;21.1;162.8;20.5
375;45112 Handel en reparatie personenauto's;2023 1e kwartaal;191.4;21.6;190.1;1.9;191.4;21.6
376;45112 Handel en reparatie personenauto's;2023 2e kwartaal;209.3;49.1;198.0;4.1;209.3;49.1
377;45112 Handel en reparatie personenauto's;2023 3e kwartaal;186.5;13.1;198.6;0.3;186.5;13.1
378;45112 Handel en reparatie personenauto's;2023 4e kwartaal;191.6;1.7;190.8;-4.0;191.6;1.7
379;45112 Handel en reparatie personenauto's;2023;194.7;19.6;194.4;19.0;194.7;19.6
380;4519 Handel in vrachtwagens, aanhangers;2005 1e kwartaal;94.0;0.2;;;94.0;0.2
381;4519 Handel in vrachtwagens, aanhangers;2005 2e kwartaal;93.1;1.6;;;93.1;1.6
382;4519 Handel in vrachtwagens, aanhangers;2005 3e kwartaal;84.5;-0.4;;;84.5;-0.4
383;4519 Handel in vrachtwagens, aanhangers;2005 4e kwartaal;99.0;12.9;;;99.0;12.9
384;4519 Handel in vrachtwagens, aanhangers;2005;92.7;3.5;;;92.7;3.5
385;4519 Handel in vrachtwagens, aanhangers;2006 1e kwartaal;116.1;23.5;;;116.1;23.5
386;4519 Handel in vrachtwagens, aanhangers;2006 2e kwartaal;102.9;10.5;;;102.9;10.5
387;4519 Handel in vrachtwagens, aanhangers;2006 3e kwartaal;97.5;15.3;;;97.5;15.3
388;4519 Handel in vrachtwagens, aanhangers;2006 4e kwartaal;116.6;17.8;;;116.6;17.8
389;4519 Handel in vrachtwagens, aanhangers;2006;108.3;16.8;;;108.3;16.8
390;4519 Handel in vrachtwagens, aanhangers;2007 1e kwartaal;114.7;-1.2;;;114.7;-1.2
391;4519 Handel in vrachtwagens, aanhangers;2007 2e kwartaal;116.3;13.1;;;116.3;13.1
392;4519 Handel in vrachtwagens, aanhangers;2007 3e kwartaal;109.4;12.3;;;109.4;12.3
393;4519 Handel in vrachtwagens, aanhangers;2007 4e kwartaal;131.9;13.1;;;131.9;13.1
394;4519 Handel in vrachtwagens, aanhangers;2007;118.1;9.1;;;118.1;9.1
395;4519 Handel in vrachtwagens, aanhangers;2008 1e kwartaal;128.0;11.6;;;128.0;11.6
396;4519 Handel in vrachtwagens, aanhangers;2008 2e kwartaal;118.1;1.5;;;118.1;1.5
397;4519 Handel in vrachtwagens, aanhangers;2008 3e kwartaal;106.0;-3.2;;;106.0;-3.2
398;4519 Handel in vrachtwagens, aanhangers;2008 4e kwartaal;121.1;-8.2;;;121.1;-8.2
399;4519 Handel in vrachtwagens, aanhangers;2008;118.3;0.2;;;118.3;0.2
400;4519 Handel in vrachtwagens, aanhangers;2009 1e kwartaal;106.9;-16.5;;;106.9;-16.5
401;4519 Handel in vrachtwagens, aanhangers;2009 2e kwartaal;92.2;-22.0;;;92.2;-22.0
402;4519 Handel in vrachtwagens, aanhangers;2009 3e kwartaal;87.8;-17.1;;;87.8;-17.1
403;4519 Handel in vrachtwagens, aanhangers;2009 4e kwartaal;92.7;-23.5;;;92.7;-23.5
404;4519 Handel in vrachtwagens, aanhangers;2009;94.9;-19.8;;;94.9;-19.8
405;4519 Handel in vrachtwagens, aanhangers;2010 1e kwartaal;87.8;-17.8;;;87.8;-17.8
406;4519 Handel in vrachtwagens, aanhangers;2010 2e kwartaal;87.6;-5.0;;;87.6;-5.0
407;4519 Handel in vrachtwagens, aanhangers;2010 3e kwartaal;83.2;-5.3;;;83.2;-5.3
408;4519 Handel in vrachtwagens, aanhangers;2010 4e kwartaal;91.6;-1.1;;;91.6;-1.1
409;4519 Handel in vrachtwagens, aanhangers;2010;87.6;-7.7;;;87.6;-7.7
410;4519 Handel in vrachtwagens, aanhangers;2011 1e kwartaal;102.9;17.1;;;102.9;17.1
411;4519 Handel in vrachtwagens, aanhangers;2011 2e kwartaal;108.0;23.3;;;108.0;23.3
412;4519 Handel in vrachtwagens, aanhangers;2011 3e kwartaal;102.8;23.6;;;102.8;23.6
413;4519 Handel in vrachtwagens, aanhangers;2011 4e kwartaal;99.2;8.3;;;99.2;8.3
414;4519 Handel in vrachtwagens, aanhangers;2011;103.2;17.9;;;103.2;17.9
415;4519 Handel in vrachtwagens, aanhangers;2012 1e kwartaal;91.2;-11.4;;;91.2;-11.4
416;4519 Handel in vrachtwagens, aanhangers;2012 2e kwartaal;87.5;-19.0;;;87.5;-19.0
417;4519 Handel in vrachtwagens, aanhangers;2012 3e kwartaal;83.1;-19.2;;;83.1;-19.2
418;4519 Handel in vrachtwagens, aanhangers;2012 4e kwartaal;87.9;-11.4;;;87.9;-11.4
419;4519 Handel in vrachtwagens, aanhangers;2012;87.4;-15.3;;;87.4;-15.3
420;4519 Handel in vrachtwagens, aanhangers;2013 1e kwartaal;84.9;-6.9;83.1;-4.6;84.9;-6.9
421;4519 Handel in vrachtwagens, aanhangers;2013 2e kwartaal;90.1;3.0;88.2;6.2;90.1;3.0
422;4519 Handel in vrachtwagens, aanhangers;2013 3e kwartaal;77.1;-7.2;81.4;-7.8;77.1;-7.2
423;4519 Handel in vrachtwagens, aanhangers;2013 4e kwartaal ;99.7;13.4;99.3;22.0;99.7;13.4
424;4519 Handel in vrachtwagens, aanhangers;2013;88.0;0.6;88.0;0.5;88.0;0.6
425;4519 Handel in vrachtwagens, aanhangers;2014 1e kwartaal;88.6;4.4;86.2;-13.2;88.6;4.4
426;4519 Handel in vrachtwagens, aanhangers;2014 2e kwartaal;89.1;-1.2;86.8;0.7;89.1;-1.2
427;4519 Handel in vrachtwagens, aanhangers;2014 3e kwartaal;82.7;7.3;87.9;1.2;82.7;7.3
428;4519 Handel in vrachtwagens, aanhangers;2014 4e kwartaal;90.6;-9.2;90.6;3.1;90.6;-9.2
429;4519 Handel in vrachtwagens, aanhangers;2014;87.7;-0.2;87.9;-0.2;87.7;-0.2
430;4519 Handel in vrachtwagens, aanhangers;2015 1e kwartaal;97.9;10.5;94.9;4.7;97.9;10.5
431;4519 Handel in vrachtwagens, aanhangers;2015 2e kwartaal;101.4;13.8;98.2;3.5;101.4;13.8
432;4519 Handel in vrachtwagens, aanhangers;2015 3e kwartaal;95.5;15.4;102.1;4.0;95.5;15.4
433;4519 Handel in vrachtwagens, aanhangers;2015 4e kwartaal;105.2;16.2;105.6;3.5;105.2;16.2
434;4519 Handel in vrachtwagens, aanhangers;2015;100.0;14.0;100.2;14.0;100.0;14.0
435;4519 Handel in vrachtwagens, aanhangers;2016 1e kwartaal;113.9;16.3;110.1;4.3;113.9;16.3
436;4519 Handel in vrachtwagens, aanhangers;2016 2e kwartaal;114.3;12.7;109.8;-0.3;114.3;12.7
437;4519 Handel in vrachtwagens, aanhangers;2016 3e kwartaal;101.1;5.9;108.7;-1.0;101.1;5.9
438;4519 Handel in vrachtwagens, aanhangers;2016 4e kwartaal;116.1;10.3;116.9;7.5;116.1;10.3
439;4519 Handel in vrachtwagens, aanhangers;2016;111.3;11.3;111.4;11.2;111.3;11.3
440;4519 Handel in vrachtwagens, aanhangers;2017 1e kwartaal;112.1;-1.5;108.4;-7.2;112.1;-1.5
441;4519 Handel in vrachtwagens, aanhangers;2017 2e kwartaal;113.0;-1.1;107.8;-0.6;113.0;-1.1
442;4519 Handel in vrachtwagens, aanhangers;2017 3e kwartaal;98.0;-3.1;105.6;-2.1;98.0;-3.1
443;4519 Handel in vrachtwagens, aanhangers;2017 4e kwartaal;107.0;-7.8;108.2;2.5;107.0;-7.8
444;4519 Handel in vrachtwagens, aanhangers;2017;107.5;-3.4;107.5;-3.5;107.5;-3.4
445;4519 Handel in vrachtwagens, aanhangers;2018 1e kwartaal;119.7;6.7;115.9;7.2;119.7;6.7
446;4519 Handel in vrachtwagens, aanhangers;2018 2e kwartaal;119.5;5.8;113.5;-2.1;119.5;5.8
447;4519 Handel in vrachtwagens, aanhangers;2018 3e kwartaal;97.6;-0.4;104.9;-7.5;97.6;-0.4
448;4519 Handel in vrachtwagens, aanhangers;2018 4e kwartaal;114.0;6.6;115.8;10.4;114.0;6.6
449;4519 Handel in vrachtwagens, aanhangers;2018;112.7;4.8;112.5;4.7;112.7;4.8
450;4519 Handel in vrachtwagens, aanhangers;2019 1e kwartaal;121.4;1.4;118.1;2.0;121.4;1.4
451;4519 Handel in vrachtwagens, aanhangers;2019 2e kwartaal;121.8;1.9;115.3;-2.4;121.8;1.9
452;4519 Handel in vrachtwagens, aanhangers;2019 3e kwartaal;108.0;10.7;115.3;0.0;108.0;10.7
453;4519 Handel in vrachtwagens, aanhangers;2019 4e kwartaal;108.1;-5.2;110.3;-4.3;108.1;-5.2
454;4519 Handel in vrachtwagens, aanhangers;2019;114.8;1.9;114.7;1.9;114.8;1.9
455;4519 Handel in vrachtwagens, aanhangers;2020 1e kwartaal;108.7;-10.5;106.5;-3.4;108.7;-10.5
456;4519 Handel in vrachtwagens, aanhangers;2020 2e kwartaal;88.8;-27.1;83.7;-21.4;88.8;-27.1
457;4519 Handel in vrachtwagens, aanhangers;2020 3e kwartaal;104.2;-3.5;110.7;32.3;104.2;-3.5
458;4519 Handel in vrachtwagens, aanhangers;2020 4e kwartaal;102.7;-5.0;105.0;-5.2;102.7;-5.0
459;4519 Handel in vrachtwagens, aanhangers;2020;101.1;-11.9;101.5;-11.6;101.1;-11.9
460;4519 Handel in vrachtwagens, aanhangers;2021 1e kwartaal;110.8;1.9;109.2;4.0;110.8;1.9
461;4519 Handel in vrachtwagens, aanhangers;2021 2e kwartaal;122.6;38.1;115.7;5.9;122.6;38.1
462;4519 Handel in vrachtwagens, aanhangers;2021 3e kwartaal;114.1;9.5;119.9;3.6;114.1;9.5
463;4519 Handel in vrachtwagens, aanhangers;2021 4e kwartaal;116.5;13.4;119.5;-0.3;116.5;13.4
464;4519 Handel in vrachtwagens, aanhangers;2021;116.0;14.7;116.1;14.4;116.0;14.7
465;4519 Handel in vrachtwagens, aanhangers;2022 1e kwartaal;123.9;11.9;123.0;3.0;123.9;11.9
466;4519 Handel in vrachtwagens, aanhangers;2022 2e kwartaal;138.0;12.6;130.3;5.9;138.0;12.6
467;4519 Handel in vrachtwagens, aanhangers;2022 3e kwartaal;134.3;17.7;140.8;8.1;134.3;17.7
468;4519 Handel in vrachtwagens, aanhangers;2022 4e kwartaal;146.2;25.4;149.0;5.8;146.2;25.4
469;4519 Handel in vrachtwagens, aanhangers;2022;135.6;16.9;135.8;17.0;135.6;16.9
470;4519 Handel in vrachtwagens, aanhangers;2023 1e kwartaal;147.7;19.2;146.9;-1.4;147.7;19.2
471;4519 Handel in vrachtwagens, aanhangers;2023 2e kwartaal;159.8;15.7;151.5;3.2;159.8;15.7
472;4519 Handel in vrachtwagens, aanhangers;2023 3e kwartaal;150.1;11.8;156.7;3.4;150.1;11.8
473;4519 Handel in vrachtwagens, aanhangers;2023 4e kwartaal;159.7;9.3;161.5;3.1;159.7;9.3
474;4519 Handel in vrachtwagens, aanhangers;2023;154.3;13.8;154.1;13.5;154.3;13.8
475;452 Gespecialiseerde autoreparatie;2005 1e kwartaal;95.3;1.6;;;95.3;1.6
476;452 Gespecialiseerde autoreparatie;2005 2e kwartaal;100.8;5.1;;;100.8;5.1
477;452 Gespecialiseerde autoreparatie;2005 3e kwartaal;95.3;2.6;;;95.3;2.6
478;452 Gespecialiseerde autoreparatie;2005 4e kwartaal;101.2;0.9;;;101.2;0.9
479;452 Gespecialiseerde autoreparatie;2005;98.1;2.5;;;98.1;2.5
480;452 Gespecialiseerde autoreparatie;2006 1e kwartaal;99.5;4.4;;;99.5;4.4
481;452 Gespecialiseerde autoreparatie;2006 2e kwartaal;101.1;0.4;;;101.1;0.4
482;452 Gespecialiseerde autoreparatie;2006 3e kwartaal;100.0;5.0;;;100.0;5.0
483;452 Gespecialiseerde autoreparatie;2006 4e kwartaal;108.7;7.5;;;108.7;7.5
484;452 Gespecialiseerde autoreparatie;2006;102.3;4.3;;;102.3;4.3
485;452 Gespecialiseerde autoreparatie;2007 1e kwartaal;106.3;6.8;;;106.3;6.8
486;452 Gespecialiseerde autoreparatie;2007 2e kwartaal;106.4;5.2;;;106.4;5.2
487;452 Gespecialiseerde autoreparatie;2007 3e kwartaal;100.8;0.8;;;100.8;0.8
488;452 Gespecialiseerde autoreparatie;2007 4e kwartaal;111.3;2.4;;;111.3;2.4
489;452 Gespecialiseerde autoreparatie;2007;106.2;3.8;;;106.2;3.8
490;452 Gespecialiseerde autoreparatie;2008 1e kwartaal;108.2;1.8;;;108.2;1.8
491;452 Gespecialiseerde autoreparatie;2008 2e kwartaal;110.9;4.2;;;110.9;4.2
492;452 Gespecialiseerde autoreparatie;2008 3e kwartaal;106.7;5.9;;;106.7;5.9
493;452 Gespecialiseerde autoreparatie;2008 4e kwartaal;117.0;5.1;;;117.0;5.1
494;452 Gespecialiseerde autoreparatie;2008;110.7;4.2;;;110.7;4.2
495;452 Gespecialiseerde autoreparatie;2009 1e kwartaal;106.9;-1.2;;;106.9;-1.2
496;452 Gespecialiseerde autoreparatie;2009 2e kwartaal;102.7;-7.3;;;102.7;-7.3
497;452 Gespecialiseerde autoreparatie;2009 3e kwartaal;97.9;-8.3;;;97.9;-8.3
498;452 Gespecialiseerde autoreparatie;2009 4e kwartaal;112.6;-3.7;;;112.6;-3.7
499;452 Gespecialiseerde autoreparatie;2009;105.0;-5.1;;;105.0;-5.1
500;452 Gespecialiseerde autoreparatie;2010 1e kwartaal;106.6;-0.3;;;106.6;-0.3
501;452 Gespecialiseerde autoreparatie;2010 2e kwartaal;102.7;-0.1;;;102.7;-0.1
502;452 Gespecialiseerde autoreparatie;2010 3e kwartaal;100.1;2.3;;;100.1;2.3
503;452 Gespecialiseerde autoreparatie;2010 4e kwartaal;117.8;4.7;;;117.8;4.7
504;452 Gespecialiseerde autoreparatie;2010;106.8;1.7;;;106.8;1.7
505;452 Gespecialiseerde autoreparatie;2011 1e kwartaal;104.6;-1.9;;;104.6;-1.9
506;452 Gespecialiseerde autoreparatie;2011 2e kwartaal;108.3;5.5;;;108.3;5.5
507;452 Gespecialiseerde autoreparatie;2011 3e kwartaal;100.9;0.8;;;100.9;0.8
508;452 Gespecialiseerde autoreparatie;2011 4e kwartaal;120.1;1.9;;;120.1;1.9
509;452 Gespecialiseerde autoreparatie;2011;108.5;1.6;;;108.5;1.6
510;452 Gespecialiseerde autoreparatie;2012 1e kwartaal;102.2;-2.3;;;102.2;-2.3
511;452 Gespecialiseerde autoreparatie;2012 2e kwartaal;103.7;-4.2;;;103.7;-4.2
512;452 Gespecialiseerde autoreparatie;2012 3e kwartaal;100.1;-0.8;;;100.1;-0.8
513;452 Gespecialiseerde autoreparatie;2012 4e kwartaal;109.8;-8.6;;;109.8;-8.6
514;452 Gespecialiseerde autoreparatie;2012;104.0;-4.2;;;104.0;-4.2
515;452 Gespecialiseerde autoreparatie;2013 1e kwartaal;93.4;-8.6;97.8;-2.6;93.4;-8.6
516;452 Gespecialiseerde autoreparatie;2013 2e kwartaal;98.5;-5.1;98.7;0.9;98.5;-5.1
517;452 Gespecialiseerde autoreparatie;2013 3e kwartaal;93.1;-7.0;97.6;-1.0;93.1;-7.0
518;452 Gespecialiseerde autoreparatie;2013 4e kwartaal ;111.0;1.1;101.4;3.9;111.0;1.1
519;452 Gespecialiseerde autoreparatie;2013;99.0;-4.8;98.9;-4.9;99.0;-4.8
520;452 Gespecialiseerde autoreparatie;2014 1e kwartaal;93.9;0.6;98.6;-2.8;93.9;0.6
521;452 Gespecialiseerde autoreparatie;2014 2e kwartaal;97.4;-1.1;97.4;-1.3;97.4;-1.1
522;452 Gespecialiseerde autoreparatie;2014 3e kwartaal;91.2;-2.0;95.6;-1.8;91.2;-2.0
523;452 Gespecialiseerde autoreparatie;2014 4e kwartaal;104.0;-6.3;95.2;-0.5;104.0;-6.3
524;452 Gespecialiseerde autoreparatie;2014;96.6;-2.4;96.7;-2.2;96.6;-2.4
525;452 Gespecialiseerde autoreparatie;2015 1e kwartaal;92.5;-1.5;97.1;2.1;92.5;-1.5
526;452 Gespecialiseerde autoreparatie;2015 2e kwartaal;97.4;0.0;97.2;0.0;97.4;0.0
527;452 Gespecialiseerde autoreparatie;2015 3e kwartaal;97.3;6.6;102.1;5.0;97.3;6.6
528;452 Gespecialiseerde autoreparatie;2015 4e kwartaal;112.8;8.5;103.4;1.3;112.8;8.5
529;452 Gespecialiseerde autoreparatie;2015;100.0;3.5;99.9;3.4;100.0;3.5
530;452 Gespecialiseerde autoreparatie;2016 1e kwartaal;97.0;4.9;101.8;-1.5;97.0;4.9
531;452 Gespecialiseerde autoreparatie;2016 2e kwartaal;105.8;8.7;105.3;3.4;105.8;8.7
532;452 Gespecialiseerde autoreparatie;2016 3e kwartaal;103.3;6.2;108.6;3.2;103.3;6.2
533;452 Gespecialiseerde autoreparatie;2016 4e kwartaal;114.9;1.9;105.7;-2.7;114.9;1.9
534;452 Gespecialiseerde autoreparatie;2016;105.3;5.3;105.3;5.4;105.3;5.3
535;452 Gespecialiseerde autoreparatie;2017 1e kwartaal;104.2;7.4;109.0;3.2;104.2;7.4
536;452 Gespecialiseerde autoreparatie;2017 2e kwartaal;110.2;4.2;109.3;0.2;110.2;4.2
537;452 Gespecialiseerde autoreparatie;2017 3e kwartaal;102.3;-0.9;108.0;-1.2;102.3;-0.9
538;452 Gespecialiseerde autoreparatie;2017 4e kwartaal;122.1;6.2;112.4;4.1;122.1;6.2
539;452 Gespecialiseerde autoreparatie;2017;109.7;4.2;109.7;4.1;109.7;4.2
540;452 Gespecialiseerde autoreparatie;2018 1e kwartaal;109.7;5.3;114.7;2.0;109.7;5.3
541;452 Gespecialiseerde autoreparatie;2018 2e kwartaal;115.9;5.1;114.5;-0.2;115.9;5.1
542;452 Gespecialiseerde autoreparatie;2018 3e kwartaal;108.9;6.5;115.2;0.6;108.9;6.5
543;452 Gespecialiseerde autoreparatie;2018 4e kwartaal;126.4;3.5;116.5;1.2;126.4;3.5
544;452 Gespecialiseerde autoreparatie;2018;115.2;5.0;115.2;5.1;115.2;5.0
545;452 Gespecialiseerde autoreparatie;2019 1e kwartaal;113.6;3.6;118.9;2.0;113.6;3.6
546;452 Gespecialiseerde autoreparatie;2019 2e kwartaal;121.9;5.2;120.1;1.0;121.9;5.2
