ID;Onderwijsvolgend;UitkeringSocialeZekerheid;RegioS;Perioden;TotaalJongeren_1;TotaalWerkzaam_2;Werknemer_3;Zelfstandige_4;WerknemerEnZelfstandige_5;NietWerkzameJongeren_6
207;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Zuidwest-Friesland (CR);2005 ;17600;11600;11200;300;200;6000
208;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Zuidwest-Friesland (CR);2006 ;17500;11600;11100;300;200;5900
209;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Zuidwest-Friesland (CR);2007 ;17600;11900;11400;400;200;5700
210;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Zuidwest-Friesland (CR);2008 ;17400;12000;11500;400;200;5400
211;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Zuidwest-Friesland (CR);2009 ;17500;11500;10900;400;200;6000
212;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Zuidwest-Friesland (CR);2010;17500;11500;10900;400;200;6000
213;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Zuidwest-Friesland (CR);2011;17500;11700;11100;400;200;5800
214;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Zuidwest-Friesland (CR);2012;17400;11400;10800;400;200;6000
215;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Zuidwest-Friesland (CR);2013;17300;11000;10400;400;300;6300
216;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Zuidoost-Friesland (CR);2005 ;24500;15300;14800;300;200;9200
217;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Zuidoost-Friesland (CR);2006 ;24500;15500;14900;400;200;9000
218;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Zuidoost-Friesland (CR);2007 ;24500;16000;15400;400;200;8500
219;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Zuidoost-Friesland (CR);2008 ;24500;16000;15300;500;300;8500
220;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Zuidoost-Friesland (CR);2009 ;24600;15200;14400;500;200;9500
221;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Zuidoost-Friesland (CR);2010;24600;15100;14400;500;300;9400
222;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Zuidoost-Friesland (CR);2011;24500;15400;14600;500;300;9200
223;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Zuidoost-Friesland (CR);2012;24300;14800;14000;500;300;9500
224;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Zuidoost-Friesland (CR);2013;24100;14200;13400;500;300;10000
225;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Noord-Drenthe (CR);2005 ;21800;13000;12600;300;200;8700
226;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Noord-Drenthe (CR);2006 ;21800;13200;12700;300;200;8700
227;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Noord-Drenthe (CR);2007 ;22000;13800;13300;300;200;8300
228;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Noord-Drenthe (CR);2008 ;22000;14000;13400;400;200;8000
229;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Noord-Drenthe (CR);2009 ;22200;13600;13000;300;200;8600
230;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Noord-Drenthe (CR);2010;22500;13800;13300;300;200;8700
231;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Noord-Drenthe (CR);2011;22600;13900;13400;300;200;8600
232;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Noord-Drenthe (CR);2012;22600;13400;12900;300;200;9100
233;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Noord-Drenthe (CR);2013;22600;13200;12500;300;300;9400
234;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Zuidoost-Drenthe (CR);2005 ;21600;13700;13300;300;200;7900
235;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Zuidoost-Drenthe (CR);2006 ;21600;13900;13300;400;200;7700
236;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Zuidoost-Drenthe (CR);2007 ;21500;14200;13600;400;200;7400
237;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Zuidoost-Drenthe (CR);2008 ;21500;14200;13500;400;200;7400
238;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Zuidoost-Drenthe (CR);2009 ;21600;13600;12900;400;200;8000
239;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Zuidoost-Drenthe (CR);2010;21700;13600;13000;400;200;8100
240;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Zuidoost-Drenthe (CR);2011;21700;13800;13200;400;200;7900
241;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Zuidoost-Drenthe (CR);2012;21500;13400;12800;400;200;8100
242;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Zuidoost-Drenthe (CR);2013;21300;13100;12500;400;300;8200
243;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Zuidwest-Drenthe (CR);2005 ;17100;11400;10900;200;200;5700
244;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Zuidwest-Drenthe (CR);2006 ;17100;11700;11200;300;200;5500
245;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Zuidwest-Drenthe (CR);2007 ;17000;11900;11400;300;200;5100
246;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Zuidwest-Drenthe (CR);2008 ;16800;11900;11300;400;200;4900
247;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Zuidwest-Drenthe (CR);2009 ;16800;11500;11000;400;200;5300
248;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Zuidwest-Drenthe (CR);2010;16800;11400;10900;300;200;5400
249;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Zuidwest-Drenthe (CR);2011;16700;11500;10900;300;200;5300
250;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Zuidwest-Drenthe (CR);2012;16600;11000;10400;400;200;5600
251;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Zuidwest-Drenthe (CR);2013;16400;10700;10100;300;300;5700
252;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Noord-Overijssel (CR);2005 ;53200;36800;35500;700;500;16500
253;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Noord-Overijssel (CR);2006 ;53600;37600;36100;900;700;16000
254;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Noord-Overijssel (CR);2007 ;53700;38900;37300;900;600;14800
255;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Noord-Overijssel (CR);2008 ;54100;39800;38100;1000;700;14300
256;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Noord-Overijssel (CR);2009 ;53900;38300;36600;1100;700;15600
257;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Noord-Overijssel (CR);2010;53900;37900;36200;1000;700;16000
258;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Noord-Overijssel (CR);2011;53800;38300;36500;1000;800;15600
259;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Noord-Overijssel (CR);2012;53500;37100;35200;1000;800;16400
260;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Noord-Overijssel (CR);2013;53100;36500;34300;1000;1200;16600
261;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Zuidwest-Overijssel (CR);2005 ;21800;13700;13400;200;200;8100
262;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Zuidwest-Overijssel (CR);2006 ;21600;13800;13400;200;200;7800
263;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Zuidwest-Overijssel (CR);2007 ;21500;14400;14000;200;200;7100
264;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Zuidwest-Overijssel (CR);2008 ;21500;14800;14300;200;200;6700
265;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Zuidwest-Overijssel (CR);2009 ;21800;14300;13900;300;200;7500
266;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Zuidwest-Overijssel (CR);2010;22000;14400;13900;300;200;7600
267;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Zuidwest-Overijssel (CR);2011;21700;14300;13800;300;200;7400
268;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Zuidwest-Overijssel (CR);2012;21400;13800;13300;300;200;7600
269;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Zuidwest-Overijssel (CR);2013;21200;13500;12900;300;300;7700
270;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Twente (CR);2005 ;92100;59100;57200;1100;800;32900
271;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Twente (CR);2006 ;91700;60100;57800;1300;900;31600
272;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Twente (CR);2007 ;91300;61400;59200;1400;900;29900
273;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Twente (CR);2008 ;91400;62000;59500;1500;1000;29500
274;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Twente (CR);2009 ;92000;59700;57200;1600;1000;32300
275;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Twente (CR);2010;92900;60100;57700;1400;900;32800
276;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Twente (CR);2011;93300;61100;58700;1400;1000;32100
277;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Twente (CR);2012;93200;59500;56800;1600;1100;33700
278;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Twente (CR);2013;92900;58300;55200;1600;1500;34600
279;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Veluwe (CR);2005 ;98000;66800;64300;1500;900;31300
280;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Veluwe (CR);2006 ;97700;67500;64500;1800;1100;30300
281;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Veluwe (CR);2007 ;97700;69600;66700;1900;1000;28100
282;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Veluwe (CR);2008 ;97800;70000;66900;2000;1000;27800
283;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Veluwe (CR);2009 ;98500;68600;65400;2100;1100;29900
284;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Veluwe (CR);2010;99300;68400;65100;2200;1100;30900
285;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Veluwe (CR);2011;99600;69000;65800;2100;1200;30600
286;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Veluwe (CR);2012;100300;67600;64200;2200;1300;32600
287;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Veluwe (CR);2013;100600;66800;62800;2200;1800;33800
288;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Achterhoek (CR);2005 ;49400;32500;31500;600;500;16900
289;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Achterhoek (CR);2006 ;49300;32800;31700;600;500;16500
290;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Achterhoek (CR);2007 ;49100;33900;32700;600;500;15200
291;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Achterhoek (CR);2008 ;49200;34600;33300;700;500;14600
292;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Achterhoek (CR);2009 ;49700;33500;32300;800;500;16100
293;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Achterhoek (CR);2010;49900;33400;32200;700;600;16400
294;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Achterhoek (CR);2011;50200;34000;32700;700;600;16100
295;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Achterhoek (CR);2012;50500;33400;32000;800;600;17100
296;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Achterhoek (CR);2013;50500;32600;31000;800;800;17900
297;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Arnhem/Nijmegen (CR);2005 ;102500;63800;61800;1100;900;38700
298;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Arnhem/Nijmegen (CR);2006 ;103600;65200;63000;1300;900;38300
299;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Arnhem/Nijmegen (CR);2007 ;104300;67600;65300;1500;800;36700
300;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Arnhem/Nijmegen (CR);2008 ;105500;68800;66300;1600;900;36700
301;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Arnhem/Nijmegen (CR);2009 ;107100;67000;64400;1700;900;40100
302;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Arnhem/Nijmegen (CR);2010;108600;67100;64300;1700;1000;41500
303;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Arnhem/Nijmegen (CR);2011;109700;68100;65300;1700;1100;41600
304;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Arnhem/Nijmegen (CR);2012;110900;66900;63900;1900;1200;44000
305;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Arnhem/Nijmegen (CR);2013;111700;66000;62300;1900;1700;45700
306;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Zuidwest-Gelderland (CR);2005 ;31400;22000;21000;700;400;9400
307;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Zuidwest-Gelderland (CR);2006 ;31500;21900;20900;700;400;9500
308;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Zuidwest-Gelderland (CR);2007 ;31700;22700;21600;800;400;9000
309;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Zuidwest-Gelderland (CR);2008 ;31900;23000;21900;800;400;8900
310;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Zuidwest-Gelderland (CR);2009 ;32300;22700;21500;800;400;9500
311;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Zuidwest-Gelderland (CR);2010;32500;22600;21400;800;400;9900
312;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Zuidwest-Gelderland (CR);2011;32800;23000;21700;800;500;9800
313;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Zuidwest-Gelderland (CR);2012;33200;22700;21400;800;500;10500
314;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Zuidwest-Gelderland (CR);2013;33300;22300;20900;800;600;11100
315;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Utrecht (CR);2005 ;179600;117700;113400;2400;1900;61900
316;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Utrecht (CR);2006 ;182700;120700;115900;2800;1900;62100
317;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Utrecht (CR);2007 ;185400;127300;122400;3000;1900;58100
318;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Utrecht (CR);2008 ;187000;129100;123600;3500;2100;57900
319;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Utrecht (CR);2009 ;188800;125800;119800;3800;2200;63000
320;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Utrecht (CR);2010;189700;125300;119100;3900;2300;64500
321;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Utrecht (CR);2011;190500;126100;119500;4000;2600;64400
322;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Utrecht (CR);2012;191600;123600;116900;4100;2600;68000
323;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Utrecht (CR);2013;192400;122000;114000;4200;3700;70400
324;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Kop van Noord-Holland (CR);2005 ;50200;35100;33800;800;500;15100
325;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Kop van Noord-Holland (CR);2006 ;50000;35400;34000;900;500;14500
326;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Kop van Noord-Holland (CR);2007 ;49900;36400;34900;1000;500;13500
327;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Kop van Noord-Holland (CR);2008 ;50100;36700;35100;1100;500;13500
328;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Kop van Noord-Holland (CR);2009 ;50700;36100;34600;1100;500;14600
329;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Kop van Noord-Holland (CR);2010;50900;35800;34200;1000;500;15100
330;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Kop van Noord-Holland (CR);2011;50900;36000;34400;1000;600;14800
331;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Kop van Noord-Holland (CR);2012;50900;35300;33600;1100;700;15600
332;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Kop van Noord-Holland (CR);2013;50400;34600;32700;1100;800;15900
333;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Alkmaar en omgeving (CR);2005 ;31600;21500;20800;500;200;10100
334;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Alkmaar en omgeving (CR);2006 ;31500;22300;21500;500;300;9200
335;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Alkmaar en omgeving (CR);2007 ;31500;22700;21900;500;300;8800
336;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Alkmaar en omgeving (CR);2008 ;31400;22700;21800;600;300;8700
337;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Alkmaar en omgeving (CR);2009 ;31400;22100;21200;600;300;9300
338;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Alkmaar en omgeving (CR);2010;31500;21800;20900;600;300;9700
339;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Alkmaar en omgeving (CR);2011;31500;21900;21000;600;300;9600
340;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Alkmaar en omgeving (CR);2012;31200;21100;20200;500;300;10100
341;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Alkmaar en omgeving (CR);2013;31100;20700;19600;600;500;10400
342;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;IJmond (CR);2005 ;23900;16200;15800;200;200;7700
343;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;IJmond (CR);2006 ;24500;16900;16400;300;200;7600
344;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;IJmond (CR);2007 ;25000;18000;17400;300;200;7000
345;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;IJmond (CR);2008 ;25800;18800;18200;400;200;7000
346;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;IJmond (CR);2009 ;26300;18300;17600;400;200;8000
347;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;IJmond (CR);2010;27000;18700;18000;500;300;8300
348;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;IJmond (CR);2011;27300;19300;18500;500;300;8000
349;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;IJmond (CR);2012;27400;18900;18100;500;300;8400
350;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;IJmond (CR);2013;27600;18700;17800;500;400;8900
351;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Agglomeratie Haarlem (CR);2005 ;27100;17100;16500;300;300;10000
352;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Agglomeratie Haarlem (CR);2006 ;27100;17500;16900;400;300;9500
353;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Agglomeratie Haarlem (CR);2007 ;27300;18400;17600;400;300;8900
354;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Agglomeratie Haarlem (CR);2008 ;27600;18600;17800;500;300;9000
355;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Agglomeratie Haarlem (CR);2009 ;28000;18200;17300;600;300;9800
356;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Agglomeratie Haarlem (CR);2010;28300;18200;17300;600;300;10100
357;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Agglomeratie Haarlem (CR);2011;28600;18500;17600;600;400;10000
358;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Agglomeratie Haarlem (CR);2012;28600;18300;17300;600;400;10300
359;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Agglomeratie Haarlem (CR);2013;28600;17800;16600;600;500;10800
360;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Zaanstreek (CR);2005 ;20100;13200;12800;200;200;6900
361;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Zaanstreek (CR);2006 ;20500;13700;13300;300;200;6800
362;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Zaanstreek (CR);2007 ;21000;14500;14000;300;200;6500
363;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Zaanstreek (CR);2008 ;21200;14800;14100;400;200;6500
364;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Zaanstreek (CR);2009 ;21600;14200;13600;400;200;7300
365;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Zaanstreek (CR);2010;22000;14600;13900;400;200;7400
366;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Zaanstreek (CR);2011;22300;15000;14300;500;200;7300
