ID;Onderwijsvolgend;UitkeringSocialeZekerheid;RegioS;Perioden;TotaalJongeren_1;TotaalWerkzaam_2;Werknemer_3;Zelfstandige_4;WerknemerEnZelfstandige_5;NietWerkzameJongeren_6
1509;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Brunssum;2011;3700;2200;2100;100;0;1500
1510;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Brunssum;2012;3600;2100;2000;0;0;1500
1511;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Brunssum;2013;3500;2100;2000;100;0;1400
1512;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Bunnik;2005 ;1600;1000;900;0;0;600
1513;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Bunnik;2006 ;1600;1000;900;0;0;600
1514;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Bunnik;2007 ;1600;1100;1000;0;0;600
1515;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Bunnik;2008 ;1600;1100;1000;0;0;600
1516;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Bunnik;2009 ;1700;1100;1100;0;0;600
1517;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Bunnik;2010;1800;1100;1100;0;0;600
1518;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Bunnik;2011;1800;1100;1100;0;0;600
1519;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Bunnik;2012;1800;1100;1000;0;0;700
1520;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Bunnik;2013;1800;1100;1100;0;0;700
1521;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Bunschoten;2005 ;3500;2700;2600;100;100;700
1522;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Bunschoten;2006 ;3400;2700;2600;100;100;700
1523;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Bunschoten;2007 ;3400;2800;2700;100;0;600
1524;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Bunschoten;2008 ;3400;2800;2700;100;0;600
1525;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Bunschoten;2009 ;3500;2800;2600;100;0;700
1526;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Bunschoten;2010;3400;2700;2600;100;100;700
1527;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Bunschoten;2011;3400;2700;2600;100;100;700
1528;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Bunschoten;2012;3300;2600;2500;100;0;700
1529;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Bunschoten;2013;3200;2400;2300;100;100;800
1530;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Buren;2005 ;3200;2300;2100;100;0;1000
1531;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Buren;2006 ;3200;2200;2100;100;0;1000
1532;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Buren;2007 ;3200;2300;2200;100;0;900
1533;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Buren;2008 ;3200;2300;2200;100;0;900
1534;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Buren;2009 ;3200;2300;2200;100;0;900
1535;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Buren;2010;3300;2300;2200;100;0;1000
1536;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Buren;2011;3300;2400;2200;100;0;900
1537;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Buren;2012;3300;2300;2200;100;0;1000
1538;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Buren;2013;3400;2200;2100;100;100;1100
1539;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Bussum;2005 ;3500;2200;2100;100;0;1300
1540;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Bussum;2006 ;3400;2200;2100;100;0;1300
1541;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Bussum;2007 ;3500;2300;2100;100;0;1200
1542;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Bussum;2008 ;3500;2300;2100;100;0;1200
1543;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Bussum;2009 ;3600;2200;2100;100;0;1400
1544;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Bussum;2010;3800;2300;2200;100;0;1500
1545;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Bussum;2011;3900;2400;2300;100;100;1500
1546;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Bussum;2012;3900;2400;2200;100;0;1500
1547;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Bussum;2013;3800;2200;2100;100;0;1600
1548;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Capelle aan den IJssel;2005 ;9400;5900;5700;100;100;3500
1549;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Capelle aan den IJssel;2006 ;9500;6000;5900;100;100;3400
1550;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Capelle aan den IJssel;2007 ;9400;6300;6100;100;100;3100
1551;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Capelle aan den IJssel;2008 ;9400;6300;6100;100;100;3100
1552;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Capelle aan den IJssel;2009 ;9600;6100;5800;200;100;3500
1553;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Capelle aan den IJssel;2010;9600;6000;5800;100;100;3500
1554;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Capelle aan den IJssel;2011;9500;6000;5700;100;100;3500
1555;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Capelle aan den IJssel;2012;9500;5700;5500;100;100;3800
1556;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Capelle aan den IJssel;2013;9400;5600;5300;100;100;3800
1557;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Castricum;2005 ;4300;2800;2700;100;0;1500
1558;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Castricum;2006 ;4300;3000;2900;100;0;1300
1559;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Castricum;2007 ;4300;3100;3000;100;0;1300
1560;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Castricum;2008 ;4400;3100;3000;100;0;1300
1561;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Castricum;2009 ;4600;3100;2900;100;0;1500
1562;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Castricum;2010;4600;3100;3000;100;0;1500
1563;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Castricum;2011;4700;3300;3100;100;100;1400
1564;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Castricum;2012;4700;3200;3000;100;100;1500
1565;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Castricum;2013;4700;3100;3000;100;100;1600
1566;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Coevorden;2005 ;4500;2800;2700;100;0;1700
1567;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Coevorden;2006 ;4400;2900;2700;100;100;1500
1568;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Coevorden;2007 ;4300;2900;2700;100;0;1500
1569;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Coevorden;2008 ;4300;2900;2700;100;100;1400
1570;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Coevorden;2009 ;4300;2700;2600;100;100;1600
1571;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Coevorden;2010;4300;2800;2600;100;100;1600
1572;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Coevorden;2011;4300;2800;2600;100;100;1500
1573;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Coevorden;2012;4300;2700;2600;100;0;1500
1574;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Coevorden;2013;4200;2700;2500;100;100;1600
1575;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Cranendonck;2005 ;2500;1700;1700;0;0;800
1576;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Cranendonck;2006 ;2500;1700;1600;0;0;800
1577;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Cranendonck;2007 ;2500;1800;1700;100;0;700
1578;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Cranendonck;2008 ;2500;1800;1700;100;0;700
1579;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Cranendonck;2009 ;2500;1800;1700;100;0;700
1580;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Cranendonck;2010;2600;1800;1700;100;0;800
1581;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Cranendonck;2011;2600;1800;1700;100;0;800
1582;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Cranendonck;2012;2600;1800;1700;100;0;800
1583;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Cranendonck;2013;2600;1800;1700;100;0;800
1584;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Cromstrijen;2005 ;1600;1100;1100;0;0;500
1585;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Cromstrijen;2006 ;1600;1100;1100;0;0;400
1586;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Cromstrijen;2007 ;1500;1100;1100;0;0;400
1587;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Cromstrijen;2008 ;1500;1100;1100;0;0;400
1588;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Cromstrijen;2009 ;1500;1100;1000;0;0;500
1589;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Cromstrijen;2010;1600;1100;1100;0;0;400
1590;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Cromstrijen;2011;1500;1100;1000;0;0;500
1591;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Cromstrijen;2012;1600;1100;1100;0;0;500
1592;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Cromstrijen;2013;1600;1100;1000;0;0;500
1593;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Cuijk;2005 ;3100;2000;2000;0;0;1000
1594;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Cuijk;2006 ;3100;2100;2000;0;0;1000
1595;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Cuijk;2007 ;3000;2100;2100;0;0;900
1596;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Cuijk;2008 ;3000;2100;2000;0;0;900
1597;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Cuijk;2009 ;3100;2100;2100;0;0;900
1598;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Cuijk;2010;3100;2100;2000;0;0;1000
1599;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Cuijk;2011;3100;2200;2100;0;0;1000
1600;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Cuijk;2012;3200;2200;2100;0;0;1000
1601;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Cuijk;2013;3300;2200;2100;0;0;1100
1602;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Culemborg;2005 ;3600;2200;2200;0;0;1300
1603;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Culemborg;2006 ;3600;2200;2200;0;0;1400
1604;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Culemborg;2007 ;3600;2300;2200;0;0;1300
1605;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Culemborg;2008 ;3700;2400;2300;0;0;1300
1606;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Culemborg;2009 ;3800;2400;2300;0;0;1400
1607;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Culemborg;2010;3800;2400;2300;0;0;1400
1608;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Culemborg;2011;3800;2300;2200;0;0;1500
1609;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Culemborg;2012;3800;2300;2200;0;0;1500
1610;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Culemborg;2013;3800;2200;2100;100;100;1600
1611;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Dalfsen;2005 ;3500;2400;2300;0;0;1100
1612;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Dalfsen;2006 ;3500;2400;2400;0;0;1100
1613;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Dalfsen;2007 ;3600;2600;2500;0;0;1000
1614;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Dalfsen;2008 ;3600;2700;2600;100;0;900
1615;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Dalfsen;2009 ;3600;2700;2600;100;100;1000
1616;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Dalfsen;2010;3700;2700;2600;100;0;1000
1617;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Dalfsen;2011;3800;2800;2700;100;100;1000
1618;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Dalfsen;2012;3800;2700;2600;100;100;1100
1619;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Dalfsen;2013;3800;2700;2500;100;100;1100
1620;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Dantumadiel;2005 ;3000;1800;1800;0;0;1200
1621;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Dantumadiel;2006 ;3000;1900;1800;0;0;1100
1622;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Dantumadiel;2007 ;3000;1900;1900;0;0;1100
1623;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Dantumadiel;2008 ;2900;1900;1800;0;0;1000
1624;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Dantumadiel;2009 ;2900;1800;1800;100;0;1100
1625;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Dantumadiel;2010;2900;1900;1800;100;0;1100
1626;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Dantumadiel;2011;2800;1800;1700;100;0;1000
1627;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Dantumadiel;2012;2800;1700;1600;100;0;1000
1628;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Dantumadiel;2013;2700;1700;1600;100;0;1000
1629;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Delft;2005 ;19600;11100;10600;300;200;8500
1630;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Delft;2006 ;20000;11400;10900;300;200;8600
1631;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Delft;2007 ;20400;11800;11300;300;100;8700
1632;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Delft;2008 ;20900;11800;11300;300;200;9100
1633;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Delft;2009 ;21200;11300;10700;400;200;9900
1634;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Delft;2010;22000;11300;10700;400;200;10600
1635;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Delft;2011;22600;11700;11000;400;200;11000
1636;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Delft;2012;23600;11800;11100;500;200;11900
1637;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Delft;2013;24200;12000;11000;500;400;12200
1638;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Delfzijl;2005 ;3700;2000;1900;100;0;1700
1639;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Delfzijl;2006 ;3600;1900;1900;0;0;1700
1640;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Delfzijl;2007 ;3500;2100;2000;0;0;1400
1641;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Delfzijl;2008 ;3400;2100;2000;0;0;1300
1642;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Delfzijl;2009 ;3400;2000;1900;0;0;1400
1643;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Delfzijl;2010;3400;1900;1800;0;0;1500
1644;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Delfzijl;2011;3300;1900;1800;0;0;1400
1645;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Delfzijl;2012;3300;1800;1800;0;0;1400
1646;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Delfzijl;2013;3200;1700;1700;0;0;1500
1647;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Deurne;2005 ;4700;3200;3000;100;100;1500
1648;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Deurne;2006 ;4700;3400;3200;100;100;1300
1649;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Deurne;2007 ;4600;3300;3100;100;100;1300
1650;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Deurne;2008 ;4500;3300;3100;100;100;1200
1651;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Deurne;2009 ;4600;3300;3100;100;100;1300
1652;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Deurne;2010;4700;3300;3100;100;100;1400
1653;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Deurne;2011;4700;3300;3200;100;100;1400
1654;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Deurne;2012;4700;3300;3200;100;100;1400
1655;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Deurne;2013;4600;3300;3100;100;100;1400
1656;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Deventer;2005 ;14600;8800;8600;100;100;5900
1657;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Deventer;2006 ;14200;8800;8500;100;100;5400
1658;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Deventer;2007 ;14200;9200;9000;200;100;5000
1659;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Deventer;2008 ;14200;9400;9200;200;100;4800
1660;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Deventer;2009 ;14500;9100;8800;200;100;5400
1661;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Deventer;2010;14600;9100;8800;200;100;5500
1662;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Deventer;2011;14300;8800;8500;200;100;5500
1663;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Deventer;2012;14100;8500;8100;200;200;5600
1664;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Deventer;2013;13900;8300;7900;200;200;5600
1665;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Diemen;2005 ;3700;2100;2100;0;0;1500
1666;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Diemen;2006 ;3700;2200;2100;0;0;1500
1667;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Diemen;2007 ;3700;2300;2200;0;0;1500
1668;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Diemen;2008 ;4100;2500;2400;100;0;1600
1669;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Diemen;2009 ;4300;2400;2300;100;0;1900
1670;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Diemen;2010;4500;2500;2400;100;0;2000
1671;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Diemen;2011;4500;2600;2500;100;0;1900
1672;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Diemen;2012;4700;2600;2500;100;0;2100
1673;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Diemen;2013;5300;2900;2800;100;100;2400
1674;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Dinkelland;2005 ;3200;2200;2100;0;0;1000
1675;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Dinkelland;2006 ;3200;2300;2300;0;0;900
1676;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Dinkelland;2007 ;3300;2500;2400;0;0;800
1677;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Dinkelland;2008 ;3300;2500;2400;100;100;800
1678;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Dinkelland;2009 ;3400;2500;2400;100;100;900
1679;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Dinkelland;2010;3600;2600;2500;100;0;1000
1680;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Dinkelland;2011;3700;2800;2600;100;100;900
1681;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Dinkelland;2012;3700;2800;2700;100;100;1000
1682;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Dinkelland;2013;3800;2800;2700;100;100;1000
1683;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Doesburg;2005 ;1400;800;800;0;0;600
1684;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Doesburg;2006 ;1400;900;900;0;0;500
1685;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Doesburg;2007 ;1400;900;800;0;0;500
1686;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Doesburg;2008 ;1400;900;900;0;0;500
1687;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Doesburg;2009 ;1400;800;800;0;0;600
1688;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Doesburg;2010;1400;800;800;0;0;500
1689;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Doesburg;2011;1400;800;800;0;0;600
1690;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Doesburg;2012;1400;800;800;0;0;600
1691;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Doesburg;2013;1400;800;800;0;0;600
1692;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Doetinchem;2005 ;7500;4900;4700;100;100;2600
1693;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Doetinchem;2006 ;7400;4800;4600;100;100;2600
1694;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Doetinchem;2007 ;7300;5000;4800;100;100;2300
1695;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Doetinchem;2008 ;7300;5100;4900;100;100;2200
1696;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Doetinchem;2009 ;7300;4900;4700;100;100;2400
1697;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Doetinchem;2010;7300;4800;4600;100;100;2500
1698;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Doetinchem;2011;7300;4900;4700;100;100;2400
1699;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Doetinchem;2012;7400;4700;4500;100;100;2600
1700;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Doetinchem;2013;7300;4500;4300;100;100;2800
1701;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Dongen;2005 ;3300;2300;2200;0;0;1100
1702;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Dongen;2006 ;3300;2200;2200;0;0;1100
1703;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Dongen;2007 ;3300;2300;2200;0;0;1000
1704;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Dongen;2008 ;3200;2300;2300;0;0;900
1705;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Dongen;2009 ;3200;2300;2200;0;0;900
1706;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Dongen;2010;3300;2400;2300;0;0;900
1707;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Dongen;2011;3400;2400;2400;0;0;900
1708;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Dongen;2012;3400;2500;2300;100;0;1000
1709;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Dongen;2013;3400;2400;2300;100;100;1000
1710;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Dongeradeel;2005 ;3600;2200;2200;0;0;1400
1711;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Dongeradeel;2006 ;3700;2200;2100;100;0;1400
1712;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Dongeradeel;2007 ;3600;2300;2200;100;0;1300
1713;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Dongeradeel;2008 ;3600;2300;2200;100;0;1300
1714;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Dongeradeel;2009 ;3500;2300;2200;100;0;1200
1715;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Dongeradeel;2010;3400;2200;2100;100;0;1200
1716;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Dongeradeel;2011;3400;2200;2100;100;0;1200
1717;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Dongeradeel;2012;3400;2200;2100;100;0;1200
1718;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Dongeradeel;2013;3300;2100;2000;100;100;1200
1719;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Dordrecht;2005 ;17800;10800;10400;200;100;7000
1720;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Dordrecht;2006 ;17700;11000;10600;300;200;6700
1721;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Dordrecht;2007 ;17700;11400;11000;200;100;6200
1722;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Dordrecht;2008 ;17500;11500;11100;300;100;6000
1723;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Dordrecht;2009 ;17600;11100;10600;300;200;6500
1724;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Dordrecht;2010;17600;10800;10300;300;200;6800
1725;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Dordrecht;2011;17500;10800;10400;300;200;6700
1726;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Dordrecht;2012;17200;10300;9800;300;200;6900
1727;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Dordrecht;2013;17300;10100;9500;300;200;7200
1728;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Drechterland;2005 ;2600;1900;1800;100;0;700
1729;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Drechterland;2006 ;2600;1900;1800;100;0;700
1730;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Drechterland;2007 ;2600;2000;1900;100;0;600
1731;Totaal wel/niet onderwijsvolgend;Totaal met/zonder uitkering;Drechterland;2008 ;2600;2000;1900;100;0;600
