ID;Kenmerken;Perioden;TotaalInstallaties_1;MechanischeInstallaties_2;FysischChemischeInstallaties_3;BiologischeInstallaties_4;GecombBiologischFysChemInstal_5;TotaalBiologischeProcessen_6;BiologischAeroobProces_7;BiologischAnaeroobProces_8;CombinatieAnaeroobAeroobProces_9;Capaciteit_10;CorresponderendAantalInstallaties_11
327;25-30 Metaalelektro-industrie;1997;157;5;152;0;0;0;0;0;0;0;1
328;25-30 Metaalelektro-industrie;1998;150;5;144;0;1;1;1;0;0;0;1
329;25-30 Metaalelektro-industrie;1999;155;5;149;0;1;1;1;0;0;0;1
330;25-30 Metaalelektro-industrie;2000;154;5;148;0;1;1;1;0;0;0;1
331;25-30 Metaalelektro-industrie;2001;154;5;148;0;1;1;1;0;0;0;1
332;25-30 Metaalelektro-industrie;2002;144;5;138;0;1;1;1;0;0;0;1
333;25-30 Metaalelektro-industrie;2003;141;4;136;0;1;1;1;0;0;0;1
334;25-30 Metaalelektro-industrie;2004;130;4;125;0;1;1;1;0;0;0;1
335;25-30 Metaalelektro-industrie;2005;116;4;111;0;1;1;1;0;0;0;1
336;25-30 Metaalelektro-industrie;2006;114;4;110;0;0;0;0;0;0;0;1
337;25-30 Metaalelektro-industrie;2007;106;4;102;0;0;0;0;0;0;0;1
338;25-30 Metaalelektro-industrie;2008;102;3;99;0;0;0;0;0;0;0;0
339;25-30 Metaalelektro-industrie;2009;99;4;92;0;3;3;3;0;0;2;1
340;31-33 Overige industrie en reparatie;1993;12;0;9;3;0;3;2;0;1;475;3
341;31-33 Overige industrie en reparatie;1994;13;1;9;3;0;3;2;0;1;475;3
342;31-33 Overige industrie en reparatie;1995;12;0;9;3;0;3;2;0;1;475;3
343;31-33 Overige industrie en reparatie;1996;13;0;9;3;1;4;3;0;1;482;4
344;31-33 Overige industrie en reparatie;1997;12;0;8;3;1;4;3;0;1;482;4
345;31-33 Overige industrie en reparatie;1998;11;0;7;3;1;4;3;0;1;482;4
346;31-33 Overige industrie en reparatie;1999;11;0;7;3;1;4;3;0;1;432;4
347;31-33 Overige industrie en reparatie;2000;12;0;8;3;1;4;3;0;1;432;4
348;31-33 Overige industrie en reparatie;2001;12;0;8;3;1;4;3;0;1;432;4
349;31-33 Overige industrie en reparatie;2002;10;0;7;2;1;3;2;0;1;352;3
350;31-33 Overige industrie en reparatie;2003;9;0;7;2;0;2;1;0;1;345;2
351;31-33 Overige industrie en reparatie;2004;9;0;7;2;0;2;1;0;1;345;2
352;31-33 Overige industrie en reparatie;2005;8;0;6;2;0;2;1;0;1;345;2
353;31-33 Overige industrie en reparatie;2006;8;0;6;2;0;2;1;0;1;345;2
354;31-33 Overige industrie en reparatie;2007;8;0;6;2;0;2;1;0;1;345;2
355;31-33 Overige industrie en reparatie;2008;6;1;5;0;0;0;0;0;0;0;1
356;31-33 Overige industrie en reparatie;2009;7;1;6;0;0;0;0;0;0;0;1
357;Natte afvoer;1993;32;0;4;27;1;28;21;6;1;1457;29
358;Natte afvoer;1994;32;0;4;27;1;28;21;6;1;1455;29
359;Natte afvoer;1995;27;0;4;22;1;23;19;3;1;1386;25
360;Natte afvoer;1996;26;0;4;21;1;22;17;3;2;1373;24
361;Natte afvoer;1997;32;0;8;23;1;24;17;4;3;1371;24
362;Natte afvoer;1998;33;1;9;22;1;23;16;4;3;1385;25
363;Natte afvoer;1999;41;1;11;28;1;29;22;5;2;1497;30
364;Natte afvoer;2000;42;1;12;28;1;29;22;5;2;1497;30
365;Natte afvoer;2001;38;1;10;26;1;27;21;4;2;1482;29
366;Natte afvoer;2002;35;1;9;24;1;25;19;4;2;1461;27
367;Natte afvoer;2003;39;1;11;24;3;27;21;4;2;1466;29
368;Natte afvoer;2004;37;1;11;22;3;25;19;4;2;1453;28
369;Natte afvoer;2005;35;1;11;20;3;23;17;4;2;1378;26
370;Natte afvoer;2006;32;0;11;19;2;21;16;4;1;990;23
371;Natte afvoer;2007;31;0;11;18;2;20;15;4;1;853;22
372;Natte afvoer;2008;35;0;12;21;2;23;18;4;1;775;23
373;Natte afvoer;2009;41;2;13;24;2;26;21;4;1;805;26
374;Droogbedden;1993;22;2;4;15;1;16;15;1;0;509;16
375;Droogbedden;1994;22;2;4;15;1;16;15;1;0;509;16
376;Droogbedden;1995;20;2;3;14;1;15;14;1;0;508;16
377;Droogbedden;1996;18;2;3;12;1;13;12;1;0;448;14
378;Droogbedden;1997;18;2;3;12;1;13;12;1;0;452;14
379;Droogbedden;1998;16;1;3;11;1;12;11;1;0;397;13
380;Droogbedden;1999;17;2;3;10;2;12;11;1;0;270;13
381;Droogbedden;2000;17;2;3;10;2;12;11;1;0;270;13
382;Droogbedden;2001;13;2;3;7;1;8;7;1;0;256;9
383;Droogbedden;2002;14;2;3;8;1;9;8;1;0;292;10
384;Droogbedden;2003;11;1;2;7;1;8;7;1;0;416;9
385;Droogbedden;2004;10;1;2;6;1;7;6;1;0;388;8
386;Droogbedden;2005;8;1;1;5;1;6;5;1;0;385;7
387;Droogbedden;2006;8;1;1;5;1;6;5;1;0;385;7
388;Droogbedden;2007;8;1;1;5;1;6;5;1;0;385;7
389;Droogbedden;2008;8;1;1;5;1;6;5;1;0;385;7
390;Droogbedden;2009;8;1;1;5;1;6;5;1;0;385;7
391;Lagunes;1993;12;1;0;11;0;11;9;0;2;364;12
392;Lagunes;1994;12;1;0;11;0;11;9;0;2;364;12
393;Lagunes;1995;13;1;0;12;0;12;9;0;3;666;13
394;Lagunes;1996;14;1;0;13;0;13;10;0;3;686;14
395;Lagunes;1997;14;1;0;13;0;13;10;0;3;687;14
396;Lagunes;1998;12;1;0;11;0;11;8;0;3;692;12
397;Lagunes;1999;11;1;0;10;0;10;6;0;4;718;11
398;Lagunes;2000;11;1;0;10;0;10;6;0;4;718;11
399;Lagunes;2001;10;0;0;10;0;10;6;0;4;716;10
400;Lagunes;2002;10;0;0;10;0;10;6;0;4;716;10
401;Lagunes;2003;11;0;0;11;0;11;7;0;4;936;11
402;Lagunes;2004;11;0;0;11;0;11;7;0;4;936;11
403;Lagunes;2005;11;0;0;11;0;11;7;0;4;936;11
404;Lagunes;2006;10;0;0;10;0;10;6;0;4;947;10
405;Lagunes;2007;10;0;0;10;0;10;6;0;4;947;10
406;Lagunes;2008;9;0;0;9;0;9;5;0;4;929;9
407;Lagunes;2009;9;0;0;9;0;9;5;0;4;929;9
408;Overige natuurlijke ontwatering;1993;47;4;28;7;8;15;11;3;1;387;15
409;Overige natuurlijke ontwatering;1994;49;4;30;8;7;15;11;3;1;523;16
410;Overige natuurlijke ontwatering;1995;47;4;30;8;5;13;10;2;1;368;15
411;Overige natuurlijke ontwatering;1996;51;4;31;11;5;16;12;2;2;451;17
412;Overige natuurlijke ontwatering;1997;55;3;34;14;4;18;14;2;2;723;18
413;Overige natuurlijke ontwatering;1998;52;6;31;11;4;15;12;2;1;744;15
414;Overige natuurlijke ontwatering;1999;69;10;37;17;5;22;17;3;2;783;21
415;Overige natuurlijke ontwatering;2000;68;10;36;17;5;22;17;3;2;781;20
416;Overige natuurlijke ontwatering;2001;66;9;36;16;5;21;16;3;2;746;18
417;Overige natuurlijke ontwatering;2002;58;10;29;16;3;19;14;3;2;733;18
418;Overige natuurlijke ontwatering;2003;55;9;27;16;3;19;14;3;2;525;17
419;Overige natuurlijke ontwatering;2004;56;7;29;17;3;20;15;3;2;532;19
420;Overige natuurlijke ontwatering;2005;50;8;24;15;3;18;15;1;2;483;18
421;Overige natuurlijke ontwatering;2006;52;7;25;17;3;20;17;1;2;506;20
422;Overige natuurlijke ontwatering;2007;51;8;24;16;3;19;16;1;2;500;19
423;Overige natuurlijke ontwatering;2008;55;7;28;17;3;20;17;1;2;526;22
424;Overige natuurlijke ontwatering;2009;58;8;28;17;5;22;18;2;2;575;23
425;Zeefbandpers;1993;39;0;8;19;12;31;25;2;4;2791;35
426;Zeefbandpers;1994;42;0;11;19;12;31;25;2;4;2853;37
427;Zeefbandpers;1995;42;0;10;21;11;32;24;3;5;2884;38
428;Zeefbandpers;1996;45;0;10;23;12;35;26;4;5;3092;41
429;Zeefbandpers;1997;43;0;10;22;11;33;25;3;5;3043;39
430;Zeefbandpers;1998;44;0;9;24;11;35;28;2;5;2924;40
431;Zeefbandpers;1999;46;0;9;26;11;37;30;1;6;3374;41
432;Zeefbandpers;2000;46;0;9;26;11;37;30;1;6;3374;41
433;Zeefbandpers;2001;45;0;9;26;10;36;29;1;6;3200;40
434;Zeefbandpers;2002;43;0;8;24;11;35;28;1;6;3282;39
435;Zeefbandpers;2003;46;0;8;25;13;38;31;1;6;3519;42
436;Zeefbandpers;2004;48;0;9;26;13;39;31;1;7;3719;43
437;Zeefbandpers;2005;45;0;6;26;13;39;31;1;7;3691;41
438;Zeefbandpers;2006;37;0;4;22;11;33;26;1;6;3474;34
439;Zeefbandpers;2007;38;0;5;22;11;33;26;1;6;3474;34
440;Zeefbandpers;2008;38;0;5;22;11;33;26;1;6;3436;33
441;Zeefbandpers;2009;40;1;6;22;11;33;26;1;6;3296;34
442;Filterpers;1993;239;4;225;5;5;10;10;0;0;1176;20
443;Filterpers;1994;253;4;236;7;6;13;13;0;0;2643;22
444;Filterpers;1995;250;5;230;9;6;15;15;0;0;2788;26
445;Filterpers;1996;260;6;237;10;7;17;17;0;0;2839;28
446;Filterpers;1997;255;6;228;13;8;21;19;1;1;3121;32
447;Filterpers;1998;252;6;226;11;9;20;18;1;1;3027;29
448;Filterpers;1999;256;7;228;13;8;21;17;1;3;3025;30
449;Filterpers;2000;253;7;227;13;6;19;15;1;3;2885;28
450;Filterpers;2001;247;7;222;12;6;18;14;1;3;2835;26
451;Filterpers;2002;243;7;217;12;7;19;15;1;3;2874;27
452;Filterpers;2003;232;7;207;12;6;18;14;1;3;2610;24
453;Filterpers;2004;221;6;196;13;6;19;14;2;3;2620;23
454;Filterpers;2005;198;5;177;10;6;16;12;1;3;2601;20
455;Filterpers;2006;192;5;172;10;5;15;11;1;3;2603;21
456;Filterpers;2007;179;5;160;10;4;14;10;1;3;2573;20
457;Filterpers;2008;179;5;158;12;4;16;11;1;4;2663;23
458;Filterpers;2009;176;7;146;15;8;23;18;1;4;2934;28
459;Centrifuge;1993;51;2;12;30;7;37;20;8;9;3275;40
460;Centrifuge;1994;51;2;12;30;7;37;19;8;10;3383;40
461;Centrifuge;1995;51;2;8;34;7;41;22;7;12;3500;42
462;Centrifuge;1996;57;2;9;39;7;46;24;8;14;3711;46
463;Centrifuge;1997;53;1;9;36;7;43;22;7;14;3843;44
464;Centrifuge;1998;54;1;11;35;7;42;20;7;15;3821;42
465;Centrifuge;1999;62;2;15;37;8;45;23;6;16;3843;43
466;Centrifuge;2000;62;2;15;37;8;45;23;6;16;3843;43
467;Centrifuge;2001;66;1;17;39;9;48;26;6;16;3908;46
468;Centrifuge;2002;69;1;18;40;10;50;28;6;16;3941;48
469;Centrifuge;2003;72;2;20;40;10;50;28;6;16;3941;48
470;Centrifuge;2004;71;2;19;38;12;50;29;6;15;3751;46
471;Centrifuge;2005;69;3;19;35;12;47;28;4;15;3716;45
472;Centrifuge;2006;67;3;17;34;13;47;29;4;14;3519;45
473;Centrifuge;2007;64;2;16;33;13;46;30;3;13;3081;42
474;Centrifuge;2008;65;1;15;36;13;49;34;3;12;3123;44
475;Centrifuge;2009;70;1;15;42;12;54;36;3;15;3708;46
476;Overige kunstmatige ontwatering;1993;21;2;9;6;4;10;9;0;1;846;13
477;Overige kunstmatige ontwatering;1994;22;3;9;7;3;10;8;0;2;933;13
478;Overige kunstmatige ontwatering;1995;25;3;13;7;2;9;7;0;2;1079;13
479;Overige kunstmatige ontwatering;1996;25;3;14;6;2;8;7;0;1;976;12
480;Overige kunstmatige ontwatering;1997;29;2;19;6;2;8;7;0;1;1126;13
481;Overige kunstmatige ontwatering;1998;25;2;16;5;2;7;7;0;0;841;12
482;Overige kunstmatige ontwatering;1999;27;3;16;5;3;8;8;0;0;912;11
483;Overige kunstmatige ontwatering;2000;26;3;15;5;3;8;8;0;0;912;11
484;Overige kunstmatige ontwatering;2001;28;2;17;6;3;9;8;0;1;1105;11
485;Overige kunstmatige ontwatering;2002;25;2;14;6;3;9;8;0;1;1113;11
486;Overige kunstmatige ontwatering;2003;27;2;15;6;4;10;9;0;1;1150;12
487;Overige kunstmatige ontwatering;2004;25;2;14;6;3;9;8;0;1;1000;11
488;Overige kunstmatige ontwatering;2005;22;2;11;6;3;9;8;0;1;1200;11
489;Overige kunstmatige ontwatering;2006;22;2;10;6;4;10;9;0;1;1200;11
490;Overige kunstmatige ontwatering;2007;23;2;11;6;4;10;9;0;1;1200;11
491;Overige kunstmatige ontwatering;2008;22;1;11;6;4;10;8;0;2;1255;11
492;Overige kunstmatige ontwatering;2009;22;1;11;6;4;10;8;0;2;1305;11
