ID;DiverseKenmerken;Perioden;Geschillen_1;VerlorenArbeidsdagen_2;BetrokkenWerknemers_3
434;Beëindiging: Door onderhandeling;2008;18.0;120.3;51.0
435;Beëindiging: Door onderhandeling;2009;22.0;4.6;3.5
436;Beëindiging: Door onderhandeling;2010;;;
437;Beëindiging: Door onderhandeling;2011;;;
438;Beëindiging: Door onderhandeling;2012;18.0;219.4;89.6
439;Beëindiging: Door onderhandeling;2013;20.0;18.5;3.7
440;Beëindiging: Door onderhandeling;2014;19.0;38.3;9.4
441;Beëindiging: Door onderhandeling;2015;19.0;46.8;40.2
442;Beëindiging: Door onderhandeling;2016;21.0;18.0;10.2
443;Beëindiging: Door onderhandeling;2017;20.0;18.3;5.6
444;Beëindiging: Door onderhandeling;2018;;;
445;Beëindiging: Door onderhandeling;2019;21.0;343.3;274.9
446;Beëindiging: Door onderhandeling;2020;6.0;3.0;1.2
447;Beëindiging: Door onderhandeling;2021;16.0;55.6;26.7
448;Beëindiging: Door onderhandeling;2022;25.0;34.6;14.5
449;Beëindiging: Door onderhandeling;2023;;;
450;Beëindiging: Directe onderhandeling;1999;4.0;0.8;0.9
451;Beëindiging: Directe onderhandeling;2000;;;
452;Beëindiging: Directe onderhandeling;2001;4.0;2.7;3.6
453;Beëindiging: Directe onderhandeling;2002;3.0;0.2;0.4
454;Beëindiging: Directe onderhandeling;2003;0.0;0.0;0.0
455;Beëindiging: Directe onderhandeling;2004;0.0;0.0;0.0
456;Beëindiging: Directe onderhandeling;2005;2.0;0.1;0.2
457;Beëindiging: Directe onderhandeling;2006;;;
458;Beëindiging: Directe onderhandeling;2007;;;
459;Beëindiging: Directe onderhandeling;2008;0.0;0.0;0.0
460;Beëindiging: Directe onderhandeling;2009;3.0;0.1;0.1
461;Beëindiging: Directe onderhandeling;2010;;;
462;Beëindiging: Directe onderhandeling;2011;0.0;0.0;0.0
463;Beëindiging: Directe onderhandeling;2012;0.0;0.0;0.0
464;Beëindiging: Directe onderhandeling;2013;0.0;0.0;0.0
465;Beëindiging: Directe onderhandeling;2014;;;
466;Beëindiging: Directe onderhandeling;2015;0.0;0.0;0.0
467;Beëindiging: Directe onderhandeling;2016;0.0;0.0;0.0
468;Beëindiging: Directe onderhandeling;2017;4.0;7.5;0.6
469;Beëindiging: Directe onderhandeling;2018;;;
470;Beëindiging: Directe onderhandeling;2019;;;
471;Beëindiging: Directe onderhandeling;2020;0.0;0.0;0.0
472;Beëindiging: Directe onderhandeling;2021;;;
473;Beëindiging: Directe onderhandeling;2022;;;
474;Beëindiging: Directe onderhandeling;2023;;;
475;Beëindiging: Door overige wijze;1999;7.0;2.3;2.5
476;Beëindiging: Door overige wijze;2000;;;
477;Beëindiging: Door overige wijze;2001;3.0;0.3;0.7
478;Beëindiging: Door overige wijze;2002;3.0;0.3;0.3
479;Beëindiging: Door overige wijze;2003;6.0;0.4;0.4
480;Beëindiging: Door overige wijze;2004;;;
481;Beëindiging: Door overige wijze;2005;4.0;0.1;0.4
482;Beëindiging: Door overige wijze;2006;;;
483;Beëindiging: Door overige wijze;2007;9.0;1.7;3.1
484;Beëindiging: Door overige wijze;2008;3.0;0.2;0.9
485;Beëindiging: Door overige wijze;2009;0.0;0.0;0.0
486;Beëindiging: Door overige wijze;2010;;;
487;Beëindiging: Door overige wijze;2011;;;
488;Beëindiging: Door overige wijze;2012;0.0;0.0;0.0
489;Beëindiging: Door overige wijze;2013;;;
490;Beëindiging: Door overige wijze;2014;;;
491;Beëindiging: Door overige wijze;2015;8.0;0.8;2.2
492;Beëindiging: Door overige wijze;2016;4.0;1.2;0.9
493;Beëindiging: Door overige wijze;2017;8.0;280.5;140.6
494;Beëindiging: Door overige wijze;2018;;;
495;Beëindiging: Door overige wijze;2019;;;
496;Beëindiging: Door overige wijze;2020;3.0;208.1;104.1
497;Beëindiging: Door overige wijze;2021;;;
498;Beëindiging: Door overige wijze;2022;;;
499;Beëindiging: Door overige wijze;2023;;;
500;Beëindiging: Onbekend;1999;0.0;0.0;0.0
501;Beëindiging: Onbekend;2000;8.0;3.0;2.5
502;Beëindiging: Onbekend;2001;0.0;0.0;0.0
503;Beëindiging: Onbekend;2002;0.0;0.0;0.0
504;Beëindiging: Onbekend;2003;0.0;0.0;0.0
505;Beëindiging: Onbekend;2004;12.0;62.2;104.2
506;Beëindiging: Onbekend;2005;0.0;0.0;0.0
507;Beëindiging: Onbekend;2006;6.0;0.6;0.6
508;Beëindiging: Onbekend;2007;0.0;0.0;0.0
509;Beëindiging: Onbekend;2008;0.0;0.0;0.0
510;Beëindiging: Onbekend;2009;0.0;0.0;0.0
511;Beëindiging: Onbekend;2010;21.0;59.2;14.1
512;Beëindiging: Onbekend;2011;17.0;22.0;47.1
513;Beëindiging: Onbekend;2012;0.0;0.0;0.0
514;Beëindiging: Onbekend;2013;0.0;0.0;0.0
515;Beëindiging: Onbekend;2014;0.0;0.0;0.0
516;Beëindiging: Onbekend;2015;0.0;0.0;0.0
517;Beëindiging: Onbekend;2016;0.0;0.0;0.0
518;Beëindiging: Onbekend;2017;0.0;0.0;0.0
519;Beëindiging: Onbekend;2018;28.0;239.1;33.7
520;Beëindiging: Onbekend;2019;5.0;47.7;43.8
521;Beëindiging: Onbekend;2020;0.0;0.0;0.0
522;Beëindiging: Onbekend;2021;6.0;3.7;1.5
523;Beëindiging: Onbekend;2022;8.0;4.8;1.9
524;Beëindiging: Onbekend;2023;52.0;142.1;17.4
525;Stakingsduur minder dan 1 werkdag;1999;13.0;1.1;2.6
526;Stakingsduur minder dan 1 werkdag;2000;12.0;1.6;3.2
527;Stakingsduur minder dan 1 werkdag;2001;10.0;17.8;21.9
528;Stakingsduur minder dan 1 werkdag;2002;7.0;0.3;0.9
529;Stakingsduur minder dan 1 werkdag;2003;6.0;2.1;5.7
530;Stakingsduur minder dan 1 werkdag;2004;;;
531;Stakingsduur minder dan 1 werkdag;2005;10.0;0.6;1.8
532;Stakingsduur minder dan 1 werkdag;2006;13.0;2.2;4.5
533;Stakingsduur minder dan 1 werkdag;2007;6.0;0.6;2.5
534;Stakingsduur minder dan 1 werkdag;2008;6.0;0.7;3.6
535;Stakingsduur minder dan 1 werkdag;2009;;;
536;Stakingsduur minder dan 1 werkdag;2010;5.0;0.2;0.5
537;Stakingsduur minder dan 1 werkdag;2011;6.0;11.2;43.4
538;Stakingsduur minder dan 1 werkdag;2012;5.0;39.8;54.8
539;Stakingsduur minder dan 1 werkdag;2013;4.0;0.2;0.6
540;Stakingsduur minder dan 1 werkdag;2014;6.0;0.2;0.7
541;Stakingsduur minder dan 1 werkdag;2015;;;
542;Stakingsduur minder dan 1 werkdag;2016;;;
543;Stakingsduur minder dan 1 werkdag;2017;6.0;0.1;0.2
544;Stakingsduur minder dan 1 werkdag;2018;6.0;0.4;0.9
545;Stakingsduur minder dan 1 werkdag;2019;4.0;17.8;18.5
546;Stakingsduur minder dan 1 werkdag;2020;;;
547;Stakingsduur minder dan 1 werkdag;2021;;;
548;Stakingsduur minder dan 1 werkdag;2022;9.0;5.5;7.7
549;Stakingsduur minder dan 1 werkdag;2023;3.0;0.5;1.3
550;Stakingsduur 1 tot 5 werkdagen;1999;7.0;53.8;53.0
551;Stakingsduur 1 tot 5 werkdagen;2000;7.0;4.6;6.3
552;Stakingsduur 1 tot 5 werkdagen;2001;6.0;27.3;15.5
553;Stakingsduur 1 tot 5 werkdagen;2002;7.0;20.9;7.5
554;Stakingsduur 1 tot 5 werkdagen;2003;8.0;12.9;5.1
555;Stakingsduur 1 tot 5 werkdagen;2004;7.0;59.0;103.5
556;Stakingsduur 1 tot 5 werkdagen;2005;13.0;31.1;25.9
557;Stakingsduur 1 tot 5 werkdagen;2006;11.0;10.3;6.4
558;Stakingsduur 1 tot 5 werkdagen;2007;6.0;17.7;15.9
559;Stakingsduur 1 tot 5 werkdagen;2008;10.0;37.4;41.7
560;Stakingsduur 1 tot 5 werkdagen;2009;14.0;2.3;1.3
561;Stakingsduur 1 tot 5 werkdagen;2010;9.0;1.6;1.5
562;Stakingsduur 1 tot 5 werkdagen;2011;;;
563;Stakingsduur 1 tot 5 werkdagen;2012;7.0;22.2;21.9
564;Stakingsduur 1 tot 5 werkdagen;2013;7.0;1.5;0.7
565;Stakingsduur 1 tot 5 werkdagen;2014;7.0;8.0;2.5
566;Stakingsduur 1 tot 5 werkdagen;2015;;;
567;Stakingsduur 1 tot 5 werkdagen;2016;;;
568;Stakingsduur 1 tot 5 werkdagen;2017;7.0;0.7;0.6
569;Stakingsduur 1 tot 5 werkdagen;2018;5.0;0.3;0.3
570;Stakingsduur 1 tot 5 werkdagen;2019;9.0;248.5;168.5
571;Stakingsduur 1 tot 5 werkdagen;2020;5.0;208.4;104.2
572;Stakingsduur 1 tot 5 werkdagen;2021;;;
573;Stakingsduur 1 tot 5 werkdagen;2022;5.0;1.7;1.1
574;Stakingsduur 1 tot 5 werkdagen;2023;16.0;14.3;5.4
575;Stakingsduur 5 werkdagen en meer;1999;4.0;20.9;3.3
576;Stakingsduur 5 werkdagen en meer;2000;4.0;3.2;0.8
577;Stakingsduur 5 werkdagen en meer;2001;0.0;0.0;0.0
578;Stakingsduur 5 werkdagen en meer;2002;2.0;224.3;20.2
579;Stakingsduur 5 werkdagen en meer;2003;0.0;0.0;0.0
580;Stakingsduur 5 werkdagen en meer;2004;;;
581;Stakingsduur 5 werkdagen en meer;2005;5.0;10.0;1.3
582;Stakingsduur 5 werkdagen en meer;2006;7.0;3.4;0.3
583;Stakingsduur 5 werkdagen en meer;2007;8.0;8.1;2.4
584;Stakingsduur 5 werkdagen en meer;2008;5.0;82.5;6.6
585;Stakingsduur 5 werkdagen en meer;2009;;;
586;Stakingsduur 5 werkdagen en meer;2010;7.0;57.4;12.1
587;Stakingsduur 5 werkdagen en meer;2011;;;
588;Stakingsduur 5 werkdagen en meer;2012;6.0;157.4;12.8
589;Stakingsduur 5 werkdagen en meer;2013;13.0;17.7;3.2
590;Stakingsduur 5 werkdagen en meer;2014;12.0;32.7;7.1
591;Stakingsduur 5 werkdagen en meer;2015;25.0;47.0;42.2
592;Stakingsduur 5 werkdagen en meer;2016;18.0;15.5;9.1
593;Stakingsduur 5 werkdagen en meer;2017;19.0;305.5;146.1
594;Stakingsduur 5 werkdagen en meer;2018;17.0;238.4;32.5
595;Stakingsduur 5 werkdagen en meer;2019;13.0;124.7;131.7
596;Stakingsduur 5 werkdagen en meer;2020;;;
597;Stakingsduur 5 werkdagen en meer;2021;18.0;58.9;27.8
598;Stakingsduur 5 werkdagen en meer;2022;19.0;32.2;7.7
599;Stakingsduur 5 werkdagen en meer;2023;33.0;127.3;10.8
600;Stakingsduur onbekend;1999;0.0;0.0;0.0
601;Stakingsduur onbekend;2000;0.0;0.0;0.0
602;Stakingsduur onbekend;2001;0.0;0.0;0.0
603;Stakingsduur onbekend;2002;0.0;0.0;0.0
604;Stakingsduur onbekend;2003;0.0;0.0;0.0
605;Stakingsduur onbekend;2004;5.0;3.3;0.7
606;Stakingsduur onbekend;2005;0.0;0.0;0.0
607;Stakingsduur onbekend;2006;0.0;0.0;0.0
608;Stakingsduur onbekend;2007;0.0;0.0;0.0
609;Stakingsduur onbekend;2008;0.0;0.0;0.0
610;Stakingsduur onbekend;2009;11.0;2.3;2.3
611;Stakingsduur onbekend;2010;0.0;0.0;0.0
612;Stakingsduur onbekend;2011;11.0;10.7;3.7
613;Stakingsduur onbekend;2012;0.0;0.0;0.0
614;Stakingsduur onbekend;2013;0.0;0.0;0.0
615;Stakingsduur onbekend;2014;0.0;0.0;0.0
616;Stakingsduur onbekend;2015;0.0;0.0;0.0
617;Stakingsduur onbekend;2016;7.0;3.7;2.0
618;Stakingsduur onbekend;2017;0.0;0.0;0.0
619;Stakingsduur onbekend;2018;0.0;0.0;0.0
620;Stakingsduur onbekend;2019;0.0;0.0;0.0
621;Stakingsduur onbekend;2020;4.0;2.7;1.0
622;Stakingsduur onbekend;2021;4.0;0.4;0.3
623;Stakingsduur onbekend;2022;0.0;0.0;0.0
624;Stakingsduur onbekend;2023;0.0;0.0;0.0
