ID;Geslacht;Leeftijd31December;RegioS;Perioden;BinnenGemeentenVerhuisdePersonen_1;GevestigdInDeGemeente_2;VertrokkenUitDeGemeente_3
7570;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2016 juli;784;583;494
7571;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2016 augustus;829;602;569
7572;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2016 september;768;540;527
7573;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2016 oktober;797;577;506
7574;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2016 november;893;564;488
7575;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2016 december;881;639;514
7576;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2016;9604;6530;5636
7577;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2017 januari;834;598;471
7578;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2017 februari;744;498;436
7579;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2017 maart;896;641;559
7580;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2017 april;720;486;396
7581;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2017 mei;822;615;426
7582;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2017 juni;779;527;439
7583;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2017 juli;882;562;586
7584;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2017 augustus;769;577;561
7585;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2017 september;700;582;531
7586;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2017 oktober;724;519;525
7587;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2017 november;727;525;496
7588;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2017 december;746;508;539
7589;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2017;9343;6638;5965
7590;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2018 januari;744;577;529
7591;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2018 februari;659;485;501
7592;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2018 maart;696;656;483
7593;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2018 april;767;523;499
7594;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2018 mei;816;499;520
7595;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2018 juni;698;532;500
7596;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2018 juli;786;571;594
7597;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2018 augustus;766;620;577
7598;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2018 september;656;650;546
7599;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2018 oktober;653;582;534
7600;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2018 november;708;568;525
7601;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2018 december;715;560;559
7602;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2018;8664;6823;6367
7603;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2019 januari;820;600;522
7604;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2019 februari;715;510;500
7605;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2019 maart;772;474;562
7606;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2019 april;763;551;557
7607;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2019 mei;714;516;519
7608;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2019 juni;601;419;480
7609;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2019 juli;757;654;671
7610;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2019 augustus;715;587;657
7611;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2019 september;674;570;605
7612;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2019 oktober;735;603;579
7613;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2019 november;666;525;513
7614;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2019 december;703;492;527
7615;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2019;8635;6501;6692
7616;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2020 januari;911;560;611
7617;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2020 februari;757;570;549
7618;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2020 maart;697;523;498
7619;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2020 april;667;463;481
7620;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2020 mei;641;481;532
7621;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2020 juni;615;496;506
7622;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2020 juli;795;612;668
7623;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2020 augustus;685;582;653
7624;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2020 september;706;581;645
7625;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2020 oktober;749;586;636
7626;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2020 november;745;591;625
7627;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2020 december;699;552;614
7628;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2020;8667;6597;7018
7629;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2021 januari;779;632;619
7630;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2021 februari;695;536;594
7631;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2021 maart;776;630;687
7632;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2021 april;840;499;667
7633;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2021 mei;788;487;552
7634;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2021 juni;708;533;531
7635;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2021 juli;711;571;619
7636;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2021 augustus;565;570;649
7637;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2021 september;682;526;497
7638;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2021 oktober;623;504;543
7639;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2021 november;680;518;497
7640;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2021 december;804;644;617
7641;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2021;8651;6650;7072
7642;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2022 januari;669;592;582
7643;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2022 februari;645;580;560
7644;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2022 maart;735;593;537
7645;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2022 april;674;640;576
7646;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2022 mei;924;678;512
7647;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2022 juni;650;587;498
7648;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2022 juli;749;837;656
7649;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2022 augustus;704;725;619
7650;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2022 september;694;684;650
7651;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2022 oktober;720;683;618
7652;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2022 november;614;734;567
7653;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2022 december;652;623;622
7654;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2022;8430;7956;6997
7655;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2023 januari;767;680;642
7656;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2023 februari;686;608;571
7657;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2023 maart;882;677;647
7658;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2023 april;773;583;472
7659;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2023 mei;693;650;584
7660;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2023 juni;823;642;554
7661;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2023 juli;676;698;731
7662;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2023 augustus;698;729;649
7663;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2023 september;679;692;586
7664;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2023 oktober;646;621;564
7665;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2023 november;880;629;552
7666;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2023 december;683;637;538
7667;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2023;8886;7846;7090
7668;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2024 januari;749;640;599
7669;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2024 februari;632;591;577
7670;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2024 maart;713;525;611
7671;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2024 april;624;621;574
7672;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2024 mei;691;627;515
7673;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2024 juni;666;628;514
7674;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2024 juli;904;893;601
7675;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2024 augustus;776;797;626
7676;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2024 september;584;737;644
7677;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2024 oktober;735;635;610
7678;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2024 november;624;618;566
7679;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2024 december;816;712;653
7680;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2024;8514;8024;7090
7681;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2025 januari;690;861;654
7682;Totaal mannen en vrouwen;Totaal;Zaanstreek (CR);2025 februari;633;753;615
7683;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2010 januari;8321;4139;3809
7684;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2010 februari;8168;4165;3684
7685;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2010 maart;8787;4249;3987
7686;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2010 april;7455;3633;3291
7687;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2010 mei;7213;3387;3278
7688;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2010 juni;7872;3692;3844
7689;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2010 juli;7749;4267;4192
7690;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2010 augustus;7584;5349;4366
7691;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2010 september;7623;5091;4128
7692;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2010 oktober;7609;4383;3636
7693;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2010 november;7287;4139;3594
7694;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2010 december;7211;3953;3868
7695;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2010;92879;50447;45677
7696;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2011 januari;7546;4222;3860
7697;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2011 februari;7431;3978;3647
7698;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2011 maart;8002;4202;3856
7699;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2011 april;6572;3502;3362
7700;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2011 mei;7473;3612;3512
7701;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2011 juni;6768;3502;3557
7702;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2011 juli;7512;4194;4107
7703;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2011 augustus;7835;5297;4630
7704;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2011 september;7520;5002;4514
7705;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2011 oktober;6809;4080;3714
7706;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2011 november;7346;4132;3828
7707;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2011 december;7066;4007;4175
7708;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2011;87880;49730;46762
7709;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2012 januari;8188;4579;4237
7710;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2012 februari;7085;4244;3872
7711;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2012 maart;7690;4230;3903
7712;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2012 april;6677;3523;3205
7713;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2012 mei;6720;3536;3519
7714;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2012 juni;7765;3907;4219
7715;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2012 juli;7667;4667;4421
7716;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2012 augustus;7461;5724;4798
7717;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2012 september;7454;5135;4239
7718;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2012 oktober;7428;4624;4027
7719;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2012 november;7053;4066;3742
7720;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2012 december;7036;4031;3727
7721;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2012;88224;52266;47909
7722;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2013 januari;7780;4539;4237
7723;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2013 februari;7004;4220;3788
7724;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2013 maart;7304;4062;3823
7725;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2013 april;6971;3841;3614
7726;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2013 mei;6827;3694;3529
7727;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2013 juni;6526;3528;3650
7728;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2013 juli;7641;4749;4587
7729;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2013 augustus;7479;6043;4851
7730;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2013 september;7664;6127;4679
7731;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2013 oktober;7409;4729;4098
7732;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2013 november;6988;4124;3849
7733;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2013 december;7344;4262;4135
7734;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2013;86937;53918;48840
7735;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2014 januari;8205;4891;4801
7736;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2014 februari;7645;4516;4205
7737;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2014 maart;7983;4280;4305
7738;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2014 april;7800;4175;4134
7739;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2014 mei;7254;3949;4011
7740;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2014 juni;7224;4183;4447
7741;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2014 juli;7969;4828;5432
7742;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2014 augustus;7887;6107;5357
7743;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2014 september;8438;6070;5223
7744;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2014 oktober;8224;5330;4742
7745;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2014 november;7555;4589;4337
7746;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2014 december;8907;4952;5068
7747;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2014;95091;57870;56062
7748;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2015 januari;8282;5152;4982
7749;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2015 februari;7675;4742;4552
7750;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2015 maart;9067;5457;4744
7751;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2015 april;7613;4257;4139
7752;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2015 mei;7379;3877;4101
7753;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2015 juni;8504;4520;4816
7754;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2015 juli;9590;5453;6093
7755;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2015 augustus;8843;6233;6063
7756;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2015 september;9030;6467;5858
7757;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2015 oktober;8814;5438;5407
7758;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2015 november;8168;4809;4781
7759;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2015 december;8666;5098;5527
7760;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2015;101631;61503;61063
7761;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2016 januari;8393;5288;5162
7762;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2016 februari;8694;5293;5431
7763;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2016 maart;8626;5066;5106
7764;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2016 april;8076;4625;4996
7765;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2016 mei;8113;4348;4844
7766;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2016 juni;8372;4691;4946
7767;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2016 juli;8744;5683;5885
7768;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2016 augustus;9294;6427;6887
7769;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2016 september;9064;6205;6274
7770;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2016 oktober;8290;5485;5825
7771;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2016 november;8152;4953;5217
7772;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2016 december;9067;4919;5633
7773;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2016;102885;62983;66206
7774;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2017 januari;8822;5311;5826
7775;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2017 februari;8596;5337;5448
7776;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2017 maart;9648;5269;5798
7777;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2017 april;7661;4275;4702
7778;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2017 mei;8607;4574;5436
7779;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2017 juni;8503;4622;5338
7780;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2017 juli;9224;5474;6465
7781;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2017 augustus;8746;6005;7209
7782;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2017 september;8687;5900;6575
7783;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2017 oktober;8778;5384;5777
7784;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2017 november;8596;4863;5420
7785;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2017 december;8556;4726;5805
7786;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2017;104424;61740;69799
7787;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2018 januari;8901;5217;6082
7788;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2018 februari;8554;4837;5359
7789;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2018 maart;9294;5276;6023
7790;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2018 april;8294;4613;5114
7791;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2018 mei;8249;4467;5279
7792;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2018 juni;8215;4583;5549
7793;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2018 juli;9155;5132;6334
7794;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2018 augustus;9072;5737;7285
7795;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2018 september;8545;5442;6518
7796;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2018 oktober;9126;5381;6442
7797;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2018 november;8705;4924;5948
7798;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2018 december;8732;4563;5713
7799;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2018;104842;60172;71646
7800;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2019 januari;9260;5379;6294
7801;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2019 februari;8989;4933;5929
7802;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2019 maart;9169;5166;5988
7803;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2019 april;8775;4923;5608
7804;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2019 mei;9292;4736;5828
7805;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2019 juni;7863;4418;5490
7806;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2019 juli;9681;5605;7214
7807;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2019 augustus;9307;6074;7554
7808;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2019 september;9310;5784;6995
7809;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2019 oktober;9402;5595;6738
7810;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2019 november;8985;4952;5953
7811;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2019 december;9058;4788;6055
7812;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2019;109091;62353;75646
7813;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2020 januari;9528;5604;6676
7814;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2020 februari;9205;5417;6204
7815;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2020 maart;9350;5246;6217
7816;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2020 april;8287;4516;5540
7817;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2020 mei;8534;5064;6099
7818;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2020 juni;9077;5210;5993
7819;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2020 juli;10388;5871;7376
7820;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2020 augustus;10203;6678;7765
7821;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2020 september;10433;6463;7402
7822;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2020 oktober;10418;5957;7229
7823;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2020 november;9723;5407;6588
7824;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2020 december;9874;5563;6854
7825;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2020;115020;66996;79943
7826;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2021 januari;10948;5746;7356
7827;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2021 februari;10052;5733;6650
7828;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2021 maart;11970;6134;7752
7829;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2021 april;10798;5756;6658
7830;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2021 mei;9666;5312;6219
7831;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2021 juni;9628;5168;5949
7832;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2021 juli;10024;5761;7336
7833;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2021 augustus;9708;6679;7883
7834;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2021 september;8779;6114;6746
7835;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2021 oktober;9188;5875;6437
7836;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2021 november;8787;5402;6232
7837;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2021 december;9287;5452;6693
7838;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2021;118835;69132;81911
7839;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2022 januari;9005;5360;6509
7840;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2022 februari;8458;5090;6186
7841;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2022 maart;9261;5120;6509
7842;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2022 april;8937;5310;6247
7843;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2022 mei;8694;5135;6475
7844;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2022 juni;8698;5204;6536
7845;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2022 juli;9903;6280;7923
7846;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2022 augustus;10231;6603;8517
7847;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2022 september;10279;6619;7916
7848;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2022 oktober;9052;5767;7272
7849;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2022 november;8957;5688;6929
7850;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2022 december;8676;5507;7213
7851;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2022;110151;67683;84232
7852;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2023 januari;9393;6064;7246
7853;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2023 februari;9055;5688;6184
7854;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2023 maart;9631;5936;6869
7855;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2023 april;8128;5040;6090
7856;Totaal mannen en vrouwen;Totaal;Groot-Amsterdam (CR);2023 mei;8581;5250;6196
