ID;Geslacht;Leeftijd31December;RegioS;Perioden;BinnenGemeentenVerhuisdePersonen_1;GevestigdInDeGemeente_2;VertrokkenUitDeGemeente_3
3243;Totaal mannen en vrouwen;Totaal;Limburg (PV);2017 januari;5382;3937;4064
3244;Totaal mannen en vrouwen;Totaal;Limburg (PV);2017 februari;4785;3621;3707
3245;Totaal mannen en vrouwen;Totaal;Limburg (PV);2017 maart;5932;3984;4084
3246;Totaal mannen en vrouwen;Totaal;Limburg (PV);2017 april;5009;3260;3242
3247;Totaal mannen en vrouwen;Totaal;Limburg (PV);2017 mei;5339;3399;3479
3248;Totaal mannen en vrouwen;Totaal;Limburg (PV);2017 juni;5236;3742;3666
3249;Totaal mannen en vrouwen;Totaal;Limburg (PV);2017 juli;5742;4342;4248
3250;Totaal mannen en vrouwen;Totaal;Limburg (PV);2017 augustus;5704;4989;4980
3251;Totaal mannen en vrouwen;Totaal;Limburg (PV);2017 september;5747;4154;4490
3252;Totaal mannen en vrouwen;Totaal;Limburg (PV);2017 oktober;5138;3926;4038
3253;Totaal mannen en vrouwen;Totaal;Limburg (PV);2017 november;5300;3674;3746
3254;Totaal mannen en vrouwen;Totaal;Limburg (PV);2017 december;5968;3755;3639
3255;Totaal mannen en vrouwen;Totaal;Limburg (PV);2017;65282;46783;47383
3256;Totaal mannen en vrouwen;Totaal;Limburg (PV);2018 januari;5401;4024;4102
3257;Totaal mannen en vrouwen;Totaal;Limburg (PV);2018 februari;4737;3460;3520
3258;Totaal mannen en vrouwen;Totaal;Limburg (PV);2018 maart;5407;3733;3942
3259;Totaal mannen en vrouwen;Totaal;Limburg (PV);2018 april;4744;3299;3385
3260;Totaal mannen en vrouwen;Totaal;Limburg (PV);2018 mei;4848;3367;3400
3261;Totaal mannen en vrouwen;Totaal;Limburg (PV);2018 juni;5155;3546;3423
3262;Totaal mannen en vrouwen;Totaal;Limburg (PV);2018 juli;5310;4004;4016
3263;Totaal mannen en vrouwen;Totaal;Limburg (PV);2018 augustus;5133;4739;4796
3264;Totaal mannen en vrouwen;Totaal;Limburg (PV);2018 september;5023;3973;4087
3265;Totaal mannen en vrouwen;Totaal;Limburg (PV);2018 oktober;5307;3595;3775
3266;Totaal mannen en vrouwen;Totaal;Limburg (PV);2018 november;5113;3540;3613
3267;Totaal mannen en vrouwen;Totaal;Limburg (PV);2018 december;4900;3312;3376
3268;Totaal mannen en vrouwen;Totaal;Limburg (PV);2018;61078;44592;45435
3269;Totaal mannen en vrouwen;Totaal;Limburg (PV);2019 januari;5410;3877;3869
3270;Totaal mannen en vrouwen;Totaal;Limburg (PV);2019 februari;5108;3701;3745
3271;Totaal mannen en vrouwen;Totaal;Limburg (PV);2019 maart;5050;3433;3533
3272;Totaal mannen en vrouwen;Totaal;Limburg (PV);2019 april;4960;3544;3497
3273;Totaal mannen en vrouwen;Totaal;Limburg (PV);2019 mei;5050;3470;3526
3274;Totaal mannen en vrouwen;Totaal;Limburg (PV);2019 juni;4569;3198;3181
3275;Totaal mannen en vrouwen;Totaal;Limburg (PV);2019 juli;5525;4402;4356
3276;Totaal mannen en vrouwen;Totaal;Limburg (PV);2019 augustus;5147;4520;4419
3277;Totaal mannen en vrouwen;Totaal;Limburg (PV);2019 september;5098;3823;4052
3278;Totaal mannen en vrouwen;Totaal;Limburg (PV);2019 oktober;4991;3613;3693
3279;Totaal mannen en vrouwen;Totaal;Limburg (PV);2019 november;5043;3452;3538
3280;Totaal mannen en vrouwen;Totaal;Limburg (PV);2019 december;4833;3582;3605
3281;Totaal mannen en vrouwen;Totaal;Limburg (PV);2019;60784;44615;45014
3282;Totaal mannen en vrouwen;Totaal;Limburg (PV);2020 januari;5568;3886;3838
3283;Totaal mannen en vrouwen;Totaal;Limburg (PV);2020 februari;4889;3638;3534
3284;Totaal mannen en vrouwen;Totaal;Limburg (PV);2020 maart;5030;3675;3591
3285;Totaal mannen en vrouwen;Totaal;Limburg (PV);2020 april;4703;3243;3186
3286;Totaal mannen en vrouwen;Totaal;Limburg (PV);2020 mei;4905;3476;3393
3287;Totaal mannen en vrouwen;Totaal;Limburg (PV);2020 juni;5180;3741;3718
3288;Totaal mannen en vrouwen;Totaal;Limburg (PV);2020 juli;6034;4686;4469
3289;Totaal mannen en vrouwen;Totaal;Limburg (PV);2020 augustus;5543;4979;4782
3290;Totaal mannen en vrouwen;Totaal;Limburg (PV);2020 september;5720;4390;4483
3291;Totaal mannen en vrouwen;Totaal;Limburg (PV);2020 oktober;5506;4361;4070
3292;Totaal mannen en vrouwen;Totaal;Limburg (PV);2020 november;4898;3858;3598
3293;Totaal mannen en vrouwen;Totaal;Limburg (PV);2020 december;4896;3718;3474
3294;Totaal mannen en vrouwen;Totaal;Limburg (PV);2020;62872;47651;46136
3295;Totaal mannen en vrouwen;Totaal;Limburg (PV);2021 januari;5427;4411;4128
3296;Totaal mannen en vrouwen;Totaal;Limburg (PV);2021 februari;4957;3882;3717
3297;Totaal mannen en vrouwen;Totaal;Limburg (PV);2021 maart;5771;4236;3931
3298;Totaal mannen en vrouwen;Totaal;Limburg (PV);2021 april;5111;4012;3852
3299;Totaal mannen en vrouwen;Totaal;Limburg (PV);2021 mei;4673;3645;3447
3300;Totaal mannen en vrouwen;Totaal;Limburg (PV);2021 juni;4569;3808;3532
3301;Totaal mannen en vrouwen;Totaal;Limburg (PV);2021 juli;5107;4428;4018
3302;Totaal mannen en vrouwen;Totaal;Limburg (PV);2021 augustus;4808;4725;4230
3303;Totaal mannen en vrouwen;Totaal;Limburg (PV);2021 september;4311;4177;4108
3304;Totaal mannen en vrouwen;Totaal;Limburg (PV);2021 oktober;4295;3649;3489
3305;Totaal mannen en vrouwen;Totaal;Limburg (PV);2021 november;4217;3438;3342
3306;Totaal mannen en vrouwen;Totaal;Limburg (PV);2021 december;4145;3698;3363
3307;Totaal mannen en vrouwen;Totaal;Limburg (PV);2021;57391;48109;45157
3308;Totaal mannen en vrouwen;Totaal;Limburg (PV);2022 januari;4327;3866;3638
3309;Totaal mannen en vrouwen;Totaal;Limburg (PV);2022 februari;4251;3503;3385
3310;Totaal mannen en vrouwen;Totaal;Limburg (PV);2022 maart;4337;3798;3427
3311;Totaal mannen en vrouwen;Totaal;Limburg (PV);2022 april;4318;3576;3198
3312;Totaal mannen en vrouwen;Totaal;Limburg (PV);2022 mei;4171;3489;3270
3313;Totaal mannen en vrouwen;Totaal;Limburg (PV);2022 juni;4313;3707;3368
3314;Totaal mannen en vrouwen;Totaal;Limburg (PV);2022 juli;4516;4080;3767
3315;Totaal mannen en vrouwen;Totaal;Limburg (PV);2022 augustus;4493;4708;4325
3316;Totaal mannen en vrouwen;Totaal;Limburg (PV);2022 september;4410;4466;4268
3317;Totaal mannen en vrouwen;Totaal;Limburg (PV);2022 oktober;4538;3974;3564
3318;Totaal mannen en vrouwen;Totaal;Limburg (PV);2022 november;4276;3908;3607
3319;Totaal mannen en vrouwen;Totaal;Limburg (PV);2022 december;4841;3844;3570
3320;Totaal mannen en vrouwen;Totaal;Limburg (PV);2022;52791;46919;43387
3321;Totaal mannen en vrouwen;Totaal;Limburg (PV);2023 januari;4393;4126;4001
3322;Totaal mannen en vrouwen;Totaal;Limburg (PV);2023 februari;3963;3549;3456
3323;Totaal mannen en vrouwen;Totaal;Limburg (PV);2023 maart;4511;4050;3618
3324;Totaal mannen en vrouwen;Totaal;Limburg (PV);2023 april;3739;3395;3141
3325;Totaal mannen en vrouwen;Totaal;Limburg (PV);2023 mei;4152;3640;3313
3326;Totaal mannen en vrouwen;Totaal;Limburg (PV);2023 juni;4173;3877;3639
3327;Totaal mannen en vrouwen;Totaal;Limburg (PV);2023 juli;4726;4387;4167
3328;Totaal mannen en vrouwen;Totaal;Limburg (PV);2023 augustus;4332;4879;4611
3329;Totaal mannen en vrouwen;Totaal;Limburg (PV);2023 september;4505;4009;4049
3330;Totaal mannen en vrouwen;Totaal;Limburg (PV);2023 oktober;4000;3903;3742
3331;Totaal mannen en vrouwen;Totaal;Limburg (PV);2023 november;3910;3605;3284
3332;Totaal mannen en vrouwen;Totaal;Limburg (PV);2023 december;4153;3766;3498
3333;Totaal mannen en vrouwen;Totaal;Limburg (PV);2023;50557;47186;44519
3334;Totaal mannen en vrouwen;Totaal;Limburg (PV);2024 januari;4771;4102;3814
3335;Totaal mannen en vrouwen;Totaal;Limburg (PV);2024 februari;4182;3795;3524
3336;Totaal mannen en vrouwen;Totaal;Limburg (PV);2024 maart;4495;4009;3469
3337;Totaal mannen en vrouwen;Totaal;Limburg (PV);2024 april;4123;3656;3437
3338;Totaal mannen en vrouwen;Totaal;Limburg (PV);2024 mei;4139;3383;3162
3339;Totaal mannen en vrouwen;Totaal;Limburg (PV);2024 juni;4290;3562;3233
3340;Totaal mannen en vrouwen;Totaal;Limburg (PV);2024 juli;4694;4280;4058
3341;Totaal mannen en vrouwen;Totaal;Limburg (PV);2024 augustus;4478;4670;4440
3342;Totaal mannen en vrouwen;Totaal;Limburg (PV);2024 september;4022;4039;3838
3343;Totaal mannen en vrouwen;Totaal;Limburg (PV);2024 oktober;4563;3898;3766
3344;Totaal mannen en vrouwen;Totaal;Limburg (PV);2024 november;4526;3738;3412
3345;Totaal mannen en vrouwen;Totaal;Limburg (PV);2024 december;4248;3771;3408
3346;Totaal mannen en vrouwen;Totaal;Limburg (PV);2024;52531;46903;43561
3347;Totaal mannen en vrouwen;Totaal;Limburg (PV);2025 januari;4490;4297;3810
3348;Totaal mannen en vrouwen;Totaal;Limburg (PV);2025 februari;4633;4025;3663
3349;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2010 januari;526;518;514
3350;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2010 februari;485;464;460
3351;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2010 maart;597;533;543
3352;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2010 april;577;430;459
3353;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2010 mei;485;436;419
3354;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2010 juni;490;481;513
3355;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2010 juli;567;581;624
3356;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2010 augustus;580;538;643
3357;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2010 september;493;464;603
3358;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2010 oktober;446;424;516
3359;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2010 november;537;428;465
3360;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2010 december;573;450;461
3361;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2010;6356;5747;6220
3362;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2011 januari;598;509;537
3363;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2011 februari;510;471;494
3364;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2011 maart;607;490;533
3365;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2011 april;489;402;390
3366;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2011 mei;546;425;395
3367;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2011 juni;574;452;471
3368;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2011 juli;614;507;549
3369;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2011 augustus;600;535;690
3370;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2011 september;542;597;609
3371;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2011 oktober;526;486;547
3372;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2011 november;586;520;595
3373;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2011 december;598;464;526
3374;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2011;6790;5858;6336
3375;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2012 januari;611;543;636
3376;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2012 februari;521;530;524
3377;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2012 maart;614;513;537
3378;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2012 april;497;411;460
3379;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2012 mei;552;469;522
3380;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2012 juni;620;536;560
3381;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2012 juli;540;539;552
3382;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2012 augustus;504;546;665
3383;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2012 september;453;446;510
3384;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2012 oktober;549;451;570
3385;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2012 november;539;472;482
3386;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2012 december;524;404;437
3387;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2012;6524;5860;6455
3388;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2013 januari;616;496;518
3389;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2013 februari;439;443;457
3390;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2013 maart;488;484;519
3391;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2013 april;460;353;421
3392;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2013 mei;503;432;509
3393;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2013 juni;440;372;463
3394;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2013 juli;490;479;550
3395;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2013 augustus;543;521;631
3396;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2013 september;493;440;619
3397;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2013 oktober;614;466;551
3398;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2013 november;574;432;506
3399;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2013 december;515;434;484
3400;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2013;6175;5352;6228
3401;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2014 januari;625;509;541
3402;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2014 februari;478;422;471
3403;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2014 maart;536;443;520
3404;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2014 april;524;439;530
3405;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2014 mei;529;400;469
3406;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2014 juni;528;392;453
3407;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2014 juli;573;492;609
3408;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2014 augustus;472;520;613
3409;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2014 september;464;448;678
3410;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2014 oktober;571;542;827
3411;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2014 november;413;417;789
3412;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2014 december;617;517;868
3413;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2014;6330;5541;7368
3414;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2015 januari;630;548;971
3415;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2015 februari;580;489;872
3416;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2015 maart;598;507;890
3417;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2015 april;510;489;827
3418;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2015 mei;469;410;704
3419;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2015 juni;545;505;700
3420;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2015 juli;630;531;832
3421;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2015 augustus;581;573;847
3422;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2015 september;605;524;797
3423;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2015 oktober;624;591;864
3424;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2015 november;520;477;1042
3425;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2015 december;638;520;1153
3426;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2015;6930;6164;10499
3427;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2016 januari;492;513;1007
3428;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2016 februari;584;573;1173
3429;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2016 maart;569;601;1332
3430;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2016 april;564;565;992
3431;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2016 mei;581;507;1067
3432;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2016 juni;615;552;983
3433;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2016 juli;512;678;1150
3434;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2016 augustus;640;720;1177
3435;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2016 september;687;616;916
3436;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2016 oktober;603;539;776
3437;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2016 november;653;535;775
3438;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2016 december;760;626;747
3439;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2016;7260;7025;12095
3440;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2017 januari;674;634;724
3441;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2017 februari;533;577;664
3442;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2017 maart;694;689;804
3443;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2017 april;564;532;690
3444;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2017 mei;629;649;793
3445;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2017 juni;691;600;700
3446;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2017 juli;592;607;720
3447;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2017 augustus;593;733;926
3448;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2017 september;695;605;889
3449;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2017 oktober;682;636;857
3450;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2017 november;627;595;708
3451;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2017 december;721;623;628
3452;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2017;7695;7480;9103
3453;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2018 januari;704;549;744
3454;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2018 februari;601;454;1096
3455;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2018 maart;644;579;1449
3456;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2018 april;582;430;1251
3457;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2018 mei;626;465;1291
3458;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2018 juni;666;475;1520
3459;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2018 juli;627;528;1326
3460;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2018 augustus;637;592;1465
3461;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2018 september;652;512;1101
3462;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2018 oktober;708;543;1164
3463;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2018 november;643;530;1112
3464;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2018 december;568;487;891
3465;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2018;7658;6144;14410
3466;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2019 januari;653;536;1185
3467;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2019 februari;623;473;999
3468;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2019 maart;632;493;958
3469;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2019 april;604;510;1011
3470;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2019 mei;640;541;1007
3471;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2019 juni;595;498;1036
3472;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2019 juli;685;618;1298
3473;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2019 augustus;594;631;1429
3474;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2019 september;663;562;1144
3475;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2019 oktober;590;610;1158
3476;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2019 november;661;651;1196
3477;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2019 december;587;572;1157
3478;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2019;7527;6695;13578
3479;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2020 januari;620;697;1389
3480;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2020 februari;560;800;1408
3481;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2020 maart;578;604;1050
3482;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2020 april;509;402;661
3483;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2020 mei;558;497;560
3484;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2020 juni;605;594;691
3485;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2020 juli;642;730;1004
3486;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2020 augustus;568;518;961
3487;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2020 september;553;572;876
3488;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2020 oktober;650;662;1058
3489;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2020 november;545;572;1397
3490;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2020 december;722;610;1533
3491;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2020;7110;7258;12588
3492;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2021 januari;598;623;1288
3493;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2021 februari;511;529;1199
3494;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2021 maart;597;640;1741
3495;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2021 april;497;720;1586
3496;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2021 mei;524;598;1559
3497;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2021 juni;526;586;1577
3498;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2021 juli;579;616;1469
3499;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2021 augustus;532;636;1807
3500;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2021 september;511;629;1850
3501;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2021 oktober;438;673;1818
3502;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2021 november;494;522;2030
3503;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2021 december;510;560;1853
3504;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2021;6317;7332;19777
3505;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2022 januari;543;586;1534
3506;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2022 februari;411;471;1752
3507;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2022 maart;472;569;2178
3508;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2022 april;517;568;1914
3509;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2022 mei;473;522;1737
3510;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2022 juni;465;551;1875
3511;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2022 juli;547;631;1603
3512;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2022 augustus;501;671;1887
3513;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2022 september;619;603;2039
3514;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2022 oktober;453;607;1697
3515;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2022 november;515;591;1651
3516;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2022 december;496;574;1549
3517;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2022;6012;6944;21416
3518;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2023 januari;490;645;1639
3519;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2023 februari;489;570;1614
3520;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2023 maart;562;504;1762
3521;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2023 april;454;512;1618
3522;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2023 mei;441;527;2011
3523;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2023 juni;419;538;1824
3524;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2023 juli;513;558;2006
3525;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2023 augustus;462;551;1993
3526;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2023 september;407;551;1661
3527;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2023 oktober;488;549;2019
3528;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2023 november;448;537;2075
3529;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2023 december;457;548;1871
3530;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2023;5630;6590;22093
3531;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2024 januari;449;515;1905
3532;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2024 februari;370;634;1945
3533;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2024 maart;556;508;2032
3534;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2024 april;415;516;1971
3535;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2024 mei;475;464;1911
3536;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2024 juni;419;547;2032
3537;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2024 juli;519;613;2307
3538;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2024 augustus;444;618;1797
3539;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2024 september;426;642;2149
3540;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2024 oktober;513;578;2147
3541;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2024 november;486;687;2101
3542;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2024 december;460;637;2126
3543;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2024;5532;6959;24423
3544;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2025 januari;489;632;2360
3545;Totaal mannen en vrouwen;Totaal;Oost-Groningen (CR);2025 februari;496;536;1994
3546;Totaal mannen en vrouwen;Totaal;Delfzijl en omgeving (CR);2010 januari;185;138;181
