ID;Populatie;Gemeenten;Schoolsoorten;Herkomstgroepering;Perioden;TotaalAantalLeerlingen_1;AantalVertraagdeLeerlingen_2;VertragingIn_3
8418;Woongemeente;Amerongen;Leerjaar 1 totaal;Overig niet-westerse allochtonen;2003/'04;;;
8419;Woongemeente;Amerongen;Leerjaar 1 totaal;Herkomst onbekend;2003/'04;;;
8420;Woongemeente;Amerongen;Leerjaar 2 totaal;Totaal herkomstgroeperingen;2003/'04;100.0;;
8421;Woongemeente;Amerongen;Leerjaar 2 totaal;Autochtonen;2003/'04;90.0;;
8422;Woongemeente;Amerongen;Leerjaar 2 totaal;Niet-westerse allochtonen;2003/'04;;;
8423;Woongemeente;Amerongen;Leerjaar 2 totaal;Westerse allochtonen;2003/'04;;;
8424;Woongemeente;Amerongen;Leerjaar 2 totaal;Turken;2003/'04;;;
8425;Woongemeente;Amerongen;Leerjaar 2 totaal;Marokkanen;2003/'04;;;
8426;Woongemeente;Amerongen;Leerjaar 2 totaal;Surinamers;2003/'04;;;
8427;Woongemeente;Amerongen;Leerjaar 2 totaal;Antillianen en Arubanen;2003/'04;;;
8428;Woongemeente;Amerongen;Leerjaar 2 totaal;Overig niet-westerse allochtonen;2003/'04;;;
8429;Woongemeente;Amerongen;Leerjaar 2 totaal;Herkomst onbekend;2003/'04;;;
8430;Woongemeente;Amerongen;Leerjaar 3 totaal;Totaal herkomstgroeperingen;2003/'04;90.0;;
8431;Woongemeente;Amerongen;Leerjaar 3 totaal;Autochtonen;2003/'04;90.0;;
8432;Woongemeente;Amerongen;Leerjaar 3 totaal;Niet-westerse allochtonen;2003/'04;;;
8433;Woongemeente;Amerongen;Leerjaar 3 totaal;Westerse allochtonen;2003/'04;;;
8434;Woongemeente;Amerongen;Leerjaar 3 totaal;Turken;2003/'04;;;
8435;Woongemeente;Amerongen;Leerjaar 3 totaal;Marokkanen;2003/'04;;;
8436;Woongemeente;Amerongen;Leerjaar 3 totaal;Surinamers;2003/'04;;;
8437;Woongemeente;Amerongen;Leerjaar 3 totaal;Antillianen en Arubanen;2003/'04;;;
8438;Woongemeente;Amerongen;Leerjaar 3 totaal;Overig niet-westerse allochtonen;2003/'04;;;
8439;Woongemeente;Amerongen;Leerjaar 3 totaal;Herkomst onbekend;2003/'04;;;
8440;Woongemeente;Amerongen;Leerjaar 4 totaal;Totaal herkomstgroeperingen;2003/'04;100.0;;
8441;Woongemeente;Amerongen;Leerjaar 4 totaal;Autochtonen;2003/'04;90.0;;
8442;Woongemeente;Amerongen;Leerjaar 4 totaal;Niet-westerse allochtonen;2003/'04;;;
8443;Woongemeente;Amerongen;Leerjaar 4 totaal;Westerse allochtonen;2003/'04;;;
8444;Woongemeente;Amerongen;Leerjaar 4 totaal;Turken;2003/'04;;;
8445;Woongemeente;Amerongen;Leerjaar 4 totaal;Marokkanen;2003/'04;;;
8446;Woongemeente;Amerongen;Leerjaar 4 totaal;Surinamers;2003/'04;;;
8447;Woongemeente;Amerongen;Leerjaar 4 totaal;Antillianen en Arubanen;2003/'04;;;
8448;Woongemeente;Amerongen;Leerjaar 4 totaal;Overig niet-westerse allochtonen;2003/'04;;;
8449;Woongemeente;Amerongen;Leerjaar 4 totaal;Herkomst onbekend;2003/'04;;;
8450;Woongemeente;Amerongen;Leerjaar 5 totaal;Totaal herkomstgroeperingen;2003/'04;40.0;;
8451;Woongemeente;Amerongen;Leerjaar 5 totaal;Autochtonen;2003/'04;40.0;;
8452;Woongemeente;Amerongen;Leerjaar 5 totaal;Niet-westerse allochtonen;2003/'04;;;
8453;Woongemeente;Amerongen;Leerjaar 5 totaal;Westerse allochtonen;2003/'04;;;
8454;Woongemeente;Amerongen;Leerjaar 5 totaal;Turken;2003/'04;;;
8455;Woongemeente;Amerongen;Leerjaar 5 totaal;Marokkanen;2003/'04;;;
8456;Woongemeente;Amerongen;Leerjaar 5 totaal;Surinamers;2003/'04;;;
8457;Woongemeente;Amerongen;Leerjaar 5 totaal;Antillianen en Arubanen;2003/'04;;;
8458;Woongemeente;Amerongen;Leerjaar 5 totaal;Overig niet-westerse allochtonen;2003/'04;;;
8459;Woongemeente;Amerongen;Leerjaar 5 totaal;Herkomst onbekend;2003/'04;;;
8460;Woongemeente;Amerongen;Leerjaren 1-2 totaal;Totaal herkomstgroeperingen;2003/'04;190.0;;
8461;Woongemeente;Amerongen;Leerjaren 1-2 totaal;Autochtonen;2003/'04;170.0;;
8462;Woongemeente;Amerongen;Leerjaren 1-2 totaal;Niet-westerse allochtonen;2003/'04;;;
8463;Woongemeente;Amerongen;Leerjaren 1-2 totaal;Westerse allochtonen;2003/'04;10.0;;
8464;Woongemeente;Amerongen;Leerjaren 1-2 totaal;Turken;2003/'04;;;
8465;Woongemeente;Amerongen;Leerjaren 1-2 totaal;Marokkanen;2003/'04;;;
8466;Woongemeente;Amerongen;Leerjaren 1-2 totaal;Surinamers;2003/'04;;;
8467;Woongemeente;Amerongen;Leerjaren 1-2 totaal;Antillianen en Arubanen;2003/'04;;;
8468;Woongemeente;Amerongen;Leerjaren 1-2 totaal;Overig niet-westerse allochtonen;2003/'04;;;
8469;Woongemeente;Amerongen;Leerjaren 1-2 totaal;Herkomst onbekend;2003/'04;;;
8470;Woongemeente;Amerongen;Vmbo leerjaar 3-4 totaal;Totaal herkomstgroeperingen;2003/'04;110.0;;
8471;Woongemeente;Amerongen;Vmbo leerjaar 3-4 totaal;Autochtonen;2003/'04;100.0;;
8472;Woongemeente;Amerongen;Vmbo leerjaar 3-4 totaal;Niet-westerse allochtonen;2003/'04;;;
8473;Woongemeente;Amerongen;Vmbo leerjaar 3-4 totaal;Westerse allochtonen;2003/'04;;;
8474;Woongemeente;Amerongen;Vmbo leerjaar 3-4 totaal;Turken;2003/'04;;;
8475;Woongemeente;Amerongen;Vmbo leerjaar 3-4 totaal;Marokkanen;2003/'04;;;
8476;Woongemeente;Amerongen;Vmbo leerjaar 3-4 totaal;Surinamers;2003/'04;;;
8477;Woongemeente;Amerongen;Vmbo leerjaar 3-4 totaal;Antillianen en Arubanen;2003/'04;;;
8478;Woongemeente;Amerongen;Vmbo leerjaar 3-4 totaal;Overig niet-westerse allochtonen;2003/'04;;;
8479;Woongemeente;Amerongen;Vmbo leerjaar 3-4 totaal;Herkomst onbekend;2003/'04;;;
8480;Woongemeente;Amerongen;Havo leerjaar 3-5 totaal;Totaal herkomstgroeperingen;2003/'04;70.0;;
8481;Woongemeente;Amerongen;Havo leerjaar 3-5 totaal;Autochtonen;2003/'04;70.0;;
8482;Woongemeente;Amerongen;Havo leerjaar 3-5 totaal;Niet-westerse allochtonen;2003/'04;;;
8483;Woongemeente;Amerongen;Havo leerjaar 3-5 totaal;Westerse allochtonen;2003/'04;;;
8484;Woongemeente;Amerongen;Havo leerjaar 3-5 totaal;Turken;2003/'04;;;
8485;Woongemeente;Amerongen;Havo leerjaar 3-5 totaal;Marokkanen;2003/'04;;;
8486;Woongemeente;Amerongen;Havo leerjaar 3-5 totaal;Surinamers;2003/'04;;;
8487;Woongemeente;Amerongen;Havo leerjaar 3-5 totaal;Antillianen en Arubanen;2003/'04;;;
8488;Woongemeente;Amerongen;Havo leerjaar 3-5 totaal;Overig niet-westerse allochtonen;2003/'04;;;
8489;Woongemeente;Amerongen;Havo leerjaar 3-5 totaal;Herkomst onbekend;2003/'04;;;
8490;Woongemeente;Amerongen;Vwo leerjaar 3-6 totaal;Totaal herkomstgroeperingen;2003/'04;70.0;;
8491;Woongemeente;Amerongen;Vwo leerjaar 3-6 totaal;Autochtonen;2003/'04;60.0;;
8492;Woongemeente;Amerongen;Vwo leerjaar 3-6 totaal;Niet-westerse allochtonen;2003/'04;;;
8493;Woongemeente;Amerongen;Vwo leerjaar 3-6 totaal;Westerse allochtonen;2003/'04;;;
8494;Woongemeente;Amerongen;Vwo leerjaar 3-6 totaal;Turken;2003/'04;;;
8495;Woongemeente;Amerongen;Vwo leerjaar 3-6 totaal;Marokkanen;2003/'04;;;
8496;Woongemeente;Amerongen;Vwo leerjaar 3-6 totaal;Surinamers;2003/'04;;;
8497;Woongemeente;Amerongen;Vwo leerjaar 3-6 totaal;Antillianen en Arubanen;2003/'04;;;
8498;Woongemeente;Amerongen;Vwo leerjaar 3-6 totaal;Overig niet-westerse allochtonen;2003/'04;;;
8499;Woongemeente;Amerongen;Vwo leerjaar 3-6 totaal;Herkomst onbekend;2003/'04;;;
8500;Woongemeente;Amerongen;Vmbo-1;Totaal herkomstgroeperingen;2003/'04;20.0;;
8501;Woongemeente;Amerongen;Vmbo-1;Autochtonen;2003/'04;10.0;;
8502;Woongemeente;Amerongen;Vmbo-1;Niet-westerse allochtonen;2003/'04;;;
8503;Woongemeente;Amerongen;Vmbo-1;Westerse allochtonen;2003/'04;;;
8504;Woongemeente;Amerongen;Vmbo-1;Turken;2003/'04;;;
8505;Woongemeente;Amerongen;Vmbo-1;Marokkanen;2003/'04;;;
8506;Woongemeente;Amerongen;Vmbo-1;Surinamers;2003/'04;;;
8507;Woongemeente;Amerongen;Vmbo-1;Antillianen en Arubanen;2003/'04;;;
8508;Woongemeente;Amerongen;Vmbo-1;Overig niet-westerse allochtonen;2003/'04;;;
8509;Woongemeente;Amerongen;Vmbo-1;Herkomst onbekend;2003/'04;;;
8510;Woongemeente;Amerongen;Vmbo/havo/vwo-1;Totaal herkomstgroeperingen;2003/'04;10.0;;
8511;Woongemeente;Amerongen;Vmbo/havo/vwo-1;Autochtonen;2003/'04;10.0;;
8512;Woongemeente;Amerongen;Vmbo/havo/vwo-1;Niet-westerse allochtonen;2003/'04;;;
8513;Woongemeente;Amerongen;Vmbo/havo/vwo-1;Westerse allochtonen;2003/'04;;;
8514;Woongemeente;Amerongen;Vmbo/havo/vwo-1;Turken;2003/'04;;;
8515;Woongemeente;Amerongen;Vmbo/havo/vwo-1;Marokkanen;2003/'04;;;
8516;Woongemeente;Amerongen;Vmbo/havo/vwo-1;Surinamers;2003/'04;;;
8517;Woongemeente;Amerongen;Vmbo/havo/vwo-1;Antillianen en Arubanen;2003/'04;;;
8518;Woongemeente;Amerongen;Vmbo/havo/vwo-1;Overig niet-westerse allochtonen;2003/'04;;;
8519;Woongemeente;Amerongen;Vmbo/havo/vwo-1;Herkomst onbekend;2003/'04;;;
8520;Woongemeente;Amerongen;Vmbo-t/havo/vwo-1;Totaal herkomstgroeperingen;2003/'04;60.0;;
8521;Woongemeente;Amerongen;Vmbo-t/havo/vwo-1;Autochtonen;2003/'04;60.0;;
8522;Woongemeente;Amerongen;Vmbo-t/havo/vwo-1;Niet-westerse allochtonen;2003/'04;;;
8523;Woongemeente;Amerongen;Vmbo-t/havo/vwo-1;Westerse allochtonen;2003/'04;;;
8524;Woongemeente;Amerongen;Vmbo-t/havo/vwo-1;Turken;2003/'04;;;
8525;Woongemeente;Amerongen;Vmbo-t/havo/vwo-1;Marokkanen;2003/'04;;;
8526;Woongemeente;Amerongen;Vmbo-t/havo/vwo-1;Surinamers;2003/'04;;;
8527;Woongemeente;Amerongen;Vmbo-t/havo/vwo-1;Antillianen en Arubanen;2003/'04;;;
8528;Woongemeente;Amerongen;Vmbo-t/havo/vwo-1;Overig niet-westerse allochtonen;2003/'04;;;
8529;Woongemeente;Amerongen;Vmbo-t/havo/vwo-1;Herkomst onbekend;2003/'04;;;
8530;Woongemeente;Amerongen;Vmbo-2;Totaal herkomstgroeperingen;2003/'04;30.0;;
8531;Woongemeente;Amerongen;Vmbo-2;Autochtonen;2003/'04;20.0;;
8532;Woongemeente;Amerongen;Vmbo-2;Niet-westerse allochtonen;2003/'04;;;
8533;Woongemeente;Amerongen;Vmbo-2;Westerse allochtonen;2003/'04;;;
8534;Woongemeente;Amerongen;Vmbo-2;Turken;2003/'04;;;
8535;Woongemeente;Amerongen;Vmbo-2;Marokkanen;2003/'04;;;
8536;Woongemeente;Amerongen;Vmbo-2;Surinamers;2003/'04;;;
8537;Woongemeente;Amerongen;Vmbo-2;Antillianen en Arubanen;2003/'04;;;
8538;Woongemeente;Amerongen;Vmbo-2;Overig niet-westerse allochtonen;2003/'04;;;
8539;Woongemeente;Amerongen;Vmbo-2;Herkomst onbekend;2003/'04;;;
8540;Woongemeente;Amerongen;Vmbo/havo/vwo-2;Totaal herkomstgroeperingen;2003/'04;20.0;;
8541;Woongemeente;Amerongen;Vmbo/havo/vwo-2;Autochtonen;2003/'04;20.0;;
8542;Woongemeente;Amerongen;Vmbo/havo/vwo-2;Niet-westerse allochtonen;2003/'04;;;
8543;Woongemeente;Amerongen;Vmbo/havo/vwo-2;Westerse allochtonen;2003/'04;;;
8544;Woongemeente;Amerongen;Vmbo/havo/vwo-2;Turken;2003/'04;;;
8545;Woongemeente;Amerongen;Vmbo/havo/vwo-2;Marokkanen;2003/'04;;;
8546;Woongemeente;Amerongen;Vmbo/havo/vwo-2;Surinamers;2003/'04;;;
8547;Woongemeente;Amerongen;Vmbo/havo/vwo-2;Antillianen en Arubanen;2003/'04;;;
8548;Woongemeente;Amerongen;Vmbo/havo/vwo-2;Overig niet-westerse allochtonen;2003/'04;;;
8549;Woongemeente;Amerongen;Vmbo/havo/vwo-2;Herkomst onbekend;2003/'04;;;
8550;Woongemeente;Amerongen;Vmbo-t/havo/vwo-2;Totaal herkomstgroeperingen;2003/'04;60.0;;
8551;Woongemeente;Amerongen;Vmbo-t/havo/vwo-2;Autochtonen;2003/'04;50.0;;
8552;Woongemeente;Amerongen;Vmbo-t/havo/vwo-2;Niet-westerse allochtonen;2003/'04;;;
8553;Woongemeente;Amerongen;Vmbo-t/havo/vwo-2;Westerse allochtonen;2003/'04;;;
8554;Woongemeente;Amerongen;Vmbo-t/havo/vwo-2;Turken;2003/'04;;;
8555;Woongemeente;Amerongen;Vmbo-t/havo/vwo-2;Marokkanen;2003/'04;;;
8556;Woongemeente;Amerongen;Vmbo-t/havo/vwo-2;Surinamers;2003/'04;;;
8557;Woongemeente;Amerongen;Vmbo-t/havo/vwo-2;Antillianen en Arubanen;2003/'04;;;
8558;Woongemeente;Amerongen;Vmbo-t/havo/vwo-2;Overig niet-westerse allochtonen;2003/'04;;;
8559;Woongemeente;Amerongen;Vmbo-t/havo/vwo-2;Herkomst onbekend;2003/'04;;;
8560;Woongemeente;Amerongen;Havo/vwo-3 totaal;Totaal herkomstgroeperingen;2003/'04;40.0;;
8561;Woongemeente;Amerongen;Havo/vwo-3 totaal;Autochtonen;2003/'04;30.0;;
8562;Woongemeente;Amerongen;Havo/vwo-3 totaal;Niet-westerse allochtonen;2003/'04;;;
8563;Woongemeente;Amerongen;Havo/vwo-3 totaal;Westerse allochtonen;2003/'04;;;
8564;Woongemeente;Amerongen;Havo/vwo-3 totaal;Turken;2003/'04;;;
8565;Woongemeente;Amerongen;Havo/vwo-3 totaal;Marokkanen;2003/'04;;;
8566;Woongemeente;Amerongen;Havo/vwo-3 totaal;Surinamers;2003/'04;;;
8567;Woongemeente;Amerongen;Havo/vwo-3 totaal;Antillianen en Arubanen;2003/'04;;;
8568;Woongemeente;Amerongen;Havo/vwo-3 totaal;Overig niet-westerse allochtonen;2003/'04;;;
8569;Woongemeente;Amerongen;Havo/vwo-3 totaal;Herkomst onbekend;2003/'04;;;
8570;Woongemeente;Amerongen;Havo/vwo-4 totaal;Totaal herkomstgroeperingen;2003/'04;50.0;;
8571;Woongemeente;Amerongen;Havo/vwo-4 totaal;Autochtonen;2003/'04;40.0;;
8572;Woongemeente;Amerongen;Havo/vwo-4 totaal;Niet-westerse allochtonen;2003/'04;;;
8573;Woongemeente;Amerongen;Havo/vwo-4 totaal;Westerse allochtonen;2003/'04;;;
8574;Woongemeente;Amerongen;Havo/vwo-4 totaal;Turken;2003/'04;;;
8575;Woongemeente;Amerongen;Havo/vwo-4 totaal;Marokkanen;2003/'04;;;
8576;Woongemeente;Amerongen;Havo/vwo-4 totaal;Surinamers;2003/'04;;;
8577;Woongemeente;Amerongen;Havo/vwo-4 totaal;Antillianen en Arubanen;2003/'04;;;
8578;Woongemeente;Amerongen;Havo/vwo-4 totaal;Overig niet-westerse allochtonen;2003/'04;;;
8579;Woongemeente;Amerongen;Havo/vwo-4 totaal;Herkomst onbekend;2003/'04;;;
8580;Woongemeente;Amerongen;Algemeen leerjaar 3;Totaal herkomstgroeperingen;2003/'04;;;
8581;Woongemeente;Amerongen;Algemeen leerjaar 3;Autochtonen;2003/'04;;;
8582;Woongemeente;Amerongen;Algemeen leerjaar 3;Niet-westerse allochtonen;2003/'04;;;
8583;Woongemeente;Amerongen;Algemeen leerjaar 3;Westerse allochtonen;2003/'04;;;
8584;Woongemeente;Amerongen;Algemeen leerjaar 3;Turken;2003/'04;;;
8585;Woongemeente;Amerongen;Algemeen leerjaar 3;Marokkanen;2003/'04;;;
8586;Woongemeente;Amerongen;Algemeen leerjaar 3;Surinamers;2003/'04;;;
8587;Woongemeente;Amerongen;Algemeen leerjaar 3;Antillianen en Arubanen;2003/'04;;;
8588;Woongemeente;Amerongen;Algemeen leerjaar 3;Overig niet-westerse allochtonen;2003/'04;;;
8589;Woongemeente;Amerongen;Algemeen leerjaar 3;Herkomst onbekend;2003/'04;;;
8590;Woongemeente;Amerongen;Vwo-3;Totaal herkomstgroeperingen;2003/'04;20.0;;
8591;Woongemeente;Amerongen;Vwo-3;Autochtonen;2003/'04;20.0;;
8592;Woongemeente;Amerongen;Vwo-3;Niet-westerse allochtonen;2003/'04;;;
8593;Woongemeente;Amerongen;Vwo-3;Westerse allochtonen;2003/'04;;;
8594;Woongemeente;Amerongen;Vwo-3;Turken;2003/'04;;;
8595;Woongemeente;Amerongen;Vwo-3;Marokkanen;2003/'04;;;
8596;Woongemeente;Amerongen;Vwo-3;Surinamers;2003/'04;;;
8597;Woongemeente;Amerongen;Vwo-3;Antillianen en Arubanen;2003/'04;;;
8598;Woongemeente;Amerongen;Vwo-3;Overig niet-westerse allochtonen;2003/'04;;;
8599;Woongemeente;Amerongen;Vwo-3;Herkomst onbekend;2003/'04;;;
8600;Woongemeente;Amerongen;Vwo-4;Totaal herkomstgroeperingen;2003/'04;10.0;;
8601;Woongemeente;Amerongen;Vwo-4;Autochtonen;2003/'04;10.0;;
8602;Woongemeente;Amerongen;Vwo-4;Niet-westerse allochtonen;2003/'04;;;
8603;Woongemeente;Amerongen;Vwo-4;Westerse allochtonen;2003/'04;;;
8604;Woongemeente;Amerongen;Vwo-4;Turken;2003/'04;;;
8605;Woongemeente;Amerongen;Vwo-4;Marokkanen;2003/'04;;;
8606;Woongemeente;Amerongen;Vwo-4;Surinamers;2003/'04;;;
8607;Woongemeente;Amerongen;Vwo-4;Antillianen en Arubanen;2003/'04;;;
8608;Woongemeente;Amerongen;Vwo-4;Overig niet-westerse allochtonen;2003/'04;;;
8609;Woongemeente;Amerongen;Vwo-4;Herkomst onbekend;2003/'04;;;
8610;Woongemeente;Amerongen;Vwo-5;Totaal herkomstgroeperingen;2003/'04;20.0;;
8611;Woongemeente;Amerongen;Vwo-5;Autochtonen;2003/'04;20.0;;
8612;Woongemeente;Amerongen;Vwo-5;Niet-westerse allochtonen;2003/'04;;;
8613;Woongemeente;Amerongen;Vwo-5;Westerse allochtonen;2003/'04;;;
8614;Woongemeente;Amerongen;Vwo-5;Turken;2003/'04;;;
8615;Woongemeente;Amerongen;Vwo-5;Marokkanen;2003/'04;;;
8616;Woongemeente;Amerongen;Vwo-5;Surinamers;2003/'04;;;
8617;Woongemeente;Amerongen;Vwo-5;Antillianen en Arubanen;2003/'04;;;
8618;Woongemeente;Amerongen;Vwo-5;Overig niet-westerse allochtonen;2003/'04;;;
8619;Woongemeente;Amerongen;Vwo-5;Herkomst onbekend;2003/'04;;;
8620;Woongemeente;Amerongen;Vwo-6;Totaal herkomstgroeperingen;2003/'04;20.0;;
8621;Woongemeente;Amerongen;Vwo-6;Autochtonen;2003/'04;10.0;;
8622;Woongemeente;Amerongen;Vwo-6;Niet-westerse allochtonen;2003/'04;;;
8623;Woongemeente;Amerongen;Vwo-6;Westerse allochtonen;2003/'04;;;
8624;Woongemeente;Amerongen;Vwo-6;Turken;2003/'04;;;
8625;Woongemeente;Amerongen;Vwo-6;Marokkanen;2003/'04;;;
8626;Woongemeente;Amerongen;Vwo-6;Surinamers;2003/'04;;;
8627;Woongemeente;Amerongen;Vwo-6;Antillianen en Arubanen;2003/'04;;;
8628;Woongemeente;Amerongen;Vwo-6;Overig niet-westerse allochtonen;2003/'04;;;
8629;Woongemeente;Amerongen;Vwo-6;Herkomst onbekend;2003/'04;;;
8630;Woongemeente;Amerongen;Havo-3;Totaal herkomstgroeperingen;2003/'04;20.0;;
8631;Woongemeente;Amerongen;Havo-3;Autochtonen;2003/'04;20.0;;
8632;Woongemeente;Amerongen;Havo-3;Niet-westerse allochtonen;2003/'04;;;
8633;Woongemeente;Amerongen;Havo-3;Westerse allochtonen;2003/'04;;;
8634;Woongemeente;Amerongen;Havo-3;Turken;2003/'04;;;
8635;Woongemeente;Amerongen;Havo-3;Marokkanen;2003/'04;;;
8636;Woongemeente;Amerongen;Havo-3;Surinamers;2003/'04;;;
8637;Woongemeente;Amerongen;Havo-3;Antillianen en Arubanen;2003/'04;;;
8638;Woongemeente;Amerongen;Havo-3;Overig niet-westerse allochtonen;2003/'04;;;
8639;Woongemeente;Amerongen;Havo-3;Herkomst onbekend;2003/'04;;;
8640;Woongemeente;Amerongen;Havo-4;Totaal herkomstgroeperingen;2003/'04;30.0;;
8641;Woongemeente;Amerongen;Havo-4;Autochtonen;2003/'04;30.0;;
8642;Woongemeente;Amerongen;Havo-4;Niet-westerse allochtonen;2003/'04;;;
8643;Woongemeente;Amerongen;Havo-4;Westerse allochtonen;2003/'04;;;
8644;Woongemeente;Amerongen;Havo-4;Turken;2003/'04;;;
8645;Woongemeente;Amerongen;Havo-4;Marokkanen;2003/'04;;;
8646;Woongemeente;Amerongen;Havo-4;Surinamers;2003/'04;;;
8647;Woongemeente;Amerongen;Havo-4;Antillianen en Arubanen;2003/'04;;;
8648;Woongemeente;Amerongen;Havo-4;Overig niet-westerse allochtonen;2003/'04;;;
8649;Woongemeente;Amerongen;Havo-4;Herkomst onbekend;2003/'04;;;
8650;Woongemeente;Amerongen;Havo-5;Totaal herkomstgroeperingen;2003/'04;20.0;;
8651;Woongemeente;Amerongen;Havo-5;Autochtonen;2003/'04;20.0;;
8652;Woongemeente;Amerongen;Havo-5;Niet-westerse allochtonen;2003/'04;;;
8653;Woongemeente;Amerongen;Havo-5;Westerse allochtonen;2003/'04;;;
8654;Woongemeente;Amerongen;Havo-5;Turken;2003/'04;;;
8655;Woongemeente;Amerongen;Havo-5;Marokkanen;2003/'04;;;
8656;Woongemeente;Amerongen;Havo-5;Surinamers;2003/'04;;;
8657;Woongemeente;Amerongen;Havo-5;Antillianen en Arubanen;2003/'04;;;
8658;Woongemeente;Amerongen;Havo-5;Overig niet-westerse allochtonen;2003/'04;;;
8659;Woongemeente;Amerongen;Havo-5;Herkomst onbekend;2003/'04;;;
8660;Woongemeente;Amerongen;Vmbo-3 totaal;Totaal herkomstgroeperingen;2003/'04;60.0;;
8661;Woongemeente;Amerongen;Vmbo-3 totaal;Autochtonen;2003/'04;50.0;;
8662;Woongemeente;Amerongen;Vmbo-3 totaal;Niet-westerse allochtonen;2003/'04;;;
8663;Woongemeente;Amerongen;Vmbo-3 totaal;Westerse allochtonen;2003/'04;;;
8664;Woongemeente;Amerongen;Vmbo-3 totaal;Turken;2003/'04;;;
8665;Woongemeente;Amerongen;Vmbo-3 totaal;Marokkanen;2003/'04;;;
8666;Woongemeente;Amerongen;Vmbo-3 totaal;Surinamers;2003/'04;;;
8667;Woongemeente;Amerongen;Vmbo-3 totaal;Antillianen en Arubanen;2003/'04;;;
8668;Woongemeente;Amerongen;Vmbo-3 totaal;Overig niet-westerse allochtonen;2003/'04;;;
8669;Woongemeente;Amerongen;Vmbo-3 totaal;Herkomst onbekend;2003/'04;;;
8670;Woongemeente;Amerongen;Vmbo-4 totaal;Totaal herkomstgroeperingen;2003/'04;50.0;;
8671;Woongemeente;Amerongen;Vmbo-4 totaal;Autochtonen;2003/'04;50.0;;
8672;Woongemeente;Amerongen;Vmbo-4 totaal;Niet-westerse allochtonen;2003/'04;;;
8673;Woongemeente;Amerongen;Vmbo-4 totaal;Westerse allochtonen;2003/'04;;;
8674;Woongemeente;Amerongen;Vmbo-4 totaal;Turken;2003/'04;;;
8675;Woongemeente;Amerongen;Vmbo-4 totaal;Marokkanen;2003/'04;;;
8676;Woongemeente;Amerongen;Vmbo-4 totaal;Surinamers;2003/'04;;;
8677;Woongemeente;Amerongen;Vmbo-4 totaal;Antillianen en Arubanen;2003/'04;;;
8678;Woongemeente;Amerongen;Vmbo-4 totaal;Overig niet-westerse allochtonen;2003/'04;;;
8679;Woongemeente;Amerongen;Vmbo-4 totaal;Herkomst onbekend;2003/'04;;;
8680;Woongemeente;Amerongen;Vmbo kader- basisberoepsgericht-3;Totaal herkomstgroeperingen;2003/'04;40.0;;
8681;Woongemeente;Amerongen;Vmbo kader- basisberoepsgericht-3;Autochtonen;2003/'04;30.0;;
8682;Woongemeente;Amerongen;Vmbo kader- basisberoepsgericht-3;Niet-westerse allochtonen;2003/'04;;;
8683;Woongemeente;Amerongen;Vmbo kader- basisberoepsgericht-3;Westerse allochtonen;2003/'04;;;
8684;Woongemeente;Amerongen;Vmbo kader- basisberoepsgericht-3;Turken;2003/'04;;;
8685;Woongemeente;Amerongen;Vmbo kader- basisberoepsgericht-3;Marokkanen;2003/'04;;;
8686;Woongemeente;Amerongen;Vmbo kader- basisberoepsgericht-3;Surinamers;2003/'04;;;
8687;Woongemeente;Amerongen;Vmbo kader- basisberoepsgericht-3;Antillianen en Arubanen;2003/'04;;;
8688;Woongemeente;Amerongen;Vmbo kader- basisberoepsgericht-3;Overig niet-westerse allochtonen;2003/'04;;;
8689;Woongemeente;Amerongen;Vmbo kader- basisberoepsgericht-3;Herkomst onbekend;2003/'04;;;
8690;Woongemeente;Amerongen;Vmbo kader- basisberoepsgericht-4;Totaal herkomstgroeperingen;2003/'04;30.0;;
8691;Woongemeente;Amerongen;Vmbo kader- basisberoepsgericht-4;Autochtonen;2003/'04;30.0;;
8692;Woongemeente;Amerongen;Vmbo kader- basisberoepsgericht-4;Niet-westerse allochtonen;2003/'04;;;
8693;Woongemeente;Amerongen;Vmbo kader- basisberoepsgericht-4;Westerse allochtonen;2003/'04;;;
8694;Woongemeente;Amerongen;Vmbo kader- basisberoepsgericht-4;Turken;2003/'04;;;
8695;Woongemeente;Amerongen;Vmbo kader- basisberoepsgericht-4;Marokkanen;2003/'04;;;
8696;Woongemeente;Amerongen;Vmbo kader- basisberoepsgericht-4;Surinamers;2003/'04;;;
8697;Woongemeente;Amerongen;Vmbo kader- basisberoepsgericht-4;Antillianen en Arubanen;2003/'04;;;
8698;Woongemeente;Amerongen;Vmbo kader- basisberoepsgericht-4;Overig niet-westerse allochtonen;2003/'04;;;
8699;Woongemeente;Amerongen;Vmbo kader- basisberoepsgericht-4;Herkomst onbekend;2003/'04;;;
8700;Woongemeente;Amerongen;Vmbo basisberoepsgericht-3;Totaal herkomstgroeperingen;2003/'04;20.0;;
8701;Woongemeente;Amerongen;Vmbo basisberoepsgericht-3;Autochtonen;2003/'04;20.0;;
8702;Woongemeente;Amerongen;Vmbo basisberoepsgericht-3;Niet-westerse allochtonen;2003/'04;;;
8703;Woongemeente;Amerongen;Vmbo basisberoepsgericht-3;Westerse allochtonen;2003/'04;;;
8704;Woongemeente;Amerongen;Vmbo basisberoepsgericht-3;Turken;2003/'04;;;
8705;Woongemeente;Amerongen;Vmbo basisberoepsgericht-3;Marokkanen;2003/'04;;;
