ID;Populatie;Gemeenten;Schoolsoorten;Herkomstgroepering;Perioden;TotaalAantalLeerlingen_1;AantalVertraagdeLeerlingen_2;VertragingIn_3
2040;Woongemeente;Aalburg;Leerjaar 4 totaal;Totaal herkomstgroeperingen;2003/'04;150.0;10.0;7.0
2041;Woongemeente;Aalburg;Leerjaar 4 totaal;Autochtonen;2003/'04;150.0;10.0;7.0
2042;Woongemeente;Aalburg;Leerjaar 4 totaal;Niet-westerse allochtonen;2003/'04;;;
2043;Woongemeente;Aalburg;Leerjaar 4 totaal;Westerse allochtonen;2003/'04;;;
2044;Woongemeente;Aalburg;Leerjaar 4 totaal;Turken;2003/'04;;;
2045;Woongemeente;Aalburg;Leerjaar 4 totaal;Marokkanen;2003/'04;;;
2046;Woongemeente;Aalburg;Leerjaar 4 totaal;Surinamers;2003/'04;;;
2047;Woongemeente;Aalburg;Leerjaar 4 totaal;Antillianen en Arubanen;2003/'04;;;
2048;Woongemeente;Aalburg;Leerjaar 4 totaal;Overig niet-westerse allochtonen;2003/'04;;;
2049;Woongemeente;Aalburg;Leerjaar 4 totaal;Herkomst onbekend;2003/'04;;;
2050;Woongemeente;Aalburg;Leerjaar 5 totaal;Totaal herkomstgroeperingen;2003/'04;70.0;;
2051;Woongemeente;Aalburg;Leerjaar 5 totaal;Autochtonen;2003/'04;70.0;;
2052;Woongemeente;Aalburg;Leerjaar 5 totaal;Niet-westerse allochtonen;2003/'04;;;
2053;Woongemeente;Aalburg;Leerjaar 5 totaal;Westerse allochtonen;2003/'04;;;
2054;Woongemeente;Aalburg;Leerjaar 5 totaal;Turken;2003/'04;;;
2055;Woongemeente;Aalburg;Leerjaar 5 totaal;Marokkanen;2003/'04;;;
2056;Woongemeente;Aalburg;Leerjaar 5 totaal;Surinamers;2003/'04;;;
2057;Woongemeente;Aalburg;Leerjaar 5 totaal;Antillianen en Arubanen;2003/'04;;;
2058;Woongemeente;Aalburg;Leerjaar 5 totaal;Overig niet-westerse allochtonen;2003/'04;;;
2059;Woongemeente;Aalburg;Leerjaar 5 totaal;Herkomst onbekend;2003/'04;;;
2060;Woongemeente;Aalburg;Leerjaren 1-2 totaal;Totaal herkomstgroeperingen;2003/'04;330.0;10.0;4.0
2061;Woongemeente;Aalburg;Leerjaren 1-2 totaal;Autochtonen;2003/'04;320.0;10.0;3.0
2062;Woongemeente;Aalburg;Leerjaren 1-2 totaal;Niet-westerse allochtonen;2003/'04;;;
2063;Woongemeente;Aalburg;Leerjaren 1-2 totaal;Westerse allochtonen;2003/'04;;;
2064;Woongemeente;Aalburg;Leerjaren 1-2 totaal;Turken;2003/'04;;;
2065;Woongemeente;Aalburg;Leerjaren 1-2 totaal;Marokkanen;2003/'04;;;
2066;Woongemeente;Aalburg;Leerjaren 1-2 totaal;Surinamers;2003/'04;;;
2067;Woongemeente;Aalburg;Leerjaren 1-2 totaal;Antillianen en Arubanen;2003/'04;;;
2068;Woongemeente;Aalburg;Leerjaren 1-2 totaal;Overig niet-westerse allochtonen;2003/'04;;;
2069;Woongemeente;Aalburg;Leerjaren 1-2 totaal;Herkomst onbekend;2003/'04;;;
2070;Woongemeente;Aalburg;Vmbo leerjaar 3-4 totaal;Totaal herkomstgroeperingen;2003/'04;200.0;;
2071;Woongemeente;Aalburg;Vmbo leerjaar 3-4 totaal;Autochtonen;2003/'04;190.0;;
2072;Woongemeente;Aalburg;Vmbo leerjaar 3-4 totaal;Niet-westerse allochtonen;2003/'04;;;
2073;Woongemeente;Aalburg;Vmbo leerjaar 3-4 totaal;Westerse allochtonen;2003/'04;;;
2074;Woongemeente;Aalburg;Vmbo leerjaar 3-4 totaal;Turken;2003/'04;;;
2075;Woongemeente;Aalburg;Vmbo leerjaar 3-4 totaal;Marokkanen;2003/'04;;;
2076;Woongemeente;Aalburg;Vmbo leerjaar 3-4 totaal;Surinamers;2003/'04;;;
2077;Woongemeente;Aalburg;Vmbo leerjaar 3-4 totaal;Antillianen en Arubanen;2003/'04;;;
2078;Woongemeente;Aalburg;Vmbo leerjaar 3-4 totaal;Overig niet-westerse allochtonen;2003/'04;;;
2079;Woongemeente;Aalburg;Vmbo leerjaar 3-4 totaal;Herkomst onbekend;2003/'04;;;
2080;Woongemeente;Aalburg;Havo leerjaar 3-5 totaal;Totaal herkomstgroeperingen;2003/'04;120.0;10.0;10.0
2081;Woongemeente;Aalburg;Havo leerjaar 3-5 totaal;Autochtonen;2003/'04;120.0;10.0;10.0
2082;Woongemeente;Aalburg;Havo leerjaar 3-5 totaal;Niet-westerse allochtonen;2003/'04;;;
2083;Woongemeente;Aalburg;Havo leerjaar 3-5 totaal;Westerse allochtonen;2003/'04;;;
2084;Woongemeente;Aalburg;Havo leerjaar 3-5 totaal;Turken;2003/'04;;;
2085;Woongemeente;Aalburg;Havo leerjaar 3-5 totaal;Marokkanen;2003/'04;;;
2086;Woongemeente;Aalburg;Havo leerjaar 3-5 totaal;Surinamers;2003/'04;;;
2087;Woongemeente;Aalburg;Havo leerjaar 3-5 totaal;Antillianen en Arubanen;2003/'04;;;
2088;Woongemeente;Aalburg;Havo leerjaar 3-5 totaal;Overig niet-westerse allochtonen;2003/'04;;;
2089;Woongemeente;Aalburg;Havo leerjaar 3-5 totaal;Herkomst onbekend;2003/'04;;;
2090;Woongemeente;Aalburg;Vwo leerjaar 3-6 totaal;Totaal herkomstgroeperingen;2003/'04;100.0;;
2091;Woongemeente;Aalburg;Vwo leerjaar 3-6 totaal;Autochtonen;2003/'04;100.0;;
2092;Woongemeente;Aalburg;Vwo leerjaar 3-6 totaal;Niet-westerse allochtonen;2003/'04;;;
2093;Woongemeente;Aalburg;Vwo leerjaar 3-6 totaal;Westerse allochtonen;2003/'04;;;
2094;Woongemeente;Aalburg;Vwo leerjaar 3-6 totaal;Turken;2003/'04;;;
2095;Woongemeente;Aalburg;Vwo leerjaar 3-6 totaal;Marokkanen;2003/'04;;;
2096;Woongemeente;Aalburg;Vwo leerjaar 3-6 totaal;Surinamers;2003/'04;;;
2097;Woongemeente;Aalburg;Vwo leerjaar 3-6 totaal;Antillianen en Arubanen;2003/'04;;;
2098;Woongemeente;Aalburg;Vwo leerjaar 3-6 totaal;Overig niet-westerse allochtonen;2003/'04;;;
2099;Woongemeente;Aalburg;Vwo leerjaar 3-6 totaal;Herkomst onbekend;2003/'04;;;
2100;Woongemeente;Aalburg;Vmbo-1;Totaal herkomstgroeperingen;2003/'04;20.0;;
2101;Woongemeente;Aalburg;Vmbo-1;Autochtonen;2003/'04;20.0;;
2102;Woongemeente;Aalburg;Vmbo-1;Niet-westerse allochtonen;2003/'04;;;
2103;Woongemeente;Aalburg;Vmbo-1;Westerse allochtonen;2003/'04;;;
2104;Woongemeente;Aalburg;Vmbo-1;Turken;2003/'04;;;
2105;Woongemeente;Aalburg;Vmbo-1;Marokkanen;2003/'04;;;
2106;Woongemeente;Aalburg;Vmbo-1;Surinamers;2003/'04;;;
2107;Woongemeente;Aalburg;Vmbo-1;Antillianen en Arubanen;2003/'04;;;
2108;Woongemeente;Aalburg;Vmbo-1;Overig niet-westerse allochtonen;2003/'04;;;
2109;Woongemeente;Aalburg;Vmbo-1;Herkomst onbekend;2003/'04;;;
2110;Woongemeente;Aalburg;Vmbo/havo/vwo-1;Totaal herkomstgroeperingen;2003/'04;80.0;;
2111;Woongemeente;Aalburg;Vmbo/havo/vwo-1;Autochtonen;2003/'04;80.0;;
2112;Woongemeente;Aalburg;Vmbo/havo/vwo-1;Niet-westerse allochtonen;2003/'04;;;
2113;Woongemeente;Aalburg;Vmbo/havo/vwo-1;Westerse allochtonen;2003/'04;;;
2114;Woongemeente;Aalburg;Vmbo/havo/vwo-1;Turken;2003/'04;;;
2115;Woongemeente;Aalburg;Vmbo/havo/vwo-1;Marokkanen;2003/'04;;;
2116;Woongemeente;Aalburg;Vmbo/havo/vwo-1;Surinamers;2003/'04;;;
2117;Woongemeente;Aalburg;Vmbo/havo/vwo-1;Antillianen en Arubanen;2003/'04;;;
2118;Woongemeente;Aalburg;Vmbo/havo/vwo-1;Overig niet-westerse allochtonen;2003/'04;;;
2119;Woongemeente;Aalburg;Vmbo/havo/vwo-1;Herkomst onbekend;2003/'04;;;
2120;Woongemeente;Aalburg;Vmbo-t/havo/vwo-1;Totaal herkomstgroeperingen;2003/'04;60.0;;
2121;Woongemeente;Aalburg;Vmbo-t/havo/vwo-1;Autochtonen;2003/'04;60.0;;
2122;Woongemeente;Aalburg;Vmbo-t/havo/vwo-1;Niet-westerse allochtonen;2003/'04;;;
2123;Woongemeente;Aalburg;Vmbo-t/havo/vwo-1;Westerse allochtonen;2003/'04;;;
2124;Woongemeente;Aalburg;Vmbo-t/havo/vwo-1;Turken;2003/'04;;;
2125;Woongemeente;Aalburg;Vmbo-t/havo/vwo-1;Marokkanen;2003/'04;;;
2126;Woongemeente;Aalburg;Vmbo-t/havo/vwo-1;Surinamers;2003/'04;;;
2127;Woongemeente;Aalburg;Vmbo-t/havo/vwo-1;Antillianen en Arubanen;2003/'04;;;
2128;Woongemeente;Aalburg;Vmbo-t/havo/vwo-1;Overig niet-westerse allochtonen;2003/'04;;;
2129;Woongemeente;Aalburg;Vmbo-t/havo/vwo-1;Herkomst onbekend;2003/'04;;;
2130;Woongemeente;Aalburg;Vmbo-2;Totaal herkomstgroeperingen;2003/'04;30.0;;
2131;Woongemeente;Aalburg;Vmbo-2;Autochtonen;2003/'04;30.0;;
2132;Woongemeente;Aalburg;Vmbo-2;Niet-westerse allochtonen;2003/'04;;;
2133;Woongemeente;Aalburg;Vmbo-2;Westerse allochtonen;2003/'04;;;
2134;Woongemeente;Aalburg;Vmbo-2;Turken;2003/'04;;;
2135;Woongemeente;Aalburg;Vmbo-2;Marokkanen;2003/'04;;;
2136;Woongemeente;Aalburg;Vmbo-2;Surinamers;2003/'04;;;
2137;Woongemeente;Aalburg;Vmbo-2;Antillianen en Arubanen;2003/'04;;;
2138;Woongemeente;Aalburg;Vmbo-2;Overig niet-westerse allochtonen;2003/'04;;;
2139;Woongemeente;Aalburg;Vmbo-2;Herkomst onbekend;2003/'04;;;
2140;Woongemeente;Aalburg;Vmbo/havo/vwo-2;Totaal herkomstgroeperingen;2003/'04;70.0;;
2141;Woongemeente;Aalburg;Vmbo/havo/vwo-2;Autochtonen;2003/'04;60.0;;
2142;Woongemeente;Aalburg;Vmbo/havo/vwo-2;Niet-westerse allochtonen;2003/'04;;;
2143;Woongemeente;Aalburg;Vmbo/havo/vwo-2;Westerse allochtonen;2003/'04;;;
2144;Woongemeente;Aalburg;Vmbo/havo/vwo-2;Turken;2003/'04;;;
2145;Woongemeente;Aalburg;Vmbo/havo/vwo-2;Marokkanen;2003/'04;;;
2146;Woongemeente;Aalburg;Vmbo/havo/vwo-2;Surinamers;2003/'04;;;
2147;Woongemeente;Aalburg;Vmbo/havo/vwo-2;Antillianen en Arubanen;2003/'04;;;
2148;Woongemeente;Aalburg;Vmbo/havo/vwo-2;Overig niet-westerse allochtonen;2003/'04;;;
2149;Woongemeente;Aalburg;Vmbo/havo/vwo-2;Herkomst onbekend;2003/'04;;;
2150;Woongemeente;Aalburg;Vmbo-t/havo/vwo-2;Totaal herkomstgroeperingen;2003/'04;70.0;;
2151;Woongemeente;Aalburg;Vmbo-t/havo/vwo-2;Autochtonen;2003/'04;70.0;;
2152;Woongemeente;Aalburg;Vmbo-t/havo/vwo-2;Niet-westerse allochtonen;2003/'04;;;
2153;Woongemeente;Aalburg;Vmbo-t/havo/vwo-2;Westerse allochtonen;2003/'04;;;
2154;Woongemeente;Aalburg;Vmbo-t/havo/vwo-2;Turken;2003/'04;;;
2155;Woongemeente;Aalburg;Vmbo-t/havo/vwo-2;Marokkanen;2003/'04;;;
2156;Woongemeente;Aalburg;Vmbo-t/havo/vwo-2;Surinamers;2003/'04;;;
2157;Woongemeente;Aalburg;Vmbo-t/havo/vwo-2;Antillianen en Arubanen;2003/'04;;;
2158;Woongemeente;Aalburg;Vmbo-t/havo/vwo-2;Overig niet-westerse allochtonen;2003/'04;;;
2159;Woongemeente;Aalburg;Vmbo-t/havo/vwo-2;Herkomst onbekend;2003/'04;;;
2160;Woongemeente;Aalburg;Havo/vwo-3 totaal;Totaal herkomstgroeperingen;2003/'04;60.0;;
2161;Woongemeente;Aalburg;Havo/vwo-3 totaal;Autochtonen;2003/'04;60.0;;
2162;Woongemeente;Aalburg;Havo/vwo-3 totaal;Niet-westerse allochtonen;2003/'04;;;
2163;Woongemeente;Aalburg;Havo/vwo-3 totaal;Westerse allochtonen;2003/'04;;;
2164;Woongemeente;Aalburg;Havo/vwo-3 totaal;Turken;2003/'04;;;
2165;Woongemeente;Aalburg;Havo/vwo-3 totaal;Marokkanen;2003/'04;;;
2166;Woongemeente;Aalburg;Havo/vwo-3 totaal;Surinamers;2003/'04;;;
2167;Woongemeente;Aalburg;Havo/vwo-3 totaal;Antillianen en Arubanen;2003/'04;;;
2168;Woongemeente;Aalburg;Havo/vwo-3 totaal;Overig niet-westerse allochtonen;2003/'04;;;
2169;Woongemeente;Aalburg;Havo/vwo-3 totaal;Herkomst onbekend;2003/'04;;;
2170;Woongemeente;Aalburg;Havo/vwo-4 totaal;Totaal herkomstgroeperingen;2003/'04;70.0;;
2171;Woongemeente;Aalburg;Havo/vwo-4 totaal;Autochtonen;2003/'04;60.0;;
2172;Woongemeente;Aalburg;Havo/vwo-4 totaal;Niet-westerse allochtonen;2003/'04;;;
2173;Woongemeente;Aalburg;Havo/vwo-4 totaal;Westerse allochtonen;2003/'04;;;
2174;Woongemeente;Aalburg;Havo/vwo-4 totaal;Turken;2003/'04;;;
2175;Woongemeente;Aalburg;Havo/vwo-4 totaal;Marokkanen;2003/'04;;;
2176;Woongemeente;Aalburg;Havo/vwo-4 totaal;Surinamers;2003/'04;;;
2177;Woongemeente;Aalburg;Havo/vwo-4 totaal;Antillianen en Arubanen;2003/'04;;;
2178;Woongemeente;Aalburg;Havo/vwo-4 totaal;Overig niet-westerse allochtonen;2003/'04;;;
2179;Woongemeente;Aalburg;Havo/vwo-4 totaal;Herkomst onbekend;2003/'04;;;
2180;Woongemeente;Aalburg;Algemeen leerjaar 3;Totaal herkomstgroeperingen;2003/'04;;;
2181;Woongemeente;Aalburg;Algemeen leerjaar 3;Autochtonen;2003/'04;;;
2182;Woongemeente;Aalburg;Algemeen leerjaar 3;Niet-westerse allochtonen;2003/'04;;;
2183;Woongemeente;Aalburg;Algemeen leerjaar 3;Westerse allochtonen;2003/'04;;;
2184;Woongemeente;Aalburg;Algemeen leerjaar 3;Turken;2003/'04;;;
2185;Woongemeente;Aalburg;Algemeen leerjaar 3;Marokkanen;2003/'04;;;
2186;Woongemeente;Aalburg;Algemeen leerjaar 3;Surinamers;2003/'04;;;
2187;Woongemeente;Aalburg;Algemeen leerjaar 3;Antillianen en Arubanen;2003/'04;;;
2188;Woongemeente;Aalburg;Algemeen leerjaar 3;Overig niet-westerse allochtonen;2003/'04;;;
2189;Woongemeente;Aalburg;Algemeen leerjaar 3;Herkomst onbekend;2003/'04;;;
2190;Woongemeente;Aalburg;Vwo-3;Totaal herkomstgroeperingen;2003/'04;30.0;;
2191;Woongemeente;Aalburg;Vwo-3;Autochtonen;2003/'04;30.0;;
2192;Woongemeente;Aalburg;Vwo-3;Niet-westerse allochtonen;2003/'04;;;
2193;Woongemeente;Aalburg;Vwo-3;Westerse allochtonen;2003/'04;;;
2194;Woongemeente;Aalburg;Vwo-3;Turken;2003/'04;;;
2195;Woongemeente;Aalburg;Vwo-3;Marokkanen;2003/'04;;;
2196;Woongemeente;Aalburg;Vwo-3;Surinamers;2003/'04;;;
2197;Woongemeente;Aalburg;Vwo-3;Antillianen en Arubanen;2003/'04;;;
2198;Woongemeente;Aalburg;Vwo-3;Overig niet-westerse allochtonen;2003/'04;;;
2199;Woongemeente;Aalburg;Vwo-3;Herkomst onbekend;2003/'04;;;
2200;Woongemeente;Aalburg;Vwo-4;Totaal herkomstgroeperingen;2003/'04;20.0;;
2201;Woongemeente;Aalburg;Vwo-4;Autochtonen;2003/'04;20.0;;
2202;Woongemeente;Aalburg;Vwo-4;Niet-westerse allochtonen;2003/'04;;;
2203;Woongemeente;Aalburg;Vwo-4;Westerse allochtonen;2003/'04;;;
2204;Woongemeente;Aalburg;Vwo-4;Turken;2003/'04;;;
2205;Woongemeente;Aalburg;Vwo-4;Marokkanen;2003/'04;;;
2206;Woongemeente;Aalburg;Vwo-4;Surinamers;2003/'04;;;
2207;Woongemeente;Aalburg;Vwo-4;Antillianen en Arubanen;2003/'04;;;
2208;Woongemeente;Aalburg;Vwo-4;Overig niet-westerse allochtonen;2003/'04;;;
2209;Woongemeente;Aalburg;Vwo-4;Herkomst onbekend;2003/'04;;;
2210;Woongemeente;Aalburg;Vwo-5;Totaal herkomstgroeperingen;2003/'04;30.0;;
2211;Woongemeente;Aalburg;Vwo-5;Autochtonen;2003/'04;20.0;;
2212;Woongemeente;Aalburg;Vwo-5;Niet-westerse allochtonen;2003/'04;;;
2213;Woongemeente;Aalburg;Vwo-5;Westerse allochtonen;2003/'04;;;
2214;Woongemeente;Aalburg;Vwo-5;Turken;2003/'04;;;
2215;Woongemeente;Aalburg;Vwo-5;Marokkanen;2003/'04;;;
2216;Woongemeente;Aalburg;Vwo-5;Surinamers;2003/'04;;;
2217;Woongemeente;Aalburg;Vwo-5;Antillianen en Arubanen;2003/'04;;;
2218;Woongemeente;Aalburg;Vwo-5;Overig niet-westerse allochtonen;2003/'04;;;
2219;Woongemeente;Aalburg;Vwo-5;Herkomst onbekend;2003/'04;;;
2220;Woongemeente;Aalburg;Vwo-6;Totaal herkomstgroeperingen;2003/'04;20.0;;
2221;Woongemeente;Aalburg;Vwo-6;Autochtonen;2003/'04;20.0;;
2222;Woongemeente;Aalburg;Vwo-6;Niet-westerse allochtonen;2003/'04;;;
2223;Woongemeente;Aalburg;Vwo-6;Westerse allochtonen;2003/'04;;;
2224;Woongemeente;Aalburg;Vwo-6;Turken;2003/'04;;;
2225;Woongemeente;Aalburg;Vwo-6;Marokkanen;2003/'04;;;
2226;Woongemeente;Aalburg;Vwo-6;Surinamers;2003/'04;;;
2227;Woongemeente;Aalburg;Vwo-6;Antillianen en Arubanen;2003/'04;;;
2228;Woongemeente;Aalburg;Vwo-6;Overig niet-westerse allochtonen;2003/'04;;;
2229;Woongemeente;Aalburg;Vwo-6;Herkomst onbekend;2003/'04;;;
2230;Woongemeente;Aalburg;Havo-3;Totaal herkomstgroeperingen;2003/'04;40.0;;
2231;Woongemeente;Aalburg;Havo-3;Autochtonen;2003/'04;40.0;;
2232;Woongemeente;Aalburg;Havo-3;Niet-westerse allochtonen;2003/'04;;;
2233;Woongemeente;Aalburg;Havo-3;Westerse allochtonen;2003/'04;;;
2234;Woongemeente;Aalburg;Havo-3;Turken;2003/'04;;;
2235;Woongemeente;Aalburg;Havo-3;Marokkanen;2003/'04;;;
2236;Woongemeente;Aalburg;Havo-3;Surinamers;2003/'04;;;
2237;Woongemeente;Aalburg;Havo-3;Antillianen en Arubanen;2003/'04;;;
2238;Woongemeente;Aalburg;Havo-3;Overig niet-westerse allochtonen;2003/'04;;;
2239;Woongemeente;Aalburg;Havo-3;Herkomst onbekend;2003/'04;;;
2240;Woongemeente;Aalburg;Havo-4;Totaal herkomstgroeperingen;2003/'04;40.0;;
2241;Woongemeente;Aalburg;Havo-4;Autochtonen;2003/'04;40.0;;
2242;Woongemeente;Aalburg;Havo-4;Niet-westerse allochtonen;2003/'04;;;
2243;Woongemeente;Aalburg;Havo-4;Westerse allochtonen;2003/'04;;;
2244;Woongemeente;Aalburg;Havo-4;Turken;2003/'04;;;
2245;Woongemeente;Aalburg;Havo-4;Marokkanen;2003/'04;;;
2246;Woongemeente;Aalburg;Havo-4;Surinamers;2003/'04;;;
2247;Woongemeente;Aalburg;Havo-4;Antillianen en Arubanen;2003/'04;;;
2248;Woongemeente;Aalburg;Havo-4;Overig niet-westerse allochtonen;2003/'04;;;
2249;Woongemeente;Aalburg;Havo-4;Herkomst onbekend;2003/'04;;;
2250;Woongemeente;Aalburg;Havo-5;Totaal herkomstgroeperingen;2003/'04;40.0;;
2251;Woongemeente;Aalburg;Havo-5;Autochtonen;2003/'04;40.0;;
2252;Woongemeente;Aalburg;Havo-5;Niet-westerse allochtonen;2003/'04;;;
2253;Woongemeente;Aalburg;Havo-5;Westerse allochtonen;2003/'04;;;
2254;Woongemeente;Aalburg;Havo-5;Turken;2003/'04;;;
2255;Woongemeente;Aalburg;Havo-5;Marokkanen;2003/'04;;;
2256;Woongemeente;Aalburg;Havo-5;Surinamers;2003/'04;;;
2257;Woongemeente;Aalburg;Havo-5;Antillianen en Arubanen;2003/'04;;;
2258;Woongemeente;Aalburg;Havo-5;Overig niet-westerse allochtonen;2003/'04;;;
2259;Woongemeente;Aalburg;Havo-5;Herkomst onbekend;2003/'04;;;
2260;Woongemeente;Aalburg;Vmbo-3 totaal;Totaal herkomstgroeperingen;2003/'04;110.0;;
2261;Woongemeente;Aalburg;Vmbo-3 totaal;Autochtonen;2003/'04;110.0;;
2262;Woongemeente;Aalburg;Vmbo-3 totaal;Niet-westerse allochtonen;2003/'04;;;
2263;Woongemeente;Aalburg;Vmbo-3 totaal;Westerse allochtonen;2003/'04;;;
2264;Woongemeente;Aalburg;Vmbo-3 totaal;Turken;2003/'04;;;
2265;Woongemeente;Aalburg;Vmbo-3 totaal;Marokkanen;2003/'04;;;
2266;Woongemeente;Aalburg;Vmbo-3 totaal;Surinamers;2003/'04;;;
2267;Woongemeente;Aalburg;Vmbo-3 totaal;Antillianen en Arubanen;2003/'04;;;
2268;Woongemeente;Aalburg;Vmbo-3 totaal;Overig niet-westerse allochtonen;2003/'04;;;
2269;Woongemeente;Aalburg;Vmbo-3 totaal;Herkomst onbekend;2003/'04;;;
2270;Woongemeente;Aalburg;Vmbo-4 totaal;Totaal herkomstgroeperingen;2003/'04;90.0;;
2271;Woongemeente;Aalburg;Vmbo-4 totaal;Autochtonen;2003/'04;90.0;;
2272;Woongemeente;Aalburg;Vmbo-4 totaal;Niet-westerse allochtonen;2003/'04;;;
2273;Woongemeente;Aalburg;Vmbo-4 totaal;Westerse allochtonen;2003/'04;;;
2274;Woongemeente;Aalburg;Vmbo-4 totaal;Turken;2003/'04;;;
2275;Woongemeente;Aalburg;Vmbo-4 totaal;Marokkanen;2003/'04;;;
2276;Woongemeente;Aalburg;Vmbo-4 totaal;Surinamers;2003/'04;;;
2277;Woongemeente;Aalburg;Vmbo-4 totaal;Antillianen en Arubanen;2003/'04;;;
2278;Woongemeente;Aalburg;Vmbo-4 totaal;Overig niet-westerse allochtonen;2003/'04;;;
2279;Woongemeente;Aalburg;Vmbo-4 totaal;Herkomst onbekend;2003/'04;;;
2280;Woongemeente;Aalburg;Vmbo kader- basisberoepsgericht-3;Totaal herkomstgroeperingen;2003/'04;50.0;;
2281;Woongemeente;Aalburg;Vmbo kader- basisberoepsgericht-3;Autochtonen;2003/'04;50.0;;
2282;Woongemeente;Aalburg;Vmbo kader- basisberoepsgericht-3;Niet-westerse allochtonen;2003/'04;;;
2283;Woongemeente;Aalburg;Vmbo kader- basisberoepsgericht-3;Westerse allochtonen;2003/'04;;;
2284;Woongemeente;Aalburg;Vmbo kader- basisberoepsgericht-3;Turken;2003/'04;;;
2285;Woongemeente;Aalburg;Vmbo kader- basisberoepsgericht-3;Marokkanen;2003/'04;;;
2286;Woongemeente;Aalburg;Vmbo kader- basisberoepsgericht-3;Surinamers;2003/'04;;;
2287;Woongemeente;Aalburg;Vmbo kader- basisberoepsgericht-3;Antillianen en Arubanen;2003/'04;;;
2288;Woongemeente;Aalburg;Vmbo kader- basisberoepsgericht-3;Overig niet-westerse allochtonen;2003/'04;;;
2289;Woongemeente;Aalburg;Vmbo kader- basisberoepsgericht-3;Herkomst onbekend;2003/'04;;;
2290;Woongemeente;Aalburg;Vmbo kader- basisberoepsgericht-4;Totaal herkomstgroeperingen;2003/'04;50.0;;
2291;Woongemeente;Aalburg;Vmbo kader- basisberoepsgericht-4;Autochtonen;2003/'04;50.0;;
2292;Woongemeente;Aalburg;Vmbo kader- basisberoepsgericht-4;Niet-westerse allochtonen;2003/'04;;;
2293;Woongemeente;Aalburg;Vmbo kader- basisberoepsgericht-4;Westerse allochtonen;2003/'04;;;
2294;Woongemeente;Aalburg;Vmbo kader- basisberoepsgericht-4;Turken;2003/'04;;;
2295;Woongemeente;Aalburg;Vmbo kader- basisberoepsgericht-4;Marokkanen;2003/'04;;;
2296;Woongemeente;Aalburg;Vmbo kader- basisberoepsgericht-4;Surinamers;2003/'04;;;
2297;Woongemeente;Aalburg;Vmbo kader- basisberoepsgericht-4;Antillianen en Arubanen;2003/'04;;;
2298;Woongemeente;Aalburg;Vmbo kader- basisberoepsgericht-4;Overig niet-westerse allochtonen;2003/'04;;;
2299;Woongemeente;Aalburg;Vmbo kader- basisberoepsgericht-4;Herkomst onbekend;2003/'04;;;
2300;Woongemeente;Aalburg;Vmbo basisberoepsgericht-3;Totaal herkomstgroeperingen;2003/'04;30.0;;
2301;Woongemeente;Aalburg;Vmbo basisberoepsgericht-3;Autochtonen;2003/'04;30.0;;
2302;Woongemeente;Aalburg;Vmbo basisberoepsgericht-3;Niet-westerse allochtonen;2003/'04;;;
2303;Woongemeente;Aalburg;Vmbo basisberoepsgericht-3;Westerse allochtonen;2003/'04;;;
2304;Woongemeente;Aalburg;Vmbo basisberoepsgericht-3;Turken;2003/'04;;;
2305;Woongemeente;Aalburg;Vmbo basisberoepsgericht-3;Marokkanen;2003/'04;;;
2306;Woongemeente;Aalburg;Vmbo basisberoepsgericht-3;Surinamers;2003/'04;;;
2307;Woongemeente;Aalburg;Vmbo basisberoepsgericht-3;Antillianen en Arubanen;2003/'04;;;
2308;Woongemeente;Aalburg;Vmbo basisberoepsgericht-3;Overig niet-westerse allochtonen;2003/'04;;;
2309;Woongemeente;Aalburg;Vmbo basisberoepsgericht-3;Herkomst onbekend;2003/'04;;;
2310;Woongemeente;Aalburg;Vmbo basisberoepsgericht-4;Totaal herkomstgroeperingen;2003/'04;30.0;;
2311;Woongemeente;Aalburg;Vmbo basisberoepsgericht-4;Autochtonen;2003/'04;30.0;;
2312;Woongemeente;Aalburg;Vmbo basisberoepsgericht-4;Niet-westerse allochtonen;2003/'04;;;
2313;Woongemeente;Aalburg;Vmbo basisberoepsgericht-4;Westerse allochtonen;2003/'04;;;
2314;Woongemeente;Aalburg;Vmbo basisberoepsgericht-4;Turken;2003/'04;;;
2315;Woongemeente;Aalburg;Vmbo basisberoepsgericht-4;Marokkanen;2003/'04;;;
2316;Woongemeente;Aalburg;Vmbo basisberoepsgericht-4;Surinamers;2003/'04;;;
2317;Woongemeente;Aalburg;Vmbo basisberoepsgericht-4;Antillianen en Arubanen;2003/'04;;;
2318;Woongemeente;Aalburg;Vmbo basisberoepsgericht-4;Overig niet-westerse allochtonen;2003/'04;;;
2319;Woongemeente;Aalburg;Vmbo basisberoepsgericht-4;Herkomst onbekend;2003/'04;;;
2320;Woongemeente;Aalburg;Vmbo kaderberoepsgericht-3;Totaal herkomstgroeperingen;2003/'04;20.0;;
2321;Woongemeente;Aalburg;Vmbo kaderberoepsgericht-3;Autochtonen;2003/'04;20.0;;
2322;Woongemeente;Aalburg;Vmbo kaderberoepsgericht-3;Niet-westerse allochtonen;2003/'04;;;
2323;Woongemeente;Aalburg;Vmbo kaderberoepsgericht-3;Westerse allochtonen;2003/'04;;;
2324;Woongemeente;Aalburg;Vmbo kaderberoepsgericht-3;Turken;2003/'04;;;
2325;Woongemeente;Aalburg;Vmbo kaderberoepsgericht-3;Marokkanen;2003/'04;;;
