ID;Soortwoning;RegioS;Perioden;VoorraadPer1Januari_1;Nieuwbouw_2;AankoopTotaal_3;ToegelatenInstellingen_4;Gemeenten_5;OverigeInstellingen_6;VerkoopTotaal_7;ZittendeHuurders_8;ToegelatenInstellingen_9;OverigeParticulieren_10;Beleggers_11;Anderen_12;Sloop_13;VoorraadPer31december_14
6451;Dure en betaalbare woningen;Zaanstad;2001;17481;140;35;23;0;12;72;0;36;36;0;0;0;16482
6452;Dure en betaalbare woningen;Zaltbommel;2000;1586;2;2;0;0;2;13;13;0;0;0;0;0;1711
6453;Dure en betaalbare woningen;Zaltbommel;2001;1711;16;3;0;0;3;16;14;2;0;0;0;0;1412
6454;Dure en betaalbare woningen;Zandvoort;2000;2301;0;0;0;0;0;0;0;0;0;0;0;0;2301
6455;Dure en betaalbare woningen;Zandvoort;2001;2301;0;0;0;0;0;0;0;0;0;0;0;0;2088
6456;Dure en betaalbare woningen;Zederik;2000;921;0;697;0;697;0;713;6;0;707;0;0;0;905
6457;Dure en betaalbare woningen;Zederik;2001;787;0;0;0;0;0;7;6;1;0;0;0;0;768
6458;Dure en betaalbare woningen;Zeevang;2000;372;0;0;0;0;0;0;0;0;0;0;0;0;383
6459;Dure en betaalbare woningen;Zeevang;2001;349;0;0;0;0;0;0;0;0;0;0;0;0;364
6460;Dure en betaalbare woningen;Zeewolde;2000;1541;59;0;0;0;0;10;10;0;0;0;0;0;1590
6461;Dure en betaalbare woningen;Zeewolde;2001;1596;18;0;0;0;0;8;3;5;0;0;0;0;1606
6462;Dure en betaalbare woningen;Zeist;2000;6713;0;2;0;0;2;16;13;0;0;0;3;0;7193
6463;Dure en betaalbare woningen;Zeist;2001;7095;23;5;0;0;5;7;5;2;0;0;0;0;6552
6464;Dure en betaalbare woningen;Zelhem;2000;662;0;0;0;0;0;3;0;3;0;0;0;0;721
6465;Dure en betaalbare woningen;Zelhem;2001;721;0;0;0;0;0;4;4;0;0;0;0;0;595
6466;Dure en betaalbare woningen;Zevenaar;2000;2632;100;0;0;0;0;29;12;5;0;0;12;0;2724
6467;Dure en betaalbare woningen;Zevenaar;2001;3260;0;0;0;0;0;16;16;0;0;0;0;0;3162
6468;Dure en betaalbare woningen;Zevenhuizen-Moerkapelle;2000;796;6;0;0;0;0;0;0;0;0;0;0;0;777
6469;Dure en betaalbare woningen;Zevenhuizen-Moerkapelle;2001;777;0;0;0;0;0;0;0;0;0;0;0;0;776
6470;Dure en betaalbare woningen;Zijpe;2000;752;0;0;0;0;0;0;0;0;0;0;0;0;777
6471;Dure en betaalbare woningen;Zijpe;2001;662;0;0;0;0;0;0;0;0;0;0;0;0;710
6472;Dure en betaalbare woningen;Zoetermeer;2000;16922;66;0;0;0;0;75;30;45;0;0;0;0;16965
6473;Dure en betaalbare woningen;Zoetermeer;2001;16364;0;0;0;0;0;69;25;44;0;0;0;24;16108
6474;Dure en betaalbare woningen;Zoeterwoude;2000;589;0;0;0;0;0;5;4;1;0;0;0;0;603
6475;Dure en betaalbare woningen;Zoeterwoude;2001;530;1;0;0;0;0;2;0;2;0;0;0;6;551
6476;Dure en betaalbare woningen;Zuidhorn;2000;932;27;0;0;0;0;38;20;18;0;0;0;3;918
6477;Dure en betaalbare woningen;Zuidhorn;2001;764;0;0;0;0;0;21;15;6;0;0;0;0;743
6478;Dure en betaalbare woningen;Zundert;2000;848;24;0;0;0;0;10;10;0;0;0;0;6;856
6479;Dure en betaalbare woningen;Zundert;2001;839;0;17;17;0;0;48;31;0;17;0;0;0;741
6480;Dure en betaalbare woningen;Zutphen;2000;3749;0;3;0;0;3;31;11;20;0;0;0;0;3909
6481;Dure en betaalbare woningen;Zutphen;2001;3909;12;0;0;0;0;17;3;14;0;0;0;1;3389
6482;Dure en betaalbare woningen;Zwartewaterland;2000;1113;20;0;0;0;0;4;2;2;0;0;0;0;1274
6483;Dure en betaalbare woningen;Zwartewaterland;2001;1274;0;0;0;0;0;1;0;1;0;0;0;0;1148
6484;Dure en betaalbare woningen;Zwartsluis;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6485;Dure en betaalbare woningen;Zwartsluis;2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6486;Dure en betaalbare woningen;Zwijndrecht;2000;6652;16;0;0;0;0;140;55;5;0;80;0;4;6775
6487;Dure en betaalbare woningen;Zwijndrecht;2001;6319;20;0;0;0;0;18;12;6;0;0;0;0;6319
6488;Dure en betaalbare woningen;Zwolle;2000;10863;49;302;302;0;0;97;86;11;0;0;0;0;11724
6489;Dure en betaalbare woningen;Zwolle;2001;11648;160;95;93;0;2;152;21;40;91;0;0;0;11099
6490;Eenheden in verzorgingshuizen;Nederland;2000;40340;283;1270;209;0;1061;208;0;0;208;0;0;134;41008
6491;Eenheden in verzorgingshuizen;Nederland;2001;41482;119;1420;90;53;1277;0;0;0;0;0;0;89;43233
6492;Eenheden in verzorgingshuizen;Noord-Nederland;2000;7035;0;183;0;0;183;0;0;0;0;0;0;42;7267
6493;Eenheden in verzorgingshuizen;Noord-Nederland;2001;7306;0;0;0;0;0;0;0;0;0;0;0;0;7274
6494;Eenheden in verzorgingshuizen;Oost-Nederland;2000;7785;26;212;0;0;212;0;0;0;0;0;0;12;8060
6495;Eenheden in verzorgingshuizen;Oost-Nederland;2001;8254;24;185;0;53;132;0;0;0;0;0;0;0;8570
6496;Eenheden in verzorgingshuizen;West-Nederland;2000;20878;207;476;208;0;268;208;0;0;208;0;0;80;20589
6497;Eenheden in verzorgingshuizen;West-Nederland;2001;20808;63;1010;90;0;920;0;0;0;0;0;0;55;22096
6498;Eenheden in verzorgingshuizen;Zuid-Nederland;2000;4642;50;399;1;0;398;0;0;0;0;0;0;0;5092
6499;Eenheden in verzorgingshuizen;Zuid-Nederland;2001;5114;32;225;0;0;225;0;0;0;0;0;0;34;5293
6500;Eenheden in verzorgingshuizen;Groningen (PV);2000;3782;0;77;0;0;77;0;0;0;0;0;0;0;3859
6501;Eenheden in verzorgingshuizen;Groningen (PV);2001;3859;0;0;0;0;0;0;0;0;0;0;0;0;3818
6502;Eenheden in verzorgingshuizen;Friesland (PV);2000;1808;0;106;0;0;106;0;0;0;0;0;0;42;1963
6503;Eenheden in verzorgingshuizen;Friesland (PV);2001;2002;0;0;0;0;0;0;0;0;0;0;0;0;1991
6504;Eenheden in verzorgingshuizen;Drenthe (PV);2000;1445;0;0;0;0;0;0;0;0;0;0;0;0;1445
6505;Eenheden in verzorgingshuizen;Drenthe (PV);2001;1445;0;0;0;0;0;0;0;0;0;0;0;0;1465
6506;Eenheden in verzorgingshuizen;Overijssel (PV);2000;2183;6;157;0;0;157;0;0;0;0;0;0;0;2346
6507;Eenheden in verzorgingshuizen;Overijssel (PV);2001;2346;8;103;0;53;50;0;0;0;0;0;0;0;2509
6508;Eenheden in verzorgingshuizen;Flevoland (PV);2000;847;0;0;0;0;0;0;0;0;0;0;0;0;847
6509;Eenheden in verzorgingshuizen;Flevoland (PV);2001;847;0;0;0;0;0;0;0;0;0;0;0;0;805
6510;Eenheden in verzorgingshuizen;Gelderland (PV);2000;4755;20;55;0;0;55;0;0;0;0;0;0;12;4867
6511;Eenheden in verzorgingshuizen;Gelderland (PV);2001;5061;16;82;0;0;82;0;0;0;0;0;0;0;5256
6512;Eenheden in verzorgingshuizen;Utrecht (PV);2000;2684;0;0;0;0;0;0;0;0;0;0;0;0;2542
6513;Eenheden in verzorgingshuizen;Utrecht (PV);2001;2502;0;140;35;0;105;0;0;0;0;0;0;0;2589
6514;Eenheden in verzorgingshuizen;Noord-Holland (PV);2000;9188;90;140;0;0;140;0;0;0;0;0;0;80;9370
6515;Eenheden in verzorgingshuizen;Noord-Holland (PV);2001;9574;0;0;0;0;0;0;0;0;0;0;0;0;9689
6516;Eenheden in verzorgingshuizen;Zuid-Holland (PV);2000;8401;117;336;208;0;128;208;0;0;208;0;0;0;8072
6517;Eenheden in verzorgingshuizen;Zuid-Holland (PV);2001;8123;60;870;55;0;815;0;0;0;0;0;0;55;9207
6518;Eenheden in verzorgingshuizen;Zeeland (PV);2000;605;0;0;0;0;0;0;0;0;0;0;0;0;605
6519;Eenheden in verzorgingshuizen;Zeeland (PV);2001;609;3;0;0;0;0;0;0;0;0;0;0;0;611
6520;Eenheden in verzorgingshuizen;Noord-Brabant (PV);2000;3409;0;265;1;0;264;0;0;0;0;0;0;0;3675
6521;Eenheden in verzorgingshuizen;Noord-Brabant (PV);2001;3697;32;119;0;0;119;0;0;0;0;0;0;34;3609
6522;Eenheden in verzorgingshuizen;Limburg (PV);2000;1233;50;134;0;0;134;0;0;0;0;0;0;0;1417
6523;Eenheden in verzorgingshuizen;Limburg (PV);2001;1417;0;106;0;0;106;0;0;0;0;0;0;0;1684
6524;Eenheden in verzorgingshuizen;Oost-Groningen (CR);2000;1017;0;0;0;0;0;0;0;0;0;0;0;0;1017
6525;Eenheden in verzorgingshuizen;Oost-Groningen (CR);2001;1017;0;0;0;0;0;0;0;0;0;0;0;0;1017
6526;Eenheden in verzorgingshuizen;Delfzijl en omgeving (CR);2000;379;0;0;0;0;0;0;0;0;0;0;0;0;379
6527;Eenheden in verzorgingshuizen;Delfzijl en omgeving (CR);2001;379;0;0;0;0;0;0;0;0;0;0;0;0;379
6528;Eenheden in verzorgingshuizen;Overig Groningen (CR);2000;2386;0;77;0;0;77;0;0;0;0;0;0;0;2463
6529;Eenheden in verzorgingshuizen;Overig Groningen (CR);2001;2463;0;0;0;0;0;0;0;0;0;0;0;0;2422
6530;Eenheden in verzorgingshuizen;Noord-Friesland (CR);2000;1261;0;0;0;0;0;0;0;0;0;0;0;0;1261
6531;Eenheden in verzorgingshuizen;Noord-Friesland (CR);2001;1261;0;0;0;0;0;0;0;0;0;0;0;0;1250
6532;Eenheden in verzorgingshuizen;Zuidwest-Friesland (CR);2000;248;0;106;0;0;106;0;0;0;0;0;0;42;312
6533;Eenheden in verzorgingshuizen;Zuidwest-Friesland (CR);2001;312;0;0;0;0;0;0;0;0;0;0;0;0;312
6534;Eenheden in verzorgingshuizen;Zuidoost-Friesland (CR);2000;299;0;0;0;0;0;0;0;0;0;0;0;0;390
6535;Eenheden in verzorgingshuizen;Zuidoost-Friesland (CR);2001;429;0;0;0;0;0;0;0;0;0;0;0;0;429
6536;Eenheden in verzorgingshuizen;Noord-Drenthe (CR);2000;343;0;0;0;0;0;0;0;0;0;0;0;0;343
6537;Eenheden in verzorgingshuizen;Noord-Drenthe (CR);2001;343;0;0;0;0;0;0;0;0;0;0;0;0;343
6538;Eenheden in verzorgingshuizen;Zuidoost-Drenthe (CR);2000;601;0;0;0;0;0;0;0;0;0;0;0;0;601
6539;Eenheden in verzorgingshuizen;Zuidoost-Drenthe (CR);2001;601;0;0;0;0;0;0;0;0;0;0;0;0;601
6540;Eenheden in verzorgingshuizen;Zuidwest-Drenthe (CR);2000;501;0;0;0;0;0;0;0;0;0;0;0;0;501
6541;Eenheden in verzorgingshuizen;Zuidwest-Drenthe (CR);2001;501;0;0;0;0;0;0;0;0;0;0;0;0;521
6542;Eenheden in verzorgingshuizen;Noord-Overijssel (CR);2000;620;6;0;0;0;0;0;0;0;0;0;0;0;626
6543;Eenheden in verzorgingshuizen;Noord-Overijssel (CR);2001;626;0;0;0;0;0;0;0;0;0;0;0;0;613
6544;Eenheden in verzorgingshuizen;Zuidwest-Overijssel (CR);2000;594;0;0;0;0;0;0;0;0;0;0;0;0;594
6545;Eenheden in verzorgingshuizen;Zuidwest-Overijssel (CR);2001;594;0;0;0;0;0;0;0;0;0;0;0;0;615
6546;Eenheden in verzorgingshuizen;Twente (CR);2000;969;0;157;0;0;157;0;0;0;0;0;0;0;1126
6547;Eenheden in verzorgingshuizen;Twente (CR);2001;1126;8;103;0;53;50;0;0;0;0;0;0;0;1281
6548;Eenheden in verzorgingshuizen;Veluwe (CR);2000;2169;0;0;0;0;0;0;0;0;0;0;0;12;2158
6549;Eenheden in verzorgingshuizen;Veluwe (CR);2001;2209;16;0;0;0;0;0;0;0;0;0;0;0;2324
6550;Eenheden in verzorgingshuizen;Achterhoek (CR);2000;827;0;55;0;0;55;0;0;0;0;0;0;0;882
6551;Eenheden in verzorgingshuizen;Achterhoek (CR);2001;882;0;12;0;0;12;0;0;0;0;0;0;0;887
6552;Eenheden in verzorgingshuizen;Arnhem/Nijmegen (CR);2000;1388;20;0;0;0;0;0;0;0;0;0;0;0;1456
6553;Eenheden in verzorgingshuizen;Arnhem/Nijmegen (CR);2001;1599;0;70;0;0;70;0;0;0;0;0;0;0;1674
6554;Eenheden in verzorgingshuizen;Zuidwest-Gelderland (CR);2000;371;0;0;0;0;0;0;0;0;0;0;0;0;371
6555;Eenheden in verzorgingshuizen;Zuidwest-Gelderland (CR);2001;371;0;0;0;0;0;0;0;0;0;0;0;0;371
6556;Eenheden in verzorgingshuizen;Utrecht (CR);2000;2684;0;0;0;0;0;0;0;0;0;0;0;0;2542
6557;Eenheden in verzorgingshuizen;Utrecht (CR);2001;2502;0;140;35;0;105;0;0;0;0;0;0;0;2589
6558;Eenheden in verzorgingshuizen;Kop van Noord-Holland (CR);2000;725;0;0;0;0;0;0;0;0;0;0;0;0;725
6559;Eenheden in verzorgingshuizen;Kop van Noord-Holland (CR);2001;725;0;0;0;0;0;0;0;0;0;0;0;0;577
6560;Eenheden in verzorgingshuizen;Alkmaar en omgeving (CR);2000;156;0;0;0;0;0;0;0;0;0;0;0;0;156
6561;Eenheden in verzorgingshuizen;Alkmaar en omgeving (CR);2001;156;0;0;0;0;0;0;0;0;0;0;0;0;156
6562;Eenheden in verzorgingshuizen;IJmond (CR);2000;624;90;0;0;0;0;0;0;0;0;0;0;0;714
6563;Eenheden in verzorgingshuizen;IJmond (CR);2001;868;0;0;0;0;0;0;0;0;0;0;0;0;791
6564;Eenheden in verzorgingshuizen;Agglomeratie Haarlem (CR);2000;1074;0;0;0;0;0;0;0;0;0;0;0;0;1074
6565;Eenheden in verzorgingshuizen;Agglomeratie Haarlem (CR);2001;1074;0;0;0;0;0;0;0;0;0;0;0;0;1052
6566;Eenheden in verzorgingshuizen;Zaanstreek (CR);2000;993;0;0;0;0;0;0;0;0;0;0;0;80;902
6567;Eenheden in verzorgingshuizen;Zaanstreek (CR);2001;902;0;0;0;0;0;0;0;0;0;0;0;0;901
6568;Eenheden in verzorgingshuizen;Groot-Amsterdam (CR);2000;5097;0;140;0;0;140;0;0;0;0;0;0;0;5186
6569;Eenheden in verzorgingshuizen;Groot-Amsterdam (CR);2001;5208;0;0;0;0;0;0;0;0;0;0;0;0;5637
6570;Eenheden in verzorgingshuizen;Het Gooi en Vechtstreek (CR);2000;519;0;0;0;0;0;0;0;0;0;0;0;0;613
6571;Eenheden in verzorgingshuizen;Het Gooi en Vechtstreek (CR);2001;641;0;0;0;0;0;0;0;0;0;0;0;0;575
6572;Eenheden in verzorgingshuizen;Agglom. Leiden en Bollenstreek (CR);2000;231;0;0;0;0;0;0;0;0;0;0;0;0;231
6573;Eenheden in verzorgingshuizen;Agglom. Leiden en Bollenstreek (CR);2001;231;0;55;55;0;0;0;0;0;0;0;0;0;286
6574;Eenheden in verzorgingshuizen;Agglomeratie 's-Gravenhage (CR);2000;1930;0;0;0;0;0;0;0;0;0;0;0;0;1489
6575;Eenheden in verzorgingshuizen;Agglomeratie 's-Gravenhage (CR);2001;1489;0;574;0;0;574;0;0;0;0;0;0;0;2272
6576;Eenheden in verzorgingshuizen;Delft en Westland (CR);2000;324;0;0;0;0;0;0;0;0;0;0;0;0;0
6577;Eenheden in verzorgingshuizen;Delft en Westland (CR);2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6578;Eenheden in verzorgingshuizen;Oost-Zuid-Holland (CR);2000;326;117;60;0;0;60;0;0;0;0;0;0;0;503
6579;Eenheden in verzorgingshuizen;Oost-Zuid-Holland (CR);2001;503;0;0;0;0;0;0;0;0;0;0;0;0;503
6580;Eenheden in verzorgingshuizen;Groot-Rijnmond (CR);2000;5063;0;276;208;0;68;208;0;0;208;0;0;0;5322
6581;Eenheden in verzorgingshuizen;Groot-Rijnmond (CR);2001;5373;60;181;0;0;181;0;0;0;0;0;0;55;5559
6582;Eenheden in verzorgingshuizen;Zuidoost-Zuid-Holland (CR);2000;527;0;0;0;0;0;0;0;0;0;0;0;0;527
6583;Eenheden in verzorgingshuizen;Zuidoost-Zuid-Holland (CR);2001;527;0;60;0;0;60;0;0;0;0;0;0;0;587
6584;Eenheden in verzorgingshuizen;Zeeuwsch-Vlaanderen (CR);2000;134;0;0;0;0;0;0;0;0;0;0;0;0;134
6585;Eenheden in verzorgingshuizen;Zeeuwsch-Vlaanderen (CR);2001;138;3;0;0;0;0;0;0;0;0;0;0;0;141
6586;Eenheden in verzorgingshuizen;Overig Zeeland (CR);2000;471;0;0;0;0;0;0;0;0;0;0;0;0;471
6587;Eenheden in verzorgingshuizen;Overig Zeeland (CR);2001;471;0;0;0;0;0;0;0;0;0;0;0;0;470
6588;Eenheden in verzorgingshuizen;West-Noord-Brabant (CR);2000;517;0;34;0;0;34;0;0;0;0;0;0;0;551
6589;Eenheden in verzorgingshuizen;West-Noord-Brabant (CR);2001;569;0;0;0;0;0;0;0;0;0;0;0;34;535
6590;Eenheden in verzorgingshuizen;Midden-Noord-Brabant (CR);2000;843;0;48;0;0;48;0;0;0;0;0;0;0;891
6591;Eenheden in verzorgingshuizen;Midden-Noord-Brabant (CR);2001;896;32;119;0;0;119;0;0;0;0;0;0;0;842
6592;Eenheden in verzorgingshuizen;Noordoost-Noord-Brabant (CR);2000;278;0;182;0;0;182;0;0;0;0;0;0;0;461
6593;Eenheden in verzorgingshuizen;Noordoost-Noord-Brabant (CR);2001;460;0;0;0;0;0;0;0;0;0;0;0;0;460
6594;Eenheden in verzorgingshuizen;Zuidoost-Noord-Brabant (CR);2000;1771;0;1;1;0;0;0;0;0;0;0;0;0;1772
6595;Eenheden in verzorgingshuizen;Zuidoost-Noord-Brabant (CR);2001;1772;0;0;0;0;0;0;0;0;0;0;0;0;1772
6596;Eenheden in verzorgingshuizen;Noord-Limburg (CR);2000;68;0;0;0;0;0;0;0;0;0;0;0;0;68
6597;Eenheden in verzorgingshuizen;Noord-Limburg (CR);2001;68;0;92;0;0;92;0;0;0;0;0;0;0;160
6598;Eenheden in verzorgingshuizen;Midden-Limburg (CR);2000;442;0;0;0;0;0;0;0;0;0;0;0;0;442
6599;Eenheden in verzorgingshuizen;Midden-Limburg (CR);2001;442;0;0;0;0;0;0;0;0;0;0;0;0;442
6600;Eenheden in verzorgingshuizen;Zuid-Limburg (CR);2000;723;50;134;0;0;134;0;0;0;0;0;0;0;907
6601;Eenheden in verzorgingshuizen;Zuid-Limburg (CR);2001;907;0;14;0;0;14;0;0;0;0;0;0;0;1082
6602;Eenheden in verzorgingshuizen;Flevoland (CR);2000;847;0;0;0;0;0;0;0;0;0;0;0;0;847
6603;Eenheden in verzorgingshuizen;Flevoland (CR);2001;847;0;0;0;0;0;0;0;0;0;0;0;0;805
6604;Eenheden in verzorgingshuizen;Groningen (SA);2000;1362;0;77;0;0;77;0;0;0;0;0;0;0;1439
6605;Eenheden in verzorgingshuizen;Groningen (SA);2001;1439;0;0;0;0;0;0;0;0;0;0;0;0;1398
6606;Eenheden in verzorgingshuizen;Leeuwarden (SA);2000;509;0;0;0;0;0;0;0;0;0;0;0;0;509
6607;Eenheden in verzorgingshuizen;Leeuwarden (SA);2001;509;0;0;0;0;0;0;0;0;0;0;0;0;509
6608;Eenheden in verzorgingshuizen;Zwolle (SA);2000;192;0;0;0;0;0;0;0;0;0;0;0;0;192
6609;Eenheden in verzorgingshuizen;Zwolle (SA);2001;192;0;0;0;0;0;0;0;0;0;0;0;0;201
6610;Eenheden in verzorgingshuizen;Enschede (SA);2000;295;0;0;0;0;0;0;0;0;0;0;0;0;295
6611;Eenheden in verzorgingshuizen;Enschede (SA);2001;295;0;0;0;0;0;0;0;0;0;0;0;0;295
6612;Eenheden in verzorgingshuizen;Apeldoorn (SA);2000;435;0;0;0;0;0;0;0;0;0;0;0;0;435
6613;Eenheden in verzorgingshuizen;Apeldoorn (SA);2001;435;0;0;0;0;0;0;0;0;0;0;0;0;435
6614;Eenheden in verzorgingshuizen;Arnhem (SA);2000;366;0;0;0;0;0;0;0;0;0;0;0;0;414
6615;Eenheden in verzorgingshuizen;Arnhem (SA);2001;414;0;0;0;0;0;0;0;0;0;0;0;0;414
6616;Eenheden in verzorgingshuizen;Nijmegen (SA);2000;261;0;0;0;0;0;0;0;0;0;0;0;0;261
6617;Eenheden in verzorgingshuizen;Nijmegen (SA);2001;404;0;70;0;0;70;0;0;0;0;0;0;0;471
6618;Eenheden in verzorgingshuizen;Amersfoort (SA);2000;124;0;0;0;0;0;0;0;0;0;0;0;0;124
6619;Eenheden in verzorgingshuizen;Amersfoort (SA);2001;124;0;35;35;0;0;0;0;0;0;0;0;0;159
6620;Eenheden in verzorgingshuizen;Utrecht (SA);2000;990;0;0;0;0;0;0;0;0;0;0;0;0;990
6621;Eenheden in verzorgingshuizen;Utrecht (SA);2001;990;0;0;0;0;0;0;0;0;0;0;0;0;990
6622;Eenheden in verzorgingshuizen;Amsterdam (SA);2000;4802;0;140;0;0;140;0;0;0;0;0;0;80;4857
6623;Eenheden in verzorgingshuizen;Amsterdam (SA);2001;4857;0;0;0;0;0;0;0;0;0;0;0;0;5261
6624;Eenheden in verzorgingshuizen;Haarlem (SA);2000;862;0;0;0;0;0;0;0;0;0;0;0;0;862
6625;Eenheden in verzorgingshuizen;Haarlem (SA);2001;862;0;0;0;0;0;0;0;0;0;0;0;0;857
6626;Eenheden in verzorgingshuizen;Leiden (SA);2000;170;0;0;0;0;0;0;0;0;0;0;0;0;170
6627;Eenheden in verzorgingshuizen;Leiden (SA);2001;170;0;55;55;0;0;0;0;0;0;0;0;0;225
6628;Eenheden in verzorgingshuizen;'s-Gravenhage (SA);2000;1500;0;0;0;0;0;0;0;0;0;0;0;0;1059
6629;Eenheden in verzorgingshuizen;'s-Gravenhage (SA);2001;1059;0;574;0;0;574;0;0;0;0;0;0;0;1842
6630;Eenheden in verzorgingshuizen;Rotterdam (SA);2000;4349;0;276;208;0;68;208;0;0;208;0;0;0;4608
6631;Eenheden in verzorgingshuizen;Rotterdam (SA);2001;4659;60;0;0;0;0;0;0;0;0;0;0;0;4719
6632;Eenheden in verzorgingshuizen;Dordrecht (SA);2000;149;0;0;0;0;0;0;0;0;0;0;0;0;149
6633;Eenheden in verzorgingshuizen;Dordrecht (SA);2001;149;0;60;0;0;60;0;0;0;0;0;0;0;209
6634;Eenheden in verzorgingshuizen;Breda (SA);2000;202;0;0;0;0;0;0;0;0;0;0;0;0;202
6635;Eenheden in verzorgingshuizen;Breda (SA);2001;202;0;0;0;0;0;0;0;0;0;0;0;0;202
6636;Eenheden in verzorgingshuizen;Tilburg (SA);2000;110;0;0;0;0;0;0;0;0;0;0;0;0;110
6637;Eenheden in verzorgingshuizen;Tilburg (SA);2001;110;0;119;0;0;119;0;0;0;0;0;0;0;229
6638;Eenheden in verzorgingshuizen;'s-Hertogenbosch (SA);2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6639;Eenheden in verzorgingshuizen;'s-Hertogenbosch (SA);2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6640;Eenheden in verzorgingshuizen;Eindhoven (SA);2000;1505;0;0;0;0;0;0;0;0;0;0;0;0;1505
6641;Eenheden in verzorgingshuizen;Eindhoven (SA);2001;1505;0;0;0;0;0;0;0;0;0;0;0;0;1505
6642;Eenheden in verzorgingshuizen;Geleen/Sittard (SA);2000;60;0;134;0;0;134;0;0;0;0;0;0;0;194
6643;Eenheden in verzorgingshuizen;Geleen/Sittard (SA);2001;194;0;0;0;0;0;0;0;0;0;0;0;0;194
6644;Eenheden in verzorgingshuizen;Heerlen (SA);2000;282;0;0;0;0;0;0;0;0;0;0;0;0;282
6645;Eenheden in verzorgingshuizen;Heerlen (SA);2001;282;0;0;0;0;0;0;0;0;0;0;0;0;443
6646;Eenheden in verzorgingshuizen;Maastricht (SA);2000;243;0;0;0;0;0;0;0;0;0;0;0;0;243
6647;Eenheden in verzorgingshuizen;Maastricht (SA);2001;243;0;14;0;0;14;0;0;0;0;0;0;0;257
6648;Eenheden in verzorgingshuizen;Groningen (SG);2000;1879;0;77;0;0;77;0;0;0;0;0;0;0;1956
6649;Eenheden in verzorgingshuizen;Groningen (SG);2001;1956;0;0;0;0;0;0;0;0;0;0;0;0;1915
6650;Eenheden in verzorgingshuizen;Leeuwarden (SG);2000;623;0;0;0;0;0;0;0;0;0;0;0;0;623
6651;Eenheden in verzorgingshuizen;Leeuwarden (SG);2001;623;0;0;0;0;0;0;0;0;0;0;0;0;623
6652;Eenheden in verzorgingshuizen;Zwolle (SG);2000;472;6;0;0;0;0;0;0;0;0;0;0;0;478
6653;Eenheden in verzorgingshuizen;Zwolle (SG);2001;478;16;0;0;0;0;0;0;0;0;0;0;0;503
6654;Eenheden in verzorgingshuizen;Enschede (SG);2000;383;0;0;0;0;0;0;0;0;0;0;0;0;383
6655;Eenheden in verzorgingshuizen;Enschede (SG);2001;383;0;0;0;0;0;0;0;0;0;0;0;0;383
6656;Eenheden in verzorgingshuizen;Apeldoorn (SG);2000;830;0;0;0;0;0;0;0;0;0;0;0;0;830
6657;Eenheden in verzorgingshuizen;Apeldoorn (SG);2001;882;0;0;0;0;0;0;0;0;0;0;0;0;882
6658;Eenheden in verzorgingshuizen;Arnhem (SG);2000;889;20;0;0;0;0;0;0;0;0;0;0;0;957
6659;Eenheden in verzorgingshuizen;Arnhem (SG);2001;957;0;0;0;0;0;0;0;0;0;0;0;0;965
6660;Eenheden in verzorgingshuizen;Nijmegen (SG);2000;325;0;0;0;0;0;0;0;0;0;0;0;0;325
6661;Eenheden in verzorgingshuizen;Nijmegen (SG);2001;468;0;70;0;0;70;0;0;0;0;0;0;0;535
6662;Eenheden in verzorgingshuizen;Amersfoort (SG);2000;510;0;0;0;0;0;0;0;0;0;0;0;0;511
6663;Eenheden in verzorgingshuizen;Amersfoort (SG);2001;510;0;35;35;0;0;0;0;0;0;0;0;0;508
6664;Eenheden in verzorgingshuizen;Utrecht (SG);2000;1296;0;0;0;0;0;0;0;0;0;0;0;0;1245
6665;Eenheden in verzorgingshuizen;Utrecht (SG);2001;1245;0;0;0;0;0;0;0;0;0;0;0;0;1311
6666;Eenheden in verzorgingshuizen;Amsterdam (SG);2000;5970;0;140;0;0;140;0;0;0;0;0;0;80;5991
6667;Eenheden in verzorgingshuizen;Amsterdam (SG);2001;6013;0;0;0;0;0;0;0;0;0;0;0;0;6439
6668;Eenheden in verzorgingshuizen;Haarlem (SG);2000;1698;90;0;0;0;0;0;0;0;0;0;0;0;1788
6669;Eenheden in verzorgingshuizen;Haarlem (SG);2001;1942;0;0;0;0;0;0;0;0;0;0;0;0;1843
6670;Eenheden in verzorgingshuizen;Leiden (SG);2000;230;0;0;0;0;0;0;0;0;0;0;0;0;230
6671;Eenheden in verzorgingshuizen;Leiden (SG);2001;230;0;55;55;0;0;0;0;0;0;0;0;0;285
6672;Eenheden in verzorgingshuizen;'s-Gravenhage (SG);2000;2254;0;0;0;0;0;0;0;0;0;0;0;0;1489
6673;Eenheden in verzorgingshuizen;'s-Gravenhage (SG);2001;1489;0;574;0;0;574;0;0;0;0;0;0;0;2272
6674;Eenheden in verzorgingshuizen;Rotterdam (SG);2000;5063;0;276;208;0;68;208;0;0;208;0;0;0;5322
6675;Eenheden in verzorgingshuizen;Rotterdam (SG);2001;5373;60;0;0;0;0;0;0;0;0;0;0;55;5378
6676;Eenheden in verzorgingshuizen;Dordrecht (SG);2000;149;0;0;0;0;0;0;0;0;0;0;0;0;149
