ID;Opdrachtgever;Eigendomsvorm;RegioS;Perioden;NieuwTeBouwenWoningen_1
4802;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2013 juli;800
4803;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2013 augustus;75
4804;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2013 september;219
4805;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2013 3e kwartaal;1094
4806;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2013 oktober;274
4807;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2013 november;476
4808;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2013 december;850
4809;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2013 4e kwartaal;1600
4810;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2013;3818
4811;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2014 januari;231
4812;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2014 februari;225
4813;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2014 maart;488
4814;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2014 1e kwartaal;944
4815;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2014 april;400
4816;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2014 mei;196
4817;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2014 juni;330
4818;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2014 2e kwartaal;926
4819;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2014 juli;760
4820;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2014 augustus;607
4821;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2014 september;784
4822;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2014 3e kwartaal;2151
4823;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2014 oktober;777
4824;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2014 november;740
4825;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2014 december;1726
4826;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2014 4e kwartaal;3243
4827;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2014;7264
4828;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2015 januari;534
4829;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2015 februari;1538
4830;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2015 maart;1001
4831;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2015 1e kwartaal;3073
4832;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2015 april;1802
4833;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2015 mei;720
4834;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2015 juni;1103
4835;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2015 2e kwartaal;3625
4836;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2015 juli;349
4837;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2015 augustus;755
4838;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2015 september;947
4839;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2015 3e kwartaal;2051
4840;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2015 oktober;838
4841;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2015 november;1042
4842;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2015 december;627
4843;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2015 4e kwartaal;2507
4844;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2015;11256
4845;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2016 januari;370
4846;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2016 februari;510
4847;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2016 maart;461
4848;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2016 1e kwartaal;1341
4849;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2016 april;716
4850;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2016 mei;831
4851;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2016 juni;649
4852;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2016 2e kwartaal;2196
4853;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2016 juli;505
4854;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2016 augustus;474
4855;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2016 september;1720
4856;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2016 3e kwartaal;2699
4857;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2016 oktober;574
4858;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2016 november;514
4859;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2016 december;1004
4860;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2016 4e kwartaal;2092
4861;Totaal opdrachtgevers;Totaal;Noord-Holland (PV);2016;8328
4862;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);1995 januari;1845
4863;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);1995 februari;2197
4864;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);1995 maart;2323
4865;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);1995 1e kwartaal;6365
4866;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);1995 april;1169
4867;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);1995 mei;2181
4868;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);1995 juni;1310
4869;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);1995 2e kwartaal;4660
4870;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);1995 juli;1048
4871;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);1995 augustus;1795
4872;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);1995 september;2029
4873;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);1995 3e kwartaal;4872
4874;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);1995 oktober;1820
4875;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);1995 november;1548
4876;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);1995 december;2887
4877;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);1995 4e kwartaal;6255
4878;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);1995;22152
4879;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);1996 januari;897
4880;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);1996 februari;1767
4881;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);1996 maart;1239
4882;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);1996 1e kwartaal;3903
4883;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);1996 april;1238
4884;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);1996 mei;1680
4885;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);1996 juni;1013
4886;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);1996 2e kwartaal;3931
4887;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);1996 juli;1824
4888;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);1996 augustus;1098
4889;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);1996 september;1324
4890;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);1996 3e kwartaal;4246
4891;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);1996 oktober;2280
4892;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);1996 november;2383
4893;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);1996 december;2218
4894;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);1996 4e kwartaal;6881
4895;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);1996;18961
4896;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);1997 januari;1555
4897;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);1997 februari;1208
4898;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);1997 maart;1524
4899;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);1997 1e kwartaal;4287
4900;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);1997 april;1831
4901;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);1997 mei;1171
4902;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);1997 juni;2254
4903;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);1997 2e kwartaal;5256
4904;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);1997 juli;1307
4905;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);1997 augustus;1238
4906;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);1997 september;3329
4907;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);1997 3e kwartaal;5874
4908;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);1997 oktober;2617
4909;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);1997 november;2687
4910;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);1997 december;1956
4911;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);1997 4e kwartaal;7260
4912;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);1997;22677
4913;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);1998 januari;1582
4914;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);1998 februari;1815
4915;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);1998 maart;1470
4916;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);1998 1e kwartaal;4867
4917;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);1998 april;1468
4918;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);1998 mei;1193
4919;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);1998 juni;1506
4920;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);1998 2e kwartaal;4167
4921;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);1998 juli;1138
4922;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);1998 augustus;979
4923;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);1998 september;1631
4924;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);1998 3e kwartaal;3748
4925;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);1998 oktober;2516
4926;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);1998 november;1977
4927;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);1998 december;2008
4928;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);1998 4e kwartaal;6501
4929;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);1998;19283
4930;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);1999 januari;1330
4931;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);1999 februari;897
4932;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);1999 maart;1898
4933;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);1999 1e kwartaal;4125
4934;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);1999 april;1262
4935;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);1999 mei;872
4936;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);1999 juni;2009
4937;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);1999 2e kwartaal;4143
4938;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);1999 juli;2383
4939;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);1999 augustus;1118
4940;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);1999 september;1824
4941;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);1999 3e kwartaal;5325
4942;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);1999 oktober;1506
4943;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);1999 november;2261
4944;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);1999 december;1551
4945;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);1999 4e kwartaal;5318
4946;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);1999;18911
4947;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2000 januari;625
4948;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2000 februari;2214
4949;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2000 maart;2046
4950;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2000 1e kwartaal;4885
4951;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2000 april;1674
4952;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2000 mei;3491
4953;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2000 juni;886
4954;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2000 2e kwartaal;6051
4955;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2000 juli;1561
4956;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2000 augustus;785
4957;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2000 september;773
4958;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2000 3e kwartaal;3119
4959;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2000 oktober;1187
4960;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2000 november;789
4961;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2000 december;2303
4962;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2000 4e kwartaal;4279
4963;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2000;18334
4964;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2001 januari;781
4965;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2001 februari;1019
4966;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2001 maart;1037
4967;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2001 1e kwartaal;2837
4968;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2001 april;213
4969;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2001 mei;917
4970;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2001 juni;1149
4971;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2001 2e kwartaal;2279
4972;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2001 juli;1140
4973;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2001 augustus;1326
4974;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2001 september;2167
4975;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2001 3e kwartaal;4633
4976;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2001 oktober;1360
4977;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2001 november;945
4978;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2001 december;1235
4979;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2001 4e kwartaal;3540
4980;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2001;13289
4981;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2002 januari;971
4982;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2002 februari;646
4983;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2002 maart;472
4984;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2002 1e kwartaal;2089
4985;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2002 april;1531
4986;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2002 mei;729
4987;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2002 juni;1642
4988;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2002 2e kwartaal;3902
4989;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2002 juli;1010
4990;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2002 augustus;922
4991;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2002 september;903
4992;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2002 3e kwartaal;2835
4993;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2002 oktober;2319
4994;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2002 november;1811
4995;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2002 december;3404
4996;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2002 4e kwartaal;7534
4997;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2002;16360
4998;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2003 januari;862
4999;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2003 februari;1468
5000;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2003 maart;1633
5001;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2003 1e kwartaal;3963
5002;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2003 april;158
5003;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2003 mei;1720
5004;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2003 juni;1588
5005;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2003 2e kwartaal;3466
5006;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2003 juli;1230
5007;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2003 augustus;844
5008;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2003 september;1348
5009;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2003 3e kwartaal;3422
5010;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2003 oktober;721
5011;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2003 november;1303
5012;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2003 december;3056
5013;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2003 4e kwartaal;5080
5014;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2003;15931
5015;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2004 januari;914
5016;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2004 februari;956
5017;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2004 maart;1157
5018;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2004 1e kwartaal;3027
5019;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2004 april;1851
5020;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2004 mei;1063
5021;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2004 juni;1113
5022;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2004 2e kwartaal;4027
5023;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2004 juli;945
5024;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2004 augustus;975
5025;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2004 september;870
5026;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2004 3e kwartaal;2790
5027;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2004 oktober;1861
5028;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2004 november;2122
5029;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2004 december;4124
5030;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2004 4e kwartaal;8107
5031;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2004;17951
5032;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2005 januari;874
5033;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2005 februari;1827
5034;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2005 maart;1412
5035;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2005 1e kwartaal;4113
5036;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2005 april;836
5037;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2005 mei;1272
5038;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2005 juni;752
5039;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2005 2e kwartaal;2860
5040;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2005 juli;652
5041;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2005 augustus;1095
5042;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2005 september;1786
5043;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2005 3e kwartaal;3533
5044;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2005 oktober;1760
5045;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2005 november;1798
5046;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2005 december;1842
5047;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2005 4e kwartaal;5400
5048;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2005;15906
5049;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2006 januari;1295
5050;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2006 februari;1111
5051;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2006 maart;2116
5052;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2006 1e kwartaal;4522
5053;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2006 april;1542
5054;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2006 mei;1478
5055;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2006 juni;2662
5056;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2006 2e kwartaal;5682
5057;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2006 juli;1568
5058;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2006 augustus;1160
5059;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2006 september;2493
5060;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2006 3e kwartaal;5221
5061;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2006 oktober;1906
5062;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2006 november;2115
5063;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2006 december;2523
5064;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2006 4e kwartaal;6544
5065;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2006;21969
5066;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2007 januari;1593
5067;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2007 februari;929
5068;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2007 maart;1837
5069;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2007 1e kwartaal;4359
5070;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2007 april;993
5071;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2007 mei;799
5072;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2007 juni;1330
5073;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2007 2e kwartaal;3122
5074;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2007 juli;1227
5075;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2007 augustus;784
5076;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2007 september;1561
5077;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2007 3e kwartaal;3572
5078;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2007 oktober;1537
5079;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2007 november;1750
5080;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2007 december;3265
5081;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2007 4e kwartaal;6552
5082;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2007;17605
5083;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2008 januari;1129
5084;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2008 februari;1145
5085;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2008 maart;1398
5086;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2008 1e kwartaal;3672
5087;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2008 april;804
5088;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2008 mei;1930
5089;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2008 juni;1209
5090;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2008 2e kwartaal;3943
5091;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2008 juli;2181
5092;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2008 augustus;1956
5093;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2008 september;1393
5094;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2008 3e kwartaal;5530
5095;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2008 oktober;1904
5096;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2008 november;1361
5097;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2008 december;2549
5098;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2008 4e kwartaal;5814
5099;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2008;18959
5100;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2009 januari;1926
5101;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2009 februari;1001
5102;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2009 maart;1440
5103;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2009 1e kwartaal;4367
5104;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2009 april;1443
5105;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2009 mei;694
5106;Totaal opdrachtgevers;Totaal;Zuid-Holland (PV);2009 juni;901
