ID;Opdrachtgever;Eigendomsvorm;RegioS;Perioden;NieuwTeBouwenWoningen_1
2952;Totaal opdrachtgevers;Totaal;Drenthe (PV);2014 3e kwartaal;326
2953;Totaal opdrachtgevers;Totaal;Drenthe (PV);2014 oktober;59
2954;Totaal opdrachtgevers;Totaal;Drenthe (PV);2014 november;44
2955;Totaal opdrachtgevers;Totaal;Drenthe (PV);2014 december;95
2956;Totaal opdrachtgevers;Totaal;Drenthe (PV);2014 4e kwartaal;198
2957;Totaal opdrachtgevers;Totaal;Drenthe (PV);2014;737
2958;Totaal opdrachtgevers;Totaal;Drenthe (PV);2015 januari;40
2959;Totaal opdrachtgevers;Totaal;Drenthe (PV);2015 februari;55
2960;Totaal opdrachtgevers;Totaal;Drenthe (PV);2015 maart;53
2961;Totaal opdrachtgevers;Totaal;Drenthe (PV);2015 1e kwartaal;148
2962;Totaal opdrachtgevers;Totaal;Drenthe (PV);2015 april;134
2963;Totaal opdrachtgevers;Totaal;Drenthe (PV);2015 mei;90
2964;Totaal opdrachtgevers;Totaal;Drenthe (PV);2015 juni;42
2965;Totaal opdrachtgevers;Totaal;Drenthe (PV);2015 2e kwartaal;266
2966;Totaal opdrachtgevers;Totaal;Drenthe (PV);2015 juli;30
2967;Totaal opdrachtgevers;Totaal;Drenthe (PV);2015 augustus;44
2968;Totaal opdrachtgevers;Totaal;Drenthe (PV);2015 september;118
2969;Totaal opdrachtgevers;Totaal;Drenthe (PV);2015 3e kwartaal;192
2970;Totaal opdrachtgevers;Totaal;Drenthe (PV);2015 oktober;133
2971;Totaal opdrachtgevers;Totaal;Drenthe (PV);2015 november;205
2972;Totaal opdrachtgevers;Totaal;Drenthe (PV);2015 december;79
2973;Totaal opdrachtgevers;Totaal;Drenthe (PV);2015 4e kwartaal;417
2974;Totaal opdrachtgevers;Totaal;Drenthe (PV);2015;1023
2975;Totaal opdrachtgevers;Totaal;Drenthe (PV);2016 januari;12
2976;Totaal opdrachtgevers;Totaal;Drenthe (PV);2016 februari;21
2977;Totaal opdrachtgevers;Totaal;Drenthe (PV);2016 maart;64
2978;Totaal opdrachtgevers;Totaal;Drenthe (PV);2016 1e kwartaal;97
2979;Totaal opdrachtgevers;Totaal;Drenthe (PV);2016 april;104
2980;Totaal opdrachtgevers;Totaal;Drenthe (PV);2016 mei;95
2981;Totaal opdrachtgevers;Totaal;Drenthe (PV);2016 juni;86
2982;Totaal opdrachtgevers;Totaal;Drenthe (PV);2016 2e kwartaal;285
2983;Totaal opdrachtgevers;Totaal;Drenthe (PV);2016 juli;122
2984;Totaal opdrachtgevers;Totaal;Drenthe (PV);2016 augustus;55
2985;Totaal opdrachtgevers;Totaal;Drenthe (PV);2016 september;78
2986;Totaal opdrachtgevers;Totaal;Drenthe (PV);2016 3e kwartaal;255
2987;Totaal opdrachtgevers;Totaal;Drenthe (PV);2016 oktober;100
2988;Totaal opdrachtgevers;Totaal;Drenthe (PV);2016 november;59
2989;Totaal opdrachtgevers;Totaal;Drenthe (PV);2016 december;100
2990;Totaal opdrachtgevers;Totaal;Drenthe (PV);2016 4e kwartaal;259
2991;Totaal opdrachtgevers;Totaal;Drenthe (PV);2016;896
2992;Totaal opdrachtgevers;Totaal;Overijssel (PV);1995 januari;402
2993;Totaal opdrachtgevers;Totaal;Overijssel (PV);1995 februari;425
2994;Totaal opdrachtgevers;Totaal;Overijssel (PV);1995 maart;748
2995;Totaal opdrachtgevers;Totaal;Overijssel (PV);1995 1e kwartaal;1575
2996;Totaal opdrachtgevers;Totaal;Overijssel (PV);1995 april;738
2997;Totaal opdrachtgevers;Totaal;Overijssel (PV);1995 mei;852
2998;Totaal opdrachtgevers;Totaal;Overijssel (PV);1995 juni;1157
2999;Totaal opdrachtgevers;Totaal;Overijssel (PV);1995 2e kwartaal;2747
3000;Totaal opdrachtgevers;Totaal;Overijssel (PV);1995 juli;450
3001;Totaal opdrachtgevers;Totaal;Overijssel (PV);1995 augustus;585
3002;Totaal opdrachtgevers;Totaal;Overijssel (PV);1995 september;245
3003;Totaal opdrachtgevers;Totaal;Overijssel (PV);1995 3e kwartaal;1280
3004;Totaal opdrachtgevers;Totaal;Overijssel (PV);1995 oktober;237
3005;Totaal opdrachtgevers;Totaal;Overijssel (PV);1995 november;608
3006;Totaal opdrachtgevers;Totaal;Overijssel (PV);1995 december;582
3007;Totaal opdrachtgevers;Totaal;Overijssel (PV);1995 4e kwartaal;1427
3008;Totaal opdrachtgevers;Totaal;Overijssel (PV);1995;7029
3009;Totaal opdrachtgevers;Totaal;Overijssel (PV);1996 januari;438
3010;Totaal opdrachtgevers;Totaal;Overijssel (PV);1996 februari;476
3011;Totaal opdrachtgevers;Totaal;Overijssel (PV);1996 maart;765
3012;Totaal opdrachtgevers;Totaal;Overijssel (PV);1996 1e kwartaal;1679
3013;Totaal opdrachtgevers;Totaal;Overijssel (PV);1996 april;363
3014;Totaal opdrachtgevers;Totaal;Overijssel (PV);1996 mei;286
3015;Totaal opdrachtgevers;Totaal;Overijssel (PV);1996 juni;621
3016;Totaal opdrachtgevers;Totaal;Overijssel (PV);1996 2e kwartaal;1270
3017;Totaal opdrachtgevers;Totaal;Overijssel (PV);1996 juli;490
3018;Totaal opdrachtgevers;Totaal;Overijssel (PV);1996 augustus;1134
3019;Totaal opdrachtgevers;Totaal;Overijssel (PV);1996 september;543
3020;Totaal opdrachtgevers;Totaal;Overijssel (PV);1996 3e kwartaal;2167
3021;Totaal opdrachtgevers;Totaal;Overijssel (PV);1996 oktober;1152
3022;Totaal opdrachtgevers;Totaal;Overijssel (PV);1996 november;1105
3023;Totaal opdrachtgevers;Totaal;Overijssel (PV);1996 december;620
3024;Totaal opdrachtgevers;Totaal;Overijssel (PV);1996 4e kwartaal;2877
3025;Totaal opdrachtgevers;Totaal;Overijssel (PV);1996;7993
3026;Totaal opdrachtgevers;Totaal;Overijssel (PV);1997 januari;336
3027;Totaal opdrachtgevers;Totaal;Overijssel (PV);1997 februari;281
3028;Totaal opdrachtgevers;Totaal;Overijssel (PV);1997 maart;601
3029;Totaal opdrachtgevers;Totaal;Overijssel (PV);1997 1e kwartaal;1218
3030;Totaal opdrachtgevers;Totaal;Overijssel (PV);1997 april;326
3031;Totaal opdrachtgevers;Totaal;Overijssel (PV);1997 mei;377
3032;Totaal opdrachtgevers;Totaal;Overijssel (PV);1997 juni;572
3033;Totaal opdrachtgevers;Totaal;Overijssel (PV);1997 2e kwartaal;1275
3034;Totaal opdrachtgevers;Totaal;Overijssel (PV);1997 juli;328
3035;Totaal opdrachtgevers;Totaal;Overijssel (PV);1997 augustus;367
3036;Totaal opdrachtgevers;Totaal;Overijssel (PV);1997 september;1076
3037;Totaal opdrachtgevers;Totaal;Overijssel (PV);1997 3e kwartaal;1771
3038;Totaal opdrachtgevers;Totaal;Overijssel (PV);1997 oktober;703
3039;Totaal opdrachtgevers;Totaal;Overijssel (PV);1997 november;1828
3040;Totaal opdrachtgevers;Totaal;Overijssel (PV);1997 december;943
3041;Totaal opdrachtgevers;Totaal;Overijssel (PV);1997 4e kwartaal;3474
3042;Totaal opdrachtgevers;Totaal;Overijssel (PV);1997;7738
3043;Totaal opdrachtgevers;Totaal;Overijssel (PV);1998 januari;319
3044;Totaal opdrachtgevers;Totaal;Overijssel (PV);1998 februari;450
3045;Totaal opdrachtgevers;Totaal;Overijssel (PV);1998 maart;533
3046;Totaal opdrachtgevers;Totaal;Overijssel (PV);1998 1e kwartaal;1302
3047;Totaal opdrachtgevers;Totaal;Overijssel (PV);1998 april;534
3048;Totaal opdrachtgevers;Totaal;Overijssel (PV);1998 mei;348
3049;Totaal opdrachtgevers;Totaal;Overijssel (PV);1998 juni;674
3050;Totaal opdrachtgevers;Totaal;Overijssel (PV);1998 2e kwartaal;1556
3051;Totaal opdrachtgevers;Totaal;Overijssel (PV);1998 juli;240
3052;Totaal opdrachtgevers;Totaal;Overijssel (PV);1998 augustus;193
3053;Totaal opdrachtgevers;Totaal;Overijssel (PV);1998 september;434
3054;Totaal opdrachtgevers;Totaal;Overijssel (PV);1998 3e kwartaal;867
3055;Totaal opdrachtgevers;Totaal;Overijssel (PV);1998 oktober;524
3056;Totaal opdrachtgevers;Totaal;Overijssel (PV);1998 november;696
3057;Totaal opdrachtgevers;Totaal;Overijssel (PV);1998 december;946
3058;Totaal opdrachtgevers;Totaal;Overijssel (PV);1998 4e kwartaal;2166
3059;Totaal opdrachtgevers;Totaal;Overijssel (PV);1998;5891
3060;Totaal opdrachtgevers;Totaal;Overijssel (PV);1999 januari;270
3061;Totaal opdrachtgevers;Totaal;Overijssel (PV);1999 februari;743
3062;Totaal opdrachtgevers;Totaal;Overijssel (PV);1999 maart;344
3063;Totaal opdrachtgevers;Totaal;Overijssel (PV);1999 1e kwartaal;1357
3064;Totaal opdrachtgevers;Totaal;Overijssel (PV);1999 april;348
3065;Totaal opdrachtgevers;Totaal;Overijssel (PV);1999 mei;386
3066;Totaal opdrachtgevers;Totaal;Overijssel (PV);1999 juni;292
3067;Totaal opdrachtgevers;Totaal;Overijssel (PV);1999 2e kwartaal;1026
3068;Totaal opdrachtgevers;Totaal;Overijssel (PV);1999 juli;549
3069;Totaal opdrachtgevers;Totaal;Overijssel (PV);1999 augustus;253
3070;Totaal opdrachtgevers;Totaal;Overijssel (PV);1999 september;529
3071;Totaal opdrachtgevers;Totaal;Overijssel (PV);1999 3e kwartaal;1331
3072;Totaal opdrachtgevers;Totaal;Overijssel (PV);1999 oktober;284
3073;Totaal opdrachtgevers;Totaal;Overijssel (PV);1999 november;440
3074;Totaal opdrachtgevers;Totaal;Overijssel (PV);1999 december;905
3075;Totaal opdrachtgevers;Totaal;Overijssel (PV);1999 4e kwartaal;1629
3076;Totaal opdrachtgevers;Totaal;Overijssel (PV);1999;5343
3077;Totaal opdrachtgevers;Totaal;Overijssel (PV);2000 januari;315
3078;Totaal opdrachtgevers;Totaal;Overijssel (PV);2000 februari;383
3079;Totaal opdrachtgevers;Totaal;Overijssel (PV);2000 maart;451
3080;Totaal opdrachtgevers;Totaal;Overijssel (PV);2000 1e kwartaal;1149
3081;Totaal opdrachtgevers;Totaal;Overijssel (PV);2000 april;429
3082;Totaal opdrachtgevers;Totaal;Overijssel (PV);2000 mei;323
3083;Totaal opdrachtgevers;Totaal;Overijssel (PV);2000 juni;573
3084;Totaal opdrachtgevers;Totaal;Overijssel (PV);2000 2e kwartaal;1325
3085;Totaal opdrachtgevers;Totaal;Overijssel (PV);2000 juli;295
3086;Totaal opdrachtgevers;Totaal;Overijssel (PV);2000 augustus;609
3087;Totaal opdrachtgevers;Totaal;Overijssel (PV);2000 september;586
3088;Totaal opdrachtgevers;Totaal;Overijssel (PV);2000 3e kwartaal;1490
3089;Totaal opdrachtgevers;Totaal;Overijssel (PV);2000 oktober;374
3090;Totaal opdrachtgevers;Totaal;Overijssel (PV);2000 november;597
3091;Totaal opdrachtgevers;Totaal;Overijssel (PV);2000 december;516
3092;Totaal opdrachtgevers;Totaal;Overijssel (PV);2000 4e kwartaal;1487
3093;Totaal opdrachtgevers;Totaal;Overijssel (PV);2000;5451
3094;Totaal opdrachtgevers;Totaal;Overijssel (PV);2001 januari;474
3095;Totaal opdrachtgevers;Totaal;Overijssel (PV);2001 februari;322
3096;Totaal opdrachtgevers;Totaal;Overijssel (PV);2001 maart;336
3097;Totaal opdrachtgevers;Totaal;Overijssel (PV);2001 1e kwartaal;1132
3098;Totaal opdrachtgevers;Totaal;Overijssel (PV);2001 april;257
3099;Totaal opdrachtgevers;Totaal;Overijssel (PV);2001 mei;408
3100;Totaal opdrachtgevers;Totaal;Overijssel (PV);2001 juni;473
3101;Totaal opdrachtgevers;Totaal;Overijssel (PV);2001 2e kwartaal;1138
3102;Totaal opdrachtgevers;Totaal;Overijssel (PV);2001 juli;269
3103;Totaal opdrachtgevers;Totaal;Overijssel (PV);2001 augustus;138
3104;Totaal opdrachtgevers;Totaal;Overijssel (PV);2001 september;633
3105;Totaal opdrachtgevers;Totaal;Overijssel (PV);2001 3e kwartaal;1040
3106;Totaal opdrachtgevers;Totaal;Overijssel (PV);2001 oktober;603
3107;Totaal opdrachtgevers;Totaal;Overijssel (PV);2001 november;319
3108;Totaal opdrachtgevers;Totaal;Overijssel (PV);2001 december;584
3109;Totaal opdrachtgevers;Totaal;Overijssel (PV);2001 4e kwartaal;1506
3110;Totaal opdrachtgevers;Totaal;Overijssel (PV);2001;4816
3111;Totaal opdrachtgevers;Totaal;Overijssel (PV);2002 januari;372
3112;Totaal opdrachtgevers;Totaal;Overijssel (PV);2002 februari;141
3113;Totaal opdrachtgevers;Totaal;Overijssel (PV);2002 maart;182
3114;Totaal opdrachtgevers;Totaal;Overijssel (PV);2002 1e kwartaal;695
3115;Totaal opdrachtgevers;Totaal;Overijssel (PV);2002 april;160
3116;Totaal opdrachtgevers;Totaal;Overijssel (PV);2002 mei;332
3117;Totaal opdrachtgevers;Totaal;Overijssel (PV);2002 juni;301
3118;Totaal opdrachtgevers;Totaal;Overijssel (PV);2002 2e kwartaal;793
3119;Totaal opdrachtgevers;Totaal;Overijssel (PV);2002 juli;251
3120;Totaal opdrachtgevers;Totaal;Overijssel (PV);2002 augustus;329
3121;Totaal opdrachtgevers;Totaal;Overijssel (PV);2002 september;459
3122;Totaal opdrachtgevers;Totaal;Overijssel (PV);2002 3e kwartaal;1039
3123;Totaal opdrachtgevers;Totaal;Overijssel (PV);2002 oktober;349
3124;Totaal opdrachtgevers;Totaal;Overijssel (PV);2002 november;555
3125;Totaal opdrachtgevers;Totaal;Overijssel (PV);2002 december;323
3126;Totaal opdrachtgevers;Totaal;Overijssel (PV);2002 4e kwartaal;1227
3127;Totaal opdrachtgevers;Totaal;Overijssel (PV);2002;3754
3128;Totaal opdrachtgevers;Totaal;Overijssel (PV);2003 januari;117
3129;Totaal opdrachtgevers;Totaal;Overijssel (PV);2003 februari;374
3130;Totaal opdrachtgevers;Totaal;Overijssel (PV);2003 maart;554
3131;Totaal opdrachtgevers;Totaal;Overijssel (PV);2003 1e kwartaal;1045
3132;Totaal opdrachtgevers;Totaal;Overijssel (PV);2003 april;539
3133;Totaal opdrachtgevers;Totaal;Overijssel (PV);2003 mei;243
3134;Totaal opdrachtgevers;Totaal;Overijssel (PV);2003 juni;266
3135;Totaal opdrachtgevers;Totaal;Overijssel (PV);2003 2e kwartaal;1048
3136;Totaal opdrachtgevers;Totaal;Overijssel (PV);2003 juli;232
3137;Totaal opdrachtgevers;Totaal;Overijssel (PV);2003 augustus;271
3138;Totaal opdrachtgevers;Totaal;Overijssel (PV);2003 september;905
3139;Totaal opdrachtgevers;Totaal;Overijssel (PV);2003 3e kwartaal;1408
3140;Totaal opdrachtgevers;Totaal;Overijssel (PV);2003 oktober;530
3141;Totaal opdrachtgevers;Totaal;Overijssel (PV);2003 november;214
3142;Totaal opdrachtgevers;Totaal;Overijssel (PV);2003 december;713
3143;Totaal opdrachtgevers;Totaal;Overijssel (PV);2003 4e kwartaal;1457
3144;Totaal opdrachtgevers;Totaal;Overijssel (PV);2003;4958
3145;Totaal opdrachtgevers;Totaal;Overijssel (PV);2004 januari;362
3146;Totaal opdrachtgevers;Totaal;Overijssel (PV);2004 februari;250
3147;Totaal opdrachtgevers;Totaal;Overijssel (PV);2004 maart;388
3148;Totaal opdrachtgevers;Totaal;Overijssel (PV);2004 1e kwartaal;1000
3149;Totaal opdrachtgevers;Totaal;Overijssel (PV);2004 april;450
3150;Totaal opdrachtgevers;Totaal;Overijssel (PV);2004 mei;515
3151;Totaal opdrachtgevers;Totaal;Overijssel (PV);2004 juni;433
3152;Totaal opdrachtgevers;Totaal;Overijssel (PV);2004 2e kwartaal;1398
3153;Totaal opdrachtgevers;Totaal;Overijssel (PV);2004 juli;136
3154;Totaal opdrachtgevers;Totaal;Overijssel (PV);2004 augustus;558
3155;Totaal opdrachtgevers;Totaal;Overijssel (PV);2004 september;354
3156;Totaal opdrachtgevers;Totaal;Overijssel (PV);2004 3e kwartaal;1048
3157;Totaal opdrachtgevers;Totaal;Overijssel (PV);2004 oktober;566
3158;Totaal opdrachtgevers;Totaal;Overijssel (PV);2004 november;405
3159;Totaal opdrachtgevers;Totaal;Overijssel (PV);2004 december;826
3160;Totaal opdrachtgevers;Totaal;Overijssel (PV);2004 4e kwartaal;1797
3161;Totaal opdrachtgevers;Totaal;Overijssel (PV);2004;5243
3162;Totaal opdrachtgevers;Totaal;Overijssel (PV);2005 januari;934
3163;Totaal opdrachtgevers;Totaal;Overijssel (PV);2005 februari;516
3164;Totaal opdrachtgevers;Totaal;Overijssel (PV);2005 maart;336
3165;Totaal opdrachtgevers;Totaal;Overijssel (PV);2005 1e kwartaal;1786
3166;Totaal opdrachtgevers;Totaal;Overijssel (PV);2005 april;235
3167;Totaal opdrachtgevers;Totaal;Overijssel (PV);2005 mei;675
3168;Totaal opdrachtgevers;Totaal;Overijssel (PV);2005 juni;445
3169;Totaal opdrachtgevers;Totaal;Overijssel (PV);2005 2e kwartaal;1355
3170;Totaal opdrachtgevers;Totaal;Overijssel (PV);2005 juli;252
3171;Totaal opdrachtgevers;Totaal;Overijssel (PV);2005 augustus;367
3172;Totaal opdrachtgevers;Totaal;Overijssel (PV);2005 september;372
3173;Totaal opdrachtgevers;Totaal;Overijssel (PV);2005 3e kwartaal;991
3174;Totaal opdrachtgevers;Totaal;Overijssel (PV);2005 oktober;924
3175;Totaal opdrachtgevers;Totaal;Overijssel (PV);2005 november;586
3176;Totaal opdrachtgevers;Totaal;Overijssel (PV);2005 december;1431
3177;Totaal opdrachtgevers;Totaal;Overijssel (PV);2005 4e kwartaal;2941
3178;Totaal opdrachtgevers;Totaal;Overijssel (PV);2005;7073
3179;Totaal opdrachtgevers;Totaal;Overijssel (PV);2006 januari;757
3180;Totaal opdrachtgevers;Totaal;Overijssel (PV);2006 februari;820
3181;Totaal opdrachtgevers;Totaal;Overijssel (PV);2006 maart;770
3182;Totaal opdrachtgevers;Totaal;Overijssel (PV);2006 1e kwartaal;2347
3183;Totaal opdrachtgevers;Totaal;Overijssel (PV);2006 april;1053
3184;Totaal opdrachtgevers;Totaal;Overijssel (PV);2006 mei;499
3185;Totaal opdrachtgevers;Totaal;Overijssel (PV);2006 juni;766
3186;Totaal opdrachtgevers;Totaal;Overijssel (PV);2006 2e kwartaal;2318
3187;Totaal opdrachtgevers;Totaal;Overijssel (PV);2006 juli;366
3188;Totaal opdrachtgevers;Totaal;Overijssel (PV);2006 augustus;494
3189;Totaal opdrachtgevers;Totaal;Overijssel (PV);2006 september;725
3190;Totaal opdrachtgevers;Totaal;Overijssel (PV);2006 3e kwartaal;1585
3191;Totaal opdrachtgevers;Totaal;Overijssel (PV);2006 oktober;374
3192;Totaal opdrachtgevers;Totaal;Overijssel (PV);2006 november;382
3193;Totaal opdrachtgevers;Totaal;Overijssel (PV);2006 december;853
3194;Totaal opdrachtgevers;Totaal;Overijssel (PV);2006 4e kwartaal;1609
3195;Totaal opdrachtgevers;Totaal;Overijssel (PV);2006;7859
3196;Totaal opdrachtgevers;Totaal;Overijssel (PV);2007 januari;238
3197;Totaal opdrachtgevers;Totaal;Overijssel (PV);2007 februari;821
3198;Totaal opdrachtgevers;Totaal;Overijssel (PV);2007 maart;521
3199;Totaal opdrachtgevers;Totaal;Overijssel (PV);2007 1e kwartaal;1580
3200;Totaal opdrachtgevers;Totaal;Overijssel (PV);2007 april;411
3201;Totaal opdrachtgevers;Totaal;Overijssel (PV);2007 mei;561
3202;Totaal opdrachtgevers;Totaal;Overijssel (PV);2007 juni;239
3203;Totaal opdrachtgevers;Totaal;Overijssel (PV);2007 2e kwartaal;1211
3204;Totaal opdrachtgevers;Totaal;Overijssel (PV);2007 juli;483
3205;Totaal opdrachtgevers;Totaal;Overijssel (PV);2007 augustus;457
3206;Totaal opdrachtgevers;Totaal;Overijssel (PV);2007 september;472
3207;Totaal opdrachtgevers;Totaal;Overijssel (PV);2007 3e kwartaal;1412
3208;Totaal opdrachtgevers;Totaal;Overijssel (PV);2007 oktober;416
3209;Totaal opdrachtgevers;Totaal;Overijssel (PV);2007 november;647
3210;Totaal opdrachtgevers;Totaal;Overijssel (PV);2007 december;968
3211;Totaal opdrachtgevers;Totaal;Overijssel (PV);2007 4e kwartaal;2031
3212;Totaal opdrachtgevers;Totaal;Overijssel (PV);2007;6234
3213;Totaal opdrachtgevers;Totaal;Overijssel (PV);2008 januari;141
3214;Totaal opdrachtgevers;Totaal;Overijssel (PV);2008 februari;226
3215;Totaal opdrachtgevers;Totaal;Overijssel (PV);2008 maart;230
3216;Totaal opdrachtgevers;Totaal;Overijssel (PV);2008 1e kwartaal;597
3217;Totaal opdrachtgevers;Totaal;Overijssel (PV);2008 april;463
3218;Totaal opdrachtgevers;Totaal;Overijssel (PV);2008 mei;290
3219;Totaal opdrachtgevers;Totaal;Overijssel (PV);2008 juni;411
3220;Totaal opdrachtgevers;Totaal;Overijssel (PV);2008 2e kwartaal;1164
3221;Totaal opdrachtgevers;Totaal;Overijssel (PV);2008 juli;724
3222;Totaal opdrachtgevers;Totaal;Overijssel (PV);2008 augustus;545
3223;Totaal opdrachtgevers;Totaal;Overijssel (PV);2008 september;189
3224;Totaal opdrachtgevers;Totaal;Overijssel (PV);2008 3e kwartaal;1458
3225;Totaal opdrachtgevers;Totaal;Overijssel (PV);2008 oktober;392
3226;Totaal opdrachtgevers;Totaal;Overijssel (PV);2008 november;818
3227;Totaal opdrachtgevers;Totaal;Overijssel (PV);2008 december;508
3228;Totaal opdrachtgevers;Totaal;Overijssel (PV);2008 4e kwartaal;1718
3229;Totaal opdrachtgevers;Totaal;Overijssel (PV);2008;4937
3230;Totaal opdrachtgevers;Totaal;Overijssel (PV);2009 januari;435
3231;Totaal opdrachtgevers;Totaal;Overijssel (PV);2009 februari;245
3232;Totaal opdrachtgevers;Totaal;Overijssel (PV);2009 maart;177
3233;Totaal opdrachtgevers;Totaal;Overijssel (PV);2009 1e kwartaal;857
3234;Totaal opdrachtgevers;Totaal;Overijssel (PV);2009 april;469
3235;Totaal opdrachtgevers;Totaal;Overijssel (PV);2009 mei;340
3236;Totaal opdrachtgevers;Totaal;Overijssel (PV);2009 juni;142
3237;Totaal opdrachtgevers;Totaal;Overijssel (PV);2009 2e kwartaal;951
3238;Totaal opdrachtgevers;Totaal;Overijssel (PV);2009 juli;326
3239;Totaal opdrachtgevers;Totaal;Overijssel (PV);2009 augustus;242
3240;Totaal opdrachtgevers;Totaal;Overijssel (PV);2009 september;425
3241;Totaal opdrachtgevers;Totaal;Overijssel (PV);2009 3e kwartaal;993
3242;Totaal opdrachtgevers;Totaal;Overijssel (PV);2009 oktober;336
3243;Totaal opdrachtgevers;Totaal;Overijssel (PV);2009 november;480
3244;Totaal opdrachtgevers;Totaal;Overijssel (PV);2009 december;431
3245;Totaal opdrachtgevers;Totaal;Overijssel (PV);2009 4e kwartaal;1247
3246;Totaal opdrachtgevers;Totaal;Overijssel (PV);2009;4048
3247;Totaal opdrachtgevers;Totaal;Overijssel (PV);2010 januari;154
3248;Totaal opdrachtgevers;Totaal;Overijssel (PV);2010 februari;135
3249;Totaal opdrachtgevers;Totaal;Overijssel (PV);2010 maart;352
3250;Totaal opdrachtgevers;Totaal;Overijssel (PV);2010 1e kwartaal;641
3251;Totaal opdrachtgevers;Totaal;Overijssel (PV);2010 april;135
3252;Totaal opdrachtgevers;Totaal;Overijssel (PV);2010 mei;162
3253;Totaal opdrachtgevers;Totaal;Overijssel (PV);2010 juni;653
3254;Totaal opdrachtgevers;Totaal;Overijssel (PV);2010 2e kwartaal;950
3255;Totaal opdrachtgevers;Totaal;Overijssel (PV);2010 juli;798
3256;Totaal opdrachtgevers;Totaal;Overijssel (PV);2010 augustus;487
3257;Totaal opdrachtgevers;Totaal;Overijssel (PV);2010 september;394
3258;Totaal opdrachtgevers;Totaal;Overijssel (PV);2010 3e kwartaal;1679
3259;Totaal opdrachtgevers;Totaal;Overijssel (PV);2010 oktober;386
3260;Totaal opdrachtgevers;Totaal;Overijssel (PV);2010 november;578
3261;Totaal opdrachtgevers;Totaal;Overijssel (PV);2010 december;270
3262;Totaal opdrachtgevers;Totaal;Overijssel (PV);2010 4e kwartaal;1234
3263;Totaal opdrachtgevers;Totaal;Overijssel (PV);2010;4504
3264;Totaal opdrachtgevers;Totaal;Overijssel (PV);2011 januari;336
3265;Totaal opdrachtgevers;Totaal;Overijssel (PV);2011 februari;475
3266;Totaal opdrachtgevers;Totaal;Overijssel (PV);2011 maart;374
3267;Totaal opdrachtgevers;Totaal;Overijssel (PV);2011 1e kwartaal;1185
3268;Totaal opdrachtgevers;Totaal;Overijssel (PV);2011 april;269
3269;Totaal opdrachtgevers;Totaal;Overijssel (PV);2011 mei;53
3270;Totaal opdrachtgevers;Totaal;Overijssel (PV);2011 juni;214
3271;Totaal opdrachtgevers;Totaal;Overijssel (PV);2011 2e kwartaal;536
3272;Totaal opdrachtgevers;Totaal;Overijssel (PV);2011 juli;263
3273;Totaal opdrachtgevers;Totaal;Overijssel (PV);2011 augustus;269
3274;Totaal opdrachtgevers;Totaal;Overijssel (PV);2011 september;162
3275;Totaal opdrachtgevers;Totaal;Overijssel (PV);2011 3e kwartaal;694
3276;Totaal opdrachtgevers;Totaal;Overijssel (PV);2011 oktober;248
3277;Totaal opdrachtgevers;Totaal;Overijssel (PV);2011 november;260
3278;Totaal opdrachtgevers;Totaal;Overijssel (PV);2011 december;409
3279;Totaal opdrachtgevers;Totaal;Overijssel (PV);2011 4e kwartaal;917
3280;Totaal opdrachtgevers;Totaal;Overijssel (PV);2011;3332
3281;Totaal opdrachtgevers;Totaal;Overijssel (PV);2012 januari;97
3282;Totaal opdrachtgevers;Totaal;Overijssel (PV);2012 februari;146
3283;Totaal opdrachtgevers;Totaal;Overijssel (PV);2012 maart;197
3284;Totaal opdrachtgevers;Totaal;Overijssel (PV);2012 1e kwartaal;440
3285;Totaal opdrachtgevers;Totaal;Overijssel (PV);2012 april;170
3286;Totaal opdrachtgevers;Totaal;Overijssel (PV);2012 mei;359
3287;Totaal opdrachtgevers;Totaal;Overijssel (PV);2012 juni;239
3288;Totaal opdrachtgevers;Totaal;Overijssel (PV);2012 2e kwartaal;768
3289;Totaal opdrachtgevers;Totaal;Overijssel (PV);2012 juli;121
3290;Totaal opdrachtgevers;Totaal;Overijssel (PV);2012 augustus;23
3291;Totaal opdrachtgevers;Totaal;Overijssel (PV);2012 september;704
3292;Totaal opdrachtgevers;Totaal;Overijssel (PV);2012 3e kwartaal;848
3293;Totaal opdrachtgevers;Totaal;Overijssel (PV);2012 oktober;206
3294;Totaal opdrachtgevers;Totaal;Overijssel (PV);2012 november;203
3295;Totaal opdrachtgevers;Totaal;Overijssel (PV);2012 december;246
3296;Totaal opdrachtgevers;Totaal;Overijssel (PV);2012 4e kwartaal;655
3297;Totaal opdrachtgevers;Totaal;Overijssel (PV);2012;2711
3298;Totaal opdrachtgevers;Totaal;Overijssel (PV);2013 januari;132
3299;Totaal opdrachtgevers;Totaal;Overijssel (PV);2013 februari;280
3300;Totaal opdrachtgevers;Totaal;Overijssel (PV);2013 maart;309
3301;Totaal opdrachtgevers;Totaal;Overijssel (PV);2013 1e kwartaal;721
3302;Totaal opdrachtgevers;Totaal;Overijssel (PV);2013 april;159
3303;Totaal opdrachtgevers;Totaal;Overijssel (PV);2013 mei;176
3304;Totaal opdrachtgevers;Totaal;Overijssel (PV);2013 juni;66
3305;Totaal opdrachtgevers;Totaal;Overijssel (PV);2013 2e kwartaal;401
3306;Totaal opdrachtgevers;Totaal;Overijssel (PV);2013 juli;207
3307;Totaal opdrachtgevers;Totaal;Overijssel (PV);2013 augustus;94
