ID;Bedrijfstakken;Gebiedsindelingen;Perioden;Vestigingen_1
373;A-Q Alle economische activiteiten ..;Boxtel;2007, 1 januari;1555
374;A-Q Alle economische activiteiten ..;Boxtel;2008, 1 januari;1625
375;A-Q Alle economische activiteiten ..;Boxtel;2009, 1 januari;1730
376;A-Q Alle economische activiteiten ..;Brakel;2006, 1 januari;0
377;A-Q Alle economische activiteiten ..;Brakel;2007, 1 januari;0
378;A-Q Alle economische activiteiten ..;Brakel;2008, 1 januari;0
379;A-Q Alle economische activiteiten ..;Brakel;2009, 1 januari;0
380;A-Q Alle economische activiteiten ..;Breda;2006, 1 januari;8315
381;A-Q Alle economische activiteiten ..;Breda;2007, 1 januari;8940
382;A-Q Alle economische activiteiten ..;Breda;2008, 1 januari;9500
383;A-Q Alle economische activiteiten ..;Breda;2009, 1 januari;10085
384;A-Q Alle economische activiteiten ..;Brederwiede;2006, 1 januari;0
385;A-Q Alle economische activiteiten ..;Brederwiede;2007, 1 januari;0
386;A-Q Alle economische activiteiten ..;Brederwiede;2008, 1 januari;0
387;A-Q Alle economische activiteiten ..;Brederwiede;2009, 1 januari;0
388;A-Q Alle economische activiteiten ..;Breukelen;2006, 1 januari;995
389;A-Q Alle economische activiteiten ..;Breukelen;2007, 1 januari;1005
390;A-Q Alle economische activiteiten ..;Breukelen;2008, 1 januari;1075
391;A-Q Alle economische activiteiten ..;Breukelen;2009, 1 januari;1145
392;A-Q Alle economische activiteiten ..;Brielle;2006, 1 januari;815
393;A-Q Alle economische activiteiten ..;Brielle;2007, 1 januari;850
394;A-Q Alle economische activiteiten ..;Brielle;2008, 1 januari;880
395;A-Q Alle economische activiteiten ..;Brielle;2009, 1 januari;915
396;A-Q Alle economische activiteiten ..;Broekhuizen;2006, 1 januari;0
397;A-Q Alle economische activiteiten ..;Broekhuizen;2007, 1 januari;0
398;A-Q Alle economische activiteiten ..;Broekhuizen;2008, 1 januari;0
399;A-Q Alle economische activiteiten ..;Broekhuizen;2009, 1 januari;0
400;A-Q Alle economische activiteiten ..;Bronckhorst;2006, 1 januari;2570
401;A-Q Alle economische activiteiten ..;Bronckhorst;2007, 1 januari;2615
402;A-Q Alle economische activiteiten ..;Bronckhorst;2008, 1 januari;2655
403;A-Q Alle economische activiteiten ..;Bronckhorst;2009, 1 januari;2770
404;A-Q Alle economische activiteiten ..;Brouwershaven;2006, 1 januari;0
405;A-Q Alle economische activiteiten ..;Brouwershaven;2007, 1 januari;0
406;A-Q Alle economische activiteiten ..;Brouwershaven;2008, 1 januari;0
407;A-Q Alle economische activiteiten ..;Brouwershaven;2009, 1 januari;0
408;A-Q Alle economische activiteiten ..;Bruinisse;2006, 1 januari;0
409;A-Q Alle economische activiteiten ..;Bruinisse;2007, 1 januari;0
410;A-Q Alle economische activiteiten ..;Bruinisse;2008, 1 januari;0
411;A-Q Alle economische activiteiten ..;Bruinisse;2009, 1 januari;0
412;A-Q Alle economische activiteiten ..;Brummen;2006, 1 januari;1000
413;A-Q Alle economische activiteiten ..;Brummen;2007, 1 januari;1045
414;A-Q Alle economische activiteiten ..;Brummen;2008, 1 januari;1070
415;A-Q Alle economische activiteiten ..;Brummen;2009, 1 januari;1130
416;A-Q Alle economische activiteiten ..;Brunssum;2006, 1 januari;865
417;A-Q Alle economische activiteiten ..;Brunssum;2007, 1 januari;925
418;A-Q Alle economische activiteiten ..;Brunssum;2008, 1 januari;955
419;A-Q Alle economische activiteiten ..;Brunssum;2009, 1 januari;1010
420;A-Q Alle economische activiteiten ..;Budel;2006, 1 januari;0
421;A-Q Alle economische activiteiten ..;Budel;2007, 1 januari;0
422;A-Q Alle economische activiteiten ..;Budel;2008, 1 januari;0
423;A-Q Alle economische activiteiten ..;Budel;2009, 1 januari;0
424;A-Q Alle economische activiteiten ..;Bunnik;2006, 1 januari;925
425;A-Q Alle economische activiteiten ..;Bunnik;2007, 1 januari;980
426;A-Q Alle economische activiteiten ..;Bunnik;2008, 1 januari;1000
427;A-Q Alle economische activiteiten ..;Bunnik;2009, 1 januari;1050
428;A-Q Alle economische activiteiten ..;Bunschoten;2006, 1 januari;1125
429;A-Q Alle economische activiteiten ..;Bunschoten;2007, 1 januari;1180
430;A-Q Alle economische activiteiten ..;Bunschoten;2008, 1 januari;1225
431;A-Q Alle economische activiteiten ..;Bunschoten;2009, 1 januari;1280
432;A-Q Alle economische activiteiten ..;Buren;2006, 1 januari;1925
433;A-Q Alle economische activiteiten ..;Buren;2007, 1 januari;1995
434;A-Q Alle economische activiteiten ..;Buren;2008, 1 januari;2075
435;A-Q Alle economische activiteiten ..;Buren;2009, 1 januari;2160
436;A-Q Alle economische activiteiten ..;Bussum;2006, 1 januari;2085
437;A-Q Alle economische activiteiten ..;Bussum;2007, 1 januari;2215
438;A-Q Alle economische activiteiten ..;Bussum;2008, 1 januari;2335
439;A-Q Alle economische activiteiten ..;Bussum;2009, 1 januari;2415
440;A-Q Alle economische activiteiten ..;Capelle aan den IJssel;2006, 1 januari;2740
441;A-Q Alle economische activiteiten ..;Capelle aan den IJssel;2007, 1 januari;2910
442;A-Q Alle economische activiteiten ..;Capelle aan den IJssel;2008, 1 januari;3060
443;A-Q Alle economische activiteiten ..;Capelle aan den IJssel;2009, 1 januari;3270
444;A-Q Alle economische activiteiten ..;Castricum;2006, 1 januari;1560
445;A-Q Alle economische activiteiten ..;Castricum;2007, 1 januari;1640
446;A-Q Alle economische activiteiten ..;Castricum;2008, 1 januari;1685
447;A-Q Alle economische activiteiten ..;Castricum;2009, 1 januari;1770
448;A-Q Alle economische activiteiten ..;Chaam;2006, 1 januari;0
449;A-Q Alle economische activiteiten ..;Chaam;2007, 1 januari;0
450;A-Q Alle economische activiteiten ..;Chaam;2008, 1 januari;0
451;A-Q Alle economische activiteiten ..;Chaam;2009, 1 januari;0
452;A-Q Alle economische activiteiten ..;Coevorden;2006, 1 januari;1870
453;A-Q Alle economische activiteiten ..;Coevorden;2007, 1 januari;2010
454;A-Q Alle economische activiteiten ..;Coevorden;2008, 1 januari;2065
455;A-Q Alle economische activiteiten ..;Coevorden;2009, 1 januari;2135
456;A-Q Alle economische activiteiten ..;Cranendonck;2006, 1 januari;1230
457;A-Q Alle economische activiteiten ..;Cranendonck;2007, 1 januari;1295
458;A-Q Alle economische activiteiten ..;Cranendonck;2008, 1 januari;1345
459;A-Q Alle economische activiteiten ..;Cranendonck;2009, 1 januari;1405
460;A-Q Alle economische activiteiten ..;Cromstrijen;2006, 1 januari;815
461;A-Q Alle economische activiteiten ..;Cromstrijen;2007, 1 januari;825
462;A-Q Alle economische activiteiten ..;Cromstrijen;2008, 1 januari;855
463;A-Q Alle economische activiteiten ..;Cromstrijen;2009, 1 januari;870
464;A-Q Alle economische activiteiten ..;Cuijk;2006, 1 januari;1020
465;A-Q Alle economische activiteiten ..;Cuijk;2007, 1 januari;1070
466;A-Q Alle economische activiteiten ..;Cuijk;2008, 1 januari;1110
467;A-Q Alle economische activiteiten ..;Cuijk;2009, 1 januari;1220
468;A-Q Alle economische activiteiten ..;Culemborg;2006, 1 januari;1325
469;A-Q Alle economische activiteiten ..;Culemborg;2007, 1 januari;1425
470;A-Q Alle economische activiteiten ..;Culemborg;2008, 1 januari;1515
471;A-Q Alle economische activiteiten ..;Culemborg;2009, 1 januari;1570
472;A-Q Alle economische activiteiten ..;Dalen;2006, 1 januari;0
473;A-Q Alle economische activiteiten ..;Dalen;2007, 1 januari;0
474;A-Q Alle economische activiteiten ..;Dalen;2008, 1 januari;0
475;A-Q Alle economische activiteiten ..;Dalen;2009, 1 januari;0
476;A-Q Alle economische activiteiten ..;Dalfsen;2006, 1 januari;1660
477;A-Q Alle economische activiteiten ..;Dalfsen;2007, 1 januari;1720
478;A-Q Alle economische activiteiten ..;Dalfsen;2008, 1 januari;1745
479;A-Q Alle economische activiteiten ..;Dalfsen;2009, 1 januari;1800
480;A-Q Alle economische activiteiten ..;Dantumadeel;2006, 1 januari;810
481;A-Q Alle economische activiteiten ..;Dantumadeel;2007, 1 januari;870
482;A-Q Alle economische activiteiten ..;Dantumadeel;2008, 1 januari;895
483;A-Q Alle economische activiteiten ..;Dantumadeel;2009, 1 januari;0
484;A-Q Alle economische activiteiten ..;Dantumadiel;2006, 1 januari;0
485;A-Q Alle economische activiteiten ..;Dantumadiel;2007, 1 januari;0
486;A-Q Alle economische activiteiten ..;Dantumadiel;2008, 1 januari;0
487;A-Q Alle economische activiteiten ..;Dantumadiel;2009, 1 januari;960
488;A-Q Alle economische activiteiten ..;Delft;2006, 1 januari;3720
489;A-Q Alle economische activiteiten ..;Delft;2007, 1 januari;4000
490;A-Q Alle economische activiteiten ..;Delft;2008, 1 januari;4190
491;A-Q Alle economische activiteiten ..;Delft;2009, 1 januari;4480
492;A-Q Alle economische activiteiten ..;Delfzijl;2006, 1 januari;1170
493;A-Q Alle economische activiteiten ..;Delfzijl;2007, 1 januari;1210
494;A-Q Alle economische activiteiten ..;Delfzijl;2008, 1 januari;1215
495;A-Q Alle economische activiteiten ..;Delfzijl;2009, 1 januari;1295
496;A-Q Alle economische activiteiten ..;Denekamp;2006, 1 januari;0
497;A-Q Alle economische activiteiten ..;Denekamp;2007, 1 januari;0
498;A-Q Alle economische activiteiten ..;Denekamp;2008, 1 januari;0
499;A-Q Alle economische activiteiten ..;Denekamp;2009, 1 januari;0
500;A-Q Alle economische activiteiten ..;Deurne;2006, 1 januari;2005
501;A-Q Alle economische activiteiten ..;Deurne;2007, 1 januari;2040
502;A-Q Alle economische activiteiten ..;Deurne;2008, 1 januari;2110
503;A-Q Alle economische activiteiten ..;Deurne;2009, 1 januari;2195
504;A-Q Alle economische activiteiten ..;Deventer;2006, 1 januari;3680
505;A-Q Alle economische activiteiten ..;Deventer;2007, 1 januari;3920
506;A-Q Alle economische activiteiten ..;Deventer;2008, 1 januari;4180
507;A-Q Alle economische activiteiten ..;Deventer;2009, 1 januari;4430
508;A-Q Alle economische activiteiten ..;Didam;2006, 1 januari;0
509;A-Q Alle economische activiteiten ..;Didam;2007, 1 januari;0
510;A-Q Alle economische activiteiten ..;Didam;2008, 1 januari;0
511;A-Q Alle economische activiteiten ..;Didam;2009, 1 januari;0
512;A-Q Alle economische activiteiten ..;Diemen;2006, 1 januari;1125
513;A-Q Alle economische activiteiten ..;Diemen;2007, 1 januari;1210
514;A-Q Alle economische activiteiten ..;Diemen;2008, 1 januari;1220
515;A-Q Alle economische activiteiten ..;Diemen;2009, 1 januari;1300
516;A-Q Alle economische activiteiten ..;Diepenheim;2006, 1 januari;0
517;A-Q Alle economische activiteiten ..;Diepenheim;2007, 1 januari;0
518;A-Q Alle economische activiteiten ..;Diepenheim;2008, 1 januari;0
519;A-Q Alle economische activiteiten ..;Diepenheim;2009, 1 januari;0
520;A-Q Alle economische activiteiten ..;Diepenveen;2006, 1 januari;0
521;A-Q Alle economische activiteiten ..;Diepenveen;2007, 1 januari;0
522;A-Q Alle economische activiteiten ..;Diepenveen;2008, 1 januari;0
523;A-Q Alle economische activiteiten ..;Diepenveen;2009, 1 januari;0
524;A-Q Alle economische activiteiten ..;Diessen;2006, 1 januari;0
525;A-Q Alle economische activiteiten ..;Diessen;2007, 1 januari;0
526;A-Q Alle economische activiteiten ..;Diessen;2008, 1 januari;0
527;A-Q Alle economische activiteiten ..;Diessen;2009, 1 januari;0
528;A-Q Alle economische activiteiten ..;Diever;2006, 1 januari;0
529;A-Q Alle economische activiteiten ..;Diever;2007, 1 januari;0
530;A-Q Alle economische activiteiten ..;Diever;2008, 1 januari;0
531;A-Q Alle economische activiteiten ..;Diever;2009, 1 januari;0
532;A-Q Alle economische activiteiten ..;Dinkelland;2006, 1 januari;1805
533;A-Q Alle economische activiteiten ..;Dinkelland;2007, 1 januari;1850
534;A-Q Alle economische activiteiten ..;Dinkelland;2008, 1 januari;1850
535;A-Q Alle economische activiteiten ..;Dinkelland;2009, 1 januari;1905
536;A-Q Alle economische activiteiten ..;Dinteloord en Prinsenland;2006, 1 januari;0
537;A-Q Alle economische activiteiten ..;Dinteloord en Prinsenland;2007, 1 januari;0
538;A-Q Alle economische activiteiten ..;Dinteloord en Prinsenland;2008, 1 januari;0
539;A-Q Alle economische activiteiten ..;Dinteloord en Prinsenland;2009, 1 januari;0
540;A-Q Alle economische activiteiten ..;Dinxperlo;2006, 1 januari;0
541;A-Q Alle economische activiteiten ..;Dinxperlo;2007, 1 januari;0
542;A-Q Alle economische activiteiten ..;Dinxperlo;2008, 1 januari;0
543;A-Q Alle economische activiteiten ..;Dinxperlo;2009, 1 januari;0
544;A-Q Alle economische activiteiten ..;Dirksland;2006, 1 januari;430
545;A-Q Alle economische activiteiten ..;Dirksland;2007, 1 januari;445
546;A-Q Alle economische activiteiten ..;Dirksland;2008, 1 januari;465
547;A-Q Alle economische activiteiten ..;Dirksland;2009, 1 januari;490
548;A-Q Alle economische activiteiten ..;Dodewaard;2006, 1 januari;0
549;A-Q Alle economische activiteiten ..;Dodewaard;2007, 1 januari;0
550;A-Q Alle economische activiteiten ..;Dodewaard;2008, 1 januari;0
551;A-Q Alle economische activiteiten ..;Dodewaard;2009, 1 januari;0
552;A-Q Alle economische activiteiten ..;Doesburg;2006, 1 januari;430
553;A-Q Alle economische activiteiten ..;Doesburg;2007, 1 januari;450
554;A-Q Alle economische activiteiten ..;Doesburg;2008, 1 januari;460
555;A-Q Alle economische activiteiten ..;Doesburg;2009, 1 januari;480
556;A-Q Alle economische activiteiten ..;Doetinchem;2006, 1 januari;2770
557;A-Q Alle economische activiteiten ..;Doetinchem;2007, 1 januari;2910
558;A-Q Alle economische activiteiten ..;Doetinchem;2008, 1 januari;2955
559;A-Q Alle economische activiteiten ..;Doetinchem;2009, 1 januari;3125
560;A-Q Alle economische activiteiten ..;Domburg;2006, 1 januari;0
561;A-Q Alle economische activiteiten ..;Domburg;2007, 1 januari;0
562;A-Q Alle economische activiteiten ..;Domburg;2008, 1 januari;0
563;A-Q Alle economische activiteiten ..;Domburg;2009, 1 januari;0
564;A-Q Alle economische activiteiten ..;Dongen;2006, 1 januari;1180
565;A-Q Alle economische activiteiten ..;Dongen;2007, 1 januari;1210
566;A-Q Alle economische activiteiten ..;Dongen;2008, 1 januari;1285
567;A-Q Alle economische activiteiten ..;Dongen;2009, 1 januari;1335
568;A-Q Alle economische activiteiten ..;Dongeradeel;2006, 1 januari;1235
569;A-Q Alle economische activiteiten ..;Dongeradeel;2007, 1 januari;1305
570;A-Q Alle economische activiteiten ..;Dongeradeel;2008, 1 januari;1340
571;A-Q Alle economische activiteiten ..;Dongeradeel;2009, 1 januari;1390
572;A-Q Alle economische activiteiten ..;Doorn;2006, 1 januari;0
573;A-Q Alle economische activiteiten ..;Doorn;2007, 1 januari;0
574;A-Q Alle economische activiteiten ..;Doorn;2008, 1 januari;0
575;A-Q Alle economische activiteiten ..;Doorn;2009, 1 januari;0
576;A-Q Alle economische activiteiten ..;Dordrecht;2006, 1 januari;4910
577;A-Q Alle economische activiteiten ..;Dordrecht;2007, 1 januari;5130
578;A-Q Alle economische activiteiten ..;Dordrecht;2008, 1 januari;5260
579;A-Q Alle economische activiteiten ..;Dordrecht;2009, 1 januari;5665
580;A-Q Alle economische activiteiten ..;Drechterland;2006, 1 januari;1080
581;A-Q Alle economische activiteiten ..;Drechterland;2007, 1 januari;1115
582;A-Q Alle economische activiteiten ..;Drechterland;2008, 1 januari;1145
583;A-Q Alle economische activiteiten ..;Drechterland;2009, 1 januari;1195
584;A-Q Alle economische activiteiten ..;Driebergen-Rijsenburg;2006, 1 januari;0
585;A-Q Alle economische activiteiten ..;Driebergen-Rijsenburg;2007, 1 januari;0
586;A-Q Alle economische activiteiten ..;Driebergen-Rijsenburg;2008, 1 januari;0
587;A-Q Alle economische activiteiten ..;Driebergen-Rijsenburg;2009, 1 januari;0
588;A-Q Alle economische activiteiten ..;Drimmelen;2006, 1 januari;1355
589;A-Q Alle economische activiteiten ..;Drimmelen;2007, 1 januari;1450
590;A-Q Alle economische activiteiten ..;Drimmelen;2008, 1 januari;1545
591;A-Q Alle economische activiteiten ..;Drimmelen;2009, 1 januari;1590
592;A-Q Alle economische activiteiten ..;Dronten;2006, 1 januari;2025
593;A-Q Alle economische activiteiten ..;Dronten;2007, 1 januari;2115
594;A-Q Alle economische activiteiten ..;Dronten;2008, 1 januari;2250
595;A-Q Alle economische activiteiten ..;Dronten;2009, 1 januari;2340
596;A-Q Alle economische activiteiten ..;Drunen;2006, 1 januari;0
597;A-Q Alle economische activiteiten ..;Drunen;2007, 1 januari;0
598;A-Q Alle economische activiteiten ..;Drunen;2008, 1 januari;0
599;A-Q Alle economische activiteiten ..;Drunen;2009, 1 januari;0
600;A-Q Alle economische activiteiten ..;Druten;2006, 1 januari;940
601;A-Q Alle economische activiteiten ..;Druten;2007, 1 januari;980
602;A-Q Alle economische activiteiten ..;Druten;2008, 1 januari;1030
603;A-Q Alle economische activiteiten ..;Druten;2009, 1 januari;1075
604;A-Q Alle economische activiteiten ..;Duiveland;2006, 1 januari;0
605;A-Q Alle economische activiteiten ..;Duiveland;2007, 1 januari;0
606;A-Q Alle economische activiteiten ..;Duiveland;2008, 1 januari;0
607;A-Q Alle economische activiteiten ..;Duiveland;2009, 1 januari;0
608;A-Q Alle economische activiteiten ..;Duiven;2006, 1 januari;1110
609;A-Q Alle economische activiteiten ..;Duiven;2007, 1 januari;1190
610;A-Q Alle economische activiteiten ..;Duiven;2008, 1 januari;1245
611;A-Q Alle economische activiteiten ..;Duiven;2009, 1 januari;1310
612;A-Q Alle economische activiteiten ..;Dussen;2006, 1 januari;0
613;A-Q Alle economische activiteiten ..;Dussen;2007, 1 januari;0
614;A-Q Alle economische activiteiten ..;Dussen;2008, 1 januari;0
615;A-Q Alle economische activiteiten ..;Dussen;2009, 1 januari;0
616;A-Q Alle economische activiteiten ..;Dwingeloo;2006, 1 januari;0
617;A-Q Alle economische activiteiten ..;Dwingeloo;2007, 1 januari;0
618;A-Q Alle economische activiteiten ..;Dwingeloo;2008, 1 januari;0
619;A-Q Alle economische activiteiten ..;Dwingeloo;2009, 1 januari;0
620;A-Q Alle economische activiteiten ..;Echt;2006, 1 januari;0
621;A-Q Alle economische activiteiten ..;Echt;2007, 1 januari;0
622;A-Q Alle economische activiteiten ..;Echt;2008, 1 januari;0
623;A-Q Alle economische activiteiten ..;Echt;2009, 1 januari;0
624;A-Q Alle economische activiteiten ..;Echt-Susteren;2006, 1 januari;1700
625;A-Q Alle economische activiteiten ..;Echt-Susteren;2007, 1 januari;1765
626;A-Q Alle economische activiteiten ..;Echt-Susteren;2008, 1 januari;1815
627;A-Q Alle economische activiteiten ..;Echt-Susteren;2009, 1 januari;1895
628;A-Q Alle economische activiteiten ..;Echteld;2006, 1 januari;0
629;A-Q Alle economische activiteiten ..;Echteld;2007, 1 januari;0
630;A-Q Alle economische activiteiten ..;Echteld;2008, 1 januari;0
631;A-Q Alle economische activiteiten ..;Echteld;2009, 1 januari;0
632;A-Q Alle economische activiteiten ..;Edam-Volendam;2006, 1 januari;1630
633;A-Q Alle economische activiteiten ..;Edam-Volendam;2007, 1 januari;1740
634;A-Q Alle economische activiteiten ..;Edam-Volendam;2008, 1 januari;1910
635;A-Q Alle economische activiteiten ..;Edam-Volendam;2009, 1 januari;2065
636;A-Q Alle economische activiteiten ..;Ede;2006, 1 januari;5870
