ID;Bestemming;Marges;Perioden;TotaalNederlanders_1;PercentageNederlanders_2;TotaalVakanties_3;GemiddeldPerDeelnemer_4;TotaalVakantiedagen_5;GemiddeldPerDeelnemer_6;GemiddeldPerVakantie_7;TotaalOvernachtingen_8;GemiddeldPerDeelnemer_9;GemiddeldPerVakantie_10;TotaalVakantieUitgaven_11;GemiddeldPerDeelnemer_12;GemiddeldPerPersoonPerVakantie_13;GemiddeldPerPersoonPerVakantiedag_14
209;Curaçao (CW);Waarde;2023;;;;;;;;;;;;;;
210;Curaçao (CW);Ondergrens 95%-interval;2021;73.0;0.5;75.0;1.0;1.1;12.6;;1.0;11.6;;164.0;2013.0;;
211;Curaçao (CW);Ondergrens 95%-interval;2022;106.0;0.7;106.0;1.0;1.5;12.9;;1.4;11.9;;200.0;1623.0;;
212;Curaçao (CW);Ondergrens 95%-interval;2023;;;;;;;;;;;;;;
213;Curaçao (CW);Bovengrens 95%-interval;2021;137.0;1.0;139.0;1.0;2.0;16.9;;1.9;15.9;;327.0;2667.0;;
214;Curaçao (CW);Bovengrens 95%-interval;2022;173.0;1.2;174.0;1.0;2.5;15.5;;2.3;14.5;;330.0;2174.0;;
215;Curaçao (CW);Bovengrens 95%-interval;2023;;;;;;;;;;;;;;
216;Denemarken (DK);Waarde;2021;127.0;0.9;136.0;1.1;1.6;12.2;11.5;1.4;11.2;10.5;90.0;707.0;664.0;58.0
217;Denemarken (DK);Waarde;2022;239.0;1.6;245.0;1.0;2.4;9.9;9.7;2.1;8.9;8.7;175.0;735.0;717.0;74.0
218;Denemarken (DK);Waarde;2023;344.0;2.3;362.0;1.1;3.9;11.2;10.7;3.5;10.2;9.7;261.0;760.0;721.0;68.0
219;Denemarken (DK);Ondergrens 95%-interval;2021;95.0;0.7;100.0;1.0;1.1;10.5;;1.0;9.5;;64.0;607.0;;
220;Denemarken (DK);Ondergrens 95%-interval;2022;196.0;1.4;201.0;1.0;1.9;8.8;;1.7;7.8;;139.0;637.0;;
221;Denemarken (DK);Ondergrens 95%-interval;2023;271.0;1.9;281.0;1.0;2.8;9.1;;2.5;8.1;;195.0;634.0;;
222;Denemarken (DK);Bovengrens 95%-interval;2021;160.0;1.1;172.0;1.1;2.0;13.9;;1.8;12.9;;116.0;807.0;;
223;Denemarken (DK);Bovengrens 95%-interval;2022;281.0;1.9;288.0;1.0;2.8;11.1;;2.5;10.0;;211.0;832.0;;
224;Denemarken (DK);Bovengrens 95%-interval;2023;416.0;2.9;444.0;1.1;4.9;13.4;;4.5;12.3;;328.0;886.0;;
225;Duitsland (DE);Waarde;2021;1239.0;8.5;1541.0;1.2;11.1;8.9;7.2;9.5;7.7;6.2;689.0;556.0;447.0;62.0
226;Duitsland (DE);Waarde;2022;2276.0;15.5;2857.0;1.3;19.2;8.4;6.7;16.3;7.2;5.7;1203.0;528.0;421.0;63.0
227;Duitsland (DE);Waarde;2023;2647.0;17.8;3556.0;1.3;25.0;9.5;7.0;21.5;8.1;6.0;1538.0;581.0;433.0;61.0
228;Duitsland (DE);Ondergrens 95%-interval;2021;1141.0;7.9;1393.0;1.2;9.6;8.0;;8.2;6.8;;608.0;508.0;;
229;Duitsland (DE);Ondergrens 95%-interval;2022;2150.0;14.7;2673.0;1.2;17.8;8.0;;15.1;6.7;;1116.0;500.0;;
230;Duitsland (DE);Ondergrens 95%-interval;2023;2435.0;16.6;3154.0;1.2;20.1;7.9;;16.8;6.6;;1314.0;515.0;;
231;Duitsland (DE);Bovengrens 95%-interval;2021;1338.0;9.2;1689.0;1.3;12.5;9.8;;10.8;8.5;;770.0;604.0;;
232;Duitsland (DE);Bovengrens 95%-interval;2022;2402.0;16.4;3041.0;1.3;20.6;8.9;;17.6;7.6;;1290.0;557.0;;
233;Duitsland (DE);Bovengrens 95%-interval;2023;2859.0;19.2;3958.0;1.4;29.9;11.0;;26.1;9.6;;1763.0;647.0;;
234;Egypte (EG);Waarde;2021;;;;;;;;;;;;;;
235;Egypte (EG);Waarde;2022;90.0;0.6;98.0;1.1;1.1;11.9;10.9;1.0;10.8;9.9;121.0;1340.0;1230.0;113.0
236;Egypte (EG);Waarde;2023;136.0;0.9;145.0;1.1;1.7;12.6;11.8;1.6;11.5;10.8;156.0;1150.0;1080.0;91.0
237;Egypte (EG);Ondergrens 95%-interval;2021;;;;;;;;;;;;;;
238;Egypte (EG);Ondergrens 95%-interval;2022;63.0;0.5;68.0;1.0;0.7;10.3;;0.7;9.2;;78.0;1062.0;;
239;Egypte (EG);Ondergrens 95%-interval;2023;87.0;0.6;93.0;1.0;1.0;9.8;;0.9;8.7;;97.0;999.0;;
240;Egypte (EG);Bovengrens 95%-interval;2021;;;;;;;;;;;;;;
241;Egypte (EG);Bovengrens 95%-interval;2022;118.0;0.8;128.0;1.2;1.4;13.5;;1.3;12.4;;164.0;1618.0;;
242;Egypte (EG);Bovengrens 95%-interval;2023;185.0;1.3;197.0;1.1;2.4;15.4;;2.2;14.4;;215.0;1301.0;;
243;Frankrijk (FR);Waarde;2021;1676.0;11.5;1962.0;1.2;26.7;15.9;13.6;24.7;14.7;12.6;1321.0;788.0;674.0;50.0
244;Frankrijk (FR);Waarde;2022;2430.0;16.6;2912.0;1.2;36.4;15.0;12.5;33.5;13.8;11.5;1916.0;788.0;658.0;53.0
245;Frankrijk (FR);Waarde;2023;2333.0;15.7;2915.0;1.2;36.4;15.6;12.5;33.5;14.4;11.5;2078.0;891.0;713.0;57.0
246;Frankrijk (FR);Ondergrens 95%-interval;2021;1565.0;10.8;1818.0;1.1;24.5;15.0;;22.6;13.9;;1216.0;750.0;;
247;Frankrijk (FR);Ondergrens 95%-interval;2022;2297.0;15.8;2745.0;1.2;34.1;14.3;;31.3;13.1;;1797.0;754.0;;
248;Frankrijk (FR);Ondergrens 95%-interval;2023;2145.0;14.6;2656.0;1.2;32.8;14.5;;30.0;13.3;;1886.0;837.0;;
249;Frankrijk (FR);Bovengrens 95%-interval;2021;1788.0;12.3;2105.0;1.2;28.8;16.8;;26.8;15.6;;1426.0;827.0;;
250;Frankrijk (FR);Bovengrens 95%-interval;2022;2562.0;17.5;3079.0;1.2;38.7;15.7;;35.7;14.4;;2034.0;822.0;;
251;Frankrijk (FR);Bovengrens 95%-interval;2023;2522.0;17.0;3174.0;1.3;40.1;16.7;;37.0;15.5;;2271.0;945.0;;
252;Griekenland (EL);Waarde;2021;563.0;3.9;628.0;1.1;8.0;14.2;12.7;7.4;13.1;11.7;830.0;1475.0;1321.0;104.0
253;Griekenland (EL);Waarde;2022;747.0;5.1;803.0;1.1;10.2;13.7;12.7;9.4;12.6;11.7;960.0;1284.0;1196.0;94.0
254;Griekenland (EL);Waarde;2023;728.0;4.9;781.0;1.1;9.6;13.1;12.2;8.8;12.1;11.2;977.0;1343.0;1251.0;102.0
255;Griekenland (EL);Ondergrens 95%-interval;2021;491.0;3.4;543.0;1.1;6.8;13.0;;6.2;12.0;;714.0;1371.0;;
256;Griekenland (EL);Ondergrens 95%-interval;2022;673.0;4.6;720.0;1.0;8.8;12.4;;8.1;11.3;;851.0;1193.0;;
257;Griekenland (EL);Ondergrens 95%-interval;2023;608.0;4.2;653.0;1.0;7.6;11.8;;6.9;10.7;;810.0;1206.0;;
258;Griekenland (EL);Bovengrens 95%-interval;2021;634.0;4.4;714.0;1.2;9.2;15.3;;8.5;14.2;;946.0;1579.0;;
259;Griekenland (EL);Bovengrens 95%-interval;2022;821.0;5.6;885.0;1.1;11.6;15.0;;10.7;13.9;;1068.0;1376.0;;
260;Griekenland (EL);Bovengrens 95%-interval;2023;847.0;5.8;909.0;1.1;11.5;14.5;;10.6;13.4;;1144.0;1480.0;;
261;Hongarije (HU);Waarde;2021;;;;;;;;;;;;;;
262;Hongarije (HU);Waarde;2022;95.0;0.7;106.0;1.1;1.2;12.5;11.2;1.1;11.4;10.2;44.0;465.0;418.0;37.0
263;Hongarije (HU);Waarde;2023;;;;;;;;;;;;;;
264;Hongarije (HU);Ondergrens 95%-interval;2021;;;;;;;;;;;;;;
265;Hongarije (HU);Ondergrens 95%-interval;2022;63.0;0.5;70.0;1.0;0.5;6.5;;0.4;5.4;;30.0;352.0;;
266;Hongarije (HU);Ondergrens 95%-interval;2023;;;;;;;;;;;;;;
267;Hongarije (HU);Bovengrens 95%-interval;2021;;;;;;;;;;;;;;
268;Hongarije (HU);Bovengrens 95%-interval;2022;128.0;0.9;142.0;1.2;1.9;18.5;;1.8;17.4;;59.0;578.0;;
269;Hongarije (HU);Bovengrens 95%-interval;2023;;;;;;;;;;;;;;
270;Ierland (IE);Waarde;2021;;;;;;;;;;;;;;
271;Ierland (IE);Waarde;2022;101.0;0.7;101.0;1.0;0.8;7.8;7.8;0.7;6.8;6.8;74.0;731.0;729.0;94.0
272;Ierland (IE);Waarde;2023;113.0;0.8;114.0;1.0;0.9;7.9;7.8;0.8;6.9;6.8;108.0;954.0;948.0;121.0
273;Ierland (IE);Ondergrens 95%-interval;2021;;;;;;;;;;;;;;
274;Ierland (IE);Ondergrens 95%-interval;2022;68.0;0.5;68.0;1.0;0.5;5.8;;0.4;4.8;;45.0;523.0;;
275;Ierland (IE);Ondergrens 95%-interval;2023;72.0;0.5;73.0;1.0;0.6;6.1;;0.5;5.1;;70.0;716.0;;
276;Ierland (IE);Bovengrens 95%-interval;2021;;;;;;;;;;;;;;
277;Ierland (IE);Bovengrens 95%-interval;2022;134.0;1.0;134.0;1.0;1.1;9.7;;0.9;8.7;;102.0;939.0;;
278;Ierland (IE);Bovengrens 95%-interval;2023;153.0;1.1;154.0;1.0;1.2;9.6;;1.0;8.6;;145.0;1192.0;;
279;IJsland (IS);Waarde;2021;;;;;;;;;;;;;;
280;IJsland (IS);Waarde;2022;104.0;0.7;105.0;1.0;1.3;12.2;12.1;1.2;11.2;11.1;195.0;1867.0;1847.0;153.0
281;IJsland (IS);Waarde;2023;;;;;;;;;;;;;;
282;IJsland (IS);Ondergrens 95%-interval;2021;;;;;;;;;;;;;;
283;IJsland (IS);Ondergrens 95%-interval;2022;74.0;0.5;75.0;1.0;0.9;10.1;;0.8;9.0;;138.0;1487.0;;
284;IJsland (IS);Ondergrens 95%-interval;2023;;;;;;;;;;;;;;
285;IJsland (IS);Bovengrens 95%-interval;2021;;;;;;;;;;;;;;
286;IJsland (IS);Bovengrens 95%-interval;2022;135.0;1.0;136.0;1.0;1.7;14.4;;1.5;13.4;;252.0;2246.0;;
287;IJsland (IS);Bovengrens 95%-interval;2023;;;;;;;;;;;;;;
288;Indonesië (ID);Waarde;2021;;;;;;;;;;;;;;
289;Indonesië (ID);Waarde;2022;;;;;;;;;;;;;;
290;Indonesië (ID);Waarde;2023;172.0;1.2;181.0;1.1;4.4;25.6;24.3;4.2;24.5;23.3;385.0;2239.0;2128.0;88.0
291;Indonesië (ID);Ondergrens 95%-interval;2021;;;;;;;;;;;;;;
292;Indonesië (ID);Ondergrens 95%-interval;2022;;;;;;;;;;;;;;
293;Indonesië (ID);Ondergrens 95%-interval;2023;113.0;0.8;117.0;1.0;2.7;22.2;;2.6;21.2;;245.0;1858.0;;
294;Indonesië (ID);Bovengrens 95%-interval;2021;;;;;;;;;;;;;;
295;Indonesië (ID);Bovengrens 95%-interval;2022;;;;;;;;;;;;;;
296;Indonesië (ID);Bovengrens 95%-interval;2023;231.0;1.6;245.0;1.1;6.1;28.9;;5.9;27.8;;525.0;2619.0;;
297;Italië (IT);Waarde;2021;849.0;5.8;949.0;1.1;13.1;15.4;13.8;12.1;14.3;12.8;1037.0;1222.0;1094.0;79.0
298;Italië (IT);Waarde;2022;1356.0;9.3;1511.0;1.1;19.1;14.1;12.6;17.6;12.9;11.6;1433.0;1057.0;948.0;75.0
299;Italië (IT);Waarde;2023;1237.0;8.3;1423.0;1.2;18.4;14.9;12.9;17.0;13.7;11.9;1478.0;1195.0;1039.0;80.0
300;Italië (IT);Ondergrens 95%-interval;2021;766.0;5.3;846.0;1.1;11.6;14.4;;10.7;13.3;;914.0;1133.0;;
301;Italië (IT);Ondergrens 95%-interval;2022;1253.0;8.6;1382.0;1.1;17.5;13.3;;16.1;12.2;;1311.0;996.0;;
302;Italië (IT);Ondergrens 95%-interval;2023;1090.0;7.4;1180.0;1.0;15.5;13.4;;14.3;12.3;;1265.0;1094.0;;
303;Italië (IT);Bovengrens 95%-interval;2021;932.0;6.4;1051.0;1.2;14.5;16.4;;13.5;15.3;;1160.0;1311.0;;
304;Italië (IT);Bovengrens 95%-interval;2022;1458.0;10.0;1640.0;1.2;20.7;14.8;;19.0;13.7;;1555.0;1118.0;;
305;Italië (IT);Bovengrens 95%-interval;2023;1384.0;9.3;1666.0;1.3;21.3;16.3;;19.6;15.1;;1692.0;1296.0;;
306;Kroatië (HR);Waarde;2021;111.0;0.8;113.0;1.0;2.0;18.0;17.6;1.9;17.0;16.6;125.0;1132.0;1110.0;63.0
307;Kroatië (HR);Waarde;2022;278.0;1.9;284.0;1.0;4.2;15.2;14.9;4.0;14.2;13.9;263.0;947.0;928.0;62.0
308;Kroatië (HR);Waarde;2023;194.0;1.3;199.0;1.0;2.6;13.5;13.2;2.4;12.5;12.2;204.0;1048.0;1022.0;77.0
309;Kroatië (HR);Ondergrens 95%-interval;2021;78.0;0.6;80.0;1.0;1.3;13.9;;1.2;12.9;;81.0;903.0;;
310;Kroatië (HR);Ondergrens 95%-interval;2022;224.0;1.6;229.0;1.0;3.4;13.2;;3.1;12.2;;204.0;781.0;;
311;Kroatië (HR);Ondergrens 95%-interval;2023;139.0;1.0;142.0;1.0;1.9;11.7;;1.7;10.7;;144.0;844.0;;
312;Kroatië (HR);Bovengrens 95%-interval;2021;143.0;1.0;146.0;1.0;2.7;22.1;;2.6;21.0;;170.0;1360.0;;
313;Kroatië (HR);Bovengrens 95%-interval;2022;332.0;2.3;339.0;1.0;5.1;17.2;;4.8;16.2;;323.0;1113.0;;
314;Kroatië (HR);Bovengrens 95%-interval;2023;250.0;1.7;257.0;1.1;3.4;15.3;;3.1;14.3;;263.0;1252.0;;
315;Luxemburg (LU);Waarde;2021;116.0;0.8;123.0;1.1;1.0;8.2;7.7;0.8;7.2;6.7;48.0;416.0;391.0;50.0
316;Luxemburg (LU);Waarde;2022;195.0;1.3;203.0;1.0;1.5;7.7;7.4;1.3;6.7;6.4;67.0;347.0;331.0;45.0
317;Luxemburg (LU);Waarde;2023;206.0;1.4;209.0;1.0;1.7;8.4;8.2;1.5;7.3;7.2;80.0;390.0;383.0;47.0
318;Luxemburg (LU);Ondergrens 95%-interval;2021;85.0;0.6;90.0;1.0;0.7;6.8;;0.6;5.8;;34.0;343.0;;
319;Luxemburg (LU);Ondergrens 95%-interval;2022;157.0;1.1;164.0;1.0;1.2;6.6;;1.0;5.6;;52.0;299.0;;
320;Luxemburg (LU);Ondergrens 95%-interval;2023;148.0;1.0;151.0;1.0;1.0;5.9;;0.9;4.9;;55.0;301.0;;
321;Luxemburg (LU);Bovengrens 95%-interval;2021;146.0;1.0;156.0;1.1;1.2;9.7;;1.1;8.6;;62.0;489.0;;
322;Luxemburg (LU);Bovengrens 95%-interval;2022;232.0;1.6;242.0;1.1;1.8;8.8;;1.6;7.8;;82.0;394.0;;
323;Luxemburg (LU);Bovengrens 95%-interval;2023;264.0;1.8;268.0;1.0;2.4;10.8;;2.2;9.8;;106.0;478.0;;
324;Noorwegen (NO);Waarde;2021;;;;;;;;;;;;;;
325;Noorwegen (NO);Waarde;2022;253.0;1.7;278.0;1.1;4.0;15.9;14.4;3.7;14.8;13.4;346.0;1369.0;1244.0;86.0
326;Noorwegen (NO);Waarde;2023;260.0;1.8;285.0;1.1;3.8;14.8;13.5;3.6;13.7;12.5;366.0;1410.0;1284.0;95.0
327;Noorwegen (NO);Ondergrens 95%-interval;2021;;;;;;;;;;;;;;
328;Noorwegen (NO);Ondergrens 95%-interval;2022;212.0;1.5;230.0;1.0;3.3;14.3;;3.0;13.3;;269.0;1141.0;;
329;Noorwegen (NO);Ondergrens 95%-interval;2023;174.0;1.3;194.0;1.0;2.6;13.1;;2.4;12.0;;267.0;1142.0;;
330;Noorwegen (NO);Bovengrens 95%-interval;2021;;;;;;;;;;;;;;
331;Noorwegen (NO);Bovengrens 95%-interval;2022;294.0;2.0;327.0;1.2;4.8;17.4;;4.4;16.3;;423.0;1597.0;;
332;Noorwegen (NO);Bovengrens 95%-interval;2023;345.0;2.4;377.0;1.2;5.1;16.5;;4.7;15.3;;466.0;1679.0;;
333;Oostenrijk (AT);Waarde;2021;504.0;3.5;562.0;1.1;6.8;13.5;12.1;6.2;12.3;11.1;456.0;905.0;811.0;67.0
334;Oostenrijk (AT);Waarde;2022;1083.0;7.4;1283.0;1.2;13.1;12.1;10.2;11.8;10.9;9.2;931.0;860.0;726.0;71.0
335;Oostenrijk (AT);Waarde;2023;1178.0;7.9;1386.0;1.2;13.1;11.2;9.5;11.8;10.0;8.5;934.0;793.0;674.0;71.0
336;Oostenrijk (AT);Ondergrens 95%-interval;2021;440.0;3.1;486.0;1.1;5.8;12.2;;5.3;11.1;;386.0;817.0;;
337;Oostenrijk (AT);Ondergrens 95%-interval;2022;998.0;6.8;1172.0;1.1;11.8;11.3;;10.6;10.2;;837.0;800.0;;
338;Oostenrijk (AT);Ondergrens 95%-interval;2023;1054.0;7.2;1233.0;1.1;11.6;10.4;;10.3;9.2;;825.0;731.0;;
339;Oostenrijk (AT);Bovengrens 95%-interval;2021;567.0;3.9;638.0;1.2;7.8;14.7;;7.2;13.5;;526.0;993.0;;
340;Oostenrijk (AT);Bovengrens 95%-interval;2022;1167.0;8.0;1394.0;1.2;14.4;12.9;;13.1;11.7;;1025.0;920.0;;
341;Oostenrijk (AT);Bovengrens 95%-interval;2023;1302.0;8.8;1540.0;1.2;14.7;12.0;;13.2;10.8;;1044.0;854.0;;
342;Polen (PL);Waarde;2021;;;;;;;;;;;;;;
343;Polen (PL);Waarde;2022;93.0;0.6;96.0;1.0;1.1;11.5;11.2;1.0;10.5;10.2;54.0;577.0;558.0;50.0
344;Polen (PL);Waarde;2023;;;;;;;;;;;;;;
345;Polen (PL);Ondergrens 95%-interval;2021;;;;;;;;;;;;;;
346;Polen (PL);Ondergrens 95%-interval;2022;62.0;0.5;64.0;1.0;0.6;7.7;;0.5;6.7;;34.0;458.0;;
347;Polen (PL);Ondergrens 95%-interval;2023;;;;;;;;;;;;;;
348;Polen (PL);Bovengrens 95%-interval;2021;;;;;;;;;;;;;;
349;Polen (PL);Bovengrens 95%-interval;2022;123.0;0.9;128.0;1.1;1.6;15.4;;1.5;14.3;;73.0;696.0;;
350;Polen (PL);Bovengrens 95%-interval;2023;;;;;;;;;;;;;;
351;Portugal (PT);Waarde;2021;286.0;2.0;310.0;1.1;3.7;13.0;12.0;3.4;11.9;11.0;349.0;1223.0;1125.0;94.0
352;Portugal (PT);Waarde;2022;514.0;3.5;560.0;1.1;6.7;13.1;12.0;6.2;12.0;11.0;561.0;1091.0;1002.0;83.0
353;Portugal (PT);Waarde;2023;594.0;4.0;640.0;1.1;7.3;12.2;11.3;6.6;11.1;10.3;597.0;1005.0;934.0;82.0
354;Portugal (PT);Ondergrens 95%-interval;2021;236.0;1.7;255.0;1.0;2.9;11.3;;2.7;10.2;;281.0;1100.0;;
355;Portugal (PT);Ondergrens 95%-interval;2022;449.0;3.1;484.0;1.0;5.5;11.4;;5.0;10.3;;481.0;994.0;;
356;Portugal (PT);Ondergrens 95%-interval;2023;489.0;3.4;527.0;1.0;6.0;11.0;;5.4;9.9;;497.0;877.0;;
357;Portugal (PT);Bovengrens 95%-interval;2021;335.0;2.3;366.0;1.1;4.5;14.8;;4.2;13.7;;418.0;1345.0;;
358;Portugal (PT);Bovengrens 95%-interval;2022;580.0;4.0;636.0;1.1;7.9;14.8;;7.3;13.7;;642.0;1187.0;;
359;Portugal (PT);Bovengrens 95%-interval;2023;699.0;4.8;752.0;1.1;8.5;13.4;;7.8;12.3;;697.0;1134.0;;
360;Spanje (ES);Waarde;2021;981.0;6.8;1118.0;1.1;13.3;13.6;11.9;12.2;12.4;10.9;1200.0;1224.0;1073.0;90.0
361;Spanje (ES);Waarde;2022;1774.0;12.1;2189.0;1.2;27.3;15.4;12.5;25.1;14.1;11.5;2242.0;1264.0;1024.0;82.0
362;Spanje (ES);Waarde;2023;1731.0;11.7;2113.0;1.2;26.6;15.4;12.6;24.5;14.2;11.6;2244.0;1296.0;1062.0;84.0
363;Spanje (ES);Ondergrens 95%-interval;2021;891.0;6.2;1011.0;1.1;11.8;12.6;;10.8;11.5;;1078.0;1157.0;;
364;Spanje (ES);Ondergrens 95%-interval;2022;1661.0;11.4;2044.0;1.2;25.2;14.5;;23.1;13.3;;2072.0;1196.0;;
365;Spanje (ES);Ondergrens 95%-interval;2023;1568.0;10.7;1909.0;1.2;23.2;14.1;;21.3;12.9;;2017.0;1191.0;;
366;Spanje (ES);Bovengrens 95%-interval;2021;1070.0;7.4;1226.0;1.2;14.8;14.6;;13.6;13.4;;1323.0;1290.0;;
367;Spanje (ES);Bovengrens 95%-interval;2022;1886.0;12.9;2334.0;1.3;29.3;16.2;;27.0;14.9;;2412.0;1332.0;;
368;Spanje (ES);Bovengrens 95%-interval;2023;1895.0;12.8;2317.0;1.3;30.1;16.6;;27.8;15.4;;2471.0;1401.0;;
369;Tsjechië (CZ);Waarde;2021;;;;;;;;;;;;;;
370;Tsjechië (CZ);Waarde;2022;205.0;1.4;216.0;1.1;2.1;10.1;9.6;1.9;9.1;8.6;125.0;609.0;576.0;60.0
371;Tsjechië (CZ);Waarde;2023;221.0;1.5;222.0;1.0;1.8;7.9;7.9;1.5;6.9;6.9;125.0;565.0;563.0;71.0
372;Tsjechië (CZ);Ondergrens 95%-interval;2021;;;;;;;;;;;;;;
373;Tsjechië (CZ);Ondergrens 95%-interval;2022;160.0;1.1;168.0;1.0;1.4;7.9;;1.3;6.8;;87.0;476.0;;
374;Tsjechië (CZ);Ondergrens 95%-interval;2023;154.0;1.1;155.0;1.0;1.2;6.4;;1.0;5.4;;68.0;368.0;;
375;Tsjechië (CZ);Bovengrens 95%-interval;2021;;;;;;;;;;;;;;
376;Tsjechië (CZ);Bovengrens 95%-interval;2022;250.0;1.7;265.0;1.1;2.7;12.4;;2.4;11.3;;162.0;742.0;;
377;Tsjechië (CZ);Bovengrens 95%-interval;2023;287.0;2.0;288.0;1.0;2.3;9.5;;2.1;8.5;;182.0;762.0;;
378;Turkije (TR);Waarde;2021;;;;;;;;;;;;;;
379;Turkije (TR);Waarde;2022;287.0;2.0;350.0;1.2;4.7;16.4;13.5;4.4;15.2;12.5;387.0;1348.0;1107.0;82.0
380;Turkije (TR);Waarde;2023;285.0;1.9;304.0;1.1;4.0;14.0;13.1;3.7;12.9;12.1;401.0;1404.0;1318.0;100.0
381;Turkije (TR);Ondergrens 95%-interval;2021;;;;;;;;;;;;;;
382;Turkije (TR);Ondergrens 95%-interval;2022;234.0;1.6;269.0;1.1;3.3;12.5;;3.0;11.3;;300.0;1156.0;;
383;Turkije (TR);Ondergrens 95%-interval;2023;215.0;1.5;228.0;1.0;2.7;11.1;;2.5;10.1;;235.0;938.0;;
384;Turkije (TR);Bovengrens 95%-interval;2021;;;;;;;;;;;;;;
385;Turkije (TR);Bovengrens 95%-interval;2022;341.0;2.4;430.0;1.4;6.2;20.3;;5.7;19.0;;474.0;1540.0;;
386;Turkije (TR);Bovengrens 95%-interval;2023;356.0;2.5;380.0;1.1;5.3;16.8;;4.9;15.7;;566.0;1870.0;;
387;Verenigd Koninkrijk (UK);Waarde;2021;114.0;0.8;123.0;1.1;1.0;8.5;7.8;0.8;7.4;6.8;81.0;710.0;653.0;83.0
388;Verenigd Koninkrijk (UK);Waarde;2022;756.0;5.2;825.0;1.1;6.9;9.1;8.3;6.1;8.0;7.3;586.0;775.0;710.0;85.0
389;Verenigd Koninkrijk (UK);Waarde;2023;956.0;6.4;1079.0;1.1;9.9;10.4;9.2;8.8;9.2;8.2;793.0;829.0;735.0;80.0
390;Verenigd Koninkrijk (UK);Ondergrens 95%-interval;2021;80.0;0.6;87.0;1.0;0.6;6.6;;0.5;5.5;;54.0;591.0;;
391;Verenigd Koninkrijk (UK);Ondergrens 95%-interval;2022;672.0;4.6;731.0;1.1;5.9;8.2;;5.1;7.1;;515.0;717.0;;
392;Verenigd Koninkrijk (UK);Ondergrens 95%-interval;2023;800.0;5.5;830.0;1.0;4.6;5.6;;3.8;4.6;;657.0;751.0;;
393;Verenigd Koninkrijk (UK);Bovengrens 95%-interval;2021;147.0;1.1;160.0;1.2;1.3;10.5;;1.1;9.3;;107.0;829.0;;
394;Verenigd Koninkrijk (UK);Bovengrens 95%-interval;2022;839.0;5.8;919.0;1.1;7.9;10.0;;7.0;8.9;;656.0;833.0;;
395;Verenigd Koninkrijk (UK);Bovengrens 95%-interval;2023;1112.0;7.5;1328.0;1.3;15.2;15.1;;13.9;13.9;;929.0;907.0;;
396;Verenigde Staten (US);Waarde;2021;;;;;;;;;;;;;;
397;Verenigde Staten (US);Waarde;2022;277.0;1.9;322.0;1.2;5.2;18.9;16.2;4.9;17.7;15.2;846.0;3054.0;2630.0;162.0
398;Verenigde Staten (US);Waarde;2023;289.0;1.9;293.0;1.0;4.3;15.0;14.8;4.0;14.0;13.8;792.0;2738.0;2700.0;182.0
399;Verenigde Staten (US);Ondergrens 95%-interval;2021;;;;;;;;;;;;;;
400;Verenigde Staten (US);Ondergrens 95%-interval;2022;226.0;1.6;250.0;1.0;4.1;16.5;;3.8;15.3;;650.0;2604.0;;
401;Verenigde Staten (US);Ondergrens 95%-interval;2023;227.0;1.6;231.0;1.0;3.3;13.2;;3.1;12.2;;597.0;2391.0;;
402;Verenigde Staten (US);Bovengrens 95%-interval;2021;;;;;;;;;;;;;;
403;Verenigde Staten (US);Bovengrens 95%-interval;2022;328.0;2.3;394.0;1.3;6.4;21.3;;6.0;20.1;;1042.0;3505.0;;
404;Verenigde Staten (US);Bovengrens 95%-interval;2023;351.0;2.4;356.0;1.0;5.4;16.8;;5.0;15.8;;986.0;3085.0;;
405;Zweden (SE);Waarde;2021;113.0;0.8;126.0;1.1;1.9;16.4;14.6;1.7;15.3;13.6;112.0;999.0;889.0;61.0
406;Zweden (SE);Waarde;2022;146.0;1.0;153.0;1.0;2.4;16.7;15.9;2.3;15.6;14.9;130.0;891.0;850.0;53.0
407;Zweden (SE);Waarde;2023;207.0;1.4;211.0;1.0;3.1;15.0;14.6;2.9;14.0;13.6;197.0;955.0;933.0;64.0
408;Zweden (SE);Ondergrens 95%-interval;2021;82.0;0.6;90.0;1.0;1.3;13.1;;1.2;12.0;;78.0;837.0;;
409;Zweden (SE);Ondergrens 95%-interval;2022;114.0;0.8;119.0;1.0;1.7;13.2;;1.6;12.2;;92.0;731.0;;
410;Zweden (SE);Ondergrens 95%-interval;2023;150.0;1.1;154.0;1.0;2.1;12.0;;1.9;11.0;;124.0;708.0;;
411;Zweden (SE);Bovengrens 95%-interval;2021;143.0;1.0;162.0;1.2;2.4;19.8;;2.3;18.6;;147.0;1160.0;;
412;Zweden (SE);Bovengrens 95%-interval;2022;178.0;1.2;187.0;1.1;3.1;20.2;;3.0;19.1;;167.0;1050.0;;
413;Zweden (SE);Bovengrens 95%-interval;2023;263.0;1.8;269.0;1.1;4.1;18.0;;3.8;16.9;;270.0;1202.0;;
414;Zwitserland (CH);Waarde;2021;176.0;1.2;222.0;1.3;2.5;14.2;11.3;2.3;13.0;10.3;160.0;911.0;720.0;64.0
415;Zwitserland (CH);Waarde;2022;276.0;1.9;343.0;1.2;3.5;12.6;10.2;3.1;11.4;9.2;248.0;897.0;722.0;71.0
