ID;SoortRijksmonumenten;RegioS2019;Perioden;Rijksmonumenten_1
905;Rijksmonumenten totaal;Limburg (PV);1990;3849
906;Rijksmonumenten totaal;Limburg (PV);1991;3852
907;Rijksmonumenten totaal;Limburg (PV);1992;3887
908;Rijksmonumenten totaal;Limburg (PV);1993;3939
909;Rijksmonumenten totaal;Limburg (PV);1994;3959
910;Rijksmonumenten totaal;Limburg (PV);1995;3971
911;Rijksmonumenten totaal;Limburg (PV);1996;4002
912;Rijksmonumenten totaal;Limburg (PV);1997;4324
913;Rijksmonumenten totaal;Limburg (PV);1998;4330
914;Rijksmonumenten totaal;Limburg (PV);1999;4424
915;Rijksmonumenten totaal;Limburg (PV);2000;4502
916;Rijksmonumenten totaal;Limburg (PV);2001;4715
917;Rijksmonumenten totaal;Limburg (PV);2002;5042
918;Rijksmonumenten totaal;Limburg (PV);2003;5172
919;Rijksmonumenten totaal;Limburg (PV);2004;5310
920;Rijksmonumenten totaal;Limburg (PV);2005;5325
921;Rijksmonumenten totaal;Limburg (PV);2006;5384
922;Rijksmonumenten totaal;Limburg (PV);2007;5399
923;Rijksmonumenten totaal;Limburg (PV);2008;5399
924;Rijksmonumenten totaal;Limburg (PV);2009;5401
925;Rijksmonumenten totaal;Limburg (PV);2010;5404
926;Rijksmonumenten totaal;Limburg (PV);2011;5420
927;Rijksmonumenten totaal;Limburg (PV);2012;5420
928;Rijksmonumenten totaal;Limburg (PV);2013;5431
929;Rijksmonumenten totaal;Limburg (PV);2014;5434
930;Rijksmonumenten totaal;Limburg (PV);2015;5437
931;Rijksmonumenten totaal;Limburg (PV);2016;5445
932;Rijksmonumenten totaal;Limburg (PV);2017;5448
933;Rijksmonumenten totaal;Limburg (PV);2018;5449
934;Rijksmonumenten totaal;Limburg (PV);2019;5448
935;Rijksmonumenten totaal;Oost-Groningen (CR);1965;0
936;Rijksmonumenten totaal;Oost-Groningen (CR);1966;0
937;Rijksmonumenten totaal;Oost-Groningen (CR);1967;0
938;Rijksmonumenten totaal;Oost-Groningen (CR);1968;0
939;Rijksmonumenten totaal;Oost-Groningen (CR);1969;0
940;Rijksmonumenten totaal;Oost-Groningen (CR);1970;1
941;Rijksmonumenten totaal;Oost-Groningen (CR);1971;48
942;Rijksmonumenten totaal;Oost-Groningen (CR);1972;81
943;Rijksmonumenten totaal;Oost-Groningen (CR);1973;148
944;Rijksmonumenten totaal;Oost-Groningen (CR);1974;148
945;Rijksmonumenten totaal;Oost-Groningen (CR);1975;149
946;Rijksmonumenten totaal;Oost-Groningen (CR);1976;162
947;Rijksmonumenten totaal;Oost-Groningen (CR);1977;168
948;Rijksmonumenten totaal;Oost-Groningen (CR);1978;183
949;Rijksmonumenten totaal;Oost-Groningen (CR);1979;188
950;Rijksmonumenten totaal;Oost-Groningen (CR);1980;188
951;Rijksmonumenten totaal;Oost-Groningen (CR);1981;189
952;Rijksmonumenten totaal;Oost-Groningen (CR);1982;189
953;Rijksmonumenten totaal;Oost-Groningen (CR);1983;189
954;Rijksmonumenten totaal;Oost-Groningen (CR);1984;189
955;Rijksmonumenten totaal;Oost-Groningen (CR);1985;189
956;Rijksmonumenten totaal;Oost-Groningen (CR);1986;189
957;Rijksmonumenten totaal;Oost-Groningen (CR);1987;189
958;Rijksmonumenten totaal;Oost-Groningen (CR);1988;189
959;Rijksmonumenten totaal;Oost-Groningen (CR);1989;189
960;Rijksmonumenten totaal;Oost-Groningen (CR);1990;191
961;Rijksmonumenten totaal;Oost-Groningen (CR);1991;192
962;Rijksmonumenten totaal;Oost-Groningen (CR);1992;193
963;Rijksmonumenten totaal;Oost-Groningen (CR);1993;197
964;Rijksmonumenten totaal;Oost-Groningen (CR);1994;197
965;Rijksmonumenten totaal;Oost-Groningen (CR);1995;197
966;Rijksmonumenten totaal;Oost-Groningen (CR);1996;197
967;Rijksmonumenten totaal;Oost-Groningen (CR);1997;203
968;Rijksmonumenten totaal;Oost-Groningen (CR);1998;204
969;Rijksmonumenten totaal;Oost-Groningen (CR);1999;204
970;Rijksmonumenten totaal;Oost-Groningen (CR);2000;263
971;Rijksmonumenten totaal;Oost-Groningen (CR);2001;487
972;Rijksmonumenten totaal;Oost-Groningen (CR);2002;494
973;Rijksmonumenten totaal;Oost-Groningen (CR);2003;509
974;Rijksmonumenten totaal;Oost-Groningen (CR);2004;512
975;Rijksmonumenten totaal;Oost-Groningen (CR);2005;520
976;Rijksmonumenten totaal;Oost-Groningen (CR);2006;521
977;Rijksmonumenten totaal;Oost-Groningen (CR);2007;521
978;Rijksmonumenten totaal;Oost-Groningen (CR);2008;521
979;Rijksmonumenten totaal;Oost-Groningen (CR);2009;521
980;Rijksmonumenten totaal;Oost-Groningen (CR);2010;521
981;Rijksmonumenten totaal;Oost-Groningen (CR);2011;521
982;Rijksmonumenten totaal;Oost-Groningen (CR);2012;521
983;Rijksmonumenten totaal;Oost-Groningen (CR);2013;521
984;Rijksmonumenten totaal;Oost-Groningen (CR);2014;521
985;Rijksmonumenten totaal;Oost-Groningen (CR);2015;521
986;Rijksmonumenten totaal;Oost-Groningen (CR);2016;521
987;Rijksmonumenten totaal;Oost-Groningen (CR);2017;521
988;Rijksmonumenten totaal;Oost-Groningen (CR);2018;521
989;Rijksmonumenten totaal;Oost-Groningen (CR);2019;521
990;Rijksmonumenten totaal;Delfzijl en omgeving (CR);1965;0
991;Rijksmonumenten totaal;Delfzijl en omgeving (CR);1966;0
992;Rijksmonumenten totaal;Delfzijl en omgeving (CR);1967;0
993;Rijksmonumenten totaal;Delfzijl en omgeving (CR);1968;66
994;Rijksmonumenten totaal;Delfzijl en omgeving (CR);1969;66
995;Rijksmonumenten totaal;Delfzijl en omgeving (CR);1970;86
996;Rijksmonumenten totaal;Delfzijl en omgeving (CR);1971;93
997;Rijksmonumenten totaal;Delfzijl en omgeving (CR);1972;118
998;Rijksmonumenten totaal;Delfzijl en omgeving (CR);1973;180
999;Rijksmonumenten totaal;Delfzijl en omgeving (CR);1974;181
1000;Rijksmonumenten totaal;Delfzijl en omgeving (CR);1975;205
1001;Rijksmonumenten totaal;Delfzijl en omgeving (CR);1976;234
1002;Rijksmonumenten totaal;Delfzijl en omgeving (CR);1977;235
1003;Rijksmonumenten totaal;Delfzijl en omgeving (CR);1978;247
1004;Rijksmonumenten totaal;Delfzijl en omgeving (CR);1979;247
1005;Rijksmonumenten totaal;Delfzijl en omgeving (CR);1980;248
1006;Rijksmonumenten totaal;Delfzijl en omgeving (CR);1981;257
1007;Rijksmonumenten totaal;Delfzijl en omgeving (CR);1982;273
1008;Rijksmonumenten totaal;Delfzijl en omgeving (CR);1983;274
1009;Rijksmonumenten totaal;Delfzijl en omgeving (CR);1984;274
1010;Rijksmonumenten totaal;Delfzijl en omgeving (CR);1985;274
1011;Rijksmonumenten totaal;Delfzijl en omgeving (CR);1986;275
1012;Rijksmonumenten totaal;Delfzijl en omgeving (CR);1987;275
1013;Rijksmonumenten totaal;Delfzijl en omgeving (CR);1988;275
1014;Rijksmonumenten totaal;Delfzijl en omgeving (CR);1989;276
1015;Rijksmonumenten totaal;Delfzijl en omgeving (CR);1990;277
1016;Rijksmonumenten totaal;Delfzijl en omgeving (CR);1991;277
1017;Rijksmonumenten totaal;Delfzijl en omgeving (CR);1992;277
1018;Rijksmonumenten totaal;Delfzijl en omgeving (CR);1993;277
1019;Rijksmonumenten totaal;Delfzijl en omgeving (CR);1994;277
1020;Rijksmonumenten totaal;Delfzijl en omgeving (CR);1995;277
1021;Rijksmonumenten totaal;Delfzijl en omgeving (CR);1996;277
1022;Rijksmonumenten totaal;Delfzijl en omgeving (CR);1997;277
1023;Rijksmonumenten totaal;Delfzijl en omgeving (CR);1998;289
1024;Rijksmonumenten totaal;Delfzijl en omgeving (CR);1999;290
1025;Rijksmonumenten totaal;Delfzijl en omgeving (CR);2000;291
1026;Rijksmonumenten totaal;Delfzijl en omgeving (CR);2001;361
1027;Rijksmonumenten totaal;Delfzijl en omgeving (CR);2002;362
1028;Rijksmonumenten totaal;Delfzijl en omgeving (CR);2003;362
1029;Rijksmonumenten totaal;Delfzijl en omgeving (CR);2004;368
1030;Rijksmonumenten totaal;Delfzijl en omgeving (CR);2005;390
1031;Rijksmonumenten totaal;Delfzijl en omgeving (CR);2006;391
1032;Rijksmonumenten totaal;Delfzijl en omgeving (CR);2007;391
1033;Rijksmonumenten totaal;Delfzijl en omgeving (CR);2008;391
1034;Rijksmonumenten totaal;Delfzijl en omgeving (CR);2009;391
1035;Rijksmonumenten totaal;Delfzijl en omgeving (CR);2010;396
1036;Rijksmonumenten totaal;Delfzijl en omgeving (CR);2011;396
1037;Rijksmonumenten totaal;Delfzijl en omgeving (CR);2012;396
1038;Rijksmonumenten totaal;Delfzijl en omgeving (CR);2013;396
1039;Rijksmonumenten totaal;Delfzijl en omgeving (CR);2014;397
1040;Rijksmonumenten totaal;Delfzijl en omgeving (CR);2015;397
1041;Rijksmonumenten totaal;Delfzijl en omgeving (CR);2016;397
1042;Rijksmonumenten totaal;Delfzijl en omgeving (CR);2017;397
1043;Rijksmonumenten totaal;Delfzijl en omgeving (CR);2018;397
1044;Rijksmonumenten totaal;Delfzijl en omgeving (CR);2019;397
1045;Rijksmonumenten totaal;Overig Groningen (CR);1965;0
1046;Rijksmonumenten totaal;Overig Groningen (CR);1966;0
1047;Rijksmonumenten totaal;Overig Groningen (CR);1967;0
1048;Rijksmonumenten totaal;Overig Groningen (CR);1968;15
1049;Rijksmonumenten totaal;Overig Groningen (CR);1969;15
1050;Rijksmonumenten totaal;Overig Groningen (CR);1970;16
1051;Rijksmonumenten totaal;Overig Groningen (CR);1971;348
1052;Rijksmonumenten totaal;Overig Groningen (CR);1972;421
1053;Rijksmonumenten totaal;Overig Groningen (CR);1973;690
1054;Rijksmonumenten totaal;Overig Groningen (CR);1974;697
1055;Rijksmonumenten totaal;Overig Groningen (CR);1975;760
1056;Rijksmonumenten totaal;Overig Groningen (CR);1976;830
1057;Rijksmonumenten totaal;Overig Groningen (CR);1977;854
1058;Rijksmonumenten totaal;Overig Groningen (CR);1978;875
1059;Rijksmonumenten totaal;Overig Groningen (CR);1979;881
1060;Rijksmonumenten totaal;Overig Groningen (CR);1980;904
1061;Rijksmonumenten totaal;Overig Groningen (CR);1981;921
1062;Rijksmonumenten totaal;Overig Groningen (CR);1982;923
1063;Rijksmonumenten totaal;Overig Groningen (CR);1983;933
1064;Rijksmonumenten totaal;Overig Groningen (CR);1984;946
1065;Rijksmonumenten totaal;Overig Groningen (CR);1985;953
1066;Rijksmonumenten totaal;Overig Groningen (CR);1986;959
1067;Rijksmonumenten totaal;Overig Groningen (CR);1987;960
1068;Rijksmonumenten totaal;Overig Groningen (CR);1988;961
1069;Rijksmonumenten totaal;Overig Groningen (CR);1989;986
1070;Rijksmonumenten totaal;Overig Groningen (CR);1990;989
1071;Rijksmonumenten totaal;Overig Groningen (CR);1991;992
1072;Rijksmonumenten totaal;Overig Groningen (CR);1992;994
1073;Rijksmonumenten totaal;Overig Groningen (CR);1993;996
1074;Rijksmonumenten totaal;Overig Groningen (CR);1994;997
1075;Rijksmonumenten totaal;Overig Groningen (CR);1995;1286
1076;Rijksmonumenten totaal;Overig Groningen (CR);1996;1287
1077;Rijksmonumenten totaal;Overig Groningen (CR);1997;1289
1078;Rijksmonumenten totaal;Overig Groningen (CR);1998;1380
1079;Rijksmonumenten totaal;Overig Groningen (CR);1999;1564
1080;Rijksmonumenten totaal;Overig Groningen (CR);2000;1600
1081;Rijksmonumenten totaal;Overig Groningen (CR);2001;1729
1082;Rijksmonumenten totaal;Overig Groningen (CR);2002;1751
1083;Rijksmonumenten totaal;Overig Groningen (CR);2003;1778
1084;Rijksmonumenten totaal;Overig Groningen (CR);2004;1801
1085;Rijksmonumenten totaal;Overig Groningen (CR);2005;1827
1086;Rijksmonumenten totaal;Overig Groningen (CR);2006;1833
1087;Rijksmonumenten totaal;Overig Groningen (CR);2007;1834
1088;Rijksmonumenten totaal;Overig Groningen (CR);2008;1834
1089;Rijksmonumenten totaal;Overig Groningen (CR);2009;1834
1090;Rijksmonumenten totaal;Overig Groningen (CR);2010;1836
1091;Rijksmonumenten totaal;Overig Groningen (CR);2011;1844
1092;Rijksmonumenten totaal;Overig Groningen (CR);2012;1844
1093;Rijksmonumenten totaal;Overig Groningen (CR);2013;1844
1094;Rijksmonumenten totaal;Overig Groningen (CR);2014;1846
1095;Rijksmonumenten totaal;Overig Groningen (CR);2015;1847
1096;Rijksmonumenten totaal;Overig Groningen (CR);2016;1848
1097;Rijksmonumenten totaal;Overig Groningen (CR);2017;1849
1098;Rijksmonumenten totaal;Overig Groningen (CR);2018;1849
1099;Rijksmonumenten totaal;Overig Groningen (CR);2019;1849
1100;Rijksmonumenten totaal;Noord-Friesland (CR);1965;84
1101;Rijksmonumenten totaal;Noord-Friesland (CR);1966;587
1102;Rijksmonumenten totaal;Noord-Friesland (CR);1967;1252
1103;Rijksmonumenten totaal;Noord-Friesland (CR);1968;1451
1104;Rijksmonumenten totaal;Noord-Friesland (CR);1969;1452
1105;Rijksmonumenten totaal;Noord-Friesland (CR);1970;1571
1106;Rijksmonumenten totaal;Noord-Friesland (CR);1971;1764
1107;Rijksmonumenten totaal;Noord-Friesland (CR);1972;1829
1108;Rijksmonumenten totaal;Noord-Friesland (CR);1973;1895
1109;Rijksmonumenten totaal;Noord-Friesland (CR);1974;1927
1110;Rijksmonumenten totaal;Noord-Friesland (CR);1975;2095
1111;Rijksmonumenten totaal;Noord-Friesland (CR);1976;2146
1112;Rijksmonumenten totaal;Noord-Friesland (CR);1977;2155
1113;Rijksmonumenten totaal;Noord-Friesland (CR);1978;2160
1114;Rijksmonumenten totaal;Noord-Friesland (CR);1979;2197
1115;Rijksmonumenten totaal;Noord-Friesland (CR);1980;2203
1116;Rijksmonumenten totaal;Noord-Friesland (CR);1981;2205
1117;Rijksmonumenten totaal;Noord-Friesland (CR);1982;2210
1118;Rijksmonumenten totaal;Noord-Friesland (CR);1983;2255
1119;Rijksmonumenten totaal;Noord-Friesland (CR);1984;2265
1120;Rijksmonumenten totaal;Noord-Friesland (CR);1985;2273
1121;Rijksmonumenten totaal;Noord-Friesland (CR);1986;2277
1122;Rijksmonumenten totaal;Noord-Friesland (CR);1987;2277
1123;Rijksmonumenten totaal;Noord-Friesland (CR);1988;2277
1124;Rijksmonumenten totaal;Noord-Friesland (CR);1989;2280
1125;Rijksmonumenten totaal;Noord-Friesland (CR);1990;2288
1126;Rijksmonumenten totaal;Noord-Friesland (CR);1991;2332
1127;Rijksmonumenten totaal;Noord-Friesland (CR);1992;2334
1128;Rijksmonumenten totaal;Noord-Friesland (CR);1993;2335
1129;Rijksmonumenten totaal;Noord-Friesland (CR);1994;2354
1130;Rijksmonumenten totaal;Noord-Friesland (CR);1995;2355
1131;Rijksmonumenten totaal;Noord-Friesland (CR);1996;2375
1132;Rijksmonumenten totaal;Noord-Friesland (CR);1997;2439
1133;Rijksmonumenten totaal;Noord-Friesland (CR);1998;2479
1134;Rijksmonumenten totaal;Noord-Friesland (CR);1999;2592
1135;Rijksmonumenten totaal;Noord-Friesland (CR);2000;2623
1136;Rijksmonumenten totaal;Noord-Friesland (CR);2001;2791
1137;Rijksmonumenten totaal;Noord-Friesland (CR);2002;2828
1138;Rijksmonumenten totaal;Noord-Friesland (CR);2003;2871
1139;Rijksmonumenten totaal;Noord-Friesland (CR);2004;2880
1140;Rijksmonumenten totaal;Noord-Friesland (CR);2005;2910
1141;Rijksmonumenten totaal;Noord-Friesland (CR);2006;2925
1142;Rijksmonumenten totaal;Noord-Friesland (CR);2007;2926
1143;Rijksmonumenten totaal;Noord-Friesland (CR);2008;2926
1144;Rijksmonumenten totaal;Noord-Friesland (CR);2009;2926
1145;Rijksmonumenten totaal;Noord-Friesland (CR);2010;2927
1146;Rijksmonumenten totaal;Noord-Friesland (CR);2011;2927
1147;Rijksmonumenten totaal;Noord-Friesland (CR);2012;2927
1148;Rijksmonumenten totaal;Noord-Friesland (CR);2013;2927
1149;Rijksmonumenten totaal;Noord-Friesland (CR);2014;2922
1150;Rijksmonumenten totaal;Noord-Friesland (CR);2015;2922
1151;Rijksmonumenten totaal;Noord-Friesland (CR);2016;2923
1152;Rijksmonumenten totaal;Noord-Friesland (CR);2017;2923
1153;Rijksmonumenten totaal;Noord-Friesland (CR);2018;2923
1154;Rijksmonumenten totaal;Noord-Friesland (CR);2019;2923
1155;Rijksmonumenten totaal;Zuidwest-Friesland (CR);1965;0
1156;Rijksmonumenten totaal;Zuidwest-Friesland (CR);1966;0
1157;Rijksmonumenten totaal;Zuidwest-Friesland (CR);1967;0
1158;Rijksmonumenten totaal;Zuidwest-Friesland (CR);1968;397
1159;Rijksmonumenten totaal;Zuidwest-Friesland (CR);1969;397
1160;Rijksmonumenten totaal;Zuidwest-Friesland (CR);1970;525
1161;Rijksmonumenten totaal;Zuidwest-Friesland (CR);1971;705
1162;Rijksmonumenten totaal;Zuidwest-Friesland (CR);1972;712
1163;Rijksmonumenten totaal;Zuidwest-Friesland (CR);1973;713
1164;Rijksmonumenten totaal;Zuidwest-Friesland (CR);1974;720
1165;Rijksmonumenten totaal;Zuidwest-Friesland (CR);1975;732
1166;Rijksmonumenten totaal;Zuidwest-Friesland (CR);1976;737
1167;Rijksmonumenten totaal;Zuidwest-Friesland (CR);1977;745
1168;Rijksmonumenten totaal;Zuidwest-Friesland (CR);1978;757
1169;Rijksmonumenten totaal;Zuidwest-Friesland (CR);1979;760
1170;Rijksmonumenten totaal;Zuidwest-Friesland (CR);1980;765
1171;Rijksmonumenten totaal;Zuidwest-Friesland (CR);1981;765
1172;Rijksmonumenten totaal;Zuidwest-Friesland (CR);1982;769
1173;Rijksmonumenten totaal;Zuidwest-Friesland (CR);1983;771
1174;Rijksmonumenten totaal;Zuidwest-Friesland (CR);1984;771
1175;Rijksmonumenten totaal;Zuidwest-Friesland (CR);1985;773
1176;Rijksmonumenten totaal;Zuidwest-Friesland (CR);1986;775
1177;Rijksmonumenten totaal;Zuidwest-Friesland (CR);1987;778
1178;Rijksmonumenten totaal;Zuidwest-Friesland (CR);1988;779
1179;Rijksmonumenten totaal;Zuidwest-Friesland (CR);1989;782
1180;Rijksmonumenten totaal;Zuidwest-Friesland (CR);1990;783
1181;Rijksmonumenten totaal;Zuidwest-Friesland (CR);1991;785
1182;Rijksmonumenten totaal;Zuidwest-Friesland (CR);1992;785
1183;Rijksmonumenten totaal;Zuidwest-Friesland (CR);1993;788
1184;Rijksmonumenten totaal;Zuidwest-Friesland (CR);1994;789
1185;Rijksmonumenten totaal;Zuidwest-Friesland (CR);1995;789
1186;Rijksmonumenten totaal;Zuidwest-Friesland (CR);1996;789
1187;Rijksmonumenten totaal;Zuidwest-Friesland (CR);1997;791
1188;Rijksmonumenten totaal;Zuidwest-Friesland (CR);1998;791
1189;Rijksmonumenten totaal;Zuidwest-Friesland (CR);1999;823
1190;Rijksmonumenten totaal;Zuidwest-Friesland (CR);2000;891
1191;Rijksmonumenten totaal;Zuidwest-Friesland (CR);2001;950
1192;Rijksmonumenten totaal;Zuidwest-Friesland (CR);2002;960
1193;Rijksmonumenten totaal;Zuidwest-Friesland (CR);2003;964
1194;Rijksmonumenten totaal;Zuidwest-Friesland (CR);2004;976
1195;Rijksmonumenten totaal;Zuidwest-Friesland (CR);2005;977
1196;Rijksmonumenten totaal;Zuidwest-Friesland (CR);2006;977
1197;Rijksmonumenten totaal;Zuidwest-Friesland (CR);2007;979
1198;Rijksmonumenten totaal;Zuidwest-Friesland (CR);2008;979
1199;Rijksmonumenten totaal;Zuidwest-Friesland (CR);2009;979
1200;Rijksmonumenten totaal;Zuidwest-Friesland (CR);2010;979
1201;Rijksmonumenten totaal;Zuidwest-Friesland (CR);2011;980
1202;Rijksmonumenten totaal;Zuidwest-Friesland (CR);2012;980
1203;Rijksmonumenten totaal;Zuidwest-Friesland (CR);2013;980
1204;Rijksmonumenten totaal;Zuidwest-Friesland (CR);2014;980
1205;Rijksmonumenten totaal;Zuidwest-Friesland (CR);2015;982
1206;Rijksmonumenten totaal;Zuidwest-Friesland (CR);2016;982
1207;Rijksmonumenten totaal;Zuidwest-Friesland (CR);2017;982
1208;Rijksmonumenten totaal;Zuidwest-Friesland (CR);2018;982
1209;Rijksmonumenten totaal;Zuidwest-Friesland (CR);2019;982
1210;Rijksmonumenten totaal;Zuidoost-Friesland (CR);1965;0
1211;Rijksmonumenten totaal;Zuidoost-Friesland (CR);1966;0
1212;Rijksmonumenten totaal;Zuidoost-Friesland (CR);1967;73
1213;Rijksmonumenten totaal;Zuidoost-Friesland (CR);1968;75
1214;Rijksmonumenten totaal;Zuidoost-Friesland (CR);1969;76
1215;Rijksmonumenten totaal;Zuidoost-Friesland (CR);1970;102
1216;Rijksmonumenten totaal;Zuidoost-Friesland (CR);1971;178
1217;Rijksmonumenten totaal;Zuidoost-Friesland (CR);1972;179
1218;Rijksmonumenten totaal;Zuidoost-Friesland (CR);1973;179
1219;Rijksmonumenten totaal;Zuidoost-Friesland (CR);1974;189
1220;Rijksmonumenten totaal;Zuidoost-Friesland (CR);1975;201
1221;Rijksmonumenten totaal;Zuidoost-Friesland (CR);1976;201
1222;Rijksmonumenten totaal;Zuidoost-Friesland (CR);1977;204
1223;Rijksmonumenten totaal;Zuidoost-Friesland (CR);1978;206
1224;Rijksmonumenten totaal;Zuidoost-Friesland (CR);1979;208
1225;Rijksmonumenten totaal;Zuidoost-Friesland (CR);1980;208
1226;Rijksmonumenten totaal;Zuidoost-Friesland (CR);1981;208
1227;Rijksmonumenten totaal;Zuidoost-Friesland (CR);1982;208
1228;Rijksmonumenten totaal;Zuidoost-Friesland (CR);1983;208
1229;Rijksmonumenten totaal;Zuidoost-Friesland (CR);1984;208
1230;Rijksmonumenten totaal;Zuidoost-Friesland (CR);1985;208
1231;Rijksmonumenten totaal;Zuidoost-Friesland (CR);1986;208
1232;Rijksmonumenten totaal;Zuidoost-Friesland (CR);1987;208
1233;Rijksmonumenten totaal;Zuidoost-Friesland (CR);1988;208
1234;Rijksmonumenten totaal;Zuidoost-Friesland (CR);1989;208
1235;Rijksmonumenten totaal;Zuidoost-Friesland (CR);1990;210
1236;Rijksmonumenten totaal;Zuidoost-Friesland (CR);1991;210
1237;Rijksmonumenten totaal;Zuidoost-Friesland (CR);1992;221
1238;Rijksmonumenten totaal;Zuidoost-Friesland (CR);1993;222
1239;Rijksmonumenten totaal;Zuidoost-Friesland (CR);1994;236
1240;Rijksmonumenten totaal;Zuidoost-Friesland (CR);1995;236
1241;Rijksmonumenten totaal;Zuidoost-Friesland (CR);1996;269
1242;Rijksmonumenten totaal;Zuidoost-Friesland (CR);1997;274
1243;Rijksmonumenten totaal;Zuidoost-Friesland (CR);1998;292
1244;Rijksmonumenten totaal;Zuidoost-Friesland (CR);1999;357
1245;Rijksmonumenten totaal;Zuidoost-Friesland (CR);2000;387
1246;Rijksmonumenten totaal;Zuidoost-Friesland (CR);2001;390
1247;Rijksmonumenten totaal;Zuidoost-Friesland (CR);2002;394
1248;Rijksmonumenten totaal;Zuidoost-Friesland (CR);2003;412
1249;Rijksmonumenten totaal;Zuidoost-Friesland (CR);2004;413
1250;Rijksmonumenten totaal;Zuidoost-Friesland (CR);2005;425
1251;Rijksmonumenten totaal;Zuidoost-Friesland (CR);2006;428
1252;Rijksmonumenten totaal;Zuidoost-Friesland (CR);2007;429
1253;Rijksmonumenten totaal;Zuidoost-Friesland (CR);2008;429
1254;Rijksmonumenten totaal;Zuidoost-Friesland (CR);2009;429
1255;Rijksmonumenten totaal;Zuidoost-Friesland (CR);2010;429
1256;Rijksmonumenten totaal;Zuidoost-Friesland (CR);2011;429
1257;Rijksmonumenten totaal;Zuidoost-Friesland (CR);2012;429
1258;Rijksmonumenten totaal;Zuidoost-Friesland (CR);2013;429
1259;Rijksmonumenten totaal;Zuidoost-Friesland (CR);2014;429
1260;Rijksmonumenten totaal;Zuidoost-Friesland (CR);2015;429
1261;Rijksmonumenten totaal;Zuidoost-Friesland (CR);2016;429
1262;Rijksmonumenten totaal;Zuidoost-Friesland (CR);2017;429
1263;Rijksmonumenten totaal;Zuidoost-Friesland (CR);2018;430
1264;Rijksmonumenten totaal;Zuidoost-Friesland (CR);2019;431
1265;Rijksmonumenten totaal;Noord-Drenthe (CR);1965;130
1266;Rijksmonumenten totaal;Noord-Drenthe (CR);1966;131
1267;Rijksmonumenten totaal;Noord-Drenthe (CR);1967;132
1268;Rijksmonumenten totaal;Noord-Drenthe (CR);1968;134
1269;Rijksmonumenten totaal;Noord-Drenthe (CR);1969;138
1270;Rijksmonumenten totaal;Noord-Drenthe (CR);1970;138
1271;Rijksmonumenten totaal;Noord-Drenthe (CR);1971;139
1272;Rijksmonumenten totaal;Noord-Drenthe (CR);1972;141
1273;Rijksmonumenten totaal;Noord-Drenthe (CR);1973;149
1274;Rijksmonumenten totaal;Noord-Drenthe (CR);1974;149
1275;Rijksmonumenten totaal;Noord-Drenthe (CR);1975;157
1276;Rijksmonumenten totaal;Noord-Drenthe (CR);1976;157
1277;Rijksmonumenten totaal;Noord-Drenthe (CR);1977;158
1278;Rijksmonumenten totaal;Noord-Drenthe (CR);1978;182
1279;Rijksmonumenten totaal;Noord-Drenthe (CR);1979;182
1280;Rijksmonumenten totaal;Noord-Drenthe (CR);1980;182
1281;Rijksmonumenten totaal;Noord-Drenthe (CR);1981;183
1282;Rijksmonumenten totaal;Noord-Drenthe (CR);1982;183
1283;Rijksmonumenten totaal;Noord-Drenthe (CR);1983;183
1284;Rijksmonumenten totaal;Noord-Drenthe (CR);1984;185
1285;Rijksmonumenten totaal;Noord-Drenthe (CR);1985;204
1286;Rijksmonumenten totaal;Noord-Drenthe (CR);1986;206
1287;Rijksmonumenten totaal;Noord-Drenthe (CR);1987;206
1288;Rijksmonumenten totaal;Noord-Drenthe (CR);1988;209
1289;Rijksmonumenten totaal;Noord-Drenthe (CR);1989;209
1290;Rijksmonumenten totaal;Noord-Drenthe (CR);1990;211
1291;Rijksmonumenten totaal;Noord-Drenthe (CR);1991;222
1292;Rijksmonumenten totaal;Noord-Drenthe (CR);1992;227
1293;Rijksmonumenten totaal;Noord-Drenthe (CR);1993;232
1294;Rijksmonumenten totaal;Noord-Drenthe (CR);1994;487
1295;Rijksmonumenten totaal;Noord-Drenthe (CR);1995;549
1296;Rijksmonumenten totaal;Noord-Drenthe (CR);1996;549
1297;Rijksmonumenten totaal;Noord-Drenthe (CR);1997;551
1298;Rijksmonumenten totaal;Noord-Drenthe (CR);1998;594
1299;Rijksmonumenten totaal;Noord-Drenthe (CR);1999;600
1300;Rijksmonumenten totaal;Noord-Drenthe (CR);2000;600
1301;Rijksmonumenten totaal;Noord-Drenthe (CR);2001;601
1302;Rijksmonumenten totaal;Noord-Drenthe (CR);2002;601
1303;Rijksmonumenten totaal;Noord-Drenthe (CR);2003;607
1304;Rijksmonumenten totaal;Noord-Drenthe (CR);2004;623
1305;Rijksmonumenten totaal;Noord-Drenthe (CR);2005;634
1306;Rijksmonumenten totaal;Noord-Drenthe (CR);2006;635
1307;Rijksmonumenten totaal;Noord-Drenthe (CR);2007;635
1308;Rijksmonumenten totaal;Noord-Drenthe (CR);2008;635
1309;Rijksmonumenten totaal;Noord-Drenthe (CR);2009;635
1310;Rijksmonumenten totaal;Noord-Drenthe (CR);2010;635
1311;Rijksmonumenten totaal;Noord-Drenthe (CR);2011;635
1312;Rijksmonumenten totaal;Noord-Drenthe (CR);2012;635
1313;Rijksmonumenten totaal;Noord-Drenthe (CR);2013;635
1314;Rijksmonumenten totaal;Noord-Drenthe (CR);2014;643
1315;Rijksmonumenten totaal;Noord-Drenthe (CR);2015;643
