ID;Bedrijfskenmerken;Marges;Perioden;Organisatiegraad_1
862;1 000 of meer werknemers;Waarde;2019;23.1
863;1 000 of meer werknemers;Waarde;2020;21.3
864;1 000 of meer werknemers;Waarde;2021;22.2
865;1 000 of meer werknemers;Waarde;2022;21.2
866;1 000 of meer werknemers;Waarde;2023;20.3
867;1 000 of meer werknemers;Waarde;2024;20.6
868;1 000 of meer werknemers;Ondergrens 95%-interval;2018;23.2
869;1 000 of meer werknemers;Ondergrens 95%-interval;2019;22.3
870;1 000 of meer werknemers;Ondergrens 95%-interval;2020;20.4
871;1 000 of meer werknemers;Ondergrens 95%-interval;2021;21.3
872;1 000 of meer werknemers;Ondergrens 95%-interval;2022;20.1
873;1 000 of meer werknemers;Ondergrens 95%-interval;2023;19.2
874;1 000 of meer werknemers;Ondergrens 95%-interval;2024;19.6
875;1 000 of meer werknemers;Bovengrens 95%-interval;2018;24.8
876;1 000 of meer werknemers;Bovengrens 95%-interval;2019;23.9
877;1 000 of meer werknemers;Bovengrens 95%-interval;2020;22.1
878;1 000 of meer werknemers;Bovengrens 95%-interval;2021;23.1
879;1 000 of meer werknemers;Bovengrens 95%-interval;2022;22.4
880;1 000 of meer werknemers;Bovengrens 95%-interval;2023;21.5
881;1 000 of meer werknemers;Bovengrens 95%-interval;2024;21.7
