ID;Melkvee;GrootveeEenheid;RegioS;Perioden;BedrijvenZonderBeweiding_1;BedrijvenMetBeweiding_2;MelkveeZonderBeweiding_3;Totaal_4;MinderDan720UrenPerJaar_5;k_720Tot1440UrenPerJaar_6;k_1440Tot2160UrenPerJaar_7;k_2160Tot2880UrenPerJaar_8;k_2880OfMeerUrenPerJaar_9;UrenBijDagEnNachtWeiden_10;UrenBijBeperktWeiden_11;DagEnNachtWeiden_12;OverdagWeiden_13
2299;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Groningen (PV);2010;;;;;;;;;;;;;
2300;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Groningen (PV);2011;17.0;83.0;19.0;81.0;0.0;3.0;3.0;2.0;74.0;24.0;;100.0;0.0
2301;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Groningen (PV);2012;19.0;81.0;26.0;74.0;0.0;1.0;11.0;3.0;58.0;24.0;;100.0;0.0
2302;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Groningen (PV);2013;;;;;;;;;;;;;
2303;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Groningen (PV);2014;;;;;;;;;;;;;
2304;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Groningen (PV);2015;;;;;;;;;;;;;
2305;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Groningen (PV);2016;17.0;83.0;27.0;73.0;0.0;0.0;0.0;7.0;66.0;24.0;;100.0;0.0
2306;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Groningen (PV);2017;18.0;82.0;24.0;76.0;0.0;3.0;2.0;4.0;66.0;24.0;;100.0;0.0
2307;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Groningen (PV);2018;19.0;81.0;30.0;70.0;0.0;0.0;2.0;4.0;64.0;24.0;;100.0;0.0
2308;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Groningen (PV);2019;17.0;83.0;24.0;76.0;0.0;0.0;4.0;3.0;68.0;24.0;;100.0;0.0
2309;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Groningen (PV);2020;25.0;75.0;26.0;74.0;8.0;1.0;2.0;2.0;60.0;24.0;;100.0;0.0
2310;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Fryslân (PV);2010;;;;;;;;;;;;;
2311;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Fryslân (PV);2011;21.0;79.0;24.0;76.0;0.0;3.0;7.0;3.0;63.0;24.0;;100.0;0.0
2312;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Fryslân (PV);2012;23.0;77.0;27.0;73.0;1.0;2.0;2.0;9.0;59.0;24.0;;100.0;0.0
2313;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Fryslân (PV);2013;;;;;;;;;;;;;
2314;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Fryslân (PV);2014;;;;;;;;;;;;;
2315;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Fryslân (PV);2015;;;;;;;;;;;;;
2316;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Fryslân (PV);2016;26.0;74.0;33.0;67.0;1.0;1.0;4.0;4.0;58.0;24.0;;100.0;0.0
2317;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Fryslân (PV);2017;29.0;71.0;37.0;63.0;1.0;1.0;4.0;8.0;51.0;24.0;;100.0;0.0
2318;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Fryslân (PV);2018;27.0;73.0;32.0;68.0;0.0;1.0;3.0;7.0;57.0;24.0;;100.0;0.0
2319;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Fryslân (PV);2019;31.0;69.0;34.0;66.0;0.0;1.0;5.0;8.0;52.0;24.0;;100.0;0.0
2320;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Fryslân (PV);2020;31.0;69.0;34.0;66.0;2.0;1.0;1.0;4.0;58.0;24.0;;100.0;0.0
2321;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Drenthe (PV);2010;;;;;;;;;;;;;
2322;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Drenthe (PV);2011;17.0;83.0;23.0;77.0;1.0;2.0;1.0;4.0;68.0;24.0;;100.0;0.0
2323;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Drenthe (PV);2012;16.0;84.0;15.0;85.0;1.0;2.0;4.0;3.0;75.0;24.0;;100.0;0.0
2324;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Drenthe (PV);2013;;;;;;;;;;;;;
2325;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Drenthe (PV);2014;;;;;;;;;;;;;
2326;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Drenthe (PV);2015;;;;;;;;;;;;;
2327;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Drenthe (PV);2016;24.0;76.0;28.0;72.0;0.0;2.0;2.0;7.0;61.0;24.0;;100.0;0.0
2328;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Drenthe (PV);2017;27.0;73.0;34.0;66.0;0.0;2.0;2.0;4.0;60.0;24.0;;100.0;0.0
2329;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Drenthe (PV);2018;25.0;75.0;30.0;70.0;2.0;3.0;4.0;5.0;56.0;24.0;;100.0;0.0
2330;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Drenthe (PV);2019;25.0;75.0;32.0;68.0;0.0;2.0;8.0;2.0;57.0;24.0;;100.0;0.0
2331;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Drenthe (PV);2020;19.0;81.0;21.0;79.0;0.0;4.0;3.0;7.0;66.0;24.0;;100.0;0.0
2332;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Overijssel (PV);2010;;;;;;;;;;;;;
2333;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Overijssel (PV);2011;17.0;83.0;18.0;82.0;0.0;3.0;3.0;3.0;73.0;24.0;;100.0;0.0
2334;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Overijssel (PV);2012;17.0;83.0;20.0;80.0;0.0;2.0;4.0;3.0;71.0;24.0;;100.0;0.0
2335;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Overijssel (PV);2013;;;;;;;;;;;;;
2336;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Overijssel (PV);2014;;;;;;;;;;;;;
2337;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Overijssel (PV);2015;;;;;;;;;;;;;
2338;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Overijssel (PV);2016;20.0;80.0;21.0;79.0;1.0;1.0;3.0;3.0;71.0;24.0;;100.0;0.0
2339;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Overijssel (PV);2017;22.0;78.0;24.0;76.0;1.0;1.0;2.0;5.0;68.0;24.0;;100.0;0.0
2340;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Overijssel (PV);2018;19.0;81.0;22.0;78.0;0.0;2.0;4.0;7.0;65.0;24.0;;100.0;0.0
2341;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Overijssel (PV);2019;20.0;80.0;23.0;77.0;0.0;1.0;4.0;9.0;63.0;24.0;;100.0;0.0
2342;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Overijssel (PV);2020;23.0;77.0;22.0;78.0;6.0;2.0;2.0;5.0;63.0;24.0;;100.0;0.0
2343;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Flevoland (PV);2010;;;;;;;;;;;;;
2344;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Flevoland (PV);2011;57.0;43.0;71.0;29.0;4.0;0.0;0.0;0.0;26.0;24.0;;100.0;0.0
2345;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Flevoland (PV);2012;54.0;46.0;69.0;31.0;0.0;0.0;4.0;7.0;20.0;24.0;;100.0;0.0
2346;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Flevoland (PV);2013;;;;;;;;;;;;;
2347;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Flevoland (PV);2014;;;;;;;;;;;;;
2348;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Flevoland (PV);2015;;;;;;;;;;;;;
2349;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Flevoland (PV);2016;73.0;27.0;73.0;27.0;0.0;0.0;0.0;0.0;27.0;24.0;;100.0;0.0
2350;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Flevoland (PV);2017;75.0;25.0;71.0;29.0;0.0;0.0;14.0;0.0;15.0;24.0;;100.0;0.0
2351;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Flevoland (PV);2018;78.0;22.0;72.0;28.0;0.0;15.0;0.0;0.0;13.0;24.0;;100.0;0.0
2352;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Flevoland (PV);2019;78.0;22.0;89.0;11.0;0.0;0.0;0.0;1.0;9.0;24.0;;100.0;0.0
2353;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Flevoland (PV);2020;87.0;13.0;93.0;7.0;0.0;0.0;0.0;0.0;7.0;24.0;;100.0;0.0
2354;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Gelderland (PV);2010;;;;;;;;;;;;;
2355;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Gelderland (PV);2011;15.0;85.0;17.0;83.0;1.0;1.0;2.0;4.0;75.0;24.0;;100.0;0.0
2356;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Gelderland (PV);2012;15.0;85.0;18.0;82.0;1.0;1.0;2.0;4.0;74.0;24.0;;100.0;0.0
2357;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Gelderland (PV);2013;;;;;;;;;;;;;
2358;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Gelderland (PV);2014;;;;;;;;;;;;;
2359;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Gelderland (PV);2015;;;;;;;;;;;;;
2360;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Gelderland (PV);2016;16.0;84.0;21.0;79.0;1.0;2.0;3.0;4.0;69.0;24.0;;100.0;0.0
2361;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Gelderland (PV);2017;20.0;80.0;25.0;75.0;0.0;1.0;1.0;5.0;68.0;24.0;;100.0;0.0
2362;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Gelderland (PV);2018;21.0;79.0;25.0;75.0;1.0;1.0;3.0;6.0;65.0;24.0;;100.0;0.0
2363;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Gelderland (PV);2019;24.0;76.0;28.0;72.0;0.0;3.0;4.0;6.0;59.0;24.0;;100.0;0.0
2364;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Gelderland (PV);2020;25.0;75.0;28.0;72.0;5.0;3.0;2.0;2.0;59.0;24.0;;100.0;0.0
2365;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Utrecht (PV);2010;;;;;;;;;;;;;
2366;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Utrecht (PV);2011;8.0;92.0;8.0;92.0;0.0;1.0;4.0;6.0;81.0;24.0;;100.0;0.0
2367;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Utrecht (PV);2012;9.0;91.0;12.0;88.0;0.0;1.0;3.0;5.0;80.0;24.0;;100.0;0.0
2368;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Utrecht (PV);2013;;;;;;;;;;;;;
2369;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Utrecht (PV);2014;;;;;;;;;;;;;
2370;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Utrecht (PV);2015;;;;;;;;;;;;;
2371;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Utrecht (PV);2016;13.0;87.0;16.0;84.0;1.0;1.0;1.0;8.0;73.0;24.0;;100.0;0.0
2372;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Utrecht (PV);2017;18.0;82.0;17.0;83.0;1.0;1.0;3.0;4.0;73.0;24.0;;100.0;0.0
2373;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Utrecht (PV);2018;14.0;86.0;12.0;88.0;1.0;0.0;2.0;6.0;78.0;24.0;;100.0;0.0
2374;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Utrecht (PV);2019;17.0;83.0;18.0;82.0;1.0;2.0;2.0;7.0;69.0;24.0;;100.0;0.0
2375;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Utrecht (PV);2020;16.0;84.0;17.0;83.0;3.0;3.0;2.0;5.0;71.0;24.0;;100.0;0.0
2376;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Noord-Holland (PV);2010;;;;;;;;;;;;;
2377;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Noord-Holland (PV);2011;13.0;87.0;13.0;87.0;0.0;0.0;5.0;7.0;74.0;24.0;;100.0;0.0
2378;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Noord-Holland (PV);2012;10.0;90.0;11.0;89.0;0.0;2.0;2.0;10.0;76.0;24.0;;100.0;0.0
2379;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Noord-Holland (PV);2013;;;;;;;;;;;;;
2380;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Noord-Holland (PV);2014;;;;;;;;;;;;;
2381;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Noord-Holland (PV);2015;;;;;;;;;;;;;
2382;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Noord-Holland (PV);2016;13.0;87.0;14.0;86.0;0.0;1.0;1.0;2.0;82.0;24.0;;100.0;0.0
2383;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Noord-Holland (PV);2017;13.0;87.0;13.0;87.0;0.0;1.0;1.0;6.0;80.0;24.0;;100.0;0.0
2384;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Noord-Holland (PV);2018;13.0;87.0;13.0;87.0;0.0;0.0;2.0;3.0;81.0;24.0;;100.0;0.0
2385;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Noord-Holland (PV);2019;15.0;85.0;11.0;89.0;0.0;0.0;3.0;9.0;77.0;24.0;;100.0;0.0
2386;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Noord-Holland (PV);2020;10.0;90.0;8.0;92.0;2.0;0.0;2.0;4.0;83.0;24.0;;100.0;0.0
2387;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Zuid-Holland (PV);2010;;;;;;;;;;;;;
2388;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Zuid-Holland (PV);2011;7.0;93.0;9.0;91.0;0.0;3.0;2.0;6.0;80.0;24.0;;100.0;0.0
2389;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Zuid-Holland (PV);2012;5.0;95.0;4.0;96.0;0.0;2.0;3.0;4.0;86.0;24.0;;100.0;0.0
2390;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Zuid-Holland (PV);2013;;;;;;;;;;;;;
2391;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Zuid-Holland (PV);2014;;;;;;;;;;;;;
2392;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Zuid-Holland (PV);2015;;;;;;;;;;;;;
2393;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Zuid-Holland (PV);2016;8.0;92.0;8.0;92.0;1.0;2.0;3.0;4.0;82.0;24.0;;100.0;0.0
2394;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Zuid-Holland (PV);2017;10.0;90.0;11.0;89.0;0.0;1.0;5.0;3.0;79.0;24.0;;100.0;0.0
2395;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Zuid-Holland (PV);2018;8.0;92.0;7.0;93.0;0.0;1.0;3.0;2.0;86.0;24.0;;100.0;0.0
2396;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Zuid-Holland (PV);2019;10.0;90.0;10.0;90.0;0.0;1.0;1.0;4.0;84.0;24.0;;100.0;0.0
2397;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Zuid-Holland (PV);2020;11.0;89.0;11.0;89.0;4.0;5.0;0.0;3.0;75.0;24.0;;100.0;0.0
2398;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Zeeland (PV);2010;;;;;;;;;;;;;
2399;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Zeeland (PV);2011;16.0;84.0;29.0;71.0;0.0;0.0;4.0;9.0;59.0;24.0;;100.0;0.0
2400;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Zeeland (PV);2012;15.0;85.0;26.0;74.0;1.0;0.0;2.0;10.0;62.0;24.0;;100.0;0.0
2401;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Zeeland (PV);2013;;;;;;;;;;;;;
2402;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Zeeland (PV);2014;;;;;;;;;;;;;
2403;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Zeeland (PV);2015;;;;;;;;;;;;;
2404;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Zeeland (PV);2016;12.0;88.0;20.0;80.0;0.0;0.0;1.0;0.0;78.0;24.0;;100.0;0.0
2405;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Zeeland (PV);2017;12.0;88.0;10.0;90.0;0.0;0.0;9.0;7.0;74.0;24.0;;100.0;0.0
2406;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Zeeland (PV);2018;14.0;86.0;7.0;93.0;0.0;0.0;3.0;3.0;87.0;24.0;;100.0;0.0
2407;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Zeeland (PV);2019;20.0;80.0;29.0;71.0;0.0;0.0;1.0;1.0;69.0;24.0;;100.0;0.0
2408;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Zeeland (PV);2020;21.0;79.0;31.0;69.0;0.0;0.0;0.0;2.0;67.0;24.0;;100.0;0.0
2409;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Noord-Brabant (PV);2010;;;;;;;;;;;;;
2410;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Noord-Brabant (PV);2011;32.0;68.0;36.0;64.0;0.0;1.0;2.0;2.0;58.0;24.0;;100.0;0.0
2411;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Noord-Brabant (PV);2012;31.0;69.0;36.0;64.0;0.0;2.0;3.0;3.0;56.0;24.0;;100.0;0.0
2412;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Noord-Brabant (PV);2013;;;;;;;;;;;;;
2413;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Noord-Brabant (PV);2014;;;;;;;;;;;;;
2414;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Noord-Brabant (PV);2015;;;;;;;;;;;;;
2415;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Noord-Brabant (PV);2016;40.0;60.0;45.0;55.0;0.0;2.0;3.0;5.0;45.0;24.0;;100.0;0.0
2416;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Noord-Brabant (PV);2017;43.0;57.0;50.0;50.0;0.0;2.0;4.0;5.0;40.0;24.0;;100.0;0.0
2417;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Noord-Brabant (PV);2018;46.0;54.0;50.0;50.0;1.0;2.0;4.0;4.0;40.0;24.0;;100.0;0.0
2418;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Noord-Brabant (PV);2019;46.0;55.0;48.0;52.0;1.0;3.0;3.0;3.0;41.0;24.0;;100.0;0.0
2419;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Noord-Brabant (PV);2020;46.0;54.0;51.0;49.0;3.0;2.0;1.0;2.0;41.0;24.0;;100.0;0.0
2420;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Limburg (PV);2010;;;;;;;;;;;;;
2421;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Limburg (PV);2011;22.0;78.0;21.0;79.0;0.0;0.0;2.0;3.0;74.0;24.0;;100.0;0.0
2422;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Limburg (PV);2012;17.0;83.0;19.0;81.0;0.0;0.0;3.0;3.0;75.0;24.0;;100.0;0.0
2423;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Limburg (PV);2013;;;;;;;;;;;;;
2424;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Limburg (PV);2014;;;;;;;;;;;;;
2425;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Limburg (PV);2015;;;;;;;;;;;;;
2426;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Limburg (PV);2016;29.0;71.0;28.0;72.0;1.0;0.0;8.0;3.0;60.0;24.0;;100.0;0.0
2427;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Limburg (PV);2017;27.0;73.0;29.0;71.0;0.0;4.0;2.0;5.0;59.0;24.0;;100.0;0.0
2428;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Limburg (PV);2018;23.0;77.0;20.0;80.0;0.0;6.0;2.0;2.0;70.0;24.0;;100.0;0.0
2429;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Limburg (PV);2019;32.0;68.0;35.0;65.0;0.0;1.0;0.0;3.0;62.0;24.0;;100.0;0.0
2430;Jongvee melkveehouderij, >= 1 jaar, vr..;0 tot 50 GVE;Limburg (PV);2020;29.0;71.0;34.0;66.0;12.0;2.0;3.0;1.0;48.0;24.0;;100.0;0.0
2431;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Nederland;2010;;;;;;;;;;;;;
2432;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Nederland;2011;23.0;77.0;23.0;77.0;1.0;2.0;6.0;7.0;61.0;24.0;;100.0;0.0
2433;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Nederland;2012;23.0;77.0;23.0;77.0;0.0;2.0;6.0;7.0;61.0;24.0;;100.0;0.0
2434;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Nederland;2013;;;;;;;;;;;;;
2435;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Nederland;2014;;;;;;;;;;;;;
2436;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Nederland;2015;;;;;;;;;;;;;
2437;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Nederland;2016;27.0;73.0;28.0;72.0;1.0;2.0;6.0;8.0;55.0;24.0;;100.0;0.0
2438;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Nederland;2017;29.0;71.0;29.0;71.0;2.0;3.0;7.0;8.0;51.0;24.0;;100.0;0.0
2439;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Nederland;2018;33.0;67.0;33.0;67.0;2.0;4.0;7.0;9.0;46.0;24.0;;100.0;0.0
2440;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Nederland;2019;34.0;66.0;33.0;67.0;2.0;4.0;6.0;10.0;45.0;24.0;;100.0;0.0
2441;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Nederland;2020;35.0;65.0;33.0;67.0;3.0;4.0;6.0;9.0;46.0;24.0;;100.0;0.0
2442;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Groningen (PV);2010;;;;;;;;;;;;;
2443;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Groningen (PV);2011;25.0;75.0;26.0;74.0;0.0;3.0;9.0;11.0;51.0;24.0;;100.0;0.0
2444;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Groningen (PV);2012;24.0;76.0;25.0;75.0;0.0;3.0;9.0;9.0;54.0;24.0;;100.0;0.0
2445;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Groningen (PV);2013;;;;;;;;;;;;;
2446;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Groningen (PV);2014;;;;;;;;;;;;;
2447;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Groningen (PV);2015;;;;;;;;;;;;;
2448;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Groningen (PV);2016;24.0;76.0;27.0;73.0;0.0;1.0;7.0;9.0;56.0;24.0;;100.0;0.0
2449;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Groningen (PV);2017;29.0;71.0;31.0;69.0;0.0;2.0;8.0;13.0;46.0;24.0;;100.0;0.0
2450;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Groningen (PV);2018;34.0;66.0;32.0;68.0;1.0;3.0;8.0;10.0;45.0;24.0;;100.0;0.0
2451;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Groningen (PV);2019;37.0;63.0;37.0;63.0;3.0;3.0;4.0;10.0;43.0;24.0;;100.0;0.0
2452;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Groningen (PV);2020;35.0;65.0;37.0;63.0;3.0;3.0;4.0;11.0;43.0;24.0;;100.0;0.0
2453;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Fryslân (PV);2010;;;;;;;;;;;;;
2454;Jongvee melkveehouderij, >= 1 jaar, vr..;50 tot 100 GVE;Fryslân (PV);2011;32.0;68.0;31.0;69.0;1.0;3.0;7.0;7.0;52.0;24.0;;100.0;0.0
