ID;Melkvee;GrootveeEenheid;RegioS;Perioden;BedrijvenZonderBeweiding_1;BedrijvenMetBeweiding_2;MelkveeZonderBeweiding_3;Totaal_4;MinderDan720UrenPerJaar_5;k_720Tot1440UrenPerJaar_6;k_1440Tot2160UrenPerJaar_7;k_2160Tot2880UrenPerJaar_8;k_2880OfMeerUrenPerJaar_9;UrenBijDagEnNachtWeiden_10;UrenBijBeperktWeiden_11;DagEnNachtWeiden_12;OverdagWeiden_13
932;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Gelderland (PV);2018;7.0;93.0;7.0;93.0;4.0;36.0;23.0;7.0;23.0;21.0;8.0;27.0;73.0
933;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Gelderland (PV);2019;6.0;94.0;5.0;95.0;5.0;36.0;24.0;6.0;24.0;20.0;8.0;29.0;71.0
934;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Gelderland (PV);2020;5.0;95.0;5.0;95.0;1.0;37.0;26.0;5.0;26.0;20.0;7.0;30.0;70.0
935;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Utrecht (PV);2010;3.0;97.0;3.0;97.0;;;;;;;;54.0;46.0
936;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Utrecht (PV);2011;5.0;95.0;4.0;96.0;;;;;;;;52.0;48.0
937;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Utrecht (PV);2012;5.0;95.0;2.0;98.0;;;;;;;;51.0;49.0
938;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Utrecht (PV);2013;3.0;97.0;3.0;97.0;1.0;16.0;21.0;21.0;39.0;21.0;8.0;46.0;54.0
939;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Utrecht (PV);2014;3.0;97.0;4.0;96.0;0.0;19.0;23.0;13.0;41.0;21.0;8.0;46.0;54.0
940;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Utrecht (PV);2015;5.0;95.0;4.0;96.0;;;;;;;;43.0;57.0
941;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Utrecht (PV);2016;6.0;94.0;5.0;95.0;1.0;15.0;24.0;15.0;41.0;20.0;8.0;49.0;51.0
942;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Utrecht (PV);2017;8.0;92.0;6.0;94.0;1.0;20.0;20.0;17.0;36.0;21.0;8.0;45.0;55.0
943;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Utrecht (PV);2018;5.0;95.0;4.0;96.0;1.0;17.0;27.0;11.0;40.0;21.0;8.0;44.0;56.0
944;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Utrecht (PV);2019;6.0;94.0;5.0;95.0;2.0;17.0;23.0;14.0;39.0;20.0;8.0;46.0;54.0
945;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Utrecht (PV);2020;5.0;95.0;5.0;95.0;1.0;17.0;24.0;14.0;40.0;20.0;8.0;44.0;56.0
946;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Noord-Holland (PV);2010;3.0;97.0;2.0;98.0;;;;;;;;78.0;22.0
947;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Noord-Holland (PV);2011;4.0;96.0;2.0;98.0;;;;;;;;76.0;24.0
948;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Noord-Holland (PV);2012;2.0;98.0;1.0;99.0;;;;;;;;77.0;23.0
949;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Noord-Holland (PV);2013;4.0;96.0;3.0;97.0;0.0;3.0;11.0;13.0;70.0;21.0;9.0;72.0;28.0
950;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Noord-Holland (PV);2014;3.0;97.0;2.0;98.0;0.0;4.0;10.0;14.0;70.0;21.0;9.0;70.0;30.0
951;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Noord-Holland (PV);2015;3.0;97.0;1.0;99.0;;;;;;;;68.0;32.0
952;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Noord-Holland (PV);2016;3.0;97.0;3.0;97.0;0.0;2.0;10.0;12.0;73.0;21.0;9.0;74.0;26.0
953;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Noord-Holland (PV);2017;2.0;98.0;1.0;99.0;2.0;5.0;16.0;14.0;62.0;21.0;8.0;68.0;32.0
954;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Noord-Holland (PV);2018;4.0;96.0;1.0;99.0;1.0;5.0;10.0;7.0;75.0;21.0;8.0;70.0;30.0
955;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Noord-Holland (PV);2019;4.0;96.0;3.0;97.0;0.0;6.0;10.0;14.0;67.0;20.0;8.0;73.0;27.0
956;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Noord-Holland (PV);2020;3.0;97.0;2.0;98.0;0.0;13.0;11.0;12.0;63.0;20.0;8.0;67.0;33.0
957;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Zuid-Holland (PV);2010;3.0;97.0;2.0;98.0;;;;;;;;74.0;26.0
958;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Zuid-Holland (PV);2011;5.0;95.0;2.0;98.0;;;;;;;;72.0;28.0
959;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Zuid-Holland (PV);2012;4.0;96.0;2.0;98.0;;;;;;;;73.0;27.0
960;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Zuid-Holland (PV);2013;2.0;98.0;2.0;98.0;0.0;6.0;12.0;13.0;66.0;21.0;8.0;68.0;32.0
961;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Zuid-Holland (PV);2014;3.0;97.0;2.0;98.0;0.0;6.0;14.0;13.0;65.0;21.0;8.0;66.0;34.0
962;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Zuid-Holland (PV);2015;2.0;98.0;2.0;98.0;;;;;;;;66.0;34.0
963;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Zuid-Holland (PV);2016;2.0;98.0;1.0;99.0;0.0;4.0;9.0;13.0;72.0;21.0;9.0;72.0;28.0
964;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Zuid-Holland (PV);2017;6.0;94.0;4.0;96.0;0.0;6.0;13.0;11.0;66.0;21.0;9.0;71.0;29.0
965;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Zuid-Holland (PV);2018;2.0;98.0;2.0;98.0;1.0;9.0;18.0;12.0;58.0;21.0;9.0;62.0;38.0
966;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Zuid-Holland (PV);2019;4.0;96.0;2.0;98.0;0.0;7.0;17.0;21.0;53.0;20.0;9.0;62.0;38.0
967;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Zuid-Holland (PV);2020;1.0;99.0;2.0;98.0;5.0;5.0;16.0;13.0;59.0;20.0;8.0;63.0;37.0
968;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Zeeland (PV);2010;8.0;92.0;5.0;95.0;;;;;;;;69.0;31.0
969;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Zeeland (PV);2011;4.0;96.0;5.0;95.0;;;;;;;;74.0;26.0
970;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Zeeland (PV);2012;4.0;96.0;2.0;98.0;;;;;;;;68.0;32.0
971;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Zeeland (PV);2013;7.0;93.0;10.0;90.0;0.0;7.0;19.0;15.0;48.0;21.0;9.0;56.0;44.0
972;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Zeeland (PV);2014;4.0;96.0;5.0;95.0;3.0;8.0;14.0;12.0;58.0;21.0;9.0;58.0;42.0
973;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Zeeland (PV);2015;4.0;96.0;2.0;98.0;;;;;;;;62.0;38.0
974;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Zeeland (PV);2016;6.0;94.0;8.0;92.0;0.0;6.0;12.0;11.0;63.0;21.0;8.0;71.0;29.0
975;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Zeeland (PV);2017;6.0;94.0;7.0;93.0;0.0;9.0;9.0;2.0;73.0;21.0;8.0;78.0;22.0
976;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Zeeland (PV);2018;7.0;93.0;7.0;93.0;0.0;8.0;9.0;10.0;66.0;21.0;9.0;73.0;27.0
977;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Zeeland (PV);2019;4.0;96.0;3.0;97.0;9.0;6.0;8.0;15.0;58.0;21.0;9.0;73.0;27.0
978;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Zeeland (PV);2020;15.0;85.0;16.0;84.0;0.0;11.0;7.0;7.0;59.0;21.0;9.0;72.0;28.0
979;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Noord-Brabant (PV);2010;16.0;84.0;17.0;83.0;;;;;;;;29.0;71.0
980;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Noord-Brabant (PV);2011;18.0;82.0;18.0;82.0;;;;;;;;39.0;61.0
981;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Noord-Brabant (PV);2012;22.0;78.0;18.0;82.0;;;;;;;;40.0;60.0
982;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Noord-Brabant (PV);2013;17.0;83.0;18.0;82.0;7.0;30.0;17.0;9.0;19.0;19.0;7.0;32.0;68.0
983;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Noord-Brabant (PV);2014;18.0;82.0;18.0;82.0;7.0;37.0;14.0;5.0;20.0;20.0;7.0;30.0;70.0
984;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Noord-Brabant (PV);2015;19.0;81.0;20.0;80.0;;;;;;;;32.0;68.0
985;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Noord-Brabant (PV);2016;21.0;79.0;20.0;80.0;9.0;27.0;15.0;6.0;23.0;20.0;7.0;38.0;62.0
986;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Noord-Brabant (PV);2017;33.0;67.0;30.0;70.0;7.0;29.0;9.0;10.0;15.0;20.0;8.0;35.0;65.0
987;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Noord-Brabant (PV);2018;23.0;77.0;20.0;80.0;15.0;38.0;7.0;8.0;12.0;19.0;7.0;25.0;75.0
988;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Noord-Brabant (PV);2019;21.0;79.0;18.0;82.0;13.0;33.0;15.0;7.0;14.0;19.0;7.0;26.0;74.0
989;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Noord-Brabant (PV);2020;23.0;77.0;23.0;77.0;2.0;43.0;12.0;6.0;15.0;19.0;7.0;29.0;71.0
990;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Limburg (PV);2010;7.0;93.0;6.0;94.0;;;;;;;;42.0;58.0
991;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Limburg (PV);2011;9.0;91.0;8.0;92.0;;;;;;;;49.0;51.0
992;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Limburg (PV);2012;7.0;93.0;7.0;93.0;;;;;;;;45.0;55.0
993;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Limburg (PV);2013;9.0;91.0;8.0;92.0;6.0;21.0;27.0;11.0;28.0;19.0;8.0;35.0;65.0
994;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Limburg (PV);2014;14.0;86.0;13.0;87.0;3.0;29.0;22.0;9.0;24.0;19.0;8.0;33.0;67.0
995;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Limburg (PV);2015;10.0;90.0;9.0;91.0;;;;;;;;42.0;58.0
996;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Limburg (PV);2016;11.0;89.0;9.0;91.0;0.0;22.0;26.0;8.0;34.0;20.0;8.0;48.0;52.0
997;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Limburg (PV);2017;13.0;87.0;9.0;91.0;1.0;28.0;27.0;11.0;25.0;18.0;8.0;37.0;63.0
998;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Limburg (PV);2018;18.0;82.0;16.0;84.0;5.0;26.0;23.0;10.0;20.0;17.0;7.0;41.0;59.0
999;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Limburg (PV);2019;13.0;87.0;9.0;91.0;11.0;13.0;32.0;12.0;23.0;17.0;8.0;46.0;54.0
1000;Melk- en kalfkoeien (>= 2 jaar);0 tot 50 GVE;Limburg (PV);2020;17.0;83.0;10.0;90.0;6.0;34.0;22.0;14.0;15.0;15.0;7.0;41.0;59.0
1001;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Nederland;2010;15.0;85.0;17.0;83.0;;;;;;;;26.0;74.0
1002;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Nederland;2011;15.0;85.0;16.0;84.0;;;;;;;;29.0;71.0
1003;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Nederland;2012;15.0;85.0;16.0;84.0;;;;;;;;29.0;71.0
1004;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Nederland;2013;19.0;81.0;20.0;80.0;4.0;36.0;19.0;9.0;13.0;19.0;8.0;23.0;77.0
1005;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Nederland;2014;20.0;80.0;21.0;79.0;4.0;35.0;19.0;8.0;13.0;19.0;8.0;22.0;78.0
1006;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Nederland;2015;19.0;81.0;21.0;79.0;;;;;;;;22.0;78.0
1007;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Nederland;2016;14.0;86.0;16.0;84.0;4.0;37.0;19.0;9.0;15.0;19.0;7.0;25.0;75.0
1008;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Nederland;2017;14.0;86.0;15.0;85.0;5.0;40.0;18.0;8.0;14.0;19.0;7.0;24.0;76.0
1009;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Nederland;2018;14.0;86.0;15.0;85.0;6.0;42.0;17.0;8.0;13.0;19.0;7.0;21.0;79.0
1010;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Nederland;2019;12.0;88.0;13.0;87.0;6.0;43.0;18.0;8.0;12.0;18.0;7.0;21.0;79.0
1011;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Nederland;2020;11.0;89.0;12.0;88.0;2.0;48.0;19.0;8.0;12.0;18.0;7.0;21.0;79.0
1012;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Groningen (PV);2010;11.0;89.0;12.0;88.0;;;;;;;;39.0;61.0
1013;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Groningen (PV);2011;11.0;89.0;11.0;89.0;;;;;;;;44.0;56.0
1014;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Groningen (PV);2012;10.0;90.0;11.0;89.0;;;;;;;;45.0;55.0
1015;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Groningen (PV);2013;13.0;87.0;13.0;87.0;1.0;24.0;26.0;11.0;24.0;20.0;8.0;35.0;65.0
1016;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Groningen (PV);2014;14.0;86.0;14.0;86.0;1.0;19.0;27.0;13.0;25.0;20.0;8.0;34.0;66.0
1017;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Groningen (PV);2015;14.0;86.0;14.0;86.0;;;;;;;;32.0;68.0
1018;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Groningen (PV);2016;11.0;89.0;11.0;89.0;0.0;27.0;18.0;17.0;27.0;20.0;8.0;40.0;60.0
1019;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Groningen (PV);2017;11.0;89.0;11.0;89.0;1.0;28.0;21.0;13.0;25.0;19.0;8.0;35.0;65.0
1020;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Groningen (PV);2018;11.0;89.0;11.0;89.0;1.0;25.0;25.0;15.0;23.0;19.0;8.0;32.0;68.0
1021;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Groningen (PV);2019;11.0;89.0;11.0;89.0;3.0;29.0;24.0;11.0;23.0;19.0;8.0;30.0;70.0
1022;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Groningen (PV);2020;11.0;89.0;11.0;89.0;1.0;25.0;29.0;11.0;22.0;19.0;8.0;29.0;71.0
1023;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Fryslân (PV);2010;13.0;87.0;15.0;85.0;;;;;;;;27.0;73.0
1024;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Fryslân (PV);2011;12.0;88.0;14.0;86.0;;;;;;;;31.0;69.0
1025;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Fryslân (PV);2012;12.0;88.0;14.0;86.0;;;;;;;;32.0;68.0
1026;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Fryslân (PV);2013;16.0;84.0;17.0;83.0;2.0;28.0;28.0;12.0;14.0;20.0;8.0;24.0;76.0
1027;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Fryslân (PV);2014;18.0;82.0;19.0;81.0;1.0;26.0;29.0;10.0;15.0;20.0;8.0;23.0;77.0
1028;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Fryslân (PV);2015;17.0;83.0;18.0;82.0;;;;;;;;22.0;78.0
1029;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Fryslân (PV);2016;12.0;88.0;13.0;87.0;1.0;25.0;28.0;13.0;20.0;20.0;8.0;28.0;72.0
1030;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Fryslân (PV);2017;10.0;90.0;12.0;88.0;1.0;33.0;26.0;11.0;17.0;20.0;8.0;26.0;74.0
1031;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Fryslân (PV);2018;10.0;90.0;12.0;88.0;2.0;30.0;29.0;9.0;18.0;19.0;8.0;24.0;76.0
1032;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Fryslân (PV);2019;10.0;90.0;11.0;89.0;3.0;32.0;29.0;9.0;16.0;19.0;8.0;23.0;77.0
1033;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Fryslân (PV);2020;8.0;92.0;9.0;91.0;1.0;33.0;31.0;9.0;16.0;19.0;8.0;22.0;78.0
1034;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Drenthe (PV);2010;15.0;85.0;16.0;84.0;;;;;;;;26.0;74.0
1035;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Drenthe (PV);2011;16.0;84.0;18.0;82.0;;;;;;;;30.0;70.0
1036;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Drenthe (PV);2012;15.0;85.0;17.0;83.0;;;;;;;;29.0;71.0
1037;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Drenthe (PV);2013;18.0;82.0;19.0;81.0;2.0;41.0;18.0;9.0;11.0;20.0;8.0;21.0;79.0
1038;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Drenthe (PV);2014;22.0;78.0;23.0;77.0;3.0;36.0;18.0;7.0;14.0;20.0;8.0;22.0;78.0
1039;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Drenthe (PV);2015;23.0;77.0;24.0;76.0;;;;;;;;20.0;80.0
1040;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Drenthe (PV);2016;18.0;82.0;20.0;80.0;2.0;41.0;16.0;7.0;16.0;20.0;8.0;25.0;75.0
1041;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Drenthe (PV);2017;18.0;82.0;19.0;81.0;3.0;39.0;20.0;9.0;11.0;20.0;8.0;22.0;78.0
1042;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Drenthe (PV);2018;17.0;83.0;18.0;82.0;1.0;44.0;16.0;9.0;11.0;19.0;7.0;20.0;80.0
1043;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Drenthe (PV);2019;16.0;84.0;17.0;83.0;3.0;41.0;21.0;8.0;10.0;19.0;7.0;18.0;82.0
1044;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Drenthe (PV);2020;15.0;85.0;15.0;85.0;1.0;41.0;24.0;7.0;12.0;18.0;7.0;20.0;80.0
1045;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Overijssel (PV);2010;16.0;84.0;18.0;82.0;;;;;;;;12.0;88.0
1046;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Overijssel (PV);2011;15.0;85.0;17.0;83.0;;;;;;;;14.0;86.0
1047;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Overijssel (PV);2012;14.0;86.0;16.0;84.0;;;;;;;;14.0;86.0
1048;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Overijssel (PV);2013;20.0;80.0;21.0;79.0;4.0;46.0;19.0;4.0;5.0;20.0;8.0;10.0;90.0
1049;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Overijssel (PV);2014;20.0;80.0;21.0;79.0;4.0;48.0;18.0;5.0;5.0;20.0;7.0;11.0;89.0
1050;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Overijssel (PV);2015;19.0;81.0;22.0;78.0;;;;;;;;11.0;89.0
1051;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Overijssel (PV);2016;15.0;85.0;17.0;83.0;3.0;51.0;17.0;5.0;7.0;20.0;7.0;13.0;87.0
1052;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Overijssel (PV);2017;14.0;86.0;16.0;84.0;4.0;55.0;15.0;4.0;6.0;19.0;7.0;13.0;87.0
1053;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Overijssel (PV);2018;13.0;87.0;15.0;85.0;5.0;58.0;13.0;4.0;6.0;19.0;7.0;12.0;88.0
1054;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Overijssel (PV);2019;12.0;88.0;13.0;87.0;5.0;60.0;12.0;4.0;5.0;18.0;7.0;11.0;89.0
1055;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Overijssel (PV);2020;12.0;88.0;13.0;87.0;3.0;64.0;12.0;3.0;6.0;18.0;7.0;12.0;88.0
1056;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Flevoland (PV);2010;56.0;44.0;58.0;42.0;;;;;;;;38.0;62.0
1057;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Flevoland (PV);2011;52.0;48.0;55.0;45.0;;;;;;;;43.0;57.0
1058;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Flevoland (PV);2012;58.0;42.0;61.0;39.0;;;;;;;;47.0;53.0
1059;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Flevoland (PV);2013;60.0;40.0;60.0;40.0;2.0;16.0;9.0;7.0;6.0;19.0;8.0;25.0;75.0
1060;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Flevoland (PV);2014;61.0;39.0;62.0;38.0;2.0;19.0;2.0;6.0;9.0;19.0;8.0;28.0;72.0
1061;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Flevoland (PV);2015;59.0;41.0;62.0;38.0;;;;;;;;40.0;60.0
1062;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Flevoland (PV);2016;49.0;51.0;53.0;47.0;0.0;13.0;7.0;20.0;6.0;18.0;8.0;41.0;59.0
1063;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Flevoland (PV);2017;38.0;62.0;41.0;59.0;0.0;19.0;19.0;9.0;12.0;19.0;8.0;38.0;62.0
1064;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Flevoland (PV);2018;49.0;51.0;52.0;48.0;0.0;10.0;20.0;9.0;9.0;18.0;8.0;34.0;66.0
1065;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Flevoland (PV);2019;40.0;60.0;42.0;58.0;2.0;29.0;11.0;7.0;9.0;18.0;7.0;26.0;74.0
1066;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Flevoland (PV);2020;44.0;56.0;48.0;52.0;0.0;23.0;14.0;4.0;11.0;18.0;7.0;34.0;66.0
1067;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Gelderland (PV);2010;16.0;84.0;17.0;83.0;;;;;;;;16.0;84.0
1068;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Gelderland (PV);2011;15.0;85.0;17.0;83.0;;;;;;;;19.0;81.0
1069;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Gelderland (PV);2012;15.0;85.0;17.0;83.0;;;;;;;;20.0;80.0
1070;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Gelderland (PV);2013;20.0;80.0;21.0;79.0;5.0;43.0;17.0;6.0;8.0;19.0;7.0;17.0;83.0
1071;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Gelderland (PV);2014;21.0;79.0;22.0;78.0;4.0;43.0;18.0;5.0;8.0;19.0;7.0;14.0;86.0
1072;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Gelderland (PV);2015;21.0;79.0;23.0;77.0;;;;;;;;14.0;86.0
1073;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Gelderland (PV);2016;15.0;85.0;16.0;84.0;7.0;46.0;17.0;5.0;9.0;19.0;7.0;16.0;84.0
1074;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Gelderland (PV);2017;15.0;85.0;17.0;83.0;6.0;49.0;15.0;4.0;8.0;19.0;7.0;15.0;85.0
1075;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Gelderland (PV);2018;15.0;85.0;17.0;83.0;7.0;52.0;13.0;4.0;7.0;18.0;7.0;13.0;87.0
1076;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Gelderland (PV);2019;13.0;87.0;14.0;86.0;7.0;54.0;15.0;4.0;6.0;18.0;7.0;13.0;87.0
1077;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Gelderland (PV);2020;13.0;87.0;14.0;86.0;2.0;59.0;15.0;4.0;6.0;17.0;7.0;12.0;88.0
1078;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Utrecht (PV);2010;7.0;93.0;8.0;92.0;;;;;;;;33.0;67.0
1079;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Utrecht (PV);2011;8.0;92.0;9.0;91.0;;;;;;;;33.0;67.0
1080;Melk- en kalfkoeien (>= 2 jaar);50 tot 100 GVE;Utrecht (PV);2012;8.0;92.0;9.0;91.0;;;;;;;;30.0;70.0
