ID;SIC2008;Periods;Indices_1;Change_2;AggregatedChange_3
386;464 Wholesale of consumer goods;2010 2nd quarter;111.7;2.4;1.3
387;464 Wholesale of consumer goods;2010 3rd quarter;126.7;7.4;3.4
388;464 Wholesale of consumer goods;2010 4th quarter;127.1;9.1;4.8
389;464 Wholesale of consumer goods;2010;120.7;4.8;4.8
390;464 Wholesale of consumer goods;2011 1st quarter;129.3;10.1;10.1
391;464 Wholesale of consumer goods;2011 2nd quarter;121.1;8.4;9.3
392;464 Wholesale of consumer goods;2011 3rd quarter;132.2;4.3;7.5
393;464 Wholesale of consumer goods;2011 4th quarter;119.3;-6.1;3.9
394;464 Wholesale of consumer goods;2011;125.5;3.9;3.9
395;464 Wholesale of consumer goods;2012 1st quarter;126.7;-2.0;-2.0
396;464 Wholesale of consumer goods;2012 2nd quarter;121.5;0.3;-0.9
397;464 Wholesale of consumer goods;2012 3rd quarter;134.1;1.4;-0.1
398;464 Wholesale of consumer goods;2012 4th quarter;120.9;1.3;0.2
399;464 Wholesale of consumer goods;2012;125.8;0.2;0.2
400;4642 Wholesale of clothes, shoes etc;2005 1st quarter;;;
401;4642 Wholesale of clothes, shoes etc;2005 2nd quarter;;;
402;4642 Wholesale of clothes, shoes etc;2005 3rd quarter;;;
403;4642 Wholesale of clothes, shoes etc;2005 4th quarter;;;
404;4642 Wholesale of clothes, shoes etc;2005;;;
405;4642 Wholesale of clothes, shoes etc;2006 1st quarter;;;
406;4642 Wholesale of clothes, shoes etc;2006 2nd quarter;;;
407;4642 Wholesale of clothes, shoes etc;2006 3rd quarter;;;
408;4642 Wholesale of clothes, shoes etc;2006 4th quarter;;;
409;4642 Wholesale of clothes, shoes etc;2006;;;
410;4642 Wholesale of clothes, shoes etc;2007 1st quarter;123.4;;
411;4642 Wholesale of clothes, shoes etc;2007 2nd quarter;91.3;;
412;4642 Wholesale of clothes, shoes etc;2007 3rd quarter;134.7;;
413;4642 Wholesale of clothes, shoes etc;2007 4th quarter;96.0;;
414;4642 Wholesale of clothes, shoes etc;2007;111.3;;
415;4642 Wholesale of clothes, shoes etc;2008 1st quarter;121.0;-1.9;-1.9
416;4642 Wholesale of clothes, shoes etc;2008 2nd quarter;92.4;1.2;-0.6
417;4642 Wholesale of clothes, shoes etc;2008 3rd quarter;136.6;1.4;0.2
418;4642 Wholesale of clothes, shoes etc;2008 4th quarter;89.9;-6.4;-1.2
419;4642 Wholesale of clothes, shoes etc;2008;110.0;-1.2;-1.2
420;4642 Wholesale of clothes, shoes etc;2009 1st quarter;116.4;-3.8;-3.8
421;4642 Wholesale of clothes, shoes etc;2009 2nd quarter;88.4;-4.3;-4.0
422;4642 Wholesale of clothes, shoes etc;2009 3rd quarter;123.3;-9.7;-6.2
423;4642 Wholesale of clothes, shoes etc;2009 4th quarter;82.0;-8.8;-6.8
424;4642 Wholesale of clothes, shoes etc;2009;102.5;-6.8;-6.8
425;4642 Wholesale of clothes, shoes etc;2010 1st quarter;107.2;-7.9;-7.9
426;4642 Wholesale of clothes, shoes etc;2010 2nd quarter;69.9;-20.9;-13.5
427;4642 Wholesale of clothes, shoes etc;2010 3rd quarter;123.2;-0.1;-8.5
428;4642 Wholesale of clothes, shoes etc;2010 4th quarter;92.9;13.2;-4.1
429;4642 Wholesale of clothes, shoes etc;2010;98.3;-4.1;-4.1
430;4642 Wholesale of clothes, shoes etc;2011 1st quarter;113.3;5.7;5.7
431;4642 Wholesale of clothes, shoes etc;2011 2nd quarter;76.1;8.8;6.9
432;4642 Wholesale of clothes, shoes etc;2011 3rd quarter;134.7;9.3;7.9
433;4642 Wholesale of clothes, shoes etc;2011 4th quarter;82.8;-10.8;3.5
434;4642 Wholesale of clothes, shoes etc;2011;101.7;3.5;3.5
435;4642 Wholesale of clothes, shoes etc;2012 1st quarter;115.3;1.8;1.8
436;4642 Wholesale of clothes, shoes etc;2012 2nd quarter;68.4;-10.1;-3.0
437;4642 Wholesale of clothes, shoes etc;2012 3rd quarter;129.6;-3.8;-3.3
438;4642 Wholesale of clothes, shoes etc;2012 4th quarter;79.6;-3.9;-3.4
439;4642 Wholesale of clothes, shoes etc;2012;98.2;-3.4;-3.4
440;4643 Wholesale consumer electronics etc;2005 1st quarter;;;
441;4643 Wholesale consumer electronics etc;2005 2nd quarter;;;
442;4643 Wholesale consumer electronics etc;2005 3rd quarter;;;
443;4643 Wholesale consumer electronics etc;2005 4th quarter;;;
444;4643 Wholesale consumer electronics etc;2005;;;
445;4643 Wholesale consumer electronics etc;2006 1st quarter;;;
446;4643 Wholesale consumer electronics etc;2006 2nd quarter;;;
447;4643 Wholesale consumer electronics etc;2006 3rd quarter;;;
448;4643 Wholesale consumer electronics etc;2006 4th quarter;;;
449;4643 Wholesale consumer electronics etc;2006;;;
450;4643 Wholesale consumer electronics etc;2007 1st quarter;81.2;;
451;4643 Wholesale consumer electronics etc;2007 2nd quarter;83.2;;
452;4643 Wholesale consumer electronics etc;2007 3rd quarter;84.8;;
453;4643 Wholesale consumer electronics etc;2007 4th quarter;113.9;;
454;4643 Wholesale consumer electronics etc;2007;90.8;;
455;4643 Wholesale consumer electronics etc;2008 1st quarter;87.0;7.1;7.1
456;4643 Wholesale consumer electronics etc;2008 2nd quarter;89.0;6.9;7.0
457;4643 Wholesale consumer electronics etc;2008 3rd quarter;81.1;-4.3;3.2
458;4643 Wholesale consumer electronics etc;2008 4th quarter;93.8;-17.7;-3.4
459;4643 Wholesale consumer electronics etc;2008;87.7;-3.4;-3.4
460;4643 Wholesale consumer electronics etc;2009 1st quarter;71.1;-18.3;-18.3
461;4643 Wholesale consumer electronics etc;2009 2nd quarter;70.7;-20.6;-19.5
462;4643 Wholesale consumer electronics etc;2009 3rd quarter;73.8;-9.0;-16.2
463;4643 Wholesale consumer electronics etc;2009 4th quarter;91.2;-2.8;-12.6
464;4643 Wholesale consumer electronics etc;2009;76.7;-12.6;-12.6
465;4643 Wholesale consumer electronics etc;2010 1st quarter;75.8;6.6;6.6
466;4643 Wholesale consumer electronics etc;2010 2nd quarter;81.0;14.6;10.6
467;4643 Wholesale consumer electronics etc;2010 3rd quarter;79.4;7.6;9.6
468;4643 Wholesale consumer electronics etc;2010 4th quarter;98.8;8.4;9.2
469;4643 Wholesale consumer electronics etc;2010;83.7;9.2;9.2
470;4643 Wholesale consumer electronics etc;2011 1st quarter;86.2;13.8;13.8
471;4643 Wholesale consumer electronics etc;2011 2nd quarter;88.7;9.5;11.6
472;4643 Wholesale consumer electronics etc;2011 3rd quarter;80.9;1.8;8.3
473;4643 Wholesale consumer electronics etc;2011 4th quarter;89.8;-9.1;3.2
474;4643 Wholesale consumer electronics etc;2011;86.4;3.2;3.2
475;4643 Wholesale consumer electronics etc;2012 1st quarter;80.6;-6.5;-6.5
476;4643 Wholesale consumer electronics etc;2012 2nd quarter;82.0;-7.6;-7.0
477;4643 Wholesale consumer electronics etc;2012 3rd quarter;76.5;-5.4;-6.5
478;4643 Wholesale consumer electronics etc;2012 4th quarter;80.0;-10.9;-7.7
479;4643 Wholesale consumer electronics etc;2012;79.8;-7.7;-7.7
480;465 Wholesale of ICT-equipment;2005 1st quarter;98.3;;
481;465 Wholesale of ICT-equipment;2005 2nd quarter;94.5;;
482;465 Wholesale of ICT-equipment;2005 3rd quarter;95.6;;
483;465 Wholesale of ICT-equipment;2005 4th quarter;111.5;;
484;465 Wholesale of ICT-equipment;2005;100.0;;
485;465 Wholesale of ICT-equipment;2006 1st quarter;93.6;-4.8;-4.8
486;465 Wholesale of ICT-equipment;2006 2nd quarter;88.9;-5.9;-5.4
487;465 Wholesale of ICT-equipment;2006 3rd quarter;92.5;-3.3;-4.7
488;465 Wholesale of ICT-equipment;2006 4th quarter;110.2;-1.1;-3.7
489;465 Wholesale of ICT-equipment;2006;96.3;-3.7;-3.7
490;465 Wholesale of ICT-equipment;2007 1st quarter;96.5;3.1;3.1
491;465 Wholesale of ICT-equipment;2007 2nd quarter;95.8;7.7;5.3
492;465 Wholesale of ICT-equipment;2007 3rd quarter;97.2;5.1;5.3
493;465 Wholesale of ICT-equipment;2007 4th quarter;109.9;-0.3;3.7
494;465 Wholesale of ICT-equipment;2007;99.8;3.7;3.7
495;465 Wholesale of ICT-equipment;2008 1st quarter;99.3;2.9;2.9
496;465 Wholesale of ICT-equipment;2008 2nd quarter;99.3;3.7;3.3
497;465 Wholesale of ICT-equipment;2008 3rd quarter;98.4;1.2;2.6
498;465 Wholesale of ICT-equipment;2008 4th quarter;107.8;-1.9;1.4
499;465 Wholesale of ICT-equipment;2008;101.2;1.4;1.4
500;465 Wholesale of ICT-equipment;2009 1st quarter;88.4;-11.0;-11.0
501;465 Wholesale of ICT-equipment;2009 2nd quarter;86.9;-12.5;-11.8
502;465 Wholesale of ICT-equipment;2009 3rd quarter;84.9;-13.8;-12.4
503;465 Wholesale of ICT-equipment;2009 4th quarter;94.7;-12.2;-12.4
504;465 Wholesale of ICT-equipment;2009;88.7;-12.4;-12.4
505;465 Wholesale of ICT-equipment;2010 1st quarter;95.6;8.1;8.1
506;465 Wholesale of ICT-equipment;2010 2nd quarter;100.5;15.6;11.8
507;465 Wholesale of ICT-equipment;2010 3rd quarter;101.5;19.6;14.3
508;465 Wholesale of ICT-equipment;2010 4th quarter;109.8;15.9;14.8
509;465 Wholesale of ICT-equipment;2010;101.8;14.8;14.8
510;465 Wholesale of ICT-equipment;2011 1st quarter;99.4;4.0;4.0
511;465 Wholesale of ICT-equipment;2011 2nd quarter;89.6;-10.8;-3.6
512;465 Wholesale of ICT-equipment;2011 3rd quarter;107.2;5.7;-0.4
513;465 Wholesale of ICT-equipment;2011 4th quarter;120.9;10.1;2.4
514;465 Wholesale of ICT-equipment;2011;104.3;2.4;2.4
515;465 Wholesale of ICT-equipment;2012 1st quarter;98.9;-0.5;-0.5
516;465 Wholesale of ICT-equipment;2012 2nd quarter;101.7;13.5;6.2
517;465 Wholesale of ICT-equipment;2012 3rd quarter;119.5;11.4;8.1
518;465 Wholesale of ICT-equipment;2012 4th quarter;124.0;2.6;6.5
519;465 Wholesale of ICT-equipment;2012;111.0;6.5;6.5
520;4652 Wholesale of other electronics;2005 1st quarter;;;
521;4652 Wholesale of other electronics;2005 2nd quarter;;;
522;4652 Wholesale of other electronics;2005 3rd quarter;;;
523;4652 Wholesale of other electronics;2005 4th quarter;;;
524;4652 Wholesale of other electronics;2005;;;
525;4652 Wholesale of other electronics;2006 1st quarter;;;
526;4652 Wholesale of other electronics;2006 2nd quarter;;;
527;4652 Wholesale of other electronics;2006 3rd quarter;;;
528;4652 Wholesale of other electronics;2006 4th quarter;;;
529;4652 Wholesale of other electronics;2006;;;
530;4652 Wholesale of other electronics;2007 1st quarter;121.8;;
531;4652 Wholesale of other electronics;2007 2nd quarter;128.9;;
532;4652 Wholesale of other electronics;2007 3rd quarter;124.3;;
533;4652 Wholesale of other electronics;2007 4th quarter;135.6;;
534;4652 Wholesale of other electronics;2007;127.7;;
535;4652 Wholesale of other electronics;2008 1st quarter;129.0;5.9;5.9
536;4652 Wholesale of other electronics;2008 2nd quarter;134.2;4.1;5.0
537;4652 Wholesale of other electronics;2008 3rd quarter;124.4;0.0;3.4
538;4652 Wholesale of other electronics;2008 4th quarter;130.4;-3.8;1.5
539;4652 Wholesale of other electronics;2008;129.5;1.5;1.5
540;4652 Wholesale of other electronics;2009 1st quarter;114.6;-11.2;-11.2
541;4652 Wholesale of other electronics;2009 2nd quarter;108.6;-19.1;-15.2
542;4652 Wholesale of other electronics;2009 3rd quarter;106.4;-14.5;-15.0
543;4652 Wholesale of other electronics;2009 4th quarter;117.7;-9.8;-13.7
544;4652 Wholesale of other electronics;2009;111.8;-13.7;-13.7
545;4652 Wholesale of other electronics;2010 1st quarter;113.9;-0.7;-0.7
546;4652 Wholesale of other electronics;2010 2nd quarter;113.2;4.2;1.7
547;4652 Wholesale of other electronics;2010 3rd quarter;116.0;9.1;4.1
548;4652 Wholesale of other electronics;2010 4th quarter;127.7;8.5;5.2
549;4652 Wholesale of other electronics;2010;117.7;5.2;5.2
550;4652 Wholesale of other electronics;2011 1st quarter;124.4;9.3;9.3
551;4652 Wholesale of other electronics;2011 2nd quarter;108.7;-3.9;2.7
552;4652 Wholesale of other electronics;2011 3rd quarter;117.9;1.6;2.3
553;4652 Wholesale of other electronics;2011 4th quarter;126.8;-0.7;1.5
554;4652 Wholesale of other electronics;2011;119.5;1.5;1.5
555;4652 Wholesale of other electronics;2012 1st quarter;118.7;-4.6;-4.6
556;4652 Wholesale of other electronics;2012 2nd quarter;104.7;-3.7;-4.2
557;4652 Wholesale of other electronics;2012 3rd quarter;111.1;-5.7;-4.7
558;4652 Wholesale of other electronics;2012 4th quarter;123.0;-3.0;-4.2
559;4652 Wholesale of other electronics;2012;114.4;-4.2;-4.2
560;466 Wholesale of other machinery;2005 1st quarter;93.7;;
561;466 Wholesale of other machinery;2005 2nd quarter;100.2;;
562;466 Wholesale of other machinery;2005 3rd quarter;98.0;;
563;466 Wholesale of other machinery;2005 4th quarter;108.1;;
564;466 Wholesale of other machinery;2005;100.0;;
565;466 Wholesale of other machinery;2006 1st quarter;101.5;8.3;8.3
566;466 Wholesale of other machinery;2006 2nd quarter;105.5;5.3;6.8
567;466 Wholesale of other machinery;2006 3rd quarter;104.7;6.8;6.8
568;466 Wholesale of other machinery;2006 4th quarter;119.8;10.8;7.9
569;466 Wholesale of other machinery;2006;107.9;7.9;7.9
570;466 Wholesale of other machinery;2007 1st quarter;111.6;9.9;9.9
571;466 Wholesale of other machinery;2007 2nd quarter;116.3;10.2;10.1
572;466 Wholesale of other machinery;2007 3rd quarter;113.4;8.4;9.5
573;466 Wholesale of other machinery;2007 4th quarter;125.0;4.4;8.1
574;466 Wholesale of other machinery;2007;116.6;8.1;8.1
575;466 Wholesale of other machinery;2008 1st quarter;120.6;8.1;8.1
576;466 Wholesale of other machinery;2008 2nd quarter;125.3;7.7;7.9
577;466 Wholesale of other machinery;2008 3rd quarter;118.2;4.2;6.7
578;466 Wholesale of other machinery;2008 4th quarter;122.2;-2.2;4.3
579;466 Wholesale of other machinery;2008;121.6;4.3;4.3
580;466 Wholesale of other machinery;2009 1st quarter;105.1;-12.9;-12.9
581;466 Wholesale of other machinery;2009 2nd quarter;105.7;-15.6;-14.2
582;466 Wholesale of other machinery;2009 3rd quarter;98.9;-16.3;-14.9
583;466 Wholesale of other machinery;2009 4th quarter;106.5;-12.9;-14.4
584;466 Wholesale of other machinery;2009;104.0;-14.4;-14.4
585;466 Wholesale of other machinery;2010 1st quarter;99.9;-4.9;-4.9
586;466 Wholesale of other machinery;2010 2nd quarter;107.1;1.3;-1.8
587;466 Wholesale of other machinery;2010 3rd quarter;106.9;8.1;1.3
588;466 Wholesale of other machinery;2010 4th quarter;120.2;12.9;4.3
589;466 Wholesale of other machinery;2010;108.5;4.3;4.3
590;466 Wholesale of other machinery;2011 1st quarter;117.0;17.1;17.1
591;466 Wholesale of other machinery;2011 2nd quarter;120.0;12.1;14.5
592;466 Wholesale of other machinery;2011 3rd quarter;119.5;11.8;13.6
593;466 Wholesale of other machinery;2011 4th quarter;116.8;-2.8;9.1
594;466 Wholesale of other machinery;2011;118.3;9.1;9.1
595;466 Wholesale of other machinery;2012 1st quarter;111.0;-5.1;-5.1
596;466 Wholesale of other machinery;2012 2nd quarter;122.9;2.4;-1.3
597;466 Wholesale of other machinery;2012 3rd quarter;114.3;-4.3;-2.3
598;466 Wholesale of other machinery;2012 4th quarter;114.4;-2.1;-2.3
599;466 Wholesale of other machinery;2012;115.7;-2.3;-2.3
600;467 Other specialised wholesale;2005 1st quarter;89.9;;
601;467 Other specialised wholesale;2005 2nd quarter;103.8;;
602;467 Other specialised wholesale;2005 3rd quarter;100.3;;
603;467 Other specialised wholesale;2005 4th quarter;106.0;;
604;467 Other specialised wholesale;2005;100.0;;
605;467 Other specialised wholesale;2006 1st quarter;107.4;19.4;19.4
606;467 Other specialised wholesale;2006 2nd quarter;120.4;16.0;17.6
607;467 Other specialised wholesale;2006 3rd quarter;116.3;16.0;17.0
608;467 Other specialised wholesale;2006 4th quarter;116.2;9.7;15.1
609;467 Other specialised wholesale;2006;115.1;15.1;15.1
610;467 Other specialised wholesale;2007 1st quarter;120.8;12.5;12.5
611;467 Other specialised wholesale;2007 2nd quarter;131.5;9.2;10.7
612;467 Other specialised wholesale;2007 3rd quarter;125.1;7.6;9.7
613;467 Other specialised wholesale;2007 4th quarter;133.3;14.7;10.9
614;467 Other specialised wholesale;2007;127.7;10.9;10.9
615;467 Other specialised wholesale;2008 1st quarter;136.9;13.4;13.4
616;467 Other specialised wholesale;2008 2nd quarter;160.0;21.6;17.7
617;467 Other specialised wholesale;2008 3rd quarter;152.4;21.8;19.1
618;467 Other specialised wholesale;2008 4th quarter;127.4;-4.4;12.9
619;467 Other specialised wholesale;2008;144.2;12.9;12.9
620;467 Other specialised wholesale;2009 1st quarter;111.3;-18.7;-18.7
621;467 Other specialised wholesale;2009 2nd quarter;121.8;-23.9;-21.5
622;467 Other specialised wholesale;2009 3rd quarter;121.9;-20.0;-21.0
623;467 Other specialised wholesale;2009 4th quarter;124.2;-2.5;-16.9
624;467 Other specialised wholesale;2009;119.8;-16.9;-16.9
625;467 Other specialised wholesale;2010 1st quarter;127.7;14.7;14.7
626;467 Other specialised wholesale;2010 2nd quarter;145.9;19.8;17.3
627;467 Other specialised wholesale;2010 3rd quarter;133.8;9.8;14.7
628;467 Other specialised wholesale;2010 4th quarter;145.0;16.7;15.3
629;467 Other specialised wholesale;2010;138.1;15.3;15.3
630;467 Other specialised wholesale;2011 1st quarter;155.0;21.4;21.4
631;467 Other specialised wholesale;2011 2nd quarter;168.3;15.3;18.2
632;467 Other specialised wholesale;2011 3rd quarter;157.3;17.5;18.0
633;467 Other specialised wholesale;2011 4th quarter;149.7;3.2;14.1
634;467 Other specialised wholesale;2011;157.6;14.1;14.1
635;467 Other specialised wholesale;2012 1st quarter;154.8;-0.1;-0.1
636;467 Other specialised wholesale;2012 2nd quarter;151.5;-9.9;-5.2
637;467 Other specialised wholesale;2012 3rd quarter;147.7;-6.1;-5.5
638;467 Other specialised wholesale;2012 4th quarter;142.0;-5.1;-5.4
639;467 Other specialised wholesale;2012;149.0;-5.4;-5.4
640;4671 Wholesale of mineral oils;2005 1st quarter;;;
641;4671 Wholesale of mineral oils;2005 2nd quarter;;;
642;4671 Wholesale of mineral oils;2005 3rd quarter;;;
643;4671 Wholesale of mineral oils;2005 4th quarter;;;
644;4671 Wholesale of mineral oils;2005;;;
645;4671 Wholesale of mineral oils;2006 1st quarter;;;
646;4671 Wholesale of mineral oils;2006 2nd quarter;;;
647;4671 Wholesale of mineral oils;2006 3rd quarter;;;
648;4671 Wholesale of mineral oils;2006 4th quarter;;;
649;4671 Wholesale of mineral oils;2006;;;
650;4671 Wholesale of mineral oils;2007 1st quarter;125.5;;
651;4671 Wholesale of mineral oils;2007 2nd quarter;128.0;;
652;4671 Wholesale of mineral oils;2007 3rd quarter;139.0;;
653;4671 Wholesale of mineral oils;2007 4th quarter;153.9;;
654;4671 Wholesale of mineral oils;2007;136.6;;
655;4671 Wholesale of mineral oils;2008 1st quarter;149.9;19.4;19.4
656;4671 Wholesale of mineral oils;2008 2nd quarter;186.1;45.4;32.6
657;4671 Wholesale of mineral oils;2008 3rd quarter;190.0;36.6;34.0
658;4671 Wholesale of mineral oils;2008 4th quarter;151.7;-1.4;24.0
659;4671 Wholesale of mineral oils;2008;169.4;24.0;24.0
660;4671 Wholesale of mineral oils;2009 1st quarter;136.4;-9.0;-9.0
661;4671 Wholesale of mineral oils;2009 2nd quarter;150.6;-19.1;-14.6
662;4671 Wholesale of mineral oils;2009 3rd quarter;164.3;-13.5;-14.2
663;4671 Wholesale of mineral oils;2009 4th quarter;176.2;16.2;-7.4
664;4671 Wholesale of mineral oils;2009;156.9;-7.4;-7.4
665;4671 Wholesale of mineral oils;2010 1st quarter;181.0;32.7;32.7
666;4671 Wholesale of mineral oils;2010 2nd quarter;200.8;33.3;33.0
667;4671 Wholesale of mineral oils;2010 3rd quarter;183.5;11.7;25.3
668;4671 Wholesale of mineral oils;2010 4th quarter;208.1;18.1;23.2
669;4671 Wholesale of mineral oils;2010;193.3;23.2;23.2
670;4671 Wholesale of mineral oils;2011 1st quarter;214.0;18.2;18.2
671;4671 Wholesale of mineral oils;2011 2nd quarter;238.4;18.7;18.5
672;4671 Wholesale of mineral oils;2011 3rd quarter;230.3;25.5;20.8
673;4671 Wholesale of mineral oils;2011 4th quarter;214.0;2.8;15.9
674;4671 Wholesale of mineral oils;2011;224.2;15.9;15.9
675;4671 Wholesale of mineral oils;2012 1st quarter;220.9;3.2;3.2
676;4671 Wholesale of mineral oils;2012 2nd quarter;203.8;-14.5;-6.1
677;4671 Wholesale of mineral oils;2012 3rd quarter;215.0;-6.7;-6.3
678;4671 Wholesale of mineral oils;2012 4th quarter;203.2;-5.0;-6.0
679;4671 Wholesale of mineral oils;2012;210.7;-6.0;-6.0
680;4672 Wholesale of metals and metal ores;2005 1st quarter;;;
681;4672 Wholesale of metals and metal ores;2005 2nd quarter;;;
682;4672 Wholesale of metals and metal ores;2005 3rd quarter;;;
683;4672 Wholesale of metals and metal ores;2005 4th quarter;;;
684;4672 Wholesale of metals and metal ores;2005;;;
685;4672 Wholesale of metals and metal ores;2006 1st quarter;;;
686;4672 Wholesale of metals and metal ores;2006 2nd quarter;;;
687;4672 Wholesale of metals and metal ores;2006 3rd quarter;;;
688;4672 Wholesale of metals and metal ores;2006 4th quarter;;;
689;4672 Wholesale of metals and metal ores;2006;;;
690;4672 Wholesale of metals and metal ores;2007 1st quarter;141.7;;
691;4672 Wholesale of metals and metal ores;2007 2nd quarter;152.6;;
692;4672 Wholesale of metals and metal ores;2007 3rd quarter;139.0;;
693;4672 Wholesale of metals and metal ores;2007 4th quarter;140.3;;
694;4672 Wholesale of metals and metal ores;2007;143.4;;
695;4672 Wholesale of metals and metal ores;2008 1st quarter;162.1;14.4;14.4
696;4672 Wholesale of metals and metal ores;2008 2nd quarter;177.9;16.6;15.5
697;4672 Wholesale of metals and metal ores;2008 3rd quarter;168.4;21.2;17.3
698;4672 Wholesale of metals and metal ores;2008 4th quarter;132.5;-5.5;11.7
699;4672 Wholesale of metals and metal ores;2008;160.2;11.7;11.7
700;4672 Wholesale of metals and metal ores;2009 1st quarter;111.7;-31.1;-31.1
701;4672 Wholesale of metals and metal ores;2009 2nd quarter;105.9;-40.4;-36.0
702;4672 Wholesale of metals and metal ores;2009 3rd quarter;101.7;-39.6;-37.2
703;4672 Wholesale of metals and metal ores;2009 4th quarter;94.7;-28.6;-35.4
704;4672 Wholesale of metals and metal ores;2009;103.5;-35.4;-35.4
705;4672 Wholesale of metals and metal ores;2010 1st quarter;98.1;-12.2;-12.2
706;4672 Wholesale of metals and metal ores;2010 2nd quarter;116.2;9.7;-1.6
707;4672 Wholesale of metals and metal ores;2010 3rd quarter;111.8;9.9;2.1
708;4672 Wholesale of metals and metal ores;2010 4th quarter;117.0;23.6;7.0
709;4672 Wholesale of metals and metal ores;2010;110.8;7.0;7.0
710;4672 Wholesale of metals and metal ores;2011 1st quarter;141.4;44.2;44.2
711;4672 Wholesale of metals and metal ores;2011 2nd quarter;134.8;16.1;28.9
712;4672 Wholesale of metals and metal ores;2011 3rd quarter;130.1;16.3;24.6
713;4672 Wholesale of metals and metal ores;2011 4th quarter;118.6;1.4;18.5
714;4672 Wholesale of metals and metal ores;2011;131.2;18.5;18.5
715;4672 Wholesale of metals and metal ores;2012 1st quarter;138.2;-2.3;-2.3
716;4672 Wholesale of metals and metal ores;2012 2nd quarter;130.1;-3.5;-2.9
717;4672 Wholesale of metals and metal ores;2012 3rd quarter;127.8;-1.7;-2.5
718;4672 Wholesale of metals and metal ores;2012 4th quarter;108.0;-9.0;-4.0
719;4672 Wholesale of metals and metal ores;2012;126.0;-4.0;-4.0
720;4673 Wholesale of construction materials;2005 1st quarter;;;
721;4673 Wholesale of construction materials;2005 2nd quarter;;;
722;4673 Wholesale of construction materials;2005 3rd quarter;;;
723;4673 Wholesale of construction materials;2005 4th quarter;;;
724;4673 Wholesale of construction materials;2005;;;
725;4673 Wholesale of construction materials;2006 1st quarter;;;
726;4673 Wholesale of construction materials;2006 2nd quarter;;;
727;4673 Wholesale of construction materials;2006 3rd quarter;;;
728;4673 Wholesale of construction materials;2006 4th quarter;;;
729;4673 Wholesale of construction materials;2006;;;
730;4673 Wholesale of construction materials;2007 1st quarter;110.8;;
731;4673 Wholesale of construction materials;2007 2nd quarter;130.0;;
732;4673 Wholesale of construction materials;2007 3rd quarter;110.2;;
733;4673 Wholesale of construction materials;2007 4th quarter;117.3;;
734;4673 Wholesale of construction materials;2007;117.1;;
735;4673 Wholesale of construction materials;2008 1st quarter;115.0;3.8;3.8
736;4673 Wholesale of construction materials;2008 2nd quarter;135.4;4.2;4.0
737;4673 Wholesale of construction materials;2008 3rd quarter;116.9;6.0;4.7
738;4673 Wholesale of construction materials;2008 4th quarter;121.3;3.4;4.3
739;4673 Wholesale of construction materials;2008;122.2;4.3;4.3
740;4673 Wholesale of construction materials;2009 1st quarter;108.7;-5.5;-5.5
741;4673 Wholesale of construction materials;2009 2nd quarter;120.9;-10.8;-8.3
742;4673 Wholesale of construction materials;2009 3rd quarter;104.2;-10.9;-9.1
743;4673 Wholesale of construction materials;2009 4th quarter;103.0;-15.1;-10.6
744;4673 Wholesale of construction materials;2009;109.2;-10.6;-10.6
745;4673 Wholesale of construction materials;2010 1st quarter;92.1;-15.2;-15.2
746;4673 Wholesale of construction materials;2010 2nd quarter;115.2;-4.7;-9.7
747;4673 Wholesale of construction materials;2010 3rd quarter;100.9;-3.2;-7.6
748;4673 Wholesale of construction materials;2010 4th quarter;104.0;0.9;-5.6
749;4673 Wholesale of construction materials;2010;103.1;-5.6;-5.6
750;4673 Wholesale of construction materials;2011 1st quarter;100.7;9.3;9.3
751;4673 Wholesale of construction materials;2011 2nd quarter;119.5;3.7;6.2
752;4673 Wholesale of construction materials;2011 3rd quarter;105.9;5.0;5.8
753;4673 Wholesale of construction materials;2011 4th quarter;109.2;5.0;5.6
754;4673 Wholesale of construction materials;2011;108.8;5.6;5.6
755;4673 Wholesale of construction materials;2012 1st quarter;95.2;-5.5;-5.5
756;4673 Wholesale of construction materials;2012 2nd quarter;107.0;-10.4;-8.2
757;4673 Wholesale of construction materials;2012 3rd quarter;95.5;-9.8;-8.7
758;4673 Wholesale of construction materials;2012 4th quarter;97.9;-10.3;-9.1
759;4673 Wholesale of construction materials;2012;98.9;-9.1;-9.1
760;4674 Wholesale of hardware etc.;2005 1st quarter;;;
761;4674 Wholesale of hardware etc.;2005 2nd quarter;;;
762;4674 Wholesale of hardware etc.;2005 3rd quarter;;;
763;4674 Wholesale of hardware etc.;2005 4th quarter;;;
764;4674 Wholesale of hardware etc.;2005;;;
765;4674 Wholesale of hardware etc.;2006 1st quarter;;;
766;4674 Wholesale of hardware etc.;2006 2nd quarter;;;
767;4674 Wholesale of hardware etc.;2006 3rd quarter;;;
768;4674 Wholesale of hardware etc.;2006 4th quarter;;;
769;4674 Wholesale of hardware etc.;2006;;;
770;4674 Wholesale of hardware etc.;2007 1st quarter;122.8;;
771;4674 Wholesale of hardware etc.;2007 2nd quarter;125.6;;
772;4674 Wholesale of hardware etc.;2007 3rd quarter;110.5;;
773;4674 Wholesale of hardware etc.;2007 4th quarter;127.7;;
774;4674 Wholesale of hardware etc.;2007;121.6;;
775;4674 Wholesale of hardware etc.;2008 1st quarter;132.2;7.7;7.7
776;4674 Wholesale of hardware etc.;2008 2nd quarter;138.3;10.2;8.9
