ID;Geslacht;Kenmerken;Perioden;TotaalBaanvinders_1;k_1JaarGeledenGewerkt_2;VoorhScholierStudentSchoolverlater_3;VoorheenWerkzaam_4;VoorheenArbeidsongeschikt_5;Herintreder_6;OverigeBaanvinders_7;Baanwisselaars_8;TotaalOnbenutArbeidsaanbod_9;k_1JaarGeledenGewerkt_10;VoorhScholierStudentSchoolverlater_11;VoorheenWerkzaam_12;VoorheenArbeidsongeschikt_13;Herintreder_14;OverigOnbenutArbeidsaanbod_15
160;Mannen en vrouwen;Autochtonen;2006;756.0;360.0;192.0;117.0;8.0;29.0;51.0;336.0;617.0;92.0;128.0;138.0;77.0;117.0;64.0
161;Mannen en vrouwen;Allochtonen;2000;238.0;95.0;77.0;25.0;2.0;17.0;21.0;87.0;228.0;25.0;52.0;36.0;23.0;46.0;46.0
162;Mannen en vrouwen;Allochtonen;2001;247.0;98.0;69.0;36.0;2.0;22.0;20.0;93.0;214.0;37.0;52.0;32.0;23.0;32.0;38.0
163;Mannen en vrouwen;Allochtonen;2002;221.0;94.0;64.0;28.0;2.0;20.0;12.0;88.0;228.0;42.0;54.0;38.0;19.0;40.0;35.0
164;Mannen en vrouwen;Allochtonen;2003;194.0;74.0;58.0;31.0;3.0;11.0;18.0;67.0;303.0;65.0;72.0;53.0;26.0;40.0;47.0
165;Mannen en vrouwen;Allochtonen;2004;180.0;68.0;56.0;30.0;2.0;11.0;13.0;63.0;352.0;61.0;78.0;76.0;31.0;54.0;52.0
166;Mannen en vrouwen;Allochtonen;2005;177.0;62.0;56.0;34.0;2.0;12.0;11.0;55.0;365.0;59.0;87.0;80.0;36.0;53.0;50.0
167;Mannen en vrouwen;Allochtonen;2006;216.0;77.0;66.0;38.0;3.0;13.0;18.0;71.0;353.0;45.0;77.0;80.0;37.0;60.0;54.0
168;Mannen en vrouwen;Westerse allochtonen;2000;119.0;57.0;31.0;14.0;;6.0;9.0;53.0;90.0;12.0;14.0;15.0;9.0;21.0;19.0
169;Mannen en vrouwen;Westerse allochtonen;2001;119.0;55.0;24.0;19.0;;9.0;11.0;55.0;84.0;17.0;16.0;11.0;10.0;15.0;13.0
170;Mannen en vrouwen;Westerse allochtonen;2002;105.0;51.0;23.0;17.0;;8.0;6.0;49.0;84.0;19.0;15.0;17.0;7.0;14.0;12.0
171;Mannen en vrouwen;Westerse allochtonen;2003;93.0;39.0;26.0;13.0;2.0;6.0;7.0;36.0;106.0;25.0;18.0;20.0;10.0;14.0;19.0
172;Mannen en vrouwen;Westerse allochtonen;2004;81.0;39.0;17.0;14.0;;4.0;6.0;36.0;126.0;28.0;23.0;26.0;10.0;17.0;22.0
173;Mannen en vrouwen;Westerse allochtonen;2005;82.0;33.0;22.0;16.0;;5.0;5.0;30.0;128.0;23.0;24.0;33.0;13.0;18.0;19.0
174;Mannen en vrouwen;Westerse allochtonen;2006;98.0;43.0;24.0;20.0;;4.0;7.0;38.0;116.0;15.0;18.0;28.0;14.0;20.0;22.0
175;Mannen en vrouwen;Niet-westerse allochtonen;2000;118.0;38.0;46.0;11.0;;11.0;11.0;33.0;138.0;13.0;38.0;21.0;14.0;25.0;27.0
176;Mannen en vrouwen;Niet-westerse allochtonen;2001;128.0;43.0;45.0;16.0;2.0;13.0;9.0;38.0;130.0;20.0;36.0;20.0;12.0;17.0;25.0
177;Mannen en vrouwen;Niet-westerse allochtonen;2002;116.0;43.0;41.0;12.0;;13.0;7.0;38.0;144.0;23.0;39.0;21.0;12.0;26.0;23.0
178;Mannen en vrouwen;Niet-westerse allochtonen;2003;101.0;35.0;32.0;17.0;;5.0;11.0;31.0;198.0;40.0;54.0;33.0;16.0;26.0;28.0
179;Mannen en vrouwen;Niet-westerse allochtonen;2004;99.0;29.0;39.0;16.0;2.0;6.0;7.0;27.0;226.0;33.0;55.0;50.0;21.0;37.0;30.0
180;Mannen en vrouwen;Niet-westerse allochtonen;2005;95.0;28.0;34.0;19.0;;7.0;6.0;25.0;236.0;36.0;63.0;48.0;23.0;35.0;31.0
181;Mannen en vrouwen;Niet-westerse allochtonen;2006;118.0;35.0;42.0;18.0;2.0;9.0;11.0;32.0;237.0;30.0;59.0;52.0;23.0;40.0;33.0
182;Mannen en vrouwen;Herkomst: onbekend;2000;;;;;;;;;;;;;;;
183;Mannen en vrouwen;Herkomst: onbekend;2001;;;;;;;;;;;;;;;
184;Mannen en vrouwen;Herkomst: onbekend;2002;;;;;;;;;;;;;;;
185;Mannen en vrouwen;Herkomst: onbekend;2003;;;;;;;;;;;;;;;
186;Mannen en vrouwen;Herkomst: onbekend;2004;;;;;;;;;;;;;;;
187;Mannen en vrouwen;Herkomst: onbekend;2005;;;;;;;;;;;;;;;
188;Mannen en vrouwen;Herkomst: onbekend;2006;;;;;;;;68.0;;;;;;;
189;Mannen en vrouwen;Had een baan < 1 jaar geleden;2000;538.0;538.0;;;;;;486.0;93.0;93.0;;;;;
190;Mannen en vrouwen;Had een baan < 1 jaar geleden;2001;563.0;563.0;;;;;;518.0;112.0;112.0;;;;;
191;Mannen en vrouwen;Had een baan < 1 jaar geleden;2002;535.0;535.0;;;;;;482.0;138.0;138.0;;;;;
192;Mannen en vrouwen;Had een baan < 1 jaar geleden;2003;432.0;432.0;;;;;;380.0;193.0;193.0;;;;;
193;Mannen en vrouwen;Had een baan < 1 jaar geleden;2004;372.0;372.0;;;;;;328.0;194.0;194.0;;;;;
194;Mannen en vrouwen;Had een baan < 1 jaar geleden;2005;369.0;369.0;;;;;;319.0;184.0;184.0;;;;;
195;Mannen en vrouwen;Had een baan < 1 jaar geleden;2006;437.0;437.0;;;;;;22.0;138.0;138.0;;;;;
196;Mannen en vrouwen;Had een baan 1 tot 2 jaar geleden;2000;98.0;;3.0;95.0;;;;27.0;50.0;;;49.0;;;
197;Mannen en vrouwen;Had een baan 1 tot 2 jaar geleden;2001;114.0;;3.0;111.0;;;;29.0;54.0;;;53.0;;;
198;Mannen en vrouwen;Had een baan 1 tot 2 jaar geleden;2002;109.0;;5.0;105.0;;;;34.0;61.0;;;59.0;;;
199;Mannen en vrouwen;Had een baan 1 tot 2 jaar geleden;2003;107.0;;3.0;104.0;;;;26.0;92.0;;2.0;91.0;;;
200;Mannen en vrouwen;Had een baan 1 tot 2 jaar geleden;2004;102.0;;2.0;99.0;;;;23.0;117.0;;;116.0;;;
201;Mannen en vrouwen;Had een baan 1 tot 2 jaar geleden;2005;107.0;;;106.0;;;;22.0;109.0;;2.0;107.0;;;
202;Mannen en vrouwen;Had een baan 1 tot 2 jaar geleden;2006;117.0;;3.0;113.0;;;;;90.0;;;89.0;;;
203;Mannen en vrouwen;Had een baan 2 tot 5  jaar geleden;2000;50.0;;2.0;14.0;7.0;5.0;23.0;;95.0;;;22.0;27.0;13.0;31.0
204;Mannen en vrouwen;Had een baan 2 tot 5  jaar geleden;2001;53.0;;2.0;13.0;7.0;5.0;26.0;;85.0;;;19.0;29.0;11.0;26.0
205;Mannen en vrouwen;Had een baan 2 tot 5  jaar geleden;2002;47.0;;2.0;10.0;5.0;4.0;24.0;;99.0;;2.0;22.0;33.0;13.0;29.0
206;Mannen en vrouwen;Had een baan 2 tot 5  jaar geleden;2003;48.0;;3.0;10.0;7.0;2.0;26.0;;124.0;;2.0;31.0;36.0;16.0;39.0
207;Mannen en vrouwen;Had een baan 2 tot 5  jaar geleden;2004;48.0;;2.0;14.0;7.0;4.0;21.0;;162.0;;;48.0;43.0;20.0;49.0
208;Mannen en vrouwen;Had een baan 2 tot 5  jaar geleden;2005;58.0;;3.0;25.0;4.0;4.0;23.0;;176.0;;;70.0;39.0;15.0;52.0
209;Mannen en vrouwen;Had een baan 2 tot 5  jaar geleden;2006;74.0;;3.0;31.0;6.0;5.0;29.0;;180.0;;2.0;77.0;33.0;15.0;54.0
210;Mannen en vrouwen;Had een baan 5 tot 10 jaar geleden;2000;29.0;;;7.0;3.0;8.0;10.0;;113.0;;2.0;27.0;25.0;28.0;31.0
211;Mannen en vrouwen;Had een baan 5 tot 10 jaar geleden;2001;25.0;;;7.0;4.0;6.0;8.0;;94.0;;;21.0;22.0;24.0;27.0
212;Mannen en vrouwen;Had een baan 5 tot 10 jaar geleden;2002;20.0;;;5.0;4.0;4.0;7.0;;81.0;;;13.0;19.0;24.0;24.0
213;Mannen en vrouwen;Had een baan 5 tot 10 jaar geleden;2003;21.0;;;5.0;4.0;5.0;6.0;;96.0;;;16.0;29.0;24.0;27.0
214;Mannen en vrouwen;Had een baan 5 tot 10 jaar geleden;2004;13.0;;;;3.0;3.0;5.0;;115.0;;;26.0;36.0;23.0;30.0
215;Mannen en vrouwen;Had een baan 5 tot 10 jaar geleden;2005;16.0;;;5.0;3.0;3.0;6.0;;132.0;;;28.0;40.0;30.0;33.0
216;Mannen en vrouwen;Had een baan 5 tot 10 jaar geleden;2006;27.0;;;7.0;3.0;5.0;11.0;;138.0;;;27.0;46.0;29.0;35.0
217;Mannen en vrouwen;Had een baan > 10 jaar geleden;2000;31.0;;;4.0;2.0;16.0;9.0;;183.0;;;20.0;36.0;97.0;30.0
218;Mannen en vrouwen;Had een baan > 10 jaar geleden;2001;35.0;;;3.0;2.0;22.0;7.0;;160.0;;;16.0;30.0;91.0;22.0
219;Mannen en vrouwen;Had een baan > 10 jaar geleden;2002;27.0;;;3.0;2.0;17.0;5.0;;143.0;;;17.0;23.0;77.0;25.0
220;Mannen en vrouwen;Had een baan > 10 jaar geleden;2003;20.0;;;2.0;2.0;12.0;4.0;;152.0;;;16.0;35.0;73.0;29.0
221;Mannen en vrouwen;Had een baan > 10 jaar geleden;2004;13.0;;;2.0;;7.0;3.0;;166.0;;;20.0;27.0;90.0;29.0
222;Mannen en vrouwen;Had een baan > 10 jaar geleden;2005;15.0;;;3.0;2.0;6.0;3.0;;187.0;;;25.0;35.0;95.0;32.0
223;Mannen en vrouwen;Had een baan > 10 jaar geleden;2006;20.0;;;4.0;2.0;9.0;5.0;;176.0;;;25.0;36.0;85.0;30.0
224;Mannen en vrouwen;Heeft nooit een baan gehad;2000;296.0;;256.0;;;40.0;;;134.0;;103.0;;;31.0;
225;Mannen en vrouwen;Heeft nooit een baan gehad;2001;288.0;;248.0;;;40.0;;;136.0;;110.0;;;26.0;
226;Mannen en vrouwen;Heeft nooit een baan gehad;2002;252.0;;216.0;;;36.0;;;154.0;;119.0;;;36.0;
227;Mannen en vrouwen;Heeft nooit een baan gehad;2003;217.0;;194.0;;;23.0;;;164.0;;130.0;;;33.0;
228;Mannen en vrouwen;Heeft nooit een baan gehad;2004;202.0;;183.0;;;19.0;;;207.0;;163.0;;;44.0;
229;Mannen en vrouwen;Heeft nooit een baan gehad;2005;199.0;;179.0;;;20.0;;;212.0;;168.0;;;44.0;
230;Mannen en vrouwen;Heeft nooit een baan gehad;2006;234.0;;211.0;;;23.0;;;200.0;;152.0;;;47.0;
231;Mannen en vrouwen;Onbekend of men ooit baan heeft gehad;2000;104.0;;58.0;;;;46.0;;50.0;;36.0;;;;14.0
232;Mannen en vrouwen;Onbekend of men ooit baan heeft gehad;2001;72.0;;53.0;;;;19.0;;35.0;;35.0;;;;
233;Mannen en vrouwen;Onbekend of men ooit baan heeft gehad;2002;70.0;;51.0;;;;19.0;;38.0;;38.0;;;;
234;Mannen en vrouwen;Onbekend of men ooit baan heeft gehad;2003;64.0;;45.0;;;;20.0;;42.0;;42.0;;;;
235;Mannen en vrouwen;Onbekend of men ooit baan heeft gehad;2004;57.0;;40.0;;;;17.0;;43.0;;43.0;;;;
236;Mannen en vrouwen;Onbekend of men ooit baan heeft gehad;2005;56.0;;39.0;;;;17.0;;47.0;;47.0;;;;
237;Mannen en vrouwen;Onbekend of men ooit baan heeft gehad;2006;63.0;;40.0;;;;23.0;306.0;49.0;;49.0;;;;
238;Mannen en vrouwen;Kan op korte termijn beginnen;2000;;;;;;;;;522.0;72.0;106.0;90.0;59.0;119.0;76.0
239;Mannen en vrouwen;Kan op korte termijn beginnen;2001;;;;;;;;;476.0;83.0;104.0;80.0;50.0;106.0;52.0
240;Mannen en vrouwen;Kan op korte termijn beginnen;2002;;;;;;;;;516.0;115.0;117.0;85.0;49.0;97.0;53.0
241;Mannen en vrouwen;Kan op korte termijn beginnen;2003;;;;;;;;;666.0;168.0;137.0;124.0;65.0;103.0;69.0
242;Mannen en vrouwen;Kan op korte termijn beginnen;2004;;;;;;;;;795.0;171.0;164.0;176.0;73.0;129.0;83.0
243;Mannen en vrouwen;Kan op korte termijn beginnen;2005;;;;;;;;;814.0;153.0;169.0;190.0;77.0;133.0;92.0
244;Mannen en vrouwen;Kan op korte termijn beginnen;2006;;;;;;;;;753.0;116.0;162.0;178.0;73.0;131.0;92.0
245;Mannen en vrouwen;Afgelopen 4 weken gezocht;2000;;;;;;;;;270.0;52.0;62.0;50.0;20.0;49.0;37.0
246;Mannen en vrouwen;Afgelopen 4 weken gezocht;2001;;;;;;;;;252.0;60.0;63.0;43.0;17.0;43.0;25.0
247;Mannen en vrouwen;Afgelopen 4 weken gezocht;2002;;;;;;;;;302.0;89.0;73.0;52.0;21.0;43.0;24.0
248;Mannen en vrouwen;Afgelopen 4 weken gezocht;2003;;;;;;;;;399.0;139.0;78.0;81.0;25.0;44.0;31.0
249;Mannen en vrouwen;Afgelopen 4 weken gezocht;2004;;;;;;;;;479.0;139.0;96.0;121.0;34.0;48.0;41.0
250;Mannen en vrouwen;Afgelopen 4 weken gezocht;2005;;;;;;;;;483.0;125.0;94.0;135.0;34.0;51.0;43.0
251;Mannen en vrouwen;Afgelopen 4 weken gezocht;2006;;;;;;;;;413.0;89.0;88.0;116.0;32.0;48.0;39.0
252;Mannen en vrouwen;Afgelopen 4 weken niet gezocht;2000;;;;;;;;;252.0;20.0;43.0;40.0;39.0;71.0;39.0
253;Mannen en vrouwen;Afgelopen 4 weken niet gezocht;2001;;;;;;;;;224.0;23.0;41.0;37.0;33.0;63.0;28.0
254;Mannen en vrouwen;Afgelopen 4 weken niet gezocht;2002;;;;;;;;;214.0;26.0;44.0;33.0;28.0;54.0;29.0
255;Mannen en vrouwen;Afgelopen 4 weken niet gezocht;2003;;;;;;;;;267.0;29.0;59.0;43.0;39.0;59.0;38.0
256;Mannen en vrouwen;Afgelopen 4 weken niet gezocht;2004;;;;;;;;;315.0;32.0;67.0;54.0;39.0;81.0;42.0
257;Mannen en vrouwen;Afgelopen 4 weken niet gezocht;2005;;;;;;;;;331.0;28.0;75.0;55.0;42.0;82.0;49.0
258;Mannen en vrouwen;Afgelopen 4 weken niet gezocht;2006;;;;;;;;;341.0;27.0;74.0;62.0;41.0;83.0;53.0
259;Mannen en vrouwen;Kan niet op korte termijn beginnen;2000;;;;;;;;;196.0;21.0;38.0;28.0;30.0;50.0;29.0
260;Mannen en vrouwen;Kan niet op korte termijn beginnen;2001;;;;;;;;;200.0;28.0;43.0;29.0;32.0;45.0;22.0
261;Mannen en vrouwen;Kan niet op korte termijn beginnen;2002;;;;;;;;;197.0;23.0;44.0;27.0;26.0;52.0;25.0
262;Mannen en vrouwen;Kan niet op korte termijn beginnen;2003;;;;;;;;;198.0;25.0;40.0;29.0;35.0;43.0;27.0
263;Mannen en vrouwen;Kan niet op korte termijn beginnen;2004;;;;;;;;;209.0;23.0;45.0;35.0;33.0;49.0;25.0
264;Mannen en vrouwen;Kan niet op korte termijn beginnen;2005;;;;;;;;;233.0;31.0;51.0;40.0;37.0;50.0;25.0
265;Mannen en vrouwen;Kan niet op korte termijn beginnen;2006;;;;;;;;;217.0;21.0;43.0;40.0;41.0;46.0;26.0
266;Mannen en vrouwen;Werknemers vaste arbeidsrelatie;2000;820.0;431.0;196.0;83.0;9.0;44.0;57.0;421.0;59.0;4.0;16.0;6.0;2.0;23.0;8.0
267;Mannen en vrouwen;Werknemers vaste arbeidsrelatie;2001;842.0;461.0;189.0;99.0;8.0;44.0;41.0;458.0;56.0;4.0;17.0;6.0;2.0;23.0;4.0
268;Mannen en vrouwen;Werknemers vaste arbeidsrelatie;2002;762.0;424.0;159.0;92.0;8.0;39.0;40.0;421.0;63.0;5.0;20.0;8.0;2.0;22.0;6.0
269;Mannen en vrouwen;Werknemers vaste arbeidsrelatie;2003;632.0;337.0;145.0;84.0;7.0;26.0;34.0;329.0;69.0;5.0;19.0;9.0;3.0;24.0;8.0
270;Mannen en vrouwen;Werknemers vaste arbeidsrelatie;2004;526.0;279.0;122.0;72.0;6.0;19.0;27.0;273.0;81.0;7.0;26.0;10.0;3.0;28.0;7.0
271;Mannen en vrouwen;Werknemers vaste arbeidsrelatie;2005;501.0;264.0;113.0;81.0;4.0;14.0;25.0;256.0;90.0;7.0;26.0;12.0;3.0;33.0;9.0
272;Mannen en vrouwen;Werknemers vaste arbeidsrelatie;2006;603.0;317.0;127.0;94.0;5.0;21.0;39.0;69.0;80.0;3.0;25.0;10.0;4.0;30.0;7.0
273;Mannen en vrouwen;Werknemers flexibele arbeidsrelatie;2000;269.0;75.0;117.0;29.0;2.0;21.0;25.0;60.0;66.0;5.0;22.0;6.0;2.0;22.0;9.0
274;Mannen en vrouwen;Werknemers flexibele arbeidsrelatie;2001;247.0;70.0;111.0;26.0;3.0;22.0;15.0;58.0;52.0;4.0;20.0;5.0;2.0;15.0;5.0
275;Mannen en vrouwen;Werknemers flexibele arbeidsrelatie;2002;244.0;79.0;106.0;25.0;3.0;19.0;11.0;65.0;57.0;5.0;26.0;6.0;2.0;14.0;5.0
276;Mannen en vrouwen;Werknemers flexibele arbeidsrelatie;2003;228.0;67.0;96.0;31.0;3.0;13.0;17.0;52.0;66.0;6.0;32.0;8.0;2.0;14.0;5.0
277;Mannen en vrouwen;Werknemers flexibele arbeidsrelatie;2004;229.0;63.0;98.0;37.0;4.0;12.0;15.0;51.0;80.0;8.0;36.0;10.0;2.0;14.0;9.0
278;Mannen en vrouwen;Werknemers flexibele arbeidsrelatie;2005;258.0;70.0;105.0;46.0;4.0;15.0;19.0;52.0;86.0;7.0;39.0;10.0;4.0;17.0;9.0
279;Mannen en vrouwen;Werknemers flexibele arbeidsrelatie;2006;300.0;86.0;123.0;48.0;4.0;17.0;22.0;31.0;79.0;4.0;39.0;10.0;2.0;16.0;7.0
280;Mannen en vrouwen;Zelfstandigen;2000;58.0;33.0;7.0;8.0;;4.0;6.0;32.0;17.0;;2.0;2.0;;8.0;3.0
281;Mannen en vrouwen;Zelfstandigen;2001;60.0;33.0;6.0;8.0;;8.0;5.0;31.0;16.0;2.0;2.0;2.0;;6.0;2.0
282;Mannen en vrouwen;Zelfstandigen;2002;55.0;32.0;9.0;6.0;;4.0;4.0;30.0;16.0;2.0;2.0;3.0;;6.0;3.0
283;Mannen en vrouwen;Zelfstandigen;2003;49.0;28.0;6.0;5.0;2.0;4.0;5.0;24.0;19.0;2.0;;4.0;3.0;5.0;3.0
284;Mannen en vrouwen;Zelfstandigen;2004;53.0;29.0;7.0;7.0;;4.0;4.0;27.0;25.0;4.0;3.0;5.0;;6.0;6.0
285;Mannen en vrouwen;Zelfstandigen;2005;61.0;35.0;5.0;12.0;;4.0;4.0;33.0;27.0;3.0;2.0;8.0;2.0;7.0;5.0
286;Mannen en vrouwen;Zelfstandigen;2006;69.0;34.0;9.0;13.0;;4.0;8.0;22.0;29.0;3.0;4.0;6.0;;8.0;7.0
287;Mannen en vrouwen;Abeidsrelatie: onbekend;2000;;;;;;;;;576.0;84.0;104.0;103.0;82.0;118.0;86.0
288;Mannen en vrouwen;Abeidsrelatie: onbekend;2001;;;;;;;;;552.0;101.0;108.0;96.0;76.0;108.0;63.0
289;Mannen en vrouwen;Abeidsrelatie: onbekend;2002;;;;;;;;;576.0;127.0;113.0;95.0;69.0;108.0;65.0
290;Mannen en vrouwen;Abeidsrelatie: onbekend;2003;;;;;;;;;709.0;180.0;125.0;132.0;91.0;102.0;80.0
291;Mannen en vrouwen;Abeidsrelatie: onbekend;2004;;;;;;;;;818.0;174.0;144.0;186.0;100.0;128.0;86.0
292;Mannen en vrouwen;Abeidsrelatie: onbekend;2005;;;;;;;;;843.0;166.0;153.0;199.0;104.0;127.0;93.0
293;Mannen en vrouwen;Abeidsrelatie: onbekend;2006;;;;;;;;84.0;783.0;128.0;136.0;191.0;107.0;124.0;98.0
294;Mannen en vrouwen;Arbeidsduur: 12 tot 20 uur;2000;108.0;26.0;39.0;11.0;2.0;20.0;11.0;22.0;;;;;;;
295;Mannen en vrouwen;Arbeidsduur: 12 tot 20 uur;2001;123.0;28.0;45.0;17.0;4.0;24.0;6.0;26.0;;;;;;;
296;Mannen en vrouwen;Arbeidsduur: 12 tot 20 uur;2002;116.0;34.0;42.0;13.0;2.0;19.0;5.0;30.0;;;;;;;
297;Mannen en vrouwen;Arbeidsduur: 12 tot 20 uur;2003;105.0;29.0;39.0;14.0;3.0;14.0;6.0;26.0;;;;;;;
298;Mannen en vrouwen;Arbeidsduur: 12 tot 20 uur;2004;86.0;22.0;35.0;11.0;3.0;12.0;4.0;20.0;;;;;;;
299;Mannen en vrouwen;Arbeidsduur: 12 tot 20 uur;2005;93.0;23.0;39.0;13.0;3.0;9.0;6.0;18.0;;;;;;;
300;Mannen en vrouwen;Arbeidsduur: 12 tot 20 uur;2006;109.0;26.0;45.0;16.0;2.0;11.0;8.0;300.0;;;;;;;
301;Mannen en vrouwen;Arbeidsduur : 20 tot 35 uur;2000;290.0;112.0;90.0;30.0;5.0;30.0;23.0;101.0;;;;;;;
302;Mannen en vrouwen;Arbeidsduur : 20 tot 35 uur;2001;302.0;130.0;83.0;36.0;6.0;29.0;19.0;122.0;;;;;;;
303;Mannen en vrouwen;Arbeidsduur : 20 tot 35 uur;2002;313.0;137.0;87.0;40.0;6.0;25.0;18.0;132.0;;;;;;;
304;Mannen en vrouwen;Arbeidsduur : 20 tot 35 uur;2003;278.0;114.0;82.0;37.0;5.0;18.0;22.0;107.0;;;;;;;
305;Mannen en vrouwen;Arbeidsduur : 20 tot 35 uur;2004;229.0;89.0;73.0;34.0;5.0;12.0;16.0;84.0;;;;;;;
306;Mannen en vrouwen;Arbeidsduur : 20 tot 35 uur;2005;229.0;94.0;67.0;34.0;3.0;15.0;17.0;81.0;;;;;;;
307;Mannen en vrouwen;Arbeidsduur : 20 tot 35 uur;2006;264.0;96.0;77.0;48.0;5.0;18.0;20.0;;;;;;;;
308;Mannen en vrouwen;Arbeidsduur: 35 uur of meer;2000;749.0;400.0;191.0;79.0;5.0;19.0;54.0;390.0;;;;;;;
309;Mannen en vrouwen;Arbeidsduur: 35 uur of meer;2001;724.0;405.0;178.0;81.0;3.0;21.0;36.0;400.0;;;;;;;
310;Mannen en vrouwen;Arbeidsduur: 35 uur of meer;2002;632.0;364.0;145.0;70.0;3.0;18.0;33.0;353.0;;;;;;;
311;Mannen en vrouwen;Arbeidsduur: 35 uur of meer;2003;526.0;289.0;124.0;69.0;4.0;12.0;28.0;273.0;;;;;;;
312;Mannen en vrouwen;Arbeidsduur: 35 uur of meer;2004;492.0;261.0;119.0;72.0;2.0;11.0;27.0;247.0;;;;;;;
313;Mannen en vrouwen;Arbeidsduur: 35 uur of meer;2005;498.0;252.0;118.0;91.0;3.0;9.0;26.0;242.0;;;;;;;
314;Mannen en vrouwen;Arbeidsduur: 35 uur of meer;2006;599.0;315.0;135.0;91.0;4.0;14.0;41.0;;;;;;;;
315;Mannen en vrouwen;Arbeidsduur: onbekend;2000;;;;;;;;;718.0;93.0;143.0;118.0;88.0;170.0;106.0
316;Mannen en vrouwen;Arbeidsduur: onbekend;2001;;;;;;;;;676.0;112.0;147.0;109.0;82.0;152.0;75.0
317;Mannen en vrouwen;Arbeidsduur: onbekend;2002;;;;;;;;;713.0;138.0;161.0;112.0;75.0;149.0;79.0
318;Mannen en vrouwen;Arbeidsduur: onbekend;2003;;;;;;;;;864.0;193.0;177.0;153.0;99.0;145.0;96.0
319;Mannen en vrouwen;Arbeidsduur: onbekend;2004;;;;;;;;;1004.0;194.0;209.0;210.0;106.0;177.0;108.0
320;Mannen en vrouwen;Arbeidsduur: onbekend;2005;;;;;;;;;1047.0;184.0;220.0;229.0;113.0;183.0;117.0
321;Mannen en vrouwen;Arbeidsduur: onbekend;2006;;;;;;;;;970.0;138.0;205.0;218.0;114.0;177.0;118.0
322;Mannen;Totaal leeftijd;2000;619.0;315.0;165.0;68.0;5.0;14.0;51.0;307.0;279.0;45.0;66.0;57.0;52.0;9.0;49.0
323;Mannen;Totaal leeftijd;2001;608.0;326.0;156.0;72.0;6.0;16.0;32.0;321.0;263.0;56.0;69.0;54.0;41.0;8.0;34.0
324;Mannen;Totaal leeftijd;2002;551.0;302.0;135.0;64.0;6.0;12.0;32.0;293.0;301.0;78.0;83.0;52.0;37.0;13.0;37.0
325;Mannen;Totaal leeftijd;2003;482.0;247.0;126.0;66.0;5.0;9.0;30.0;232.0;381.0;115.0;84.0;79.0;51.0;10.0;44.0
326;Mannen;Totaal leeftijd;2004;446.0;219.0;122.0;66.0;5.0;8.0;26.0;206.0;449.0;113.0;103.0;117.0;52.0;17.0;47.0
327;Mannen;Totaal leeftijd;2005;457.0;218.0;115.0;85.0;4.0;9.0;26.0;206.0;457.0;100.0;105.0;126.0;58.0;19.0;47.0
328;Mannen;Totaal leeftijd;2006;536.0;258.0;135.0;88.0;4.0;12.0;39.0;246.0;414.0;71.0;104.0;115.0;53.0;17.0;54.0
329;Mannen;15 tot 25 jarigen;2000;194.0;49.0;120.0;7.0;;;18.0;44.0;64.0;7.0;47.0;2.0;;;8.0
330;Mannen;15 tot 25 jarigen;2001;192.0;56.0;119.0;12.0;;;4.0;54.0;71.0;10.0;54.0;4.0;;;2.0
331;Mannen;15 tot 25 jarigen;2002;172.0;56.0;102.0;8.0;;;6.0;53.0;84.0;12.0;63.0;4.0;;;4.0
332;Mannen;15 tot 25 jarigen;2003;164.0;46.0;100.0;13.0;;;4.0;41.0;98.0;18.0;67.0;8.0;;;3.0
333;Mannen;15 tot 25 jarigen;2004;143.0;36.0;93.0;10.0;;;4.0;33.0;118.0;18.0;78.0;13.0;;;7.0
334;Mannen;15 tot 25 jarigen;2005;140.0;38.0;85.0;11.0;;;5.0;31.0;113.0;15.0;81.0;10.0;;;6.0
335;Mannen;15 tot 25 jarigen;2006;161.0;45.0;99.0;12.0;;;5.0;42.0;103.0;9.0;82.0;5.0;;;6.0
336;Mannen;25 tot 35 jarigen;2000;231.0;138.0;45.0;31.0;;;16.0;138.0;58.0;13.0;20.0;11.0;5.0;;9.0
337;Mannen;25 tot 35 jarigen;2001;213.0;132.0;37.0;28.0;;;15.0;131.0;57.0;17.0;15.0;9.0;7.0;;9.0
338;Mannen;25 tot 35 jarigen;2002;191.0;118.0;33.0;27.0;;;12.0;115.0;69.0;26.0;20.0;12.0;5.0;;7.0
339;Mannen;25 tot 35 jarigen;2003;150.0;92.0;25.0;22.0;;;10.0;87.0;84.0;37.0;17.0;15.0;6.0;;9.0
340;Mannen;25 tot 35 jarigen;2004;153.0;86.0;29.0;25.0;2.0;;11.0;81.0;89.0;29.0;25.0;20.0;6.0;;9.0
341;Mannen;25 tot 35 jarigen;2005;156.0;84.0;30.0;31.0;;;10.0;84.0;86.0;24.0;24.0;22.0;7.0;;9.0
342;Mannen;25 tot 35 jarigen;2006;185.0;104.0;36.0;29.0;;;14.0;98.0;77.0;18.0;21.0;18.0;6.0;;13.0
343;Mannen;35 tot 45 jarigen;2000;125.0;85.0;;17.0;;11.0;10.0;83.0;58.0;10.0;;13.0;15.0;7.0;13.0
344;Mannen;35 tot 45 jarigen;2001;138.0;97.0;;19.0;2.0;12.0;8.0;97.0;53.0;13.0;;12.0;11.0;6.0;11.0
345;Mannen;35 tot 45 jarigen;2002;117.0;80.0;;19.0;2.0;8.0;8.0;79.0;65.0;20.0;;12.0;10.0;11.0;13.0
