ID;Geslacht;Kenmerken;Perioden;TotaalBaanvinders_1;k_1JaarGeledenGewerkt_2;VoorhScholierStudentSchoolverlater_3;VoorheenWerkzaam_4;VoorheenArbeidsongeschikt_5;Herintreder_6;OverigeBaanvinders_7;Baanwisselaars_8;TotaalOnbenutArbeidsaanbod_9;k_1JaarGeledenGewerkt_10;VoorhScholierStudentSchoolverlater_11;VoorheenWerkzaam_12;VoorheenArbeidsongeschikt_13;Herintreder_14;OverigOnbenutArbeidsaanbod_15
927;Vrouwen;Zelfstandigen;2003;18.0;7.0;2.0;;;3.0;2.0;6.0;10.0;;;;2.0;5.0;2.0
928;Vrouwen;Zelfstandigen;2004;19.0;8.0;3.0;3.0;;3.0;2.0;7.0;18.0;2.0;;3.0;;6.0;4.0
929;Vrouwen;Zelfstandigen;2005;22.0;12.0;2.0;3.0;;3.0;2.0;12.0;19.0;2.0;;5.0;;6.0;3.0
930;Vrouwen;Zelfstandigen;2006;23.0;9.0;3.0;4.0;;3.0;3.0;17.0;19.0;2.0;2.0;4.0;;7.0;3.0
931;Vrouwen;Abeidsrelatie: onbekend;2000;;;;;;;;;332.0;41.0;56.0;50.0;33.0;109.0;44.0
932;Vrouwen;Abeidsrelatie: onbekend;2001;;;;;;;;;319.0;48.0;56.0;44.0;37.0;100.0;32.0
933;Vrouwen;Abeidsrelatie: onbekend;2002;;;;;;;;;319.0;53.0;55.0;48.0;35.0;96.0;33.0
934;Vrouwen;Abeidsrelatie: onbekend;2003;;;;;;;;;376.0;70.0;67.0;60.0;44.0;94.0;41.0
935;Vrouwen;Abeidsrelatie: onbekend;2004;;;;;;;;;423.0;69.0;71.0;76.0;49.0;113.0;45.0
936;Vrouwen;Abeidsrelatie: onbekend;2005;;;;;;;;;448.0;73.0;81.0;83.0;50.0;109.0;52.0
937;Vrouwen;Abeidsrelatie: onbekend;2006;;;;;;;;65.0;426.0;60.0;66.0;86.0;56.0;108.0;50.0
938;Vrouwen;Arbeidsduur: 12 tot 20 uur;2000;79.0;22.0;22.0;9.0;2.0;19.0;6.0;19.0;;;;;;;
939;Vrouwen;Arbeidsduur: 12 tot 20 uur;2001;96.0;24.0;27.0;15.0;3.0;24.0;4.0;23.0;;;;;;;
940;Vrouwen;Arbeidsduur: 12 tot 20 uur;2002;89.0;27.0;27.0;11.0;;18.0;4.0;25.0;;;;;;;
941;Vrouwen;Arbeidsduur: 12 tot 20 uur;2003;77.0;24.0;24.0;10.0;2.0;13.0;4.0;21.0;;;;;;;
942;Vrouwen;Arbeidsduur: 12 tot 20 uur;2004;63.0;18.0;19.0;9.0;2.0;11.0;3.0;16.0;;;;;;;
943;Vrouwen;Arbeidsduur: 12 tot 20 uur;2005;65.0;18.0;23.0;9.0;2.0;9.0;4.0;15.0;;;;;;;
944;Vrouwen;Arbeidsduur: 12 tot 20 uur;2006;79.0;20.0;29.0;12.0;2.0;10.0;6.0;78.0;;;;;;;
945;Vrouwen;Arbeidsduur : 20 tot 35 uur;2000;213.0;89.0;57.0;20.0;3.0;28.0;15.0;80.0;;;;;;;
946;Vrouwen;Arbeidsduur : 20 tot 35 uur;2001;222.0;101.0;52.0;26.0;4.0;26.0;13.0;96.0;;;;;;;
947;Vrouwen;Arbeidsduur : 20 tot 35 uur;2002;222.0;104.0;53.0;29.0;4.0;22.0;11.0;100.0;;;;;;;
948;Vrouwen;Arbeidsduur : 20 tot 35 uur;2003;192.0;86.0;48.0;26.0;4.0;16.0;13.0;81.0;;;;;;;
949;Vrouwen;Arbeidsduur : 20 tot 35 uur;2004;154.0;68.0;39.0;24.0;3.0;11.0;9.0;64.0;;;;;;;
950;Vrouwen;Arbeidsduur : 20 tot 35 uur;2005;157.0;68.0;41.0;24.0;2.0;11.0;11.0;59.0;;;;;;;
951;Vrouwen;Arbeidsduur : 20 tot 35 uur;2006;181.0;74.0;45.0;32.0;3.0;16.0;11.0;;;;;;;;
952;Vrouwen;Arbeidsduur: 35 uur of meer;2000;236.0;113.0;76.0;22.0;2.0;8.0;16.0;108.0;;;;;;;
953;Vrouwen;Arbeidsduur: 35 uur of meer;2001;224.0;112.0;72.0;21.0;;8.0;11.0;108.0;;;;;;;
954;Vrouwen;Arbeidsduur: 35 uur of meer;2002;198.0;103.0;59.0;18.0;;9.0;8.0;98.0;;;;;;;
955;Vrouwen;Arbeidsduur: 35 uur of meer;2003;157.0;75.0;49.0;18.0;2.0;5.0;8.0;72.0;;;;;;;
956;Vrouwen;Arbeidsduur: 35 uur of meer;2004;145.0;67.0;47.0;18.0;;4.0;8.0;64.0;;;;;;;
957;Vrouwen;Arbeidsduur: 35 uur of meer;2005;142.0;65.0;44.0;21.0;;3.0;7.0;62.0;;;;;;;
958;Vrouwen;Arbeidsduur: 35 uur of meer;2006;176.0;85.0;49.0;23.0;2.0;4.0;13.0;;;;;;;;
959;Vrouwen;Arbeidsduur: onbekend;2000;;;;;;;;;439.0;49.0;77.0;61.0;36.0;160.0;57.0
960;Vrouwen;Arbeidsduur: onbekend;2001;;;;;;;;;413.0;56.0;78.0;55.0;40.0;144.0;40.0
961;Vrouwen;Arbeidsduur: onbekend;2002;;;;;;;;;413.0;60.0;78.0;59.0;38.0;136.0;41.0
962;Vrouwen;Arbeidsduur: onbekend;2003;;;;;;;;;483.0;78.0;93.0;74.0;49.0;136.0;52.0
963;Vrouwen;Arbeidsduur: onbekend;2004;;;;;;;;;555.0;80.0;106.0;93.0;54.0;161.0;61.0
964;Vrouwen;Arbeidsduur: onbekend;2005;;;;;;;;;590.0;84.0;115.0;103.0;55.0;164.0;69.0
965;Vrouwen;Arbeidsduur: onbekend;2006;;;;;;;;;556.0;66.0;101.0;103.0;62.0;160.0;64.0
